[00:00:59.-200 --> 00:00:15.280]  [MUSIC PLAYING]
[01:01:25.816 --> 01:01:26.636]  You're a human being.
[01:01:26.676 --> 01:01:28.717]  You're made by God, not the Biden administration.
[01:01:29.118 --> 01:01:32.900]  You have an inherent right to say what you think, to believe what you want.
[01:01:34.414 --> 01:01:38.414]  And for breaking news and updates, be sure and follow me @realalexjones here on X.
[01:01:39.414 --> 01:01:40.734]  Hey, it's Tucker Carlson.
[01:01:40.734 --> 01:01:47.734]   The one thing we know for certain is the United States is going to be one intense place this fall, moving into this presidential election.
[01:01:47.734 --> 01:01:51.574]  So we thought, what better time to hit the road and see the country?
[01:01:51.574 --> 01:01:53.174]  And we're going to this fall.
[01:01:53.174 --> 01:02:01.334]   We are pleased, in fact, thrilled to announce Tucker Carlson live, which is what it sounds like, a nationwide tour that at every show will be joined by a
[01:02:01.334 --> 01:02:02.334]  friend, a special guest.
[01:02:02.386 --> 01:02:08.369]  Megyn Kelly, Glenn Beck, Tulsi Gabbard, Vivek Ramaswamy, Russell Brand, and many others.
[01:02:08.409 --> 01:02:12.171]  We're going to be live on stage responding to everything that is happening in real time.
[01:02:12.211 --> 01:02:16.113]  It's going to be fun as hell and interesting.
[01:02:16.294 --> 01:02:18.415]  You can get tickets at TuckerCarlson.com.
[01:02:18.435 --> 01:02:19.555]  They are certain to sell out.
[01:02:19.816 --> 01:02:23.056]  We encourage you to get one, and we'll see you there.
[01:02:23.056 --> 01:02:29.856]  [SPEAKING SPANISH]
[01:02:29.856 --> 01:02:31.116]  What did he just say?
[01:02:31.116 --> 01:02:41.116]  [BLANK_AUDIO]
[01:02:31.950 --> 01:02:33.790]  He said there's a storm coming in.
[01:02:33.790 --> 01:02:40.750]  I know.
[01:02:40.913 --> 01:02:44.415]  We told you what was going to happen and it did.
[01:02:45.015 --> 01:02:47.336]  Now we're telling you what's coming.
[01:02:48.036 --> 01:02:51.155]  at real Alex Jones on X.
[01:02:51.155 --> 01:03:10.996]   And the second someone tries to take that away from you, you know, you have a, you have a moral obligation to resist that.
[01:03:11.353 --> 01:03:12.634]  You have to, you don't have a choice.
[01:03:12.875 --> 01:03:19.600]  I mean, by the way, most days I would rather just sit in bed and eat French toast and read PG Woodhouse novels with my dogs, okay?
[01:03:19.640 --> 01:03:22.142]  That's kind of my preferred, you know what I mean, day?
[01:03:22.162 --> 01:03:22.762]  Sounds good, no, believe me.
[01:03:22.782 --> 01:03:24.724]  Because I'm lazy and self-indulgent.
[01:03:24.804 --> 01:03:25.244]  No, I am.
[01:03:26.005 --> 01:03:28.627]  But, that's just not a choice, we don't have that choice.
[01:03:29.368 --> 01:03:30.929]  So, be a man about it.
[01:03:32.216 --> 01:03:33.176]  Don't lie to yourself.
[01:03:34.097 --> 01:03:39.238]  Am I going to go along with the deception and become something less than human?
[01:03:39.878 --> 01:03:45.340]  Or am I going to say in a gentle, non-violent, but persistent way, no, I'm not doing that.
[01:03:45.700 --> 01:03:47.060]  I'm not taking your COVID vax.
[01:03:47.421 --> 01:03:49.361]  I'm not going to pretend boys can become girls.
[01:03:49.801 --> 01:03:55.883]  I'm not going to, you know, mouth the slogans about Vladimir Putin and Zelensky that you're telling me to mouth.
[01:03:56.023 --> 01:03:57.164]  I'm just not going to do that.
[01:03:57.404 --> 01:03:59.744]  And there's nothing you can do to me that will make me do that.
[01:03:59.904 --> 01:04:00.865]  That's beautiful, Tucker.
[01:04:00.885 --> 01:04:01.925]  Including death, and I mean it.
[01:04:03.480 --> 01:04:06.582]  So, I've got a bunch of questions now I want to race through here with you.
[01:04:07.002 --> 01:04:13.526]  So since you talk about it, knowing Trump, and I've been the same, I've been mad at Trump, I've supported Trump.
[01:04:14.047 --> 01:04:15.528]  We're not zombies, we're not slaves.
[01:04:15.728 --> 01:04:17.149]  Sometimes I hate him, sometimes I love him.
[01:04:17.389 --> 01:04:18.089]  I've been public about that.
[01:04:18.109 --> 01:04:19.430]  They're like, why did Tucker say bad things?
[01:04:19.450 --> 01:04:19.950]  He says good things.
[01:04:19.970 --> 01:04:20.951]  Well, it's a complex issue.
[01:04:21.331 --> 01:04:22.892]  Why do they hate Trump so much?
[01:04:22.952 --> 01:04:23.953]  Let's be completely honest.
[01:04:24.413 --> 01:04:27.295]  I know you're a nice guy, but I want your real critique of Trump.
[01:04:28.075 --> 01:04:30.457]  Why do they hate Trump so much?
[01:04:30.557 --> 01:04:32.038]  And also, who is Donald Trump?
[01:04:36.004 --> 01:04:40.350]  Well, Trump is a really unusual person, an extraordinary person.
[01:04:40.811 --> 01:04:41.532]  You know, not all good.
[01:04:41.773 --> 01:04:43.996]  Obviously, nobody is, but he's unusual.
[01:04:44.036 --> 01:04:44.857]  There aren't many people.
[01:04:44.897 --> 01:04:45.759]  I know a lot of people.
[01:04:45.859 --> 01:04:47.741]  My job is knowing people, talking to people.
[01:04:47.782 --> 01:04:49.544]  I haven't met anybody like Trump ever.
[01:04:50.587 --> 01:04:52.109]  Um, who is he really?
[01:04:52.129 --> 01:04:54.252]  I mean, you know, we'll know that when we die.
[01:04:54.532 --> 01:04:56.755]  You know, it's hard to know who people really are.
[01:04:56.775 --> 01:04:59.177]  And I should just say, I've been mad at Trump.
[01:04:59.237 --> 01:04:59.798]  I've said so.
[01:05:00.819 --> 01:05:03.823]  But my gut level affection for Trump is really strong.
[01:05:03.863 --> 01:05:04.624]  I just like Trump.
[01:05:04.824 --> 01:05:05.705]  I like talking to Trump.
[01:05:05.765 --> 01:05:07.046]  I like having dinner with Trump.
[01:05:07.106 --> 01:05:08.188]  He's just an appealing guy.
[01:05:08.208 --> 01:05:08.889]  So I should say that.
[01:05:09.509 --> 01:05:10.369]  But who is he really?
[01:05:10.409 --> 01:05:12.410]  I mean, these are deep waters.
[01:05:12.690 --> 01:05:14.430]  Who am I really?
[01:05:15.030 --> 01:05:15.771]  God will judge that.
[01:05:16.051 --> 01:05:20.452]  But I would say they hate Trump for reasons that are not obvious.
[01:05:20.572 --> 01:05:26.093]  So if what they wanted was a certain policy outcome, Trump is not very ideological.
[01:05:26.153 --> 01:05:39.078]   So if the most important thing to Permanent Washington was continuing to fund Zelensky, and that is very important to them, then they would just say, look, We're going to shut off all campaign donations and send you to prison until you agree to fund Ukraine forever.
[01:05:39.158 --> 01:05:40.719]  And Trump will probably say, OK, it's worth it.
[01:05:41.500 --> 01:05:42.860]  That's not what this is about.
[01:05:42.880 --> 01:05:44.722]  I mean, they want that, but that's not what it's about.
[01:05:45.782 --> 01:05:55.728]  They understand, and by they I mean the bipartisan coalition that runs Washington and has for decades and has really run America into the ground and mismanaged the world to the point we're on the cusp of nuclear war.
[01:05:55.748 --> 01:05:56.569]  OK, those people.
[01:05:57.432 --> 01:05:59.793]  Those people understand, they've kind of come to the end.
[01:06:00.373 --> 01:06:00.933]  They've come to the end.
[01:06:00.953 --> 01:06:02.634]  They have no inherent credibility.
[01:06:03.014 --> 01:06:04.475]  They're not democratically elected.
[01:06:05.155 --> 01:06:07.736]  I think the last election was a sham, even if it was real.
[01:06:08.076 --> 01:06:14.258]  The majority of the population does not support their program, so they don't have a democratic mandate, which is to say a legitimate mandate.
[01:06:14.598 --> 01:06:16.779]  In a democracy, legitimacy derives from the population.
[01:06:16.799 --> 01:06:19.100]  If most people don't support something, then it's not legitimate, right?
[01:06:19.120 --> 01:06:20.100]  Because it's a democracy.
[01:06:20.441 --> 01:06:20.981]  That simple.
[01:06:21.621 --> 01:06:23.863]  They don't have that, so they know they're illegitimate.
[01:06:24.263 --> 01:06:28.466]  They know that if they lose, they're going to face consequences to some extent.
[01:06:28.546 --> 01:06:31.228]  Probably not great consequences, let's be honest, but some consequences.
[01:06:31.808 --> 01:06:47.819]   But more to the point, when you are fragile, when you realize that people don't really support you, when you know that you're illegitimate, when you know you've committed criminal acts, and they have, a lot of them, Then any chink in the armor is potentially fatal, because you are weak.
[01:06:48.299 --> 01:06:49.040]  That's the truth.
[01:06:49.600 --> 01:06:50.261]  They are weak.
[01:06:50.561 --> 01:06:55.084]  Their empire is built on lies, purely on deception, and you can feel it when you deal with them.
[01:06:55.665 --> 01:06:57.046]  Weak people are fragile.
[01:06:57.486 --> 01:07:00.428]  It's the divorced mom with a hangover like, SHUT UP!
[01:07:00.728 --> 01:07:01.329]  SHUT UP!
[01:07:02.049 --> 01:07:02.550]  STOP!
[01:07:03.636 --> 01:07:07.200]  Whereas, you know, the strong sober dad is like, settle down a little bit.
[01:07:07.361 --> 01:07:08.001]  You know, it's okay.
[01:07:08.382 --> 01:07:08.562]  Right?
[01:07:08.722 --> 01:07:10.685]  Strong people are not hysterical.
[01:07:10.765 --> 01:07:12.206]  Weak people are hysterical.
[01:07:12.246 --> 01:07:14.669]  So their gut level understanding and they're absolutely right.
[01:07:15.566 --> 01:07:18.228]  If they let... So if I were running this, I'd say, just let the guy win.
[01:07:18.769 --> 01:07:19.350]  Why do you care?
[01:07:19.430 --> 01:07:20.250]  It's four years.
[01:07:20.651 --> 01:07:21.531]  It's a lot easier.
[01:07:21.572 --> 01:07:22.733]  You don't have to have all these fights.
[01:07:23.253 --> 01:07:25.055]  You don't have to go crazy or wreck the system.
[01:07:25.095 --> 01:07:27.377]  Let the guy win and then, you know, win again in four years.
[01:07:27.437 --> 01:07:30.980]  Or like, how about make a little bigger effort with working class whites?
[01:07:31.020 --> 01:07:32.101]  Like, why is that so hard?
[01:07:32.181 --> 01:07:35.864]  And isn't that Trump's biggest success, Tucker, is that he's drawn out the deep state?
[01:07:36.704 --> 01:07:46.335]  Well that is his success, but they can't allow him... I've only reached this conclusion recently because it's not obvious as a political analysis.
[01:07:46.716 --> 01:07:49.299]  There are other ways to get what you want than what they're doing.
[01:07:49.980 --> 01:07:53.744]  But Trump as a symbol is deadly to them.
[01:07:54.145 --> 01:08:06.815]   If Trump is elected again, Their whole system, like they fear that their whole system and not just the government but you know the spider web of NGOs and publicly traded businesses.
[01:08:06.875 --> 01:08:08.116]  It emboldens the people.
[01:08:08.276 --> 01:08:08.956]  I mean that's it.
[01:08:08.996 --> 01:08:10.157]  He's not out to get the people.
[01:08:10.197 --> 01:08:11.017]  He knows he makes mistakes.
[01:08:11.398 --> 01:08:12.859]  He's pro-human, pro-populist.
[01:08:13.699 --> 01:08:16.321]  He went to Kim Jong-un and said let's just build hotels and casinos.
[01:08:16.341 --> 01:08:17.002]  What's your problem?
[01:08:17.522 --> 01:08:19.303]  He just, he wants success and they don't.
[01:08:19.323 --> 01:08:21.244]  They're feudalist, feudal controllers.
[01:08:21.264 --> 01:08:21.805]  They don't want that.
[01:08:23.240 --> 01:08:30.525]  Well, I just think as a symbol, that you're absolutely right, but as a symbol, if he becomes president, what does it suggest?
[01:08:30.685 --> 01:08:37.430]  It suggests that their whole sort of empire of bullshit is collapsing.
[01:08:37.510 --> 01:08:45.676]  And they've said that in the Financial Times and Atlantic Monthly, which is their mouthpiece, they said, if the populists get Trump in again, it's over because it emboldens the populists.
[01:08:47.188 --> 01:08:48.008]  I think that's right.
[01:08:48.109 --> 01:08:58.154]  I mean, just imagine running what you describe as a constitutional republic or a democracy and waking up one morning and finding that your greatest fear is that the majority will get what it wants.
[01:08:59.915 --> 01:09:09.620]  You would think some self-awareness alarm would go off and be like, wait a second, isn't the whole point of this project to deliver to the majority what it wants because they own the government, not me?
[01:09:10.532 --> 01:09:11.852]  But it never seems to occur to them.
[01:09:11.872 --> 01:09:12.352]  Maybe it doesn't.
[01:09:12.452 --> 01:09:14.313]  I don't know what they actually think.
[01:09:14.833 --> 01:09:24.995]  All I know is that they've decided that, and I think it's absurd, I think permanent Washington could easily outlive another four years of Trump, just as it did the first four years of Trump.
[01:09:25.335 --> 01:09:26.696]  But they don't feel that way at all.
[01:09:27.396 --> 01:09:28.976]  And so they will do anything.
[01:09:29.376 --> 01:09:32.477]  And I've talked to Trump about this a number of times.
[01:09:32.937 --> 01:09:34.657]  He's not engaged with me on it.
[01:09:34.897 --> 01:09:35.678]  He's not stupid.
[01:09:36.138 --> 01:09:40.501]   Of course, he understands But he won't respond on the assassination question, so you speak to it.
[01:09:40.521 --> 01:09:41.041]  He will not.
[01:09:41.162 --> 01:09:42.263]  That's clearly the next move.
[01:09:42.323 --> 01:09:42.563]  Right.
[01:09:44.084 --> 01:09:44.685]  Well, that's right.
[01:09:44.725 --> 01:09:49.909]  And by the way, I think it's a little bit too obvious to, you know, shoot people in a motorcade.
[01:09:49.930 --> 01:09:50.530]  They'll poison him.
[01:09:51.571 --> 01:09:52.972]  Do you know what I mean?
[01:09:52.992 --> 01:09:53.393]  61 years later.
[01:09:53.413 --> 01:09:53.893]  Yeah.
[01:09:54.494 --> 01:09:55.855]  People, there are a lot of ways.
[01:09:56.255 --> 01:10:03.580]   I mean, You know, you do sort of wonder how Jack Ruby died of galloping cancer, like, a week before his second trial.
[01:10:03.620 --> 01:10:04.381]  Like, what was that?
[01:10:04.901 --> 01:10:07.202]  You know, they have weaponized cancer that'll kill you in two weeks.
[01:10:07.982 --> 01:10:13.784]  But a CIA psychiatrist, you know, Jolly West visits him and then next thing you know, oh, I've got terminal cancer!
[01:10:14.024 --> 01:10:14.885]  Oh, I'm dead in a week!
[01:10:15.205 --> 01:10:15.405]  Okay.
[01:10:16.205 --> 01:10:17.526]  Um, so, you know, look, I don't know.
[01:10:17.566 --> 01:10:18.467]  I'm not a physician.
[01:10:18.627 --> 01:10:19.928]  I'm not a master of the dark arts.
[01:10:20.688 --> 01:10:38.820]  Um, but I don't, I don't think like shooting people in public is, uh, you know, it's, it's a little bit obvious at this point, but there are, there are lots of ways that like, honestly, if you think this is a spiritual war and you're not saying prayers every day, then you don't really think it's a spiritual war.
[01:10:38.880 --> 01:10:39.100]  Do you?
[01:10:39.978 --> 01:10:40.178]  Right.
[01:10:40.359 --> 01:10:43.622]  And I obviously, so I really do think it's a spiritual war.
[01:10:43.862 --> 01:10:44.683]  I really do believe that.
[01:10:44.984 --> 01:10:50.210]  And these are physical manifestations of an age old conflict.
[01:10:50.230 --> 01:10:54.314]  I mean, literally age old, since the beginning of time, this conflict has been playing out.
[01:10:55.175 --> 01:11:01.222]  And we have the privilege of, of knowing that, like, this is kind of the last conclusion I ever thought I would come to in my life.
[01:11:01.912 --> 01:11:13.138]  Growing up in a materialist, rational world in Southern California in the 70s and 80s, if you told me that by 55 I'd be like sitting talking to Alex Jones about how we're in a spiritual war, I'd be like, what?
[01:11:13.218 --> 01:11:13.578]  No!
[01:11:13.598 --> 01:11:14.679]  I don't think so!
[01:11:15.839 --> 01:11:17.520]  But it's just so obvious.
[01:11:18.461 --> 01:11:23.483]  And so I do think prayer plays a huge, huge role in this, like a pivotal role in it.
[01:11:23.863 --> 01:11:26.625]  And I hope people take that seriously.
[01:11:27.425 --> 01:11:28.706]  Well, we do take it seriously.
[01:11:28.746 --> 01:11:30.167]  So we're at a major crossroads.
[01:11:30.207 --> 01:11:42.771]   To me, The dark forces spiritually manipulating and controlling these minions, these failures, these fallen clown show vassals who really are just spiritual puppets, they're scared of something coming.
[01:11:42.931 --> 01:11:52.575]  And if you study the Bible and other ancient religions, they talk about not the fake liberal New Age stuff, but humans going next level.
[01:11:52.655 --> 01:11:59.838]   And I'm seeing a splitting away, people that get more into darkness, more dumbed down, or people Really becoming more attuned, more connected, more aware.
[01:11:59.878 --> 01:12:04.821]  It's not just you and I, or Joe Rogan waking up, or Jimmy Dore, or Russell Brand, or everybody.
[01:12:05.441 --> 01:12:10.724]  And notice how all the popular people, despite censorship and attack, are people that are pro-human.
[01:12:10.744 --> 01:12:12.105]  Because humans actually want that.
[01:12:12.145 --> 01:12:14.646]  It's like we're selling snow cones in hell.
[01:12:15.546 --> 01:12:19.068]  But at the same time, the system is rushing into control.
[01:12:19.749 --> 01:12:25.151]  I really feel they're scared of humanity reaching a zenith or a tipping point.
[01:12:25.191 --> 01:12:25.932]  What's your view on that?
[01:12:29.898 --> 01:12:32.302]  Well, I mean, I think this is an attempt to extinguish humanity.
[01:12:33.023 --> 01:12:45.321]   You know, if you're a Christian, and I can't speak for other religions, so I think this is kind of a commonly held belief among all world religions, or most anyway, but certainly if you're a Christian, you believe that Mankind, people, were created in God's image.
[01:12:45.381 --> 01:12:48.082]  We're not gods, but God created us in His image.
[01:12:48.162 --> 01:12:54.406]  So if your program is to oppose God, then by definition you're going to want to kill all the people.
[01:12:55.707 --> 01:13:04.692]  So it makes sense theologically, it makes sense intuitively, and I sincerely believe that that is exactly what's happening.
[01:13:04.752 --> 01:13:06.073]  So how do you respond to it?
[01:13:06.153 --> 01:13:11.656]   Well, with bravery, without fear, Like, again, I don't know what everyone's so afraid of.
[01:13:11.996 --> 01:13:12.836]  It's so weird.
[01:13:12.896 --> 01:13:15.157]  Everyone's so- I mean, I'm not- I'm trying not to be judgy.
[01:13:15.197 --> 01:13:17.217]  I mean, there are things worth being afraid of, I guess.
[01:13:17.817 --> 01:13:21.818]  But telling the truth and standing firm in what you know to be true?
[01:13:21.838 --> 01:13:24.639]  I- There's no reason to fear that.
[01:13:24.679 --> 01:13:30.901]  Like, what's the worst thing- Like, if we're living in a totalitarian moment where the aim is to kill people, okay?
[01:13:31.761 --> 01:13:35.202]  You already know how it's gonna end if you don't do anything.
[01:13:36.122 --> 01:13:38.383]  So why not just smile and tell the truth?
[01:13:42.091 --> 01:14:08.913]  Let's go ahead and go to Bikini Truther in Nevada.
[01:14:08.933 --> 01:14:09.453]  Thanks for calling.
[01:14:09.494 --> 01:14:09.794]  Go ahead.
[01:14:11.092 --> 01:14:15.453]  Hey Alex, I do want to say one thing about Dr. Jones Naturals if I could.
[01:14:15.473 --> 01:14:18.753]  I know it's off topic, but it's super important to me.
[01:14:19.014 --> 01:14:19.314]  Sure.
[01:14:19.574 --> 01:14:23.654]  During COVID, I went there and I got the facial serum.
[01:14:24.135 --> 01:14:30.336]  It's called Super Sober Facial Serum, and I'm telling you that it's changed my life.
[01:14:30.816 --> 01:14:36.717]  My son started taking it, his acne went away, and it's really good for underneath the face cream.
[01:14:37.421 --> 01:14:37.681]  Absolutely.
[01:14:37.520 --> 01:14:43.041]   that I put on every day, and so I just want, I know that you need support, and that's one item
[01:14:43.041 --> 01:14:48.640]   that, so that we can stay out of World War III to keep you on air, is for people to go there
[01:14:48.640 --> 01:14:49.480]  and get stuff.
[01:14:49.480 --> 01:14:54.280]   Absolutely, this is a patented nano-silver, way beyond coal silver.
[01:14:54.415 --> 01:15:00.016]  It's in the creams, in the face spray, in the toothpaste, in the wound gel, and in the immune gargle.
[01:15:00.156 --> 01:15:01.696]  And it's just, it's amazing.
[01:15:02.136 --> 01:15:03.016]  And you're absolutely right.
[01:15:03.136 --> 01:15:06.557]  People that have acne have had incredible results with this.
[01:15:06.577 --> 01:15:08.278]  So I'm very thankful that you liked it.
[01:15:08.698 --> 01:15:11.958]  And I hope you'll continue to support DrJoesNaturals.com because my dad's our big sponsor.
[01:15:12.478 --> 01:15:13.799]  The deep state's coming after him.
[01:15:14.219 --> 01:15:16.799]  And so it's a strategic place to support, plus their great products.
[01:15:17.139 --> 01:15:18.340]  DrJoesNaturals.com.
[01:15:18.380 --> 01:15:19.160]  Anything else you want to add?
[01:15:20.211 --> 01:15:23.632]  No, just I appreciate you and God bless.
[01:15:23.972 --> 01:15:24.813]  Thank you for your support.
[01:15:25.033 --> 01:15:29.514]  Now please take action by going to DrJonesNaturals.com today and checking out the amazing products.
[01:15:32.635 --> 01:15:36.297]  And for breaking news and updates be sure and follow me at RealAlexJones here on X.
[01:15:37.625 --> 01:15:39.285]  I mean, like, what's the worst that can happen?
[01:15:39.305 --> 01:15:40.446]  Well, what's going to happen anyway?
[01:15:40.466 --> 01:15:42.106]  But at least you retain your dignity.
[01:15:42.546 --> 01:15:43.106]  You know what I mean?
[01:15:43.246 --> 01:15:44.646]  I just don't get it.
[01:15:44.686 --> 01:15:45.547]  Why is it so hard?
[01:15:45.947 --> 01:15:46.747]  I totally agree with you.
[01:15:47.147 --> 01:15:56.489]  For me, the great part about being on Earth 30 years, you 30 plus years, is the learning process of trying to tell the truth, trying to learn the truth, getting more and more accurate, still make mistakes.
[01:15:56.949 --> 01:16:05.591]  But for me, when I meet black, white, Hispanic, old, young, Asian, it doesn't matter, people that love liberty, that love freedom, they have electric eyes.
[01:16:06.511 --> 01:16:10.417]  And the children of those people have electric eyes like they did 20, 30 years ago.
[01:16:10.457 --> 01:16:11.138]  Everybody had those.
[01:16:11.158 --> 01:16:14.382]  There's like a soullessness in people now that aren't awake, that are disconnected.
[01:16:14.763 --> 01:16:17.306]  So to me, the journey is the destination.
[01:16:18.107 --> 01:16:23.032]   And to me, it's getting to meet all the really awake people This is amazing!
[01:16:23.052 --> 01:16:28.394]  And then I get around Globalist, not as much as you've been around over the years, but I've been to some of the events and I've had private meetings with them when they want to meet.
[01:16:28.414 --> 01:16:33.695]  I met with some of the Bilderberg Group members and Kissinger tried to get me 15 years ago to work for him, did it in front of my producer.
[01:16:34.595 --> 01:16:35.676]  But I'm around them.
[01:16:35.696 --> 01:16:45.699]  They feel so unhappy and I feel an emptiness, but I'm around you and your wife and your dogs and your crew are around all, just old men, people fishing at a pier.
[01:16:46.479 --> 01:16:47.679]  It is so real.
[01:16:47.739 --> 01:16:48.919]  It's so satisfying.
[01:16:48.959 --> 01:16:49.980]  I want to just defend it.
[01:16:50.000 --> 01:16:50.820]  I mean, you know what I'm saying?
[01:16:52.190 --> 01:16:52.550]  I know.
[01:16:52.570 --> 01:16:56.013]  I'm embarrassed that I didn't say it before you did.
[01:16:57.795 --> 01:17:01.298]  There's so much sadness in this moment, watching all these things you love be destroyed.
[01:17:02.359 --> 01:17:03.600]  I'm almost over that, actually.
[01:17:03.620 --> 01:17:04.321]  I've accepted it.
[01:17:04.901 --> 01:17:09.985]  But what I didn't mention, and shame on me for not, is the upside of the moment, which is the people.
[01:17:10.766 --> 01:17:13.487]  I mean, you wind up meeting these people in so many cases.
[01:17:13.527 --> 01:17:20.529]  I had dinner last night or two nights ago in my barn with somebody, a well-known person, who I never in a million years thought I would ever have a meal with.
[01:17:20.849 --> 01:17:22.710]  And it turns out we had everything in common.
[01:17:22.830 --> 01:17:29.312]  And this is one of the people you described, an awake person, who was not where he expected to be, reached conclusions he never thought he would reach.
[01:17:29.812 --> 01:17:35.834]  He's got opinions that were repugnant to him 10 years ago, as do I. And how beautiful is that?
[01:17:35.894 --> 01:17:42.142]   Because People like that are liberated from the burden of having to pretend they don't.
[01:17:42.362 --> 01:17:43.564]  It's a huge burden to lie.
[01:17:43.804 --> 01:17:44.305]  It's a massive.
[01:17:44.325 --> 01:17:50.735]  I mean, all of us lie, you know, and if you caught me doing something terrible today, I probably would lie, you know, but it would be a huge burden.
[01:17:51.747 --> 01:17:55.231]  And once you feel like, well, I don't have to do that anymore, like there's no reason to do that.
[01:17:55.271 --> 01:17:55.912]  Why would I do that?
[01:17:56.492 --> 01:17:57.313]  And I'm just not going to.
[01:17:57.734 --> 01:17:59.155]  Oh, you're just you're just freer.
[01:17:59.276 --> 01:18:00.917]  Like that is actual liberation.
[01:18:01.438 --> 01:18:03.400]  And that's why occasionally you meet people.
[01:18:03.420 --> 01:18:11.829]  I have met people in my life who've been in prison, for example, like actual prison locked away who are so free inside.
[01:18:11.950 --> 01:18:12.831]  I'm very anti-prison.
[01:18:13.592 --> 01:18:15.435]  For the record, I'm not encouraging prison.
[01:18:15.475 --> 01:18:16.316]  I hate prison, actually.
[01:18:16.978 --> 01:18:31.088]   But it is also true, and because I've seen known these people, that it's possible to lock a man in a concrete room with no windows and He can be free anyway inside because it is an internal thing, actually.
[01:18:31.148 --> 01:18:37.534]  And when you meet someone who has reached that or is in the process of reaching it, it's just thrilling.
[01:18:37.634 --> 01:18:39.135]  You just want to be around people like that.
[01:18:39.195 --> 01:18:45.700]  So the bottom line is my friendships are so much deeper now than they were 10 years ago.
[01:18:45.720 --> 01:18:46.781]  It's like no comparison.
[01:18:46.881 --> 01:18:59.435]   Like I have conversations every single day with people that are so deep And rewarding for me, that make me feel so good, so connected to another person, which is the whole purpose of life, break the veil, connect.
[01:18:59.455 --> 01:19:02.176]  I mean, that's what sex is, you know, connect with someone.
[01:19:02.896 --> 01:19:07.417]  But to do that just in conversation with people is thrilling.
[01:19:07.457 --> 01:19:11.459]  And it happens many times more often now than it did 10 years ago.
[01:19:11.579 --> 01:19:13.779]  10 years ago, once a month, I'd be like, wow, I met this amazing person.
[01:19:13.799 --> 01:19:16.800]  I was about to say, I swear to God, we're simpatico.
[01:19:17.121 --> 01:19:19.141]  I was gonna say 10 years ago, it happened like once a month.
[01:19:19.521 --> 01:19:21.002]  Now it's all day long.
[01:19:22.014 --> 01:19:22.294]  Yes!
[01:19:22.714 --> 01:19:23.595]  I have the same thing!
[01:19:24.135 --> 01:19:24.955]  Like, what is that?
[01:19:25.115 --> 01:19:27.677]  I don't know, but... By the way, I don't need to know.
[01:19:27.697 --> 01:19:29.317]  I mean, I have lots of theories about it.
[01:19:29.337 --> 01:19:32.339]  The, you know, the gathering of, you know, the sorting of society.
[01:19:32.359 --> 01:19:33.479]  I mean, clearly that is happening.
[01:19:34.099 --> 01:19:35.260]  But I don't even need to know.
[01:19:35.380 --> 01:19:36.240]  I'm just enjoying it.
[01:19:36.380 --> 01:19:37.121]  It's almost like...
[01:19:38.191 --> 01:19:43.256]  You know, it's almost like I get into bed at night and I've got two dogs under my arms and it's like, I don't think a lot about what that means.
[01:19:43.296 --> 01:19:44.997]  I'm just like, I'm so happy!
[01:19:46.559 --> 01:19:53.645]  It's like, it's just a, it's a, it's a gut level animal joy that I experience when I really connect with someone in a real way.
[01:19:53.685 --> 01:19:57.269]  I think that is one of the main reasons that we're on this earth to do that.
[01:19:57.489 --> 01:20:02.612]  Well dogs are so honest, and I said this to my parents like 30 years ago, I said dogs are like a psychic buffer.
[01:20:02.832 --> 01:20:08.696]  They're even more psychic than us, but they don't even have a mission except to love you and be part of the group, and it's unconditional love.
[01:20:08.716 --> 01:20:11.357]  I mean you feel the love of a dog that loves you.
[01:20:11.377 --> 01:20:14.699]  People that have really mean dogs, I go to their house and say, why does my dog suddenly love you?
[01:20:14.719 --> 01:20:16.960]  I say, well I like him, I like her.
[01:20:17.261 --> 01:20:26.352]   So in the few minutes, 10 minutes we have left Tucker, I think it's clear that we're at a major crossroads and inflection point, the biggest in human civilization that we know of.
[01:20:26.452 --> 01:20:27.274]  Maybe stuff happened before.
[01:20:27.614 --> 01:20:28.856]  We know our mainline history isn't true.
[01:20:28.876 --> 01:20:31.259]  And you talk about that.
[01:20:31.279 --> 01:20:36.287]  So speak about where you think we are in history, and then you've talked about the Nephilim that are in the Bible.
[01:20:37.481 --> 01:20:43.827]  And you're just, and I know the globalists, I know some of the elites, they're obsessed, you know, that's what the movie Prometheus is, it's what they really believe.
[01:20:43.867 --> 01:20:45.368]  None of them are really atheists at the top.
[01:20:45.869 --> 01:20:54.737]  They believe that aliens put us here, that they're about to learn the secrets and become gods, but first they've got to do the sacrifice and survival of the fittest, but you get criticized for that.
[01:20:54.757 --> 01:21:02.062]   We have all these UAVs that are doing, you know, Mach 100 and, you know, turning on perfect lines that, you know, And none of our machines can do.
[01:21:02.062 --> 01:21:03.382]  There's a lot going on here.
[01:21:03.382 --> 01:21:12.622]   So just the infinite, to me, admitting there's an infinite makes these globalists even smaller when they try to have their big events and all their big fanfare and the trumpets playing.
[01:21:12.622 --> 01:21:15.662]  They want us to believe they're everything, they're really nothing.
[01:21:15.662 --> 01:21:25.262]   So I've said a lot there, but we're at a crossroads and you talk about what's in the Bible and the Sumerian text and all these other ancient texts around the world say the exact same
[01:21:25.262 --> 01:21:28.702]  thing and I don't think they want us understanding that.
