[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[03:13:04.145 --> 03:13:11.188]  So that in fact what the issue was whether or not politicians were coming up with a different reason as to why Sandy Hook happened.
[03:13:11.508 --> 03:13:15.270]  And they wanted to, only the politicians and the press, only wanted to blame a gun.
[03:13:15.630 --> 03:13:16.810]  They didn't want to blame the shooter.
[03:13:17.130 --> 03:13:18.751]  They didn't want to blame mental health treatment.
[03:13:19.031 --> 03:13:20.832]  They didn't want to blame psychotropic drugs.
[03:13:21.172 --> 03:13:23.593]  They didn't want to blame school security.
[03:13:23.914 --> 03:13:29.297]  They didn't want to blame school systems that didn't make the very simple choice of allowing teachers the means of locking their own doors.
[03:13:29.317 --> 03:13:37.462]  I mean, it's one thing to do the Israeli mechanism of protecting schools, where teachers are trained and have arms available to them, where they have not experienced any of these kind of incidents.
[03:13:37.762 --> 03:13:40.283]  Because the Islamist knows somebody's waiting for him with an AR-15.
[03:13:40.303 --> 03:13:40.784]  Correct, exactly.
[03:13:41.764 --> 03:13:45.367]  In the time we have, and I apologize to the last callers, call me and Robert back on Sunday.
[03:13:45.768 --> 03:13:49.150]  Carlos, Brian, Joey, Lee, George, Jacob, we just have so many calls coming in.
[03:13:49.551 --> 03:13:51.272]  I'll put you ahead of the line, I promise, on Sunday.
[03:13:51.292 --> 03:13:51.773]  Please call us.
[03:13:53.757 --> 03:13:59.923]  There's going to be a ruling in the third Sandy Hook suit, followed here in Austin, where I was sued by someone's name I never even said.
[03:14:00.404 --> 03:14:01.745]  All the law says you can't do that.
[03:14:02.646 --> 03:14:06.650]  But you're predicting they'll still push it on, it'll go to appeal, and then come back.
[03:14:06.710 --> 03:14:08.031]  It'll obviously go nowhere in the future.
[03:14:08.752 --> 03:14:10.013]  But that's why they're so upset.
[03:14:10.073 --> 03:14:11.094]  But they used
[03:14:11.815 --> 03:14:19.477]  Basically, these disingenuous lawsuits, as the perception of my guilt for the deplatforming, show their victory has already happened.
[03:14:19.697 --> 03:14:24.699]  The politicians and the press continue to misuse and mischaracterize these suits for their own partisan and personal purposes.
[03:14:25.339 --> 03:14:27.679]  And what's going to happen, ultimately there will be a decision.
[03:14:27.740 --> 03:14:29.480]  I think the court is a very thoughtful court.
[03:14:29.500 --> 03:14:30.840]  But they're going to run it as another victory.
[03:14:30.860 --> 03:14:31.020]  No, no.
[03:14:31.040 --> 03:14:32.701]  These courts are all punting to the appeal.
[03:14:58.345 --> 03:14:58.565]  Correct.
[03:14:58.605 --> 03:15:05.128]  I mean, all of them know that this is... But if the appeals court say you can sue somebody when you hadn't said their name, the country's going to be shut down by lawsuits.
[03:15:05.388 --> 03:15:06.088]  That's what's going to happen.
[03:15:06.108 --> 03:15:08.829]  The press is going to not be able to function as a free press.
[03:15:08.849 --> 03:15:13.071]  And like you said to me, even CNN in the Covington is arguing what you're saying now.
[03:15:13.131 --> 03:15:13.491]  Correct.
[03:15:13.531 --> 03:15:14.871]  So they can't have Kay Kennedy too.
[03:15:15.091 --> 03:15:15.431]  Exactly.
[03:15:15.471 --> 03:15:19.913]  CNN admits that your legal position in this case is the correct constitutional position.
[03:15:20.273 --> 03:15:24.115]  So they've admitted that in their filings and the Sandman-related suits out of Kentucky.
[03:15:25.035 --> 03:15:30.897]  So, all we're arguing is that we should have the same standards for everybody in the press, same standards for everybody in speech.
[03:15:31.317 --> 03:15:34.539]  And this is significant, and you're the tip of the spear to protect the freedom of the press.
[03:15:34.559 --> 03:15:35.879]  And what did the judge say when you said that in court?
[03:15:36.459 --> 03:15:42.001]  The judge said he takes it very seriously, he wants to make it thoughtful and make an intelligent review, and he's torn by what to do.
[03:15:42.381 --> 03:15:47.423]  And so I think he's going to make the best decision he knows how, and whichever way it goes, ultimately it's a decision that the U.S.
[03:15:47.443 --> 03:15:49.024]  Supreme Court's going to have to stay by.
[03:15:49.344 --> 03:15:55.306]  And I think the fundamental decision to protect free press and free speech in this country will have the name Alex Jones in its title.
[03:15:55.986 --> 03:15:57.506]  Well, listeners, we love you.
[03:15:57.526 --> 03:15:58.547]  Dr. Nick Begich, trade ahead.
[03:15:58.587 --> 03:15:59.207]  Please stay with us.
[03:16:02.268 --> 03:16:02.748]  Most of you.
[03:16:06.469 --> 03:16:07.869]  This isn't a game.
[03:16:09.050 --> 03:16:11.910]  And I've asked for your help over the years, and if it wasn't for you, we wouldn't be here.
[03:16:12.170 --> 03:16:13.791]  And we have withstood the storm together.
[03:16:14.628 --> 03:16:16.629]  But we are finally going to launch more shows.
[03:16:16.949 --> 03:16:25.412]  We are hiring more reporters with just the belief and the faith that the money will come in to expand in the face of the globalists because they want us shut down ahead of 2020.
[03:16:25.812 --> 03:16:28.233]  And that's only six months away.
[03:16:28.333 --> 03:16:29.154]  Can you believe it?
[03:16:29.214 --> 03:16:32.955]  The year 2020 is only six and a half months away.
[03:16:33.155 --> 03:16:36.536]  Ladies and gentlemen, we are in the eye of the storm right now.
[03:16:36.616 --> 03:16:40.338]  When we come out of the eye, it is going to be 200 mile an hour winds for everybody.
[03:16:40.658 --> 03:16:42.339]  CNN's collapsing, shutting down.
[03:16:42.559 --> 03:16:47.902]  All the other leftist publications, Huffington Post, you name it, they're all circling the toilet bowl.
[03:16:47.922 --> 03:16:48.862]  They all lose money.
[03:16:48.902 --> 03:16:52.904]  Vice has lost $5 billion for Disney.
[03:16:52.924 --> 03:16:59.468]  $5 billion shoveling videos of how the dictator of China is good and Trump is bad.
[03:16:59.868 --> 03:17:05.691]  Shoveling videos how I'm evil and Trump's evil and how Christians suck and how Jesus sucks.
[03:17:06.571 --> 03:17:12.178]  They're rejected billions into vice, and they can't even stand up to InfoWars.
[03:17:12.298 --> 03:17:16.082]  They don't have the footprint or the result because people know lies when they see it.
[03:17:16.202 --> 03:17:23.771]  It costs $450 million a year to run BuzzFeed, and they've got to get over $100 million from Soros, and they still lose money.
[03:17:23.831 --> 03:17:25.333]  We don't get anything from Soros.
[03:17:25.613 --> 03:17:27.155]  We don't get anything from anybody but you.
[03:17:28.041 --> 03:17:37.124]  And we need $40 million a year to run this place, and defeat the globalists, and pay for the bandwidth, and pay for the audio, and pay for the crew, and do it.
[03:17:37.524 --> 03:17:38.324]  Sounds like a lot.
[03:17:38.424 --> 03:17:39.364]  In media, it's not.
[03:17:39.464 --> 03:17:41.805]  It's truly David versus Goliath.
[03:17:42.425 --> 03:17:45.326]  The New York Times cost $500 million a year to run.
[03:17:45.906 --> 03:17:46.686]  They're losing money.
[03:17:47.006 --> 03:17:50.687]  Owned by kingpins, and drug dealers, and a coalition of the Legion of Doom.
[03:17:51.928 --> 03:17:52.868]  We're funded by you.
[03:17:53.508 --> 03:17:56.189]  And so, for the hardcore audience that's tuned in on Memorial Day,
[03:17:57.321 --> 03:18:11.782]  You've seen the fruits, you've seen our steadfastness, you've seen our commitment to the Republic, our commitment to the free market, our commitment to religious freedom, our commitment to the West, and our commitment to not back down, and it's that spirit of not backing down the enemy hates.
[03:18:12.743 --> 03:18:14.904]  But I need viewers and listeners to understand something.
[03:18:15.104 --> 03:18:25.649]  That when you buy from us, you're funding individuals totally and completely, absolutely, a trillion percent, committed, committed, committed to exposing these rats.
[03:18:25.749 --> 03:18:29.031]  And we're having huge victories, but the enemy's fighting for its life right now.
[03:18:29.211 --> 03:18:32.252]  And the enemy is pouring billions a month into their fake news.
[03:18:32.372 --> 03:18:33.853]  We're not funded by George Soros.
[03:18:33.873 --> 03:18:34.893]  We're not funded by the New World Order.
[03:18:34.913 --> 03:18:38.155]  We're funded by you, the listeners, and we're very, very respectful and very, very thankful.
[03:18:38.735 --> 03:18:52.704]  But quite frankly, if you're a viewer or a listener and haven't gone to InfoWarsTore.com and gotten the Wake Up America coffee, or gotten fish oil, or gotten our protein bars that are back in stock, or gotten our amazing all-day energy that's healthy and clean, turbo force that's back in stock, you're crazy.
[03:18:52.744 --> 03:18:56.747]  Because we have the best water filtration, the best air filtration, the best everything at the best prices.
[03:18:56.807 --> 03:19:02.671]  We're talking 4.9 star reviews on things like bodies, ultimate turmeric formula, super male vitality.
[03:19:02.871 --> 03:19:04.672]  All of it is 40 to 60% off right now.
[03:19:08.735 --> 03:19:12.558]  Which is 13 capsules split into two different AM, PM packets you take.
[03:19:12.618 --> 03:19:13.458]  Total, full spectrum.
[03:19:13.538 --> 03:19:14.739]  It's 50% off out of the gates.
[03:19:14.979 --> 03:19:17.141]  X2, X3, 50% off.
[03:19:17.241 --> 03:19:19.182]  RainForce Plus, it's all there.
[03:19:19.322 --> 03:19:21.784]  Please, go to InfoWarsTore.com.
[03:19:21.904 --> 03:19:23.625]  I really appreciate all your support.
[03:19:23.885 --> 03:19:26.867]  I want to be as big and mean as Loaded4Bear.
[03:19:26.987 --> 03:19:27.908]  I want more reporters.
[03:19:27.948 --> 03:19:28.668]  I want more crew.
[03:19:29.249 --> 03:19:33.011]  I want to watch all the leftist publications that are trying to shut us down go bankrupt.
[03:19:33.412 --> 03:19:34.132]  I don't want to shut them down.
[03:19:34.152 --> 03:19:36.214]  I just love seeing them be shut down that nobody believes them.
[03:19:36.874 --> 03:19:38.435]  But we need money to do that.
[03:19:38.635 --> 03:19:41.258]  And, folks, we've got the Vitamin Mineral Fusion.
[03:19:41.338 --> 03:19:43.700]  We've got the best turmeric bodies, Ultimate Formula.
[03:19:43.720 --> 03:19:44.921]  We've got the best protein bars.
[03:19:44.961 --> 03:19:46.342]  We've got them all back in stock.
[03:19:46.382 --> 03:19:47.363]  A lot of it's been sold out.
[03:19:47.863 --> 03:19:54.248]  40 to 60% off storewide at InfoWarsTore.com Memorial Day Specials.
[03:19:54.468 --> 03:19:54.969]  I thank you.
[03:19:55.389 --> 03:19:55.930]  I salute you.
[03:19:55.990 --> 03:19:57.111]  And I thank this amazing crew.
[03:20:06.713 --> 03:20:09.434]  You're listening to the Alex Jones Show.
[03:20:18.839 --> 03:20:25.142]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:20:25.722 --> 03:20:29.224]  And now, your host, Nick Vagic.
[03:20:32.905 --> 03:20:43.493]  And welcome back to InfoWars, InfoWars.com, and this is Dr. Nick Vegas standing in for Alex Jones today in this last hour.
[03:20:43.513 --> 03:20:48.577]  I appreciate, you know, kind of the beginning of this show, you know, we sort of ended on
[03:20:50.470 --> 03:20:54.272]  A note again of all the news, you know, sort of compiled in the week.
[03:20:54.312 --> 03:20:55.953]  It's sort of compressing in the week.
[03:20:56.534 --> 03:21:15.866]  And, you know, I don't know whether anyone knows it or not outside of Alaska, but certainly here in Alaska, we know the Attorney General Barr is currently touring our state, meeting with indigenous peoples out in really rural Alaska in the sense of being off the main road system, getting an appreciation for what
[03:21:16.546 --> 03:21:17.306]  Alaska is.
[03:21:17.326 --> 03:21:27.010]  You know, we have 70 communities in Alaska without police protection as a basic thing and government services.
[03:21:27.070 --> 03:21:27.771]  We don't have it.
[03:21:28.031 --> 03:21:28.631]  I mean, none.
[03:21:29.431 --> 03:21:41.817]  You may have a hostage situation, which we often do here in Alaska, and it might be, you know, six, eight hours before someone shows up because, you know, it takes that long to organize it and get there.
[03:21:42.277 --> 03:21:43.637]  And sometimes even longer.
[03:21:43.657 --> 03:21:45.238]  If the weather's bad, it could be days.
[03:21:45.888 --> 03:21:48.869]  And so 70 communities off of roads.
[03:21:49.910 --> 03:21:54.752]  Half of those don't have sewer systems running water.
[03:21:54.932 --> 03:21:59.154]  You know kind of what you know we're building toilets in Afghanistan and around the world.
[03:21:59.214 --> 03:21:59.334]  But.
[03:22:00.035 --> 03:22:01.516]  Not in America.
[03:22:01.857 --> 03:22:02.537]  No way.
[03:22:03.018 --> 03:22:17.550]  So bars touring around and getting a sense of what justice is in the frontier world, a third world within a first world nation, which is what a lot of, unfortunately, rural Alaska is, as I think about it today.
[03:22:18.071 --> 03:22:26.278]  And the other announcement today, the big one is British Petroleum said the single biggest undeveloped oil
[03:22:26.938 --> 03:22:36.768]  Or excuse me and gas gas particularly field in the world is the North Slope of Alaska and the region around it and this is a massive
[03:22:37.997 --> 03:22:38.638]  Oil Basin.
[03:22:38.678 --> 03:22:43.040]  In fact, here's my predictions for the next three years given what I've been reading.
[03:22:43.120 --> 03:22:46.562]  So this isn't some metaphysical nonsense.
[03:22:46.622 --> 03:23:02.771]  This is based on reading the literature and what's going on on the North Slope with the large globalist multinational companies as well as the smaller domestic Texas based predominantly and then some Australian based companies actually.
[03:23:03.632 --> 03:23:13.103]  Looking at the North Slope oil basins, when you look at the very top of the state above the furthest mountain range, that entire area is essentially an oil and gas basin.
[03:23:13.363 --> 03:23:21.332]  And if you look at the map that's up, if you're able to see this on screen, all the offshore areas in the light blue that are the light shallow
[03:23:22.842 --> 03:23:24.523]  Really, it's our shelf.
[03:23:25.023 --> 03:23:27.404]  All that is oil basin as well.
[03:23:27.664 --> 03:23:39.328]  And so this is being drilled and proven up and the oil pipeline at its peak when it was running at its peak did 2.2 million barrels a day just from one field, Prudhoe Bay.
[03:23:39.968 --> 03:23:41.009]  And what's happening
[03:23:42.492 --> 03:23:51.917]  Now, it's been producing about 500,000, more or less half a million barrels a day for the last few years and declining and then going up and declining.
[03:23:52.417 --> 03:24:03.323]  But there's in my view, there'll be another half a million barrels online and flowing within, I would say, five years, just given what's been discovered on the North Slope.
[03:24:03.463 --> 03:24:12.028]  And the smaller companies, the non global companies, the domestic companies don't think of this resource as a warehouse, you know, where they just
[03:24:12.108 --> 03:24:20.956]  Keep it in the ground like a safety deposit box, because hey, you can exploit the world where they might throw you out and keep your oil in the ground here, but it's not really their oil.
[03:24:20.976 --> 03:24:24.099]  It's yours and my oil, and there's no performance requirements.
[03:24:24.119 --> 03:24:25.381]  They don't have to produce anything.
[03:24:25.981 --> 03:24:32.908]  So they're warehousing it, and now some of the other companies, Armstrong just sold a chunk of their rights, 400 million bucks.
[03:24:32.928 --> 03:24:35.110]  They got a 450 million dollar option on
[03:24:35.670 --> 03:24:35.990]  We're good.
[03:24:53.687 --> 03:25:08.517]  Whole primitive thing going on within our state in terms of being able to access roads or infrastructure of any kind and police protection and water and sewer and the basic things most of us take for granted.
[03:25:08.737 --> 03:25:13.320]  And so the opportunities to in rural Alaska are huge.
[03:25:13.440 --> 03:25:15.242]  Behind me on the screen is a
[03:25:16.303 --> 03:25:16.943]  We're good.
[03:25:25.109 --> 03:25:25.770]  We're good to go.
[03:25:46.258 --> 03:25:51.184]  Regions of the country that offer the country great opportunity.
[03:25:51.204 --> 03:25:54.147]  There's a railroad being discussed now privately funded.
[03:25:54.207 --> 03:25:57.351]  Even they're discussing privately funding a railroad link.
[03:25:57.411 --> 03:26:05.640]  Something that those have listened to me on this broadcast and others over the last couple of years have heard me talking about and we're seeing it moving forward.
[03:26:05.660 --> 03:26:07.382]  You know those are all good positive
[03:26:08.164 --> 03:26:08.404]  All right.
[03:26:25.993 --> 03:26:28.637]  Building stuff, you know, making stuff happen.
[03:26:28.657 --> 03:26:41.214]  You know, my good friend Dave Cuddy, who's from a multi-generational banking family here and he has a really great background in economics, was with me and we were discussing
[03:26:41.254 --> 03:26:41.374]  Sure.
[03:27:00.896 --> 03:27:06.381]  Paying it, you know, it's how it's being spent, you know, and fiddled away.
[03:27:06.461 --> 03:27:13.287]  Well, the balance sheet, the real wealth of the nation is very rarely paid attention to unless somebody is trying to steal it.
[03:27:14.111 --> 03:27:14.931]  Or manipulate it.
[03:27:15.131 --> 03:27:26.316]  And what I really like about this president is identifying the balance sheet issues a little bit and thinking about the cash flow statement and looking at the bigger picture and saying, what can we do?
[03:27:26.936 --> 03:27:33.398]  And, you know, here in Alaska, the infrastructure to link it and I've talked about some of the political obstacles.
[03:27:33.498 --> 03:27:34.499]  One of them is the Jones Act.
[03:27:34.559 --> 03:27:34.919]  And I know
[03:27:35.638 --> 03:27:36.839]  Bringing the Jones Act up.
[03:27:37.139 --> 03:27:45.705]  I anger a whole bunch of people and special interest groups who are vested in the Jones Act, which protects shipbuilding in America.
[03:27:45.726 --> 03:27:46.366]  And I get that.
[03:27:46.586 --> 03:27:50.269]  We want a shipbuilding industry in America for the military and all of those good reasons.
[03:27:50.889 --> 03:27:55.773]  But it's become really a hindrance at this moment.
[03:27:56.391 --> 03:28:00.833]  Because what it does is it restricts our ability to ship, unless it's a U.S.
[03:28:00.893 --> 03:28:02.814]  flagship, from a U.S.
[03:28:02.934 --> 03:28:04.335]  port to a U.S.
[03:28:04.455 --> 03:28:04.735]  port.
[03:28:04.795 --> 03:28:06.395]  We have to ship on a U.S.
[03:28:06.435 --> 03:28:06.936]  flagship.
[03:28:06.976 --> 03:28:11.638]  So from Alaska to the rest of the country, it always has to be U.S.
[03:28:11.698 --> 03:28:12.118]  flagged.
[03:28:12.158 --> 03:28:21.302]  And the obstacle there is it means that all of our foreign competition gets to use foreign flag vessels that cost a tenth.
[03:28:22.325 --> 03:28:24.566]  10% of what it costs to build a ship in the U.S.
[03:28:25.067 --> 03:28:31.750]  So their shipping costs, literally, and because of the way they crew them and everything else and the regulations, are a 10.
[03:28:32.711 --> 03:28:39.775]  So for 10% of the freight charges, you can ship to Asia versus 10 times that charge for me to ship to Seattle.
[03:28:40.549 --> 03:28:42.171]  You know, we're going to talk more about all this.
[03:28:42.191 --> 03:28:46.335]  We're going to talk about the upside of what we're doing, as well, after the break.
[03:28:46.415 --> 03:28:47.096]  It's coming up.
[03:28:47.176 --> 03:28:50.300]  And I want people to remember, support the InfoWars store.
[03:28:50.720 --> 03:28:53.023]  That's how this vital information gets to the public.
[03:28:54.184 --> 03:28:55.425]  This is Dr. Nick Begich.
[03:28:55.485 --> 03:28:58.829]  It's Friday afternoon, coming to you from Alaska.
[03:28:59.489 --> 03:29:01.271]  Thanks for being here and supporting this network.
[03:29:05.612 --> 03:29:08.313]  When it comes to rebuilding your energy, convenience is key.
[03:29:08.653 --> 03:29:14.556]  While coffee, candy, and other sugary products can give you a short boost, the crash can leave you more tired than ever.
[03:29:15.096 --> 03:29:27.082]  Turbo Force from InfoWars Life is a powerful mix-in energy packet that utilizes vitamins, amino acids, and extracts used for hundreds of years to provide you focus, clarity, and a boost of energy on the go.
[03:29:30.563 --> 03:29:34.305]  Simply take a packet, mix it into the indicated amount of water, and enjoy!
[03:29:36.109 --> 03:29:42.230]  With 14 servings per box for a two week or more supply, this is the formula to stock up on whenever you need a boost.
[03:29:44.151 --> 03:29:50.112]  Perfect for work, in the car, or at home, Turbo Force is the ultimate answer to a sluggish day.
[03:29:50.552 --> 03:29:51.992]  Don't let your day slow you down.
[03:29:52.573 --> 03:29:55.413]  Perk up with Turbo Force at infowarstore.com.
[03:30:07.567 --> 03:30:11.188]  I personally don't want to hate people from the Middle East.
[03:30:12.368 --> 03:30:14.429]  And I personally don't want to be at war with Muslims.
[03:30:15.369 --> 03:30:18.990]  And I understand there's a larger globalist plan for a clash of civilizations.
[03:30:19.190 --> 03:30:30.594]  But if your daughter gets kicked down a subway stairs by a group of Islamicists because they think, you know, that she's a profane, you know, dog creature because she's a Christian or whatever, the police and the media try to cover it up and that's wrong.
[03:30:30.694 --> 03:30:31.434]  And so if a hoard of
[03:30:32.074 --> 03:30:33.576]  I understand it's a manipulated collision.
[03:30:33.596 --> 03:30:35.478]  I understand it's a manipulated clash.
[03:30:35.558 --> 03:30:38.861]  But it doesn't change the fact if you're on the receiving end of it and capitulating to it.
[03:30:53.760 --> 03:31:00.384]  And going along and saying, oh, Islam's great, it's a religion of peace, there isn't a class of civilizations happening, only adds to the globalist program.
[03:31:00.925 --> 03:31:19.977]  We must be honest about the cancer that has become Islam in this current permutation, and the fact that the globalism is cancer, and the fact that the left's system is cancer, and the fact that mainline churches that just want to be country clubs have become cancers, and that the 5G, and the GMO, and the big drug companies, knowing they're giving us stuff that kills us and makes us more depressed, they're a cancer too.
[03:31:19.997 --> 03:31:21.638]  There's a lot of damn evil going on here.
[03:31:21.758 --> 03:31:29.442]  So I don't sit here and shake my finger at the Muslims like I'm high and mighty like a Pharisee up here, or a hypocrite, and say, you're the only bad people in the world.
[03:31:29.542 --> 03:31:29.782]  No.
[03:31:30.042 --> 03:31:31.723]  We got a lot of evil going around here.
[03:31:31.743 --> 03:31:40.367]  You'll see examples in the US and in England where they're trying to teach five-year-old boys and girls, boys, they're girls, and girls, they're boys, and trying to teach five-year-olds about anal sex.
[03:31:40.567 --> 03:31:43.188]  And the Muslims come in there and they say, our kids are pulled out of here.
[03:31:43.368 --> 03:31:48.350]  They protest, and then the school stops it or says, Muslims don't have to go, but nobody else will stand for their kids.
[03:31:48.410 --> 03:31:50.091]  So that's the point I'm getting at here is,
[03:31:50.291 --> 03:32:08.768]  That we've got a lot of evil ideologies here and humanity has really lost touch with what civilization has given us and we are becoming animals in the civilization our ancestors built and I don't care where that is.
[03:32:09.864 --> 03:32:13.527]  I don't care if it's in Africa, the Middle East, the United States, Europe, Asia.
[03:32:13.567 --> 03:32:20.432]  You've got people that are becoming disconnected from reality and who are not self-aware, who will do basically anything at any time.
[03:32:20.532 --> 03:32:22.713]  And it's going to create a world meltdown.
[03:32:22.853 --> 03:32:24.434]  It's going to create a societal collapse.
[03:32:24.454 --> 03:32:30.279]  Because if you don't want to work, the systems will basically let you live for free, but you've got to follow their political aim to conquer.
[03:32:30.319 --> 03:32:32.440]  But if you want to be free, you've got to work more, more, more.
[03:32:32.600 --> 03:32:35.763]  But when you hit that point where the globalists finally take over,
[03:32:36.701 --> 03:32:41.514]  They're going to have their own weird right-wing backlash that I think is going to be very, very dangerous as well.
[03:32:42.336 --> 03:32:44.743]  It's a serious time, folks, and we need God more than ever.
[03:33:06.207 --> 03:33:08.949]  You're listening to The Alex Jones Show.
[03:33:23.921 --> 03:33:29.566]  You're listening to The Alex Jones Show with Nick Begich.
[03:33:34.335 --> 03:33:36.777]  And welcome back to Info Wars.
[03:33:37.057 --> 03:33:39.018]  And this is Dr. Nick Pegich.
[03:33:39.098 --> 03:33:45.243]  And you know, the images now that are up and have are playing in the background of things from my life here in Alaska.
[03:33:45.283 --> 03:34:00.874]  So those that are watching get to see a good cross section of Alaska and starting out the segment, some sections of me from, man, 20, 25 years ago, even film that I was doing quite a long time ago.
[03:34:01.674 --> 03:34:08.718]  Anyway, back to this Jones Act that I want to talk about, how this screws America, because it really does, it screws all of us.
[03:34:09.818 --> 03:34:30.949]  And I understand shipbuilding, but we need to make an exemption for Alaska at least, you know, because we have to have an opportunity to get our resources into the markets where value can be added by the industrial trades, by other American workers where value can be added, because right now the only incentive is to export.
[03:34:31.562 --> 03:34:33.504]  So here we're producing raw goods.
[03:34:33.564 --> 03:34:37.407]  We're not adding any value because Alaska is too small of a population.
[03:34:37.787 --> 03:34:39.488]  We don't have a manufacturing base.
[03:34:39.509 --> 03:34:55.622]  But I would say this to those out there is we have reasonably cost energy and unlimited supplies in terms of gas, oil, coal, coal to liquids potential, geothermal, hydroelectric.
[03:34:55.642 --> 03:34:58.104]  25% of Alaska's electricity is hydroelectric.
[03:34:58.144 --> 03:35:00.986]  Almost all of it in Southeast Alaska is hydroelectric.
[03:35:01.346 --> 03:35:12.650]  This is like virtually, you know, fixed cost almost free once you build the capital expense, especially small scale, which is what a lot of ours is small developments of hydroelectric scattered about.
[03:35:13.290 --> 03:35:17.671]  And, you know, when you think about that as an input, it's about energy.
[03:35:17.831 --> 03:35:20.972]  And then it's about transportation, information, communications.
[03:35:21.433 --> 03:35:24.233]  We don't have the basic transportation system, for goodness sake.
[03:35:24.674 --> 03:35:25.634]  And the Jones Act,
[03:35:26.349 --> 03:35:27.229]  So it restricts us.
[03:35:27.269 --> 03:35:29.770]  So here's the example I want to use, and I've used it before.
[03:35:30.090 --> 03:35:33.552]  You ship a container from China to Los Angeles.
[03:35:33.592 --> 03:35:33.972]  It's about $1,000.
[03:35:34.992 --> 03:35:39.734]  You ship it halfway back from Los Angeles to Hawaii, because now you're on the U.S.
[03:35:39.774 --> 03:35:40.454]  flag vessel.
[03:35:40.994 --> 03:35:44.936]  It's $8,000 to $10,000 for the same container.
[03:35:45.716 --> 03:35:47.837]  Ten times, eight to ten times as much.
[03:35:48.437 --> 03:35:51.458]  So if you're shipping raw minerals out of Alaska,
[03:35:52.412 --> 03:36:00.256]  To somewhere where they can hook up with the trains, which is the closest place is going to be Canada or Japan, actually.
[03:36:01.337 --> 03:36:14.024]  And when you think about moving those resources into the West Coast of the United States and seeing, again, an industry build along the West Coast, an interior where rail can take minerals for processing.
[03:36:14.504 --> 03:36:15.805]  And we don't have that industry.
[03:36:15.825 --> 03:36:17.845]  A lot of that shutdown is gone.
[03:36:18.085 --> 03:36:19.466]  But can it revitalize?
[03:36:19.526 --> 03:36:31.870]  Yes, it can, where the population centers are, because a lot of these facilities, the modern ones, are very labor efficient once they're constructed, because a lot of it is mechanized.
[03:36:31.890 --> 03:36:36.852]  So you need high skilled labor that makes a lot of money, gets good jobs, but a lot of it is mechanized.
[03:36:36.932 --> 03:36:39.953]  It's going to be robotics and AI, and that's the reality of it.
[03:36:40.333 --> 03:36:42.374]  But let it be in America, for goodness sake.
[03:36:42.534 --> 03:36:52.719]  Let us add the value here and be an exporter again, because the competitive advantages will be energy production, raw materials production, skilled labor.
[03:36:53.079 --> 03:37:00.003]  These are the factors of economic production that I've talked about so often during this program over the last couple of years.
[03:37:00.163 --> 03:37:07.326]  And when you start adding these things together and combining with the entrepreneurship and creativity of Americans, we've got something.
[03:37:07.746 --> 03:37:11.048]  This is a frontier region, you know, Alaska.
[03:37:11.528 --> 03:37:23.752]  It is 18% of the land mass of the United States and more coastline, as I've said before, than the Gulf Coast, West Coast and East Coast of the continental United States combined, all together combined.
[03:37:23.932 --> 03:37:26.072]  It's, you know, that's what we are here.
[03:37:26.553 --> 03:37:28.853]  And most of it is remote.
[03:37:29.053 --> 03:37:30.734]  You can't even drive there.
[03:37:30.814 --> 03:37:32.094]  You can't get there.
[03:37:32.174 --> 03:37:36.936]  You know, it's like half the year it's so frozen, you have to only fly in.
[03:37:36.956 --> 03:37:41.097]  And some of these places are so small, it's very limited on how you get in and out.
[03:37:41.767 --> 03:37:52.797]  Snow machines over ice roads in the winter, down rivers and river systems that freeze over that we plow and maintain by the various villages along these rivers.
[03:37:53.237 --> 03:37:55.499]  And that's our road system, for goodness sake.
[03:37:55.539 --> 03:37:57.521]  And this isn't 1880.
[03:37:58.062 --> 03:37:58.422]  This is 2019.
[03:37:59.483 --> 03:38:05.989]  You know, my family has three generations of public service here.
[03:38:07.312 --> 03:38:23.823]  Two at the federal level, you know, and I think about this in terms of what's going on in the world and and the country always screaming how horrible it is, how terrible it is, you know, and I hear that so much from the whiny left.
[03:38:25.064 --> 03:38:28.206]  This is a nation of opportunity.
[03:38:28.466 --> 03:38:29.627]  If we would wake up
[03:38:30.678 --> 03:38:34.339]  And recognize the balance sheet and sort of the bigger picture.
[03:38:34.879 --> 03:38:42.761]  And what's happened is those who recognize it has dumbed down the population enough to forget about it and divert the attention to other dialogue.
[03:38:42.781 --> 03:38:44.562]  That's why these networks are so important.
[03:38:44.582 --> 03:38:50.804]  You know, you think about free speech and what the last segments of Alex has ended on was all about that.
[03:38:51.164 --> 03:38:55.365]  The fundamental values that give us these opportunities even have this discussion.
[03:38:56.725 --> 03:38:59.026]  Because if we don't have this discussion,
[03:39:00.149 --> 03:39:06.336]  Then the hijacking of the National Treasury continues in lots of different ways.
[03:39:06.836 --> 03:39:07.637]  You know, think about it.
[03:39:07.737 --> 03:39:13.063]  It's like the trillions and trillions of dollars like the big bank robbery.
[03:39:13.103 --> 03:39:19.911]  It's not the 7-Eleven, ladies and gentlemen, being stuck up on the corner that they'll fill up the column inches about.
[03:39:21.152 --> 03:39:29.202]  You know, it's the trillion dollar robbery, you know, and they've been going kind of in sequence since the robber barons, you know, after the Civil War.
