[00:00:20.814 --> 00:00:22.716]  Awesome!
[02:54:48.740 --> 02:54:49.601]  This just makes me...
[02:54:50.626 --> 02:54:53.247]  Want to sell everything I got and get the hell out of here, man.
[02:54:53.347 --> 02:54:53.948]  And just go.
[02:54:53.968 --> 02:54:57.490]  Because if you go into the midst of a whole bunch of brown people, they won't get mad at you.
[02:54:57.510 --> 02:54:58.330]  They'll be glad you're there.
[02:54:58.710 --> 02:55:00.191]  But then you won't be blamed for whatever's going on.
[02:55:00.211 --> 02:55:02.052]  I just want to like, here, you just run it all.
[02:55:02.312 --> 02:55:03.313]  Let it all fall apart.
[02:55:03.353 --> 02:55:03.993]  It's my fault.
[02:55:04.393 --> 02:55:05.754]  I'll just get out of here, Danny.
[02:55:06.554 --> 02:55:07.295]  I'm so bad.
[02:55:07.595 --> 02:55:10.336]  So sick of your racist ass telling me how much I suck all day.
[02:55:10.356 --> 02:55:11.557]  Here, let's go back to it.
[02:55:12.773 --> 02:55:14.514]  America had other principles in mind.
[02:55:15.394 --> 02:55:18.136]  And so for a century after the Civil War, black people were civilized.
[02:55:18.156 --> 02:55:19.637]  Oh, America had more!
[02:55:19.657 --> 02:55:21.318]  It's other people that are dead!
[02:55:21.898 --> 02:55:23.739]  You wanna, you'd love a, I'm a baby!
[02:55:23.999 --> 02:55:25.700]  Somebody did something to me all day!
[02:55:25.760 --> 02:55:26.701]  Give me a break, man!
[02:55:26.921 --> 02:55:31.824]  Dude, I had over 50 racist black people physically attack me when I was growing up in Dallas.
[02:55:32.324 --> 02:55:33.925]  And I don't blame other black people for that now.
[02:55:34.005 --> 02:55:36.606]  You, no white person ever knocked you upside the head.
[02:55:36.626 --> 02:55:40.629]  No white person ever put you in the hospital, you little baby bitch!
[02:55:41.869 --> 02:55:42.529]  You racist!
[02:55:42.829 --> 02:55:43.949]  Go back to this dumbass!
[02:55:45.190 --> 02:55:46.930]  Lentless campaign of terror.
[02:55:47.690 --> 02:55:52.191]  A campaign that extended well into the lifetime of Majority Leader McConnell.
[02:55:52.451 --> 02:55:52.811]  Hey, pause!
[02:55:53.091 --> 02:55:55.592]  You mean the black knockout game killing all these white people?
[02:55:56.052 --> 02:55:58.112]  Or blacks trying to target white cops and kill them?
[02:55:58.392 --> 02:55:59.672]  Or target black cops and kill them?
[02:55:59.692 --> 02:56:01.073]  I mean, just give me a break, man!
[02:56:01.333 --> 02:56:03.113]  This is the real world, you baby!
[02:56:03.753 --> 02:56:05.374]  Stick a big-ass sucker in your mouth!
[02:56:05.914 --> 02:56:06.534]  We're gonna go to break.
[02:56:06.554 --> 02:56:07.354]  I'm gonna play more of this.
[02:56:09.295 --> 02:56:15.498]  And I'm gonna play some of the other highlights of other black folks that didn't play along with the game, and of course the other black folks tried to shut their ass up.
[02:56:16.998 --> 02:56:19.619]  And tell them, you shut your mouth, we're gonna get something free.
[02:56:19.859 --> 02:56:28.803]  You're not, let me tell you something, LBJ created the welfare system for you, and he said, they're getting too uppity, they got their own money, they got their own companies, they got their own banks.
[02:56:29.263 --> 02:56:34.105]  I'll have these n-words voting Democrat for a hundred years, once we break their family up, go read the damn letters.
[02:56:34.565 --> 02:56:35.826]  Louis Farrakhan's right about this.
[02:56:37.079 --> 02:56:39.160]  And I'm not for segregation.
[02:56:40.161 --> 02:56:48.285]  I'm simply saying that when my dad was a little kid, the black people had their own restaurants, their own cleaners, their own hotels, their own everything.
[02:56:48.606 --> 02:56:50.507]  That which did not kill them made them stronger.
[02:56:50.867 --> 02:56:56.030]  The segregation and the discrimination and the oppression that was bad made them stronger.
[02:56:56.450 --> 02:57:05.095]  They were all into lower illegitimacy than white people, saving money, being strong, and that pissed off the KKK and LBJ.
[02:57:07.799 --> 02:57:08.780]  And they got your ass.
[02:57:09.200 --> 02:57:09.880]  And they're getting our ass.
[02:57:09.900 --> 02:57:11.041]  They're getting everybody's ass right now.
[02:57:11.601 --> 02:57:12.982]  With dependency.
[02:57:13.642 --> 02:57:18.285]  And now they got a big, fat, juicy promise for you of reparations.
[02:57:18.725 --> 02:57:25.530]  Don't you bet when you get that money, it's like $5,000 with a bunch of strings attached, with a big chain you put around your neck.
[02:57:26.810 --> 02:57:27.391]  Not me.
[02:57:27.791 --> 02:57:28.271]  Not me.
[02:57:29.012 --> 02:57:29.592]  I see through it.
[02:57:30.112 --> 02:57:32.794]  It's a load of horse manure.
[02:57:34.659 --> 02:57:39.342]  Please, listeners, we've got to break through this slavery of the globalist mindset, and only funding can do it.
[02:57:39.623 --> 02:57:40.804]  Storewide free shipping.
[02:57:41.104 --> 02:57:41.924]  Biggest sale ever.
[02:57:42.024 --> 02:57:42.845]  Save InfoWars.
[02:57:43.466 --> 02:57:44.066]  50% off.
[02:57:44.146 --> 02:57:45.127]  Double Patriot points.
[02:57:45.447 --> 02:57:46.768]  At InfoWarsStore.com.
[02:57:47.008 --> 02:57:48.609]  The sales gotta end early next week.
[02:57:48.970 --> 02:57:50.911]  Please finance our revolution.
[02:57:54.977 --> 02:57:58.920]  Facebook and Instagram banned conspiracy theorist Alex Jones.
[02:57:59.200 --> 02:58:00.361]  I am now completely banned.
[02:58:00.401 --> 02:58:04.404]  Now, InfoWars, of course, is that web show and website led by rageaholic Alex Jones.
[02:58:04.684 --> 02:58:05.745]  I want them shut down.
[02:58:05.785 --> 02:58:06.706]  I want them silenced.
[02:58:06.746 --> 02:58:07.446]  I want them muted.
[02:58:07.466 --> 02:58:09.408]  I think they are horrible for our society.
[02:58:09.468 --> 02:58:10.969]  These people aren't terrifying or anything.
[02:58:11.349 --> 02:58:17.174]  There's also guys on CNN that spend their whole day calling Facebook and saying, can you ban this person?
[02:58:17.274 --> 02:58:24.199]  These are very extreme individuals, and no matter what anyone tells you, they are extremists, and that's why Facebook decided to get rid of them.
[02:58:24.279 --> 02:58:28.022]  Basically, they've deemed these individuals to be dangerous, is what Facebook is saying.
[02:58:28.323 --> 02:58:31.385]  Those individuals include people like right-wing conspiracy theorist Alex Jones.
[02:58:31.625 --> 02:58:33.826]  If you don't like someone on Facebook, don't follow them.
[02:58:33.947 --> 02:58:36.228]  It's not that hard to figure out.
[02:58:53.118 --> 02:58:57.460]  No, because Big Tech is only interested in going after conservatives.
[02:58:57.480 --> 02:58:58.800]  You know, the really dangerous ones.
[02:58:58.840 --> 02:59:02.002]  Dangerous as in saying things that Mark Zuckerberg doesn't like.
[02:59:02.122 --> 02:59:07.164]  President Trump retweeted Paul Joseph Watson twice and a brief video by InfoWars' Millie Weaver.
[02:59:07.204 --> 02:59:11.266]  Social media's hall monitor, Brad Stelter, was not very happy about it.
[02:59:11.306 --> 02:59:14.487]  He is promoting the same alternative universe as InfoWars.
[02:59:14.667 --> 02:59:24.092]  Back to your point, though, about the InfoWars presidency, I want to know, and I tweeted this the other day, what is the difference at this point between Trump's Twitter feed and InfoWars.com?
[02:59:24.472 --> 02:59:26.674]  InfoWars content is useful to him.
[02:59:27.234 --> 02:59:29.515]  InfoWars personalities align with him.
[02:59:29.815 --> 02:59:30.836]  I want them shut down.
[02:59:30.896 --> 02:59:31.816]  I want them silenced.
[02:59:31.877 --> 02:59:32.657]  I want them muted.
[02:59:32.697 --> 02:59:34.538]  I think they are horrible for our society.
[02:59:34.638 --> 02:59:35.999]  I want them shut down!
[02:59:36.019 --> 02:59:37.540]  I want them silenced!
[02:59:37.560 --> 02:59:38.360]  I want them muted!
[02:59:38.960 --> 02:59:39.521]  Don't worry.
[02:59:40.081 --> 02:59:41.802]  These people aren't terrifying or anything.
[02:59:46.713 --> 02:59:50.476]  InfoWars, the most banned network in the world.
[02:59:54.779 --> 03:00:00.744]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:00:09.651 --> 03:00:10.772]  I'm up here in space.
[03:00:12.233 --> 03:00:13.154]  I'm looking down on you.
[03:00:14.181 --> 03:00:19.122]  Crashing through the lies and disinformation, it's Alex Jones.
[03:00:19.902 --> 03:00:23.603]  I'm up here in space.
[03:00:25.004 --> 03:00:26.204]  I'm up here in space.
[03:00:26.644 --> 03:00:27.704]  I'm looking down on you.
[03:00:27.724 --> 03:00:30.045]  I'm looking down on you.
[03:00:30.105 --> 03:00:30.865]  My laser's trained.
[03:00:30.885 --> 03:00:32.345]  My laser's trained.
[03:00:32.445 --> 03:00:33.446]  Everything you do.
[03:00:34.826 --> 03:00:38.527]  You think you private lives think nothing of the kind.
[03:00:39.527 --> 03:00:43.168]  There is no true escape, I'm watching all the time.
[03:00:45.160 --> 03:00:46.400]  I'm elemental!
[03:00:47.140 --> 03:00:48.361]  My sight is clean!
[03:00:49.701 --> 03:00:51.581]  I am perpetual!
[03:00:51.601 --> 03:00:53.362]  I keep the country free!
[03:01:04.004 --> 03:01:05.004]  Always in focus.
[03:01:10.905 --> 03:01:11.805]  You don't know I'm there.
[03:01:14.702 --> 03:01:16.863]  You know what a biological system's looking at, don't you?
[03:01:16.883 --> 03:01:23.128]  You don't know what the electric eye's looking at.
[03:01:23.148 --> 03:01:24.068]  I'm elemental!
[03:01:28.371 --> 03:01:29.792]  I am perpetual!
[03:01:29.832 --> 03:01:33.414]  Alright, let's get serious.
[03:01:35.375 --> 03:01:38.898]  The Washington Post is reporting that Senator Ted Cruz has attacked me.
[03:01:40.640 --> 03:01:41.480]  But did he really?
[03:01:42.061 --> 03:01:43.021]  Next segment will air it.
[03:01:43.121 --> 03:01:45.562]  And then, The Blaze came to my defense.
[03:01:48.263 --> 03:01:49.904]  Owen Benjamin came to my defense.
[03:01:51.885 --> 03:02:02.769]  Rick Wiles of True News, who's had a heart on for me for years for why I don't know, had to come to my begrudging defense on the fake child porn setup.
[03:02:03.933 --> 03:02:11.817]  But they all go, God, we hate defending him, and then string together a bunch of half-truths and 10% truths and non-truths.
[03:02:12.337 --> 03:02:14.578]  So I'll tell Rick Wiles this, because I watch his show.
[03:02:14.658 --> 03:02:15.919]  It's pretty informative.
[03:02:16.219 --> 03:02:17.320]  A lot of it, a lot of it was wrong.
[03:02:17.860 --> 03:02:24.584]  He said, I better get right with God and get my soul right, and then I am disturbed, and then I should get out of the spotlight.
[03:02:25.964 --> 03:02:27.325]  I agree with it all, but get out of the spotlight.
[03:02:27.425 --> 03:02:28.125]  You're right, Rick.
[03:02:28.345 --> 03:02:29.026]  I'm disturbed.
[03:02:30.205 --> 03:02:33.326]  I'm disturbed by babies being killed after they're born now.
[03:02:33.726 --> 03:02:37.446]  I'm disturbed by gay pride parades openly saying they're having sex with children.
[03:02:37.466 --> 03:02:39.267]  I have mainstream articles I haven't even gotten to.
[03:02:39.747 --> 03:02:41.647]  I am upset, Rick.
[03:02:42.287 --> 03:02:42.947]  I'm pissed.
[03:02:43.307 --> 03:02:44.268]  I'm raising the alarm.
[03:02:44.508 --> 03:02:46.228]  And sometimes I boil over.
[03:02:46.428 --> 03:02:47.408]  You're absolutely right, Rick.
[03:02:48.088 --> 03:02:48.528]  But you know what?
[03:02:48.548 --> 03:02:49.129]  I love God.
[03:02:49.249 --> 03:02:50.089]  I love Jesus Christ.
[03:02:50.269 --> 03:02:55.290]  And I pray for God to cool me off like a race car that has, you know, 1,500 horsepower.
[03:03:01.809 --> 03:03:03.170]  I got a little too much juice.
[03:03:03.190 --> 03:03:04.410]  I understand.
[03:03:05.070 --> 03:03:05.371]  Believe me.
[03:03:06.051 --> 03:03:12.554]  But my life and my goals and my soul is pointed at justice and at Jesus Christ.
[03:03:13.974 --> 03:03:15.915]  And so, I'm not pissed at black people.
[03:03:16.576 --> 03:03:25.119]  I'm pissed at how they've been slaves for so long in this country and how the very same people that did it to the Democrats are offering them some new freebie that's gonna supposedly free them.
[03:03:25.660 --> 03:03:30.522]  Let's go to this clip of this former NFL player who they boo and try to shut down when he talks.
[03:03:32.602 --> 03:03:36.745]  Burgess Owens, when he says the Democrats should be paying the reparations, here it is.
[03:03:36.805 --> 03:03:38.986]  Do you not believe in reparation?
[03:03:39.906 --> 03:03:52.974]  Because what reparation does, it points to a certain race, a certain color, and it points them as evil, and points the other race, my race, as one that has not only become racist, but also beggars.
[03:03:53.655 --> 03:03:55.356]  I do believe in restitution.
[03:03:56.176 --> 03:04:00.619]  Let's point to the party that was part of slavery, KKK, Jim Crow.
[03:04:01.840 --> 03:04:04.281]  And it's killed over 40% of our black babies.
[03:04:04.301 --> 03:04:05.482]  20 million of them.
[03:04:06.042 --> 03:04:06.482]  That's right.
[03:04:07.523 --> 03:04:07.943]  That's right.
[03:04:08.103 --> 03:04:12.665]  State of California, 75% of our black boys cannot pass standard reading and writing test.
[03:04:13.025 --> 03:04:14.205]  A democratic state.
[03:04:14.365 --> 03:04:15.266]  That's on by design.
[03:04:15.286 --> 03:04:17.527]  So yes, let's pay restoration.
[03:04:18.347 --> 03:04:20.868]  Let's pay restitution.
[03:04:21.869 --> 03:04:24.370]  How about a democratic party pay for all the misery brought to my race?
[03:04:26.710 --> 03:04:31.258]  And those, after we learn our history, decide... Please get him on the show.
[03:04:31.478 --> 03:04:32.219]  They should pay also.
[03:04:32.239 --> 03:04:32.860]  They're complicit.
[03:04:33.401 --> 03:04:39.592]  And every white American, Republican or Democrat, that feels guilty because of your white skin, you should need to pony up also.
[03:04:41.237 --> 03:04:44.818]  That way we get past this reparation and recognize that this country has given us greatness.
[03:04:45.218 --> 03:04:46.019]  Look at my panel.
[03:04:46.159 --> 03:04:47.359]  Doesn't matter how we think.
[03:04:47.379 --> 03:04:49.340]  The fact is, it doesn't matter our color.
[03:04:50.180 --> 03:04:54.782]  We have become successful in this country like no other because of this great opportunity.
[03:04:54.842 --> 03:04:55.162]  Hit pause.
[03:04:55.182 --> 03:04:56.062]  I want to come back with him again.
[03:04:56.082 --> 03:04:58.143]  He gets the soil, the sun.
[03:04:58.183 --> 03:04:59.083]  We grew together.
[03:04:59.744 --> 03:05:00.724]  But they want to poison that.
[03:05:18.721 --> 03:05:22.882]  InfoWars, the most banned network in the world.
[03:05:38.045 --> 03:05:39.225]  Yo, bro, what's up?
[03:05:39.265 --> 03:05:40.085]  Let's get down!
[03:05:40.205 --> 03:05:42.626]  You think you're f***ing tough?
[03:05:42.646 --> 03:05:43.326]  You're about to get it!
[03:05:43.466 --> 03:05:44.506]  I will break your jaw.
[03:05:44.566 --> 03:05:45.647]  I will knock your teeth out.
[03:05:45.787 --> 03:05:46.707]  I will break your nose.
[03:05:46.747 --> 03:05:47.667]  I will break your neck.
[03:05:48.206 --> 03:05:49.067]  I'm not afraid of you people!
[03:05:49.667 --> 03:05:50.788]  You're a little wimp!
[03:05:51.189 --> 03:05:52.790]  You son of a piece of garbage!
[03:05:53.411 --> 03:05:54.091]  I hate you!
[03:05:54.311 --> 03:05:55.312]  My listeners hate you!
[03:05:55.452 --> 03:05:57.174]  And remember that scumbag forever!
[03:05:57.814 --> 03:06:00.036]  If you don't spread the links, the globalists win!
[03:06:00.236 --> 03:06:01.097]  Spread the links!
[03:06:15.732 --> 03:06:26.819]  You found it.
[03:06:27.659 --> 03:06:28.540]  The tip of the spear.
[03:06:29.860 --> 03:06:32.562]  The anti-globalist operation.
[03:06:34.183 --> 03:06:36.364]  I'm going to find me.
[03:06:36.384 --> 03:06:40.427]  I'm going to find me a reckless woman.
[03:06:40.927 --> 03:06:42.248]  With razor blades.
[03:06:44.325 --> 03:06:49.768]  And just a touch of sadness in her fingers.
[03:06:49.908 --> 03:06:52.770]  And thunder and lightning in her thighs.
[03:07:11.594 --> 03:07:15.037]  With the woman and the stallion in the wind.
[03:07:40.571 --> 03:07:52.177]  Alright, so let's finish up with a former NFL player who destroys the lives of the Democratic Party, the KKK, who want to continue to divide this country with fake reparations that will destroy the rule of law.
[03:07:53.577 --> 03:07:55.278]  Burgess Owens destroys them.
[03:07:56.099 --> 03:08:01.941]  And then, we see the headline, now the Washington Post is inaccurate, that I've been attacked by Ted Cruz.
[03:08:01.961 --> 03:08:03.022]  We'll play that video in a moment.
[03:08:03.582 --> 03:08:07.164]  But here is this interesting point from the hearings yesterday.
[03:08:07.184 --> 03:08:09.185]  I do not believe in reparation.
[03:08:10.165 --> 03:08:11.125]  That's what reparation does.
[03:08:11.165 --> 03:08:23.171]  It points to a certain race, a certain color, and it points them as evil, and points the other race, my race, as one that has not only become racist, but also beggars.
[03:08:23.851 --> 03:08:25.552]  I do believe in restitution.
[03:08:26.372 --> 03:08:35.656]  Let's point to the party that was part of slavery, KKK, Jim Crow, that has killed over 40% of our black babies, 20 million of them.
[03:08:38.294 --> 03:08:42.879]  State of California, 75% of our black boys cannot pass standard reading and writing tests.
[03:08:43.219 --> 03:08:44.421]  A democratic state.
[03:08:45.482 --> 03:08:47.724]  So yes, let's pay restoration.
[03:08:48.565 --> 03:08:51.068]  Let's pay restitution.
[03:08:52.069 --> 03:08:53.150]  How about a democratic party?
[03:08:53.190 --> 03:08:54.592]  Pay for all the misery brought to my race.
[03:08:56.915 --> 03:09:02.419]  And those, after we learn our history, decide to stay there, they should pay also.
[03:09:02.439 --> 03:09:03.060]  They're complicit.
[03:09:03.600 --> 03:09:09.825]  And every white American, Republican or Democrat, that feels guilty because of your white skin, you should need to pony up also.
[03:09:11.446 --> 03:09:15.028]  That way we get past this reparation and recognize that this country has given us greatness.
[03:09:15.429 --> 03:09:16.189]  Look at this panel.
[03:09:16.209 --> 03:09:17.610]  It doesn't matter how we think.
[03:09:17.790 --> 03:09:19.552]  The fact is, it doesn't matter our color.
[03:09:20.392 --> 03:09:25.016]  We have become successful in this country like no other because of this great opportunity
[03:09:26.069 --> 03:09:27.090]  To live the American Dream.
[03:09:27.570 --> 03:09:29.772]  Let's not steal that from our kids by telling them they can't do it.
[03:09:30.772 --> 03:09:31.253]  That's right.
[03:09:31.653 --> 03:09:32.954]  And again, that's why they're so scared.
[03:09:32.994 --> 03:09:35.635]  America isn't perfect, but we were reaching to try to fix it all.
[03:09:35.996 --> 03:09:40.859]  So how are we the best, when it comes to freedoms and things, gonna say we're the worst now?
[03:09:41.339 --> 03:09:45.662]  When you go to any other country, they're all about, you go to China, you're white, you're black, they're like, get out of here.
[03:09:45.702 --> 03:09:49.705]  You go to places like Africa, you're not the right tribe, no matter if you're black, they'll kill your ass.
[03:09:50.105 --> 03:09:55.329]  So why are we putting America down and all the great things we've got, when it's the best shot we've got?
[03:09:56.957 --> 03:10:00.840]  Now Coleman Hughes is a columnist, got torn up as well and booed.
[03:10:00.860 --> 03:10:03.721]  They tried to shut him down when he said similar things.
[03:10:03.741 --> 03:10:04.182]  Here it is.
[03:10:05.382 --> 03:10:11.947]  Nothing I'm about to say is meant to minimize the horror and brutality of slavery and Jim Crow.
[03:10:13.307 --> 03:10:15.889]  Racism is a bloody stain on this country's history.
[03:10:15.909 --> 03:10:16.450]  Hit pause though.
[03:10:17.714 --> 03:10:21.035]  Notice because he says that, that's why they attack him.
[03:10:21.055 --> 03:10:24.336]  Like he's saying, we're wrong, or I'm admitting.
[03:10:24.836 --> 03:10:26.436]  The other guy just said, this is a bunch of BS.
[03:10:26.716 --> 03:10:28.077]  Democrats are the slave runners.
[03:10:28.457 --> 03:10:28.977]  Blah, blah, blah.
[03:10:29.037 --> 03:10:29.737]  It's a bunch of crap.
[03:10:30.177 --> 03:10:33.338]  But this guy wants to make everybody feel good, bring them together.
[03:10:33.738 --> 03:10:35.418]  He's saying, hey, things haven't been perfect here.
[03:10:35.818 --> 03:10:36.879]  That's when they see weakness.
[03:10:37.199 --> 03:10:40.059]  Because I used to have people say, oh, say you're sorry for questioning this or that.
[03:10:40.099 --> 03:10:41.240]  And I go, OK, I'm sorry.
[03:10:41.480 --> 03:10:43.000]  Oh my God, you admit you lied.
[03:10:43.040 --> 03:10:43.460]  It's over.
[03:10:43.660 --> 03:10:44.701]  I'm not putting this guy down.
[03:10:44.721 --> 03:10:46.281]  I've been through this.
[03:10:48.831 --> 03:10:52.494]  Where you try to say, okay, I'm not perfect, they just use it against you.
[03:10:52.534 --> 03:10:52.854]  Here it is.
[03:10:53.515 --> 03:11:02.242]  Failure to pay reparations directly to freed slaves after the Civil War, to be one of the greatest injustices ever perpetrated by the U.S.
[03:11:02.262 --> 03:11:02.622]  government.
[03:11:04.103 --> 03:11:09.548]  But I worry that our desire to fix the past compromises our ability to fix the present.
[03:11:10.609 --> 03:11:11.790]  Think about what we're doing today.
[03:11:12.892 --> 03:11:25.359]  We're spending our time debating a bill that mentions slavery 25 times, but incarceration only once, in an era with no black slaves, but nearly a million black prisoners.
[03:11:26.379 --> 03:11:35.624]  A bill that doesn't mention homicide once, at a time when the Center for Disease Control reports homicide as the number one cause of death for young black men.
[03:11:36.785 --> 03:11:39.426]  I'm not saying that acknowledging history doesn't matter.
[03:11:39.866 --> 03:11:40.227]  It does.
[03:11:41.348 --> 03:11:48.154]  I'm saying there's a difference between acknowledging history and allowing history to distract us from the problems we face today.
[03:11:49.875 --> 03:11:55.480]  In 2008, the House of Representatives formally apologized for slavery and Jim Crow.
[03:11:56.020 --> 03:11:57.441]  In 2009, the Senate did the same.
[03:11:58.642 --> 03:12:01.084]  Black people don't need another apology.
[03:12:01.945 --> 03:12:04.727]  We need safer neighborhoods and better schools.
[03:12:05.708 --> 03:12:08.310]  We need a less punitive criminal justice system.
[03:12:09.144 --> 03:12:10.584]  We need affordable health care.
[03:12:11.385 --> 03:12:15.425]  And none of these things can be achieved through reparations for slavery.
[03:12:18.646 --> 03:12:23.767]  Nearly everyone close to me told me not to testify today.
[03:12:24.267 --> 03:12:31.189]  They told me that even though I've only ever voted for Democrats, I'd be perceived as a Republican and therefore hated by half the country.
[03:12:32.105 --> 03:12:37.910]  Others told me that by distancing myself from Republicans, I would end up angering the other half of the country.
[03:12:38.751 --> 03:12:41.093]  And the sad truth is that they were both right.
[03:12:41.914 --> 03:12:44.837]  That's how suspicious we've become of one another.
[03:12:45.537 --> 03:12:48.280]  That's how divided we are as a nation.
[03:12:50.325 --> 03:13:01.313]  If we were to pay reparations today, we would only divide the country further, making it harder to build the political coalitions required to solve the problems facing black people today.
[03:13:02.374 --> 03:13:07.817]  We would insult many black Americans by putting a price on the suffering of their ancestors.
[03:13:07.857 --> 03:13:08.338]  Exactly.
[03:13:09.098 --> 03:13:15.303]  And we would turn the relationship between black Americans and white Americans from a coalition into a transaction.
[03:13:15.771 --> 03:13:17.753]  Oh, and this will turn people into total racists.
[03:13:18.174 --> 03:13:20.937]  ...into a lawsuit between plaintiffs and defendants.
[03:13:22.459 --> 03:13:31.610]  What we should do is pay reparations to black Americans who actually grew up under Jim Crow and were directly harmed by second class citizenship.
[03:13:32.010 --> 03:13:33.172]  People like my grandparents.
[03:13:34.329 --> 03:13:37.873]  But paying reparations to all descendants of slaves is a mistake.
[03:13:38.593 --> 03:13:39.714]  Take me, for example.
[03:13:40.495 --> 03:13:46.601]  I was born three decades after the end of Jim Crow into a privileged household in the suburbs.
[03:13:47.532 --> 03:13:54.698]  I attend an Ivy League school, yet I'm also descended from slaves who worked on Thomas Jefferson's Monticello plantation.
[03:13:55.679 --> 03:14:08.871]  So reparations for slavery would allocate federal resources to me, but not to an American with the wrong ancestry, even if that person is living paycheck to paycheck and working multiple jobs to support a family.
[03:14:08.891 --> 03:14:10.572]  It's incredibly discriminatory, exactly.
[03:14:10.772 --> 03:14:11.893]  You might call that justice.
[03:14:12.714 --> 03:14:17.256]  I call it justice for the dead at the price of justice for the living.
[03:14:18.697 --> 03:14:23.779]  I understand that reparations are about what people are owed, regardless of how well they're doing.
[03:14:24.179 --> 03:14:24.920]  I understand that.
[03:14:25.880 --> 03:14:26.481]  Hit pause.
[03:14:26.861 --> 03:14:27.441]  We gotta go to break.
[03:14:27.461 --> 03:14:39.887]  This guy's really smart, but I mean just... The asinine-ness that if somebody else did something 160 years ago that you're guilty unless you stole a painting
[03:14:41.049 --> 03:14:42.270]  Because this happened in the Holocaust.
[03:14:42.850 --> 03:14:43.650]  Like Madeleine Albright.
[03:14:43.670 --> 03:14:46.311]  She's Jewish, but her dad broke her Jews trying to get out.
[03:14:46.331 --> 03:14:47.012]  They didn't have the money.
[03:14:47.052 --> 03:14:47.492]  He'd kill them.
[03:14:47.512 --> 03:14:49.193]  There's a lot of Jews helped run the Holocaust.
[03:14:49.213 --> 03:14:50.073]  That's been declassified.
[03:14:50.093 --> 03:14:51.153]  It's a terrible thing.
[03:14:52.054 --> 03:14:54.695]  And she had a lot of Holocaust paintings worth tens of millions in her house.
[03:14:54.735 --> 03:14:58.997]  And she'd do interviews on TV, and people saw famous paintings in her house.
[03:14:59.637 --> 03:15:01.678]  And people were like, hey, my grandmother painted that.
[03:15:01.978 --> 03:15:02.459]  That painting.
[03:15:02.519 --> 03:15:04.940]  And they're like, well, yeah, my dad took it from her.
[03:15:05.760 --> 03:15:06.160]  Screw you.
[03:15:06.220 --> 03:15:06.961]  I'm murdering you.
[03:15:07.201 --> 03:15:07.921]  I'm Madeleine Albright.
[03:15:08.261 --> 03:15:09.502]  I murder people!
[03:15:10.502 --> 03:15:14.204]  I brag about 500,000 dead Iraqi children and say it's a good price.
[03:15:14.584 --> 03:15:15.845]  I take your property!
[03:15:16.165 --> 03:15:17.525]  I'm a giant toad goblin!
[03:15:18.025 --> 03:15:19.006]  I rob Jews!
[03:15:19.186 --> 03:15:20.166]  I'm like George Soros!
[03:15:20.567 --> 03:15:21.867]  I'm a super goblin!
[03:15:24.628 --> 03:15:31.011]  But it came out that she had stolen Jewish art from murdered Jews that her father murdered!
[03:15:33.392 --> 03:15:34.413]  She's an alpha god!
[03:15:35.073 --> 03:15:35.754]  She kills you!
[03:15:36.014 --> 03:15:36.574]  She takes it!
[03:15:38.666 --> 03:15:42.108]  Now you could say reparations to that person's family because she stole the painting.
[03:15:42.348 --> 03:15:45.050]  There's a direct piece of property and a direct pig goblin.
[03:15:46.250 --> 03:15:47.971]  But people ten generations ago?
[03:15:47.991 --> 03:15:49.492]  You don't even know who it is?
[03:15:49.832 --> 03:15:51.213]  I'm gonna pay some money for you?
[03:15:51.653 --> 03:15:53.755]  You better get your ass straight on that!
[03:15:54.035 --> 03:15:55.155]  That's called fraud!
[03:15:55.416 --> 03:15:56.416]  That's called slavery!
[03:15:56.656 --> 03:15:57.957]  And I'm nobody's slave!
[03:15:58.417 --> 03:15:59.138]  We'll be right back.
[03:16:08.806 --> 03:16:12.550]  Getting into the inside baseball, we've been telling people Trump's about to go on the offense.
[03:16:12.750 --> 03:16:18.896]  You were getting into the fact that the last straw really was Facebook banning certain names in certain terms.
[03:16:18.936 --> 03:16:22.699]  That really pushed Trump over the edge and now Human Events is riding on it.
[03:16:23.600 --> 03:16:25.222]  It's now being confirmed by Bloomberg.
[03:16:25.242 --> 03:16:26.002]  You want to talk about this?
[03:16:26.022 --> 03:16:29.726]  This is pretty big to show Trump's thinking, just to show how real he is.
[03:16:30.066 --> 03:16:30.406]  Exactly.
[03:16:30.466 --> 03:16:49.617]  In other words, had they simply not made the choice to ban your name from their platform, and had not made the choice to try to go after and censor people saying anything positive about Alex Jones or Info, it would not have led to the antitrust investigation, and just the announcement of the investigation, and the possibility it was going to go into Facebook as well,
[03:16:50.077 --> 03:16:53.039]  Cost them $137 billion.
[03:16:53.600 --> 03:16:57.603]  That's how much money was lost by Big Tech by choosing to go after you.
[03:16:57.743 --> 03:17:03.066]  That's how much the president cost them just by announcing the possibility of an investigation.
[03:17:03.167 --> 03:17:14.635]  $137 billion collectively lost across Big Tech in less than a day solely because they decided to come after you, not recognizing that the president was going to stand by his audience.
[03:17:14.875 --> 03:17:21.059]  He was going to stand by his people and was going to stand by the original principles of free speech and free press that govern and guide this country.
[03:17:21.099 --> 03:17:23.741]  I mean, all they had to do is hear the president meets with Jack at Twitter.
[03:17:24.122 --> 03:17:28.545]  There's all these problems that had already been documented by that point, saying, look, just pull back.
