[00:00:12.290 --> 00:00:17.234]  Crashing through the lies and disinformation, it's Alex Jones.
[01:14:40.597 --> 01:14:43.500]  Some were released right away, most in three months, some six months.
[01:14:44.844 --> 01:14:46.064]  Some were sent back on ships.
[01:14:46.545 --> 01:14:48.125]  It was found they were criminals.
[01:14:50.066 --> 01:14:52.947]  We have the most open country in the world right now.
[01:14:53.847 --> 01:14:58.409]  And we're the bad guys for bringing this snake in from her failed country.
[01:14:58.569 --> 01:14:58.989]  Here it is.
[01:15:00.529 --> 01:15:03.390]  Something that I get criticized for all the time.
[01:15:03.450 --> 01:15:05.091]  It's not what you think, so don't, like...
[01:15:07.068 --> 01:15:07.648]  Don't gasp.
[01:15:09.188 --> 01:15:15.249]  It is that I am anti-American because I criticize the United States.
[01:15:16.830 --> 01:15:27.292]  And I believe, as an immigrant, I probably love this country more than anyone that is naturally born.
[01:15:27.312 --> 01:15:32.412]  And because I am ashamed of
[01:15:35.754 --> 01:15:41.195]  We're going to come back with the rest of this, because she's going to teach us, don't worry.
[01:16:03.695 --> 01:16:11.484]  I scream and it's like Google goes, I'm wearing a pink and a green sock and I got a little beard and I talk like this.
[01:16:11.524 --> 01:16:13.045]  You know what those guys do when they get on jets?
[01:16:13.305 --> 01:16:18.131]  They go, bring me 15 hookers now and get the drugs ready and take me to the private island.
[01:16:19.792 --> 01:16:21.074]  Get the satanic rituals ready.
[01:16:23.657 --> 01:16:25.679]  You don't just think the enemy has sleeper cells, do you?
[01:16:31.789 --> 01:16:37.171]  They've told me directly, if I don't want to be sued, if I don't want to be attacked, if I don't want to be, you name it, stop reporting on this.
[01:16:37.451 --> 01:16:40.351]  And guess what I'm going to say to the big bank, the New York Federal Reserve, everybody else.
[01:16:40.371 --> 01:16:41.532]  Here's what I have to say to them.
[01:16:41.912 --> 01:16:42.372]  Hey, you ready?
[01:16:42.392 --> 01:16:44.112]  This is what I'm saying to you right now.
[01:16:44.693 --> 01:16:45.493]  You got that message?
[01:16:46.173 --> 01:16:46.853]  Never going to stop.
[01:16:47.153 --> 01:16:48.574]  Never going to stop going to beat you too.
[01:16:50.854 --> 01:16:51.655]  We're in a fight here.
[01:16:51.675 --> 01:16:54.155]  I got like two battle axes fighting them.
[01:16:54.175 --> 01:16:55.136]  They're hacking at me.
[01:16:55.156 --> 01:16:56.036]  We're like, ah!
[01:16:57.956 --> 01:16:59.897]  But you don't want to come out of mommy's basement.
[01:17:01.388 --> 01:17:09.392]  You want to sit there and suck on your own little wee-wee and play video games and pretend like you're this big, you know, badass person and you're a soldier on the internet battling everybody?
[01:17:09.412 --> 01:17:13.354]  A lot of liberals have broken their conditioning because of it.
[01:17:13.374 --> 01:17:14.454]  Just keep making fun of me!
[01:17:14.614 --> 01:17:15.295]  Keep attacking!
[01:17:15.355 --> 01:17:15.955]  I love it!
[01:17:15.975 --> 01:17:17.156]  I'm totally destroying you!
[01:17:23.799 --> 01:17:24.559]  So under U.S.
[01:17:24.599 --> 01:17:27.761]  Code Title 50, Chapter 32, Subsection 1528, Paragraph B... Is that true?
[01:17:27.801 --> 01:17:29.722]  You nailed that right there?
[01:17:29.862 --> 01:17:30.422]  Yes, yes.
[01:17:34.894 --> 01:17:37.039]  Oh man, you want to fight, you're gonna get one.
[01:17:37.540 --> 01:17:41.329]  I don't want to lose my voice, but I just want you to know.
[01:17:47.329 --> 01:17:52.350]  The majority of the frogs in most areas in the United States are now gay.
[01:17:53.030 --> 01:17:56.611]  But it's like a rape thing.
[01:17:57.151 --> 01:17:59.711]  You know, it looks all nice and candy, puppy.
[01:18:00.031 --> 01:18:01.211]  That's how they act all liberal.
[01:18:01.531 --> 01:18:03.332]  Oh my gosh, communism's really good.
[01:18:03.572 --> 01:18:04.072]  You're gonna like it.
[01:18:04.112 --> 01:18:05.092]  Get in the car.
[01:18:05.952 --> 01:18:08.253]  Oh, you like that?
[01:18:08.313 --> 01:18:08.853]  Wonder Man.
[01:18:10.073 --> 01:18:10.953]  Oh yeah, you like that?
[01:18:10.993 --> 01:18:11.453]  Let's see it again.
[01:18:11.793 --> 01:18:12.033]  Oh yeah?
[01:18:12.513 --> 01:18:13.633]  Woo!
[01:18:15.214 --> 01:18:16.674]  Yeah, that's Goblin Pie.
[01:18:19.332 --> 01:18:21.674]  This broadcast is InfoWars.
[01:18:21.694 --> 01:18:25.617]  I'm Alex Jones and I do the show here weekdays 11 a.m.
[01:18:25.657 --> 01:18:25.818]  to 3 p.m.
[01:18:25.858 --> 01:18:28.360]  and then we have Sunday 4 to 6 p.m.
[01:18:28.500 --> 01:18:32.643]  You're on the air.
[01:18:32.703 --> 01:18:35.526]  Hey Alex and all the InfoWars, can you hear me?
[01:18:35.566 --> 01:18:36.667]  Yes sir, I can!
[01:18:39.495 --> 01:18:41.617]  Thank God!
[01:18:41.898 --> 01:18:53.049]  Literally, I have waited and I've been, I'm a very patient man and I'm a man of God and I'm a man of Christ and I believe that we can look...
[01:19:04.864 --> 01:19:12.648]  Hey, what happens if you try to order your favorite InfoWars Life product only to find out they're sold out?
[01:19:12.668 --> 01:19:16.630]  Yeah, I know it kind of sucks, but there is a solution.
[01:19:17.030 --> 01:19:21.953]  All you gotta do is go to InfoWarsStore.com and click on AutoShip.
[01:19:22.113 --> 01:19:22.413]  Bam!
[01:19:22.653 --> 01:19:24.874]  Problem solved just like that.
[01:19:25.214 --> 01:19:27.956]  And now you're scheduled for regular delivery.
[01:19:28.116 --> 01:19:34.399]  That means no more back orders and you'll never run out of your favorite InfoWars Life products
[01:19:34.699 --> 01:19:35.079]  Again.
[01:19:35.459 --> 01:19:35.879]  Pretty cool.
[01:19:36.159 --> 01:19:36.760]  But guess what?
[01:19:37.040 --> 01:19:37.740]  It gets better.
[01:19:38.000 --> 01:19:45.842]  When you sign up for AutoShip at InfoWarsStore.com, you get an additional 10% off that product.
[01:19:46.622 --> 01:19:47.023]  Woo!
[01:19:47.203 --> 01:19:48.223]  That's what I'm talking about.
[01:19:48.243 --> 01:19:49.863]  So what are you waiting for?
[01:19:50.224 --> 01:19:51.924]  Support the InfoWars.
[01:19:52.484 --> 01:19:57.306]  Order and click on AutoShip at InfoWarsStore.com or call 1-888-253-3139.
[01:20:06.323 --> 01:20:09.105]  You're listening to the Alex Jones Show!
[01:20:09.505 --> 01:20:14.888]  No Trump!
[01:20:15.328 --> 01:20:15.989]  No wall!
[01:20:16.289 --> 01:20:17.810]  No USA at all!
[01:20:18.170 --> 01:20:18.770]  No Trump!
[01:20:19.171 --> 01:20:19.831]  No wall!
[01:20:20.131 --> 01:20:21.412]  No USA at all!
[01:20:21.532 --> 01:20:22.913]  No Trump!
[01:20:22.973 --> 01:20:23.653]  No wall!
[01:20:23.933 --> 01:20:25.494]  No USA at all!
[01:20:25.654 --> 01:20:26.475]  No Trump!
[01:20:26.635 --> 01:20:27.595]  No wall!
[01:20:27.615 --> 01:20:28.756]  No USA at all!
[01:20:28.996 --> 01:20:29.577]  No Trump!
[01:20:30.037 --> 01:20:30.697]  No wall!
[01:20:30.997 --> 01:20:32.558]  No USA at all!
[01:20:32.878 --> 01:20:33.519]  No Trump!
[01:20:33.879 --> 01:20:34.539]  No wall!
[01:20:34.840 --> 01:20:35.420]  No USA at all!
[01:20:40.731 --> 01:20:45.673]  From the front lines of the Information War, it's Alex Jones.
[01:20:47.194 --> 01:20:53.457]  The Chinese government, big mega banks, tax exempt, are openly funding Antifa, trying to trigger a civil war and bring down the U.S.
[01:20:53.497 --> 01:20:56.258]  They'll then bring total fascism in after they're done.
[01:20:57.619 --> 01:21:01.961]  And this individual attacked the ICE facility in Washington State.
[01:21:03.120 --> 01:21:04.681]  William Van Sporensen.
[01:21:04.721 --> 01:21:08.644]  I want to get to his manifesto, which has been out for a day.
[01:21:08.684 --> 01:21:16.189]  The media is still saying a right-wing terrorist attacked an ICE facility trying to burn up precious immigrants.
[01:21:16.970 --> 01:21:18.171]  That's your controlled press.
[01:21:19.392 --> 01:21:20.853]  They're worse than Baghdad Bob.
[01:21:20.873 --> 01:21:23.855]  Remember the propagandists in the 2003 Iraq War?
[01:21:24.315 --> 01:21:25.056]  We said the U.S.
[01:21:25.076 --> 01:21:27.137]  had been pushed all the way into the ocean and all that.
[01:21:28.558 --> 01:21:29.499]  Same level of garbage.
[01:21:30.840 --> 01:21:32.041]  But right now here's Ilhan Omar.
[01:21:34.039 --> 01:21:37.687]  Continuing with how, you know, she will teach Americans how to be Americans.
[01:21:38.750 --> 01:21:40.914]  She's a better patriot, and she will teach you.
[01:21:40.935 --> 01:21:41.235]  Here it is.
[01:21:41.940 --> 01:21:44.182]  Why don't you be more like an American?
[01:21:44.202 --> 01:21:46.203]  You can continue to say that.
[01:21:46.403 --> 01:21:48.165]  Why can't you be more like an American?
[01:21:48.225 --> 01:21:51.007]  Because it used to be a very positive thing.
[01:21:52.328 --> 01:21:58.172]  We export American exceptionalism, the great America, the land of liberty and justice.
[01:21:58.272 --> 01:22:06.898]  That is, you know, if you ask anybody walking on the side of the street somewhere in the middle of the world, they will tell you America the great.
[01:22:07.839 --> 01:22:10.540]  But we don't live those values here.
[01:22:11.741 --> 01:22:14.623]  And so that hypocrisy is one that I'm bothered by.
[01:22:14.723 --> 01:22:17.904]  I want America the great to be America the great.
[01:22:19.765 --> 01:22:22.747]  Well, she's better than the governor of New York saying America was never great, it'll never be great.
[01:22:22.807 --> 01:22:26.329]  Oh, she's saying, oh, it used to not be fascist, now it is because...
[01:22:28.171 --> 01:22:33.932]  If a mother wants to make her son cut his genitals off at age eight in the state of Texas, the courts rule it's gonna happen.
[01:22:34.372 --> 01:22:36.993]  And if I gotta pay for abortions in Travis County, it's gonna happen.
[01:22:37.333 --> 01:22:40.854]  I mean, the idea that we're this oppressed state for the left is a joke.
[01:22:40.954 --> 01:22:43.515]  The left is censoring and oppressing everybody.
[01:22:45.575 --> 01:22:52.137]  You've got this individual, oh, by the way, we're having the three percenters on from Spokane and from Seattle tomorrow.
[01:22:53.757 --> 01:22:57.018]  The very folks that knew this individual and know the
[01:22:58.430 --> 01:23:09.521]  Redneck Revolt group, the terror group, they're going to be joining us, people that have basically had guns pointed at them, by the now-dead firebomber William Van Spornsen.
[01:23:10.742 --> 01:23:12.243]  Now, he's got a long manifesto.
[01:23:14.325 --> 01:23:16.407]  The full thing's up on Infowars.com.
[01:23:17.408 --> 01:23:18.670]  You gotta go read this for yourself.
[01:23:19.611 --> 01:23:22.553]  But he just goes on to say that America is now run by Nazis.
[01:23:23.722 --> 01:23:27.723]  Fascism serves the needs of the state, serves the needs of businesses, and your expense.
[01:23:27.763 --> 01:23:28.303]  Who benefits?
[01:23:28.363 --> 01:23:33.865]  Jeff Bezos, Warren Buffet, Elon Musk, Tim Cook, Bill Gates, Betsy DeVos, George Soros.
[01:23:33.925 --> 01:23:40.747]  I mean, George Soros is the main funder of Antifa, along with Alexander Soros.
[01:23:40.807 --> 01:23:42.347]  That's a known fact.
[01:23:42.427 --> 01:23:43.228]  It's in mainstream news.
[01:23:43.248 --> 01:23:44.348]  It's in the federal filings.
[01:23:45.408 --> 01:23:47.049]  We've got internal Antifa documents.
[01:23:49.729 --> 01:23:51.510]  It just shows these people don't even know who's feeding them.
[01:23:53.908 --> 01:24:01.814]  And then he continues, he says, to my comrades, I regret that I will miss the rest of the revolution.
[01:24:02.595 --> 01:24:05.257]  Thank you for the honor of having been in your midst.
[01:24:06.118 --> 01:24:07.219]  Talk about delusionals.
[01:24:08.420 --> 01:24:10.502]  Giving me space to be useful.
[01:24:10.802 --> 01:24:12.543]  Oh, letting him be near them.
[01:24:12.783 --> 01:24:18.788]  Oh, to feel that I was fulfilling my ideals has been the spiritual pinnacle of my life.
[01:24:19.729 --> 01:24:20.590]  Doing what I can
[01:24:22.277 --> 01:24:23.198]  Let's put him up on screen.
[01:24:23.218 --> 01:24:23.978]  I want people to see this.
[01:24:24.258 --> 01:24:30.941]  This is the mind zombie, doing what I can to help defend my precious and wondrous people.
[01:24:31.501 --> 01:24:33.181]  This is an experience too rich to describe.
[01:24:33.202 --> 01:24:34.722]  Listen to this.
[01:24:37.003 --> 01:24:49.208]  My trans comrades have transformed me, solidifying my conviction that we will be guided to the dream of future by those most marginalized among us today.
[01:24:50.484 --> 01:24:56.026]  I've dreamed it so clearly that I have no regret for not seeing how it turns out.
[01:24:56.766 --> 01:24:59.567]  Thank you for bringing me so far along.
[01:25:00.627 --> 01:25:01.387]  I am Antifa.
[01:25:02.147 --> 01:25:07.249]  I stand with comrades around the world who act from the love of life.
[01:25:10.350 --> 01:25:15.551]  Comrades who understand that freedom means real freedom for all and life worth living.
[01:25:17.782 --> 01:25:18.903]  And this last part's cut off.
[01:25:19.363 --> 01:25:20.464]  What's he say in that last sentence?
[01:25:22.205 --> 01:25:24.847]  Even free meditation.
[01:25:25.888 --> 01:25:30.351]  Comrades who understand that freedom means real freedom for all, and life worth living.
[01:25:30.851 --> 01:25:32.252]  Keep the faith, all power to the people.
[01:25:32.272 --> 01:25:39.237]  And then he goes on to say, buy your guns illegally, begin the slaughter, it's so liberal, love you.
[01:25:45.228 --> 01:25:47.931]  He also says things like, you know, set aside your thoughts.
[01:25:48.832 --> 01:25:49.472]  Do not think.
[01:25:49.532 --> 01:25:50.333]  Begin the killing.
[01:25:50.934 --> 01:25:51.795]  It's so loving.
[01:25:52.175 --> 01:25:52.576]  Liberal.
[01:25:52.796 --> 01:25:53.197]  Liberal.
[01:25:53.497 --> 01:25:54.638]  You've got to go read this for yourself.
[01:25:56.641 --> 01:25:57.742]  Whack Jobs.
[01:25:57.782 --> 01:26:01.186]  Can we show the photos that are tweeted in Paul's article on InfoWars.com?
[01:26:01.446 --> 01:26:02.667]  I want to show people him with the...
[01:26:03.894 --> 01:26:04.835]  Redneck Revolt.
[01:26:05.495 --> 01:26:11.500]  And there's these photos of him, just where he's just walking around all glassy-eyed, just... I'm such a good... There's videos, too.
[01:26:11.721 --> 01:26:13.142]  I'm such a good person.
[01:26:13.562 --> 01:26:14.643]  They've almost got tears in their eyes.
[01:26:14.663 --> 01:26:15.944]  We're fighting so hard!
[01:26:16.004 --> 01:26:19.907]  These death camps that people are fighting to get into!
[01:26:20.648 --> 01:26:28.715]  We all got our university degrees, and we're all members of the Communist Party, and we're fighting so hard against the horrible country everyone's fighting to get into!
[01:26:29.556 --> 01:26:29.956]  We're ready.
[01:26:29.976 --> 01:26:30.797]  We've got our guns.
[01:26:32.281 --> 01:26:34.162]  And then we all saw what happened in Charlottesville, yeah.
[01:26:34.583 --> 01:26:36.424]  A bunch of hired actors, they admit it.
[01:26:39.886 --> 01:26:47.331]  And boy, are they throwing me in the briar patch with their fake lawsuit out of... Virginia.
[01:26:48.894 --> 01:26:50.635]  Yes, the Lord works in mysterious ways.
[01:26:51.175 --> 01:26:52.636]  We have the contracts.
[01:26:53.296 --> 01:26:57.618]  We have the groups that were hired, hired actors to pose as the Nazis.
[01:26:57.879 --> 01:27:03.902]  They ran damn ads two months and a month before the biggest group in the country that hires AstroTurf.
[01:27:04.422 --> 01:27:05.382]  They had websites.
[01:27:05.582 --> 01:27:06.483]  They had drills.
[01:27:06.763 --> 01:27:07.944]  They had training events.
[01:27:09.644 --> 01:27:14.387]  And they sued me, saying I said some photographer had killed the woman.
[01:27:15.640 --> 01:27:17.762]  And that he'd done it for Hillary.
[01:27:17.882 --> 01:27:28.411]  No, I said you had a bunch of leftists that had worked for Hillary and everybody out there to show the carnage that Soros funded, hoping something happened, so they could then use it to demonize anybody who's conservative.
[01:27:28.691 --> 01:27:29.331]  Which they did.
[01:27:29.552 --> 01:27:33.235]  But almost every Nazi in Charlottesville was a hired actor.
[01:27:35.100 --> 01:27:46.463]  And nothing against, you know, Nelly effeminate gay guys, but I mean, when you watch the Torch Parade, they're all just like patting each other and going, oh, oh, oh, oh, it's like going to a huge gay bar or something.
[01:27:46.483 --> 01:27:49.843]  They're all, oh, we're Nazis now, oh yeah, did I tell you?
[01:27:50.224 --> 01:27:54.004]  And almost all of them formerly worked for Hillary or Obama in the year before.
[01:27:54.745 --> 01:27:59.586]  And they're like, they kind of go, Alex, well, yes, we used to be like, but now we're Nazis.
[01:28:00.987 --> 01:28:02.488]  We want to be your friend, Alex.
[01:28:02.748 --> 01:28:03.428]  Come on.
[01:28:03.448 --> 01:28:07.230]  I mean, it's just a bunch of gay dudes dressed up like Nazis.
[01:28:08.850 --> 01:28:17.114]  And they get paid as actors and they're all literally like prancing around like... It's like a candy ass parade or something.
[01:28:17.174 --> 01:28:18.134]  I mean, go watch it.
[01:28:18.174 --> 01:28:22.076]  Go watch the raw footage of them swishing and kissing a little.
[01:28:22.116 --> 01:28:22.996]  Oh, God, we got caught.
[01:28:23.257 --> 01:28:23.817]  Oh, oh.
[01:28:24.157 --> 01:28:25.477]  And I mean, this is America.
[01:28:25.518 --> 01:28:26.578]  This is what goes on.
[01:28:27.038 --> 01:28:28.559]  This is how this crap operates.
[01:28:30.657 --> 01:28:33.378]  We're going to go to break and come back with Joe Biden planning to drop out of the race.
[01:28:33.418 --> 01:28:35.778]  He may decide not to, but this is real information.
[01:28:35.818 --> 01:28:37.119]  This is on InfoWars.com.
[01:28:37.159 --> 01:28:38.059]  I suggest you share it.
[01:28:39.259 --> 01:28:40.179]  I shot this last night.
[01:28:40.199 --> 01:28:40.860]  It's very important.
[01:28:40.880 --> 01:28:43.260]  And I'll be back, Lord willing, tomorrow, 11 a.m.
[01:28:43.280 --> 01:28:44.480]  Central, David Knight, 8 a.m.
[01:28:44.500 --> 01:28:45.321]  War Room, Owen Troyer.
[01:28:45.581 --> 01:28:46.261]  There's so much more.
[01:28:46.281 --> 01:28:49.882]  We have exclusive guests that knew and had faced the terrorists.
[01:28:49.922 --> 01:28:52.982]  Tomorrow, that the governor is now blaming on Trump.
[01:28:53.062 --> 01:28:54.043]  Yes, it never ends.
[01:28:54.283 --> 01:28:56.263]  Brace yourself for more anti-terror attacks.
[01:28:56.563 --> 01:28:59.004]  They pledged to kill the families of law enforcement.
[01:29:06.960 --> 01:29:12.365]  I'm here in my parents' kitchen because my house flooded with torrential rains this week.
[01:29:13.126 --> 01:29:15.869]  So the flooded part of the house, they're having to fix that, so I've been staying over here.
[01:29:17.130 --> 01:29:23.756]  And I looked in my parents' cupboard and found that they were stocked up on some of the M4's Life products.
[01:29:23.776 --> 01:29:24.557]  And I thought, wait a minute.
[01:29:25.218 --> 01:29:31.164]  I've been thinking about coming over to their house, because their kitchen is nicer than mine, and shooting a video about how amazing these products are.
[01:29:31.704 --> 01:29:34.826]  So I called Drew, one of our great camera people over at InfoWars this morning.
[01:29:35.427 --> 01:29:40.591]  I said, hey, why don't you meet me over here and I'm gonna shoot a video I've been meaning to do for probably a year.
[01:29:40.691 --> 01:29:41.932]  So I'm like, I've got everything right here.
[01:29:43.243 --> 01:29:44.764]  It's time to show you what I personally do.
[01:29:45.245 --> 01:29:46.346]  Now, I want to be clear.
[01:29:47.226 --> 01:29:56.515]  When I remember to take the supplements religiously, I lose weight, I'm healthy, my skin gets great, I have better stamina, libido, energy.
[01:29:57.195 --> 01:29:58.216]  I've never been a supplements guy.
[01:29:58.236 --> 01:30:02.540]  A lot of my big sponsors were supplement people, and I thought, well, why don't I try these then?
[01:30:02.880 --> 01:30:03.921]  And it turned out they were really good.
[01:30:04.561 --> 01:30:07.464]  So we came out, as you know, six years ago with our own line of supplements.
[01:30:07.484 --> 01:30:08.845]  We've been expanding it ever since.
[01:30:08.865 --> 01:30:10.246]  And what we do is,
[01:30:11.127 --> 01:30:17.854]  Set out to already find what's the highest rated, already find what's the cleanest, what's the best, and then make it better, and then cut the price.
[01:30:18.454 --> 01:30:20.016]  And that's what we've done with these products.
[01:30:20.276 --> 01:30:30.226]  And that's why InfoWars Live products are so highly rated by third-party sites, that's why they're so popular with you, and it's also great because it funds our political operations, trying to stop the technotronic, technocracy takeover.
[01:30:33.025 --> 01:30:36.348]  I always start taking the supplements and then I forget to take them.
[01:30:36.588 --> 01:30:42.092]  I either run out or I just get busy and then all of a sudden I'm not taking DNA Force.
[01:30:42.553 --> 01:30:44.274]  All of a sudden I'm not taking X2.
[01:30:44.294 --> 01:30:45.955]  I'm not taking Secret 12.
[01:30:46.616 --> 01:30:58.465]  That's why it's important for everybody out there that already knows they got great results with these high quality products and InfoWars Life or other supplements you've been taking to remember how good they were for you and your family and to get back into it.
[01:30:59.005 --> 01:31:06.395]  So today I just wanted to encourage everybody that's gotten great results with these products to just remember that because I need that reminder as well.
[01:31:06.415 --> 01:31:13.204]  One of the biggest things is I tend to go to the warehouse and get some of the products out for myself and then those run out and I forget.
[01:31:13.765 --> 01:31:15.587]  So now what I do, what my parents do,
[01:31:16.588 --> 01:31:22.071]  And other people I know is they just put it on auto ship and then fullwarslive.com, get an additional 10% off.
[01:31:22.131 --> 01:31:31.576]  And then you don't forget each month or every two months, however much you want to have it shipped to you to get the product, support the show, and of course, also get 10% off.
[01:31:32.116 --> 01:31:38.820]  Now, some of the things I do is I don't really like soft drinks because I got so much sugar in them and I already have a problem with sweets sometimes.
[01:31:39.600 --> 01:31:41.301]  So, I really like soft drinks.
[01:31:41.341 --> 01:31:42.042]  What I'm trying to say is,
[01:31:42.882 --> 01:31:44.142]  I don't like the effects they have on me.
[01:31:44.743 --> 01:31:51.245]  So what I do is take something like a Perrier, lime or non-flavored, and I put it into a nice glass.
[01:31:53.146 --> 01:31:56.347]  And then I take the Ultra 12,
[01:31:58.618 --> 01:32:03.361]  And put in a whole dropper, and then I stir it up, and the flavor is incredible.
[01:32:03.841 --> 01:32:18.751]  So again, take your favorite sparkling water that doesn't have any calories in it, either flavored or unflavored, it all goes great with the flavor of natural vitamin B12 that has a sweet taste without any sugar or additives.
[01:32:18.771 --> 01:32:24.695]  You've got to experience Ultra 12 for yourself, you've got to experience X2 as well, and of course, X3.
[01:32:24.795 --> 01:32:26.516]  That's triiodide.
[01:32:27.216 --> 01:32:28.517]  Different strokes for different folks.
[01:32:28.937 --> 01:32:34.121]  Bottom line, these are all incredible products that have changed my life and changed so many other people's lives.
[01:32:34.541 --> 01:32:42.407]  As I've said over and over again, it then funds an organization dedicated to exposing the globalists and their operations.
[01:32:42.447 --> 01:32:43.908]  That's why I thank you all for your support.
[01:32:43.928 --> 01:32:46.650]  I want to encourage you, if you haven't tried these products, to try them.
[01:32:47.030 --> 01:32:48.652]  And if you have tried them and, again, forgot,
[01:32:49.412 --> 01:32:51.134]  You're listening to the Alex Jones Show!
[01:33:23.363 --> 01:33:24.185]  That's the truth.
[01:33:24.285 --> 01:33:27.069]  Live, raw, and unfiltered.
[01:33:27.850 --> 01:33:29.593]  It's the Alex Jones Show.
[01:33:30.674 --> 01:33:33.078]  Okay, so we're gonna give you this special report that I...
[01:33:34.707 --> 01:33:38.349]  Put out last night, but I had them add a few things to it.
[01:33:38.849 --> 01:33:42.611]  Like the original proof that we broke that she was in a black ambulance and collapsing.
[01:33:42.631 --> 01:33:43.551]  They actually found it.
[01:33:44.051 --> 01:33:51.995]  So that's going to be in this report, updated from the one that's posted at Infowars.com, that Joe Biden is looking to exit the 2020 election.
[01:33:52.335 --> 01:33:53.416]  That doesn't mean he's going to do it.
[01:33:54.136 --> 01:33:59.158]  Just like it doesn't mean we're going to catch her in a black ambulance collapsing and having seizures, but we did!
[01:33:59.439 --> 01:34:00.179]  We did!
[01:34:00.199 --> 01:34:02.120]  Because the Secret Service told us.
[01:34:03.783 --> 01:34:07.627]  Had another little federal agency drop by and I said, what's the info?
[01:34:07.647 --> 01:34:09.369]  You've been given the info, Alex.
[01:34:10.230 --> 01:34:11.371]  Follow her.
[01:34:12.372 --> 01:34:13.513]  Black Ambulance.
[01:34:14.554 --> 01:34:15.355]  Well, give me more info.
[01:34:15.395 --> 01:34:16.637]  You've been given the info.
[01:34:16.657 --> 01:34:18.559]  We're not violating federal law on HIPAA, Jones.
[01:34:21.038 --> 01:34:22.218]  You already know everything, Jones.
[01:34:22.318 --> 01:34:23.678]  You already know.
[01:34:23.778 --> 01:34:26.399]  You've already had pachinko on about the brain tumors.
[01:34:26.519 --> 01:34:27.039]  You already know.
[01:34:27.059 --> 01:34:28.499]  Well, you just follow her.
[01:34:29.019 --> 01:34:30.520]  For God's sakes, this woman's evil.
[01:34:31.020 --> 01:34:31.820]  Well, what do you mean, evil?
[01:34:31.980 --> 01:34:33.420]  You already know, Jones.
[01:34:34.020 --> 01:34:35.801]  You already know about the Lita Express.
[01:34:37.821 --> 01:34:42.422]  Can you imagine the Secret Service having to be around these monsters day in and day out, continually?
[01:34:43.722 --> 01:34:45.362]  So they're transferring the video over right now.
[01:34:45.382 --> 01:34:46.842]  And as soon as we have it, we'll play it.
[01:34:47.042 --> 01:34:49.563]  It's about 15 minutes long, so we'll be able to fit it into what's left of the broadcast.
[01:34:50.706 --> 01:34:51.187]  Separately.
[01:34:51.928 --> 01:35:03.161]  We won't be on air doing stuff like this that is absolutely cutting edge, telling you about Jeffrey Epstein 10 years before anybody else, telling you about all this stuff if you can't support us.
[01:35:03.201 --> 01:35:09.649]  And I'm not complaining, I'm just saying, if you want to see us fight, if you want to see the globals taken down, if you want to see the New World Order in trouble,
[01:35:11.365 --> 01:35:16.886]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[01:35:16.906 --> 01:35:27.188]  1776 Worldwide Special, the best fish oil, the best nootropics, the best B12, all of it, 75 to 25% off.
[01:35:28.349 --> 01:35:29.409]  A lot of this for lost leaders.
[01:35:30.289 --> 01:35:34.290]  All the apparel, 1776, even the best-selling Betsy Ross flag shirts.
[01:35:36.274 --> 01:35:37.235]  Let's say America's back.
[01:35:37.275 --> 01:35:38.135]  These colors don't run.
[01:35:38.456 --> 01:35:39.016]  Amazing.
[01:35:39.216 --> 01:35:41.378]  You know, Kaepernick says don't buy it, don't wear it.
[01:35:41.498 --> 01:35:42.299]  I say take action.
[01:35:42.339 --> 01:35:42.779]  Get it today.
[01:35:42.879 --> 01:35:44.140]  Infowarstore.com.
[01:35:44.260 --> 01:35:47.763]  Now, here is the report.
[01:35:48.223 --> 01:35:48.604]  This will be
[01:35:50.250 --> 01:35:57.515]  About half of the 30-minute report is up on Infowars.com, but the first half is on Biden, currently set to exit the race.
[01:35:58.095 --> 01:36:02.658]  Doesn't mean it's gonna happen, but it's from good sources that he's talking about it, and very pissed off, and who can blame him?
[01:36:03.199 --> 01:36:10.463]  But the Democrats throw him in the bus, and then we get into the open borders, and all the real stuff that's happening as well, and then, like I said, I'll be back tomorrow, 11 a.m.
[01:36:10.484 --> 01:36:10.784]  Central.
[01:36:11.064 --> 01:36:12.245]  Please tell everybody about the show.
[01:36:12.545 --> 01:36:13.846]  That's how we override the censors.
[01:36:14.506 --> 01:36:19.910]  To the absolute horror of Hillary and Tim Cook and all the rest of the Antifa funding trash.
[01:36:20.570 --> 01:36:21.150]  Here's the report.
[01:36:25.753 --> 01:36:28.034]  And it is golden, is it not?
[01:36:30.436 --> 01:36:33.997]  Like I said, there's something about watch pots that never boil.
[01:36:34.858 --> 01:36:38.000]  Something about things worked on to the very last moment.
[01:36:38.460 --> 01:36:40.521]  So what I'm going to do is I'm going to go to the original report.
[01:36:40.841 --> 01:36:42.422]  This is going to be an amazing day.
[01:36:42.442 --> 01:36:43.803]  It's going to be an incredible day.
[01:36:44.063 --> 01:36:49.606]  Let's, let's, let's flush that one and then it's just not meant to happen.
[01:36:50.683 --> 01:36:52.624]  Laborers are not going to happen.
[01:36:52.904 --> 01:36:59.586]  But tomorrow, I can have a longer report, the original Black Ambulance Report, the original Hillary Report, and then how it all came true.
[01:36:59.606 --> 01:37:01.146]  We'll have that tomorrow.
[01:37:01.186 --> 01:37:06.607]  Let's air the other version with a huge, beautiful drumroll, ladies and gentlemen.
