[00:00:09.057 --> 00:00:10.989]  Live from Austin, Texas.
[01:17:15.353 --> 01:17:15.973]  I love it!
[01:17:15.993 --> 01:17:17.174]  I'm totally destroying you!
[01:17:23.818 --> 01:17:24.558]  So under U.S.
[01:17:24.598 --> 01:17:27.740]  Code Title 50, Chapter 32, Subsection 1528, Paragraph B... Is that true?
[01:17:27.760 --> 01:17:29.841]  You nailed that right there?
[01:17:29.861 --> 01:17:30.422]  Yes, yes.
[01:17:34.859 --> 01:17:37.044]  Oh man, you wanna fight, you're gonna get one.
[01:17:37.524 --> 01:17:41.332]  I don't wanna lose my voice, I just want you to know.
[01:17:47.469 --> 01:17:52.350]  The majority of the frogs, uh, in most areas in the United States are now gay.
[01:17:54.551 --> 01:17:56.631]  But it's like a rape wave.
[01:17:57.151 --> 01:17:59.712]  You know, it looks all nice and candy, puppy.
[01:17:59.732 --> 01:18:01.232]  That's how they act all liberal.
[01:18:01.512 --> 01:18:03.353]  Oh my gosh, communism's really good.
[01:18:03.573 --> 01:18:04.233]  You're gonna like it.
[01:18:04.253 --> 01:18:05.093]  Get in the car.
[01:18:07.814 --> 01:18:08.274]  Oh, you like that?
[01:18:08.334 --> 01:18:08.854]  Wonder Man.
[01:18:10.094 --> 01:18:10.975]  Oh yeah, you like that?
[01:18:10.995 --> 01:18:11.455]  Let's see it again.
[01:18:11.795 --> 01:18:12.035]  Oh yeah?
[01:18:12.535 --> 01:18:12.815]  Woo!
[01:18:15.236 --> 01:18:16.716]  Yeah, that's Goblin Powder.
[01:18:19.326 --> 01:18:20.728]  This broadcast is in four minutes.
[01:18:21.469 --> 01:18:21.929]  Four minutes.
[01:18:21.949 --> 01:18:25.974]  I'm Alex Jones, and I do the show here weekdays, 11 a.m.
[01:18:26.014 --> 01:18:28.357]  to 3 p.m., and then we have Sunday, 4 to 6 p.m.
[01:18:28.517 --> 01:18:32.662]  You're on the air.
[01:18:32.702 --> 01:18:35.545]  Hey, Alex, and all the InfoWars, can you hear me?
[01:18:35.585 --> 01:18:36.766]  Yes, sir, I can!
[01:18:37.027 --> 01:18:37.587]  Woo!
[01:18:39.512 --> 01:18:41.633]  Thank God!
[01:18:41.913 --> 01:18:53.055]  Literally, I have waited and I've been, I'm a very patient man and I'm a man of God and I'm a man of Christ and I believe that we can look...
[01:19:03.055 --> 01:19:08.037]  Infowarsstore.com is how you support us, and it's not like we're selling stuff you don't need, you don't want.
[01:19:08.257 --> 01:19:15.819]  The air in the average American home is filled with toxins that put it on par with a major city.
[01:19:16.840 --> 01:19:19.401]  Some of the most polluted areas on earth are major cities.
[01:19:19.821 --> 01:19:21.161]  How can I solve that problem?
[01:19:21.541 --> 01:19:27.823]  So we have air filters at Infowarsstore.com, the Alexa Pure Breeze, which is right now $50 off.
[01:19:29.924 --> 01:19:34.827]  The Alexa Pure Breeze Groundbreaking Ion Cluster Air Filter Technology.
[01:19:35.247 --> 01:19:38.149]  And we've got a limited quantity of these left right now.
[01:19:38.189 --> 01:19:41.771]  We're basically selling these at cost because there was a big overhaul.
[01:19:41.791 --> 01:19:45.694]  Go ahead and read the hundreds of five-star reviews for yourself.
[01:19:46.114 --> 01:19:47.795]  I've got two in my home.
[01:19:47.935 --> 01:19:53.539]  You will notice the difference, ladies and gentlemen, with the Alexa Pure Breeze in your house.
[01:19:54.019 --> 01:19:54.880]  Don't live
[01:19:55.700 --> 01:19:59.381]  In a polluted major city in your home, have clean air.
[01:19:59.401 --> 01:20:01.642]  Go to InfoWarsStore.com.
[01:20:06.284 --> 01:20:08.905]  You're listening to the Alex Jones Show.
[01:20:18.567 --> 01:20:24.471]  And now, the tip of the spear, leading the fight to take back the nation.
[01:20:25.092 --> 01:20:26.733]  It's Owen Troyer.
[01:20:27.354 --> 01:20:30.076]  You're listening to the Alex Jones Show.
[01:20:34.199 --> 01:20:35.760]  So, Soph is with us.
[01:20:38.072 --> 01:20:40.134]  She's really a star on YouTube.
[01:20:40.274 --> 01:21:00.329]  Tons of viral videos but recently targeted for harassment and censorship by the loving tolerant left because she did a satire video on Islam where she just came out as a devote Muslim and just did a satire video and she wasn't allowed to do that but you know
[01:21:01.164 --> 01:21:02.845]  Soph is an interesting character to me.
[01:21:03.986 --> 01:21:05.607]  Very well spoken for a young girl.
[01:21:05.967 --> 01:21:06.607]  Very smart.
[01:21:06.767 --> 01:21:08.208]  Sees a career path for herself.
[01:21:08.388 --> 01:21:13.792]  I think that she's probably ahead of the curve as far as that's concerned for kids her age.
[01:21:14.112 --> 01:21:17.454]  So I just had some other questions that I wanted to get into.
[01:21:17.914 --> 01:21:20.376]  So Soph, you must really love school.
[01:21:20.456 --> 01:21:22.257]  I mean, it must be one of your favorite activities.
[01:21:23.658 --> 01:21:25.719]  Well, now it is actually because
[01:21:26.411 --> 01:21:30.992]  Well, I wasn't really a fan of school before just because it's not really for me.
[01:21:31.012 --> 01:21:36.214]  None of the subjects really got my interest or seem relevant to my future career path.
[01:21:36.314 --> 01:21:50.278]  But, you know, now I get to walk there and, you know, soak in all the stares and the attention and, you know, all the side looks from all the girls and, you know, appreciation from the guys.
[01:21:50.298 --> 01:21:50.778]  What about the faggots?
[01:21:50.798 --> 01:21:51.479]  Do the faggots stare at you?
[01:21:52.679 --> 01:21:52.919]  Yeah.
[01:21:54.880 --> 01:21:56.080]  So, it's good.
[01:21:57.068 --> 01:22:01.670]  So you like going to school now just because it's like a wild ride, like you're not really learning anything?
[01:22:03.291 --> 01:22:04.951]  Um, I don't know.
[01:22:05.011 --> 01:22:08.753]  I like the interactions that I have now because they're really interesting.
[01:22:08.793 --> 01:22:20.998]  I either get to, you know, have conversations with people that had like a positive effect from my videos or people who want to come up to me and call me a racist and say I'm promoting hate speech and then I get to, you know, argue with them about that.
[01:22:21.018 --> 01:22:22.699]  It's a lot more interesting that way.
[01:22:23.219 --> 01:22:24.239]  What about the teachers?
[01:22:24.279 --> 01:22:25.920]  Do the teachers say anything to you?
[01:22:27.465 --> 01:22:33.448]  Uh, there's, I mean, the only ones that have said anything are just like ones that are like, oh, are you holding up well?
[01:22:33.508 --> 01:22:36.730]  If you need any, if you need to like stay in my room during lunch, that's okay.
[01:22:36.770 --> 01:22:38.611]  So I also really appreciate that.
[01:22:40.252 --> 01:22:40.572]  Okay.
[01:22:40.592 --> 01:22:48.136]  So some teachers are kind of seeing what students are saying to you and they're making sure that you have a solemn place if you need one.
[01:22:49.016 --> 01:22:49.237]  Yeah.
[01:22:51.117 --> 01:22:53.719]  So what would you say is your favorite subject in school?
[01:22:55.479 --> 01:23:04.163]  Um, probably, I mean, probably computer graphics because I just get to do the same stuff that I do for editing my videos and making thumbnails.
[01:23:06.123 --> 01:23:12.726]  Okay, so you kind of get to do a little bit of your YouTube work because you said in the last segment that you'd like to make a career out of this.
[01:23:12.766 --> 01:23:17.448]  I don't know if you mean like comedy or doing YouTube videos, but so you get to work on that a little bit at school?
[01:23:18.516 --> 01:23:29.181]  Yeah, like I don't know what platform is going to be there when I'm 18, but however I get to make comedy videos, however I get to entertain people, that's the route I'll take.
[01:23:31.082 --> 01:23:40.246]  Now, let's say your school decided to go full libtard and kick you out for that satire video you did on Islam.
[01:23:40.286 --> 01:23:41.307]  Would you be very upset?
[01:23:42.762 --> 01:23:44.102]  Um, not really.
[01:23:44.703 --> 01:23:51.005]  I'm transferring out anyways, so it doesn't really matter, and they seem cool with me.
[01:23:51.045 --> 01:23:52.165]  It seems very unlikely.
[01:23:52.185 --> 01:23:53.766]  Okay.
[01:23:53.946 --> 01:23:54.306]  I don't know.
[01:23:54.986 --> 01:23:58.087]  Some people were thinking that maybe you might like to get kicked out of school.
[01:23:58.987 --> 01:24:01.568]  Well, I mean, I certainly would like it.
[01:24:01.588 --> 01:24:02.768]  I don't know if my parents would.
[01:24:02.788 --> 01:24:02.828]  Oh.
[01:24:04.909 --> 01:24:09.590]  Yeah, then they'd have to teach you all the things that they're not teaching you in school, you see.
[01:24:09.610 --> 01:24:10.231]  Mm-hmm.
[01:24:10.711 --> 01:24:10.931]  Yeah.
[01:24:11.963 --> 01:24:13.404]  All the very important subjects.
[01:24:15.126 --> 01:24:18.489]  So what would you say you want to do next on YouTube?
[01:24:18.529 --> 01:24:20.191]  Have you got anything in mind?
[01:24:20.251 --> 01:24:21.853]  Do things just come to you on a whim?
[01:24:21.913 --> 01:24:24.055]  Or how do you decide what you're going to do for your next video?
[01:24:25.647 --> 01:24:41.988]  Um, it usually just comes to me like something I see online, a person I want to talk about, a hot subject, sometimes it's just personal life, like videos like Suicide Bomb, I'll talk about school, or in multiracial white supremacy I talked about a viral video where this
[01:24:42.549 --> 01:24:46.010]  You know, Girl Named Treasure goes on Dr. Phil and says a bunch of crazy stuff.
[01:24:47.151 --> 01:24:56.094]  It usually revolves around current events and popular culture, and I try to give a unique take on it that isn't really being expressed by anybody else.
[01:24:57.011 --> 01:25:07.682]  Now, do you worry, you know, I'm in a unique position here because I've been banned from YouTube and Facebook and the last real place I have to go is Twitter, which I imagine they'll probably take me off there.
[01:25:08.182 --> 01:25:14.188]  So, I mean, I imagine my final platform will probably just be here at InfoWars once they erase everything else.
[01:25:15.162 --> 01:25:25.624]  You know, that's a very unique and, quite frankly, on a weird level, fortunate position to be in, even though I'm not fortunate to get banned off social media, but everybody will be there eventually.
[01:25:26.424 --> 01:25:37.427]  How does it feel for you, though, knowing that you're still young, you're still in school, and you're just really beginning what you see as a career path, how does it, I mean, have you even thought about the fact that
[01:25:38.047 --> 01:25:44.892]  Yeah, I mean, you could be in a situation where you might not even be allowed to be on these main platforms like Facebook or Twitter or YouTube.
[01:25:45.313 --> 01:25:50.577]  So, is that something you thought about when YouTube basically said, okay, you cannot upload videos to our channel anymore?
[01:25:52.158 --> 01:25:54.220]  Yeah, I'm certainly thinking about that.
[01:25:54.340 --> 01:25:59.504]  I'm thinking about the best way to balance that, how long I want to stay on YouTube, but certainly not...
[01:26:00.123 --> 01:26:02.184]  I think that's going to be going on for much longer.
[01:26:02.444 --> 01:26:11.909]  I'm going to need to move on to another platform, but I'm just thinking how long do I want to stay on there and what's the likelihood that I get banned if I do this or that option?
[01:26:11.929 --> 01:26:20.394]  I mean, it might be that if I want to stay on YouTube longer, I'll upload the more offensive stuff to Bitchute or Patreon or something like that.
[01:26:20.908 --> 01:26:25.734]  If not, I might just go, you know, guns blazing and get banned and then, you know, jump ship.
[01:26:27.036 --> 01:26:27.416]  I don't know.
[01:26:27.516 --> 01:26:28.477]  I don't really know right now.
[01:26:29.739 --> 01:26:31.521]  But yeah, I'm definitely thinking about it.
[01:26:32.102 --> 01:26:40.112]  And platforms like, you know, InfoWars or like Compound Media are certainly more secure because you don't really have to worry about that as much.
[01:26:41.178 --> 01:26:42.679]  Yeah, it just becomes hard.
[01:26:42.719 --> 01:26:51.346]  Again, I mean, we're fortunate here because we had an audience base before this big censorship of millions of people, and we already had the radio audience, but a lot of people don't have that base.
[01:26:51.386 --> 01:26:58.551]  And so, if you're getting banned from these social media platforms, or YouTube, or other platforms, it's tough to get that following.
[01:26:58.651 --> 01:26:59.171]  It really is.
[01:26:59.231 --> 01:27:00.332]  That's where the main traffic is.
[01:27:00.773 --> 01:27:07.458]  That's what gets pushed by all the mainstream media on television and radio and at live events and everything.
[01:27:10.087 --> 01:27:13.028]  Well, I'm going to be looking forward to seeing what happens to you.
[01:27:13.068 --> 01:27:22.814]  I know that you have a long, hopefully long career doing videos, but I'll be interested to see if they continue to target you for more censorship or if they'll let you back on.
[01:27:22.834 --> 01:27:25.475]  Because again, I mean, you're very clearly satire.
[01:27:25.956 --> 01:27:32.560]  So it's very odd that they would take something that's very clearly satire and then target it because it's...
[01:27:33.567 --> 01:27:36.531]  Talking about Islam and then ignored the rest of your satire.
[01:27:36.551 --> 01:27:47.045]  But you know, just so people know, apparently I was told that you really enunciate the word faggot really well in your videos, so people want to know why I said that.
[01:27:47.065 --> 01:27:48.407]  But you know, it's kind of funny because
[01:27:49.774 --> 01:27:51.034]  A lot of the crew is my age.
[01:27:51.154 --> 01:27:51.694]  I'm just going to say it.
[01:27:51.714 --> 01:27:54.595]  Let's just have some fun here in the last 60 seconds.
[01:27:54.795 --> 01:27:59.636]  When I was about your age, and some of the crew, you'll know what I'm talking about.
[01:27:59.676 --> 01:28:01.076]  You back there know what I'm talking about.
[01:28:01.096 --> 01:28:04.277]  The word faggot was like the most cool thing you could say.
[01:28:04.317 --> 01:28:05.737]  It was like the most badass thing.
[01:28:05.757 --> 01:28:06.697]  But we didn't think about it.
[01:28:06.737 --> 01:28:09.058]  It had no sexual connotation or anything to us.
[01:28:09.498 --> 01:28:11.878]  It was just like an insult, like you're a loser or whatever.
[01:28:12.319 --> 01:28:17.100]  And then South Park did it, where they said you're basically the same thing, but you ride a Harley.
[01:28:17.580 --> 01:28:19.220]  So do people still say the word faggot?
[01:28:21.482 --> 01:28:22.543]  I think so, yeah.
[01:28:23.424 --> 01:28:26.586]  I mean, I certainly do, and that's... so whatever.
[01:28:26.606 --> 01:28:30.169]  I have no proof of that, so I don't know if that's true.
[01:28:30.189 --> 01:28:33.111]  Hopefully.
[01:28:34.358 --> 01:28:35.939]  So, well, I tried, guys.
[01:28:36.159 --> 01:28:40.983]  I tried to get her to do it, but she's more disciplined than I am on a live radio show with millions of people.
[01:28:41.003 --> 01:28:42.945]  So, hey, well done, Soph.
[01:28:43.185 --> 01:28:43.925]  Well done.
[01:28:44.566 --> 01:28:46.507]  And I wish you Godspeed for the future.
[01:28:47.048 --> 01:28:49.229]  Don't let the censors keep you down.
[01:28:49.289 --> 01:28:50.510]  Don't let the haters keep you down.
[01:28:50.550 --> 01:28:52.872]  That just means you're totally successful.
[01:28:53.513 --> 01:28:57.516]  Very well spoken, young girl, Soph, on the Alex Jones Show today.
[01:28:57.616 --> 01:28:57.936]  All right.
[01:28:58.336 --> 01:28:59.978]  We will be right back, faggots.
[01:29:10.078 --> 01:29:17.904]  So, you know, I mean, I see it as a compliment that Howard Stern talks about me every week and does these big, expensive, fancy puppet shows and plugs Infowars.com.
[01:29:17.964 --> 01:29:21.367]  I mean, that guy has arguably one of the top radio shows in the country.
[01:29:21.407 --> 01:29:22.488]  He's been number one before.
[01:29:22.508 --> 01:29:22.949]  That's great.
[01:29:23.029 --> 01:29:26.672]  That's always a form of endearment, even if somebody's lying about you, that they're obsessed with you.
[01:29:26.712 --> 01:29:28.714]  But I want to really talk to Howard Stern about something.
[01:29:28.774 --> 01:29:30.235]  I'm going to tell you this right now, Howard.
[01:29:30.315 --> 01:29:31.817]  You just had a big cancer scare.
[01:29:31.937 --> 01:29:35.100]  And I had my genetics tested, like I said, five years ago.
[01:29:36.377 --> 01:29:40.358]  And they'd been in for about a year, and my doctor called me and he said, you never came in for your consultation.
[01:29:40.398 --> 01:29:44.760]  You paid thousands for this big pop medical scan of your DNA.
[01:29:44.960 --> 01:29:48.541]  We took all this blood, for all the blood work, and we had blood tests.
[01:29:48.821 --> 01:29:51.202]  This isn't like 23andMe or whatever, okay?
[01:29:51.222 --> 01:29:52.582]  This is like the real deal.
[01:29:52.782 --> 01:29:55.683]  And I get in there and they go, here's all your genes for this and that.
[01:29:55.783 --> 01:29:58.104]  And as we thought, you're Northern European, mainly.
[01:29:58.204 --> 01:30:01.805]  Basically, they can see the genetics coming down into Germany and into England.
[01:30:01.865 --> 01:30:03.006]  It's hiking, mainly.
[01:30:03.166 --> 01:30:09.268]  And they said, you've got all your genes but one that's only halfway turned on to not absorb vitamin B12.
[01:30:09.388 --> 01:30:13.069]  And the doctor was explaining to me, medical doctors on four degrees, top clinic in Austin.
[01:30:13.209 --> 01:30:17.111]  He said, you've got to take injectable vitamin B12.
[01:30:17.691 --> 01:30:24.700]  The next best thing, Howard, is, this is a plug by the way, pure methylcobalamin, same medical grade, under the tongue, you can absorb a lot of it.
[01:30:24.820 --> 01:30:30.307]  Do you know that there's only one group that gets cancer more than northern Europeans from lack of B12 absorption?
[01:30:30.808 --> 01:30:34.012]  Turns out Jews have the same mutation as northern Europeans.
[01:30:34.192 --> 01:30:35.233]  Some Japanese have it too.
[01:30:35.333 --> 01:30:36.274]  Dude, that joke.
[01:30:36.314 --> 01:30:43.221]  You better get your genetics tested, and instead of making jokes about my supplements, don't get it from me, go get it from a medical doctor.
[01:30:43.401 --> 01:30:46.624]  In fact, somebody go to my office refrigerator, I'm gonna inject on air right now.
[01:30:46.764 --> 01:30:48.426]  Will somebody go to their office refrigerator?
[01:30:48.446 --> 01:30:50.308]  I need to do this twice a week, I haven't done it in about a week.
[01:30:50.968 --> 01:30:51.849]  I'm gonna have plenty of energy.
[01:30:51.869 --> 01:30:53.710]  And then people go, oh, God, he injected your veins.
[01:30:53.750 --> 01:30:56.812]  No, it goes to your fat, and then you get, like, 57% absorbed.
[01:30:56.992 --> 01:30:57.852]  Under your tongue, 10%.
[01:30:58.252 --> 01:30:59.313]  You eat a pill, maybe 1%.
[01:30:59.393 --> 01:31:00.113]  That's the thing.
[01:31:00.153 --> 01:31:01.514]  You don't absorb B12.
[01:31:01.534 --> 01:31:03.896]  You could eat a whole bushel of mushrooms.
[01:31:03.936 --> 01:31:06.357]  You could eat a seal steak full of B12.
[01:31:06.617 --> 01:31:07.378]  You're not getting it.
[01:31:07.618 --> 01:31:09.139]  You have to get it in your blood.
[01:31:09.159 --> 01:31:11.200]  So I'm just gonna take this as an opportunity for everybody.
[01:31:11.360 --> 01:31:12.021]  This is a win-win.
[01:31:12.081 --> 01:31:14.322]  Funder Operation, get Ultra 12.
[01:31:14.502 --> 01:31:15.603]  Get Ultra 12.
[01:31:15.803 --> 01:31:17.825]  Ultra 12 is the new secret 12.
[01:31:17.925 --> 01:31:18.686]  Double strong.
[01:31:18.806 --> 01:31:19.686]  Signed a year contract.
[01:31:19.726 --> 01:31:20.207]  Got a better deal.
[01:31:20.227 --> 01:31:21.348]  They have new formulation.
[01:31:21.688 --> 01:31:27.212]  From what we've researched, this is the strongest, purest methacobalamin, which is the high end, at 50% off.
[01:31:27.312 --> 01:31:29.674]  Howard Stern, try Ultra 12.
[01:31:29.854 --> 01:31:30.815]  See what it does.
[01:31:31.035 --> 01:31:31.876]  It's not a joke.
[01:31:31.956 --> 01:31:33.097]  But let me tell you, you could be black.
[01:31:33.237 --> 01:31:34.057]  You could be Hispanic.
[01:31:34.137 --> 01:31:35.599]  Most people don't absorb B12 either.
[01:31:35.619 --> 01:31:37.420]  B12 is that missing link.
[01:31:37.560 --> 01:31:44.421]  But if you're a Northern European, it's a death sentence because you do not absorb it in your body, and your body, you will die.
[01:31:44.541 --> 01:31:46.982]  You die in four or five days without water.
[01:31:47.142 --> 01:31:49.122]  You die in about three weeks without food.
[01:31:49.202 --> 01:31:51.122]  You die in four minutes without oxygen.
[01:31:51.162 --> 01:31:53.643]  You die in six months without vitamin C. Scurvy.
[01:31:53.723 --> 01:31:54.823]  So, I want to explain something.
[01:31:54.843 --> 01:31:56.183]  I give my children Ultra 12.
[01:31:56.303 --> 01:31:57.724]  Here's my needles from my medical doctor.
[01:31:57.804 --> 01:31:59.424]  I'll inject this right down here on air.
[01:31:59.444 --> 01:32:03.305]  Let me tell you something, I could be totally exhausted and having to do some overnight radio show.
[01:32:03.425 --> 01:32:04.125]  I don't drink coffee.
[01:32:04.365 --> 01:32:04.785]  You know what I do?
[01:32:05.686 --> 01:32:12.069]  I take some military-grade iodine, X2, and I inject the 12, baby.
[01:32:12.089 --> 01:32:17.271]  And this is the exact same stuff that's in Ultra-12, but we're not licensed to sell as injectables, so do not inject it.
[01:32:17.291 --> 01:32:18.971]  Now, you see that right there?
[01:32:19.632 --> 01:32:19.952]  Boom!
[01:32:20.372 --> 01:32:20.692]  Right here.
[01:32:23.093 --> 01:32:24.634]  Clean, pure energy.
[01:32:25.629 --> 01:32:30.895]  Overriding my genetic mutation as a Northern European that my body does not absorb it except for the bloodstream.
[01:32:31.456 --> 01:32:32.477]  That's what we're talking about.
[01:32:32.697 --> 01:32:33.718]  It's not a joke, Stern.
[01:32:33.859 --> 01:32:36.401]  So, if you want to live, Stern, do some damn research.
[01:32:36.441 --> 01:32:38.404]  Take medical-grade iodine and take B12.
[01:32:38.444 --> 01:32:39.084]  Zoom in on this.
[01:32:39.104 --> 01:32:39.845]  This is not what we sell.
[01:32:39.865 --> 01:32:40.606]  This is methyl B12.
[01:32:40.626 --> 01:32:41.848]  That just means altered B12.
[01:32:41.868 --> 01:32:43.650]  Methylcobalamin, the highest quality.
[01:32:43.770 --> 01:32:44.531]  And that's it right there.
[01:32:44.591 --> 01:32:45.231]  That's what I take.
[01:32:45.412 --> 01:32:46.213]  Been a week since I took it.
[01:32:46.773 --> 01:32:48.754]  I just took some of that on air for your TV viewer.
[01:32:49.374 --> 01:32:50.054]  That's what it's all about.
[01:32:50.074 --> 01:32:51.134]  So I'm trying to help you, Stern.
[01:32:51.194 --> 01:32:52.335]  You need to take your B12.
[01:32:52.775 --> 01:32:54.175]  You need your iodine.
[01:32:54.235 --> 01:32:55.176]  You need your X2.
[01:32:55.216 --> 01:33:01.718]  Howard Stern needs his X2.
[01:33:06.279 --> 01:33:08.900]  You're listening to the Alex Jones Show.
[01:33:21.864 --> 01:33:28.470]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[01:33:28.930 --> 01:33:32.153]  And now, your host, Owen Troyer.
[01:33:32.874 --> 01:33:49.288]  Now listen, folks, I'm gonna do a deep tease of this video that we're gonna air in 20 minutes from now by Greg Reese.
[01:33:51.311 --> 01:34:13.981]  But basically, the stars have aligned for Donald Trump in one presidential administration to do more positive things, not just for the United States of America, but if you could clear out the rot gut in the United States of America or drain the swamp, as he says, you can change the world for good.
[01:34:14.081 --> 01:34:17.203]  And you can finally start to see, I think, real progress even around the world.
[01:34:19.068 --> 01:34:25.291]  As America's leadership takes a drastically needed change.
[01:34:26.912 --> 01:34:28.653]  But there's something the President has to do.
[01:34:29.974 --> 01:34:34.256]  And we're going to air that report coming up here in 20 minutes in the final segment.
[01:34:36.597 --> 01:34:37.457]  What else do I have here?
[01:34:37.477 --> 01:34:41.099]  I've got some other videos that I do also have to get to.
[01:34:43.620 --> 01:34:46.942]  And the Democrats are really a joke right now.
[01:34:46.962 --> 01:34:47.943]  I've got some breaking news.
[01:34:49.824 --> 01:34:51.745]  I was talking with Soph a little bit about this.
[01:34:53.565 --> 01:35:09.591]  And, you know, this is something that's tough to talk about because I don't want to, you don't want to be, sound like Negative Nancy or give our enemies any wind of victory because that's not the case.
[01:35:09.791 --> 01:35:16.973]  But, I mean, I'd be crazy if I didn't think about these stuff, these things, where, you know, we're getting totally banned.
[01:35:19.656 --> 01:35:23.058]  Who knows what the enemy might do to try to shut us down here.
[01:35:24.298 --> 01:35:35.684]  And let's just say that people like Brian Stelter and Oliver Darcy and other losers like that, who've never built anything on their own, would love to see us shut down.
[01:35:38.586 --> 01:35:41.627]  The Krassensteins go on social media and brag about how we're broke.
[01:35:41.927 --> 01:35:44.489]  It's like, dude, I don't do this for money, man!
[01:35:47.386 --> 01:35:48.646]  So, it's not about that.
[01:35:49.627 --> 01:35:56.809]  And the funny thing is, again, because you think about these things, and I think about it too, like, if I was to, because all I have left is Twitter and Infowars.com.
[01:35:57.209 --> 01:36:05.252]  If they banned me from everything, honestly, like, I wouldn't take, let's say, the Laura Loomer approach.
[01:36:06.753 --> 01:36:10.354]  I'd probably just, I'd just float off into the sunset and I'd just say, fine.
[01:36:10.594 --> 01:36:12.775]  Just, because I don't, you don't need this crap.
[01:36:12.875 --> 01:36:16.796]  I don't know how Alex has been doing it for 20 plus years, but I know why he does it.
[01:36:17.711 --> 01:36:20.172]  Because he realizes that he's running the mothership here.
[01:36:20.292 --> 01:36:28.857]  I mean, this is the only battle station that can actually compete with the mainstream news, and that beat the mainstream news in 2016.
[01:36:28.917 --> 01:36:30.698]  That was the threshold!
[01:36:33.739 --> 01:36:38.622]  It was like this, and then InfoWars went up.
[01:36:40.520 --> 01:36:45.221]  Mainstream news is going down, I got a bar graph, and InfoWars is going up.
[01:36:45.361 --> 01:36:49.042]  2016 was the threshold, InfoWars up, mainstream media down.
[01:36:49.702 --> 01:37:03.585]  So they had to go on to social media and erase all of our people, erase all of our stuff, erase our channels, and erase Alex Jones, de-platform Alex Jones, dehuman Alex Jones, unpersonal Alex Jones, and everyone else associated with Alex Jones.
[01:37:05.566 --> 01:37:10.270]  Banned myself off these social media platforms and all the videos that I do for InfoWars.
[01:37:13.572 --> 01:37:16.714]  But this is where the rubber meets the road.
[01:37:18.856 --> 01:37:23.139]  And it's because of your support at InfoWarsStore.com that we remain steadfast.
[01:37:23.820 --> 01:37:30.385]  And that Alex is so committed to victory that he's trying to expand what we do here at InfoWars
[01:37:33.288 --> 01:37:36.949]  Just as a, just to wave the flag of victory.
[01:37:36.969 --> 01:37:49.391]  I mean, if we were in this to get rich, if we were in this as business-minded people, we wouldn't be trying to expand and hire more people right now.
[01:37:50.471 --> 01:37:54.212]  In fact, we'd be trying to make as many changes as to keep what we're doing afloat.
[01:37:54.632 --> 01:37:58.492]  Instead, we're just like, rapid expansion, don't look back.
[01:37:59.813 --> 01:38:02.493]  Don't look at the charts, don't look at what the textbook says.
[01:38:04.295 --> 01:38:06.656]  But I guess that's kind of how InfoWars has always done it, isn't it?
[01:38:07.737 --> 01:38:08.838]  And that's what's given us victory.
[01:38:09.538 --> 01:38:14.241]  But again, it's your support that fuels the whole thing and makes it all possible.
[01:38:16.062 --> 01:38:18.363]  And of course, your street activism is always key.
[01:38:19.604 --> 01:38:22.726]  Telling your friends and family about InfoWars is always key.
[01:38:24.062 --> 01:38:28.966]  And then your support at Infowarsstore.com literally fuels everything that we do.
[01:38:29.887 --> 01:38:44.178]  So that when you tune in and you tell your friends and family, they're not looking at someone in their basement or in their kitchen, they're looking at people in a massive state-of-the-art studio.
[01:38:46.640 --> 01:38:50.604]  And when you send them to Infowarsstore.com, they're not getting
[01:38:51.522 --> 01:38:53.243]  Bad, cheap products.
[01:38:53.523 --> 01:38:56.165]  They're literally getting the best products.
[01:38:56.185 --> 01:39:04.789]  I mean, you recommend the water filter from InfoWarsTore.com, you will be a hero to whoever you recommend that to.
[01:39:05.249 --> 01:39:06.310]  Your neighbors, your family.
[01:39:08.311 --> 01:39:09.612]  You will be a hero.
[01:39:10.393 --> 01:39:13.074]  You've got that neighbor down the street that has, like, three dogs, right?
[01:39:13.094 --> 01:39:15.456]  They're always smelly, shedding everywhere.
[01:39:15.956 --> 01:39:20.139]  Tell them about the InfoWareStore.com Alexa Pure Breeze.
[01:39:20.680 --> 01:39:20.880]  $50 off.
[01:39:20.900 --> 01:39:27.385]  Say, hey, I noticed, you know, your dogs kind of have a little odor and they shed a lot around here.
[01:39:27.425 --> 01:39:29.146]  You know, I got this air filter.
[01:39:29.726 --> 01:39:31.327]  Really does well at my house for that.
[01:39:31.367 --> 01:39:32.148]  You should try it out.
[01:39:32.568 --> 01:39:33.389]  Say, whoa, what is that?
[01:39:33.769 --> 01:39:34.930]  Oh, it's the Alexa Pure Breeze.
[01:39:34.990 --> 01:39:37.792]  Groundbreaking ion cluster technology for a better air filter.
[01:39:38.701 --> 01:39:41.663]  Oh, I'll go check out all the five-star reviews.
[01:39:42.923 --> 01:39:50.108]  And then all of a sudden, you come home and you start to notice, huh, my house doesn't smell like my doggos all the time anymore.
[01:39:53.549 --> 01:39:53.790]  Huh.
[01:39:54.370 --> 01:40:00.914]  You go and you clean out, you look at the filter and you see just layers of hair and dust and everything.
[01:40:00.934 --> 01:40:03.915]  You're just like, wow, that was floating around my home?
[01:40:04.276 --> 01:40:05.136]  That was in my air?
[01:40:06.577 --> 01:40:06.737]  So,
[01:40:08.888 --> 01:40:09.649]  That's what we do here.
