[00:00:22.668 --> 00:00:23.349]  Hello, hello.
[02:55:18.615 --> 02:55:19.456]  It's about power.
[02:55:19.896 --> 02:55:21.598]  It's not about protecting women.
[02:55:21.738 --> 02:55:24.700]  It's not about preventing bad behavior.
[02:55:25.101 --> 02:55:28.003]  It's about protecting power and expanding power.
[02:55:28.083 --> 02:55:29.084]  It's a tool to power.
[02:55:29.444 --> 02:55:32.807]  Everything is in their sort of Foucault mindset and mentality.
[02:55:33.227 --> 02:55:36.048]  Language itself is just a means to acquire and attain power.
[02:55:36.308 --> 02:55:37.729]  That's why it has no consistent meaning.
[02:55:38.189 --> 02:55:43.111]  In the legal academy, most of the left doesn't really believe in consistent standards at all.
[02:55:43.351 --> 02:55:45.751]  They don't believe in what is good for the goose is good for the gander.
[02:55:46.052 --> 02:55:48.232]  They believe you should discriminate in the judiciary.
[02:55:48.492 --> 02:55:50.133]  They believe you should target politically.
[02:55:50.453 --> 02:55:53.254]  Because in their mindset, it's power that justifies itself.
[02:55:53.774 --> 02:55:58.736]  And that everything else is just a pretext, a pretense, for the exercise of that power.
[02:55:59.216 --> 02:56:04.720]  I mean, the degree to which they're going to try to cover up what happened with Epstein is really going to be fun to watch.
[02:56:04.740 --> 02:56:04.900]  Yeah.
[02:56:04.940 --> 02:56:08.263]  I mean, it's like them trying to do Oswald in live time.
[02:56:08.583 --> 02:56:13.426]  Because, like, today they're talking about, hey, well, you know, the two guards, they just fell asleep and falsified the records.
[02:56:13.727 --> 02:56:13.967]  Right.
[02:56:13.987 --> 02:56:16.249]  But I do a lot of these cases.
[02:56:16.309 --> 02:56:26.436]  When you're looking at these cases, what you'll find is that they are monitoring the guards' activity at all times, both with other supervisors physically and personally, and by cameras everywhere.
[02:56:26.856 --> 02:56:32.638]  So how did the supervisors not notice that these guys were supposedly asleep for three hours?
[02:56:32.658 --> 02:56:33.738]  But nothing happened here.
[02:56:34.199 --> 02:56:35.039]  Nothing happened here.
[02:56:35.079 --> 02:56:36.119]  Nothing unusual.
[02:56:36.139 --> 02:56:37.840]  This is all normal.
[02:56:38.200 --> 02:56:40.721]  There's nothing that you need to look at.
[02:56:40.741 --> 02:56:42.661]  There's no questions you need to ask.
[02:56:43.022 --> 02:56:50.744]  If you ask any questions about it, or if you think for yourself about it, then you're going to be considered the enemy of the state.
[02:56:51.004 --> 02:56:52.765]  Because that's not the agenda.
[02:56:53.045 --> 02:56:55.806]  That's not the movement that we want to push.
[02:56:56.346 --> 02:57:01.508]  And anyone who goes against what they've been saying, you have to be demonized.
[02:57:01.788 --> 02:57:04.390]  Mr. Robert Barnes, thank you so much.
[02:57:04.690 --> 02:57:08.892]  It's been an honor and pleasure to sit here and to have the conversation with you.
[02:57:09.312 --> 02:57:13.514]  I look forward to the future to be able to do more and talk more with you.
[02:57:14.034 --> 02:57:14.834]  Thank you so much.
[02:57:14.894 --> 02:57:16.475]  Any last remarks in 30 seconds?
[02:57:17.372 --> 02:57:30.638]  Yeah, I just wanted to say that if the Clintons are watching, I believe it is a complete coincidence that the only person to die of suicide at MCC in the last 40 years is the guy who had lots of incriminatory information.
[02:57:31.138 --> 02:57:32.079]  Good point!
[02:57:32.139 --> 02:57:32.979]  Good point!
[02:57:33.039 --> 02:57:33.679]  Good point!
[02:57:33.799 --> 02:57:37.361]  Alright, so we have Paul Watson coming up in the fourth hour.
[02:57:37.381 --> 02:57:38.842]  I want to thank everyone.
[02:57:38.862 --> 02:57:39.982]  My name is Will Johnson.
[02:57:40.002 --> 02:57:42.863]  My personal website, UnitesAmericaFirst.com.
[02:57:43.384 --> 02:57:43.884]  Thank you.
[02:57:44.284 --> 02:57:44.924]  God bless you.
[02:57:44.944 --> 02:57:46.025]  We'll be back after this.
[02:57:53.437 --> 02:58:06.686]  Ladies and gentlemen, I've been on air 25 years and I've never, at a gut level, felt the fire of war like I do right now, ladies and gentlemen.
[02:58:07.726 --> 02:58:09.488]  So many incredible things are happening.
[02:58:10.108 --> 02:58:11.929]  So many dangerous things are unfolding.
[02:58:12.550 --> 02:58:15.812]  And at a cellular level, at a spiritual gut level,
[02:58:17.185 --> 02:58:35.098]  At the heart of my gut, the heart of my mind, at every level, I can just feel the evil rage of the globalists, knowing that their plan for world government, and their plan for total censorship, and their plan for human-animal clones, and sex with children, and Satanism is in trouble.
[02:58:35.218 --> 02:58:38.501]  It can feel the spirit of Christ coming back into the world.
[02:58:38.621 --> 02:58:39.682]  There's gonna be a tribulation.
[02:58:40.242 --> 02:58:40.863]  During this fight.
[02:58:40.983 --> 02:58:43.545]  But the devil knows he's going to lose.
[02:58:43.805 --> 02:58:47.288]  The devil sends the beast with wrath because he knows his time is short.
[02:58:47.408 --> 02:58:49.710]  And I can feel Satan's rage.
[02:58:49.850 --> 02:58:50.711]  I know you can feel it.
[02:58:50.791 --> 02:58:52.712]  And they are planning a bloody revolution here.
[02:58:52.873 --> 02:58:55.735]  They're planning massive censorship across the country and the world.
[02:58:55.815 --> 02:58:59.398]  This is a time to be praying to Christ for justice and for freedom.
[02:58:59.498 --> 02:59:02.360]  And that God's spirit come into you and lead God and direct you.
[02:59:02.380 --> 02:59:05.403]  But it's also time to be politically and culturally active.
[02:59:05.543 --> 02:59:17.486]  And it's time to spread the word about InfoWars.com and NewsWars.com and override the AI sensors, to override their systems, and to let people know, hey, here's the name that must not be spoken.
[02:59:17.746 --> 02:59:18.987]  Here's what the world fears.
[02:59:19.207 --> 02:59:24.888]  Here's the guest and the information and the history and the analysis that is the cure to the globalist poison.
[02:59:25.028 --> 02:59:25.808]  InfoWars.
[02:59:26.109 --> 02:59:29.890]  Strength lies entirely with you and the action you take.
[02:59:30.130 --> 02:59:31.470]  You are the InfoWars.
[02:59:31.690 --> 02:59:38.135]  You are the resistance, and everything you do now will affect the battle space for billions of lives going to the future.
[02:59:38.796 --> 02:59:41.198]  The war has already begun, quote Patrick Henry.
[02:59:41.718 --> 02:59:43.359]  It's an information and spiritual war.
[02:59:44.260 --> 02:59:46.962]  The enemy's losing that war, so they want to make it a physical war.
[02:59:47.503 --> 02:59:48.684]  So prepare yourselves.
[02:59:49.324 --> 02:59:50.085]  You have been warned.
[02:59:55.129 --> 03:00:01.054]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:00:13.459 --> 03:00:17.861]  Rallying patriots worldwide in defense of human liberty.
[03:00:18.442 --> 03:00:19.923]  It's Alex Jones.
[03:00:20.623 --> 03:00:23.805]  And now, your host, Will Johnson.
[03:00:27.186 --> 03:00:29.668]  Alright, it's been a wonderful ride.
[03:00:30.441 --> 03:00:34.745]  Will Johnson, UnitesAmericaFirst.com filling in for Alex Jones.
[03:00:35.745 --> 03:00:37.747]  We have Paul Watson coming up next.
[03:00:38.688 --> 03:00:41.470]  I'm a huge fan of Paul Watson.
[03:00:42.010 --> 03:00:44.873]  I've been following him on Twitter for a long time now.
[03:00:45.754 --> 03:00:48.896]  And I think I might put him on the spot here.
[03:00:48.976 --> 03:00:50.457]  Hope he doesn't get upset with me.
[03:00:51.058 --> 03:00:52.099]  But I'm going to ask Paul.
[03:00:52.159 --> 03:00:53.140]  Hey Paul, how you doing?
[03:00:53.760 --> 03:00:54.780]  How you doing, Will?
[03:00:54.820 --> 03:00:55.300]  How's it going?
[03:00:55.360 --> 03:00:55.840]  Great, great.
[03:00:55.880 --> 03:00:56.821]  Good to talk to you again.
[03:00:56.861 --> 03:01:00.141]  The last time I talked to you, I kind of like, uh, uh, I didn't know what to say or what to ask you.
[03:01:00.161 --> 03:01:01.542]  But now I know what I want to ask you.
[03:01:02.402 --> 03:01:04.482]  Can you, can I get you to follow me on Twitter?
[03:01:05.982 --> 03:01:06.943]  I'll do it right now.
[03:01:07.143 --> 03:01:07.943]  I'll do it right now.
[03:01:08.063 --> 03:01:11.183]  I would greatly, I mean, I was like, oh man, maybe I can get him to follow me.
[03:01:11.203 --> 03:01:11.704]  That'd be great.
[03:01:11.744 --> 03:01:15.924]  So, but anyways, I noticed during the break there, you were drinking some orange juice.
[03:01:15.964 --> 03:01:18.245]  Would you by chance have some Turbo Force in it?
[03:01:19.901 --> 03:01:20.742]  Not right now.
[03:01:20.762 --> 03:01:26.785]  I do have some TurboForce in the flat, but you have to go very careful with TurboForce, because it's that powerful.
[03:01:26.986 --> 03:01:27.806]  Yes, it is.
[03:01:27.866 --> 03:01:28.567]  Yes, it is.
[03:01:29.147 --> 03:01:31.288]  I put a whole thing in mine earlier, and I've been sipping on it.
[03:01:31.308 --> 03:01:36.211]  It was about up to here earlier, and I've been drinking it down to here, and right now I feel pumped up.
[03:01:36.271 --> 03:01:37.572]  I have so much energy.
[03:01:38.173 --> 03:01:44.156]  And the one thing that I really love about TurboForce, I don't get this crash that you get from these other energy drinks.
[03:01:45.197 --> 03:01:46.418]  And for me, it's just wonderful.
[03:01:47.310 --> 03:01:51.211]  A lot of them, they just put too much caffeine in and you get an immediate crash.
[03:01:51.271 --> 03:01:56.233]  But with that, I only take half a sachet to start off with because it is potent stuff.
[03:01:56.253 --> 03:01:58.734]  You know, you are correct.
[03:01:58.814 --> 03:01:59.114]  It is.
[03:01:59.174 --> 03:01:59.935]  It's pretty strong.
[03:01:59.955 --> 03:02:00.455]  It's pretty strong.
[03:02:00.475 --> 03:02:03.436]  That's why when you, especially your first time taking it,
[03:02:04.522 --> 03:02:06.583]  You know, Alex says, you know, take half a packet.
[03:02:07.143 --> 03:02:10.805]  He'll tell you to take half a packet because you'll be amazed on how good it really is.
[03:02:11.125 --> 03:02:14.527]  And it doesn't have all the bad side effects you get from these energy drinks.
[03:02:15.167 --> 03:02:15.608]  So cool.
[03:02:16.088 --> 03:02:17.749]  Hey, it's been an honor and a pleasure.
[03:02:17.769 --> 03:02:19.730]  I'll let you take it from here.
[03:02:19.750 --> 03:02:21.390]  All right.
[03:02:21.410 --> 03:02:21.651]  Thanks.
[03:02:21.691 --> 03:02:22.711]  Well, I'll take it from here.
[03:02:22.731 --> 03:02:25.893]  Yeah, we got a big raft of stories coming up on the show today.
[03:02:25.933 --> 03:02:32.836]  Obviously, we had the huge release of more Google manipulation censorship documents out of Project Veritas.
[03:02:33.336 --> 03:02:34.157]  What angers me?
[03:02:35.231 --> 03:02:35.871]  Continually.
[03:02:35.891 --> 03:02:44.494]  Is the mainstream media continuing to insist that there is no social media bias against conservatives when we see it at every turn?
[03:02:44.894 --> 03:02:49.115]  And I've actually posted the video up on Twitter a few hours ago.
[03:02:49.615 --> 03:02:51.276]  And this has been going on for months now.
[03:02:51.676 --> 03:02:54.277]  But it's getting worse and worse every time I check.
[03:02:54.957 --> 03:02:56.838]  And you can play the video from the article.
[03:02:56.898 --> 03:02:58.878]  It's up on Summit.News headline.
[03:02:59.458 --> 03:03:04.300]  New Project Veritas Leaks Prove Google Broke Its Own Search Engine To Censor Conservatives.
[03:03:05.423 --> 03:03:06.469]  My YouTube channel!
[03:03:07.876 --> 03:03:10.318]  You cannot find it by doing a Google search.
[03:03:10.658 --> 03:03:12.499]  YouTube is owned by Google.
[03:03:12.779 --> 03:03:17.742]  You can put in my name, Paul Joseph Watson YouTube channel, on a Google search.
[03:03:18.302 --> 03:03:21.424]  I checked the first 15 pages of search results.
[03:03:21.524 --> 03:03:23.445]  It did not come up once.
[03:03:23.926 --> 03:03:35.613]  The only results that come up are people doing impressions of me, hit pieces against me, people who have took my videos and uploaded them on their channels, which I don't even mind people doing, that's completely fair.
[03:03:36.353 --> 03:03:37.494]  No videos of mine
[03:03:38.251 --> 03:03:45.573]  In the first 15 page results of a YouTube search of my name and YouTube channel on Google.
[03:03:45.853 --> 03:03:50.835]  You check it on every other search engine, it comes up, pops up the very first link.
[03:03:51.215 --> 03:04:02.778]  How much longer are they going to pretend that there's no giant algorithmic bias against conservatives, which as Dr. Robert Epstein has proven, and in fact he testified in front of Congress about this,
[03:04:03.587 --> 03:04:08.391]  ...has been illustrated to shift millions of votes on election day.
[03:04:08.651 --> 03:04:16.097]  There is no purer, more brazen example of election meddling than Google's algorithmic manipulation.
[03:04:16.157 --> 03:04:17.538]  And you see it with my YouTube channel.
[03:04:17.838 --> 03:04:20.460]  You see it with other YouTube channels we've highlighted before.
[03:04:21.340 --> 03:04:37.004]  You can go on there, on YouTube's search engine, which by the way is the second biggest search engine in the world after Google itself, and search for direct headlines related to political figures, in quotation marks with the direct headline, and what do you get?
[03:04:37.324 --> 03:04:44.807]  You get a wall of mainstream media search results, which in many cases have nothing whatsoever to do with the search that you've performed.
[03:04:44.827 --> 03:04:46.387]  I find it difficult
[03:04:47.290 --> 03:04:57.118]  To actually find articles that I've written in the past, that other people have written in the past, to refer back to, on a day-to-day basis, because they've broken their own search engine.
[03:04:57.338 --> 03:04:58.559]  This is so brazen.
[03:04:58.839 --> 03:05:00.581]  We're gonna get into it more on the other side.
[03:05:00.601 --> 03:05:02.643]  InfoWars.com, don't go away.
[03:05:04.784 --> 03:05:08.427]  Well, today, InfoWars Live Protein Bar.
[03:05:09.208 --> 03:05:13.952]  I just devoured your cousin, InfoWars Live Protein Bar.
[03:05:34.906 --> 03:05:59.755]  What in the world's going on here?
[03:06:10.504 --> 03:06:11.406]  You found it.
[03:06:11.746 --> 03:06:13.228]  The tip of the spear.
[03:06:13.769 --> 03:06:16.213]  It is the Alex Jones Show.
[03:06:16.773 --> 03:06:20.719]  And now, your host, Paul Joseph Watson.
[03:06:22.705 --> 03:06:36.172]  We have got a ton of news coming up including Volkswagen putting out an ad or attempting to put out a commercial in the United Kingdom which shows, God forbid, the horror of a woman caring for a baby in a pram.
[03:06:36.652 --> 03:06:44.196]  It was immediately banned after three people complained because according to the Advertising Standards Agency in the UK,
[03:06:45.251 --> 03:06:48.295]  It furthers gender stereotypes.
[03:06:48.395 --> 03:06:54.162]  God forbid you would have a portrayal of a woman caring for a baby in 2019.
[03:06:54.502 --> 03:06:55.884]  That is verboten.
[03:06:56.384 --> 03:06:56.745]  Of course.
[03:06:57.737 --> 03:07:05.600]  You can have ads showing men being complete idiots and klotzes on commercials, which has been the case for the past 20, 30 years across the board.
[03:07:05.960 --> 03:07:07.161]  That's completely fine.
[03:07:07.541 --> 03:07:14.063]  You can have ads for the homophobic country of Brunei that still stones gay people to death on the London Underground.
[03:07:14.103 --> 03:07:15.144]  That's completely fine.
[03:07:15.704 --> 03:07:20.246]  But you can't show an ad featuring a woman with a bikini body.
[03:07:20.406 --> 03:07:21.206]  That was banned.
[03:07:21.626 --> 03:07:23.167]  Very interesting double standard.
[03:07:23.187 --> 03:07:25.428]  We're going to get into that later on in the show.
[03:07:26.505 --> 03:07:46.598]  But I want to start off with this new document dump from Project Veritas, which again only confirms in triplicate what we've already been experiencing for the past two years, plus the past three years since the election, when, of course, Google executives got up in front of a meeting and sounded off about how they could not possibly let this happen again, i.e.
[03:07:46.999 --> 03:07:49.120]  a populist or Trump getting elected.
[03:07:49.880 --> 03:07:53.543]  And they've certainly took a lot of steps in the interim to prevent that from happening.
[03:07:54.545 --> 03:07:56.645]  Trump administration has reacted too late.
[03:07:56.685 --> 03:07:59.906]  We've heard this social media executive order is in the pipeline.
[03:07:59.926 --> 03:08:02.647]  We've been hearing that for the best part of six months now.
[03:08:03.327 --> 03:08:04.607]  Nothing has happened so far.
[03:08:04.907 --> 03:08:06.748]  But now we have this out of Breitbart.
[03:08:07.828 --> 03:08:10.348]  Project Veritas Google whistleblower goes public.
[03:08:10.808 --> 03:08:13.149]  I saw something dark and nefarious going on.
[03:08:13.709 --> 03:08:18.430]  Now I think this guy had already released some information but his identity was shadowed.
[03:08:18.910 --> 03:08:20.591]  Now he's gone completely public.
[03:08:20.911 --> 03:08:22.311]  This is Zachary Voorhees.
[03:08:23.041 --> 03:08:37.310]  He says he's come forward because he, quote, saw something dark and nefarious going on with the company and realized that they were going to not only tamper with the elections, but use that tampering with the elections to essentially overthrow the United States.
[03:08:37.390 --> 03:08:43.074]  This is the severity of what we're talking about with social media, algorithmic manipulation and censorship.
[03:08:43.714 --> 03:08:45.315]  As I said in the previous segment,
[03:08:46.218 --> 03:09:06.057]  Dr Robert Epstein has done exhaustive studies of major elections, in one case the biggest election in the world, the Indian election, and he found that by simply ranking certain search results above others on election day, on the days before election day, you can swing the outcome of an entire election.
[03:09:06.717 --> 03:09:09.280]  Bearing in mind for the past two years plus we've had the media
[03:09:10.242 --> 03:09:19.906]  Fear mongering, creating this moral panic that because some Russian spent $3,000 on Facebook ads, that that is election manipulation, that that is election meddling.
[03:09:20.486 --> 03:09:30.330]  It's a drop in the ocean to how Google has broken its own search engine by putting certain websites and certain people on blacklists.
[03:09:30.390 --> 03:09:31.991]  And who do you think is on that blacklist?
[03:09:32.971 --> 03:09:34.732]  You can look at the search terms as well.
[03:09:35.754 --> 03:09:48.100]  This came out today and it's a list of search terms from Google's query blacklist relating to the shooting in Las Vegas, the Stephen Paddock massacre in October 2017.
[03:09:49.713 --> 03:10:01.718]  And they've basically locked down all the keywords that would question that event, despite the fact that, as we know, the motive behind that massacre has not been revealed in the near two years since it happened.
[03:10:02.138 --> 03:10:04.359]  But they don't want anyone investigating it.
[03:10:04.399 --> 03:10:05.660]  They don't want anyone looking into it.
[03:10:05.700 --> 03:10:13.243]  They don't want any search results popping up at the top of Google that could actually give anyone an insight into what actually happened.
[03:10:14.264 --> 03:10:16.545]  Gateway Pundits have been reporting on this all day as well.
[03:10:16.585 --> 03:10:17.345]  We have a headline here.
[03:10:18.058 --> 03:10:33.961]  Project Veritas leaked Google documents prove tech giant is censoring Rush Limbaugh, Gateway Pundit, Newsbusters, MRCTV, Daily Caller, and of course on that list is InfoWars.com, Alex Jones Channel, when it existed, and many others.
[03:10:34.341 --> 03:10:37.742]  Basically all of them conservative right-wing websites.
[03:10:37.762 --> 03:10:38.722]  There are a few that aren't.
[03:10:38.922 --> 03:10:45.924]  Media Matters is on there, but again, if you go on Google and try and search for a Media Matters article, chances are it's going to pop up near the top.
[03:10:46.599 --> 03:10:52.021]  One's written by yours truly, aren't my own YouTube channels I was talking about in the previous segment.
[03:10:52.822 --> 03:10:56.863]  You can Google search Paul Joseph Watson YouTube channel.
[03:10:57.123 --> 03:11:11.569]  Not only does it not come up on the first page, I checked earlier, the link to my YouTube channel with the exact search term that you would expect to find it as the first result does not come up in the first 15 pages and beyond that.
[03:11:11.589 --> 03:11:13.630]  I didn't have time to check beyond that.
[03:11:13.930 --> 03:11:15.491]  It's probably not even on there at all.
[03:11:16.900 --> 03:11:27.293]  And now Gateway Pundit reports, if you search Google for prominent Conservative voices, including Mike Cernovich, Joe DiGenova, Jack Posobiec or Gateway Pundit, you will see hit pieces and biased attacks.
[03:11:27.313 --> 03:11:27.934]  This is the point.
[03:11:27.974 --> 03:11:31.258]  This is how they dictate, manipulate and create reality.
[03:11:31.799 --> 03:11:35.744]  The Gateway Pundit is one of the largest, most accurate, most influential publishers in the country today.
[03:11:36.781 --> 03:11:43.367]  But earlier this year, if you search Google for Gateway Pundit, the first item that popped up was a hit piece on the Gateway Pundit.
[03:11:43.807 --> 03:11:49.372]  You had to go to the fifth item before you could even find a link to their website.
[03:11:49.852 --> 03:11:56.898]  And they've got away better than I have because you don't even get my YouTube channel on the 15th page.
[03:11:57.479 --> 03:11:59.801]  Never mind the fifth rizzle on the first page.
[03:12:00.662 --> 03:12:02.263]  They have another headline here, frightening.
[03:12:03.328 --> 03:12:11.594]  Google Engineer leaks massive trove of info on Google's information control operations, reveals Google sent police and FBI to intimidate him.
[03:12:12.315 --> 03:12:14.997]  So again, he came out with some information back in June.
[03:12:15.517 --> 03:12:23.083]  They immediately clamped down on it, ferreted out his identity, and started intimidating him against releasing more information.
[03:12:23.123 --> 03:12:27.126]  But kudos to him, because he's released a huge treasure trove of documents.
[03:12:27.847 --> 03:12:30.409]  I think it's like a 90-page document, something around that.
[03:12:31.092 --> 03:12:36.753]  Proving, once again, that they do manipulate their search results for partisan purposes.
[03:12:36.793 --> 03:12:43.215]  Remember, Sundar Pichai got up in front of a Congressional hearing and said, quote, Complete and total BS!
[03:12:43.235 --> 03:12:47.176]  They were literally in there the days before the referendum on banning abortion in Ireland
[03:12:59.660 --> 03:13:08.984]  On their YouTube search engine, relegating, burying anti-abortion YouTube videos after one slight writer complained about it.
[03:13:09.344 --> 03:13:10.284]  This is how it works.
[03:13:10.684 --> 03:13:11.925]  This is the media now.
[03:13:12.405 --> 03:13:14.826]  Forget about journalism, forget about muckraking.
[03:13:15.146 --> 03:13:20.008]  Their entire purpose is to now simply de-platforming narratives that challenge them.
[03:13:20.488 --> 03:13:24.490]  One person complained to Google and they immediately fall into line
[03:13:25.345 --> 03:13:28.626]  Butcher their own search results so they're not even accurate anymore.
[03:13:29.006 --> 03:13:39.749]  Days before a referendum, which by the way went in the favour of the pro-abortion people in Ireland, burying anti-abortion YouTube videos.
[03:13:39.789 --> 03:13:42.449]  We've caught them doing this time and time again.
[03:13:43.730 --> 03:13:47.191]  Again, Mark Dice, you can put in the exact titles to his videos.
[03:13:48.071 --> 03:13:51.032]  Michelle Obama trashes Hillary Clinton was one example.
[03:13:51.692 --> 03:13:52.072]  Another,
[03:13:53.371 --> 03:13:58.933]  Mark Dice's video called Celebrities React to Hillary Losing Election had 6 million views.
[03:13:59.233 --> 03:14:09.316]  You put in the exact headline, it's buried beneath literally dozens of mainstream news outlets which have nothing whatsoever to do with that issue.
[03:14:09.336 --> 03:14:12.416]  I mean, this is really a crisis in democracy.
[03:14:12.476 --> 03:14:17.698]  This is way worse than $4,000 spent on Facebook ads by a bunch of Russians.
[03:14:18.365 --> 03:14:26.849]  And they've got the nerve to get up there in front of Congress and say they don't manipulate anything for partisan purposes when we've caught them doing it time and time again.
[03:14:27.309 --> 03:14:36.413]  They've got the nerve to put out headlines saying, oh Trump's considering a social media executive order based on unproven allegations of conservative bias.
[03:14:36.853 --> 03:14:40.235]  How many examples of this do we need to show you?
[03:14:40.595 --> 03:14:43.116]  How many times does Comedy Central or
[03:14:43.696 --> 03:14:49.858]  Stephen Colbert or any of these shows get to have their videos featured on YouTube trending, get to have ads in their videos.
[03:14:50.238 --> 03:14:53.539]  CNN can do a report about ISIS, it's chock full of ads.
[03:14:54.279 --> 03:14:57.160]  I do a report about anything, it's automatically demonetized.
[03:14:57.180 --> 03:15:02.562]  We have example after example of them manipulating their search engines.
[03:15:02.662 --> 03:15:06.603]  And again, this shifts millions and millions of votes on election day.
[03:15:07.563 --> 03:15:09.624]  And now we've had yet another example of that.
[03:15:10.367 --> 03:15:18.818]  When is this going to be presented in a master volume of evidence to actually push this executive social media order over the edge?
[03:15:19.118 --> 03:15:22.202]  Because they've been dragging their feet on it for the past six months.
[03:15:22.943 --> 03:15:24.105]  It's getting ever closer to 2020.
[03:15:25.490 --> 03:15:27.030]  And it's not looking good for Trump.
[03:15:27.090 --> 03:15:28.551]  This could definitely swing it.
[03:15:28.611 --> 03:15:33.412]  If you're talking about millions of votes on election day, this could definitely swing it against Trump.
[03:15:33.812 --> 03:15:37.914]  We need that social media executive order and we need it quick.
[03:15:38.214 --> 03:15:42.955]  Absolutely incredible that you can literally search the exact terms.
[03:15:43.305 --> 03:15:56.456]  The exact person, the exact YouTube channel, the exact news source you want, on the website, the number one search engine in the world that dictates, creates, directs reality, and it's completely buried.
[03:15:56.836 --> 03:16:00.619]  Yet we're still called liars for pointing that out by the media.
[03:16:00.759 --> 03:16:01.660]  Absolutely incredible.
[03:16:01.700 --> 03:16:02.220]  We'll be back.
[03:16:02.300 --> 03:16:02.721]  Hi.
[03:16:04.982 --> 03:16:09.006]  When you finance what we're doing, you're not just funding the second American revolution.
[03:16:10.390 --> 03:16:11.951]  You're changing world destiny.
[03:16:12.272 --> 03:16:16.855]  And there's so much fake stuff out there in a million different voices, and I understand that.
[03:16:16.915 --> 03:16:22.059]  But we really are in the zeitgeist, and we try to make it easy to get good products at the same time.
[03:16:22.139 --> 03:16:28.504]  But I can just tell you point blank, you cannot invest in a place better than InfoWars for human liberty and a pro-human future.
[03:16:28.564 --> 03:16:34.289]  We got coffee, we got fish oil, we got turmeric, we got great toothpaste, we've got great things like DNA Force Plus.
[03:16:34.329 --> 03:16:36.791]  But Ultimate Krill Oil has been sold out for four months.
[03:16:36.991 --> 03:16:39.493]  For whatever reason, this became the most popular fish oil.
[03:16:39.513 --> 03:16:42.435]  We have fish oil, children's fish oil, and ultimate krill oil.
[03:16:42.595 --> 03:16:43.736]  It's totally full of the bottle.
[03:16:44.076 --> 03:16:47.038]  And it is the strongest, purest fish oil, krill oil.
[03:16:47.098 --> 03:16:53.682]  And it cost us three times more because we have it put through the expensive laboratory process to remove mercury.
[03:16:53.883 --> 03:16:59.586]  Any type of krill oil you get that doesn't give you fish burps, which I don't like, but gives you all the great benefits, isn't real.
[03:16:59.626 --> 03:17:01.928]  It's been boiled, it's been ruined, it's been homogenized.
[03:17:02.148 --> 03:17:02.889]  This has not been.
[03:17:03.189 --> 03:17:04.610]  We went to one of the top firms in the
[03:17:04.930 --> 03:17:05.410]  I think?
[03:17:24.381 --> 03:17:26.343]  And by the way, I'm not hyping this, folks.
[03:17:26.543 --> 03:17:29.285]  This is the best krill oil we could find.
[03:17:29.706 --> 03:17:30.506]  This is the best.
[03:17:30.586 --> 03:17:31.867]  I can't even just look at that.
[03:17:31.887 --> 03:17:34.830]  It's supposed to be red, folks, because that's the essence of the krill.
[03:17:34.850 --> 03:17:37.512]  I mean, there's probably like 100 krill going into each one of these.
[03:17:37.732 --> 03:17:41.215]  And again, I'm not going to call this a drug, because drugs are a ripoff of what God made.
[03:17:41.496 --> 03:17:43.958]  You take two of these before you go to bed at night.
[03:17:44.118 --> 03:17:46.139]  I would do it with your dinner if you don't want to get fish burps.
[03:17:46.159 --> 03:17:47.781]  Because again, I've got the fish oils of old.
[03:17:47.961 --> 03:17:50.523]  This doesn't have the fish flavor because they boiled the hell out of it.
[03:17:50.563 --> 03:17:52.084]  It isn't there anymore, folks.
[03:17:52.164 --> 03:17:53.465]  You gotta deal with the fish burps.
[03:17:53.725 --> 03:17:54.485]  This stuff's powerful.
[03:17:54.525 --> 03:17:55.286]  Just look at that.
[03:17:55.366 --> 03:17:57.507]  Can a camera pick up just how pretty those are?
[03:17:57.687 --> 03:17:59.208]  Infowarstore.com or 888-253-3139.
[03:18:04.207 --> 03:18:07.731]  Alex, I got a plug for the Patriot Points.
[03:18:08.071 --> 03:18:08.592]  I did.
[03:18:08.652 --> 03:18:11.996]  I got $180 so far this year in Patriot Points, and I feel like I'm stealing from you.
[03:18:12.637 --> 03:18:15.700]  I buy so much in the store because, I mean, I don't want to give that money to Walmart.
[03:18:15.760 --> 03:18:20.145]  I don't want to give that money to people who are going to donate it to causes I don't believe in, so I'd rather give that money to
[03:18:20.245 --> 03:18:21.626]  Let me break this down for you.
[03:18:21.646 --> 03:18:23.048]  I've never really done marketing, but I did
[03:18:41.244 --> 03:18:45.607]  Bring in a few advertising people a few years ago who knew how to advertise online.
[03:18:45.627 --> 03:18:48.469]  And they said, Mr. Jones, they said, what's your markup?
[03:18:48.569 --> 03:18:49.070]  And I said, 150%.
[03:18:49.750 --> 03:18:50.711]  But we always discount 25%.
[03:18:51.011 --> 03:18:51.931]  So that's 100%.
[03:18:51.972 --> 03:18:53.352]  And they said, yeah.
[03:18:53.473 --> 03:18:54.693]  And then you're always discounting 20, 30%.
[03:18:54.833 --> 03:18:57.535]  And then we notice you only sell stuff when it's at 50%.
[03:18:58.476 --> 03:18:59.817]  And then you're barely making any money.
[03:18:59.997 --> 03:19:01.158]  You need to stop that.
[03:19:01.258 --> 03:19:04.261]  And they looked at our data and they said, oh, your audience would buy it if it was even more.
[03:19:04.281 --> 03:19:06.003]  And I said, I want high quality stuff in there.
[03:19:06.463 --> 03:19:07.264]  I want a good price.
