[00:00:00.666 --> 00:00:02.488]  Will you fight?
[01:10:57.398 --> 01:10:57.979]  We're good to go.
[01:11:19.535 --> 01:11:23.257]  When people go, well, they're well-intentioned, but they're misinformed.
[01:11:23.257 --> 01:11:24.717]  That's not true at all.
[01:11:24.717 --> 01:11:28.699]  Their intentions are evil, and they know exactly what we're doing.
[01:11:28.699 --> 01:11:30.340]  May I quote Nancy?
[01:11:30.340 --> 01:11:32.020]  You don't have to read this.
[01:11:32.020 --> 01:11:33.841]  You need to sign it, Pelosi.
[01:11:33.841 --> 01:11:34.101]  Yes.
[01:11:40.430 --> 01:11:41.231]  No, you can't.
[01:11:41.231 --> 01:11:44.694]  And I apologize for interrupting you and getting you off into the tyrants.
[01:11:44.694 --> 01:11:48.957]  I just want to... You are so prominent and know so many other prominent people.
[01:11:48.957 --> 01:11:52.440]  I think it's time to start a campaign to say we're really the liberals.
[01:11:52.440 --> 01:11:55.563]  Thomas Jefferson was a liberal saying more freedom.
[01:11:55.563 --> 01:11:59.326]  George Washington was a liberal meaning more freedom.
[01:11:59.326 --> 01:12:05.291]  I think they've stolen the term liberal or even progressive saying let's build our country up.
[01:12:05.291 --> 01:12:06.572]  It's time to call them what they are.
[01:12:07.032 --> 01:12:18.958]  A cult, a gang of criminals that want a managed, organized economy controlled by them and their cronies and that they have basically occupied this country and there's no living with them.
[01:12:18.958 --> 01:12:23.340]  We either take this country back and win the war or we're going to be slaves.
[01:12:23.340 --> 01:12:26.842]  No more win the battles and just let the enemy keep launching attacks.
[01:12:27.162 --> 01:12:33.784]  It's time to go on the total offense as the gun manufacturers are doing, as you're doing, as I'm doing.
[01:12:33.784 --> 01:12:34.924]  That's why they're scared of us.
[01:12:34.924 --> 01:12:38.705]  Let's talk about Ted Nugent taking America and then the world back.
[01:12:38.705 --> 01:12:40.545]  How do we get on the offense?
[01:12:40.545 --> 01:12:42.806]  And do you agree there's no more quarter?
[01:12:42.806 --> 01:12:44.226]  They're not giving us quarter.
[01:12:44.226 --> 01:12:46.327]  We either take it all back or we're going to lose.
[01:12:47.031 --> 01:12:48.552]  You're absolutely correct.
[01:12:48.552 --> 01:12:54.676]  I think it can best be framed in the call that you took the other day when I dropped my cell signal.
[01:12:54.676 --> 01:13:00.721]  And I think it was Doug, a cross-country trucker, who said he was proud that Ted came over to our side.
[01:13:00.721 --> 01:13:02.262]  Alex, are you kidding me?
[01:13:02.262 --> 01:13:08.806]  I'm talking about clueless, with all due respect, especially to my good trucking buddies who use a power service diesel additive.
[01:13:09.947 --> 01:13:32.341]  But can you believe that that kind of ignorance exists, that people are unaware that in the Rolling Stone cover stories, on the cover of Rolling Stone with a Walter PPK that I actually had on me in New York City during the photo shoot, celebrating the Second Amendment for the entire front page feature story in Rolling Stone magazine in 1978.
[01:13:34.242 --> 01:13:48.902]  If you go back to my interviews in 1968, 1965, I have always promoted and celebrated, never defended, the obvious and unambiguous right to keep and bear arms.
[01:13:49.403 --> 01:13:50.844]  I have been on the front line.
[01:13:50.844 --> 01:14:06.094]  That's why the left and the media and what you're accurately identifying as the cult of denial, when you have a Valerie Jarrett, who is the communications czar for the president, who actually publicly quotes Mao Zedong?
[01:14:06.094 --> 01:14:07.655]  Are you kidding me?
[01:14:07.655 --> 01:14:09.577]  So I have been on the front line.
[01:14:09.577 --> 01:14:13.479]  So the answer to the big question, how do we take our country back?
[01:14:13.479 --> 01:14:15.200]  How do we get on the offensive?
[01:14:15.200 --> 01:14:17.342]  All you have to do is study what you and I do.
[01:14:17.722 --> 01:14:21.946]  You see, what I've done since the 1960s, you never apologize.
[01:14:21.946 --> 01:14:43.746]  You take the beast face-to-face, hand-to-hand, close-quarter combat with the evidence from history that when there's power abuse like President Obama and Eric Holder and Hillary Clinton and all the czars and all his communist buddies, when they abuse the power and they create such a depth of corruption, if we don't communicate adamantly
[01:14:45.998 --> 01:14:54.623]  Consistently with our elected officials, every chance we get, which we have to make the opportunity every week, and demand accountability.
[01:14:54.623 --> 01:14:57.144]  Here's it in a nutshell.
[01:14:57.144 --> 01:14:59.425]  Look in a person's eye.
[01:14:59.425 --> 01:15:04.688]  Ask them, what do you believe about the death tax?
[01:15:04.688 --> 01:15:12.732]  Do you believe that the government can steal from families after tax savings when mom or dad die?
[01:15:12.732 --> 01:15:14.353]  Do you believe the government?
[01:15:14.773 --> 01:15:16.634]  Yes, I believe in it.
[01:15:36.979 --> 01:15:51.130]  When I was on Capitol Hill last week, or recently, for the State of the Union Address, I shook every Republican's hand and I wouldn't let go, and I tried to shake it like Chesty Fuller, looked him in the eye and went, quick with the compromise!
[01:15:51.130 --> 01:15:56.113]  We have compromised ourselves into a corner of communism!
[01:15:56.113 --> 01:15:56.714]  Cut it out!
[01:16:02.774 --> 01:16:10.901]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:16:10.901 --> 01:16:14.964]  Alex and his staff have used these pure soap products for years.
[01:16:14.964 --> 01:16:22.271]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:16:22.271 --> 01:16:24.753]  See them on the web at 5starsoap.com.
[01:16:25.293 --> 01:16:30.114]  Or call 800-340-7091 for a free catalog.
[01:16:30.114 --> 01:16:36.056]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:16:36.056 --> 01:16:41.477]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:16:41.477 --> 01:16:43.458]  This is an amazing deal.
[01:16:43.458 --> 01:16:48.679]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:16:48.679 --> 01:16:50.860]  See them on the web at 5starsoap.com.
[01:16:51.420 --> 01:16:53.287]  Or call 800-340-7091 for a free catalog.
[01:17:00.934 --> 01:17:07.937]  It's no secret that pathogens such as bacteria, viruses, moles, and fungus can inflict severe damage in the human body.
[01:17:07.937 --> 01:17:12.580]  Fortunately, a new and vastly improved silver solution has been developed.
[01:17:12.580 --> 01:17:23.085]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[01:17:23.385 --> 01:17:36.960]  Supernatural silver is unique and superior to colloidal and ionic silvers, using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[01:17:38.402 --> 01:17:39.063]  I think so.
[01:18:00.296 --> 01:18:07.539]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[01:18:07.539 --> 01:18:25.425]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[01:18:25.425 --> 01:18:29.527]  I then searched out the best vitamin and mineral company out there.
[01:18:29.807 --> 01:18:31.568]  And discovered Young-Jevity.
[01:18:31.568 --> 01:18:39.754]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[01:18:39.754 --> 01:18:46.058]  I've lost 37 pounds in two months simply getting the vitamins and minerals I need.
[01:18:46.058 --> 01:18:47.339]  Check it out for yourself.
[01:18:47.339 --> 01:18:48.219]  It's incredible.
[01:18:48.219 --> 01:18:57.426]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[01:18:57.426 --> 01:18:59.307]  That's Infowarsteam.com.
[01:19:00.007 --> 01:19:01.908]  Introducing Pro-1.
[01:19:01.908 --> 01:19:05.549]  All of your filtration in one system, portable, on-the-go.
[01:19:05.549 --> 01:19:10.090]  No more do you have two or three filters to just reduce sodium fluoride.
[01:19:10.090 --> 01:19:16.212]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:19:16.212 --> 01:19:26.976]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:19:27.196 --> 01:19:30.059]  It is the only one that does it, and out of the gates!
[01:19:30.059 --> 01:19:33.703]  We have it discounted at 10% off with promo code WATER.
[01:19:33.703 --> 01:19:48.418]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands,
[01:19:48.638 --> 01:19:50.139]  I still believe in the American dream.
[01:19:50.139 --> 01:19:51.979]  I still believe you can hear me scream.
[01:20:42.092 --> 01:20:54.524]  I still believe.
[01:20:56.181 --> 01:20:59.904]  It was like a crime to turn down a Ted Nugent song, whenever I'm in the car.
[01:20:59.904 --> 01:21:03.307]  Stranglehold, probably one of the greatest, if not the greatest.
[01:21:03.307 --> 01:21:09.833]  Yeah, I gotta ask you here, before we get back into the news and some really hardcore stuff, how did you come up with Stranglehold?
[01:21:09.833 --> 01:21:14.596]  I mean, were you channeling, uh, you know, the Almighty or something?
[01:21:14.596 --> 01:21:17.519]  I mean, that, that is, that song is so perfect.
[01:21:17.519 --> 01:21:18.580]  How did you do that, Ted Nugent?
[01:21:20.302 --> 01:21:21.042]  We're good to go.
[01:21:39.054 --> 01:21:44.398]  Every guitar player's dream, every concert, every song, every audience.
[01:21:44.398 --> 01:21:48.000]  This year we're going on tour with Styx and Aureo Speedwagon.
[01:21:48.000 --> 01:21:52.022]  We call the tour Ted Nugent Black Power because we're inspired.
[01:21:52.022 --> 01:21:57.306]  The Stranglehold lick is a variation of all those black heroes, whether Bo Diddley, Chuck
[01:21:57.466 --> 01:21:57.506]  Oh.
[01:22:25.217 --> 01:22:25.977]  We're good to go.
[01:22:53.865 --> 01:22:54.426]  We're good to go.
[01:23:07.654 --> 01:23:07.934]  I don't know.
[01:23:24.771 --> 01:23:32.222]  And by the way, you mentioned this to me earlier, but I just punched it in, Black Power, Ted Nugent, the media is freaking out.
[01:23:32.222 --> 01:23:39.413]  You've been saying this for 40-something years, that this is what inspires you, your band, all of it, but the so-called left, the tyrants,
[01:23:39.753 --> 01:23:45.856]  Who say you don't like socialism, don't like gun control, it's racism, has no connection to reality, not even any facts.
[01:23:45.856 --> 01:23:47.637]  They just throw the word out there.
[01:23:47.637 --> 01:23:48.998]  They're the real race pimps.
[01:23:48.998 --> 01:23:53.361]  Margaret Sanger saying we've got to become liberals and take over to abort the black babies.
[01:23:53.361 --> 01:23:57.903]  What do you say to the media freaking out over your black power 2013?
[01:23:57.903 --> 01:24:02.306]  I mean, from my research, the so-called left are really
[01:24:03.186 --> 01:24:09.507]  The proto-Nazis, the left in America and England, created the eugenics that Hitler picked up.
[01:24:09.507 --> 01:24:13.928]  The truth is they claim that they're the anti-racist because they're the racist.
[01:24:13.928 --> 01:24:18.209]  Well, I think the biggest racist in the world would either be President Obama.
[01:24:18.209 --> 01:24:21.169]  I mean, when you say Trayvon Martin could have been my son.
[01:24:21.169 --> 01:24:25.610]  Well, with all due respect, Mr. President, Brian Terry could have been my son.
[01:24:25.610 --> 01:24:29.191]  And your Eric Holder sold the guns to the gangs that killed him.
[01:24:29.191 --> 01:24:30.231]  Try that on precise.
[01:24:30.951 --> 01:24:32.332]  It's incredible, and then...
[01:24:52.321 --> 01:24:56.485]  And then you can't even have a tour paying homage to your music roots.
[01:24:56.485 --> 01:24:58.848]  It just shows how sick these people are.
[01:24:58.848 --> 01:25:01.631]  They never want people to really come together under freedom.
[01:25:01.631 --> 01:25:06.015]  Now expanding on this, you mentioned the fact that the NRA is getting on the offense.
[01:25:06.015 --> 01:25:10.019]  When we have the memos that they want to confiscate our guns, when it's on record,
[01:25:10.860 --> 01:25:21.905]  You use the truth to defeat them, and during the break we were talking, you know, you described it as Republicans are more worried about adjusting their tie than actually, you know, being patriots.
[01:25:21.905 --> 01:25:22.886]  Expand on that.
[01:25:22.886 --> 01:25:26.768]  I mean, look, it's time to stop debating all their fake arguments about the children.
[01:25:26.768 --> 01:25:33.571]  They want our guns because they want a monopoly of power, and I think that's the key to the offense, is pointing that out.
[01:25:33.571 --> 01:25:39.714]  Well, when I criticize the failures of the GOP, only the guilty need to feel guilty.
[01:25:40.476 --> 01:25:46.778]  We have some incredible leaders in this country right now, especially, which is why I'm a Texan.
[01:25:46.778 --> 01:26:02.984]  I came to Texas ten years ago because the wonderful, glorious work at the center of Detroit that I grew up in turned into the hell zone of pimps, whores, and welfare brats because of liberal Democrats like Mayor Coleman Young and Mayor Kwame Kirkpatrick and Jennifer Granholm.
[01:26:02.984 --> 01:26:06.205]  So I came to Texas where we have genuine statesmen.
[01:26:06.705 --> 01:26:10.166]  Genuine patriots who understand they serve we, the people, and the U.S.
[01:26:10.166 --> 01:26:11.186]  Constitution.
[01:26:11.186 --> 01:26:14.006]  Governor Perry is the best governor in America.
[01:26:14.006 --> 01:26:16.827]  Greg Abbott is the best Attorney General in America.
[01:26:16.827 --> 01:26:20.868]  Ron Paul, Ted Cruz, John Cronin.
[01:26:20.868 --> 01:26:25.628]  There's so many great, great constitutional representatives here in Texas.
[01:26:25.628 --> 01:26:27.189]  And John Thune in South Dakota.
[01:26:27.189 --> 01:26:28.829]  Mike Rogers up in Michigan.
[01:26:28.829 --> 01:26:32.269]  Even Scott Walker now in Wisconsin.
[01:26:32.269 --> 01:26:35.190]  We see an improvement, a return to the
[01:26:36.463 --> 01:26:38.644]  Exactly, so let me ask you this.
[01:26:38.644 --> 01:26:44.988]  They're guiding light that they have to make an oath to, to become elected officials, and that's the U.S.
[01:26:44.988 --> 01:26:46.529]  Constitution, the Bill of Rights.
[01:26:46.529 --> 01:26:51.612]  So, once again, and I can't repeat this often enough,
[01:26:52.689 --> 01:27:07.263]  So many people who set their alarm clocks and bust their ass to be the best that they can be, they work, they work, they make ends meet, they save for a rainy day, they demand accountability and productivity by their sons and everybody in their family.
[01:27:07.263 --> 01:27:09.184]  That's how the Nugent family operates.
[01:27:09.184 --> 01:27:11.487]  That's how the Alex Jones family operates.
[01:27:11.487 --> 01:27:14.369]  But a lot of those people don't vote.
[01:27:14.369 --> 01:27:16.031]  A lot of those people don't communicate.
[01:27:16.031 --> 01:27:18.393]  They don't even know who their senator or their congressman is.
[01:27:18.813 --> 01:27:22.955]  So we, the people, who want upgrade and a return to a U.S.
[01:27:22.955 --> 01:27:36.882]  constitutionally driven America, we have got to communicate with our elected officials, because some of the elected officials that I just named by name, there are some of those in every state, even California, New Jersey, and New York, and Illinois.
[01:27:36.882 --> 01:27:41.365]  They got these people, but they don't hear from us.
[01:27:41.365 --> 01:27:48.228]  So until you are an actual participant in the sacred experiment of self-government, I'd like to thank you for nothing.
[01:27:49.218 --> 01:27:50.159]  I agree with you.
[01:27:50.159 --> 01:27:53.100]  And look at the areas like Chicago and L.A.
[01:27:53.100 --> 01:27:58.083]  and the areas that these authoritarians that call themselves liberals are in control.
[01:27:58.083 --> 01:28:06.568]  They bankrupt and destroy every city, every county, every state, every country they run because they are con-arnest criminals.
[01:28:06.568 --> 01:28:11.170]  And again, it's time for us to stop apologizing about the fact that we're right.
[01:28:11.170 --> 01:28:13.812]  It's time for us to stand up and call these crooks out.
[01:28:14.432 --> 01:28:23.754]  And that's why they say, oh, you're discredited yelling at Piers Morgan or Ted Nugent, you know, you know, told him get off people's backs and shut the hell up.
[01:28:23.754 --> 01:28:26.415]  And, you know, that you're basically full of crap.
[01:28:26.415 --> 01:28:27.955]  Oh, Ted's discredited.
[01:28:27.955 --> 01:28:32.116]  No, we're the only people waking people up out of their coma.
[01:28:32.116 --> 01:28:38.978]  And the fact that the so-called left is saying, don't get angry, that shows they're scared of us getting angry.
[01:28:39.478 --> 01:28:54.773]  I've been in every media, I do media every day, and anybody that has ever messed with me has lost, because I have all the evidence to support what I stand for, because I stand for the self-evident truth, and being the best that you can be.
[01:29:00.689 --> 01:29:03.711]  Alex Jones here with a message to fellow freedom lovers.
[01:29:03.711 --> 01:29:08.715]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:29:08.715 --> 01:29:15.901]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:29:16.021 --> 01:29:21.667]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:29:21.667 --> 01:29:25.691]  These are items that I did research on, that I personally use.
[01:29:25.691 --> 01:29:30.416]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:29:30.416 --> 01:29:35.642]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:29:35.882 --> 01:29:39.123]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:29:39.123 --> 01:29:41.623]  When Disaster Strikes by Matthew Stein.
[01:29:41.623 --> 01:29:46.384]  Ferrosafe used by Homeland Security to protect yourself during any radiological event.
[01:29:46.384 --> 01:29:49.265]  Hand Crank Shortwave AM FM Radios.
[01:29:49.265 --> 01:29:56.466]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[01:29:56.466 --> 01:29:57.746]  We're getting prepared.
[01:29:57.746 --> 01:29:58.407]  Are you?
[01:29:58.407 --> 01:29:59.547]  InfoWarshop.com
[01:30:02.603 --> 01:30:10.710]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:30:10.710 --> 01:30:14.794]  Alex and his staff have used these pure soap products for years.
[01:30:14.794 --> 01:30:22.100]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:30:22.100 --> 01:30:24.583]  See them on the web at 5starsoap.com.
[01:30:25.123 --> 01:30:29.945]  Or call 800-340-7091 for a free catalog.
[01:30:29.945 --> 01:30:35.887]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:30:35.887 --> 01:30:41.310]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:30:41.310 --> 01:30:43.290]  This is an amazing deal.
[01:30:43.290 --> 01:30:48.513]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:30:48.513 --> 01:30:51.654]  See them on the web at 5starsoap.com or call
[01:30:51.894 --> 01:30:53.376]  Call 800-340-7091 for a free catalog.
[01:31:00.578 --> 01:31:04.000]  You prepare by purchasing gold, food, and firearms.
[01:31:04.000 --> 01:31:10.043]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:31:10.043 --> 01:31:13.925]  When you're sleeping or away from home, who's watching out for intruders?
[01:31:13.925 --> 01:31:15.506]  Check out SimpliSafe.
[01:31:15.506 --> 01:31:19.968]  It's a new do-it-yourself home security system that is completely wireless.
[01:31:19.968 --> 01:31:22.689]  Go to GetSimpliSafe.com.
[01:31:22.689 --> 01:31:25.431]  SimpliSafe is independent and off the grid.
[01:31:25.431 --> 01:31:29.173]  It runs on battery power, so even if the grid goes down, you're protected.
[01:31:29.773 --> 01:31:36.418]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:31:36.418 --> 01:31:38.759]  GetSimplySafe.com.
[01:31:38.759 --> 01:31:46.144]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[01:31:46.144 --> 01:31:50.227]  If you move or need to relocate, you can take the system with you wherever you go.
[01:31:50.227 --> 01:31:57.251]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:31:57.251 --> 01:31:59.413]  Again, that's GetSimplySafe.com.
[01:32:00.594 --> 01:32:02.155]  Your freedoms are on the line.
[01:32:02.155 --> 01:32:03.956]  The Second Amendment is in danger.
[01:32:03.956 --> 01:32:06.297]  How soon before your freedoms are taken away?
[01:32:06.297 --> 01:32:08.019]  What can you not live without?
[01:32:08.019 --> 01:32:09.740]  What is your greatest dependency?
[01:32:09.740 --> 01:32:10.720]  Is it your guns?
[01:32:10.720 --> 01:32:11.661]  Is it your home?
[01:32:11.661 --> 01:32:13.082]  No, it's food.
[01:32:13.082 --> 01:32:15.203]  It all boils down to the food supply.
[01:32:15.203 --> 01:32:18.706]  Tyrannical governments control people by controlling their food supply.
[01:32:18.706 --> 01:32:19.947]  Don't be dependent.
[01:32:19.947 --> 01:32:21.047]  Be self-sufficient.
[01:32:21.047 --> 01:32:22.688]  Don't wait for the government to feed you.
[01:32:22.688 --> 01:32:23.349]  Feed yourself.
[01:32:23.789 --> 01:32:26.031]  I can warn you, but I can't feed you.
[01:32:26.031 --> 01:32:29.573]  Do like Alex has done and get a supply of food from eFoodsDirect.
[01:32:29.573 --> 01:32:32.335]  It's the best long-term storable food on the planet.
[01:32:32.335 --> 01:32:34.676]  Get the popular Mega Patriot Pack free.
[01:32:34.676 --> 01:32:38.319]  A 24-day supply of food plus stove, cook pot, and fuel.
[01:32:38.319 --> 01:32:47.284]  Call 800-409-5633 or go to efoodsdirect.com slash Alex and get up to 20 Mega Patriot Packs free with purchase.
[01:32:47.284 --> 01:32:51.507]  Build your food supply, be in control, be self-sufficient, and be a patriot.
[01:32:52.928 --> 01:32:55.830]  You're listening to the Alex Jones Broadcasting Network.
[01:33:18.490 --> 01:33:19.511]  Ted Nugent joins us.
[01:33:19.511 --> 01:33:22.054]  TedNugent.com if you're just now tuning in again.
[01:33:22.054 --> 01:33:24.397]  I'm Alex Jones with Infowars.com.
[01:33:24.397 --> 01:33:30.324]  Ted, where do you think America will be if people don't stand up and don't take action?
[01:33:30.324 --> 01:33:31.706]  Which is starting to happen.
[01:33:31.706 --> 01:33:38.614]  But if people don't stand up and really get in the face of this tyranny and back it off, because by getting aggressive politically,
[01:33:38.934 --> 01:33:42.235]  With the First Amendment, we won't have to use the second.
[01:33:42.235 --> 01:33:44.076]  But what is your concern?
[01:33:44.076 --> 01:33:49.158]  Because, again, as I said earlier, I had Ron Paul on a few days ago, and he's concerned about civil war.
[01:33:49.158 --> 01:34:02.943]  It appears to a lot of sociologists and people that study this that the leftists want to start some type of conflict and then brand the patriots, as the Homeland Security documents under Obama's state, that Al Qaeda is not the threat.
[01:34:02.943 --> 01:34:05.704]  Now it's gun owners, conservatives, returning veterans.
[01:34:05.704 --> 01:34:07.265]  They're clearly trying to brand it.
[01:34:08.005 --> 01:34:18.653]  A article came out yesterday where Homeland Security is buying drones and in the training video they're going around looking for people selling guns to their neighbors.
[01:34:18.653 --> 01:34:23.117]  So we see that the Patriot American is the new target of Homeland Security.
[01:34:23.117 --> 01:34:28.621]  What can you say about that and how it segues into some of the persecution you've gone through?
[01:34:28.621 --> 01:34:31.083]  Tell us what's been happening to you the last few months.
[01:34:33.131 --> 01:34:34.172]  Many issues there.
[01:34:34.172 --> 01:34:41.897]  Number one, thank you for bringing these things up, because now people can Google and they go to your website, and if you go to TedNugent.com, I would welcome you.
[01:34:41.897 --> 01:34:45.760]  I would love to have you be part of our TedNugent.com Talkback.
[01:34:45.760 --> 01:34:56.428]  We have some hardcore, gung-ho, great American families on my Talkback, on my website, and we get all this latest update, too, and we make sure that we review it.
[01:34:56.428 --> 01:34:57.709]  We got people inside
[01:34:58.069 --> 01:34:58.890]  We're good to go.
[01:35:16.030 --> 01:35:21.571]  It's our duty to participate as we, the people, to ask questions and demand answers.
[01:35:21.571 --> 01:35:25.052]  And we got this far down the totem pole.
[01:35:25.052 --> 01:35:37.034]  We've gotten this bad off, and we've been abused, and the corruption has gotten this outrageous because so many Americans were disengaged, they bent over, and they couldn't believe that a government would hurt someone.
[01:35:37.034 --> 01:35:42.495]  I'll never forget the interview with the lady who was in Rwanda checking out some gorillas or something.
[01:35:42.495 --> 01:35:45.036]  And I mean the real gorillas, not the guerrilla fighters.
[01:35:45.516 --> 01:35:45.976]  We're good to go.
[01:36:07.128 --> 01:36:13.753]  Soliceness has horribly taken place and taken root and metastasized here in America.
[01:36:13.753 --> 01:36:25.703]  So I know about the drones, I know about the militarization of law enforcement, but I'm not going to guess what might happen if Obama's dream of tyranny comes true.
[01:36:25.703 --> 01:36:28.065]  I believe that more and more people are waking up
[01:36:28.741 --> 01:36:45.728]  I believe that more and more people are communicating these serious issues about accountability and what happened in Benghazi and Fast and Furious, the crime of Obamacare, the abuse of power and the corruption, the absolute proven lies of every word out of this president's mouth.
[01:36:46.308 --> 01:36:58.974]  With the President's mouth at the last State of the Union address, I believe that we are going to vote these bastards out, that we're going to demand accountability like they did in the ultra-liberal hell zone of Michigan with the Governor Rick Snyder.
[01:36:58.974 --> 01:37:03.536]  Now we've got a Republican, he's not a conservative, but he's way better than Jennifer Granholm.
[01:37:03.536 --> 01:37:06.997]  Scott Walker, huge upgrade in Wisconsin.
[01:37:06.997 --> 01:37:13.400]  I travel and I still rock and roll and my tour will take me to every state and every major city across America again.
[01:37:14.000 --> 01:37:21.753]  Fifty years in a row now, and when I communicate with people, Alex, I'm here to bring great, great upgrade to your attention.
[01:37:21.753 --> 01:37:26.480]  People are waking up, and we are going to take this country back at the voting booth.
[01:37:26.480 --> 01:37:27.702]  That's how we're going to do it.
[01:37:28.015 --> 01:37:30.496]  Well, listen, I'm not bragging about this.
[01:37:30.496 --> 01:37:39.778]  When I tell these stories, it's because it's important for people to know, I can now go anywhere in the country and can't walk 10 feet down a street without listeners stopping.
[01:37:39.778 --> 01:37:42.538]  And I'm just, you know, a little guy in all this.
[01:37:42.538 --> 01:37:49.000]  And I went to a restaurant in Wimberley, Texas, Saturday, and there were only about 10 tables.
[01:37:49.000 --> 01:37:53.021]  And almost every table came over and wanted photos and were listeners.
[01:37:53.681 --> 01:37:55.241]  And I know you get the same response.
[01:37:55.241 --> 01:37:56.482]  It's what you're saying.
[01:37:56.482 --> 01:38:01.403]  It's exponential how many people are awake of every race, color and creed.
[01:38:01.403 --> 01:38:02.063]  It's exciting.
[01:38:02.063 --> 01:38:06.304]  And I think the key to all this is saying, look, they want our guns to enslave us.
[01:38:06.304 --> 01:38:07.724]  They're liars.
[01:38:07.724 --> 01:38:08.484]  They're tyrants.
[01:38:08.484 --> 01:38:09.925]  Just calling it like it is.
[01:38:09.925 --> 01:38:12.165]  People are so hungry for that.
[01:38:12.165 --> 01:38:14.206]  And if we just go past the hoax,
[01:38:15.046 --> 01:38:18.228]  That, oh, we're supposed to stand down and compromise.
[01:38:18.228 --> 01:38:20.129]  The other side never gives in.
[01:38:20.129 --> 01:38:21.590]  They just tell us to compromise.
[01:38:21.590 --> 01:38:22.791]  Then, as you said, we bend over.
[01:38:22.791 --> 01:38:24.132]  But let's talk about this.
[01:38:24.132 --> 01:38:27.194]  I talked to you off air when you called in on the Sunday show.
[01:38:27.194 --> 01:38:30.456]  You said, oh, man, next time I come on, I'll tell you about the crap I've been going through.
[01:38:31.496 --> 01:38:55.481]  I think it's important to talk about how they spun what you said and some of the things that have happened to you and how they're trying to go after you because if they can take down Ted Nugent, somebody who's actually alive, whose heart is beating, and if they can demonize that, if we don't stand behind Ted Nugent, even if people don't 100% agree with you out there, they've got to stand behind you in the First Amendment because if they can take you down, kind of the guy up there on the point,
[01:38:56.141 --> 01:39:06.205]  I mean, Second Amendment, you think of Ted Nugent and George Washington, and then down the road, maybe Alex Jones and Ron Paul and the NRA, but I mean, let's say it, you're Mr. Second Amendment.
[01:39:06.205 --> 01:39:10.567]  I mean, buddy, I know you got the Second Amendment, but I hope you got bodyguards.
[01:39:10.567 --> 01:39:12.728]  You really are front and center.
[01:39:12.728 --> 01:39:13.589]  Have you realized that?
[01:39:14.209 --> 01:39:14.449]  I have.
[01:39:14.449 --> 01:39:24.132]  Over the years, I realized that when it comes to absolutely defining the God-given right to keep and bear arms, I've been on the forefront forever.
[01:39:24.132 --> 01:39:32.075]  And now people are realizing that the reason I'm considered an extremist and a zealot is because the concept of having a free people was very extreme.
[01:39:33.482 --> 01:39:35.303]  Yeah, the system demonizes the founders.
[01:39:35.303 --> 01:39:36.584]  The system demonizes the founders.
[01:39:36.584 --> 01:39:39.306]  So I'm saying, you're Mr. Second Amendment.
[01:39:39.306 --> 01:39:40.887]  Tell us about the persecution.
