[00:00:05.738 --> 00:00:06.938]  They fled from tyranny.
[01:18:24.144 --> 01:18:33.213]  We have discovered a national trend where government is demonstrating a clear double standard in their treatment of citizens versus illegal aliens.
[01:18:34.054 --> 01:18:37.657]  Citizens are arrested if they don't have insurance or driver's license.
[01:18:38.218 --> 01:18:39.139]  Illegals are not.
[01:18:39.700 --> 01:18:46.706]  Illegal aliens don't have to have a valid form of identification to set up a bank account or get a car loan, while citizens do.
[01:18:47.864 --> 01:18:52.389]  The government also subsidizes the illegals via welfare at taxpayer expense.
[01:18:52.829 --> 01:19:00.618]  This is not done to help the illegals, but to subsidize the large corporations that employ them in an ongoing war against the middle class.
[01:19:02.339 --> 01:19:06.424]  But selective enforcement got even worse in Seattle, Washington.
[01:19:08.086 --> 01:19:13.351]  Tens of thousands of demonstrators took to the streets, demanding amnesty for 30 million illegal aliens.
[01:19:13.772 --> 01:19:20.218]  Despite the fact that many of them were undocumented, they were afforded the First Amendment right to speech and expression.
[01:19:21.039 --> 01:19:31.589]  Apparently, taking over downtown Seattle, Washington, while waving Mexican flags and screaming La Raza, was not enough for them.
[01:19:32.705 --> 01:19:40.531]  Of course, in Mexico, most demonstrations are broken up by the parasitic police force firing machine guns into crowds killing people.
[01:19:41.011 --> 01:19:48.377]  But that didn't stop them from demanding the police physically stop an American citizen from engaging in his own silent protest.
[01:19:49.818 --> 01:19:58.665]  Josh Moore shot this video on a small still camera while riding his motorcycle and was stuck in traffic for more than an hour due to the protest.
[01:20:03.519 --> 01:20:16.246]  The police did not arrest a protester who assaulted the driver through his sunroof as the crowd cheered.
[01:20:19.427 --> 01:20:27.552]  Nor did they stop the protesters as they bashed out his window and kneed, punched and kicked his car in plain view of the police.
[01:20:30.569 --> 01:20:42.316]  A plainclothes police officer then gave uniformed police the order to arrest the citizen who had since complied with the officer's directive to suppress his First Amendment rights.
[01:20:43.176 --> 01:20:49.840]  The commanding officer claps and cheers along with the predominantly foreign mob as the citizen is arrested.
[01:20:52.239 --> 01:21:00.861]  I wonder if the plainclothes detective knows that siding with foreigners while arresting a citizen for their political speech is treason.
[01:21:05.322 --> 01:21:15.545]  The man is clearly not resisting, but the Seattle police are determined to teach him that free speech is only reserved for servants and dukes of the New World Order.
[01:21:19.775 --> 01:21:24.638]  They said by the time they took him away there was a huge pool of blood on the ground.
[01:21:27.879 --> 01:21:33.242]  The police slammed his face with full force into the concrete.
[01:21:34.143 --> 01:21:41.927]  The officer then grunted with exertion and drove his face forward over the street with sadistic pleasure.
[01:21:43.348 --> 01:21:48.911]  The plainclothes officer then allows the protesters to pose with their bleeding trophy
[01:21:49.875 --> 01:21:50.455]  Now you're bleeding.
[01:21:50.475 --> 01:21:51.235]  Now you're bleeding, punk.
[01:21:51.255 --> 01:21:51.936]  What's it like, bitch?
[01:22:11.124 --> 01:22:20.115]  We later learned that the Seattle police had filled paddy wagons that day with American citizens who had tried to peacefully picket the event.
[01:22:44.651 --> 01:22:54.527]  When the then President of Mexico, Vicente Fox, came to Austin, Texas in 2003, the police did their job and protected free speech, unlike the traitors in Seattle.
[01:22:57.290 --> 01:23:01.352]  The leader of the narco-terrorist state was traveling throughout the U.S.
[01:23:01.552 --> 01:23:04.614]  and being welcomed at every stop by governors and mayors.
[01:23:05.054 --> 01:23:12.898]  Fox was in Austin ostensibly to give an award to the Austin Police Department for breaking federal law and not arresting illegal aliens.
[01:23:14.919 --> 01:23:23.423]  Mexican Secret Service attempted to boss the media around but backed off when they realized that this country still had some freedom.
[01:23:29.258 --> 01:23:32.849]  I think we're going to have to take this off.
[01:23:38.294 --> 01:23:45.818]  Fox was scheduled to spew his propaganda and meddle in our affairs during a 30-minute press conference outside of the governor's mansion.
[01:23:46.278 --> 01:23:57.203]  Governor Perry and Fox were forced to cut their conference short after only two minutes because of protesters bowling at the gates.
[01:24:09.087 --> 01:24:09.407]  We're good to go.
[01:24:44.500 --> 01:24:47.683]  Good evening to you, and thank you for joining us tonight.
[01:24:47.763 --> 01:24:48.583]  I'm Christine Haas.
[01:24:48.784 --> 01:24:49.644]  And I'm Ron Oliveira.
[01:24:49.664 --> 01:24:51.126]  This is KVUE News at 10.
[01:24:51.546 --> 01:24:57.732]  Mexican President Vicente Fox is now in Austin, arriving at the governor's mansion amid very tight security tonight.
[01:24:58.192 --> 01:25:01.455]  KVUE's Chris Gutierrez is live at the mansion with tonight's top story.
[01:25:01.515 --> 01:25:01.796]  Chris?
[01:25:02.296 --> 01:25:06.040]  Ron, Mr. Fox and Governor Perry addressed the media for about 10 minutes tonight.
[01:25:06.720 --> 01:25:10.481]  Now they plan on talking about issues that affect both Texas and Mexico.
[01:25:10.901 --> 01:25:16.442]  Things like education, water resources, expanding trade, and of course, immigration issues.
[01:25:17.582 --> 01:25:31.085]  We are here because we want to strengthen our relationship, both in political terms, in economic terms,
[01:25:32.353 --> 01:25:54.012]  We are here to be close to our paisanos, those Mexicans that diligently, with great passion, work every day to contribute to a better being of the United States, a better being of Texas, a better being of Mexico.
[01:25:59.008 --> 01:26:01.369]  Tonight is about renewing old friendships.
[01:26:01.489 --> 01:26:03.550]  It's about spending time with our friends.
[01:26:04.011 --> 01:26:08.373]  It's about our being together and enjoying a friendship.
[01:26:08.793 --> 01:26:24.642]  We are very enthusiastic about this visit, which we know is going to be very productive because we have many issues on the agenda that we are going to
[01:26:26.440 --> 01:26:27.904]  Have conversations of money.
[01:26:28.866 --> 01:26:32.013]  I am sure is going to be a great day tomorrow.
[01:26:33.582 --> 01:26:39.405]  Now, that voice you heard yelling in the background during President Fox's speech was that of activist Alex Jones.
[01:26:39.865 --> 01:26:46.289]  Jones says he wants Perry to keep Mexican immigrants out of Texas because he thinks they're taking too many American jobs.
[01:26:46.589 --> 01:26:51.672]  We have record immigration, illegal immigration in the history of the world!
[01:26:52.212 --> 01:26:53.993]  In the history of the world!
[01:26:54.553 --> 01:26:56.955]  We cannot assimilate this many people!
[01:26:57.255 --> 01:27:01.117]  And the government is teaching them to be balkanized with an infomercial,
[01:27:02.456 --> 01:27:03.418]  To control us!
[01:27:03.798 --> 01:27:05.140]  It's divide and conquer!
[01:27:05.460 --> 01:27:07.703]  And it finally destroyed the Roman Empire!
[01:27:07.963 --> 01:27:10.186]  And we're following that same path now!
[01:27:10.786 --> 01:27:19.197]  Even after leaving office in 2006, Vicente Fox has toured the United States, calling for amnesty and North American integration.
