[00:00:00.009 --> 00:00:01.755]  Just direct from Austin.
[02:18:32.523 --> 02:18:37.106]  So it's really a bizarre situation, almost like a Mexican standoff.
[02:18:37.796 --> 02:18:42.658]  Well, I think we're going to have to attack the media as the first line of Obama defense.
[02:18:43.318 --> 02:18:46.380]  The media serves as his pawns or as his bishops.
[02:18:47.200 --> 02:18:48.600]  We're going to have to go after the media.
[02:18:48.620 --> 02:18:50.421]  We're going to have to support media like you.
[02:18:50.481 --> 02:18:58.344]  And I'm not patronizing you, Alex, but we're going to have to begin to listen to sources like you and other sources that are out there.
[02:18:58.745 --> 02:19:01.786]  But we're going to have to attack as the first line of defense.
[02:19:02.506 --> 02:19:06.808]  All of the media, whether it's conservative or liberal media, they all do the exact same thing.
[02:19:07.509 --> 02:19:07.929]  I agree.
[02:19:29.469 --> 02:19:29.949]  No, you're right.
[02:19:30.009 --> 02:19:31.810]  It's the idea of the loyal opposition.
[02:19:32.211 --> 02:19:41.956]  When those guys are all part of the same power structure, and they're all so scared, I mean, those big people, it's really hard for people that are already part of the system to stand up.
[02:19:42.336 --> 02:19:44.257]  But look at how they're going after Ted Cruz and Rand Paul.
[02:19:44.518 --> 02:19:46.699]  You can always tell who's real by who they attack.
[02:19:47.898 --> 02:19:48.679]  You absolutely can.
[02:19:49.019 --> 02:19:58.886]  And I think that if we began to work on that strategy and look at how the politicians are attacking, look at what Fox News does, or what the liberal or whatever the MPC does.
[02:19:59.387 --> 02:20:05.632]  If we began to consider that if we're going to have a revolution, let's do it the way Obama has taken the nation.
[02:20:06.472 --> 02:20:10.575]  The facts are in.
[02:20:10.755 --> 02:20:11.875]  The studies are legion.
[02:20:12.156 --> 02:20:19.520]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[02:20:19.660 --> 02:20:23.102]  So why are the social engineers adding it to the water?
[02:20:23.482 --> 02:20:23.882]  Simple.
[02:20:24.042 --> 02:20:28.505]  Dumb down the host population that the parasitic technocracy is feeding on.
[02:20:28.765 --> 02:20:34.229]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[02:20:34.489 --> 02:20:50.499]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation, fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[02:20:50.819 --> 02:20:55.041]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[02:20:55.381 --> 02:20:57.222]  I use Fluoride Shield every day.
[02:20:57.542 --> 02:21:02.844]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[02:21:03.104 --> 02:21:07.366]  Let's start cleansing our bodies now and support the Info War at the same time.
[02:21:07.506 --> 02:21:08.787]  That's InfoWarsLife.com.
[02:21:10.067 --> 02:21:16.251]  Ladies and gentlemen, America is more dangerous than ever with nine million property crimes last year.
[02:21:16.691 --> 02:21:18.652]  Crimes are happening every day.
[02:21:19.152 --> 02:21:21.814]  Be proactive and protect your home and family.
[02:21:22.194 --> 02:21:26.877]  SimpliSafe home security system helps guard against criminals, thugs and thieves.
[02:21:27.257 --> 02:21:32.640]  Listen, SimpliSafe is the absolute best alarm system and company in America today.
[02:21:32.960 --> 02:21:33.741]  Here's why.
[02:21:34.021 --> 02:21:36.302]  We offer a 60-day money-back guarantee.
[02:21:36.623 --> 02:21:37.263]  It's affordable.
[02:21:37.643 --> 02:21:41.826]  No contracts to sign and is built with the latest wireless technology.
[02:21:42.126 --> 02:21:47.910]  SimpliSafe protects the ones you love the most, even if a criminal cuts your power and phone lines.
[02:21:48.190 --> 02:21:52.853]  When you order today, you'll receive a 10% discount along with a free keychain remote.
[02:21:53.073 --> 02:21:53.514]  Don't wait!
[02:21:53.734 --> 02:21:56.256]  This offer is only valid through January 31st.
[02:21:56.456 --> 02:22:00.739]  Take advantage of this special discount offer at GetSimpliSafe.com.
[02:22:01.019 --> 02:22:03.080]  That's GetSimpliSafe.com.
[02:22:03.280 --> 02:22:07.303]  Protect your home and family now at GetSimpliSafe.com.
[02:22:09.181 --> 02:22:14.182]  We all know that Berkey Water Purification Systems are the most trusted name in water filtration.
[02:22:14.382 --> 02:22:23.524]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey Water Filtration Systems.
[02:22:23.744 --> 02:22:37.787]  The Berkey Light Systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[02:22:38.067 --> 02:22:46.020]  Order the Berkey Light System today, complete with two black Berkey elements for only $231, and the Berkey Guy will ship your order free of charge.
[02:22:46.220 --> 02:22:51.769]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
[02:22:53.191 --> 02:22:55.332]  That's over 30% off the retail price.
[02:22:55.552 --> 02:22:56.473]  Call the Berkey guy at 1-877-886-3653.
[02:22:56.493 --> 02:22:56.693]  That's 1-877-886-3653.
[02:22:56.713 --> 02:22:57.473]  Or order online at GoBerkey.com.
[02:22:57.513 --> 02:22:58.214]  That's GoBerkey.com today!
[02:23:09.417 --> 02:23:14.481]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[02:23:15.161 --> 02:23:22.727]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[02:23:23.487 --> 02:23:25.349]  These aren't ordinary seeds.
[02:23:25.809 --> 02:23:34.656]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[02:23:35.296 --> 02:23:40.398]  These survival seeds are actually more valuable than gold in a crisis.
[02:23:41.258 --> 02:23:53.242]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[02:23:53.922 --> 02:23:55.522]  First come, first served.
[02:23:55.923 --> 02:23:56.803]  Just cover shipping.
[02:23:57.463 --> 02:24:03.790]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[02:24:04.170 --> 02:24:04.911]  That's 123freeseeds.com.
[02:24:30.430 --> 02:24:32.392]  This is a short segment.
[02:24:33.193 --> 02:24:37.076]  And then we have Pastor James David Manning joining us for part of the next.
[02:24:37.096 --> 02:24:40.299]  Then we have a bunch of big news I've got to get to.
[02:24:40.319 --> 02:24:44.302]  But I tell you, if I lived in Harlem, I know whose church I'd be going to.
[02:24:44.322 --> 02:24:48.646]  If we had more preachers in this country like Pastor Manning, we would not be in the shape we are.
[02:24:49.107 --> 02:24:55.692]  People have just become so complacent they've got to find their spirit of resistance before things really go to hell in a handbasket.
[02:24:55.732 --> 02:24:56.933]  Because Homeland Security
[02:24:57.814 --> 02:25:03.096]  All of these top generals and colonels at the Navy War College, the Army War College, you name it, West Point.
[02:25:03.576 --> 02:25:07.777]  We have links to it up on Infowars.com or saying we're preparing for war with gun owners.
[02:25:07.817 --> 02:25:09.137]  We're going to come after you.
[02:25:09.457 --> 02:25:11.238]  We will take your gun from your cold dead hand.
[02:25:11.658 --> 02:25:15.339]  And the military is totally waking up because they're being told prepare for war with America.
[02:25:16.139 --> 02:25:17.840]  So I think they've miscalculated.
[02:25:17.880 --> 02:25:18.720]  I mean, the military.
[02:25:19.660 --> 02:25:21.761]  He's not afraid to go to war.
[02:25:22.881 --> 02:25:30.284]  And, uh, I mean, the military people I know that are multi-generation military are the most honorable people in my family.
[02:25:30.944 --> 02:25:32.665]  And let me tell you, they're not looking for a fight, folks.
[02:25:32.685 --> 02:25:34.045]  They're very sad about everything.
[02:25:34.085 --> 02:25:38.047]  But now the resolve is beginning to be, OK, it's going to be a civil war.
[02:25:40.111 --> 02:25:42.213]  I just feel sorry for the police and all the idiots.
[02:25:42.233 --> 02:25:45.617]  They're going to be part of the New World Order who want to have this civil war.
[02:25:45.637 --> 02:25:47.499]  I mean, look at this headline.
[02:25:47.579 --> 02:25:51.022]  Colonel who vowed to disarm Americans works with Homeland Security.
[02:25:51.062 --> 02:25:52.243]  He teaches at West Point.
[02:25:53.204 --> 02:25:58.129]  And it says, oath-violating colonel also made veiled death threats against bloggers.
[02:25:58.530 --> 02:26:02.133]  Well, my goodness, if you read his article in Esquire, it sounds like a little kid.
[02:26:02.794 --> 02:26:06.518]  Like, oh yeah, we'll kill you, we got the army, we're big, we're tough.
[02:26:07.219 --> 02:26:11.082]  I mean, this is obviously somebody who I don't think has seen a lot of combat, or he's nuts.
[02:26:11.643 --> 02:26:20.252]  Because all the combat vets I know, and I mean special forces people, I mean people that have been in 28 years and seen stuff, I mean, just unbelievable, they would never...
[02:26:22.159 --> 02:26:26.301]  I mean, I know people that have worked in and around the boys from Virginia.
[02:26:26.342 --> 02:26:27.522]  And I don't mean the CIA.
[02:26:27.562 --> 02:26:31.745]  The Virginia boys are like plainclothes military above Delta Force.
[02:26:32.865 --> 02:26:35.647]  And all I can... Pastor Manning, I've got you here to talk.
[02:26:35.667 --> 02:26:36.608]  We've got four minutes until break.
[02:26:36.628 --> 02:26:37.208]  I'm going to shut up.
[02:26:37.788 --> 02:26:38.829]  You hear what I'm saying.
[02:26:38.969 --> 02:26:40.430]  This is getting so bad.
[02:26:41.911 --> 02:26:44.392]  Do you think Obama's bit off more than he can chew?
[02:26:44.832 --> 02:26:47.134]  Or do you think that this is part of the plan?
[02:26:47.874 --> 02:26:48.515]  Oh, absolutely not.
[02:26:48.555 --> 02:26:50.457]  He has not been enough more than he can chew.
[02:26:51.198 --> 02:26:55.824]  And I think his plan is in place and working right now perfectly.
[02:26:55.844 --> 02:26:58.608]  The problem is that we've got to deal with this.
[02:26:58.828 --> 02:27:01.872]  We're in the game very late.
[02:27:01.992 --> 02:27:03.634]  And if there is a military coup,
[02:27:04.708 --> 02:27:11.192]  I know there are many generals and people within the military who recognize what's happening to this nation and would love to be able to save it.
[02:27:11.712 --> 02:27:16.736]  But I don't think they're going to get the kind of support that they need in order to be able to do it.
[02:27:16.976 --> 02:27:23.580]  And I don't think that a coup in the military would deliver us from the economic power.
[02:27:24.486 --> 02:27:25.747]  That Obama is possessing.
[02:27:26.248 --> 02:27:31.312]  And there's another thing that we're not observing as well in terms of the social and racial issue.
[02:27:31.752 --> 02:27:36.076]  I'm becoming very concerned about Obama's alliance with Pope Francis.
[02:27:36.216 --> 02:27:47.785]  I'm very concerned about them walking along the same social, if you will, liberal path that destroys the integrity of the Word of God and puts these two powers together.
[02:27:47.805 --> 02:27:53.230]  Alex, I'm very concerned about that and whether a military response can handle where we are right now.
[02:27:54.505 --> 02:27:55.005]  I hear you.
[02:27:55.686 --> 02:28:02.672]  No, I'm just, we're just, I can't believe that the president has become a dictator and they're starting to have a few hearings but it's still not a big deal.
[02:28:02.692 --> 02:28:05.354]  I mean, because this is what happens historically.
[02:28:05.894 --> 02:28:13.060]  Countries get to where they put up with evil and then we empower the dictator to become a Hitler or a Mao.
[02:28:14.001 --> 02:28:15.923]  Pastor Manning, do you think we can turn this around?
[02:28:16.749 --> 02:28:20.650]  I'm confident that we can, but we must acknowledge what I said just a few moments ago.
[02:28:20.990 --> 02:28:24.011]  We're late to the game, but we have the majority on our side.
[02:28:24.051 --> 02:28:25.511]  We have the morality on our side.
[02:28:25.771 --> 02:28:28.212]  We have all of the issues that we need on our side.
[02:28:28.252 --> 02:28:31.353]  We just need to acknowledge what they are and put together a plan.
[02:28:31.613 --> 02:28:34.574]  Obama has been planning this with the New World Order and others for years.
[02:28:34.654 --> 02:28:35.734]  We're late to the game.
[02:28:35.774 --> 02:28:36.814]  We're just getting in here.
[02:28:37.055 --> 02:28:39.075]  But we can win, and we can win handily.
[02:28:39.455 --> 02:28:40.695]  There's no way we should be defeated.
[02:28:40.956 --> 02:28:46.057]  So yes, but we need to get started, and we need to get started immediately, if not beyond before that.
[02:28:46.297 --> 02:28:51.431]  Well you say not use their tactics but beat them knowing their game.
[02:28:51.692 --> 02:28:52.694]  What's your idea?
[02:28:53.376 --> 02:28:55.498]  Well, as I said before, we've got to take down the media, Alex.
[02:28:55.918 --> 02:29:07.349]  I mean, we have got to take down what I refer to as the tongue-in-head media, because they've got people pacified into thinking that Washington Republicans or whoever, or politicians, are going to solve our problems.
[02:29:07.629 --> 02:29:16.478]  We've got to stop people from thinking that, wake them up to the fact that they need to get into the streets, not necessarily with arms or with margins, but they need to get into the program
[02:29:17.486 --> 02:29:23.149]  Of looking at what can we do economically, socially, and racially to bring this nation back together again.
[02:29:23.490 --> 02:29:31.454]  And once they recognize that Washington is not going to solve it, that it must be done by grassroots movement, at least we'll have a start at that present time.
[02:29:31.695 --> 02:29:41.821]  And what we'll also discover is that Obama's power is not as great as one would think that it is if the people that know the truth simply rise up.
[02:29:42.521 --> 02:29:45.023]  Sure, well somebody can kick your butt if you lay down and let them.
[02:29:45.043 --> 02:29:45.983]  Absolutely.
[02:29:46.163 --> 02:29:47.144]  We just gotta stand up.
[02:29:47.184 --> 02:29:52.947]  I want to come back and go over some issues with you and pick your brain, because I'll tell you, you are just really a smart guy.
[02:29:52.967 --> 02:29:54.448]  And I mean that seriously.
[02:29:54.988 --> 02:29:58.410]  Pastor Manning really saw stuff long before I did.
[02:29:58.870 --> 02:29:59.751]  We're on the march.
[02:30:00.271 --> 02:30:01.852]  The Empire's on the run.
[02:30:02.792 --> 02:30:05.474]  Alex Jones and the GCN Radio Network.
[02:30:09.480 --> 02:30:11.121]  Introducing Pro-1.
[02:30:11.361 --> 02:30:14.883]  All of your filtration in one system, portable, on-the-go.
[02:30:15.023 --> 02:30:19.426]  No more do you have two or three filters to just reduce sodium fluoride.
[02:30:19.566 --> 02:30:25.550]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[02:30:25.670 --> 02:30:36.476]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[02:30:36.656 --> 02:30:42.960]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[02:30:43.140 --> 02:31:00.151]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[02:31:00.471 --> 02:31:04.874]  Get your Pro-Pure with the new Pro-1 filters today at infowarstore.com.
[02:31:05.054 --> 02:31:07.435]  We're by calling 888-253-3139.
[02:31:09.196 --> 02:31:13.777]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[02:31:13.917 --> 02:31:16.879]  Why do we have the highest cancer rates on the planet?
[02:31:17.039 --> 02:31:22.281]  The highest rates of diabetes, autism, and every other major disease.
[02:31:22.601 --> 02:31:24.261]  It all comes down to one thing.
[02:31:24.542 --> 02:31:25.862]  We are what we eat.
[02:31:26.162 --> 02:31:28.063]  Our food is devoid of nutrition.
[02:31:28.243 --> 02:31:29.144]  We're good to go.
[02:31:53.843 --> 02:31:59.672]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[02:31:59.932 --> 02:32:05.861]  When you visit Infowarshealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[02:32:06.101 --> 02:32:08.605]  And get free shipping when you sign up for AutoShip.
[02:32:09.045 --> 02:32:18.048]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[02:32:18.128 --> 02:32:26.311]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:32:26.511 --> 02:32:31.214]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:32:31.394 --> 02:32:38.119]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[02:32:38.179 --> 02:32:45.264]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[02:32:45.364 --> 02:32:52.229]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[02:32:52.389 --> 02:32:56.732]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[02:32:56.852 --> 02:33:00.114]  Available in original or with our immune support infusion blend.
[02:33:00.254 --> 02:33:06.379]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[02:33:06.539 --> 02:33:08.240]  Available at Infowarslife.com.
[02:33:13.663 --> 02:33:17.646]  Resistance to tyrants is obedience to God.
[02:33:17.706 --> 02:33:19.567]  It's Alex Jones.
[02:33:19.688 --> 02:33:21.829]  You can run all
[02:33:28.169 --> 02:33:32.871]  This is the perfect song for Obama.
[02:33:33.271 --> 02:33:36.452]  I'll let it roll for a minute.
[02:33:50.437 --> 02:34:04.902]  You can see the masterly evil of the establishment grooming Obama, we now know from a very young age, just like it's out of a horror movie, where they're grooming, you know, the Antichrist.
[02:34:05.202 --> 02:34:06.642]  It's Rosemary's Baby.
[02:34:07.182 --> 02:34:17.446]  It really is the stuff of legend, how his whole family's CIA, Pastor Manning's had the CIA and FBI come to his office and threaten him.
[02:34:18.394 --> 02:34:19.334]  We've had the same thing.
[02:34:20.335 --> 02:34:22.216]  FBI, Secret Service, you name it.
[02:34:23.136 --> 02:34:24.456]  All sorts of things behind the scenes.
[02:34:24.516 --> 02:34:29.659]  I mean, the minute, the minute they can, folks, they want to come after everybody and basically force a civil war.
[02:34:30.139 --> 02:34:31.799]  That's probably going to be their plan.
[02:34:33.300 --> 02:34:37.722]  And we just need to not have it happen.
[02:34:38.202 --> 02:34:45.965]  And again, it sounds real wimpy on air to say, you know, I don't want a military coup or I think we should lay down to an attack by these people.
[02:34:48.115 --> 02:34:50.241]  This isn't about a military fight.
[02:34:52.005 --> 02:34:56.576]  If we don't respond when they attack us in the first wave of a purge...
[02:34:58.346 --> 02:35:01.407]  Even with a controlled press, the message will get out that they did it.
[02:35:01.427 --> 02:35:02.068]  But here's the deal.
[02:35:02.348 --> 02:35:03.468]  They're not going to do that.
[02:35:04.088 --> 02:35:09.771]  If they try a purge, they will blow up federal buildings filled with daycare children.
[02:35:10.431 --> 02:35:12.972]  We know the names of who did Oklahoma City.
[02:35:13.332 --> 02:35:18.354]  I've interviewed the police officers, the head of the K-9 unit, Don Browning, from Oklahoma City.
[02:35:19.014 --> 02:35:20.095]  He knew the feds did it.
[02:35:20.335 --> 02:35:21.555]  They came to his office.
[02:35:21.595 --> 02:35:22.816]  He's listed their names on there.
[02:35:23.136 --> 02:35:25.417]  And said, we're going to kill you and your wife if you don't shut up.
[02:35:26.874 --> 02:35:30.455]  By the way, I got death threats when I had him on, and I mean the real ones.
[02:35:31.915 --> 02:35:35.856]  Because you know the people that did that run the Justice Department right now.
[02:35:36.336 --> 02:35:41.998]  And again, I literally, it's like stepping on the edge of a cliff whenever I get on air and talk about this kind of stuff, okay?
[02:35:44.438 --> 02:35:50.720]  So when I say we need to have restraint, it's not that I'm not willing to get in a fight, it's that not going to hurt the New World Order.
[02:35:52.483 --> 02:35:54.545]  to have a shootout with the state police.
[02:35:54.805 --> 02:35:59.329]  We've got, before we're going to kill these people, we really need to go out and try to wake them up.
[02:35:59.389 --> 02:36:07.236]  That's the point, and that's what Manning's getting at, is we have got to absolutely reach out to police and military right now.
[02:36:07.797 --> 02:36:09.098]  The military has really woken up.
[02:36:09.138 --> 02:36:11.901]  Police are starting to, but they kind of pick them to where they'll follow orders.
[02:36:12.561 --> 02:36:15.564]  So that they see the rest of the story and get uncompartmentalized.
[02:36:15.844 --> 02:36:18.666]  Now Manning, Pastor Manning, I want to give you the last 6-7 minutes here.
[02:36:18.927 --> 02:36:19.607]  You've got the floor.
[02:36:19.647 --> 02:36:20.608]  Don't pause for me.
[02:36:21.189 --> 02:36:23.210]  Any other ideas how we turn this around?
[02:36:23.230 --> 02:36:24.351]  Where you see this going?
[02:36:28.195 --> 02:36:31.057]  Maybe citizens that are at Obama events yell out things.
[02:36:31.798 --> 02:36:33.659]  Little stuff like, you're a liar in Congress.
[02:36:33.959 --> 02:36:34.420]  We don't know.
[02:36:34.440 --> 02:36:37.763]  There's all sorts of little things that could bring down the facade.
[02:36:38.442 --> 02:36:49.024]  Well, when we talk about a coup and a military confrontation, we have to keep in mind that Obama comes from a very violent background, though he tries to present himself as the boy next door.
[02:36:49.584 --> 02:36:55.146]  Obama's the product of Bill Ayers and Bernardine Dorn and all that weather underground crowd.
[02:36:55.186 --> 02:36:58.166]  He comes from a very violent background.
[02:36:58.306 --> 02:36:59.267]  Keep that in mind.
[02:36:59.827 --> 02:37:03.247]  His association with Islam is very violent.
[02:37:03.568 --> 02:37:05.448]  But I think in terms of strategy, Alex,
[02:37:06.475 --> 02:37:15.398]  One of the things that we probably would look at after we take down the media, and we need to do that, because without that we're going to continually be beat by Obama.
[02:37:15.778 --> 02:37:17.678]  We need to go after Obamacare.
[02:37:17.779 --> 02:37:19.159]  That is McKinley's heel.
[02:37:19.679 --> 02:37:26.881]  It's a massive tax program that's unconstitutional, that's socialist, that's communist at its core.
[02:37:27.441 --> 02:37:32.083]  But he needs young people to be able to register and be a part of that process.
[02:37:32.783 --> 02:37:35.764]  If young people don't register, Obamacare falls apart.
[02:37:36.628 --> 02:37:43.492]  Now, the whole business with the rollout and the fact that the computer did not work, they're going to get that together at some point in time.
[02:37:44.012 --> 02:37:59.300]  But if we can go out and launch a national campaign with a broadcast such as yours and others to reach young people that they don't sign up, that they're not cowed into signing up for Obamacare, if that can happen, then the whole thing falls apart.
[02:38:00.129 --> 02:38:05.355]  Because at that point, Obama will not have the financing to be able to keep Obamacare alive.
[02:38:05.996 --> 02:38:10.861]  And what he'll have to do at that point is do something more dictatorial than he's doing right now.
[02:38:11.402 --> 02:38:15.807]  So I would suggest that what we would do, number one, is take down the media.
[02:38:16.127 --> 02:38:17.789]  Number two is take down Obamacare.
[02:38:18.250 --> 02:38:20.272]  And doing it through the people, pardon me,
[02:38:21.041 --> 02:38:28.242]  Just doing it through the young people who don't want Obamacare, and then turning them around against him.
[02:38:28.723 --> 02:38:31.943]  Because they were all for him at one point in time, but not anymore.
[02:38:32.223 --> 02:38:34.184]  And they're definitely not going to sign up for Obamacare.
[02:38:34.484 --> 02:38:46.086]  If we do those two things, at least we'll begin to put a crack in his armor, and begin to educate the people, and we can take him down economically the way he's trying to take us down economically and emotionally.
[02:38:48.001 --> 02:39:06.340]  Again, you paused for me to interject, but everything you're saying is just spot on with the research and great ideas, and I just thank God for your leadership and many others, and I wish there were more people out there who understood all these different nuances, because it's scary to know people are waking up, but that there's not that many prominent people that are willing to...
[02:39:07.661 --> 02:39:11.026]  ...come up with a battle plan, but let me ask you this question.
[02:39:11.046 --> 02:39:18.237]  I've noticed evil loves to betray its own minions, historically, and I don't understand that as a person that doesn't know betrayal.
[02:39:18.257 --> 02:39:21.621]  I don't like betraying even people that are enemies and bad.
[02:39:21.641 --> 02:39:22.743]  In fact, crushing them...
[02:39:23.844 --> 02:39:26.586]  It feels like a betrayal, even though I'm not betraying them.
[02:39:26.606 --> 02:39:27.667]  I'm standing up for myself.
[02:39:28.047 --> 02:39:30.769]  But with Obama, he loves... I mean, here's an example.
[02:39:30.809 --> 02:39:31.390]  Barton Springs.
[02:39:31.430 --> 02:39:32.510]  I went down there two months ago.
[02:39:32.530 --> 02:39:34.372]  You know, to the big open pool.
[02:39:34.392 --> 02:39:35.472]  They got like 20 lifeguards.
[02:39:35.673 --> 02:39:37.594]  One of the biggest natural pools in the U.S.
[02:39:38.074 --> 02:39:38.595]  Spring Fed.
[02:39:39.528 --> 02:39:41.910]  And one after the other, they walked over and apologized.
[02:39:42.350 --> 02:39:45.233]  And they said, I thought you were wrong about Obamacare.
[02:39:45.273 --> 02:39:47.054]  They just cut me from 40 hours to 20.
[02:39:47.794 --> 02:39:49.576]  And they're taking more money out of my check now.
[02:39:49.776 --> 02:39:53.939]  And I work another job, and I go to UT, and I eat ramen noodle.
[02:39:54.280 --> 02:39:55.160]  My parents are poor.
[02:39:55.200 --> 02:39:55.941]  I don't have any money.
[02:39:56.721 --> 02:39:58.863]  They're taking like $50 more out of my check.
[02:39:59.544 --> 02:40:02.306]  Like you said, they lied on the news.
[02:40:02.326 --> 02:40:05.788]  And everywhere, the poor Obama people apologized.
[02:40:06.149 --> 02:40:07.410]  How could the communists
[02:40:07.970 --> 02:40:09.892]  Even betray their own idiot followers.
[02:40:09.912 --> 02:40:13.534]  And I'm not trying to be mean, but it's just how do you hurt poor people like this?
[02:40:13.675 --> 02:40:15.616]  And how does he think he'll get away with that?
[02:40:16.116 --> 02:40:23.262]  I think the thing we have to always keep in focus about communism and socialism and Marxism and Islam is that it has never worked.
[02:40:23.642 --> 02:40:34.731]  There is no nation on the planet where it has worked, where it's proven to win the love of the people, where we in a democracy and capitalism here love our nation for what it is.
[02:40:35.171 --> 02:40:41.894]  Most communist people that are at the bottom of the communist rung don't care for communism and want to get out from underneath it.
[02:40:42.354 --> 02:40:44.475]  And it takes the military to keep communism going.
[02:40:44.796 --> 02:40:56.261]  So I think that when we look at what Obama's trying to do and what the New World Order thinks that they can accomplish, however, they're using more hot technology now than they've used in perhaps a mousy tongue or in Lenin's communism.
[02:40:56.921 --> 02:41:02.664]  We're going to have to recognize that communism, really at the heart of the matter with people, doesn't work.
[02:41:03.513 --> 02:41:04.934]  So how do we get the message out?
[02:41:05.575 --> 02:41:14.442]  Rather than talking about a different political ideal, such as a Republican versus a Democrat, we've got to tell people about the ills of communism.
[02:41:15.183 --> 02:41:28.914]  We've got to go into, I think our fourth program would be, we've got to get into the universities and into the schools, because that's where they're indoctrinating our young people into thinking that communism is a good thing and that Obama's program is a good thing.
[02:41:29.514 --> 02:41:31.636]  We have to do these basic things.
[02:41:31.876 --> 02:41:32.297]  We win!
[02:41:32.898 --> 02:41:34.903]  If we don't do them, we definitely lose.
[02:41:36.420 --> 02:41:37.461]  Well, I want to be clear.
[02:41:37.481 --> 02:41:52.352]  I mean, when you see how Obama tries to take the radical Islamist Al-Qaeda people from Saudi Arabia, and to inject them into Syria for two and a half years, and then call that peace, I mean, it really does show that this particular elite we have, I mean, look how the NFL promotes him.
[02:41:52.752 --> 02:41:58.236]  Look at how the whole system's giving their power to him, showing the power structures behind him.
[02:41:58.697 --> 02:42:01.139]  Do you think Obama's paying off the way they thought?
[02:42:01.179 --> 02:42:05.442]  Because as you said, if Obamacare is blowing up in their face, well, they knew it was going to blow up in their face.
[02:42:06.082 --> 02:42:10.485]  So he's got to become a dictator because his whole agenda is going to backfire.
[02:42:10.525 --> 02:42:19.850]  They're going to end up losing a whole generation to believing in communism because they're giving them a taste of it before they have full dictatorship in.
[02:42:20.805 --> 02:42:30.254]  Well, if you look at the stock market, well, Obamacare is blowing up in its face, but if you look at the stock market, he is greatly rewarding people that have invested in him.
[02:42:30.334 --> 02:42:40.283]  If you're talking about major people in the movies or in business and entrepreneurship, they are reaping great rewards, the greatest in the history of this nation.
[02:42:40.864 --> 02:42:46.529]  They're reaping their financial rewards for supporting him, but they're just a small percentage of the population.
[02:42:47.606 --> 02:42:48.649]  And they're not in control.
[02:42:49.812 --> 02:42:52.338]  And it's in fiat devalued dollars.
[02:42:52.559 --> 02:42:54.002]  And it's not going to be worth anything.
[02:42:54.323 --> 02:42:55.225]  It's all a fraud.
[02:42:55.285 --> 02:42:56.027]  It's all hot air.
[02:42:56.909 --> 02:42:57.369]  That's true.
[02:42:57.850 --> 02:42:58.250]  That's true.
[02:42:58.570 --> 02:43:04.934]  And I think that the American people need to wake up and begin to, and of course, prepare themselves for when the financial collapse comes.
[02:43:05.014 --> 02:43:07.436]  And it will come, whether Obama's in power or not.
[02:43:07.776 --> 02:43:08.397]  That's coming.
