[00:00:10.350 --> 00:00:11.792]  We are on the march.
[01:09:08.526 --> 01:09:12.147]  It was 2 million a week ago who've been kicked off their health plans.
[01:09:12.727 --> 01:09:13.688]  In Texas, they're up 539%.
[01:09:13.888 --> 01:09:14.548]  That's mainstream news.
[01:09:17.429 --> 01:09:19.251]  California 200 and something percent.
[01:09:19.591 --> 01:09:21.512]  This is a giant raping.
[01:09:21.813 --> 01:09:24.254]  A private tax to private insurance companies.
[01:09:24.535 --> 01:09:29.499]  Of course it's going to go up if you've got to buy their product and they can cut the type of care you get.
[01:09:30.339 --> 01:09:32.181]  But Obama wants to give me something free.
[01:09:32.421 --> 01:09:34.803]  There isn't any free lunches, dumbos.
[01:09:35.343 --> 01:09:36.604]  I'm talking to new listeners.
[01:09:36.924 --> 01:09:38.185]  Man, you people are gullible.
[01:09:38.906 --> 01:09:41.108]  Do we have to collapse everything before you figure it out?
[01:09:43.049 --> 01:09:47.890]  There's NBC News, Obama administration and millions could not keep their health insurance and they admit now he lied.
[01:09:48.130 --> 01:09:49.730]  But see, he can be politically destroyed now.
[01:09:50.010 --> 01:09:50.670]  He's the puppet.
[01:09:50.930 --> 01:09:51.711]  He knows the game.
[01:09:52.851 --> 01:09:59.552]  What about the people that put him in and did all this and the Republican leadership trying to stop the Tea Party right now from defeating this?
[01:09:59.952 --> 01:10:05.713]  You got the Republican leadership, the Democratic leadership attacking the Tea Party because it's real Americans.
[01:10:06.113 --> 01:10:09.494]  And all you gullible yuppies go, it's popular, not like the Tea Party.
[01:10:09.714 --> 01:10:10.914]  Well, bend over, buddy.
[01:10:12.349 --> 01:10:37.688]  Let's go ahead and go to Ronald Emanuel's brother, architect of the ORAPACARE, OSCAMACARE, OFRAUDACARE, O PEACE PRIZECARE, O FOREIGN BANK CARE, OBAMACARE, admitting what we told you for six years and for three and a half years when it passed, emergency red level, this is a total foreign banking tax, just like they do to other countries.
[01:10:37.729 --> 01:10:38.109]  Here it is.
[01:10:39.690 --> 01:10:43.011]  People who knew the law as it was being written, knew the president wasn't telling the truth.
[01:10:43.071 --> 01:10:46.132]  The grandfather provision written into the law itself was too narrow.
[01:10:46.412 --> 01:10:50.793]  And frankly, they wrote a regulation intentionally trying to get people out of the individual market.
[01:10:50.813 --> 01:10:55.454]  They wanted people to go into the exchanges, because there's a lot of people in the individual market.
[01:10:55.654 --> 01:10:59.795]  The whole point of the exchanges is to close down the individual insurance market over time.
[01:10:59.875 --> 01:11:02.676]  They wanted to move millions of people into the exchanges.
[01:11:02.696 --> 01:11:03.736]  Insurance companies don't...
[01:11:04.776 --> 01:11:07.838]  Insurance companies don't like the individual market as it's constructed.
[01:11:07.878 --> 01:11:08.818]  They see the future.
[01:11:09.099 --> 01:11:10.759]  That individual market is going away.
[01:11:10.799 --> 01:11:12.000]  They don't want to invest in it.
[01:11:12.040 --> 01:11:13.921]  But that's not what the president said.
[01:11:13.941 --> 01:11:14.982]  Let me finish.
[01:11:15.542 --> 01:11:17.203]  That's Ezekiel Emanuel.
[01:11:17.603 --> 01:11:19.645]  Remember, it's a conspiracy theory.
[01:11:19.905 --> 01:11:21.185]  We don't want to wreck healthcare.
[01:11:21.406 --> 01:11:22.466]  You're going to keep your insurance.
[01:11:22.686 --> 01:11:23.707]  You can still go shop.
[01:11:23.927 --> 01:11:25.788]  This is just to cover the 35 million that aren't.
[01:11:26.088 --> 01:11:26.749]  Blah, blah, blah.
[01:11:26.789 --> 01:11:28.570]  Now there are like 35 million more illegals.
[01:11:28.830 --> 01:11:29.810]  They're going to give free healthcare.
[01:11:30.110 --> 01:11:32.372]  This is a mafia takeover!
[01:11:33.689 --> 01:11:38.795]  And of course they've got the ADL and Southern Bribery Law Center all over the news saying I'm a terrorist.
[01:11:39.176 --> 01:11:40.778]  All over the news saying I'm a racist.
[01:11:41.138 --> 01:11:43.441]  Not one clip of proof.
[01:11:43.942 --> 01:11:45.463]  Or I'm behind all this crime.
[01:11:45.824 --> 01:11:49.148]  Because I'm just up here going, oh hey, these guys are scam artists!
[01:11:50.149 --> 01:11:51.250]  But hey, here's the issue.
[01:11:51.711 --> 01:11:58.657]  You're not going to stop now, all the other talk show hosts, and all the other media people, and all the other blogs, and all the other news sites.
[01:11:58.937 --> 01:12:00.138]  We've all got it now.
[01:12:00.679 --> 01:12:01.840]  I'm passé now.
[01:12:02.600 --> 01:12:05.103]  Most of what I say is now mainstream.
[01:12:05.783 --> 01:12:07.865]  And I'm not radicalizing to be different now.
[01:12:08.806 --> 01:12:11.087]  I'm ready to become mainline and take the country back.
[01:12:11.587 --> 01:12:12.427]  I'm not a radical.
[01:12:12.507 --> 01:12:13.608]  I'm a restorationist.
[01:12:13.868 --> 01:12:15.028]  I'm a common sense guy.
[01:12:15.048 --> 01:12:16.429]  I want you to do well.
[01:12:16.689 --> 01:12:20.750]  I get upset by seeing somebody cheated, somebody bamboozled, somebody scammed.
[01:12:20.970 --> 01:12:22.051]  I try to warn people.
[01:12:22.631 --> 01:12:31.694]  I try to, if I see somebody in a grocery store, you know, right next to the butternut squashes, and they've got them on the other side at half price, I'll tell them.
[01:12:34.568 --> 01:12:35.369]  I'm a busybody!
[01:12:35.389 --> 01:12:36.990]  I'm a troublemaker!
[01:12:37.730 --> 01:12:38.591]  I'm a terrorist!
[01:13:05.489 --> 01:13:08.190]  It's about muscling everybody.
[01:13:08.611 --> 01:13:11.693]  We've got another clip here lined up.
[01:13:13.214 --> 01:13:14.374]  We've got a bunch of clips lined up.
[01:13:14.394 --> 01:13:15.175]  Which clip is that?
[01:13:17.273 --> 01:13:18.514]  Oh yeah, you can keep your plan.
[01:13:18.534 --> 01:13:19.455]  Yeah, thanks for reminding me.
[01:13:19.795 --> 01:13:20.115]  Yeah, yeah.
[01:13:20.356 --> 01:13:25.820]  Here's Obama, three and a half years ago on the eve of passing this, going, well, come on, folks!
[01:13:26.501 --> 01:13:27.522]  You can keep your plan.
[01:13:27.562 --> 01:13:29.463]  Don't listen to the people that say that.
[01:13:29.604 --> 01:13:30.504]  I'm your friend!
[01:13:31.065 --> 01:13:35.549]  And don't listen to people that say that this is meant to wreck individual health care.
[01:13:36.641 --> 01:13:40.263]  And create a big government system where private groups get the controlled profits?
[01:13:41.204 --> 01:13:45.186]  And the big ten insurance companies want to shut down over 200 small ones.
[01:13:45.646 --> 01:13:46.386]  And they are.
[01:13:47.387 --> 01:13:49.548]  They're going to get rid of that competition, folks.
[01:13:50.048 --> 01:13:52.910]  And all of you out there that support Obama, you're going to go along with it.
[01:13:53.150 --> 01:13:56.852]  Because your identity is in Obama, not in being a free person.
[01:13:57.172 --> 01:13:58.173]  And that's why they're doing this.
[01:13:58.213 --> 01:13:59.353]  They've already assessed you.
[01:13:59.694 --> 01:14:02.015]  They know you're a peer pressure driven chump.
[01:14:03.103 --> 01:14:10.728]  And Republicans won't admit, the Republican leadership wrote this as well, you won't admit Karl Rove and all those guys did this to you?
[01:14:10.989 --> 01:14:12.069]  So you're all done!
[01:14:12.430 --> 01:14:15.712]  You love it, you asked for it, you're gonna get it!
[01:14:16.292 --> 01:14:19.315]  It'll be quadruple by the time they're done.
[01:14:19.575 --> 01:14:21.496]  And then it's gonna be taxes by the mile on your car.
[01:14:22.016 --> 01:14:22.997]  Let's go to Obama.
[01:14:23.738 --> 01:14:29.102]  There's ten minutes of these, but let's play a minute of him promising people you can stay on your insurance.
[01:14:29.122 --> 01:14:29.542]  Here it is.
[01:14:29.862 --> 01:14:30.943]  We will keep this promise.
[01:14:32.619 --> 01:14:33.460]  To the American people.
[01:14:34.342 --> 01:14:37.687]  If you like your doctor, you will be able to keep your doctor.
[01:14:38.168 --> 01:14:38.568]  Period.
[01:14:38.668 --> 01:14:39.069]  Total lie.
[01:14:39.349 --> 01:14:40.691]  If you like your healthcare plan...
[01:14:41.673 --> 01:14:43.314]  You'll be able to keep your health care plan.
[01:14:43.574 --> 01:14:44.035]  Total what?
[01:14:44.475 --> 01:14:44.995]  Period.
[01:14:45.135 --> 01:14:45.516]  Period.
[01:14:46.036 --> 01:14:46.536]  Period.
[01:14:47.977 --> 01:14:48.458]  Period.
[01:14:49.999 --> 01:14:54.682]  Get in my car, child.
[01:14:54.702 --> 01:14:55.803]  I have a puppy.
[01:14:56.023 --> 01:14:56.403]  Period.
[01:14:56.844 --> 01:15:00.306]  If you like your doctor or health care plan, you can keep it.
[01:15:00.926 --> 01:15:03.588]  If you like your doctor, you can keep your doctor.
[01:15:04.249 --> 01:15:08.452]  If you like your private health insurance plan, you can keep your plan.
[01:15:08.552 --> 01:15:09.272]  You like it, folks?
[01:15:09.312 --> 01:15:09.673]  Period.
[01:15:10.493 --> 01:15:26.838]  If you are among the hundreds of millions of Americans who already have health insurance, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage of the doctor you have.
[01:15:26.938 --> 01:15:28.658]  That's State of the Union, September 9th, 2009.
[01:15:28.758 --> 01:15:30.799]  Just shut it off, shut it off.
[01:15:31.239 --> 01:15:32.840]  We're gonna go to break, come back and go to your calls.
[01:15:32.920 --> 01:15:33.860]  I'm too upset right now.
[01:15:34.915 --> 01:15:38.578]  I mean, all over the news they're saying I'm behind the LAX shooting.
[01:15:38.918 --> 01:15:40.920]  Because I dare play clips of him lying.
[01:15:41.761 --> 01:15:42.521]  I'm a terrorist!
[01:15:42.862 --> 01:15:46.465]  I'm just some talk show host warning you, but you heard, I'm the terrorist.
[01:15:46.485 --> 01:15:47.565]  They're the good guys, folks.
[01:15:47.826 --> 01:15:48.586]  They're your friends.
[01:15:48.967 --> 01:15:49.807]  I'm the bad guy.
[01:15:50.228 --> 01:15:51.489]  I admit it's all my fault.
[01:15:51.869 --> 01:15:53.110]  Obama's our savior.
[01:15:53.610 --> 01:15:54.631]  Turn in your guns.
[01:15:54.671 --> 01:15:55.712]  They'll treat you nice.
[01:15:56.333 --> 01:15:58.875]  In every case in history, bending over to government is the answer.
[01:15:59.455 --> 01:16:00.076]  Of course it isn't.
[01:16:01.189 --> 01:16:04.271]  Alex Jones here with a very important announcement for truth seekers.
[01:16:04.651 --> 01:16:10.374]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:16:10.595 --> 01:16:16.998]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:16:17.178 --> 01:16:22.602]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:16:22.882 --> 01:16:26.524]  This film exposes the fraud that Obama is like nothing I've seen.
[01:16:26.684 --> 01:16:30.267]  If you want to know who Obama's real daddy is, this is the film for you.
[01:16:30.507 --> 01:16:34.890]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:16:35.110 --> 01:16:37.432]  You'll also find it at infowarshop.com.
[01:16:37.612 --> 01:16:41.155]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[01:16:41.455 --> 01:16:45.758]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:16:45.898 --> 01:16:48.540]  This book is coffin nails to the globalist takeover.
[01:16:48.840 --> 01:16:55.368]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[01:16:55.668 --> 01:17:00.394]  These titles and a lot more are all available at InfoWarshop.com.
[01:17:01.055 --> 01:17:06.361]  Introducing ProOne, all of your filtration in one system, portable, on-the-go.
[01:17:06.581 --> 01:17:10.985]  No more do you have two or three filters to just reduce sodium fluoride.
[01:17:11.145 --> 01:17:17.110]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[01:17:17.230 --> 01:17:28.020]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:17:28.220 --> 01:17:34.524]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:17:34.724 --> 01:17:51.716]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia, and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:17:52.036 --> 01:17:56.399]  Get your Pro-Pure with the new Pro-1 filter today at Infowarstore.com.
[01:17:58.540 --> 01:18:08.225]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:18:08.525 --> 01:18:10.206]  The U.S.
[01:18:10.646 --> 01:18:14.768]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:18:14.888 --> 01:18:17.470]  They know that a massive nuclear attack is coming.
[01:18:17.850 --> 01:18:19.111]  They want that attack to come.
[01:18:19.331 --> 01:18:25.514]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:18:25.914 --> 01:18:28.378]  What I tell people is that you do have time.
[01:18:28.578 --> 01:18:33.366]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:18:33.546 --> 01:18:40.978]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:18:41.278 --> 01:18:43.839]  There is no preparedness without strategy.
[01:18:44.039 --> 01:18:46.680]  This Christmas, give the gift of preparedness.
[01:18:47.161 --> 01:18:51.403]  Strategic Relocation the Film with Joel Skousen and Alex Jones.
[01:18:51.703 --> 01:18:56.285]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:19:00.959 --> 01:19:06.061]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:19:06.421 --> 01:19:14.885]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:19:15.305 --> 01:19:22.608]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:19:23.128 --> 01:19:30.531]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:19:31.031 --> 01:19:34.434]  I personally store and use their high-quality products.
[01:19:34.994 --> 01:19:38.617]  It tastes great, and it's easy to store for up to 25 years.
[01:19:39.177 --> 01:19:45.763]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:19:46.323 --> 01:19:53.068]  Visit mypatriotsupply.com forward slash Alex today, with the New World Order making rapid advances on every front.
[01:19:53.549 --> 01:19:57.592]  It is essential to prepare with My Patriot Supply today.
[01:20:02.091 --> 01:20:05.012]  Coast to coast, direct from Austin.
[01:20:05.653 --> 01:20:09.755]  You're listening to the Alex Jones Broadcasting Network.
[01:20:11.256 --> 01:20:16.258]  From the front lines of the information war, it's Alex Jones.
[01:20:18.259 --> 01:20:22.181]  You know, I talked to so many Obama supporters and they say, why would he do that to me?
[01:20:22.261 --> 01:20:22.921]  I voted for him.
[01:20:23.241 --> 01:20:23.922]  He loves me.
[01:20:25.140 --> 01:20:41.507]  No, he's run mainly by offshore banks that own our military, industrial complex, that own the big insurance companies who write the legislation to absolutely impoverish you, transfer the wealth to themselves as a way to control and run your life.
[01:20:43.068 --> 01:20:49.491]  And you're going to have to admit to yourself, this is social engineering, if you have any hope of ever getting out of it.
[01:20:49.831 --> 01:20:51.392]  Just because you're a nice person
[01:20:53.154 --> 01:20:56.635]  Doesn't mean the robber barons that live in castles are.
[01:20:57.055 --> 01:20:57.895]  They're not.
[01:20:59.196 --> 01:21:01.976]  But see, you only think a middle-class person is bad.
[01:21:02.496 --> 01:21:06.578]  Someone with five dollars more than you is an evil, rich scumbag.
[01:21:06.618 --> 01:21:07.878]  You want their money right now.
[01:21:08.398 --> 01:21:09.758]  That's social engineering.
[01:21:09.798 --> 01:21:12.139]  That's social warfare.
[01:21:12.559 --> 01:21:13.299]  Class warfare.
[01:21:13.719 --> 01:21:19.461]  But if it's a big, ultra-rich guy calling for more taxes on the middle class, well, Warren Buffett's your friend.
[01:21:21.243 --> 01:21:28.329]  And that's why you're a failure, is because you are gullible, like a little fishy coming and biting on the hooky.
[01:21:29.570 --> 01:21:44.541]  And free people are not that gullible, so I'm begging you to admit you've been conned, and to admit you've been bamboozled, and to admit you've been manipulated, because knowing is, as the Army used to say, half the battle.
[01:21:45.102 --> 01:21:46.723]  Let's go to your phone calls fast.
[01:21:46.823 --> 01:21:49.145]  Frank in North Carolina, thanks for holding.
[01:21:49.165 --> 01:21:50.326]  You're on the air worldwide.
[01:21:51.072 --> 01:21:53.753]  Yeah, I just have a quick possible news tip.
[01:21:53.793 --> 01:21:56.574]  It may be nothing, but I was sitting in traffic the other day.
[01:21:56.614 --> 01:21:57.715]  I don't normally listen to him.
[01:21:57.755 --> 01:21:58.315]  Turn him on.
[01:21:58.335 --> 01:22:03.217]  I don't know the context exactly, but Rush Limbaugh was talking.
[01:22:03.237 --> 01:22:09.200]  He was giving tips, it sounds like, to his audience to turn off their cell phones when they get onto an airplane.
[01:22:09.835 --> 01:22:21.164]  Because everybody knows cell phones don't work and what he was trying to warn people it drains your battery down because the whole time once you you know take off your your phone is going to constantly be searching.
[01:22:21.244 --> 01:22:27.508]  It's constantly trying to make access with the cell towers but cell phones don't work about about 4,000 feet except on 9-11.
[01:22:29.770 --> 01:22:38.378]  Then they all worked perfectly, even though the FBI had to admit almost all those phone calls, except for air phones, were not made, including the Solicitor General's wife.
[01:22:38.418 --> 01:22:40.380]  It was all fake, but let's just ignore that.
[01:22:40.953 --> 01:22:44.055]  Well, I just think it's interesting that he was talking about that.
[01:22:44.375 --> 01:22:51.279]  I had mentioned once before, back in the, around the 9th of January, back in 2009, and he was not joking.
[01:22:52.340 --> 01:22:56.302]  It may have been a stunt of some type, some type of a contractual stunt.
[01:22:56.822 --> 01:22:59.864]  Maybe he was trying to get more money, or maybe he was trying to scare some people.
[01:22:59.924 --> 01:23:02.846]  Like, hey, if you want, I'll start telling, you know, what's really going on.
[01:23:04.261 --> 01:23:06.122]  He was telling how the world worked.
[01:23:06.142 --> 01:23:07.503]  He was talking about the CFR.
[01:23:07.543 --> 01:23:09.925]  He's like, the presidents, the Congress are ceremonial.
[01:23:09.945 --> 01:23:12.426]  He sounded like Alex Jones.
[01:23:12.866 --> 01:23:14.988]  He went to a commercial break, came back.
[01:23:15.108 --> 01:23:16.188]  It was like it never happened.
[01:23:16.208 --> 01:23:17.329]  None of the callers mentioned it.
[01:23:17.809 --> 01:23:22.052]  I don't know if it was like a test to see if the sheep would see, but it was definitely not a joke.
[01:23:22.092 --> 01:23:22.412]  He was not.
[01:23:22.452 --> 01:23:28.316]  Well, I know for a fact Russ Limbaugh obviously is aware of what's going on, so I'll just leave it at that.
[01:23:29.216 --> 01:23:32.859]  And whatever, there's just no future if we don't turn this around.
[01:23:33.260 --> 01:23:35.942]  The problem is the public is so dumbed down and cowardly.
[01:23:35.962 --> 01:23:39.144]  A lot of folks won't stick their neck out because why should they?
[01:23:39.164 --> 01:23:44.769]  The public, the general public wants to be, wants to be abused.
[01:23:44.829 --> 01:23:45.950]  They want to be chumped.
[01:23:46.450 --> 01:23:47.071]  It's very sad.
[01:23:47.091 --> 01:23:48.051]  I appreciate your call.
[01:23:48.812 --> 01:23:51.494]  I appreciate Chris calling in as well from Indiana.
[01:23:51.514 --> 01:23:52.035]  Go ahead, Chris.
[01:23:54.807 --> 01:23:55.708]  Hey, yeah, Alex.
[01:23:56.148 --> 01:23:58.911]  Most of the public is like arson from 1984.
[01:23:58.992 --> 01:24:06.540]  It was collecting all the money and who believed that the chocolate ration going down was a good thing and standing up and clapping for it.
[01:24:07.332 --> 01:24:12.436]  Well, that's right, because as long as they cheer the system, it doesn't matter if their kids are dying in front of them.
[01:24:12.756 --> 01:24:17.320]  If they imagine it's okay, they're like optimists on PCP.
[01:24:18.200 --> 01:24:22.143]  And being an optimist when bad stuff's happening is not good.
[01:24:22.764 --> 01:24:27.928]  It's good when things are bad to admit they're bad, to make your condition better, and to not live in denial.
[01:24:28.248 --> 01:24:29.789]  But it's all part of this magical thinking.
[01:24:30.170 --> 01:24:33.693]  Oh, Alex, don't be so negative about our $7 trillion deficit.
[01:24:33.973 --> 01:24:38.897]  Don't be so negative about the Communist Chinese taking over the Panama Canal and building a $40 billion new one.
[01:24:39.738 --> 01:24:45.463]  Alex, don't be so negative about our IQs dropping and the average person being close to bankruptcy.
[01:24:45.783 --> 01:24:46.864]  Just be positive!
[01:24:46.884 --> 01:24:49.606]  And I'm like, OK, I'm going to be positive, then everything's fine.
[01:24:50.267 --> 01:24:50.927]  Everything's wonderful.
[01:24:51.148 --> 01:24:53.610]  Obamacare is a great success, isn't it, Chris?
[01:24:55.416 --> 01:24:57.720]  Oh yeah, I was just wearing an Obama mask.
[01:24:57.760 --> 01:25:04.450]  I work in the healthcare system here in South Bend, Indiana, and I was wearing an Obama mask that you have on your Infowars.com.
[01:25:05.157 --> 01:25:18.325]  Yeah, for those that don't know, you could cut off the cover, it was Obamacare as a skull, which is death for the elderly and others.
[01:25:18.685 --> 01:25:20.626]  Death panels, the trendies love it, it's liberal.
[01:25:20.886 --> 01:25:24.328]  Then if they get some more welfare, if they kill somebody, of course, they'll be killed as well.
[01:25:24.748 --> 01:25:26.169]  Just teaching them to have that idea.
[01:25:26.489 --> 01:25:29.191]  And so what happened when you were wearing the loving Obamacare mask?
[01:25:30.526 --> 01:25:34.549]  No, I got a very positive response from my co-workers.
[01:25:34.609 --> 01:25:41.774]  They were all like, yeah, I know it's going to make people, they're going to cut their hours and everything from 40 hours to 29 hours.
[01:25:41.834 --> 01:25:45.617]  I wanted to get to a very important predictive programming issue.
[01:25:46.017 --> 01:25:49.459]  It sounds very in my know Alex, but I just, I have to bring this up.
[01:25:50.440 --> 01:25:59.066]  Last Christmas, I was watching Home Alone 2, Lost in New York with Mo Kali Culkin and Joe Pesci and so forth.
[01:26:01.147 --> 01:26:27.107]  It was very strange, because I've seen this movie before, and I never noticed it, but at the last segment, at the very start, he's running around New York and stuff, and he's having fun and all that, and he's on the World Trade Center, he's on the observation deck, taking Polaroid photos and so forth, and it zooms out, and the very next scene, it has a huge, bold-lettered, clad thing saying, Airport Security.
[01:26:27.754 --> 01:26:33.396]  If this could snap your fingers from the World Trade Center... Well, that might have been a coincidence, but I appreciate your call.
[01:26:33.436 --> 01:26:50.742]  There's no doubt that the CIA came to Fox, because I've talked to people involved, Dean Hagelin and others, and said, we want an episode where a jet flies in the World Trade Center and blows it up to attack Afghanistan, but it's really the government in a drill, remote control, but we blame it on Muslims.
[01:26:51.542 --> 01:26:52.903]  And then six months later, that happened.
[01:26:55.177 --> 01:26:57.720]  And listen, it isn't just that I'd covered that show.
[01:26:58.300 --> 01:27:01.743]  I get a call from, like, 93.7's producer.
[01:27:02.644 --> 01:27:04.266]  Sister Station at 590 AM.
[01:27:05.026 --> 01:27:08.450]  And she goes, hey, uh, Dean, Dean Hagman.
[01:27:09.491 --> 01:27:10.111]  Is it Hagman?
[01:27:10.151 --> 01:27:10.772]  I can't remember.
[01:27:11.312 --> 01:27:13.014]  One of the stars of the X-Files and Lone Gunman.
[01:27:13.214 --> 01:27:13.735]  Dean Hagman.
[01:27:14.881 --> 01:27:18.582]  He wants to come to your house, and I knew she was for real, real person, I went.
[01:27:19.143 --> 01:27:20.083]  When?
[01:27:20.163 --> 01:27:21.324]  Uh, 24 hours from now, tomorrow night.
[01:27:21.824 --> 01:27:33.928]  So I said, alright, here comes the guy from the X-Files, he pulls up, gets out, he goes, you know, you're right about that being staged, the CIA came to us, and uh, you know, the maker of the X-Files was all freaked out and everything after it happened.
[01:27:34.729 --> 01:27:37.610]  Chris Carter, I mean, this is the twilight zone I'm living in, folks.
[01:27:37.990 --> 01:27:40.291]  And then I sat him down in my house, in my living room,
[01:27:41.263 --> 01:27:46.184]  Actually in my office, and shot a video interview in my house.
[01:27:47.124 --> 01:27:48.224]  That interview's on YouTube.
[01:27:48.244 --> 01:27:50.385]  It's on PrisonPlanet.TV.
[01:27:51.045 --> 01:27:57.126]  With him saying this, and then later Chris Carter was in the news like three years later, saying similar stuff.
[01:27:57.286 --> 01:28:01.467]  It's like, whoa, whoa, whoa.
[01:28:01.827 --> 01:28:03.947]  It just never seems to end.
[01:28:04.267 --> 01:28:05.228]  Look, this is what I gotta do.
[01:28:05.328 --> 01:28:06.228]  I've got Obama.
[01:28:07.248 --> 01:28:11.212]  Bypassing Congress with an executive order for massive carbon taxes I've got to get to.
[01:28:11.532 --> 01:28:14.415]  I've got NSA news, huge Middle East news, economic news.
[01:28:15.556 --> 01:28:17.858]  It's up on DrudgeReport.com, right-hand side.
[01:28:17.978 --> 01:28:18.719]  Big, big story.
[01:28:18.739 --> 01:28:21.822]  I want to cover dealing with the food banks.
[01:28:21.842 --> 01:28:23.003]  They're saying they're running out of food.
[01:28:23.403 --> 01:28:24.144]  They're panicking.
[01:28:24.244 --> 01:28:25.525]  The welfare checks have been cut.
[01:28:25.886 --> 01:28:26.887]  The food stamps have been cut.
[01:28:28.359 --> 01:28:29.740]  They're going to run out of food very, very soon.
[01:28:30.500 --> 01:28:33.821]  You notice Obama got elected, got the health care in, got the implosion going.
[01:28:34.181 --> 01:28:35.622]  Now they cut the welfare off.
[01:28:35.942 --> 01:28:42.144]  It's all meant, under Cloward and Piven, all declassified, to bankrupt the country, to make you dependent.
[01:28:42.224 --> 01:28:43.965]  Just like the author of Obamacare said.
[01:28:44.745 --> 01:28:47.206]  Ezekiel Emanuel.
[01:28:47.446 --> 01:28:49.367]  He said, hey, we're going to blow out the health care.
[01:28:49.387 --> 01:28:50.007]  It's the plan.
[01:28:51.027 --> 01:28:52.988]  See, now they've got the legislation.
[01:28:53.308 --> 01:28:54.889]  Now Homeland Security's in place.
[01:28:56.141 --> 01:28:58.382]  Now there could be terror attacks blamed on the opposition.
[01:29:01.103 --> 01:29:03.845]  Alex Jones here with a message to fellow freedom lovers.
[01:29:04.125 --> 01:29:08.947]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:29:09.127 --> 01:29:16.291]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:29:16.431 --> 01:29:21.854]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:29:22.074 --> 01:29:25.695]  These are items that I did research on, that I personally use.
[01:29:26.096 --> 01:29:30.618]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:29:30.818 --> 01:29:36.060]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:29:36.300 --> 01:29:39.362]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:29:39.542 --> 01:29:41.643]  When Disaster Strikes by Matthew Stein.
[01:29:42.023 --> 01:29:46.607]  They're a safe used by Homeland Security to protect yourself during any radiological event.
[01:29:46.787 --> 01:29:49.229]  Hand crank shortwave AM FM radios.
[01:29:49.670 --> 01:29:56.676]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[01:29:57.056 --> 01:29:58.537]  You're getting prepared, are you?
[01:29:58.817 --> 01:30:00.599]  Infowarsshop.com.
[01:30:00.839 --> 01:30:05.422]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:30:05.562 --> 01:30:08.525]  Why do we have the highest cancer rates on the planet?
[01:30:08.685 --> 01:30:13.909]  The highest rates of diabetes, autism, and every other major disease.
[01:30:14.249 --> 01:30:15.850]  It all comes down to one thing.
[01:30:16.170 --> 01:30:17.512]  We are what we eat.
[01:30:17.812 --> 01:30:22.156]  Our food is devoid of nutrition and processed with poisons and additives.
[01:30:22.477 --> 01:30:26.481]  Our water is filled with toxic poisons and big pharma runoff.
[01:30:26.701 --> 01:30:29.043]  All of this has been engineered by design.
[01:30:29.264 --> 01:30:35.190]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:30:35.490 --> 01:30:37.752]  To learn more visit InfoWarsHealth.com
[01:30:38.433 --> 01:30:45.357]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
