[00:00:00.029 --> 00:00:00.590]  It's Alex Jones!
[01:10:07.752 --> 01:10:20.555]  It was last Thursday, a B-52 bomber loaded six air-launched cruise missiles under its wings, took off from Minot, North Dakota, flew the length of the United States to Barksdale, Louisiana.
[01:10:20.935 --> 01:10:23.115]  Those missiles were supposed to be decommissioned.
[01:10:23.475 --> 01:10:24.655]  There was just one little problem.
[01:10:24.695 --> 01:10:32.657]  When they landed in Louisiana, they found that those missiles that were supposed to be basically decommissioned and taken out of service,
[01:10:33.297 --> 01:10:35.199]  Each of them had a nuclear warhead on them.
[01:10:35.399 --> 01:10:40.243]  Six nuclear warheads flying the length of the United States and no one seemed to know it.
[01:10:40.643 --> 01:10:43.565]  To say the least, a major investigation is underway now.
[01:10:44.246 --> 01:10:49.370]  The Air Force officer in charge of the squadron loading the munitions relieved of duty.
[01:10:49.710 --> 01:10:55.354]  They took an immediate inventory of all Air Force nuclear weapons to make sure they had everything.
[01:10:55.775 --> 01:10:58.337]  They say the public was never in any danger.
[01:10:58.377 --> 01:10:59.718]  The weapons were not armed.
[01:11:00.158 --> 01:11:08.364]  That there would have been no nuclear detonation if, in some fashion, the missiles had basically fallen off the wings of the airplane.
[01:11:08.824 --> 01:11:13.787]  But, really, small comfort to most of the military and to many Americans, perhaps.
[01:11:14.288 --> 01:11:16.669]  This sort of thing is not supposed to happen.
[01:11:16.689 --> 01:11:22.933]  Nuclear weapons are the most guarded, the most secure item, supposedly, in the U.S.
[01:11:22.953 --> 01:11:23.954]  military arsenal.
[01:11:24.134 --> 01:11:27.476]  One military official telling us today, this is unprecedented.
[01:11:27.797 --> 01:11:29.838]  Nobody remembers another instance like this.
[01:11:30.598 --> 01:11:37.580]  Okay, so I get a panicked high-level call that says this may be the last time I ever talk to you.
[01:11:37.640 --> 01:11:38.541]  Here's the info.
[01:11:40.061 --> 01:11:41.401]  I'm risking my life to do this.
[01:11:41.681 --> 01:11:42.202]  Here it is.
[01:11:42.422 --> 01:11:47.943]  And by the way, that person will not talk to us now, even though we've done all sorts of things to get through to them through other channels.
[01:11:50.764 --> 01:11:51.864]  You can imagine what we've done.
[01:11:54.345 --> 01:11:57.026]  Not gonna say we drove to West Texas and knocked on doors at 2 a.m.
[01:11:58.809 --> 01:12:02.131]  All hell broke loose, by the way, at the base, and the base has never denied this.
[01:12:02.531 --> 01:12:05.974]  You'd think the commander would come out and say we were saying it wasn't true.
[01:12:07.054 --> 01:12:12.198]  So, this was a big deal when this happened, but you think I'm gonna go on air and say this happened if we didn't have a high-level source saying it?
[01:12:13.738 --> 01:12:14.779]  This happened, okay?
[01:12:15.079 --> 01:12:23.425]  Either our source that is very high-level is lying, or this went on, and it's happened before, and it's a big deal!
[01:12:23.885 --> 01:12:24.725]  Unprecedented!
[01:12:25.506 --> 01:12:25.786]  Okay?
[01:12:26.787 --> 01:12:26.947]  Now,
[01:12:28.656 --> 01:12:31.739]  Since then, the number two of U.S.
[01:12:32.119 --> 01:12:37.103]  strategic nuclear forces, over all of them, fired in a made-up deal.
[01:12:37.123 --> 01:12:39.044]  The local police said, no, he didn't have fake chips.
[01:12:39.464 --> 01:12:40.465]  We don't know what you're talking about.
[01:12:40.665 --> 01:12:46.850]  They claim the head Navy officer over nukes, this admiral, was with fake chips at the casino.
[01:12:47.110 --> 01:12:48.311]  Turns out none of it's even true.
[01:12:48.892 --> 01:12:56.998]  Now the number one major general, all that's above that's general.
[01:12:58.052 --> 01:13:06.557]  The Major General, Michael J. Kerry, is fired and they said because the President does not trust him.
[01:13:07.437 --> 01:13:09.198]  And by the way, AP had this leaked to them.
[01:13:09.298 --> 01:13:11.560]  AP has gone public saying there's a war on the press.
[01:13:11.580 --> 01:13:12.400]  We've been telling that forever.
[01:13:12.660 --> 01:13:13.701]  And that the country's in deep trouble.
[01:13:14.021 --> 01:13:17.203]  AP on Friday said there's a war on the press and America's in deep trouble.
[01:13:17.603 --> 01:13:20.184]  AP's establishment, folks, why would they talk like that?
[01:13:20.204 --> 01:13:24.307]  Because there's a total mutiny of the people that work there of how crazy this is.
[01:13:26.107 --> 01:13:29.068]  I mean, is working with the new order a suicide pact for all you people?
[01:13:29.488 --> 01:13:30.268]  Obviously it's not.
[01:13:30.308 --> 01:13:32.529]  You get now, this is a criminal takeover.
[01:13:32.669 --> 01:13:35.030]  Anybody with half a brain has got to go public.
[01:13:39.371 --> 01:13:42.292]  They want to say, they want to make it clear it wasn't operations related.
[01:13:42.712 --> 01:13:45.573]  But earlier they said it was failure to follow an order.
[01:13:46.793 --> 01:13:48.034]  And to carry out a basic duty.
[01:13:48.594 --> 01:13:49.594]  And he's now been removed.
[01:13:49.614 --> 01:13:52.655]  The head of all of the nuclear forces.
[01:13:52.835 --> 01:13:53.195]  All of them.
[01:13:53.775 --> 01:13:54.176]  All of them.
[01:13:55.176 --> 01:13:55.576]  All of them.
[01:13:57.372 --> 01:14:04.699]  And AP in the version Friday, that's a new version, we've got to dig up the one we have in the stack, that's why I print everything, because they memory hole it being online.
[01:14:05.379 --> 01:14:12.045]  It said that it was national security and that they didn't want released why he was terminated and that it was a leak.
[01:14:12.345 --> 01:14:14.007]  Normally this would be big news, folks.
[01:14:14.347 --> 01:14:17.730]  Now AP says the White House doesn't even want you to know this is happening.
[01:14:17.950 --> 01:14:18.451]  It gets worse.
[01:14:18.691 --> 01:14:20.353]  They've removed two other generals this week.
[01:14:21.104 --> 01:14:22.245]  That no one wants you to know about.
[01:14:22.925 --> 01:14:25.867]  There is a purge, folks, going on right now in the military.
[01:14:25.987 --> 01:14:28.128]  Our high-level sources say there's a litmus test.
[01:14:28.148 --> 01:14:29.249]  Will you fire on Americans?
[01:14:29.549 --> 01:14:30.850]  Will you bring in martial law?
[01:14:31.530 --> 01:14:33.792]  And they're saying, no, no, no, no, no, and they're being removed.
[01:14:34.092 --> 01:14:39.695]  Just like they had 10 top generals removed in the month after Benghazi, because they all know that was a hit job.
[01:14:41.817 --> 01:14:42.757]  I mean, this is insane.
[01:14:42.797 --> 01:14:47.180]  That's like I'm in the middle of Valkyrie, Operation Valkyrie or something.
[01:14:47.200 --> 01:14:48.841]  I mean, I don't even know what's going on at this point.
[01:14:49.619 --> 01:14:52.580]  Believe me, there's nobody's... I can say this is above my pay grade.
[01:14:52.780 --> 01:14:55.621]  There's nobody's pay grade can handle this type of insanity.
[01:14:56.562 --> 01:14:57.542]  This is madness.
[01:14:58.262 --> 01:15:03.004]  This is all a bunch of crazy globalist kleptocrats who want to break America forever and dominate it.
[01:15:03.024 --> 01:15:04.885]  They want to rule the world.
[01:15:04.905 --> 01:15:06.886]  They want to run the empire that runs the world.
[01:15:07.146 --> 01:15:11.307]  And they hate the American people and the troops that built the empire at the same time.
[01:15:11.607 --> 01:15:12.088]  Here's another one.
[01:15:12.328 --> 01:15:15.369]  Top nuke commanders terminated following missing nuclear warheads report.
[01:15:16.509 --> 01:15:17.170]  Here's another one.
[01:15:17.210 --> 01:15:18.110]  This is out of Wired.
[01:15:19.690 --> 01:15:20.411]  Danger Room.
[01:15:21.492 --> 01:15:23.794]  Two generals sacked over Taliban attack.
[01:15:24.074 --> 01:15:29.899]  Does anybody believe they sacked them this week over the Taliban killing some people?
[01:15:30.119 --> 01:15:30.379]  Uh-huh.
[01:15:31.200 --> 01:15:32.801]  Camp Lejeune, North Carolina.
[01:15:33.362 --> 01:15:38.366]  The 35th Commandant of the Marine Corps, General James F. Amos addressed Marines.
[01:15:38.827 --> 01:15:40.088]  When we come back, we'll tell you about this.
[01:15:40.148 --> 01:15:44.372]  There is coup, counter-coup stuff going on right now.
[01:15:46.500 --> 01:15:47.621]  And a whole bunch.
[01:15:47.721 --> 01:15:49.443]  I don't know how many missing warheads.
[01:15:51.504 --> 01:15:56.088]  Why does the United States spend the largest percentage of GDP in the world on health care?
[01:15:56.228 --> 01:15:59.191]  Why do we have the highest cancer rates on the planet?
[01:15:59.351 --> 01:16:04.575]  The highest rates of diabetes, autism, and every other major disease.
[01:16:04.895 --> 01:16:06.517]  It all comes down to one thing.
[01:16:07.257 --> 01:16:08.138]  We are what we eat.
[01:16:08.458 --> 01:16:12.802]  Our food is devoid of nutrition and processed with poisons and additives.
[01:16:13.122 --> 01:16:17.105]  Our water is filled with toxic poisons and Big Pharma runoff.
[01:16:17.346 --> 01:16:19.687]  All of this has been engineered by design.
[01:16:19.908 --> 01:16:25.833]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:16:26.153 --> 01:16:28.895]  To learn more, visit Infowarshealth.com.
[01:16:29.115 --> 01:16:35.941]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[01:16:36.141 --> 01:16:41.967]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:16:42.207 --> 01:16:48.134]  When you visit Infowarshealth.com, be sure and check out the catalog, with nearly 400 life-changing products.
[01:16:48.394 --> 01:16:50.876]  And get free shipping when you sign up for AutoShip.
[01:16:52.051 --> 01:16:57.152]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:16:57.512 --> 01:17:05.994]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:17:06.414 --> 01:17:13.715]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:17:14.235 --> 01:17:21.617]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:17:22.137 --> 01:17:25.540]  I personally store and use their high-quality products.
[01:17:26.080 --> 01:17:29.723]  It tastes great, and it's easy to store for up to 25 years.
[01:17:30.284 --> 01:17:36.869]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:17:37.430 --> 01:17:44.155]  Visit mypatriotsupply.com forward slash alex today, with the new world order making rapid advances on every front.
[01:17:44.635 --> 01:17:48.679]  It is essential to prepare with My Patriot Supply today.
[01:17:51.127 --> 01:18:02.275]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:18:02.915 --> 01:18:14.062]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:18:14.363 --> 01:18:20.567]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[01:18:21.007 --> 01:18:24.009]  You're getting soap products twice as good as what you're using now.
[01:18:24.549 --> 01:18:28.992]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:18:29.232 --> 01:18:36.276]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:18:36.596 --> 01:18:40.679]  Alex and his staff have used these earth friendly pure soaps for years.
[01:18:41.219 --> 01:18:46.082]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:18:50.905 --> 01:18:54.909]  When an emergency happens, you'll be left to fend for yourself and your family.
[01:18:55.209 --> 01:19:00.814]  An outbreak of contagious disease can happen anywhere, and the threat of bioterrorism is always at hand.
[01:19:01.094 --> 01:19:06.519]  Because we're faced with more diseases than ever before, we need a better solution than ever before.
[01:19:06.920 --> 01:19:10.423]  Fortunately, there's a simple, effective way to protect yourself.
[01:19:10.843 --> 01:19:17.548]  Supernatural Silver offers a safe and effective means of fighting pathogens and can help defeat the root of these problems.
[01:19:18.008 --> 01:19:27.615]  Supernatural Silver is effective against more than 500 different disease-causing pathogens without encouraging drug resistance and without side effects.
[01:19:28.155 --> 01:19:34.018]  Supernatural Silver is the number one choice of thousands of people for immune system support.
[01:19:34.358 --> 01:19:39.681]  Go to SupernaturalSilver.com and give you and your loved ones a fighting chance.
[01:19:40.122 --> 01:19:42.303]  That's SupernaturalSilver.com.
[01:19:42.783 --> 01:19:46.065]  Use the promo code OCTOBER2013 for 20% off your entire order and like us on Facebook.
[01:19:52.478 --> 01:19:55.339]  Coast to Coast, direct from Austin.
[01:19:56.059 --> 01:20:00.180]  You're listening to the Alex Jones Broadcasting Network.
[01:20:03.300 --> 01:20:05.201]  You are obsolete, Mr. Wordsworth.
[01:20:05.221 --> 01:20:06.161]  A lie!
[01:20:06.601 --> 01:20:08.301]  No man is obsolete!
[01:20:08.581 --> 01:20:10.402]  You have no function, Mr. Wordsworth.
[01:20:10.462 --> 01:20:13.342]  You're an anachronism, like a ghost from another time!
[01:20:13.702 --> 01:20:18.823]  I am nothing more than a reminder to you that you cannot destroy truth by burning pages!
[01:20:19.163 --> 01:20:21.924]  You're a bug, Mr. Wordsworth, a crawling insect!
[01:20:22.604 --> 01:20:26.408]  Ugly, misformed little creature who has no purpose here, no meaning!
[01:20:27.029 --> 01:20:28.110]  I am a human being!
[01:20:28.510 --> 01:20:35.717]  Words, Mr. Wordsworth, that have no substance and no dimension, like air, like the wind!
[01:20:36.258 --> 01:20:36.978]  I don't care!
[01:20:37.399 --> 01:20:38.440]  I tell you, I don't care!
[01:20:38.980 --> 01:20:39.801]  I'm a human being!
[01:20:40.001 --> 01:20:40.502]  I exist!
[01:20:41.593 --> 01:20:47.215]  And if I speak one thought aloud, that thought lives, even after I'm shoveled into my grave!
[01:20:47.695 --> 01:20:50.416]  Delusions, Mr. Wordsworth!
[01:20:50.856 --> 01:20:58.279]  Delusions that you inject into your veins to make you think you have a strength, when you have no strength at all!
[01:20:58.559 --> 01:21:03.861]  You have nothing but spindly limbs and a dream, and the state has no use for your kind!
[01:21:05.583 --> 01:21:09.084]  Resistance to tyrants is obedience to God.
[01:21:09.685 --> 01:21:11.506]  It's Alex Jones.
[01:21:14.427 --> 01:21:18.889]  Broadcasting worldwide from deep in the heart of Texas, I am your host, Alex Jones.
[01:21:19.729 --> 01:21:24.051]  And because the news is so powerfully dangerous and important, we're not taking calls.
[01:21:24.111 --> 01:21:25.892]  I will take calls tomorrow.
[01:21:25.912 --> 01:21:28.313]  12 noon central, the show kicks off, InfoWars.com.
[01:21:28.773 --> 01:21:30.533]  PrisonPlanet.com, you can listen on XM244.
[01:21:32.822 --> 01:21:36.027]  Or on over 160 MNFM affiliates across the country.
[01:21:37.269 --> 01:21:43.559]  And of course on the internet streams and the free podcast at Infowars.com and PrisonPlanet.com and video feeds at PrisonPlanet.tv.
[01:21:44.986 --> 01:21:57.794]  Okay, so the Marine Corps Commandant came out and told the General Staff of the Marine Corps that they fired two top Marine commanders because they allowed a Taliban attack on a base last year.
[01:21:58.314 --> 01:21:59.595]  There were more attacks today.
[01:21:59.615 --> 01:22:01.296]  This is total bull.
[01:22:01.876 --> 01:22:08.520]  And I see reports every week where they're firing generals and admirals in the Army, the Navy, the Marines, the Air Force.
[01:22:09.921 --> 01:22:11.602]  And I've talked to my NSA sources.
[01:22:12.935 --> 01:22:14.276]  Like Wayne Madsen, you name it.
[01:22:14.956 --> 01:22:20.818]  There is just an all-out purge, just like you see the AP saying there's a purge of journalists and harassment.
[01:22:21.179 --> 01:22:22.379]  I can handle death threats.
[01:22:23.420 --> 01:22:26.321]  I can handle stuff people wouldn't believe if I talked about it on air.
[01:22:26.961 --> 01:22:35.445]  The average AP reporter or Reuters reporter gets a death threat, and by the way tells them what their kid was wearing when they went to school that morning, those people shut up real fast.
[01:22:36.425 --> 01:22:37.806]  The average congressperson
[01:22:39.181 --> 01:22:42.382]  Gets the call about, remember 10 years ago when you shoot on your wife?
[01:22:42.482 --> 01:22:43.482]  Yeah, that was our operative.
[01:22:43.522 --> 01:22:45.322]  Do what you're told or she's gonna go public.
[01:22:45.862 --> 01:22:47.402]  This is how they're running the show.
[01:22:47.823 --> 01:22:49.863]  Just like I told you the NSA was spying on you.
[01:22:50.103 --> 01:22:52.743]  Just like I told you all the back doors were built into the internet.
[01:22:54.064 --> 01:22:58.544]  For the NSA and private corporations to spy, that's in London Guardian and AP Today.
[01:22:59.605 --> 01:23:00.585]  Like, let me just give you the headline.
[01:23:00.605 --> 01:23:02.245]  It's saying it.
[01:23:02.845 --> 01:23:03.225]  U.S.
[01:23:03.285 --> 01:23:06.206]  fears backdoor routes into the net because it's building them too.
[01:23:07.281 --> 01:23:08.481]  That's Leningardian right there.
[01:23:08.501 --> 01:23:09.942]  It's not the U.S.
[01:23:10.002 --> 01:23:12.743]  It's the globalists that run the country.
[01:23:13.443 --> 01:23:14.984]  And again, I don't want to live in Russia.
[01:23:15.044 --> 01:23:17.025]  I don't like the Russian government in many respects.
[01:23:17.285 --> 01:23:18.625]  They're not running my life, though.
[01:23:18.965 --> 01:23:20.026]  I don't like the Chai Koms.
[01:23:20.326 --> 01:23:22.447]  The globalists are in bed with them, but they're not running my life.
[01:23:22.627 --> 01:23:23.287]  They're trying to.
[01:23:23.827 --> 01:23:26.688]  It's the globalists that are here running our lives.
[01:23:26.728 --> 01:23:28.429]  So, back to the missing nukes.
[01:23:28.449 --> 01:23:30.990]  Go ahead and queue up the CBS one about all the other missing nukes.
[01:23:31.010 --> 01:23:36.432]  In fact, I have an article right here dealing with
[01:23:38.118 --> 01:23:46.356]  All the different reports of 57 nukes, in fact we'll pull that up and put it on screen for viewers, that have been accidentally dropped in the ocean.
[01:23:47.250 --> 01:23:49.991]  They didn't detonate in drills and tests.
[01:23:50.491 --> 01:23:53.191]  The difference here, there's the New York Times.
[01:23:53.231 --> 01:23:56.212]  Dozens of atomic warheads lost at sea by superpower, study says.
[01:23:56.812 --> 01:23:57.892]  But that's nothing.
[01:23:58.392 --> 01:24:02.033]  That can happen in a set test and then it doesn't detonate.
[01:24:02.293 --> 01:24:03.714]  Then you lose it in deep water.
[01:24:04.114 --> 01:24:06.574]  This is nukes loaded in 2007, sent down under orders.
[01:24:10.643 --> 01:24:13.745]  We don't know who ordered it, because people were killed that were ordered to do it.
[01:24:14.265 --> 01:24:20.009]  And then to be central to the Middle East, we know, until security at the base at Barksdale said, no, you're not taking off.
[01:24:21.850 --> 01:24:26.373]  Armed security, the guys that guard the weapons said, these aren't supposed to be here.
[01:24:26.614 --> 01:24:27.234]  There is an order.
[01:24:27.274 --> 01:24:28.595]  You're waiting until we get orders.
[01:24:29.275 --> 01:24:31.617]  And then they said, no, we've been ordered to take off.
[01:24:31.657 --> 01:24:33.018]  And they said, no, you're not taking off.
[01:24:33.678 --> 01:24:35.920]  This time, we learned about what's going on with nukes.
[01:24:37.816 --> 01:24:40.679]  And no one will cover it but Michael Savage.
[01:24:41.380 --> 01:24:48.267]  Michael Savage covered it on Friday and said that yeah, they're covering missing nukes and all these top nuke generals are being fired, there's other stuff going on.
[01:24:48.627 --> 01:24:51.009]  This is important, it should be looked into and we appreciate that.
[01:24:51.029 --> 01:24:54.673]  Because Michael Savage terrestrially has like 400 radio stations and we have 160.
[01:24:54.713 --> 01:24:57.336]  And most of Michael's are bigger than ours.
[01:24:57.376 --> 01:24:59.258]  We're not in competition with Savage and he knows that.
[01:25:00.168 --> 01:25:03.789]  We just care about surviving and having a future, just like Savage does.
[01:25:03.829 --> 01:25:10.031]  And I've always said, compared to the other talk show hosts, you can tell Savage actually wants to have a future in a free country.
[01:25:10.672 --> 01:25:14.693]  You're not going to hear the others, the other big hosts, and we all know who they are, talking about this stuff.
[01:25:16.234 --> 01:25:25.357]  Because, at the end of the day, it's all about being a fake neocon, fake right-winger, who just sits there and plays ball with the establishment, and doesn't do anything dangerous.
[01:25:25.717 --> 01:25:28.958]  Listen, we are in danger because nobody will stand up for themselves.
[01:25:30.865 --> 01:25:32.045]  And I'm not picking and choosing here.
[01:25:32.125 --> 01:25:39.528]  I mean, I think Glenn Beck's been doing a better job covering the New World Order and false flag terror attacks and FEMA camps and all the stuff he denied five years ago.
[01:25:39.608 --> 01:25:39.948]  Good!
[01:25:40.568 --> 01:25:44.129]  Listen, when I go to bed at night, I don't think who's the biggest talk show host.
[01:25:44.730 --> 01:25:45.010]  Okay?
[01:25:45.030 --> 01:25:49.791]  If I wanted to be a big talk show host, I'd have sold out 15 years ago and played the party tune.
[01:25:50.551 --> 01:25:52.132]  I'd already be bigger than all these guys.
[01:25:53.377 --> 01:25:59.520]  I'm here on air exposing the New World Order because there's no future if we don't do that.
[01:25:59.540 --> 01:26:02.681]  So we salute Michael Savage covering this on Friday.
[01:26:02.821 --> 01:26:03.541]  I didn't hear it.
[01:26:03.621 --> 01:26:04.482]  I listen routinely.
[01:26:05.282 --> 01:26:06.242]  Missed it Friday night.
[01:26:06.683 --> 01:26:07.703]  I've got a bunch of calls.
[01:26:07.743 --> 01:26:09.544]  People I know heard it, so I know what happened.
[01:26:10.555 --> 01:26:11.576]  I was looking for the video, though.
[01:26:11.596 --> 01:26:13.057]  It's usually on YouTube, the audio.
[01:26:13.317 --> 01:26:15.318]  They put it to video and haven't found it.
[01:26:15.339 --> 01:26:19.742]  As soon as we find it, it'll be up on InfoWars.com and PresentPlanet.com.
[01:26:19.782 --> 01:26:22.584]  I called one of our auxiliary affiliates.
[01:26:22.604 --> 01:26:25.426]  It doesn't work with us or for us, but he contributes.
[01:26:25.486 --> 01:26:29.849]  I called Gucci Yardi and said, I heard you're in the report.
[01:26:29.969 --> 01:26:30.890]  He's talking about you.
[01:26:30.950 --> 01:26:32.931]  So will you please go find a new report for us?
[01:26:33.332 --> 01:26:34.132]  Because I want to hear it.
[01:26:35.033 --> 01:26:37.195]  And again, it's important if
[01:26:38.382 --> 01:26:44.147]  Ten million people a day that listen to him hear this, so then it becomes safer for other people to talk about it.
[01:26:44.628 --> 01:26:53.175]  It's kind of like we talked about the Navy SEALs first being murdered, then Savage had the courage to talk about it, and then six months later the mainstream media had to cover it.
[01:26:53.996 --> 01:26:55.657]  So there's different avenues to get stories out.
[01:26:55.677 --> 01:27:04.085]  There's DrudgeReport.com, there's Michael Savage, we put his site up on TV for folks to see that and go to that.
[01:27:05.285 --> 01:27:10.830]  There's only a few other avenues that are willing to cover big stories that other corporate media won't cover.
[01:27:13.253 --> 01:27:21.460]  As far as I see it, things like DrugsReport.com, Michael Savage's radio show, those are a crossover no-man's land.
[01:27:21.500 --> 01:27:28.908]  They're giant outlets that reach bigger audiences than dinosaur mainstream media, but they're not dinosaur mainstream media.
[01:27:29.645 --> 01:27:30.566]  And nobody's perfect.
[01:27:30.906 --> 01:27:31.666]  I'm not perfect.
[01:27:31.706 --> 01:27:32.687]  Drudge isn't perfect.
[01:27:32.767 --> 01:27:33.667]  Savage isn't perfect.
[01:27:34.047 --> 01:27:41.031]  The point is, is that consistently they are willing to cover things that the left and the right both won't cover.
[01:27:41.571 --> 01:27:44.333]  And at the end of the day, if we don't cover these things, it's over.
[01:27:46.001 --> 01:27:52.365]  I mean, I'll guarantee you, people like Drudge, people like Savage, they're willing to get the threats, the heat, the whatever, talk about liberty.
[01:27:52.765 --> 01:28:01.370]  Drudge has carried for three days our article about the TSA carries these cryptic announcements about, if you laugh at us or question us, we will arrest you.
[01:28:01.410 --> 01:28:02.770]  There's no free speech in airports.
[01:28:03.051 --> 01:28:04.311]  That's airing everywhere.
[01:28:04.371 --> 01:28:05.172]  Drudge picked that up.
[01:28:06.937 --> 01:28:08.098]  It's MichaelSavage.com.
[01:28:08.158 --> 01:28:09.399]  I knew that, but I wanted to double-check.
[01:28:09.419 --> 01:28:10.400]  That's a good-looking website.
[01:28:11.121 --> 01:28:15.705]  We're about to update InfoWars.com and PrisonPlanet.com very, very soon.
[01:28:15.765 --> 01:28:17.707]  It's going to be a nice, clean, modern-looking site.
[01:28:17.727 --> 01:28:20.350]  They're good sites now, but it's kind of a seven-year-old design.
[01:28:20.390 --> 01:28:23.833]  That's all happening right now at InfoWars.com and PrisonPlanet.com.
[01:28:23.853 --> 01:28:25.174]  But all that is a side issue.
[01:28:26.235 --> 01:28:27.657]  The point here is
[01:28:29.921 --> 01:28:33.243]  That I don't know what's going on with the nukes.
[01:28:33.543 --> 01:28:35.244]  But they're sacking all these nuke generals.
[01:28:35.664 --> 01:28:37.705]  We're a real outlet that puts out real news.
[01:28:38.186 --> 01:28:39.066]  Everybody knows that.
[01:28:39.126 --> 01:28:40.087]  We don't make stuff up.
[01:28:40.447 --> 01:28:41.888]  So people better look into this.
[01:28:42.048 --> 01:28:45.169]  Everybody who cares about their kids, cares about their family.
[01:28:45.189 --> 01:28:49.512]  Because we could be looking at nuclear blackmail run by Obama and the crime syndicate that controls him.
[01:28:51.616 --> 01:28:52.617]  Ben Swan here.
[01:28:52.857 --> 01:28:53.978]  We are winning.
[01:28:54.038 --> 01:29:01.264]  Alternative media is challenging and beating mainstream media, and it's imperative for the liberty movement to continue this momentum.
[01:29:01.764 --> 01:29:08.349]  However, independent media cannot win without the support of sponsors and advertisers like Diamond Gusset Jeans.
[01:29:08.790 --> 01:29:14.154]  For over 26 years, Diamond Gusset has been owned by patriots with products designed for patriots.
[01:29:14.634 --> 01:29:20.158]  When I put on a pair of Diamond Gusset jeans, I enjoy the quality, comfort, durability and style.
[01:29:20.659 --> 01:29:23.481]  Most importantly, my wife really likes them as well.
[01:29:23.981 --> 01:29:31.166]  From the cotton to the last stitch, Diamond Gusset bucks the industry standard by producing a 100% all-American product.
[01:29:31.487 --> 01:29:32.908]  Another reason for my endorsement.
[01:29:33.428 --> 01:29:37.630]  So, Ben Swan is asking you to go visit DiamondLiberty.com right now.
[01:29:37.970 --> 01:29:44.592]  With promo code BEN, you will receive a 20% off discount on a pair of male or female Diamond Gusset jeans.
[01:29:45.093 --> 01:29:50.895]  Remember, DiamondLiberty.com, and you are directly supporting the growth of independent media.
[01:29:51.235 --> 01:30:02.380]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soap that is triple concentrated and made from the highest quality vegetable and coconut oils.
[01:30:03.020 --> 01:30:14.164]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a free catalog and buy American-made products.
[01:30:14.464 --> 01:30:20.667]  Order the sampler, a 1-2 month supply or get a 1-2 year supply of soaps for all your cleaning needs.
[01:30:21.127 --> 01:30:24.129]  You're getting soap products twice as good as what you're using now.
[01:30:24.669 --> 01:30:29.092]  This is an amazing deal and you will love the way real soap makes your skin feel.
[01:30:29.333 --> 01:30:36.397]  Call 1-800-340-7091 or visit www.5starsoap.com.
[01:30:36.698 --> 01:30:40.800]  Alex and his staff have used these earth-friendly pure soaps for years.
[01:30:41.341 --> 01:30:46.184]  See them on the web www.5starsoap.com or call 1-800-340-7091 for a catalog.
[01:30:51.567 --> 01:30:54.328]  Protecting your home with a security system is a must.
[01:30:54.569 --> 01:31:00.591]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[01:31:00.951 --> 01:31:07.334]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[01:31:07.734 --> 01:31:09.695]  Not with SimpliSafe Home Security.
[01:31:10.036 --> 01:31:11.056]  They're the good guys.
[01:31:11.377 --> 01:31:14.078]  You can trust SimpliSafe to protect your family.
[01:31:14.439 --> 01:31:18.741]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[01:31:18.962 --> 01:31:22.244]  You'll get 24-hour protection for just $14.99 a month.
[01:31:22.504 --> 01:31:25.226]  There are no hidden fees and no contracts.
[01:31:25.426 --> 01:31:26.387]  You'll save thousands.
[01:31:26.647 --> 01:31:29.709]  Plus, you're protected by their 100% money-back guarantee.
[01:31:30.029 --> 01:31:33.111]  Protect yourself against home invasions and break-ins.
[01:31:33.471 --> 01:31:37.394]  Order your SimpliSafe system now and receive a wireless keychain remote.
[01:31:37.674 --> 01:31:39.597]  A $25 gift, free.
[01:31:40.018 --> 01:31:42.641]  So don't waste your time dealing with scum.
[01:31:43.002 --> 01:31:49.672]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:31:51.638 --> 01:31:55.300]  Research shows that the next Great Depression is inevitable and unstoppable.
[01:31:55.561 --> 01:31:57.362]  It is suicide to not be prepared.
