[00:00:02.981 --> 00:00:05.382]  Ah, Christmas music!
[02:23:06.054 --> 02:23:12.056]  But fake TV can fool even professional burglars into thinking someone is home watching television.
[02:23:12.276 --> 02:23:24.427]  As a recent widow living alone, it gives me great peace of mind to set my fake TV near a window and know that passing motorists and pedestrians will think someone is home watching TV when I'm actually away from home.
[02:23:24.427 --> 02:23:29.051]  Fake TV easily plugs into any outlet just like a light on a timer.
[02:23:29.051 --> 02:23:30.833]  And they're so easy to use.
[02:23:30.833 --> 02:23:32.754]  You just plug them in and they're ready to go.
[02:23:32.754 --> 02:23:36.458]  Plus, they're so affordable that we have one upstairs and downstairs.
[02:23:36.798 --> 02:23:40.941]  Fake TV is only $34.95 and makes a great Christmas gift.
[02:23:40.941 --> 02:23:44.263]  Order your Fake TV by calling 877-5-FAKE-TV or go to faketv.com.
[02:23:44.263 --> 02:23:45.824]  That's 877-532-5388 or faketv.com.
[02:23:45.824 --> 02:23:48.326]  Fake TV, the burglar deterrent.
[02:24:14.616 --> 02:24:15.977]  Welcome back to the Alex Jones Show.
[02:24:15.977 --> 02:24:19.900]  I'm David Knight and we're joined on the phone with Gerald Salenti.
[02:24:19.900 --> 02:24:24.522]  We were just talking about Iran and what Gerald analyzes that to be.
[02:24:24.522 --> 02:24:30.726]  He's the publisher of Trends Journal and that's at TrendsResearch.com.
[02:24:30.726 --> 02:24:38.111]  I was just looking during the break at this article that Kurt Nimmo put up on InfoWars about Obama telling his Hollywood allies to cut movie violence.
[02:24:38.993 --> 02:24:42.095]  He says they need to think long and hard about what they're going to do.
[02:24:42.095 --> 02:24:45.997]  So here we have the dictator-in-chief telling them what kind of movies they're going to make.
[02:24:45.997 --> 02:24:47.998]  We got Bloomberg telling you what kind of food to eat.
[02:24:47.998 --> 02:24:52.521]  We got Obama telling you what kind of insurance you're going to buy, what kind of movies you're going to watch.
[02:24:52.521 --> 02:24:54.903]  We got the Bill and Melinda Gates Foundation determining
[02:24:55.993 --> 02:24:57.875]  How your children are going to be educated.
[02:24:57.875 --> 02:24:58.936]  What they're going to be taught.
[02:24:58.936 --> 02:25:00.998]  And of course they don't care much for religion.
[02:25:00.998 --> 02:25:05.121]  But we have these people whose religion seems to be that of the omnipotent state.
[02:25:05.121 --> 02:25:14.770]  And he's joined along with Senator Lieberman who has proposed a bill that would allow the government to find companies that advertise violent movies to children.
[02:25:14.770 --> 02:25:16.691]  Because always it's about the children.
[02:25:17.572 --> 02:25:25.675]  Well, you're not going to be able to distinguish whether they're advertising it to children or to adults, and so that's the way the tyranny always creeps in.
[02:25:25.675 --> 02:25:38.259]  But I bring that up because one of the things about this Iranian deal, Gerald, is that, from my standpoint, I thought was interesting was that both the Associated Press and the Iranian press, the Al-Monitor,
[02:25:39.102 --> 02:25:43.565]  We're working with their respective governments to do exactly what the governments wanted to.
[02:25:43.565 --> 02:25:45.746]  They kept this secret since March.
[02:25:45.746 --> 02:25:47.368]  They've known about this.
[02:25:47.368 --> 02:25:48.929]  The AP says that they didn't know about it.
[02:25:48.929 --> 02:25:51.811]  Almonitor says, well, we weren't really sure of the details and so forth.
[02:25:51.811 --> 02:26:01.417]  But there's a reporter, Laura Rosen, who says that both her journal and the AP had the story and kept quiet about it for months to help the Obama administration.
[02:26:01.417 --> 02:26:08.702]  It's pretty amazing the censorship, the dictatorship, and how the mainstream media plays ball with these people.
[02:26:09.482 --> 02:26:11.483]  Well, that's why I call them prostitutes.
[02:26:11.483 --> 02:26:12.143]  Yeah.
[02:26:12.143 --> 02:26:13.063]  That's what they do.
[02:26:13.063 --> 02:26:13.683]  Absolutely.
[02:26:13.683 --> 02:26:14.884]  And they send us to war.
[02:26:14.884 --> 02:26:21.446]  You know, you're talking about the gun violence, by the way, as you're going, reading, as you're mentioning all these things.
[02:26:21.446 --> 02:26:30.909]  Hey, it's no good for the kids, but a couple of drones, you know, wiping out some Yemeni kids, the Pakistanis, or Afghan kids, they don't count.
[02:26:31.269 --> 02:26:34.131]  Oh, and all those kids that were slaughtered in Iraq?
[02:26:34.131 --> 02:26:36.412]  Oh, you want to talk about gun violence?
[02:26:36.412 --> 02:26:38.833]  Let's talk about real gun violence.
[02:26:38.833 --> 02:26:41.275]  Hey, how about a little depleted uranium?
[02:26:41.275 --> 02:26:43.716]  Does that count as gun violence?
[02:26:43.716 --> 02:26:53.722]  How about those guys up there in the helicopter that Bradley Manning is in jail for shooting innocent people and joking about it?
[02:26:53.722 --> 02:26:55.243]  Is that gun violence?
[02:26:55.703 --> 02:26:58.746]  Yeah, the irony is just amazing, isn't it?
[02:26:58.746 --> 02:27:02.449]  That he would do all of these things and then complain about these fictional characters.
[02:27:02.449 --> 02:27:08.475]  But one of the things about that, Gerald, is that they're depicting in movies individuals having guns.
[02:27:08.475 --> 02:27:11.158]  He wants a world where only the government has the guns, right?
[02:27:11.880 --> 02:27:13.601]  Yeah, exactly, is what I'm saying.
[02:27:13.601 --> 02:27:18.924]  And you were talking about all these, you know, how they're watching over everything that they're doing about us.
[02:27:18.924 --> 02:27:21.206]  I gotta tell you, I'm fed up with the cops, man.
[02:27:21.206 --> 02:27:21.786]  I've had it.
[02:27:21.786 --> 02:27:29.711]  You know, the other night I went up to, well, I'm in Kingston, Colonial Kingston, and about 20 minutes from here is Woodstock.
[02:27:29.711 --> 02:27:37.176]  And they had the New Orleans Preservation Hall Jazz Band at Bearsville Theater.
[02:27:37.176 --> 02:27:39.698]  So I go up with my friend to go see, I'm a real jazz fan.
[02:27:42.169 --> 02:27:46.913]  Everywhere you look, man, there's the cops.
[02:27:46.913 --> 02:27:48.574]  There's the cops.
[02:27:48.574 --> 02:27:55.279]  If you don't have that little light on under your license plate, they're pulling you over.
[02:27:55.279 --> 02:28:02.364]  If you don't have your signal light on, your seatbelt on, they're busting everybody's chops, man.
[02:28:03.264 --> 02:28:07.986]  You want to talk about the militarization of this country?
[02:28:07.986 --> 02:28:21.110]  How about all of these vehicles that the Defense Department isn't using anymore that we pay an arm and a leg for from these military contractors that are now going to rural police departments?
[02:28:21.630 --> 02:28:24.553]  You want to talk about the loss of our rights?
[02:28:24.553 --> 02:28:26.274]  I've had it with this crap.
[02:28:26.274 --> 02:28:36.343]  You know, I remember going out at night on a Friday and Saturday night, and you sound old enough to remember too, when the roads used to be packed with people.
[02:28:36.343 --> 02:28:36.744]  Yeah.
[02:28:36.744 --> 02:28:38.105]  And now they're empty.
[02:28:38.105 --> 02:28:41.969]  Because they're out there, they're watching everything.
[02:28:41.969 --> 02:28:42.669]  Hey, but boy,
[02:28:43.630 --> 02:28:48.294]  Where are all these tough cops going after the Jamie Diamonds?
[02:28:48.294 --> 02:28:50.516]  Or the Lloyd Blankfeins?
[02:28:50.516 --> 02:28:52.358]  Or the other big criminals?
[02:28:52.358 --> 02:28:54.420]  Oh, you know why they don't go after them?
[02:28:54.420 --> 02:28:57.062]  Because they only commit misdeeds!
[02:28:57.062 --> 02:28:58.983]  Yeah, that's right!
[02:28:58.983 --> 02:29:00.485]  Or they missold!
[02:29:00.885 --> 02:29:02.827]  No, it's never grand larceny.
[02:29:02.827 --> 02:29:05.390]  It's never robbery or burglary.
[02:29:05.390 --> 02:29:12.819]  You know, we need the cops to go after the slime, whether it's John the Slime Corzine or these gangbangers.
[02:29:12.819 --> 02:29:14.741]  And leave us alone!
[02:29:16.650 --> 02:29:19.832]  We were told by the Justice Department these guys are too big to jail.
[02:29:19.832 --> 02:29:22.714]  HSBC, UBS, they were too big to jail.
[02:29:22.714 --> 02:29:24.435]  We couldn't do anything to those companies.
[02:29:24.435 --> 02:29:26.136]  We had to give them a pass.
[02:29:26.136 --> 02:29:27.897]  We're going to be right back with Gerald Salenti.
[02:29:27.897 --> 02:29:29.578]  We're going to talk about China.
[02:29:29.578 --> 02:29:32.700]  We're going to talk about the Trans-Pacific Partnership.
[02:29:32.700 --> 02:29:34.181]  Things are heating up between the U.S.
[02:29:34.181 --> 02:29:34.741]  and China.
[02:29:34.741 --> 02:29:36.202]  China's trying to build a navy.
[02:29:36.202 --> 02:29:36.863]  The U.S.
[02:29:36.863 --> 02:29:40.085]  is trying to push back against them in Asia.
[02:29:40.085 --> 02:29:44.428]  We're going to see what happens with that, but Gerald's got some ideas on that and we'll join him right after the break.
[02:29:44.428 --> 02:29:44.888]  Stay tuned.
[02:29:47.216 --> 02:29:51.146]  We're on the march, the empire's on the run.
[02:29:51.146 --> 02:29:53.812]  Alex Jones and the GCN Radio Network.
[02:29:57.921 --> 02:29:58.942]  The facts are in.
[02:29:58.942 --> 02:30:00.342]  The studies are legion.
[02:30:00.342 --> 02:30:07.866]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[02:30:07.866 --> 02:30:11.688]  So why are the social engineers adding it to the water?
[02:30:11.688 --> 02:30:12.248]  Simple.
[02:30:12.248 --> 02:30:16.971]  Dumb down the host population that the parasitic technocracy is feeding on.
[02:30:16.971 --> 02:30:22.694]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[02:30:22.694 --> 02:30:24.735]  I am extremely excited to announce the
[02:30:24.735 --> 02:30:28.218]  The exclusive InfoWars Life Fluoride Shield Formulation.
[02:30:28.218 --> 02:30:39.028]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[02:30:39.028 --> 02:30:40.870]  Let's take a stand against the globalists.
[02:30:40.970 --> 02:30:43.593]  By blocking their poisons with Fluoride Shield.
[02:30:43.593 --> 02:30:45.755]  I use Fluoride Shield every day.
[02:30:45.755 --> 02:30:51.301]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[02:30:51.301 --> 02:30:55.726]  Let's start cleansing our bodies now and support the Info War at the same time.
[02:30:55.726 --> 02:30:57.007]  That's InfoWarsLife.com
[02:30:57.848 --> 02:31:02.571]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[02:31:02.571 --> 02:31:05.673]  Why do we have the highest cancer rates on the planet?
[02:31:05.673 --> 02:31:11.237]  The highest rates of diabetes, autism, and every other major disease.
[02:31:11.237 --> 02:31:13.178]  It all comes down to one thing.
[02:31:13.178 --> 02:31:14.819]  We are what we eat.
[02:31:14.819 --> 02:31:19.483]  Our food is devoid of nutrition and processed with poisons and additives.
[02:31:19.483 --> 02:31:23.725]  Our water is filled with toxic poisons and big pharma runoff.
[02:31:23.725 --> 02:31:25.987]  All of this has been engineered by design.
[02:31:26.267 --> 02:31:32.489]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[02:31:32.489 --> 02:31:35.470]  To learn more, visit InfoWarsHealth.com.
[02:31:35.470 --> 02:31:42.272]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[02:31:42.512 --> 02:31:48.574]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[02:31:48.574 --> 02:31:54.736]  When you visit Infowarshealth.com, be sure and check out the catalog, with nearly 400 life-changing products.
[02:31:54.736 --> 02:31:57.237]  And get free shipping when you sign up for AutoShip.
[02:31:57.717 --> 02:31:59.618]  Introducing Pro-1.
[02:31:59.618 --> 02:32:03.260]  All of your filtration in one system, portable, on-the-go.
[02:32:03.260 --> 02:32:07.802]  No more do you have two or three filters to just reduce sodium fluoride.
[02:32:07.802 --> 02:32:13.925]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[02:32:13.925 --> 02:32:24.710]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[02:32:24.890 --> 02:32:27.752]  It is the only one that does it and out of the gates!
[02:32:27.752 --> 02:32:31.395]  We have it discounted at 10% off with promo code WATER.
[02:32:31.395 --> 02:32:46.126]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands.
[02:32:46.286 --> 02:32:47.547]  The answer to 1984 is 1776.
[02:32:47.547 --> 02:32:49.327]  You're listening to the Alex Jones Show.
[02:33:14.813 --> 02:33:16.314]  Welcome back to the Alex Jones Show.
[02:33:16.314 --> 02:33:21.336]  I'm David Knight, filly in for Alex, and I have Gerald Salenti on the line with us.
[02:33:21.336 --> 02:33:27.139]  But before we get back to Gerald, I just wanted to point out that Pro-Pure filters are on sale right now.
[02:33:27.139 --> 02:33:28.359]  Water 20 to save 20%.
[02:33:28.359 --> 02:33:36.063]  You know, this is perhaps your most vital nutritional supplement is water, and you want to make sure that that's clean.
[02:33:36.063 --> 02:33:40.805]  Whether you've got a well system, you want to make sure that you've got excess particulates out of your well water.
[02:33:41.465 --> 02:33:51.931]  Maybe glyphonate has come into it from Monsanto's wonderful Roundup, but you also want to make sure if you're living on city water especially, you know that they're probably purposefully
[02:33:52.924 --> 02:33:55.966]  Adulterating it with fluoride and other forced medication.
[02:33:55.966 --> 02:33:58.028]  Make sure that your water is pure and clean.
[02:33:58.028 --> 02:34:01.410]  It's one of the most essential elements for a healthy life.
[02:34:01.410 --> 02:34:02.431]  And you can pick that up.
[02:34:02.431 --> 02:34:05.213]  Appropriate filters right now at InfoWarsStore.com.
[02:34:05.213 --> 02:34:07.994]  Promo code is WATER20 to save 20%.
[02:34:07.994 --> 02:34:10.856]  I was just handed an article from Kit Daniels.
[02:34:10.856 --> 02:34:14.199]  This is breaking new news going up on the website.
[02:34:14.759 --> 02:34:17.880]  Proof that gun registration leads to confiscation.
[02:34:17.880 --> 02:34:29.723]  We were just talking in the previous segment, Gerald and I, about the amazing hypocrisy of Obama lecturing Hollywood about violent movies when he's killing people with drones around the world.
[02:34:29.723 --> 02:34:36.785]  This is a case in New York where they've had people register their guns and now they're sending out these notifications.
[02:34:36.785 --> 02:34:42.166]  It appears that you are in possession of a rifle and or shotgun listed below.
[02:34:43.130 --> 02:34:44.851]  Just as I was saying, you know, it's...
[02:35:04.719 --> 02:35:06.581]  Yeah, yeah, you screw the little people.
[02:35:06.581 --> 02:35:09.263]  They're taking all our rights away from us.
[02:35:09.263 --> 02:35:10.745]  They're watching everything.
[02:35:10.745 --> 02:35:14.288]  Who could have ever would imagine that this would have happened to our nation?
[02:35:14.288 --> 02:35:14.929]  Yeah.
[02:35:14.929 --> 02:35:16.050]  Oh, absolutely.
[02:35:16.050 --> 02:35:18.131]  Let's turn back to international
[02:35:19.654 --> 02:35:20.135]  I think
[02:35:36.056 --> 02:35:50.789]  At the same time that China is building up a massive deep-water navy and asserting that they own certain Japanese islands, certain islands around Korea, and yesterday the US flew B-52s in defiance of what the
[02:35:51.670 --> 02:35:53.010]  Chinese had just said the U.S.
[02:35:53.010 --> 02:35:58.791]  sends two B-52 bombers into the air zone, claimed by China, according to the New York Times, defying China.
[02:35:58.791 --> 02:36:03.532]  Two long-range American bombers flew through contested airspace in the East China Sea.
[02:36:03.532 --> 02:36:07.933]  Now, of course, the American officials said, oh, no, we were not being provocative.
[02:36:07.933 --> 02:36:09.193]  They were being provocative.
[02:36:09.193 --> 02:36:10.254]  And maybe that's true.
[02:36:10.254 --> 02:36:13.334]  You know, when somebody puts something in your face, maybe you stand up to them.
[02:36:13.334 --> 02:36:13.634]  I don't know.
[02:36:13.634 --> 02:36:16.915]  How do you read this buildup between China and the U.S.? ?
[02:36:17.824 --> 02:36:22.535]  Well, it's part of that Pivot Asia that's part of the Obama program.
[02:36:22.535 --> 02:36:25.682]  And I think we really need to step back from all of it.
[02:36:27.469 --> 02:36:28.971]  What are we doing over there?
[02:36:28.971 --> 02:36:32.954]  What's the United States doing any place other than... How come that we're not at home?
[02:36:32.954 --> 02:36:33.555]  Yes.
[02:36:33.555 --> 02:36:36.878]  We don't need a military, we need a defense force.
[02:36:36.878 --> 02:36:38.560]  This is insanity.
[02:36:38.560 --> 02:36:41.503]  Here, the country is going down in every level.
[02:36:41.503 --> 02:36:43.205]  What is the latest numbers out now?
[02:36:43.205 --> 02:36:47.949]  Our infrastructure is going to take four trillion just to repair.
[02:36:48.650 --> 02:37:02.120]  And now, of course, what is about a week ago, Reuters reported that they can't find 8.5 trillion that the Pentagon spent since 1996.
[02:37:02.120 --> 02:37:03.561]  What are we doing over there?
[02:37:03.561 --> 02:37:16.852]  We imagine if this was a role reversal and there was a disputed island between, let's say, United States and Mexico, and the Chinese came over and flew over it.
[02:37:17.657 --> 02:37:19.758]  You know, what are we doing over there?
[02:37:19.758 --> 02:37:21.018]  Enough of this.
[02:37:21.018 --> 02:37:25.039]  Oh, the military, they're really brilliant in this country.
[02:37:25.039 --> 02:37:28.500]  Hey, that's a great war they won over there in Iraq, wasn't it?
[02:37:28.500 --> 02:37:31.681]  Hey, David, how about that winner in Afghanistan?
[02:37:31.681 --> 02:37:34.902]  You know, the longest war in American history?
[02:37:34.902 --> 02:37:37.682]  Longer than World War I and World War II put together?
[02:37:37.682 --> 02:37:40.183]  And we're going to be there another 10 years.
[02:37:40.183 --> 02:37:43.324]  They just came out this week and said, and perhaps beyond.
[02:37:43.324 --> 02:37:46.745]  And it was back in 2006, a British commander said, we're going to be there for 20 years.
[02:37:47.712 --> 02:37:56.220]  Yeah, and didn't El Presidente say during the presidential campaign that we were going to be out of there by 2014?
[02:37:56.220 --> 02:38:03.767]  And now the date is ostensibly 2024.
[02:38:03.767 --> 02:38:10.493]  So what I'm saying is whether it's Vietnam, whether it's Korean War, whether it's... What are they doing here?
[02:38:10.493 --> 02:38:11.994]  You know, it's a provocation.
[02:38:11.994 --> 02:38:13.536]  It's none of our business.
[02:38:14.136 --> 02:38:15.137]  Business!
[02:38:15.137 --> 02:38:20.282]  And if anybody does think it's their business, pack up your gear and go over there and fight it.
[02:38:20.282 --> 02:38:24.005]  Also, send your money, because I don't want to send my money for this stuff.
[02:38:24.005 --> 02:38:24.486]  That's right.
[02:38:24.486 --> 02:38:28.149]  Of course, it's all set up to enrich the military-industrial complex.
[02:38:28.149 --> 02:38:35.576]  And now there are these same globalist corporations that have been robbing us blind so that we could have continuous war ever since World War II.
[02:38:36.417 --> 02:38:39.639]  There's an article now that came out on, let's see, what was this?
[02:38:39.639 --> 02:38:43.762]  This was the Telegraph, and this is from Ambrose Evans Pritchard.
[02:38:43.762 --> 02:38:44.823]  And here's the title.
[02:38:44.823 --> 02:38:51.627]  He says, China-Japan rearmament is a Keynesian stimulus, if it doesn't go horribly wrong.
[02:38:51.627 --> 02:38:52.507]  So there you go.
[02:38:52.507 --> 02:38:54.209]  Now, not only should the U.S.
[02:38:54.209 --> 02:39:03.855]  build up because we're threatened by the Chinese, but the Chinese are threatened by the U.S., so now we can sell weapons to both of those sides, and it's a good thing because it's a Keynesian stimulus.
[02:39:04.335 --> 02:39:05.978]  Yeah, this is a sickle for you.
[02:39:05.978 --> 02:39:08.162]  Here, I want to read a quote.
[02:39:08.162 --> 02:39:10.626]  This is from, um, Monday.
[02:39:11.892 --> 02:39:33.078]  The US military will continue conducting flight operations in the region, including with our allies and partners, and will not in any way change how we conduct our operations as a result of this policy said
[02:39:35.499 --> 02:39:42.361]  Colonel Stephen C. Warren of the Pentagon.
[02:39:42.361 --> 02:39:44.502]  Now let me get this straight.
[02:39:44.502 --> 02:39:55.745]  We were talking before about Iran and the problems the United States had with it, with the hostage takeover.
[02:39:55.745 --> 02:39:58.906]  Of course, no one was really killed in that thing.
[02:39:58.906 --> 02:40:03.607]  But when you go back to World War II, let me get this straight.
[02:40:05.518 --> 02:40:08.421]  He's the Japanese, huh Pearl Harbor?
[02:40:08.421 --> 02:40:12.124]  Oh, they're our good buddies now, like the Vietnamese, right?
[02:40:12.124 --> 02:40:16.348]  And the Germans.
[02:40:16.348 --> 02:40:19.430]  That's right, just like 1984 where they keep changing sides.
[02:40:19.430 --> 02:40:22.013]  Play this song, listen to this.
[02:40:22.013 --> 02:40:25.276]  What's that?
[02:40:25.276 --> 02:40:27.518]  I can't hear it, can you guys hear that?
[02:40:31.912 --> 02:40:39.289]  In the streak of yellow from this sneaky little fellow and you think a cyclone hit him when he's through it.
[02:40:40.934 --> 02:40:45.677]  We'll take this duffel crosser to the old woodshed.
[02:40:45.677 --> 02:40:46.817]  Well, that's politically incorrect.
[02:40:46.817 --> 02:40:50.339]  We'll start on his bottom and go to his head.
[02:40:50.339 --> 02:40:55.021]  When we get through with him, he'll wish that he was dead.
[02:40:55.021 --> 02:40:58.283]  We gotta slap the dirty little devil.
[02:40:58.283 --> 02:40:58.984]  There we go.
[02:40:58.984 --> 02:40:59.704]  Okay.
[02:40:59.704 --> 02:41:00.284]  Alright?
[02:41:00.284 --> 02:41:00.865]  Yeah.
[02:41:00.865 --> 02:41:03.206]  And now today they... What was going on?
[02:41:03.846 --> 02:41:12.482]  If we could be allies with Japan, oh, not to mention, you know, Hiroshima and Nagasaki as a side thing, you know.
[02:41:13.396 --> 02:41:15.738]  We have a big issue here with Iran?
[02:41:15.738 --> 02:41:16.319]  I don't get it.
[02:41:16.319 --> 02:41:17.780]  Yeah, that's right.
[02:41:17.780 --> 02:41:23.146]  I mean, look at what was going on back then, the hatred between the two countries.
[02:41:23.146 --> 02:41:24.187]  And this was a war.
[02:41:24.187 --> 02:41:32.575]  This is when, you know, hundreds of thousands, not millions of people, hundreds of thousands of the United States, millions around the world were killed.
[02:41:32.575 --> 02:41:35.138]  There was nothing like this with Iran and the United States.
[02:41:35.518 --> 02:41:41.863]  But anyway, now we're their allies, and this is what they said after they sent the B-2s over.
[02:41:41.863 --> 02:41:42.163]  The B-52s.
[02:41:45.017 --> 02:41:52.660]  Pentagon spokesman Colonel Stephen Warren told the media, quote, We've conducted operations in the area.
[02:41:52.660 --> 02:42:05.386]  We have continued to follow our normal procedures, which include not filing flight plans, not radioing ahead, and not registering our frequencies.
[02:42:05.386 --> 02:42:07.587]  Of course, that's not provocative.
[02:42:07.587 --> 02:42:08.787]  No!
[02:42:08.787 --> 02:42:11.629]  And of course, the Chinese are provocative as well.
[02:42:11.629 --> 02:42:13.549]  But this isn't our fight!
[02:42:13.549 --> 02:42:13.870]  Right.
[02:42:15.316 --> 02:42:30.763]  And that's what is so upsetting, is that, again, here we are, the United States of America, built on a foundation from the Founding Fathers, a Constitution and a Bill of Rights, that is totally against this kind of behavior.
[02:42:31.503 --> 02:42:40.508]  And yet, it's being broadcast and talked about in the major media as though we have every right to be doing this.
[02:42:40.508 --> 02:42:43.390]  How about minding your own business?
[02:42:43.390 --> 02:42:45.291]  How about taking care of America?
[02:42:45.291 --> 02:42:45.972]  I got an idea.
[02:42:47.151 --> 02:42:48.934]  Fix Detroit.
[02:42:48.934 --> 02:42:53.500]  After you do that, then get involved over there in China.
[02:42:53.500 --> 02:42:54.722]  Absolutely.
[02:42:54.722 --> 02:43:03.355]  And yet, what we see happening is, of course, this is an opportunity for the military-industrial complex to make money with China can build up their giant navy.
[02:43:03.915 --> 02:43:13.663]  And then we can have a new defense project where we come up with new surface-to-sea missiles, and the military-industrial complex is going to be very, very happy about that.
[02:43:13.663 --> 02:43:19.968]  We can even, China might even loan us the money to go into these new defense projects, right?
[02:43:19.968 --> 02:43:22.430]  You got a good one there, that's a good point.
[02:43:22.430 --> 02:43:30.075]  And again, when we really talk about the Chinese Navy, they have one aircraft carrier, and it's a retrofitted Ukrainian ship.
[02:43:30.916 --> 02:43:34.358]  But, Gerald, you should be very, very afraid of that.
[02:43:34.358 --> 02:43:36.679]  See, that's what the press is telling you.
[02:43:36.679 --> 02:43:40.260]  They're just learning how to fly the planes on me, you know?
[02:43:40.260 --> 02:43:42.041]  I mean, it's a joke.
[02:43:42.041 --> 02:43:54.427]  But if they're going to do this, just as they, look, just as they used communism during the Cold War, now it's terrorism during the War on Terror to keep us in fear.
[02:43:54.427 --> 02:43:57.508]  And the next charge is going to be the Chinese.
[02:43:57.508 --> 02:43:58.649]  Because here's the deal.
[02:43:59.813 --> 02:44:02.815]  Japan is in a lot of trouble.
[02:44:02.815 --> 02:44:05.477]  Their economy stinks.
[02:44:05.477 --> 02:44:08.200]  Abenomics isn't working.
[02:44:08.200 --> 02:44:10.181]  They've devalued the yen.
[02:44:10.181 --> 02:44:14.344]  They're trying everything they can to boost their economy up.
[02:44:14.344 --> 02:44:17.086]  When all else fails, they take you to war.
[02:44:17.907 --> 02:44:21.171]  Go over to China, same thing there.
[02:44:21.171 --> 02:44:26.679]  They're running a massive deficit to GDP.
[02:44:26.679 --> 02:44:28.881]  They have real problems.
[02:44:28.881 --> 02:44:31.545]  Their lending rates are going up.
[02:44:31.545 --> 02:44:32.847]  Let me interject something right there.
[02:44:32.847 --> 02:44:33.828]  We just had an article yesterday.
[02:44:33.848 --> 02:44:40.809]  Yesterday that was on Infowars.com, and it pointed out that China is on a debt binge and a buying spree unlike anything the world has ever seen.
[02:44:40.809 --> 02:44:47.951]  What you just said there, in terms of talking about the massive debt that they're incurring, they said they've had an unprecedented explosion of debt.
[02:44:47.951 --> 02:44:50.951]  They've added $15 trillion.
[02:44:50.951 --> 02:44:59.173]  So they've added more in just a couple of years, in the past five years, they've added more debt than any country in history has.
[02:44:59.173 --> 02:45:02.914]  So the Chinese are going into debt to the bankers as well, aren't they?
[02:45:03.394 --> 02:45:04.295]  Exactly!
[02:45:04.295 --> 02:45:07.719]  You know what China's biggest fear is, Bayou?
[02:45:07.719 --> 02:45:09.881]  It's not Japan or the United States.
[02:45:09.881 --> 02:45:11.283]  It's the Chinese people.
[02:45:11.283 --> 02:45:14.466]  They've got 1.2 billion of them.
[02:45:14.466 --> 02:45:16.068]  A lot of them start going nuts.
[02:45:16.068 --> 02:45:17.389]  They can't handle the deal.
[02:45:17.389 --> 02:45:19.672]  And that's what you're going to start seeing happening.
[02:45:21.093 --> 02:45:24.657]  There's a demographic component to that too, as well.
[02:45:24.657 --> 02:45:30.783]  There's a massive imbalance between men and women in China because of their one-child policy.
[02:45:30.783 --> 02:45:39.051]  So many families, when they kept a child, so many American families have adopted young girls from China because the families are giving up girls.
[02:45:39.051 --> 02:45:41.373]  If they're the first child, they're waiting for a boy.
[02:45:41.373 --> 02:45:43.476]  So you've got this massive imbalance.
[02:45:44.116 --> 02:45:46.218]  Exactly, and also, 25% of the college grads in China can't find jobs.
[02:45:46.218 --> 02:45:46.418]  Yes, yes.
[02:45:46.418 --> 02:45:48.040]  So they have real problems going on over there.
[02:45:48.040 --> 02:45:48.920]  Kind of like here.
[02:46:11.949 --> 02:46:12.931]  Like here.
[02:46:12.931 --> 02:46:14.072]  And that's what I'm saying.
[02:46:14.072 --> 02:46:20.201]  Oh, and by the way, the numbers that you just mentioned about the Chinese Central Bank...
[02:46:21.408 --> 02:46:23.990]  Dumping all this dough into the system.
[02:46:23.990 --> 02:46:27.733]  This is unprecedented, not only there but worldwide.
[02:46:27.733 --> 02:46:31.896]  This is the only thing that's keeping the global economies going.
[02:46:31.896 --> 02:46:45.826]  Whether it's the QE coming out of the United States, the tens of trillions of dollars that the Federal Reserve has pumped into the system since 2008, plus what's going on with the central banks, the ECB,
[02:46:46.967 --> 02:46:48.048]  Keeping interest rates.
[02:46:48.048 --> 02:46:53.371]  Now what they're doing with it, they're going to have minus interest rates to boost the economy?
[02:46:53.371 --> 02:46:55.493]  This is unprecedented.
[02:46:55.493 --> 02:46:58.335]  Which goes, again, it all ties together.
[02:46:58.335 --> 02:47:03.598]  And just to divert just a little bit, that's why I'm still bullish on gold.
[02:47:03.598 --> 02:47:07.201]  That this Ponzi scheme is going to have to end at some point.
[02:47:08.021 --> 02:47:15.485]  And when it does, you're going to see gold again start, as I believe it, as a trend forecaster.
[02:47:15.485 --> 02:47:17.346]  I'm not a financial advisor.
[02:47:17.346 --> 02:47:19.348]  I'm not telling people what to do.
[02:47:19.348 --> 02:47:31.575]  But when you start putting all of this together, this is unprecedented in world history, where so many major countries are printing all of this paper money back by nothing.
