[00:00:00.880 --> 00:00:01.382]  You got it.
[01:14:04.858 --> 01:14:05.999]  There's just not enough time in the day.
[01:14:06.360 --> 01:14:11.305]  For those that don't know, gun shops, gun publications, they're saying, lying in the sand, we're not turning it in.
[01:14:11.946 --> 01:14:15.431]  They're arresting vets and putting them in jail for clips over 10 mag.
[01:14:15.712 --> 01:14:18.135]  The line in the sand like the Alamo has been drawn.
[01:14:18.456 --> 01:14:20.058]  I gotta commend folks in New York.
[01:14:20.379 --> 01:14:25.787]  They're actually going public with their names saying, 1776, you were just there.
[01:14:26.107 --> 01:14:27.369]  What is the spirit on the ground?
[01:14:28.214 --> 01:14:28.994]  Exactly that.
[01:14:29.555 --> 01:14:35.778]  We led them in an oath renewal ceremony, and I read them parts of our pledge that we will not disarm.
[01:14:36.298 --> 01:14:38.799]  And quite a few of them are agreeing with that.
[01:14:38.919 --> 01:14:45.402]  In fact, I would say all 3,000 of the gun owners there agree with the stand that they're just simply not going to comply.
[01:14:45.662 --> 01:14:47.683]  They're not going to register themselves or their weapons.
[01:14:47.703 --> 01:14:48.864]  They're not going to turn anything in.
[01:14:49.264 --> 01:14:51.407]  They're just going to totally nullify reviews.
[01:14:51.707 --> 01:15:02.380]  And we had a current serving sheriff, Sheriff of Fulton County, Tom Laurie, got up and said, my county, he says, my county is a Malama Bay County.
[01:15:02.720 --> 01:15:04.162]  It's a come and take it county.
[01:15:04.542 --> 01:15:06.765]  That's all of them to do is
[01:15:07.887 --> 01:15:08.427]  We're good to go.
[01:15:29.273 --> 01:15:31.934]  And they're going to brand us terrorists, but it's not going to work.
[01:15:32.294 --> 01:15:37.056]  I mean, these globalist collectivists think this is the Soviet Union, and they're just going to do this.
[01:15:37.096 --> 01:15:37.936]  They don't understand.
[01:15:38.336 --> 01:15:41.537]  All they've done is confirmed everything we've said, Stuart.
[01:15:42.017 --> 01:15:44.218]  My God, as you said, it is a gift.
[01:15:44.518 --> 01:15:47.039]  These tyrants just do not get it, do they?
[01:15:48.360 --> 01:15:50.961]  No, they don't, unless they really want a civil war, you know?
[01:15:51.161 --> 01:15:51.821]  It's hard to say.
[01:15:53.421 --> 01:15:54.622]  Yeah, they do want a civil war.
[01:15:54.642 --> 01:15:56.162]  They don't care how many cops get killed.
[01:15:56.382 --> 01:15:57.403]  I got a different idea.
[01:15:57.443 --> 01:15:57.903]  Stay with us.
[01:16:01.300 --> 01:16:02.620]  Your freedoms are on the line.
[01:16:02.840 --> 01:16:04.461]  The Second Amendment is in danger.
[01:16:04.641 --> 01:16:06.741]  How soon before your freedoms are taken away?
[01:16:06.981 --> 01:16:08.542]  What can you not live without?
[01:16:08.702 --> 01:16:10.142]  What is your greatest dependency?
[01:16:10.422 --> 01:16:11.122]  Is it your guns?
[01:16:11.402 --> 01:16:12.023]  Is it your home?
[01:16:12.363 --> 01:16:13.463]  No, it's food.
[01:16:13.783 --> 01:16:15.643]  It all boils down to the food supply.
[01:16:15.884 --> 01:16:19.164]  Tyrannical governments control people by controlling their food supply.
[01:16:19.384 --> 01:16:20.465]  Don't be dependent.
[01:16:20.625 --> 01:16:21.525]  Be self-sufficient.
[01:16:22.005 --> 01:16:23.287]  Don't wait for the government to feed you.
[01:16:23.367 --> 01:16:24.067]  Feed yourself.
[01:16:24.488 --> 01:16:26.590]  I can warn you, but I can't feed you.
[01:16:26.711 --> 01:16:30.054]  Do like Alex has done and get a supply of food from eFoods Direct.
[01:16:30.275 --> 01:16:32.878]  It's the best long-term storable food on the planet.
[01:16:33.018 --> 01:16:35.120]  Get the popular Mega Patriot Pack free.
[01:16:35.381 --> 01:16:38.745]  A 24-day supply of food plus stove, cook pot, and fuel.
[01:16:38.985 --> 01:16:47.748]  Call 800-409-5633 or go to efoodsdirect.com slash Alex and get up to 20 mega Patriot packs free with purchase!
[01:16:47.968 --> 01:16:52.229]  Build your food supply, be in control, be self-sufficient, and be a Patriot!
[01:16:52.429 --> 01:16:59.711]  Call 800-409-5633 or efoodsdirect.com slash Alex and get your free Patriot pack today!
[01:17:00.819 --> 01:17:03.882]  You prepare by purchasing gold, food and firearms.
[01:17:04.222 --> 01:17:09.667]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:17:10.267 --> 01:17:13.470]  When you're sleeping or away from home, who's watching out for intruders?
[01:17:14.151 --> 01:17:15.412]  Check out SimpliSafe.
[01:17:15.732 --> 01:17:19.596]  It's a new do-it-yourself home security system that is completely wireless.
[01:17:20.196 --> 01:17:22.238]  Go to GetSimpliSafe.com
[01:17:22.907 --> 01:17:25.291]  SimpliSafe is independent and off the grid.
[01:17:25.631 --> 01:17:29.437]  It runs on battery power, so even if the grid goes down, you're protected.
[01:17:29.998 --> 01:17:36.167]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:17:36.668 --> 01:17:38.190]  Get SimpliSafe.com
[01:17:38.971 --> 01:17:43.195]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[01:17:43.655 --> 01:17:45.837]  So there's no need to let a stranger into your home.
[01:17:46.377 --> 01:17:49.940]  If you move or need to relocate, you can take the system with you wherever you go.
[01:17:50.441 --> 01:17:56.906]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:17:57.467 --> 01:17:59.629]  Again, that's GetSimplySafe.com
[01:18:00.169 --> 01:18:01.810]  Introducing Pro-1.
[01:18:02.070 --> 01:18:05.573]  All of your filtration in one system, portable, on-the-go.
[01:18:05.713 --> 01:18:10.116]  No more do you have two or three filters to just reduce sodium fluoride.
[01:18:10.256 --> 01:18:16.240]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:18:16.380 --> 01:18:27.327]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:18:27.367 --> 01:18:29.969]  It is the only one that does it and out of the gate.
[01:18:30.209 --> 01:18:33.651]  We have it discounted at 10% off with promo code WATER.
[01:18:33.851 --> 01:18:50.842]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:18:51.163 --> 01:18:56.466]  Get your ProPure with a new Pro1 filter today at InfoWarsTore.com or by calling 888-253-3139.
[01:19:02.006 --> 01:19:09.693]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:19:10.133 --> 01:19:13.756]  Alex and his staff have used these pure soap products for years.
[01:19:14.196 --> 01:19:21.022]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:19:21.523 --> 01:19:24.325]  See them on the web at 5starsoap.com.
[01:19:24.525 --> 01:19:29.028]  Or call 800-340-7091 for a free catalog.
[01:19:29.368 --> 01:19:35.031]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:19:35.291 --> 01:19:40.394]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:19:40.714 --> 01:19:42.335]  This is an amazing deal.
[01:19:42.695 --> 01:19:47.318]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:19:47.918 --> 01:19:51.060]  See them on the web at 5starsoap.com or call
[01:19:51.220 --> 01:19:55.561]  800-340-7091 for a free catalog.
[01:20:01.602 --> 01:20:02.783]  Coast to Coast.
[01:20:03.123 --> 01:20:04.463]  Direct from Austin.
[01:20:05.183 --> 01:20:08.504]  You're listening to the Alex Jones Broadcasting Network.
[01:20:09.004 --> 01:20:17.386]  Big Brother.
[01:20:18.746 --> 01:20:19.907]  Mainstream Media.
[01:20:21.517 --> 01:20:22.638]  Government cover-ups.
[01:20:24.099 --> 01:20:25.059]  You want answers?
[01:20:26.000 --> 01:20:27.061]  Well, so does he.
[01:20:27.961 --> 01:20:34.246]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:20:36.824 --> 01:20:39.385]  This is a News Intents Sunday Broadcast.
[01:20:39.465 --> 01:20:40.586]  I'm not taking calls today.
[01:20:40.626 --> 01:20:42.327]  I will tomorrow on the weekday show.
[01:20:43.267 --> 01:20:44.828]  12 noon Eastern, 11 am Central.
[01:20:44.848 --> 01:20:56.194]  You can find a list of stations and audio links and podcasts and the rest of it at Infowars.com CNBC linked up at DrudgeReport.com Gun dealers report shortages of ammunition.
[01:20:56.994 --> 01:21:05.118]  I can confirm that I pretty much got to shop online and pay double to triple premiums for ammo that I need.
[01:21:06.246 --> 01:21:07.526]  And I've been stocking up as well.
[01:21:08.187 --> 01:21:10.648]  But I mean, mainline calibers are sold out.
[01:21:10.868 --> 01:21:12.468]  Strange calibers are sold out.
[01:21:13.969 --> 01:21:15.629]  It's become amazing.
[01:21:16.130 --> 01:21:18.691]  And it's not just the government buying $1.7 billion.
[01:21:18.711 --> 01:21:19.631]  They're saying $1.6 billion.
[01:21:19.651 --> 01:21:20.231]  That's old numbers.
[01:21:20.271 --> 01:21:21.592]  It's over $1.7 billion now.
[01:21:21.892 --> 01:21:25.033]  The last 14 months, fiscal year, last year and part of the year before.
[01:21:26.833 --> 01:21:30.555]  It is government buying and driving up prices in 40 cal, 308, NATO, 223.
[01:21:34.827 --> 01:21:35.708]  But it's everything now.
[01:21:35.728 --> 01:21:42.774]  I mean, you can hardly buy bricks of .22 ammo that I always had as a kid because it was cheap and, you know, my dad would buy it for me.
[01:21:43.335 --> 01:21:44.916]  I mean, it's all gone.
[01:21:45.957 --> 01:21:48.099]  If you want something, you're going to pay double at least.
[01:21:49.660 --> 01:21:52.722]  And everybody I talk to just says, we have a tyrannical government.
[01:21:52.762 --> 01:21:53.983]  We know the government's tyrannical.
[01:21:54.023 --> 01:21:55.224]  We know it's the Federal Reserve.
[01:21:55.264 --> 01:21:56.745]  We know they want to implode us like Europe.
[01:21:57.205 --> 01:21:59.246]  I mean, for those that are informed, they really get it.
[01:21:59.306 --> 01:22:03.409]  Now, those that aren't informed are even more delusional and more mindless.
[01:22:04.650 --> 01:22:07.712]  But later, Stuart, I've got a CNN clip I'm going to play.
[01:22:08.292 --> 01:22:09.913]  Stuart Rhodes, founder of Both Keepers, with us.
[01:22:10.934 --> 01:22:13.576]  It was just up in New York where the rebellion is really forming.
[01:22:15.485 --> 01:22:17.446]  And, well, I'll get to that story later.
[01:22:17.486 --> 01:22:21.148]  The point is, is that I talk to people, they're not going along with this.
[01:22:22.308 --> 01:22:26.970]  For those that don't know, New Yorkers are saying we're not turning them in, and they're not.
[01:22:27.371 --> 01:22:34.134]  They've passed laws now where over a 10-round mag is a felony, and they're pulling people over to checkpoints and taking them to jail for it.
[01:22:34.814 --> 01:22:39.721]  Uh, and Cuomo, uh, just yelling and screaming, you know, blaming gun owners for any problems.
[01:22:39.741 --> 01:22:50.815]  Uh, it's quite a spectacle, and I think, I think their actions now, actually coming for all semi-autos, and now saying they want to ban even more, I think it's the shot heard round the world, Stewart Rhodes.
[01:22:52.239 --> 01:22:53.439]  Yeah, potentially is.
[01:22:53.539 --> 01:23:01.741]  The big concern we have is that they may trigger an economic collapse and then blame the gun owners for the collapse.
[01:23:01.761 --> 01:23:04.241]  Because, you know, the stock market is right there in New York.
[01:23:04.621 --> 01:23:10.942]  So that could be what's up their sleeve is to use it as cover for the economic collapse.
[01:23:11.102 --> 01:23:12.103]  Who developed that theory?
[01:23:12.123 --> 01:23:19.264]  Because that's actually one I've said that they want to get a civil war going before they fully collapse things to blame the civil war for the collapse.
[01:23:19.949 --> 01:23:20.229]  Right.
[01:23:20.710 --> 01:23:22.131]  And blame gun owners in particular.
[01:23:22.331 --> 01:23:23.012]  And blame us better.
[01:23:23.032 --> 01:23:24.153]  Did you develop that idea?
[01:23:24.173 --> 01:23:25.174]  Because I think that's spot on.
[01:23:25.194 --> 01:23:27.356]  Lots of my board thinks.
[01:23:27.376 --> 01:23:31.880]  Some of my guys on my board were talking about it, and that's what we think, you know, that's what we would do if we were them.
[01:23:32.040 --> 01:23:35.904]  So we're, you know, putting ourselves in the posture of the enemy.
[01:23:36.584 --> 01:23:42.690]  The best way to have political cover for demonizing gun owners is to blame them for an economic collapse.
[01:23:43.150 --> 01:23:45.871]  And then during the collapse, you can crack down on them.
[01:23:46.171 --> 01:23:47.432]  And you can say, it's all their fault.
[01:23:47.472 --> 01:23:48.232]  It's all their fault.
[01:23:48.392 --> 01:23:54.475]  The reason why the food trucks can't get through is because of these extremists who refuse to let them through and are fighting back.
[01:23:54.675 --> 01:23:55.555]  You know, turn them in.
[01:23:55.575 --> 01:23:56.976]  So that's our big concern.
[01:23:56.996 --> 01:24:00.797]  That's what we're really focused on talking to the police and military about that scenario.
[01:24:01.057 --> 01:24:05.519]  So we, like you've been talking about before, when you expose it, then you inoculate them against it.
[01:24:06.039 --> 01:24:13.266]  And one of the photos I just sent you guys is a bunch of cops from New York City, NYPD, who are Oath Keepers.
[01:24:13.286 --> 01:24:18.430]  They came to the rally, and they have the same mindset, even in New York City, right at the heart of the beast.
[01:24:18.630 --> 01:24:22.033]  They're not going to comply, they're not going to enforce it, and they're arming up too.
[01:24:22.454 --> 01:24:27.198]  And they know, you know, everybody around them is starting to buy weapons, and this is inside New York City itself.
[01:24:29.181 --> 01:24:31.123]  Well, we'll pull up that photo from Oath Keepers.
[01:24:31.163 --> 01:24:32.104]  Very, very exciting.
[01:24:32.124 --> 01:24:33.366]  We'll put it on TV for viewers.
[01:24:33.406 --> 01:24:35.027]  Also, get it up on InfoWars.com.
[01:24:35.528 --> 01:24:40.193]  I've been asking a lot of questions here, and I have a lot more I want to get to in some video clips and audio clips, too.
[01:24:40.213 --> 01:24:43.096]  But what else is front and center in your scope right now?
[01:24:43.777 --> 01:24:50.144]  Well, we're encouraging people to focus on their counties, and we're going to call it the Malama Bay County Project.
[01:24:50.698 --> 01:24:53.600]  And between now and April 19th, let's do a sprint.
[01:24:53.940 --> 01:25:00.985]  Because things might kick off in April or May, whether it's an economic collapse or whether it's gun control that sparks a civil war.
[01:25:01.386 --> 01:25:06.069]  And so we're saying, look, by April 19th in your county, find out who's on what side.
[01:25:06.429 --> 01:25:10.853]  Your sheriff, your chief of police, your county commissioners, are they patriots or redcoats?
[01:25:11.073 --> 01:25:19.320]  Give them that deadline and tell them they have to make a public declaration on the side of the Constitution to be considered a patriot.
[01:25:19.620 --> 01:25:21.722]  If not, they'll be branded a redcoat.
[01:25:22.082 --> 01:25:25.385]  And so the focus is on what's going on in our own counties.
[01:25:25.645 --> 01:25:32.591]  And we want to see every gun owner and every veteran stand up shoulder to shoulder and pledge that they will not disarm
[01:25:32.791 --> 01:25:37.893]  They will not comply and then turn to their elected officials and say, we have decided where we are.
[01:25:38.173 --> 01:25:39.414]  We want to know where you are now.
[01:25:39.794 --> 01:25:41.294]  That's our focus is on the counties.
[01:25:42.615 --> 01:25:47.657]  Well, last count I saw it's well over 100 sheriffs that have said we're not going to take the guns.
[01:25:48.097 --> 01:25:50.258]  What's the point of disarming law abiding citizens?
[01:25:50.638 --> 01:25:54.960]  The FBI's own crime statistics and they don't publicize 49% drop in violent crime since 1991.
[01:25:58.261 --> 01:26:00.143]  Because of gun ownership accelerating.
[01:26:00.223 --> 01:26:11.613]  I mean, they're in an all-out assault against guns because the gun culture is the beachhead on which we were going to rebuild the entire Bill of Rights and Constitution just as our country was founded when they tried to take the guns.
[01:26:11.653 --> 01:26:13.074]  It was being re-founded in that.
[01:26:13.735 --> 01:26:14.936]  Do you concur with that analysis?
[01:26:16.336 --> 01:26:16.877]  Absolutely.
[01:26:17.057 --> 01:26:22.520]  We're in the same long chain of abuses pattern that the founders were in, and history is repeating itself.
[01:26:22.940 --> 01:26:26.602]  It was the final attempt to disarm them that compelled them to fight.
[01:26:26.922 --> 01:26:34.666]  But as I reminded the folks at the Albany Rally on April 19, 1775, they were not just going for guns, they were also going for people.
[01:26:34.927 --> 01:26:39.029]  They were going for Sam Adams and John Hancock as the leaders of the resistance.
[01:26:39.309 --> 01:26:40.930]  And they were not going to get a jury trial.
[01:26:41.170 --> 01:26:44.911]  They'd be taken off to a military brig ship in Boston Harbor and left to rot.
[01:26:45.251 --> 01:26:47.291]  And the modern parallel, of course, is the NDAA.
[01:26:47.491 --> 01:26:54.553]  And that's why with Oath Keepers, that's why our first three orders, we will not obey as number one, we will not disarm the American people.
[01:26:54.593 --> 01:26:57.814]  Number two, we will not use warrantless searches against the American people.
[01:26:58.094 --> 01:27:01.055]  And number three, we will not detain them as unlawful combatants.
[01:27:01.295 --> 01:27:03.996]  Those three go together in seamless harmony.
[01:27:04.476 --> 01:27:05.617]  Well, that's another question.
[01:27:05.657 --> 01:27:06.517]  Many have said that
[01:27:06.897 --> 01:27:12.346]  They wouldn't kill myself or you or Ron Paul because they don't want to trigger a response.
[01:27:12.386 --> 01:27:15.452]  But what if the time comes when they want to trigger the response?
[01:27:15.832 --> 01:27:18.036]  They could use us as the canary in the coal mine.
[01:27:18.356 --> 01:27:20.740]  What's your mindset on what the response to that would be?
[01:27:22.562 --> 01:27:23.383]  Hard to say.
[01:27:23.403 --> 01:27:25.085]  This is the problem.
[01:27:25.105 --> 01:27:28.609]  This is very much like a parallel to April 19th.
[01:27:28.729 --> 01:27:30.831]  Any one of these things could be trigger events.
[01:27:31.092 --> 01:27:36.818]  You know, the detention of Brandon Robb, the Marine veteran for mental health detention, could have been a trigger event.
[01:27:37.098 --> 01:27:42.885]  And of course, the new law that Cuomo just crammed down the throats of New Yorkers contains a provision that would allow...
[01:27:43.946 --> 01:27:46.671]  When they try, because they bragged, as you know, it's in the State House video.
[01:27:46.971 --> 01:27:48.333]  Good, we'll arrest you gun owners.
[01:27:48.634 --> 01:27:54.123]  That's going to, because the gun grabbers are so Soviet, so arrogant, so hateful, they're just begging for it.
[01:27:54.163 --> 01:27:55.105]  They're begging for it.
[01:27:56.018 --> 01:28:03.920]  Well, there's a provision in there that allows the police to take someone's guns if they have reasonable suspicion that this person may be mentally unstable.
[01:28:04.120 --> 01:28:17.223]  So your average, just, you know, delegated down, not just a psychiatrist can do it, they can do that too, but even your average beat cop can look at you and go, well, I see that Alex Jones bumper sticker, that Ron Paul bumper sticker, I think this guy could be mentally unstable.
[01:28:17.483 --> 01:28:18.063]  And there you go.
[01:28:18.083 --> 01:28:19.123]  They take away your guns.
[01:28:19.503 --> 01:28:24.026]  And so when they start doing that to veterans and gun owners in New York, any one of those could be a flashpoint.
[01:28:24.246 --> 01:28:25.827]  And by the way, the globalists know this.
[01:28:25.867 --> 01:28:29.350]  Anywhere they don't want a civil war, they know to be nice to people when they take over.
[01:28:29.690 --> 01:28:31.051]  They want to win hearts and minds.
[01:28:31.171 --> 01:28:34.893]  Everything they're doing is designed to get us to revolt.
[01:28:35.334 --> 01:28:37.115]  And I want to ask you when we come back, why is that?
[01:28:37.255 --> 01:28:41.878]  Why do the people in their ivory towers want a civil war with 160 million armed people?
[01:28:43.837 --> 01:28:45.498]  I mean, what is the game plan there?
[01:28:45.538 --> 01:28:55.004]  Because if they're not going to win it, unless we understand they're globalist, who don't care if Obama gets thrown out, the crisis will implode things, they can buy it up.
[01:28:55.064 --> 01:28:57.645]  I want to tell the bankers, you're not going to get away with that.
[01:28:57.705 --> 01:28:58.786]  We know who did this.
[01:29:00.638 --> 01:29:03.360]  Alex Jones here with a message to fellow freedom lovers.
[01:29:03.660 --> 01:29:08.483]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:29:08.663 --> 01:29:15.847]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:29:15.987 --> 01:29:21.393]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:29:21.613 --> 01:29:25.357]  These are items that I did research on, that I personally use.
[01:29:25.637 --> 01:29:30.162]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:29:30.362 --> 01:29:35.588]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[01:29:35.828 --> 01:29:48.780]  Strategic Relocation 3rd Edition by Joel Skousen, When Disaster Strikes by Matthew Stein, Therosafe used by Homeland Security to protect yourself during any radiological event, and Crank Shortwave AM FM radios.
[01:29:49.220 --> 01:29:56.247]  Everything that we've researched and found to be the best is available at InfoWarshop.com, and your purchase makes our Info War possible.
[01:29:56.427 --> 01:29:57.468]  We're getting prepared.
[01:29:57.688 --> 01:29:58.109]  Are you?
[01:29:58.369 --> 01:29:59.150]  InfoWarshop.com.
[01:30:00.971 --> 01:30:07.853]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[01:30:07.993 --> 01:30:12.435]  Fortunately, a new and vastly improved silver solution has been developed.
[01:30:12.635 --> 01:30:23.238]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[01:30:23.438 --> 01:30:28.700]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[01:30:28.900 --> 01:30:37.024]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[01:30:37.344 --> 01:30:46.128]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[01:30:46.209 --> 01:30:49.750]  Find out how Supernatural Silver could change your life.
[01:30:49.890 --> 01:30:54.333]  Go to SupernaturalSilver.com and use the promo code HEALTHY for 20% off.
[01:30:55.373 --> 01:30:59.432]  That's SupernaturalSilver.com and like us on Facebook!
[01:31:04.525 --> 01:31:05.426]  Tyranny is here.
[01:31:05.806 --> 01:31:09.328]  The grim future foretold in 1984 has become reality.
[01:31:09.348 --> 01:31:11.950]  It really says that the state is God.
[01:31:12.130 --> 01:31:17.393]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:31:17.813 --> 01:31:24.077]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:31:24.497 --> 01:31:30.060]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:31:30.441 --> 01:31:34.163]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:31:34.643 --> 01:31:38.624]  Prepare to enter the secretive world of emergency dictatorship.
[01:31:38.924 --> 01:31:44.866]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:31:44.886 --> 01:31:47.847]  It's only the beginning of the New World Order's hellish plan.
[01:31:48.428 --> 01:31:49.828]  The police state isn't coming.
[01:31:50.408 --> 01:31:50.888]  It's here.
[01:31:51.529 --> 01:31:58.331]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:32:00.188 --> 01:32:01.829]  Introducing Pro-1.
[01:32:02.089 --> 01:32:05.592]  All of your filtration in one system, portable, on the go.
[01:32:05.732 --> 01:32:10.135]  No more do you have two or three filters to just reduce sodium fluoride.
[01:32:10.255 --> 01:32:16.259]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:32:16.399 --> 01:32:27.167]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:32:27.367 --> 01:32:30.070]  It is the only one that does it and out of the gates.
[01:32:30.230 --> 01:32:33.673]  We have it discounted at 10% off with promo code water.
[01:32:33.873 --> 01:32:48.606]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonium and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands.
[01:32:48.846 --> 01:32:51.547]  From the front lines of the information war, it's Alex Jones!
[01:33:18.416 --> 01:33:20.519]  90% of war is info war.
[01:33:20.579 --> 01:33:21.460]  We use the truth.
[01:33:21.920 --> 01:33:24.744]  The globalists lose lies and deceit.
[01:33:25.525 --> 01:33:29.171]  Here is Dianne Feinstein, the senator, on what she plans to do with your guns.
[01:33:30.563 --> 01:33:39.530]  California Senator Dianne Feinstein worked for more than a year to get the Assault Weapons Bill passed in the face of ferocious opposition from the National Rifle Association.
[01:33:40.091 --> 01:33:41.912]  She says she got the best she could.
[01:33:42.533 --> 01:33:56.444]  If I could have gotten 51 votes in the Senate of the United States for an outright ban, picking up every one of them, Mr. and Mrs. America, turn them all in, I would have done it.
[01:33:56.945 --> 01:33:58.226]  I could not do that.
[01:33:58.942 --> 01:34:00.683]  The votes weren't here.
[01:34:01.623 --> 01:34:03.304]  Okay, but they don't want our guns.
[01:34:03.484 --> 01:34:07.106]  More than 14 states introduced bills to make you turn your guns in.
[01:34:07.126 --> 01:34:10.127]  And it looks like they've got the votes in multiple states.
[01:34:10.888 --> 01:34:13.249]  And they're going to start coming after and arresting gun owners.
[01:34:14.699 --> 01:34:22.184]  And a percentage are going to resist, and that will mean coffin nails to both groups, citizens and the police.
[01:34:22.604 --> 01:34:27.308]  Police, if they ordered you to go arrest Jews like Nazi Germany and take them to camps, would you do it?
[01:34:27.328 --> 01:34:30.510]  If they ordered you to put black people behind plows again, would you do it?
[01:34:30.930 --> 01:34:32.331]  This is unconstitutional.
[01:34:33.692 --> 01:34:40.216]  They can't pass a law putting our military under the UN, even though they've done it, by executive fiat.
[01:34:40.256 --> 01:34:40.757]  They can't
[01:34:41.587 --> 01:34:44.369]  Pass a law to ship narcotics into the country, even though they do that.
[01:34:45.809 --> 01:34:46.810]  When is enough enough?
[01:34:47.630 --> 01:34:49.812]  I mean, this is a classic constitutional crisis.
[01:34:49.932 --> 01:34:55.315]  Constitutional lawyer, founder of Oath Keepers, Army veteran Stuart Rhodes joins us.
[01:34:56.175 --> 01:35:02.619]  Now Greenspan's talking about total implosion of the economy as if he's not behind it, as if the globalists aren't behind it.
[01:35:03.719 --> 01:35:26.246]  Why do you think, that question I asked before the break before last, why do they want a civil war when for anybody who studied basic military history or can look at the numbers, they're not going to win a conventional war except if that's not their goal, if their goal is to wipe out the American government as well and the police for a second wave.
[01:35:26.266 --> 01:35:26.866]  Stuart Rhodes.
[01:35:27.964 --> 01:35:29.125]  You have to try if possible.
[01:35:29.185 --> 01:35:31.366]  It could be a two-part program.
[01:35:31.626 --> 01:35:37.169]  One, like I said before, is you demonize gun owners and blame them for the economic collapse.
[01:35:37.490 --> 01:35:41.032]  And then during the collapse, you maximize the amount of demonization.
[01:35:41.592 --> 01:35:55.120]  And you get more folks turned... You know, you get people to be desperate and hungry, three weeks without food, and then you go to them and say, turn your guns in for food, and turn your neighbors in who have guns to get more... And that's how the Soviets did it in the Eastern Bloc.
[01:35:55.888 --> 01:35:56.608]  Right, exactly.
[01:35:56.829 --> 01:36:14.760]  So that's the, you know, gaming it, looking at it from their perspective, that's their best chance of getting the maximum number of Americans to turn on the gun owners and the maximum number of police and military to go along with it is to make it a nationwide Katrina where folks are really, truly desperate and hungry.
[01:36:15.120 --> 01:36:19.865]  That's why we've been beating the drums for people to get prepared in their counties, in their towns.
[01:36:20.125 --> 01:36:24.749]  You know, get squared away with food storage and commo and medical.
[01:36:25.050 --> 01:36:26.912]  Get squared away so that you're not desperate.
[01:36:26.952 --> 01:36:28.293]  Your neighbors are not desperate.
[01:36:28.433 --> 01:36:34.719]  So you can't just be a hideaway prepper, the sole prepper hiding away in your basement.
[01:36:34.899 --> 01:36:35.820]  That's not going to work.
[01:36:36.040 --> 01:36:37.522]  You've got to have food for your neighbors.
[01:36:37.542 --> 01:36:38.563]  You've got to get them to prep.
[01:36:39.023 --> 01:36:42.967]  So you take away that pretext and that excuse and that desperation.
[01:36:43.027 --> 01:36:47.211]  And you've got to politically get really aggressive up front to shape the battlefield.
[01:36:48.612 --> 01:36:49.293]  Yeah, absolutely.
[01:36:49.313 --> 01:36:51.835]  They're shaping the battlefield right now and we need to do the same thing.
[01:36:52.116 --> 01:36:55.539]  That's why we need to make sure we're as strong as possible in our counties.
[01:36:55.999 --> 01:36:57.861]  And then we need, of course, to work on the military.
