[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[02:17:38.558 --> 02:17:42.219]  And I said, I told some other folks last week, I said, I'm going to apologize to the Kramers.
[02:17:42.639 --> 02:17:43.599]  Like, well, they're not perfect.
[02:17:43.639 --> 02:17:44.399]  Well, nobody is.
[02:17:44.759 --> 02:17:45.699]  I'm going to apologize.
[02:17:45.780 --> 02:17:46.980]  And I'm going to tell the story on air.
[02:17:47.300 --> 02:17:49.020]  So people know what really happened.
[02:17:49.260 --> 02:17:51.681]  And so I apologize to women for America.
[02:17:51.701 --> 02:17:57.842]  First, you're doing a great job and they are putting on the big deal on the ellipse on the six that I'll also be at with Roger Stone.
[02:17:57.862 --> 02:17:58.122]  So there.
[02:17:58.382 --> 02:17:59.002]  Hatchett's buried.
[02:17:59.162 --> 02:18:13.646]  But let's play some of the footage of what really happened at the Supreme Court at the last DC event, where you see, I don't see Millie up there, I see a guy kind of in a Santa Claus outfit, kind of a cool outfit I guess, a nice guy I'm told, and I get pushed away and I leave, and I go across the street and everybody follows me.
[02:18:13.666 --> 02:18:16.306]  I feel like I'm desperate for a crowd, anywhere I go I get a crowd there.
[02:18:16.667 --> 02:18:18.987]  So, that's what happened, here's the truth, here's the footage.
[02:18:24.927 --> 02:18:28.494]  This happens on Alex Jones, and this is the InfoWars!
[02:18:34.915 --> 02:18:38.117]  At four o'clock today, we're gonna march back to the Supreme Court.
[02:18:38.857 --> 02:18:40.718]  You got some other great folks at Freedom Plaza.
[02:18:40.918 --> 02:18:42.799]  If some of you aren't here later, go get them.
[02:18:43.139 --> 02:18:45.840]  Lead them to the Supreme Court at four, at this great event.
[02:18:46.201 --> 02:18:48.742]  But pray for America, pray for the world, pray for Trump.
[02:18:48.822 --> 02:18:50.082]  I didn't know they were putting on, too.
[02:18:50.202 --> 02:18:51.123]  I'm just saying, go to the next event.
[02:18:51.163 --> 02:18:51.623]  I was told to.
[02:18:52.023 --> 02:18:53.524]  But with Trump, it's as close as it got.
[02:18:53.784 --> 02:18:55.565]  Look how far we've come.
[02:18:56.045 --> 02:18:57.746]  Look at what we've been able to do.
[02:18:58.006 --> 02:18:59.567]  And this is just the beginning.
[02:18:59.827 --> 02:19:01.048]  So we're at the back of the crowd.
[02:19:01.128 --> 02:19:02.008]  These guys run up.
[02:19:02.688 --> 02:19:03.429]  And this is what happens.
[02:19:04.332 --> 02:19:05.453]  You're not allowed to be here.
[02:19:05.493 --> 02:19:06.454]  You're not allowed to be here.
[02:19:06.514 --> 02:19:07.455]  You're not allowed to be here.
[02:19:07.495 --> 02:19:08.395]  You're not allowed to be here.
[02:19:08.416 --> 02:19:09.296]  You're not allowed to be here.
[02:19:09.336 --> 02:19:10.177]  You're not allowed to be here.
[02:19:10.217 --> 02:19:10.978]  You're not allowed to be here.
[02:19:10.998 --> 02:19:11.618]  You're not allowed to be here.
[02:19:11.638 --> 02:19:12.419]  You're not allowed to be here.
[02:19:12.439 --> 02:19:13.160]  You're not allowed to be here.
[02:19:13.180 --> 02:19:13.880]  You're not allowed to be here.
[02:19:13.900 --> 02:19:14.681]  You're not allowed to be here.
[02:19:14.701 --> 02:19:15.442]  You're not allowed to be here.
[02:19:15.462 --> 02:19:16.602]  You're not allowed to be here.
[02:19:16.623 --> 02:19:17.483]  You're not allowed to be here.
[02:19:17.523 --> 02:19:18.644]  You're not allowed to be here.
[02:19:18.664 --> 02:19:19.865]  You're not allowed to be here.
[02:19:19.885 --> 02:19:20.866]  You're not allowed to be here.
[02:19:20.886 --> 02:19:22.227]  You're not allowed to be here.
[02:19:22.267 --> 02:19:22.888]  You're not allowed to be here.
[02:19:22.908 --> 02:19:23.869]  You're not allowed to be here.
[02:19:23.889 --> 02:19:24.589]  You're not allowed to be here.
[02:19:24.609 --> 02:19:25.670]  You're not allowed to be here.
[02:19:25.770 --> 02:19:26.591]  You're not allowed to be here.
[02:19:26.611 --> 02:19:27.592]  You're not allowed to be here.
[02:19:27.632 --> 02:19:28.373]  You're not allowed to be here.
[02:19:28.413 --> 02:19:29.253]  You're not allowed to be here.
[02:19:29.273 --> 02:19:30.034]  You're not allowed to be here.
[02:19:32.065 --> 02:19:33.626]  And so the crowd's there, they're my fans.
[02:19:33.686 --> 02:19:36.988]  I go across the street, everybody follows, and they just stop the rally and leave.
[02:19:37.028 --> 02:19:38.668]  It was supposed to be over anyways.
[02:19:40.209 --> 02:19:42.991]  And so what I didn't know is I guess their rally was ending at 4 or 5 or whatever.
[02:19:43.031 --> 02:19:43.751]  I don't even care.
[02:19:43.911 --> 02:19:50.695]  But I get the guy in the red suit, you know, thought that I was there to take over their precious event.
[02:19:50.775 --> 02:19:52.075]  I got millions of audience every day.
[02:19:52.095 --> 02:19:53.096]  I won't take anything home.
[02:19:55.700 --> 02:20:08.146]  Now, minutes later, keep going, they call Millie Weaver up, and I like Millie, but she knows that the guy calls her up after I was already across the street, and she says I came to disrupt her.
[02:20:08.206 --> 02:20:09.427]  Millie, I don't have a crystal ball.
[02:20:09.447 --> 02:20:10.207]  I didn't know that.
[02:20:12.429 --> 02:20:13.589]  Never try to disrupt her deal.
[02:20:16.164 --> 02:20:20.327]  And so again, I'm already across the street, the crowd's followed me, and then they call Millie up so she can be a victim.
[02:20:20.747 --> 02:20:22.509]  That's not the Kramers, and that's not that guy.
[02:20:22.549 --> 02:20:23.349]  He didn't even know what was going on.
[02:20:23.389 --> 02:20:24.050]  It's not even Millie.
[02:20:24.450 --> 02:20:26.511]  It's just we're primed to be victims in this society.
[02:20:26.711 --> 02:20:27.392]  So I'll say it.
[02:20:27.812 --> 02:20:32.055]  I'm the bad guy, I apologize to Millie, and I apologize to Santa Claus, dude.
[02:20:32.676 --> 02:20:34.257]  And I'm not being mean, it's kind of a cool Santa Claus.
[02:20:34.277 --> 02:20:35.658]  He is wearing a Santa Claus outfit, folks.
[02:20:36.558 --> 02:20:39.981]  But seriously, I'm not going to have that happen at these events next week.
[02:20:40.262 --> 02:20:41.423]  It isn't about infighting.
[02:20:41.583 --> 02:20:45.025]  It's about millions and millions on the street, you being in the crowd.
[02:20:45.046 --> 02:20:46.226]  It's not about the speeches.
[02:20:46.687 --> 02:20:47.448]  It's not about that.
[02:20:47.548 --> 02:20:52.592]  It's about Trump giving a speech saying he's not going to concede and us standing with him and occupying DC.
[02:20:52.832 --> 02:20:53.793]  Owen, 30 second comment.
[02:20:54.175 --> 02:20:59.858]  Well, I was there for the entire series of events you just described and, I mean, it is entirely factually correct.
[02:21:00.138 --> 02:21:02.199]  The problem is, look, there's always going to be infighting.
[02:21:02.219 --> 02:21:08.602]  These are just, you know, tense times and, you know, our problem is we're like the Lone Rangers out here in Texas, you know.
[02:21:08.823 --> 02:21:09.743]  They live in D.C.
[02:21:09.783 --> 02:21:10.623]  They live in New York.
[02:21:10.663 --> 02:21:11.604]  That's kind of their thing.
[02:21:11.944 --> 02:21:13.105]  We're just like berserkers.
[02:21:13.245 --> 02:21:14.185]  Like, we're just in a war.
[02:21:14.205 --> 02:21:18.307]  It's like we don't have time to analyze all the little blades of grass on the battlefield.
[02:21:18.347 --> 02:21:20.068]  We charge in, have a victory, and leave.
[02:21:20.108 --> 02:21:21.289]  And so, it's all right, though.
[02:21:21.309 --> 02:21:22.870]  We're all learning to get along and that's a good thing.
[02:21:23.610 --> 02:21:23.910]  That's right.
[02:21:23.930 --> 02:21:27.552]  Let's talk about a demonstration we're having tonight, which everyone's welcome to come to at 11 o'clock.
[02:21:27.612 --> 02:21:28.493]  No one's in charge.
[02:21:28.753 --> 02:21:29.313]  We'll be right back.
[02:21:43.228 --> 02:21:44.089]  I think it went overboard.
[02:21:44.109 --> 02:21:45.629]  I think the Kramers have done a great job.
[02:21:45.649 --> 02:21:46.150]  We love Kylie.
[02:21:46.390 --> 02:21:48.111]  And I have the permit.
[02:21:48.211 --> 02:21:50.072]  We have the whole permit for the fifth.
[02:22:07.395 --> 02:22:11.016]  I'm inviting them to come speak at our event, and I'm inviting Millie Weaver to come speak.
[02:22:11.477 --> 02:22:12.117]  So there you go.
[02:22:12.197 --> 02:22:15.398]  At the big event in Freedom Plaza, and we're working with them on the 6th.
[02:22:15.438 --> 02:22:21.300]  So, I mean, again, it's not like you speak and you're a movie star, and these are like Oscars we're handing out.
[02:22:22.121 --> 02:22:27.623]  This is about the demonstration, it's about saying no to the globalists, but that's why we all need to come together, Owen.
[02:22:28.717 --> 02:22:34.541]  Yeah, and that's been part of the problem, I think, with the conservative side of the aisle, is it's just like trying to herd cats.
[02:22:34.581 --> 02:22:41.665]  I mean, we have our own independent thoughts, we have our own independent ways of approaching things and doing things, so it just kind of comes with the territory.
[02:22:41.685 --> 02:22:46.809]  But, you know, we've never really been forced with, you know, this
[02:22:47.529 --> 02:22:50.552]  This time where we have to get along and we're going to lose everything.
[02:22:50.592 --> 02:22:54.155]  It's the, you know, unite or fall apart.
[02:22:54.175 --> 02:22:58.719]  When you get a million or two million people on the ground, it's hard as hell to run that.
[02:22:58.739 --> 02:23:00.020]  So I think things are going great.
[02:23:00.260 --> 02:23:05.665]  What matters is there's no air coverage like on the first one showing over a million people or close to a million.
[02:23:05.925 --> 02:23:09.408]  We need somehow to show it's going to be down all the side streets, down the roads.
[02:23:09.428 --> 02:23:11.170]  This is the beginning of the occupation of D.C.
[02:23:11.770 --> 02:23:16.032]  And the problem, too, is most people that are in political media, like I said, they live in D.C.
[02:23:16.052 --> 02:23:16.553]  or New York.
[02:23:16.593 --> 02:23:17.993]  We're out here in Austin, Texas.
[02:23:18.033 --> 02:23:19.134]  So they've never really met us.
[02:23:19.254 --> 02:23:20.815]  All they see is the fake news about us.
[02:23:21.235 --> 02:23:22.576]  Once they meet us, they'll get to know us.
[02:23:22.756 --> 02:23:30.420]  And by the way, and we'll talk about this now, I was just at a local bar owner, restaurant owner press conference here.
[02:23:30.900 --> 02:23:39.445]  Mayor Adler, this is the breaking news, by the way, Mayor Adler announced just a day ago, so he gives them two days notice, oh, bars and restaurants have to be closed at 1030.
[02:23:40.205 --> 02:23:45.031]  They've already purchased the food, the beverage for New Year's Eve, not expecting this to happen.
[02:23:45.151 --> 02:23:46.933]  And it's all a raw exercise of power!
[02:23:47.133 --> 02:23:48.314]  It has nothing to do with viruses!
[02:23:48.575 --> 02:23:51.258]  It's just a pure, I tell you, to stand on one leg!
[02:23:51.318 --> 02:23:52.820]  I tell you to stick your thumb up your rear end!
[02:23:53.080 --> 02:23:54.341]  I tell you to stand on your damn head!
[02:23:54.642 --> 02:23:57.385]  Well, they just announced- Well, Adler's flying around all over the damn Caribbean!
[02:23:57.685 --> 02:24:03.626]  Well, and we'll maybe see him tonight at the W. He's welcome to come out and be a part of our event tonight outside of the W at 11 p.m.
[02:24:04.186 --> 02:24:13.168]  But there was a moment today where there was a gentleman from the Austin American Statement there, and I was there asking the bar owners questions.
[02:24:13.208 --> 02:24:16.549]  By the way, they announced they're going to disobey the illegal order, so I mean, of course.
[02:24:16.569 --> 02:24:18.049]  Did you get some footage of that for your show tonight?
[02:24:18.109 --> 02:24:19.070]  Yes, we have the footage.
[02:24:19.130 --> 02:24:20.870]  It's being uploaded to Banned Out Video right now.
[02:24:21.050 --> 02:24:24.634]  We have the full press conference and we're going to have some highlights cut up.
[02:24:24.674 --> 02:24:25.114]  But you know what?
[02:24:25.215 --> 02:24:25.895]  Here's the thing, Alex.
[02:24:25.915 --> 02:24:33.704]  At the end of this, there was a guy from the Austin American-Statesman, who I'm sure we disagree on everything politically, and I gave him a little razzle-dazzle at the event.
[02:24:34.264 --> 02:24:38.148]  And then afterwards, he came up to me and he said, hey, you know what?
[02:24:38.589 --> 02:24:39.490]  I still respect you.
[02:24:39.890 --> 02:24:40.551]  I said, hey, you know what?
[02:24:40.611 --> 02:24:41.332]  His name was Phil.
[02:24:41.432 --> 02:24:42.973]  I shook his hand and I said, hey, Phil, you know what?
[02:24:43.414 --> 02:24:47.698]  When we talk politics and the ring goes up and we enter that arena, we go hard, man.
[02:24:47.738 --> 02:24:48.499]  We throw haymakers.
[02:24:48.539 --> 02:24:49.120]  That's what we do.
[02:24:49.220 --> 02:24:52.523]  But he needs to come in on the side of keeping the businesses open, damn it!
[02:24:52.904 --> 02:24:54.445]  Well, we should all be on the side of that, but...
[02:24:55.146 --> 02:24:56.947]  Here's the thing that we all have to realize, Alex.
[02:24:57.207 --> 02:24:58.848]  We have to share this earth together.
[02:24:59.108 --> 02:25:01.570]  We have to share this consciousness together one way or the other.
[02:25:01.590 --> 02:25:01.810]  I agree.
[02:25:01.830 --> 02:25:03.271]  The globalist one is fighting with each other.
[02:25:03.651 --> 02:25:07.533]  We need to lovingly reach out for the left because they're victims of mind control in the new year.
[02:25:08.093 --> 02:25:11.535]  And it's just being able to put the political differences aside.
[02:25:11.575 --> 02:25:12.596]  Hey, have those battles.
[02:25:12.616 --> 02:25:19.900]  We're always going to have... And even though you're jealous of my hair, you just get over it.
[02:25:19.960 --> 02:25:22.001]  Actually, I wanted to have a hair transplant here live on air.
[02:25:23.619 --> 02:25:24.780]  I want to get the Biden deal.
[02:25:24.800 --> 02:25:25.660]  You're jealous of my hair.
[02:25:26.040 --> 02:25:27.001]  Give me the Biden deal.
[02:25:27.601 --> 02:25:30.662]  Biden had his head chopped off, so why don't we just chop the top of your head off.
[02:25:31.323 --> 02:25:32.983]  But see, I have a small head, you have a big head.
[02:25:33.523 --> 02:25:35.764]  The President-elect is Kamala Harris, he said so.
[02:25:36.565 --> 02:25:38.325]  He said that I think three or four times now.
[02:25:38.746 --> 02:25:47.009]  He can't, well look Alex, let's... Whether I have your hair or my hair tonight, both of our hair is going to be... Well it's not because you're really upset you don't have mine.
[02:25:47.029 --> 02:25:50.670]  Both of our hair... You've been crying about it a lot, and I'm saying you're going to get over it in the New Year.
[02:25:50.690 --> 02:25:51.371]  Is this projection?
[02:25:52.273 --> 02:25:53.294]  It's called a joke, Owen.
[02:25:53.835 --> 02:25:54.655]  It's alright, Alex.
[02:25:55.256 --> 02:25:56.277]  We can transplant hair.
[02:25:56.297 --> 02:25:57.999]  My hair is one step away from a comb-over.
[02:25:58.279 --> 02:26:01.022]  That's why as soon as I lose 30 pounds... You need to go with the chrome dome.
[02:26:01.102 --> 02:26:02.023]  Oh, it's going off.
[02:26:02.203 --> 02:26:02.423]  Yeah.
[02:26:03.104 --> 02:26:03.704]  New Year's Eve?
[02:26:04.065 --> 02:26:04.826]  Shave your head tonight?
[02:26:04.966 --> 02:26:05.466]  I don't know.
[02:26:05.486 --> 02:26:08.990]  I don't want to look... No, you should invite Mayor Adler... I do look a little Lex Luthor with that shave.
[02:26:09.010 --> 02:26:11.092]  You should invite Mayor Adler to shave your hair tonight.
[02:26:11.332 --> 02:26:12.613]  You can shave it with a straight blade.
[02:26:13.752 --> 02:26:16.353]  He's probably in the Caribbean with no mask on with 20 hookers.
[02:26:16.994 --> 02:26:17.514]  I wonder.
[02:26:17.754 --> 02:26:21.136]  I mean, hell, it's like this other minister in Canada got caught in the Caribbean.
[02:26:21.576 --> 02:26:27.278]  I mean, it's like the main doctor says, arrest anyone not wearing a mask, and he's like in a photo with 12 chicks in bikinis kissing him.
[02:26:27.318 --> 02:26:29.920]  I mean, it's like, they know it's a lie, folks!
[02:26:30.160 --> 02:26:31.000]  Yeah, it's Fauci.
[02:26:31.220 --> 02:26:31.720]  It's all of them.
[02:26:32.521 --> 02:26:33.801]  Anyways, I cannot say enough.
[02:26:33.962 --> 02:26:35.182]  Everybody's got to get to D.C.
[02:26:35.222 --> 02:26:36.203]  The 5th is huge.
[02:26:36.243 --> 02:26:37.643]  The president wants it huge.
[02:26:37.683 --> 02:26:38.624]  He wants it massive.
[02:26:39.611 --> 02:26:39.991]  The 5th.
[02:26:40.312 --> 02:26:42.213]  So try to get there on the 4th or the day of the 5th.
[02:26:42.694 --> 02:26:43.514]  Freedom Plaza.
[02:26:44.055 --> 02:26:48.659]  And there was a big ridiculous stupid fight over the permits and all the rest of it, but that's all been handled.
[02:26:49.039 --> 02:26:51.401]  So our group's got the main permit and everybody's welcome to speak.
[02:26:51.982 --> 02:26:55.525]  It's going to be absolutely amazing on the 5th and the 6th.
[02:26:55.605 --> 02:26:56.606]  A lot of big surprises.
[02:26:58.780 --> 02:27:01.981]  There was so much infighting going on that Roger Stone was going to cancel going like last time.
[02:27:02.301 --> 02:27:02.901]  He's coming.
[02:27:03.721 --> 02:27:04.601]  I'm paying to get in there.
[02:27:04.741 --> 02:27:06.962]  That means you, the listeners, are paying to get in there because Roger's broke.
[02:27:07.322 --> 02:27:09.362]  So buy some products at infowarestore.com.
[02:27:09.642 --> 02:27:13.543]  Get your pollen block that's back in stock after eight months because the COVID lockdown couldn't get it.
[02:27:13.883 --> 02:27:14.604]  That's back in.
[02:27:14.864 --> 02:27:16.884]  We've got X2 back in, Super Bowl Vitality back in.
[02:27:17.224 --> 02:27:22.045]  All discounted 50% off on those, on the X2 and on the Super Bowl Vitality.
[02:27:22.525 --> 02:27:24.266]  And of course, we've also got the
[02:27:25.206 --> 02:27:32.031]  Winter Sun that's very close to selling out in the next few weeks at current prices, and the fluoride-free activated charcoal concentrated toothpaste.
[02:27:32.372 --> 02:27:33.953]  It is back in stock, 25% off.
[02:27:34.253 --> 02:27:38.336]  And you guys have funded this revolution, and I salute and love you and thank you.
[02:27:38.436 --> 02:27:41.378]  Owen, what else you got coming up on The War Room today?
[02:27:42.279 --> 02:27:53.005]  So, we are going to be talking about the next move for President Trump and his team, as they just had another hearing in Georgia yesterday, the hacking of the Dominion systems.
[02:27:53.185 --> 02:27:59.429]  Now there could be potential subpoenas coming forward where Dominion will have to testify, so that could be all in the future.
[02:27:59.849 --> 02:28:01.991]  President's team said they're going to have specific evidence, but...
[02:28:02.771 --> 02:28:03.712]  We're going to take a lot of calls.
[02:28:03.732 --> 02:28:06.594]  We've got Leo Zagami coming up and a couple other guests.
[02:28:07.035 --> 02:28:14.060]  But tonight, here's why I think, why I wanted to do this tonight and why the crew wanted to do this tonight.
[02:28:14.080 --> 02:28:17.103]  Because there is no support for Mayor Adler in this town.
[02:28:17.163 --> 02:28:18.184]  I mean, there really isn't.
[02:28:18.224 --> 02:28:19.585]  We've got to start the recall.
[02:28:19.605 --> 02:28:21.967]  In fact, that's the resolution, is to recall that piece of filth.
[02:28:22.392 --> 02:28:25.954]  They had, uh, there was a lady out there taking signatures to recall Adler today.
[02:28:26.014 --> 02:28:27.155]  I invited her to be out there tonight.
[02:28:27.175 --> 02:28:29.957]  So let's have a recall Adler rally at 11 p.m.
[02:28:29.977 --> 02:28:32.138]  tonight out front the W. Absolutely.
[02:28:32.399 --> 02:28:37.962]  And hey, look, it's a peaceful protest, unofficially sponsored by Black Lives Matter and the Austin Homeless.
[02:28:38.222 --> 02:28:40.944]  So that means we can burn it down and shoot people, but we won't do that.
[02:28:41.004 --> 02:28:42.165]  No, no, no.
[02:28:42.385 --> 02:28:44.407]  We're not like the peaceful protesters that burn buildings down.
[02:28:44.627 --> 02:28:49.150]  We're the peaceful type that give people a pat on the back and we sign the signature to recall that little piece of filth.
[02:28:49.907 --> 02:28:51.709]  I think Adler should come out with us tonight.
[02:28:51.929 --> 02:28:53.871]  And by the way, we'll have, uh, it's going to be fun.
[02:28:53.891 --> 02:28:55.092]  We'll have the Tar and Feather.
[02:28:55.352 --> 02:29:01.898]  We'll have, uh, you should invite Adler to shave your chrome dome and then Tar and Feather your bald head.
[02:29:03.706 --> 02:29:05.668]  He should come out and join us though, don't you think?
[02:29:06.208 --> 02:29:08.910]  We toasted, you and I toasted to freedom in July this year.
[02:29:09.291 --> 02:29:11.052]  And so now we're going to toast to bringing the New Years.
[02:29:11.112 --> 02:29:15.495]  It's 11pm out front of the W. The reason why we're at the W, if people are wondering, that's where Adler lives.
[02:29:15.615 --> 02:29:20.799]  He lives in the penthouse of the W. I don't know how he affords that on his meager mayoral salary.
[02:29:20.819 --> 02:29:22.180]  The guy is owned by Big Tech.
[02:29:22.260 --> 02:29:24.542]  It's got everything locked down with Big Tech.
[02:29:24.902 --> 02:29:27.344]  He's a globalist operative trying to shut our city down.
[02:29:27.504 --> 02:29:28.645]  He's an enemy of America.
[02:29:30.208 --> 02:29:32.430]  Mayor Adler, I don't want to have to do this to you tonight.
[02:29:32.470 --> 02:29:33.611]  We've met many times.
[02:29:33.751 --> 02:29:35.433]  You usually run away when you see me now.
[02:29:35.473 --> 02:29:37.535]  But come out tonight, be a part of this.
[02:29:37.595 --> 02:29:38.736]  You're an American too.
[02:29:39.096 --> 02:29:39.937]  We'll toast to you.
[02:29:39.957 --> 02:29:43.840]  We'll cordially come together even though we're bitter political rivals.
[02:29:43.860 --> 02:29:45.261]  And you're going to love the tar bath.
[02:29:45.982 --> 02:29:46.643]  Feels so good.
[02:29:46.663 --> 02:29:49.265]  For Alex's bald head and that you can enjoy.
[02:29:49.305 --> 02:29:50.966]  Oh, I'll be tarred and feathered by Adler.
[02:29:50.986 --> 02:29:57.472]  No, no, no, Jed, he's going to shave your head and then he's going to put the tar and feather on your bald head so that you have a new head of hair like Biden, or like a founding father.
[02:29:57.672 --> 02:29:59.634]  I'll be like, Bird Man!
[02:30:00.094 --> 02:30:02.576]  Or Adler can be a coward and a fraud and hide.
[02:30:02.596 --> 02:30:04.858]  Hey, it's the last few seconds of the Alex Jones Show 2020.
[02:30:04.938 --> 02:30:08.301]  We got... And I made it, I was on air!
[02:30:08.421 --> 02:30:10.803]  The great Matt Bracken's coming up, coming up.
[02:30:11.484 --> 02:30:13.966]  Alright, it's the last show of the year.
[02:30:14.898 --> 02:30:20.802]  And I'm very proud and honored to be called in to close it out for you.
[02:30:22.023 --> 02:30:26.346]  You know, I'm wearing an InfoWars shirt right there today.
[02:30:26.366 --> 02:30:34.392]  I'm not a member of the InfoWars team in any kind of a financial sense.
[02:30:35.393 --> 02:30:36.193]  Never been paid.
[02:30:36.694 --> 02:30:38.295]  I'm doing this from my home in Florida.
[02:30:39.376 --> 02:30:40.977]  But I'm wearing it because
[02:30:41.869 --> 02:30:45.090]  I'm proud to stand with Alex and the Infowars family.
[02:30:45.950 --> 02:30:52.291]  We're going into a new year and, you know, we're going to do this, stop the steel rally next week, and we don't know how it's going to turn out.
[02:30:53.032 --> 02:31:00.013]  But there's a real serious chance that Biden and Harris are going to be the president and vice president.
[02:31:01.073 --> 02:31:07.815]  Obama will be a, excuse me, a mile or so away in his, the basement of his Washington mansion.
[02:31:08.587 --> 02:31:12.809]  Feeding their scripts to them, as he has said on TV.
[02:31:12.829 --> 02:31:17.072]  He'll be happy to just be the guy putting the words into the earpieces.
[02:31:18.493 --> 02:31:19.573]  So we know what's coming.
[02:31:20.354 --> 02:31:24.496]  The Department of Justice is going to be run by people like Andrew Weissman.
[02:31:25.256 --> 02:31:28.058]  And it's going to be a very dangerous time for patriots.
[02:31:28.738 --> 02:31:30.879]  Because they're going to be out for revenge.
[02:31:31.520 --> 02:31:32.941]  Very serious revenge.
[02:31:33.941 --> 02:31:37.163]  Anybody that thinks that this is a joke, let me tell you.
[02:31:38.098 --> 02:31:47.443]  All of the hassles that we've had with the FBI and the DOJ being in a virtual state of mutiny the last four years, that was with our guy in the White House.
[02:31:48.403 --> 02:32:00.069]  So you put Obama as the puppet master and others like him feeding the lines to Harris and Biden, picking his attorney general.
[02:32:01.490 --> 02:32:04.271]  The Department of Justice is going to be out for scalps.
[02:32:04.915 --> 02:32:14.604]  What happened to Roger Stone is going to be magnified many fold, and there won't be a pardon waiting at the end of the Biden-Harris administration.
[02:32:15.264 --> 02:32:16.445]  It'll just be prison.
[02:32:17.126 --> 02:32:26.835]  So, anybody that snipes at Alex and wants to cut him down, I'm telling you, who goes to the rallies?
[02:32:27.355 --> 02:32:28.636]  Who gets right out in front?
[02:32:29.817 --> 02:32:30.318]  Excuse me.
[02:32:31.789 --> 02:32:35.010]  Who's fearless when it comes to putting his face right out in front?
[02:32:35.710 --> 02:32:45.292]  You know, the former head of the NSA, General Michael Hayden, said he wants to see Alex charged and put in prison.
[02:32:45.993 --> 02:32:47.033]  They're not kidding, folks.
[02:32:47.653 --> 02:32:48.933]  This is serious business.
[02:32:49.914 --> 02:32:57.215]  Anybody that thinks that this is all like some kind of a grift or a big for-profit deal, I've never been paid a dime.
[02:32:57.595 --> 02:32:59.476]  I'm doing this for the love of it.
[02:32:59.963 --> 02:33:02.224]  For the patriotism, for the love of my country.
[02:33:02.684 --> 02:33:03.144]  That's it.
[02:33:04.264 --> 02:33:12.407]  I'm going to Washington next week, and I hope it's such a big rally that it's impossible to find anybody, that it'll be a sea of people.
[02:33:12.467 --> 02:33:13.187]  That's my hope.
[02:33:13.727 --> 02:33:14.627]  That's my goal.
[02:33:15.327 --> 02:33:27.931]  But to all of the anonymous ankle biters that want to hack away at Alex, let me tell you, the man has been a fearless leader now for many years.
[02:33:28.627 --> 02:33:30.568]  And he hasn't quit when it would have been easy.
[02:33:31.008 --> 02:33:36.331]  It would have been so easy at various points in the last couple of years to say, you know what, I've had it.
[02:33:37.532 --> 02:33:39.453]  I'm just going to, I've done my part.
[02:33:39.953 --> 02:33:41.194]  I've done more than my part.
[02:33:41.274 --> 02:33:44.196]  I'm going to exit stage left and just live a quiet life.
[02:33:44.796 --> 02:33:45.497]  He didn't do it.
[02:33:46.017 --> 02:33:48.578]  Just like Donald Trump didn't do it.
[02:33:48.618 --> 02:33:53.421]  Trump could just, just say, look, the odds of my winning this are slim and none.
[02:33:54.099 --> 02:33:59.282]  So I'm just going to concede, you know, this way it'll put my family out of the line of fire.
[02:33:59.822 --> 02:34:09.908]  Because you know that after the, you know, if, if, uh, if Biden is in the White House next year, they're going to come after the entire Trump family.
[02:34:10.469 --> 02:34:17.433]  They're going to do what due to, um, everybody with a, with Trump in their name, what they did to Roger Stone.
[02:34:18.173 --> 02:34:19.494]  And you know, they're going to do it.
[02:34:19.874 --> 02:34:20.935]  They're going to do it hard.
[02:34:21.573 --> 02:34:24.554]  And that's why it's time to really stand up and be counted.
[02:34:25.094 --> 02:34:26.635]  That's why I'm going to Washington.
[02:34:27.175 --> 02:34:28.836]  That's why I do this show.
[02:34:29.516 --> 02:34:33.837]  Because we all are going to hang together or we're going to hang separately.
[02:34:34.398 --> 02:34:38.359]  And the more of us that there are, the more power that we're going to get.
[02:34:38.379 --> 02:34:46.102]  You know, this Great Reset that we've all been talking about for years, it's really about control.
[02:34:46.122 --> 02:34:49.883]  The global elites are now cooperating
[02:34:50.638 --> 02:34:57.801]  Are trying to get us to be basically subservient peasants in a total control grid matrix.
[02:34:58.521 --> 02:34:59.762]  And they're very close.
[02:35:00.762 --> 02:35:06.564]  They've been using China as the test bed because there's no Bill of Rights, obviously, in China.
[02:35:07.265 --> 02:35:11.346]  But they're working out all of the technology and all the methodologies in China.
[02:35:11.906 --> 02:35:15.648]  But they're, step by step, going to be using it here in this country.
[02:35:16.525 --> 02:35:20.489]  You're not going to be able to do a lot of things without the vaccine very soon.
[02:35:21.650 --> 02:35:31.058]  First, everybody is trying to get the vaccine, but in a short while, it's going to be, who are the refuseniks that won't take the vaccine?
[02:35:31.718 --> 02:35:36.502]  And they're going to be locked out professionally and locked out of travel.
[02:35:37.063 --> 02:35:38.784]  This is all about control.
[02:35:39.505 --> 02:35:42.688]  So next week, on January 5th and 6th,
[02:35:43.737 --> 02:35:46.918]  What we have to do is show who's really in control.
[02:35:47.658 --> 02:35:49.879]  We don't control social media.
[02:35:50.199 --> 02:35:53.020]  We don't have all of these organs of power.
[02:35:53.520 --> 02:35:55.740]  We don't control the Department of Justice.
[02:35:55.800 --> 02:36:02.762]  We can't decide what criminals will go uncharged and what innocent people will be arrested in the middle of the night.
[02:36:03.183 --> 02:36:04.223]  We don't control that.
