[00:00:09.747 --> 00:00:10.169]  Oh, no.
[02:53:22.267 --> 02:53:36.477]  That's now been hijacked by the technocrats, by the globalists who say humans are ugly and bad for the Earth and we need to be culled and dumbed down and put into subgroups that the elites dominate, manipulate and command if we're even lucky enough to stay alive.
[02:53:36.937 --> 02:53:38.620]  And that's what COVID-19 is.
[02:53:38.620 --> 02:53:45.313]  A global UN revolution against free humanity, against your family, against prosperity, and against your future.
[02:53:45.313 --> 02:53:47.096]  If you don't stand up and fight, you deserve what you get.
[02:53:48.885 --> 02:53:56.090]  I'm really, really proud of the Dr. Jones Naturals activated charcoal, naturally fluoride-free mouthwash and toothpaste.
[02:53:56.090 --> 02:54:06.498]  And if you don't know what activated charcoal does, ladies and gentlemen, it naturally, in a clean way, strips away the toxins, the impurities, the plaque, and it doesn't damage the enamel.
[02:54:06.498 --> 02:54:07.658]  That's really important.
[02:54:07.658 --> 02:54:09.240]  Support the Info War!
[02:54:10.200 --> 02:54:23.007]  Buy it now at InfoWarsStore.com or go directly to DrJonesNaturals.com for an entire line of new cutting-edge products with the power to make your life better.
[02:54:23.007 --> 02:54:25.068]  Support the InfoWars.
[02:54:25.068 --> 02:54:29.410]  This cleans them up beautifully, does an incredible job, but doesn't damage your teeth an inch.
[02:54:29.830 --> 02:54:33.172]  I believe you're going to like this as much as the other toothpaste, maybe even more.
[02:54:33.172 --> 02:54:38.196]  Over a year ago, I tried charcoal toothpaste from a major brand and thought it was amazing.
[02:54:38.196 --> 02:54:42.879]  And I went to my dad and people said, I would like to put out a charcoal toothpaste that doesn't have all this silicate and all these fillers in it.
[02:54:42.879 --> 02:54:44.280]  Very strong toothpaste.
[02:54:44.280 --> 02:54:45.801]  You've never used anything like it.
[02:54:45.801 --> 02:54:51.745]  Get yours at InfoWarshaw.com right now.
[02:54:51.745 --> 02:54:54.366]  You're listening to the Alex Jones Show.
[02:55:07.006 --> 02:55:09.048]  Welcome back, Alex Jones here with Jesse Lee Peterson.
[02:55:09.048 --> 02:55:13.933]  But to get him to make this point, because I studied this actually, and Peterson can criticize Liz Farrakhan.
[02:55:13.933 --> 02:55:21.842]  I disagree with a lot of what Liz Farrakhan said, but one thing Liz Farrakhan said was is that black Americans, particularly, should have their own banks, their own grocery stores, their own businesses.
[02:55:23.393 --> 02:55:26.495]  For their own communities to have their own strengths.
[02:55:26.495 --> 02:55:28.336]  And visit other people's businesses, do that as well.
[02:55:28.336 --> 02:55:34.380]  But if you really want to empower people, don't get welfare from the government, create your own society, your own system.
[02:55:34.380 --> 02:55:48.749]  And that's what segregation and Jim Crow created, whether you were in Illinois or New York or North Carolina or Tennessee or Texas or Kentucky or Alabama, was people actually got successful.
[02:55:49.741 --> 02:55:50.881]  Because they have their own system.
[02:55:50.881 --> 02:55:53.282]  Under globalism, we don't even have our own country.
[02:55:53.282 --> 02:55:54.963]  We have the New World Order dictating.
[02:55:54.963 --> 02:55:57.324]  Trump's trying to have us have our own country.
[02:55:57.324 --> 02:55:58.565]  And Trump is.
[02:55:58.565 --> 02:56:00.265]  Believe me, I know him well and his people.
[02:56:00.265 --> 02:56:01.466]  He wants to empower everybody.
[02:56:01.466 --> 02:56:02.566]  He doesn't want these divisions.
[02:56:02.566 --> 02:56:05.707]  He wants to be the guy that turns it all around and brings us together.
[02:56:05.707 --> 02:56:10.629]  And so you see the Democrats pushing the most racist, divisionary systems.
[02:56:10.629 --> 02:56:13.751]  I believe in America, Jesse Lee Peterson.
[02:56:13.751 --> 02:56:15.431]  I believe we're going to turn against this.
[02:56:15.431 --> 02:56:16.692]  I believe Trump's going to win big.
[02:56:16.692 --> 02:56:17.172]  What do you think?
[02:56:18.058 --> 02:56:19.119]  I believe so too.
[02:56:19.119 --> 02:56:25.542]  I think that the Democrats are so angry and so blind that they can't see that they're exposing themselves.
[02:56:25.542 --> 02:56:34.468]  And with all this violence and all this crime and stuff that's going on, they are scaring people to death because they're revealing who they really are.
[02:56:34.468 --> 02:56:39.271]  So I believe that the president will be re-elected another four more years.
[02:56:39.271 --> 02:56:41.712]  And you mentioned the banks and things like that.
[02:56:41.712 --> 02:56:44.754]  When you're in a community, it's natural.
[02:56:45.586 --> 02:56:47.148]  To start a business.
[02:56:47.148 --> 02:56:51.554]  It's natural to have a bank, to have a school, to have a store.
[02:56:51.554 --> 02:56:53.336]  That's what we did in Alabama.
[02:56:53.336 --> 02:56:58.142]  But because black people are so, and not all, not all, not all, not all, not all, but most.
[02:56:58.142 --> 02:57:02.468]  They have not, the family have been destroyed so the fathers are not there to set that example.
[02:57:03.008 --> 02:57:13.560]  If black people were not angry, if they had families, if their parents taught them to work, you would naturally have businesses in the black community.
[02:57:13.560 --> 02:57:15.542]  You wouldn't have to beg people to go there.
[02:57:15.542 --> 02:57:17.244]  You would provide good services.
[02:57:17.244 --> 02:57:21.268]  But because the men are not setting that example as they did when I was growing up,
[02:57:22.374 --> 02:57:28.836]  The crime is out of control in urban cities across the country.
[02:57:28.836 --> 02:57:33.997]  Black people are afraid to open a business because they're afraid of being robbed by other black people.
[02:57:33.997 --> 02:57:37.838]  It's not the white person that they're afraid of, it's the blacks that they're afraid of.
[02:57:37.838 --> 02:57:42.760]  And so you don't have black businesses there because of that out-of-control crime.
[02:57:43.320 --> 02:57:45.342]  What do you think the real numbers are with Kanye and all that?
[02:57:45.342 --> 02:57:46.844]  Do you think black folks are waking up?
[02:57:46.844 --> 02:57:48.125]  How do you think they're going to vote?
[02:58:04.260 --> 02:58:09.366]  You've got to get more and more black people voting for the Republican Party than we've gotten in years.
[02:58:09.366 --> 02:58:11.268]  It's been a long time.
[02:58:11.268 --> 02:58:16.535]  Because of President Trump and because of Kanye West, that's why he's hated right now.
[02:58:16.535 --> 02:58:19.458]  Kanye is influencing a lot of millennials.
[02:58:19.458 --> 02:58:21.441]  I can tell you, I know personally, Kanye's awake.
[02:58:21.441 --> 02:58:22.402]  He knows what's going on.
[02:58:23.092 --> 02:58:26.133]  Yes, but they're trying to make him look crazy.
[02:58:26.133 --> 02:58:31.415]  They're accusing him of being off because he's having an influence within the black community.
[02:58:31.415 --> 02:58:34.496]  All because he's broken free from the plantation, literally.
[02:58:34.496 --> 02:58:36.277]  Yes, that's right.
[02:58:36.277 --> 02:58:39.518]  He's pulling those black votes away from the Democratic Party.
[02:58:39.518 --> 02:58:43.919]  And the worst thing that can happen to the Democratic Party is to lose black votes.
[02:58:43.919 --> 02:58:46.440]  If they lose the black votes, the party is over.
[02:58:46.440 --> 02:58:51.902]  That's why they are trying to bring the Hispanics in and all that, because they're trying to stay relevant.
[02:58:52.422 --> 02:58:54.744]  If the blacks leave, they won't be relevant.
[02:58:54.744 --> 02:58:59.587]  And that's why I hate Kanye West or anyone who influences black people to wake up.
[02:58:59.587 --> 02:59:02.389]  And I think if they have the COVID lockdown, we're going to blame Trump.
[02:59:02.389 --> 02:59:05.311]  Everybody I know knows the Democrats did the lockdown and did this.
[02:59:06.155 --> 02:59:15.000]  Yeah, and it's the Democratic states where you really can't move about if you listen to the Democrats because they don't want the Chinese virus to end.
[02:59:15.000 --> 02:59:16.041]  They want it to be there.
[02:59:16.041 --> 02:59:23.126]  They want to hold it there until election time so that they can blame, as you said, blame President Trump for it.
[02:59:23.126 --> 02:59:27.908]  Anything that the president is for, it doesn't matter how good it is, Alex.
[02:59:27.908 --> 02:59:30.230]  Anything the president is for, they are against it.
[02:59:30.916 --> 02:59:33.017]  Jesus Christ could come down.
[02:59:33.017 --> 02:59:36.399]  And if the President is for him, they're going to be against him.
[02:59:36.399 --> 02:59:39.721]  But if the President says, oh, I don't like Jesus, they'll be for him.
[02:59:39.721 --> 02:59:43.563]  Well, that's why some say he came up with a vaccine, was to get them to back off of it.
[02:59:43.563 --> 02:59:44.763]  Looks like that's happening.
[02:59:44.763 --> 02:59:47.585]  Suddenly, Democrats were against the vaccine because it came out for it.
[02:59:47.585 --> 02:59:49.105]  I'm like, wow, that's right.
[02:59:49.105 --> 02:59:50.826]  Yeah, well, it was 60 seconds.
[02:59:50.826 --> 02:59:51.887]  Jesse Lee Peterson, stay there.
[02:59:51.887 --> 02:59:56.629]  60 seconds.
[02:59:56.629 --> 03:00:00.011]  The reasons that the globalists launched this planetary lockdown.
[03:00:00.782 --> 03:00:04.963]  The number one reason is it serves every one of their purposes.
[03:00:04.963 --> 03:00:09.444]  We've gone over those purposes many times here on air.
[03:00:09.444 --> 03:00:15.506]  The cashless society, the surveillance system, global government, medical tyranny, forced inoculation.
[03:00:15.506 --> 03:00:29.670]  But the most important facet is it teaches us that we are obsolete, that we are non-essential as we begin to witness automation computers and robots take over the jobs that people once had
[03:00:30.148 --> 03:00:31.749]  By design.
[03:00:31.749 --> 03:00:35.810]  This isn't like it's some advancement that we just fell into.
[03:00:35.810 --> 03:00:38.951]  It's been pre-planned, organized, globally.
[03:00:38.951 --> 03:00:41.192]  And it's extremely predatory.
[03:00:41.192 --> 03:00:52.976]  And through governmental actuaries and tax programs and regulations, the central banks that control it all are able to pick the winners and the losers and consolidate power.
[03:00:52.976 --> 03:00:56.077]  This is the truest form of technocracy fascism.
[03:01:03.743 --> 03:01:09.531]  Alright, Paul Joseph Watson takes over in T-minus 14 minutes.
[03:01:09.531 --> 03:01:18.483]  But right now, the legendary Jesse Lee Peterson of jesselepeterson.com and rebuildingtheman.com is going to host a segment of Alex Jones.
[03:01:18.483 --> 03:01:19.404]  He's agreed to do it.
[03:01:19.404 --> 03:01:20.526]  He's taking over right now.
[03:01:20.526 --> 03:01:21.287]  Jesse Lee Peterson.
[03:01:22.250 --> 03:01:24.212]  So imagine this, folks.
[03:01:24.212 --> 03:01:27.575]  I am now sitting in the seat of Alex Jones.
[03:01:27.575 --> 03:01:29.497]  It doesn't get any better than that.
[03:01:29.497 --> 03:01:30.758]  That's amazing.
[03:01:30.758 --> 03:01:34.202]  By the way, I want you to know that our battle is a spiritual battle.
[03:01:34.202 --> 03:01:36.484]  It's a warfare between good and evil.
[03:01:37.026 --> 03:01:38.187]  It's not about color.
[03:01:38.187 --> 03:01:40.109]  It's not about men and women.
[03:01:40.109 --> 03:01:42.450]  It's about right versus wrong.
[03:01:42.450 --> 03:01:44.292]  It's not about racism.
[03:01:44.292 --> 03:01:53.720]  No such thing as racism, sexism, homophobism, Islamophobism, deadbeat dadism, or white supremacism, or antisemitism.
[03:01:53.720 --> 03:01:57.343]  It's either right or wrong, good or evil.
[03:01:57.343 --> 03:01:59.064]  And that's what it's all about.
[03:01:59.064 --> 03:02:06.410]  And for the men, you have been given a responsibility by God to love Him with all your heart, soul, and might.
[03:02:07.063 --> 03:02:14.284]  If you want a family, get married, love your wife and guide your wife and children in the right way to go to protect them from evil.
[03:02:14.284 --> 03:02:21.385]  But when you're not there and you're not guiding your family, it's easy for the liars, the children of the lie to take over.
[03:02:21.385 --> 03:02:22.646]  It's not about racism.
[03:02:22.646 --> 03:02:24.486]  Stop falling for the crap.
[03:02:24.486 --> 03:02:29.447]  It's not about anti-Semitism or sexism and all that ism.
[03:02:29.447 --> 03:02:31.307]  It's about right versus wrong.
[03:02:31.307 --> 03:02:33.488]  So we got to rebuild the family.
[03:02:33.488 --> 03:02:35.948]  Man, you got to stand up because when you're weak,
[03:02:36.548 --> 03:02:37.909]  It's over for the family.
[03:02:37.909 --> 03:02:40.010]  We gotta re-establish that family.
[03:02:40.010 --> 03:02:43.192]  And this whole thing about Black Lives Matter means nothing.
[03:02:43.192 --> 03:02:46.775]  To say the words Black Lives Matter means nothing.
[03:02:46.775 --> 03:02:49.677]  It's just a form of controlling you.
[03:02:49.677 --> 03:03:05.407]  As I said to Alex earlier, I never imagined that one day we would see a day when grown Christian men and women, police officers, people from the armed forces are bowing down to far-left liberal radical
[03:03:06.147 --> 03:03:08.928]  Hateful, fat, black, lesbian!
[03:03:08.928 --> 03:03:10.128]  What the?
[03:03:10.128 --> 03:03:11.368]  I can't believe it!
[03:03:11.368 --> 03:03:13.589]  That's amazing to see that!
[03:03:13.589 --> 03:03:14.429]  We gotta stop it.
[03:03:14.429 --> 03:03:20.811]  These people literally burning down our cities, our towns, destroying businesses.
[03:03:20.811 --> 03:03:25.472]  There have been black people who have died as a result of this terrorist attack upon America.
[03:03:25.472 --> 03:03:26.933]  They don't care about life.
[03:03:26.933 --> 03:03:28.013]  They don't care about people.
[03:03:28.013 --> 03:03:29.513]  Look at Chicago.
[03:03:29.513 --> 03:03:31.654]  Chicago crime is through the roof.
[03:03:32.532 --> 03:03:34.394]  And it's not about Floyd either.
[03:03:34.394 --> 03:03:36.656]  What was Floyd's first name?
[03:03:36.656 --> 03:03:37.816]  George Floyd.
[03:03:37.816 --> 03:03:44.222]  We just saw a video this morning put out by the Daily Mail that George Floyd resisted arrest.
[03:03:45.106 --> 03:03:47.887]  He's resistant, and that's why he's dead today.
[03:03:47.887 --> 03:03:55.269]  It's not because of some police brutality or black people under attack by the white man or systemic racism.
[03:03:55.269 --> 03:04:02.371]  Floyd, resistant arrest, and he seemed to be on some type of drug, and it's being reported that he was high on something.
[03:04:03.038 --> 03:04:16.522]  And so it was about that, but they don't want you to know that because they want to use that to cry racism so that they can cause you to become afraid and not stand up for the country and for what is right.
[03:04:16.522 --> 03:04:18.203]  We got to stand together.
[03:04:18.203 --> 03:04:20.303]  It's good against evil.
[03:04:20.303 --> 03:04:25.245]  So you have to overcome evil and stand up with good and fight it.
[03:04:25.245 --> 03:04:26.325]  Otherwise, it's over.
[03:04:26.325 --> 03:04:28.586]  And men, you are needed.
[03:04:29.298 --> 03:04:30.318]  You are needed.
[03:04:30.318 --> 03:04:31.178]  God and Christ.
[03:04:31.178 --> 03:04:32.299]  Christ is man.
[03:04:32.299 --> 03:04:33.279]  Man over woman.
[03:04:33.279 --> 03:04:34.359]  Woman over children.
[03:04:34.359 --> 03:04:36.319]  There is no way else to go.
[03:04:36.319 --> 03:04:42.581]  America is the greatest country on this side of heaven, given to us by God.
[03:04:42.581 --> 03:04:44.401]  We have to protect it.
[03:04:44.401 --> 03:04:46.161]  All races of men and women.
[03:04:46.161 --> 03:04:48.082]  We got to stand up and protect our country.
[03:04:48.082 --> 03:04:50.282]  There's no way else to go.
[03:04:50.282 --> 03:04:51.722]  Not that I'm aware of.
[03:04:51.722 --> 03:04:55.363]  And we will have South Africa in America if you don't stand up.
[03:04:56.044 --> 03:04:57.565]  They're coming for your land.
[03:04:57.565 --> 03:05:08.474]  They've already taken your institutions like schools and they're letting in prisons out of jail and they're coming for your land next because they see that you will not stand up.
[03:05:08.474 --> 03:05:13.058]  And if you doubt me, talk to some white people from South Africa and decent blacks from there.
[03:05:13.058 --> 03:05:14.819]  They know what's going on.
[03:05:14.819 --> 03:05:18.602]  And some of them cannot believe that we're allowing it to happen in this country.
[03:05:18.602 --> 03:05:20.864]  We got to re-elect President Trump.
[03:05:20.864 --> 03:05:21.805]  We have no other choice.
[03:05:22.345 --> 03:05:23.967]  We got to reelect him.
[03:05:23.967 --> 03:05:25.708]  We must rebuild the family.
[03:05:25.708 --> 03:05:33.195]  Men, you got to come out of your mama's closet, out of your mama's basement, go out and deal with life because the world needs you.
[03:05:33.195 --> 03:05:34.576]  We got to restore it.
[03:05:34.576 --> 03:05:37.519]  So I want you to check us out at rebuildingtheman.com.
[03:05:37.519 --> 03:05:39.140]  I love what Alex is doing.
[03:05:39.140 --> 03:05:40.582]  We need more of this.
[03:05:40.582 --> 03:05:42.784]  He has a great team on his network.
[03:05:42.784 --> 03:05:44.025]  We need more.
[03:05:44.025 --> 03:05:46.007]  We got to save this country.
[03:05:46.007 --> 03:05:47.428]  If they get rid of Donald Trump,
[03:05:48.467 --> 03:05:49.729]  Then it's over for America.
[03:06:06.004 --> 03:06:06.224]  I don't
[03:06:19.890 --> 03:06:28.638]  Black slavery or something, Dom, and LGBTQ, they want to do everything they can to demoralize you.
[03:06:28.638 --> 03:06:34.202]  That's how they control you, because you cannot control a more people or person.
[03:06:34.202 --> 03:06:37.886]  You have to demoralize them in order to control them.
[03:06:37.886 --> 03:06:41.669]  I'm talking with men and women from around the world.
[03:06:42.472 --> 03:06:43.453]  All around the world.
[03:06:43.453 --> 03:06:44.915]  And it's the same.
[03:06:44.915 --> 03:06:48.739]  If you destroy that family, you destroy the souls of the kids.
[03:06:48.739 --> 03:06:50.161]  You can control them.
[03:06:50.161 --> 03:06:52.323]  So we got to take back our schools.
[03:06:52.323 --> 03:06:52.843]  Yes, yes.
[03:06:52.843 --> 03:06:55.466]  I said you're taking over and I'm listening here riveted.
[03:06:55.466 --> 03:06:55.887]  You're right.
[03:06:55.887 --> 03:06:57.088]  That's that's actually you're right.
[03:06:57.088 --> 03:06:58.450]  Michigan and Illinois.
[03:06:58.450 --> 03:06:59.190]  I was looking this morning.
[03:06:59.190 --> 03:07:01.933]  A bunch of states are saying get rid of history, period.
[03:07:02.654 --> 03:07:10.558]  And if a bunch of multinational corporations that run slave camps in China, like Apple and Nike, if we'll hate ourselves, they'll come in and take us over.
[03:07:10.558 --> 03:07:18.361]  If we don't stand up for ourselves and say, no, we're good, we're not bad, we're proud of America, we have a great history, all of us together, how dare you?
[03:07:18.361 --> 03:07:21.483]  I mean, I see them trying to collapse America and the dollar.
[03:07:22.503 --> 03:07:26.426]  I'd say the Chinese currency will be the new currency.
[03:07:26.426 --> 03:07:33.531]  These people are working against their own country, even though most Democrats aren't even going to be successful if this happens.
[03:07:33.531 --> 03:07:40.035]  It's going to destroy them, but somehow they were taught to hate a country that gave them so much.
[03:07:40.035 --> 03:07:43.658]  People come here from other countries, and they're happy with all our problems.
[03:07:43.658 --> 03:07:44.939]  We're still the best country on Earth.
[03:07:45.891 --> 03:07:46.731]  That's right, man.
[03:07:46.731 --> 03:07:48.432]  Look at the basketball team.
[03:07:48.432 --> 03:07:56.994]  They're going over to China, and they're protecting China, but they come back home to America, and they kneel during the national anthem.
[03:07:56.994 --> 03:07:58.254]  Where is their love?
[03:07:58.254 --> 03:08:00.174]  Which country do they love better?
[03:08:00.174 --> 03:08:01.755]  America or China?
[03:08:01.755 --> 03:08:04.775]  We gotta stop supporting these teams that are supporting China.
[03:08:04.775 --> 03:08:05.135]  That's right.
[03:08:05.135 --> 03:08:07.796]  Maybe 15, 20 black men are killed by cops wrong every year.
[03:08:07.796 --> 03:08:09.196]  There are some bad cops at SAB.
[03:08:09.196 --> 03:08:10.156]  We're against it.
[03:08:10.156 --> 03:08:12.177]  You get hundreds of thousands of blacks killed.
[03:08:12.737 --> 03:08:16.203]  You know, by other blacks, they don't care, and it's all terrible.
[03:08:16.203 --> 03:08:22.733]  And then literally, all these millionaires bow down, but they won't even criticize China with slave camps in any way.
[03:08:22.733 --> 03:08:23.875]  How pathetic is that?
[03:08:23.875 --> 03:08:24.997]  Because here's the thing.
[03:08:25.836 --> 03:08:27.557]  It's not those black players' fault.
[03:08:27.557 --> 03:08:38.907]  It's the owners of the teams that put Black Lives Matter on the court and are telling them to say that so they can hide their Chinese death camps under the guise of, oh, we're with black people, so we're not racist.
[03:08:38.907 --> 03:08:39.507]  That's all.
[03:08:39.507 --> 03:08:43.991]  They're using black people as the shield for their evil communist support.
[03:08:44.912 --> 03:08:46.994]  That's right, that's why I said it.
[03:08:46.994 --> 03:08:49.176]  Black people haven't always been that way.
[03:08:49.176 --> 03:08:52.259]  They were on the side of good, and I remember growing up that way.
[03:08:52.259 --> 03:08:55.862]  But because they had been so demoralized, their family had been destroyed.
[03:08:55.862 --> 03:09:06.573]  My dad grew up with a lot of black folks in East Texas, and so did I, but they were like super Christian, super successful, and super neurotic about standing up for themselves.
[03:09:06.573 --> 03:09:08.915]  How did it totally shift like that?
[03:09:10.205 --> 03:09:24.639]  Well they did, as I said, when they took the fathers out of the home and the blacks, uh, they start catering to the women and children by giving them free stuff, free government, welfare checks, and as black race hustlers like Jesse Jackson and others became the head of the people.
[03:09:24.639 --> 03:09:25.320]  So it was like flipping a switch.
[03:09:25.320 --> 03:09:27.522]  They took the fathers out and it was over.
[03:09:28.396 --> 03:09:32.061]  Yeah, and if you pay attention, that's what's happening to the white family as well.
[03:09:32.061 --> 03:09:32.922]  Oh yeah, it's happening, I know.
[03:09:32.922 --> 03:09:42.174]  I guarantee you, I guarantee you, if those black guys that are kneeling, if they had decent fathers and mothers in their homes, they would not be kneeling.
[03:09:42.174 --> 03:09:44.577]  They would not be giving in to that type of evil.
[03:09:44.577 --> 03:09:45.679]  They would love their country.
[03:09:46.159 --> 03:09:51.543]  And the only way this is going to end, the sports fans have got to stop supporting the sports.
[03:09:51.543 --> 03:09:58.309]  They've got to stop putting their money buying these people's stuff, because as long as you pay them, they're never going to do right.
[03:09:58.309 --> 03:10:04.013]  But if you can let them see that they're wrong by not supporting them, then a change will come.
[03:10:04.013 --> 03:10:06.395]  It's about the power, it's about the money and the wealth.
[03:10:06.395 --> 03:10:07.936]  It's not about anything else.
[03:10:07.936 --> 03:10:12.080]  And it's the big corporations allied with China that killed five times what Hitler did.
[03:10:12.580 --> 03:10:13.601]  Telling us we're bad.
[03:10:13.601 --> 03:10:15.764]  No, you're bad, Communist China.
[03:10:15.764 --> 03:10:18.327]  Disley Peterson, join us again very soon.
[03:10:18.327 --> 03:10:19.649]  Rebuildingtheman.com.
[03:10:19.649 --> 03:10:20.390]  We love you.
[03:10:20.390 --> 03:10:23.434]  We love seeing you on OWN, and we really appreciate you spending time with us, sir.
[03:10:24.383 --> 03:10:25.164]  Thank you, man.
[03:10:25.164 --> 03:10:26.084]  It's amazing.
[03:10:26.084 --> 03:10:27.205]  I love going on there with them.
[03:10:27.205 --> 03:10:28.386]  Thank you so much, Alex.
[03:10:28.386 --> 03:10:31.828]  I love what you're doing and anything we can do to help, let me know, all right?
[03:10:31.828 --> 03:10:35.651]  Well, anytime you want to fly out with your crew and host the show for a couple of days, please come.
[03:10:35.651 --> 03:10:36.351]  Jesse Lee Peterson.
[03:10:36.351 --> 03:10:36.992]  God bless you.
[03:10:36.992 --> 03:10:37.752]  I will.
[03:10:37.752 --> 03:10:38.092]  Thank you.
[03:10:38.092 --> 03:10:38.833]  You too, buddy.
[03:10:38.833 --> 03:10:39.053]  All right.
[03:10:39.053 --> 03:10:39.954]  Another man on fire.
[03:10:39.954 --> 03:10:40.954]  That's what they hate.
[03:10:40.954 --> 03:10:41.215]  All right.
[03:10:41.215 --> 03:10:44.677]  Paul Joseph Watson from London, England, takes over straight ahead.
[03:10:44.677 --> 03:10:45.217]  Stay with us.
[03:10:45.217 --> 03:10:48.680]  And then the War Room in 45 minutes with Owen Schroyer.
[03:10:48.680 --> 03:10:50.401]  Stay with us.
[03:10:50.401 --> 03:10:51.001]  It's 2 a.m.
[03:10:55.384 --> 03:10:57.466]  Human freedom.
[03:10:57.466 --> 03:10:59.187]  The Wild Wild West.
[03:10:59.187 --> 03:11:01.149]  The Renaissance.
[03:11:01.149 --> 03:11:03.430]  America.
[03:11:03.430 --> 03:11:05.552]  Human liberty.
[03:11:05.552 --> 03:11:06.453]  The West.
[03:11:06.453 --> 03:11:07.413]  Built.
[03:11:07.413 --> 03:11:09.115]  All the freedom.
[03:11:09.115 --> 03:11:10.156]  All the choices.
[03:11:10.156 --> 03:11:13.618]  All the empowerment we see.
[03:11:13.618 --> 03:11:19.903]  The general population has been programmed that submission to tyranny brings them prosperity.
[03:11:19.903 --> 03:11:24.667]  Because in the last 50 years, under psychotic globalist control, they have taught us what
[03:11:28.427 --> 03:11:29.267]  Thanks for watching!
[03:12:03.826 --> 03:12:06.878]  Where the hell did this water come from?
[03:12:06.878 --> 03:12:09.528]  Where did it come from?
[03:12:12.262 --> 03:12:14.463]  InfoWarsStore.com.
[03:12:14.463 --> 03:12:18.765]  We can't survive without pure, clean drinking water.
[03:12:18.765 --> 03:12:24.707]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[03:12:24.707 --> 03:12:32.490]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[03:12:32.490 --> 03:12:34.071]  Mmm.
[03:12:34.071 --> 03:12:34.251]  Mmm.
[03:12:35.192 --> 03:12:37.293]  Yummy in my tummy.
[03:12:37.293 --> 03:12:48.042]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWarsTore.com.
[03:12:48.042 --> 03:12:51.004]  InfoWarsTore.com.
[03:12:51.004 --> 03:12:57.430]  Other systems, just don't compare.
[03:12:57.430 --> 03:13:00.032]  You're listening to the Alex Jones Show.
[03:13:07.404 --> 03:13:18.975]  Transmitting worldwide from the Summit.News studios in the United Kingdom, you're listening to Paul Joseph Watson.
[03:13:18.975 --> 03:13:27.464]  We are live, and the scientific dictatorship of the elite continues to sink in its talons that bit deeper.
[03:13:27.464 --> 03:13:31.888]  I'm here in Spain, where the wearing of a face mask is mandatory.
[03:13:32.461 --> 03:13:38.704]  Not just inside public buildings, not just inside any kind of building, but even on the street!
[03:13:38.704 --> 03:13:42.446]  It's the law, you have to wear a face mask everywhere you go.
[03:13:42.446 --> 03:13:48.809]  You can only take it off when you're eating at a restaurant, basically, even if you want to go to the toilet.
[03:13:48.809 --> 03:13:53.111]  You have to put on a face mask to make that 20-yard journey to the toilet.
[03:13:54.153 --> 03:13:58.735]  And who's going to be enforcing this new regime of face mask tyranny?
[03:13:58.735 --> 03:14:06.779]  As Dr. Birx, as we had the article yesterday, now suggests that Americans may have to wear face masks inside their own homes.
[03:14:06.779 --> 03:14:08.540]  Who's going to enforce that?
[03:14:08.540 --> 03:14:11.741]  Who's going to enforce it inside travel hubs, inside airports?
[03:14:11.741 --> 03:14:17.924]  Well, it looks like it's going to be done by our artificially intelligent robotic friends.
[03:14:17.924 --> 03:14:21.626]  We have a video regarding this, which we're going to roll here in a second, headline.
[03:14:22.975 --> 03:14:27.637]  Robot uses face scanning AI to ask people to wear a mask.
[03:14:27.637 --> 03:14:32.740]  A robot normally used to provide customer service now has a new mission.
[03:14:32.740 --> 03:14:40.164]  Scanning your face with AI technology to check whether you're wearing a mask and asking you very nicely to put one on.
[03:14:40.164 --> 03:14:42.025]  Let's go ahead and roll the clip.
[03:14:42.025 --> 03:14:42.505]  Here it is.
[03:14:59.585 --> 03:15:00.606]  Hi, Petter.
[03:15:00.606 --> 03:15:02.127]  Bonjour, Petter.
[03:15:02.127 --> 03:15:02.927]  Hey, Petter.
[03:15:02.927 --> 03:15:03.828]  Hi, Petter.
[03:15:03.828 --> 03:15:04.609]  Hi, Petter.
[03:15:04.609 --> 03:15:05.089]  Thank you.
[03:15:05.089 --> 03:15:22.381]  Good morning.
[03:15:22.381 --> 03:15:26.124]  I think one of you is not wearing a mask.
[03:15:26.124 --> 03:15:28.346]  Please make sure to take a mask from the table.
[03:15:44.377 --> 03:15:48.098]  Now that is SoftBanks Robotics Europe.
[03:15:48.098 --> 03:15:50.539]  And if you're just hearing the audio, you didn't see the video.
[03:15:50.539 --> 03:16:00.562]  Basically, it's a video demonstration which shows the robot scanning people's faces and then telling individuals not wearing a mask to put one on, while thanking those who have complied.
[03:16:00.562 --> 03:16:05.624]  Because as we know, they're the good people, they're the righteously indignant people.
[03:16:05.624 --> 03:16:09.245]  And it also gives them an excuse, as we've seen over the past couple of months now,
[03:16:10.091 --> 03:16:15.276]  To viciously attack people in public, or at least spit and scream in their face.
[03:16:15.276 --> 03:16:20.061]  We're going to get into another story on that score later in the show.
[03:16:20.061 --> 03:16:30.332]  But Engadget reports using an image recognition AI and single-shot detector, Pepper, the cutesy robot, can scan the faces of up to five people at once.
[03:16:31.536 --> 03:16:38.522]  On Pepper's tablet, a green circle will appear around an image of anyone wearing a mask and a red circle will appear around the image of anyone without a mask.
[03:16:38.522 --> 03:16:50.932]  Which is very coincidentally the same technology that we saw in terms of gait analysis and facial recognition of people not properly engaging in social distancing.
