[00:00:05.603 --> 00:00:07.105]  Mark your calendars.
[03:16:14.171 --> 03:16:15.032]  Nobody!
[03:16:15.032 --> 03:16:16.673]  He's like the most dogmatic guy.
[03:16:16.673 --> 03:16:19.774]  So, I mean, self-refuting at a fundamental level.
[03:16:19.774 --> 03:16:21.214]  But that's the reality here.
[03:16:21.214 --> 03:16:26.977]  And I think that when I show people that book, when I show people this stuff, most people have a really hard time processing it.
[03:16:26.977 --> 03:16:34.740]  They can't fathom that you would have this open plan, that it would be that open, even though H.G.
[03:16:34.740 --> 03:16:38.262]  Wells wrote a book called The Open Conspiracy, saying, here's what I'm going to do openly.
[03:16:39.068 --> 03:16:42.351]  Not just him, but him and everybody else in his cadre.
[03:16:42.351 --> 03:16:48.176]  But what I'm trying to show you is that from a hundred years ago, it's the same plan.
[03:16:48.176 --> 03:16:54.602]  It's the same plan from then, and older than that even, up until now.
[03:16:54.602 --> 03:16:56.244]  There's no divergence.
[03:16:56.244 --> 03:16:57.765]  They have like their own Ten Commandments.
[03:16:57.765 --> 03:17:00.528]  You have to adhere to all the Ten Commandments.
[03:17:00.528 --> 03:17:03.650]  And as I was mentioning last time, there's a couple more characters we're going to get to here.
[03:17:03.650 --> 03:17:04.771]  We're going to get to
[03:17:06.568 --> 03:17:10.872]  Arthur Kessler, and then we're going to mention Mr. Attali.
[03:17:10.872 --> 03:17:16.137]  Now, we've moved from older, you know, British Empire period up to the 20s.
[03:17:16.137 --> 03:17:18.479]  We've looked at guys in the 60s, 50s, and 60s.
[03:17:18.479 --> 03:17:21.682]  Let's look at another person in the 60s period.
[03:17:21.682 --> 03:17:24.325]  Mr. Arthur Kessler, Ghost in the Machine.
[03:17:24.325 --> 03:17:26.687]  He's another important figure that everybody overlooks.
[03:17:26.687 --> 03:17:27.548]  People forget this guy.
[03:17:28.487 --> 03:17:33.291]  But he was crucial to the philosophy of the global elite.
[03:17:33.291 --> 03:17:37.354]  In fact, many of the modern-day global elite will cite this book.
[03:17:37.354 --> 03:17:44.599]  They'll cite him and his philosophy of how we're all part of this generic collective that's evolving.
[03:17:44.599 --> 03:17:53.746]  The perennial philosophy, if you don't know, Huxley has a book called The Perennial Philosophy, where he says, we're all part of this giant glob, and we're all just evolving to be the godhead.
[03:17:53.746 --> 03:17:56.768]  We're going to evolve to become the godhead through technology.
[03:17:57.890 --> 03:18:02.952]  But before we get to that, let's look at this fascinating chapter on the Thuggee.
[03:18:02.952 --> 03:18:06.713]  Yes, remember Temple of Doom?
[03:18:06.713 --> 03:18:17.317]  These guys love Temple of Doom, in the real sense of the Thuggee.
[03:18:17.317 --> 03:18:26.001]  In fact, he has a whole section on the Thuggee, and he says, you know, the Thuggee represent this older, this is page 236, this older idea of man
[03:18:27.213 --> 03:18:36.237]  Evolving and the fittest amongst men in the ancient world obviously just ate other men, right?
[03:18:36.237 --> 03:18:42.479]  They were cannibalistic and yeah, I mean it might sound a little taboo to us today, but really it's not that bad.
[03:18:42.479 --> 03:18:44.600]  I mean it's just part of the evolutionary process, right?
[03:18:44.600 --> 03:18:49.482]  I mean the predators eat the prey and that's just natural, you see.
[03:18:49.482 --> 03:18:50.002]  And so he says,
[03:18:50.717 --> 03:18:58.721]  There's absolutely nothing wrong with the human sacrifice cannibalism, cults of the ancient world, the Aztecs, etc.
[03:18:58.721 --> 03:19:00.062]  It was purely natural.
[03:19:00.062 --> 03:19:01.843]  And by the way, it was noble.
[03:19:01.843 --> 03:19:02.983]  The nobility ate people.
[03:19:02.983 --> 03:19:08.366]  Are you gonna say that all the nobility were bad because they were chomping down on their cousins and their brothers?
[03:19:08.366 --> 03:19:10.047]  No, not gonna say that.
[03:19:10.047 --> 03:19:11.367]  That would be bigoted.
[03:19:11.367 --> 03:19:13.088]  Can't be bigots.
[03:19:13.088 --> 03:19:14.609]  Don't be a bigot.
[03:19:14.609 --> 03:19:16.370]  Eat your cousin or you're a bigot.
[03:19:18.559 --> 03:19:25.183]  And so he says, this sacrifice religion actually was what propelled man's evolution.
[03:19:25.183 --> 03:19:27.724]  It propelled man's evolution to the next phase.
[03:19:27.724 --> 03:19:29.385]  And he says that now in our day, guess what?
[03:19:29.385 --> 03:19:32.687]  This all got to come back for us to go into the next phase.
[03:19:32.687 --> 03:19:33.607]  We got to go into the next phase.
[03:19:33.607 --> 03:19:34.208]  I'm not kidding.
[03:19:34.208 --> 03:19:35.929]  You think this, oh, that's crazy.
[03:19:35.929 --> 03:19:36.229]  That's good.
[03:19:36.229 --> 03:19:39.951]  I would never be talking about eating people and cannibalism.
[03:19:39.951 --> 03:19:40.971]  That's crazy.
[03:19:40.971 --> 03:19:41.752]  No.
[03:19:41.752 --> 03:19:42.292]  Really?
[03:19:42.292 --> 03:19:42.612]  Really?
[03:19:42.612 --> 03:19:45.194]  Is that the for the last four or five years?
[03:19:45.194 --> 03:19:47.135]  Has that shown you how crazy things are?
[03:19:47.992 --> 03:19:51.393]  Does this really sound that crazy now?
[03:19:51.393 --> 03:19:56.554]  He says, look, at the end of the book, he says, we're in a crisis.
[03:19:56.554 --> 03:20:02.056]  We are in danger because the population is getting too big, right?
[03:20:02.056 --> 03:20:04.557]  Mother Gaia, we're all in the back of some giant turtle.
[03:20:04.557 --> 03:20:11.539]  This turtle is going to flip over unless we kill everybody except for our little precious cult.
[03:20:11.539 --> 03:20:14.779]  And by the way, if everybody in the cult is a bunch of humans, they're just going to be eating each other.
[03:20:14.779 --> 03:20:15.980]  This is crazy.
[03:20:15.980 --> 03:20:16.660]  This is madness.
[03:20:18.208 --> 03:20:22.231]  But what it actually shows is that we are in a spiritual battle, right?
[03:20:22.231 --> 03:20:33.340]  And that's why he says death is just one of the natural processes that we must commandeer to get rid of the evolutionary freaks of nature, which are man himself, right?
[03:20:33.340 --> 03:20:37.844]  Man is an evolutionary freak of nature, he says, on page 330.
[03:20:37.844 --> 03:20:42.428]  He says that death and disease are therefore good.
[03:20:42.428 --> 03:20:43.508]  More on that when we come back.
[03:20:43.508 --> 03:20:47.672]  Listeners are saying what I was privately saying to the crew last night.
[03:20:48.539 --> 03:20:54.561]  We may have just broken not just the biggest story in InfoWars history, but one of the biggest stories, period.
[03:20:54.561 --> 03:21:12.688]  The state of Texas confirms that the CDC and NIH have created a system where anyone that has a sore throat or a runny nose or who has been in contact with someone with COVID-19 is then added into the database as having a case and is counted as
[03:21:12.688 --> 03:21:13.389]  We're good to go.
[03:21:33.827 --> 03:21:39.590]  And we've got these different county commission videos where they're just freaking out over it, saying, what in the world is this?
[03:21:39.590 --> 03:21:41.371]  The full video is posted at BandOnVideo.
[03:21:41.371 --> 03:21:44.232]  Get it out and expose the hoax.
[03:21:44.232 --> 03:21:52.416]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[03:21:53.703 --> 03:21:58.427]  And that's why we made one of our most popular formulas to date.
[03:21:58.427 --> 03:22:00.789]  Super Male Vitality!
[03:22:00.789 --> 03:22:09.637]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[03:22:09.637 --> 03:22:20.486]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[03:22:20.766 --> 03:22:21.486]  Yes.
[03:22:21.486 --> 03:22:26.389]  We're talking about ancient wisdom combined with modern technology.
[03:22:26.389 --> 03:22:33.091]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[03:22:33.091 --> 03:22:34.352]  So what are you waiting for?
[03:22:34.352 --> 03:22:36.213]  Go to the InfoWars store.
[03:22:36.213 --> 03:22:39.034]  Never been a better time than right now.
[03:22:39.034 --> 03:22:42.536]  Super Pale Vitality at InfoWarsStore.com
[03:22:43.516 --> 03:22:45.559]  What can I say to the viewers and listeners?
[03:22:45.559 --> 03:22:46.962]  Thank you for supporting us.
[03:22:46.962 --> 03:22:47.963]  You've done a great job.
[03:22:47.963 --> 03:22:50.026]  We've done amazing things together.
[03:22:50.026 --> 03:22:52.370]  The war is now out in the open.
[03:22:52.370 --> 03:22:54.854]  You can see that InfoWars World Vision
[03:22:55.888 --> 03:22:56.348]  Of course.
[03:23:16.618 --> 03:23:26.602]  But if we do not support the actual transmission center that's getting the messages out from the guests, the callers, the hosts, we will fail.
[03:23:26.602 --> 03:23:27.662]  I'm stating the obvious here.
[03:23:27.662 --> 03:23:33.644]  I just want to thank you on July 4th, 2020, for your support, no matter what color you are or where you came from.
[03:23:33.644 --> 03:23:38.426]  If you love human liberty and freedom, we're brothers and sisters together, and I salute and thank you all.
[03:23:38.426 --> 03:23:42.908]  Now share those links at Band.Video and crush the globalist murderers.
[03:23:46.548 --> 03:23:58.952]  You're listening to The Alex Jones Show.
[03:23:58.952 --> 03:24:00.713]  Welcome back to The Alex Jones Show.
[03:24:00.713 --> 03:24:02.673]  I'm your guest host, Jay Dyer.
[03:24:02.673 --> 03:24:08.215]  If you want to get my books, you can go to my shop at the website, jaysonalsys.com.
[03:24:08.215 --> 03:24:09.075]  You'll see a shop there.
[03:24:09.075 --> 03:24:11.276]  You can also subscribe to my archive.
[03:24:12.406 --> 03:24:16.670]  You get access to years of lectures on the topics that you're hearing today.
[03:24:16.670 --> 03:24:21.796]  A lot of people don't have time to read these massive, boring tomes, and I don't blame you.
[03:24:21.796 --> 03:24:22.877]  And so that's what I do for you.
[03:24:22.877 --> 03:24:29.884]  I read these for you, and then I distill them into spastic, entertaining presentations.
[03:24:29.884 --> 03:24:31.085]  I was mentioning Mr. Kessler.
[03:24:32.543 --> 03:24:40.129]  And finishing up with him, Kessler says, look, it's time to utilize mass mind control on the population.
[03:24:40.129 --> 03:24:42.811]  It's literally what he says on pages 332 and 33.
[03:24:42.811 --> 03:24:53.799]  He says that mass mind control as a result of the CIA sponsored conferences in the 60s at the University of San Francisco Medical Center.
[03:24:53.799 --> 03:25:02.086]  Holger Heiden, by the way, who I covered in my book at this conference, they talked about how they can use mass media for mind control.
[03:25:02.717 --> 03:25:06.738]  They talked about how they could manipulate RNA and DNA.
[03:25:06.738 --> 03:25:08.458]  Yes, back in the 60s, right?
[03:25:08.458 --> 03:25:09.978]  Kessler wrote about this.
[03:25:09.978 --> 03:25:19.280]  He says that we can increase suggestibility through the mass media, and at the same time, we can go in and manipulate people's RNA and DNA.
[03:25:19.280 --> 03:25:20.960]  He says we'll use binary weapons.
[03:25:20.960 --> 03:25:23.861]  That's what he says in 334.
[03:25:23.861 --> 03:25:28.702]  And that this will all be combined with the poison in the tap water.
[03:25:28.702 --> 03:25:30.102]  Yes, poison in the tap water.
[03:25:31.139 --> 03:25:40.004]  So, all this stuff that you've heard, people talking about John P. Holdren, the science czar under Obama, Paul Ehrlich, right?
[03:25:40.004 --> 03:25:47.269]  It's all going back to 50s, 60s, all the way back to Bertrand Russell, but I'm just showing you the continuity through the decades of this unified plan.
[03:25:47.269 --> 03:26:00.016]  He says that Big Pharma will have to take a lead role in this, in this first phase, he says, back in the 60s, beginning to promote large-scale pharmaceuticals in that Brave New World mindset.
[03:26:00.652 --> 03:26:03.594]  And he says, eventually we're just going to have to give everybody a pill.
[03:26:03.594 --> 03:26:05.616]  Everybody will have their soma.
[03:26:05.616 --> 03:26:08.878]  And he says the whole of the tap water will be poisoned.
[03:26:08.878 --> 03:26:10.480]  Literally, that's the end of the book.
[03:26:10.480 --> 03:26:13.862]  And he says, this will all be alchemy.
[03:26:13.862 --> 03:26:18.506]  Literally, he says alchemy for the process of transhumanism.
[03:26:18.506 --> 03:26:26.512]  So they want this mass die-off, this mass kill-off before transitioning into the next phase of the post-human era.
[03:26:27.961 --> 03:26:33.723]  Now, I mentioned earlier, Mr. President Henry Kissinger, I would like one baguette.
[03:26:33.723 --> 03:26:36.944]  Give me one baguette made of dead babies from France.
[03:26:36.944 --> 03:26:39.145]  Who is the Kissinger of France?
[03:26:39.145 --> 03:26:41.926]  Jacques Attali, right?
[03:26:41.926 --> 03:26:45.227]  He's the brains behind some of the recent presidents of France.
[03:26:46.244 --> 03:26:47.845]  And he wrote a really interesting book.
[03:26:47.845 --> 03:26:50.466]  Let's fast forward up to 2006.
[03:26:50.466 --> 03:26:54.929]  Mr. Attali wrote a book called Brief History of the Future.
[03:26:54.929 --> 03:26:57.650]  This is an overlooked global elite book.
[03:26:57.650 --> 03:26:58.611]  People forget this guy.
[03:26:58.611 --> 03:27:03.413]  They forget that he wrote everything in his book.
[03:27:03.413 --> 03:27:05.614]  And the first four or five chapters are really boring.
[03:27:05.614 --> 03:27:07.155]  I'm going to breeze past those.
[03:27:07.155 --> 03:27:10.297]  But basically, he just says, look, all of history is evolving to
[03:27:11.440 --> 03:27:13.701]  Be a collective, right?
[03:27:13.701 --> 03:27:15.722]  In the ancient times, you had these empires.
[03:27:15.722 --> 03:27:18.563]  Man came out of muck, soup, whatever.
[03:27:18.563 --> 03:27:24.866]  Now we've got these empires and they've given way to the final empire of global democracy.
[03:27:24.866 --> 03:27:26.587]  We hear this term all the time.
[03:27:26.587 --> 03:27:28.108]  We're a republic, we're not a democracy.
[03:27:28.108 --> 03:27:35.491]  But regardless, as the news clip at the beginning said, this democracy now has to give way to more freedom?
[03:27:35.491 --> 03:27:38.112]  No, to a planetary empire.
[03:27:38.112 --> 03:27:38.952]  What?
[03:27:38.952 --> 03:27:40.173]  A planetary empire.
[03:27:40.757 --> 03:28:03.386]  Yes, he says by 2040, he says we're going to have little assistant robots that will be rolling around your house, little bitch bots, bitching you around, doing who knows what, being your companion perhaps, going around grabbing butts, little gross perv robots running everything in your household.
[03:28:03.386 --> 03:28:08.708]  Literally, he says every household will have one of these little bitch bots running around, bossing you around, telling you what to do.
[03:28:09.705 --> 03:28:13.266]  Telling you to clean your room, right?
[03:28:13.266 --> 03:28:14.846]  Because he won't do it.
[03:28:14.846 --> 03:28:25.248]  But he's going to teach your kids, and that's what he says, is these little robots, little bitch-bots rolling around, they're going to be preaching and teaching you everything that you'll know about the external world, right?
[03:28:25.248 --> 03:28:26.908]  This is beyond Skynet.
[03:28:26.908 --> 03:28:36.930]  This is not just, this is like, it's every dystopian story, they picked up the worst elements and said, let's make the mega dystopia, right?
[03:28:37.722 --> 03:28:42.023]  Imagine something worse than a Roomba.
[03:28:42.023 --> 03:28:45.084]  A little dictator Roomba, right?
[03:28:45.084 --> 03:28:49.125]  And he says these bots are going to control your perception of the external world.
[03:28:49.125 --> 03:28:54.666]  All of your education will come through your little house bot, your little coffin apartment bot.
[03:28:54.666 --> 03:28:56.827]  He says America has to go away, right?
[03:28:56.827 --> 03:28:58.207]  We got to get rid of this stuff.
[03:28:58.207 --> 03:28:59.487]  This is the old thing.
[03:28:59.487 --> 03:29:00.688]  America's going away.
[03:29:00.688 --> 03:29:02.888]  That's old school.
[03:29:02.888 --> 03:29:05.329]  America, he says, and all nation states
[03:29:06.178 --> 03:29:09.279]  Have to be dismantled.
[03:29:09.279 --> 03:29:21.284]  Every nation-state, every firewall has to be completely dismantled so that the giant global system can come into place and he calls it a global brain.
[03:29:21.284 --> 03:29:23.005]  In fact, he calls it a golem, right?
[03:29:23.005 --> 03:29:28.567]  If you remember the mystical story of the golem, this is this creature that can be created and it doesn't have a soul.
[03:29:28.567 --> 03:29:34.089]  It's given reality and it's controlled and he says that the whole world will be like this.
[03:29:34.807 --> 03:29:40.190]  Giant Gollum brain that everybody's jacked into, right?
[03:29:40.190 --> 03:29:42.752]  And that you will get your daily download.
[03:29:42.752 --> 03:29:46.534]  He says slavery will return, right?
[03:29:46.534 --> 03:29:55.040]  Yes, slavery will return, but it will be a slavery to the bots and to the giant AI global brain.
[03:29:55.040 --> 03:29:59.803]  And he says all of the things that you've seen rolling out in the last decade now, remember he wrote this in 2006 and he says that
[03:30:02.259 --> 03:30:08.086]  In the next few years, what you're going to see is the rollout of the importance of the cell phone.
[03:30:08.086 --> 03:30:09.848]  He says that's just one phase though, right?
[03:30:09.848 --> 03:30:15.575]  He says because what the cell phone would do would cause everybody to become rootless cosmopolitans.
[03:30:15.575 --> 03:30:18.839]  He says the cell phone would make everybody into nomadic losers.
[03:30:19.727 --> 03:30:26.593]  Where you would no longer be grounded and rooted in anything in terms of your heritage, in terms of your history, in terms of your background, your religious philosophy.
[03:30:26.593 --> 03:30:30.837]  He says, all that's going to be destroyed by the cell phone.
[03:30:30.837 --> 03:30:33.500]  He says, but that's just one phase, you see.
[03:30:33.500 --> 03:30:34.340]  That's going to go away.
[03:30:34.340 --> 03:30:42.248]  And what will give rise to this global culture will be a global pop culture.
[03:30:42.248 --> 03:30:45.190]  Spurts, sports ball, right?
[03:30:45.190 --> 03:30:45.631]  All of that.
[03:30:46.109 --> 03:30:48.411]  We'll be made global.
[03:30:48.411 --> 03:30:51.293]  They'll probably be Hunger Games type stuff on a global scale.
[03:30:51.293 --> 03:30:59.118]  He says he intimates that there will be things like that, like Hunger Games style, you know, death race type stuff going on.
[03:30:59.118 --> 03:31:09.365]  And that what that will do is get everybody into a global mindset through the pop culture, through the sports, through the globalized, whatever the new version of Hollywood is going to be, you know, streaming services or whatever.
[03:31:09.365 --> 03:31:14.849]  And he says, we'll even take the churches, the churches, this is key.
[03:31:15.768 --> 03:31:25.197]  These big World Council churches, New Agey churches, we're going to co-opt all of those into being engines and arms of this global order.
[03:31:25.197 --> 03:31:33.204]  Remember, it's a full spectrum dominance plan, so that means every area of life has to be converted over into this big plan.
[03:31:33.204 --> 03:31:36.847]  He says, especially the Catholic Church, he says, this one is key because it's so big.
[03:31:36.847 --> 03:31:42.292]  He says, we have to turn that into an engine of the global technocratic order.
[03:31:43.194 --> 03:31:45.396]  And that would go for the other religions as well, right?
[03:31:45.396 --> 03:31:47.477]  I'm not saying that the other religions are exempted.
[03:31:47.477 --> 03:31:55.002]  No, it's all, it's the subversion of all of the major religions to turn them into engines of this religion.
[03:31:55.002 --> 03:32:07.411]  And the greatest of the quotes in this book, now I'm not saying greatest in a good sense, I'm saying greatest in terms of importance, is he says there's a vanguard to this group and he calls it hyper-democracy.
[03:32:08.548 --> 03:32:13.990]  He's talking about the social justice, hyper-democracy, radical equalitarianism and all this stuff.
[03:32:13.990 --> 03:32:20.532]  He says the vanguard of this group are called the transhumanists.
[03:32:20.532 --> 03:32:31.196]  As he says on page 260, he says that the transhumanists are a vanguard of the new world order and they're going to create a universal brotherhood.
[03:32:31.196 --> 03:32:33.377]  A universal brotherhood.
[03:32:33.377 --> 03:32:36.418]  He says among these transhumanists we could cite
[03:32:37.304 --> 03:32:44.491]  Bill and Melinda Gates, Mother Teresa, and many, many, many New Age weirdos, right?
[03:32:44.491 --> 03:32:47.594]  So he lists all these different weirdos, and he says,
[03:32:50.026 --> 03:32:54.908]  We'll have all of the world converted over to this thing, right?
[03:32:54.908 --> 03:32:56.489]  2050, 2030, 2050, 2100.
[03:32:56.489 --> 03:32:59.890]  These are the key actuary years, right?
[03:32:59.890 --> 03:33:01.951]  And by 2100, he says, there'll be all megacities.
[03:33:01.951 --> 03:33:04.652]  You'll all have to be, you know, piled into these cities.
[03:33:04.652 --> 03:33:07.293]  Have you seen that movie Code 46 with Tim Robbins?
[03:33:07.293 --> 03:33:08.394]  You've seen this, right?
[03:33:08.394 --> 03:33:11.255]  This movie actually exemplifies what I'm talking about right here, right?
[03:33:11.255 --> 03:33:13.356]  Children of Men, same idea.
[03:33:13.356 --> 03:33:16.597]  These films show that the giant megacities where everybody's forced to live.
[03:33:16.597 --> 03:33:18.258]  You can't live on the land anymore.
[03:33:18.258 --> 03:33:19.038]  You can't be on the country.
[03:33:19.716 --> 03:33:22.839]  Can't be a country bumpkin anymore.
[03:33:22.839 --> 03:33:26.222]  Country boys cannot survive in this global order.
[03:33:26.222 --> 03:33:28.264]  You got to be moved into the megacities.
[03:33:28.264 --> 03:33:34.009]  He says that will all be in place along with the giant global brain by 2100.
[03:33:34.009 --> 03:33:35.590]  That's what's coming.
[03:33:35.590 --> 03:33:38.113]  This is future history being written right here.
[03:33:38.113 --> 03:33:39.194]  Here's the plan.
[03:33:39.194 --> 03:33:40.335]  I'm Jay Dyer of Jay's Analysis.
[03:33:42.591 --> 03:33:46.353]  The 4th of July 2020 special has gone into high gear.
[03:33:46.353 --> 03:33:51.637]  We have 50% off Bodhi's really strong extract of turmeric formula.
[03:33:51.637 --> 03:33:52.697]  It's been sold out for months.
[03:33:52.697 --> 03:33:53.758]  That's back in stock.
[03:33:53.758 --> 03:33:58.081]  DNA Force Plus with the PQQ, the CoQ10, so good for your cells, so amazing.
[03:33:58.081 --> 03:33:59.702]  That's back in stock, 50% off.
[03:33:59.702 --> 03:34:02.083]  Winter Sun's been sold out for over three months.
[03:34:02.083 --> 03:34:02.764]  It's back in stock.
[03:34:02.964 --> 03:34:05.566]  Pure, high-quality vitamin D3.
[03:34:05.566 --> 03:34:06.406]  Take it under the tongue.
[03:34:06.406 --> 03:34:07.527]  Greater absorption.
[03:34:07.527 --> 03:34:08.568]  So good for your whole body.
[03:34:08.568 --> 03:34:09.528]  So essential.
[03:34:09.528 --> 03:34:10.389]  That's back in stock.
[03:34:10.389 --> 03:34:11.430]  Ultra 12.
[03:34:11.430 --> 03:34:12.470]  Super high-quality B12.
[03:34:12.470 --> 03:34:13.831]  Again, take it under the tongue.
[03:34:13.831 --> 03:34:15.112]  That is back in stock.
[03:34:15.112 --> 03:34:16.193]  Survival Silk X2.
[03:34:16.193 --> 03:34:17.654]  Nacin Iodine Spray.
[03:34:17.654 --> 03:34:18.294]  33% off.
[03:34:18.294 --> 03:34:19.074]  And so much more.
[03:34:19.975 --> 03:34:23.238]  So I want to thank you all this July 4th coming up for standing with us.
[03:34:23.238 --> 03:34:30.963]  I want to invite you to take advantage of these great deals and great products that enrich yourself and your family's life and also fund Hardcore Truth.
[03:34:30.963 --> 03:34:32.284]  Again, take action.
[03:34:32.284 --> 03:34:35.447]  Big 4th of July sales right now at mfullmorestore.com.
[03:34:35.447 --> 03:34:37.168]  We could not have done this without you.
[03:34:37.168 --> 03:34:41.091]  I thank you for your continued prayer, your focus, and your support.
[03:34:41.091 --> 03:34:42.152]  Again, I salute you all.
[03:34:42.672 --> 03:34:47.555]  We need to get back to the land, back to self-sufficiency, and back to being prepared.
[03:34:47.555 --> 03:34:56.739]  And the way to start, ladies and gentlemen, is having friends and family with a bug-out plan if there is a total collapse, and water filtration, and food to last you at least a few months.
[03:34:56.739 --> 03:34:59.261]  And the food we have is very high quality.
[03:34:59.261 --> 03:35:01.982]  It's in great containers that are great to be mobile.
[03:35:01.982 --> 03:35:04.543]  They have wide selections, special diets, you name it.
[03:35:04.543 --> 03:35:06.244]  It's the best price you're going to find.
[03:35:06.244 --> 03:35:09.786]  But you need to get the orders in now, in the lull before the storm.
[03:35:10.126 --> 03:35:11.927]  I told you lockdown 2 was coming.
[03:35:11.927 --> 03:35:13.847]  The New World Order is making its move.
[03:35:13.847 --> 03:35:17.648]  Whether Trump loses or wins, things are just going to get more crazy.
[03:35:17.648 --> 03:35:21.089]  And this food lasts 25 years inside the containers.
[03:35:21.089 --> 03:35:27.771]  So it's something you can hide, something you can bury, something you know is the ace in the hole for you and your family in the future.
[03:35:27.771 --> 03:35:33.032]  And the little bit of profit that comes in funds the InfoWar to continue to warn the people.
[03:35:33.032 --> 03:35:37.974]  So you're also funding InfoWars, the most powerful Paul Revere organization in the world.
[03:35:37.974 --> 03:35:39.254]  And it's powered by you.
[03:35:53.024 --> 03:35:56.726]  Where the hell did this water come from?
[03:35:56.726 --> 03:36:01.448]  Where did it come from?
[03:36:01.448 --> 03:36:07.971]  Infowarstore.com We can't survive without pure, clean drinking water.
[03:36:07.971 --> 03:36:13.894]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[03:36:13.894 --> 03:36:21.737]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[03:36:21.737 --> 03:36:21.798]  Mmm!
[03:36:24.387 --> 03:36:26.488]  Yummy in my tummy.
[03:36:26.488 --> 03:36:37.235]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfoWarStore.com.
[03:36:37.235 --> 03:36:40.196]  InfoWarStore.com.
[03:36:40.196 --> 03:36:43.678]  Other systems just don't compare.
[03:36:43.678 --> 03:36:51.483]  Just happened on Tuesday morning driving into work about to break the big Roger Stone news and the big COVID-19 hoax news and I met a
[03:36:52.282 --> 03:36:54.805]  Red light at the corner of Brody and 290.
[03:36:54.805 --> 03:36:57.087]  And an old Mercedes pulls up next to me.
[03:36:57.087 --> 03:37:00.771]  And a Hispanic man and two white women start flipping me off.
[03:37:00.771 --> 03:37:02.913]  And I thought they recognized who I was.
[03:37:02.913 --> 03:37:05.716]  So I rolled down my window and I said, what, COVID-19's a hoax?
[03:37:05.716 --> 03:37:09.580]  And they were going, F-U, F-U, F-U, F-U, F-U.
[03:37:09.580 --> 03:37:10.981]  And I said, is that your IQ?
[03:37:10.981 --> 03:37:11.502]  One finger?
[03:37:11.502 --> 03:37:12.783]  So they put up two fingers.
[03:37:12.783 --> 03:37:13.784]  I said, oh, it's 11.
[03:37:14.645 --> 03:37:15.826]  And I was like, do you know who I am?
[03:37:15.826 --> 03:37:16.866]  They're like shaking their heads.
[03:37:16.866 --> 03:37:18.567]  They go, wear your mask!
[03:37:18.567 --> 03:37:19.687]  Wear your mask!
[03:37:19.687 --> 03:37:20.868]  And they're pointing at the mask.
[03:37:20.868 --> 03:37:24.770]  So I guess Joy Behar, when she says she goes around and does this with her husband, this is a thing, man.
[03:37:24.770 --> 03:37:27.091]  Their cult is going crazy.
[03:37:27.091 --> 03:37:28.251]  They're control freaks.
[03:37:28.251 --> 03:37:30.812]  They're attacking language, borders, everything.
[03:37:30.812 --> 03:37:34.274]  Because they all bet on leftist garbage and it hasn't delivered to them.
[03:37:34.274 --> 03:37:36.735]  So they're totally going completely insane.
[03:37:36.735 --> 03:37:37.716]  This is crazy.
[03:37:45.993 --> 03:37:49.036]  You're listening to The Alex Jones Show.
[03:37:49.036 --> 03:37:54.761]  Welcome back to The Alex Jones Show.
[03:37:54.761 --> 03:37:58.243]  I'm your guest host, Dave Dyer of Dave's Nonsense.com.
[03:38:07.026 --> 03:38:09.748]  You know, it makes me think of David Rockefeller.
[03:38:09.748 --> 03:38:15.553]  I want to call in to tech support because my bitch butt seems to be malfunctioning.
[03:38:15.553 --> 03:38:20.397]  It won't stop grabbing my pasty white booty.
[03:38:20.397 --> 03:38:22.839]  Yes, I do a really good David Rockefeller.
[03:38:22.839 --> 03:38:23.980]  Come on, admit it, right?
[03:38:23.980 --> 03:38:29.985]  Let's talk about David Rockefeller because as I was ending that last segment, I was talking about the religion.
[03:38:29.985 --> 03:38:32.306]  The religion that has to be brought about.
[03:38:32.306 --> 03:38:34.128]  We got to have a fake religion.
[03:38:34.128 --> 03:38:35.209]  A bunch of fake churches.
[03:38:36.363 --> 03:38:38.745]  And a cult, a cult for the new world.
[03:38:38.745 --> 03:38:47.130]  Well, in the Authorized Biography of the Rockefellers, there's in fact an entire chapter on the new fake religion.
[03:38:47.130 --> 03:39:01.740]  And back in the 30s, yes, 1932, the 30s, Daddy Rockefeller, okay, Junior, he says, we gotta have a world religion.
[03:39:03.323 --> 03:39:09.245]  And this world religion will be able to bring about our global plan better than anything else, right?
[03:39:09.245 --> 03:39:10.485]  Because everybody needs a religion.
[03:39:10.485 --> 03:39:12.746]  Everybody needs something to believe in.
[03:39:12.746 --> 03:39:16.947]  It's one of the easiest tools from the elite perspective, right?
[03:39:16.947 --> 03:39:19.668]  Or how to manipulate the population.
[03:39:19.668 --> 03:39:24.590]  So $75 million back in the 30s.
[03:39:24.590 --> 03:39:31.612]  That's, you know, basically a zillion dollars today, according to accurate mathematical formulations.
[03:39:33.051 --> 03:39:34.151]  Imagine how much money.
[03:39:34.151 --> 03:39:35.532]  So what was the purpose of this?
