[00:00:06.159 --> 00:00:06.820]  She just died?
[01:13:05.874 --> 01:13:13.460]  No one's going to confuse her with Cardozo or Friend or Holmes or any of the or Black or Douglas or even frankly Brennan.
[01:13:13.480 --> 01:13:15.041]  So why was she so hated by the right wing?
[01:13:15.141 --> 01:13:17.423]  Almost because she was held up as a champion of the left.
[01:13:17.863 --> 01:13:20.785]  So we project all our hatred of the pedophile left onto her.
[01:13:21.065 --> 01:13:24.228]  You're saying she's not as bad as some people are saying.
[01:13:25.376 --> 01:13:26.457]  None are personal behavior.
[01:13:26.477 --> 01:13:28.759]  I mean, she was one of the more decent people interpersonally.
[01:13:28.799 --> 01:13:34.263]  I mean, she was very hostile to Trump publicly, but, like, for example, Justice Scalia was good friends with her for a good cause.
[01:13:34.283 --> 01:13:37.145]  She was someone who did not— All right, let me—big breaking news here.
[01:13:37.845 --> 01:13:39.427]  Big breaking news with Robert Barnes.
[01:13:39.507 --> 01:13:46.172]  A package containing the poison riacin, an address to Trump intercepted by law enforcement, CNN is reporting.
[01:13:47.216 --> 01:13:49.957]  Law enforcement intercepts package of Ryerson mailed to Trump.
[01:13:50.398 --> 01:13:52.299]  New York Post, this is just downbreaking.
[01:13:52.639 --> 01:13:54.620]  Package containing Ryerson was intercepted in the White House.
[01:13:55.140 --> 01:14:00.443]  Mail, Secret Service intercepts package addressed to President Trump containing deadly Ryerson.
[01:14:00.783 --> 01:14:02.944]  There's an InfoWars.com article that breaks it down.
[01:14:04.235 --> 01:14:10.462]  A package to take the poison of Ryerson addressed to President Donald Trump was intercepted by law enforcement earlier this week, according to two law enforcement officials.
[01:14:10.962 --> 01:14:13.185]  Two tests were done to confirm the presence of Ryerson.
[01:14:13.825 --> 01:14:16.188]  All mail from the White House is sorted.
[01:14:17.566 --> 01:14:21.249]  Screened at an off-site facility before reaching the White House.
[01:14:21.709 --> 01:14:24.010]  Ryerson is a poison derived from cask or beans.
[01:14:24.411 --> 01:14:27.613]  Exposure to it can be deadly, according to the Center for Disease Control and Prevention.
[01:14:28.053 --> 01:14:31.836]  If inhaled or ingested, Ryerson can cause vomiting, diarrhea, respiratory problems.
[01:14:32.236 --> 01:14:33.257]  There is no antidote.
[01:14:33.277 --> 01:14:34.998]  The Wall Street Journal is reporting.
[01:14:35.398 --> 01:14:36.639]  So, what do you make to that?
[01:14:36.659 --> 01:14:39.761]  I think that just notes how we've gone from 11
[01:14:41.368 --> 01:14:41.508]  On the
[01:15:04.984 --> 01:15:14.591]  He's going ahead, so let's speak to the Ryazan, speak to the threats, and then procedurally, I think they need to accelerate the hearings, get her through.
[01:15:15.192 --> 01:15:16.032]  She's already been vetted.
[01:15:16.553 --> 01:15:18.094]  CNN goes, oh, they don't have time to vet.
[01:15:18.134 --> 01:15:22.317]  They've already obviously vetted who's on the list for Trump to nominate.
[01:15:23.576 --> 01:15:23.917]  Exactly.
[01:15:24.157 --> 01:15:29.944]  I said last night I predicted Barbara Legao would be the nominee, and now there's reports today that she's the leading candidate.
[01:15:30.004 --> 01:15:40.877]  She's a Cuban-American daughter of immigrants, speaks Spanish and English from Miami, but a well-regarded conservative on the court, comes from that sort of Catholic-Cuban conservative tradition.
[01:15:41.838 --> 01:15:50.968]  So, she demographically is perfect, very hard for the Romney-lite types and the Rhino types and for Collins and Murkowski to turn down her.
[01:15:51.589 --> 01:15:55.934]  She was just appointed to the 11th Circuit Court of Appeals, won over 80 senators' approval.
[01:15:56.694 --> 01:16:00.056]  Before that, she was on the Florida Supreme Court by Governor DeSantis.
[01:16:00.096 --> 01:16:01.797]  Before that, on the Florida Court of Appeals.
[01:16:02.297 --> 01:16:07.681]  She was one of the people who came to the rescue of Elian Gonzalez, or attempted to, in 2008.
[01:16:07.781 --> 01:16:10.022]  Okay, and I know you've got incredible sources.
[01:16:10.042 --> 01:16:11.203]  You tweeted that last night.
[01:16:11.243 --> 01:16:14.464]  They were saying Amy Coney Barrett, who I like.
[01:16:14.845 --> 01:16:21.649]  But even better, if she's just as conservative, and if she's a beautiful Latina, that will really throw it in the left, saying we're all racist faces.
[01:16:22.269 --> 01:16:25.471]  So tell me about Barbara Legao versus who else you think there might be.
[01:16:26.499 --> 01:16:30.503]  Yeah, I mean, I think Barrett is big on a lot of people's nominations, but I'm not as big of a fan.
[01:16:30.903 --> 01:16:40.152]  Barrett has made comments to the effect that she will recuse herself from a decision where the Pope has a position, which means she couldn't rule on abortion.
[01:16:40.172 --> 01:16:43.155]  My God, the Pope could constantly then make positions to control the U.S.
[01:16:43.175 --> 01:16:43.676]  Supreme Court!
[01:16:44.634 --> 01:16:45.115]  Exactly.
[01:16:45.155 --> 01:16:47.677]  And in fact, of course, he now has to come out on immigration issues.
[01:16:48.137 --> 01:16:50.700]  So that's why Ann Coulter and others were leading the fight against her.
[01:16:50.720 --> 01:16:51.881]  I've not been in her.
[01:16:52.381 --> 01:16:56.585]  I know it's the Federalist Society types, the traditional insider Washington types who like her.
[01:16:57.106 --> 01:17:04.132]  But the more intelligent conservative types, the politically sage types, prefer Legao because, one, she's Latina, too.
[01:17:04.572 --> 01:17:06.214]  So she'd be the first Cuban ever on the court.
[01:17:06.874 --> 01:17:12.139]  Florida's a major swing state, so it helps Trump to put someone like Legao much more than Barrett.
[01:17:12.319 --> 01:17:14.641]  She's also Catholic, but she doesn't defer to the Pope.
[01:17:15.042 --> 01:17:15.823]  So that's the difference.
[01:17:16.223 --> 01:17:18.285]  So that's why I think she's a perfect choice.
[01:17:18.345 --> 01:17:21.488]  I think she's a very difficult choice for Democrats to rally against.
[01:17:21.908 --> 01:17:22.849]  Very difficult choice.
[01:17:23.009 --> 01:17:25.591]  I mean, she's also got three daughters.
[01:17:25.952 --> 01:17:29.135]  Her husband, his father was a judge.
[01:17:29.535 --> 01:17:32.638]  So she's well-connected, well-respected in a wide range of circles.
[01:17:33.460 --> 01:17:42.668]  And she fits all of the telegenic traits that Trump wants while hitting all of the conservative traits that Trump wants.
[01:17:43.008 --> 01:17:44.049]  She's already been pre-vetted.
[01:17:44.489 --> 01:17:51.355]  And how does the same Senate that over 80 of them voted for her to go into the 11th Circuit Court of Appeals turn around and suddenly say she doesn't belong on the court?
[01:17:51.375 --> 01:17:53.877]  She's been a judge for state or federal judges.
[01:17:53.917 --> 01:17:55.278]  She's already been heavily vetted.
[01:17:56.408 --> 01:17:56.768]  Exactly.
[01:17:56.788 --> 01:17:57.329]  Heavily vetted.
[01:17:57.489 --> 01:18:02.193]  So you're predicting right now, Barbara LaGalle, when do you think, I think Trump's going to accelerate this.
[01:18:02.233 --> 01:18:03.174]  I think he should do it Monday.
[01:18:03.294 --> 01:18:03.594]  He should.
[01:18:04.715 --> 01:18:05.936]  Yeah, I would say Monday or Tuesday.
[01:18:06.017 --> 01:18:09.600]  Questions about how long he wants to give to sort of respect for Ginsburg, quote unquote.
[01:18:09.980 --> 01:18:11.101]  Oh, screw the media.
[01:18:11.521 --> 01:18:13.043]  So what about respect for Ginsburg?
[01:18:13.603 --> 01:18:16.826]  This is a political war with Democrats that say America shouldn't exist.
[01:18:17.086 --> 01:18:18.127]  Great, have her funeral.
[01:18:18.868 --> 01:18:23.092]  If they said wait for her funeral to be over, they'd ship her around like George W. for five months.
[01:18:24.042 --> 01:18:24.823]  Yeah, no doubt.
[01:18:24.903 --> 01:18:25.263]  I agree.
[01:18:25.283 --> 01:18:27.925]  Traveling Roadshow with the Crypt Keeper!
[01:18:29.227 --> 01:18:29.467]  Yes.
[01:18:29.627 --> 01:18:31.028]  Actually, we got some footage of her.
[01:18:31.469 --> 01:18:32.429]  She's actually still alive.
[01:18:32.449 --> 01:18:33.110]  I'm sorry, keep going.
[01:18:33.130 --> 01:18:34.871]  While you're talking, they're going to put her on screen.
[01:18:34.892 --> 01:18:35.152]  Go ahead.
[01:18:36.078 --> 01:18:37.159]  I gotcha.
[01:18:37.480 --> 01:18:40.022]  So yeah, I think by Wednesday for sure.
[01:18:40.062 --> 01:18:41.624]  But I think early next week he puts her up.
[01:18:42.185 --> 01:18:46.389]  Ginsburg was approved herself within a 45 day time frame.
[01:18:46.709 --> 01:18:48.051]  So there is time to put her up.
[01:18:48.411 --> 01:18:49.873]  There is time to put her through the Senate.
[01:18:50.273 --> 01:18:53.116]  Oh, call it the Ginsburg Standard!
[01:18:53.136 --> 01:18:54.478]  Hey, 45 days for her, 45 days for you, cupcake!
[01:18:56.585 --> 01:18:56.985]  Exactly.
[01:18:57.306 --> 01:18:58.026]  The same rules.
[01:18:58.086 --> 01:19:01.148]  So there's no question the Democrats would be pushing her through.
[01:19:01.628 --> 01:19:04.850]  So the Democrats have done so in past presidential elections.
[01:19:05.490 --> 01:19:07.611]  Woodrow Wilson did it when he was seeking re-election.
[01:19:07.751 --> 01:19:10.353]  LBJ did it in 68 when Humphrey was seeking election.
[01:19:10.633 --> 01:19:11.634]  But I'm confused.
[01:19:11.734 --> 01:19:15.376]  I mean, if she's dead, how is she on live TV right now?
[01:19:17.604 --> 01:19:19.625]  Judicious, no comment.
[01:19:19.966 --> 01:19:22.287]  But yeah, I think Legau is the perfect choice for him.
[01:19:22.347 --> 01:19:25.810]  I think if Trump makes that choice, I think they'll be hard-pressed not to get her through.
[01:19:26.191 --> 01:19:30.354]  And if he gets someone like Legau in, that's also going to be important for the election.
[01:19:30.794 --> 01:19:37.960]  Because the election-related disputes may go up to the Supreme Court, and right now they don't have a 5-4 majority.
[01:19:38.200 --> 01:19:43.785]  They would potentially have a 5-3 majority, but with eight justices they could split, and then the lower courts would approve.
[01:19:43.825 --> 01:19:45.246]  So he needs somebody on that bench.
[01:19:45.706 --> 01:20:04.417]  Before the election day is held for his own re-election prospects in case there's legal disputes out of Michigan and Pennsylvania, which are likely out of at least those two states because of rulings that judges have made and courts have made just this past week, allowing for several weeks to be, allowing for votes to be counted weeks after the election.
[01:20:05.217 --> 01:20:06.438]  Let's talk real politics.
[01:20:06.458 --> 01:20:10.420]  I want to get back in the election with Robert Barnes, one of the top constitutional lawyers, political brains out there.
[01:20:10.440 --> 01:20:12.181]  And that's not hype, folks.
[01:20:12.201 --> 01:20:12.942]  He is a smart guy.
[01:20:14.622 --> 01:20:16.964]  They funded the riots, Soros funded the riots.
[01:20:17.364 --> 01:20:19.525]  They thought it worked in other countries, it would work here.
[01:20:19.585 --> 01:20:20.246]  It backfired.
[01:20:20.506 --> 01:20:21.927]  It made Trump's real numbers go up.
[01:20:22.227 --> 01:20:29.172]  Now they've deactivated the riots and gone to arson instead, which they can use as the world's over, you know, climate change garbage.
[01:20:30.593 --> 01:20:33.095]  So now though, they're saying, oh, we'll burn stuff even more.
[01:20:34.872 --> 01:20:37.054]  But Facebook fact check says Democrats don't burn anything.
[01:20:37.094 --> 01:20:39.056]  So what are they going to do?
[01:20:39.116 --> 01:20:48.084]  Because if they just riot more or go crazy more and act even more incendiary, which her death will now do, that only makes Trump that much more popular.
[01:20:48.164 --> 01:20:57.272]  So then when they have this Soros appointed counsel that's going to challenge the election results, it's going to look even more ridiculous with this whole Ginsburg backdrop.
[01:20:57.312 --> 01:21:01.916]  I mean, this is this to me, Ginsburg dying at the time she did is a big win for Trump.
[01:21:03.078 --> 01:21:03.679]  No doubt about it.
[01:21:03.699 --> 01:21:10.445]  And the other thing is I think Trump knew or had a cue this was happening because two weeks ago is when he put out his new list that included Legao.
[01:21:10.925 --> 01:21:13.707]  So I think that, and I think he already had Legao in mind.
[01:21:14.128 --> 01:21:17.591]  I think he knew Ginsburg was either already dead or on death's door.
[01:21:18.151 --> 01:21:28.280]  And so consequently went ahead and went with Legao, put her on that list so she was pre-cleared and pre-vetted by everybody before he put her on the list and then made sure everybody knew that she was ready to roll.
[01:21:29.821 --> 01:21:36.542]  Lindsey Graham is in re-election mode in a tight race in South Carolina, so he runs the Judiciary Committee, so he's going to push her through.
[01:21:37.103 --> 01:21:46.425]  So I think we're going to see, and it helps Trump across the board, because it's Trump putting a Latino on the bench, and that's one of the groups he is trending most friendly with compared to 2016.
[01:21:46.925 --> 01:21:51.526]  He's running double digits better than he did in 2016 amongst Hispanic voters.
[01:21:51.726 --> 01:21:52.726]  And let's stop there.
[01:21:52.986 --> 01:21:53.906]  Let's unpack that.
[01:21:54.046 --> 01:21:58.047]  Why is he doing twice as good with Hispanics this time, and twice as good with blacks?
[01:21:58.547 --> 01:21:59.308]  Because he's delivering.
[01:22:00.309 --> 01:22:00.950]  He's delivering.
[01:22:00.970 --> 01:22:02.112]  It's a class-based appeal.
[01:22:02.492 --> 01:22:05.155]  So it's working class voters no matter their race or ethnicity.
[01:22:05.556 --> 01:22:06.717]  So it doesn't matter whether they're Latino.
[01:22:06.737 --> 01:22:08.279]  And yet Trump believes in a pro-human future.
[01:22:08.299 --> 01:22:10.102]  Everybody knows we're going to do better with Trump.
[01:22:11.198 --> 01:22:11.478]  Exactly.
[01:22:11.518 --> 01:22:19.804]  I mean, the lowest Hispanic unemployment ever, lowest African-American unemployment in the history of recorded stats before the lockdowns came into play.
[01:22:20.225 --> 01:22:21.606]  So that's why.
[01:22:21.946 --> 01:22:26.389]  So because of that, Trump is surging, particularly amongst working class men who he's delivered for.
[01:22:26.489 --> 01:22:27.410]  It's that simple.
[01:22:27.430 --> 01:22:29.932]  You look at median wage growth, you look at median income growth.
[01:22:30.292 --> 01:22:31.693]  Census stats came out this week.
[01:22:31.813 --> 01:22:36.237]  Biggest median income in 50 years for working middle class family growth.
[01:22:36.557 --> 01:22:40.420]  Biggest wage growth for non-supervisory employees in 35 years under Trump.
[01:22:40.960 --> 01:22:45.764]  So, all of those facts are why the media has to lie to sort of keep him down at all.
[01:22:46.305 --> 01:22:59.195]  And this provides an opportunity for him to reward the Cuban-American community, make a public outreach to the Latino community, while being consistent to his conservative constitutionalist base with a nominee who fits both characteristics.
[01:22:59.515 --> 01:23:04.980]  That's why she's a perfect choice and classic Trump kind of choice, and one that the Washington insiders didn't see coming.
[01:23:06.561 --> 01:23:08.402]  Well, I believe your prediction will probably come true then.
[01:23:08.442 --> 01:23:09.063]  You're usually right.
[01:23:10.506 --> 01:23:15.510]  Bob, how do they grab victory from the jaws of defeat?
[01:23:15.530 --> 01:23:16.691]  I almost don't want to give them ideas.
[01:23:16.711 --> 01:23:19.893]  I know the Democrats watch, but clearly they're going to scan every angle.
[01:23:20.334 --> 01:23:20.874]  Let's put it this way.
[01:23:20.954 --> 01:23:22.495]  What should Trump be looking for?
[01:23:22.936 --> 01:23:24.397]  Little foxes spoil the grapes.
[01:23:25.818 --> 01:23:27.960]  How could they jackknife this situation?
[01:23:29.042 --> 01:23:30.423]  Try to get him not to nominate her.
[01:23:30.523 --> 01:23:39.368]  Try to get him to nominate someone else that there's more of a controversial past with or that there's some secrets buried with or that won't play as well politically so they could delay the vote until after the election.
[01:23:39.908 --> 01:23:41.189]  That's his biggest risk there.
[01:23:41.549 --> 01:23:45.331]  That's why he should rush the choice and then force it through.
[01:23:46.272 --> 01:23:50.554]  And at the same time, I mean, obviously, if you're seeing things like people sending poison to the president,
[01:23:51.054 --> 01:23:53.235]  Then they're accelerating the level of violence.
[01:23:53.275 --> 01:23:56.356]  And yesterday you had people promising to either pack the court.
[01:23:56.797 --> 01:24:02.179]  First court packing promises made since FDR did it, which was intensely unpopular when FDR tried it.
[01:24:02.839 --> 01:24:06.261]  And that was during the Depression, when FDR was at the peak of popularity.
[01:24:06.821 --> 01:24:12.446]  And now you have them talking major legal minds on the left talking about packing the court if they win.
[01:24:12.786 --> 01:24:14.908]  That they're going to put five, ten new Supreme Court.
[01:24:14.928 --> 01:24:18.471]  They're going to control the entire legal and political process if they win.
[01:24:18.571 --> 01:24:21.333]  And explain the process of packing for those that don't know.
[01:24:22.314 --> 01:24:22.654]  Exactly.
[01:24:22.674 --> 01:24:24.776]  Instead of having nine Supreme Court justices, we'll have 15.
[01:24:25.897 --> 01:24:27.458]  And the Democrats will pick the new six.
[01:24:27.878 --> 01:24:29.339]  So the Democrats will have a majority.
[01:24:29.379 --> 01:24:31.441]  And then doing the same in lower courts across the board.
[01:24:31.461 --> 01:24:33.543]  So they're talking about a constitutional amendment to do that.
[01:24:34.693 --> 01:24:37.073]  Yeah, well, they're talking about ignoring the Constitution and just doing it.
[01:24:37.514 --> 01:24:41.194]  And just appointing the justices and saying that the Constitution allows it.
[01:24:41.634 --> 01:24:42.514]  And here's the problem.
[01:24:42.834 --> 01:24:46.875]  If you have six new justices that show up at the Supreme Court, who determines whether they sit or not?
[01:24:47.415 --> 01:24:51.956]  If they get to determine their own power, then they're going to say it's all constitutional, even without an amendment.
[01:24:51.976 --> 01:24:52.496]  Well, that's right.
[01:24:52.536 --> 01:24:56.457]  We're in the season of power grabs and end of the republic or the rebirth.
[01:24:56.517 --> 01:24:59.277]  I mean, the globalist Democrats, talk about that realignment.
[01:24:59.857 --> 01:25:02.338]  This consortium of Democrats used to be for blue collar.
[01:25:03.390 --> 01:25:10.196]  They were corrupt, they were big city machine people, but they sold out of the chai comms and the globalists, and now are purely globalists want to end the country.
[01:25:10.456 --> 01:25:13.399]  At least Republicans halfway don't want to sell the country.
[01:25:13.419 --> 01:25:14.860]  I think that's how you quantify this.
[01:25:15.301 --> 01:25:15.961]  A, do you agree?
[01:25:16.021 --> 01:25:22.287]  And then B, isn't it Trump's job to get that word out and expose, look, I'm the only American candidate.
[01:25:22.667 --> 01:25:24.669]  You want any future, vote for me, dammit.
[01:25:25.728 --> 01:25:28.029]  Yeah, they very much want to take on model for the United States.
[01:25:28.069 --> 01:25:29.730]  That's why big tech is in bed with them.
[01:25:30.030 --> 01:25:31.471]  So completely for this election.
[01:25:31.871 --> 01:25:35.993]  That's why you're seeing the what you had is the professional class, which are statists at heart.
[01:25:36.073 --> 01:25:36.914]  That's the big difference.
[01:25:37.374 --> 01:25:39.315]  The populist or anti-statist.
[01:25:40.035 --> 01:25:42.216]  Statist, the don't care about the working class.
[01:25:42.236 --> 01:25:46.819]  They're working class is the name they use for seizing power for themselves.
[01:25:47.339 --> 01:25:49.040]  And that is precisely what is taking place here.
[01:25:49.340 --> 01:25:51.041]  And the professional class are state oriented.
[01:25:51.081 --> 01:25:55.443]  They want to control every level lever of political power, then use big tech
[01:25:55.843 --> 01:26:15.159]  To control speech and dialogue and press in the country so that freedom of press and freedom of speech is mostly dead letter law, then engage in selective lawfare against selective targets, like they're doing in both the civil and criminal justice process all across the country, like they did to General Flynn, like we're seeing with the Build the Wall case, like we're seeing in other cases across the country.
[01:26:15.699 --> 01:26:21.564]  And so it's all designed basically to completely control the levers of power culturally, socially, economically and politically.
[01:26:22.251 --> 01:26:26.693]  And that that is why this is really a do or die election.
[01:26:27.113 --> 01:26:39.317]  2020, as most voters are recognizing, more voters than any group have ever recognized, say that 2020 will determine the future of America and make a bigger change in the future of our country than any election ever has.
[01:26:39.397 --> 01:26:40.317]  And isn't it funny?
[01:26:40.417 --> 01:26:42.017]  It's like a movie or a simulation.
[01:26:42.598 --> 01:26:43.818]  Everything leads up to this.
[01:26:43.898 --> 01:26:45.839]  It's just a human calendar, but it's 2020.
[01:26:46.239 --> 01:26:49.580]  The image of sight and the image of change and all this happens.
[01:26:51.257 --> 01:26:52.638]  Let's talk about the joker, though.
[01:26:52.678 --> 01:26:54.359]  Let's talk about the wild card here.
[01:26:55.760 --> 01:27:01.064]  COVID-19, hugely exaggerated, 100 times weaker than the flu, they now admit.
[01:27:01.244 --> 01:27:04.366]  All the names of people that doubted something else put on the list.
[01:27:05.987 --> 01:27:09.310]  All the fake testing, 90% of them false positives, now they admit.
[01:27:10.472 --> 01:27:17.086]  But they keep doubling down, now Democrats, in Democrat areas, but also in leftist areas of Australia.
[01:27:17.406 --> 01:27:18.889]  They're arresting people in their houses.
[01:27:19.270 --> 01:27:21.695]  Houston started door-to-door blood taking.
[01:27:23.103 --> 01:27:24.284]  This is their power grab.
[01:27:24.564 --> 01:27:26.004]  This is their authoritarian cover.
[01:27:26.705 --> 01:27:28.906]  So how does COVID feed into this?
[01:27:29.266 --> 01:27:30.006]  And what are they going to do?
[01:27:30.086 --> 01:27:36.389]  I love seeing Trump open the gates and 50,000 people or 20,000 people run out there to the, you know, to the tarmac.
[01:27:36.829 --> 01:27:38.350]  I love seeing none of them wearing masks.
[01:27:38.390 --> 01:27:43.232]  I mean, it's a duty to not just not wear the mask, but to call the hoax and the fraud out.
[01:27:43.272 --> 01:27:45.093]  And when I say hoax, yeah, it's a real virus.
[01:27:45.153 --> 01:27:47.794]  It kills some people, nothing compared to the flu or pneumonia, but
[01:27:50.005 --> 01:27:55.728]  The disinfo, the lies, the power grab, the paralyzing things, that is the scam.
[01:27:55.968 --> 01:27:57.028]  So do we call it a scam?
[01:27:57.048 --> 01:27:58.449]  Do we call it a fraud?
[01:27:58.469 --> 01:27:59.710]  Do we call it a power grab?
[01:27:59.730 --> 01:28:00.990]  Do we call it a conspiracy?
[01:28:01.330 --> 01:28:01.911]  Do we call it a...
[01:28:03.507 --> 01:28:06.468]  A-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a
[01:28:25.495 --> 01:28:26.816]  Yeah, I mean, it's very much COVID-1984.
[01:28:26.856 --> 01:28:32.820]  It's a live Milgram experiment on the public populace for the purposes of getting maximum degrees of state control.
[01:28:33.260 --> 01:28:49.191]  And I think that the Gates idea was that people would be so desperate for a vaccine, it would legitimate vaccines for adults around the world without people second-guessing the medical necessity, utility, or healthiness of a particular vaccine, which is just a drug like any other drug.
[01:28:49.771 --> 01:28:56.952]  And he wanted that skepticism suspended for the purposes of vaccines because he believes it's essential to his overpopulation obsession.
[01:28:57.692 --> 01:29:07.254]  And of course, he's been aligned with certain elite groups now for a decade and basically co-opted most of the public health authorities around the world, particularly starting with the World Health Organization, but others.
[01:29:07.814 --> 01:29:17.476]  And in fact, in places, you know, Africa, large parts of Central and Latin America, large parts of Europe, even parts of Russia's health authorities have been co-opted by people that are connected to Gates.
[01:29:18.056 --> 01:29:20.217]  And so the net effect has been the panic.
[01:29:20.297 --> 01:29:28.421]  Now, the problem they have is in order to make COVID-19 a successful COVID-19 84 Milgram experiment, they needed the public to buy in.
[01:29:28.461 --> 01:29:32.042]  And the problem is the public is buying in less and less and less and less.
[01:29:32.982 --> 01:29:36.144]  When you ask people, do you know anybody who died from COVID?
[01:29:37.024 --> 01:29:38.885]  80 to 90 percent of the people know no one.
[01:29:39.514 --> 01:29:54.797]  So how can they say it's this crazy, deadly threat when most people don't know anybody who has died from COVID, and the few who they know who died with COVID were very ill elderly people at the end of their life, who they don't attribute COVID as the cause of death.
[01:29:55.317 --> 01:29:56.879]  Uh, in terms of the family members and friends.
[01:29:56.899 --> 01:30:00.702]  They may say so on the death certificate, but the family and friends don't believe that's the case.
[01:30:00.842 --> 01:30:04.666]  Someone like Herman Cain, where his family and friends came out and said, no, COVID didn't kill him.
[01:30:04.926 --> 01:30:06.247]  He was in fourth stage cancer.
[01:30:06.648 --> 01:30:10.932]  So the nature of it is the ability of the media lie to keep living.
[01:30:11.570 --> 01:30:19.413]  The ability of the Milgram experiment to work requires people continually suspending their skepticism of those in power.
[01:30:19.913 --> 01:30:26.335]  And they are increasingly no longer suspending their skepticism of these governors and these mayors and these other rogue politicians.
[01:30:26.355 --> 01:30:27.075]  So what would you call it?
[01:30:27.175 --> 01:30:28.196]  A conspiracy?
[01:30:28.216 --> 01:30:30.497]  A racketeering fraud?
[01:30:30.577 --> 01:30:31.217]  A scam?
[01:30:32.137 --> 01:30:35.420]  Because it's based on a virus that Gates made so he would own it.
[01:30:35.741 --> 01:30:37.482]  It does kill people that are vitamin deficient.
[01:30:37.782 --> 01:30:38.363]  Very old.
[01:30:38.923 --> 01:30:41.406]  So they can focus in on the few people that actually get it.
[01:30:41.686 --> 01:30:43.408]  Or if somebody dies of something else, they say it.
[01:30:43.668 --> 01:30:44.509]  And they create that.
[01:30:45.842 --> 01:30:51.125]  Anecdotal evidence where they show out of 370 million people, a few that died and blow them up.
[01:30:51.145 --> 01:30:52.266]  Oh, this guy didn't believe in it.
[01:30:52.546 --> 01:30:53.627]  He, you know, he got sick.
[01:30:54.027 --> 01:30:57.229]  It turns out he had two forms of cancer and, you know, was hit by a bus.
[01:30:58.150 --> 01:30:59.090]  But I mean, I agree with you.
[01:30:59.110 --> 01:31:05.194]  The trance is falling and I see leftist businesses and stores staying closed, staying locked down.
[01:31:06.135 --> 01:31:13.019]  Even the low level liberals know it's a lie, but it's all their little black magic ritual to try to break us and make us depressed.
[01:31:14.244 --> 01:31:17.928]  Well, the other problem they have is more and more people are seeing the consequences of the lockdowns.
[01:31:18.468 --> 01:31:35.306]  So as the intelligence of Trump postponing certain stimulus benefits and the rest, as people started to realize there are real economic harms, real social harms of the lockdowns that are much more dangerous than COVID is, at least in terms of their own personal lived experiences.
[01:31:35.886 --> 01:31:42.370]  And they're seeing that also, of course, they're seeing the worst consequences of the lockdowns being more dangerous and the spiking rates of overdose.
[01:31:42.390 --> 01:31:46.573]  And did you see how the Hoover Institute at Stanford came out and said exactly what you've said?
[01:31:47.293 --> 01:31:52.196]  And then Facebook and YouTube banned it saying the UN doesn't allow that.
[01:31:52.396 --> 01:31:55.998]  So now top professors' TV shows at Stanford are banned.
[01:31:56.258 --> 01:31:57.379]  I mean, this is incredible.
[01:31:58.980 --> 01:31:59.621]  No doubt about it.
[01:31:59.681 --> 01:32:10.570]  It shows COVID has been the testing ground for how much control they can have over the populace, both in terms of state strategies and methodologies, but also in terms of big tech censorship and gatekeeping.
[01:32:11.051 --> 01:32:13.713]  And so we've got to see in live time what their future looks like.
[01:32:13.753 --> 01:32:16.055]  And it looks like something right out of a X-Files script.
[01:32:16.670 --> 01:32:22.512]  And so it turns out X-Files was predicting the future, not simply doing a fictional fantasy version of that.
[01:32:22.532 --> 01:32:25.973]  Well that's the thing, is I predicted, you predicted, others predicted.
[01:32:26.473 --> 01:32:29.294]  And I know Chris Carter, who is a listener, predicted a lot of this before I was even on air.
[01:32:29.835 --> 01:32:32.095]  But to actually see them do it is a whole other thing.
[01:32:32.455 --> 01:32:38.298]  So they may get short-term gain with their power grab, but it's causing generational shifts away from them.
[01:32:38.338 --> 01:32:42.119]  Listen, you're a busy guy, you're hard to get on, you're a great lawyer, you're an even better political mind.
[01:32:42.881 --> 01:32:58.044]  Join me during the weekday show or come home, host one of the nighttime shows, because you were doing this whole America countdown, but we want you to be part of the election countdown as this all happens.
[01:32:58.084 --> 01:33:00.345]  So please come back on with us this week, Barnes.
[01:33:01.345 --> 01:33:02.045]  Absolutely, will do.
[01:33:02.645 --> 01:33:03.845]  How do people find you on Twitter?
[01:33:03.885 --> 01:33:04.885]  How do they find your website?
[01:33:05.166 --> 01:33:07.206]  How do they find your national organization?
[01:33:08.513 --> 01:33:11.754]  Sure, at Barnes underscore Law on Twitter while I'm still there.
[01:33:12.675 --> 01:33:26.941]  At the Barnes Law LLP as in Peter dot com is the law firm site and for those supporting Free America Law Center is still up and operating and supports independent legal actions of various kinds from the Covington kids to anything else all across the country.
[01:33:26.961 --> 01:33:27.782]  Alright, you're kicking ass.
[01:33:27.902 --> 01:33:28.782]  In closing, one minute.
[01:33:29.763 --> 01:33:31.563]  Sixty second advice to Trump.
[01:33:31.964 --> 01:33:34.845]  Sixty second advice to voters and what everybody should do.
[01:33:36.115 --> 01:33:36.435]  Absolutely.
[01:33:36.455 --> 01:33:37.876]  For the president, stick to his guns.
[01:33:38.436 --> 01:33:40.357]  Stick to his guns by nominating Barbara Legao.
[01:33:40.397 --> 01:33:41.658]  Push her through the Supreme Court.
[01:33:41.738 --> 01:33:42.579]  Reshape the court.
[01:33:42.899 --> 01:33:46.881]  Give yourself additional political protection in case the elections, they try to steal it.
