[00:00:22.862 --> 00:00:23.383]  99 days.
[01:14:03.018 --> 01:14:05.119]  Well, I hope everybody writes this down.
[01:14:05.119 --> 01:14:06.059]  I gotta come back out.
[01:14:06.059 --> 01:14:07.500]  We gotta repeat this.
[01:14:07.500 --> 01:14:08.980]  Everybody listen.
[01:14:08.980 --> 01:14:11.862]  HuntTheVote.org.
[01:14:11.862 --> 01:14:13.142]  I'll say it again.
[01:14:13.142 --> 01:14:15.383]  HuntTheVote.org.
[01:14:15.383 --> 01:14:16.844]  You don't have to pay any money.
[01:14:16.844 --> 01:14:18.845]  We already got the money behind it.
[01:14:18.845 --> 01:14:26.908]  You need to register and vote if you believe in God, family, country, Constitution, and freedom.
[01:14:26.908 --> 01:14:28.809]  HuntTheVote.org.
[01:14:28.809 --> 01:14:31.830]  And you gotta get a bunch of other people off their butt to vote.
[01:14:33.188 --> 01:14:36.171]  This revolution will be won on November 3rd, 2020.
[01:14:36.171 --> 01:14:38.954]  HuntTheVote.org.
[01:14:38.954 --> 01:14:44.419]  I'm telling you, it sounds ridiculously simple because it is!
[01:14:44.419 --> 01:14:46.020]  HuntTheVote.org.
[01:14:46.020 --> 01:14:48.803]  Just register and get to the front lines!
[01:14:48.803 --> 01:14:50.505]  This is the Alamo!
[01:14:50.505 --> 01:14:52.567]  We need to shoot Santa Ana's men!
[01:14:55.151 --> 01:14:55.651]  Absolutely.
[01:14:55.651 --> 01:14:56.332]  We've got to go to break.
[01:14:56.332 --> 01:14:57.132]  We'll do one more segment.
[01:14:57.132 --> 01:15:00.893]  Again, please come back for longer in the week because things are so hot.
[01:15:00.893 --> 01:15:05.795]  With nine days left, we've got 40 seconds to break, but what happens if Trump gets re-elected?
[01:15:05.795 --> 01:15:08.976]  I think he will, but what are they going to do next?
[01:15:08.976 --> 01:15:15.419]  Well, we've seen where the Antifa operates with impunity, and Trump has already
[01:15:16.192 --> 01:15:18.714]  Of mobilizing counter-forces.
[01:15:18.714 --> 01:15:31.862]  You know, how dare the President bring in troops and bring back law and order as the Democrat mayors and governors go, no, no, don't stop the arsonists, don't stop the rioters, don't stop the murderers and the assault.
[01:15:31.862 --> 01:15:37.106]  No, Mr. President, you must let them destroy my city.
[01:15:37.106 --> 01:15:40.128]  I don't know how to process that information.
[01:15:40.128 --> 01:15:44.751]  So what's going to happen is that when we once again prove that God, family, country
[01:15:45.507 --> 01:15:51.955]  wins the election on November 3rd, the savages are going to be corralled and put in cages where they belong.
[01:15:51.955 --> 01:15:52.936]  There's going to be a reckoning.
[01:15:52.936 --> 01:15:53.356]  I agree.
[01:15:53.356 --> 01:15:54.177]  Chad Nugent's our guest.
[01:15:54.177 --> 01:15:54.558]  Stay with us.
[01:15:57.799 --> 01:16:00.760]  I know what we'll do to make them conform to our cult.
[01:16:00.760 --> 01:16:03.282]  We'll all tell them to wear masks or they're gonna die.
[01:16:03.282 --> 01:16:09.344]  And then we'll release the pressure for a while, then bring it back and squeeze it harder, and release it again, and we'll be the virtue-signalers.
[01:16:09.344 --> 01:16:14.087]  We'll be the angels, even though our lord and master Bill Gates helped fund the whole COVID-19, oh.
[01:16:14.087 --> 01:16:14.327]  No!
[01:16:14.327 --> 01:16:15.887]  Don't Sedukey me!
[01:16:19.389 --> 01:16:29.281]  That's right, that's the code word for Bill Gates' operation he carries out with his good little buddy Dr. Fauci in the surgeon cult.
[01:16:29.281 --> 01:16:35.588]  As you know for girls there's five different types of villains they secretly desire in the romance novels.
[01:16:35.588 --> 01:16:37.871]  One of them is the vampire, the werewolf, the
[01:16:38.371 --> 01:16:41.334]  Psychopaths are so hot.
[01:16:41.334 --> 01:16:41.614]  Oh yeah.
[01:16:58.089 --> 01:17:01.934]  It's the end of the world as we know it.
[01:17:01.934 --> 01:17:06.640]  It's the end of the world as we know it.
[01:17:06.640 --> 01:17:11.807]  It's the end of the world as we know it.
[01:17:11.807 --> 01:17:12.889]  And I feel fine.
[01:17:14.028 --> 01:17:18.650]  It's the end of the world as we know it, and I don't feel fine.
[01:17:18.650 --> 01:17:29.673]  This entire takeover has been battle-planned, blueprinted, war-gamed, field-martialed by the psychological war chiefs at the United Nations and the Fortune 100.
[01:17:29.673 --> 01:17:31.774]  This is the post-human takeover.
[01:17:31.774 --> 01:17:35.455]  The noose gets tighter when you comply, not looser.
[01:17:36.255 --> 01:17:39.258]  The entire COVID-19 operation is a hoax.
[01:17:39.258 --> 01:17:44.544]  Now they admit that, quote, death numbers are dropping because those are fake, where they count people that died of something else.
[01:17:44.544 --> 01:17:46.346]  But it's all about how many cases there are.
[01:17:46.346 --> 01:17:50.170]  And now they're saying most of the population will get it.
[01:17:50.170 --> 01:17:52.693]  And then no one can go outside ever again.
[01:17:52.693 --> 01:17:54.835]  It's totally insane.
[01:17:54.835 --> 01:17:55.977]  It's a fraud.
[01:17:55.977 --> 01:17:56.858]  It's all a lie.
[01:17:58.959 --> 01:18:10.525]  Vicki Gibbs, 57-year-old lesbian preacher in Houston, went in with a cough, got intubated, and then died.
[01:18:10.525 --> 01:18:15.868]  And as soon as I saw her face, as soon as I saw the report, I said, watch, it'll be intubation.
[01:18:15.868 --> 01:18:17.189]  We know what's gonna happen.
[01:18:17.189 --> 01:18:18.590]  It's a blue city.
[01:18:18.590 --> 01:18:19.811]  Same story yet again.
[01:18:19.811 --> 01:18:21.792]  And they say her heart gave out.
[01:18:22.772 --> 01:18:27.635]  If you put somebody on a breathing tube of COVID-19 as a death sentence, it's on record.
[01:18:27.635 --> 01:18:30.357]  Warn everyone you know before they go into the hospital and get killed.
[01:18:30.357 --> 01:18:33.939]  Why are almost all the deaths happening in blue cities and blue states?
[01:18:33.939 --> 01:18:40.903]  It's because they intubate them, putting a tube in their lungs, and COVID-19 is causing an autoimmune response.
[01:18:40.903 --> 01:18:45.026]  And if you do that with oxygen, the doctors are on record saying it will kill you.
[01:18:45.686 --> 01:18:50.333]  But all these doctors in blue cities and blue states follow their orders.
[01:18:50.333 --> 01:18:54.399]  And the minute I saw this report today, I knew what I would be reading.
[01:18:54.399 --> 01:18:57.163]  Don't end up like Vicki Gibbs or everyone.
[01:18:59.065 --> 01:19:02.706]  It's time to take a new, healthier approach to one of your most basic needs.
[01:19:02.706 --> 01:19:09.787]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[01:19:09.787 --> 01:19:13.748]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[01:19:13.748 --> 01:19:20.749]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[01:19:20.749 --> 01:19:25.030]  This groundbreaking, gravity-fed water filtration system is like no other.
[01:19:25.030 --> 01:19:27.931]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[01:19:28.231 --> 01:19:31.252]  It's no secret that our daily lives are becoming more stressful.
[01:19:31.252 --> 01:19:35.835]  No matter what side of the political spectrum you're on, we're all feeling the strain from rising pressure.
[01:19:35.835 --> 01:19:40.957]  That's why we worked hard to create a new formula to support your fight against stress in your hectic day.
[01:19:40.957 --> 01:19:45.119]  Chill Force is our solution for a true, healthy, relaxation support formula.
[01:19:45.399 --> 01:19:53.347]  As the long-awaited sister formula to Brain Force Plus, this formula includes powerful ingredients and time-tested practices to help fight your stress levels.
[01:19:53.347 --> 01:19:54.768]  It's time to take a breather.
[01:19:54.768 --> 01:20:00.814]  Get Chill Force today at InfoWarsStore.com.
[01:20:00.814 --> 01:20:03.437]  You're listening to the Alex Jones Show.
[01:20:25.741 --> 01:20:26.282]  Yeah.
[01:20:38.109 --> 01:20:42.234]  Well, there is Ted Nugent years ago on Fox News playing with Star Spangled Banner.
[01:20:42.234 --> 01:20:45.858]  Now the NFL's talking about getting rid of it entirely and the American flag's bad.
[01:20:45.858 --> 01:20:52.366]  Ted Nugent, this is an attempt to overthrow the country and you told me before it went on air that this is the moment of history.
[01:20:52.366 --> 01:20:54.228]  This is the attempt to take down the country.
[01:20:54.228 --> 01:20:55.249]  Can you elaborate on that?
[01:20:55.249 --> 01:20:57.912]  And then you were talking off-air to me about how angry you are about...
[01:20:58.888 --> 01:20:58.948]  The
[01:21:30.389 --> 01:21:38.895]  Well, Alex, I think I have a reasonable and accurate overview of what we have here in the United States of America in 2020.
[01:21:38.895 --> 01:21:44.760]  I was born in Detroit in 1948 when it was universally known as the Arsenal of Democracy.
[01:21:44.760 --> 01:21:47.902]  A lot of people don't know that because they went to school in America.
[01:21:47.902 --> 01:21:51.745]  But Detroit was the Arsenal of Democracy!
[01:21:51.745 --> 01:21:56.689]  And the way the Nugent family conducts our life, we continue in our homes to be the Arsenal of Democracy.
[01:21:56.689 --> 01:21:57.409]  But I was there in 67.
[01:21:58.832 --> 01:22:04.340]  When all my buddies, all my black musician friends, we always jam together and collaborate.
[01:22:04.340 --> 01:22:06.123]  We always hung out together.
[01:22:06.123 --> 01:22:11.391]  And I had friends of every imaginable ethnicity and color and creed and walk of life.
[01:22:11.391 --> 01:22:11.772]  And then in 67,
[01:22:13.365 --> 01:22:15.046]  They burnt down the city.
[01:22:15.046 --> 01:22:20.389]  The rioters went berserk and burnt down their own city, this beautiful architecture.
[01:22:20.389 --> 01:22:27.572]  So I have a good perspective of the goodwill and the positive brotherhood that existed amongst all of us in Detroit.
[01:22:27.572 --> 01:22:33.275]  And then a lunatic fringe segment went nuts, much like precursors to Antipa Ven.
[01:22:33.275 --> 01:22:37.437]  I was in Los Angeles in 92 when the Rodney King verdict came in.
[01:22:37.437 --> 01:22:38.878]  And once again, the idiots
[01:22:39.491 --> 01:22:46.718]  Committed cultural suicide and destroyed their own neighborhoods and lives and viciously attacked and murdered people.
[01:22:46.718 --> 01:22:54.887]  So what I'm seeing today, it breaks my heart to admit, but it's bigger and worse and uglier and more evil.
[01:22:54.887 --> 01:23:02.054]  And it's best presented by the propaganda ministry of the network
[01:23:03.371 --> 01:23:07.973]  News, state and network, television stations, and pretty much all of them except Fox.
[01:23:07.973 --> 01:23:12.494]  And Fox is no angel, believe me, but compared to the rest of them, they almost appear to be.
[01:23:12.494 --> 01:23:19.417]  But I watched CBS this morning where they showed, you know, with this harsh accusation against the troops going after rioters.
[01:23:19.417 --> 01:23:22.698]  You know, only they called them peaceful protesters.
[01:23:23.138 --> 01:23:33.105]  Peaceful protesters don't destroy buildings, they don't have Molotov cocktails, they don't kill retired cops, and they don't wear helmets and have weapons on them.
[01:23:33.105 --> 01:23:34.866]  That's not a peaceful protest.
[01:23:34.866 --> 01:23:38.048]  But the way the propaganda ministry twists it,
[01:23:38.488 --> 01:23:56.864]  If you're dumb enough, and if you're stoned or drunk enough, or just mentally deranged enough, I suppose you can buy into that Antifa might actually be anti-fascist when they actually are the fascists, and Black Lives Matter has absolutely nothing to do with black lives!
[01:23:58.496 --> 01:24:04.401]  And by the way, while you're talking, we're showing footage from just two days ago of them burning the outside of the courthouse.
[01:24:04.401 --> 01:24:06.222]  There's even more dramatic footage.
[01:24:06.222 --> 01:24:07.323]  I mean, this is crazy.
[01:24:07.323 --> 01:24:14.029]  And I have video after video of them randomly running out on highways and shooting at random vehicles.
[01:24:14.029 --> 01:24:18.753]  I have footage of them jumping on an old lady's car, trying to pull her out of the car in Austin last night.
[01:24:18.973 --> 01:24:20.877]  And the media says this is good!
[01:24:20.877 --> 01:24:24.022]  A bunch of thugs attacking old ladies!
[01:24:24.022 --> 01:24:25.886]  What in the hell has happened to the left?
[01:24:25.886 --> 01:24:27.589]  They have gone completely crazy!
[01:24:27.589 --> 01:24:28.911]  Or were they always this nuts?
[01:24:30.154 --> 01:24:41.607]  They've always been this much, but it's reached a new peak because of the tolerance to their escalating danger, their escalating insanity, their escalating corruption, their escalating criminality.
[01:24:41.607 --> 01:24:48.756]  And again, you've got the Speaker of the House committing felonies on TV and trying to find worth and loving value in MS-13.
[01:24:50.157 --> 01:25:01.341]  That's a green light and an open door to go ahead and be as nasty and rotten and dangerous and evil as you want to be because the Democrats, we got your back.
[01:25:01.341 --> 01:25:03.382]  Antifa, we're with you.
[01:25:03.382 --> 01:25:11.846]  And if that doggone President Trump tries to stop you from burning down the city, we're going to try to stop him because we like it when you burn down the city.
[01:25:11.846 --> 01:25:18.168]  So, and again, what they said about me being a racist and a homophobe and an anti-Semite,
[01:25:18.835 --> 01:25:22.918]  Alex, I've been surrounded by blacks and Jews my entire life.
[01:25:22.918 --> 01:25:24.259]  They own every record company.
[01:25:24.259 --> 01:25:25.159]  They're my producers.
[01:25:25.159 --> 01:25:25.860]  They're my friends.
[01:25:25.860 --> 01:25:27.161]  They're my musicians.
[01:25:27.161 --> 01:25:28.602]  They're my promoters.
[01:25:28.602 --> 01:25:30.783]  They're my bandmates.
[01:25:30.783 --> 01:25:35.647]  It's unbelievable the depth of dishonesty and hate.
[01:25:35.647 --> 01:25:38.168]  And once again, I'm going to read their names up in New York.
[01:25:38.168 --> 01:25:39.009]  They are just
[01:25:39.625 --> 01:25:40.346]  Evil.
[01:25:40.346 --> 01:25:58.688]  Kevin Abrahams and Sila Boyne, Terry Sullivan, Deborah Muell, Ellen Burnham, and Arne Drucker lied and falsely accused me of those nasty conditions while they continue with their support for arson, murder, assault,
[01:25:59.388 --> 01:26:03.033]  Well, last time you were on your wife, she's absolutely right.
[01:26:18.513 --> 01:26:23.594]  In these times, we've got to stay focused and just appreciate God and family and not get too upset.
[01:26:23.594 --> 01:26:30.776]  I get too upset, and I know it upsets you, but at a certain point, those of us that have been upset have been holding back the total takeover.
[01:26:30.776 --> 01:26:37.658]  I think a lot of people that have been on the fence now know that this New World Order takeover, this Communist takeover is real, but they're wondering, what can they do?
[01:26:37.658 --> 01:26:38.959]  Well, go vote.
[01:26:38.959 --> 01:26:39.999]  Register others to vote.
[01:26:40.319 --> 01:26:41.200]  Speak out.
[01:26:41.200 --> 01:26:42.080]  Stand up.
[01:26:42.080 --> 01:26:43.601]  Run for office locally.
[01:26:43.601 --> 01:26:44.662]  Go to your city council.
[01:26:44.662 --> 01:26:46.803]  Speak out against Antifa and BLM.
[01:26:46.803 --> 01:26:49.064]  All of us have to have our voices heard.
[01:26:49.064 --> 01:26:50.365]  Call into talk radio.
[01:26:50.365 --> 01:26:51.506]  Call into C-SPAN.
[01:26:51.506 --> 01:26:55.388]  Call to your members of Congress and tell them that you support law and order.
[01:26:55.388 --> 01:26:58.770]  It's really just all of us, the silent majority, have to stop being silent.
[01:26:58.770 --> 01:26:59.891]  Is that accurate, Ted Nugent?
[01:27:00.251 --> 01:27:17.118]  That's 100% the dream of the Founding Fathers, that this is an experiment in self-government where every American has a moral and spiritual obligation to be engaged in the process of determining who will represent we the people CONSTITUTIONALLY!
[01:27:17.671 --> 01:27:32.319]  The pillars of God, family, country, individual freedoms from God, if you don't hammer that home to your elected employees, and if you don't vote for God, family, and country, then the Antifa thinks you're one of them!
[01:27:32.319 --> 01:27:33.560]  That's how nasty it is!
[01:27:33.560 --> 01:27:45.286]  I have a Monday and Thursday night Ted Nugent spirit campfire every week as I broadcast on my Facebook and all over social media, but my God, after this debacle by Cuomo and all the liberal
[01:27:46.448 --> 01:27:52.081]  Uh, Democrat Antifa, MS-13, Black Lives Matter terrorists in New York.
[01:27:52.785 --> 01:28:07.373]  The real heartbreak are those heroes of law enforcement and the NYPD and their families who feel spat upon, who feel bludgeoned by the people in charge because they're the Cuomos and the de Blasios and the Health Department.
[01:28:07.373 --> 01:28:14.657]  And even the upper echelon, the police commissioner and some of the Police Benevolent Association turncoats.
[01:28:14.657 --> 01:28:20.300]  They've turned on the men and women of the NYPD, and it's, Alex, it's in almost every
[01:28:21.721 --> 01:28:22.121]  That's right.
[01:28:22.121 --> 01:28:32.106]  They've sided with the globalist takeover because they think America's done and they've sided with the wrong side and good police officers have to stay in there because they want to run you out.
[01:28:32.106 --> 01:28:33.147]  They want to have a takeover.
[01:28:33.147 --> 01:28:36.408]  TedNugent.com is also a place to find everything Ted Nugent.
[01:28:36.408 --> 01:28:41.251]  Ted, join us soon in the next few weeks as all this develops because there's so much to talk about.
[01:28:41.251 --> 01:28:42.551]  I'm sure you can go on for another hour.
[01:28:42.551 --> 01:28:44.772]  Thank you so much and say hi to your family for me.
[01:28:44.772 --> 01:28:45.092]  Thanks.
[01:28:45.092 --> 01:28:46.933]  HuntTheVote.org everybody.
[01:28:46.933 --> 01:28:48.034]  God bless real America.
[01:28:48.396 --> 01:28:49.036]  God bless you.
[01:28:49.036 --> 01:28:58.320]  There goes Ted Nugent, banned from New York by Cuomo, but commies and antifa, they can do whatever the hell they want.
[01:28:58.320 --> 01:29:13.706]  A lot of you have been listening for more than 20 years, and if you go back to those shows, we laid out the AI takeover plan, the tracking of cell phones, how programmed master computers would manipulate control society, how they'd be able to not just predict,
[01:29:14.346 --> 01:29:15.166]  We're good to go.
[01:29:34.272 --> 01:29:38.254]  But when we cover that, the media would attack us and say we were making it up.
[01:29:38.254 --> 01:29:43.496]  It was a conspiracy theory, even though it was in the actual corporate level blueprint documents.
[01:29:43.496 --> 01:29:51.299]  Well, the next level of the blueprint documents explained to us that they are setting up this control system to make humans obsolete and phase us out.
[01:29:51.299 --> 01:29:55.180]  And it's something about a thousand times crazier than what Hitler planned.
[01:29:55.180 --> 01:29:58.862]  So we might want to dismantle the system now.
[01:29:58.862 --> 01:30:01.703]  We are selling more privacy pockets.
[01:30:03.387 --> 01:30:14.736]  We were previously selling in a month because of the Clinton Foundation running the contact tracing and admittedly with Google and Apple tracking all Americans on their phones even if you opt out of it or get rid of the apps.
[01:30:14.736 --> 01:30:29.388]  People realize these criminal groups are surveilling you and selling your data and using it to control your life, sharing it with Antifa, sharing it with Black Lives Matter, sharing it with the deep state to oppress not just high-profile people but the general public.
[01:30:29.388 --> 01:30:31.830]  That's why folks are taking back control of their lives.
[01:30:32.150 --> 01:30:41.297]  We have these little Faraday cages that you can put your cell phones in that knock out the ability of the cell towers to ping it every few seconds and track your location.
[01:30:41.297 --> 01:30:46.861]  This is the only way to have your privacy and people are taking their privacy back and it's very, very exciting.
[01:30:46.861 --> 01:30:50.604]  They're at $19.95 a piece at InfoWareStore.com.
[01:30:50.604 --> 01:30:51.725]  We've ordered even more.
[01:30:51.725 --> 01:30:56.969]  A huge shipment's coming in next week, so get yours now and be part of the movement to cut Big Brother off.
[01:30:58.536 --> 01:31:03.380]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[01:31:03.380 --> 01:31:12.287]  With changes in diet, unnatural ingredients, and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins, and minerals needed daily.
[01:31:12.287 --> 01:31:17.331]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[01:31:17.631 --> 01:31:29.200]  The new Platinum Standard of Advanced Multivitamin Formulation, Vitamin Mineral Fusion, uses a unique delivery system to maximize the effects and give your body the tools it needs to support your body.
[01:31:29.200 --> 01:31:39.047]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high-quality ingredients, perfect for a hot
[01:31:39.187 --> 01:31:46.909]  Summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids and more!
[01:31:46.909 --> 01:31:53.671]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with Vitamin Mineral Fusion today!
[01:31:53.671 --> 01:31:55.932]  Available at Infowarsstore.com
[01:31:58.908 --> 01:32:00.569]  It's finally here!
[01:32:00.569 --> 01:32:04.671]  Introducing the new Survival Shield X2 Spray.
[01:32:04.671 --> 01:32:11.035]  Available now for 33% off at InfoWarsTore.com.
[01:32:11.035 --> 01:32:20.461]  Listeners have been asking us for months to develop an iodine spray made with our exclusive Deep Earth Crystal Nascent Iodine.
[01:32:21.221 --> 01:32:35.793]  Our proprietary new Aerodyne technology allows us to harness the full power of ancient iodine crystals from 7,000 feet below the Earth's surface into the ultimate spray formula.
[01:32:35.793 --> 01:32:43.860]  Iodine is an essential mineral that helps support thyroid health, healthy metabolism, and healthy cognitive function.
[01:32:44.540 --> 01:32:52.148]  Get the new Survival Shield X2 Spray for 33% off intro pricing at InfoWareStore.com.
[01:32:52.148 --> 01:33:01.838]  That's Survival Shield X2 Spray at InfoWareStore.com.
[01:33:01.838 --> 01:33:04.441]  You're listening to the Alex Jones Show.
[01:33:16.539 --> 01:33:25.243]  This is the Alex Jones Show, because there is a war on for your mind.
[01:33:25.243 --> 01:33:33.967]  Can you believe how we've been trained to not leave our houses when we're told, wear a mask even though it's all a fraud?
[01:33:33.967 --> 01:33:40.830]  And then I was watching a Joe Rogan clip yesterday, because it was all over the news, Joe Rogan's moving to Texas.
[01:33:40.830 --> 01:33:43.511]  You know, I told you that a couple months ago, remember?
[01:33:43.511 --> 01:33:45.852]  And of course, Joe won't say where he's moving in Texas.
[01:33:48.407 --> 01:33:53.010]  He's, I guess, lengthening out the announcement that he's already moved to Texas.
[01:33:53.010 --> 01:33:56.151]  But, oh wait, I'm just joking.
[01:33:56.151 --> 01:33:59.493]  And I wonder where he moved in Texas.
[01:33:59.493 --> 01:34:06.377]  But, uh, I don't know, Spotify went completely crazy when Joe told me I could say all that stuff.
[01:34:06.377 --> 01:34:13.021]  Then I kind of elaborated on it and kind of added some hyperbole, probably.
[01:34:13.021 --> 01:34:17.524]  Because, you know, I took what Joe said as, wow, he's standing up to YouTube, standing up to censors.
[01:34:19.193 --> 01:34:30.838]  The stuff he told me, but I'm not going to pontificate on that right now, because it's part of a larger story that I want to hit at the start of the next segment.
[01:34:30.838 --> 01:34:39.242]  But I will play the clip of Joe talking about moving to Texas, because then he and his guests talk about, you know, is COVID really bad?
[01:34:39.242 --> 01:34:43.464]  And the New York Times guy's like, oh, Texas is now wearing masks because they figured out they were wrong.
[01:34:43.464 --> 01:34:44.664]  It's really bad.
[01:34:44.664 --> 01:34:48.306]  No, there are past laws with $2,000 fines in places like Austin, if you know.
[01:34:49.346 --> 01:34:59.674]  People are also online going, why does Jones sell a COVID mask with InfoWars on it if he doesn't think it's real?
[01:34:59.674 --> 01:35:01.176]  Well, A, I do believe it's real.
[01:35:01.176 --> 01:35:02.237]  We pioneered exposing it.
[01:35:02.237 --> 01:35:03.618]  It was man-made.
[01:35:03.618 --> 01:35:06.820]  It's meant to infect everyone so you can all be suspect.
[01:35:06.820 --> 01:35:10.163]  And so Bill Gates can patent a vaccine to bring you.
[01:35:10.163 --> 01:35:12.445]  And that's all being confirmed now.
[01:35:12.445 --> 01:35:15.948]  And if you've got to wear the mask, have an InfoWars.com on it.
[01:35:17.256 --> 01:35:24.259]  So you can educate people and use their own suppression they're using against you on them.
[01:35:24.259 --> 01:35:40.545]  But the reason I'm kicking this to the last segment is I forgot to tell the great crew that's been putting up with me tonight to find some clips of Sharia police in Saudi Arabia or in Iran, Shiite and Sunni.
[01:35:40.545 --> 01:35:43.606]  There's footage everywhere of Burqa police.
[01:35:44.707 --> 01:35:49.110]  Or hijab police arresting women that aren't wearing face coverings.
[01:35:49.110 --> 01:35:54.835]  And then we've got footage of people being arrested or ticketed for not wearing masks or not wearing it correctly.
[01:35:54.835 --> 01:35:59.538]  There's always more, more, more they want to get your submissions.
[01:35:59.538 --> 01:36:06.003]  So, literally, Fauci is the hijab burqa police.
[01:36:06.003 --> 01:36:12.488]  So we'll get some of those clips together and then I'll respond to what Joe Rogan's guest had to say coming up next segment.
[01:36:14.219 --> 01:36:15.480]  Joe is bucking the mask.
[01:36:15.480 --> 01:36:17.501]  He knows it's a bunch of bull.
[01:36:17.501 --> 01:36:18.962]  He knows the virus is way overblown.
[01:36:18.962 --> 01:36:25.966]  I had a long talk with him a few weeks ago, but I'm going to leave it at that.
[01:36:25.966 --> 01:36:29.908]  But Joe is very influential, and so I'd like to educate his listeners.
[01:36:29.908 --> 01:36:36.572]  And when we do respond to Joe, I just want to show that it goes viral, and so I can kind of piggyback on there and educate some people before it's too late.
[01:36:36.572 --> 01:36:38.353]  So that's coming up next segment.
[01:36:38.353 --> 01:36:40.574]  But let me hit this right now, since I said I would do it.
[01:36:43.188 --> 01:36:51.732]  And maybe we'll take this little clip and put it at the end of the segment when we put out the last segment of the last hour where I was talking about this.
[01:36:51.732 --> 01:37:06.338]  Alexander Solzhenitsyn was sent for many, many years to a frozen slave camp, what he called the Gulag Archipelago and the little islands all across the frozen tundra landscape.
[01:37:06.338 --> 01:37:11.460]  And he came out and wrote a best-selling book titled Gulag
[01:37:12.699 --> 01:37:16.261]  Archipelago.
[01:37:16.261 --> 01:37:25.626]  And here is a quote from the Google Archipelago, 1918 to 1956.
[01:37:25.626 --> 01:37:38.413]  And how we burned in the camps later, thinking what would things have been like if every security operative, when he went out at night to make an arrest, had been uncertain whether he would return alive.
[01:37:39.301 --> 01:37:39.501]  I think?
[01:37:49.025 --> 01:38:10.892]  People had not simply sat there in their lairs, pawling with care at every bang on the downstairs door, at every step on the staircase, but had understood they had nothing left to lose and had boldly set up in the downstairs hall an ambush of half a dozen people with axes, hammers, pokers, or whatever else they had.
[01:38:10.892 --> 01:38:11.452]  The organs
[01:38:12.639 --> 01:38:24.630]  would very quickly have suffered a shortage of officers and transport, and notwithstanding all of Stalin's thirst, the curse machine would have ground to a halt.
[01:38:24.630 --> 01:38:36.120]  If, if we didn't love freedom enough, and even more, we had no awareness of the real situation, we purely and simply deserve everything that happened afterward.
[01:38:40.802 --> 01:38:44.746]  Now that's when the commies came in and took over the government with rioters and burning.
[01:38:44.746 --> 01:38:47.469]  And then they got the government, the police and military to capitulate.
[01:38:47.469 --> 01:38:50.231]  Okay, you're the boss!
[01:38:50.231 --> 01:38:51.473]  And then they took over Moscow.
[01:38:51.473 --> 01:38:54.476]  It took them two years to take over, really five years the rest of the country.
[01:38:54.476 --> 01:38:56.738]  And then they just started raping and killing and murdering.
[01:38:56.738 --> 01:39:00.642]  And they're modeling all of it off of this and what Mao did in China.
[01:39:03.331 --> 01:39:08.692]  And Kim Jong-un and his father and grandfather, they set up the same system.
[01:39:08.692 --> 01:39:11.573]  And Xi Jinping denounced his own father.
[01:39:11.573 --> 01:39:14.694]  His sister was beaten to death in front of him by a youth brigade.
[01:39:14.694 --> 01:39:16.874]  He praised it.
[01:39:16.874 --> 01:39:25.676]  And so now he runs the country because he literally sacrificed his family, who were good people, for nothing to worship communism.
[01:39:28.936 --> 01:39:31.818]  Because his father had been a communist and helped get them in power.
[01:39:31.818 --> 01:39:33.080]  He was like the number three in the government.
[01:39:33.080 --> 01:39:34.881]  But he said, let's not murder all the farmers.
[01:39:34.881 --> 01:39:35.922]  Let's not kill the family.
[01:39:35.922 --> 01:39:41.707]  And Mao Zedong said, I'm taking orders from the Rockefellers.
[01:39:41.707 --> 01:39:44.189]  We're going to kill a large portion of our people.
[01:39:44.189 --> 01:39:46.331]  That's the deal.
[01:39:46.331 --> 01:39:47.752]  And so, you know, the rest of the story.
[01:39:47.752 --> 01:39:50.855]  And now ZZ Pink sits on top of it because he's one evil monster.
[01:39:52.486 --> 01:39:58.651]  He took part multiple times in pilloring his father after he spent a decade in a forced labor camp.
[01:39:58.651 --> 01:40:02.114]  And they would do public humiliations when his father came back.
[01:40:02.114 --> 01:40:06.037]  And Xi Jinping would scream and yell and throw things at his father in front of everyone.
[01:40:06.037 --> 01:40:10.540]  And the little 12-year-old girls would run up and spit on him and throw rocks on him.
[01:40:10.540 --> 01:40:14.904]  And Xi Jinping would sit there and denounce his father.
[01:40:14.904 --> 01:40:18.747]  That's the type of trash.
[01:40:18.747 --> 01:40:19.727]  That's Xi Jinping.
[01:40:19.727 --> 01:40:21.469]  He lives on his knees to Satan.
[01:40:22.455 --> 01:40:30.879]  And so he's rewarded with being able to kill his own people en masse and spin up that virus with Fauci and all the rest of it.
[01:40:30.879 --> 01:40:40.664]  So when we come back, I'm going to respond to what's really going on with the mask and the hijab.
