[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[02:11:23.868 --> 02:11:24.608]  The inauguration.
[02:11:25.188 --> 02:11:29.150]  And the stage is being built for the inauguration, but Joe Biden says he's not going to be there because it's going to be virtual.
[02:11:29.890 --> 02:11:31.190]  I think that's a bait and switch.
[02:11:32.691 --> 02:11:33.551]  He knows he's hated.
[02:11:33.671 --> 02:11:35.272]  He wants to say he's not going to have one.
[02:11:35.292 --> 02:11:37.432]  I think a day before he'll announce and be there.
[02:11:37.632 --> 02:11:39.433]  They're worried about us being there to protest him.
[02:11:39.633 --> 02:11:40.353]  Of course we will.
[02:11:41.534 --> 02:11:42.694]  If they go down that path.
[02:11:44.795 --> 02:11:44.975]  So.
[02:11:46.431 --> 02:11:51.935]  I'm going to talk a lot of folks and they said, yes, the 6th is a good day to do that.
[02:11:52.515 --> 02:11:58.959]  And then you notice Trump, I guess it was in the ether, said big demonstration coming up on the 6th.
[02:11:59.139 --> 02:12:00.140]  I will see you there.
[02:12:01.421 --> 02:12:07.625]  Because he didn't even know about the demonstration we had on the 12th until it happened.
[02:12:10.680 --> 02:12:11.982]  So we had one a month ago.
[02:12:12.002 --> 02:12:13.585]  We had one a few weeks ago.
[02:12:14.186 --> 02:12:17.612]  The first one was the biggest one, probably a million people, conservatively half a million.
[02:12:18.213 --> 02:12:20.677]  The second one, a few hundred thousand, but a bunch of different groups split up.
[02:12:21.358 --> 02:12:23.622]  This one's going to be the big one to repudiate the whole system.
[02:12:25.359 --> 02:12:43.111]  And so, I began to reach all the different groups and organizations that actually had permits, the different groups, and I learned that no one was putting the money up, even though they had, these groups had the permits, for Freedom Plaza, for other areas, and also for the Ellipse in front of the White House.
[02:12:44.692 --> 02:12:47.454]  And so, I put down the first amount of money.
[02:12:48.334 --> 02:12:54.058]  We started looking around for some other donors, none came, and then magically a big donor came through and really helped, that was great.
[02:12:55.509 --> 02:12:57.870]  And the Secret Service is worried about where Trump's going to do it.
[02:12:58.351 --> 02:13:06.655]  First, they didn't want it at Freedom Plaza, then they wanted it on the Mall, then they wanted it at the Ellipse in front of the White House, but spanning out into the larger park.
[02:13:07.215 --> 02:13:08.336]  And so that's where it's going to be.
[02:13:09.056 --> 02:13:24.305]  And the president has not decided exactly when he's going to speak, but it's going to be him with his supporters on the 6th, probably at about 1230, right before all of the big debates in the Senate kick off.
[02:13:26.227 --> 02:13:27.228]  At 1 p.m.
[02:13:27.348 --> 02:13:27.688]  Eastern.
[02:13:29.969 --> 02:13:34.931]  And so, they obviously talked to the different folks that have been involved in this today.
[02:13:35.511 --> 02:13:39.613]  And I said, I'm absolutely happy to, you know, go along with whatever.
[02:13:39.853 --> 02:13:43.475]  I was just there trying to make sure the place was available and ready.
[02:13:44.555 --> 02:13:45.536]  And so now that's the case.
[02:13:45.576 --> 02:13:50.578]  But the president really thinks it's important to have people there on the 5th.
[02:13:50.758 --> 02:13:52.719]  It's almost more important than the 6th.
[02:13:53.619 --> 02:13:54.880]  Even though Trump's going to be the big draw.
[02:13:55.848 --> 02:13:59.649]  And that is going to be an event that I did partially finance.
[02:13:59.709 --> 02:14:01.350]  Another donor came through and financed.
[02:14:02.991 --> 02:14:05.892]  The event on the 5th, it's going to go from about 1 p.m.
[02:14:05.932 --> 02:14:08.112]  in the afternoon into the evening.
[02:14:09.433 --> 02:14:15.095]  And I'm going to be speaking, Roger Stone's going to be speaking, many others, but what it's really about is all of you.
[02:14:15.795 --> 02:14:23.638]  And so you need to get there Sunday, Monday, Tuesday at the latest, because Tuesday and Wednesday are the times.
[02:14:23.698 --> 02:14:23.998]  And listen,
[02:14:25.657 --> 02:14:26.978]  They've already closed some hotels.
[02:14:26.998 --> 02:14:28.899]  They've already said, oh, we don't want these Trump people here.
[02:14:28.939 --> 02:14:31.140]  The mayor's already said, oh, COVID, no one's allowed to come in.
[02:14:31.160 --> 02:14:32.521]  If you're an illegal alien, that's fine.
[02:14:32.541 --> 02:14:34.022]  If you're a criminal, it's fine.
[02:14:34.683 --> 02:14:35.923]  But citizens don't come to D.C.
[02:14:36.224 --> 02:14:38.545]  Folks, park your car wherever you want.
[02:14:38.645 --> 02:14:39.966]  Sleep on the ground wherever you want.
[02:14:40.306 --> 02:14:42.047]  Put tents up in front of the Washington Monument.
[02:14:42.467 --> 02:14:44.709]  It's time to stop complying.
[02:14:44.829 --> 02:14:46.910]  It's time for civil disobedience.
[02:14:47.530 --> 02:14:49.992]  The illegal aliens can build whatever they want.
[02:14:50.452 --> 02:14:51.333]  The homeless can put up
[02:14:52.622 --> 02:14:55.223]  Tense in front of our houses here in Austin or in Los Angeles.
[02:14:55.243 --> 02:14:56.663]  But oh, don't come to D.C.
[02:14:56.943 --> 02:15:03.105]  If you're a Trump supporter, don't come here and camp out on your own land, on public land, and saying we're not accepting the fraud that is Joe Biden.
[02:15:04.705 --> 02:15:06.846]  But there are hotels in Virginia right across the river.
[02:15:07.686 --> 02:15:10.166]  But get your hotels now or come in your RV.
[02:15:11.627 --> 02:15:16.848]  But whatever you do, they're going to start shutting the roads down in downtown D.C.
[02:15:17.928 --> 02:15:18.969]  on the 5th.
[02:15:19.749 --> 02:15:20.149]  In the morning.
[02:15:21.460 --> 02:15:22.321]  And that could change.
[02:15:22.361 --> 02:15:23.961]  It could be on the force now.
[02:15:25.342 --> 02:15:29.044]  But I want to thank you all for your support.
[02:15:29.064 --> 02:15:30.405]  I want to thank you all for your prayers.
[02:15:30.545 --> 02:15:33.286]  And I told you, we don't have a lot of extra money around here.
[02:15:34.207 --> 02:15:39.310]  But I have invested hundreds of thousands of dollars in making sure this happened.
[02:15:39.910 --> 02:15:41.551]  And I want you to know that's where your money's been going.
[02:15:42.051 --> 02:15:45.353]  And I was spending money in the next year's budget that I didn't have.
[02:15:46.041 --> 02:15:51.803]  And then a big donor came through, just like in the Bible with the widow's mite, and refilled us right at that point.
[02:15:52.564 --> 02:15:57.266]  But still, our coffers are not where they need to be, and so I want to thank you all for your support.
[02:15:58.566 --> 02:16:05.609]  I would go to infowarestore.com, where X2, the good, clean, deep-earth crystal iodine is back in stock.
[02:16:06.409 --> 02:16:07.430]  That's been sold out for months.
[02:16:08.643 --> 02:16:12.766]  We also have pollen block from specially fed quail eggs from France.
[02:16:13.266 --> 02:16:16.208]  It's a natural antihistamine and gets great results, great reviews.
[02:16:16.548 --> 02:16:19.570]  That's been sold out for eight months because the supply chain broke down.
[02:16:21.151 --> 02:16:26.274]  We also have winter sun, high quality vitamin D3 and vitamin K taken under the tongue.
[02:16:27.095 --> 02:16:28.556]  Absolutely essential for your immune system.
[02:16:29.670 --> 02:16:31.911]  For every virus and every bacteria and everything that's out there.
[02:16:31.931 --> 02:16:32.892]  It's the building blocks, the body.
[02:16:33.112 --> 02:16:34.072]  D3 is really a hormone.
[02:16:34.332 --> 02:16:34.833]  Look into it.
[02:16:35.313 --> 02:16:41.016]  That's massively discounted and in full war store.com and we're selling out very, very quickly.
[02:16:41.056 --> 02:16:43.777]  So it's going to go back to 25% off tomorrow.
[02:16:44.097 --> 02:16:45.518]  It's 50% off today.
[02:16:46.078 --> 02:16:47.659]  Also sold out for months.
[02:16:49.580 --> 02:16:58.005]  Super male vitality is made by a private label by a very famous organization in Utah that makes these super high-end
[02:16:59.468 --> 02:16:59.928]  Tinctures.
[02:17:00.689 --> 02:17:01.809]  This is cold-pressed.
[02:17:02.150 --> 02:17:03.290]  It's not an alcohol-based.
[02:17:03.590 --> 02:17:08.413]  Takes about three to four times the amount of herbs to make a bottle of this because it's not powdered.
[02:17:08.473 --> 02:17:09.394]  It's not dried.
[02:17:09.514 --> 02:17:11.095]  It's when it's alive and healthy.
[02:17:11.635 --> 02:17:18.239]  They press it like wine, concentrate it, and then condense it three different times.
[02:17:19.019 --> 02:17:22.021]  So they don't just use three to four times the amount of herbs to press it.
[02:17:22.461 --> 02:17:26.624]  They do three pressings of three different groups, and then they let it
[02:17:27.581 --> 02:17:35.425]  Or each group gets pressed three times and then they let it dry out in a vat and then they keep concentrating it on top of it.
[02:17:35.965 --> 02:17:44.309]  That's why people love it so much for stamina, libido, energy, super male vitality, powers the info war.
[02:17:44.369 --> 02:17:47.010]  It's been sold out for months, back in stock, 50% off.
[02:17:47.050 --> 02:17:49.391]  So X tube, super male vitality, 50% off.
[02:17:50.936 --> 02:17:54.080]  And then we've got all the other great products there as well.
[02:17:54.120 --> 02:17:56.703]  DNA Force Plus is amazing.
[02:17:56.803 --> 02:17:59.046]  The fluoride-free toothpaste.
[02:17:59.387 --> 02:18:02.771]  The activated charcoal that's really, really, really popular.
[02:18:03.051 --> 02:18:03.772]  That's been sold out.
[02:18:03.812 --> 02:18:04.633]  That's back in stock.
[02:18:05.014 --> 02:18:05.815]  InfoWarsTore.com.
[02:18:07.594 --> 02:18:11.516]  And a lot of people are like, Jones, man, the system is really pissed at you stepping up like this.
[02:18:11.536 --> 02:18:12.417]  They're going to come after you more.
[02:18:12.697 --> 02:18:14.278]  They're coming after everybody.
[02:18:14.358 --> 02:18:18.460]  And I just can't get in a ditch and put my head between my legs and kiss my ass goodbye.
[02:18:19.060 --> 02:18:22.362]  I'm not going down without a full exposure of the globalists.
[02:18:22.682 --> 02:18:27.064]  They're doing all these lockdowns and all this election theft because they're weak, not because they're strong.
[02:18:27.464 --> 02:18:29.926]  And people need to stop bowing to the mouse that roars.
[02:18:30.990 --> 02:18:33.071]  So I know as an audience, you know that you've stood with us.
[02:18:33.091 --> 02:18:33.692]  We've stood with you.
[02:18:33.752 --> 02:18:34.212]  We love you.
[02:18:34.552 --> 02:18:36.213]  We appreciate you and you finance this.
[02:18:36.614 --> 02:18:38.795]  And so you better believe I've committed to you.
[02:18:39.175 --> 02:18:39.515]  I'll give you 110%.
[02:18:39.816 --> 02:18:42.717]  I may stumble sometimes, but I'll never give in.
[02:18:43.378 --> 02:18:44.118]  I'll never give up.
[02:18:44.278 --> 02:18:46.900]  I could give out, but that's all in God's hands.
[02:18:46.940 --> 02:18:52.043]  So please pray for my stamina and my focus and please pray for America and the world to awaken.
[02:18:52.063 --> 02:18:53.124]  Please pray for President Trump.
[02:18:54.175 --> 02:19:01.819]  Please pray for my great crew and the amazing job that they are doing, and we will just all continue to fight together.
[02:19:01.859 --> 02:19:06.382]  But I gotta tell you, I don't care how you get to D.C.
[02:19:06.702 --> 02:19:09.604]  The first event had probably a million people, the next a few hundred thousand.
[02:19:09.644 --> 02:19:13.906]  It wasn't because a couple hundred antifa in the dead of night beat up a few people in parking garages.
[02:19:14.907 --> 02:19:16.888]  They think they scared people off from the second event.
[02:19:17.967 --> 02:19:18.187]  No.
[02:19:18.787 --> 02:19:19.988]  They do that though to try to scare people.
[02:19:20.028 --> 02:19:20.628]  It doesn't work.
[02:19:20.968 --> 02:19:22.629]  We're going to be even bigger this time.
[02:19:22.649 --> 02:19:24.149]  So don't let anything worry you.
[02:19:24.169 --> 02:19:25.269]  Don't let the crowds worry you.
[02:19:25.610 --> 02:19:26.350]  You come there.
[02:19:26.490 --> 02:19:27.090]  You be there.
[02:19:27.450 --> 02:19:29.051]  You let them know they're not going to steal your vote.
[02:19:29.351 --> 02:19:30.631]  The 5th and the 6th.
[02:19:30.671 --> 02:19:32.332]  But the 5th is critical.
[02:19:32.732 --> 02:19:34.112]  The 5th is critical.
[02:19:34.152 --> 02:19:37.954]  We need a giant mass there on the 5th into the 6th.
[02:19:38.994 --> 02:19:40.355]  They try to steal it, continue on.
[02:19:40.575 --> 02:19:41.736]  We're coming back on the 20th.
[02:19:41.816 --> 02:19:42.997]  This is a fight.
[02:19:43.337 --> 02:19:47.861]  Just like you see in Egypt or Romania or wherever, when a government's not legitimate, everybody hits the streets.
[02:19:47.881 --> 02:19:52.844]  Well, this election isn't legitimate, and we've only begun to fight and expose these monsters, and we'll never back down.
[02:19:53.064 --> 02:19:53.885]  We'll never surrender.
[02:19:53.925 --> 02:19:58.348]  And one way or another, politically, lawfully, and legally, Joe Biden will be removed.
[02:19:58.569 --> 02:19:59.889]  He is a Chi-Com traitor.
[02:20:00.310 --> 02:20:00.750]  Stay with us.
[02:20:00.770 --> 02:20:01.871]  Sean Rappaport's about to take over.
[02:20:02.531 --> 02:20:03.232]  Okay, folks.
[02:20:04.053 --> 02:20:07.275]  Hello again from the bunker.
[02:20:09.531 --> 02:20:16.234]  Let's start off with the fake mutation story, because that's what has everybody all agog.
[02:20:17.355 --> 02:20:34.742]  This is obviously just a piece of drooling fiction designed to perpetuate the lockdowns, to enforce more vaccinations so that they can say, well, we need 16 vaccinations, different ones instead of one, because it keeps mutating.
[02:20:34.822 --> 02:20:38.184]  So everybody like the flu vaccine is going to have to get it every year.
[02:20:38.993 --> 02:20:40.334]  Or even every six months.
[02:20:42.056 --> 02:20:44.177]  They have no idea what they're talking about.
[02:20:44.778 --> 02:20:49.842]  Even within their own crime syndicate, they're sending mixed messages.
[02:20:50.703 --> 02:20:52.424]  They're a complete total mess.
[02:20:53.105 --> 02:20:59.530]  There is no mutation strain, a new mutation strain, et cetera, et cetera.
[02:21:00.090 --> 02:21:06.856]  It's just a prop job that was designed to occur now as the vaccine is being released.
[02:21:07.799 --> 02:21:18.327]  To perpetuate them saying, well, you see, we're not even sure if after you get the vaccine that that's going to stop you from transmitting the virus.
[02:21:19.488 --> 02:21:26.053]  And you'll be partially protected, but you have to keep wearing the masks and we have to keep locking you down.
[02:21:26.814 --> 02:21:30.076]  And businesses, more businesses will be destroyed.
[02:21:30.657 --> 02:21:33.779]  And it's just going to go on and on and on and on and on.
[02:21:36.772 --> 02:21:37.773]  That's what they're saying.
[02:21:39.094 --> 02:21:44.697]  Through every possible orifice that they can grab of government and major media.
[02:21:46.018 --> 02:21:50.501]  How can there be a new strain when they have no evidence there was an old strain?
[02:21:52.343 --> 02:21:55.505]  That's the real story in case anybody's interested.
[02:21:59.508 --> 02:22:02.369]  And I've described that story many times here on the show.
[02:22:04.811 --> 02:22:05.712]  The documents
[02:22:07.062 --> 02:22:21.214]  That are original documents with both the CDC and the so-called Drosten Group in Europe, in which they were putting together the PCR tests for the virus, and they readily admitted that they did not have the virus.
[02:22:21.234 --> 02:22:29.401]  You know, we're going to make a test for the virus, and this is going to be a really good test, and there's only one problem.
[02:22:29.421 --> 02:22:30.542]  We don't have the virus.
[02:22:31.821 --> 02:22:39.106]  We don't have the virus because we can't get the virus because nobody has the virus because everybody's concocting stories about the virus.
[02:22:39.766 --> 02:22:41.127]  They don't actually have it.
[02:22:42.868 --> 02:22:45.190]  It's never been proven to exist.
[02:22:47.131 --> 02:22:51.034]  So when they talk about a mutating strain, a mutating strain of what?
[02:22:52.435 --> 02:22:54.936]  A mutating strain of the story.
[02:22:55.937 --> 02:22:57.278]  That's what they're actually talking
[02:22:58.354 --> 02:23:27.545]  So we're broadcasting today a new mutated strain of the fiction that we began with a year ago when we reported on what was supposedly happening in Wuhan, where, by the way, everybody is celebrating night and day now, having a marvelous time, partying, everything is fabulous, the economy is wide open, and the Chinese are just laughing at the West for buying the fiction, the original fiction,
[02:23:28.223 --> 02:23:29.304]  about the virus.
[02:23:31.445 --> 02:23:32.925]  That was the operation.
[02:23:33.646 --> 02:23:36.247]  That was the covert op, and it still is.
[02:23:37.367 --> 02:23:46.252]  It was the exporting of a story about a lockdown model to the West that Bill Gates was prepared to trumpet.
[02:23:46.912 --> 02:23:51.114]  So was the CDC and the World Health Organization, and that led to all the lockdowns.
[02:23:51.954 --> 02:23:55.536]  So in case there's anybody still out there who really thinks
[02:23:56.929 --> 02:24:01.370]  That the introduction of the vaccine is somehow going to mitigate these lockdowns.
[02:24:02.050 --> 02:24:07.372]  You can now see that that was a pipe dream and a complete fake idea.
[02:24:08.492 --> 02:24:10.352]  Nothing could be further from the truth.
[02:24:11.473 --> 02:24:13.813]  The new normal is meant to be permanent.
[02:24:15.634 --> 02:24:20.235]  And of course, here come these people at the UN and the World Health Organization.
[02:24:21.152 --> 02:24:34.918]  And the CDC and the Coronavirus Task Force, all the little Fauci's, etc, etc, talking about extending lockdowns as if, you know, it's just kind of an irritation.
[02:24:34.998 --> 02:24:36.839]  It's not really a serious problem.
[02:24:37.459 --> 02:24:40.040]  It's not as if we're destroying nations.
[02:24:40.140 --> 02:24:41.001]  Certainly not.
[02:24:42.041 --> 02:24:42.301]  No?
[02:24:43.302 --> 02:24:43.642]  Really?
[02:24:43.662 --> 02:24:47.683]  Their paychecks are secure.
[02:24:47.783 --> 02:24:49.004]  Their money is secure.
[02:24:49.810 --> 02:24:52.272]  It's only everybody else's that's disappearing.
[02:24:55.135 --> 02:24:56.036]  I mean, come on!
[02:24:57.697 --> 02:24:58.218]  Wake up!
[02:24:58.778 --> 02:25:00.780]  Understand what's really going on here.
[02:25:02.081 --> 02:25:04.844]  This is the ramping up of the lockdowns.
[02:25:05.645 --> 02:25:11.470]  This is the perpetuation and acceleration of more lockdowns that you're seeing.
[02:25:11.490 --> 02:25:15.614]  You're seeing in California, you're seeing in New York, you're seeing in other places.
[02:25:16.283 --> 02:25:23.469]  The attempt to do this in Austin now, leading to a firefight between the mayor of Austin and the governor of Texas.
[02:25:24.510 --> 02:25:38.802]  This is all part of the plan to step up the lockdowns, to make them more serious, more destructive, so that businesses that were on the edge of bankruptcy
[02:25:39.460 --> 02:25:55.715]  But thinking of opening and now trying to open, can't open, shut down one more time and now hundreds of thousands of more of these businesses go begging and just enter into total ruins, ashes, destruction.
[02:25:58.478 --> 02:26:03.122]  So only the insane would believe
[02:26:04.648 --> 02:26:11.411]  That the new level of lockdowns is simply an irritation that we have to learn to live with.
[02:26:12.472 --> 02:26:12.732]  No!
[02:26:13.292 --> 02:26:16.634]  It's the complete and utter destruction of the global economy.
[02:26:17.354 --> 02:26:34.043]  It's bringing to a halt the production engine of the planet as the gateway to force everybody into brave new technocratic world of utter wall-to-wall surveillance
[02:26:34.631 --> 02:26:40.534]  Social credit score, currency reset, everybody on the dole, the public dole.
[02:26:42.034 --> 02:26:49.838]  You receive checks that may or may not enable you to survive barely by a hair.
[02:26:51.659 --> 02:27:00.503]  But even if you do, this money, this new money, is meant to control your behavior because if you don't obey and do everything,
[02:27:01.334 --> 02:27:18.065]  That the authorities tell you to do, that the brutal police tell you to do, not only are you going to be isolated and locked down, but your payments are going to be reduced as minimal as they already are, or they'll be wiped out altogether.
[02:27:19.867 --> 02:27:21.868]  That's the reality that is here.
[02:27:23.069 --> 02:27:27.872]  That's the reality that we're seeing taking more solid shape every day.
[02:27:28.713 --> 02:27:30.594]  That's what is actually going on.
[02:27:33.095 --> 02:27:53.686]  And so the mutating strain friggin baloney is just one more pillar being put in place to destroy civilization, to destroy populations, to destroy people, humans, to bring them to their knees.
[02:27:55.888 --> 02:27:58.389]  And there are answers and there are solutions.
[02:27:58.874 --> 02:28:08.037]  But people have to be ready to do something about those solutions and not just say, well, that's not going to work because no, that's not acceptable anymore.
[02:28:08.077 --> 02:28:11.539]  That's not going to work because you've got to consider this and that.
[02:28:11.639 --> 02:28:13.820]  No, no, absolutely not.
[02:28:14.840 --> 02:28:16.040]  You know, that's a bunch of crap.
[02:28:16.661 --> 02:28:21.442]  There's got to be answers and there are and people have to do something about them.
[02:28:22.483 --> 02:28:23.743]  Stay with us on the other side.
[02:28:23.783 --> 02:28:24.403]  We'll be back.
[02:28:25.104 --> 02:28:25.844]  OK, we're back.
[02:28:26.795 --> 02:28:28.697]  So let's talk about a few solutions.
[02:28:29.377 --> 02:28:33.941]  Let's talk about religious leaders, lawyers, business, small business owners.
[02:28:34.601 --> 02:28:36.322]  And let's start with the religious leaders.
[02:28:36.342 --> 02:28:38.324]  I've talked about this before on the show.
[02:28:39.785 --> 02:28:41.286]  But I want to take it further now.
[02:28:43.248 --> 02:28:45.990]  We have in this country separation of church and state.
[02:28:46.650 --> 02:28:47.851]  That's not an accident.
[02:28:47.911 --> 02:28:50.153]  That was not something that was just an afterthought.
[02:28:50.854 --> 02:28:53.896]  That was serious and it still is serious.
[02:28:55.529 --> 02:29:10.141]  Religious leaders, by whom I mean anybody that has a congregation, a church, a temple, whatever, that has already organization, audience, congregation, members.
[02:29:12.824 --> 02:29:16.967]  They know that their ultimate authority is from God.
[02:29:17.688 --> 02:29:20.810]  That is where they go for ultimate authority.
[02:29:20.850 --> 02:29:22.312]  That's why they have a church.
[02:29:22.832 --> 02:29:24.013]  That's what it's all about.
[02:29:25.490 --> 02:29:41.918]  And are we really to believe that these religious leaders think that their God or their text, their fundamental text, wants lockdowns?
[02:29:42.879 --> 02:29:47.841]  Wants to destroy the right to earn a living as if God is dictating that?
[02:29:48.421 --> 02:29:53.484]  Or is God saying something else about freedom?
[02:29:55.046 --> 02:30:11.411]  About where ultimate loyalty lies, and these religious leaders have to not only say where ultimate loyalty lies to God and not to the state, but it's time to tell their congregations to rebel.
[02:30:12.852 --> 02:30:24.055]  To rebel against the state dictates the destruction of human life, the destruction of the ability to earn a living, the destruction of money,
[02:30:24.582 --> 02:30:39.473]  The destruction of property, the destruction of freedom, all that's going on now, being against God and therefore the right to rebel against the state.
[02:30:41.595 --> 02:30:53.944]  Not only through protests, but in the most fundamental way possible, which is by opening up the economy every which way you can.
[02:30:55.658 --> 02:30:58.019]  I've talked about this several times on the show.
[02:31:00.199 --> 02:31:15.702]  This is the sacred duty of religious leaders in this country and all over the world to tell their congregations to rebel because their highest duty is to God and not to the state.
[02:31:16.342 --> 02:31:22.544]  That has to be clarified and driven home over and over again.
[02:31:23.344 --> 02:31:24.524]  Why are we a church?
[02:31:25.194 --> 02:31:26.415]  Why do we congregate?
[02:31:26.555 --> 02:31:29.557]  Why do we come here in this house of worship?
[02:31:30.177 --> 02:31:35.461]  The rebellion isn't just about the ability to gather and to worship together.
[02:31:37.582 --> 02:31:41.725]  There are churches that have defied the lockdowns on that basis.
[02:31:42.185 --> 02:31:42.565]  Fine.
[02:31:43.006 --> 02:31:44.406]  That's just the beginning of it.
[02:31:44.747 --> 02:31:53.692]  That's not time to sit back and smugly say, well, we have services and they're every Sunday and the people don't wear masks and so everything is peachy keen.
[02:31:53.752 --> 02:31:54.413]  No, it isn't.
[02:31:55.518 --> 02:31:56.299]  No it isn't!
[02:31:57.499 --> 02:32:07.206]  Where is the deeper doctrine and the deeper and higher doctrine of God as opposed to the state?
[02:32:09.428 --> 02:32:11.429]  Where is the understanding of that?
[02:32:12.230 --> 02:32:23.278]  So to say to the congregations, you must rebel in every way possible to reopen
[02:32:24.048 --> 02:32:29.912]  The world to reopen your lives, not just here on Sunday, but everywhere.
[02:32:31.553 --> 02:32:38.217]  To defy the dictates of the state against God.
[02:32:41.519 --> 02:32:43.801]  There was a time when this would have been obvious.
[02:32:44.781 --> 02:32:46.322]  Nobody would say, what is he saying?
[02:32:46.542 --> 02:32:50.625]  Oh, there was a time in every early religion.
[02:32:51.909 --> 02:33:01.811]  Where this would have been obvious, and it was obvious, and that's how these religions survived against the state of their day.
[02:33:01.831 --> 02:33:08.713]  I was recently reading some early history of Christianity under the Roman Empire.
[02:33:08.733 --> 02:33:20.116]  An estimate of two million Christians killed, not just persecuted, but killed for their faith, for their
[02:33:21.380 --> 02:33:22.961]  Duty to God.
[02:33:26.044 --> 02:33:27.565]  So now is that?
[02:33:28.066 --> 02:33:29.627]  Oh, well, that's completely outmoded.
[02:33:29.647 --> 02:33:30.568]  We don't believe in that.
[02:33:30.608 --> 02:33:31.408]  That's ridiculous.
[02:33:31.469 --> 02:33:33.690]  Nobody would ever go to that lengths anymore.
[02:33:33.710 --> 02:33:35.392]  Really?
[02:33:37.153 --> 02:33:37.534]  Why not?
[02:33:39.695 --> 02:33:40.856]  What is God saying?
[02:33:42.298 --> 02:33:43.238]  What is God written?
[02:33:46.421 --> 02:33:49.544]  Why are religious leaders backing away
[02:33:50.686 --> 02:33:53.368]  from saying what is their truth?
[02:33:55.790 --> 02:34:06.819]  Why aren't they saying the command is for all the congregation to rebel on behalf of God against the state?
[02:34:07.860 --> 02:34:12.404]  Not just to have Sunday services, okay?
[02:34:13.064 --> 02:34:16.527]  Not just to be able to gather and pray
[02:34:17.932 --> 02:34:23.674]  Religion is more than Sunday service and gathering to pray.
[02:34:25.434 --> 02:34:27.114]  It was always more than that.
[02:34:27.975 --> 02:34:30.035]  Always a lot more than that.
[02:34:32.536 --> 02:34:47.320]  And as I said the last time I brought this issue up on the show, if the religious leaders, the heads of these congregations, can't bring themselves
[02:34:48.140 --> 02:34:58.544]  to tell their membership that their duty is to rebel against the state, then these leaders should confess that and step down.
[02:35:01.124 --> 02:35:01.685]  Step down.
[02:35:03.605 --> 02:35:04.225]  Move away.
[02:35:05.666 --> 02:35:11.388]  During a service, just say to their congregations, I don't have the courage for this.
[02:35:12.868 --> 02:35:14.649]  I don't have the courage to go
[02:35:15.307 --> 02:35:20.031]  To the length to which I'm supposed to go on behalf of God.
[02:35:21.071 --> 02:35:21.952]  I confess it.
[02:35:23.213 --> 02:35:26.896]  And therefore, I'm stepping down from my position as your leader.
[02:35:27.616 --> 02:35:32.080]  And I'm asking right now here amongst you.
[02:35:33.421 --> 02:35:36.043]  Who is brave enough to take over?
[02:35:37.664 --> 02:35:38.645]  And go all the way.
[02:35:41.227 --> 02:35:44.169]  And if there isn't anybody, that church is done.
[02:35:45.839 --> 02:35:49.702]  If there is, that person takes charge.
[02:35:53.125 --> 02:35:54.626]  It's pretty simple, really.
[02:35:58.529 --> 02:35:59.590]  What is a religion?
[02:36:00.171 --> 02:36:01.612]  What is religious duty?
[02:36:02.072 --> 02:36:10.960]  What is the limit to which a member of a religious congregation is supposed to go?
[02:36:13.362 --> 02:36:14.763]  These are the fundamentals.
[02:36:15.925 --> 02:36:21.987]  This is not just reading and study and learning and worshipping on Sunday and praying.
[02:36:22.007 --> 02:36:38.372]  I mean, if a religion, and we're going back thousands of years in the history of some religion, if these religions, if that's all they were, do you think they would have somehow survived until today?
[02:36:38.992 --> 02:36:45.574]  If they were never about anything more than those superficial realities, do you think, really, they would have survived?
[02:36:46.283 --> 02:36:51.727]  I'm not talking about the buildings and the businesses of the churches.
[02:36:51.767 --> 02:36:55.609]  I'm talking about the memberships, the devotion.
[02:37:00.693 --> 02:37:01.713]  Isn't this obvious?
[02:37:04.655 --> 02:37:06.516]  We're in a titanic struggle here.
[02:37:09.498 --> 02:37:13.361]  It's a test of faith and courage on many levels and many dimensions.
[02:37:18.416 --> 02:37:33.741]  And people have to be awakened to what is happening to us and therefore how far they should be willing to go to defy tyranny.
[02:37:36.061 --> 02:37:45.344]  That's a test of faith that everybody, all of us, faces on some level every day in every way.
[02:37:47.733 --> 02:37:49.614]  It's not just an occasional question.
[02:37:49.694 --> 02:37:53.176]  I don't care who you are, where you are, what you are.
[02:37:53.856 --> 02:38:01.960]  On some level of your consciousness, you're dealing with that question of the test of your own faith and courage every day.
[02:38:01.980 --> 02:38:07.583]  Okay, I want to talk about a couple of other groups here besides the religious leaders.
[02:38:08.523 --> 02:38:16.327]  Let's take a look at the lawyers, especially the constitutional lawyers of which we have in this country untold thousands.
[02:38:17.358 --> 02:38:19.979]  And all over the world, the same.
[02:38:22.540 --> 02:38:26.461]  Now, I've met some very good lawyers.
[02:38:27.601 --> 02:38:29.182]  I've met a few great lawyers.
[02:38:30.242 --> 02:38:36.144]  And I've seen a whole lot of lawyers that I wouldn't go near with a 10-foot pole.
[02:38:40.105 --> 02:38:47.107]  But there are enough good lawyers to be filing right now in the US alone.
[02:38:48.357 --> 02:38:53.681]  Literally, thousands of cases in states against the lockdowns.
[02:38:56.143 --> 02:39:10.593]  And again, what I mean by defying the state, rebelling against the state, is primarily, aside from protests, is finding ways to reopen the economy every which way we can.
[02:39:12.134 --> 02:39:15.016]  To go back to life, to go back to freedom, to go back to
