[00:00:06.511 --> 00:00:07.611]  It's game time.
[02:52:54.965 --> 02:52:55.946]  Tune in.
[02:52:55.946 --> 02:53:02.948]  When you share that 2020ElectionCenter.com link, or that Infowars.com forward slash show link, that changes the world.
[02:53:02.948 --> 02:53:05.628]  That's why big media said, oh, Infowars is evil.
[02:53:05.628 --> 02:53:06.409]  Don't share it.
[02:53:06.409 --> 02:53:07.109]  Don't believe it.
[02:53:07.109 --> 02:53:09.990]  Don't look into it.
[02:53:09.990 --> 02:53:12.050]  Because we're dead on.
[02:53:12.050 --> 02:53:13.171]  And that's why they're panicking.
[02:53:13.171 --> 02:53:13.551]  That's why.
[02:53:15.998 --> 02:53:16.739]  They're doing what they're doing.
[02:53:16.739 --> 02:53:19.521]  And I know for the average listener, you know it.
[02:53:19.521 --> 02:53:22.904]  Long-time listeners know all this better than I do.
[02:53:22.904 --> 02:53:26.547]  I just cannot state to you enough how important it is.
[02:53:26.547 --> 02:53:31.912]  You realize the historical point all of us are in right now.
[02:53:31.912 --> 02:53:34.474]  And how they are betting against humanity.
[02:53:34.474 --> 02:53:35.715]  They have bet against God.
[02:53:35.715 --> 02:53:37.277]  They have bet against decency.
[02:53:37.277 --> 02:53:38.898]  They have bet against your common sense.
[02:53:38.898 --> 02:53:40.680]  They have bet against your word of mouth.
[02:53:40.680 --> 02:53:43.162]  They have bet they can do all these horrible things
[02:53:45.270 --> 02:53:48.571]  And that you're so weak, you're going to go along with it.
[02:53:48.571 --> 02:53:51.571]  Well, yeah, some of the public's weak and in a zombie state.
[02:53:51.571 --> 02:53:52.451]  They're never going to wake up.
[02:53:52.451 --> 02:53:53.712]  But that's not us.
[02:53:53.712 --> 02:53:54.572]  You are awake.
[02:53:54.572 --> 02:53:55.472]  You are engaged.
[02:53:55.472 --> 02:53:56.792]  You are doing incredible things.
[02:53:56.792 --> 02:53:57.933]  So, know this.
[02:53:57.933 --> 02:54:01.733]  You've done an amazing job up until now.
[02:54:01.733 --> 02:54:04.554]  But now, we're down to the final half mile.
[02:54:04.554 --> 02:54:07.254]  You've already marched 20 miles.
[02:54:07.254 --> 02:54:09.355]  We're down to the last few minutes, the last round of the fight.
[02:54:10.481 --> 02:54:14.764]  And this is a big, big deal for humanity and the whole future, everything.
[02:54:14.764 --> 02:54:23.890]  So now, bigger than buying the products, as big as praying for us, is simply your word of mouth is King Daddy.
[02:54:25.999 --> 02:54:31.162]  On your Twitter, on your Facebook, on your YouTube, on your instant message, privately, person to person.
[02:54:31.162 --> 02:54:32.683]  Hey, here's a link.
[02:54:32.683 --> 02:54:33.603]  They don't want you to see it.
[02:54:33.603 --> 02:54:34.243]  Check it out.
[02:54:34.243 --> 02:54:36.345]  Infowars.com.
[02:54:36.345 --> 02:54:39.246]  Learn about the mRNA vaccine.
[02:54:39.246 --> 02:54:41.367]  Learn about 5G and cancer.
[02:54:41.367 --> 02:54:43.608]  Learn about GMO.
[02:54:43.608 --> 02:54:46.290]  Learn about all this evil and decide not to comply.
[02:54:48.462 --> 02:54:51.686]  And if all of us do something now, we're going to be able to turn the tide.
[02:54:51.686 --> 02:54:52.888]  If not, it's going to get really bad.
[02:54:52.888 --> 02:54:54.309]  You'll still stand up.
[02:54:54.309 --> 02:54:58.254]  Churchill said there's a time you can stand up and have a great chance of winning.
[02:54:58.254 --> 02:55:00.457]  The chance you can stand up later, we have a bad chance.
[02:55:00.457 --> 02:55:05.904]  Sometimes you stand up because there's no chance, but it's better to die on your feet than live on your knees as a slave.
[02:55:07.807 --> 02:55:10.368]  So Jay Dyer is a great researcher and author.
[02:55:10.368 --> 02:55:12.649]  He's taking over on the other side of this quick break.
[02:55:12.649 --> 02:55:14.110]  And Owen Schroyer with The War Room.
[02:55:14.110 --> 02:55:21.954]  And then tonight, we have another great edition with Deanna Lorraine with the election countdown, 7 to 9 p.m.
[02:55:21.954 --> 02:55:25.156]  And again, the only way that dog hunts is you tell folks about it.
[02:55:25.156 --> 02:55:29.078]  You tell them, hey, here's the forbidden information you're not supposed to see.
[02:55:29.078 --> 02:55:30.298]  I want to salute this great crew.
[02:55:30.298 --> 02:55:31.279]  I want to thank my family.
[02:55:31.279 --> 02:55:35.401]  I want to thank our sponsors and affiliates and stations for keeping us in attack formation.
[02:55:36.341 --> 02:55:38.922]  I'm Alex Jones from 2020AlexisCenter.com.
[02:55:38.922 --> 02:55:42.363]  Thanking you all.
[02:55:42.363 --> 02:55:59.249]  And perhaps, most cruelly of all, if Donald Trump has his way, the complications from COVID-19, which are well beyond what they should be, it's estimated that 200 million people have died.
[02:55:59.249 --> 02:56:04.131]  200 million people have died, probably by the time I finish this talk.
[02:56:04.713 --> 02:56:16.444]  Right after Joe Biden made that statement that more than 60% of America has died from COVID-19, when it's not even 200,000 in reality, he went on to say 6 million have lung scarring and heart damage.
[02:56:16.444 --> 02:56:17.525]  It's all made up.
[02:56:17.525 --> 02:56:18.366]  But you know where he got it?
[02:56:18.366 --> 02:56:21.048]  The mainstream media that continues to actually say things like that.
[02:56:24.804 --> 02:56:26.885]  I've been standing in line for this.
[02:56:26.885 --> 02:56:28.466]  There's always room in life for this.
[02:56:58.331 --> 02:57:00.212]  Welcome back to the Alex Jones Show.
[02:57:00.212 --> 02:57:03.234]  I'm your fill-in guest host for this last hour.
[02:57:03.234 --> 02:57:06.215]  My name is Jay Dyer of Jay's Analysis.
[02:57:06.215 --> 02:57:16.440]  I'm the author of Esoteric Hollywood 1 and 2, where I cover film symbolism, Hollywood mind control, all of that in-depth.
[02:57:16.440 --> 02:57:18.701]  You heard Mark Dice earlier.
[02:57:18.701 --> 02:57:21.623]  If you like Mark Dice, you would definitely like my book as well.
[02:57:22.585 --> 02:57:28.714]  Today I want to talk about the breakdown of the whole Ukraine-Russiagate narrative.
[02:57:28.714 --> 02:57:29.596]  It's all collapsed.
[02:57:29.596 --> 02:57:31.799]  Now, we know it collapsed a long time ago.
[02:57:31.799 --> 02:57:35.886]  In fact, it's had maybe five or ten collapses in the last four years.
[02:57:36.815 --> 02:57:40.956]  But in order to understand this, we should look a little bit at history.
[02:57:40.956 --> 02:57:43.836]  We should look at the history of the Ukraine.
[02:57:43.836 --> 02:57:46.037]  This is a big piece of the puzzle.
[02:57:46.037 --> 02:57:48.457]  As you've noticed, this came up in the debate, right?
[02:57:48.457 --> 02:57:54.678]  If you remember, Trump said to Biden, we have you on tape, I have you on tape, right?
[02:57:54.678 --> 02:57:56.399]  And this shook Biden, right?
[02:57:56.399 --> 02:58:03.380]  Biden was visibly shook by Trump's statements about the Burisma deal and all of that.
[02:58:04.159 --> 02:58:06.462]  And there's a bigger picture that we want to look at.
[02:58:06.462 --> 02:58:10.527]  So let's zoom out a little bit and let's think about the great game.
[02:58:10.527 --> 02:58:14.672]  This is the historic battle right between Russia and the West.
[02:58:15.876 --> 02:58:23.401]  This is the context, even for today, even after the Cold War, we're kind of seeing this replay of the great game.
[02:58:23.401 --> 02:58:34.728]  And if we understand that, it'll help us understand the big picture of what's going on with even the Trump election and why they concocted this whole Russiagate narrative.
[02:58:34.728 --> 02:58:40.672]  And in fact, if you've been paying attention to the news this week, there was a huge reveal in terms of the
[02:58:42.143 --> 02:59:05.366]  Memo from the DNI that dealt with what was actually going on with the CIA And the Russiagate hoax, but we'll get into that here in a little bit if you think about the time of World War two there was a move even by Hitler to Remove Ukraine from the influence of Russia Ukraine has typically historically been in the sphere of
[02:59:05.979 --> 02:59:06.139]  I think?
[02:59:28.743 --> 02:59:34.210]  It still has that same motivation and that was a big piece of the puzzle for why the U.S.
[02:59:34.210 --> 02:59:40.878]  wanted to remove Ukraine from Russian influence.
[02:59:40.878 --> 02:59:46.885]  One of the things I want to direct your attention to in that regard is everybody, hopefully if you've listened to this show for a long time, to Alex,
[02:59:47.598 --> 02:59:50.659]  You know, he's covered color revolutions for a long time.
[02:59:50.659 --> 03:00:01.444]  You know, he's talked about the influence of different NGOs, the Otpor movement, the different color revolutions like Rose, like Orange Revolution, right?
[03:00:01.444 --> 03:00:13.368]  This was the specific funding and methodology that went into the Ukraine many, many years prior to what happened in 2013 when there was the Ukraine split.
[03:00:13.368 --> 03:00:17.090]  This was done by a model of regime change coup revolution
[03:00:17.813 --> 03:00:24.618]  That follows a pattern of what is called democratic change, right?
[03:00:24.618 --> 03:00:34.724]  So this is like Gene Sharp, different theorists who came up with this idea to remove existing power structures through, quote, nonviolent means.
[03:00:34.724 --> 03:00:38.066]  But what this really means is decades of agitation.
[03:00:38.066 --> 03:00:44.871]  So you go into these different countries and you set up these kind of humanitarian, so-called human rights groups.
[03:00:45.492 --> 03:00:55.323]  And then you agitate through universities, through brainwashing for many decades, and then you get the breaking point where usually there's some sort of triggering event.
[03:00:56.116 --> 03:01:17.524]  They'll have operatives in place to engage in an assassination, a sniping, you know, try to provoke the existing government to react so that the media is then ready to broadcast to the whole world this, you know, sarin attack, this gas attack, chlorine attack, whatever different kind of, you know, the brutality of the regime and this kind of stuff.
[03:01:17.524 --> 03:01:24.627]  That's all pre-planned and coordinated with the NGO operation that's running the color revolution.
[03:01:25.709 --> 03:01:30.278]  And it's very easy to look into these, because they're all kind of color-coded and branded.
[03:01:30.278 --> 03:01:33.644]  So they make use of propaganda and branding.
[03:01:33.644 --> 03:01:34.986]  Things like the fist.
[03:01:34.986 --> 03:01:36.830]  This was the original Otpor logo.
[03:01:38.052 --> 03:01:40.934]  When the first color revolution happened back in the 80s.
[03:01:40.934 --> 03:01:47.058]  And if you notice that that first odd poor fist is the exact same fist that's used by Black Lives Matter.
[03:01:47.058 --> 03:01:56.325]  And this is why even Tucker Carlson has done some really good reports lately on the fact that America seems to be undergoing a very similar type of color revolution.
[03:01:56.325 --> 03:01:57.585]  Now, why would that be?
[03:01:57.585 --> 03:02:05.591]  Well, the reason for that is because the same people who were running these color revolutions back in the 80s, this sort of left minded
[03:02:06.813 --> 03:02:20.082]  There were rules and there was no freedom of choice.
[03:02:20.082 --> 03:02:21.884]  They broke the rules.
[03:02:21.884 --> 03:02:24.205]  I was there like you were and they were distanced.
[03:02:24.205 --> 03:02:26.447]  Those chairs were not close together.
[03:02:26.447 --> 03:02:31.531]  Chris, the way you're starting to harangue me now actually reminds me of what you did to the president during that debate on Tuesday night.
[03:02:31.531 --> 03:02:32.671]  Oh yeah, I harangued him.
[03:02:33.632 --> 03:02:37.575]  No, and then he had to debate not just Joe Biden, but you as well.
[03:02:37.575 --> 03:02:39.457]  You were not a neutral moderator then.
[03:02:39.457 --> 03:02:40.598]  I don't mind tough questions.
[03:02:40.598 --> 03:02:47.123]  I welcome reasonably tough questions, but what I don't think is okay is for you to become the effective opposition to the president, okay?
[03:02:47.123 --> 03:02:49.465]  And everyone there was tested in the crowd.
[03:02:49.465 --> 03:02:50.986]  They were distanced from each other.
[03:02:50.986 --> 03:02:54.889]  People can make reasonable decisions for themselves.
[03:02:54.889 --> 03:02:56.190]  No, actually they can't.
[03:02:56.190 --> 03:02:59.513]  Keep on praying for our president and our first lady, America.
[03:02:59.513 --> 03:03:01.154]  We aren't out of the woods yet.
[03:03:01.154 --> 03:03:01.895]  I have to be back.
[03:03:03.001 --> 03:03:06.342]  Because we still have to make America great again.
[03:03:06.342 --> 03:03:08.703]  We've done an awfully good job of that.
[03:03:08.703 --> 03:03:18.747]  If you look at the therapeutics, which I'm taking right now, some of them and others are coming out soon that are looking like, frankly, they're miracles.
[03:03:18.747 --> 03:03:20.608]  If you want to know the truth, they're miracles.
[03:03:20.608 --> 03:03:22.809]  People criticize me when I say that.
[03:03:22.809 --> 03:03:27.891]  But we have things happening that look like they're miracles coming down from God.
[03:03:27.891 --> 03:03:30.912]  So I just want to tell you that I'm starting to feel
[03:03:31.670 --> 03:03:32.571]  Good.
[03:03:32.571 --> 03:03:33.471]  This is America.
[03:03:33.471 --> 03:03:34.893]  This is the United States.
[03:03:34.893 --> 03:03:36.554]  This is the greatest country in the world.
[03:03:36.554 --> 03:03:38.395]  This is the most powerful country in the world.
[03:03:38.395 --> 03:03:46.321]  I can't be locked up in a room upstairs and totally safe and just say, hey, whatever happens, happens.
[03:03:46.321 --> 03:03:47.963]  I can't do that.
[03:03:47.963 --> 03:03:49.484]  We have to confront problems.
[03:03:49.484 --> 03:03:51.505]  As a leader, you have to confront problems.
[03:03:51.505 --> 03:03:55.408]  There's never been a great leader that would have done that.
[03:03:55.408 --> 03:03:56.889]  I'm doing well.
[03:03:56.889 --> 03:03:58.571]  I want to thank everybody.
[03:03:58.571 --> 03:04:00.572]  Our First Lady is doing very well.
[03:04:00.572 --> 03:04:00.913]  Melania.
[03:04:01.920 --> 03:04:11.787]  Asked me to say something as to the respect that she has for our country, the love that she has for our country, and we're both doing well.
[03:04:11.787 --> 03:04:12.628]  Melania is
[03:04:13.815 --> 03:04:16.837]  Really handling it very nicely.
[03:04:16.837 --> 03:04:34.189]  President Trump has been treated with the experimental antiviral remdesivir and a single eight gram dose of an antibody cocktail developed by Regeneron Pharmaceuticals, which is a combination of mouse pus and human neutralizing synthetic antibodies against the virus.
[03:04:34.189 --> 03:04:41.914]  A treatment that is still in clinical trials and the mixture of the two is anybody's guess depending on how the president reacts to it.
[03:04:42.014 --> 03:04:54.082]  President Trump is also taking zinc, melatonin, vitamin D, aspirin, and the heartburn brand, Pepsid, which researchers are studying as a possible treatment for coronavirus.
[03:04:54.082 --> 03:05:09.533]  So, rather than allow the virus to take its course, President Trump has laid the gauntlet down in order to return back to the country that desperately needs his guidance and presence to steer us from a head-on collision into Marxist-fueled tyranny.
[03:05:09.673 --> 03:05:16.040]  The photos the White House has been releasing, the videos, we have to show them because they're the only evidence we have of the President's condition.
[03:05:16.040 --> 03:05:18.022]  But they are propagandistic!
[03:05:18.022 --> 03:05:19.924]  That's unfortunately the situation we're in.
[03:05:19.924 --> 03:05:23.848]  And now the White House Correspondents Association is calling out the White House right now.
[03:05:23.848 --> 03:05:28.653]  This is the press corps, the press pool that is supposed to travel with the President at all times.
[03:05:28.653 --> 03:05:30.815]  They were not informed about this photo op.
[03:05:30.815 --> 03:05:32.377]  They were not with him when this happened.
[03:05:32.637 --> 03:05:35.278]  That is a grievous breach of protocol.
[03:05:35.278 --> 03:05:46.782]  And the association is saying, quote, it is outrageous for the president to have left the hospital, even briefly, amid a health crisis, without a protective pool present to ensure the American people know where their president is and how he is doing.
[03:05:46.782 --> 03:05:52.845]  Now, more than ever, the American public deserves independent coverage of the president so they can be reliably informed about his health.
[03:05:52.845 --> 03:05:54.545]  That is absolutely correct.
[03:05:54.545 --> 03:06:00.828]  And by the way, Ana, if the president was feeling so well, why didn't he walk outside in the fresh air rather than get cooped up in that car?
[03:06:01.508 --> 03:06:05.671]  I mean, that's not a comfortable place for anybody to be in when there's a COVID positive patient.
[03:06:05.671 --> 03:06:08.973]  He could have walked out on the lawn and waved to the public.
[03:06:08.973 --> 03:06:12.256]  All men are created equal.
[03:06:12.256 --> 03:06:15.518]  And we finally have a president who backs that up!
[03:06:17.912 --> 03:06:21.255]  Trump has been buying us pizzas all freaking day.
[03:06:21.255 --> 03:06:23.077]  That is from Trump.
[03:06:23.077 --> 03:06:27.921]  He has bought over 250 pizzas that keep coming in.
[03:06:27.921 --> 03:06:30.884]  And you know it's from Trump because this sh** isn't gluten-free, alright?
[03:06:30.884 --> 03:06:32.546]  There's meat on there.
[03:06:32.546 --> 03:06:33.787]  Trump's an alpha.
[03:06:33.787 --> 03:06:36.009]  That's why there's so much of it.
[03:06:36.009 --> 03:06:38.992]  And no, CNN, we're not getting paid.
[03:06:40.652 --> 03:06:47.617]  It was in the Telecommunications Act of 1996 that all new cell phones would track your GPS location.
[03:06:47.617 --> 03:06:53.060]  I read from the federal law and listeners couldn't believe me, because that was un-American.
[03:06:53.060 --> 03:07:09.731]  Now the media admits that almost every app in every company that are on Apple and on Droids don't just track your location, but your surfing history, where you go, who you talk to, your relationships, and they all share the data with each other of what you're doing on the apps as well,
[03:07:10.572 --> 03:07:11.112]  I think so.
[03:07:40.472 --> 03:07:47.619]  We've now entered month number eight of the global lockdown, and it's horrible, and it's killing millions of people via starvation.
[03:07:47.619 --> 03:07:52.004]  But the good news is it's caused a planetary awakening as well.
[03:07:52.004 --> 03:07:55.848]  The general public all over the planet hate Bill Gates.
[03:07:55.848 --> 03:07:58.611]  He's the most unpopular person on Earth.
[03:07:58.611 --> 03:08:00.232]  People know he's not a doctor.
[03:08:00.232 --> 03:08:01.654]  People know he's a eugenicist.
[03:08:02.174 --> 03:08:09.501]  The population knows that his vaccines that he pushes have been filled with cancer viruses, polio, steroids, and more.
[03:08:09.501 --> 03:08:11.543]  It's even in the Associated Press.
[03:08:11.543 --> 03:08:26.556]  So now they're beginning to understand that we the people know that there is a corporate global government and the beast top tech billionaires sit in meetings and decide to pull the type of race war scams and coronavirus scams that we're witnessing.
[03:08:26.556 --> 03:08:27.397]  So remember that.
[03:08:27.917 --> 03:08:35.664]  And let them know that we know who they are and what they've done, and we hold them responsible for the collapse of civilization.
[03:08:35.664 --> 03:08:38.706]  They are the enemies of humanity.
[03:08:38.706 --> 03:08:43.490]  They want you dead.
[03:08:43.490 --> 03:08:46.133]  You're listening to the Alex Jones Show.
[03:09:04.882 --> 03:09:07.824]  Welcome back to the fourth hour of the Alex Jones Show.
[03:09:07.824 --> 03:09:11.705]  I'm your billing guest host, Jay Dyer of jaysandalsos.com.
[03:09:11.705 --> 03:09:20.670]  As you may or may not know, I do a lot of lectures that cover big fat geopolitical terms like this big fat work from Carol Quigley, Tragedy and Hope.
[03:09:21.270 --> 03:09:39.881]  You can go see all those lectures at my YouTube channel, but one thing that Quigley covers in the first 300 pages of the book is the fact that the entire 20th century is basically an attempt by the Anglo-American establishment to undermine any conceived of rival or threat in the geopolitical sphere.
[03:09:39.881 --> 03:09:43.904]  So that was first the Holy Roman Empire and then the Russian Empire.
[03:09:44.602 --> 03:10:01.851]  That's why the great game is still relevant to today, is that we want to understand how the deep state, the military-industrial complex, the coup operation that's going on right now, presently, to undermine Trump, that all ties into this great game operation.
[03:10:01.851 --> 03:10:11.335]  So I was closing the last segment before the power cut out, when I was talking about the technology of regime change, coup change, color revolutions.
[03:10:11.335 --> 03:10:12.196]  There's a great book by
[03:10:13.176 --> 03:10:14.176]  I think?
[03:10:29.608 --> 03:10:45.401]  The Soviet Eastern Bloc countries is now being turned upon America because the scam was that all along this military intelligence MIC deep state operation was actually intent on creating this global government all along.
[03:10:45.401 --> 03:10:48.764]  So they were never really interested in America's interests.
[03:10:48.764 --> 03:10:54.088]  It was always about bringing this global technocratic government to the entire world.
[03:10:54.088 --> 03:10:59.032]  And all the stuff that we are seeing play out in these little mini skirmishes and mini scandals
[03:10:59.620 --> 03:11:03.584]  Is all ultimately directed towards that final endgame.
[03:11:03.584 --> 03:11:06.167]  As you know, Alex has that film Endgame.
[03:11:06.167 --> 03:11:19.382]  And everything that Alex put into Endgame is, again, the telos, the purpose, the goal of where all of these historic operations are headed from the vantage point of the Atlanticist elites that Quigley's writing about.
[03:11:20.077 --> 03:11:40.975]  Now, I bring all that up because Tucker did a great segment where he talks about how the color revolution has now come to America because the same people that were behind the Russiagate and all that nonsense, all that scam, they're the same people funding and promoting all of this collapse and burn the cities narrative that's going on right now.
[03:11:40.975 --> 03:11:47.041]  And even the calls for a future coup, should Trump contest or should Trump win?
[03:11:47.708 --> 03:11:50.137]  So let's look at that Tucker clip where he covers this.
[03:11:52.304 --> 03:11:54.524]  Someone who's been watching all of this is Darren Beattie.
[03:11:54.524 --> 03:11:56.385]  He's a former speechwriter for President Trump.
[03:11:56.385 --> 03:11:59.285]  He works now with Revolver News, the website.
[03:11:59.285 --> 03:12:01.366]  He says this is part of a familiar plan.
[03:12:01.366 --> 03:12:10.647]  In a recent piece, Revolver argued that Democratic operatives, including some who testified during the impeachment proceedings, are adopting the same tactics that U.S.
[03:12:10.647 --> 03:12:15.948]  intel agencies use to start so-called color revolutions in places like Ukraine.
[03:12:15.948 --> 03:12:18.428]  Darren Beattie joins us tonight to explain.
[03:12:18.428 --> 03:12:20.149]  Darren, thanks so much for coming on.
[03:12:21.929 --> 03:12:32.586]  For our viewers who are not familiar with the color revolutions in Eastern Europe, state as clearly as you can what you think is going on right now in this election.
[03:12:32.586 --> 03:12:33.949]  What's the endgame for Democrats?
[03:12:35.666 --> 03:12:37.568]  Yes, thank you for having me.
[03:12:37.568 --> 03:12:42.271]  Many have described the actions taken against Trump as a coup.
[03:12:42.271 --> 03:12:46.695]  And this is certainly correct, but it's a little bit general and vague.
[03:12:46.695 --> 03:12:53.180]  What's unfolding before our eyes is a very specific type of coup called the Color Revolution.
[03:12:53.180 --> 03:13:04.568]  It's a regime change model favored by many in our national security apparatus, particularly against Eastern European countries to overthrow target regimes that they don't like.
[03:13:05.709 --> 03:13:14.774]  One model, which is not the color revolution model, is purely sending a bunch of troops into a country and removing by military force a leader you don't like.
[03:13:14.774 --> 03:13:16.155]  That's like the Iraq model.
[03:13:16.155 --> 03:13:17.176]  Right.
[03:13:17.176 --> 03:13:20.818]  The color revolution model is a little bit more delicate and subtle.
[03:13:20.818 --> 03:13:33.726]  It has several characteristics, but the chief characteristics of it is a combination of an engineered contested elections scenario combined with massive mobilized protests
[03:13:34.406 --> 03:13:40.252]  Which they call, as a term of art, peaceful protests and acts of civil disobedience.
[03:13:40.252 --> 03:13:42.875]  If that sounds familiar, it gets even better.
[03:13:42.875 --> 03:13:54.606]  It's not only the same strategies and tactics used against Trump that is used against Eastern European dictators that our national security apparatus doesn't like.
[03:13:55.647 --> 03:14:10.194]  It's literally the same people who are color revolution professionals, who have a long history of using these same tactics against foreign leaders they don't like, to use against democratically elected President Donald Trump.
[03:14:10.194 --> 03:14:14.116]  It's the same people using the very same playbook.
[03:14:14.756 --> 03:14:32.609]  Now, I'd like to talk about one of the key figures in this operation, a nexus point not only between color revolutions overseas and the color revolution against Trump, but a nexus point between lawfare and mass mobilization and so-called peaceful protest.
[03:14:33.940 --> 03:14:40.224]  So there you go, Tucker, basically laying out the type of regime change coup operation that I've been talking about.
[03:14:40.224 --> 03:14:45.507]  This ties into other models that Washington uses, like smart power, soft power.
[03:14:45.507 --> 03:14:55.753]  These are ways to agitate and kind of stir things up on a, quote, peaceful level through academia, through, again, these kind of street protests, this kind of stuff.
[03:14:56.153 --> 03:15:02.497]  But then eventually there's a staged event or there's something that triggers it into something perhaps even violent.
[03:15:02.497 --> 03:15:15.986]  We've seen in both Ukraine and in Syria situations where there were snipers staged and set up operatives there to kick off these kinds of events through large-scale trauma or disaster, these kinds of things.
[03:15:15.986 --> 03:15:23.672]  So sometimes it can switch over into that violent model and then you get the overthrow or the new regime coming to power.
[03:15:24.671 --> 03:15:25.972]  The same people, right?
[03:15:25.972 --> 03:15:36.301]  Remember, it was what, five or six years ago when Soros bragged that he had, with the help of the State Department, put all of this money into the Ukraine orange revolution.
[03:15:36.301 --> 03:15:38.163]  That was all to do what they did in 2013.
[03:15:39.901 --> 03:15:40.682]  We're good to go.
[03:15:58.235 --> 03:16:04.237]  If you could, if you have that ex-Jesuit clip talking about the Ukraine there, that's worth looking at.
[03:16:04.237 --> 03:16:05.838]  I don't know if you have that ready to pull up or not.
[03:16:05.838 --> 03:16:07.358]  If not, you can do it in the next segment.
[03:16:07.358 --> 03:16:15.381]  But what he describes there is the role of these Jesuits, the role of these operatives in terms of agitating in the religious sphere.
[03:16:15.381 --> 03:16:17.362]  So remember these Eastern Bloc countries.
[03:16:17.362 --> 03:16:21.583]  Yeah, you want to play the first maybe minute or so of that clip, and then we'll go to break.
[03:16:31.860 --> 03:16:47.385]  I think that in Western Ukraine and in the emigration, in the Ukrainian diaspora, the most important goal of the Union or the Greek Catholic Church is to spread the extreme view of Ukrainian nationalism.
[03:16:51.210 --> 03:16:56.492]  And then the Russophobia, that everything Russian is bad.
[03:16:56.492 --> 03:17:03.255]  Historically, Ukrainian Greek Catholics did not support Ukrainian nationalism at all.
[03:17:03.255 --> 03:17:10.238]  There were among them, in the 19th and early 20th centuries, Russophiles who sympathized with Russian culture.
[03:17:10.238 --> 03:17:10.698]  And before that,
[03:17:16.620 --> 03:17:20.142]  Now, what he's sitting at, look, it's the Alex Jones Show and I'm Jay Dyer.
[03:17:40.171 --> 03:17:57.493]  Remember, the global lockdowns you're witnessing, the Black Lives Matter, Antifa riots and racial attacks we're all seeing are publicly directed by a handful of top millionaires, led by people like Bill Gates, Jeff Bezos, of course, Tim Cook and others.
[03:17:58.394 --> 03:18:12.885]  They sit up there with their trillions of dollars they control in their companies and their hundreds of billions of dollars individually, leveraging that against us and trying to create an artificial revolution against local government and police.
[03:18:13.706 --> 03:18:24.672]  And the mayors are, again, they're playing their political game to try to trigger the complete breakdown of the United States and Western Europe, so these billionaires can come in and buy it all up for billions on the dollar.
[03:18:24.672 --> 03:18:33.176]  That's why I'm so angry at these globalists, because when you're looking at them, they're the ones that sit in their councils and have decided to run these plans against us.
[03:18:33.176 --> 03:18:36.358]  They are enemies of humanity and must be dealt with.
[03:18:36.358 --> 03:18:37.999]  It's us or them, period.
[03:18:39.798 --> 03:18:53.370]  For more than a hundred years, the Rockefeller Foundation has worked to establish world government, abolish nation states, dumb down the population by taking control of education, and most importantly, taking control of Western medicine.
[03:18:53.370 --> 03:18:55.372]  Now, they had a bad name by the 1920s.
[03:18:55.372 --> 03:19:03.840]  They started converting over and funding other organizations and groups, like IBM, to continue on with their eugenics operations.
[03:19:04.540 --> 03:19:11.564]  Fast forward to the 1980s, the baton is handed by IBM via his mother on the board of directors to Bill Gates III.
[03:19:11.564 --> 03:19:14.686]  His father, of course, being the head of Planned Parenthood.
[03:19:14.686 --> 03:19:22.690]  And now, he's been able to position himself over almost every health department in the world, every national health system.
[03:19:22.690 --> 03:19:24.752]  Bill Gates is in control.
[03:19:24.752 --> 03:19:25.272]  They have spent
[03:19:25.652 --> 03:19:32.660]  A hundred plus years getting positioned to be able to control what happens to your body and what goes in your body.
[03:19:32.660 --> 03:19:39.788]  This is the holy grail of their operations and now they're normalizing putting a new type of DNA in your body.
[03:19:39.788 --> 03:19:42.110]  The future isn't coming, it's here.
[03:19:42.951 --> 03:19:51.495]  And in the future, keeping your humanity, saving your soul, your integrity, your very essence is going to be your most valuable asset.
[03:19:51.495 --> 03:19:55.077]  In fact, it's going to be your only asset.
[03:19:55.077 --> 03:20:07.804]  The world being built by the technocrats and the trap they've now sprung with COVID-19 and the endless lockdown is the beginning of the process of taking us past domestication into total
[03:20:08.984 --> 03:20:11.546]  Incomplete dehumanization.
[03:20:11.546 --> 03:20:17.669]  Human life will be impossible to be carried out in an original biological way by the year 2050.
[03:20:17.669 --> 03:20:21.511]  This is their stated goal.
[03:20:21.511 --> 03:20:31.076]  I'm sorry to have to report horrifying things like this to you, but only by facing the horror and not projecting your own decency onto the enemy can we turn this around.
[03:20:31.776 --> 03:20:37.203]  You must study their own writings, you must face the facts, and you must come to grips with it.
[03:20:37.203 --> 03:20:41.868]  You're all being incrementally destroyed.
[03:20:41.868 --> 03:20:44.472]  You're listening to the Alex Jones Show.
[03:20:58.655 --> 03:21:01.977]  There is only one goal.
[03:21:01.977 --> 03:21:08.501]  The goal is to create the Ukrainian Catholic Patriarchate and to move further and further away from Orthodoxy and Russia.
[03:21:15.586 --> 03:21:26.477]  Just when there was a softening or, one might say, an approach of Catholics to Orthodoxy, they seem to do it on purpose to spoil it constantly.
[03:21:26.477 --> 03:21:30.281]  Good relations between Orthodox and Catholics.
[03:21:35.131 --> 03:21:58.355]  So what that clip is explaining, if you're listening on radio it's a little hard to make out, but he's basically a person who's a former Jesuit who had come into Orthodoxy and he's in the Ukraine talking about the way that Jesuits had helped foster through the Roman Catholic Church in the Ukraine this split between Russian Orthodoxy and a new State Department controlled Orthodoxy.
