[00:00:15.168 --> 00:00:17.171]  Uh, Bill Clinton.
[02:47:29.012 --> 02:47:31.473]  By Monday, Facebook was threatening to take me down.
[02:47:31.473 --> 02:47:32.934]  On Wednesday, YouTube took me down.
[02:47:33.234 --> 02:47:38.137]  I feel like I was the goal for the week, but then these doctors, they're like angels for me.
[02:47:38.137 --> 02:47:39.437]  They came out of nowhere.
[02:47:39.437 --> 02:47:47.482]  They stood in front of the Supreme Court, 17 million views, and boom, oh my god, we were just supposed to be taking down Della Brigtree this week, now we gotta take down doctors?
[02:47:47.482 --> 02:47:48.282]  Exactly.
[02:47:48.282 --> 02:47:49.923]  They think exactly.
[02:47:49.923 --> 02:47:51.004]  As more people get involved.
[02:47:51.004 --> 02:47:51.864]  That's it, man.
[02:47:51.864 --> 02:47:52.544]  It was awesome.
[02:47:52.544 --> 02:47:58.748]  It couldn't have been better timing because it showed the world, it's not just me, I've had half those doctors on my show!
[02:47:59.488 --> 02:48:00.849]  They're standing in truth.
[02:48:00.849 --> 02:48:02.249]  They're treating people.
[02:48:02.249 --> 02:48:03.890]  They care about people.
[02:48:03.890 --> 02:48:07.411]  They're not throwing up their hands saying, yeah, everybody I put on a ventilator dies.
[02:48:07.411 --> 02:48:09.592]  And by the way, I want to be perfectly clear.
[02:48:09.592 --> 02:48:14.754]  I do celebrate and say thank you to those frontline doctors that stood in front of D.C.
[02:48:14.754 --> 02:48:20.237]  I do not thank these doctors that are going along with protocols that essentially says, I'm not going to give you anything.
[02:48:20.237 --> 02:48:22.117]  I can't put you on an oxygen machine.
[02:48:22.117 --> 02:48:23.298]  I'm going to stick you on a ventilator.
[02:48:23.298 --> 02:48:24.298]  I'm going to kill you.
[02:48:24.298 --> 02:48:25.639]  Five more minutes until Big Tree.
[02:48:25.639 --> 02:48:26.499]  Lehighwire.com.
[02:48:26.499 --> 02:48:28.240]  We'll be right back in four more seconds.
[02:48:31.636 --> 02:48:48.333]  Whether you believe in evolution in the modern theory or not, the globalist controllers do, and they constantly write about and talk about how they want to create a global crisis or a group of crises that force humans to, quote, evolve in a new, better way.
[02:48:48.333 --> 02:48:51.457]  Now, when you study how they actually want you to evolve, if you believe in that,
[02:48:51.977 --> 02:48:56.159]  It is to stop having children emerge with silicon bodies and a post-human future.
[02:48:56.159 --> 02:48:57.600]  Talk about psychotic.
[02:48:57.600 --> 02:48:58.880]  Talk about creepy.
[02:48:58.880 --> 02:48:59.820]  Talk about crazy.
[02:48:59.820 --> 02:49:16.828]  But they need an event like COVID-19 to teach a mammal to wear some covering over its nose, over its breathing tubes, to set the precedent for the forced inoculations, for the GMO, for the 5G, and for all the things that they admit will end our humanity as we know it.
[02:49:17.148 --> 02:49:18.590]  That's why this is so evil.
[02:49:18.590 --> 02:49:27.400]  Their whole agenda for a cashless society, global government, UN control, getting us all into debt, getting rid of local government.
[02:49:27.400 --> 02:49:28.821]  Think about all the facets of it.
[02:49:28.821 --> 02:49:30.764]  The censorship, the surveillance.
[02:49:32.793 --> 02:49:39.998]  I'm really, really proud of the Dr. Jones Naturals activated charcoal, naturally fluoride-free mouthwash and toothpaste.
[02:49:39.998 --> 02:49:50.426]  And if you don't know what activated charcoal does, ladies and gentlemen, it naturally, in a clean way, strips away the toxins, the impurities, the plaque, and it doesn't damage the enamel.
[02:49:50.426 --> 02:49:51.566]  That's really important.
[02:49:51.566 --> 02:49:53.148]  Support the Info War!
[02:49:54.108 --> 02:50:07.135]  Buy it now at InfoWarsStore.com or go directly to DrJonesNaturals.com for an entire line of new cutting-edge products with the power to make your life better.
[02:50:07.135 --> 02:50:08.976]  Support the InfoWars.
[02:50:08.976 --> 02:50:13.318]  This cleans them up beautifully, does an incredible job, but doesn't damage your teeth an inch.
[02:50:13.738 --> 02:50:17.100]  I believe you're going to like this as much as the other toothpaste, maybe even more.
[02:50:17.100 --> 02:50:22.103]  Over a year ago, I tried charcoal toothpaste from a major brand and thought it was amazing.
[02:50:22.103 --> 02:50:26.785]  And I went to my dad and people said, I would like to put out a charcoal toothpaste that doesn't have all this silicate and all these fillers in it.
[02:50:26.785 --> 02:50:28.186]  Very strong toothpaste.
[02:50:28.186 --> 02:50:29.727]  You've never used anything like it.
[02:50:29.727 --> 02:50:35.670]  Get yours at InfoWarstore.com right now.
[02:50:35.670 --> 02:50:38.292]  You're listening to the Alex Jones Show.
[02:50:45.165 --> 02:50:46.928]  Alright, Dale Bigtree's here with us.
[02:50:46.928 --> 02:50:48.671]  I'm Alex Jones, your host.
[02:50:48.671 --> 02:50:54.100]  And we have Nick Begich taking over next segment.
[02:50:56.158 --> 02:50:58.240]  In the last five minutes we have less.
[02:50:58.240 --> 02:50:59.421]  Final points you want to make people?
[02:50:59.421 --> 02:51:02.364]  The point is this, is that your body is your own.
[02:51:02.364 --> 02:51:04.046]  You know, your children are your children.
[02:51:04.046 --> 02:51:05.007]  It's really that simple.
[02:51:05.007 --> 02:51:06.368]  We are not property of the U.S.
[02:51:06.368 --> 02:51:06.749]  government.
[02:51:06.749 --> 02:51:11.734]  We are certainly not property of the Chinese government, which really is going to take over this country.
[02:51:11.734 --> 02:51:17.880]  They're going to take over this country if we are hunkered down in our basements and not manufacturing anything, not growing anything.
[02:51:18.240 --> 02:51:22.604]  Not producing anything, then while we're in our basements, China's going to have to take care of us.
[02:51:22.604 --> 02:51:27.527]  And we are looking at losing the power that the United States of America has had.
[02:51:27.527 --> 02:51:29.449]  This is beyond a medical issue.
[02:51:29.449 --> 02:51:32.091]  This medical issue is getting in our way and it's clouding our thinking.
[02:51:32.091 --> 02:51:44.581]  If China was attacking our borders right now, we would risk millions of lives to go and fight and make sure that we maintain our property, that we hold on to our jobs, that we hold on to American exceptional, you know,
[02:51:44.941 --> 02:51:45.522]  I don't know.
[02:51:59.838 --> 02:51:59.978]  You're
[02:52:21.195 --> 02:52:22.736]  I'm going outside the grocery store.
[02:52:22.736 --> 02:52:28.118]  I'm going to stop you and your Doritos and your Kool-Aids and your sodas and your lack of vegetables.
[02:52:28.118 --> 02:52:30.099]  And I'm going to say, no, no, get back in that store.
[02:52:30.099 --> 02:52:32.200]  I'm going to start writing laws to make you healthy.
[02:52:32.200 --> 02:52:35.622]  If I'm responsible for you, then you don't want me up your butt.
[02:52:35.622 --> 02:52:36.883]  I would love to have that job.
[02:52:36.883 --> 02:52:38.183]  I believe it's a free country.
[02:52:38.183 --> 02:52:42.885]  You go ahead, eat what you want, drink what you want, smoke what you want, but leave me alone when you get sick.
[02:52:42.885 --> 02:52:45.807]  I'm not responsible to keep you alive after you messed up your life.
[02:52:46.147 --> 02:52:47.889]  So let's decide where the line is drawn.
[02:52:47.889 --> 02:52:48.970]  You want me in your life?
[02:52:48.970 --> 02:52:49.651]  Then I'll do it.
[02:52:49.651 --> 02:52:50.913]  We're going to do it preemptively.
[02:52:50.913 --> 02:52:52.414]  We're going to make everybody healthy.
[02:52:52.414 --> 02:52:55.298]  We're going to put them on all the vitamins you can find here at Alex Jones.
[02:52:55.298 --> 02:52:57.581]  We're going to make sure you can't get COVID-19.
[02:52:57.581 --> 02:52:58.141]  How about that?
[02:52:58.141 --> 02:53:01.025]  Let me ask you this question before you're on fire, Dale Bigtree.
[02:53:01.025 --> 02:53:02.506]  What do you think comes next for Gates?
[02:53:02.506 --> 02:53:04.128]  Obviously, he's blown up in his face.
[02:53:04.128 --> 02:53:05.630]  He's the front guy for the agenda.
[02:53:05.630 --> 02:53:06.251]  What happens next?
[02:53:06.391 --> 02:53:08.512]  You're going to see a massive onslaught by media.
[02:53:08.512 --> 02:53:09.893]  You're going to see everything under attack.
[02:53:09.893 --> 02:53:14.535]  You're going to see Trump under massive, massive attack because he just won't get along with the program.
[02:53:14.535 --> 02:53:18.776]  You are going to watch social media shutting down everybody, everything in sight.
[02:53:18.776 --> 02:53:20.157]  It's a total blitzkrieg.
[02:53:20.157 --> 02:53:21.258]  It's just started.
[02:53:21.258 --> 02:53:22.798]  They're playing their hands.
[02:53:22.798 --> 02:53:23.579]  It is war.
[02:53:23.579 --> 02:53:24.279]  The war is on.
[02:53:24.659 --> 02:53:25.560]  And it's a war of truth.
[02:53:25.560 --> 02:53:28.523]  I don't want people thinking I'm out there trying to call people to arms.
[02:53:28.523 --> 02:53:29.824]  You are armed with a mouth.
[02:53:29.824 --> 02:53:30.966]  You are armed with a mind.
[02:53:30.966 --> 02:53:33.148]  You are armed with intuition.
[02:53:33.148 --> 02:53:33.528]  Use it.
[02:53:33.528 --> 02:53:35.751]  You are being asked and called to talk to people around you.
[02:53:35.751 --> 02:53:36.411]  You're armed with a will.
[02:53:36.411 --> 02:53:36.912]  That's right.
[02:53:36.912 --> 02:53:37.973]  You have a will.
[02:53:37.973 --> 02:53:39.895]  And by the way, get into your calling.
[02:53:39.895 --> 02:53:41.196]  Get into the reason you're here.
[02:53:41.917 --> 02:53:44.397]  And you will find yourself energized to do what's right.
[02:53:44.397 --> 02:53:45.098]  I can't tell you.
[02:53:45.098 --> 02:53:46.538]  You know we can't tell people what's right.
[02:53:46.538 --> 02:53:47.478]  You know what you're supposed to do.
[02:53:47.478 --> 02:53:48.998]  But isn't that what scares the globalists?
[02:53:48.998 --> 02:53:50.639]  Is they feel human will turning on?
[02:53:50.639 --> 02:53:53.819]  They feel it turning on in such a way and they don't know what to do about it.
[02:53:53.819 --> 02:53:55.099]  A bunch of lizard brains.
[02:53:55.099 --> 02:53:56.380]  They can't inspire you.
[02:53:56.380 --> 02:53:56.980]  They can't.
[02:53:56.980 --> 02:53:58.060]  That's what they've decided.
[02:53:58.060 --> 02:54:02.681]  We have got to muzzle you because you're making more sense to everybody in the world than we are.
[02:54:02.681 --> 02:54:05.561]  We can't seem to language why you would want to poison 97% of the planet.
[02:54:05.561 --> 02:54:05.901]  Well that's it.
[02:54:05.901 --> 02:54:07.442]  Everything we do is successful.
[02:54:07.442 --> 02:54:08.742]  Everyone wants it because it's human.
[02:54:08.742 --> 02:54:09.122]  That's right.
[02:54:09.122 --> 02:54:10.122]  So who are these people?
[02:54:10.342 --> 02:54:10.863]  That's right.
[02:54:10.863 --> 02:54:12.124]  They don't know what to do with us.
[02:54:12.124 --> 02:54:14.206]  So all we can do is try and shut them down.
[02:54:14.206 --> 02:54:15.368]  And yet, I shut them down.
[02:54:15.368 --> 02:54:16.549]  They appear over here and they're over here.
[02:54:16.549 --> 02:54:17.670]  And now there are more platforms.
[02:54:17.670 --> 02:54:18.431]  That's what you've done.
[02:54:18.431 --> 02:54:19.392]  You've led the way, man.
[02:54:19.392 --> 02:54:24.298]  I want to thank you for showing people like me the way that we never have been worried about.
[02:54:25.299 --> 02:54:25.799]  That's true.
[02:54:25.799 --> 02:54:27.120]  It's all about the listeners, isn't it?
[02:54:27.120 --> 02:54:32.684]  It's all about those people out there that spread the words to have you check this website out, you checking this guy, see what they're saying.
[02:54:32.684 --> 02:54:37.767]  So people can go to thehighwire.com, sign up for the newsletters, just so that I'll never share with anybody.
[02:54:37.767 --> 02:54:38.688]  It's totally encrypted.
[02:54:38.688 --> 02:54:40.509]  I'm just going to tell you, here's where we're at.
[02:54:40.509 --> 02:54:42.971]  They shut down, you know, this streaming apparatus.
[02:54:42.971 --> 02:54:46.113]  By the way, all of our videos are moving to band.video right now.
[02:54:46.113 --> 02:54:49.055]  So over the course of the next couple of weeks, we're going to populate there.
[02:54:49.055 --> 02:54:50.276]  I want to thank you for that work.
[02:54:50.276 --> 02:54:50.776]  No, Dale.
[02:54:50.776 --> 02:54:52.757]  Thank you for being with us.
[02:54:52.757 --> 02:54:53.718]  We love you.
[02:54:53.718 --> 02:54:54.739]  We love Dr. Nick Vagich.
[02:54:55.520 --> 02:55:00.691]  I want to say, best of times, worst of times, I feel huge human empowerment right now.
[02:55:00.691 --> 02:55:02.295]  I mean, I just feel incredible.
[02:55:05.447 --> 02:55:07.228]  Adversity makes us feel alive, right?
[02:55:07.228 --> 02:55:08.569]  It makes us realize we're alive.
[02:55:08.569 --> 02:55:13.352]  You gotta get cut to realize, oh my God, I have a body that can, and I can watch it heal.
[02:55:13.352 --> 02:55:21.476]  You know, without, you know, we don't trust what we can do if we aren't, you know, if we don't rip those muscles, we don't grow muscles, we don't, you know, catch these bacteria and viruses.
[02:55:21.476 --> 02:55:22.937]  Well, I want you to host the show.
[02:55:22.937 --> 02:55:24.458]  So pick a day you want to host.
[02:55:24.458 --> 02:55:25.038]  We love you, brother.
[02:55:25.038 --> 02:55:26.179]  Love you all.
[02:55:26.179 --> 02:55:27.540]  So, what's the best website?
[02:55:27.540 --> 02:55:28.380]  TheHighWire.com?
[02:55:28.380 --> 02:55:28.881]  TheHighWire.com.
[02:55:30.390 --> 02:55:30.751]  Amazing.
[02:55:30.751 --> 02:55:31.152]  God bless you.
[02:55:31.152 --> 02:55:32.635]  All right, I've got enough baggage.
[02:55:32.635 --> 02:55:33.898]  I'll introduce you when we come back.
[02:55:33.898 --> 02:55:34.740]  Thank you, sir.
[02:55:34.740 --> 02:55:35.742]  Good to see you, sir.
[02:55:35.742 --> 02:55:36.063]  We love you.
[02:55:36.063 --> 02:55:36.424]  I will.
[02:55:36.424 --> 02:55:36.825]  All right.
[02:55:36.825 --> 02:55:37.406]  Sounds good.
[02:55:37.406 --> 02:55:38.669]  We'll be right back.
[02:55:38.669 --> 02:55:39.631]  Stay with us for 60 seconds.
[02:55:40.928 --> 02:55:52.471]  Vicki Gibbs, 57-year-old lesbian preacher in Houston, went in with a cough, got intubated, and then died.
[02:55:52.471 --> 02:55:57.812]  And as soon as I saw her face, as soon as I saw the report, I said, watch, it'll be intubation.
[02:55:57.812 --> 02:55:59.153]  We know what's going to happen.
[02:55:59.153 --> 02:56:00.553]  It's a blue city.
[02:56:00.553 --> 02:56:01.773]  Same story yet again.
[02:56:01.773 --> 02:56:03.754]  And they say her heart gave out.
[02:56:04.714 --> 02:56:09.677]  If you put somebody on a breathing tube with COVID-19 as a death sentence, it's on record.
[02:56:09.677 --> 02:56:12.319]  Warn everyone you know before they go into the hospital and get killed.
[02:56:12.319 --> 02:56:15.901]  Why are almost all the deaths happening in blue cities and blue states?
[02:56:15.901 --> 02:56:22.865]  It's because they intubate them, putting a tube in their lungs, and COVID-19 is causing an autoimmune response.
[02:56:22.865 --> 02:56:26.968]  And if you do that with oxygen, the doctors are on record saying it will kill you.
[02:56:27.648 --> 02:56:32.290]  But, all these doctors in blue cities and blue states follow their orders.
[02:56:32.290 --> 02:56:36.352]  And the minute I saw this report today, I knew what I would be reading.
[02:56:36.352 --> 02:56:39.193]  Don't end up like Vicki Gibbs or everyone.
[02:56:39.193 --> 02:56:48.838]  The Alex Jones Show.
[02:56:48.838 --> 02:56:50.698]  Because there is a war on.
[02:56:50.698 --> 02:56:51.639]  Or you're mine.
[02:56:57.351 --> 02:57:02.292]  I can feel my ancestors are pleased with me.
[02:57:02.292 --> 02:57:09.234]  But they know the war is here.
[02:57:09.234 --> 02:57:12.535]  The enemy and their pedophile rings are being exposed.
[02:57:12.535 --> 02:57:15.476]  Their operations are being exposed, but don't lie to yourself.
[02:57:15.476 --> 02:57:17.977]  The enemy counter-strike is coming.
[02:57:17.977 --> 02:57:19.937]  Make no mistake.
[02:57:19.937 --> 02:57:21.698]  Just because our ancestors are pleased with us,
[02:57:22.711 --> 02:57:24.132]  Does not mean we've won the war yet.
[02:57:24.132 --> 02:57:28.693]  Dr. Nick Begich is taking over right now.
[02:57:28.693 --> 02:57:30.274]  EarthPulse.com.
[02:57:30.274 --> 02:57:32.315]  Dr. Begich, we really appreciate you and love you.
[02:57:32.315 --> 02:57:33.795]  We're glad you're here today.
[02:57:33.795 --> 02:57:36.776]  What would you call this time and space we're in right now?
[02:57:36.776 --> 02:57:38.817]  Because I want to be optimistic.
[02:57:38.817 --> 02:57:43.079]  I feel a great awakening happening, but I also understand the empire will strike back.
[02:57:44.761 --> 02:57:54.489]  Yeah, you know, we've been talking about this for over 25 years, you know, this whole issue and what's been happening.
[02:57:54.489 --> 02:58:05.138]  And, you know, I got to say, when I look at how it unfolded, you know, and I was thinking about the program today and how to how what you guys were doing is sort of the handoff and
[02:58:05.990 --> 02:58:10.672]  You know, when you think about it, it's really at the brink is where I would say we are.
[02:58:10.672 --> 02:58:16.735]  And it's and we were looking forward, you know, you know, kind of predicting this 25 years ago.
[02:58:16.735 --> 02:58:19.397]  And it's all the steps are there.
[02:58:19.397 --> 02:58:23.238]  But I still didn't like this pathological optimist in terms of how I view it.
[02:58:23.238 --> 02:58:29.982]  I think we have the opportunity to leap into this without, you know, this fetus.
[02:58:29.982 --> 02:58:33.363]  Oh, I'm beaten down sort of viewpoint that so many have adopted.
[02:58:33.363 --> 02:58:34.504]  And I believe that's part of the
[02:58:35.084 --> 02:58:40.130]  Programming that's been going on is to take our energy away and take what we are away.
[02:58:40.130 --> 02:58:40.390]  No, I agree!
[02:58:40.390 --> 02:58:41.111]  I feel victory!
[02:58:42.694 --> 02:58:43.915]  Yeah, I do, too.
[02:58:43.915 --> 02:58:53.760]  I mean, I'm and I, you know, I always think we live in, as I used to say, in interesting times, you know, and I think we do and how we engage it.
[02:58:53.760 --> 02:58:55.601]  And, you know, this is a shortstop.
[02:58:55.601 --> 02:59:03.086]  And I've said it recently on a lot of the programs, 80 years, maybe if we're lucky, maybe a little longer, you know, shortstop between interviews.
[02:59:03.086 --> 02:59:04.907]  After that, you've got eternity.
[02:59:04.907 --> 02:59:07.988]  So what we do here matters and we should
[02:59:09.709 --> 02:59:10.149]  I think so.
[02:59:25.735 --> 02:59:33.438]  Where I see the optimism as we come into our own individual power, don't let globalists take it from us individually.
[02:59:33.438 --> 02:59:38.139]  And that's where the sovereignty of the nation began with which is with sovereign individuals.
[02:59:38.139 --> 02:59:39.920]  So that's, I mean, that's the nature of it.
[02:59:39.920 --> 02:59:45.982]  That's why I love, you know, what we do here together, you know, to remind people of what we are.
[03:00:03.442 --> 03:00:05.483]  Moderna vaccines sound concerning.
[03:00:05.483 --> 03:00:06.623]  We looked.
[03:00:06.623 --> 03:00:17.007]  After the second dose, at least 80% of participants experienced a systemic side effect, ranging from severe chills to fevers.
[03:00:17.007 --> 03:00:21.829]  So, are these vaccines safe?
[03:00:21.829 --> 03:00:27.211]  Well, the FDA not being pressured will
[03:00:28.570 --> 03:00:29.531]  Look hard at that.
[03:00:29.531 --> 03:00:39.018]  The FDA is the gold standard of regulators, and their current guidance on this, if they stick with that, is very, very appropriate.
[03:00:41.923 --> 03:00:46.448]  You know, the side effects were not super severe.
[03:00:46.448 --> 03:00:52.494]  That is, it didn't cause permanent health problems for the things that are there.
[03:00:52.494 --> 03:00:59.561]  Moderna did have to go with a fairly high dose to get the antibodies.
[03:00:59.561 --> 03:01:00.782]  Some of the other vaccines
[03:01:01.983 --> 03:01:10.925]  Are going able to go with lower doses to get responses that are pretty high, including the J&J and the Pfizer.
[03:01:10.925 --> 03:01:16.066]  And so there's a lot of characteristics of these vaccines.
[03:01:16.066 --> 03:01:20.287]  It's great that we have multiple of them that are going out there.
[03:01:20.287 --> 03:01:23.427]  And yes, I think you know the data better than I do.
[03:01:23.427 --> 03:01:27.788]  But the bill that the data that everybody with a high dose had a side effect.
[03:01:29.795 --> 03:01:35.019]  Yeah, but some of that is not dramatic, where it's just super painful.
[03:01:35.019 --> 03:01:38.943]  But yes, we need to make sure there's not severe side effects.
[03:01:38.943 --> 03:01:46.529]  The FDA, I think, will do a good job of that, despite the pressure.
[03:01:46.529 --> 03:01:48.471]  How many doses of the vaccine will we need?
[03:01:51.155 --> 03:01:55.337]  Well, none of the vaccines at this point appear like they'll work with a single dose.
[03:01:55.337 --> 03:02:00.199]  That was the hope at the very beginning.
[03:02:00.199 --> 03:02:03.220]  Maybe one of them, particularly in the second generation, won't surprise us.
[03:02:03.220 --> 03:02:09.663]  We hope just two, although in the elderly, sometimes it takes more.
[03:02:09.663 --> 03:02:16.285]  And so making sure we have lots of elderly people in the trial will give us that data.
[03:02:16.285 --> 03:02:19.927]  You've said some more than 7 billion doses is what we'll need.
[03:02:21.294 --> 03:02:29.798]  Well, if what you're trying to... Unbelievable, Ken.
[03:02:29.798 --> 03:02:30.478]  Unbelievable.
[03:02:30.478 --> 03:02:36.201]  You know, when you think about just, you know, sort of how this is all being rolled out.
[03:02:36.201 --> 03:02:44.164]  You know, we've had chases for vaccines, for AIDS, for instance, for decades and no result.
[03:02:44.164 --> 03:02:47.706]  And they expect to roll something out in the short term.
[03:02:47.706 --> 03:02:48.827]  And I just don't see it.
[03:02:48.827 --> 03:02:49.607]  I don't see how that
[03:02:50.556 --> 03:02:58.401]  Can possibly occur when when I look forward into What's happening in this?
[03:02:58.401 --> 03:03:16.991]  entire rollout It's really a violation of us and what is connected to and when you look back sort of historically on where all this began It's pretty predictable actually Where we are at the moment is at the end.
[03:03:16.991 --> 03:03:18.432]  No, I don't think so
[03:03:20.019 --> 03:03:22.060]  I think there's a lot of potential within this.
[03:03:22.060 --> 03:03:33.984]  If we can remember a little more about what we are, not respond to the panic party, but really look at all of this much, much differently.
[03:03:33.984 --> 03:03:39.806]  And I think that's what we're missing in a lot of a lot of what's happening right now.
[03:03:39.806 --> 03:03:43.288]  And so, you know, going forward as we approach
[03:03:45.672 --> 03:03:47.635]  The next year, what's going to happen?
[03:03:47.635 --> 03:03:48.756]  What do we see happening?
[03:03:48.756 --> 03:03:57.648]  Well, I think we're going to see periodic up and down the fire drill of getting people to think things are calming down and then rolling it back up as
[03:03:59.580 --> 03:04:04.703]  The program continues, you know, but it's really a fear driven thing.
[03:04:04.703 --> 03:04:10.107]  This is what I've noticed as I go around my city in Anchorage.
[03:04:10.107 --> 03:04:19.353]  And we're way different than a lot of the big cities as I see the news feeds from around the country and the alternative news feeds, quite frankly.
[03:04:19.353 --> 03:04:23.316]  But when I when I look at what's happening, it's the fear level.
[03:04:24.276 --> 03:04:28.300]  And I see that expressed in lots of different ways.
[03:04:28.300 --> 03:04:35.746]  And it's kind of odd to me because a lot of conservatives right now aren't speaking up.
[03:04:35.746 --> 03:04:38.989]  And I understand that because the left is crazy.
[03:04:38.989 --> 03:04:41.391]  I mean, they'll beat you up in the street.
[03:04:41.391 --> 03:04:42.472]  So I get that.
[03:04:42.472 --> 03:04:45.515]  But what I would say, too, is the polls are wrong.
[03:04:45.515 --> 03:04:47.477]  All the polling you're seeing is wrong.
[03:04:48.138 --> 03:04:54.201]  I think there's a major backlash and people aren't speaking their truth right now because we're afraid.
[03:04:54.201 --> 03:04:59.723]  I mean, I look around and I go, oh, you know, in certain crowds, you don't want to wear a magma hat.
[03:04:59.723 --> 03:05:01.584]  You know, I mean, they're going to hang you.
[03:05:01.584 --> 03:05:02.704]  So I get that.
[03:05:02.704 --> 03:05:02.965]  All right.
[03:05:02.965 --> 03:05:04.185]  And we all get that.
[03:05:04.185 --> 03:05:09.948]  And but this is really the beauty of the ballot box and what they're trying to shut down to.
[03:05:09.948 --> 03:05:10.648]  Not Trump.
[03:05:10.648 --> 03:05:12.009]  I don't believe that.
[03:05:12.009 --> 03:05:16.490]  But this whole idea of getting it into a position where it can be manipulated.
[03:05:16.490 --> 03:05:17.511]  Now, I see that.
[03:05:18.428 --> 03:05:21.610]  Um, I see a lot of that possibility.
[03:05:21.610 --> 03:05:23.150]  So that's where we need to be sharp.
[03:05:23.150 --> 03:05:28.233]  Now, the other thing I would say is, uh, the splintering of the CIA.
[03:05:28.233 --> 03:05:29.073]  You remember that?
[03:05:29.073 --> 03:05:37.358]  That was JFK, you know, before they took him out, he was going to splinter the CIA into 10,000 pieces.
[03:05:37.358 --> 03:05:39.659]  And then they, he was gone.
[03:05:39.659 --> 03:05:40.699]  And so was his brother.
[03:05:40.699 --> 03:05:43.921]  Not too long after, what were they up to?
[03:05:43.921 --> 03:05:46.142]  What did they know?
[03:05:46.142 --> 03:05:47.963]  They knew about the deep state then.
[03:05:49.125 --> 03:05:57.174]  What kind of indictments might be coming now in this moment, this moment that we're all experiencing together?
[03:05:57.174 --> 03:06:00.797]  You see, because they want us distracted, looking one way.
[03:06:00.797 --> 03:06:02.299]  You know, that's two years overdue.
[03:06:02.299 --> 03:06:06.143]  All that JFK info was supposed to be released two years ago.
[03:06:06.143 --> 03:06:07.585]  We still don't have it.
[03:06:07.585 --> 03:06:10.708]  Hey, Donald Trump, dig it out.
[03:06:11.127 --> 03:06:12.528]  What's the rest?
[03:06:12.528 --> 03:06:15.009]  What's the rest of this story?
[03:06:15.009 --> 03:06:20.353]  I think that's going to be our September, October, November surprise.
[03:06:20.353 --> 03:06:21.453]  At least I hope so.
[03:06:21.453 --> 03:06:28.918]  I hope that this time, perhaps in this moment, we see the deep state revealed.
[03:06:28.918 --> 03:06:34.141]  Perhaps in this moment, we see a real shift in what's happening.
[03:06:34.141 --> 03:06:34.881]  Pay attention.
[03:06:34.881 --> 03:06:36.002]  You're the tip of the spear.
[03:06:36.002 --> 03:06:36.982]  We'll be right back.
[03:06:36.982 --> 03:06:37.783]  This is Nick Feggett.
[03:06:39.793 --> 03:06:41.555]  Let's go to Juan in Connecticut.
[03:06:41.555 --> 03:06:42.036]  You're on the air.
[03:06:42.036 --> 03:06:43.478]  Thanks for calling.
[03:06:43.478 --> 03:06:44.279]  I sure can, sir.
[03:06:44.279 --> 03:06:45.280]  Thank you.
[03:06:45.280 --> 03:06:48.444]  Sir, it's an honor to talk to you, brother.
[03:06:55.593 --> 03:06:57.035]  I just want to plug in.
[03:06:57.035 --> 03:07:01.459]  I'm a truck driver and Turbo Force has changed the way I drive.
[03:07:01.459 --> 03:07:04.423]  Me and my brothers that drive, there's a couple of us.
[03:07:04.423 --> 03:07:08.107]  We're all Hispanics, Cubans, Puerto Ricans.
[03:07:08.107 --> 03:07:16.135]  We used to be on Monster and Red Bull and all that and I have lost weight because I stopped drinking all that sugar and I just want to thank you
[03:07:16.855 --> 03:07:38.269]  Well brother we put more in this than any other long-term high-quality energy powder there is so this this was designed on one of the top guys in the country he didn't want his name on it because obviously the political issues but we had to pay a lot of money for this formulation just for the design of it and we believe it is the best strongest but healthiest energy out there and you're saying that it's made your life better so that means a lot to me thank you to all your truck drivers we love you
[03:07:39.620 --> 03:07:47.816]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[03:07:49.093 --> 03:07:53.837]  And that's why we made one of our most popular formulas to date.
[03:07:53.837 --> 03:07:56.199]  Super Male Vitality!
[03:07:56.199 --> 03:08:05.046]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[03:08:05.046 --> 03:08:15.915]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[03:08:16.215 --> 03:08:16.875]  Yes.
[03:08:16.875 --> 03:08:21.778]  We're talking about ancient wisdom combined with modern technology.
[03:08:21.778 --> 03:08:28.681]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[03:08:28.681 --> 03:08:29.762]  So what are you waiting for?
[03:08:29.762 --> 03:08:31.623]  Go to the InfoWars store.
[03:08:31.623 --> 03:08:34.444]  Never been a better time than right now.
[03:08:34.444 --> 03:08:41.167]  Super Male Vitality at InfoWarsStore.com.
[03:08:41.167 --> 03:08:43.849]  You're listening to the Alex Jones Show.
[03:08:54.875 --> 03:09:01.359]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:09:01.359 --> 03:09:08.523]  And now your host, Nick Vagich.
[03:09:08.523 --> 03:09:18.049]  And welcome back, and it's good to be here today in this Friday afternoon in most of the country and still just before noon in my home in Anchorage, Alaska.
[03:09:18.049 --> 03:09:22.372]  And I just appreciate everyone in this network, you know, does
[03:09:23.681 --> 03:09:27.944]  A yeoman's job of just getting the thing together and making it work.
[03:09:27.944 --> 03:09:39.233]  And I just want to say a shout out to everyone in Austin and literally around the world delivering information and vital information, I think, for this century.
