[00:00:11.947 --> 00:00:13.348]  Sorry folks, park's closed.
[01:06:07.757 --> 01:06:10.239]  So they couldn't even put the film together online.
[01:06:10.539 --> 01:06:11.119]  So that's that.
[01:06:11.580 --> 01:06:12.920]  But here's where it gets weird.
[01:06:12.940 --> 01:06:13.201]  Stay there.
[01:06:13.221 --> 01:06:13.761]  We got to go to break.
[01:06:13.821 --> 01:06:16.423]  No, she was telling me, because I'm like, OK, Millie, another report?
[01:06:16.443 --> 01:06:17.764]  Grace is like, no, this is really important.
[01:06:18.164 --> 01:06:19.185]  So I'm like, OK, well, tell me.
[01:06:19.205 --> 01:06:20.025]  Well, I can't tell you about it.
[01:06:20.185 --> 01:06:20.806]  We'll be right back.
[01:06:20.826 --> 01:06:21.526]  Stay with us, folks.
[01:06:23.007 --> 01:06:24.128]  Oh, you're a Democrat.
[01:06:28.172 --> 01:06:40.841]  Alright, so Tori is a lady that does a show with Millie Weaver who was arrested right as she was releasing an online documentary, Shadowgate.
[01:06:42.039 --> 01:06:43.400]  Which I think overall is a good film.
[01:06:44.420 --> 01:06:47.202]  As a guest, to postulate something with no evidence is not true.
[01:06:47.522 --> 01:06:52.565]  But overall, Operation Mockingbird and government agencies manipulating media, that's 100% true.
[01:06:52.925 --> 01:06:54.506]  So I like the film overall.
[01:06:54.726 --> 01:06:56.908]  Then everybody asks, well why is Millie Weaver arrested?
[01:06:57.308 --> 01:07:00.530]  I mean, I've got all these famous people calling me, texting me, what's happening, what's going on?
[01:07:01.070 --> 01:07:04.092]  Well, her mother has come out and said three months ago she filed a complaint.
[01:07:04.392 --> 01:07:07.434]  She came to visit during the COVID collapse from California, wanted to live there.
[01:07:08.055 --> 01:07:09.476]  Got in an argument.
[01:07:09.576 --> 01:07:11.317]  Her phone got broken in the argument.
[01:07:11.817 --> 01:07:12.998]  She got thrown out of the house.
[01:07:13.058 --> 01:07:13.979]  She called the police.
[01:07:14.539 --> 01:07:16.220]  Later, she tried to drop the charges.
[01:07:16.340 --> 01:07:20.023]  And three months later, they come and grab her and her husband and his brother.
[01:07:20.143 --> 01:07:21.063]  And now they're in jail.
[01:07:21.704 --> 01:07:23.605]  And so there was an arrest.
[01:07:23.625 --> 01:07:26.007]  Like I told you on Friday, it wasn't made up to promote a film.
[01:07:26.467 --> 01:07:28.268]  Oh, Jones is doing this to promote a film.
[01:07:29.069 --> 01:07:30.430]  No, that's not what was going on.
[01:07:31.451 --> 01:07:32.792]  I think the film was done for a while.
[01:07:32.832 --> 01:07:34.974]  They were just waiting and kept tinkering with it.
[01:07:35.054 --> 01:07:36.656]  So I think the arrest finally got it out.
[01:07:36.676 --> 01:07:37.537]  That's really what happened.
[01:07:37.977 --> 01:07:41.221]  But Tori, you were getting into the weirdness of all of this.
[01:07:41.561 --> 01:07:44.704]  And I mean, this is a huge story right now.
[01:07:44.784 --> 01:07:46.426]  Shadowgate on your YouTube.
[01:07:46.446 --> 01:07:48.308]  It's got like 2 million views last time I checked.
[01:07:48.528 --> 01:07:49.509]  It's on Bandot Video.
[01:07:49.549 --> 01:07:49.950]  It's up there.
[01:07:50.670 --> 01:07:51.230]  600,000 views.
[01:07:51.731 --> 01:07:52.951]  So the film's getting seen.
[01:07:52.991 --> 01:07:54.212]  I think it overall has a good message.
[01:07:54.452 --> 01:07:56.453]  Like you said, you're one of the main people, Millie.
[01:07:56.753 --> 01:07:57.673]  The evidence is great.
[01:07:57.713 --> 01:07:58.593]  It's a well-done film.
[01:07:58.834 --> 01:08:04.116]  I'm not putting a guy down that, you know, says with no evidence that Roger Stone is the commander of everything.
[01:08:04.516 --> 01:08:05.436]  It's just, it's not true.
[01:08:05.496 --> 01:08:06.117]  It's not shown.
[01:08:06.137 --> 01:08:11.379]  But that, just because there's one thing in a film, you know, doesn't mean it's overall not a good film.
[01:08:11.599 --> 01:08:13.720]  We just have to obviously say that that's not true.
[01:08:14.300 --> 01:08:16.481]  So what do you think the big story really is here?
[01:08:17.742 --> 01:08:22.984]  Well, okay, so I don't think that's what Bergie meant, but anyway, here's the thing.
[01:08:23.785 --> 01:08:30.428]  When we were working on this for a very long time, as you know, she's been dropping a lot of this stuff over the past few months.
[01:08:30.488 --> 01:08:41.853]  From the Kentucky elections, that came straight to her, probably because they knew that she was working with me on that, because I had gone up against the elections again with the election meddling.
[01:08:42.373 --> 01:08:43.634]  Back in 2016.
[01:08:44.174 --> 01:08:50.798]  So, you know, all of this was unfolding, and like you said, we were tweaking it, we were adding, we were putting.
[01:08:50.878 --> 01:08:54.920]  Now, July 20th was the day we were really, she was going to drop it.
[01:08:55.421 --> 01:08:57.902]  But, you know, then the file corrupted.
[01:08:58.102 --> 01:09:01.124]  And then after that, her internet was just not working at all.
[01:09:01.584 --> 01:09:01.884]  At all.
[01:09:02.004 --> 01:09:03.765]  It was snail movement.
[01:09:03.825 --> 01:09:06.307]  So everything had to be edited offline.
[01:09:06.887 --> 01:09:09.791]  So the minute she connected to the internet, right?
[01:09:10.352 --> 01:09:13.556]  That is when she ceded the file to me and started to upload.
[01:09:13.716 --> 01:09:15.398]  That's when the police knocked on the door.
[01:09:15.979 --> 01:09:17.000]  That's when they were coming.
[01:09:17.320 --> 01:09:21.546]  And you know, I warned her last week after she dropped the trailer.
[01:09:21.586 --> 01:09:23.748]  I said, look, if you don't drop this within the next few days,
[01:09:24.489 --> 01:09:31.815]  There's going to be issues because they're all going to start bringing in Edward Snowden into the picture so they can get hold of the narrative.
[01:09:32.396 --> 01:09:33.196]  She says, no, no.
[01:09:33.256 --> 01:09:34.117]  And what do we see?
[01:09:34.157 --> 01:09:41.983]  A lot of Edward Snowden coming into the picture because it's so predictable when you've created these programs and these operations to just see it.
[01:09:42.484 --> 01:09:44.105]  So blow and behold.
[01:09:44.165 --> 01:09:48.028]  I think Edward Snowden should be given a pardon.
[01:09:48.128 --> 01:09:49.890]  And I think Julian Assange should as well.
[01:09:51.004 --> 01:09:53.247]  Julian Assange is not the same as Snowden.
[01:09:53.407 --> 01:09:55.189]  Julian Assange is a journalist.
[01:09:55.689 --> 01:09:57.191]  He shouldn't even be in jail.
[01:09:58.673 --> 01:09:59.093]  Period.
[01:09:59.193 --> 01:09:59.794]  End of story.
[01:09:59.834 --> 01:10:01.055]  He should have been in the U.S.
[01:10:01.115 --> 01:10:06.621]  If anyone ever looks at the actual indictment against Julian Assange, they know it has no legs in court.
[01:10:07.062 --> 01:10:07.923]  Absolutely no legs.
[01:10:07.943 --> 01:10:08.744]  Absolutely.
[01:10:08.844 --> 01:10:09.765]  I agree with you on that.
[01:10:09.825 --> 01:10:11.387]  Go back to Roger though.
[01:10:12.628 --> 01:10:13.508]  Let me tell you something, Alex.
[01:10:13.528 --> 01:10:15.469]  I've been working on Roger's case for a very long time.
[01:10:39.216 --> 01:10:42.839]  And I found out how he was framed with his jury.
[01:10:42.859 --> 01:10:44.320]  I told him that when I interviewed him.
[01:10:44.380 --> 01:10:45.061]  No, I know.
[01:10:45.081 --> 01:10:45.701]  Tori, you're great.
[01:10:45.721 --> 01:10:46.822]  You expose much of election fraud.
[01:10:46.842 --> 01:10:49.745]  I'm just saying, Roger cannot hardly send an email.
[01:10:49.765 --> 01:10:50.786]  He's worse than I am.
[01:10:51.046 --> 01:10:53.508]  He is not running some giant internet command base.
[01:10:54.299 --> 01:10:55.180]  No, he's not.
[01:10:57.162 --> 01:10:58.123]  He did nothing wrong.
[01:10:58.463 --> 01:10:59.805]  I adore Roger Stone.
[01:11:00.005 --> 01:11:00.786]  No, I know you did.
[01:11:00.806 --> 01:11:01.767]  You did a good job of the film.
[01:11:01.787 --> 01:11:02.888]  So let's just move forward.
[01:11:02.908 --> 01:11:04.950]  Let's worry about then what's coming next.
[01:11:05.070 --> 01:11:05.871]  Well, here's the thing.
[01:11:05.931 --> 01:11:06.471]  It's the mystery.
[01:11:06.812 --> 01:11:11.496]  Why did the police ham-fistedly not even know they wanted Millie, but they wanted Gavin?
[01:11:11.937 --> 01:11:13.899]  People thought it was fake because they were so unprofessional.
[01:11:14.359 --> 01:11:15.681]  I couldn't believe it, but it was real.
[01:11:15.781 --> 01:11:16.702]  What is going on then?
[01:11:17.586 --> 01:11:21.989]  Alex, I kid you not, when that happened, I called Patrick and I was like, is this an IIA?
[01:11:22.389 --> 01:11:25.771]  Like, did someone like hijack and pretend this can't be a real arrest?
[01:11:26.071 --> 01:11:29.333]  They didn't even have a warrant, they were asking if it was green papers, like what's going on?
[01:11:29.873 --> 01:11:31.074]  And nothing was on the system.
[01:11:31.454 --> 01:11:33.055]  Here's where the curious part happens.
[01:11:33.495 --> 01:11:42.521]  And I recorded part of a call with Millie's permission, you know, and I promised that I would omit all private identifying information, that they changed
[01:11:43.161 --> 01:11:46.242]  They changed the indictment after they detained them.
[01:11:46.603 --> 01:11:57.147]  The indictment clearly said burglary, and then after the fact, the whole Ohio justice system went dark, and suddenly it pops up as robbery next.
[01:11:57.687 --> 01:11:59.568]  And it's like, wait a minute, so is it burglary?
[01:11:59.628 --> 01:12:00.849]  Okay, so that's huge.
[01:12:01.829 --> 01:12:02.589]  I agree.
[01:12:02.609 --> 01:12:05.891]  I've never seen them not tell somebody when they're being arrested what it is.
[01:12:05.931 --> 01:12:06.871]  They said, we don't know.
[01:12:07.171 --> 01:12:08.212]  That's why people thought it was fake.
[01:12:09.198 --> 01:12:09.478]  I know.
[01:12:09.558 --> 01:12:12.762]  You get, Tori, why I'm freaked out because I can usually see the angles.
[01:12:13.242 --> 01:12:16.085]  I'm, I don't know what, I'm actually confused right now.
[01:12:17.772 --> 01:12:19.033]  That makes two of us.
[01:12:19.153 --> 01:12:28.077]  But what Millie, I can tell you, was excited about was the fact that this video, aside from on my YouTube page, now that link is actually banned by Twitter.
[01:12:28.097 --> 01:12:29.898]  You're not allowed to share my YouTube video.
[01:12:30.319 --> 01:12:34.961]  But it's been reproduced so it's all over the internet in all languages.
[01:12:35.021 --> 01:12:38.663]  The whole world is watching this because this is applicable globally.
[01:12:38.723 --> 01:12:40.584]  Remember, this is a global syndicate.
[01:12:40.944 --> 01:12:44.766]  It's a private global syndicate that houses everybody's
[01:12:45.046 --> 01:12:45.506]  We're good.
[01:13:08.439 --> 01:13:10.321]  Roger's the worst technical person on earth.
[01:13:10.361 --> 01:13:11.462]  I'm not even defending Roger.
[01:13:11.783 --> 01:13:15.647]  It's just like saying... That's why I went off the deep end.
[01:13:15.687 --> 01:13:16.008]  I'm sorry.
[01:13:16.798 --> 01:13:17.858]  Yeah, no, that's okay.
[01:13:17.938 --> 01:13:21.799]  I mean, you have to re-watch the video a few times to understand exactly what it's saying.
[01:13:21.880 --> 01:13:24.200]  I think everyone sees it with different points of view.
[01:13:24.260 --> 01:13:25.140]  It's like paintings.
[01:13:25.521 --> 01:13:40.405]  Now, Haley actually put out an article on my page, on Tori Says, where it has embedded the audio from Millie Weaver during our phone call and what we were discussing, where she said, what's crazy is the paperwork said burglary, and then by the time they booked us, it had changed to robbery.
[01:13:40.925 --> 01:13:55.352]  So that is a big problem, and as I've been digging into this prosecutor, he has connections with Wexner, with Ricoh, that Ricoh arrest that just happened in Ohio with over $60 million with all these, you know... And the judge got a DWI, right?
[01:13:56.311 --> 01:13:58.873]  Well, their judge is Judge Becky.
[01:13:59.213 --> 01:13:59.593]  I don't know.
[01:13:59.733 --> 01:14:02.695]  I'm looking at the prosecutor like he's dirty everywhere.
[01:14:03.196 --> 01:14:04.176]  Like everywhere.
[01:14:04.597 --> 01:14:06.378]  So that should be coming out.
[01:14:06.418 --> 01:14:07.539]  So let me ask this question.
[01:14:07.579 --> 01:14:08.379]  The film's out.
[01:14:09.020 --> 01:14:11.321]  You arrest somebody or set them up before it comes out.
[01:14:11.821 --> 01:14:13.763]  Why bust her right when it's coming out?
[01:14:14.523 --> 01:14:16.505]  I mean, if I wanted to make a film big, that's what I would do.
[01:14:17.225 --> 01:14:18.487]  They didn't know it was coming out.
[01:14:18.587 --> 01:14:24.515]  So the way they have their network set up, right, is the front-facing internet and the back-facing internet.
[01:14:24.575 --> 01:14:29.982]  And Gavin was seeding me the file off the back end of the internet the minute they connected.
[01:14:30.423 --> 01:14:32.746]  So the minute they connected to their normal internet,
[01:14:33.226 --> 01:14:38.850]  Their normal router internet, where Millie was ready, was clicking to put it on her YouTube, you know, because it's a 10 gig file.
[01:14:38.890 --> 01:14:39.350]  It takes a while.
[01:14:39.810 --> 01:14:40.911]  That's when they arrived.
[01:14:41.311 --> 01:14:43.853]  And it looked like the sheriffs didn't know what they were doing.
[01:14:43.873 --> 01:14:46.114]  They were disheveled.
[01:14:46.154 --> 01:14:47.975]  All they knew is that they needed to round them up.
[01:14:48.415 --> 01:14:49.556]  They were on phone calls.
[01:14:49.636 --> 01:14:53.338]  Like, it's as if they, you know, the minute they connected to the internet, it was over.
[01:14:53.378 --> 01:14:54.399]  They wanted to shut it down.
[01:14:54.859 --> 01:14:56.120]  That's exactly what happened.
[01:14:56.920 --> 01:14:59.261]  So the timing, I don't care what anyone says.
[01:14:59.381 --> 01:15:03.563]  Well sure, if you're going to send people in to do something illegal, you don't tell them why they're there.
[01:15:03.583 --> 01:15:05.324]  That's why they're like, we don't know why we're here.
[01:15:05.604 --> 01:15:06.685]  We're just supposed to arrest you.
[01:15:06.745 --> 01:15:08.225]  I mean, I agree, that is crazy.
[01:15:09.466 --> 01:15:12.407]  And Millie feels like that too.
[01:15:13.128 --> 01:15:15.429]  All her rights have been taken away, look.
[01:15:16.002 --> 01:15:18.004]  Through one person's words.
[01:15:18.345 --> 01:15:30.878]  So Alex, if I want to, I can go down to my local police, say whatever I want about you, and they'll get a secret grand jury indictment with no... But our mother said, she's published statement, that she said drop the charges.
[01:15:30.918 --> 01:15:34.041]  They got in a fight and our cell phone broke three months ago.
[01:15:34.061 --> 01:15:36.384]  I mean... It wasn't even a fight.
[01:15:37.259 --> 01:15:45.224]  It was the second time they caught her recording, you know, documents they had out and serial numbers and computers and logs.
[01:15:45.744 --> 01:15:46.485]  That's what she was doing.
[01:15:46.505 --> 01:15:47.645]  So wait, they think they're mothers?
[01:15:47.665 --> 01:15:51.728]  This is getting crazy.
[01:15:53.729 --> 01:15:55.290]  Welcome back, I'm Alex Jones, your host.
[01:15:55.390 --> 01:15:57.932]  Final segment, David Knight.
[01:15:57.952 --> 01:15:59.132]  8 a.m.
[01:15:59.152 --> 01:15:59.773]  tomorrow morning.
[01:15:59.813 --> 01:16:00.573]  I'll kick it off.
[01:16:01.033 --> 01:16:01.914]  I'll be back 11 a.m.
[01:16:01.954 --> 01:16:03.035]  Central to 3 p.m.
[01:16:03.995 --> 01:16:06.517]  And then, of course, Owen Schroer in the War Room comes up after that.
[01:16:08.405 --> 01:16:34.076]  So, you know, I was thinking this, and I talked to Robert Barnes on Friday, he's a smart lawyer, I respect his views, and he's like, either it's locals thinking that normal news gathering is illegal because the media is saying WikiLeaks is illegal, or it's just a tragedy of errors and, you know, false reporting or whatever, or it's a deeper state group wanting to bring up a new Snowden slash
[01:16:35.387 --> 01:16:38.675]  Julian Assange type story and burn some folks.
[01:16:40.619 --> 01:16:45.470]  As a way to take the air out of the room from Trump giving a pardon to Julian Assange or Snowden.
[01:16:46.721 --> 01:16:54.963]  And our guest, Tori, that co-hosts with Millie Weaver on some of her shows and helped work on this film, Shadowgate, that is free and is posted at band.video.
[01:16:55.183 --> 01:16:58.984]  You can find it for now on YouTube, but most of these things get taken down.
[01:16:59.844 --> 01:17:06.365]  But regardless, I just hope you share it and look at it for yourself, even if I'm not saying all of it's 100% dead on accurate, because I know Roger Stone has worked with General Jones.
[01:17:06.966 --> 01:17:07.626]  That doesn't matter.
[01:17:07.786 --> 01:17:12.987]  The point is the overall information in the film is accurate about media manipulation, the things that are going on, the things that are happening.
[01:17:13.787 --> 01:17:26.360]  But Tori, you were getting in there as we went to break into the larger picture and what you think's behind this and where you think this is going because people see the coincidence of Millie releasing a film on a day
[01:17:27.435 --> 01:17:28.836]  And then that's the day she got arrested.
[01:17:28.856 --> 01:17:31.518]  But see, she was having technical problems.
[01:17:32.119 --> 01:17:41.025]  When the film finally went through, you said to you, and to others, that's what triggered whatever the alert was to send the police out, who don't seem to know why they're there.
[01:17:41.305 --> 01:17:42.666]  And they're like, wait, arrest him?
[01:17:42.786 --> 01:17:44.748]  Okay, we're getting Gavin Wentz, her husband.
[01:17:44.868 --> 01:17:46.029]  Oh, Millie Weaver too?
[01:17:46.069 --> 01:17:46.849]  Yeah, we're gonna get you.
[01:17:46.869 --> 01:17:51.033]  Because they're on the phone going, okay, we're getting Gavin Wentz, he's here.
[01:17:51.573 --> 01:17:52.634]  Oh, you want Millie Weaver too?
[01:17:52.674 --> 01:17:53.574]  Well, that's not on the warrant.
[01:17:53.875 --> 01:17:55.216]  You can't see it, ma'am, sorry.
[01:17:55.676 --> 01:17:56.176]  It does.
[01:17:57.037 --> 01:17:58.498]  That's why it looks fake to people.
[01:17:59.178 --> 01:18:02.500]  Even though they're in the jailhouse, it's admitted it's going on.
[01:18:03.121 --> 01:18:08.324]  That's why this is so crazy that it was something watching the digital lines.
[01:18:08.804 --> 01:18:14.628]  And I guess they think, well, the crime's committed once the film's uploaded, but there's nothing classified in it.
[01:18:14.868 --> 01:18:16.289]  They're charging him with something else.
[01:18:16.689 --> 01:18:18.070]  How do you decipher all of that?
[01:18:19.184 --> 01:18:27.068]  Okay, something that people don't know is that I'm the only one that got the file from the back end right as they were moving up on the internet.
[01:18:27.088 --> 01:18:29.009]  So they went to the more mirrored one.
[01:18:29.389 --> 01:18:39.493]  And something else they don't know is that her brother was also arrested who was on the telephone with me while I had paused my program online on air to talk to him.
[01:18:39.553 --> 01:18:40.874]  And he was like, they're all getting arrested.
[01:18:40.934 --> 01:18:42.415]  I said, don't let them take their phones.
[01:18:42.815 --> 01:18:43.755]  Hold on to their phones.
[01:18:43.815 --> 01:18:44.896]  And then they arrested him too.
[01:18:45.536 --> 01:18:48.897]  And not only that, the power was cut from the house.
[01:18:49.457 --> 01:18:55.398]  So, thank God, you know, I was writing Gavin, hey, I'm going on air, I want you to click send.
[01:18:55.458 --> 01:18:58.559]  Show me where it's at on the send through our seed network.
[01:18:58.979 --> 01:19:00.540]  And he showed it to me and that was it.
[01:19:00.920 --> 01:19:02.800]  And it was at 60% and I was happy.
[01:19:03.160 --> 01:19:06.361]  Ten minutes later, they were arrested, their power was cut.
[01:19:07.101 --> 01:19:08.082]  The power was cut.
[01:19:08.282 --> 01:19:09.882]  So there's a lot more... Okay, that's huge.
[01:19:09.942 --> 01:19:11.183]  The power was cut.
[01:19:11.463 --> 01:19:15.085]  So this isn't about just arresting people and they know there's going to be media.
[01:19:15.105 --> 01:19:16.225]  That's why the cops were being nice.
[01:19:16.526 --> 01:19:17.306]  They cut the power.
[01:19:17.346 --> 01:19:17.826]  That's huge.
[01:19:19.207 --> 01:19:20.447]  Yeah, and it was only for a bit.
[01:19:20.727 --> 01:19:27.350]  Once they drove off with them, they turned it back on, which would disrupt any conveyance of information, shut down computers, right?
[01:19:27.370 --> 01:19:28.271]  That would kill an upload.
[01:19:29.091 --> 01:19:29.571]  Yeah, it would.
[01:19:29.792 --> 01:19:31.212]  And I was the only one that got the upload.
[01:19:31.472 --> 01:19:32.373]  The only one.
[01:19:32.493 --> 01:19:34.214]  So, Tori, you don't like to speculate.
[01:19:34.274 --> 01:19:34.654]  I don't either.
[01:19:36.050 --> 01:19:37.912]  What do you as a smart lady involved in all this?
[01:19:37.972 --> 01:19:39.693]  I've had you as a guest several times the last few years.
[01:19:39.713 --> 01:19:40.013]  I know you are.
[01:19:40.053 --> 01:19:40.854]  You're a great lady.
[01:19:41.315 --> 01:19:42.536]  What do you think is really going on here?
[01:19:43.897 --> 01:19:51.603]  Okay, like I said, I told Millie the minute I started seeing Edward Snowden on the lips of everyone, I was like, uh-oh, this is mitigation.
[01:19:52.064 --> 01:19:54.686]  Now, we can disagree, Alex, because I adore you.
[01:19:54.726 --> 01:20:01.391]  You've kept me company in the most weirdest armpits of the world that I've been to listening to you for years, just so you know.
[01:20:01.572 --> 01:20:02.913]  So I'm a huge fan of yours.
[01:20:03.573 --> 01:20:05.314]  But we can disagree on this.
[01:20:05.374 --> 01:20:08.477]  Julian Assange is not in the same boat as Snowden.
[01:20:08.537 --> 01:20:17.303]  Snowden actually caused, created that twin stream so that they can stream out everybody's information over to Europe to these private companies.
[01:20:17.823 --> 01:20:21.806]  The only reason he whistled blue is because he realized just how disposable he was.
[01:20:22.467 --> 01:20:26.970]  I think Snowden is not a pure creature as Assange.
[01:20:27.030 --> 01:20:31.293]  I mean, I hear what you're saying, but I'm not in the camp of Snowden.
[01:20:32.477 --> 01:20:38.473]  He should get immunity if he blows the whistle and says that Obama put him there because that's exactly who directed this.
[01:20:38.914 --> 01:20:39.756]  Let's be clear.
[01:20:40.606 --> 01:20:40.906]  Okay?
[01:20:41.246 --> 01:20:43.067]  Because those of us that know, know.
[01:20:43.208 --> 01:20:48.751]  And I've received communications from people that are still within agencies saying, whoa, I can't believe you did this.
[01:20:49.371 --> 01:20:50.992]  So this is going to all come out.
[01:20:51.032 --> 01:20:54.174]  This is why when they were asking President Trump, oh, what do you think about Snowden?
[01:20:54.214 --> 01:20:55.014]  And he said, I don't know.
[01:20:55.074 --> 01:20:55.995]  Some people are saying this.
[01:20:56.035 --> 01:20:57.135]  Some people, we don't know.
[01:20:57.455 --> 01:21:02.278]  The thing is, maybe we can give him immunity to talk and point the fingers because he was registered.
[01:21:02.678 --> 01:21:08.481]  Unlike Snowden, myself or Bergie do not get afforded any whistleblower protections.
[01:21:08.642 --> 01:21:09.082]  He does.
[01:21:10.003 --> 01:21:12.466]  He does because he was directly paid by their payroll.
[01:21:12.826 --> 01:21:14.748]  It wasn't a third removed.
[01:21:15.169 --> 01:21:20.735]  So the story of Snowden has been glamour, you know, perfume, tutus, and lipstick.
[01:21:20.755 --> 01:21:24.359]  Sure, you're talking about Oliver Stone making a movie, all of it.
[01:21:25.509 --> 01:21:27.531]  Well, it's all glorified.
[01:21:27.591 --> 01:21:28.331]  It's not the truth.
[01:21:28.652 --> 01:21:34.276]  The truth is, he went in there to hijack the NSA stream and reinforce this twinning of streams.
[01:21:34.296 --> 01:21:42.223]  So every single piece of data that we speak, text, pictures, whatever you want, is housed at the NSA, is shipped off overseas.
[01:21:42.303 --> 01:21:42.964]  And he did that.
[01:21:43.344 --> 01:21:44.585]  Let's be clear on what he did.
[01:21:45.005 --> 01:21:47.187]  And then he came out saying, oh, they're copying your messages.
[01:21:47.467 --> 01:21:48.608]  Yeah, they're copying everything.
[01:21:48.648 --> 01:21:49.649]  It's not just Verizon.
[01:21:49.669 --> 01:21:52.412]  Okay, well, I'm not disagreeing with you, but I'm not seeing the proof that he's
[01:21:52.992 --> 01:21:56.455]  He, how would he control the whole architecture to put everything overseas?
[01:21:57.135 --> 01:22:03.680]  You didn't have to put the architecture, all you had to- That thing's like gigantic, I don't, click the buttons, but who sets up the giant server factories?
[01:22:04.801 --> 01:22:09.145]  Oh, Brennan did that in 2003 with Saudis in Luxembourg.
[01:22:11.266 --> 01:22:13.968]  So, that's when he set up the company with the servers.
[01:22:13.988 --> 01:22:15.630]  So why would he do all this and run to Russia?
[01:22:16.992 --> 01:22:17.673]  Uh, I don't know.
[01:22:17.693 --> 01:22:19.454]  You know, did he go to Russia?
[01:22:19.474 --> 01:22:19.954]  I don't know.
[01:22:20.394 --> 01:22:21.495]  You know that for a fact?
[01:22:21.535 --> 01:22:22.215]  Did you see him there?
[01:22:22.655 --> 01:22:28.619]  I'm just saying, what he did was put the algorithm... Well, I don't think the Russians are in league with the New World Order and they say he's over there.
[01:22:29.746 --> 01:22:30.807]  Uh, no, they're not.
[01:22:30.907 --> 01:22:31.668]  But, I don't know.
[01:22:32.148 --> 01:22:32.669]  We don't know.
[01:22:32.769 --> 01:22:33.990]  You don't know unless you see it.
[01:22:34.470 --> 01:22:36.772]  So, we shouldn't speculate and speak.
[01:22:36.792 --> 01:22:38.614]  I can tell you on facts what he did.
[01:22:38.634 --> 01:22:40.295]  And that is exactly what he did.
[01:22:40.315 --> 01:22:43.157]  I'm not disagreeing when you say facts.
[01:22:43.237 --> 01:22:46.680]  It's a lot of statements that would take days to go through each one of those.
[01:22:46.700 --> 01:22:47.341]  Let me just say this.
[01:22:47.361 --> 01:22:48.302]  10 a.m.
[01:22:48.322 --> 01:22:52.005]  is the CPS hearing in Portage County, Ohio.
[01:22:52.845 --> 01:22:53.706]  Yes.
[01:22:53.826 --> 01:22:57.648]  And then 11 a.m., they're having their deal, and this is all very weird.
[01:22:58.088 --> 01:23:01.510]  Obviously, some intelligence agency, some big group is involved in this.
[01:23:01.590 --> 01:23:03.711]  All the confluences, all the things.
[01:23:03.791 --> 01:23:06.173]  And then Roger being accused as being the kingpin in the middle of it.
[01:23:06.553 --> 01:23:07.533]  And then the guy at the door.
[01:23:07.674 --> 01:23:09.615]  All of this really lines up like dominoes.
[01:23:10.035 --> 01:23:11.736]  And so, Tori, I appreciate your time.
[01:23:12.156 --> 01:23:13.357]  I appreciate you coming on with this.
[01:23:13.417 --> 01:23:15.338]  I appreciate you helping out Millie, everybody.
[01:23:15.358 --> 01:23:18.520]  So we'll be able to talk to you, obviously, tomorrow and find out the latest developments.
[01:23:18.560 --> 01:23:20.641]  Are you going to be there at the court hearing, or who's going to be there?
[01:23:21.531 --> 01:23:21.932]  I will.
[01:23:22.132 --> 01:23:22.412]  I will.
[01:23:22.533 --> 01:23:33.948]  And I will be texting you with everything that's happening and I just wanted to say thank you to Ezra for setting up the GoFundMe because she's going to need the legal aid and hopefully they won't ask for bond.
[01:23:34.108 --> 01:23:37.152]  Oh yeah, Ezra Levant called me Friday and he said can we put a
[01:23:37.312 --> 01:23:38.813]  But I said, hey, she's a contractor.
[01:23:38.833 --> 01:23:39.553]  She's a good person.
[01:23:40.133 --> 01:23:41.394]  You're good at those GoFundMes.
[01:23:41.494 --> 01:23:42.154]  Please do it.
[01:23:42.214 --> 01:23:45.835]  So, but I said, I don't, I mean, I don't, I'm not Millie Weaver's manager.
[01:23:45.855 --> 01:23:46.796]  So you just go ahead and do that.
[01:23:46.816 --> 01:23:47.876]  So I'm glad folks gave there.
[01:23:48.256 --> 01:23:49.757]  All right, Tori, thank you so much.
[01:23:49.797 --> 01:23:50.637]  We appreciate your time.
[01:23:50.657 --> 01:23:51.357]  We'll talk to you soon.
[01:23:52.178 --> 01:23:52.598]  God bless.
[01:23:52.838 --> 01:23:53.278]  God bless.
[01:23:53.638 --> 01:23:54.298]  Yeah.
[01:23:54.538 --> 01:23:55.659]  Here's all I know, folks.
[01:23:59.320 --> 01:24:01.141]  And it's not a distancing myself from this film.
[01:24:02.344 --> 01:24:13.992]  I don't tell contractors or people I sponsor, whether it's Paul Joseph Watson, or whether it's Millie Weaver, or whether it's Caitlin Bennett, or whether it's a lot of other content creators that we support.
[01:24:14.372 --> 01:24:15.553]  I just say, hey, you're doing great work.
[01:24:15.853 --> 01:24:16.874]  Here is some support.
[01:24:17.494 --> 01:24:19.876]  And I hope you mention InfoWars and plug it back to us.
[01:24:20.216 --> 01:24:21.377]  But really, it's all about the mission.
[01:24:22.077 --> 01:24:27.061]  And so I've been handicapped that I can't respond to what's going on with this Shadowgate film.
[01:24:28.183 --> 01:24:29.023]  Because I never saw it.
[01:24:29.664 --> 01:24:30.444]  I saw the trailer.
[01:24:30.604 --> 01:24:31.425]  I wanted the film.
[01:24:31.505 --> 01:24:32.265]  I wanted to promote it.
[01:24:32.726 --> 01:24:33.506]  And I never got it.
[01:24:33.866 --> 01:24:36.328]  And then she's arrested right when it's coming out.
[01:24:36.668 --> 01:24:38.789]  And the dude that's in it's at my door, unannounced.
