[00:00:00.130 --> 00:00:00.394]  Shut up.
[02:50:07.952 --> 02:50:18.942]  And the mayors are, again, they're playing their political game to try to trigger the complete breakdown of the United States and Western Europe, so these billionaires can come in and buy it all up for billions on the dollar.
[02:50:18.942 --> 02:50:27.449]  That's why I'm so angry at these globalists, because when you're looking at them, they're the ones that sit in their councils and have decided to run these plans against us.
[02:50:27.449 --> 02:50:30.632]  They are enemies of humanity and must be dealt with.
[02:50:30.632 --> 02:50:32.274]  It's us or them, period.
[02:50:37.020 --> 02:50:46.563]  You're listening to The Alex Jones Show.
[02:50:46.563 --> 02:50:51.444]  There's a war on for your mind.
[02:51:00.393 --> 02:51:02.355]  I'm your host, Alex Jones, and our number four today.
[02:51:02.355 --> 02:51:05.377]  I want to say the crew did a great job last night.
[02:51:05.377 --> 02:51:08.800]  Up until like 11, 9 or so, covering the live debate.
[02:51:08.800 --> 02:51:13.103]  Yeah, it was still disappointing, you know, watching Trump next to that enemy.
[02:51:13.103 --> 02:51:22.530]  Not seeing Trump just literally, politically, nonviolently, garrot him, chop his head off politically, lovingly, nonviolently.
[02:51:22.530 --> 02:51:23.711]  It's just, it's not enough.
[02:51:23.711 --> 02:51:24.672]  It's just like, this is the enemy.
[02:51:24.672 --> 02:51:25.913]  This is the globalist.
[02:51:25.913 --> 02:51:29.916]  If I just laid it out and said, you're a globalist, you're an enemy of America, and just devastated him right there.
[02:51:31.408 --> 02:51:33.809]  We have this video coming up next segment.
[02:51:33.809 --> 02:51:38.811]  COVID police crash 10-year-old girl's birthday party.
[02:51:38.811 --> 02:51:40.031]  You're like, that's humiliating.
[02:51:40.031 --> 02:51:40.892]  That's authoritarian.
[02:51:40.892 --> 02:51:41.612]  That's the point!
[02:51:41.612 --> 02:51:46.674]  And we have the Roger Stone exclusive.
[02:51:46.674 --> 02:51:48.154]  Right now, let's go back to calls.
[02:51:48.154 --> 02:51:52.176]  Let's talk to Gio on the great state of Florida.
[02:51:52.176 --> 02:51:52.896]  In the great state of Florida.
[02:51:52.896 --> 02:51:54.177]  Go ahead.
[02:51:54.177 --> 02:51:55.017]  Hey, Alex.
[02:51:55.017 --> 02:51:57.538]  Hey, thanks for taking my call and for everything you do, man.
[02:51:58.726 --> 02:52:04.507]  I learned so much from you that no college could equal what I learned listening to your show.
[02:52:04.507 --> 02:52:07.968]  Well, I've learned a lot from a lot of people.
[02:52:07.968 --> 02:52:10.408]  I'm just passing it on, brother.
[02:52:10.408 --> 02:52:14.769]  You know, I gotta say Chris Wallace has gotta be the worst moderator I've ever seen.
[02:52:14.769 --> 02:52:21.771]  I just hope next time Trump makes it a point to focus on the socialism and how it's taking over the Democrat Party.
[02:52:21.771 --> 02:52:26.172]  But all in all, Trump did everything he wanted to do.
[02:52:26.172 --> 02:52:27.352]  But they really think we're stupid.
[02:52:28.450 --> 02:52:31.252]  Chris Wallace has denounced a white supremacist.
[02:52:31.252 --> 02:52:35.415]  And did you notice how he sneaked in the word proud boys?
[02:52:35.415 --> 02:52:37.516]  Yeah.
[02:52:37.516 --> 02:52:40.418]  And he wasn't even... The proud boys aren't white supremacists.
[02:52:40.418 --> 02:52:42.159]  And he wasn't even a proud boy.
[02:52:42.159 --> 02:52:46.201]  That was just lie on top of lie.
[02:52:46.201 --> 02:52:47.062]  No, definitely, definitely.
[02:52:47.062 --> 02:52:54.427]  You know, I feel heartbroken for where my country's heading because I know even when Trump does win, this BS is not going to stop.
[02:52:54.427 --> 02:52:57.929]  But I got to tell you, Alex, almost every... I'm Puerto Rican.
[02:52:58.632 --> 02:53:06.716]  Almost every Puerto Rican I know, and not just Puerto Rican, other Hispanics here in Orlando, will be voting for Trump.
[02:53:06.716 --> 02:53:09.158]  I never would have thought.
[02:53:09.158 --> 02:53:11.879]  I was about to say, the numbers show that.
[02:53:11.879 --> 02:53:15.581]  Why do you think suddenly Hispanics last year woke up to Trump?
[02:53:15.581 --> 02:53:18.343]  Because was it the lie of the Democrats and people investigated it?
[02:53:18.343 --> 02:53:20.124]  I mean, what caused that big awakening?
[02:53:23.891 --> 02:53:37.927]  I don't know, but it's great to see it, because I remember 2015, 2016, I lost a lot of friends, family members turned their backs on me, but a lot of them are starting to come back.
[02:53:37.927 --> 02:53:40.810]  They're starting to realize I wasn't the crazy one.
[02:53:41.784 --> 02:53:44.365]  They're starting to see the Democratic Party for what it is.
[02:53:44.365 --> 02:53:45.185]  You know what I'm told?
[02:53:45.185 --> 02:53:50.127]  I think at the very, no matter what your brown, black or white or whatever color you are, you got red blood.
[02:53:50.127 --> 02:53:54.349]  Everybody knows the COVID lockdown is exaggerated and they know the Democrats are doing it to make us poor.
[02:53:54.349 --> 02:54:01.891]  And everybody just gets fundamentally, we're in danger if these people get elected.
[02:54:01.891 --> 02:54:02.872]  True, true.
[02:54:02.872 --> 02:54:06.093]  Hey Alex, I wanted to ask you about something else.
[02:54:06.093 --> 02:54:07.353]  I got a little issue.
[02:54:07.353 --> 02:54:08.634]  You want me up to the vaccine
[02:54:12.920 --> 02:54:19.145]  My oldest daughter went through the first round of shots when she was born but hasn't been vaccinated ever since.
[02:54:19.145 --> 02:54:26.932]  Now the problem that I'm having is finding a doctor that will be willing to see my daughters because they don't have their shots.
[02:54:26.932 --> 02:54:28.553]  Is there a network of doctors?
[02:54:28.553 --> 02:54:31.976]  Do you know of a way to find a doctor?
[02:54:34.330 --> 02:54:35.191]  I totally agree.
[02:54:35.191 --> 02:54:38.876]  Please get Dr. Sherry Tenpenny back on, producers, to do that.
[02:54:38.876 --> 02:54:48.570]  I know that we had the same doctor when my son was born 18 years ago, and I, with my new daughters, have been divorced about a year ago.
[02:54:50.015 --> 02:54:58.478]  A new lady bought the chain of things here in Austin, and she called my wife in and said, you don't take vaccines, get out of here, I fire you, and got off on it.
[02:54:58.478 --> 02:55:11.683]  Even though the owner of the company knew vaccines had poisons in it and was an anti-vaccine place, but this pediatrics place got bought up, and you can just search engine
[02:55:13.600 --> 02:55:24.750]  Doctors or pediatricians that don't push vaccines or pediatricians that are anti-vaccine and you should get it in your area.
[02:55:24.750 --> 02:55:29.094]  It might be an hour away because they're harassing some of the doctors and threatening their licenses.
[02:55:29.094 --> 02:55:31.537]  But that's a great question, brother, and we should cover more of that.
[02:55:31.537 --> 02:55:32.758]  Thank you so much.
[02:55:32.758 --> 02:55:37.162]  None of my children have a single damn shot in their bodies and they're all superstars.
[02:55:37.162 --> 02:55:37.703]  We'll be right back.
[02:55:37.703 --> 02:55:38.023]  Stay with us.
[02:55:42.325 --> 02:55:50.990]  Remember, the enemy is working around the clock to suppress voices of independent people all over the world.
[02:55:50.990 --> 02:55:55.953]  The globalists have a plan for total vertical integration.
[02:55:55.953 --> 02:56:04.637]  Absolute authoritarianism to where you are a captive of their devices, of their control.
[02:56:04.637 --> 02:56:06.859]  But that is only a means to an end.
[02:56:07.899 --> 02:56:17.324]  Once they have the electronic straitjacket in place, they are on record that they will bring in forced inoculations that sterilize you and your family and worse.
[02:56:17.324 --> 02:56:24.608]  Many of the vaccines being pushed by the United Nations actually give people polio and actually give people cancer.
[02:56:24.608 --> 02:56:26.489]  Most cancer is viral.
[02:56:26.489 --> 02:56:27.989]  That's a big secret.
[02:56:27.989 --> 02:56:30.451]  But the secret is beginning to come out.
[02:56:30.451 --> 02:56:32.232]  It's even in the Associated Press.
[02:56:33.012 --> 02:56:47.242]  Remember, all of these banned videos and reports are banned on video, but only you can share them and save humanity.
[02:56:47.242 --> 02:56:50.084]  I'm up here in space.
[02:56:50.084 --> 02:56:52.386]  I'm looking down on you.
[02:56:52.386 --> 02:56:53.226]  My laser's trained.
[02:56:53.226 --> 02:56:58.130]  Crashing through the lies and disinformation, it's Alex Jones.
[02:57:07.819 --> 02:57:09.760]  Remember how they told you there wasn't a world government?
[02:57:09.760 --> 02:57:14.701]  Remember how they told you nobody was watching you, nobody was spying on you?
[02:57:14.701 --> 02:57:18.143]  But it turns out it's all true, it's all real.
[02:57:18.143 --> 02:57:25.165]  And it turns out that people running the planet have advanced knowledge and technology that they're using against us.
[02:57:25.165 --> 02:57:36.589]  And it turns out there's an ancient book that combined all the knowledge of the ancients and that they've gone and dug and researched everywhere the Bible says there's an ancient buried city and it's been accurate.
[02:57:37.674 --> 02:57:41.937]  And it matches the Roman histories and the Greek histories and the Egyptian histories.
[02:57:41.937 --> 02:57:52.326]  And they say a fallen creature was marooned on this planet and has a mission to destroy humanity.
[02:57:52.326 --> 02:57:57.170]  You look at what's going on and what big tech says and wow.
[02:57:57.170 --> 02:58:01.533]  If it isn't prophecy, they just decided to take it as an owner's manual.
[02:58:01.533 --> 02:58:03.275]  But let's shift gears before we take a few final calls.
[02:58:04.827 --> 02:58:13.349]  Roger Stone just sent us about an hour ago this exclusive video, his response to the Trump debate, how he thought Trump did, how he thought Joe Biden did.
[02:58:13.349 --> 02:58:23.292]  So here's Roger Stone exclusively for Infowars.com telling you what he thinks as a former Trump advisor of how the president did last night in Cleveland, Ohio.
[02:58:25.799 --> 02:58:34.267]  Well, I think I've probably watched every televised presidential campaign debate since the earliest debate in 1960.
[02:58:34.267 --> 02:58:41.875]  Most definitely a seminal moment, certainly in the career of both John F. Kennedy and Richard Nixon.
[02:58:41.875 --> 02:58:44.698]  Tonight's debate was quite extraordinary.
[02:58:44.698 --> 02:58:45.399]  Joe Biden,
[02:58:46.119 --> 02:59:00.350]  Uh, who was, um, I think had very low expectations coming into the debate, mostly set by the Republicans who kept repeating how stupid he was or how out of it he was, which by the way, I think is true, but I wouldn't have talked about it.
[02:59:00.350 --> 02:59:06.574]  I would have hoped that he would have shown it, um, basically was very scripted, very tightly scripted.
[02:59:06.574 --> 02:59:12.058]  Um, he clearly had been coached to chuckle or smile whenever Trump hit him with the hardest blows.
[02:59:12.799 --> 02:59:17.782]  But he caused his own problems because he would deny things that were provably true.
[02:59:17.782 --> 02:59:20.444]  He kept calling stories discredited.
[02:59:20.444 --> 02:59:22.786]  Look, there's nothing discredited here.
[02:59:22.786 --> 02:59:35.614]  His reprobate son, whose two priorities in life were getting high and hooking up, usually with paid talent, got $1.4 billion from the Central Chinese Communist Bank.
[02:59:35.614 --> 02:59:42.359]  And you'll notice Chris Wallace listed topics he didn't even touch on China, but Trump had the bravado to bring it up.
[02:59:43.139 --> 02:59:52.508]  Joe Biden can't laugh this one off by calling the president a clown, disrespectful, or telling the president of the United States, shut up.
[02:59:52.508 --> 02:59:55.732]  This guy is this close to a breakdown.
[02:59:55.732 --> 03:00:01.817]  Trump was his pugnacious self, counterpunching effectively when he absolutely had to.
[03:00:02.578 --> 03:00:13.565]  I frankly think that the cheapest shot here was Joe Biden knowingly repeating the myth that President Donald Trump denigrated fallen soldiers.
[03:00:13.565 --> 03:00:14.966]  That's a lie.
[03:00:14.966 --> 03:00:16.867]  That was reported by Jeff Goldberg.
[03:00:16.867 --> 03:00:17.908]  Remember him?
[03:00:17.908 --> 03:00:26.093]  He's the guy who told us Saddam Hussein had weapons of mass destruction for the discredited Atlantic magazine.
[03:00:26.093 --> 03:00:30.896]  I know firsthand everything they reported about my case was false.
[03:00:31.636 --> 03:00:40.803]  So why in the world would Biden dignify a rumor based on four non-existent anonymous sources?
[03:00:40.803 --> 03:00:42.985]  Donald Trump swatted that one down.
[03:00:42.985 --> 03:00:47.948]  I was a little concerned that he wouldn't catch it and counterattack, but he made it very clear.
[03:00:47.948 --> 03:00:50.870]  The president never said any such thing.
[03:00:50.870 --> 03:00:52.232]  It's a dirty trick.
[03:00:53.012 --> 03:01:02.608]  How much time lapsed between Atlantic having their magazine article up on the net and Joe Biden having a TV commercial about it paid for by his campaign?
[03:01:02.608 --> 03:01:05.773]  This is Roger Stone, and this is the Stone Cold Truth.
[03:01:06.826 --> 03:01:22.345]  The president probably was not wise to listen to his campaign advisors who suggested that he accept the three debate program of the presidential commission on debates because it's not appointed by the president.
[03:01:22.345 --> 03:01:23.907]  It's not a commission.
[03:01:23.907 --> 03:01:26.069]  It's most certainly not about open debate.
[03:01:26.710 --> 03:01:41.161]  If it were, the Libertarian and Green Party candidates, who will both be on the ballot in a sufficient number of states to theoretically win the 270 electoral votes necessary to become president, would have been included.
[03:01:41.161 --> 03:01:54.551]  Instead, what you got was a format that turned into a two-to-one match because, essentially, Chris Wallace, who used to be a journalist before he joined Fox, ran interference for Crazy Joe.
[03:01:55.191 --> 03:02:10.101]  Now, a lot of my friends say that Donald Trump, the president, interrupted other speakers too often, but Wallace interrupted Trump whenever he was about to make a key point far more than Trump interrupted anyone.
[03:02:10.101 --> 03:02:12.923]  This was a slugfest.
[03:02:12.923 --> 03:02:21.549]  Biden had clearly rehearsed all of his answers, and he'd been taught that when Trump gut punched him to grin and try to laugh it off.
[03:02:22.330 --> 03:02:25.254]  It didn't work.
[03:02:25.254 --> 03:02:41.512]  Trump got to the essential question of why the Chinese Central Bank, the Communist-controlled bank, would wire $1 billion to Hunter Biden days after Joe and Hunter visited China in Air Force Two.
[03:02:42.373 --> 03:02:48.279]  I think overall that this was a clear cut victory for the president.
[03:02:48.279 --> 03:02:53.884]  The president defeated Chris Wallace in the debate and Joe Biden came in third.
[03:02:53.884 --> 03:02:57.667]  This is Roger Stone with the Stone Cold Truth.
[03:02:57.667 --> 03:02:57.948]  All right.
[03:02:57.948 --> 03:02:59.889]  Thanks, Roger, for sending us that information.
[03:02:59.889 --> 03:03:01.431]  There's Joe Biden in the corner of the office.
[03:03:01.431 --> 03:03:03.853]  Joe, you little clowny.
[03:03:03.853 --> 03:03:05.735]  No, seriously, we're having some fun here.
[03:03:05.735 --> 03:03:06.656]  That's called satire.
[03:03:07.947 --> 03:03:14.169]  Hey Alex, this is Ron.
[03:03:14.169 --> 03:03:23.212]  People have to understand what's going on.
[03:03:23.212 --> 03:03:24.973]  We're being played.
[03:03:24.973 --> 03:03:30.695]  It's like getting a rabbit distracted and somebody from behind trying to grab it.
[03:03:30.695 --> 03:03:34.156]  I was an NYPD officer for over 20 years.
[03:03:34.156 --> 03:03:37.457]  I was around when they put the LPR license plate readers all around the city.
[03:03:38.821 --> 03:03:42.867]  Um, and uh, it's getting real scary right now.
[03:03:42.867 --> 03:03:45.210]  I have too much.
[03:03:45.210 --> 03:03:52.740]  I had to sign a form that we couldn't tell you say a lot, but all I could say is that the Patriots out there think they're going to be home and they're going to come to your house.
[03:03:52.740 --> 03:03:53.060]  They're not.
[03:03:53.060 --> 03:03:54.041]  They're going to pull you over.
[03:03:54.041 --> 03:03:55.844]  They're tracking you guys.
[03:03:56.647 --> 03:03:57.527]  And they're going to take you out.
[03:03:57.527 --> 03:04:00.068]  They're going to do a felony stop, and they're going to take you out.
[03:04:00.068 --> 03:04:02.549]  You're not going to be home to protect your wife and kids.
[03:04:02.549 --> 03:04:03.609]  The kids are going to be in school.
[03:04:03.609 --> 03:04:03.969]  That's right.
[03:04:03.969 --> 03:04:04.329]  Exactly.
[03:04:04.329 --> 03:04:07.210]  For folks that don't know, it's all license plate and cell phone tracking.
[03:04:07.210 --> 03:04:13.192]  And they'll have special units that basically pull you over, even run your ass over with an armored car, and that's it.
[03:04:13.192 --> 03:04:13.872]  That's correct.
[03:04:13.872 --> 03:04:17.074]  And as you see, the Chicago mayor already opened her mouth.
[03:04:17.074 --> 03:04:21.495]  She said, I have the chief of police who swore to take an oath to the New World Order.
[03:04:22.403 --> 03:04:23.643]  These are the guys that are going to do it.
[03:04:23.643 --> 03:04:25.824]  You know, I forgot that.
[03:04:25.824 --> 03:04:30.426]  Pull up where she said, my chief of police, Lightfoot, to the new order.
[03:04:30.426 --> 03:04:31.726]  It's literally the UN.
[03:04:31.726 --> 03:04:33.527]  Keep blending out, brother.
[03:04:33.527 --> 03:04:36.348]  Alright, so now, they're doing that.
[03:04:36.348 --> 03:04:40.770]  Now, you see the shooting, school shooting stopped magically.
[03:04:40.770 --> 03:04:42.771]  Mass shooting stopped magically.
[03:04:42.771 --> 03:04:45.331]  Now, they got their fences up around schools.
[03:04:45.331 --> 03:04:46.332]  Now, you need to show your ID.
[03:04:47.273 --> 03:04:49.673]  Before you get into a parking lot, they buzz you in.
[03:04:49.673 --> 03:04:52.594]  Then you have to show your ID again to get into the school.
[03:04:52.594 --> 03:04:53.934]  Now, is that going to stop a shooter?
[03:04:53.934 --> 03:04:57.895]  They're stopping the parents from picking up their kids.
[03:04:57.895 --> 03:04:59.335]  It's plain as day.
[03:04:59.335 --> 03:05:01.836]  What they're doing is all a distraction.
[03:05:01.836 --> 03:05:06.576]  And at the same time, they're building now on decommissioned train tracks.
[03:05:06.576 --> 03:05:08.337]  Decommissioned, magic word.
[03:05:08.337 --> 03:05:14.098]  They're building container ship yards all around rural communities.
[03:05:14.098 --> 03:05:16.018]  Why is container ships being built?
[03:05:16.482 --> 03:05:16.823]  I don't know.
[03:05:25.680 --> 03:05:26.680]  People have to wake up.
[03:05:26.680 --> 03:05:34.442]  Wow, listen, you gotta come on as a guest tomorrow, because everything you're saying is stuff I already know, but I never get to do on air, because it's sophisticated and scary.
[03:05:34.442 --> 03:05:41.144]  When they did that big martial law takeover drill in 2015, and spun it that I said it was a takeover then, no it wasn't.
[03:05:41.144 --> 03:05:47.865]  It was that they had people hidden in cattle cars and in containers, and you're absolutely right about what you're talking about.
[03:05:47.865 --> 03:05:54.387]  To give you a heads up on other Alex's, look at all the courthouses around the United States.
[03:05:55.416 --> 03:05:57.257]  Look at the Superior Courts.
[03:05:57.257 --> 03:06:00.840]  They're building helipads right now on top of them.
[03:06:00.840 --> 03:06:02.681]  Merrick Jade-Helm.
[03:06:02.681 --> 03:06:04.162]  Well, I wasn't part of Jade-Helm.
[03:06:04.162 --> 03:06:05.903]  That's what I just, yeah, I was talking about Jade-Helm.
[03:06:05.903 --> 03:06:07.284]  Yeah, you just said it.
[03:06:07.284 --> 03:06:17.450]  Part of some parts of it, running around the city, picking up judges, taking them as a mock, going around to the residents, taking them to the courthouse.
[03:06:17.450 --> 03:06:19.812]  And I'm saying, why are we taking them to the courthouse?
[03:06:19.812 --> 03:06:21.873]  And they're going to do, they're going to build a helipad on top.
[03:06:22.529 --> 03:06:25.512]  Now, we were escorting special... Hold on, hold on.
[03:06:25.512 --> 03:06:28.534]  Listen, we got John Rappaport coming up, and I'm not gonna forget this.
[03:06:28.534 --> 03:06:33.459]  Ron, can you come on at 11.30 tomorrow?
[03:06:33.459 --> 03:06:34.600]  Well, don't hang up, Ron.
[03:06:34.600 --> 03:06:36.141]  I'm gonna come back to you.
[03:06:36.141 --> 03:06:36.681]  Rappaport's ready.
[03:06:36.681 --> 03:06:40.024]  I'm gonna come back and finish this, Ron.
[03:06:40.024 --> 03:06:41.165]  The Renaissance.
[03:06:41.165 --> 03:06:42.587]  The Great Enlightenment.
[03:06:42.587 --> 03:06:47.411]  It's all being swept away and being replaced by scientific tyranny.
[03:06:48.717 --> 03:07:01.705]  That's establishing a form of planetary digital law, where the technocrats are above the law, and the public isn't even considered to be as valuable as a cow.
[03:07:01.705 --> 03:07:06.568]  In fact, humans are seen as garbage that's going to be taken out and removed.
[03:07:06.568 --> 03:07:09.950]  That is the post-human exterminist plan.
[03:07:09.950 --> 03:07:11.892]  That is the public ideology of the globalists.
[03:07:12.953 --> 03:07:20.482]  And everything they've built with this high-tech grid is to absorb us and anesthetize our minds as we're slowly killed.
[03:07:22.308 --> 03:07:30.473]  And any future generations that happen to straggle out of their mother's wounds will be a mere shadow of what humans once were.
[03:07:30.473 --> 03:07:37.477]  This is the satanic, ruling elite engaged in mass vandalism against God's creation, humanity.
[03:07:37.477 --> 03:07:39.298]  This is the essence of evil.
[03:07:39.298 --> 03:07:42.520]  The way the psychological warfare operation works is very, very simple.
[03:07:43.560 --> 03:07:52.185]  They're going to give up freedoms by increments, always promising it's only going to be a short period of time, and then the restrictions will be released.
[03:07:52.185 --> 03:07:53.766]  But they're not.
[03:07:53.766 --> 03:08:02.231]  After a significant amount of time, always four or five times longer than what they said, they will then slightly release it a little bit, only tighten it down even more later.
[03:08:02.231 --> 03:08:08.754]  This is called successive approximation incrementalism, or the inchworm effect.
[03:08:08.754 --> 03:08:11.176]  This is the most common way that totalitarians take over.
[03:08:11.696 --> 03:08:26.479]  But there then becomes a point where the public wakes up, but under the incrementalism, it starts resisting, and then there's usually a giant purge and a clampdown, and you'll see more tyranny rolled out in just a few days, weeks, or months than you saw in the previous 10 years.
[03:08:26.479 --> 03:08:29.560]  And that's the period we're in globally right now.
[03:08:29.560 --> 03:08:38.122]  A world government, Qaikom-backed, globalist corporate takeover of the planet that wants you poor and absolutely sick under their thumb forever.
[03:08:42.179 --> 03:08:52.466]  You're listening to the Alex Jones Show.
[03:08:52.466 --> 03:08:58.250]  I had chills running up my spine when Ron was talking because everything he was talking about was secret.
[03:08:58.250 --> 03:08:59.912]  And it's stuff I know.
[03:08:59.912 --> 03:09:03.114]  Stuff I haven't really gotten into because I'm not trying to scare you.
[03:09:03.114 --> 03:09:07.217]  Let's just say we want to get control of our government.
[03:09:07.217 --> 03:09:11.420]  Because we were a big, rich, powerful country and boy did we build some evil stuff.
[03:09:12.554 --> 03:09:15.155]  John Rappaport, NoMoreFakeNews.com with investigative journalists.
[03:09:15.155 --> 03:09:16.256]  He's ready to go.
[03:09:16.256 --> 03:09:17.276]  Then the War Room coming up.
[03:09:17.276 --> 03:09:19.397]  And then don't forget, weeknight, 7 to 9.
[03:09:19.397 --> 03:09:19.937]  We built it.
[03:09:19.937 --> 03:09:20.637]  We hope you come.
[03:09:20.637 --> 03:09:21.978]  We hope you promote it.
[03:09:21.978 --> 03:09:28.280]  Election Countdown with Owen Schroyer, Dianne Lorraine, and so many other great folks like Harrison Smith.
[03:09:28.280 --> 03:09:29.281]  Be sure and join us for that.
[03:09:29.281 --> 03:09:32.542]  Please promote it tonight, because that's how we reach new people, and that's how we win.
[03:09:32.542 --> 03:09:33.743]  John, thanks for joining us.
[03:09:33.743 --> 03:09:36.484]  Take over.
[03:09:36.484 --> 03:09:38.184]  Thank you, Alex.
[03:09:38.184 --> 03:09:39.265]  Great to be here, as always.
[03:09:40.703 --> 03:09:45.266]  A Wednesday ConFabs.
[03:09:45.266 --> 03:09:47.507]  Got a lot to cover today.
[03:09:47.507 --> 03:09:52.490]  We'll get a little bit into the debate last night later.
[03:09:52.490 --> 03:09:59.395]  But I have to punch up something that I covered last week, which is extremely important.
[03:09:59.395 --> 03:10:07.940]  Another revelation that was presented by major media and then totally buried and ignored by major media.
[03:10:07.940 --> 03:10:09.621]  An opinion piece written
[03:10:10.895 --> 03:10:25.262]  In the New York Times about a week ago, Peter Doshi and Eric Topol, authors, the clinical trials of the upcoming COVID vaccine.
[03:10:25.262 --> 03:10:26.003]  Okay?
[03:10:26.003 --> 03:10:27.123]  That's what we're talking about.
[03:10:27.123 --> 03:10:30.365]  The three major trials.
[03:10:30.365 --> 03:10:32.246]  It's a horse race.
[03:10:32.246 --> 03:10:37.929]  Which company's vaccine is going to be approved and unleashed on the public?
[03:10:40.111 --> 03:10:46.854]  And those of you watching can see this Times article on the screen.
[03:10:46.854 --> 03:10:51.876]  So the three major companies are Pfizer, Moderna, and AstraZeneca.
[03:10:51.876 --> 03:11:08.202]  And what the Times piece revealed is that the clinical trials to prove that these vaccines are effective are completely misguided and headed in the wrong direction and are basically meaningless.
[03:11:09.764 --> 03:11:23.294]  Because what they're trying to prove is that the vaccine could be effective in preventing, listen up, a mild case of COVID-19.
[03:11:23.294 --> 03:11:25.336]  Not a serious case.
[03:11:25.336 --> 03:11:27.217]  Not a life-threatening case.
[03:11:27.217 --> 03:11:31.000]  Not a case that could send somebody to the hospital or kill them.
[03:11:31.000 --> 03:11:33.101]  But a mild case.
[03:11:33.101 --> 03:11:36.624]  Like, for example, cough, chills and fever.
[03:11:39.426 --> 03:11:55.152]  A case that would cure itself, cause no real harm, doesn't need a vaccine in the first place, even if you believe in conventional vaccine theory.
[03:11:55.152 --> 03:12:03.796]  Therefore, these three major clinical trials of these major companies, and Moderna, by the way, is Fauci's favorite,
[03:12:06.564 --> 03:12:10.065]  We'll prove absolutely nothing after a year or so.
[03:12:10.065 --> 03:12:16.566]  They each have about 30,000 to 40,000 volunteers.
[03:12:16.566 --> 03:12:25.489]  And it doesn't matter what vaccine they're testing, what the outcome of the clinical trial is, etc., etc.
[03:12:25.489 --> 03:12:34.331]  They're designed to prove nothing useful to anybody, no matter what they believe or don't believe about vaccines.
[03:12:34.331 --> 03:12:35.711]  They're designed to prove
[03:12:36.786 --> 03:12:51.471]  That only protection is given against a mild case of COVID-19, which, if it exists at all, does not harm anybody, does not need a vaccine.
[03:12:51.471 --> 03:13:02.514]  It's up to people like you and me to let the FDA know that this is completely insane.
[03:13:03.894 --> 03:13:23.241]  Because the FDA is the agency that's going to be providing what's called emergency authorization for this vaccine to be shot into 350 million people in the United States and perhaps many other people in other countries as well.
[03:13:23.241 --> 03:13:25.002]  I hope you're getting what I'm saying here.
[03:13:25.697 --> 03:13:29.698]  By the way, John, I'm sitting here while you're talking and I never interrupt you.
[03:13:29.698 --> 03:13:30.979]  This is so bombshell.
[03:13:30.979 --> 03:13:32.579]  I read this, you're right.
[03:13:32.579 --> 03:13:36.620]  They're admitting that the vaccine is only for something that doesn't basically exist.
[03:13:36.620 --> 03:13:40.942]  Somebody that doesn't actually get sick because they're going to keep calling flus and everything COVID-19.
[03:13:40.942 --> 03:13:44.443]  They're admitting that it's for something that doesn't even kill you.
[03:13:45.163 --> 03:13:48.405]  So that they never get judged on the fact that other people die.
[03:13:48.405 --> 03:13:52.267]  They're admitting it's worthless because it's based on a whole fraud anyways.
[03:13:52.267 --> 03:13:55.129]  So at the base level, this totally discredits it.
[03:13:55.129 --> 03:13:56.710]  This is just, this is incredible.
[03:13:56.710 --> 03:14:00.312]  Sorry to interrupt, but you've got to join me on the full show tomorrow.
[03:14:00.312 --> 03:14:02.333]  Yeah, it's unbelievable.
[03:14:02.333 --> 03:14:03.654]  Absolutely unbelievable.
[03:14:03.654 --> 03:14:11.199]  And I'm trying to spread the word about this so people would be motivated to contact the FDA and warn them
[03:14:11.829 --> 03:14:24.940]  That we're watching, we're on notice, we're putting you on notice, FDA, that you can't approve in any fashion whatsoever this vaccine from any of these companies.
[03:14:24.940 --> 03:14:35.789]  And if the three, again, we go to the horse race idea, Moderna, Pfizer, AstraZeneca, trying to get to the finish line and get approval for their vaccine.
[03:14:35.789 --> 03:14:40.593]  Now, if all of a sudden all three of these horses are cut out of the race,
[03:14:41.551 --> 03:14:42.532]  Okay?
[03:14:42.532 --> 03:14:56.325]  Because the revelation is broadcast to enough people around the world who know now this is a total farce, phony, ridiculous, insane, irrelevant, means nothing,
[03:14:58.666 --> 03:15:10.692]  Doesn't matter what the outcome is or what vaccine you're testing, you're only trying to prove that it's effective in cases that don't matter, that cure themselves, that are horrible.
[03:15:10.692 --> 03:15:13.514]  Because, again, explain the data set.
[03:15:13.514 --> 03:15:17.116]  If it doesn't hurt you anyways, you can't prove it protected you.
[03:15:17.116 --> 03:15:18.997]  It's a placebo.
[03:15:18.997 --> 03:15:20.277]  Exactly.
[03:15:20.277 --> 03:15:25.540]  You can't prove it protected you, you can't prove it's effective, you can't prove it does anything.
[03:15:26.326 --> 03:15:32.510]  And that's the way these protocols in the clinical trials are set up.
[03:15:32.510 --> 03:15:37.133]  It's not just an accident that they're designed this way.
[03:15:37.133 --> 03:15:47.659]  I could go into a lot more detail about how the vaccine companies decided to use this protocol, but I just want to cut to the chase here.
[03:15:47.659 --> 03:15:49.640]  It doesn't matter.
[03:15:49.640 --> 03:15:55.144]  It's worthless, useless, and all they have to do
[03:15:56.613 --> 03:16:11.705]  is show that in 150 cases out of 30 or 40,000 volunteers that the vaccine in heavy quotes protects against the case of COVID-19.
