[00:00:05.304 --> 00:00:06.506]  I don't know.
[02:53:08.845 --> 02:53:13.890]  You ever seen big dams, gates open when there's a big flood, and it's just blasting out?
[02:53:15.267 --> 02:53:25.255]  God's looking for people that can handle that level of power, and who don't use power to oppress people, but use it to expand human consciousness.
[02:53:26.075 --> 02:53:30.779]  And the minute you enter into that gate, you are now in the presence of God.
[02:53:31.520 --> 02:53:38.105]  And you feel that presence, you don't fear the New World Order, or all the slime bags, or all the cowards anymore.
[02:53:38.645 --> 02:53:40.947]  You just want to be in alignment with God.
[02:53:42.969 --> 02:53:44.050]  But you look at the preachers.
[02:53:45.439 --> 02:53:58.550]  On average, they are a cultist, or they're blackmailed, or they're Satanist, who have been sent to take over, and they're gonna tell you all day how good they are, and how, oh, you like the woman, oh, that's the devil.
[02:53:59.711 --> 02:54:05.496]  But they will never talk about the pedophiles, they'll never talk about, because it's all a fraud, but it doesn't matter.
[02:54:06.263 --> 02:54:06.964]  You're winning.
[02:54:07.324 --> 02:54:07.985]  We're winning.
[02:54:08.005 --> 02:54:08.866]  They're losing.
[02:54:09.327 --> 02:54:10.048]  And they know it.
[02:54:10.408 --> 02:54:11.309]  And they can feel it.
[02:54:11.610 --> 02:54:13.232]  And all their people that serve them.
[02:54:13.572 --> 02:54:14.393]  I don't say this with pleasure.
[02:54:15.214 --> 02:54:16.115]  You go to a leftist event.
[02:54:18.158 --> 02:54:19.740]  They're dying without God.
[02:54:21.616 --> 02:54:25.138]  Those of us that have God are, like, bulging with energy and power.
[02:54:25.378 --> 02:54:26.379]  It's almost embarrassing.
[02:54:26.439 --> 02:54:28.820]  It's like, oh, hey, please, no, no, no, no, please!
[02:54:29.120 --> 02:54:33.963]  And meanwhile, you go look at some globalist, they're like a little zombie, like, ooooh.
[02:54:34.403 --> 02:54:40.367]  Why would you want to be part of something that is such a giant galactic failure?
[02:54:42.828 --> 02:54:43.889]  Boy, I'm ranting, aren't I?
[02:54:45.777 --> 02:54:47.258]  It is a vice I have.
[02:54:47.979 --> 02:54:49.100]  Benny in Tennessee.
[02:54:49.480 --> 02:54:50.621]  Oh no, Mr. Putt first.
[02:54:51.161 --> 02:54:53.923]  Mr. Putt wants to know if I'm infected at CPAC.
[02:54:56.585 --> 02:54:57.826]  Mr. Putt, what do you think's going on?
[02:54:57.966 --> 02:54:59.207]  The President may have been infected!
[02:55:01.329 --> 02:55:03.090]  The Chai Com showed me about the fear.
[02:55:03.130 --> 02:55:03.691]  What should I do?
[02:55:04.712 --> 02:55:11.797]  Well, Alex, I'm curious if you're wondering if you're infected because your reporter, Millie Weaver,
[02:55:12.929 --> 02:55:16.312]  She's got a photo here on her Twitter page with Diamond and Silk.
[02:55:16.912 --> 02:55:18.854]  I am infected right now.
[02:55:19.814 --> 02:55:20.555]  I'm infected.
[02:55:21.275 --> 02:55:22.216]  Oh, you are?
[02:55:22.316 --> 02:55:22.716]  Oh, okay.
[02:55:22.816 --> 02:55:24.057]  I'm infected with something called 1776.
[02:55:24.438 --> 02:55:26.439]  Have you heard about it?
[02:55:28.080 --> 02:55:29.561]  Well, yeah.
[02:55:30.682 --> 02:55:31.743]  But, anyway.
[02:55:32.203 --> 02:55:32.864]  No, seriously.
[02:55:32.884 --> 02:55:34.064]  So, wait a minute, wait a minute.
[02:55:34.104 --> 02:55:38.307]  You say Diamond and Silk talked to somebody who talked to somebody that saw a leprechaun?
[02:55:39.128 --> 02:55:39.648]  No, I'm not.
[02:55:41.533 --> 02:55:42.954]  Well, anyway, I'm infected.
[02:55:42.974 --> 02:55:43.995]  What should I do?
[02:55:45.015 --> 02:55:46.456]  Should I bow to Xi Jinping?
[02:55:46.856 --> 02:55:48.297]  Oh, I love Xi Jinping!
[02:55:48.618 --> 02:55:48.998]  What, what?
[02:55:49.438 --> 02:55:50.179]  I'm not being mean.
[02:55:50.379 --> 02:55:53.060]  Mr. Putt, how do I properly bow?
[02:55:53.080 --> 02:55:56.843]  How do I lay on my belly before Xi Jinping?
[02:55:56.903 --> 02:55:57.763]  Tell me how I do that.
[02:55:59.945 --> 02:56:02.346]  Oh, uh, you're, you're being silly.
[02:56:02.767 --> 02:56:03.507]  No, no, no, no!
[02:56:03.827 --> 02:56:04.768]  You just called in and said,
[02:56:06.044 --> 02:56:09.767]  I see on the board, is Alex and M4's crew infected with coronavirus?
[02:56:09.807 --> 02:56:10.988]  That is a luscious headline.
[02:56:11.008 --> 02:56:12.269]  We're going to go with that headline, actually.
[02:56:13.110 --> 02:56:15.531]  Is Alex Jones infected with coronavirus?
[02:56:16.712 --> 02:56:17.953]  Yeah, I'm wondering.
[02:56:18.714 --> 02:56:19.314]  Oh my God.
[02:56:19.615 --> 02:56:21.816]  And so what is this, a pallor of Xi Jinping?
[02:56:23.858 --> 02:56:26.180]  No, it's a concern for your health.
[02:56:26.480 --> 02:56:28.742]  Tell me about Xi Jinping and how handsome he is.
[02:56:29.758 --> 02:56:35.949]  People should be concerned generally for your health based on the crazy things you say.
[02:56:35.969 --> 02:56:41.660]  Based on the amount of goblin power I have?
[02:56:44.159 --> 02:56:45.240]  Oh, you're being silly again.
[02:57:16.927 --> 02:57:19.253]  Is the coronavirus not highly infectious?
[02:57:20.724 --> 02:57:21.785]  Highly infectious?
[02:57:52.025 --> 02:57:53.566]  Do you understand?
[02:57:53.586 --> 02:57:55.167]  There's one thing I want you to do for me.
[02:57:55.527 --> 02:57:55.827]  What?
[02:57:55.847 --> 02:57:56.368]  Come here.
[02:57:57.869 --> 02:57:58.169]  Win.
[02:57:58.649 --> 02:57:58.849]  Win.
[02:57:58.869 --> 02:58:00.090]  What are we waiting for?
[02:58:00.110 --> 02:58:00.470]  Take this!
[02:58:00.530 --> 02:58:00.710]  Win.
[02:58:14.364 --> 02:58:14.845]  This is CNN.
[02:58:52.941 --> 02:58:53.681]  Real stuff, man.
[02:58:53.701 --> 02:58:54.862]  We're talking about the real deal here.
[02:58:54.882 --> 02:59:00.305]  And I love Trump all day long, but, man, I tell you, he sits there and lets these big tech people keep running roughshod over him.
[02:59:00.345 --> 02:59:02.546]  Everybody, I mean, I've got a problem.
[02:59:03.207 --> 02:59:04.728]  And we'll just take the Trump rallies over.
[02:59:04.928 --> 02:59:08.170]  That said, about two months ago, I came up with a plan that I haven't launched yet.
[02:59:08.710 --> 02:59:11.952]  We have a warehouse full of hundreds of thousands of stickers.
[02:59:12.552 --> 02:59:13.272]  20 different stickers.
[02:59:13.793 --> 02:59:15.013]  Impeach the Democrats.
[02:59:15.413 --> 02:59:16.454]  Save the Second Amendment.
[02:59:16.494 --> 02:59:17.514]  Defend the First Amendment.
[02:59:17.574 --> 02:59:18.555]  Infowars.com.
[02:59:18.915 --> 02:59:20.256]  And it looks like duct tape.
[02:59:20.336 --> 02:59:21.076]  It's just a regular sticker.
[02:59:21.096 --> 02:59:21.917]  You put it over your mouth.
[02:59:22.097 --> 02:59:23.257]  You go to a Trump rally.
[02:59:23.417 --> 02:59:25.798]  And you instantly take over without even disrupting things.
[02:59:25.818 --> 02:59:27.059]  People say, why are you doing this?
[02:59:27.439 --> 02:59:27.940]  What's happening?
[02:59:27.960 --> 02:59:29.460]  Well, you go, well, we're being censored.
[02:59:29.500 --> 02:59:31.681]  You know, Trump won't do anything about it.
[02:59:31.721 --> 02:59:33.602]  And Dr. Pucinich, let me just ask you what you think.
[02:59:33.622 --> 02:59:34.843]  Because I've not launched this yet.
[02:59:35.043 --> 02:59:35.463]  That's brilliant.
[02:59:35.883 --> 02:59:42.725]  You've taken the very element that they try to repress you with, that silence, and made it into a weapon.
[02:59:42.985 --> 02:59:45.726]  You have the loudest sound of all, silence.
[02:59:45.926 --> 02:59:48.126]  And you know what's most disturbing to people?
[02:59:48.746 --> 02:59:50.247]  Silence.
[02:59:54.288 --> 03:00:00.229]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:00:11.451 --> 03:00:15.534]  Leading a frontal assault on the lives of the New World Order.
[03:00:16.094 --> 03:00:17.415]  It's Alex Jones.
[03:00:18.095 --> 03:00:24.459]  And Paul Joseph Watson is about to take over from her Britannic Majesties, England.
[03:00:26.020 --> 03:00:27.601]  Paul is self-quarantining right now.
[03:00:28.782 --> 03:00:31.163]  He has the coronavirus.
[03:00:31.323 --> 03:00:31.864]  I'm joking.
[03:00:32.484 --> 03:00:33.405]  But that's coming up.
[03:00:34.265 --> 03:00:35.506]  We're taking a few calls here.
[03:00:35.806 --> 03:00:38.048]  Benny in Tennessee, you're on the air.
[03:00:38.068 --> 03:00:38.628]  Thanks for calling.
[03:00:40.236 --> 03:00:41.380]  Hi Alex, thanks for taking my call.
[03:00:47.284 --> 03:00:51.007]  Well, I just want to say that the timing of the coronavirus is very suspect.
[03:00:51.087 --> 03:01:00.653]  If you look at what China was able to successfully do with quelling their freedom uprising, now... Are you saying the plastic banana's fake?
[03:01:01.473 --> 03:01:04.095]  Hell yes, the whole thing's been organized by them.
[03:01:04.395 --> 03:01:06.217]  The question is, how deadly is the virus?
[03:01:06.497 --> 03:01:11.040]  We know the hype's weaponized, we know the global's behind it, but how deadly do you think the virus is, Benny?
[03:01:12.181 --> 03:01:14.422]  I don't think it's that deadly.
[03:01:14.442 --> 03:01:16.964]  I think that the way... what they're doing
[03:01:17.780 --> 03:01:25.065]  is causing fear and panic as a means to do the quarantine in the United States I believe is a big... No, I agree.
[03:01:25.085 --> 03:01:33.271]  They want to lock down the United States and they'll use that crisis to run around and firebomb stuff with lots of little meth-head antifa people.
[03:01:34.231 --> 03:01:35.953]  Yeah, like the previous caller.
[03:01:36.373 --> 03:01:40.516]  But I think that the medical
[03:01:42.668 --> 03:01:49.553]  I think that the medical martial law, the timing of that would align pretty well with the upcoming election.
[03:01:49.713 --> 03:01:50.193]  Oh, you're right.
[03:01:50.253 --> 03:01:52.675]  This whole thing is totally the next globalist move.
[03:01:53.256 --> 03:01:57.579]  How do we take down the Jabberwocky that went floofle as it went?
[03:01:57.959 --> 03:01:58.639]  How do we deal with that?
[03:01:59.620 --> 03:02:00.841]  Oh, burbled as it went!
[03:02:01.882 --> 03:02:09.987]  Yeah, I think you gotta get the supplements, you gotta strengthen your own immune system, you gotta not pay attention to the distractions.
[03:02:10.187 --> 03:02:12.229]  You know, get right with God, get right with your family.
[03:02:12.962 --> 03:02:19.885]  And not let anything, you know, scare you into living your life, you know?
[03:02:20.225 --> 03:02:21.565]  Beautifully said, Benny.
[03:02:21.605 --> 03:02:24.947]  I could talk to you for 10 hours, but I'm going to get the next person as they get on.
[03:02:25.407 --> 03:02:29.929]  Elaine, in the beautiful state of Maine, which is evil that America even exists.
[03:02:29.969 --> 03:02:30.729]  There's even a state.
[03:02:30.789 --> 03:02:32.389]  I apologize that she even exists.
[03:02:32.930 --> 03:02:35.591]  In fact, she is a bad... I'm sorry, it is calling.
[03:02:36.291 --> 03:02:37.491]  Elaine, thank you for calling.
[03:02:37.531 --> 03:02:38.512]  We've got about two minutes.
[03:02:38.572 --> 03:02:38.892]  Go ahead.
[03:02:39.943 --> 03:02:41.644]  Thanks for taking my call, Alex.
[03:02:42.004 --> 03:02:47.968]  I'm a long-time listener and customer and New World Order fighter.
[03:02:48.648 --> 03:02:53.371]  And so I want to call in about what happened to me, a personal experience anyway.
[03:02:55.212 --> 03:03:04.018]  Back in October, I, first of October, I came down with something that, you know, I've never even come close to having before.
[03:03:04.818 --> 03:03:09.021]  And I believe now it was the virus.
[03:03:11.684 --> 03:03:14.447]  Well, the good news is your body thinks the good Lord defeated it.
[03:03:15.148 --> 03:03:16.609]  And it wasn't just me that got it.
[03:03:16.689 --> 03:03:20.654]  I'm in my 60s, you know, and it wasn't just me.
[03:03:20.894 --> 03:03:30.004]  My son, who came over to help me out a little bit when I was sick in the beginning, he's half my age and he came down with it.
[03:03:30.998 --> 03:03:32.459]  There's a lot of really rough stuff.
[03:03:32.479 --> 03:03:33.660]  Yeah, that's what Steve Pachetnik says.
[03:03:33.700 --> 03:03:35.381]  He says the virus has been there for six months.
[03:03:35.861 --> 03:03:37.062]  It's raging out of control.
[03:03:37.082 --> 03:03:42.045]  That's why they put the final test kits out that Bill Gates is sending out to create hysteria.
[03:03:42.605 --> 03:03:47.228]  Well, actually, actually, I had it the year before, in 2018.
[03:03:47.648 --> 03:03:51.590]  And both times, last year and 2018, I had it in October.
[03:03:51.670 --> 03:03:52.071]  And I'm
[03:03:58.246 --> 03:04:01.787]  You know, I follow your show.
[03:04:02.127 --> 03:04:03.768]  I follow all the news and everything.
[03:04:03.788 --> 03:04:10.890]  Ma'am, don't you want to trust the little demon elf?
[03:04:11.671 --> 03:04:14.552]  When you meet Satan, it looks like Bill Gates because that is Satan.
[03:04:14.612 --> 03:04:17.252]  I mean, just look at that photo if you're watching on TV.
[03:04:17.292 --> 03:04:19.153]  That's a helper right there.
[03:04:19.233 --> 03:04:22.334]  I mean, obviously he's here to help you.
[03:04:25.646 --> 03:04:44.283]  The only thing I can think of is I might have contacted it from a restaurant that I went to that has a Chinese restaurant, actually, that they have Chinese people over from China on visas.
[03:04:45.184 --> 03:04:49.167]  And the owner, one of them, the owner goes over there.
[03:04:49.648 --> 03:04:50.989]  That's the only thing I can think of.
[03:04:53.584 --> 03:04:55.507]  Ma'am, we appreciate you from Maine.
[03:04:55.667 --> 03:04:56.549]  Elaine, great call.
[03:04:57.290 --> 03:05:00.775]  Alright, Rob, and Chris, and Kyle, and Joe, and Waylon.
[03:05:00.795 --> 03:05:02.017]  Lot of cool names.
[03:05:02.887 --> 03:05:03.527]  Since the beginning.
[03:05:04.048 --> 03:05:13.373]  Six weeks ago, we warned you that the choreographed nature of the global media and governments concerning coronavirus told us it was a major globalist operation.
[03:05:13.993 --> 03:05:26.220]  Now, whether it's super deadly or not, the issue is it's being used by the globalists as a weapon against the world economy and against nation states and against the populist movement here in America and against Infowars.
[03:05:26.460 --> 03:05:27.440]  And that means against you.
[03:05:27.961 --> 03:05:30.622]  So however you're going to do it, now is the time to get ready
[03:05:31.002 --> 03:05:36.045]  And to get prepared with emergency supplies and items that are known to boost your immune system.
[03:05:37.025 --> 03:05:38.906]  They're all at InfoWarsStore.com.
[03:05:39.086 --> 03:05:41.387]  High quality, storable food when nobody else has got it.
[03:05:42.007 --> 03:05:51.592]  Super powerful formulas like DNA Force Plus, X2, X3, Body's Ultimate Turmeric Formula, and our Nano Silver line of products.
[03:05:51.692 --> 03:05:56.454]  A bunch of which has been sold out, but a bunch of which is coming back in later this week.
[03:05:56.694 --> 03:05:59.836]  So check it all out at InfoWarsStore.com and get prepared.
[03:06:13.117 --> 03:06:26.766]  And now, from her Britannic Majesties, England, from the command base known as London, Paul Joseph Watson of Summit.News and Pan.Video.
[03:06:31.009 --> 03:06:35.592]  And we are live here on the fourth hour of the show and guess what we're going to be talking about?
[03:06:35.733 --> 03:06:39.055]  Yes, we're going to be talking about, surprise, surprise, coronavirus.
[03:06:39.744 --> 03:06:49.606]  But maybe from a different angle, maybe looking at it from the angle of South Korea and Singapore and what they've done to mitigate the spread of coronavirus.
[03:06:49.646 --> 03:06:59.548]  Because if you look at the numbers out of those two countries and indeed out of China, if we are to believe that China is telling the truth, of course, you'd expect Singapore and South Korea to be more honest.
[03:07:00.489 --> 03:07:06.370]  It does look like this could be a massive hysterical panic that is being sold
[03:07:07.060 --> 03:07:15.188]  As the MIT scientist said, who was on Alex's show recently, to manipulate financial markets and to sink the re-election of Donald Trump.
[03:07:15.708 --> 03:07:17.890]  We have an article up here on summit.news.
[03:07:18.591 --> 03:07:23.035]  Singapore and South Korea numbers suggest coronavirus can be controlled.
[03:07:24.136 --> 03:07:32.004]  And there's a graph in there which shows the daily new cases of coronavirus infections out of South Korea.
[03:07:32.771 --> 03:07:46.484]  And if you look at it over the past three days, and this is what I point out in the article, by the way, the country's health minister in South Korea is now saying they've, quote, passed the peak of coronavirus infections and are now seeing a decline in cases.
[03:07:47.245 --> 03:07:48.886]  They had a massive response to it.
[03:07:48.926 --> 03:07:56.734]  They had gigantic testing, probably the biggest testing of potential coronavirus victims in the entire world, bar China.
[03:07:57.785 --> 03:08:02.990]  They had 50 deaths, but now the coronavirus cases are seemingly on the decline.
[03:08:03.931 --> 03:08:09.617]  March 7th, South Korea had 448 new recorded cases of coronavirus.
[03:08:10.277 --> 03:08:11.198]  On March 8th, it was 272.
[03:08:11.258 --> 03:08:12.539]  And on March 9th, yesterday, it was 165.
[03:08:12.579 --> 03:08:14.942]  Still waiting for the figures from today.
[03:08:20.805 --> 03:08:28.550]  But that suggests that in South Korea, it peaked towards the end of February, early March, and has been on the decline ever since.
[03:08:29.290 --> 03:08:35.394]  And again, this is a country that's carried out rigorous testing of potential coronavirus victims.
[03:08:35.454 --> 03:08:43.719]  So the argument that they're fudging the numbers or hiding the numbers or they haven't been able to test enough people doesn't really seem to hold weight.
[03:08:44.780 --> 03:08:47.161]  Similar story in Singapore.
[03:08:47.981 --> 03:09:16.873]  The World Health Organization, in between lambasting people for calling it the Wuhan virus, because that's now racist, you can't do that, in between lambasting people for stigmatising the Chinese, because of course they literally came out five times and gave five different statements saying it's important how we talk about this, well they've praised Singapore over and over again, not for them using politically correct language, but for their response to the coronavirus, because as this article points out,
[03:09:18.419 --> 03:09:26.363]  Despite the country recording 160 cases, there have been zero deaths and 93 victims have already been discharged.
[03:09:26.783 --> 03:09:33.046]  And again, just like in South Korea, new cases of coronavirus in Singapore are on the decline.
[03:09:34.126 --> 03:09:35.467]  Then you look at China.
[03:09:36.247 --> 03:09:43.751]  Now we had today only 17, or in fact yesterday, only 17 new cases of coronavirus in Wuhan yesterday.
[03:09:44.426 --> 03:09:50.347]  Or in fact, no, that's today's numbers, Tuesday, which is the lowest figure since China began publishing data.
[03:09:50.427 --> 03:09:53.168]  Can you trust the Communist Party of China's figures?
[03:09:53.228 --> 03:09:53.948]  Probably not.
[03:09:54.728 --> 03:10:02.229]  But going on what they've said, and AFP is reporting this as well, they're saying that in China, the tide has turned.
[03:10:02.349 --> 03:10:11.731]  President Xi Jinping saying the tide has turned, AFP reporting new infections, quote, dropping dramatically in recent weeks.
[03:10:12.446 --> 03:10:21.032]  Of course, we've been told here in the West for days and in fact weeks on end that there are going to be thousands, potentially hundreds of thousands of coronavirus cases.
[03:10:21.493 --> 03:10:25.816]  But in those three countries, it seems like a corner has been turned.
[03:10:27.337 --> 03:10:40.547]  State media claiming the last of Wuhan's 16 makeshift hospitals, remember those new hospitals that they set up in a matter of days, the last hospital out of 16 in Wuhan has now been closed.
[03:10:40.627 --> 03:10:41.828]  And if that is the case,
[03:10:42.301 --> 03:10:53.907]  That does suggest that finally China is telling the truth and that draconian martial law quarantine measures did in fact work and coronavirus is, at least for now, on the decline.
[03:10:53.927 --> 03:11:09.515]  We're going to get into a story about how some people expect it to come roaring back in winter and they say it's going to be even worse in winter because there's a lot of evidence that suggests that it can't survive very well in warmer temperatures as we move towards spring and summer.
[03:11:10.413 --> 03:11:15.036]  But certainly in these three countries, and it's not just, by the way, the Communist Party of China saying it.
[03:11:15.056 --> 03:11:22.800]  We have a quote here from Alfred Wu, who is an associate professor at the National University of Singapore's Lee Kuan Yew School of Public Policy.
[03:11:23.300 --> 03:11:28.283]  He said, quote, the outbreak has basically ended in China.
[03:11:30.624 --> 03:11:35.327]  And as I write in the article, these numbers won't provide much comfort to Italy, which has now gone under a total quarantine.
[03:11:35.367 --> 03:11:36.968]  We're going to get onto that here in a moment.
[03:11:37.637 --> 03:11:39.721]  And then we're going to talk about Russia.
[03:11:39.741 --> 03:11:41.945]  In fact, I'm going to get into Russia in the next segment.
[03:11:42.890 --> 03:12:09.521]  Because Russia is an example, as with Mongolia, as with some of these other countries that closed most of their border very early, we're talking back towards the end of January, and have been impacted by coronavirus far, far less than any other European, major European country in the case of Russia, with just 20 recorded coronavirus cases as of yesterday in Russia.
[03:12:10.061 --> 03:12:10.442]  We're good.
[03:12:33.740 --> 03:12:36.382]  Who claims to be the inventor of email.
[03:12:36.442 --> 03:12:37.242]  He's a Ph.D.
[03:12:37.282 --> 03:12:39.624]  in biological engineering at MIT.
[03:12:39.704 --> 03:12:40.664]  That's what his Ph.D.
[03:12:40.684 --> 03:12:40.984]  was in.
[03:12:41.465 --> 03:12:43.306]  He's running as a Republican in the 2020 U.S.
[03:12:43.366 --> 03:12:44.647]  Senate race.
[03:12:45.507 --> 03:12:53.572]  He responded to President Donald Trump's claim that Democrats in the media are responsible for inflaming the coronavirus scare far beyond what the facts would warrant.
[03:12:54.699 --> 03:12:59.482]  By saying that the panic has been overblown for political and economic reasons.
[03:12:59.522 --> 03:13:17.994]  He tweeted this quote, as an MIT PhD in biological engineering who studies and does research nearly every day on the immune system, he's an expert in the matter, the coronavirus fear-mongering by the deep state will go down in history as one of the biggest frauds to manipulate economies, suppress dissent,
[03:13:18.820 --> 03:13:26.985]  And push mandated medicine, of course, in light of that potential coronavirus vaccine coming out at some point later this year.
[03:13:27.005 --> 03:13:32.529]  As I point out in the article, we don't really know about the full scale of it in the U.S.
[03:13:32.549 --> 03:13:37.352]  because about 6,000, only 6,000 people have been tested in the U.S.
[03:13:37.412 --> 03:13:38.573]  for the coronavirus.
[03:13:38.613 --> 03:13:42.215]  In fact, Raheem Kassam, who has been on this show before, of course,
[03:13:42.958 --> 03:13:52.565]  Went to CPAC, was around the same room in which that individual at CPAC, the conference a couple of weekends ago, contracted coronavirus.
[03:13:53.025 --> 03:14:01.411]  He documented how he tried to get a test in the US, tried to go to a hospital to get a test, and it was basically like wading through treacle.
[03:14:01.451 --> 03:14:08.275]  He finally got the test today and they've told him that it's going to be 72 hours before he gets the results.
[03:14:08.936 --> 03:14:12.218]  So certainly the accusation that the tests have not been forthcoming
[03:14:13.892 --> 03:14:19.354]  Seems to be dead on, but of course some people are blaming that on the CDC, not Trump himself.
[03:14:20.034 --> 03:14:23.916]  So we've got a big MIT scientist saying that it's completely overblown.
[03:14:24.356 --> 03:14:33.019]  We've got South Korea having tested at least a hundred thousand people, now basically have fought off the virus.
[03:14:33.039 --> 03:14:36.500]  But then across Europe, of course, we've got massively porous borders.
[03:14:36.700 --> 03:14:42.562]  Italy has recorded a thousand plus new coronavirus cases every single day.
[03:14:43.570 --> 03:14:47.813]  And of course, they've had to quarantine and lockdown their entire country.
[03:14:48.634 --> 03:14:52.516]  You know, contrast that with how Russia responded in the next segment.
[03:14:52.556 --> 03:14:56.039]  But of course, we continue to see price gouging.
[03:14:56.079 --> 03:15:00.242]  Headline up on Summit News, NYC hardware store selling hand sanitiser for $109 a bottle.
[03:15:00.262 --> 03:15:00.302]  If
[03:15:03.757 --> 03:15:07.298]  This stuff hits the fan, you're not going to be able to eat hand sanitiser.
[03:15:07.638 --> 03:15:14.121]  We've seen videos out of Australia, out of the UK, out of New Zealand, all these other countries, people squabbling over toilet roll.
[03:15:15.101 --> 03:15:21.663]  Well now in yet another shameless act of price gouging, a hardware store in New York is selling bottles of hand sanitiser for $109 a pot.
[03:15:25.549 --> 03:15:28.230]  They're actually selling one at $79 a pop.
[03:15:28.270 --> 03:15:29.231]  That's still available.
[03:15:29.251 --> 03:15:32.813]  The one for $109 has now gone out of stock.
[03:15:32.993 --> 03:15:35.354]  The shocking prices are not deterring customers.
[03:15:35.394 --> 03:15:38.936]  The smaller bottles are flying off the shelf and the bigger bottles have sold out.
[03:15:39.536 --> 03:15:43.938]  The employee told the New York Post, Everyone who comes in the store buys them.
[03:15:43.958 --> 03:15:46.039]  We sold about 50 of those today.
[03:15:46.059 --> 03:15:47.880]  Of course, my main concern
[03:15:48.746 --> 03:15:54.189]  If it does really hit the fan would not be hand sanitizer, it would be basic boots.
[03:15:54.809 --> 03:15:59.352]  You don't see people squabbling over them as much as they're squabbling over toilet roll.
[03:15:59.372 --> 03:16:02.193]  We're going to get into how Russia has responded in the next segment.
[03:16:02.994 --> 03:16:09.718]  The coronavirus appears to be some type of eugenics bioweapon designed to kill the weak and elderly.
[03:16:10.538 --> 03:16:15.741]  But one thing is for certain, it has already killed the philosophy of globalism.
[03:16:17.168 --> 03:16:24.151]  And now, it will be stress-testing the precarious digital grid that our entire society is based upon.
[03:16:24.171 --> 03:16:28.554]  This isn't a science fiction movie where the virus gets out, it's the real world.
[03:16:29.274 --> 03:16:38.518]  It came out of China, it came out of the New World Order, it's man-made, and they're going for broke with the plans they're going to use to destabilize the world with this and go after the economy, and it's already happened.
[03:16:38.538 --> 03:16:39.139]  We called it here.
[03:16:39.795 --> 03:16:47.658]  Regardless of whether how deadly this virus is, regardless of if it's just a little bit deadly, very low-level death, whether it's super deadly, if it kills you, it's bad news.
[03:16:47.678 --> 03:16:51.639]  So I would advise listeners, this is your everyday life anyways, to boost your immune system.
[03:16:51.659 --> 03:16:55.961]  And we have the products that are documented on record to be good for your body.
[03:16:56.401 --> 03:16:59.542]  I mean, NanoSilver is on record taking on viruses and bacteria.
[03:16:59.622 --> 03:17:01.703]  It's in our entire line of high-quality silver products.
[03:17:01.723 --> 03:17:03.264]  And it's patented, and it's amazing.
[03:17:03.304 --> 03:17:04.924]  It's in the SuperSilver wound gel.
[03:17:05.445 --> 03:17:07.445]  It's in the SuperSilver toothpaste.
[03:17:07.465 --> 03:17:08.726]  It's in the SuperBlue toothpaste.
[03:17:09.286 --> 03:17:12.269]  And it's still discounted at 50% off, even though we're very close to selling out.
[03:17:12.690 --> 03:17:13.711]  And then fullworkstore.com.
[03:17:13.991 --> 03:17:14.812]  We have storable food!
[03:17:14.832 --> 03:17:17.795]  We went and got the biggest, best folks in the last 11 years.
[03:17:17.855 --> 03:17:18.456]  MyPatriot.
[03:17:18.476 --> 03:17:19.257]  And they've got the food.
[03:17:19.297 --> 03:17:20.058]  They've got to package it.
[03:17:20.098 --> 03:17:21.900]  But you order it from us, you get it.
[03:17:22.200 --> 03:17:24.502]  You get it about five times less than you get it in stores.
[03:17:24.903 --> 03:17:25.624]  And it's high quality.
[03:17:26.124 --> 03:17:28.425]  But we also have DNA Force Plus with the PQQ and the CoQ10.
[03:17:28.505 --> 03:17:34.768]  It does clean out every cell in there and helps grow more engine parts inside the cells.
[03:17:35.049 --> 03:17:36.049]  That's back in stock.
[03:17:36.129 --> 03:17:37.790]  It's all 4-50% off.
[03:17:37.990 --> 03:17:39.571]  The Turbo Force is back in stock.
[03:17:39.891 --> 03:17:41.692]  The Ultra 12 is back in stock.
[03:17:41.732 --> 03:17:45.454]  The X2, all of it is 40% off because we're not going to raise prices.
[03:17:45.474 --> 03:17:48.535]  We're going to lower prices during this crisis.
[03:17:48.656 --> 03:17:49.816]  So you're funding the info war.
[03:17:49.836 --> 03:17:51.077]  You're getting great products you need.
[03:17:51.477 --> 03:17:53.098]  Boosting your immune system right now.
[03:18:04.406 --> 03:18:06.367]  RainForce Plus is a nootropic.
[03:18:06.487 --> 03:18:13.512]  It naturally gives your mind mental stamina, is the term I've coined.
[03:18:14.192 --> 03:18:14.753]  It's amazing.
[03:18:15.553 --> 03:18:24.979]  But if you want clean 10-hour energy, top formula, the most money put in that anybody does, it's TurboForce Energy Metabolic System and Alertness.
[03:18:25.660 --> 03:18:29.622]  This has five different forms of clean energy that space out over 10 hours.
[03:18:30.163 --> 03:18:33.164]  It's got the amino acids, the vitamins, the minerals, and other boosters.
[03:18:34.185 --> 03:18:38.047]  I only take a quarter to half packet when I take it because it's so strong.
[03:18:38.067 --> 03:18:41.088]  It's the best clean energy you're going to find anywhere.
[03:18:41.449 --> 03:18:45.050]  Just go to the website for yourself and look at the herbal energy blend.
[03:18:45.711 --> 03:18:50.413]  That section of that 400 milligrams is not like a Starbucks 400 milligrams.
[03:18:50.473 --> 03:18:50.993]  It's different.
[03:18:51.413 --> 03:18:57.776]  It's time-released, heavily studied, with five different ingredients.
[03:18:57.876 --> 03:19:01.098]  And then you add to this the types of organic
