[00:00:07.261 --> 00:00:09.222]  Yippee-I-Yay!
[02:53:31.115 --> 02:53:32.076]  It's under attack.
[02:53:32.076 --> 02:53:33.197]  Don't just defend it.
[02:53:33.197 --> 02:53:34.438]  Celebrate it.
[02:53:34.438 --> 02:53:35.819]  Exercise it.
[02:53:35.819 --> 02:53:36.700]  And how do we defend it?
[02:53:38.061 --> 02:53:38.541]  Absolutely.
[02:53:38.541 --> 02:53:46.186]  Well, you can't really get into too much detail in a format like this, but I'll just say it in this manner.
[02:53:46.186 --> 02:53:51.789]  We have what we call, sometimes we call it the Proprietarian Constitution or the Strengthened American Constitution.
[02:53:51.789 --> 02:53:56.671]  It's really just a set of amendments to the original American Constitution that does two things.
[02:53:56.671 --> 02:54:00.093]  Number one, it returns a lot of things to the way the original Constitution had it.
[02:54:00.093 --> 02:54:02.835]  Because as you know, a lot of this has been perverted.
[02:54:02.835 --> 02:54:04.856]  For example, the Federal Reserve needs to go away, etc.
[02:54:05.859 --> 02:54:14.401]  And then number two, it adds several more layers of defense to make it so that it's very, very hard for parasites to operate.
[02:54:14.401 --> 02:54:19.483]  And in our current system, we're now to the point, Alex, where even in America, I mean, there's a lot of good aspects.
[02:54:19.483 --> 02:54:21.643]  We don't want to throw out the baby with the bathwater.
[02:54:21.643 --> 02:54:22.883]  You know, we're a first world country.
[02:54:22.883 --> 02:54:28.565]  We've got a lot of good things, but it's to the point now where the parasites actually have the upper hand and it's easier for them to do what they want to do.
[02:54:28.565 --> 02:54:32.866]  And then if you tolerate parasites, they always organize and then put an authoritarianism in.
[02:54:33.735 --> 02:54:34.315]  Absolutely.
[02:54:34.315 --> 02:54:36.476]  I mean, we've seen the pattern over and over again.
[02:54:36.476 --> 02:54:38.517]  We've seen this movie before, haven't we, Alex?
[02:54:38.517 --> 02:54:40.078]  And so we cannot allow it to happen.
[02:54:40.078 --> 02:54:45.040]  And what propertarianism does, obviously this is not something that is going to be voted in by Congress, right?
[02:54:45.040 --> 02:54:47.822]  Because if they did, they would have to stop being corrupt.
[02:54:47.822 --> 02:54:51.323]  So this is something that would have to be implemented out of a crisis like this.
[02:54:51.323 --> 02:54:56.466]  But for me, it's very helpful to have something that I can look at and say, you know what, now I know what to do.
[02:54:57.026 --> 02:54:57.966]  Now we know what to do.
[02:54:57.966 --> 02:55:05.288]  We need a countervailing system that restates why we've been so great and then puts a defense out for it.
[02:55:05.288 --> 02:55:06.148]  And enforces it.
[02:55:06.148 --> 02:55:06.808]  Absolutely right.
[02:55:06.808 --> 02:55:10.809]  And it's very hard for us to enforce it right now because of weaknesses in our system.
[02:55:10.809 --> 02:55:13.609]  And I'm sure even your audience could come up with weaknesses in our system.
[02:55:13.609 --> 02:55:14.630]  Well look at Trump.
[02:55:14.630 --> 02:55:16.710]  Everybody's so domesticated now.
[02:55:16.710 --> 02:55:18.411]  We'll have a depression right now.
[02:55:18.411 --> 02:55:20.511]  They'll run him out of office if he didn't do this giant bailout.
[02:55:20.511 --> 02:55:21.911]  Of course it's got big problems.
[02:55:21.911 --> 02:55:23.051]  I'm not even defending it.
[02:55:23.051 --> 02:55:25.272]  But I understand the wheelhouse Trump is now in.
[02:55:26.593 --> 02:55:27.534]  Absolutely, yeah.
[02:55:27.534 --> 02:55:41.083]  And even if you elect a guy like Trump that's not totally owned by big globalist corporations, it's hard for him to get anything done because the system is so, it has so many holes in it that the parasites are driving through like a Mack truck.
[02:55:41.083 --> 02:55:44.405]  And so proprietarianism has basically a big, it ends up being a big list.
[02:55:44.844 --> 02:55:45.184]  Thank you.
[02:56:00.732 --> 02:56:02.053]  Instead of the other way around.
[02:56:02.053 --> 02:56:02.933]  So that's kind of a highlight.
[02:56:02.933 --> 02:56:03.393]  Stay there.
[02:56:03.393 --> 02:56:11.418]  Do five more minutes with us and then I've got a very powerful special report we're going to premiere that Greg Reese did on did Trump just nationalize the Federal Reserve?
[02:56:11.418 --> 02:56:12.598]  Yes he did.
[02:56:12.598 --> 02:56:14.119]  There's more than one way to skin a cat.
[02:56:14.119 --> 02:56:15.600]  It's still very dangerous.
[02:56:15.600 --> 02:56:18.021]  We'll talk about that at six after the Robert Barnes is in.
[02:56:18.021 --> 02:56:20.222]  I want to finish up with our guests on the other side.
[02:56:20.222 --> 02:56:22.003]  We'll be right back with John Mark.
[02:56:22.003 --> 02:56:24.925]  First off though before we end this hour, listen folks.
[02:56:26.360 --> 02:56:33.821]  If you don't have the vitamins and minerals and amino acids that are not in a lot of these processed foods, your body has issues.
[02:56:33.821 --> 02:56:35.162]  And you're all hearing about zinc.
[02:56:35.162 --> 02:56:37.162]  There's a lot of other vitamins and minerals you need.
[02:56:37.162 --> 02:56:40.523]  They're all in the Real Red Pill.
[02:56:40.523 --> 02:56:43.443]  And the Real Red Pill Plus.
[02:56:43.443 --> 02:56:44.964]  It has the Preglanone that boosts it all.
[02:56:44.964 --> 02:56:47.144]  It has a big dose of zinc.
[02:56:47.144 --> 02:56:48.304]  That's for adults though.
[02:56:48.304 --> 02:56:49.705]  18 and up with the Preglanone.
[02:56:49.705 --> 02:56:51.005]  Look into it for yourself.
[02:56:51.005 --> 02:56:51.705]  Find out what it does.
[02:56:52.927 --> 02:56:54.588]  Folks have taken it forever for arthritis.
[02:56:54.588 --> 02:56:56.589]  Bodybuilders take it.
[02:56:56.589 --> 02:56:57.870]  It's amazing.
[02:56:57.870 --> 02:57:01.292]  Separately, Vitamineral Fusion is for adults and children.
[02:57:01.292 --> 02:57:03.754]  It's got amino acids, vitamins, minerals, the zinc.
[02:57:03.754 --> 02:57:04.655]  InfoWarshaw.com.
[02:57:04.655 --> 02:57:07.316]  It's all 40 to 50% off right now.
[02:57:07.316 --> 02:57:08.857]  And then separately, do yourself a favor.
[02:57:08.857 --> 02:57:11.239]  I haven't talked to them about this, but people have done their own research.
[02:57:11.239 --> 02:57:14.221]  The X2 is basically sold out.
[02:57:14.221 --> 02:57:17.103]  Like last week, they said it would be sold out, but this weekend I haven't checked, but I think it's sold out.
[02:57:18.490 --> 02:57:19.571]  X3 is just as good.
[02:57:19.571 --> 02:57:21.653]  People say, well, if X2's so good, why'd you do X3?
[02:57:21.653 --> 02:57:25.797]  Some people can't absorb pure, deep-earth iodine crystal when it's the atomic form.
[02:57:25.797 --> 02:57:30.822]  This has the atomic form and the two other great forms as well that, for some people, is better.
[02:57:30.822 --> 02:57:32.423]  And a lot of folks recommend it for children as well.
[02:57:32.423 --> 02:57:34.105]  It's not as strong.
[02:57:34.105 --> 02:57:34.946]  X3 is in.
[02:57:34.946 --> 02:57:37.248]  It's discounted 50% off right now because I want you to get it.
[02:57:37.248 --> 02:57:39.450]  And look what it does for immunity on record.
[02:57:39.450 --> 02:57:40.291]  Iodine's amazing.
[02:57:40.291 --> 02:57:42.433]  It's the best iodine you're going to find at Fort Worth Store.com.
[02:57:43.533 --> 02:57:55.675]  One of the products that I'm very proud of, I don't talk enough about, because there's so many amazing essential oils and ingredients in it, it takes a long time to break down the product, because it's a complex product.
[02:57:55.675 --> 02:58:01.456]  A lot of the sprays you put in your mouth, your throat, and lungs are really thin.
[02:58:01.456 --> 02:58:04.397]  It's a little bit of alcohol, maybe one or two essential oils.
[02:58:04.397 --> 02:58:05.797]  Not our Lung Cleanse.
[02:58:05.797 --> 02:58:09.078]  It's got a long list of the highest quality
[02:58:10.160 --> 02:58:12.803]  Essential oils and ingredients in it.
[02:58:12.803 --> 02:58:23.413]  You take a few sprays in your mouth, lightly inhale, and it just does so much for me when I've got allergies or when my throat is tired.
[02:58:23.413 --> 02:58:30.681]  It's just very, very soothing and it's just one more thing for you and your family to have in your arsenal during these insane times.
[02:58:31.101 --> 02:58:40.949]  So get your lung cleanse discounted at InfoWarStore.com and get yourself and your family prepared while at the same time funding the InfoWar, a total 360 win.
[02:58:40.949 --> 02:58:42.450]  InfoWarStore.com.
[02:58:44.335 --> 02:58:47.077]  I just want to finish by saying your reputation's amazing.
[02:58:47.077 --> 02:58:48.419]  I will not let you down.
[02:58:48.419 --> 02:58:51.581]  You will be very, very impressed, I hope.
[02:58:51.581 --> 02:58:53.884]  You'll be looking at me in a year and a year or two years.
[02:58:53.884 --> 02:58:56.586]  Let's give me a little bit of a time to run things.
[02:58:56.586 --> 02:59:00.670]  But a year into office, you'll be saying, wow, I remember that interview.
[02:59:00.670 --> 02:59:02.731]  He said he was going to do it and he did a great job.
[02:59:02.731 --> 02:59:04.333]  You'll be very proud of our country.
[02:59:04.333 --> 02:59:05.354]  Four years ago.
[02:59:06.263 --> 02:59:19.758]  Then billionaire businessman Donald Trump pledged himself to Infowars and our audience that he would not let us down, that he would take the globalists on, and that we would be very pleased with what he did.
[02:59:19.758 --> 02:59:21.880]  We are pleased with President Trump.
[02:59:21.880 --> 02:59:23.842]  He has proven that he's the real deal.
[02:59:24.463 --> 02:59:25.764]  You're listening to the Alex Jones Show!
[02:59:57.077 --> 03:00:04.299]  Back about 18 and 25, I left Tennessee very much alive.
[03:00:04.299 --> 03:00:14.461]  I never would have made it through the Arkansas mud if I hadn't been riding on my Tennessee stud.
[03:00:14.461 --> 03:00:17.661]  Had some trouble with my sweetheart's pa.
[03:00:17.661 --> 03:00:19.902]  One of her brothers was a bad outlaw.
[03:00:22.089 --> 03:00:23.190]  We are back live.
[03:00:23.190 --> 03:00:24.972]  Very special report.
[03:00:24.972 --> 03:00:31.658]  At the start of the next segment, we'll also have Barnes with us as well.
[03:00:40.131 --> 03:00:45.696]  With this report on the private run-for-profit Federal Reserve and what Trump just did is beyond critical.
[03:00:45.696 --> 03:00:47.878]  So look for that in the next segment with Greg Reese.
[03:00:47.878 --> 03:00:54.384]  Finishing up, John, Mark, and what you're talking about with proprietarianism.
[03:00:54.384 --> 03:00:57.207]  Give us some more facets of that.
[03:00:57.207 --> 03:00:57.628]  Absolutely.
[03:00:59.113 --> 03:01:09.363]  I'll just give you a couple examples of the fixes that it puts in, because a lot of times what people are curious about is, you know, they understand going back to the original Constitution and undoing some of the mistakes that have been made since then.
[03:01:09.363 --> 03:01:13.027]  And then they say, OK, what are these extra layers of protection that you're putting in?
[03:01:13.027 --> 03:01:16.070]  So I'll just give a couple of, you know, one or two examples.
[03:01:16.070 --> 03:01:19.774]  One is we know we have a big problem, for example, with leftist activist judges.
[03:01:20.638 --> 03:01:24.639]  They think they can interpret the Constitution however they want.
[03:01:24.639 --> 03:01:37.142]  And the reason we have that problem, or the core reason we have that problem, is because the original Founding Fathers did not put an extremely clear, ultra-clear jurisprudence in the Constitution to say, this is how you must interpret it.
[03:01:37.142 --> 03:01:41.843]  And so now we actually have four schools of thought and a big debate about how do you interpret the Constitution?
[03:01:41.843 --> 03:01:47.585]  And of course, you and I are sitting here thinking, just like the Founding Fathers probably did, why would you interpret any other way than strictly?
[03:01:48.391 --> 03:01:52.213]  So, this is something where, you know, founding fathers just didn't really foresee it.
[03:01:52.213 --> 03:01:53.533]  They did a great job.
[03:01:53.533 --> 03:01:54.494]  So, how do we fix this?
[03:01:54.494 --> 03:01:55.394]  You mean literal?
[03:01:55.394 --> 03:01:56.155]  Yeah.
[03:01:56.155 --> 03:01:56.895]  Literally, yes.
[03:01:56.895 --> 03:02:03.158]  And so, what propertarianism does is it makes it very clear, it just has another amendment to add in that says,
[03:02:03.723 --> 03:02:10.907]  Okay, listen, if you're a judge, you must follow this particular jurisprudence, these particular rules about how you interpret the topic.
[03:02:10.907 --> 03:02:14.709]  Well, Jefferson said they had to, and not twist it into whatever bizarre meaning they wanted.
[03:02:14.709 --> 03:02:15.150]  Correct.
[03:02:15.150 --> 03:02:16.711]  And so a lot of this is enforcement, too.
[03:02:16.711 --> 03:02:18.151]  I mean, we need to enforce these things.
[03:02:18.151 --> 03:02:19.232]  It's not just writing things down.
[03:02:19.232 --> 03:02:20.833]  Oh, I mean, let me tell you something.
[03:02:20.833 --> 03:02:26.776]  The experience I've had with these federal judges so far is they'll have a federal law saying you can't sue somebody
[03:02:27.977 --> 03:02:32.003]  Uh, if, in state law, if you haven't said their name.
[03:02:32.003 --> 03:02:35.167]  And they've had the local circuit court say, we don't care, lawsuit goes forward.
[03:02:35.167 --> 03:02:38.551]  People sue me, they don't even say their name, they sue me.
[03:02:38.551 --> 03:02:40.013]  Don't even show their picture, they sue me.
[03:02:42.034 --> 03:02:45.235]  Yes, and so we have a big problem with this, as you know.
[03:02:45.235 --> 03:02:50.878]  Sometimes when people get into propertarianism and start learning about it, they realize this is a very rule of law based solution.
[03:02:50.878 --> 03:02:57.821]  Because if we don't have our rule of law right, and if we don't have very strict rules around these things and enforce it, I mean, that's the very basis of civilization.
[03:02:57.821 --> 03:03:03.723]  If we can't even rely on our rule of law to be fair and just and interpret things correctly, we don't even have civilization, Alex.
[03:03:03.723 --> 03:03:04.224]  Well, that's right.
[03:03:04.224 --> 03:03:07.405]  Nazi Germany's enforcement arm was a bunch of puppet judges.
[03:03:07.405 --> 03:03:09.846]  So judicial tyranny is always a real threat.
[03:03:11.118 --> 03:03:11.519]  Exactly.
[03:03:11.519 --> 03:03:12.800]  And we have to have rules.
[03:03:12.800 --> 03:03:15.223]  And this is a very key feature of propertarianism.
[03:03:15.223 --> 03:03:19.827]  I'll just close with this, which is that all of this is based on empirical observation.
[03:03:19.827 --> 03:03:22.330]  None of this is arbitrary that we have in propertarianism.
[03:03:22.330 --> 03:03:22.991]  It's all based on
[03:03:23.732 --> 03:03:28.614]  Scientific observation of how humans operate and cooperate and why they fight and all of this.
[03:03:28.614 --> 03:03:32.936]  And so it's the ultimate system to remove arbitrary decision making.
[03:03:32.936 --> 03:03:42.141]  And of course, it requires enforcement, but it's very helpful to have these things written down and rules that are very, very clear and taking it to the next level in that regard.
[03:03:43.117 --> 03:03:47.820]  Well, I want to invite you back sometime, maybe do a special report, you know, an hour report or something for us.
[03:03:47.820 --> 03:03:48.400]  We'll air here.
[03:03:48.400 --> 03:03:51.322]  You can put it on your YouTube, of course, where you lay it all out.
[03:03:51.322 --> 03:03:53.063]  I know you lay a lot of it out on your channel.
[03:03:53.063 --> 03:03:54.864]  That's very, very exciting, and I should look more into that.
[03:03:54.864 --> 03:03:55.704]  I've seen that term.
[03:03:55.704 --> 03:03:56.305]  I've read about it.
[03:03:56.305 --> 03:03:57.846]  I've seen people talking about it.
[03:03:57.846 --> 03:04:01.028]  I've kind of seen the definition of it, but this is the most I've delved into it.
[03:04:01.028 --> 03:04:09.953]  It just seems like another school of thought for common sense, scientific approach to liberty, and defending the known scientific formulates that produce the best and most stable societies.
[03:04:10.999 --> 03:04:11.640]  Absolutely right.
[03:04:11.640 --> 03:04:12.780]  Would love to come back, Alex.
[03:04:12.780 --> 03:04:14.241]  Thanks so much for having me.
[03:04:14.241 --> 03:04:14.521]  All right.
[03:04:14.521 --> 03:04:17.603]  The best places for people to find you, John Mark?
[03:04:17.603 --> 03:04:20.205]  Is my YouTube channel, which is just John Mark.
[03:04:20.205 --> 03:04:22.647]  If you just put that in the search bar, it will come up.
[03:04:22.647 --> 03:04:25.509]  And then my website is JohnMarkSays.com.
[03:04:25.509 --> 03:04:27.970]  And my Twitter is at JohnMarkSays.
[03:04:27.970 --> 03:04:28.891]  Beautiful.
[03:04:28.891 --> 03:04:32.153]  And again, so many YouTubers ask me, though, can I post you on my site?
[03:04:32.153 --> 03:04:34.595]  Yes, there's not a ban on people interviewing me or me interviewing them.
[03:04:34.875 --> 03:04:38.356]  There's a ban on me having a YouTube channel, and it's so dangerous.
[03:04:38.356 --> 03:04:44.819]  And now they're banning presidents of major countries like Brazil for saying hydroxychloroquine is great in trials, which is admitted.
[03:04:44.819 --> 03:04:47.180]  Now the FDA just approved it, so egg on their face.
[03:04:47.180 --> 03:04:48.300]  Thank you, John Mark.
[03:04:48.300 --> 03:04:49.621]  Key report on the Federal Reserve.
[03:04:49.621 --> 03:04:52.962]  Did Trump just nationalize it?
[03:04:52.962 --> 03:04:56.903]  Now I'm here to tell you I don't need you to thank me and tell me I've done a good job.
[03:04:56.903 --> 03:04:58.884]  I've done nothing but my duty!
[03:04:58.884 --> 03:05:03.526]  I discovered a bunch of bloodthirsty scum coming after innocent people!
[03:05:10.839 --> 03:05:18.043]  For 24 years, Alex Jones and InfoWars have been sounding the alarm for patriots worldwide.
[03:05:18.043 --> 03:05:35.732]  Waking people up to the New World Order, Bohemian Grove, the American Deep State, the rise of Communist China, the plan for global depopulation, and global elite pedophiles who prey off of our young.
[03:05:37.006 --> 03:05:43.391]  The enemy has done their best to destroy us, but because of your support, our fight continues.
[03:05:43.391 --> 03:05:44.512]  Join us.
[03:05:44.512 --> 03:05:48.836]  Support the Info War, and together, we will slay the dragon.
[03:05:48.836 --> 03:05:50.938]  Keep fighting Alex, you're the gladiator.
[03:06:09.037 --> 03:06:19.940]  Godfather of the Rothschild banking cartel, Mayor Amschel Rothschild said, give me control of a nation's money and I care not who makes the laws.
[03:06:19.940 --> 03:06:25.622]  In a recent Bloomberg article, the Fed's cure risks being worse than the disease.
[03:06:25.622 --> 03:06:32.324]  Jim Bianco explains what is now happening with the Federal Reserve Bank in their response to the coronavirus.
[03:06:32.324 --> 03:06:37.526]  He writes, this scheme essentially merges the Fed and Treasury into one organization.
[03:06:38.326 --> 03:06:42.449]  So meet your new Fed Chairman, Donald J. Trump.
[03:06:42.449 --> 03:06:47.333]  Did President Trump just nationalize the Federal Reserve Bank?
[03:06:47.333 --> 03:07:06.027]  On June 4, 1963, President John F. Kennedy issued Executive Order 1111-0, which many believed was an effort to transfer power from the Federal Reserve Bank to the United States Department of the Treasury by replacing Federal Reserve notes with silver certificates.
[03:07:06.867 --> 03:07:11.795]  Thereby taking the power away from the international banking cartels.
[03:07:11.795 --> 03:07:16.182]  Less than six months later, President Kennedy was assassinated.
[03:07:16.182 --> 03:07:18.626]  And his move against the Fed was reversed.
[03:07:20.131 --> 03:07:32.614]  During the Civil War, President Abraham Lincoln printed $400 million worth of Greenbacks, a debt-free, interest-free money, independent of international bank control.
[03:07:32.614 --> 03:07:48.159]  In response, the London Times wrote that if that mischievous financial policy, which had its origin in the North American Republic, should become indurated down to a fixture, then that government will furnish its own money without cost.
[03:07:48.979 --> 03:07:52.062]  It will pay off debts and be without debt.
[03:07:52.062 --> 03:07:55.845]  It will have all the money necessary to carry on its commerce.
[03:07:55.845 --> 03:08:01.470]  It will become prosperous beyond precedent in the history of the civilized governments of the world.
[03:08:01.470 --> 03:08:05.854]  The brains and the wealth of all countries will go to North America.
[03:08:05.854 --> 03:08:11.338]  That government must be destroyed, or it will destroy every monarchy on the globe.
[03:08:12.799 --> 03:08:20.025]  The bankers were not willing to lose power, and the Bank of England went on to fund the Confederacy.
[03:08:20.025 --> 03:08:35.217]  Weeks prior to Lincoln's assassination, assassin John Wilkes Booth spent time in Montreal, known as the Confederate capital of Canada, and was found after the assassination with a bank note from Ontario Bank.
[03:08:36.618 --> 03:08:41.582]  Booth's personal manager was banker Joseph Siemens.
[03:08:41.582 --> 03:08:48.848]  After Lincoln was killed, power was restored to the international banking cartel.
[03:08:48.848 --> 03:08:51.710]  The National Economic Security and Recovery Act
[03:08:52.190 --> 03:08:53.271]  We're good to go.
[03:09:11.900 --> 03:09:26.288]  In 2001, he established the Nassara Institute and published the second edition of his book in 2005, retitling it, Draining the Swamp, The Nassara Story, Monetary and Fiscal Policy Reform.
[03:09:26.288 --> 03:09:30.410]  The policies included replacing the income tax with a national sales tax.
[03:09:31.451 --> 03:09:44.308]  Abolishing compound interest on secured loans and returning to a bimetallic currency, which he claimed would result in 0% inflation and a more stable economy.
[03:09:44.308 --> 03:09:48.594]  There is a big buzz on the internet that President Trump is implementing this plan.
[03:09:50.359 --> 03:09:56.121]  There is also speculation that this is part of a huge global economic reset.
[03:09:56.121 --> 03:09:57.502]  Guessara.
[03:09:57.502 --> 03:10:00.763]  To be decided at the International World Court of The Hague.
[03:10:00.763 --> 03:10:09.327]  If this is true, certainly this decision has been decided years ago and we are just now feeling the effects.
[03:10:09.327 --> 03:10:13.669]  The coronavirus scare is beginning to look like a false alarm.
[03:10:13.669 --> 03:10:16.770]  But the reaction is looking just like a false flag.
[03:10:18.365 --> 03:10:22.716]  And it seems that when we come out the other end of this, the world will be different.
[03:10:22.716 --> 03:10:26.405]  For InfoWars.com, this is Greg Reese.
[03:10:39.139 --> 03:10:42.321]  InfoWars, tomorrow's news today.
[03:10:42.321 --> 03:10:46.804]  Well, Robert Barnes, famous constitutional lawyer, is here with us in studio.
[03:10:46.804 --> 03:10:51.828]  And I was looking at all his great tweets and his comments and already wanting him to do a segment on my show.
[03:10:52.677 --> 03:10:56.219]  So I said to him this last week, I said, why don't you just come here?
[03:10:56.219 --> 03:10:57.680]  You're not scared of the coronavirus.
[03:10:57.680 --> 03:11:01.202]  And do maybe a show for a month, two months, however long.
[03:11:01.202 --> 03:11:02.502]  We came up with a name for it.
[03:11:02.502 --> 03:11:04.203]  We kind of clicked.
[03:11:04.203 --> 03:11:05.784]  So we'll tell you about that at the bottom of the hour.
[03:11:05.784 --> 03:11:09.226]  It starts tonight, 7 o'clock Central, 8 o'clock Eastern.
[03:11:09.226 --> 03:11:12.808]  That's 5 o'clock Pacific, 6 o'clock Mountain.
[03:11:13.408 --> 03:11:17.652]  And it'll be on the radio satellites, the TV satellites, for any stations that want to pick it up out there.
[03:11:17.652 --> 03:11:18.953]  It's just a free-to-air.
[03:11:18.953 --> 03:11:20.454]  Any stations, just pick it up.
[03:11:20.454 --> 03:11:22.356]  And we don't have any network ads in it.
[03:11:22.356 --> 03:11:23.677]  We've cut all our ads out.
[03:11:23.677 --> 03:11:29.442]  You get a couple minutes at the start and about four minutes at the bottom of the hour for your local stations.
[03:11:29.442 --> 03:11:32.704]  You can feel free to override any of it anytime you wish as well.
[03:11:32.704 --> 03:11:33.945]  It's totally free to air.
[03:11:33.945 --> 03:11:36.548]  So if you want to take one segment of it every night, you know,
[03:11:37.048 --> 03:11:39.029]  But put ads other places or just cut overs.
[03:11:39.029 --> 03:11:40.150]  I don't care what you do.
[03:11:40.150 --> 03:11:41.031]  It's free to air.
[03:11:41.031 --> 03:11:42.632]  So is my broadcast.
[03:11:42.632 --> 03:11:49.236]  OK, but I wanted to hit this with you because you're quite the student of history, Constitution, even more so than lawyer, because I've done quite a bit of research.
[03:11:49.236 --> 03:11:50.117]  You know what you're talking about.
[03:11:50.117 --> 03:11:53.419]  You're not a BS-er.
[03:11:53.419 --> 03:11:55.340]  Last week, you didn't get hardly any attention.
[03:11:56.300 --> 03:12:05.849]  Trump came in and he said, OK, $4 trillion in stimulus, $2 trillion from the Treasury, $2 trillion from the private, from the private Federal Reserve.
[03:12:05.849 --> 03:12:10.533]  But then when I zoomed in more on it and looked at the actual statement, it's the Treasury directing it.
[03:12:10.533 --> 03:12:12.735]  So it's always been the private Federal Reserve for 107 years, since 1913.
[03:12:15.506 --> 03:12:18.588]  That took control of the power of the purse from the Constitution.
[03:12:18.588 --> 03:12:21.691]  So we always thought of abolishing the Federal Reserve as the way to get rid of it.
[03:12:21.691 --> 03:12:23.432]  It goes back under Treasury.
[03:12:23.432 --> 03:12:25.714]  And that is the Congress that's supposed to do that.
[03:12:25.714 --> 03:12:28.416]  The President can sign or veto those bills.
[03:12:28.416 --> 03:12:34.320]  So a lot of folks are saying, oh, Trump has the Federal Reserve taking over.
[03:12:34.320 --> 03:12:37.102]  No, he actually did take it over under the Treasury.
[03:12:37.102 --> 03:12:43.447]  The problem is that the President has the power over the Federal Reserve in the Federal Reserve Act.
[03:12:45.024 --> 03:12:50.047]  The country that does, which is really a user patient of the power of the purse of Congress.
[03:12:50.047 --> 03:12:54.170]  So by the President taking control of the Federal Reserve, he's taking control of the power of the purse.
[03:12:54.170 --> 03:13:00.134]  We can play clips of Alan Greenspan saying the only role the Federal Reserve is, that the government has the Federal Reserve is nothing.
[03:13:00.134 --> 03:13:01.235]  We're our own branch of government.
[03:13:01.235 --> 03:13:03.496]  Well, that's a dictatorship of the Federal Reserve.
[03:13:03.496 --> 03:13:06.098]  So I like it under the President, but that's not in the Constitution.
[03:13:06.738 --> 03:13:15.280]  Says, all bills of raising revenues shall originate in the House of Representatives, but the Senate may propose or concur with amendments as the bills.
[03:13:15.280 --> 03:13:15.480]  U.S.
[03:13:15.480 --> 03:13:17.981]  Constitution, Article 1, Section 7, Clause 1.
[03:13:17.981 --> 03:13:20.702]  Here's another part of the Constitution, Article 1, Section 9, Clause 7.
[03:13:20.702 --> 03:13:26.883]  No money shall be drawn from the Treasury, but by the consequences of appropriations made by law.
[03:13:26.883 --> 03:13:33.385]  And a regular statement of account of the receipts of expenditures of all public money shall be published.
[03:13:34.065 --> 03:13:35.005]  From time to time.
[03:13:35.005 --> 03:13:37.926]  Well, the Federal Reserve's never even been audited, as we know.
[03:13:37.926 --> 03:13:39.486]  So, this is big.
[03:13:39.486 --> 03:13:41.747]  This is not the Federal Reserve taking over.
[03:13:41.747 --> 03:13:43.167]  And even Bloomberg's pissed.
[03:13:43.167 --> 03:13:44.308]  And the left's pissed.
[03:13:44.308 --> 03:13:47.629]  Meet the new boss at the Fed.
[03:13:47.629 --> 03:13:48.569]  President Trump.
[03:13:48.569 --> 03:13:51.870]  The Fed's cure risk worse than the disease.
[03:13:51.870 --> 03:13:52.330]  Bloomberg.
[03:13:52.330 --> 03:13:52.870]  They hate it.
[03:13:52.870 --> 03:13:57.251]  They say he now has federalized the Federal Reserve.
[03:13:57.251 --> 03:13:58.552]  Federal Reserve Chairman Donald Trump.
[03:13:58.552 --> 03:13:59.612]  POTUS could save America.
[03:13:59.612 --> 03:14:02.573]  That's a Killinitbringinfulwars.com article.
[03:14:02.573 --> 03:14:03.533]  Bob, what do you make of this?
[03:14:04.073 --> 03:14:06.135]  So it's only as to those funds.
[03:14:06.135 --> 03:14:16.705]  So essentially that part of the stimulus package, or relief package, that part, those funds, the President has some control over because he wanted to.
[03:14:16.705 --> 03:14:18.327]  And Congress did pass it!
[03:14:18.327 --> 03:14:19.287]  Yes, exactly.
[03:14:19.287 --> 03:14:23.511]  The bigger issue is, this is probably the first step towards MMT.
[03:14:23.511 --> 03:14:25.113]  So it's Modern Monetary Theory.
[03:14:25.113 --> 03:14:27.996]  And the idea basically is you can print your way out of any problem.
[03:14:28.536 --> 03:14:34.841]  That if a state controls its own currency, it can effectively control the economy just by printing cash.
[03:14:34.841 --> 03:14:36.562]  And that's what Lincoln thought.
[03:14:36.562 --> 03:14:42.986]  And there's different people who brought it up, and it originated within its most recent incarnation as a more left-leaning doctrine.
[03:14:42.986 --> 03:14:47.109]  The criticism of it was always, why won't inflation result from that?
[03:14:47.109 --> 03:14:51.853]  And the premise was that it will create enough economic activity to match the amount of money printed.
[03:14:52.313 --> 03:14:53.974]  The problem is that's not what's happening now.
[03:14:53.974 --> 03:14:56.716]  There's a supply-side shock to the system.
[03:14:56.716 --> 03:15:02.719]  But Trump has often been a fan of the idea of MMT because of the power that it provides.
[03:15:02.719 --> 03:15:05.201]  And that's why he incorporated a smaller portion of it.
[03:15:05.201 --> 03:15:17.368]  What people don't know is that while this is happening on the fiscal side, the Fed has committed to printing as much as $12 trillion over the next month, separately and on top of this.
[03:15:17.368 --> 03:15:18.509]  And do they get interest on that?
[03:15:18.509 --> 03:15:19.950]  Because Trump's saying a lot of it will be interest-free.
[03:15:20.447 --> 03:15:21.488]  All of it will be interest-free.
[03:15:21.488 --> 03:15:35.475]  So what the Fed is going to be doing is they're going to be bailing out selective industries, bailing out the corporate bond market, which relates to the pension fund crisis, that could collapse overnight if certain confidence... As you see, he knows a lot.
[03:15:35.475 --> 03:15:42.078]  So when we come back, we're going to look at what's really going on, not the hype with Robert Barnes, who is really up on all of this.
[03:15:42.078 --> 03:15:43.399]  And we'll ask, did Trump have to do this?
