[00:00:18.817 --> 00:00:19.797]  You want answers?
[03:06:37.794 --> 03:06:45.080]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[03:06:45.280 --> 03:06:47.182]  I've always believed in nutrition and herbs.
[03:06:47.522 --> 03:06:55.088]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:06:55.468 --> 03:07:01.636]  Super Mel Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[03:07:01.937 --> 03:07:08.886]  Visit InfoWarsLife.com today to secure your Super Mel Vitality and other powerful products from InfoWars Life.
[03:07:09.186 --> 03:07:10.528]  Clean, pure drinking water.
[03:07:10.808 --> 03:07:12.109]  You can't survive without it.
[03:07:12.289 --> 03:07:13.210]  But where do you get it?
[03:07:13.490 --> 03:07:19.275]  Alexa Pure Pro is a brand new groundbreaking gravity-fed water filtration system that is like no other.
[03:07:19.495 --> 03:07:25.240]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:07:25.400 --> 03:07:33.166]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities.
[03:07:35.928 --> 03:07:42.253]  Including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:07:42.654 --> 03:07:44.795]  Filter capacity up to 5,000 gallons.
[03:07:45.136 --> 03:07:46.337]  Stainless steel construction.
[03:07:46.617 --> 03:07:47.377]  Easy assembly.
[03:07:47.658 --> 03:07:48.278]  Low maintenance.
[03:07:48.558 --> 03:07:50.400]  Replacement filters are simple to install.
[03:07:50.660 --> 03:07:54.163]  And now, as part of an exclusive limited time introductory offer,
[03:07:54.423 --> 03:07:57.745]  You can save $20 off the retail price and get free shipping.
[03:07:57.925 --> 03:08:02.929]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[03:08:03.109 --> 03:08:05.650]  Go to InfowarsStore.com or call 888-253-3139.
[03:08:05.831 --> 03:08:08.612]  They took my saddle in Houston.
[03:08:11.354 --> 03:08:16.898]  Broke my leg in the Santa Fe.
[03:08:19.079 --> 03:08:21.361]  Lost my wife and a girlfriend.
[03:08:25.063 --> 03:08:29.704]  In defense of human liberty, Alex Jones.
[03:08:29.864 --> 03:08:33.585]  Welcome back to the Alex Jones Show.
[03:08:33.625 --> 03:08:38.306]  I'm David Knight and our host for this fourth hour is Paul Joseph Watson from London.
[03:08:38.386 --> 03:08:42.107]  I got an article from Nico, our producer here.
[03:08:42.127 --> 03:08:48.948]  He was saying that Paul had something about a European legislator, Paul, who was raped by a migrant but doesn't want this person deported.
[03:08:48.988 --> 03:08:51.349]  I mean, is this person from Stockholm?
[03:08:51.409 --> 03:08:53.489]  Is this a Stockholm syndrome that we're seeing here?
[03:08:54.824 --> 03:08:57.746]  Well, I mean, this is the point I've made over and over again, David.
[03:08:58.227 --> 03:09:14.839]  We had feminists in Cologne handing out roses to migrants at an asylum centre after the mass molestation of women on New Year's Eve, which now we know is confirmed was covered up by the police, just as they've been covering up these rapes for months and months.
[03:09:15.439 --> 03:09:20.182]  In their own words, so as to not legitimize critics of mass migration.
[03:09:20.603 --> 03:09:21.964]  They don't care about the victims.
[03:09:22.004 --> 03:09:23.605]  They don't care about the women being raped.
[03:09:23.665 --> 03:09:27.067]  They care about the perception about the narrative.
[03:09:27.508 --> 03:09:31.430]  So now this has gone one step deeper into insanity.
[03:09:31.450 --> 03:09:33.092]  This is an article out of Breitbart.
[03:09:33.912 --> 03:09:38.776]  After anal rape, left-wing activist felt guilt and responsibility.
[03:09:39.217 --> 03:09:41.358]  His migrant attacker was deported.
[03:09:41.378 --> 03:09:51.427]  And it reads, a left-wing activist has bared all to a Norwegian documentary crew about his rape at the hands of a Somalian migrant and his despair at seeing the man deported.
[03:09:52.027 --> 03:10:00.435]  This is an active member of the Norwegian Socialist Left Party who described himself as an ardent feminist and anti-racist
[03:10:01.215 --> 03:10:05.996]  ...explained the difficulty he experienced accepting that he had been anally raped by a male migrant.
[03:10:06.437 --> 03:10:12.358]  He said he didn't blame the man for the attack and regretted the fact that he had been sent back to Somalia.
[03:10:12.918 --> 03:10:21.141]  And we've seen this before, in Sweden especially, there was a woman on a train who got raped by a couple of Iraqi migrants.
[03:10:21.781 --> 03:10:29.425]  She felt guilty because she said that they had been traumatized, and so it kind of entitled them to rape her.
[03:10:29.806 --> 03:10:36.850]  And she didn't initially report it to police because she feared that these rapists, being migrants, would be deported.
[03:10:37.270 --> 03:10:39.371]  So it's an almost identical situation.
[03:10:39.931 --> 03:10:47.016]  Again, it's about this man putting himself on trial for his own white guilt, even though he's the victim of this attack.
[03:10:47.796 --> 03:10:50.358]  You mentioned Stockholm Syndrome.
[03:10:50.398 --> 03:10:51.560]  That's exactly what it is.
[03:10:51.640 --> 03:10:57.485]  There's another psychological phenomenon which is similar called traumatic bonding.
[03:10:57.886 --> 03:11:07.595]  And that's when a victim adopts the same values of the aggressor, because if they do so, the aggressor ceases to be perceived as a threat.
[03:11:07.975 --> 03:11:19.286]  So, you know, instead of accepting the reality of the problem that we have to face up to this, that we're importing this terrible culture, this actual rape culture, we're importing it into Europe, into the West.
[03:11:19.967 --> 03:11:25.312]  It's easier to deny it by just identifying with the perpetrator, which is now...
[03:11:25.953 --> 03:11:29.674]  We've seen in all these situations, they say, well, they were traumatized.
[03:11:29.714 --> 03:11:34.135]  I mean, you can understand why they would want to rape us and we should feel guilty about it.
[03:11:34.576 --> 03:11:35.916]  Complete mental illness.
[03:11:36.356 --> 03:11:37.957]  Complete Stockholm Syndrome.
[03:11:38.497 --> 03:11:51.861]  And when most of the victims in these cases are young children, as we saw again in Germany a couple of days ago, we have to reject this ridiculous notion that somehow these individuals are entitled to rape.
[03:11:52.481 --> 03:11:54.824]  Women, men and children because they're traumatized.
[03:11:54.904 --> 03:11:55.985]  It's completely ludicrous.
[03:11:56.105 --> 03:11:57.367]  You're talking about these young children.
[03:11:57.407 --> 03:12:06.958]  That was something that really, really profoundly disturbed my wife to see that video of that migrant who was holding that baby and threatening to throw that baby and shaking the baby and everything.
[03:12:07.538 --> 03:12:14.461]  This is what we're seeing, you know, on the other side, in terms of people waking up and understanding that there's something insane here.
[03:12:14.501 --> 03:12:26.046]  I've heard multiple people, not just calling in to our program, calling in to when we're doing the debates, but I've also heard people calling in to local talk radio, people who are coming from Central and South America saying,
[03:12:27.066 --> 03:12:35.750]  I like Trump because I don't want a lot of these bad people that I'm running away from in these other countries to be able to follow me into this country.
[03:12:35.790 --> 03:12:37.090]  I want something done about this.
[03:12:37.150 --> 03:12:38.491]  I want these people vetted.
[03:12:40.372 --> 03:12:47.915]  Yeah, and if you look at the polls when Rubio was still in the race back a few weeks ago, Donald Trump had
[03:12:48.849 --> 03:12:53.711]  More support amongst Muslims in America than all the other GOP candidates combined.
[03:12:54.132 --> 03:13:02.055]  Obviously not a lot of Muslims are going to vote for him in the first place because generally people from those areas of the world are dependent on government.
[03:13:02.135 --> 03:13:06.517]  They vote for an expansion of the welfare state so they're more likely to support Democrats.
[03:13:06.937 --> 03:13:09.319]  But amongst the Muslims who are Republicans,
[03:13:10.319 --> 03:13:27.934]  Again, Trump had more support from Muslims than all the other candidates combined, and it's because the ones who have assimilated, and that's the only way that it works, is to bring in skilled migrants at a slow pace, not 300,000 a year like we do in Britain.
[03:13:28.374 --> 03:13:29.315]  That's when it works.
[03:13:29.375 --> 03:13:30.977]  That's when they build businesses.
[03:13:31.337 --> 03:13:32.698]  They become assimilated.
[03:13:32.998 --> 03:13:34.540]  They adopt American values.
[03:13:35.120 --> 03:13:41.045]  They want to pursue happiness, you know, build wealth, have happy families, and actually integrate into society.
[03:13:41.505 --> 03:13:56.356]  And when they do that, they look back to the countries where they came from, these police state hellholes which have an incredibly low standard of living, and they say, we don't want to import hundreds of thousands of people from North Africa and the Middle East.
[03:13:57.577 --> 03:14:01.481]  We will become like North Africa and the Middle East, because they don't assimilate.
[03:14:01.842 --> 03:14:08.329]  The pace of immigration is so fast, there's no, you know, program of assimilation, there isn't in Europe.
[03:14:08.649 --> 03:14:13.895]  And that's why they turn Europe into North Africa and the Middle East, because they create these ghettos.
[03:14:14.575 --> 03:14:17.937]  Exactly, they self-ghettoize because they bring in so many people at a time.
[03:14:17.977 --> 03:14:19.658]  That's the core issue.
[03:14:20.098 --> 03:14:24.861]  By bringing them in, in the large groups, just like you said, they create ghettos because they self-ghettoize.
[03:14:25.021 --> 03:14:33.065]  They have a large enough group of people that come in together, they don't want to mix with the population that's already there.
[03:14:33.105 --> 03:14:37.647]  They don't adopt the legal cultural language of that nation.
[03:14:37.687 --> 03:14:40.049]  They stay within that small area and I think it makes it
[03:14:40.729 --> 03:14:42.650]  More easy for them to radicalize.
[03:14:42.691 --> 03:14:56.761]  Of course, you know, when you've got a large number of people coming in as well, if you've only got, as we've mentioned before, doing the math, looking at the number of people that have come into Europe, if you only have one-tenth of one percent, you've got hundreds or thousands of people who are radical jihadists who could come in.
[03:14:57.241 --> 03:15:00.183]  Even though you've got 99.9% of the people that are okay.
[03:15:00.223 --> 03:15:05.667]  You've still got, if you've got a massive number of people, you've still got a significant number of people who are radicals.
[03:15:05.747 --> 03:15:09.570]  And those radicals can easily radicalize the second generation.
[03:15:09.830 --> 03:15:11.652]  Who doesn't really understand what's going on with this.
[03:15:11.672 --> 03:15:12.974]  They didn't see the previous country.
[03:15:13.074 --> 03:15:22.106]  All they know is that they grew up in this ghetto and they're resentful of the outside culture that they've never been really allowed to mix with.
[03:15:23.646 --> 03:15:32.590]  Well that's exactly right and again you saw today yet another one of the individuals involved in plotting the Brussels bombing was a Syrian refugee.
[03:15:32.670 --> 03:15:35.731]  He came in from Syria through Greece into Europe.
[03:15:36.131 --> 03:15:42.174]  So of course a percentage of these individuals, if you import them in such vast numbers, are going to be jihadists.
[03:15:42.574 --> 03:15:48.237]  And with the ghettos, in fact ISIS said in its own manifesto, which was released back in December,
[03:15:48.797 --> 03:15:57.239]  That they're going to exploit this migrant wave to create those ghettos because they're the perfect breeding ground for radicalization.
[03:15:57.559 --> 03:15:59.780]  And you saw that with Salah Abdeslam.
[03:16:00.240 --> 03:16:04.601]  Of course he hid out in Molenbeek for three months after the Paris Massacre.
[03:16:05.161 --> 03:16:09.982]  And he was able to do so because he was protected by his friends and neighbors.
[03:16:10.403 --> 03:16:12.443]  Which is the point I make over and over again.
[03:16:12.783 --> 03:16:15.604]  The problem we have isn't just with jihadists.
[03:16:16.184 --> 03:16:25.253]  Yes, a tiny percentage of Muslims are actually jihadists, but a whole bigger percentage of Muslims are Islamists.
[03:16:25.813 --> 03:16:37.325]  So they will give protection to jihadists to force their brand of Islam on the world, and that's what happened in Molenbeek when they protected, you know, Abdeslam, the Paris Massacre.
[03:16:37.985 --> 03:16:39.487]  He was involved in the Paris Massacre.
[03:16:39.867 --> 03:16:42.049]  You're talking about somebody's particular brand of Islam.
[03:16:42.069 --> 03:16:52.396]  One of the callers that we had during one of the debates said, look, I'm Muslim and I support Donald Trump because I'm concerned about some of the sects of Islam that are coming in.
[03:16:52.436 --> 03:16:54.757]  Because Islam is not a monolithic thing.
[03:16:54.777 --> 03:17:00.681]  You've got the Wahhabists that he was concerned about, our closest allies, Saudi Arabia, and really...
[03:17:01.662 --> 03:17:05.604]  One of the most, if not the most, violent parts of Islam.
[03:17:05.644 --> 03:17:08.885]  He was concerned that there were going to be Wahhabis coming in.
[03:17:08.925 --> 03:17:12.747]  So he wanted some kind of vetting of the number of people that were coming in.
[03:17:12.787 --> 03:17:17.549]  He didn't want the gates just opened up to allow masses of unvetted people to come in.
[03:17:17.589 --> 03:17:19.309]  And that's what Donald Trump has been talking about.
[03:17:19.369 --> 03:17:25.752]  It's betrayed and spun by the media to say he's against all Muslims and that's not what he's saying and that's not what the Muslims are saying.
[03:17:25.772 --> 03:17:30.534]  They're saying we want to know who is coming in and making sure that this isn't what's happening.
[03:17:31.789 --> 03:17:37.013]  Well yeah, and the voices of reform within Islam always get intimidated and drowned out.
[03:17:37.033 --> 03:17:40.616]  I mean, you can look at Majid Nawaz and people like that.
[03:17:40.656 --> 03:17:42.858]  They're trying to reform Islam from the inside.
[03:17:43.258 --> 03:17:45.060]  They're getting drowned out by Islamists.
[03:17:45.100 --> 03:17:47.002]  And then back to the point about ghettos.
[03:17:47.742 --> 03:17:50.845]  If you look at the statistics, I mean, it's absolutely shocking.
[03:17:51.425 --> 03:17:56.169]  You can look at Belgium, for example, which has a Muslim population of around 6%.
[03:17:56.889 --> 03:18:05.056]  The prison population of Belgium, given that it's Muslim population is just 6%, is 45% Muslim.
[03:18:05.636 --> 03:18:10.780]  So they're grossly over-represented because, again, they get sucked into these hopeless ghettos.
[03:18:10.820 --> 03:18:12.101]  They commit petty crimes.
[03:18:12.401 --> 03:18:13.102]  But it gets worse.
[03:18:13.122 --> 03:18:14.023]  You can look at France.
[03:18:14.043 --> 03:18:16.645]  6 to 10% Muslim population.
[03:18:17.225 --> 03:18:20.869]  Muslims make up 70% of prisoners in France.
[03:18:21.869 --> 03:18:23.371]  Same stats for Spain.
[03:18:24.232 --> 03:18:25.092]  Muslim population 3.7%.
[03:18:25.132 --> 03:18:26.814]  Yeah, the prison population of Spain is 70%.
[03:18:27.134 --> 03:18:27.555]  That's 70, not 17.
[03:18:27.635 --> 03:18:27.955]  70% Muslim.
[03:18:35.422 --> 03:18:37.302]  So obviously this isn't working, right?
[03:18:37.743 --> 03:18:39.423]  They're creating these ghettos.
[03:18:39.463 --> 03:18:41.443]  They're getting sucked into this hopeless life.
[03:18:41.843 --> 03:18:45.624]  They're committing petty crime because they're not being assimilated.
[03:18:45.944 --> 03:18:50.825]  Yet we still have this ludicrous open border policy by European leaders.
[03:18:51.145 --> 03:18:53.206]  They've now said they're going to double down on it.
[03:18:53.706 --> 03:18:55.286]  And it's clearly failed.
[03:18:55.746 --> 03:18:58.727]  It's failed in terms of, you know, social cohesion.
[03:18:59.027 --> 03:19:02.248]  It's failed in terms of putting Europe's security at risk.
[03:19:02.848 --> 03:19:10.424]  All of these individuals involved in Paris and Brussels, either they were supposedly assimilated or they came in as refugees.
[03:19:10.444 --> 03:19:13.991]  So either way you look at it, it's just not working and it's a big threat.
[03:19:15.148 --> 03:19:29.338]  Yeah, when we look at the political parties throughout Europe that have risen up to try to take back their sovereignty from the European Union, of course we have the Brexit that's coming up, whether or not Britain is going to exit the EU.
[03:19:29.918 --> 03:19:32.460]  I'm curious as to what your take is on that, Paul.
[03:19:32.500 --> 03:19:33.961]  How do you see that playing out?
[03:19:33.981 --> 03:19:36.383]  Do you think that that's going to prevail?
[03:19:36.503 --> 03:19:38.164]  It's coming up pretty soon, isn't it?
[03:19:39.761 --> 03:19:40.782]  It's coming up in June.
[03:19:41.682 --> 03:19:55.753]  I think if it looks like the Leave vote is going to win, they'll probably try and pull some shenanigans, because that would deal such a massive blow to this multi-decade project, which started way back in the 50s with the Bilderberg Group, of course.
[03:19:56.453 --> 03:20:00.136]  They planned the single currency, which only came into fruition in the 90s.
[03:20:00.196 --> 03:20:02.397]  Stay with us, we've got to take a quick break.
[03:20:02.417 --> 03:20:04.819]  I want to know what you have to say about the Brexit.
[03:20:05.199 --> 03:20:07.801]  It's all part of the globalist consolidation.
[03:20:07.821 --> 03:20:08.322]  We'll be right back.
[03:20:10.160 --> 03:20:13.562]  Thousands of years ago, there was a basic form of chivalry.
[03:20:13.923 --> 03:20:21.047]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[03:20:21.668 --> 03:20:30.053]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[03:20:30.293 --> 03:20:34.396]  But in the 21st century, there are silent weapons for quiet war.
[03:20:34.696 --> 03:20:40.060]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[03:20:40.280 --> 03:20:44.102]  Turn off our hormones and accelerate our journey towards death.
[03:20:44.522 --> 03:20:47.603]  I personally counter this onslaught with AnthroPlex.
[03:20:47.924 --> 03:20:59.009]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[03:20:59.069 --> 03:21:01.750]  Discover why AnthroPlex is turning so many heads today.
[03:21:01.990 --> 03:21:07.953]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[03:21:08.433 --> 03:21:11.796]  The globalist social engineers are not just targeting us with propaganda.
[03:21:11.896 --> 03:21:14.157]  They are manipulating our genetics.
[03:21:14.317 --> 03:21:22.704]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[03:21:22.964 --> 03:21:26.306]  The key is to be aware of this attack and to fight back against it.
[03:21:26.466 --> 03:21:36.774]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[03:21:37.094 --> 03:21:44.383]  Sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[03:21:44.563 --> 03:21:46.485]  I've always believed in nutrition and herbs.
[03:21:46.825 --> 03:21:54.354]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:21:54.754 --> 03:22:00.917]  Super Mill Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[03:22:01.237 --> 03:22:08.181]  Visit InfoWarsLife.com today to secure your Super Mill Vitality and other powerful products from InfoWars Life.
[03:22:08.441 --> 03:22:18.626]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[03:22:18.826 --> 03:22:25.751]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:22:25.931 --> 03:22:30.634]  We have now managed to secure the sought-after beans in a highly customized blend.
[03:22:30.814 --> 03:22:37.499]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[03:22:37.599 --> 03:22:44.684]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[03:22:44.764 --> 03:22:46.566]  Hands down, this is my favorite coffee.
[03:22:46.666 --> 03:22:51.650]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[03:22:51.791 --> 03:22:56.154]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[03:22:56.275 --> 03:22:59.538]  Available in original or with our immune support infusion blend.
[03:22:59.678 --> 03:23:05.803]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[03:23:05.983 --> 03:23:06.444]  Available!
[03:23:08.326 --> 03:23:09.707]  Clean, pure drinking water.
[03:23:09.987 --> 03:23:11.268]  You can't survive without it.
[03:23:11.468 --> 03:23:12.389]  But where do you get it?
[03:23:12.669 --> 03:23:18.435]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:23:18.675 --> 03:23:24.380]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:23:24.580 --> 03:23:41.444]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:23:41.824 --> 03:23:43.944]  Filter capacity up to 5,000 gallons.
[03:23:44.305 --> 03:23:45.505]  Stainless steel construction.
[03:23:45.785 --> 03:23:46.545]  Easy assembly.
[03:23:46.825 --> 03:23:47.445]  Low maintenance.
[03:23:47.745 --> 03:23:49.545]  Replacement filters are simple to install.
[03:23:49.826 --> 03:23:56.927]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[03:23:57.107 --> 03:24:02.128]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[03:24:02.308 --> 03:24:04.868]  Go to InfowarsStore.com or call 888-253-3139.
[03:24:19.772 --> 03:24:20.994]  Welcome back to the Alex Jones Show.
[03:24:21.014 --> 03:24:24.617]  I'm David Knight and we're talking to Paul Joseph Watson in the UK.
[03:24:24.637 --> 03:24:28.141]  We're going to be joined by Joe Biggs in the next segment.
[03:24:28.161 --> 03:24:30.984]  Before we go back to Paul, I just want to let you know that we have Secret 12.
[03:24:31.024 --> 03:24:36.670]  That's our vitamin B12 is back in stock at Infowarslife.com and it's one of the
[03:24:37.270 --> 03:24:42.132]  Products that we had run out of stock, but it is now available at Infowarslife.com.
[03:24:42.532 --> 03:24:48.195]  Combines the two ultra bio available forms of vitamin B12 into a single bottle.
[03:24:48.235 --> 03:24:49.836]  And the best part, there's no injections.
[03:24:50.256 --> 03:24:52.997]  Just put it under your tongue, leave it there for a while, and swallow it.
[03:24:53.638 --> 03:24:54.998]  Nothing could be easier.
[03:24:55.058 --> 03:25:02.882]  But you get the same benefit as if you're taking this high quality vitamin B12 supplement in a more, let's call it painful form.
[03:25:03.402 --> 03:25:04.863]  Nobody likes to get stuck with a needle.
[03:25:05.204 --> 03:25:06.165]  So you don't have to do that.
[03:25:06.185 --> 03:25:11.309]  You can just take it in a very easily available, bioavailable form, in liquid form.
[03:25:11.349 --> 03:25:13.371]  That's our Vitamin B12 Secret 12.
[03:25:13.411 --> 03:25:16.414]  That's now back in stock at InfoWarsLife.com.
[03:25:17.912 --> 03:25:37.092]  Paul, we were talking before we went to the break about the Brexit and of course, and I'm curious with all the parties that are picking up in popularity there because they're opposing the open borders, what we're seeing with Donald Trump that I think is so valuable is he's the only candidate that's here in America that is opposing not only the trade treaties
[03:25:37.592 --> 03:25:37.692]  Yes.
[03:25:54.388 --> 03:26:08.296]  A predecessor to coming in and having a political consolidation and they use economic crisis as they've talked about possibly doing some kind of a move just before the Brexit vote that was leaked by WikiLeaks.
[03:26:08.536 --> 03:26:20.223]  Some private correspondents there that was going on between the IMF and some people in Greece threatening them with an event and talking about how they might want to do that just before Britain decides whether or not it's going to leave the EU.
[03:26:20.503 --> 03:26:32.819]  So we have these economic treaties that bring things together, we have the open borders that directly affect our sovereignty, but then they use the economic issues, these climate treaties and these trade treaties to also attack our sovereignty.
[03:26:32.899 --> 03:26:38.887]  Is there anybody in the UK or in Europe that is opposed to all three of these tactics?
[03:26:40.765 --> 03:26:42.085]  Yeah, there are several parties.
[03:26:42.145 --> 03:26:44.806]  I mean, for the past two years, they've been having great success.
[03:26:44.846 --> 03:26:47.827]  There was a party in Germany recently that had a lot of success.
[03:26:48.347 --> 03:26:53.268]  Sweden and Denmark as well, of course, as a UKIP in the United Kingdom.
[03:26:53.808 --> 03:26:57.829]  But as he said, the migrant crisis was a kind of reaction to that.
[03:26:57.849 --> 03:27:03.170]  We had these conservative political parties sweeping to victories a couple of years ago.
[03:27:03.530 --> 03:27:08.131]  The reaction to that was to bring in all these millions of people now.
[03:27:08.191 --> 03:27:10.312]  It's up to over a million just in Germany alone.
[03:27:10.852 --> 03:27:15.215]  Who will become dependent on government and they will vote for bigger government.
[03:27:15.235 --> 03:27:16.355]  That's the point about this.
[03:27:16.995 --> 03:27:23.779]  Every time you poll people from these areas of the world and you ask them, do you support smaller or bigger government?
[03:27:24.439 --> 03:27:31.043]  Always the vast majority say they support bigger government because they're quite poor and they want to vote for more welfare.
[03:27:31.363 --> 03:27:36.306]  So that's why big government has an incentive to bring them into the country.
[03:27:36.846 --> 03:27:37.747]  Then of course you've got this
[03:27:38.726 --> 03:27:48.610]  narrative which we have in Germany, which is, oh, the German population is dying, we need immigrants to act as cheap labour, otherwise the economy is going to grind to a halt.
[03:27:49.170 --> 03:27:50.850]  It's just absolute BS.
[03:27:50.870 --> 03:28:00.074]  I mean, you can look at Germany and you can look at Sweden, for example, where 58% of the welfare payments in Sweden go to immigrants.
[03:28:00.834 --> 03:28:09.441]  Again, given that immigrants are still a relatively small number in the population, 58% of welfare payments are going to immigrants.
[03:28:09.761 --> 03:28:14.405]  So they're not doing the jobs that other people don't want to do.
[03:28:14.425 --> 03:28:18.368]  48% of immigrants in Sweden of working age don't work.
[03:28:19.113 --> 03:28:35.264]  So this argument that you need to bring in these millions of people to do cheap labour just doesn't stand up to the test, because they're not doing labour, they're sucking off the state, and then they vote for more state for bigger government, which is why the government wants to bring them in.
[03:28:35.304 --> 03:28:36.825]  That's the whole agenda behind this.
[03:28:37.205 --> 03:28:50.918]  It's kind of funny because, you know, they're looking at this and saying, hey, we've got this population demographics issue, you people want to retire, we've got a kind of a social security system, a social net here, but there's not enough people to support you, so we've got to bring in these populations.
[03:28:50.938 --> 03:28:52.020]  And, you know, Paul, I'm reminded
[03:28:52.640 --> 03:28:58.527]  That it was Germany and it was Bismarck who created the first social security template.
[03:28:58.567 --> 03:29:03.973]  He picked the age of 65 because that was the life expectancy of the German people.
[03:29:04.273 --> 03:29:05.415]  It has always been a lie.
[03:29:07.517 --> 03:29:10.178]  Keep moving that age as life expectancy goes up.
[03:29:10.198 --> 03:29:14.941]  They say, hey, we got a solvency issue because we never really expected to pay people any benefits here.
[03:29:14.961 --> 03:29:18.123]  Now that they're living longer, we got to change that age of withdrawal.
[03:29:18.443 --> 03:29:27.007]  But now they've got a new lie, and they're going to take care of you by importing people who have absolutely no connection to you, to your culture, to your language, to your country.
[03:29:27.247 --> 03:29:30.929]  And of course, they're going to pay heavy taxes to support your retirement.
[03:29:31.029 --> 03:29:31.750]  What a lie!
[03:29:33.442 --> 03:29:34.002]  Well, stay with us.
[03:29:34.022 --> 03:29:37.806]  We're going to come back with Paul Joseph Watson and with Joe Biggs.
[03:29:37.846 --> 03:29:47.413]  He's going to be joining us right after the break to talk about a new Sesame Street character, a hijab-clad Muppet from Afghanistan.
[03:29:47.433 --> 03:29:48.014]  We'll be right back.
[03:29:58.706 --> 03:30:01.692]  We're on the march, the empire's on the run.
[03:30:02.634 --> 03:30:05.319]  Alex Jones and the GCN Radio Network.
[03:30:07.990 --> 03:30:10.932]  A clean, toxic-free body is the foundation of true health.
[03:30:11.233 --> 03:30:20.820]  Introducing Deep Cleanze by Infowarslife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[03:30:21.121 --> 03:30:26.325]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[03:30:26.425 --> 03:30:35.252]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[03:30:35.532 --> 03:30:44.096]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[03:30:44.356 --> 03:30:51.260]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[03:30:51.400 --> 03:30:57.483]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[03:30:57.763 --> 03:31:02.227]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[03:31:02.267 --> 03:31:05.730]  That's InfoWarsLife.com or call 888-253-3139.
[03:31:05.830 --> 03:31:08.653]  Brain Force is here.
[03:31:09.173 --> 03:31:11.455]  Ladies and gentlemen, I've been on this the last few months.
[03:31:11.736 --> 03:31:19.543]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[03:31:20.327 --> 03:31:23.890]  One of the worst things with most energy products is it's not sustainable, right?
[03:31:23.910 --> 03:31:26.251]  You're gonna crash, you're gonna feel really bad afterwards.
[03:31:26.611 --> 03:31:30.134]  This has a bunch of different antioxidants and compounds and polyphenols.
[03:31:30.194 --> 03:31:33.316]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[03:31:33.817 --> 03:31:38.620]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[03:31:39.160 --> 03:31:40.982]  For example, the L-theanine inside of it.
