[00:00:04.574 --> 00:00:17.868]  Intruder alert!
[02:44:50.269 --> 02:44:51.049]  I mean, that happened.
[02:44:51.049 --> 02:44:54.329]  In fact, some of the people were in the office and they saw it and they were like, this is a TV show.
[02:44:54.329 --> 02:45:03.491]  Why do you think the Russians, before I was never allowed basically back on RT again, unless I was a guest on another show or say a documentary interviewed me, I don't care about RT, big deal.
[02:45:03.491 --> 02:45:06.872]  The point is, is they wanted me on all the time, and then after there was this meeting,
[02:45:07.432 --> 02:45:13.574]  And it wasn't RT and it was like this Russian government and people interrogated me for like 20 minutes and I was just like, this is an interview.
[02:45:13.574 --> 02:45:18.895]  They kept asking about you and then they basically thought I was some operative or something, which I'm not.
[02:45:18.895 --> 02:45:20.415]  I'm proud of the fact I'm organic, folks.
[02:45:20.415 --> 02:45:22.856]  I'm proud that I haven't been part of some agency.
[02:45:22.856 --> 02:45:24.356]  I'm not saying it's bad if you've been.
[02:45:24.356 --> 02:45:27.377]  They were obsessed with you and really were acting like you were Godzilla or something.
[02:45:27.657 --> 02:45:29.440]  Well, here's the problem.
[02:45:29.440 --> 02:45:43.098]  The Russians knew very well that I worked in the Soviet Union to take them apart from the 1960s, thanks to Nixon, where I was sent overseas and started working in the Russian Soviet psychiatric hospitals.
[02:45:43.098 --> 02:45:44.140]  I was taking out
[02:45:44.760 --> 02:45:45.261]  Thank you.
[02:45:59.884 --> 02:46:02.485]  Why is that so important, getting people out of countries?
[02:46:02.485 --> 02:46:20.849]  Because I know that was... Because it was the beginning of the end of the Soviet Union, I had developed a plan which systematically was able to work on the fact that there were Christians who were defying the atheist ideology of communism, and in turn they were put in psychiatric hospitals.
[02:46:21.369 --> 02:46:38.024]  So I had the credibility as a psychiatrist to go in there, and I literally commoditized these Christians by saying to one of Stalin's men, who was the last man available, a doctor, I will give you Wang computers, X number of Wang computers, for this person, that person, that person.
[02:46:38.024 --> 02:46:40.286]  They all turned out to be major Christians.
[02:46:40.286 --> 02:46:44.290]  In turn, we began to take down the system little by little.
[02:46:44.290 --> 02:46:44.750]  Oh, I get it.
[02:46:44.750 --> 02:46:47.613]  By spreading the word that the Christians could reactivate inside Russia.
[02:46:47.853 --> 02:47:04.810]  Correct, but the second part was the fact that I knew their KGB was highly compromised, and I could buy off many of their operatives, including the GRU, the KGB, and other elements by helping... It was just weird because they were interrogating me, and I said, this isn't a TV interview, is it?
[02:47:04.810 --> 02:47:06.872]  And they're like, Pachinik, why does he talk to you?
[02:47:06.872 --> 02:47:07.873]  What is Pachinik doing?
[02:47:08.513 --> 02:47:11.954]  Yeah, and so I thought it was very, very interesting that they're definitely obsessed with you.
[02:47:11.954 --> 02:47:13.355]  Well, they are obsessed with me.
[02:47:13.355 --> 02:47:18.937]  Putin, to this day, wants to know how I took him out of the Soviet Union, and he's not going to know that.
[02:47:18.937 --> 02:47:26.460]  But I do have respect for him in terms of the fact he has to do what he's doing, but he cannot continue in Syria to kill those people.
[02:47:26.460 --> 02:47:27.801]  That's a warning to Putin.
[02:47:28.181 --> 02:47:40.127]  That's the beginning of the end of Putin, and I'm saying to him very clearly, you have problems within the Kremlin, you have the FSB, you have the SUV, and you know very well that we can put them into spin.
[02:47:40.127 --> 02:47:44.109]  And that means that Putin understands that he can't trust anyone.
[02:47:44.109 --> 02:47:50.613]  And that's exactly what we did, or I did, years ago with several of Brezhnev and Yeltsin and others.
[02:47:51.313 --> 02:47:56.077]  I was trained by our military and by my intelligence service.
[02:47:56.077 --> 02:47:58.298]  My dedication is to this country.
[02:47:58.298 --> 02:47:59.559]  I do not ask for promotions.
[02:47:59.559 --> 02:48:01.701]  They asked me to be promoted to a Rear Admiral at 39.
[02:48:14.990 --> 02:48:15.991]  I turned it down.
[02:48:15.991 --> 02:48:17.572]  They asked me to get a pension.
[02:48:17.572 --> 02:48:18.893]  I turned it down.
[02:48:18.893 --> 02:48:19.994]  I did not have money.
[02:48:19.994 --> 02:48:21.936]  I wasn't being cavalier.
[02:48:21.936 --> 02:48:31.524]  I simply wanted to serve the country, to thank this country for taking me in as a refugee and allowing me to be everything I could be and fail.
[02:48:31.524 --> 02:48:33.766]  And that was the beauty of what I did.
[02:48:33.766 --> 02:48:35.307]  So they had no hold on me.
[02:48:35.307 --> 02:48:36.288]  No, no, we're going to break.
[02:48:36.288 --> 02:48:40.051]  I'm going to come back and get your message, what you think Trump should do in the next debate.
[02:48:40.051 --> 02:48:42.794]  But specifically though, the only reason we bring this up
[02:48:44.174 --> 02:48:53.697]  Is the battlefield spectrum, I know the police are somewhat awake, the military is awake, a lot of people, I never want to make the government like the good guys, but it seems like government people are more awake than the general public.
[02:48:53.697 --> 02:48:59.959]  The arrogance of trying to put Hillary in, the rotting political system, how would you describe the political climate right now?
[02:49:00.623 --> 02:49:01.844]  It's totally corrupt.
[02:49:01.844 --> 02:49:05.627]  It is so self-destructive and it's irrelevant.
[02:49:05.627 --> 02:49:15.575]  What's happening right now is, as I went through the nation, the different states, it was clear to me, as I've said for a long time, Washington is irrelevant.
[02:49:15.575 --> 02:49:16.176]  They know it.
[02:49:16.176 --> 02:49:17.056]  They're irrelevant.
[02:49:17.056 --> 02:49:21.580]  So they're trying to create false flags, which we had in Sandy Hook and all that other nonsense.
[02:49:22.040 --> 02:49:23.782]  In order to make themselves relevant.
[02:49:23.782 --> 02:49:26.003]  The FBI has become irrelevant.
[02:49:26.003 --> 02:49:28.365]  The CIA has become irrelevant.
[02:49:28.365 --> 02:49:36.612]  In fact, what's becoming more and more relevant are people who are staying home, doing cyber security, and doing internet work.
[02:49:36.612 --> 02:49:48.282]  What's happening in our country is we're transforming from an industrial state to an information age, and we're trying to compete with a massive Chinese economic engine, not military.
[02:49:48.322 --> 02:49:56.426]  And because the globalists shut down our economy to sell it off, they've actually forced us to morph and create new economies the central system can't control.
[02:49:56.426 --> 02:49:58.206]  Well, there is no more central system.
[02:49:58.206 --> 02:50:03.389]  With all due respect, the globalists have finished the beginning and that's why I support... That's what I wanted to say!
[02:50:03.389 --> 02:50:05.209]  They expected this whole world government.
[02:50:05.209 --> 02:50:06.530]  It's already falling apart.
[02:50:06.530 --> 02:50:08.611]  Every EU country is leaving.
[02:50:09.051 --> 02:50:09.792]  It's fallen.
[02:50:09.792 --> 02:50:23.888]  One of the things you and I were successful in doing is when we supported the movement for Catalan to break away from Spain, for England to break away from EU, and for Scotland to break away from England was the beginning of the end of EU.
[02:50:24.008 --> 02:50:27.571]  And by the way, I'm not bragging, but I've talked to Farage at dinner and on air.
[02:50:27.571 --> 02:50:33.557]  He admitted that UKIP was nothing until 15 years ago, and that most of their new members were from this show, people listening over there.
[02:50:33.557 --> 02:50:39.342]  I don't want to give us credit, but it's actually crazy that he will tell you that UKIP got its main push from InfoWars.
[02:50:39.662 --> 02:50:40.743]  That's correct.
[02:50:40.743 --> 02:50:41.983]  I wasn't kidding you.
[02:50:41.983 --> 02:50:43.844]  It came out of here.
[02:50:43.844 --> 02:50:47.486]  You and I kept discussing it and you would ask me what was happening.
[02:50:47.486 --> 02:50:51.809]  I remember you said five years ago, watch, nationalist movements breaking away, the EU's done.
[02:50:51.809 --> 02:50:54.390]  And I actually didn't, I thought you were being too confident.
[02:50:54.390 --> 02:50:55.510]  That's what's crazy, Doc.
[02:50:55.510 --> 02:50:56.811]  This is really happening.
[02:50:56.811 --> 02:50:57.792]  We'll be right back.
[02:50:57.792 --> 02:50:58.652]  You're part of it.
[02:50:58.652 --> 02:50:59.633]  I know, it's amazing.
[02:50:59.633 --> 02:50:59.953]  Stay there.
[02:51:02.694 --> 02:51:06.856]  Something shocking just happened in a Coast Guard unit in San Diego.
[02:51:06.856 --> 02:51:13.058]  The old guys in the unit have turned the tables and are now destroying the young bucks in head-to-head fitness tests.
[02:51:13.058 --> 02:51:14.819]  How is this even possible?
[02:51:14.819 --> 02:51:22.362]  Turns out the old guys in this unit have been part of a special test group for a doctor-formulated fountain of youth drink called Patriot Power Greens.
[02:51:22.362 --> 02:51:30.105]  Patriot Power Greens has been so effective for many of the older soldiers that it's made their achy joints, stiff muscles, and lack of energy a thing of the past.
[02:51:30.325 --> 02:51:34.687]  Previously, this drink was only available to elite military units.
[02:51:34.687 --> 02:51:43.452]  But for a limited time, the creator of Patriot Power Greens has set aside a small number of free sample packs specifically for our conservative friends.
[02:51:43.452 --> 02:51:45.033]  But you must act fast.
[02:51:45.033 --> 02:51:49.575]  Due to the high demand from members of the Coast Guard, our supply is extremely limited right now.
[02:51:49.855 --> 02:51:55.799]  To claim your free samples of Patriot Power Greens, go to Greens75.com.
[02:51:55.799 --> 02:51:59.241]  That's Greens75.com.
[02:51:59.241 --> 02:52:02.183]  Greens75.com.
[02:52:02.183 --> 02:52:03.284]  Think about this.
[02:52:03.284 --> 02:52:10.869]  Your community's aging water infrastructure systems are very likely to be contaminated with heavy metals like lead, disinfection chemicals like ammonia.
[02:52:11.089 --> 02:52:15.850]  Chlorine and chloramines in pharmaceuticals like statins, pain meds and antidepressants.
[02:52:15.850 --> 02:52:20.111]  And no, water treatment plants are not equipped to filter these pharmaceutical toxins out.
[02:52:20.111 --> 02:52:23.952]  Protect your family's water supply with a trusted Big Berkey water filter.
[02:52:23.952 --> 02:52:34.834]  New NSF EPA certified lab tests show Big Berkey water filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[02:52:35.014 --> 02:52:38.536]  Big Berkey Water Filters are the original and most trusted on the market.
[02:52:38.536 --> 02:52:40.758]  The gold standard in water purification.
[02:52:40.758 --> 02:52:44.280]  And our filters last for years at less than two cents per gallon.
[02:52:44.280 --> 02:52:45.001]  Big Berkey.
[02:52:45.001 --> 02:52:48.103]  The one powerful enough to purify stagnant pond water.
[02:52:48.103 --> 02:52:49.764]  Get your Big Berkey today.
[02:52:49.764 --> 02:52:51.905]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[02:52:51.905 --> 02:52:52.365]  That's 1-877-99-BERKEY.
[02:52:52.365 --> 02:52:53.546]  Big Berkey Water Filters.
[02:52:53.546 --> 02:52:54.427]  For the love of clean water.
[02:53:02.082 --> 02:53:05.965]  In a crisis, your number one need is food, but not just any food.
[02:53:05.965 --> 02:53:12.630]  Experts say everyone needs to have non-perishable, good-for-25-years survival food on hand in case of an emergency.
[02:53:12.630 --> 02:53:20.996]  Well, right now, in what is truly an unprecedented move, 72-hour survival food kits are being given away to listeners while supplies last.
[02:53:20.996 --> 02:53:26.480]  Survival food is more important today than ever before, explains Frank Bates, a spokesman for the company.
[02:53:26.480 --> 02:53:30.343]  Natural disasters, terrorist attacks, and other threats can make obtaining sufficient food
[02:53:30.723 --> 02:53:32.764]  Impossible in an emergency.
[02:53:32.764 --> 02:53:38.906]  This 72-hour survival kit has 16 servings of delicious food, rated for 25 years of storage.
[02:53:38.906 --> 02:53:47.269]  It sells to the general public for $27 plus shipping, and it's been rated 4.5 out of 5 stars by customers who paid full price.
[02:53:47.269 --> 02:53:51.951]  But listeners who act quickly can get it free, just cover $9.95 shipping.
[02:53:51.951 --> 02:53:54.292]  Go to FreeFood2.com right now.
[02:53:54.292 --> 02:53:57.193]  Supplies are limited and the program may end at any time.
[02:53:57.193 --> 02:53:59.174]  Go to FreeFood2.com now.
[02:53:59.595 --> 02:54:00.606]  That's FreeFood2.com!
[02:54:16.428 --> 02:54:18.449]  There's all these sociopaths.
[02:54:18.449 --> 02:54:20.550]  People that really aren't even sociopathic, but they act like it.
[02:54:20.550 --> 02:54:23.351]  A lot of them care at some level.
[02:54:23.351 --> 02:54:30.093]  They think screwing everyone over and only caring about what you're getting today is what a winner does.
[02:54:30.093 --> 02:54:32.454]  No, that's not what builds civilization.
[02:54:32.454 --> 02:54:37.396]  And I can tell you unequivocally that they're coming to the end of their road.
[02:54:37.396 --> 02:54:40.497]  We've got six minutes with Dr. Buchanan, then five more, and then I'm going to have
[02:54:41.969 --> 02:54:45.812]  Anthony Cumia, who's an amazing talk show host, obviously taken over.
[02:54:45.812 --> 02:54:49.815]  He got kicked off for speaking out against Black Lives Matter and the rest of it of his Top XM show.
[02:54:52.342 --> 02:54:57.185]  Specifically, you know, what Trump should do.
[02:54:57.185 --> 02:54:59.426]  Trump, I mean, I don't know what's going on with Trump.
[02:54:59.426 --> 02:55:03.329]  I mean, I think he was trying to be nice to a lady, trying to be chivalrous.
[02:55:03.329 --> 02:55:04.349]  But the truth's the truth.
[02:55:04.349 --> 02:55:06.130]  Heavens may fall.
[02:55:06.130 --> 02:55:08.111]  Justice be done, may the heavens fall.
[02:55:08.111 --> 02:55:13.895]  And so what would you specifically do if you're Donald Trump and you're in the next debate with Hillary Clinton?
[02:55:15.089 --> 02:55:16.050]  It's very simple.
[02:55:16.050 --> 02:55:21.494]  Number one, he stated in the beginning that in thirty years she has done nothing.
[02:55:21.494 --> 02:55:30.800]  And he has to go into detail to explain that she did nothing when she collated and culled together a bunch of people to create a health program.
[02:55:30.800 --> 02:55:31.881]  That was a disaster.
[02:55:31.881 --> 02:55:34.202]  The children's program was a disaster.
[02:55:34.202 --> 02:55:41.728]  He has to go into detail how she did go into Iraq, but more importantly, he has to go into detail how she attempted to
[02:55:42.428 --> 02:55:49.190]  Say that she brought in jobs for people in New York State, and as a senator she accomplished less than nothing.
[02:55:49.190 --> 02:56:00.473]  Made huge promises, as he said, and go into detail to show that the fact that the end of her tenure was a minus- And you turned Libya over to Al Qaeda and ISIS, absolutely so.
[02:56:00.473 --> 02:56:02.594]  Well, and then she didn't go into ISIS.
[02:56:02.594 --> 02:56:07.495]  He said it correctly that Al Qaeda and and ISIS was the result of her
[02:56:08.095 --> 02:56:09.636]  Because she didn't care!
[02:56:09.636 --> 02:56:12.298]  She was just being paid by foreign powers to sell us out!
[02:56:36.522 --> 02:56:42.308]  Well, that's part of it, but I don't want him to get into a tit-for-tat fight.
[02:56:42.308 --> 02:56:43.930]  At the same time, he can explain.
[02:56:43.930 --> 02:56:46.633]  He can just say, you're the past, I'm the future.
[02:56:46.633 --> 02:56:48.855]  You represent everything everyone hates.
[02:56:48.855 --> 02:56:51.037]  That's exactly the point.
[02:56:51.037 --> 02:56:53.339]  You are the past, I am the future.
[02:56:53.339 --> 02:56:54.521]  You couldn't have said it better.
[02:56:55.081 --> 02:56:55.802]  I think so.
[02:57:11.315 --> 02:57:16.799]  Because not one of our presidents in the past 30 to 40 years has ever had a job.
[02:57:16.799 --> 02:57:18.661]  Neither Clinton, Bill Clinton, Bush Jr., Obama.
[02:57:18.661 --> 02:57:19.942]  They've never had a job.
[02:57:19.942 --> 02:57:20.943]  Well, but the contrary.
[02:57:20.943 --> 02:57:22.824]  He has to show how important it has been
[02:57:29.509 --> 02:57:32.771]  To be able to read a balance sheet, a P.L.
[02:57:32.771 --> 02:57:41.716]  statement, and not defend himself, the fact that he had $635 million in debt against an asset that's worth $10 billion.
[02:57:41.716 --> 02:57:44.317]  He's correct, but the people don't understand that.
[02:57:44.317 --> 02:57:48.059]  Nor does he have to be caught into the tax issue.
[02:57:48.059 --> 02:57:48.580]  Exactly!
[02:57:48.580 --> 02:57:55.684]  Most of my company is in the black, but there are areas that are in debt because that's part of the plan to pay it off.
[02:57:55.684 --> 02:57:58.025]  But the general public doesn't understand that.
[02:57:58.485 --> 02:58:01.347]  No, but you can't teach the general public everything.
[02:58:01.347 --> 02:58:08.153]  What you can show is that Hillary has no idea of business, and she has to go into that system.
[02:58:08.153 --> 02:58:10.335]  Yeah, she just goes and raises taxes and gets more money.
[02:58:11.775 --> 02:58:13.175]  She just goes and just takes people's money.
[02:58:13.175 --> 02:58:14.276]  Well, she has no idea.
[02:58:14.276 --> 02:58:15.756]  She has no real strategy.
[02:58:15.756 --> 02:58:21.678]  In fact, her whole team is really nothing more than sycophants whom I've known for 20, 30 years.
[02:58:21.678 --> 02:58:24.338]  Second-tier quality.
[02:58:24.338 --> 02:58:26.319]  They're not really very good.
[02:58:26.319 --> 02:58:28.759]  They're Al Gore spinoffs, or they're Carter.
[02:58:28.759 --> 02:58:29.420]  All right, stay there.
[02:58:29.420 --> 02:58:30.220]  Five more minutes, sir.
[02:58:30.220 --> 02:58:31.300]  SteveMachinick.com.
[02:58:31.300 --> 02:58:34.241]  So the issue here is then, in far... We gotta go to break.
[02:58:34.241 --> 02:58:34.821]  We gotta go to break.
[02:58:34.821 --> 02:58:35.801]  Back in 70 seconds.
[02:58:35.801 --> 02:58:37.142]  Five more minutes on the other side.
[02:58:37.142 --> 02:58:37.742]  I want to ask you...
[02:58:38.522 --> 02:58:42.004]  To put a bow on this, but what will Hillary do if she gets in?
[02:58:42.004 --> 02:58:43.025]  39 days out, folks.
[02:58:43.025 --> 02:58:46.226]  Fourth hour coming up in five more minutes, and then Anthony Comey is coming on.
[02:58:52.361 --> 02:58:57.423]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:58:57.423 --> 02:59:06.105]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:59:06.105 --> 02:59:10.207]  Longevity also offers you an ingenious way to augment your income.
[02:59:10.207 --> 02:59:11.007]  And the best part?
[02:59:11.007 --> 02:59:13.888]  You'll be helping your friends and family along the way.
[02:59:13.888 --> 02:59:16.488]  Visit InfoWarsTeam.com today.
[02:59:16.488 --> 02:59:17.269]  Become a member.
[02:59:17.269 --> 02:59:21.330]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:59:21.550 --> 02:59:28.294]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:59:28.294 --> 02:59:29.234]  Another win-win.
[02:59:29.234 --> 02:59:32.977]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:59:32.977 --> 02:59:34.217]  And you can be too.
[02:59:34.217 --> 02:59:34.778]  It's simple.
[02:59:34.778 --> 02:59:37.719]  Just go to Infowarsteam.com today.
[02:59:37.719 --> 02:59:39.821]  Complete a short sign-up and you're part of the team.
[02:59:39.821 --> 02:59:43.062]  That's Infowarsteam.com or Infowarshealth.com.
[02:59:43.062 --> 02:59:49.386]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:59:49.386 --> 02:59:50.687]  Check it out for yourself today.
[02:59:54.443 --> 03:00:06.786]  You're listening to the Alex Jones Show.
[03:00:06.786 --> 03:00:16.508]  Welcome back, final segment, Dr. Pachinik, the Nancy Akumi is coming up.
[03:00:16.508 --> 03:00:20.469]  If you are receiving this transmission, you are the resistance.
[03:00:25.675 --> 03:00:27.276]  Welcome back, I'm Alex Jones.
[03:00:27.276 --> 03:00:45.029]  Last time he was on, he quoted a quote, and I wanted to look it up, and it was Otto von Bismarck that basically unified Germany, and he said, God has a special providence, that means good luck, or a upper hand, God has a special providence for fools, drunkards, and the United States of America.
[03:00:46.178 --> 03:00:48.179]  And that's been pointed out for a couple hundred years.
[03:00:48.179 --> 03:00:50.000]  We've had unbelievable good luck.
[03:00:50.000 --> 03:00:51.761]  Just really magic things happen.
[03:00:51.761 --> 03:00:53.981]  I think we're losing that luck now, because this isn't America.
[03:00:53.981 --> 03:00:57.923]  We've been overrun by criminals, and we have to show we have courage.
[03:00:57.923 --> 03:01:01.985]  That's why I think God really loves people that have courage, and who want people to be individuals and have free will.
[03:01:01.985 --> 03:01:04.806]  And Dr. Pchenik, in closing, thanks for all you do.
[03:01:04.806 --> 03:01:05.547]  Really appreciate it.
[03:01:05.547 --> 03:01:06.987]  I wasn't trying to toot our horn last hour.
[03:01:06.987 --> 03:01:08.468]  I just want listeners to understand that
[03:01:08.988 --> 03:01:11.390]  It's not that we're that strong, they're there that weak.
[03:01:11.390 --> 03:01:15.592]  We just have to understand that we have to move forward and have confidence to really change this.
[03:01:15.592 --> 03:01:19.495]  But finishing up, what are you looking for in the next 39 days?
[03:01:19.495 --> 03:01:22.897]  Let's just hypothetically, if Hillary gets in, what do you see happening there?
[03:01:22.897 --> 03:01:26.660]  I mean, I think their incompetence is really the most frightening thing I could imagine.
[03:01:27.099 --> 03:01:27.799]  You're correct.
[03:01:27.799 --> 03:01:34.123]  It's a combination between her illness, the incompetency, and the fact that they have to buttress her up.
[03:01:34.123 --> 03:01:41.146]  So you will see a lot of movement in the beginning and a lot of payoffs in terms of what will happen.
[03:01:41.146 --> 03:01:43.407]  But she will not make it through the first year.
[03:01:43.407 --> 03:01:46.909]  She will probably die within that first year or so.
[03:01:46.909 --> 03:01:49.711]  She's not physically fit to handle it, nor mentally.
[03:01:49.711 --> 03:01:53.733]  So what we have is a real problem for our intelligence and military community.
[03:01:54.473 --> 03:01:58.676]  Well, they just have a big power struggle and hope she's an invalid, so...
[03:02:23.511 --> 03:02:31.378]  Well, it's not only an invalid, it'll be kind of a Woodrow Wilson situation where you won't see her and that's exactly what you're seeing now.
[03:02:31.378 --> 03:02:33.640]  She's totally absent from the field.
[03:02:33.640 --> 03:02:35.502]  She can't handle most of the issues.
[03:02:35.502 --> 03:02:39.746]  And that further discredits the government as the media lies and says she's fine, she's climbing Mount Everest.
[03:02:40.146 --> 03:02:40.846]  Correct.
[03:02:40.846 --> 03:02:43.287]  And so, that will be a disconnect.
[03:02:43.287 --> 03:02:49.368]  But it'll depend on our military and our intelligence services to determine what it is that they want to do.
[03:02:49.368 --> 03:02:52.828]  On one side, you have Michael Flynn on the Trump side.
[03:02:52.828 --> 03:02:55.669]  On the other side, you have Michael Hayden.
[03:02:55.669 --> 03:02:57.569]  Both are quite qualified.
[03:02:57.569 --> 03:02:59.829]  They come out of the military intelligence.
[03:02:59.829 --> 03:03:04.690]  I know both of these guys not well, but enough to know that they're competent.
[03:03:04.690 --> 03:03:09.711]  The secondary issue is America has to understand we continue, no matter who's on the top.
[03:03:10.352 --> 03:03:12.216]  And no one can defeat us.
[03:03:12.216 --> 03:03:18.549]  And really what we have to do is to continue to devolve that power to the local level, to the state level.
[03:03:18.549 --> 03:03:20.433]  Where the real engine of prosperity is.
[03:03:21.013 --> 03:03:36.369]  Well, the real engine of prosperity, quite frankly, is one of the most beautiful things I've ever seen in the past two and a half weeks traveling 4,000 miles, is the intermodal traffic systems that I've seen trucking between the trains, the ships, and our trucks.
[03:03:36.369 --> 03:03:37.971]  We're a formidable country.
[03:03:37.971 --> 03:03:42.556]  Sure, even though the trains weren't upgraded, Eisenhower's plan with the roads really sets us apart.
[03:03:42.816 --> 03:03:43.917]  That's correct.
[03:03:43.917 --> 03:03:47.041]  The genius of Eisenhower has still not been appreciated.
[03:03:47.041 --> 03:03:54.669]  A man stopped the war in Korea, he built our roads, and warned us that the military-industrial complex, that's what we need right now.
[03:03:54.669 --> 03:03:56.410]  We need another Eisenhower.
[03:03:56.410 --> 03:04:01.436]  Can Trump- And he built the roads not just for the economy, but nobody could ever invade and win after those roads were built.
[03:04:01.736 --> 03:04:03.097]  Well, nobody did invade us.
[03:04:03.097 --> 03:04:09.462]  The only people who invaded us was Bush and Clinton and the internal... That's it?
[03:04:09.462 --> 03:04:11.924]  And that's why they claim that I'm a Russian agent or whatever?
[03:04:11.924 --> 03:04:13.124]  Because I don't want World War III?
[03:04:13.124 --> 03:04:16.267]  No, they can claim whatever they want, but calling us... Well, what do you make of that?
[03:04:16.267 --> 03:04:19.089]  I mean, in 30 seconds, what do you make of this ridiculous thing that Trump's a Russian agent?
[03:04:19.662 --> 03:04:20.642]  That's absurd.
[03:04:20.642 --> 03:04:23.583]  He's no more a Russian agent, and Hillary's a Russian agent.
[03:04:23.583 --> 03:04:25.944]  Both do businesses with Russia.
[03:04:25.944 --> 03:04:29.485]  Podesta, who's the right-hand man to Hillary and is totally corrupt.
[03:04:29.485 --> 03:04:36.526]  The Podesta group does business with Russia, Ukraine, and so does Manafort, and so does Trump.
[03:04:36.526 --> 03:04:37.967]  So that's equal.
[03:04:37.967 --> 03:04:39.427]  That's not the issue anymore.
[03:04:39.427 --> 03:04:41.428]  Alright, Dr. Puccini, always informative.
[03:04:41.428 --> 03:04:42.268]  Thank you so much.
[03:04:42.768 --> 03:04:45.310]  Pleasure and God bless you.
[03:04:45.310 --> 03:04:46.351]  God bless you.
[03:04:46.351 --> 03:04:51.075]  I'm going to punch out Anthony Cumia coming up hosting the fourth hour straight ahead.
[03:04:51.075 --> 03:04:53.357]  Big syndicated talk show host in his own right.
[03:04:53.357 --> 03:04:54.338]  Always informative.
[03:04:54.338 --> 03:04:58.462]  Looking forward to watching this in my office as I take care of business.
[03:04:58.462 --> 03:04:59.683]  Here he is straight ahead in three minutes.
[03:05:02.165 --> 03:05:10.249]  It's only recently that Trump has mainstreamed the term globalist so effectively that they can no longer hide from the label, but they still try to hide their true agenda.
[03:05:10.249 --> 03:05:17.613]  The Christian Post pointed out that globalism is a secular, humanistic religion of sorts that envisions a one-world government.
[03:05:17.613 --> 03:05:18.614]  An American Thinker article
[03:05:18.954 --> 03:05:31.851]  Title Globalism the Religion of Empire says the religion of globalism sees an earthly utopian world order in which all men pay allegiance to elite priests who rule over a world city without national borders.
[03:05:31.851 --> 03:05:34.394]  The globalists will erase not only geographical borders
[03:05:34.574 --> 03:05:38.095]  But the boundaries on how government will intrude into your life.
[03:05:38.095 --> 03:05:41.936]  You can forget the First Amendment and the rest of the Bill of Rights if they succeed.
[03:05:41.936 --> 03:05:50.599]  Even those like Jeremy Rabkin, who don't support Trump, see that the globalists seek to, quote, organize the world in a way that establishes an artificial consensus.
[03:05:50.599 --> 03:05:52.519]  It's not enough to say it's undemocratic.
[03:05:52.519 --> 03:05:53.540]  It's threatening.
[03:05:53.540 --> 03:05:54.800]  It's almost demonic.
[03:05:54.800 --> 03:05:59.881]  It is a world organized independently of people's fundamental religious convictions.
[03:05:59.881 --> 03:06:01.562]  For InfoWars.com, I'm David Knight.
[03:06:02.122 --> 03:06:02.922]  Hey, everyone.
[03:06:02.922 --> 03:06:05.224]  Pharmacist Ben Fuchs here, host of The Bright Side.
[03:06:05.224 --> 03:06:09.066]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[03:06:09.066 --> 03:06:11.147]  You've all heard the shocking statistics.
[03:06:11.147 --> 03:06:21.413]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[03:06:21.413 --> 03:06:27.396]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[03:06:27.856 --> 03:06:42.773]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino
[03:06:42.833 --> 03:06:43.294]  Thank you.
[03:07:02.518 --> 03:07:03.959]  You developed Living Defense for us.
[03:07:03.959 --> 03:07:05.280]  It took you over a year to do it.
[03:07:05.280 --> 03:07:06.481]  Why is this so good?
[03:07:06.481 --> 03:07:11.766]  Because people are actually waking up to the problem that pretty much scares me the most.
[03:07:11.766 --> 03:07:25.319]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[03:07:25.319 --> 03:07:26.680]  Right now with all the refugees,
[03:07:27.461 --> 03:07:29.102]  Uh, spreading disease around.
[03:07:29.102 --> 03:07:31.602]  We have biological warfare going on everywhere.
[03:07:31.602 --> 03:07:32.983]  These are all parasites.
[03:07:32.983 --> 03:07:34.083]  Tell us about all the stuff that's in it.
[03:07:34.083 --> 03:07:35.424]  There's so many things that are in it.
[03:07:35.424 --> 03:07:39.925]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[03:07:39.925 --> 03:07:43.066]  I recommend doing a parasite cleanse at least twice a year.
