[00:00:00.370 --> 00:00:03.884]  And your support is helping us defend liberty worldwide.
[03:20:00.193 --> 03:20:01.236]  We'll be right back with that group.
[03:20:01.296 --> 03:20:01.957]  I'm Anthony Gucciardi.
[03:20:09.739 --> 03:20:13.141]  Thousands of years ago, there was a basic form of chivalry.
[03:20:13.501 --> 03:20:20.625]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[03:20:21.225 --> 03:20:29.590]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[03:20:29.850 --> 03:20:33.892]  But in the 21st century, there are silent weapons for quiet war.
[03:20:34.272 --> 03:20:43.701]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[03:20:44.101 --> 03:20:47.224]  I personally counter this onslaught with AnthroPlex.
[03:20:47.524 --> 03:20:58.554]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[03:20:58.814 --> 03:21:01.318]  Discover why Anthroplex is turning so many heads today.
[03:21:01.558 --> 03:21:04.503]  It's time for us to take our bodies back into our own hands.
[03:21:04.643 --> 03:21:07.608]  And it starts at Infowarslife.com with Anthroplex.
[03:21:08.109 --> 03:21:11.073]  A clean, toxic-free body is the foundation of true health.
[03:21:11.354 --> 03:21:13.637]  Introducing Deep Cleanse by Infowarslife.com.
[03:21:14.238 --> 03:21:20.923]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[03:21:21.224 --> 03:21:26.428]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[03:21:26.528 --> 03:21:35.375]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[03:21:35.635 --> 03:21:44.204]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[03:21:44.465 --> 03:21:51.392]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[03:21:51.512 --> 03:21:57.619]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[03:21:57.879 --> 03:22:02.582]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[03:22:02.762 --> 03:22:06.224]  That's InfoWarsLife.com or call 888-253-3139.
[03:22:07.785 --> 03:22:09.166]  Clean, pure drinking water.
[03:22:09.427 --> 03:22:10.727]  You can't survive without it.
[03:22:10.907 --> 03:22:11.828]  But where do you get it?
[03:22:12.108 --> 03:22:17.852]  Alexa Pure Pro is a brand new groundbreaking gravity-fed water filtration system that is like no other.
[03:22:18.092 --> 03:22:23.854]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:22:24.014 --> 03:22:40.881]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:22:41.261 --> 03:22:43.382]  Filter capacity up to 5,000 gallons.
[03:22:43.743 --> 03:22:44.943]  Stainless steel construction.
[03:22:45.224 --> 03:22:46.004]  Easy assembly.
[03:22:46.264 --> 03:22:46.885]  Low maintenance.
[03:22:47.185 --> 03:22:48.986]  Replacement filters are simple to install.
[03:22:49.266 --> 03:22:56.371]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:22:56.551 --> 03:23:01.574]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:23:01.754 --> 03:23:04.316]  Go to InfowarsStore.com or call 888-253-3139.
[03:23:07.398 --> 03:23:16.428]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[03:23:16.489 --> 03:23:24.558]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:23:24.878 --> 03:23:25.138]  We are.
[03:23:54.738 --> 03:23:57.079]  I can see for miles and miles and miles and miles and miles
[03:24:23.681 --> 03:24:24.462]  All right, we're back.
[03:24:25.283 --> 03:24:26.184]  This is Anthony Gucciardi.
[03:24:26.204 --> 03:24:29.207]  This is the fourth hour of the Alex Jones Show here with Dr. Group.
[03:24:29.688 --> 03:24:33.592]  We're talking about a number of things, but I'm also going to put up the phone lines at 800-259-9231.
[03:24:33.612 --> 03:24:33.652]  800-259-9231.
[03:24:33.692 --> 03:24:34.513]  Any questions for Dr. Group?
[03:24:34.553 --> 03:24:35.094]  Health topics?
[03:24:42.782 --> 03:24:44.804]  Preferably on topic, right?
[03:24:44.864 --> 03:24:48.348]  So anything health related or what we're talking about today would be great.
[03:24:48.768 --> 03:24:50.170]  Or your thoughts on any of these issues.
[03:24:50.210 --> 03:24:50.990]  So go ahead and call in.
[03:24:51.131 --> 03:24:53.053]  We'll be taking calls throughout the entire hour.
[03:24:53.893 --> 03:24:54.955]  Also, we're going to talk about...
[03:24:56.059 --> 03:25:16.298]  Is something that Dr. Group, and we talked about this a little bit before, but this is just another example of something where someone says something that is actually an expert and understands how it works, that's against the so-called status quo of the verdict, right, against the establishment view on something, and they're called crazy.
[03:25:17.699 --> 03:25:25.064]  You might have been called crazy in your life before for something, maybe something minor by a few people in your life or for a few days or a few months.
[03:25:25.444 --> 03:25:34.871]  But imagine being called crazy for 20 years on something that you know you're right about and having the courage to continue stating it over and over and over again.
[03:25:35.691 --> 03:25:41.095]  Even though everyone's calling you crazy, even though your friends, your MD friends and your surgeons are calling you insane on stuff.
[03:25:41.555 --> 03:25:47.319]  And that is not to just, you know, toot your own horn for you, but that's what you've done for about over 20 years on gut health.
[03:25:47.999 --> 03:25:48.360]  I don't know.
[03:26:04.019 --> 03:26:06.923]  It comes out later and later and later, but look at this.
[03:26:07.123 --> 03:26:11.068]  The New York Times Magazine, can the bacteria in your gut explain your mood?
[03:26:11.108 --> 03:26:16.015]  The rich array of microbiota in our intestines can tell us more than you might think.
[03:26:16.375 --> 03:26:17.997]  This is just one piece that I printed off.
[03:26:18.117 --> 03:26:20.641]  I used, you know, I've done another segment on this where I have like 20 pieces.
[03:26:21.101 --> 03:26:22.903]  Mental health may depend on creatures in the gut.
[03:26:23.023 --> 03:26:29.468]  Scientific American, who would totally be your biggest detractor, saying mental health may depend on creatures in the gut.
[03:26:29.728 --> 03:26:39.676]  And of course that big paper we talked about before where it's basically that your entire health, your predisposition to many diseases, is based on the microbiome in your gut.
[03:26:40.036 --> 03:26:43.179]  Which is totally central to everything you've been saying.
[03:26:43.779 --> 03:26:44.440]  Totally central.
[03:26:44.680 --> 03:26:47.502]  And it's routine in every single one of your protocols.
[03:26:47.943 --> 03:26:48.763]  But you're insane.
[03:26:49.064 --> 03:26:49.964]  You're a bad person.
[03:26:50.908 --> 03:26:56.051]  How dare you run clinics for the past 20 years and help people and teach them about this stuff?
[03:26:56.852 --> 03:26:57.452]  Very upsetting.
[03:26:57.472 --> 03:26:58.473]  What do you have to say about yourself?
[03:26:58.673 --> 03:26:59.713]  What do you have to say for yourself?
[03:26:59.733 --> 03:27:10.640]  I've been saying for a long time, the closely guarded top secret of the medical profession is gut health.
[03:27:10.800 --> 03:27:17.504]  It's something they never want you to find out about because I'm not a super genius or anything like that.
[03:27:17.665 --> 03:27:19.406]  I just am a research scientist.
[03:27:20.466 --> 03:27:32.575]  I look at the root cause of problems and in my quest years and years and years ago to find the root cause of disease and actually back then my goal was cancer.
[03:27:32.735 --> 03:27:37.458]  I was called the first alternative oncologist in the nation because
[03:27:38.519 --> 03:27:57.183]  We were focusing with our research team on what's the real root cause of cancer and how can we prevent cancer and that led us to every other disease because when we figured out the root cause of cancer, that also led us to the solution on how to prevent and what to do.
[03:27:57.223 --> 03:27:58.984]  If you know what causes disease,
[03:28:00.004 --> 03:28:03.167]  It's easy to learn how to rectify that.
[03:28:04.828 --> 03:28:07.331]  My first book was Health Begins in the Colon.
[03:28:07.991 --> 03:28:11.714]  Disease starts in the colon, the gut, and I was called everything.
[03:28:11.914 --> 03:28:13.656]  My office was raided by the FDA.
[03:28:13.676 --> 03:28:14.957]  I was almost thrown in jail.
[03:28:14.977 --> 03:28:16.659]  I had black cars following me around.
[03:28:17.338 --> 03:28:19.239]  And let's be clear, let's be clear, let's talk for a minute.
[03:28:19.579 --> 03:28:28.103]  So when you say the medical system doesn't want you to know this, to me, you know, I have lots of MD friends, couple surgeon friends, couple dentist friends.
[03:28:28.664 --> 03:28:32.485]  They, in my view, they get it, okay?
[03:28:32.525 --> 03:28:33.426]  Some of them are integrated.
[03:28:33.826 --> 03:28:37.168]  I think most doctors, most doctors have good intentions.
[03:28:37.808 --> 03:28:39.649]  I think most doctors have good intentions.
[03:28:39.689 --> 03:28:40.569]  They want to help people.
[03:28:41.129 --> 03:28:45.311]  I think it's the big, mega drug companies that have been caught time and time again.
[03:28:45.351 --> 03:28:46.592]  It's not a conspiracy theory.
[03:28:47.052 --> 03:28:47.932]  It's not a conspiracy theory.
[03:28:48.393 --> 03:28:51.374]  They've been caught time and time again getting rid of the drug trials.
[03:28:51.394 --> 03:28:53.635]  And by the way, I think sometimes we should take pharmaceutical drugs.
[03:28:54.335 --> 03:28:56.397]  If you have a really bad infection, take an antibiotic.
[03:28:56.417 --> 03:28:57.718]  I don't know if you agree with me on that.
[03:28:58.138 --> 03:28:59.339]  I think sometimes they're good.
[03:28:59.659 --> 03:29:00.380]  Sometimes they're good.
[03:29:00.400 --> 03:29:00.820]  Okay?
[03:29:00.860 --> 03:29:01.661]  Sometimes people need them.
[03:29:02.101 --> 03:29:06.885]  But I'm just backing up your point, explaining it in a way that, look, there's billions of dollars at stake.
[03:29:07.305 --> 03:29:08.926]  There's billions of dollars at stake.
[03:29:09.206 --> 03:29:11.929]  How much money would be lost if everyone got their gut health right?
[03:29:12.369 --> 03:29:13.530]  And then here's the point, too.
[03:29:13.850 --> 03:29:17.533]  Everyone says, well, if it was just that easy, everybody would do it.
[03:29:17.973 --> 03:29:18.614]  Well, really?
[03:29:18.634 --> 03:29:20.895]  Because it's actually kind of easy to lose weight.
[03:29:20.915 --> 03:29:22.337]  You eat less and you work out every day.
[03:29:22.737 --> 03:29:23.798]  But how many people are obese?
[03:29:25.060 --> 03:29:29.923]  Well, gee, if it's just that easy, well, it's not just that easy, but you can do it, right?
[03:29:30.203 --> 03:29:37.348]  But there are billions of dollars of interest money wedging against you, hedging against you in a Las Vegas bet that you're not going to do it, right?
[03:29:37.368 --> 03:29:41.691]  They've got a blackjack table they're just throwing billions down just hoping that you're not going to do it.
[03:29:42.351 --> 03:29:43.512]  Psychological warfare.
[03:29:43.572 --> 03:29:43.932]  Exactly.
[03:29:43.952 --> 03:29:46.354]  So we'll be right back and continue on the subject with Dr. Group.
[03:29:46.414 --> 03:29:47.595]  This is the Alex Jones Show.
[03:29:58.115 --> 03:30:01.100]  We're on the march, the Empire's on the run.
[03:30:02.041 --> 03:30:04.705]  Alex Jones and the GCN Radio Network.
[03:30:07.310 --> 03:30:08.711]  My name is Alex Jones.
[03:30:09.231 --> 03:30:15.173]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[03:30:15.394 --> 03:30:29.560]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running six miles every other day, swimming two, three miles a couple times a week, and lifting weights,
[03:30:30.140 --> 03:30:32.081]  You're focusing on fighting the globalist.
[03:30:32.462 --> 03:30:40.287]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[03:30:40.507 --> 03:30:43.009]  And it wasn't just that my weight loss accelerated.
[03:30:43.329 --> 03:30:44.890]  My muscle mass increased.
[03:30:45.050 --> 03:30:47.612]  My stamina, my energy levels exploded.
[03:30:47.912 --> 03:30:53.656]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[03:30:53.776 --> 03:30:59.960]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[03:31:00.200 --> 03:31:05.602]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[03:31:05.822 --> 03:31:10.204]  The globalist social engineers are not just targeting us with propaganda.
[03:31:10.364 --> 03:31:12.645]  They are manipulating our genetics.
[03:31:12.805 --> 03:31:21.168]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[03:31:21.428 --> 03:31:24.771]  The key is to be aware of this attack and to fight back against it.
[03:31:24.931 --> 03:31:35.420]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[03:31:35.580 --> 03:31:42.866]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[03:31:43.086 --> 03:31:44.948]  I've always believed in nutrition and herbs.
[03:31:45.288 --> 03:31:52.956]  Supermail Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:31:53.236 --> 03:31:59.402]  Supermail Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[03:31:59.722 --> 03:32:06.649]  Visit InfoWarsLife.com today to secure your Supermail Vitality and other powerful products from InfoWars Life.
[03:32:06.889 --> 03:32:07.910]  Brain Force is here.
[03:32:08.450 --> 03:32:10.711]  Ladies and gentlemen, I've been on this the last few months.
[03:32:10.991 --> 03:32:18.795]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[03:32:19.591 --> 03:32:22.733]  One of the worst things with most energy products is it's not sustainable.
[03:32:23.033 --> 03:32:23.173]  Right?
[03:32:23.193 --> 03:32:25.535]  You're gonna crash and gonna feel really bad afterwards.
[03:32:25.895 --> 03:32:29.418]  This has a bunch of different antioxidants and compounds and polyphenols.
[03:32:29.458 --> 03:32:32.580]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[03:32:33.100 --> 03:32:37.883]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[03:32:38.444 --> 03:32:40.265]  For example, the L-theanine inside of it.
[03:32:40.605 --> 03:32:45.048]  That is activated by the different compounds in the yerba mate that we put inside of it as well.
[03:32:45.188 --> 03:32:47.210]  This just increases the compounds you already have.
[03:32:47.830 --> 03:32:49.291]  This is what you're actually designed to run on.
[03:32:49.431 --> 03:32:49.691]  Exactly.
[03:32:49.711 --> 03:32:53.515]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[03:32:54.015 --> 03:33:02.002]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:33:12.045 --> 03:33:15.071]  Crashing through the lies and disinformation.
[03:33:15.632 --> 03:33:19.801]  It's Alex Jones on the GCN Radio Network.
[03:33:28.993 --> 03:33:31.715]  Alright, so you talk about the definition of live radio, huh?
[03:33:32.336 --> 03:33:37.740]  Alex just walked in with Facebook Mentions going, which is the live streaming service on Facebook on his Alex Jones page.
[03:33:38.081 --> 03:33:40.943]  Started talking to us, and that's always a lot of fun.
[03:33:41.464 --> 03:33:45.987]  I think, I personally think that Facebook Mentions is an awesome tool to reach people.
[03:33:46.328 --> 03:33:48.449]  So if you're not on there, if you're not on Alex's Facebook,
[03:33:49.210 --> 03:33:50.512]  Sign on and watch his mentions.
[03:33:51.092 --> 03:33:52.954]  Probably competing with us right now, but you know what?
[03:33:52.974 --> 03:33:53.715]  That's alright.
[03:33:54.055 --> 03:33:54.436]  Watch this.
[03:33:54.496 --> 03:33:54.976]  Don't go there.
[03:33:55.056 --> 03:33:55.637]  Don't watch him.
[03:33:55.897 --> 03:33:56.738]  We're more entertaining.
[03:33:56.758 --> 03:33:59.261]  So we're going to talk more about this gut health connection.
[03:33:59.301 --> 03:34:02.044]  We've been talking about what Dr. Group's been doing for 20 years.
[03:34:02.084 --> 03:34:02.925]  He's talking about gut health.
[03:34:02.985 --> 03:34:03.846]  How it's the center of everything.
[03:34:04.406 --> 03:34:14.929]  Now we're going to take some of your calls on adrenals, energy, supplements to help with memory, heart issues, nerve damage, inflammation, lots of stuff.
[03:34:15.249 --> 03:34:19.991]  So Dr. Group, just finishing up, we're talking about Scientific American, New York Times.
[03:34:20.751 --> 03:34:27.093]  Pretty much every news outlet ever is now putting out stories that gut health is really, really important.
[03:34:27.113 --> 03:34:33.816]  It's pretty much the center of your health, the microbiome, the way in which it affects your mood, stuff you've been saying for years.
[03:34:34.336 --> 03:34:37.197]  I've only been saying it probably for five years or four years.
[03:34:37.217 --> 03:34:38.337]  You've been saying it for 20 years.
[03:34:38.897 --> 03:34:40.698]  So you're kind of like the grandfather of this.
[03:34:41.314 --> 03:34:50.476]  Yeah, I'm not really the grandfather of it because if you look back in history, you know, 3,000 years, 2,500 years ago.
[03:34:50.496 --> 03:34:52.957]  The grandfather of the modern push.
[03:34:53.177 --> 03:35:04.040]  The thing is, the medical communities burned all kinds of books in the 1930s and 40s because this is what those doctors were talking about with all the chemicals that were being developed.
[03:35:04.600 --> 03:35:15.066]  Starting, well, with the AMA in 1898 with Fishbein, really trying to suppress, one of their main missions was to suppress natural medicine because they knew it was a threat.
[03:35:15.366 --> 03:35:18.047]  They closed down all the mineral spas around the country.
[03:35:18.107 --> 03:35:19.648]  They started burning all the books.
[03:35:20.128 --> 03:35:25.491]  I've tracked down a lot of those books from the 1920s, the 1930s, all the way up to the 1950s.
[03:35:26.072 --> 03:35:26.632]  And guess what?
[03:35:26.652 --> 03:35:29.133]  They were saying the same exact thing that we're saying now.
[03:35:29.534 --> 03:35:30.534]  Eat a clean diet.
[03:35:30.594 --> 03:35:31.635]  Eat organic foods.
[03:35:32.395 --> 03:35:34.316]  Cleanse your body on a regular basis.
[03:35:34.997 --> 03:35:39.120]  They used to just have people eat dirt to get the probiotics in their system.
[03:35:39.160 --> 03:35:49.667]  Nowadays, the soil is contaminated with all kinds of other things, but the good news is that's what we're here for, to develop these things, to give people the solutions they need.
[03:35:49.847 --> 03:35:56.231]  And yes, I always have been a big gut proponent because everything starts in the gut.
[03:35:56.511 --> 03:35:59.293]  Your gut is connected to every single organ.
[03:35:59.693 --> 03:36:01.975]  Your gut is the largest endocrine organ
[03:36:02.655 --> 03:36:03.455]  That you have.
[03:36:04.076 --> 03:36:09.977]  You have the surface area of the size of a tennis court in your gut, and your gut is a whole living world.
[03:36:10.057 --> 03:36:11.958]  It's your connection to the outside.
[03:36:12.538 --> 03:36:19.520]  You know, when you put stuff in from the outside, it's supposed to go in, get processed, and come out the other side, everything that you don't want to use.
[03:36:20.141 --> 03:36:26.583]  The problem is, with all the chemicals and everything else that we're ingesting on a regular basis,
[03:36:27.600 --> 03:36:43.673]  It's burning holes in the gut wall, causing leaky gut syndrome, and people aren't chewing their food properly, and all of these issues are burning the gut, destroying the gut, and that's why I've always said the first point is to clean the gut when you want to repair your health.
[03:36:44.554 --> 03:36:48.877]  Put back in the proper probiotics that you need on a regular basis.
[03:36:49.337 --> 03:36:52.259]  Cleanse it with an oxygen-based colon cleanser like Oxy-Powder.
[03:36:52.420 --> 03:36:55.302]  Iodine is extremely important for the gut health tissue.
[03:36:56.042 --> 03:37:00.645]  Once you repair the gut, a lot of the other problems start going away and going away.
[03:37:00.705 --> 03:37:05.569]  And now you're seeing mainstream, they just can't hide it anymore, okay?
[03:37:05.589 --> 03:37:06.690]  Because they're looking bad.
[03:37:07.270 --> 03:37:15.995]  You know, all these people are saying, well, why didn't, we have the best scientists in the world, the best pharmaceutical companies that are working on all this, why aren't they saying anything about this?
[03:37:16.015 --> 03:37:17.195]  Oh, you know, it's so funny you said that.
[03:37:17.576 --> 03:37:36.266]  The one main article about this, that started all this again, where they came out and said that there was a predisposition to heart disease and cancer or whatever, if you don't have a good microbiome in your body, the guy, I think it was from AstraZeneca, maybe we can pull it up, we made a big deal of it a while ago, the guy from AstraZeneca said, if you would have told me, I'm paraphrasing,
[03:37:36.966 --> 03:37:44.689]  If you would have told me five years ago there was a link between gut health and the development of disease and the prevention of disease, I would have laughed at you.
[03:37:44.709 --> 03:37:45.890]  Or I would have laughed.
[03:37:45.930 --> 03:37:46.250]  Yes, I remember.
[03:37:46.270 --> 03:37:47.390]  Well, you know, he would have laughed at us.
[03:37:47.410 --> 03:37:48.851]  Well, they've been laughing at us for a long time.
[03:37:48.871 --> 03:37:50.171]  And it's funny, I took that quote, actually.
[03:37:50.232 --> 03:38:02.697]  I took that quote with an image and took that and then a headline of an article I wrote five years ago called, like, you know, probiotics essential for health and mental function or whatever, and put his quote on top, right?
[03:38:02.717 --> 03:38:05.818]  Like, if you would have told me that, he's the lead researcher for AstraZeneca.
[03:38:06.038 --> 03:38:13.624]  Or whatever the company was, you know, not to throw out the wrong company, but he was one of the top guys, top scientists for the drug company, like, if you would have told me five years ago, what?
[03:38:14.044 --> 03:38:15.345]  How about 4,000 years ago?
[03:38:15.365 --> 03:38:22.030]  Because you are right, I mean, this has been ancient medicine, and I don't want to keep harping on this for too long, let's take a call, but this has been ancient medicine.
[03:38:22.050 --> 03:38:26.374]  It's just, you are reinvigorating the lost art.
[03:38:27.174 --> 03:38:33.101]  Listen, they know all the medical community, all the pharmaceutical companies, they know they're losing out.
[03:38:33.141 --> 03:38:40.770]  They're seeing thousands, millions of dollars going to the natural industry every single month, every single day probably.
[03:38:42.031 --> 03:38:48.337]  They're proactively wanting to get off their pharmaceuticals because they know that they're just a band-aid and they're not addressing the root cause of the problem.
[03:38:48.777 --> 03:38:50.719]  And they're moving towards natural things.
[03:38:51.339 --> 03:38:52.861]  So they're in a panic right now.
[03:38:52.921 --> 03:38:54.542]  How are they going to make money in the future?
[03:38:55.003 --> 03:38:58.146]  Well, they have to embrace some of these natural things.
[03:38:58.486 --> 03:39:05.833]  That's why they're putting hundreds of millions of dollars into all these studies for guts and they're trying to come up with their own patented probiotic strains.
[03:39:05.873 --> 03:39:08.575]  And they're looking into the hemp compounds, cannabinoids.
[03:39:08.575 --> 03:39:09.016]  That's right.
[03:39:24.315 --> 03:39:27.257]  People are taking more responsibility for their own health.
[03:39:27.557 --> 03:39:29.039]  They're doing more research.
[03:39:29.259 --> 03:39:34.082]  They're not just believing what their doctor says and saying, okay, I'm just a guinea pig.
[03:39:34.102 --> 03:39:35.223]  Maybe it's not even their doctors.
[03:39:35.263 --> 03:39:38.946]  What they saw an ad on CNN about, try this medication.
[03:39:39.226 --> 03:39:43.589]  It may kill you and make symptoms worse and give you 16 brain aneurysms, but try it.
[03:39:43.609 --> 03:39:46.111]  And it's like smiling old women like, oh, it's so beautiful.
[03:39:46.511 --> 03:39:46.711]  Right?
[03:39:47.031 --> 03:39:57.857]  That's when they go and they're like, sure, let me type that online, and it's like 16 pages that are CPC, you know, like paid for advertising on Google by that company, and they read it, and it's like, well, let me see, is this a good choice for me?
[03:39:57.877 --> 03:40:06.882]  And it's like, it's absolutely a good choice for you, it's awesome, and there's a disclaimer at the bottom of the website, like, this will actually give you 15 heart attacks, don't take it if you're doing anything or drinking any alcohol at all.
[03:40:06.902 --> 03:40:08.183]  And you're like, awesome!
[03:40:08.203 --> 03:40:09.084]  Then you go to the doctor,
[03:40:10.024 --> 03:40:12.325]  And again, I have friends or doctors who will tell me this.
[03:40:12.605 --> 03:40:15.425]  The patients will go in and they'll say, can I get such and such?
[03:40:15.445 --> 03:40:17.806]  And the doctors say, well, that's maybe not right for you.
[03:40:17.866 --> 03:40:21.507]  Maybe you should try this preventative stuff first or maybe a lighter or something.
[03:40:21.527 --> 03:40:22.647]  And they're like, no, I want this.
[03:40:23.247 --> 03:40:24.448]  So that's what they're also dealing with.
[03:40:24.488 --> 03:40:33.070]  They're dealing with people that now that you can directly advertise pharmaceutical drugs to consumers who are uneducated on the subject of no idea what it is, truly, truly no idea what it is.
[03:40:33.570 --> 03:40:39.794]  I mean, if you ask people what pharmaceuticals they're taking and they say, okay, such and such, such and such, say, well, do you know what is even in that?
[03:40:40.434 --> 03:40:48.259]  Like, you wouldn't go to the store and buy, I mean, presumably, buy a huge tub of food that just says food.
[03:40:49.119 --> 03:40:50.120]  And I was like, what's in that?
[03:40:52.282 --> 03:41:00.008]  99.99% of the population on prescription medications, you can say, can you tell me the ingredients in that prescription medication you're taking?
[03:41:00.148 --> 03:41:01.509]  They'll just say the brand name.
[03:41:01.709 --> 03:41:02.770]  They'll say the brand name.
[03:41:02.790 --> 03:41:04.312]  They'll say, well, no, what's in it, actually?
[03:41:04.352 --> 03:41:05.032]  They have no idea.
[03:41:05.052 --> 03:41:06.754]  They have no clue what they're taking.
[03:41:06.774 --> 03:41:08.315]  They don't look at the interactions or anything.
[03:41:08.695 --> 03:41:09.776]  And that is the scary part.
[03:41:10.016 --> 03:41:15.481]  And the doctors, some of them will say, well, I tell them not to, you know, they demand it and they'll find other doctors.
[03:41:15.541 --> 03:41:16.501]  It's called doctor shopping.
[03:41:16.542 --> 03:41:17.142]  It's a real thing.
[03:41:18.843 --> 03:41:23.406]  95% of the pharmaceutical medications out there damage the gut.
[03:41:24.427 --> 03:41:27.589]  Cause constipation, damage the gut lining.
[03:41:27.709 --> 03:41:29.070]  Even basic pain relievers and stuff.
[03:41:29.090 --> 03:41:30.471]  All right, let's jump to some of these calls.
[03:41:30.891 --> 03:41:37.116]  So we've got Ryan in Illinois, and he wants to talk about energy and the adrenals, which I think is kind of like the gut.
[03:41:37.156 --> 03:41:40.658]  It's essential, and it's kind of a core function to a lot of things.
[03:41:40.738 --> 03:41:41.859]  And anyway, Ryan, what's on your mind?
[03:41:43.240 --> 03:41:45.362]  Yeah, I'm a graphic designer.
[03:41:45.542 --> 03:41:48.444]  I always feel tired when I go to work and on the way.
[03:41:48.905 --> 03:41:55.830]  I usually think that coffee will help but it doesn't help me with my energy and I still feel kind of sleepy.
[03:41:55.910 --> 03:42:02.155]  I don't know if it's hypothyroidism like my dad has or vitamin D levels.
[03:42:02.195 --> 03:42:03.076]  What do you guys think?
[03:42:03.732 --> 03:42:04.452]  What do you think, Dr. Gruber?
[03:42:04.493 --> 03:42:10.336]  Yeah, Ryan, you and millions of other people are suffering from low energy and fatigue around the country.
[03:42:10.356 --> 03:42:20.443]  A lot of it has to do with stress, but more importantly it has to do with your body's ability to communicate between organ systems.
[03:42:21.103 --> 03:42:22.564]  So what I've found is
[03:42:24.494 --> 03:42:29.941]  The first thing that people need to do when they're suffering from low energy levels is to cleanse everything out of their body.
[03:42:29.981 --> 03:42:34.788]  Because if you look at the root cause of it, your endocrine system is not functioning properly.
[03:42:34.828 --> 03:42:38.833]  And that could be because of a bunch of different endocrine-disrupting chemicals.
[03:42:39.494 --> 03:42:44.997]  It could be because of stress, high toxins in the food, multiple, multiple things.
[03:42:45.097 --> 03:42:54.223]  But I can tell you this, low energy levels are directly associated with toxemia, which means your liver is not functioning properly, your liver is congested.
[03:42:54.903 --> 03:43:04.449]  Again, going back to the bowel, you'd be amazed at how much energy people get after they do a colon cleanse, an intestinal cleanse for six days.
[03:43:05.049 --> 03:43:11.339]  Then what I say to do for low energy levels is to do at least one liver cleanse, if not three liver cleanses.
[03:43:11.720 --> 03:43:18.671]  Because the liver is your main functioning organ that processes your nutrients, helps you break down fats.
[03:43:19.690 --> 03:43:19.790]  Yeah.
[03:43:40.792 --> 03:43:55.936]  Medications that are stimulants like Adderall or something or you take coffee anything like that all you're doing is you're putting a stimulant into your body which is gonna synthetically increase your metabolism or give you that energy burst.
[03:43:56.296 --> 03:43:59.457]  I tell you what a big huge problem is right now is energy drinks.
[03:43:59.537 --> 03:44:01.857]  Doesn't that just obliterate your adrenals?
[03:44:02.017 --> 03:44:08.139]  It obliterates your adrenal glands over a period of time but your adrenal glands are an endocrine organ.
[03:44:08.399 --> 03:44:09.120]  And they're so tiny.
