[00:00:13.854 --> 00:00:14.554]  Wow, folks.
[01:12:23.241 --> 01:12:31.767]  And therefore it is the beginning of the end for the globalists and the two-party duopoly that have run this country into the ditch.
[01:12:32.268 --> 01:12:36.511]  Meanwhile, this just came across my computer, Danny Williams is trying to reach Jay-Z.
[01:12:36.571 --> 01:12:39.694]  He wants to ask him whether Black Lives Matter or not.
[01:12:40.316 --> 01:12:51.783]  He wants to ask him about whether he's familiar with the 1994 Crime Bill, which has incarcerated an entire generation of young black men for the non-violent crime of possession of small amounts of drugs.
[01:12:52.504 --> 01:12:56.886]  Maybe Jay-Z is unaware of Hillary's record of abuse of black people.
[01:12:56.907 --> 01:12:58.888]  Well, let's talk about that since you raised it.
[01:13:01.029 --> 01:13:03.751]  I've seen the numbers, correct me if I'm wrong, because you're the guy that really is in there looking at them.
[01:13:04.711 --> 01:13:08.554]  Record low turnout by African Americans for Hillary, very high turnout for Trump.
[01:13:10.200 --> 01:13:23.313]  It appears that looking at the early data in the state where there has been early voting, that African American turnout has been substantially down from where it was four years ago and eight years ago.
[01:13:23.913 --> 01:13:31.060]  Now that is of course partially understandable given the fact that Barack Obama is not on the national ticket.
[01:13:31.661 --> 01:13:38.403]  But at the same time, this is a key element of the victory for Hillary Clinton.
[01:13:38.423 --> 01:13:40.744]  It's something she will have to have in order to get there.
[01:13:41.904 --> 01:13:58.469]  I believe the examination of the 1994 crime bill and the entire public exposure of Danny Williams, whose story I find extraordinarily credible, has undermined voter confidence among African Americans for Hillary Clinton.
[01:14:00.199 --> 01:14:04.461]  Let's talk the scare last night, briefly, out in Nevada.
[01:14:04.481 --> 01:14:08.703]  I mean, now we know it's a Democratic Party operative that was there to bird dog.
[01:14:09.023 --> 01:14:12.144]  What is the point of screaming, gun, gun, and then running at Trump?
[01:14:12.164 --> 01:14:13.425]  Just to make him look weak or something?
[01:14:15.325 --> 01:14:25.750]  Well, what I found particularly aggravating, Alex, and I was on with Joe Biggs last night on InfoWars to talk about this, is within seconds of this happening,
[01:14:26.702 --> 01:14:30.384]  We counted over 400 tweets blaming me.
[01:14:31.004 --> 01:14:35.045]  Roger Stone staged this to gain sympathy for Donald Trump.
[01:14:35.786 --> 01:14:38.987]  This is some serious House and Wonderland stuff.
[01:14:39.427 --> 01:14:40.608]  And it shows how rigged it is.
[01:14:40.688 --> 01:14:41.528]  It shows how rigged.
[01:14:41.828 --> 01:14:45.390]  Now they admit it's a Democratic Party burndogger that WikiLeaks has covered.
[01:14:45.450 --> 01:14:47.290]  So, why are they so scared of you?
[01:14:47.310 --> 01:14:48.431]  God, they're obsessed with you, buddy.
[01:14:49.488 --> 01:14:51.850]  Yeah, well, speak for yourself.
[01:14:52.130 --> 01:14:53.931]  They seem to have you in their sights as well.
[01:14:54.932 --> 01:15:02.977]  Very hard to understand, but clearly, the fact that this happened so quickly sheds the point of looking back on them.
[01:15:03.898 --> 01:15:06.039]  Back on David Brock and company.
[01:15:06.059 --> 01:15:07.100]  Well, it's Andraj.
[01:15:07.140 --> 01:15:09.222]  He's a Democratic blogger, bird-dogger.
[01:15:09.282 --> 01:15:10.763]  I mean, they've got the guy.
[01:15:12.685 --> 01:15:23.168]  Clearly not staged by us, but it does make my heart jump because as I've told you many times, my single greatest concern has been for Donald's safety.
[01:15:23.668 --> 01:15:25.428]  They just don't understand Donald Trump.
[01:15:25.448 --> 01:15:28.129]  Alex, he is the single toughest human being I have ever met.
[01:15:40.296 --> 01:15:46.221]  This guy is the right man to send to negotiations with the Russians, with the Chinese, with our adversaries.
[01:15:46.841 --> 01:15:51.625]  He has ice water in his veins when it comes to toughness and standing up to the country.
[01:15:52.786 --> 01:15:55.408]  He's not a physical coward like, say, Lyndon Johnson.
[01:15:56.569 --> 01:15:58.490]  He knows he's taking his life in his hands.
[01:15:58.510 --> 01:16:00.352]  He has a very fatalistic view about it.
[01:16:00.992 --> 01:16:03.694]  He's going to save this country.
[01:16:03.714 --> 01:16:04.995]  Come on, it's time for Inside Baseball.
[01:16:05.015 --> 01:16:06.256]  Let's come back and talk about that briefly.
[01:16:06.296 --> 01:16:06.837]  You gotta go.
[01:16:06.857 --> 01:16:08.238]  Then we got Larry Nichols coming on.
[01:16:19.497 --> 01:16:27.420]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[01:16:27.440 --> 01:16:29.401]  Now, this is our 20th product.
[01:16:30.161 --> 01:16:37.084]  We can easily go out to a major vitamin or supplement company and private label a thousand different products.
[01:16:37.684 --> 01:16:43.467]  But it's taken us four plus years to even come out with 20, because we private label some, but we also develop
[01:16:44.346 --> 01:16:54.129]  Many of the products originally were some of the top labs in the country, so that they're true game changers, they're organic, they're proven as safe, and they're also very affordable.
[01:16:54.149 --> 01:16:56.269]  Exactly, you talk about being a game changer, right?
[01:16:56.289 --> 01:17:07.132]  You talk about, we're in an industry where we talk to the industry leaders, we've both talked to them, they have conveyor belts of herbs falling on the ground and they have someone come and sweep them up and put them back on the conveyor belt.
[01:17:07.492 --> 01:17:16.482]  They have individuals that are hired only to save money and get the lowest quality junk and put it in as many capsules as possible so they can make the highest profit margins.
[01:17:17.343 --> 01:17:18.444]  We refuse to screw people.
[01:17:18.804 --> 01:17:19.765]  We refuse to do that.
[01:17:20.146 --> 01:17:22.809]  We actually want to make something that's good.
[01:17:22.889 --> 01:17:24.871]  We're producing something we want to take.
[01:17:25.011 --> 01:17:25.652]  Exactly.
[01:17:25.692 --> 01:17:26.732]  We're looking for the best.
[01:17:26.793 --> 01:17:31.637]  We went out and searched for the best to Private Label, and most of the time found out it wasn't available.
[01:17:31.857 --> 01:17:35.520]  So we go to these big firms and say, we want to make the dream formula.
[01:17:35.540 --> 01:17:41.525]  Bio PCA, for example, one of the ingredients is silica, and it's from bamboo extract.
[01:17:41.805 --> 01:17:43.006]  It's everywhere.
[01:17:43.186 --> 01:17:43.867]  It's in nature.
[01:17:43.927 --> 01:17:45.989]  It's an essential part of being healthy, right?
[01:17:46.389 --> 01:17:52.454]  Just this bottle of silica, okay, again, one ingredient, in a lower amount that's even in our product, is $35.
[01:17:53.595 --> 01:17:58.858]  They're charging more than what we charge when they have one ingredient that's less than ours.
[01:17:58.898 --> 01:17:59.538]  This is insane.
[01:17:59.558 --> 01:18:06.182]  When I told him we wanted 10,000 micrograms, he goes, okay, I get that you guys want to do, you know, high power stuff, but why don't you just do 3,000?
[01:18:06.682 --> 01:18:08.723]  And then you could sell, you know, multiple bottles of it.
[01:18:08.743 --> 01:18:09.624]  People will buy more of it.
[01:18:09.644 --> 01:18:10.344]  I was like, no, let's do 10.
[01:18:10.444 --> 01:18:10.884]  Okay.
[01:18:11.345 --> 01:18:12.225]  Compare that to this.
[01:18:12.425 --> 01:18:13.826]  This is a $50 product.
[01:18:13.946 --> 01:18:17.368]  One of the leaders in the industry has 3,000 micrograms of biotin.
[01:18:17.488 --> 01:18:17.608]  Okay.
[01:18:17.628 --> 01:18:17.908]  We have 10,000.
[01:18:17.988 --> 01:18:19.029]  This is $50, $48 to be exact.
[01:18:21.510 --> 01:18:23.351]  There's no script, there's no teleprompter, I'll just be honest with you.
[01:18:23.772 --> 01:18:29.016]  My problem is, with 20 products now, it's remembering to take them all.
[01:18:29.036 --> 01:18:32.898]  Because when I do, I have great days, great weeks, a great life.
[01:18:33.319 --> 01:18:42.025]  When I forget to take the X2, a super male, or the lung cleanse, or to do a liver cleanse, or to take this product, my quality of life just isn't as good.
[01:18:42.105 --> 01:18:43.206]  It's changed my life.
[01:18:43.286 --> 01:18:45.528]  I looked like Jabba the Hutt four years ago.
[01:18:45.868 --> 01:18:47.749]  I was swimming two miles some days a day.
[01:18:48.150 --> 01:18:50.492]  I was jogging, lifting weights, I couldn't lose the weight.
[01:18:51.392 --> 01:18:58.466]  I went on what Mother Nature gave us, and it's changed my life, and it's also helped the InfoWar change the country and the world.
[01:18:58.866 --> 01:18:59.628]  It's a win-win.
[01:19:00.109 --> 01:19:00.870]  InfoWarsLife.com.
[01:19:10.675 --> 01:19:21.201]  If you ever wanted to live off the grid and produce your own clean energy in a silent, reliable way, this is a message you want to pay very close attention to.
[01:19:21.562 --> 01:19:32.188]  Thanks to a new development in solar generator technology, it's now possible for my listeners and viewers to produce their own source of emergency backup electricity.
[01:19:32.608 --> 01:19:35.550]  And even more importantly, it's now extremely affordable.
[01:19:35.990 --> 01:19:41.912]  Thanks to the guys at Solutions from Science, you can get one of these $6,000 solar generators for less than $1,500.
[01:19:44.353 --> 01:19:46.714]  We have these units at the office and at my home.
[01:19:47.054 --> 01:19:52.436]  I can run my sump pumps, my shortwave radios, all of my devices, and even keep our food from spoiling.
[01:19:52.836 --> 01:19:57.657]  Go to powergridchaos.com and get 70% off for a limited time.
[01:19:58.038 --> 01:20:01.759]  Folks, there has never been a better time to get off the grid.
[01:20:02.119 --> 01:20:03.319]  It's going to be crucial in 2017.
[01:20:05.080 --> 01:20:06.420]  Maybe even life-saving.
[01:20:06.701 --> 01:20:10.202]  Powergridchaos.com for 70% off.
[01:20:12.802 --> 01:20:15.403]  You're listening to the Alex Jones Show.
[01:20:31.826 --> 01:20:36.949]  He aligns himself with the truth, and it's time for you to choose a side.
[01:20:37.469 --> 01:20:39.851]  You're listening to Alex Jones.
[01:20:40.651 --> 01:20:44.533]  Look, I traffic in secrecy.
[01:20:45.234 --> 01:20:58.261]  I'm totally public about my life and what I stand for, but when you're where a journalist at and have sources, it's all about people having confidence in you that you won't release info on them, no matter it be positive or negative, unless they want it released.
[01:20:59.680 --> 01:21:01.742]  Uh, and boy, I tell you, I've been burned a lot because of that.
[01:21:01.782 --> 01:21:04.704]  You know, John Ronson said, I'm gonna sneak in Bohemian Grove with me.
[01:21:05.065 --> 01:21:05.865]  I've got insiders.
[01:21:05.885 --> 01:21:06.986]  You can't tell people I went in with you.
[01:21:07.006 --> 01:21:07.747]  You've got a promise.
[01:21:08.347 --> 01:21:09.148]  And I said, absolutely.
[01:21:09.168 --> 01:21:13.272]  And two years later, he went on C-SPAN and said, Alex Jones didn't tell you I snuck in with him, did he?
[01:21:15.894 --> 01:21:17.195]  And he actually used that to burn me.
[01:21:20.157 --> 01:21:20.838]  So you think about that.
[01:21:22.978 --> 01:21:28.323]  So, but the point is, I got a lot of stuff obviously with Trump, stuff I can talk about and be in all the papers.
[01:21:28.343 --> 01:21:29.405]  I don't care about being in all the papers.
[01:21:29.425 --> 01:21:30.125]  It doesn't do anything.
[01:21:30.165 --> 01:21:31.006]  I want to talk to real people.
[01:21:31.286 --> 01:21:31.787]  Folks that care.
[01:21:31.827 --> 01:21:32.868]  That's who I want to talk to.
[01:21:32.948 --> 01:21:33.148]  You.
[01:21:33.469 --> 01:21:34.169]  You're wonderful.
[01:21:36.051 --> 01:21:37.793]  I'm like in Mel Gibson's new movie, I'm told.
[01:21:37.813 --> 01:21:38.333]  Everybody's told me.
[01:21:38.353 --> 01:21:41.056]  I know I licensed it to him three years ago, but I haven't gone to see it.
[01:21:41.076 --> 01:21:41.477]  I don't care.
[01:21:41.517 --> 01:21:42.438]  I'm in a Mel Gibson movie.
[01:21:43.178 --> 01:21:44.440]  The point is, is that
[01:21:45.490 --> 01:21:45.971]  I don't care.
[01:22:00.188 --> 01:22:02.809]  And the fact was, a couple years ago, Trump wasn't going to run.
[01:22:03.429 --> 01:22:04.490]  He knew what would happen to him.
[01:22:05.010 --> 01:22:07.911]  But he just finally said, OK, I'll just sign my life over.
[01:22:07.931 --> 01:22:09.051]  It doesn't matter.
[01:22:09.071 --> 01:22:10.131]  And his wife backed him on it.
[01:22:10.171 --> 01:22:11.292]  He expects to probably be killed.
[01:22:11.812 --> 01:22:16.114]  And Stone just let it slip, so I brought it up, of how committed Trump is.
[01:22:17.754 --> 01:22:18.514]  And it's amazing.
[01:22:18.554 --> 01:22:20.455]  You said he's fatalistic about this.
[01:22:20.875 --> 01:22:23.016]  Let's tell people what Trump's done.
[01:22:24.787 --> 01:22:33.298]  Well, first of all, just the number of states that he's reaching here, Alex, in the next, you know, 24 hours, this is a Herculean political effort.
[01:22:34.119 --> 01:22:37.703]  I work for Reagan, I work for Nixon, I work for Bob Dole, all patriots.
[01:22:39.501 --> 01:22:45.886]  None of them, you know, exerted this kind of physical effort in the clothes.
[01:22:45.966 --> 01:22:54.571]  Trump is a superman, and he sees the race moving his way, not only in the swing states, but in some... No, but you said it.
[01:22:54.591 --> 01:22:56.373]  Let's talk about, you said fatalistic.
[01:22:56.413 --> 01:22:59.755]  Let's get down on the wire that they can't even make him wear a bulletproof vest.
[01:22:59.775 --> 01:23:00.956]  He just doesn't even care.
[01:23:01.236 --> 01:23:02.377]  This is so presidential.
[01:23:03.479 --> 01:23:11.447]  Well he wore one in the summertime and frankly it was so damn hot and heavy that he felt it was slowing down his performance on the stump.
[01:23:12.376 --> 01:23:15.837]  His family has begged him to take more security precautions.
[01:23:15.857 --> 01:23:18.218]  Yeah, let's not let out security secrets unless that's an example.
[01:23:18.278 --> 01:23:19.299]  He just doesn't care, folks.
[01:23:19.599 --> 01:23:20.539]  That is so manly.
[01:23:20.819 --> 01:23:21.820]  You called him fatalistic.
[01:23:21.840 --> 01:23:23.320]  Go ahead and tell folks, since you've mentioned it.
[01:23:23.500 --> 01:23:29.782]  Well, in other words, I've said to him, don't you worry about your physical safety, and he says, look, I have to do this.
[01:23:29.962 --> 01:23:31.863]  I have to do this for the country.
[01:23:31.903 --> 01:23:34.364]  You can't run for president and not mix with the people.
[01:23:34.384 --> 01:23:36.725]  He is the opposite of that coward demon Hillary, isn't he?
[01:23:38.038 --> 01:23:40.579]  Well, I mean, I don't think she's well enough to go in public.
[01:23:40.659 --> 01:23:46.260]  I think she's got to rest up in between campaign appearances because of her various ailments.
[01:23:46.460 --> 01:23:47.860]  Well, you've got to come back tomorrow.
[01:23:47.900 --> 01:23:49.220]  Once again, this will be proven.
[01:23:49.360 --> 01:23:52.341]  What do we do if they steal it, which there's clear evidence they're trying?
[01:23:53.621 --> 01:23:58.182]  Well, I'm going to be in Austin, so we'll have plenty of time to plan exactly that.
[01:23:59.302 --> 01:24:01.483]  But I think it's important to game plan
[01:24:02.794 --> 01:24:05.717]  Election day before you game plan what you're going to do today.
[01:24:16.910 --> 01:24:18.451]  I'm very, very excited about it.
[01:24:18.691 --> 01:24:19.651]  I look forward to seeing you.
[01:24:19.811 --> 01:24:21.091]  Well, you'll have the run of the place.
[01:24:21.131 --> 01:24:23.692]  Roger Stone, you're a great American, such a truthful patriot.
[01:24:23.712 --> 01:24:26.473]  That's why they call him a liar and dirty trickster, because that's the inverse.
[01:24:26.873 --> 01:24:29.354]  His secret is he tells the truth and knows what he's doing.
[01:24:29.594 --> 01:24:30.915]  StoneColdTruth.com.
[01:24:31.255 --> 01:24:33.375]  I know you've got to go, because you've got like ABC News there.
[01:24:33.656 --> 01:24:34.836]  Any other points that need to be made?
[01:24:34.856 --> 01:24:38.917]  You know, like I always say, victory or death.
[01:24:38.937 --> 01:24:39.938]  See you tomorrow.
[01:24:40.258 --> 01:24:40.878]  All right, there he goes.
[01:24:45.954 --> 01:24:47.455]  I wish I could tell you the stuff I know, folks.
[01:24:47.855 --> 01:24:48.715]  It's unbelievable.
[01:24:50.216 --> 01:24:53.557]  I mean, it's just crazy the stuff they've done to Trump that nobody even knows about.
[01:24:53.777 --> 01:24:54.837]  It's wild.
[01:24:55.197 --> 01:24:56.938]  And he just doesn't even care.
[01:24:57.518 --> 01:24:59.659]  He is so committed, you can tell he's just enjoying it.
[01:25:00.239 --> 01:25:03.660]  That's what a real man does under attack, just turns it into a big game.
[01:25:03.680 --> 01:25:10.863]  And that's why he's like, if America wants freedom and wants their taxes cut and wants to be back on the path to being number one, I'm here.
[01:25:10.883 --> 01:25:13.184]  I love this country.
[01:25:14.454 --> 01:25:17.136]  And if you don't want it, you want that witch Hillary, then she's yours.
[01:25:18.357 --> 01:25:20.738]  But he knows he's winning and he isn't going to let her steal it.
[01:25:20.758 --> 01:25:22.239]  He's going to fight back and speak out.
[01:25:28.763 --> 01:25:33.667]  And down to the wire, folks, I can tell you, high-level groups have come to Trump and they know he's ahead.
[01:25:33.687 --> 01:25:37.729]  And they've said, just work with us and we will let you win.
[01:25:37.769 --> 01:25:40.111]  He said, I serve the American people.
[01:25:40.711 --> 01:25:41.592]  This happened yesterday.
[01:25:44.226 --> 01:25:45.787]  I can't believe the level I'm at in this, folks.
[01:25:45.847 --> 01:25:48.249]  If you knew how real this was, you would be crapping your pants.
[01:25:48.569 --> 01:25:55.573]  They came to Trump and they said the deep state, the older elements of it, Bush-connected groups.
[01:25:57.054 --> 01:26:06.040]  And they said, just say you'll work with us, and just say you'll listen to us some, and we will let you win.
[01:26:06.080 --> 01:26:06.700]  You are the winner.
[01:26:07.701 --> 01:26:09.162]  And Donald Trump told them no.
[01:26:12.728 --> 01:26:14.450]  The American people are going to decide.
[01:26:14.470 --> 01:26:17.053]  And they said, OK buddy.
[01:26:19.016 --> 01:26:19.296]  OK.
[01:26:20.257 --> 01:26:21.499]  And that was a warning last night.
[01:26:23.101 --> 01:26:25.804]  Guy jumping up with a, I got a gun, I got a gun, we're running at the podium.
[01:26:26.364 --> 01:26:28.307]  What Trump did, he just stood there and waited.
[01:26:31.340 --> 01:26:33.361]  Because Trump wants to beat these people bad, folks.
[01:26:33.421 --> 01:26:38.725]  When you're 70 and you've got it all, and you're not into molesting kids, most people that get into this power, I guess, they just start molesting kids.
[01:26:38.745 --> 01:26:39.726]  It's like, oh, what's new?
[01:26:39.746 --> 01:26:40.566]  I'll just molest kids.
[01:26:41.166 --> 01:26:43.608]  You know, a lot of people that are good, they actually decide to fight for freedom.
[01:26:45.549 --> 01:26:47.531]  And thought they've lied about it.
[01:26:47.611 --> 01:26:55.656]  And, you know, I have a kinship with Trump because I've experienced the lies, the twisting, where you get up and they're like, Alex Jones is deeply racist and, you know, hates Mexicans.
[01:26:55.736 --> 01:26:56.196]  No proof.
[01:26:56.276 --> 01:26:57.897]  Or Alex Jones hates black people.
[01:26:57.937 --> 01:26:58.958]  What the hell are you talking about?
[01:26:59.278 --> 01:26:59.498]  You know?
[01:27:01.744 --> 01:27:03.285]  And Hillary's calling me this dark heart.
[01:27:05.386 --> 01:27:08.107]  Trey Gowdy on the committee over Benghazi said it best.
[01:27:08.847 --> 01:27:09.708]  She's above the law.
[01:27:09.848 --> 01:27:11.409]  They've corrupted the top of the government.
[01:27:11.469 --> 01:27:13.089]  All you can do is vote her out with a landslide.
[01:27:13.109 --> 01:27:17.852]  And let me tell you, Hillary and Bill and Obama are acting really skittish right now.
[01:27:17.872 --> 01:27:22.634]  Because they know it's hard to beat a landslide.
[01:27:24.835 --> 01:27:26.095]  I'm going to bed at like midnight.
[01:27:26.135 --> 01:27:27.056]  I'm getting up about 3 a.m.
[01:27:27.096 --> 01:27:27.376]  every day.
[01:27:27.416 --> 01:27:28.136]  I can't even sleep.
[01:27:28.196 --> 01:27:29.777]  I've got to sleep seven hours.
[01:27:29.837 --> 01:27:30.077]  Great.
[01:27:30.297 --> 01:27:31.098]  I can't sleep right now.
[01:27:32.185 --> 01:27:39.472]  And, uh, I'm just very proud to be associated with Donald Trump and all of you listeners and good people of every color and wherever you came from.
[01:27:39.532 --> 01:27:39.852]  I love you.
[01:27:39.872 --> 01:27:41.854]  If you love liberty, you see through this, you want justice.
[01:27:42.575 --> 01:27:43.976]  It is really good knowing you.
[01:27:43.996 --> 01:27:44.777]  Let's play part of the clip.
[01:27:44.797 --> 01:27:46.698]  I won't get to it all, but here's part of part of Gowdy.
[01:27:47.799 --> 01:27:49.581]  What part of this decision do you agree with?
[01:27:51.346 --> 01:27:53.047]  No, I don't agree with any part of it.
[01:27:53.127 --> 01:27:54.028]  I understand it.
[01:27:54.188 --> 01:27:58.950]  That's the curse of being a lawyer, is that you are able to understand the other side's argument.
[01:27:59.050 --> 01:28:01.392]  I just vigorously disagree with it.
[01:28:01.452 --> 01:28:08.155]  His argument is, he thinks there's a specific intent element in a gross negligence statute.
[01:28:08.355 --> 01:28:12.958]  So, it's not that I'm confused about it, I just fundamentally disagree with it.
[01:28:13.118 --> 01:28:20.042]  Okay, now he said that there were classified emails on Sheryl Mills' computer, the aide to Secretary Clinton.
[01:28:21.491 --> 01:28:28.457]  But then he would not say whether or not that was a crime, unless he looked at the case more in depth.
[01:28:29.498 --> 01:28:31.900]  How do you look at the case when you give someone immunity?
[01:28:32.260 --> 01:28:33.942]  It just, it doesn't square.
[01:28:33.962 --> 01:28:36.784]  Hit pause.
[01:28:37.064 --> 01:28:40.968]  The key parts at the end where he says, look, they're above the law, you just gotta vote her out.
[01:28:41.528 --> 01:28:44.531]  But here's the good news, people now know the score, whether they steal her from Trump or not.
[01:28:45.472 --> 01:28:46.373]  We're gaining momentum.
[01:28:46.393 --> 01:28:47.154]  We're fighting back.
[01:28:47.214 --> 01:28:48.055]  Resistance is victory.
[01:28:48.375 --> 01:28:54.180]  Laying down is apathy, disintegration, atrophy, and death.
[01:28:56.042 --> 01:28:57.083]  We're on the march.
[01:28:57.684 --> 01:28:59.065]  The empire's on the run.
[01:28:59.165 --> 01:28:59.886]  I'm Alex Jones.
[01:29:00.186 --> 01:29:01.267]  This is the InfoWar.
[01:29:01.568 --> 01:29:02.709]  InfoWars.com.
[01:29:02.989 --> 01:29:03.770]  Spread that link.
[01:29:03.830 --> 01:29:05.652]  That's a big part of the revolution right there.
[01:29:18.743 --> 01:29:26.687]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[01:29:26.707 --> 01:29:28.668]  Now, this is our 20th product.
[01:29:29.429 --> 01:29:36.332]  We can easily go out to a major vitamin or supplement company and private label a thousand different products.
[01:29:36.953 --> 01:29:42.716]  But it's taken us four plus years to even come out with 20, because we private label some, but we also develop
[01:29:43.613 --> 01:29:53.378]  Many of the products originally were some of the top labs in the country, so that they're true game changers, they're organic, they're proven as safe, and they're also very affordable.
[01:29:53.398 --> 01:29:55.539]  Exactly, you talk about being a game changer, right?
[01:29:55.559 --> 01:30:00.201]  You talk about, we're in an industry where we talk to the industry leaders, we've both talked to them.
[01:30:00.521 --> 01:30:06.422]  They have conveyor belts of herbs falling on the ground and they have someone come and sweep them up and put them back on the conveyor belt.
[01:30:06.763 --> 01:30:15.725]  They have individuals that are hired only to save money and get the lowest quality junk and put it in as many capsules as possible so they can make the highest profit margins.
[01:30:16.585 --> 01:30:17.705]  We refuse to screw people.
[01:30:18.045 --> 01:30:19.026]  We refuse to do that.
[01:30:19.406 --> 01:30:22.046]  We actually want to make something that's good.
[01:30:22.126 --> 01:30:24.067]  We're producing something we want to take.
[01:30:24.167 --> 01:30:24.567]  Exactly.
[01:30:24.707 --> 01:30:25.988]  We're looking for the best.
[01:30:26.048 --> 01:30:30.910]  We went out and searched for the best to private label, and most of the time found out it wasn't available.
[01:30:31.110 --> 01:30:34.772]  So we go to these big firms and say, we want to make the dream formula.
[01:30:34.792 --> 01:30:40.775]  Bio PCA, for example, one of the ingredients is silica, and it's from bamboo extract.
[01:30:41.055 --> 01:30:42.276]  It's everywhere.
[01:30:42.456 --> 01:30:43.136]  It's in nature.
[01:30:43.196 --> 01:30:45.297]  It's an essential part of being healthy, right?
[01:30:45.657 --> 01:30:51.700]  Just this bottle of silica, okay, again, one ingredient, in a lower amount that's even in our product, is $35.
[01:30:52.861 --> 01:30:58.124]  They're charging more than what we charge when they have one ingredient that's less than ours.
[01:30:58.144 --> 01:30:58.804]  This is insane.
[01:30:58.824 --> 01:31:07.969]  When I told him we wanted 10,000 micrograms, he goes, okay, I get that you guys want to do, you know, high power stuff, but why don't you just do 3,000 and then you can sell, you know, multiple bottles of it.
[01:31:08.009 --> 01:31:08.890]  People will buy more of it.
[01:31:09.010 --> 01:31:09.610]  I was like, no, let's do 10.
[01:31:09.710 --> 01:31:10.170]  Okay.
[01:31:10.591 --> 01:31:11.471]  Compare that to this.
[01:31:11.691 --> 01:31:13.092]  This is a $50 product.
[01:31:13.112 --> 01:31:16.494]  One of the leaders in the industry has 3,000 micrograms of biotin.
[01:31:16.514 --> 01:31:16.634]  Okay.
[01:31:16.714 --> 01:31:16.914]  We have 10,000.
[01:31:16.954 --> 01:31:17.694]  This is $50, $48 to be exact.
[01:31:20.776 --> 01:31:22.618]  There's no script, there's no teleprompter, I'll just be honest with you.
[01:31:23.039 --> 01:31:28.285]  My problem is, with 20 products now, it's remembering to take them all.
[01:31:28.305 --> 01:31:32.170]  Because when I do, I have great days, great weeks, a great life.
[01:31:32.590 --> 01:31:38.557]  When I forget to take the X2, a super male, or the lung cleanse, or to do a liver cleanse, or to take this product,
[01:31:39.668 --> 01:31:41.270]  My quality of life just isn't as good.
[01:31:41.350 --> 01:31:42.451]  It's changed my life.
[01:31:42.551 --> 01:31:44.794]  I looked like Jabba the Hutt four years ago.
[01:31:45.134 --> 01:31:46.997]  I was swimming two miles some days a day.
[01:31:47.397 --> 01:31:48.859]  I was jogging, lifting weights.
[01:31:48.919 --> 01:31:49.760]  I couldn't lose the weight.
[01:31:50.661 --> 01:31:54.305]  I went on what Mother Nature gave us, and it's changed my life.
[01:31:54.685 --> 01:31:57.729]  And it's also helped the InfoWar change the country and the world.
[01:31:58.129 --> 01:31:58.890]  It's a win-win.
[01:31:59.371 --> 01:32:00.152]  InfoWarsLife.com.
[01:32:10.231 --> 01:32:11.952]  Electrify your day with Secret 12.
[01:32:12.532 --> 01:32:13.872]  It's like lightning in a bottle.
[01:32:14.112 --> 01:32:17.633]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:32:17.993 --> 01:32:25.735]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[01:32:25.935 --> 01:32:30.757]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:32:30.897 --> 01:32:31.637]  The reality is
[01:32:31.937 --> 01:32:36.379]  It's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:32:36.739 --> 01:32:44.262]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:32:44.502 --> 01:32:48.924]  It pairs two forms of vitamin B12 into one explosive formula.
[01:32:49.204 --> 01:32:58.046]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[01:32:58.246 --> 01:33:01.527]  Electrify your mind and body and take your health to the next level.
[01:33:01.787 --> 01:33:05.448]  Experience the power of Secret 12 at Infowarslife.com.
[01:33:05.688 --> 01:33:07.749]  That's Infowarslife.com.
[01:33:13.330 --> 01:33:15.931]  You're listening to The Alex Jones Show.
[01:33:26.269 --> 01:33:31.257]  He aligns himself with the truth and it's time for you to choose a side.
[01:33:31.598 --> 01:33:33.901]  You're listening to Alex Jones.
[01:33:42.620 --> 01:33:50.663]  Well, my friends, I've pretty much always, in the last 15 years or so, shot a daily or two video for YouTube on top of the radio show.
[01:33:51.803 --> 01:33:55.505]  You know, I used to be happy when the video got 50,000 views, and I thought 100,000 was great, 200,000, 300,000.
[01:33:56.945 --> 01:33:59.026]  The average video is getting about a million views right now.
[01:34:00.285 --> 01:34:07.588]  That's a metric of how upset and awake people are and it's only getting more intense and we're just one platform in this fight.
[01:34:07.648 --> 01:34:15.431]  So, as negative as some of this information is, it's overall very positive so that we can have an open discussion about what's happening.
[01:34:17.039 --> 01:34:21.866]  A lot of these new agers and folks, they just want to hear a bunch of positive stuff and say, you know, mystical thinking is going to fix things.
[01:34:22.367 --> 01:34:29.097]  And I'm not bashing those people, but admitting how much trouble we're in, that's what's going to turn things around and make things better.
[01:34:29.458 --> 01:34:31.461]  Not just going along with anything.
