[00:00:03.959 --> 00:00:06.262]  Wednesday, April 20th, 2016.
[03:24:10.928 --> 03:24:14.169]  I'm David Knight, your host for this fourth hour, April 20th, 2016.
[03:24:14.169 --> 03:24:16.170]  I want to get back to election news.
[03:24:16.170 --> 03:24:22.434]  We're going to talk about how as Cruz is fading, it's Hillary or bust for the New World Order.
[03:24:22.434 --> 03:24:28.317]  There's a lot of articles coming out pointing to the GOP establishment coalescing behind Hillary Clinton.
[03:24:28.317 --> 03:24:29.537]  Why would they do that?
[03:24:29.537 --> 03:24:30.558]  Well, there's a couple of reasons.
[03:24:30.558 --> 03:24:31.838]  We'll talk about that.
[03:24:31.838 --> 03:24:34.720]  Also, the revenge of the central bankers.
[03:24:36.010 --> 03:24:39.153]  They're changing the face on the $20 bill.
[03:24:39.153 --> 03:24:40.794]  We're going to talk about why they would do that.
[03:24:40.794 --> 03:24:46.198]  And actually, we're going to go back and talk a little bit about Andrew Jackson's election.
[03:24:46.198 --> 03:24:50.082]  The one that he lost, actually, because it has some interesting parallels to today.
[03:24:50.082 --> 03:24:53.444]  I stopped at the Hermitage just outside of Nashville.
[03:24:53.444 --> 03:24:55.206]  That was Andrew Jackson's home.
[03:24:56.010 --> 03:25:07.156]  So that I could do a report when I was heading back from Washington, D.C., and we talked about that election a little bit, but there's another point that I want to make about that election as I recap that, and it refers to delegates.
[03:25:07.156 --> 03:25:08.797]  What really are delegates?
[03:25:08.797 --> 03:25:13.739]  Before we do, I want to remind our listeners that we have Brain Force now, and this is coming to a close.
[03:25:13.739 --> 03:25:14.960]  This is the final day.
[03:25:15.720 --> 03:25:18.662]  That we're going to have the additional 25% off the sale price.
[03:25:18.662 --> 03:25:25.327]  That's 45% off the retail price for BrainForce at Infowarslife.com.
[03:25:25.327 --> 03:25:28.270]  And if you don't know about BrainForce, we've told you many times.
[03:25:28.270 --> 03:25:31.392]  Rob's talked about how it has helped him.
[03:25:31.392 --> 03:25:33.714]  I've talked about how it's my favorite supplement.
[03:25:33.714 --> 03:25:35.996]  Helps me to focus my mind.
[03:25:35.996 --> 03:25:39.178]  And it doesn't get you jittery like coffee or some other stimulants do.
[03:25:39.178 --> 03:25:40.339]  It just stimulates your mind.
[03:25:40.339 --> 03:25:43.321]  It's a very healthy energy drink supplement.
[03:25:43.321 --> 03:25:44.222]  You can read the reviews.
[03:25:44.462 --> 03:25:44.742]  I think so.
[03:26:00.370 --> 03:26:06.015]  Same powerful ingredients, but with a new ingredient, but the same price.
[03:26:06.015 --> 03:26:10.339]  Ingredients in DNA Force include a patented form of the antioxidant CoQ10.
[03:26:10.339 --> 03:26:13.021]  It also has BioPQQ.
[03:26:13.021 --> 03:26:15.303]  Just one ingredient that costs about $30,000 per batch.
[03:26:15.303 --> 03:26:17.865]  There's 175 clinical studies that show it is extremely hard to secure these.
[03:26:22.589 --> 03:26:24.810]  Clinical studies show its effectiveness.
[03:26:24.810 --> 03:26:32.212]  We also have digestive enzymes, immune-boosting supplements in there, pomegranate extract, plant-based resveratrol.
[03:26:32.212 --> 03:26:37.913]  Again, we have all new DNA Force Plus is now back in stock at Infowarslife.com.
[03:26:37.913 --> 03:26:40.694]  New ingredient, same price.
[03:26:40.694 --> 03:26:42.795]  Okay, now let's go back to what happened last night.
[03:26:42.795 --> 03:26:44.635]  There was a great headline on Politico.
[03:26:44.635 --> 03:26:47.156]  It says, Cruz's New York value
[03:26:48.200 --> 03:26:49.361]  Zero delegates.
[03:26:49.361 --> 03:26:56.907]  Because, of course, he had that famous blunder at one of the debates where he talked about, yeah, I don't have Donald Trump's New York values.
[03:26:56.907 --> 03:26:59.890]  Well, New York doesn't value Ted Cruz.
[03:26:59.890 --> 03:27:01.892]  Look, he's not a national candidate.
[03:27:01.892 --> 03:27:06.375]  He can't even win with Southern Evangelicals, which was going to be his base.
[03:27:06.375 --> 03:27:10.119]  And he doesn't really have a chance of winning.
[03:27:10.119 --> 03:27:11.520]  If we took a look at the math now.
[03:27:13.101 --> 03:27:14.662]  The 1237 delegates that are needed.
[03:27:14.662 --> 03:27:16.443]  There's 734 remaining.
[03:27:16.443 --> 03:27:21.767]  Now, what does this do in terms of percentage needed as we stand right now?
[03:27:21.767 --> 03:27:29.432]  And there's still like another three delegates that need to be allocated out of New York, but Cruz is not going to get any, I don't think, because he finished like 15%.
[03:27:29.432 --> 03:27:31.053]  There's probably a threshold
[03:27:31.673 --> 03:27:33.853]  That you have to be above in order to get any delegates.
[03:27:33.853 --> 03:27:35.214]  That's what we've seen in other states.
[03:27:35.214 --> 03:27:38.494]  So it doesn't look like Cruz is going to pick up any.
[03:27:38.494 --> 03:27:39.855]  Trump may pick up a couple.
[03:27:39.855 --> 03:27:41.015]  Kasich may pick up one.
[03:27:41.015 --> 03:27:41.495]  Who knows?
[03:27:41.495 --> 03:27:47.976]  But basically, where it stands right now, of the remaining primaries, Trump needs to get 53% of the delegates.
[03:27:47.976 --> 03:27:49.097]  Cruz needs to get 92% of the delegates.
[03:27:49.097 --> 03:27:50.417]  92% of the delegates.
[03:27:50.417 --> 03:27:52.477]  You think he can bat 920?
[03:27:52.477 --> 03:27:53.158]  I don't think so.
[03:28:00.439 --> 03:28:04.023]  Now, Kasich needs to get an impossible 149.
[03:28:04.023 --> 03:28:11.129]  It just keeps getting more and more absurd for John Kasich as that window moves along.
[03:28:11.129 --> 03:28:15.473]  So, Trump needs to get 53% to get to the magic number and then they're in.
[03:28:15.473 --> 03:28:22.240]  Now we've got the Washington Post saying an internal campaign memo projects that Trump will win 1,400 delegates at the GOP convention.
[03:28:23.362 --> 03:28:28.264]  They say the projections come in a memo that was distributed to Trump surrogates late last night.
[03:28:28.264 --> 03:28:29.944]  The Washington Post got the memo.
[03:28:29.944 --> 03:28:31.425]  Here's some of the things it says.
[03:28:31.425 --> 03:28:39.148]  Our projections call for us to accumulate over 1,400 delegates and thus a first ballot nomination win in Cleveland.
[03:28:39.148 --> 03:28:40.428]  Now, that's going to be necessary.
[03:28:40.428 --> 03:28:43.249]  Why is that going to be necessary?
[03:28:43.249 --> 03:28:47.911]  Well, we'll talk about what delegates are in just a moment in terms of the
[03:28:49.094 --> 03:29:15.761]  uh... election of uh... the the election of john q adams ok john quincy adams the son of john adams who beat andrew jackson the first time he ran the way that he did that was it went into the house of representatives now there wasn't really any there weren't really political parties in that election but they had four candidates they had andrew jackson who had the vast plurality but not fifty percent plus one
[03:29:16.573 --> 03:29:18.955]  Then you had John Quincy Adams, who was in second place.
[03:29:18.955 --> 03:29:20.217]  I forget who was in third place.
[03:29:20.217 --> 03:29:22.539]  But you had Henry Clay, who was the Speaker of the House.
[03:29:22.539 --> 03:29:24.681]  Kind of like Paul Ryan.
[03:29:24.681 --> 03:29:26.443]  He was in fourth place.
[03:29:26.443 --> 03:29:28.485]  We'll tell you what happened when we come back.
[03:29:29.557 --> 03:29:30.457]  I guess you can figure.
[03:29:30.457 --> 03:29:34.259]  Henry Clay threw all of his stuff to Andrew Jackson.
[03:29:34.259 --> 03:29:37.761]  But where do these delegates in the Electoral College come from?
[03:29:37.761 --> 03:29:42.863]  Why do the GOP and the Democrats call them delegates and mirror that?
[03:29:42.863 --> 03:29:45.724]  And that will expose the lies of Ted Cruz.
[03:29:45.724 --> 03:29:46.144]  Stay with us.
[03:29:46.144 --> 03:29:49.866]  We'll be right back.
[03:29:49.866 --> 03:29:51.267]  We're on the march.
[03:29:51.267 --> 03:29:53.788]  The empire's on the run.
[03:29:53.788 --> 03:29:56.469]  Alex Jones and the GCN Radio Network.
[03:30:00.586 --> 03:30:02.228]  Clean, pure drinking water.
[03:30:02.228 --> 03:30:03.731]  You can't survive without it.
[03:30:03.731 --> 03:30:04.912]  But where do you get it?
[03:30:04.912 --> 03:30:10.921]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:30:10.921 --> 03:30:16.649]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:30:16.809 --> 03:30:33.693]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:30:34.073 --> 03:30:36.574]  Filter capacity up to 5,000 gallons.
[03:30:36.574 --> 03:30:38.035]  Stainless steel construction.
[03:30:38.035 --> 03:30:39.076]  Easy assembly.
[03:30:39.076 --> 03:30:39.976]  Low maintenance.
[03:30:39.976 --> 03:30:42.077]  Replacement filters are simple to install.
[03:30:42.077 --> 03:30:49.361]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:30:49.361 --> 03:30:54.564]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:30:54.564 --> 03:30:57.125]  Go to InfowarsStore.com or call 888-253-3139.
[03:31:01.543 --> 03:31:05.966]  There's been a lot of powerful advancements in the field of science and nutraceuticals.
[03:31:05.966 --> 03:31:14.632]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[03:31:14.632 --> 03:31:18.755]  Longevity also offers you an ingenious way to augment your income.
[03:31:18.755 --> 03:31:19.556]  And the best part?
[03:31:19.556 --> 03:31:22.438]  You'll be helping your friends and family along the way.
[03:31:22.438 --> 03:31:25.040]  Visit InfoWarsTeam.com today.
[03:31:25.040 --> 03:31:25.840]  Become a member.
[03:31:25.840 --> 03:31:29.903]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[03:31:30.103 --> 03:31:36.826]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[03:31:36.826 --> 03:31:37.787]  Another win-win.
[03:31:37.787 --> 03:31:41.528]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[03:31:41.528 --> 03:31:42.769]  And you can be too.
[03:31:42.769 --> 03:31:43.309]  It's simple.
[03:31:43.309 --> 03:31:46.251]  Just go to Infowarsteam.com today.
[03:31:46.251 --> 03:31:48.352]  Complete a short sign-up and you're part of the team.
[03:31:48.352 --> 03:31:51.613]  That's Infowarsteam.com or Infowarshealth.com.
[03:31:51.613 --> 03:31:57.916]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[03:31:57.916 --> 03:31:59.217]  Check it out for yourself today.
[03:32:00.780 --> 03:32:06.745]  The Genesis Communications Network is one of America's premier broadcasters of captivating talk radio.
[03:32:06.745 --> 03:32:08.126]  We thank you for listening.
[03:32:08.126 --> 03:32:13.510]  Now, just imagine, there are thousands of people who are just as passionate about radio as you are.
[03:32:13.510 --> 03:32:17.914]  But what you may not realize is how easy and affordable it is to advertise with us.
[03:32:17.914 --> 03:32:22.437]  Radio commercials for your business could be heard on hundreds of radio stations across the U.S.
[03:32:22.437 --> 03:32:23.498]  every day.
[03:32:23.498 --> 03:32:28.102]  We can help you by creating an effective radio advertising campaign for your company.
[03:32:28.542 --> 03:32:31.344]  From script writing to producing your commercial.
[03:32:31.344 --> 03:32:33.745]  Just like the one you're listening to right now.
[03:32:33.745 --> 03:32:37.328]  No other network provides the level of customer service we do.
[03:32:37.328 --> 03:32:41.230]  When it comes to radio advertising, we are your one-stop shop.
[03:32:41.230 --> 03:32:45.192]  And no matter how big or small your business is, we can help.
[03:32:45.192 --> 03:32:48.114]  Email us at advertise at gcnlive.com.
[03:32:48.114 --> 03:32:55.259]  And an experienced advertising executive will help you take the first step towards driving more customers to your business or website.
[03:32:55.259 --> 03:32:56.960]  Advertise at gcnlive.com.
[03:32:57.620 --> 03:32:58.140]  Easy.
[03:32:58.140 --> 03:32:58.901]  Affordable.
[03:32:58.901 --> 03:33:15.312]  Effective.
[03:33:15.312 --> 03:33:17.873]  Waging war on corruption.
[03:33:17.873 --> 03:33:22.656]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:33:26.880 --> 03:33:28.261]  Welcome back to the Alex Jones Show.
[03:33:28.261 --> 03:33:28.841]  I'm David Knight.
[03:33:28.841 --> 03:33:32.283]  In this segment, we're going to talk about Andrew Jackson.
[03:33:32.283 --> 03:33:34.164]  I know he's at the top of your list of people.
[03:33:34.164 --> 03:33:38.287]  Actually, he's in the news now because they're going to remove him from the currency.
[03:33:38.287 --> 03:33:43.329]  There's this big kerfuffle about whose picture is going to be on which bills.
[03:33:43.329 --> 03:33:45.371]  First, they were going to take off Alexander Hamilton.
[03:33:45.371 --> 03:33:49.633]  Now, they're going to take off Andrew Jackson and they're going to put on Harriet Tubman.
[03:33:49.633 --> 03:33:50.894]  We'll talk about that in a moment.
[03:33:51.474 --> 03:33:56.657]  Quite frankly, I don't really care what figurehead they put on the dollar bills.
[03:33:56.657 --> 03:33:59.338]  I want to get the Federal Reserve out of our money.
[03:33:59.338 --> 03:34:00.599]  Okay?
[03:34:00.599 --> 03:34:02.440]  And then you can put whoever you want to.
[03:34:02.440 --> 03:34:07.743]  I mean, you can put Caitlyn Jenner on it if it's genuine currency and I don't care.
[03:34:07.743 --> 03:34:08.724]  Okay?
[03:34:08.724 --> 03:34:11.345]  But let's talk about the election aspect of Andrew Jackson.
[03:34:11.345 --> 03:34:12.906]  We've got a great article there showing right there.
[03:34:13.466 --> 03:34:18.767]  A great article that's up on Infowars.com that gives a history of what we're going to talk about here in just a moment.
[03:34:18.767 --> 03:34:23.248]  Jackson narrowly succeeded in staving off banker domination of the U.S.
[03:34:23.248 --> 03:34:26.088]  during his day, and that lasted for many decades.
[03:34:26.088 --> 03:34:39.750]  We're going to talk a little bit about that history, because when you look at the people that the Federal Reserve chose to put on the currency, it tells an interesting story about our political narrative, the narrative that the elites like to promote.
[03:34:39.750 --> 03:34:41.071]  Let's talk about his election first.
[03:34:41.071 --> 03:34:42.891]  As I just pointed out in the last segment,
[03:34:44.295 --> 03:34:54.861]  When it went into the House of Representatives, and it did go into the House of Representatives, you have four candidates who are running, nobody had a clear majority, so they go into the House of Representatives with their electoral college delegates.
[03:34:56.158 --> 03:34:57.279]  Delegates.
[03:34:57.279 --> 03:34:58.639]  What were these people there for?
[03:34:58.639 --> 03:35:02.201]  Well, you had Andrew Jackson, who was a little bit less than 50%.
[03:35:02.201 --> 03:35:03.822]  John Quincy Adams in second place.
[03:35:03.822 --> 03:35:06.744]  Henry Clay, the Speaker of the House, in fourth place.
[03:35:06.744 --> 03:35:09.365]  Clay gave his delegates to John Quincy Adams.
[03:35:09.365 --> 03:35:13.567]  That put him over the 50% point and made him President.
[03:35:13.567 --> 03:35:17.649]  And Andrew Jackson lost, even though he had a lot more of the popular vote.
[03:35:17.649 --> 03:35:21.471]  Now, who did these delegates belong to when they went to electoral college?
[03:35:21.471 --> 03:35:24.093]  Andrew Jackson's delegates were loyal to him.
[03:35:25.100 --> 03:35:28.643]  And John Quincy Adams were loyal to him, and Henry Clay's were loyal to him.
[03:35:28.643 --> 03:35:31.044]  That's why he could give them to John Quincy Adams.
[03:35:31.044 --> 03:35:31.905]  Okay?
[03:35:31.905 --> 03:35:34.287]  That was your brokered convention, the way that it worked there.
[03:35:35.771 --> 03:36:00.854]  When you look at the Electoral College today, and we won't get into a lot of detail as to what its real purpose was, but just to say this, back in the day when I worked for the Libertarian Party in North Carolina, I was on the slate of Electoral College delegates, so that if the Libertarian Party candidate had won in North Carolina, I would have gone to the Electoral College, and I would have cast my vote for the Libertarian candidate, and that
[03:36:01.664 --> 03:36:04.647]  Election there, okay, in the Electoral College.
[03:36:04.647 --> 03:36:08.932]  Now the Republicans had to produce their slate of delegates.
[03:36:08.932 --> 03:36:10.834]  And the Democrats had their slate of delegates.
[03:36:10.834 --> 03:36:16.440]  So, if North Carolina, I don't remember what the number is, 12, 15 is the number of congressional districts, or maybe it's 12.
[03:36:18.137 --> 03:36:31.405]  If they had 12 Electoral College delegates, then there would be a slate of 12 Republicans, a slate of 12 Democrats, a slate of 12 Libertarians, and then whoever won that election would send their delegates to the Electoral College.
[03:36:31.405 --> 03:36:36.729]  Why doesn't it work that way with the GOP and the Democrats?
[03:36:36.729 --> 03:36:41.212]  You see, what Ted Cruz is doing right now is you're voting
[03:36:42.113 --> 03:36:42.713]  Four people.
[03:36:42.713 --> 03:36:44.614]  They call them Trump Delegates.
[03:36:44.614 --> 03:36:46.694]  Who do Trump's Delegates belong to?
[03:36:46.694 --> 03:36:49.495]  Why doesn't Donald Trump get to pick his Delegates?
[03:36:49.495 --> 03:36:54.136]  Why is it that he'd go into a place like South Carolina where he won every single Delegate?
[03:36:54.136 --> 03:36:56.957]  Every single Delegate in South Carolina.
[03:36:56.957 --> 03:36:57.997]  And I don't remember what they had.
[03:36:57.997 --> 03:36:58.697]  What was it?
[03:36:58.697 --> 03:37:00.058]  50-something, I think.
[03:37:00.058 --> 03:37:01.438]  So they got 50 Delegates, let's say.
[03:37:03.089 --> 03:37:11.542]  Why don't they come to the Trump people and say, Donald Trump campaign, who are your delegates that you want to send to the GOP convention?
[03:37:11.542 --> 03:37:13.244]  People that are going to be loyal to you.
[03:37:13.244 --> 03:37:14.426]  And he would send them a list of 50 names.
[03:37:16.069 --> 03:37:17.370]  Doesn't work that way, does it?
[03:37:17.370 --> 03:37:26.716]  Instead, what they do is they go to the local party, and the local party comes up with a list of delegates who are loyal to a different candidate than the voters voted for.
[03:37:26.716 --> 03:37:28.778]  They call them Donald Trump's delegates.
[03:37:28.778 --> 03:37:30.539]  It doesn't work like the Electoral College.
[03:37:30.539 --> 03:37:32.861]  You think it works like the Electoral College.
[03:37:32.861 --> 03:37:34.442]  You think that you're going to vote for somebody.
[03:37:34.442 --> 03:37:38.405]  These delegates are going to be awarded to that party's candidate or that particular candidate.
[03:37:38.405 --> 03:37:42.247]  They even call them that candidate's delegates, but then they send somebody else.
[03:37:42.247 --> 03:37:44.048]  That's the fundamental lie
[03:37:44.989 --> 03:37:48.091]  That Ted Cruz cannot escape.
[03:37:48.091 --> 03:37:53.894]  The fact that he is substituting this, the fact the Republican Party is substituting this, don't call them delegates.
[03:37:53.894 --> 03:38:00.098]  Come up with a different name because you're trying to hoodwink people by comparing it to the Electoral College.
[03:38:00.098 --> 03:38:01.219]  They're not delegates.
[03:38:01.219 --> 03:38:14.147]  This is not politics where you go in and try to convince these people in a second secret election that they worked very hard to try to conceal from the public is even happening, that they try to make sure that the wrong people don't go too, as we had
[03:38:14.887 --> 03:38:25.093]  The interviews that Rob Dew and Cruz did with people in Colorado, they said, yeah, I was told by the GOP establishment they wanted to make sure that the wrong people didn't show up at this election process.
[03:38:25.093 --> 03:38:26.894]  So they kind of kept it secret.
[03:38:26.894 --> 03:38:32.438]  Make sure the right people voted in this little tiny non-election.
[03:38:32.438 --> 03:38:33.999]  That's the fraud.
[03:38:33.999 --> 03:38:36.220]  That's what you can't escape.
[03:38:36.220 --> 03:38:39.022]  Now the interesting thing is, is that as Ted Cruz is fading,
[03:38:40.089 --> 03:38:43.632]  It really is Hillary or bust for the New World Order.
[03:38:43.632 --> 03:38:45.793]  We have a story up on InfoWars.com by Curt Nemo.
[03:38:45.793 --> 03:38:52.578]  Top neocon Bill Kristol respects the Cruz campaign for its brazen theft of delegates and its backroom politics.
[03:38:52.578 --> 03:38:53.119]  Isn't that great?
[03:38:53.119 --> 03:38:54.300]  Isn't that great?
[03:38:54.300 --> 03:38:56.501]  You know, if you're a lawyer, you just love it.
[03:38:56.501 --> 03:38:57.822]  You know, winning is everything.
[03:38:57.822 --> 03:38:59.604]  It doesn't matter how you do it.
[03:38:59.604 --> 03:39:03.847]  You got what laws you got to break, whether it's ethical, whether it's legal, whatever.
[03:39:03.847 --> 03:39:06.109]  I mean, just do what you can, man, as long as you don't get caught, right?
[03:39:06.943 --> 03:39:19.529]  That's the ethics of these lawyers, people like Bill Kristol, who is the editor, as Kurt Nemo points out, of the Neocon readout, you know, the Castle, the Weekly Standard.
[03:39:19.529 --> 03:39:21.951]  And that is spelled, by the way, W-E-A-K.
[03:39:22.771 --> 03:39:23.812]  Okay, weekly standard.
[03:39:23.812 --> 03:39:25.033]  That's the correct spelling of that.
[03:39:25.033 --> 03:39:27.616]  It's usually misspelled when you see it.
[03:39:27.616 --> 03:39:30.158]  They even misspell it themselves on their own website.
[03:39:30.158 --> 03:39:39.688]  They spell it like the week, you know, W-E-E-K, but no, it actually is W-E-A-K, because it is very weekly standard neocon fair that they're putting out there.
[03:39:39.688 --> 03:39:41.469]  And I say, crystal circulated memo.
[03:39:42.526 --> 03:39:45.469]  He's one of the founders of the Never Trump movement.
[03:39:45.469 --> 03:39:55.721]  He urged the party to back establishment-vetted candidates like former presidential loser Rick Perry, that's what Kurt Nemo writes, or Tom Coburn, the former Oklahoma senator.
[03:39:55.721 --> 03:39:58.144]  We'll tell you more about Tom Coburn here in just a moment.
[03:39:58.144 --> 03:40:01.527]  He's in some other news about a constitutional convention in Oklahoma.
[03:40:02.168 --> 03:40:11.372]  But anyway, it goes on to say in the article, Kristol's neocon comrades believe that a Clinton presidency would be preferable to a Trump one.
[03:40:11.372 --> 03:40:30.239]  People like Max Boot, Robert Kagan, Eliot Cohen, and, as Kurt Nemo points out, the Prince of Darkness himself, Richard Perle, all believe a Clinton presidency will continue the neocon foreign policy agenda, resulting in the longest war in American history, Afghanistan, and the invasion of Iraq that cost over a million Iraqi lives.
[03:40:31.019 --> 03:40:37.011]  And Kagan wrote for the Washington Post, Robert Kagan said, the only choice will be to vote for Hillary.
[03:40:37.918 --> 03:40:40.440]  The party cannot be saved, but the country still can be.
[03:40:40.440 --> 03:40:41.320]  No, no, no.
[03:40:41.320 --> 03:40:43.522]  It's not the country he's trying to save.
[03:40:43.522 --> 03:40:48.965]  Really, this is what Robert Kagan and the neocon globalists are saying.
[03:40:48.965 --> 03:41:03.635]  People like all these CFR people, all these neocons, and it was in December the National Review was saying, boy, we're really offended that Ted Cruz is calling Max Boot and Robert Kagan and Elliott Cohen and Richard Perle, he's calling all these people
[03:41:04.455 --> 03:41:05.336]  Neocons.
[03:41:05.336 --> 03:41:06.637]  That's a pejorative term.
[03:41:06.637 --> 03:41:10.460]  That's a dog whistle to his conservative libertarian base.
[03:41:10.460 --> 03:41:12.262]  You're accusing us of being warmongers.
[03:41:12.262 --> 03:41:15.525]  It's like, yeah, yeah, if it fits, wear it, but...
[03:41:16.823 --> 03:41:20.845]  He now has these people as his close foreign policy advisors.
[03:41:20.845 --> 03:41:22.345]  The mask has come off.
[03:41:22.345 --> 03:41:30.349]  Ted Cruz is no longer going around using the dog whistle to get his conservative base fooled and falling in line behind him.
[03:41:30.349 --> 03:41:34.111]  Instead, what he is doing is he's using these people as his advisors.
[03:41:34.111 --> 03:41:39.133]  And when they say the party cannot be saved, but the country still can be, no, what they're saying is the party can't be saved.
[03:41:39.713 --> 03:41:42.335]  But the New World Order agenda still can be.
[03:41:42.335 --> 03:41:43.396]  That's what's really important to them.
[03:41:43.396 --> 03:41:54.606]  When you look at how many times they've tried to push through this Keystone Pipeline and its imminent domain grab, land grab, for this foreign Canadian corporation.
[03:41:54.606 --> 03:41:57.469]  They have run this thing through like 11 times.
[03:41:57.469 --> 03:42:06.497]  After the Republicans were elected again and had their majority, the first thing they did was to send up the Keystone Pipeline bill again to
[03:42:08.208 --> 03:42:11.574]  Barack Obama, knowing that he would not sign it, okay?
[03:42:11.574 --> 03:42:12.395]  What do you call it?
[03:42:13.191 --> 03:42:17.734]  When you keep doing the same thing over and over again and expecting a different result?
[03:42:17.734 --> 03:42:19.315]  Well, some people call it insanity.
[03:42:19.315 --> 03:42:22.457]  I call it obedience.
[03:42:22.457 --> 03:42:28.781]  See, they want to be obedient to their corporate masters, and they continue to do this to continue to show just how obedient they are.
[03:42:28.781 --> 03:42:33.024]  And of course, Hillary Clinton's State Department supported that Keystone Pipeline.
[03:42:33.024 --> 03:42:36.086]  So that's why you look at this on all these different issues.
[03:42:36.086 --> 03:42:37.127]  They fall in line.
[03:42:37.127 --> 03:42:42.551]  Let me play for you Rafael Cruz, father of Rafael Cruz Jr.
[03:42:43.672 --> 03:42:45.977]  Also known as the TED.
[03:42:45.977 --> 03:42:50.969]  Let me tell you what Rafael Cruz, let's play this, what he said about Hillary Clinton and Donald Trump.
[03:42:52.961 --> 03:42:56.082]  These are people that like your son, like Ted Cruz.
[03:42:56.082 --> 03:42:57.623]  They like what he stands for.
[03:42:57.623 --> 03:43:02.105]  In fact, many of them said, hey, I would be a supporter of Ted Cruz, except for the following.
[03:43:02.105 --> 03:43:16.352]  I think, and what they're saying is, if I can paraphrase, they believe that Donald Trump, and a little bit because of not just his policies, but just the way he rolls, has got a better shot of taking on the Clinton apparatus than your son.
[03:43:16.352 --> 03:43:19.233]  What would you say to those people today as they go to the polls in New York?
[03:43:19.233 --> 03:43:20.414]  What would you tell them to think about?
[03:43:21.602 --> 03:43:23.163]  It's very simple, Steve.
[03:43:23.163 --> 03:43:25.284]  All they have to do is look at the polls.
[03:43:25.284 --> 03:43:35.649]  Poll after poll after poll after poll shows that if Donald Trump is a Republican nominee, he loses to Hillary Clinton by double digits.
[03:43:35.649 --> 03:43:39.610]  Donald Trump cannot beat Hillary Clinton.
[03:43:39.610 --> 03:43:49.155]  That would be the dream ticket for Hillary Clinton because all the polls show that Donald Trump will lose and will lose by a landslide to Hillary Clinton.
[03:43:49.770 --> 03:43:54.735]  He is, his disapproval rate is in the high 60s.
[03:43:54.735 --> 03:43:58.239]  Two-thirds of Americans don't want Donald Trump.
[03:43:58.239 --> 03:44:01.402]  Donald Trump cannot win in the general election.
[03:44:01.402 --> 03:44:06.287]  We've got to realize, Donald Trump really is more of a Democrat than a Republican.
[03:44:06.903 --> 03:44:12.232]  He has been funding Democratic people like Chuck Schumer.
[03:44:21.291 --> 03:44:26.633]  He's behind an incumbent president, at this point he was, by 15 points!
[03:44:26.633 --> 03:44:27.934]  Ronald Reagan can't win.
[03:44:27.934 --> 03:44:31.015]  And Ronald Reagan is more of a Democrat than he is a Republican.
[03:44:31.015 --> 03:44:33.676]  This guy was president of a union.
[03:44:33.676 --> 03:44:37.918]  He was a lifelong Democrat until he became a Republican governor.
[03:44:37.918 --> 03:44:39.199]  But, you know, that's in California.
[03:44:39.199 --> 03:44:40.619]  It doesn't count, you know.
[03:44:40.619 --> 03:44:41.900]  It's like California values.
[03:44:41.900 --> 03:44:43.581]  You know, like Donald Trump's got New York values.
[03:44:43.581 --> 03:44:46.422]  Look, they don't want to talk about the issues.
[03:44:46.422 --> 03:44:50.444]  And I would advise people, as I'm listening to Rafael Cruz talk,
[03:44:51.448 --> 03:45:08.127]  Go back and look at that article, look at the interview that Alex Jones had with Wayne Madsen exposing the connections of Ted Cruz's father to the CIA in Cuba around the time of the Cuban Revolution, okay?
[03:45:08.687 --> 03:45:10.129]  Ask yourself how he got here.
[03:45:10.129 --> 03:45:19.539]  Why do we keep getting these people with ties to the CFR, with big banks, to the CIA, and not citizens like Barack Obama and Ted Cruz?
[03:45:19.539 --> 03:45:21.441]  He is not eligible, folks.
[03:45:21.441 --> 03:45:22.762]  That's the bottom line.
[03:45:22.762 --> 03:45:24.905]  He is not a natural-born citizen.
[03:45:24.905 --> 03:45:25.585]  I would love
[03:45:26.380 --> 03:45:28.681]  To have an interview with Ted Cruz.
[03:45:28.681 --> 03:45:31.443]  I would not be asking him about the elections.
[03:45:31.443 --> 03:45:34.865]  I was glad that Sean Hannity called him on the BS.
[03:45:34.865 --> 03:45:37.807]  I would call him on the BS of his eligibility.
[03:45:37.807 --> 03:45:44.270]  And we would have that discussion because he likes to throw that out there and use that as a smokescreen, okay?
[03:45:44.270 --> 03:45:48.573]  Now, in a sister article that's up on the Drudge Report as well,
[03:45:49.775 --> 03:45:56.137]  Vanity Fair asks why, or answers I should say, why Democrats are becoming the party of the 1%.
[03:45:56.137 --> 03:46:01.499]  They say in a world of Trumpism and Clintonism, there's only one place for the globalist minded elites to go.
