[00:00:07.785 --> 00:00:10.406]  Ladies and gentlemen, wow!
[03:05:15.108 --> 03:05:21.913]  No, even in the face of total repudiation of the President and the First Lady, check election results, their arrogance remains supreme.
[03:05:21.913 --> 03:05:24.615]  On her way out of the White House, Michelle did an interview with Oprah,
[03:05:24.735 --> 03:05:26.818]  When she said Trump supporters were like toddlers.
[03:05:26.818 --> 03:05:27.278]  Really?
[03:05:27.278 --> 03:05:29.021]  Did we cry about the election results?
[03:05:29.021 --> 03:05:31.243]  Did we say accept the results and then challenge them?
[03:05:31.243 --> 03:05:38.032]  She went on to say people are now feeling hopeless, even though all new polls and markets are indicating this is the most hopeful people have felt in years.
[03:05:38.032 --> 03:05:40.756]  On Barry's way out, he claims he would have beaten Donald Trump.
[03:05:40.996 --> 03:05:46.379]  Even though Hillary lost, whom he campaigned for, and basically told us it's Hillary or end of America.
[03:05:46.379 --> 03:05:52.782]  All this after finalizing their Christmas vacation tab to $35 million on the taxpayer's dime.
[03:05:52.782 --> 03:05:55.044]  This is Owen Schroer for InfoWars.
[03:05:55.044 --> 03:05:57.065]  Get Obama out!
[03:06:01.420 --> 03:06:08.906]  I am very proud to announce the introduction of the highest quality InfoWars Biome Defense Probiotic.
[03:06:08.906 --> 03:06:22.117]  We wanted to come out with the largest spectrum of high quality known probiotics that have been proven to improve overall digestion and health and detoxification in the body.
[03:06:23.058 --> 03:06:34.930]  Biome Defense is an exclusive blend of 50 billion live and active cultures from over 23 different probiotic strains that are known to support digestion and intestinal function.
[03:06:34.930 --> 03:06:40.915]  Our researchers are confident that we have been able to develop what will be the leading probiotic on the market.
[03:06:41.656 --> 03:06:50.679]  Secure your biome defense in ultra strength or regular strength at InfoWarsLife.com today and get started supporting your digestive system naturally.
[03:06:50.679 --> 03:06:58.861]  We've been testing this formula for years, but this is the limited first run to the public, so please take advantage of it today, support your own health, and support the InfoWar.
[03:07:01.186 --> 03:07:07.329]  Two years ago, InfoWars first told you about our research into what has been called the Iodine Conspiracy.
[03:07:07.329 --> 03:07:20.136]  I've told you about how scientists have known for decades that iodine deficiencies can devastate IQ, and how the government knowingly started taking iodine out of the food and adding fluoride, the bad member of the halogen family, into the water.
[03:07:20.316 --> 03:07:23.977]  They took the good halogen out and put the deadly halogen in.
[03:07:23.977 --> 03:07:30.959]  And when the Fukushima crisis worsened, as it still is worsening today, I was there telling you how to prepare yourself and your family.
[03:07:30.959 --> 03:07:43.823]  Now, in 2016, even more information has been revealed concerning the connection between iodine and the gut, which many experts are now saying could be the biggest revelation ever concerning iodine.
[03:07:43.823 --> 03:07:45.383]  You can pull these studies up for yourself.
[03:07:45.663 --> 03:07:52.067]  This is the real deal, folks, and the truth is that iodine is essential, in my view, to any optimum health regimen.
[03:07:52.067 --> 03:07:58.511]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[03:07:58.511 --> 03:08:12.981]  Resistance to tyrants is obedience to God.
[03:08:12.981 --> 03:08:14.682]  It's Alex Jones.
[03:08:21.158 --> 03:08:22.580]  Welcome back to the Alex Jones Show.
[03:08:22.580 --> 03:08:24.161]  I'm David Knight, your host for this fourth hour.
[03:08:24.161 --> 03:08:30.488]  We're going to be joined by Owen Troyer and Ashley Beckford at the bottom of the hour.
[03:08:30.488 --> 03:08:31.610]  They're going to join me at the bottom of the hour.
[03:08:31.610 --> 03:08:33.332]  We're going to talk about some of the current issues.
[03:08:33.332 --> 03:08:38.797]  I want to talk about the history of this countering the info war that we're seeing right now.
[03:08:39.378 --> 03:08:42.282]  Because that's what it was called when it was introduced back in March.
[03:08:42.282 --> 03:08:44.204]  But we have a much longer history than that.
[03:08:44.204 --> 03:08:50.932]  Understand that when this bill got introduced back in March, it was called Countering the Information Warfare Act of 2016.
[03:08:50.932 --> 03:08:53.935]  Then during the summer, they changed the name.
[03:08:53.935 --> 03:08:58.300]  They called it Countering Foreign Propaganda and Disinformation Act of 2016.
[03:09:00.066 --> 03:09:03.848]  Really, this was set up to counter the Infowars, okay?
[03:09:03.848 --> 03:09:07.069]  Because as Hillary Clinton had pointed out, it's an Infowar and we're losing it.
[03:09:07.069 --> 03:09:09.990]  Remember that quote that we played so many times here at Infowars?
[03:09:09.990 --> 03:09:11.891]  They know precisely what this is.
[03:09:11.891 --> 03:09:15.172]  They are involved in a process of information warfare.
[03:09:15.172 --> 03:09:18.293]  And I want to take you back a hundred years ago.
[03:09:18.293 --> 03:09:21.675]  1917, the Espionage Act of 1917.
[03:09:21.675 --> 03:09:26.257]  So many people on the left are now seeing that they've been used as tools.
[03:09:27.113 --> 03:09:34.502]  We see the Democrats, who've been heavily connected to the Democrat Party, now seeing that they're being jettisoned in favor of the Muslims.
[03:09:34.502 --> 03:09:36.605]  That's what the Obama administration is doing.
[03:09:36.605 --> 03:09:42.773]  They're burning down a very important, what has been a very important part of their party, because they frankly don't need the Jews anymore.
[03:09:42.773 --> 03:09:43.554]  They've got the Muslims.
[03:09:44.094 --> 03:09:51.444]  Muslims have a lot of money, and the Muslims have a lot of bodies that Obama is very rapidly bringing into this country.
[03:09:51.444 --> 03:09:54.688]  But there's another aspect of this as well, and that's the Hollywood aspect.
[03:09:54.688 --> 03:09:58.432]  Think about how solid Hollywood has been behind the Democrat Party.
[03:09:59.500 --> 03:10:01.221]  I don't want to go back 100 years.
[03:10:01.221 --> 03:10:06.945]  To a case, the United States versus motion picture film, The Spirit of 76.
[03:10:06.945 --> 03:10:08.906]  Doesn't that sound like a civil asset forfeiture case?
[03:10:08.906 --> 03:10:14.089]  The United States versus a vehicle or a Learjet.
[03:10:14.089 --> 03:10:16.010]  That's what we see with civil asset forfeiture.
[03:10:16.010 --> 03:10:17.371]  This was the U.S.
[03:10:17.371 --> 03:10:20.133]  going against a motion picture film, and the film
[03:10:20.993 --> 03:10:21.914]  We're good to go.
[03:10:36.960 --> 03:10:40.844]  The British look bad was going to be hammered.
[03:10:40.844 --> 03:10:45.429]  And so we have this case, the espionage case of producer Robert Goldstein.
[03:10:45.429 --> 03:10:51.575]  And if you go back and look at this, this is one of the earliest prosecutions for the Espionage Act of 1917.
[03:10:51.575 --> 03:10:53.216]  And remember that it was Barack Obama.
[03:10:53.917 --> 03:11:09.384]  Who has prosecuted, should say persecuted, but he has prosecuted and persecuted more journalists, more whistleblowers under the Espionage Act of 1917 than all the previous presidents of the last 100 years combined.
[03:11:09.384 --> 03:11:13.266]  Think about where this is going as we look at this move against
[03:11:14.431 --> 03:11:15.312]  Free press.
[03:11:15.312 --> 03:11:21.178]  Understand, and this is the facts of the case, let me just lay this out for you because this is very important for you to understand where these people are.
[03:11:21.178 --> 03:11:24.521]  And I'm talking to you, people in Hollywood.
[03:11:24.521 --> 03:11:27.564]  All of you who think that the Democrats are your friend.
[03:11:27.564 --> 03:11:34.011]  Who think that the fake news thing is something that is a response to this election.
[03:11:34.011 --> 03:11:35.212]  It has a very long history.
[03:11:35.993 --> 03:11:39.995]  This was a film that was created and it premiered in Chicago in May of 1917.
[03:11:39.995 --> 03:11:44.377]  And when it premiered, they went in and they got the head of Chicago's police censorship board.
[03:11:44.377 --> 03:11:48.539]  So they started out with brute force censorship, right in your face.
[03:11:48.539 --> 03:11:53.961]  And they confiscated this and said, no, it portrays the British in a negative light and we don't want that because we want to go to war.
[03:11:53.961 --> 03:11:55.802]  And the American people already don't want war.
[03:11:55.802 --> 03:11:57.743]  So we're trying to sell this war to them.
[03:11:57.743 --> 03:12:01.585]  So we're going to stop this information that you've got coming out here.
[03:12:03.525 --> 03:12:04.866]  They confiscated the film.
[03:12:04.866 --> 03:12:10.689]  The film resurfaced in LA with the deleted scenes that they objected to inserted back in.
[03:12:10.689 --> 03:12:17.292]  So then they began a criminal prosecution against a guy who, interestingly enough, was called Goldstein.
[03:12:17.292 --> 03:12:19.613]  Goldstein, like in 1984, remember?
[03:12:19.613 --> 03:12:21.754]  It was Goldstein who got his two minutes of hate.
[03:12:21.754 --> 03:12:29.118]  Now, I'm sure that that was a reference really to Trotsky, the internal fights within the Communist Party that Orwell was referring to, but I think it's
[03:12:29.138 --> 03:12:31.100]  It's kind of interesting that he used that name.
[03:12:31.100 --> 03:12:33.501]  Perhaps it's a coincidence, perhaps not.
[03:12:33.501 --> 03:12:42.869]  What they will end up doing was convicting him for aiding and abetting the German enemy because he made a movie about the American Revolution that showed the British in a negative light.
[03:12:43.820 --> 03:12:47.043]  He was charged in federal court with violating the Espionage Act.
[03:12:47.043 --> 03:12:50.065]  They said that the film was seditious on its face.
[03:12:50.065 --> 03:12:51.506]  This is where we're headed, folks.
[03:12:51.506 --> 03:12:53.528]  Understand, this has not changed.
[03:12:53.528 --> 03:12:54.568]  It has accelerated.
[03:12:54.568 --> 03:13:00.673]  As I pointed out, Barack Obama has used this same act more than all the other presidents combined in the last 100 years.
[03:13:01.894 --> 03:13:05.856]  So I said it was seditious on his act that said he tried to incite riots.
[03:13:05.856 --> 03:13:10.338]  He was trying to cause insubordination, disloyalty and mutiny by US soldiers.
[03:13:10.338 --> 03:13:11.699]  He was sentenced to 10 years.
[03:13:11.699 --> 03:13:14.220]  He was received a massive fine.
[03:13:14.220 --> 03:13:19.522]  He later had his prison sentence commuted to three years by Woodrow Wilson.
[03:13:19.522 --> 03:13:25.445]  They also talked about throughout the entire trial saying that he was actually a German spy, not the Russian
[03:13:26.220 --> 03:13:27.640]  That's the narrative that we're hearing now.
[03:13:27.640 --> 03:13:29.921]  But he was a German spy.
[03:13:29.921 --> 03:13:30.861]  It doesn't matter.
[03:13:30.861 --> 03:13:33.182]  It's all the same thing.
[03:13:33.182 --> 03:13:35.782]  Now, why could they do this, you ask?
[03:13:35.782 --> 03:13:42.104]  Well, it was our beloved Supreme Court that said at the time that motion pictures did not deserve First Amendment protection.
[03:13:42.104 --> 03:13:44.285]  And that was not reversed until 1952.
[03:13:44.285 --> 03:13:49.486]  So all of you people who are saying that the Supreme Court, whatever their opinion is at the moment, is law.
[03:13:50.325 --> 03:13:51.206]  That's not true.
[03:13:51.206 --> 03:13:59.532]  And you should look at this case very carefully and understand how they can say at one point in time that you have free speech in one area, like motion pictures.
[03:13:59.532 --> 03:14:01.173]  Hollywood, are you listening?
[03:14:01.173 --> 03:14:03.815]  And then at a later date they can say you don't have it or whatever.
[03:14:03.815 --> 03:14:13.103]  They can change at will because these are nine politically appointed judges who should not be standing over our Constitution.
[03:14:13.103 --> 03:14:14.564]  They gave that power to themselves.
[03:14:16.465 --> 03:14:20.070]  A Supreme Court decision, and of course Thomas Jefferson opposed that as well.
[03:14:20.070 --> 03:14:22.514]  But then they got more subtle during World War I, okay?
[03:14:22.514 --> 03:14:26.379]  We had Edward Bernays, the father of propaganda.
[03:14:26.379 --> 03:14:29.063]  The guy who talked about engineering consent.
[03:14:30.322 --> 03:14:32.823]  And they got very subtle about how they were going to do this.
[03:14:32.823 --> 03:14:35.785]  They made it a psychological operation.
[03:14:35.785 --> 03:14:44.870]  So the very first PSYOPs of the modern age we had as part of World War I, trying to shape public opinion to get us to support a war.
[03:14:44.870 --> 03:14:53.655]  And then after the war, Edward Bernays became the father of modern public relations because propaganda at that point in time had been associated with Goebbels.
[03:14:54.415 --> 03:14:58.241]  And many Americans think that it was Goebbels and the Nazis who created propaganda.
[03:14:58.241 --> 03:15:00.844]  No, they learned it from Edward Bernays.
[03:15:00.844 --> 03:15:02.947]  And then what did he do post-war?
[03:15:02.947 --> 03:15:07.233]  Well, what they talked about post-war was things like selling cigarettes to people.
[03:15:07.233 --> 03:15:10.017]  And, of course, this is post-World War I. We're still talking about.
[03:15:10.922 --> 03:15:11.943]  Very powerful.
[03:15:11.943 --> 03:15:14.424]  The way that he sold cigarettes to people.
[03:15:14.424 --> 03:15:14.704]  Okay?
[03:15:14.704 --> 03:15:28.473]  He had publicity campaigns telling women that they need to overcome their resistance to cigarette smoking by understanding, having a demonstration in the 1929 Easter Parade, he had fashionable young women flaunt their torches of freedom.
[03:15:28.473 --> 03:15:28.633]  See?
[03:15:29.813 --> 03:15:35.395]  We even saw that with Virginia Slims in my lifetime, telling people, oh yeah, you've come a long way, baby.
[03:15:35.395 --> 03:15:38.436]  You can get cancer as quickly as the men can, okay?
[03:15:38.436 --> 03:15:44.417]  He promoted lucky strikes by convincing women that the forced green hue of the cigarette pack was among the most fashionable of colors.
[03:15:44.417 --> 03:15:52.620]  I'm reading from an article here by The Conversation, taking a look at the progress of propaganda into public relations, okay?
[03:15:53.400 --> 03:16:00.708]  And, interestingly enough, as he was selling these cigarettes, telling people that they were soothing to the throat, that they were slimming to the waistline, okay?
[03:16:00.708 --> 03:16:05.532]  He would, at home, his wife wanted to smoke because she was watching his propaganda.
[03:16:05.532 --> 03:16:11.919]  And he would grab the cigarettes out of her hand and break them in half and throw them into the toilet.
[03:16:11.919 --> 03:16:12.519]  See, he knew that.
[03:16:13.180 --> 03:16:14.722]  But he would do a lot of other things, okay?
[03:16:14.722 --> 03:16:17.164]  He would tell people to sell Dixie cups.
[03:16:17.164 --> 03:16:18.905]  He would create a propaganda campaign.
[03:16:18.905 --> 03:16:20.587]  I'm sorry, public relations.
[03:16:20.587 --> 03:16:21.408]  Okay, that's what he calls it.
[03:16:21.408 --> 03:16:27.994]  He would create a propaganda campaign to tell people, hey, regular glasses and cups in your home aren't sanitary.
[03:16:27.994 --> 03:16:32.998]  You need to use Dixie cups because disposable cups are the only things that are sanitary.
[03:16:32.998 --> 03:16:35.621]  So this is the way they manipulated public opinion.
[03:16:36.775 --> 03:16:39.197]  Now let's fast forward to the 1970s.
[03:16:39.197 --> 03:16:47.264]  We found out that our government, the NSA, the CIA, were spying on Americans, just as we learned yet again with the Snowden revelations.
[03:16:47.264 --> 03:16:48.865]  We had the Frank Church hearings.
[03:16:48.865 --> 03:16:51.447]  We had the Pike hearings in the House.
[03:16:51.447 --> 03:16:54.730]  And they took a close look at that and said, hey, we need to make sure that isn't going to happen.
[03:16:54.730 --> 03:16:58.733]  And they said, don't worry, we're only going to do it to foreign governments.
[03:16:58.733 --> 03:17:01.295]  It's going to be the Foreign Intelligence Surveillance Act.
[03:17:01.295 --> 03:17:02.376]  And that's going to constrain
[03:17:03.177 --> 03:17:04.478]  The CIA and the NSA.
[03:17:04.478 --> 03:17:05.800]  Yeah, right.
[03:17:05.800 --> 03:17:07.361]  So what did they do?
[03:17:07.361 --> 03:17:12.787]  They used the FISA Act to create dragnet surveillance of everyone.
[03:17:12.787 --> 03:17:14.269]  That's precisely what they did.
[03:17:14.269 --> 03:17:15.830]  They used it as a rubber stamp.
[03:17:15.830 --> 03:17:22.137]  The very thing that was supposed to prohibit them from dragnet surveillance of American citizens, they used to rubber stamp
[03:17:22.697 --> 03:17:26.261]  They're search warrants for Mr. and Mrs. Verizon, as Rand Paul talks about it.
[03:17:26.261 --> 03:17:30.946]  You have one FISA judge, as they say, in the so-called FISA court.
[03:17:30.946 --> 03:17:32.688]  There's no argument back and forth.
[03:17:32.688 --> 03:17:42.559]  We're not allowed to know what the FISA court has decided, and yet they say that that FISA court, just like the Supreme Court, can amend our constitutional rights.
[03:17:43.493 --> 03:17:46.135]  They can get a search warrant against everyone.
[03:17:46.135 --> 03:17:58.762]  And now we're seeing this with Facebook and other issues because they passed another act, the CISA Act, that takes away the ability of citizens to sue these organizations like Facebook and Google who turn over this information to the federal government.
[03:17:58.762 --> 03:18:00.983]  That's what they wanted to shut down all along.
[03:18:02.046 --> 03:18:09.752]  Witnesses reported, interestingly enough, for the first time back in May 2012, that congressmen were seeking to lift a propaganda ban.
[03:18:09.752 --> 03:18:24.703]  After World War II, with the Cold War, they created the Voice of America and Radio Free Europe, and they said, but with the Smith-Munt Act, we are going to make sure that they don't broadcast in America because we don't want the American government propagandizing American citizens.
[03:18:24.703 --> 03:18:26.865]  Well, that was being repealed in May of 2012.
[03:18:26.865 --> 03:18:29.387]  One of the first people to tell us about it was Michael Hastings.
[03:18:29.727 --> 03:18:32.188]  Remember the guy that was being pursued by the FBI?
[03:18:32.188 --> 03:18:40.593]  He told his friends and the government, various intelligence agencies, and then he wound up dying in a very suspicious car explosion that I believe was an assassination.
[03:18:40.593 --> 03:18:42.033]  We called that from the very beginning.
[03:18:42.033 --> 03:18:44.115]  I still stand by that assessment.
[03:18:44.115 --> 03:18:46.796]  I believe he was murdered by the American government.
[03:18:46.796 --> 03:18:55.761]  This is a guy who told us back in 2012 an amendment that would legalize the use of propaganda on American audiences is being inserted into the latest defense authorization bill.
[03:18:55.761 --> 03:18:57.762]  Hey, things haven't changed very much, have they?
[03:18:58.649 --> 03:19:01.812]  We now see that this has happened as of this last Friday.
[03:19:01.812 --> 03:19:13.282]  And of course, it was at the beginning of the month, Thursday, I think it was, December the 8th, that we had Hillary Clinton, interestingly, come out and say that we had reached an epidemic of fake news.
[03:19:13.282 --> 03:19:22.071]  And then they inserted this bill that had bipartisan support, was put out there by Portman this summer, that was originally titled, Countering the Information War.
[03:19:22.978 --> 03:19:23.898]  Okay?
[03:19:23.898 --> 03:19:28.940]  They put this into the NDAA the very next day.
[03:19:28.940 --> 03:19:29.900]  That Friday.
[03:19:29.900 --> 03:19:30.560]  Passed it.
[03:19:30.560 --> 03:19:31.421]  Through Congress.
[03:19:31.421 --> 03:19:33.401]  With heavy Republican support.
[03:19:33.401 --> 03:19:34.441]  A lad.
[03:19:34.441 --> 03:19:37.422]  Because it's not just Obama that is taking away your freedom.
[03:19:37.422 --> 03:19:39.103]  It is also the Republicans.
[03:19:39.103 --> 03:19:42.444]  And we need to understand as we look at this, as this is going to play out.
[03:19:43.124 --> 03:19:49.627]  This has been envisioned as a partnership with the State Department, the very institute that Hillary Clinton was running.
[03:19:49.627 --> 03:19:53.748]  It's going to be a partnership between the State Department and the Pentagon.
[03:19:53.748 --> 03:20:00.231]  What is the position of the new Secretary of State, the new Secretary of Defense on this?
[03:20:00.231 --> 03:20:01.771]  Because they were the ones who could shut it down.
[03:20:01.771 --> 03:20:02.032]  Stay with us.
[03:20:02.032 --> 03:20:06.493]  Will the government protect your family from Iran and North Korea's newest weapon, EMP?
[03:20:06.493 --> 03:20:08.074]  We buy guns to protect ourselves.
[03:20:08.354 --> 03:20:10.635]  Home health and car insurance for accidents.
[03:20:10.635 --> 03:20:12.336]  Maybe you also have food storage.
[03:20:12.336 --> 03:20:16.377]  But how would you keep your refrigerator running in a long-term EMP blackout?
[03:20:16.377 --> 03:20:24.681]  Using tested military designs, the SOLARC EMP hardened solar generator protects and powers your critical appliances for years.
[03:20:24.901 --> 03:20:28.405]  Without burying items underground or wrapping them in aluminum foil.
[03:20:28.405 --> 03:20:33.850]  Unlike other preps, SOLARC is used every day to help offset your electric bill automatically.
[03:20:33.850 --> 03:20:38.796]  Visit PortableSolarLLC.com to learn how easily expandable the system is.
[03:20:38.796 --> 03:20:41.979]  SOLARC is the most affordable and powerful solution on the market.
[03:20:42.199 --> 03:20:47.085]  The whole system even fits in the back of a pickup or SUV and can install in less than an hour.
[03:20:47.085 --> 03:20:52.873]  See for yourself why SOLARC beats other off-grid systems at PortableSolarLLC.com.
[03:20:52.873 --> 03:20:54.275]  Don't wait for the government.
[03:20:54.275 --> 03:21:00.163]  Go to PortableSolarLLC.com to learn why SOLARC is energy insurance for your family.
[03:21:01.178 --> 03:21:03.741]  Are you happy washing your hands with harsh chemicals?
[03:21:03.741 --> 03:21:05.903]  Are you happy doing laundry with detergents?
[03:21:05.903 --> 03:21:07.865]  Are you happy paying high prices?
[03:21:07.865 --> 03:21:09.927]  Find your happiness with Pure Soap.
[03:21:09.927 --> 03:21:14.792]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[03:21:14.792 --> 03:21:15.673]  Buy in bulk.
[03:21:15.673 --> 03:21:16.674]  Get a 12-, 36- or 48-month supply.
[03:21:18.576 --> 03:21:21.280]  Or get items individually and still save big.
[03:21:21.280 --> 03:21:24.584]  You're getting soap products twice as good as what you're using now.
[03:21:24.584 --> 03:21:26.847]  Earth friendly and natural soaps.
[03:21:26.847 --> 03:21:28.629]  Your family deserves the best.
[03:21:28.629 --> 03:21:31.293]  Happiness is 5starsoap.com.
[03:21:31.293 --> 03:21:34.056]  Why not put your money up the drain for a change?
[03:21:34.056 --> 03:21:36.600]  See them at 5starsoap.com or call
[03:21:37.040 --> 03:21:40.383]  Call 1-800-340-7091 for a catalog.
[03:21:40.383 --> 03:21:47.590]  Cal Bend Soap Company can save you thousands of dollars and give you good, old-fashioned, real soaps that are triple concentrated.
[03:21:47.590 --> 03:21:50.072]  Soaps made from vegetable and coconut oils.
[03:21:50.072 --> 03:21:53.735]  See their full selection of soaps at 5starsoap.com.
[03:21:53.735 --> 03:21:55.857]  That's F-I-V-E, starsoap.com.
[03:21:55.857 --> 03:21:56.918]  Or call 1-800-340-7091 for a catalog.
[03:22:00.501 --> 03:22:02.422]  Often not valid in all states or where prohibited by law.
[03:22:02.422 --> 03:22:03.543]  Loans are subject to lender approval.
[03:22:03.543 --> 03:22:04.584]  See website for details.
[03:22:04.584 --> 03:22:07.186]  Need some extra cash for Christmas presents this year?
[03:22:07.186 --> 03:22:09.928]  Do you have bad credit or maxed out credit cards?
[03:22:09.928 --> 03:22:13.570]  If you could use extra cash for Christmas, turn your radio up!
[03:22:13.570 --> 03:22:19.195]  45cash.com specializes in connecting you with a lender ready to give you the cash you need for Christmas.
[03:22:19.195 --> 03:22:27.180]  Now you can get a personal loan for up to $5,000 with any type of credit, discreetly from your computer or smartphone, and with no paperwork to send in.
[03:22:27.180 --> 03:22:29.382]  That's right, no paperwork whatsoever.
[03:22:29.662 --> 03:22:34.825]  Your cash can hit your bank account as soon as tomorrow, regardless of your credit history.
[03:22:34.825 --> 03:22:39.008]  Visit 45cash.com to request up to $5,000 for Christmas spending in no time.
[03:22:39.008 --> 03:22:44.872]  Just have a checking account and a regular source of income, and you can get the loan you need now, regardless of your credit.
[03:22:44.872 --> 03:22:49.515]  Go to 45cash.com from your smartphone or computer to get the cash you need.
[03:22:49.515 --> 03:22:51.397]  Visit 45cash.com.
[03:22:51.397 --> 03:22:55.980]  Type www.45cash.com directly into the address bar.
[03:22:55.980 --> 03:22:56.820]  That's 45cash.com.
[03:22:56.820 --> 03:22:57.661]  45cash.com.
[03:22:59.942 --> 03:23:02.543]  And now, three recent financial memories.
[03:23:02.543 --> 03:23:07.806]  Remember the market drops of 2002, the financial crisis of 2008, the flash crash of 2010?
[03:23:07.806 --> 03:23:09.526]  It's not if, but when.
[03:23:09.526 --> 03:23:12.068]  What do you have in place to protect your profits?
[03:23:12.068 --> 03:23:24.533]  OnTheMarkMoney.com introduces WealthGuard, a complete portfolio monitoring system that sends out direct alerts when your accounts hit a targeted downside value, and it works with all your retirement accounts, even 401K.
[03:23:24.533 --> 03:23:26.154]  Learn how to get WealthGuard free.
[03:23:26.154 --> 03:23:27.655]  Go to OnTheMarkMoney.com.
[03:23:30.017 --> 03:23:31.017]  Reality check.
[03:23:31.017 --> 03:23:31.858]  Rampant hacking.
[03:23:31.858 --> 03:23:32.678]  Identity theft.
[03:23:32.678 --> 03:23:33.538]  Mass surveillance.
[03:23:33.538 --> 03:23:35.539]  Defending yourself today is not an option.
[03:23:35.539 --> 03:23:36.499]  It's a requirement.
[03:23:36.499 --> 03:23:39.740]  Introducing the ConcealShield Travel Pack from Defendershield.com.
[03:23:39.740 --> 03:23:45.983]  ConcealShield is cutting-edge wireless blocking technology that eliminates all signals including EMF, GPS, and RFID.
[03:23:45.983 --> 03:23:50.924]  Place cell phones, credit cards, IDs, and other trackable items into the ConcealShield and they become totally invisible.
[03:23:50.924 --> 03:23:53.245]  Get ConcealShield now at Defendershield.com.
[03:23:53.245 --> 03:23:55.166]  Use promo code CONCEAL for 10% off.
[03:23:55.166 --> 03:23:58.767]  Guard your privacy, secure your data, and protect your health with ConcealShield.
[03:24:04.346 --> 03:24:12.518]  Welcome back to the Alex Jones Show!
[03:24:12.518 --> 03:24:16.023]  I'm David Knight and we'll be joining the next segment with Owen Shroyer and Ashley Beckford.
[03:24:16.633 --> 03:24:21.618]  We're going to be talking again about this movement to censor the truth.
[03:24:21.618 --> 03:24:27.064]  And as we look at how this is progressing, I had a very interesting thing that I got in the mail sent today.
[03:24:27.064 --> 03:24:35.293]  And it was from a listener who sent a note to us along with a check and said, thank you so much and the entire staff for all of your hard work.
[03:24:35.914 --> 03:24:44.897]  I'm enclosing not only a donation, they just sent a check to us, not only a donation, but also magazines from the nation, the Sierra Club, and the Southern Poverty Law Center.
[03:24:44.897 --> 03:25:00.162]  And here's the magazine that they sent here, Southern Poverty Report, and their donation card from the Southern Poverty Law Center, saying that they want you to sign a petition calling on President-elect Trump to repudiate bigotry and hate.
[03:25:02.123 --> 03:25:05.167]  Will you repudiate the Ku Klux Klan yet again?
[03:25:05.167 --> 03:25:11.055]  No matter how many times he does it, and he never endorsed them, they simply try to pretend that he did, Morris Dees.
[03:25:11.055 --> 03:25:14.900]  And of course, interestingly enough, it was Morris Dees who defended the Klan.
[03:25:14.900 --> 03:25:17.103]  That was his only involvement in the civil rights
[03:25:17.623 --> 03:25:29.713]  The movement was to defend the Ku Klux Klan and then he dropped out and got back in when it was all finished in the 1970s because he got a massive mailing list working as a PR guy.
[03:25:29.713 --> 03:25:31.574]  We were just talking about public relations.
[03:25:31.574 --> 03:25:34.516]  That's how he got back in and got in and switched sides then.
[03:25:34.516 --> 03:25:39.400]  Went from the Ku Klux Klan to the Democrats and became the Southern Poverty Law Center.
[03:25:39.400 --> 03:25:44.364]  But I think it's interesting and the reason I mention this was because we're having an effect.
[03:25:44.364 --> 03:25:46.466]  Here's someone who was on the far left.
[03:25:47.304 --> 03:25:53.107]  Listening to this false narrative that the Southern Poverty Law Center puts out there about racism.
[03:25:53.107 --> 03:25:58.690]  And listening to the Sierra Club, to the nation, and saying, I can't even read these places anymore now that you've woken me up.
[03:25:59.750 --> 03:26:03.472]  And so we really appreciate that, and the person who sent that, that's for you.
[03:26:03.472 --> 03:26:07.074]  I'm not going to say who it was, but we appreciate that support.
[03:26:07.074 --> 03:26:12.997]  What we try to do here is to offer you products, and that's why we have set up the InfoWars Live Store.
[03:26:12.997 --> 03:26:18.040]  We want to, we need the support to maintain our independence, but we also want to offer you something.
[03:26:18.040 --> 03:26:23.343]  We don't solicit direct donations, we accept direct donations, and we're grateful for that when it happens.
[03:26:23.923 --> 03:26:32.807]  But we want to offer you products that will help you to survive, help you and your family to improve your health, to improve your survivability, your preparedness.
[03:26:32.807 --> 03:26:34.107]  And so that's what we're offering here.
[03:26:34.107 --> 03:26:43.191]  And I think it's interesting as we looked over the last few days, the articles are breaking about how the left is now prepping and the right is saying, hey, we're fine.
[03:26:43.191 --> 03:26:43.931]  Everything's fine.
[03:26:43.931 --> 03:26:44.692]  Donald Trump is there.
[03:26:44.692 --> 03:26:45.752]  You know what?
[03:26:45.752 --> 03:26:50.194]  In this case, the people on the left are acting a bit more wisely than the people on the right.
[03:26:50.973 --> 03:26:56.596]  Because you don't know, even if Donald Trump does everything perfectly, there could be a natural disaster.
[03:26:56.596 --> 03:26:58.077]  There could be an engineered disaster.
[03:26:58.077 --> 03:27:03.140]  You need to prepare for your future and not go back to sleep.
[03:27:03.140 --> 03:27:04.621]  Don't rest on your laurels.
[03:27:04.621 --> 03:27:06.062]  This is a fight that is going to continue.
[03:27:06.062 --> 03:27:10.625]  We're going to talk about that in the next segment, what Obama has signaled that he's going to do.
[03:27:10.625 --> 03:27:12.126]  I was talking about Woodrow Wilson.
[03:27:12.126 --> 03:27:17.849]  You know, Woodrow Wilson, the globalist, was the only president to remain in Washington after leaving.
[03:27:18.644 --> 03:27:21.365]  And now Barack Obama is going to be the next one.
[03:27:21.365 --> 03:27:24.367]  Because he's not finished with his globalist agenda.
