[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[02:53:09.061 --> 02:53:11.603]  You know, the president told me to stop whining.
[02:53:13.223 --> 02:53:21.770]  But I really have to say, the media is even more biased this year than ever before.
[02:53:21.810 --> 02:53:22.570]  You want the proof?
[02:53:23.571 --> 02:53:30.016]  Michelle Obama gives a speech and everyone loves it.
[02:53:30.076 --> 02:53:30.797]  It's fantastic.
[02:53:31.857 --> 02:53:33.899]  They think she's absolutely great.
[02:53:35.260 --> 02:53:40.044]  My wife Melania gives the exact same speech.
[02:53:43.217 --> 02:53:45.979]  And people get on her case!
[02:53:49.001 --> 02:53:54.584]  I wasn't really sure if Hillary was going to be here tonight.
[02:53:54.904 --> 02:54:01.108]  Because I guess you didn't send her invitation by email.
[02:54:02.189 --> 02:54:08.493]  Or maybe you did, and she just found out about it through the wonder of WikiLeaks.
[02:54:10.175 --> 02:54:12.337]  He's the T-Rex of political talk.
[02:54:12.918 --> 02:54:15.781]  Alex Jones on the GCN Radio Network.
[02:54:21.647 --> 02:54:25.331]  I forget who it was that said I wouldn't be part of any club that would have me as a member.
[02:54:27.057 --> 02:54:33.621]  But, watching that roast, that Catholic roast, those people, oh, I'm sorry, except for the one woman in the back, look really creepy.
[02:54:33.701 --> 02:54:36.703]  I mean, like, central casting of, like, Body Snatchers or something.
[02:54:36.723 --> 02:54:44.247]  They're all sweating, and look like demons, and wearing little festooned amulets around their neck while they sit there worshipping Hillary Clinton.
[02:54:45.668 --> 02:54:48.670]  Groucho Marx, who said it, I just know this.
[02:54:50.063 --> 02:54:52.685]  Whether Trump wins or loses, clearly he's way ahead.
[02:54:53.226 --> 02:54:55.188]  Clearly she doesn't have any crowds, he doesn't either.
[02:54:55.208 --> 02:54:59.392]  I mean, he gets 30 people, her VP candidate.
[02:54:59.492 --> 02:55:01.093]  The photos are up on Infowars.com right now.
[02:55:03.490 --> 02:55:05.050]  We win by taking action.
[02:55:05.090 --> 02:55:07.251]  I'm not just saying that to make everybody feel good in case they steal it.
[02:55:07.891 --> 02:55:09.152]  We have exposed globalism.
[02:55:09.212 --> 02:55:10.392]  World government's in trouble.
[02:55:11.092 --> 02:55:15.333]  Major issues of Americanism, not globalism, and all these one-sided trade deals are now front and center.
[02:55:15.833 --> 02:55:23.296]  And the movement that we've started and you've started and Ron Paul pushed and that we see with the exploding with Trump is just beginning.
[02:55:23.356 --> 02:55:31.138]  This is just absolutely a meteoric rise of nationalistic constitutional free market awakening.
[02:55:31.318 --> 02:55:31.798]  Roger Stone?
[02:55:33.398 --> 02:55:34.919]  Look Alex, I totally agree.
[02:55:35.100 --> 02:55:44.667]  I'm really getting fed up with this idea that if you are not for war with the Russians, you are a traitor to the United States, you are a Russian agent.
[02:55:45.107 --> 02:55:58.838]  I was on The Circus, the Showtime show on Sunday, heavily edited by the way, and yet again confronted with this whole idea that I either knew in advance who Assange was going to
[02:56:00.320 --> 02:56:01.523]  I don't think so.
[02:56:10.703 --> 02:56:14.786]  And then on Sunday, I did a CBS interview out of Miami.
[02:56:15.366 --> 02:56:27.533]  They played a clip of Congressman Elijah Cummings of Maryland saying flatly that I knew in advance of the hacking of John Podesta.
[02:56:28.014 --> 02:56:31.576]  Consequently, my attorneys are in the process of contacting him.
[02:56:31.596 --> 02:56:33.537]  We're going to give him an opportunity to retract.
[02:56:34.153 --> 02:56:38.818]  But if he does not, he has made this statement flatly off the floor of the U.S.
[02:56:38.838 --> 02:56:45.606]  House, so he does not enjoy congressional immunity, and he leaves me no choice but to sue him, because it's a falsehood.
[02:56:45.786 --> 02:56:49.270]  It's a lie, and it needs to be put to bed right now.
[02:56:49.775 --> 02:56:52.756]  Well, Roger, I've had them call me a Russian agent, and it really pisses me off.
[02:56:52.916 --> 02:56:58.159]  I mean, these globalists are the ones selling us out to all these foreign interests, and it's just crazy.
[02:56:58.759 --> 02:57:08.583]  WikiLeaks specifically, and you jump in too, Biggs, I mean, just the bombshells, the latest ones that came out in today's dump, where they're saying, we've got to cover up for Hillary, that she was secretly talking to Obama.
[02:57:08.903 --> 02:57:09.804]  He's been caught in a lie.
[02:57:09.824 --> 02:57:10.604]  This is so big.
[02:57:14.085 --> 02:57:15.186]  Where do you think this goes, Roger?
[02:57:16.702 --> 02:57:25.804]  Well, it kind of depends on whether the mainstream media is going to finally bow to the newsworthy nature of these disclosures.
[02:57:25.864 --> 02:57:29.885]  I mean, NBC in particular, they act as if none of it's happening.
[02:57:29.925 --> 02:57:31.566]  It just isn't even happening.
[02:57:31.646 --> 02:57:36.227]  It appears that Hannity is about the only one that actually even covers any of this whatsoever.
[02:57:37.381 --> 02:57:47.026]  Let's remember that only weeks ago, people were attacking both Alex and I because it became clear that Wikileaks wasn't going to release anything that was newsworthy.
[02:57:47.046 --> 02:57:49.888]  And the left was celebrating and high-fiving each other.
[02:57:50.388 --> 02:57:52.149]  Now we know that that was wrong.
[02:57:52.689 --> 02:57:55.872]  So, again, I think that we have to see.
[02:57:56.292 --> 02:58:04.899]  I'm going to focus on the narrow piece of ground that I care about, which is ensuring that we can determine whether or not this was a fair election.
[02:58:05.100 --> 02:58:09.984]  And if it is not... Sure, and you do it with exit polls because they really want to steal the machines.
[02:58:10.799 --> 02:58:12.860]  That's exactly where I think it will be.
[02:58:12.880 --> 02:58:21.505]  The Trump campaign is focused on the question of voter fraud, the other part of this, and certainly a legitimate part of it at that.
[02:58:21.685 --> 02:58:23.246]  So I think we have the ground covered.
[02:58:23.726 --> 02:58:28.509]  Again, I implore good men and good women who have the time and have the motivation.
[02:58:29.089 --> 02:58:33.912]  Patriots, please go to StopTheSteal.org and sign up to help us on Election Day.
[02:58:35.029 --> 02:58:35.669]  Absolutely.
[02:58:35.830 --> 02:58:36.190]  All right.
[02:58:36.290 --> 02:58:39.932]  Everybody making your reports ends up National News, like right here in Texas today.
[02:58:39.952 --> 02:58:42.113]  That's up on DrugsReport.com and other sites.
[02:58:42.173 --> 02:58:43.234]  Thank you so much, Roger Stone.
[02:58:43.274 --> 02:58:43.794]  Talk to you soon.
[02:58:44.414 --> 02:58:45.035]  Great to be here.
[02:58:45.095 --> 02:58:45.335]  Thanks.
[02:58:45.615 --> 02:58:47.156]  Fourth Hour with Paul Watson straight ahead.
[02:58:47.196 --> 02:58:48.797]  Infowars.com forward slash show.
[02:58:48.817 --> 02:58:51.678]  If your station doesn't carry it, we're going to continue on with Paul Watson.
[02:58:51.698 --> 02:58:53.359]  We got more to say here with Joe Biggs.
[02:58:53.699 --> 02:58:54.280]  I'm Alex Jones.
[02:58:59.944 --> 02:59:04.306]  Get Brain Force at 25% off for a limited time at Infowarslife.com.
[02:59:04.446 --> 02:59:06.627]  Ladies and gentlemen, I've been on this the last few months.
[02:59:06.747 --> 02:59:13.569]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[02:59:13.769 --> 02:59:17.051]  One of the worst things with most energy products is it's not sustainable, right?
[02:59:17.071 --> 02:59:18.231]  You're gonna crash afterwards.
[02:59:18.531 --> 02:59:20.372]  And the cool thing about this is it's not just a bunch of
[02:59:20.712 --> 02:59:25.995]  Energy compounds that are going to fire your brain up to a higher RPM or whatever, which it does do, this is sustainable.
[02:59:26.095 --> 02:59:30.097]  This isn't going to spike and you're going to collapse and you're going to feel really bad afterwards.
[02:59:30.297 --> 02:59:33.479]  This has a bunch of different antioxidants and compounds and polyphenols.
[02:59:33.539 --> 02:59:36.561]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[02:59:36.681 --> 02:59:37.982]  You're listening to the Alex Jones Show!
[03:00:19.901 --> 03:00:20.621]  We're on the march.
[03:00:21.322 --> 03:00:22.662]  The Empire is on the run.
[03:00:24.683 --> 03:00:26.043]  We are on the march.
[03:00:26.484 --> 03:00:28.865]  The Empire is on the run.
[03:00:29.625 --> 03:00:33.426]  Alex Jones and the GCN Radio Network.
[03:00:33.806 --> 03:00:34.647]  Thirteen days!
[03:00:34.947 --> 03:00:40.049]  Paul Watson takes over the next segment from Her Britannic Majesty's London, England.
[03:00:40.889 --> 03:00:42.530]  Joe Biggs is here riding shotgun with me.
[03:00:44.375 --> 03:00:48.359]  I haven't even gotten to Michael Moore saying, you know, if you elect Trump, he'll be the biggest F you of the establishment ever.
[03:00:48.379 --> 03:00:50.601]  Well then, why don't you go against the establishment?
[03:00:50.621 --> 03:00:52.383]  This is so obvious, Michael Moore, but you can't.
[03:00:52.803 --> 03:00:55.125]  You have six bodyguards, but I shouldn't be able to own a gun.
[03:00:56.006 --> 03:00:58.088]  I was asking you during the break, do you think it's a landslide for Trump?
[03:00:58.108 --> 03:01:00.430]  You said some really choice points that I agree with.
[03:01:00.971 --> 03:01:01.771]  Repeat those, Joe Beggs.
[03:01:01.791 --> 03:01:03.673]  Well, I think he's going to win by a landslide.
[03:01:04.714 --> 03:01:07.537]  But the thing is, like you said, it's those machines you have to worry about.
[03:01:07.898 --> 03:01:11.582]  You know, people do have the ability, I believe, in a lot of areas to request a paper ballot as well.
[03:01:12.023 --> 03:01:13.785]  If you're able to do that, try that out as well.
[03:01:13.845 --> 03:01:21.233]  But if you look at the Trump rally yesterday in Tampa, Florida, versus the Kaine or the Clinton rallies, he has 20,000, 20,000 turned away, he has 30.
[03:01:24.076 --> 03:01:26.197]  But not just 20,000 people, Alex.
[03:01:26.217 --> 03:01:31.979]  20,000 energized, patriotic, just hopped up on True Freedom.
[03:01:31.999 --> 03:01:33.040]  Of every race, color, and creed.
[03:01:33.060 --> 03:01:34.260]  Yes, everybody.
[03:01:34.360 --> 03:01:37.461]  Gay, straight, Catholic, Muslim, it doesn't matter.
[03:01:37.741 --> 03:01:42.843]  There are people from all over the world that travel to go see this man because he's an amazing individual.
[03:01:43.164 --> 03:01:43.964]  But you have to, like,
[03:01:44.404 --> 03:01:48.828]  You have to pry and pull energy from people who go to these Cain and Clinton rallies.
[03:01:48.848 --> 03:01:50.249]  Hillary's like this zombie.
[03:01:50.309 --> 03:01:59.837]  I mean, let's put the article up from the Gateway Pundit that shows the videos and the photos for TV viewers and radio listeners should go to Infowars.com and CedarDredgeReport has it, DredgeReport.com.
[03:02:00.198 --> 03:02:01.058]  I mean, it's right there.
[03:02:01.539 --> 03:02:01.859]  Wow.
[03:02:01.979 --> 03:02:05.162]  Cain holds rally and only 30 people show up and it's over and over again.
[03:02:05.182 --> 03:02:05.622]  It's like this.
[03:02:05.642 --> 03:02:06.183]  You scroll down.
[03:02:06.743 --> 03:02:07.684]  This isn't out of context.
[03:02:07.724 --> 03:02:08.885]  This is while he's speaking.
[03:02:08.985 --> 03:02:09.586]  It's 30 people.
[03:02:10.046 --> 03:02:12.348]  I mean, yeah, I'm sure there's going to be people who don't go to these things.
[03:02:12.408 --> 03:02:13.289]  But here's the thing, though.
[03:02:13.649 --> 03:02:17.333]  You can see in mass numbers how many people who love Trump, they're coming out.
[03:02:17.833 --> 03:02:19.535]  They're coming... The Googlebot show.
[03:02:19.575 --> 03:02:20.936]  From 10 to 1 interest.
[03:02:21.637 --> 03:02:23.899]  The major corporations admit landslide for Trump.
[03:02:23.979 --> 03:02:25.360]  All the internet bots know.
[03:02:25.780 --> 03:02:28.981]  You've got from 13 to 90, you know, age groups.
[03:02:29.041 --> 03:02:30.241]  People are so excited.
[03:02:30.301 --> 03:02:32.302]  I saw a guy who was so old.
[03:02:32.362 --> 03:02:38.724]  He was out there on one of those walkers and he got there late and they had reached, you know, the capacity for that stadium.
[03:02:39.164 --> 03:02:40.944]  And he goes, man, I just wanted to hear him.
[03:02:40.984 --> 03:02:44.105]  So I helped him walk up to the front of the door and he could still see it in here.
[03:02:44.125 --> 03:02:47.446]  And he was so excited because he knows this is going to change everything.
[03:02:47.466 --> 03:02:48.266]  Well, that's very touching.
[03:02:48.286 --> 03:02:50.087]  I hope you get video of that kind of stuff because it's amazing.
[03:02:50.107 --> 03:02:50.987]  I know that stuff's going on.
[03:02:51.747 --> 03:02:53.228]  What happens if they openly steal it?
[03:02:53.268 --> 03:02:54.288]  I mean, they're really arrogant.
[03:02:54.308 --> 03:02:55.349]  They're full of bravado.
[03:02:55.389 --> 03:02:55.829]  What happens?
[03:02:56.610 --> 03:02:58.731]  You know, I think you're going to see a lot of this.
[03:02:58.791 --> 03:02:59.911]  It's going to have to be forced.
[03:02:59.931 --> 03:03:03.313]  It's going to be covered because you're going to see people extremely mad.
[03:03:03.593 --> 03:03:06.094]  You're going to see social media going off the charts about this.
[03:03:06.574 --> 03:03:07.995]  This has been stolen.
[03:03:08.035 --> 03:03:14.418]  I'm concerned they could pull a false flag, like steal it from Trump and then to demonize us, you know, blow up a government building or something and blame it on us.
[03:03:14.478 --> 03:03:14.858]  I'm telling you.
[03:03:15.159 --> 03:03:15.319]  Yeah.
[03:03:15.999 --> 03:03:16.600]  It's possible.
[03:03:17.120 --> 03:03:21.003]  You know, I don't think there's any fair way that she has a chance of winning.
[03:03:21.303 --> 03:03:24.506]  When you go look at her events, there's no one outside that's excited to be there.
[03:03:24.866 --> 03:03:26.648]  You know, they look like the Walking Dead.
[03:03:27.128 --> 03:03:31.772]  It's the most depressing... I don't mean to be mean, but I mean, Hillary supporters look like...
[03:03:32.372 --> 03:03:33.472]  They've been run over by cars.
[03:03:33.732 --> 03:03:35.233]  I mean, they look mentally retarded.
[03:03:35.473 --> 03:03:36.533]  I mean, I'm not being mean here.
[03:03:36.553 --> 03:03:37.493]  I mean, what the hell happened?
[03:03:37.653 --> 03:03:38.093]  I'll say it.
[03:03:38.133 --> 03:03:38.774]  I think they are.
[03:03:39.094 --> 03:03:41.774]  I mean, we're not just saying that, though.
[03:03:41.794 --> 03:03:46.815]  You go to a Trump rally, I don't care if they're black, Hispanic, white, good looking, focused, well spoken, hard working people.
[03:03:47.195 --> 03:03:51.156]  You go to a Hillary's thing and they look like they're walking dead, man.
[03:03:51.176 --> 03:03:52.257]  I mean, there's something wrong with them.
[03:03:52.277 --> 03:03:56.298]  When you go to Trump rallies, these are all small business owners, people who are not lazy.
[03:03:56.338 --> 03:03:57.478]  People are going out there and
[03:03:58.098 --> 03:04:06.449]  Making a business for themselves, creating something, and giving people jobs, and helping people out, and helping out the economy, and making something for themselves.
[03:04:06.769 --> 03:04:08.151]  And that's what the American Dream's all about.
[03:04:08.191 --> 03:04:11.094]  Yeah, but ignore the crowd of 20,000 that turned away 20,000 in Tampa.
[03:04:12.216 --> 03:04:14.158]  Hillary gets 200, King gets 30.
[03:04:14.238 --> 03:04:15.079]  They're the winner, dude.
[03:04:16.150 --> 03:04:17.732]  If Trump... Michael Moore said so.
[03:04:17.792 --> 03:04:22.576]  If emails came out exposing half the stuff that Hillary's done, I mean, it'd be done.
[03:04:23.177 --> 03:04:29.583]  You know, and you've got Assange going, well, I mean, we've seen some emails, but it's just the same stuff that he says already, because he's honest.
[03:04:30.144 --> 03:04:31.025]  He's not two-faced.
[03:04:31.065 --> 03:04:31.845]  He's not a chameleon.
[03:04:32.126 --> 03:04:37.331]  He doesn't go on TV and act a certain way and then go back and then talk crack about the American people.
[03:04:37.351 --> 03:04:37.611]  That's right.
[03:04:37.651 --> 03:04:38.852]  Everybody's hacked Trump's stuff.
[03:04:38.872 --> 03:04:39.413]  There's nothing there.
[03:04:39.873 --> 03:04:41.354]  It's just like, dude, he's saying the same thing.
[03:04:41.374 --> 03:04:45.395]  Like, everything you're reading here in this about Trump is the exact same thing he's already said in his speech.
[03:04:45.435 --> 03:04:46.616]  So there's nothing we can do.
[03:04:46.656 --> 03:04:50.597]  But when you read this stuff, you've got Hillary Clinton going out there going, oh, I love the American people.
[03:04:50.817 --> 03:04:51.757]  But then you read the emails.
[03:04:51.777 --> 03:04:52.238]  She hates them.
[03:04:52.298 --> 03:04:53.518]  She hates everyday Americans.
[03:04:53.738 --> 03:04:54.619]  You're a super predator.
[03:04:54.839 --> 03:04:55.599]  You're deplorable.
[03:04:55.699 --> 03:04:56.419]  You're this, you're that.
[03:04:57.099 --> 03:04:58.560]  She's a monster, and that's why they hate him.
[03:04:58.860 --> 03:05:00.361]  He doesn't follow polls.
[03:05:00.381 --> 03:05:01.521]  He doesn't follow the directives.
[03:05:01.821 --> 03:05:05.543]  Michael Moore said the best thing is that this is going to be the biggest F you to the establishment.
[03:05:05.563 --> 03:05:06.463]  The elites are scared.
[03:05:06.503 --> 03:05:08.904]  I'm going to play that and the baton that Paul wants when we come back.
[03:05:10.542 --> 03:05:22.327]  With Mrs. Clinton, if... You know, I got the... What I used to say when I could talk, when I couldn't talk, is that, you know, no matter where we went, she'd come in, she'd be grateful, say thanks.
[03:05:22.648 --> 03:05:26.329]  Thank you to the back of the house, people in the kitchen, etc.
[03:05:26.889 --> 03:05:28.970]  But that was always if there was press around.
[03:05:29.851 --> 03:05:32.712]  She's a completely different person when the camera's not on her.
[03:05:33.909 --> 03:05:35.050]  And I ran into an incident.
[03:05:35.110 --> 03:05:44.736]  I was at the Elizabeth Taylor Medical Center in Washington, D.C., and we were doing a tea with Mrs. Chirac, the former French president's wife.
[03:05:46.097 --> 03:05:57.624]  And it was just Mrs. Clinton, Mrs. Chirac, and myself in the same room, and one of the people brought in something, and it did not please her, and she used the N-word very openly.
[03:05:58.339 --> 03:06:00.120]  Not just gangs of kids anymore.
[03:06:00.480 --> 03:06:03.963]  They are often the kinds of kids that are called super predators.
[03:06:04.283 --> 03:06:05.984]  No conscience, no empathy.
[03:06:06.284 --> 03:06:10.127]  We can talk about why they ended up that way, but first we have to bring them to heel.
[03:06:10.427 --> 03:06:17.811]  Again, former top chef to the Clintons, Mr. Martin, can you walk through specifically what was happening in the conversation, what was said?
[03:06:18.932 --> 03:06:21.634]  Well, what had happened with the conversation is,
[03:06:22.549 --> 03:06:26.992]  I was just, like I said, Mrs. Chirac, Mrs. Clinton, and myself in there.
[03:06:27.072 --> 03:06:28.373]  I was just serving them tea.
[03:06:29.213 --> 03:06:34.576]  We had somebody bring in something, I think it was like some tea sandwiches or whatever, and it wasn't exactly what she wanted.
[03:06:35.117 --> 03:06:42.041]  So she tells me to tell that N, N-word, to please, you know, leave and get what she wants.
[03:06:42.681 --> 03:06:44.062]  I mean, that's very common.
[03:06:44.639 --> 03:06:46.440]  Not just gangs of kids anymore.
[03:06:46.780 --> 03:06:50.262]  They are often the kinds of kids that are called super predators.
[03:06:50.582 --> 03:06:52.263]  No conscience, no empathy.
[03:06:52.584 --> 03:06:56.426]  We can talk about why they ended up that way, but first we have to bring them to heel.
[03:06:56.446 --> 03:07:05.531]  I mean, just the demeanor and, you know, and, you know, she would write things down like that to, you know,
[03:07:06.952 --> 03:07:17.846]  She had so many handlers, and when I worked for them in Washington, I used to think to myself, you know, because the parties aside, I thought, you know, this is great.
[03:07:17.906 --> 03:07:24.455]  I'm a kid that grew up on a small farm in Chautauqua County, and here I am working for the free leader of the world.
[03:07:25.325 --> 03:07:32.355]  So you sort of out, you know, you don't look at this other small stuff and then one day you realize, you know, they're really terrible people.
[03:07:32.715 --> 03:07:36.200]  They are often the kinds of kids that are called super predators.
[03:07:36.360 --> 03:07:37.702]  We have to bring them to heal.
[03:07:37.822 --> 03:07:40.345]  Wow, so just to be clear, Tracy Martin.
[03:07:40.365 --> 03:07:41.207]  He's going to do us.
[03:07:41.787 --> 03:07:42.348]  Any better.
[03:07:42.368 --> 03:07:53.715]  I mean, she tells us one thing, she does something totally opposite, and now with all the WikiLeaks information coming out, everything that I've said for the last few years is all proven.
[03:07:54.135 --> 03:07:56.617]  Just like Donald Trump has said, it's all coming out.
[03:07:57.618 --> 03:08:04.222]  So, I think we've got a very, uh, I think we've got somebody saying here, we have to bring them to heel.
[03:08:04.302 --> 03:08:06.323]  Okay, we'll talk about it.
[03:08:06.463 --> 03:08:08.945]  I'm not a super predator, Hillary Clinton.
[03:08:08.965 --> 03:08:10.206]  We have to bring them to heel.
[03:08:24.151 --> 03:08:28.081]  If you are receiving this transmission, you are the resistance.
[03:08:37.993 --> 03:08:40.814]  Alright, Paul Joseph Watson is going to get in the seat there.
[03:08:41.534 --> 03:08:43.155]  I can see he's not in his seat yet.
[03:08:43.335 --> 03:08:47.836]  Paul Joseph Watson, always on target from his Britannic Majesties, England.
[03:08:48.836 --> 03:08:52.537]  But when he comes back, we will hand the baton to him because I wanted to talk to Paul Watson.
[03:08:52.837 --> 03:08:54.998]  There he is, the elusive superstar.
[03:08:55.638 --> 03:08:56.859]  Paul Joseph Watson.
[03:08:56.879 --> 03:09:00.541]  Paul, I want you to take over the show because you're hard to even get to host one hour a week.
[03:09:00.761 --> 03:09:04.524]  You're so busy writing articles and fighting the globalists and dominating Twitter.
[03:09:04.544 --> 03:09:06.445]  Everybody says you're like the Twitter guy and Trump loves you.
[03:09:07.085 --> 03:09:08.066]  Always retweeting your stuff.
[03:09:09.127 --> 03:09:10.167]  What does your gut tell you?
[03:09:10.187 --> 03:09:12.369]  I mean, I don't just, you know me 16 years.
[03:09:12.429 --> 03:09:14.310]  I don't say what I want to believe.
[03:09:14.610 --> 03:09:15.491]  I really say what I think.
[03:09:16.311 --> 03:09:18.033]  And Trump, I think he's going to win in a landslide.
[03:09:18.073 --> 03:09:18.693]  He's got crowds of 20, 30, 40,000.
[03:09:18.773 --> 03:09:19.373]  He has 200, Cain has 30.
[03:09:19.413 --> 03:09:21.555]  There's election fraud news coming up though.
[03:09:25.298 --> 03:09:27.581]  Uh, we've got all the emails proving she's a total criminal.
[03:09:28.102 --> 03:09:31.328]  I mean, even if she skates in and steals it, she's never going to get away with this now.
[03:09:31.348 --> 03:09:34.613]  I mean, this makes the previous email stuff, we'll take a comparison.
[03:09:34.914 --> 03:09:36.757]  What does your gut tell you, Paul?
[03:09:38.843 --> 03:09:39.724]  I really don't know, Alex.
[03:09:39.964 --> 03:09:44.808]  I know that there's a hell of a lot of very stupid people, not just in America, but around the world.
[03:09:45.249 --> 03:09:53.596]  Many of them will have fallen for the propaganda that Trump is unstable, he's literally Hitler, he's got his hand on the nuclear button, he's gonna destroy the world.
[03:09:54.076 --> 03:09:58.861]  You know, and you can understand if people are weak-minded enough to be affected by that propaganda.
[03:09:59.401 --> 03:10:01.303]  It would stop them from voting for Trump.
[03:10:01.784 --> 03:10:11.154]  What I don't understand is, you know, we had Robbie Mook, the Clinton campaign manager on all the Sunday shows saying, oh, we're just amazed by the early voter turnout.
[03:10:11.174 --> 03:10:12.496]  There's so much enthusiasm.
[03:10:13.196 --> 03:10:18.802]  What kind of person wakes up in the morning on any morning, you know, if not November 8th and thinks,
[03:10:19.463 --> 03:10:20.584]  I know what I'm going to do today.
[03:10:20.644 --> 03:10:22.425]  I'm going to go and vote for Hillary Clinton.
[03:10:22.705 --> 03:10:26.848]  Who would have the enthusiasm to vote for Hillary Clinton?
[03:10:27.188 --> 03:10:29.370]  Where is all this enthusiasm coming from?
[03:10:29.690 --> 03:10:35.734]  You can see the videos of her supposed supporters at her own sparsely attended rallies.
[03:10:36.135 --> 03:10:42.479]  They have to be made to applaud and cheer exactly what the instigators want them to cheer.
[03:10:42.739 --> 03:10:45.881]  They have no spontaneous enthusiasm whatsoever.
[03:10:46.022 --> 03:10:47.783]  She is a cultural corpse.
[03:10:48.677 --> 03:10:52.614]  Like, this weekend with Bernie, just carting her around.
[03:10:53.971 --> 03:10:58.074]  Yeah, I mean, who would wake up and enthusiastically want to vote for Hillary Clinton?
[03:10:58.114 --> 03:10:59.414]  Well, yesterday was early voting.
[03:10:59.434 --> 03:11:02.937]  I went out and voted yesterday for Trump and I had that Trump is my president shirt on.
[03:11:03.457 --> 03:11:06.399]  I went in to vote and I wore my blue sweater and then I took it off.
[03:11:06.719 --> 03:11:13.063]  I put my I Voted sticker on and did like a victory lap on my motorcycle around Austin really quick for about 20 minutes and everyone's just kind of looking at me.
[03:11:13.443 --> 03:11:15.325]  But it was just like, you know, I was excited to do it.
[03:11:15.365 --> 03:11:15.905]  I was happy.
[03:11:15.965 --> 03:11:19.727]  I got up and I was like pumped to go out on early voting and cast mine.
[03:11:19.827 --> 03:11:20.448]  I was pretty happy.
[03:11:21.249 --> 03:11:25.690]  All right, Paul, I don't want to take your time, I don't want to hand the baton to you, but since we mentioned it earlier, I'm going to play this clip.
[03:11:26.130 --> 03:11:31.872]  This is Michael Moore, and this is Michael Moore saying Trump election will be the biggest FU in history.
[03:11:32.232 --> 03:11:39.713]  He admits by folks screwed over by NAFTA and GATT, but that's what Hillary and Clinton and all them rammed through, and the whole Republican establishment.
[03:11:39.773 --> 03:11:43.114]  How could any of these idiots not support Trump?
[03:11:43.154 --> 03:11:45.715]  I mean, Moore is such an anachronism.
[03:11:45.755 --> 03:11:46.175]  Here he is.
[03:11:47.695 --> 03:11:49.996]  A millionaire has the same number of votes
[03:11:50.979 --> 03:11:53.381]  As the person without a job, one.
[03:11:54.302 --> 03:11:59.446]  And there's more of the former middle class than there are in the millionaire class.
[03:12:00.687 --> 03:12:01.448]  So on November 8th,
[03:12:03.186 --> 03:12:23.256]  The dispossessed will walk into the voting booth, be handed a ballot, close the curtain, and take that lever, or felt pen or touchscreen, and put a big f***ing X in the box by the name of the man who has threatened to upend and overturn the very system that has ruined their lives.
[03:12:24.336 --> 03:12:25.997]  Donald J. Trump.
[03:12:27.284 --> 03:12:31.245]  They see that the elites who ruined their lives hate Trump.
[03:12:32.026 --> 03:12:33.326]  Corporate America hates Trump.
[03:12:34.386 --> 03:12:35.467]  Wall Street hates Trump.
[03:12:36.047 --> 03:12:37.848]  The career politicians hate Trump.
[03:12:38.668 --> 03:12:43.329]  The media hates Trump after they loved him and created him.
[03:12:44.310 --> 03:12:44.990]  And now hate him.
[03:12:45.710 --> 03:12:46.410]  Thank you, media.
[03:12:47.391 --> 03:12:50.752]  The enemy of my enemy is who I'm voting for on November 8th.
[03:12:51.823 --> 03:13:08.256]  Yes, on November 8th, you, Joe Blow, Steve Blow, Bob Blow, Billy Blow, Billy Bob Blow, all the blows, get to go and blow up the whole system because it's your right.
[03:13:08.776 --> 03:13:14.461]  Trump's election is going to be the biggest you ever recorded in human history.
[03:13:14.781 --> 03:13:16.142]  So it will feel good.
[03:13:17.623 --> 03:13:23.530]  So he runs around demonizing Trump all day, but then I've seen him several times act like he's actually for Trump, because he claims he's this grassroots guy.
[03:13:24.010 --> 03:13:29.917]  How could he, if he's against the corporate stuff, the big banks, all the corruption, they all hate Trump.
[03:13:30.577 --> 03:13:36.144]  This must be a serious identity crisis for all these fake liberals, because Trump is everything they plan to ever want.
[03:13:37.537 --> 03:13:45.186]  And then the White House is meeting with these rappers that talk about raping women, and then they're playing stuff with their kids while Trump's got some edited stuff from 11 years ago.
[03:13:45.206 --> 03:13:45.927]  It's the end of the world.
[03:13:46.427 --> 03:13:48.750]  I mean, that almost sounds like he's for Trump there.
[03:13:49.190 --> 03:13:50.272]  What do you think is happening here?
[03:13:50.292 --> 03:13:51.353]  I mean, is the truth coming out?
[03:13:51.393 --> 03:13:52.074]  Freudian slips?
[03:13:52.374 --> 03:13:53.736]  Paul Watson, I'm handing the baton to you.
[03:13:53.756 --> 03:13:54.116]  We're done.
[03:13:54.136 --> 03:13:54.677]  Go ahead, my friend.
[03:13:55.620 --> 03:13:56.441]  Okay, thanks Alex.
[03:13:56.721 --> 03:13:59.523]  I mean, maybe Michael Moore is a secret Trump voter.
[03:13:59.543 --> 03:14:02.946]  What's interesting about that clip is it started circulating last night.
[03:14:03.587 --> 03:14:05.308]  It got to the top of Reddit, I believe.
[03:14:05.789 --> 03:14:08.051]  And a lot of people were saying, that's fake!
[03:14:08.271 --> 03:14:10.993]  That's not even Michael Moore saying those words.
[03:14:11.053 --> 03:14:19.380]  And in fact, it took until today, where we got the actual video of Michael Moore sat there during this Trumpland event, saying those exact words.
