[00:00:00.029 --> 00:00:00.090]  You
[03:11:12.163 --> 03:11:13.024]  And then you've got some other
[03:11:13.524 --> 03:11:14.765]  Twit, next to him, you can't see.
[03:11:14.785 --> 03:11:15.305]  I mean, I'm sorry.
[03:11:15.545 --> 03:11:21.730]  People are destroying the country, there's cancer viruses in the vaccines, they're selling us out to China, they're shutting off our power plants, they're lying about Donald Trump.
[03:11:21.930 --> 03:11:22.670]  Gloves are off!
[03:11:23.071 --> 03:11:24.051]  And we know yours are off!
[03:11:24.352 --> 03:11:24.912]  So whatever!
[03:11:25.212 --> 03:11:26.173]  Feel your hand!
[03:11:26.193 --> 03:11:28.314]  To quote John Wayne and Drew Gritt.
[03:11:29.095 --> 03:11:32.577]  Ha ha ha ha ha ha ha!
[03:11:32.737 --> 03:11:36.040]  And the horse falls on it, doesn't matter, because there's always the deucex.
[03:11:36.540 --> 03:11:38.141]  Isn't there always the deucex?
[03:11:38.401 --> 03:11:39.242]  The angels!
[03:11:42.500 --> 03:11:44.341]  There's always providence, isn't there?
[03:11:45.462 --> 03:11:52.245]  So, into the fray, into the battle, across the snow, through the woods, to the Hessians we come.
[03:11:54.326 --> 03:11:59.269]  And just Trump doing this as his focal point is so explosive, you can feel the energy levels rising.
[03:11:59.509 --> 03:12:10.255]  Let's go to this clip of Romney flip-flopping like nothing I've ever seen, a total 180, the true definition of a backstabbing, lying piece of filth.
[03:12:12.023 --> 03:12:19.249]  Donald Trump has shown an extraordinary ability to understand how our economy works, to create jobs for the American people.
[03:12:19.750 --> 03:12:26.075]  What little he has said is enough to know that he would be very bad for American workers and for American families.
[03:12:27.096 --> 03:12:30.559]  He understands that our economy is facing threats from abroad.
[03:12:31.099 --> 03:12:34.222]  He's one of the few people who stood up and said, you know what, China has been cheating.
[03:12:34.842 --> 03:12:36.883]  They've taken jobs from Americans.
[03:12:36.943 --> 03:12:37.904]  They haven't played fair.
[03:12:38.304 --> 03:12:40.365]  We have to have a president who will stand up to cheaters.
[03:12:40.625 --> 03:12:46.088]  His proposed 35% tariff-like penalties would instigate a trade war.
[03:12:46.968 --> 03:12:55.112]  And that would raise prices for consumers, kill our export jobs, and lead entrepreneurs and businesses of all stripes to flee America.
[03:12:56.047 --> 03:13:01.150]  I spent my life in the private sector, not quite as successful as this guy, but successful nonetheless.
[03:13:01.670 --> 03:13:12.035]  Sufficiently successful to understand what it takes to get America to be the most attractive place in the world for innovators, entrepreneurs, and business and job creators.
[03:13:12.455 --> 03:13:14.636]  He inherited his business, he didn't create it.
[03:13:15.617 --> 03:13:17.618]  A business genius he is not.
[03:13:19.440 --> 03:13:21.862]  Wow, and there's so much more of that coming up at the bottom of the hour.
[03:13:21.902 --> 03:13:25.304]  We have the Trump video that's a little bit longer than Anthony Gucciardi is going to be playing.
[03:13:25.344 --> 03:13:31.309]  I want to get to a few of these clips though, because, let's face it, these provincial speeches, people love it because it's different, it's working.
[03:13:32.189 --> 03:13:40.615]  I'm told that's what Trump does in person, just loves talking about business and pretty roads and houses and architecture and, you know, I mean, he's a pretty down-to-earth guy.
[03:13:41.116 --> 03:13:43.718]  Romney, Trump is not a huge business success.
[03:13:44.872 --> 03:13:47.653]  We're going to get to that and Trump's response.
[03:13:48.934 --> 03:13:51.315]  Trump playing America's for suckers.
[03:13:51.596 --> 03:13:52.916]  And then we have Trump responding.
[03:13:53.256 --> 03:13:55.297]  Mitt Romney failed candidacy.
[03:13:56.178 --> 03:13:57.879]  Romney failed candidate election.
[03:13:58.259 --> 03:14:02.721]  Can we find in there too where he talks about Hillary and how he brought up Bill raping women?
[03:14:03.242 --> 03:14:04.422]  That's a gold piece.
[03:14:05.123 --> 03:14:07.504]  I mean, if we didn't grab it, it'll be on YouTube now.
[03:14:08.705 --> 03:14:10.806]  So let's play the Trump clips first.
[03:14:11.446 --> 03:14:12.286]  Here, this is really important.
[03:14:14.881 --> 03:14:16.002]  We'll play the first one in a moment.
[03:14:16.022 --> 03:14:17.523]  Mitt Romney failed candidate.
[03:14:18.444 --> 03:14:21.026]  But let's go to Anthony Gucciardi, who's hosting this hour.
[03:14:21.607 --> 03:14:27.912]  Anthony, I cannot put words on how exciting and how dangerous the climate is right now.
[03:14:27.932 --> 03:14:38.320]  And you don't just see it mirrored in politics, but in the economy and militarily and crazy governments bringing in jihadis as fast as they can, thinking that when they attack us, they'll take our rights, that we're that dumb.
[03:14:38.741 --> 03:14:39.742]  This political elite
[03:14:41.331 --> 03:14:44.573]  What took the fact that we were asleep for so long is the fact that we were dead.
[03:14:45.414 --> 03:14:48.096]  And I don't think they understand the Sleeping Giant isn't just awakening.
[03:14:48.756 --> 03:14:52.319]  He's gone in, splashing water on his face, and is sitting on the commode right now.
[03:14:53.820 --> 03:14:58.123]  And, you know, is about to get up and walk out the front door and beat the hell out of the New World Order.
[03:14:59.023 --> 03:15:01.085]  I mean, you know, he's about to go drink a cup of coffee.
[03:15:01.705 --> 03:15:10.331]  And the Giant's up, he's been asleep for a hundred years, and I don't know what these little punks think they're going to pull, because everything they do, they're to the Midas touch.
[03:15:11.272 --> 03:15:15.213]  Well, they've got the touch of death.
[03:15:15.233 --> 03:15:16.414]  They've got the touch of failure.
[03:15:16.794 --> 03:15:18.414]  They're a pack of swarmy crooks.
[03:15:18.775 --> 03:15:19.435]  Anthony, go ahead.
[03:15:20.075 --> 03:15:25.397]  Just imagine the millions of people that have realized for so long they're not going with the establishment.
[03:15:25.417 --> 03:15:26.537]  They don't like what's going on.
[03:15:26.557 --> 03:15:29.818]  The polls with 7% approval rating for Congress.
[03:15:30.359 --> 03:15:32.719]  Horrible approval rating for all the establishment.
[03:15:32.959 --> 03:15:34.220]  All these millions of people
[03:15:34.580 --> 03:15:34.760]  Right?
[03:15:34.840 --> 03:15:36.502]  Thinking they're the minority for years.
[03:15:36.582 --> 03:15:40.264]  Thinking over and over again they can't actually show their true beliefs to the world.
[03:15:40.284 --> 03:15:41.726]  Buying the con that they were alone.
[03:15:41.846 --> 03:15:47.850]  Yeah, buying the media narrative that they're insane and no one believes them, that they're the minority.
[03:15:48.371 --> 03:15:51.593]  And now, watch as they can get behind something that's strong, right?
[03:15:51.633 --> 03:15:57.478]  Watch as their ideology that's spreading like wildfire, they can say, oh my god, wait, people think like this too?
[03:15:58.118 --> 03:16:09.708]  And they can tune into programs like this, instead of the news, which has, the mainstream news, which has no grasp now on the real scenario of the world, and they can say, wait a minute, there's millions of people just like me that think like this?
[03:16:09.808 --> 03:16:12.150]  And once that happens, it's pretty much unstoppable.
[03:16:12.170 --> 03:16:13.591]  It is like a new wave.
[03:16:14.052 --> 03:16:18.536]  A new wave of people realizing their power and realizing everyone else thinks like that.
[03:16:19.196 --> 03:16:27.867]  And the problem with the establishment now is that they are so ridiculous and so silly, they think what, Mitt Romney is going to save them?
[03:16:27.907 --> 03:16:30.050]  I was about to say, this ferret...
[03:16:30.748 --> 03:16:41.291]  This Ted Bundy, you know, John Wayne Gacy wannabe, he's got his head popping up with his facelift, the Barbie doll look, and he's seeing if everybody is going to give him the go.
[03:16:41.652 --> 03:16:53.475]  He's kind of walking back in front, shaking his butt like a prostitute at a brothel, you know, in front of the Johns, the Koch brothers, and the Clintons, and the New World Order, going, hey baby, I'm sexy, I'm sexy, to see what response there is.
[03:16:53.895 --> 03:16:58.217]  That's why it's important to whack this little mole right back down into his filth nest.
[03:16:58.953 --> 03:17:01.534]  Look, I think Mitt Romney is well-spoken.
[03:17:01.654 --> 03:17:04.014]  I think he's well-groomed by the establishment.
[03:17:04.054 --> 03:17:13.057]  I think, you know, he's obviously made tons of money, probably is a billionaire, but according to a lot of the research I've read, is hiding a lot of his assets because he wants to be more relatable.
[03:17:13.477 --> 03:17:26.460]  The big joke to me is they've got Trump, right, which regardless what you think about him, again, regardless what you think about him, is a likable, relatable guy in the sense that he's sitting there talking about the problems that the American public, pretty much all of them, experience.
[03:17:26.741 --> 03:17:28.201]  And then they're going to put Romney in there?
[03:17:28.681 --> 03:17:33.885]  Who is the most unrelatable person in the world who is a complete bought-and-paid-forist.
[03:17:33.905 --> 03:17:38.007]  Maybe he can run forever every four years till he's 90 and then always take a fall.
[03:17:39.108 --> 03:17:41.289]  You know like some of these fighters that Don King would get.
[03:17:41.330 --> 03:17:46.293]  I mean the Republican Party isn't just killing itself and openly saying they're willing to kill themselves and get Hillary in.
[03:17:46.833 --> 03:17:52.737]  They're willing to kill the whole political process like heavyweight boxing if they keep pushing and just rigging these elections.
[03:17:52.777 --> 03:17:53.478]  I mean don't they get it?
[03:17:53.778 --> 03:17:56.780]  We've seen Don King rig 10 or 15 boxing matches.
[03:17:57.100 --> 03:17:58.421]  That killed heavyweight boxing.
[03:17:59.442 --> 03:18:01.363]  We've seen you guys rig a bunch of contests.
[03:18:01.423 --> 03:18:02.303]  Don't you get it?
[03:18:02.624 --> 03:18:04.345]  You slack-jawed crooks.
[03:18:04.845 --> 03:18:08.067]  But the best part is their narrative the whole time is, though, that Trump can't win.
[03:18:08.087 --> 03:18:09.308]  You see?
[03:18:09.348 --> 03:18:10.468]  They say, well, Trump can't win.
[03:18:10.488 --> 03:18:12.590]  We need someone strong like Romney who's gonna win.
[03:18:12.850 --> 03:18:13.110]  What?
[03:18:13.670 --> 03:18:14.571]  Be a strong loser.
[03:18:14.791 --> 03:18:16.972]  Well, Marco, he could really beat Hillary.
[03:18:17.233 --> 03:18:18.353]  You know, he can fly, though.
[03:18:18.774 --> 03:18:19.494]  Yeah, it's absurd.
[03:18:19.534 --> 03:18:22.536]  Everybody makes fun of him, but, you know, at the end of the movie, Dumbo can fly.
[03:18:22.816 --> 03:18:23.597]  Dumbo can fly.
[03:18:24.637 --> 03:18:27.558]  But Dumbo can also see how big people's hands are.
[03:18:27.578 --> 03:18:31.258]  Because Dumbo is obsessed with men's protuberances.
[03:18:31.278 --> 03:18:36.839]  Yeah, when it gets down to that, I think it's a pretty poor situation, right?
[03:18:37.159 --> 03:18:39.280]  And it also shows, though, that they have no one.
[03:18:39.560 --> 03:18:43.880]  The establishment, if the best they can do is... But you know they have pigs in Europe that actually find the truffles?
[03:18:44.560 --> 03:18:48.541]  Did you know they actually blindfold Rubio around the bathhouses and bathrooms at night?
[03:18:48.841 --> 03:18:53.202]  He gets on all fours and runs around like a pig, and he can smell out what he's looking for.
[03:18:58.131 --> 03:18:58.651]  It's a good pause.
[03:18:58.671 --> 03:18:59.612]  It's fun.
[03:19:00.192 --> 03:19:01.152]  Pause for effect, right?
[03:19:02.573 --> 03:19:04.353]  You know, he never paused for effect.
[03:19:04.393 --> 03:19:05.414]  That's on my tombstone.
[03:19:08.975 --> 03:19:12.197]  Oh, hey, how you doing bro?
[03:19:12.217 --> 03:19:12.897]  Your wife's really beautiful.
[03:19:15.845 --> 03:19:17.125]  That's a little inside joke around here.
[03:19:17.286 --> 03:19:21.607]  Isn't it weird, though, that what we're talking about isn't even that weird compared to the news right now?
[03:19:21.967 --> 03:19:25.588]  Like Marco Rubio insulting Donald Trump's member size.
[03:19:25.709 --> 03:19:27.569]  Well, I never talk about stuff like that till they're done.
[03:19:27.609 --> 03:19:32.191]  And then Scalia dies in a secret society event with a pillow over his head, surrounded by devil mask.
[03:19:34.362 --> 03:19:36.023]  Hey, I'm going to hand the baton to you, brother.
[03:19:36.163 --> 03:19:37.223]  Great job today.
[03:19:37.903 --> 03:19:39.384]  We're in there doing our Facebook mentions.
[03:19:39.444 --> 03:19:41.045]  Infowars.com forward slash show.
[03:19:41.065 --> 03:19:44.966]  To all those viewers out there that want to tune in and catch the rest of Anthony Ucciarri in the next 40 minutes.
[03:19:44.986 --> 03:19:46.146]  They're going to get to the clips too.
[03:19:46.166 --> 03:19:47.127]  At least part of them.
[03:19:47.687 --> 03:19:49.328]  Mitt Romney being a failed candidate.
[03:19:49.388 --> 03:19:50.368]  Romney failed candidate.
[03:19:51.628 --> 03:19:52.389]  Collaboration.
[03:19:52.469 --> 03:19:55.610]  Trump talks about his own business record versus Romney's in this other video.
[03:19:56.752 --> 03:20:03.639]  What about the Trump campaign showing the flip-flops as well of the new star of American Psycho 2, Mitt Romney.
[03:20:03.679 --> 03:20:05.842]  I mean, Christian Bale with gray hair.
[03:20:05.962 --> 03:20:06.362]  I don't know.
[03:20:06.382 --> 03:20:08.184]  But he looks like that Hammer guy too.
[03:20:08.204 --> 03:20:09.545]  These guys should be on American Psycho.
[03:20:10.478 --> 03:20:21.088]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[03:20:21.388 --> 03:20:25.312]  There's something that is changing thousands of people's lives, and you could be one of them.
[03:20:25.572 --> 03:20:27.374]  It's called Heart and Body Extract.
[03:20:27.714 --> 03:20:33.179]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[03:20:33.339 --> 03:20:43.127]  What happens with the Formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[03:20:43.367 --> 03:20:49.633]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[03:20:49.853 --> 03:20:53.176]  It can also work on balancing the circulation for diabetics.
[03:20:53.196 --> 03:20:55.037]  So the body is an amazing thing.
[03:20:55.278 --> 03:20:58.200]  It simply needs some help so it has the tools to heal itself.
[03:20:58.400 --> 03:21:00.520]  Heart and body extract gets results.
[03:21:00.861 --> 03:21:06.522]  To order your two-month supply, call now, toll-free at 866-295-5305.
[03:21:06.602 --> 03:21:09.362]  Order online at HBextract.com.
[03:21:10.042 --> 03:21:10.403]  Secret 12.
[03:21:11.003 --> 03:21:13.763]  InfoWars Life's vitamin B12 formulation.
[03:21:14.003 --> 03:21:20.144]  Most forms of vitamin B12 are highly processed and synthetic and cannot be properly absorbed by the body.
[03:21:20.325 --> 03:21:27.306]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[03:21:27.606 --> 03:21:36.436]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[03:21:36.736 --> 03:21:42.663]  Secret 12 is a binary of nutrimedical-grade, bioavailable, coenzyme forms of B12.
[03:21:42.903 --> 03:21:46.067]  Methylcobalamin, the same kind used in B12 injections and
[03:21:46.367 --> 03:21:47.648]  Adenosylcobalamin.
[03:21:47.708 --> 03:21:51.071]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[03:21:51.311 --> 03:21:52.933]  No needles, no injections.
[03:21:53.193 --> 03:21:54.694]  Don't take my word for it.
[03:21:54.854 --> 03:21:55.875]  Try it for yourself.
[03:21:56.055 --> 03:21:57.076]  Discover the secret.
[03:21:57.276 --> 03:21:57.617]  Secret 12.
[03:21:58.357 --> 03:22:02.921]  Secure your revolutionary Secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[03:22:02.941 --> 03:22:03.442]  Infowarslife.
[03:22:03.562 --> 03:22:03.922]  Secret 12.
[03:22:09.542 --> 03:22:11.024]  Are you tired of the cold this winter?
[03:22:11.504 --> 03:22:14.028]  Are you prepared for the next blizzard or snowstorm?
[03:22:14.528 --> 03:22:16.651]  What will you do when the power and heat go off?
[03:22:17.031 --> 03:22:18.133]  That could be our future.
[03:22:18.673 --> 03:22:25.181]  Fortress Clothing's Bug Out Bag with our head-to-toe solution is your one-step answer to survival in the cold.
[03:22:25.582 --> 03:22:26.423]  It doesn't expire.
[03:22:26.783 --> 03:22:27.684]  It doesn't go bad.
[03:22:27.964 --> 03:22:29.006]  It's lightweight and mobile.
[03:22:29.286 --> 03:22:31.888]  And it doesn't just sit on the shelf waiting for an emergency.
[03:22:32.328 --> 03:22:33.729]  You can use Fortress today.
[03:22:34.109 --> 03:22:37.191]  Be warm and comfortable if you or your family work in the cold.
[03:22:37.592 --> 03:22:46.257]  Be warm and comfortable while you play, hunt, fish, camp, ski, paraglide, go sledding with the family, or just shovel the walks.
[03:22:46.637 --> 03:22:47.938]  You will never be cold again.
[03:22:48.299 --> 03:22:50.620]  FortressClothing.com is the answer.
[03:22:50.940 --> 03:22:53.442]  Your emergency preparedness solution to the cold.
[03:22:53.802 --> 03:22:56.264]  Your solution to working or playing in the cold.
[03:22:56.644 --> 03:23:00.326]  Visit us at FortressClothing.com and enter RADIO.
[03:23:00.766 --> 03:23:03.368]  Buy now and receive your 20% off discount.
[03:23:03.708 --> 03:23:05.329]  You will never be cold again.
[03:23:05.769 --> 03:23:07.070]  FortressClothing.com.
[03:23:07.490 --> 03:23:08.931]  It could save your life one day.
[03:23:09.999 --> 03:23:16.865]  It's no secret that pathogens such as bacteria, viruses, moles and fungus can inflict severe damage in the human body.
[03:23:17.025 --> 03:23:21.528]  Fortunately, a new and vastly improved silver solution has been developed.
[03:23:21.648 --> 03:23:32.277]  Supernatural Silver is a revolutionary, broad-spectrum, antibacterial, antiviral, antifungal solution that can be used inside the body as well as on the skin.
[03:23:32.457 --> 03:23:37.721]  Supernatural Silver is unique and superior to colloidal and ionic silvers.
[03:23:37.921 --> 03:23:46.068]  Using a patented technology that is highly effective against colds, flus, infections, food poisoning, and yeast, in addition to many other pathogens.
[03:23:46.368 --> 03:23:55.156]  Supernatural Silver is scientifically supported, extremely safe, and is the number one choice of thousands of people for immune system support.
[03:23:55.236 --> 03:23:58.779]  Find out how Supernatural Silver could change your life.
[03:23:58.899 --> 03:24:02.883]  Go to SupernaturalSilver.com and use the promo code HEALTHY
[03:24:03.103 --> 03:24:08.439]  For 20% off at SupernaturalSilver.com and like us on Facebook!
[03:24:19.228 --> 03:24:20.449]  Welcome back to the fourth hour.
[03:24:20.509 --> 03:24:23.711]  I'm Anthony Gucciardi and I'll be with you for the rest of the hour.
[03:24:24.472 --> 03:24:29.835]  And like we were talking about a bit earlier, if you're just joining us as well, we've got a bunch of clips to play for you.
[03:24:30.236 --> 03:24:35.739]  A bunch of insane drama going on between Trump and Mitt Romney.
[03:24:35.759 --> 03:24:40.682]  Mitt Romney saying he's an amazing businessman and now he's saying he's terrible, saying he's going to be a great president.
[03:24:40.723 --> 03:24:41.823]  Now he's the worst thing in the world.
[03:24:42.083 --> 03:24:43.785]  So we've got a lot on that.
[03:24:43.825 --> 03:24:46.767]  We've got, including Trump, is he not a business success from Romney?
[03:24:46.807 --> 03:24:48.488]  Trump coming back and firing back.
[03:24:49.168 --> 03:24:51.751]  Lots and lots to play in the next segment.
[03:24:52.431 --> 03:24:57.596]  But first and foremost, I wanted to talk about political correctness and word domination.
[03:24:57.616 --> 03:24:59.598]  It's something we've talked a lot about before.
[03:24:59.718 --> 03:25:04.242]  We've talked about political correctness being a form of power and word domination.
[03:25:05.763 --> 03:25:11.124]  Specifically what it comes down to, okay, is this has been used since probably the beginning of time.
[03:25:11.164 --> 03:25:12.645]  I mean, it's been used for thousands of years.
[03:25:13.325 --> 03:25:23.267]  An authority situation where you're not allowed to say certain things, you're not allowed to offend certain people by your words or actions that may actually not even be so offensive.
[03:25:23.867 --> 03:25:29.829]  And one thing that people don't realize, and a lot of people aren't aware of this fact, happened quite some time ago, that
[03:25:30.589 --> 03:25:38.693]  Do you know the mob actually used political correctness to have the Department of Justice stop using, essentially ban, the word mafia?
[03:25:39.314 --> 03:25:40.894]  That's why it's not in the Godfather.
[03:25:40.914 --> 03:25:43.075]  If you watch the Godfather, they don't say the word mafia.
[03:25:43.856 --> 03:25:47.458]  It all comes back to the Italian-American Civil Rights League.
[03:25:48.342 --> 03:25:51.244]  You know, some people say I'm racist when I'm actually not racist.
[03:25:51.284 --> 03:25:51.925]  I love everyone.
[03:25:53.086 --> 03:25:58.450]  But when I talk about political correctness because, you know, I guess I'm white or whatever.
[03:25:58.490 --> 03:25:58.990]  But guess what?
[03:25:59.090 --> 03:26:01.052]  This is the Italian American Civil Rights League.
[03:26:01.212 --> 03:26:02.753]  I am Italian American.
[03:26:02.773 --> 03:26:08.398]  OK, so I guess I have the authority to talk about it when in reality it's just an issue that we should discuss.
[03:26:08.898 --> 03:26:09.939]  So let me bring you back.
[03:26:11.161 --> 03:26:20.572]  In the 70s, the Italian-American Civil Rights League, and I sent this all to you guys as well so we could pull up the pages, was formed as a political group in and around New York City in the early 1970s.
[03:26:20.632 --> 03:26:25.337]  Its stated goal was to combat stereotypes about Italian-Americans.
[03:26:25.798 --> 03:26:29.762]  But what really happened was Joseph Colombo
[03:26:30.583 --> 03:26:35.125]  Who was the boss of the Colombo crime family, one of the five families of the Cosa Nostra.
[03:26:35.145 --> 03:26:35.785]  Okay?
[03:26:36.025 --> 03:26:39.926]  So, a mob boss, a mob boss, created this.
[03:26:40.526 --> 03:26:44.348]  Because what really happened was, he kept getting arrested.
[03:26:44.428 --> 03:26:56.692]  So the group began as an Italian-American anti-defamation league on April 30th, 1970, when approximately 30 Italian-Americans, led by mobster Joseph Colombo, picketed the Manhattan headquarters of the FBI.
[03:26:57.512 --> 03:27:06.337]  They were there to protest the recent arrest of Colombo's son, Joseph Colombo, on a charge of conspiracy to melt down old U.S.
[03:27:06.377 --> 03:27:07.197]  silver coins.
[03:27:08.698 --> 03:27:17.383]  So the senior Colombo had complained of unfair harassment of him and his family by the law enforcement authorities because he's a mob boss.
[03:27:18.220 --> 03:27:20.802]  But, you know, he wasn't saying, well, I'm a mob boss.
[03:27:20.842 --> 03:27:23.044]  He was saying, this is racist.
[03:27:23.404 --> 03:27:24.565]  This is not politically correct.
[03:27:25.026 --> 03:27:26.247]  Ban the word mafia.
[03:27:26.807 --> 03:27:29.029]  And it sounds totally insane now, but guess what happened?
[03:27:29.630 --> 03:27:31.111]  They banned the word mafia.
[03:27:31.411 --> 03:27:33.593]  The Department of Justice stopped using it.
[03:27:33.994 --> 03:27:38.077]  Even the Godfather stopped using the word mafia in the film script.
[03:27:38.097 --> 03:27:38.497]  It goes on.
[03:27:39.218 --> 03:27:46.182]  Within two months, the organization claimed 45,000 dues-paying members and held a large rally in Columbus Circle on June 28, 1970.
[03:27:46.562 --> 03:27:52.966]  The league gained further momentum when Frank Sinatra held a benefit concert in its honor.
[03:27:53.767 --> 03:28:01.191]  So, what's going on here, obviously, is we've got a mob boss family that's saying, we're being treated unfairly as Italian-Americans.
[03:28:01.431 --> 03:28:02.412]  This is racist!
[03:28:03.112 --> 03:28:09.056]  We need to use political correctness and domination to stop people from saying anything that's remotely offensive.
[03:28:09.076 --> 03:28:09.816]  So you know what they did?
[03:28:11.277 --> 03:28:16.181]  They worked with Al Ruddy, the producer of The Godfather, to omit the terms Mafia and Cosa Nostra.
[03:28:17.039 --> 03:28:17.219]  Okay.
[03:28:17.779 --> 03:28:20.380]  And they got rid of the Godfather board game.
[03:28:21.000 --> 03:28:24.722]  They demanded Macy's stop selling a board game called the Godfather game.
[03:28:25.582 --> 03:28:27.683]  And they had television commercials.
[03:28:28.263 --> 03:28:33.425]  They worked with Alka-Seltzer and Ford Motor Company to withdraw their television commercials because they felt it was offensive.
[03:28:33.985 --> 03:28:40.127]  And they got United States Attorney General John Mitchell to order the United States Justice Department to stop using the word mafia.
[03:28:42.148 --> 03:28:43.289]  I'm going to let that sit for a second.
[03:28:44.169 --> 03:28:50.692]  The mafia got the Justice Department to stop using the word mafia because it offended Italian people.
[03:28:51.232 --> 03:28:55.094]  When they were the mob killing people and selling drugs.
[03:28:56.034 --> 03:28:58.395]  That's the power of political correctness right there.
[03:28:58.796 --> 03:29:00.916]  And sure, it's been used for thousands of years in different ways.
[03:29:00.937 --> 03:29:02.937]  We could get into the Soviet era, all that blah, blah, blah.
[03:29:03.358 --> 03:29:03.918]  But guess what?
[03:29:05.009 --> 03:29:09.290]  Political correctness is a method of word domination over you.
[03:29:10.051 --> 03:29:21.135]  And when I don't like something you're saying, I can invoke political correctness to attack you using the full power of the establishment system on my side to silence your argument.
[03:29:21.835 --> 03:29:26.496]  Just like they did with the Italian American Civil Rights League, which by the way had some basis, right?
[03:29:26.797 --> 03:29:28.277]  Just like all these movements have some basis.
[03:29:28.677 --> 03:29:30.698]  There are really actually racist mean people out there.
[03:29:31.735 --> 03:29:36.518]  But the Italian Defense League run by a mobster banned the word mafia.
[03:29:37.178 --> 03:29:41.040]  And because he was getting arrested for scamming people and making money, that's racist.
[03:29:42.361 --> 03:29:43.161]  Some thought for you there.
[03:29:43.522 --> 03:29:44.062]  We'll be back.
[03:29:44.082 --> 03:29:49.665]  We're going to play a bunch of clips from Donald Trump and Mitt Romney as the feud continues and the insanity continues.
[03:29:49.725 --> 03:29:56.649]  We've also got some news including about how a student hacked into a teacher's phone and opened the teacher's phone, took her nudes, and then she got fired.
[03:29:56.669 --> 03:29:58.030]  Let's talk about that when we come back.
[03:29:59.332 --> 03:30:02.333]  We're on the march, the Empire's on the run.
[03:30:03.253 --> 03:30:06.054]  Alex Jones and the GCN Radio Network.
[03:30:10.435 --> 03:30:13.775]  We're now down to four as Ben Carson has abandoned his campaign.
[03:30:14.035 --> 03:30:19.657]  Dr. Ben Carson accusing the Cruz campaign of playing dirty tricks to win the Iowa caucus.
[03:30:19.857 --> 03:30:22.537]  As Christians, of course, we accept people's apologies.
[03:30:22.778 --> 03:30:26.478]  But we also have to ask ourselves, is this acceptable?
[03:30:26.658 --> 03:30:28.839]  Or should there be some accountability?
[03:30:29.893 --> 03:30:35.937]  Tonight, the establishment unleashes its attack chihuahua, Marco Rubio, at the next GOP debate.
[03:30:36.437 --> 03:30:45.743]  It will still be quite a circus, as Rubio and Cruz will be joined by Megyn Kelly and the train seals from Fox News as they try to take down Donald Trump.
[03:30:46.964 --> 03:30:50.885]  Join the Infowars Nightly News staff for live commentary and analysis of the debate.
[03:30:51.306 --> 03:30:57.468]  We'll give you the back story, the full story, and we'll open our phone lines so you can call in and tell us how you see it.
[03:30:57.968 --> 03:30:59.348]  The damage was done to me.
[03:30:59.368 --> 03:31:00.509]  It wasn't done to them.
[03:31:00.969 --> 03:31:05.090]  You can live stream on YouTube at the Alex Jones Channel or on Prison Planet TV.
[03:31:05.530 --> 03:31:07.711]  Coverage begins at 7 central, 8 p.m.
[03:31:07.751 --> 03:31:08.011]  Eastern.
[03:31:09.676 --> 03:31:23.844]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mental Vitality.
[03:31:24.064 --> 03:31:33.549]  Just go to InfoWarsLife.com today, select your favorite product, click on Auto Ship before adding to cart, and choose how often you want us to send you another order.
[03:31:33.849 --> 03:31:42.633]  Every time you choose AutoShip at Infowarslife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[03:31:42.873 --> 03:31:45.314]  And of course, you can cancel with one click anytime.
[03:31:45.694 --> 03:31:49.196]  As you know, I'm all about the idea of a 360 win.
[03:31:49.396 --> 03:31:53.558]  And the new AutoShip feature at Infowarslife.com is a sure win for everybody.
[03:31:53.758 --> 03:31:54.618]  A win for liberty.
[03:31:54.838 --> 03:31:57.442]  A win for health and a win when it comes to big savings.
[03:31:57.762 --> 03:32:03.890]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[03:32:04.030 --> 03:32:07.134]  That's InfoWarsLife.com or call 888-253-3139.
[03:32:08.095 --> 03:32:12.501]  When cells become toxic, they die early and aging sets in.
[03:32:12.801 --> 03:32:13.202]  No one
[03:32:13.342 --> 03:32:20.806]  has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[03:32:21.026 --> 03:32:26.049]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[03:32:26.449 --> 03:32:28.730]  You want the best that's out there at the lowest price anywhere?
[03:32:28.970 --> 03:32:30.751]  We now have the synergistic solution.
