[00:00:11.803 --> 00:00:13.144]  ...is a complete idiot.
[02:54:33.372 --> 02:54:34.893]  The ring of fire.
[02:54:36.113 --> 02:54:37.094]  And it burns.
[02:54:37.274 --> 02:54:38.635]  The taste of love is sweet.
[02:54:39.616 --> 02:54:41.277]  And hearts like ours meet.
[02:54:42.366 --> 02:54:44.548]  When hearts like ours meet.
[02:54:44.569 --> 02:54:46.050]  Paul Watson's taking over the next hour.
[02:54:46.090 --> 02:54:47.472]  I'm taking your phone calls right now.
[02:54:47.492 --> 02:54:51.336]  I was here looking at the story from fullhorst.com.
[02:54:51.376 --> 02:54:55.201]  Report, Hillary planning yet another run for President 2020?
[02:54:56.842 --> 02:54:58.584]  This woman is the definition of herpes.
[02:54:59.285 --> 02:55:00.687]  Paul Watson's going to be covering that.
[02:55:02.910 --> 02:55:05.631]  Stein sues DeForest recount by hand in Wisconsin.
[02:55:06.091 --> 02:55:07.511]  Files suit for PA recount.
[02:55:07.631 --> 02:55:09.592]  Only in Republican areas where Trump won.
[02:55:10.152 --> 02:55:13.053]  I mean, this is naked BS.
[02:55:15.433 --> 02:55:16.394]  Unbelievable.
[02:55:20.175 --> 02:55:21.035]  Who's up next?
[02:55:21.115 --> 02:55:23.855]  Let's go to CJ in Rhode Island.
[02:55:24.456 --> 02:55:25.716]  You're on the air, my friend.
[02:55:28.727 --> 02:55:31.208]  That's a pretty simple question.
[02:55:32.388 --> 02:55:34.389]  Are you sure Donald Trump's for real?
[02:55:34.429 --> 02:55:44.152]  Because look, he's had a friendship with the Clintons, he's had phone calls with them before, you know, he ran for president.
[02:55:44.552 --> 02:55:45.732]  I just want to get your take on that.
[02:55:48.253 --> 02:55:50.414]  You know, that's the question I ask myself every ten seconds.
[02:55:52.153 --> 02:55:53.934]  My gut tells me Trump is for real.
[02:55:53.954 --> 02:55:55.495]  That's why the elite are so scared of him.
[02:55:55.915 --> 02:55:56.816]  I know he worked with the Clintons.
[02:55:56.836 --> 02:55:57.596]  He works with everybody.
[02:55:57.616 --> 02:55:58.697]  He's called me repeatedly.
[02:55:59.017 --> 02:55:59.777]  I'm going to leave it at that.
[02:55:59.837 --> 02:56:00.698]  Let's just say repeatedly.
[02:56:01.659 --> 02:56:03.800]  Let's say I've missed some calls from Donald Trump like ten times.
[02:56:03.820 --> 02:56:06.321]  Let's say I've missed ten Donald Trump calls at least.
[02:56:06.741 --> 02:56:09.583]  The media would piss themselves if they knew that was true, which it is.
[02:56:13.205 --> 02:56:14.446]  We'll see what he does once he gets in.
[02:56:15.026 --> 02:56:15.947]  You've got this commitment.
[02:56:16.027 --> 02:56:17.047]  He goes sideways.
[02:56:17.167 --> 02:56:17.908]  I'm going after him.
[02:56:19.195 --> 02:56:20.236]  All I got is my integrity.
[02:56:20.916 --> 02:56:22.617]  But Hillary, we know who she was.
[02:56:23.217 --> 02:56:24.318]  So that's why we did what we did.
[02:56:24.358 --> 02:56:26.039]  But so far, I'm pretty pleased.
[02:56:26.379 --> 02:56:26.820]  What do you think?
[02:56:29.761 --> 02:56:35.425]  Well, you know, the torture talk, the saying he's going to go after Iran, I really don't like that.
[02:56:35.465 --> 02:56:35.965]  No, I hear you.
[02:56:35.985 --> 02:56:39.507]  I don't want war with Iran, but Iran aimed a missile again at a freaking helicopter.
[02:56:39.527 --> 02:56:40.428]  They've got to stop doing that.
[02:56:41.749 --> 02:56:42.189]  Exactly.
[02:56:44.211 --> 02:56:45.552]  Well, thank you, Mr. Jones.
[02:56:45.612 --> 02:56:46.552]  I really appreciate it.
[02:56:47.033 --> 02:56:47.653]  I appreciate you.
[02:56:47.713 --> 02:56:49.134]  Listen, listen, listen, listen, listen.
[02:56:49.595 --> 02:56:50.696]  I cannot sell out.
[02:56:50.836 --> 02:56:51.816]  It's not in my DNA.
[02:56:52.717 --> 02:56:54.138]  I'm watching Trump like a hawk.
[02:56:55.079 --> 02:57:00.483]  And I'm not bragging, but I had Bush try to get me to go, you know, hang out with him and stuff when he was president-elect.
[02:57:00.743 --> 02:57:01.824]  I don't care about a president.
[02:57:02.405 --> 02:57:03.145]  He's nothing to me.
[02:57:03.706 --> 02:57:04.226]  So don't worry.
[02:57:04.286 --> 02:57:07.048]  I'm not going to, like, go off the reservation just because Trump's giving us attention.
[02:57:08.289 --> 02:57:09.910]  He's got the elite pissed for a reason.
[02:57:10.070 --> 02:57:12.692]  I'm going to give him the benefit of the doubt until he gets in.
[02:57:13.735 --> 02:57:20.538]  And if he delivers on just 30-40 percent, I mean, Hillary was going to bring us to the next level of Supreme Court justices, gun bans, you name it.
[02:57:20.878 --> 02:57:27.740]  If he just makes things a little better for poor people and stuff and better trade deals, I'll say, well, he ain't perfect, but he ain't Hillary Clinton.
[02:57:30.802 --> 02:57:31.922]  I'm going to be a scorned woman.
[02:57:33.943 --> 02:57:36.144]  He screws us over, I'm going to go ape.
[02:57:39.344 --> 02:57:42.467]  I'm not looking forward to that if I have to, but I'm just going to do what has to be done, okay?
[02:57:42.507 --> 02:57:44.409]  You don't have to worry about me.
[02:57:46.551 --> 02:57:47.712]  I'm not even my own person.
[02:57:47.732 --> 02:57:48.673]  I'm a slave to the truth.
[02:57:48.693 --> 02:57:49.134]  I mean, I am.
[02:57:49.294 --> 02:57:50.315]  I just, I cannot help it.
[02:57:51.356 --> 02:57:54.979]  If I see somebody going sideways, I'm going to cover it, but I'm not going to just jump on the bandwagon right away.
[02:57:54.999 --> 02:57:57.582]  I don't see all the method, the madness yet.
[02:57:57.622 --> 02:57:58.283]  I'm seeing some good.
[02:57:58.323 --> 02:57:59.083]  I'm seeing some bad.
[02:58:00.495 --> 02:58:03.196]  I want to be cleared to fire when I pull the trigger.
[02:58:03.916 --> 02:58:06.536]  I want to know exactly what I'm dealing with.
[02:58:08.297 --> 02:58:12.438]  Now, I'm going to break and take a few more calls and hand the baton to Paul Watson.
[02:58:12.458 --> 02:58:15.158]  I'm not trying to talk like Charles Bronson right now.
[02:58:16.119 --> 02:58:18.079]  The worst allergies to hit the United States I've ever hit.
[02:58:18.099 --> 02:58:20.260]  I don't know what's going on with GMO or what's triggering it.
[02:58:20.300 --> 02:58:21.560]  Almost everybody I know is super sick.
[02:58:22.640 --> 02:58:25.681]  I feel like I got fire in some of my lungs, but I am here and I'm enjoying it.
[02:58:26.377 --> 02:58:28.259]  I don't think, oh, your son has to be on air while you're sick.
[02:58:28.960 --> 02:58:30.281]  This is a lot better than laying in bed.
[02:58:30.301 --> 02:58:33.364]  Because every time I cough, it's like an ice pick.
[02:58:33.645 --> 02:58:36.488]  I like separate a rib or something, so it's like ice pick time.
[02:58:36.528 --> 02:58:38.170]  So I'm glad to be here on air.
[02:58:38.210 --> 02:58:39.251]  The adrenaline is awesome.
[02:58:41.089 --> 02:58:42.230]  There's a minute I get off here.
[02:58:43.110 --> 02:58:44.331]  It's gonna be a lot more painful.
[02:58:45.231 --> 02:58:46.972]  Back in 70 seconds to the fourth hour.
[02:58:47.012 --> 02:58:48.393]  Some stations carry it, some don't.
[02:58:48.713 --> 02:58:49.153]  Spread the word.
[02:58:49.193 --> 02:58:50.714]  Infowars.com forward slash show.
[02:58:51.034 --> 02:58:51.874]  They hate that link.
[02:58:52.395 --> 02:58:53.035]  They hate us.
[02:58:53.075 --> 02:58:53.956]  Spread the word, folks.
[02:58:53.996 --> 02:58:54.676]  They can't stand it.
[02:58:55.736 --> 02:58:56.677]  The new media defeats them.
[02:59:00.475 --> 02:59:02.096]  You think our information's hardcore?
[02:59:02.456 --> 02:59:03.697]  You think our focus is brutal?
[02:59:03.937 --> 02:59:05.478]  Try our nutraceuticals.
[02:59:05.759 --> 02:59:06.559]  Try our supplements.
[02:59:06.819 --> 02:59:09.461]  We've taken BrainForce and made it BrainForce Plus.
[02:59:09.681 --> 02:59:13.464]  Now at 20% more in the bottle and an even more hardcore formula.
[02:59:13.884 --> 02:59:16.246]  You owe it to yourself to get these products.
[02:59:16.306 --> 02:59:18.767]  They really have worked for myself, my family.
[02:59:18.807 --> 02:59:20.949]  They have five-star reviews by the thousands.
[02:59:21.529 --> 02:59:25.072]  Secure your BrainForce Plus today at InfoWarsLife.com.
[02:59:25.092 --> 02:59:25.412]  Now 20% stronger.
[02:59:25.432 --> 02:59:26.152]  Again, InfoWarsLife.com.
[02:59:30.295 --> 02:59:32.977]  Look, I'm not gonna sit here and say, see I told you so.
[02:59:33.197 --> 02:59:36.258]  That communist Chinese style net censorship is coming to the web.
[02:59:36.539 --> 02:59:37.319]  Because it's already here.
[02:59:37.719 --> 02:59:38.380]  It's being announced.
[02:59:38.740 --> 02:59:42.202]  The way you keep the internet open and free is you get involved more than ever.
[02:59:42.622 --> 02:59:44.583]  Go to InfoWars.com forward slash app.
[02:59:44.663 --> 02:59:46.224]  A new battleship in the fight.
[02:59:46.404 --> 02:59:47.405]  InfoWars Live.
[02:59:47.605 --> 02:59:48.425]  Available right now.
[02:59:48.705 --> 02:59:50.046]  We're looking for a crew to man it.
[02:59:50.486 --> 02:59:52.887]  You gonna sit down and play games and be a trendy?
[02:59:53.548 --> 02:59:54.508]  Or you gonna be part of history?
[02:59:55.049 --> 02:59:58.070]  Don't sit by and let the internet and free speech be stolen from you.
[02:59:58.571 --> 02:59:59.131]  Take action!
[03:00:02.174 --> 03:00:04.747]  You're listening to The Alex Jones Show!
[03:00:22.279 --> 03:00:27.301]  Before America can be great again, she must be free again.
[03:00:27.822 --> 03:00:30.643]  You're listening to the Alex Jones Show.
[03:00:30.923 --> 03:00:33.244]  And I stand for human freedom worldwide.
[03:00:33.264 --> 03:00:40.387]  I don't care if you're in Africa, Australia, South America, North America, Russia, Europe, I don't care.
[03:00:42.468 --> 03:00:45.430]  I wish you goodwill across time and space.
[03:00:47.391 --> 03:00:47.931]  Come in peace.
[03:00:50.273 --> 03:00:51.895]  Paul Watson's coming up in the next segment.
[03:00:51.915 --> 03:00:54.237]  I'm going to take a few calls before we do that.
[03:00:55.699 --> 03:00:57.301]  Paul's under the weather like I am right now.
[03:00:58.222 --> 03:01:01.606]  But Paul, people keep asking, is Trump for real?
[03:01:01.666 --> 03:01:03.428]  That's kind of a Soros talking point.
[03:01:03.948 --> 03:01:07.112]  I'm not pooh-poohing asking if he's for real, but what is your take on that?
[03:01:09.104 --> 03:01:11.705]  Well, I mean, there's an overreaction on both sides, Alex.
[03:01:12.065 --> 03:01:13.745]  You look at the Mitt Romney situation.
[03:01:14.386 --> 03:01:21.608]  You know, if he selects Mitt Romney for his Secretary of State, the whole narrative has been about, oh, but what about the insults during the campaign?
[03:01:21.648 --> 03:01:24.309]  How can we possibly forgive Mitt Romney for his insults?
[03:01:24.369 --> 03:01:25.669]  It's not about his insults.
[03:01:26.069 --> 03:01:28.350]  It's about the fact that he wanted to arm jihadists.
[03:01:28.410 --> 03:01:30.291]  It's about the fact that he wants war with Russia.
[03:01:30.771 --> 03:01:37.773]  But again, you can't just immediately dispense with a year and a half of hard work because he makes one decision that you don't like.
[03:01:38.393 --> 03:01:44.134]  And you know, leftists are all over the place saying that Trump's surrounding himself with people who believe the same thing as him.
[03:01:44.675 --> 03:01:45.435]  Well, he's not, is he?
[03:01:45.475 --> 03:01:49.496]  If he's picking Mitt Romney, then that is definitely diversity of opinion.
[03:01:49.976 --> 03:02:02.519]  So likewise, just because he does something positive with the wall or any other issue, TPP, we're not immediately going to bow down and worship him and unquestionably, you know, just follow him without thinking about any of his actions.
[03:02:02.559 --> 03:02:05.040]  So on either side of the equation, whatever he does,
[03:02:05.520 --> 03:02:09.402]  He can't dispense with it immediately because that's a massive overreaction.
[03:02:09.862 --> 03:02:12.543]  Unfortunately, you know, that's how a lot of people think.
[03:02:12.944 --> 03:02:18.646]  They think that because he does one thing they don't like that that means he's betrayed the entire movement immediately.
[03:02:19.186 --> 03:02:21.488]  Well, just let him get into office at least.
[03:02:21.608 --> 03:02:23.288]  Let him have a hundred... No, I agree.
[03:02:23.368 --> 03:02:25.289]  What scares the elite so much about him?
[03:02:25.309 --> 03:02:26.330]  That's his biggest feather.
[03:02:28.680 --> 03:02:29.421]  Yeah, exactly.
[03:02:29.981 --> 03:02:39.069]  And if you look at his contract with Americans, all of that he says can be established, can be accomplished within the first 100 days will give him the chance to do it.
[03:02:39.409 --> 03:02:48.277]  You've got Obama on the flip side saying that he's going to sign a slew of executive orders over the next six weeks or so before he's out of office.
[03:02:48.657 --> 03:02:53.081]  So a lot of Trump's time initially will be caught up in rewinding, undoing all that.
[03:02:53.621 --> 03:02:56.825]  That's right, they bitched at him for not signing.
[03:02:56.845 --> 03:02:58.708]  They bitched at him for not signing.
[03:03:07.392 --> 03:03:07.893]  Well, I agree.
[03:03:07.913 --> 03:03:09.034]  He's in front of a mountain of work.
[03:03:09.054 --> 03:03:12.298]  They're like saying, you know, he better rewind everything.
[03:03:12.378 --> 03:03:14.721]  Or, oh, he's transitions in chaos.
[03:03:14.741 --> 03:03:19.648]  He won't sign documents Obama's sending over that we've now learned are documents never been sent before.
[03:03:20.008 --> 03:03:25.115]  They're trying to get Trump to sign contracts as a president to bind himself before it ever happens.
[03:03:27.205 --> 03:03:28.566]  Exactly.
[03:03:28.706 --> 03:03:33.810]  Paralleling that, you've got this huge recount effort which has basically got no chance of succeeding.
[03:03:33.850 --> 03:03:35.632]  It's not going to overturn the election results.
[03:03:35.912 --> 03:03:39.875]  But again, they're trying to put a roadblock between Trump and the inauguration.
[03:03:40.075 --> 03:03:42.257]  You know, January 1920, whatever day it is.
[03:03:42.677 --> 03:03:46.740]  They're trying to delegitimize his legacy before it even begins.
[03:03:47.521 --> 03:03:50.303]  And it's completely failing, as we predicted it would.
[03:03:51.163 --> 03:03:57.407]  Jill Stein basically didn't adhere to the law in Wisconsin, which said you need to have proof of fraud.
[03:03:57.807 --> 03:03:59.568]  It wasn't just, oh, you have to pay this bill.
[03:03:59.628 --> 03:04:01.309]  It's you need to have proof of fraud.
[03:04:01.789 --> 03:04:04.611]  Well, they completely let her override that.
[03:04:04.951 --> 03:04:08.413]  There's going to be a recount there, whether it takes place in time or not, we don't know.
[03:04:09.034 --> 03:04:14.197]  But they're charging her three times the amount they initially suggested was required.
[03:04:14.237 --> 03:04:16.298]  So now she's asking for even more money!
[03:04:17.679 --> 03:04:18.559]  What a surprise!
[03:04:18.579 --> 03:04:21.300]  This is in between worshipping Fidel Castro.
[03:04:23.041 --> 03:04:23.541]  Exactly.
[03:04:24.241 --> 03:04:26.742]  So, Pennsylvania's looking bad as well.
[03:04:26.762 --> 03:04:30.924]  You've got to have people file affidavits in every single voting district.
[03:04:31.384 --> 03:04:32.604]  That's never going to happen.
[03:04:32.624 --> 03:04:36.666]  You're going to need at least three people in each district filing affidavits.
[03:04:37.026 --> 03:04:39.847]  But again, they're probably going to bend the rules to allow them to do it.
[03:04:39.887 --> 03:04:41.067]  That's what I said at the start.
[03:04:41.147 --> 03:04:43.668]  Watch for them bending the rules to allow this.
[03:04:43.908 --> 03:04:46.329]  Let me ask you this question, then I'm going to put... They still haven't paid Wisconsin, by the way.
[03:04:46.369 --> 03:04:48.689]  That deadline is passing in about an hour.
[03:04:49.109 --> 03:04:54.450]  So if they don't pay for Wisconsin, watch again for them bending the rules to allow this to go forward anyway.
[03:04:55.791 --> 03:04:58.951]  I'm going to come back and turn this over to you, but I want to ask you the question we return.
[03:04:59.771 --> 03:05:04.172]  With 52 days till his inauguration, what else will they try to pull?
[03:05:05.053 --> 03:05:05.573]  We'll be back.
[03:05:05.593 --> 03:05:06.073]  Stay with us.
[03:05:10.720 --> 03:05:26.334]  Jeff Sessions, a senator who's been on this program, an early Trump supporter, a believer particularly in sealing our borders in the rule of law, the right man at justice in my opinion.
[03:05:26.724 --> 03:05:31.846]  The right man to proceed against the Clintons with a grand jury proceeding.
[03:05:32.386 --> 03:05:39.528]  I think he's reflective of the kind of men and women that you are going to get out of a Trump administration.
[03:05:40.449 --> 03:05:47.291]  Not men and women who are part of the Washington establishment, not parties of the two-party duopoly.
[03:05:47.811 --> 03:05:55.736]  Chelsea Clinton has reached out to members of the Trump family in a desperate plea not to have her parents prosecuted.
[03:05:56.516 --> 03:05:58.898]  Unfortunately, it does not work that way.
[03:05:58.978 --> 03:06:02.420]  We are a nation of laws, not a nation of men.
[03:06:03.100 --> 03:06:09.864]  And I think those in the Trump inner circle believe that this is a question that is best left to the grand jury.
[03:06:10.544 --> 03:06:16.808]  This is a question that is left not to politics, but to career prosecutors who can examine all the facts
[03:06:17.328 --> 03:06:19.569]  There's a lot of alleged crimes here.
[03:06:19.589 --> 03:06:20.829]  30 years of alleged crime.
[03:06:20.929 --> 03:06:24.470]  As you know, Alex, there's no statute of limitations on treason.
[03:06:25.110 --> 03:06:39.655]  So perhaps selling missile targeting technology to the Chinese in return for campaign contributions, perhaps a special prosecutor should visit that issue and see exactly what happened.
[03:06:40.982 --> 03:06:45.386]  Meanwhile, my friends in Chappaqua tell me that Hillary Clinton is heavily sedated.
[03:06:45.666 --> 03:06:47.908]  We said at the time that her health was not good.
[03:06:47.968 --> 03:06:51.170]  We were told it was a conspiracy theory.
[03:06:51.631 --> 03:06:53.392]  Still don't believe her health is good.
[03:06:54.113 --> 03:07:00.257]  When you see her without the makeup, when you see her without the careful lighting, she does not look well.
[03:07:01.138 --> 03:07:04.501]  I have confirmed, as you did, that she threw a violent fit
[03:07:04.981 --> 03:07:11.445]  When she learned that she was not going to win, she was, uh, her usual foul-mouthed... She attacked Podesta, right?
[03:07:11.545 --> 03:07:27.114]  ...and, and... ...greening obscenities at MOOC and, uh, and Podesta over what could have been the worst presidential campaign in modern political history, given the billion dollars plus that they had to spend.
[03:07:27.554 --> 03:07:27.894]  I don't know.
[03:07:44.760 --> 03:07:50.585]  There are crimes at the Clinton Foundation, Alex, that are even as yet unreported.
[03:07:50.605 --> 03:07:51.266]  Sure, of course.
[03:07:51.526 --> 03:08:09.422]  But when I look at the work of Charles Zortel, who's one of the most respected guys, retired from Wall Street, a true financial expert, someone who has specialized in this area of non-profits, the crimes there that have yet to be reported are extraordinary.
[03:08:20.743 --> 03:08:25.506]  Live from the InfoWars.com studios, it's Alex Jones.
[03:08:27.967 --> 03:08:35.311]  How many times must I tell you?
[03:08:36.031 --> 03:08:36.712]  How many bridges?
[03:08:37.952 --> 03:08:42.174]  Before I can talk to the boss.
[03:08:43.795 --> 03:08:46.637]  Before I can talk to the boss.
[03:08:51.055 --> 03:08:55.399]  How many times must I tell you how much I love you before you finally understand?
[03:08:55.419 --> 03:09:06.148]  The globalists have bad will for you and your family.
[03:09:07.369 --> 03:09:10.112]  I'm not perfect, but I'm busting my ass trying to deliver freedom.
[03:09:11.974 --> 03:09:13.315]  I want to be your forever man.
[03:09:16.476 --> 03:09:17.958]  Alright, we're going back to Paul Watson.
[03:09:18.018 --> 03:09:21.123]  Your phone calls, obviously, with Charles and others holding.
[03:09:21.143 --> 03:09:22.084]  We'll get to you when we can.
[03:09:23.686 --> 03:09:25.128]  But there is so much unfolding.
[03:09:25.148 --> 03:09:26.009]  There's so much happening.
[03:09:26.851 --> 03:09:32.138]  During the break, we had CNN on during the break in the control room.
[03:09:33.240 --> 03:09:34.741]  I'm not trying to talk with a deep voice tonight.
[03:09:34.761 --> 03:09:36.443]  I have a really bad sore throat from pollen.
[03:09:36.963 --> 03:09:39.265]  Half the city's spilling in bed right now, so I'm sorry.
[03:09:39.285 --> 03:09:40.065]  I sound like Darth Vader.
[03:09:40.085 --> 03:09:40.966]  This is how I am.
[03:09:42.207 --> 03:09:45.910]  I probably shouldn't even be here on air, but it just feels better to be on air than, like, in some bed.
[03:09:45.930 --> 03:09:53.816]  And they had the district attorney on about, we still don't know a motive in this Somali attacking.
[03:09:53.936 --> 03:09:54.277]  There it is.
[03:09:54.337 --> 03:09:56.398]  Victim describes attack at Ohio State University.
[03:09:57.119 --> 03:09:58.800]  And they're still saying they don't know the motive.
[03:09:58.840 --> 03:10:00.442]  He's a jihadi from
[03:10:02.017 --> 03:10:09.365]  North Africa, from Northeastern Africa, and this is what they're doing, and I just love the media.
[03:10:09.385 --> 03:10:15.932]  There was an article this morning saying, fake news, Alex Jones says Muslims carried out Ohio shooting.
[03:10:17.714 --> 03:10:20.698]  It wasn't a shooting, it was a freaking stabbing.
[03:10:21.795 --> 03:10:25.936]  And so there's this game that the elites play where they define mother and father.
[03:10:26.316 --> 03:10:27.976]  They define conspiracy theorists.
[03:10:27.996 --> 03:10:30.617]  They define real news versus non-news.
[03:10:30.817 --> 03:10:33.698]  Don't they get that they have no credibility?
[03:10:33.758 --> 03:10:35.318]  Don't they get they're now a joke?
[03:10:35.678 --> 03:10:37.319]  Let me ask Paul Watson this and I got one more thing to do.
[03:10:37.339 --> 03:10:37.979]  I'm gonna get out of here.
[03:10:38.719 --> 03:10:43.200]  Paul, I see the mainstream media doing stuff that only discredits them further.
[03:10:44.340 --> 03:10:47.041]  Or do you see some other angle here or are they just crazy?
[03:10:49.753 --> 03:10:58.020]  No, they're in an echo chamber, and they think that they control the narrative, they control reality, so they can make up their fake news and just pretend that it's real.
[03:10:58.380 --> 03:11:02.463]  What's interesting is that there's fake news which is pro and anti-Trump.
[03:11:02.523 --> 03:11:04.845]  Yes, there are fake news websites, we know that.
[03:11:05.165 --> 03:11:13.432]  But for example, there was a story yesterday, which went viral, that said Trump had already had 5,000 votes in Wisconsin taken away from him.
[03:11:13.752 --> 03:11:15.793]  Completely made up, completely fake news.
[03:11:16.134 --> 03:11:25.100]  They don't complain about that, because it doesn't feed into their conspiracy theory about Vladimir Putin and the Kremlin controlling absolutely everything.
[03:11:25.600 --> 03:11:26.881]  And again, that's the key.
[03:11:26.901 --> 03:11:28.902]  They call us conspiracy theorists all day long.
[03:11:29.282 --> 03:11:43.532]  For the past, what, 6, 8, 10 months, they've peddled the most egregious conspiracy theory about Russian President Vladimir Putin controlling absolutely everything with no evidence whatsoever, yet they still continue to peddle it.
[03:11:43.612 --> 03:11:43.912]  No way.
[03:11:44.733 --> 03:11:46.154]  I wish Putin was running things.
[03:11:46.194 --> 03:11:47.115]  I've never heard from Putin.
[03:11:47.155 --> 03:11:50.939]  We have to actually talk every day, try to figure stuff out, actually do it.
[03:11:50.999 --> 03:11:58.465]  Paul, looking at this, we see the Democrats only intensifying the previous deceptions they've engaged in.
[03:11:59.046 --> 03:11:59.887]  You're a smart guy.
[03:12:00.647 --> 03:12:01.868]  Where do you see this going?
[03:12:01.928 --> 03:12:03.310]  I mean, how does this unfold now?
[03:12:03.810 --> 03:12:08.294]  Because if what they did made them lose the election, now they're only intensifying it.
[03:12:08.334 --> 03:12:08.895]  Where does that lead?
[03:12:10.538 --> 03:12:16.083]  Well, the obvious danger, Alex, is that they've made everyone hysterical over the past 12 months.
[03:12:16.103 --> 03:12:20.468]  They've said that Trump is Hitler, he's got his hand on the nuclear code, he's going to destroy the world.
[03:12:20.908 --> 03:12:24.552]  That has radicalised actual crazies in the United States.
[03:12:25.292 --> 03:12:31.398]  Several assassination plots against Donald Trump, that's why they've got a no-fly zone over Trump Tower, that entire area.
[03:12:31.839 --> 03:12:34.561]  And we see this again yesterday after the attack in Ohio.
[03:12:35.262 --> 03:12:44.790]  What is the reaction after an Islamic terrorist, and by the way, ISIS has now claimed responsibility for that attack, while the media still says, oh, was it a Muslim?
[03:12:44.830 --> 03:12:45.551]  What was the motive?
[03:12:45.991 --> 03:12:47.312]  Well, what do you think was the motive?
[03:12:47.693 --> 03:12:51.296]  He said what the motive was in a Facebook post before he did it!
[03:12:51.376 --> 03:12:51.936]  Exactly!
[03:12:51.976 --> 03:12:52.737]  That's what I mean!
[03:12:52.817 --> 03:12:53.738]  It's like crazy!
[03:12:54.540 --> 03:12:59.503]  It's all laid out, but they responded not by questioning, well, what's the issue here?
[03:12:59.543 --> 03:13:06.988]  Do we have a problem with Islamic terrorism given that this is the second high-profile attack by a Somali migrant just over the past few months alone?
[03:13:07.228 --> 03:13:11.812]  We had the, again, knife attack in the mall in Minnesota, uh, Minneapolis.
[03:13:12.292 --> 03:13:19.437]  No, they're not asking questions, this was a gun-free zone, if it wasn't for the brave cop, more people would have been injured, people would have actually died.
[03:13:19.837 --> 03:13:24.380]  No, they're talking about the biggest issue after this being mean tweets
[03:13:25.001 --> 03:13:25.882]  We're good to go.
[03:13:41.258 --> 03:13:44.299]  Paul, let me interrupt you and then I'm going to get out of here, but you bring up too many points.
[03:13:44.899 --> 03:13:52.021]  We had an article yesterday on Infowars.com where the local Islamist mosque and group said, oh, white cop shoots Muslim.
[03:13:52.161 --> 03:13:53.362]  Oh, we see it's racist.
[03:13:54.042 --> 03:13:57.903]  They were saying that the cop wasn't a hero for shooting this guy.
[03:13:58.403 --> 03:13:59.844]  I mean, this is getting crazy.
[03:13:59.864 --> 03:14:07.766]  And then they have Democrats on TV, I have a clip we're going to play in a minute, saying it's the fault of guns a day after it was admitted not to be a gun.
[03:14:09.670 --> 03:14:10.270]  No, exactly.
[03:14:10.451 --> 03:14:17.856]  We've got other tweets like this one which blamed Trump and white Americans because the terrorist was probably bullied by racists.
[03:14:18.456 --> 03:14:21.958]  And again, this would be a fringe thing unless it was being backed up by the media.
[03:14:22.299 --> 03:14:24.900]  So they're out legitimising violence.
[03:14:24.940 --> 03:14:27.502]  We saw them legitimise violence against Trump supporters.
[03:14:28.183 --> 03:14:32.486]  Wave of violent physical beatings of Trump supporters off the country, across the country.
[03:14:32.546 --> 03:14:36.929]  Meanwhile, they're making up fake hate crimes against Muslims.
[03:14:36.969 --> 03:14:38.590]  We've documented that over and over again.
[03:14:39.130 --> 03:14:47.758]  And if you go out and you watch the videos where people talk to these Somali migrants in these communities, who are completely unintegrated, you know, it's the biggest source for ISIS.
[03:14:47.818 --> 03:14:49.480]  No, it's like a ten minute video.
[03:14:49.500 --> 03:14:51.042]  They almost all support Jihad.
[03:14:52.059 --> 03:14:53.260]  Yeah, we're going to play the video.
[03:14:53.600 --> 03:14:58.184]  They ask them directly, do you believe that violence is justified if someone makes fun of the Prophet Muhammad?
[03:14:58.204 --> 03:14:59.065]  They all say yes!
[03:14:59.746 --> 03:15:09.934]  They all say that violent terrorism is justified, but the problem, after someone goes on a knife rampage and slashes nine innocent people, it's not that ideology.
[03:15:09.954 --> 03:15:14.078]  Sure, and they're kicking Italians out of their own businesses to put Islamists in.
[03:15:14.138 --> 03:15:17.561]  I mean, why do you think the left is allied with radical Islam?
[03:15:19.312 --> 03:15:24.019]  Because it gives them protection against all their arguments against anyone who disagrees with them.
[03:15:24.500 --> 03:15:31.471]  If you disagree with them on their arguments, they just run and hide behind racism and behind Islamophobia.
[03:15:31.591 --> 03:15:33.875]  Islam is like the muscle of the left now.
[03:15:34.926 --> 03:15:41.853]  Yeah, they're using it as a human shield for their argument, which on the foundation of it completely collapsed.
[03:15:42.173 --> 03:15:44.896]  If they can use this as a shield, then it benefits them.
[03:15:45.537 --> 03:15:52.383]  I mean, you've got San Francisco today, Alex, coming out and passing a resolution saying, we're a sanctuary city, by the way.
[03:15:53.104 --> 03:15:57.826]  Ohio State students called for their campus to be a sanctuary days before this attack.
[03:15:58.146 --> 03:16:01.167]  So San Francisco comes out and says, we're a sanctuary city.
[03:16:01.667 --> 03:16:04.288]  We will allow basically illegal immigrants to live here.
[03:16:04.789 --> 03:16:10.611]  Meanwhile, we're also going to protect the LGBT community from all the hate that's coming their way.
[03:16:10.911 --> 03:16:16.333]  Well, the problem with that is most of the hate is coming from the illegal immigrants that you bring in.
[03:16:16.373 --> 03:16:20.555]  They asked Muslim immigrants in Britain if they think homosexuality should be legal.
[03:16:21.295 --> 03:16:23.116]  Over 50% of them said no.
[03:16:23.536 --> 03:16:25.918]  Homosexuals should basically be criminalized.
[03:16:26.098 --> 03:16:27.559]  Well that's the thing about Fidel Castro.
