[00:00:00.009 --> 00:00:02.198]  You're listening to The Alex Jones Show!
[03:16:42.608 --> 03:16:43.909]  Hopefully in my lifetime.
[03:16:45.077 --> 03:16:51.183]  But we aren't going to try it as long as we have the GOP establishment fighting back.
[03:16:51.803 --> 03:16:53.345]  And that's essentially what's happening.
[03:16:53.385 --> 03:16:54.446]  They're striking back.
[03:16:54.506 --> 03:17:01.892]  It's like, Darth Vader, we need to cue the theme song for Alex here, because when I saw that on National Review, I go, here they go again.
[03:17:02.173 --> 03:17:05.055]  They want to nail this down to the ground, and of course they have political
[03:17:06.076 --> 03:17:07.797]  Uh, uh, a stake in this.
[03:17:07.877 --> 03:17:09.658]  They, they are part of the establishment.
[03:17:09.698 --> 03:17:11.459]  That's why they don't want the establishment to change.
[03:17:11.499 --> 03:17:16.221]  This is the establishment, media establishment politicians who don't want things to change.
[03:17:17.001 --> 03:17:17.621]  Think about this.
[03:17:17.661 --> 03:17:20.663]  You know, you, you either lead, follow, or get out of the way.
[03:17:21.616 --> 03:17:24.517]  They don't want to identify the problems and lead us out of this.
[03:17:24.557 --> 03:17:27.898]  And when the American people identify the problems, they won't follow us.
[03:17:27.978 --> 03:17:33.219]  As a matter of fact, they lie to us about what they're going to do when we say, yeah, hey, look, this is a problem.
[03:17:33.520 --> 03:17:35.240]  We want to elect you to fix this.
[03:17:35.260 --> 03:17:36.280]  Yeah, we'll do that.
[03:17:36.340 --> 03:17:37.121]  Just vote for us.
[03:17:37.461 --> 03:17:40.062]  And immediately they betray the GOP voters.
[03:17:40.542 --> 03:17:43.283]  And so now people are saying to them, get out of the way.
[03:17:43.803 --> 03:17:44.443]  Get out of the way.
[03:17:44.963 --> 03:17:46.824]  You're just useless and irrelevant.
[03:17:47.124 --> 03:17:47.765]  So what do they do?
[03:17:47.825 --> 03:17:50.866]  They push back against Trump in this editorial.
[03:17:50.886 --> 03:17:52.187]  And there's a lot to talk about with that.
[03:17:52.547 --> 03:17:54.068]  I don't think we've got time to get into that.
[03:17:54.528 --> 03:17:57.330]  I want to continue on with this idea that somehow...
[03:18:00.280 --> 03:18:09.207]  This is a mistake that we need to correct, you know, that we have Americans who are accidentally breaking law and then this bureaucracy is coming down on them.
[03:18:09.247 --> 03:18:11.148]  That's what they really need to address.
[03:18:11.809 --> 03:18:24.078]  They say the failure of Congress to articulate a clear standard of criminal intention, they have a Latin term, mens rea, which means guilty mind, coupled with a dramatic expansion of the federal criminal code.
[03:18:24.098 --> 03:18:25.820]  Yeah, let's talk about that dramatic expansion.
[03:18:26.440 --> 03:18:28.141]  I reported on that a couple weeks ago.
[03:18:28.201 --> 03:18:34.767]  At the end of the year, they pointed out there was over 81,000 pages added to the Federal Register in one year.
[03:18:35.307 --> 03:18:35.888]  A new record.
[03:18:36.568 --> 03:18:43.774]  But for the last several years, they've been adding 79,000, 80,000 pages of rules every year.
[03:18:43.954 --> 03:18:45.735]  These are the bureaucracies that are adding the rules.
[03:18:45.796 --> 03:18:47.317]  And just as you saw a couple of days ago,
[03:18:47.964 --> 03:18:55.529]  When we played those Park Service employees celebrating the fact that they take people's property and they always pay a lot less than it's due.
[03:18:55.569 --> 03:18:56.530]  So we're the bad guys.
[03:18:56.850 --> 03:18:57.711]  And they laughed about it.
[03:18:58.431 --> 03:19:02.454]  They, you know, they didn't laugh about the fact that, oh yeah, they think we're bad guys, but we're really good guys.
[03:19:02.514 --> 03:19:03.735]  No, they owned it.
[03:19:04.196 --> 03:19:05.416]  They owned it like Darth Vader.
[03:19:06.577 --> 03:19:17.145]  And they were pointing out that, you know, when you have a situation like this, how do we get to a situation where the Congress says, well, you know, the problem is we've had a dramatic expansion of the federal criminal code.
[03:19:17.759 --> 03:19:18.880]  They've allowed that to happen.
[03:19:19.480 --> 03:19:26.604]  People like Orrin Hatch, who's been there forever, stepped aside and made Congress a rump organization.
[03:19:26.804 --> 03:19:30.426]  They basically do nothing except collect money and run for office.
[03:19:31.527 --> 03:19:34.889]  They don't exercise their legislative duty.
[03:19:35.748 --> 03:19:49.896]  We elected them so that we would not have legislation without representation, taxation without representation, and so now we've got a federal bureaucracy that does all that and they come back and say, well, you know, sometimes people don't have criminal action and we're locking them up and taking their property.
[03:19:50.696 --> 03:19:52.077]  Well, why don't you do something about it?
[03:19:52.217 --> 03:20:00.762]  Why don't you, maybe, we should have Congress write a law that would require Congress to write the laws instead of allowing the bureaucracies to do it so they can grow their empires.
[03:20:01.002 --> 03:20:02.063]  Stay with us, we'll be right back.
[03:20:09.099 --> 03:20:12.282]  Winter has just begun, and are you already tired of being cold?
[03:20:12.702 --> 03:20:14.503]  How would you like to never be cold again?
[03:20:14.523 --> 03:20:21.129]  This is Dale with Fortress Clothing, and I'm here to tell you, you will never be cold again with Fortress.
[03:20:21.932 --> 03:20:31.239]  If you're tired of freezing your butt off, elk hunting, sitting in a tree stand deer hunting, winter camping, fishing, ice fishing, no longer fear the cold.
[03:20:31.820 --> 03:20:35.202]  If you snowmobile, ski, snowboard, get Fortress.
[03:20:35.843 --> 03:20:41.968]  Sledding with the kids, shoveling the walks, shopping, or if you or your spouse get cold feet at home, get Fortress.
[03:20:42.468 --> 03:20:50.835]  If you're stuck outside working in the cold or find yourself in an emergency situation, get our winter bug out bag and you will never be cold again.
[03:20:51.335 --> 03:20:55.218]  Fortress is the answer, so quit complaining and go to FortressClothing.com.
[03:20:55.498 --> 03:20:58.239]  It's a mid-layer garment that goes with anything you want to wear.
[03:20:58.700 --> 03:21:02.342]  Enter coupon code RADIO and get 20% off any item.
[03:21:02.762 --> 03:21:04.664]  Go now while we still have inventory.
[03:21:05.064 --> 03:21:06.004]  FortressClothing.com
[03:21:09.042 --> 03:21:15.267]  Chronic inflammation is now known to block your ability to repair and compromises your immune system, making you more vulnerable to all diseases.
[03:21:15.747 --> 03:21:20.711]  Since poor diet, injuries or stress are all contributing factors, many people suffer from inflammation.
[03:21:20.931 --> 03:21:25.794]  Your body's number one means of neutralizing inflammation and the pain that it may be causing is glutathione.
[03:21:26.055 --> 03:21:30.378]  Glutathione is the body's number one peptide to neutralize free radicals and thus stop inflammation.
[03:21:30.618 --> 03:21:31.759]  Hi, my name is Jason.
[03:21:31.839 --> 03:21:32.800]  I'm 44 years old.
[03:21:32.940 --> 03:21:39.166]  For 10 years, I have been suffering from chronic pain in my abdomen and groin that radiated down into my feet.
[03:21:39.327 --> 03:21:46.554]  After three weeks on One World Way, the pain in my feet reduced by 50% and the overall pain in my body reduced significantly as well.
[03:21:46.654 --> 03:21:47.695]  I ran out of One World Way
[03:21:47.955 --> 03:21:48.996]  And the pain returned.
[03:21:49.196 --> 03:21:54.839]  I got another container, and again, after three weeks, the pain reduced significantly throughout my body.
[03:21:55.019 --> 03:21:59.582]  I'd highly recommend One World Way to anyone dealing with chronic pain due to inflammation.
[03:21:59.682 --> 03:22:00.862]  Call 888-988-3325 or visit OneWorldWay.com.
[03:22:00.882 --> 03:22:01.823]  That's OneWorld, W-H-E-Y.com.
[03:22:08.675 --> 03:22:10.657]  Are you sneezing, coughing, and aching?
[03:22:10.677 --> 03:22:14.119]  Do you have a sore throat, a fever, or the sniffles?
[03:22:14.599 --> 03:22:19.942]  There's no reason to be sick this cold and flu season with immune system support from Supernatural Silver.
[03:22:20.442 --> 03:22:24.865]  Supernatural Silver can give your body the help it needs to fight off harmful pathogens.
[03:22:25.225 --> 03:22:29.671]  Without hurting beneficial gut flora and without leaving behind resistant bacteria.
[03:22:30.271 --> 03:22:36.179]  Antibiotics can damage good microflora and often leave behind bacteria which can cause problems later on.
[03:22:36.599 --> 03:22:39.823]  If you're sick of being sick, try Supernatural Silver.
[03:22:40.003 --> 03:22:41.185]  Supernatural Silver.
[03:22:41.385 --> 03:22:48.351]  The number one choice of thousands for a safe and effective way to protect against the many diseases and illnesses that we are facing today.
[03:22:48.711 --> 03:22:55.537]  Go to SupernaturalSilver.com, read our customer reviews, and see the life-changing results that people are having.
[03:22:55.897 --> 03:22:57.899]  That's SupernaturalSilver.com.
[03:22:58.199 --> 03:22:59.921]  SupernaturalSilver.com.
[03:23:00.361 --> 03:23:03.644]  Use the promo code PROTECTED for 20% off your entire order.
[03:23:04.164 --> 03:23:05.285]  And like us on Facebook.
[03:23:05.706 --> 03:23:06.927]  SupernaturalSilver.
[03:23:07.830 --> 03:23:10.811]  Don't complain about your cable bill going up and up and up.
[03:23:10.951 --> 03:23:11.992]  Do something about it.
[03:23:12.152 --> 03:23:14.193]  Grab a pencil and jot down this special number.
[03:23:14.213 --> 03:23:20.556]  1-855-905-MY-TV The more cable TV rates go up, the better digital satellite TV looks.
[03:23:20.976 --> 03:23:22.597]  Say goodbye to the cable guy.
[03:23:22.717 --> 03:23:26.559]  And get more of your favorite channels in 100% digital quality for less money.
[03:23:26.679 --> 03:23:27.219]  Call 1-855-905-MY-TV
[03:23:29.640 --> 03:23:33.366]  Sign up for packages starting as low as $19.99, and there's no equipment to buy.
[03:23:33.446 --> 03:23:38.313]  You get free HDTV upgrade, a free DVR upgrade, and free professional installation.
[03:23:38.513 --> 03:23:40.877]  You control what you watch, when you watch it.
[03:23:41.157 --> 03:23:45.764]  Record your favorite shows, pause and rewind live TV, even skip the commercials.
[03:23:46.104 --> 03:23:47.425]  Watch local channels, too.
[03:23:47.605 --> 03:23:50.088]  At just $19.99, what are you waiting for?
[03:23:50.268 --> 03:23:52.109]  Pull out your major credit or debit card.
[03:23:52.189 --> 03:23:55.472]  Call 1-855-905-MY-TV.
[03:23:55.492 --> 03:23:57.034]  1-855-905-MY-TV.
[03:23:57.534 --> 03:23:59.176]  Say goodbye to the cable guy.
[03:23:59.396 --> 03:24:00.937]  Cut costs and get more.
[03:24:00.957 --> 03:24:01.338]  1-855-905-MY-TV.
[03:24:01.358 --> 03:24:01.698]  1-855-905-MY-TV.
[03:24:11.215 --> 03:24:17.298]  Welcome back to the Alex Jones Show.
[03:24:17.318 --> 03:24:19.079]  I'm David Knight, your host this hour.
[03:24:19.099 --> 03:24:25.823]  I want to get back to this Senate leader surprising lawmakers with a new ISIS war powers request.
[03:24:25.883 --> 03:24:27.404]  This is a huge story.
[03:24:27.924 --> 03:24:33.607]  Also, we've got some information about drones at the Super Bowl that I think you'll find interesting.
[03:24:34.247 --> 03:24:38.932]  Before I do, I want to let you know about the Survival Shield X2 and Supermail Vitality.
[03:24:38.992 --> 03:24:44.439]  Each of those are available for 15% off at ENDS today at Infowarslife.com.
[03:24:45.219 --> 03:24:47.462]  Today, you can still get each of those 15% off.
[03:24:47.963 --> 03:24:49.064]  It's not necessarily packaged.
[03:24:49.084 --> 03:24:51.987]  You can buy each of those individually, 15% off one or the other.
[03:24:53.989 --> 03:24:56.252]  We have thousands of five-star reviews.
[03:24:56.392 --> 03:24:59.737]  Over 90% of reviewers say they would recommend these products to a friend.
[03:25:00.077 --> 03:25:07.146]  Survival Shield X2 is one of those things, nascent iodine, one of those things you should have for your health, for other issues, too.
[03:25:07.206 --> 03:25:08.949]  I mean, it's like silver.
[03:25:09.629 --> 03:25:14.113]  People have used iodine in the past for disinfection, so we keep that around always.
[03:25:14.133 --> 03:25:16.615]  I also like to have the super male vitality.
[03:25:16.655 --> 03:25:19.057]  I like to get my nutrients in a liquid form.
[03:25:19.097 --> 03:25:28.705]  I can take, instead of swallowing a whole slew of tablets like I used to, and pills, I can put these things in a mixer in the morning and just chug it back.
[03:25:29.745 --> 03:25:30.926]  That's what I like to do.
[03:25:30.966 --> 03:25:33.566]  I can take all this stuff very quickly, take it all at once.
[03:25:33.626 --> 03:25:38.848]  Again, 15% off Survival Shield X2 and Supermail Vitality.
[03:25:38.888 --> 03:25:43.869]  That sale ends today at Infowarslife.com.
[03:25:44.829 --> 03:25:51.291]  Now as the Super Bowl is coming up in a few weeks, we have the FAA has announced that they're going to ban drones at the Super Bowl.
[03:25:51.311 --> 03:25:54.392]  Now you would kind of expect that they would do that, but what is surprising
[03:25:55.404 --> 03:25:58.385]  There's a fact that they would do this in such a large radius.
[03:25:58.525 --> 03:26:00.366]  A 37 mile radius.
[03:26:00.686 --> 03:26:02.467]  They're banning all flights of drones.
[03:26:02.847 --> 03:26:09.030]  Now there's an inner core of 11 and a half mile radius where the FAA has particularly advised you against flying.
[03:26:09.070 --> 03:26:11.751]  So in other words, maybe they're going to shoot it down.
[03:26:11.871 --> 03:26:13.471]  Who knows what that's going to be about.
[03:26:13.531 --> 03:26:14.332]  But the point is this.
[03:26:14.992 --> 03:26:27.364]  As popular science talks about this and points out what's going on with this, they say the prohibition means that people miles and miles and miles away who want to simply fly their drones on a Sunday may be violating the law.
[03:26:27.405 --> 03:26:35.212]  When they do, they might round you up like they did the Hammonds in Oregon when you're doing something innocuous and ordinary, charge you as being a terrorist.
[03:26:36.001 --> 03:26:36.661]  You think they would?
[03:26:37.222 --> 03:26:39.083]  We've seen this over and over again.
[03:26:39.443 --> 03:26:45.506]  We've seen a guy being charged with multiple felony violations because he released balloons on a beach for his sweetheart.
[03:26:45.886 --> 03:26:46.567]  Helium balloons.
[03:26:46.587 --> 03:26:49.488]  They said, wait, this is a protected area for some sea tortoises or something.
[03:26:49.528 --> 03:26:50.649]  So that's a felony.
[03:26:50.749 --> 03:26:52.110]  Four felony charges on you.
[03:26:52.190 --> 03:26:53.190]  Now you can't have a gun.
[03:26:53.391 --> 03:26:53.991]  Whatever, okay?
[03:26:54.191 --> 03:26:55.512]  Now when they're looking at these drones,
[03:26:56.465 --> 03:26:58.908]  Maybe they ought to be concerned about their drones.
[03:26:58.968 --> 03:27:11.079]  The Washington Post pointed out yesterday there was a mysterious, actually two days ago, a mysterious surge in mishaps involving the Air Force's newest and most advanced hunter-killer drone, the Reaper.
[03:27:11.940 --> 03:27:20.070]  Okay, now, these are, they've had 20 cases, this is an investigation done by the Washington Post, because the Pentagon doesn't want to talk about this kind of stuff, okay?
[03:27:20.330 --> 03:27:24.074]  They want to keep this secret, just like Google likes to keep their car crashes secret.
[03:27:24.354 --> 03:27:28.960]  Don't talk about it, didn't happen, it's somebody else's fault, it's not our fault, okay?
[03:27:29.000 --> 03:27:31.302]  And maybe it is somebody else's fault in this particular case.
[03:27:31.883 --> 03:27:37.147]  Maybe you've got some foreign power that is hacking their drones and making them crash to the ground.
[03:27:37.167 --> 03:27:45.653]  They've had 20 large Air Force drones destroyed or sustained at least $2 million in damage and accidents last year, the worst annual toll ever.
[03:27:45.673 --> 03:27:52.258]  And of course, the Pentagon has shrouded the extent of the problem, kept details of most of the crashes a secret.
[03:27:52.418 --> 03:27:56.622]  Here's one of the details that I thought was interesting about these Reaper drones.
[03:27:56.963 --> 03:27:58.304]  These things are two and a half tons.
[03:27:58.764 --> 03:27:59.846]  Two and a half tons.
[03:28:00.426 --> 03:28:02.448]  Three thousand pounds.
[03:28:02.748 --> 03:28:04.030]  Size of a car.
[03:28:04.690 --> 03:28:07.693]  Now, think about the fact, because we were just talking about how
[03:28:08.735 --> 03:28:10.576]  The bureaucracies are out of control.
[03:28:11.176 --> 03:28:18.479]  How they're taking draconian measures against people who never even had a knowledge or an intent to break a law.
[03:28:18.539 --> 03:28:24.381]  These minor laws, they come in, they wreck your life or they send you to prison as a terrorist.
[03:28:25.102 --> 03:28:36.466]  Here we have a situation, think about it, just before Christmas we had the FAA coming in and saying, if you do not register your half pound and up drone, then we will fine you just for not registering.
[03:28:36.626 --> 03:28:37.927]  If we see you flying it outside,
[03:28:38.860 --> 03:28:40.942]  Regardless of what you do, you don't have to do anything criminal.
[03:28:40.962 --> 03:28:42.744]  If you go criminal, they're going to come after you.
[03:28:42.784 --> 03:28:48.069]  I think the penalty was three years and a quarter of a million dollars, I think they could go up to.
[03:28:48.951 --> 03:28:50.172]  But you're not doing anything criminal.
[03:28:50.192 --> 03:28:53.553]  You're just flying it in your own backyard, a half-pound drone.
[03:28:53.634 --> 03:28:55.194]  You didn't register it with the FAA.
[03:28:55.334 --> 03:29:02.478]  They're going to come after you with a civil action, which means they don't have to charge you with a crime and find you guilty, a civil action, $27,500.
[03:29:02.518 --> 03:29:06.000]  But these guys are crashing 20 large drones that are the size of a car, 3,000 pounds.
[03:29:06.020 --> 03:29:06.560]  Not a half-pound, 3,000 pounds.
[03:29:06.620 --> 03:29:09.802]  And do you think they're going to be flying those at the Super Bowl?
[03:29:17.206 --> 03:29:18.967]  I bet they are.
[03:29:19.507 --> 03:29:32.850]  And the other thing that I find troubling is when you go back and you look at these drones and who has the drones, the Bureau of Land Management, good old BLM, our favorite people there, they have got a fleet of drones.
[03:29:33.390 --> 03:29:34.591]  Reapers and predator drones.
[03:29:34.611 --> 03:29:35.191]  You know what they're doing?
[03:29:35.731 --> 03:29:46.420]  They're not necessarily going out there to assassinate people who protest their theft, but they are mapping out every last inch of territory because they're gonna make it theirs.
[03:29:46.620 --> 03:29:47.040]  Stay with us.
[03:29:47.060 --> 03:29:47.681]  We'll be right back.
[03:29:57.969 --> 03:29:58.870]  We're on the march.
[03:29:59.350 --> 03:30:00.952]  The Empire's on the run.
[03:30:01.873 --> 03:30:04.595]  Alex Jones and the GCN Radio Network.
[03:30:08.675 --> 03:30:15.521]  The Democratic Party establishment that wants to install Hillary into the White House in this next election season is currently in freefall.
[03:30:15.702 --> 03:30:23.749]  The plan for potential first husband Bill Clinton has failed miserably, as women have crawled out of the woodwork to describe his detailed history of sexual abuse.
[03:30:24.049 --> 03:30:29.754]  She also has the looming email scandal, which doesn't seem to go away, no matter how many jokes she throws at it.
[03:30:29.875 --> 03:30:31.396]  The latest news comes out of Beaumont.
[03:30:31.476 --> 03:30:34.497]  Where only six people were at the airport to greet the former first lady.
[03:30:34.617 --> 03:30:38.278]  KDFM reported that she didn't say hello or visit any of those six people.
[03:30:38.378 --> 03:30:39.438]  She just drove away.
[03:30:39.638 --> 03:30:40.479]  And where was she going?
[03:30:40.739 --> 03:30:44.980]  Oh, to a private fundraiser held by Pakistani businessman Tahir Javid to collect $500,000.
[03:30:45.180 --> 03:30:48.301]  The news reported it as a private meeting.
[03:30:48.541 --> 03:30:52.042]  Back in 2008, she attended another private meeting with Barack Obama.
[03:30:52.202 --> 03:30:55.863]  This occurred, of course, in Chantilly, Virginia, during the Bilderberg meeting.
[03:30:56.083 --> 03:31:01.085]  In fact, her campaign has become so desperate, she's now labeling Bernie Sanders as a white elitist.
[03:31:01.325 --> 03:31:02.985]  Read the article at InfoWars.com.
[03:31:03.085 --> 03:31:04.806]  Bernie Sanders, very white.
[03:31:04.966 --> 03:31:08.087]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[03:31:08.527 --> 03:31:09.888]  Clean, pure drinking water.
[03:31:10.169 --> 03:31:11.470]  You can't survive without it.
[03:31:11.670 --> 03:31:12.571]  But where do you get it?
[03:31:12.871 --> 03:31:18.636]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:31:18.856 --> 03:31:24.581]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:31:24.761 --> 03:31:41.629]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:31:42.009 --> 03:31:44.150]  Filter capacity up to 5,000 gallons.
[03:31:44.510 --> 03:31:45.690]  Stainless steel construction.
[03:31:45.970 --> 03:31:46.750]  Easy assembly.
[03:31:47.011 --> 03:31:47.631]  Low maintenance.
[03:31:47.931 --> 03:31:49.751]  Replacement filters are simple to install.
[03:31:50.011 --> 03:31:57.134]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:31:57.294 --> 03:32:02.295]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:32:02.495 --> 03:32:05.056]  Go to InfowarsStore.com or call 888-253-3139.
[03:32:08.357 --> 03:32:13.158]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[03:32:13.418 --> 03:32:22.080]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[03:32:22.260 --> 03:32:26.041]  Youngevity also offers you an ingenious way to augment your income.
[03:32:26.221 --> 03:32:26.901]  And the best part?
[03:32:27.001 --> 03:32:29.581]  You'll be helping your friends and family along the way.
[03:32:29.881 --> 03:32:32.302]  Visit InfoWarsTeam.com today.
[03:32:32.482 --> 03:32:33.182]  Become a member.
[03:32:33.262 --> 03:32:37.323]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[03:32:37.543 --> 03:32:44.045]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[03:32:44.286 --> 03:32:44.986]  Another win-win.
[03:32:45.246 --> 03:32:48.807]  That's why I'm a member of the Longevity Team at InfoWarsTeam.com.
[03:32:48.967 --> 03:32:49.968]  And you can be too.
[03:32:50.208 --> 03:32:50.688]  It's simple.
[03:32:50.768 --> 03:32:53.569]  Just go to InfoWarsTeam.com today.
[03:32:53.709 --> 03:32:55.630]  Complete a short sign-up and you're part of the team.
[03:32:55.810 --> 03:32:58.891]  That's InfoWarsTeam.com or InfoWarsHealth.com.
[03:32:59.051 --> 03:33:05.233]  So many people call into my radio show and tell me how Longevity and the products at InfoWarsTeam.com have changed their lives.
[03:33:05.353 --> 03:33:06.674]  Check it out for yourself today.
[03:33:17.623 --> 03:33:21.526]  If you are receiving this transmission, you are the resistance.
[03:33:22.466 --> 03:33:27.370]  From the front lines of the Information War, it's Alex Jones.
[03:33:30.222 --> 03:33:40.727]  Welcome back to the Alex Jones Show, I'm David Knight, and as we've been mentioning, there is a report out by Defense One that Senate Leader Mitch McConnell has surprised lawmakers with new ISIS war powers requests.
[03:33:40.787 --> 03:33:43.208]  They point out this came as a Snow Weekend surprise.
[03:33:43.748 --> 03:33:52.752]  His move to fast-track the measure surprised even his top deputy, Senate Majority Whip John Cornyn, who was unaware that McConnell had set up the authorization.
[03:33:53.092 --> 03:33:57.014]  When asked by the National Journal yesterday morning, Cornyn said, he did?
[03:33:57.414 --> 03:33:57.674]  He did?
[03:33:57.694 --> 03:33:59.375]  I didn't know anything about that.
[03:33:59.995 --> 03:34:06.038]  I point out that this is not going to touch on the issue of what to do with the 2001 authorization for the use of military force.
[03:34:06.118 --> 03:34:07.438]  Maybe you knew about that, maybe you didn't.
[03:34:07.478 --> 03:34:15.242]  We talked quite a bit about that when the NDAA Act talking about indefinite detention by the military in war zones was being put forth.
[03:34:15.322 --> 03:34:19.344]  Again, done on a time when most people were not paying attention.
[03:34:20.629 --> 03:34:28.476]  They say that was put out as an authorization to use force against those who had planned the 9-11 terrorist attacks.
[03:34:28.536 --> 03:34:30.097]  But that's not the way they've been using it, is it?
[03:34:30.718 --> 03:34:31.799]  They've been using it for everything.
[03:34:31.819 --> 03:34:35.322]  And of course, the Obama administration has used it, he says, to attack ISIS.
[03:34:35.362 --> 03:34:36.803]  He says, I've got the authority to do that.
[03:34:36.903 --> 03:34:38.425]  I can stretch it that far.
[03:34:39.145 --> 03:34:40.908]  But it's going to be stretched even farther.
[03:34:40.948 --> 03:34:42.870]  They're going to remove any ambiguity.
[03:34:42.910 --> 03:34:50.581]  They're going to remove any limits related to time or geography when the president wants to use ground troops.
[03:34:50.741 --> 03:34:52.103]  You should be very concerned about this.
[03:34:52.123 --> 03:34:55.007]  You should be very concerned about the way this is being introduced as well.
[03:34:55.848 --> 03:34:58.851]  I want to go back to some technology issues, because I think this is very key.
[03:34:58.891 --> 03:35:01.973]  We have to understand how they're coming after us.
[03:35:02.393 --> 03:35:06.657]  And as somebody who is an electrical engineer, I have a degree in electrical engineering.
[03:35:06.717 --> 03:35:07.858]  I did it for a few years.
[03:35:08.919 --> 03:35:10.780]  I always have been a big fan of technology.
[03:35:10.800 --> 03:35:14.283]  I always thought of technology as a liberating thing, especially the Internet.
[03:35:14.303 --> 03:35:15.584]  And it has been a liberating thing.
[03:35:15.624 --> 03:35:20.047]  But it is also something that is used in other ways to track and to enslave us.
[03:35:20.808 --> 03:35:34.760]  And when we look at the self-driving cars, when we look at the vehicle-to-infrastructure, which is going to be kidding us before we have self-driving cars, and is going to be even more of a threat to our freedom, because that's going to impose a control grid on us.
[03:35:34.820 --> 03:35:37.022]  You have to understand what they're about to do.
[03:35:37.962 --> 03:35:43.304]  As we look at these stories, we've had yet another car with self-driving add-on technology crashing.
[03:35:43.344 --> 03:35:46.225]  This is a Nissan Leaf crashing in San Francisco.
[03:35:46.245 --> 03:35:49.186]  It was equipped with aftermarket self-driving car technology.
[03:35:50.166 --> 03:35:52.067]  It was crashed, they say, by its human driver.
[03:35:52.087 --> 03:35:55.388]  Well, what happened was, it was in autonomous driving mode.
[03:35:55.868 --> 03:35:58.008]  It started drifting left and right.
[03:35:58.028 --> 03:35:59.229]  It started weaving on the road.
[03:35:59.329 --> 03:36:02.650]  So, at this point, he took control of the car, but he couldn't stop it.
[03:36:03.290 --> 03:36:06.552]  Uh, and it struck a part Toyota Prius.
[03:36:07.132 --> 03:36:08.032]  Uh, there were no injuries.
[03:36:08.052 --> 03:36:09.793]  So you've got a leaf striking a Prius.
[03:36:09.913 --> 03:36:11.354]  Only in San Francisco, folks.
[03:36:12.534 --> 03:36:14.195]  No muscle cars, no real cars.
[03:36:14.235 --> 03:36:17.156]  Anyway, sorry if you have one of those cars, but I'm not a big fan of them.
[03:36:17.716 --> 03:36:21.038]  Uh, they say this took place in January 8th in downtown San Francisco.
[03:36:22.472 --> 03:36:27.713]  And it shines a spotlight on the complex interface between humans and machines when it comes to driving a vehicle.
[03:36:27.993 --> 03:36:28.713]  No, you don't say.
[03:36:29.073 --> 03:36:29.493]  You don't say.
[03:36:29.934 --> 03:36:31.774]  Here's what's going to happen before that, though, folks.
[03:36:32.654 --> 03:36:36.355]  Forbes has an article about how will talking cars change our roads.
[03:36:36.395 --> 03:36:39.496]  And they say, you know, when we look back at things, we just had the Detroit Auto Show.
[03:36:39.556 --> 03:36:40.376]  It's still going on.
[03:36:40.416 --> 03:36:41.476]  It ends this Sunday.
[03:36:42.276 --> 03:36:44.637]  That's the big hit, the centerpiece of the show.
[03:36:44.757 --> 03:36:45.957]  That is the self-driving car.
[03:36:46.497 --> 03:36:50.160]  And it's been that way with a lot of these technology shows throughout this year.
[03:36:50.200 --> 03:36:56.284]  The Consumer Electronics Show, the very beginning of the year, that was the centerpiece, self-driving car technology.
[03:36:56.884 --> 03:37:01.647]  They say, well, you know, they're electric, they're smart, but they're not talking to other stuff.
[03:37:01.687 --> 03:37:07.791]  So it's the connectivity that they're focusing on, making the car part of the Internet of Things.
[03:37:08.132 --> 03:37:16.137]  And so one of the examples they have here is like, well, gee, you know, Ford just introduced a new feature so that you can control your home thermostat from your steering wheel.
[03:37:16.397 --> 03:37:17.178]  It's like, really?
[03:37:17.598 --> 03:37:19.260]  Is that something you're asking for?
[03:37:19.280 --> 03:37:27.508]  I mean, I drive behind people in Austin all the time, and I honestly think they might be trying to do that, because they certainly aren't paying attention to what they're doing on the road, okay?
[03:37:28.108 --> 03:37:31.772]  We don't need that kind of distraction in our car to control your thermostat.
[03:37:31.792 --> 03:37:37.397]  Just wait till you get somewhere you can find some gadget to do that with your phone when you're not driving.
[03:37:37.437 --> 03:37:39.419]  But they want to make it part of the Internet of Things.
[03:37:39.479 --> 03:37:40.099]  What does this mean?
[03:37:40.720 --> 03:37:46.185]  Well, think about the fact that in this article they point out in a gee whiz kind of way.
[03:37:46.265 --> 03:38:00.258]  They say, well, we'll be able to identify what's happening with the weather because if we notice that dozens of cars are turning on their windshield wipers, that'll be transmitted back to the government's weather service and they'll know that it's raining there.
[03:38:01.035 --> 03:38:02.176]  That'll be better than satellites.
