[00:00:14.375 --> 00:00:17.197]  Hard to believe!
[02:56:22.470 --> 02:56:33.493]  And by the way, I want to be very, very clear for the folks that don't know, it has been the military that has held back Obama and backing ISIS and all kind of, that's who blocked him, that's who released the WikiLeaks, and that's why they're so angry.
[02:56:34.073 --> 02:56:42.655]  So, the good news is, that's, you know, I hope the military stops Obama, because they're trying to figure out how to get this going, and you're absolutely right.
[02:56:44.935 --> 02:56:47.616]  Well, we have reason to think that they already have.
[02:56:48.943 --> 02:56:58.166]  And we'll continue to, as long as we continue to identify the strengths that we have among a couple groups of men.
[02:56:58.186 --> 02:57:00.007]  Sir, let me ask you this.
[02:57:00.027 --> 02:57:02.048]  Do you concur with our analysis of this?
[02:57:02.168 --> 02:57:05.189]  And A, and then B, do you think they can get away with launching a larger war?
[02:57:08.190 --> 02:57:09.810]  Yes, and certainly.
[02:57:10.571 --> 02:57:14.672]  And it depends upon how stout-hearted these men are.
[02:57:15.515 --> 02:57:19.119]  See, we have a couple groups of men that we owe our existence to.
[02:57:19.220 --> 02:57:20.601]  One is called the Founding Fathers.
[02:57:21.322 --> 02:57:28.931]  The ladies who run our government want us to refer to them as the Founders, because they are missing from the phrase Founding Fathers.
[02:57:31.955 --> 02:57:35.538]  With women in that room at the time, you never would have had this republic.
[02:57:35.558 --> 02:57:36.498]  Can we agree on that?
[02:57:36.859 --> 02:57:39.060]  If there was any estrogen in that room.
[02:57:39.100 --> 02:57:43.603]  Well, I think we got three ladies right here, but the point is, it just becomes a distraction, I think a diversion.
[02:57:43.904 --> 02:57:48.187]  The point is, is that, is that this planet, women have been having the children, men have been doing the fighting.
[02:57:48.207 --> 02:57:49.267]  That's what we do, but go ahead.
[02:57:50.628 --> 02:57:54.371]  Well, now's a renewal of that, and I don't care that you got three ladies there.
[02:57:54.431 --> 02:57:55.192]  That's your problem.
[02:57:55.212 --> 02:57:55.972]  No, no, I hear you.
[02:57:55.992 --> 02:57:56.953]  So what do you think's going on?
[02:57:58.857 --> 02:58:08.353]  What I think is going on is this republic hangs in the balance and it's going to require the reemergence of the alpha male.
[02:58:09.800 --> 02:58:20.807]  To say that, you see, with all deference to the ladies, and I'm like Trump, we... No, I hear you, but look, it's evil men like Soros that are our issue.
[02:58:20.847 --> 02:58:27.411]  I think to sit there and say that advertisers and propaganda targets women because then they can get the men to do what they want.
[02:58:27.431 --> 02:58:29.452]  But I don't think the issue is an issue of women.
[02:58:29.472 --> 02:58:30.833]  I think it's an issue of men and women.
[02:58:30.893 --> 02:58:31.834]  But I hear what you're saying.
[02:58:32.054 --> 02:58:32.854]  We're in an epic time.
[02:58:32.894 --> 02:58:33.755]  Ferris, I gotta jump.
[02:58:33.795 --> 02:58:34.575]  Call us back another time.
[02:58:34.895 --> 02:58:37.397]  When we come back, a few more phone calls to get these ladies' comment.
[02:58:37.417 --> 02:58:39.118]  I don't know if I can allow you to talk, though.
[02:58:39.358 --> 02:58:39.658]  I know.
[02:58:39.738 --> 02:58:43.261]  Hey, seriously, it was a funny call.
[02:58:43.501 --> 02:58:44.322]  We'll be right back.
[02:58:44.962 --> 02:58:47.424]  This is the InfoWar, hour number four, straight ahead.
[02:59:00.730 --> 02:59:02.111]  Clean, pure drinking water.
[02:59:02.371 --> 02:59:03.672]  You can't survive without it.
[02:59:03.852 --> 02:59:04.773]  But where do you get it?
[02:59:05.073 --> 02:59:10.838]  Alexa Pure Pro is a brand new groundbreaking gravity-fed water filtration system that is like no other.
[02:59:11.058 --> 02:59:16.783]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:59:16.963 --> 02:59:33.830]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:59:34.230 --> 02:59:36.351]  Filter capacity up to 5,000 gallons.
[02:59:36.711 --> 02:59:37.891]  Stainless steel construction.
[02:59:38.171 --> 02:59:38.931]  Easy assembly.
[02:59:39.212 --> 02:59:39.832]  Low maintenance.
[02:59:40.132 --> 02:59:41.952]  Replacement filters are simple to install.
[02:59:42.212 --> 02:59:49.335]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off a retail price and get free shipping.
[02:59:49.495 --> 02:59:54.496]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:59:54.696 --> 02:59:57.257]  Go to InfowarsStore.com or call 888-253-3139.
[03:00:01.553 --> 03:00:05.677]  Leading a frontal assault on the lies of the New World Order.
[03:00:06.197 --> 03:00:07.538]  It's Alex Jones!
[03:00:13.424 --> 03:00:15.045]  Alright, into hour number four!
[03:00:16.547 --> 03:00:22.252]  Waging war on corruption.
[03:00:22.812 --> 03:00:27.957]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[03:00:29.870 --> 03:00:31.111]  I get what the caller was saying.
[03:00:32.233 --> 03:00:34.996]  It's called feminization, but that's not really even how women act.
[03:00:35.376 --> 03:00:37.298]  Turning men into subservient people.
[03:00:37.358 --> 03:00:39.040]  I think the wrong word is feminization.
[03:00:39.501 --> 03:00:40.502]  The whole metrosexual thing.
[03:00:40.542 --> 03:00:44.506]  But Leigh-Anne, you were agreeing with some of what the caller said, but also, you know, countering it.
[03:00:44.827 --> 03:00:46.328]  This is the dehumanization.
[03:00:46.349 --> 03:00:49.392]  They're targeting all of our normal traits, turning us against each other.
[03:00:49.572 --> 03:00:50.173]  Right.
[03:00:50.273 --> 03:00:50.914]  Permission to speak?
[03:00:51.354 --> 03:00:52.194]  Yes, you have permission.
[03:00:52.574 --> 03:00:55.695]  They'll probably cut that out if they actually did that, so go ahead.
[03:00:55.995 --> 03:00:59.376]  Look, Jones makes his female people get permission.
[03:00:59.396 --> 03:01:00.016]  Go ahead.
[03:01:00.676 --> 03:01:16.441]  Well, you know, to kind of back Ferris up a little bit there, I mean, obviously, yes, we have seen a lot of these feminazis come out and really dehumanize men and really push this emasculation and, you know, women really only want men who are subservient.
[03:01:16.461 --> 03:01:17.481]  Emasculation is the right word.
[03:01:18.280 --> 03:01:29.034]  Yeah, you know, and so I understand that to a certain degree is like putting these certain women in power that demand that their men grovel at their feet.
[03:01:29.054 --> 03:01:34.842]  So that I understand because we do have a bunch of chicken neck Nelly's running around telling everyone what to do.
[03:01:34.902 --> 03:01:36.123]  They're not real men.
[03:01:36.944 --> 03:01:48.727]  But, you know, at the same time, as I sit with these three women on the panel, I also think that other women out there, as well as men, appreciate that they can look... Sure, and right-wing men responding like it's women doing this to them.
[03:01:49.007 --> 03:01:50.728]  It's social engineering against all of us.
[03:01:50.948 --> 03:01:57.550]  Right, it was like a long time ago, the social engineering that forced women into the workforce, breaking up the family.
[03:01:57.590 --> 03:02:01.231]  We've all been socially engineered, so let's not fight amongst each other even more.
[03:02:01.631 --> 03:02:02.112]  I agree.
[03:02:02.852 --> 03:02:04.153]  Ashley, Margaret, you want to comment on this?
[03:02:04.194 --> 03:02:05.154]  I've got some ladies holding.
[03:02:05.174 --> 03:02:07.056]  I'm going to have to hold them over so we actually get to them.
[03:02:07.517 --> 03:02:08.718]  Ruth and Debbie, so they can speak.
[03:02:08.978 --> 03:02:11.060]  These evil women are calling in to fight the new order.
[03:02:11.080 --> 03:02:11.540]  How horrible.
[03:02:11.901 --> 03:02:12.481]  Shut them up.
[03:02:12.601 --> 03:02:12.901]  Go ahead.
[03:02:13.202 --> 03:02:14.082]  Yeah, exactly.
[03:02:14.102 --> 03:02:18.506]  I was just going to say, I do agree with some of the things that the caller was saying.
[03:02:19.387 --> 03:02:25.749]  But the bottom line is this, basically you have a situation where, yeah, it's a lot of emasculation.
[03:02:26.129 --> 03:02:28.610]  We do have a return to the alpha male.
[03:02:28.670 --> 03:02:32.351]  I think that was shown with Trump actually winning the presidency.
[03:02:32.811 --> 03:02:34.532]  So, I mean, I agree with him on that.
[03:02:34.552 --> 03:02:35.632]  But the alpha male better deliver!
[03:02:36.292 --> 03:02:36.472]  Right.
[03:02:36.752 --> 03:02:37.533]  Exactly, right.
[03:02:37.573 --> 03:02:38.814]  He better deliver, exactly.
[03:02:39.214 --> 03:02:42.177]  And the bottom line is, you know, we have to stay together.
[03:02:42.237 --> 03:02:46.880]  Like you said, it's a divisiveness when they're trying to pit women and men against each other.
[03:02:46.920 --> 03:02:47.721]  That's not what we need.
[03:02:47.761 --> 03:02:50.803]  Sure, and they're the ones doing it, and the right wing falls into that too much doing it.
[03:02:51.003 --> 03:02:51.164]  Right.
[03:02:51.204 --> 03:02:51.604]  Exactly.
[03:02:51.644 --> 03:02:54.927]  We need women to be women, in my opinion, and men to be men.
[03:02:55.587 --> 03:02:58.469]  And when you bring that back, then, you know, things will get better.
[03:02:59.050 --> 03:02:59.550]  Absolutely.
[03:02:59.590 --> 03:03:00.010]  Great point.
[03:03:02.185 --> 03:03:02.545]  Margaret?
[03:03:03.405 --> 03:03:05.006]  I love you Leanne and Ashley.
[03:03:05.306 --> 03:03:06.627]  I'm not backing up Ferris.
[03:03:06.807 --> 03:03:09.468]  I personally like having ladies on here and the points you bring up.
[03:03:09.828 --> 03:03:10.308]  I love it.
[03:03:10.348 --> 03:03:11.288]  I want more women.
[03:03:11.469 --> 03:03:12.189]  More women.
[03:03:12.309 --> 03:03:12.989]  I like women.
[03:03:13.189 --> 03:03:14.230]  Ferris says that's your problem.
[03:03:14.270 --> 03:03:15.230]  I think women are great.
[03:03:16.874 --> 03:03:18.757]  You know, it is a pleasure working.
[03:03:19.217 --> 03:03:21.060]  We work around a lot of men, don't we?
[03:03:21.200 --> 03:03:25.506]  And you know, it's a pleasure having a couple of women to sort of balance out just a little.
[03:03:26.227 --> 03:03:30.192]  I'm not backing up Ferris, actually.
[03:03:30.212 --> 03:03:31.534]  But see, we're talking about men and women.
[03:03:31.554 --> 03:03:33.317]  We're all going to die in a nuclear war if this happens.
[03:03:33.817 --> 03:03:34.157]  That's right.
[03:03:34.177 --> 03:03:35.477]  We better get our heads screwed on straight here.
[03:03:35.597 --> 03:03:38.478]  Yeah, and like I'm, you know, kind of a traditional female.
[03:03:38.598 --> 03:03:43.799]  I like the man to be in charge, but I don't want some alpha male that's just beating his chest and doesn't know how to communicate.
[03:03:43.839 --> 03:03:45.679]  Plus, he doesn't have a job that tells you what to do.
[03:03:45.859 --> 03:03:48.239]  Like, if a guy's going to be somewhat in charge, he better be bringing it.
[03:03:48.519 --> 03:03:49.180]  Yeah, exactly.
[03:03:49.200 --> 03:03:55.841]  And I think, I think now we've evolved to a certain place where, you know, you want your alpha male to respect you because you're an alpha female.
[03:03:55.881 --> 03:03:59.341]  Like, he wants, but I'm... Well, any real alpha male just respects their female.
[03:04:00.041 --> 03:04:00.301]  Right.
[03:04:00.482 --> 03:04:02.902]  That's, I mean, that's what I... And the female respects their male.
[03:04:03.681 --> 03:04:05.743]  I do say that possessively because they possess each other.
[03:04:06.023 --> 03:04:08.425]  We're going to write a book and it'll be coming out soon.
[03:04:09.106 --> 03:04:10.467]  Let's get to this.
[03:04:10.727 --> 03:04:11.328]  Absolutely.
[03:04:11.348 --> 03:04:12.569]  We're going to continue on.
[03:04:12.609 --> 03:04:14.010]  He doesn't mind we cut into his time.
[03:04:14.050 --> 03:04:16.712]  We love him co-hosting the fourth hour once a week.
[03:04:17.072 --> 03:04:22.897]  So, Mr. Rappaport, straight ahead, we're going to come back, finish this, talk to Ruth and Debbie, and then a few others.
[03:04:22.957 --> 03:04:24.799]  I may just discriminate against the men and go to them later.
[03:04:25.119 --> 03:04:27.061]  Actually, the women have been holding almost the longest.
[03:04:27.481 --> 03:04:28.663]  I'm going to go to Ruth in order.
[03:04:28.683 --> 03:04:29.405]  She's up next.
[03:04:30.226 --> 03:04:32.791]  So I just kind of always just have a quality.
[03:04:32.811 --> 03:04:33.292]  You know what I mean?
[03:04:33.352 --> 03:04:35.937]  I just instinctively do it because that's how I want to be treated.
[03:04:36.909 --> 03:04:37.109]  Right.
[03:04:37.429 --> 03:04:38.550]  I mean, it's just common sense.
[03:04:38.590 --> 03:04:45.092]  But see, I think that's why, you know, you are an alpha male and you don't have a problem with the ladies, which is why you don't hate on women.
[03:04:45.572 --> 03:04:48.413]  A lot of men that hate on women have not had success with women.
[03:04:48.453 --> 03:04:49.153]  Exactly.
[03:04:49.173 --> 03:04:52.054]  The more success you have with women, the more you want to be around women.
[03:04:52.154 --> 03:04:53.254]  It's a telltale sign.
[03:04:53.575 --> 03:04:54.715]  It's a telltale sign.
[03:04:56.516 --> 03:04:57.496]  I love my mommy.
[03:04:59.426 --> 03:05:01.928]  More than 20 years ago, when I started InfoWars, I was a fitness addict.
[03:05:02.008 --> 03:05:06.811]  As time went on, my metabolism slowed down, I quit working out, I was working 18 hours a day, and I gained right at 100 pounds.
[03:05:06.871 --> 03:05:11.133]  I started to exercise really hard again.
[03:05:25.942 --> 03:05:31.567]  And I started to try to eat healthy, started taking third-party supplements, started seeing some more gains.
[03:05:32.108 --> 03:05:42.458]  But when I started working with Dr. Group and some of the other top formulators in the country, they said, Alex, it's all about trace elements and things that the population is absolutely deficient in.
[03:05:42.478 --> 03:05:42.898]  Boom!
[03:05:43.339 --> 03:05:46.762]  Weight started pouring off, toxins started coming out of my body.
[03:05:47.242 --> 03:05:48.383]  Then, by early 2016,
[03:05:50.445 --> 03:05:53.787]  I was in the best shape of my life since I've been in really good shape in my 20s.
[03:05:53.807 --> 03:05:54.888]  But the election heated up.
[03:05:54.928 --> 03:05:57.309]  I started working 14, 15, 16 hours a day.
[03:05:57.429 --> 03:06:06.675]  But more importantly, I stopped taking supplements because we rearranged the kitchen and somebody took the Lazy Susan off the kitchen table where I took some every morning and I just kind of forgot about it.
[03:06:06.895 --> 03:06:07.855]  It was out of sight, out of mind.
[03:06:08.035 --> 03:06:11.718]  And so then I realized this morning, I said, we're going to put the Lazy Susan back on the table.
[03:06:12.518 --> 03:06:18.582]  And I'm going to start taking it religiously again, and I'm going to work out like I've been the last few weeks at the same level.
[03:06:18.622 --> 03:06:19.943]  It's the holidays, so I'll probably eat more.
[03:06:20.023 --> 03:06:23.546]  And whatever the results are, I'm going to publish the findings.
[03:06:25.410 --> 03:06:27.230]  I put the Lazy Susan back on the table.
[03:06:27.650 --> 03:06:32.211]  I'm religiously taking the products, and in just one week, I thought I'd lose two or three pounds.
[03:06:32.571 --> 03:06:39.032]  I've lost five pounds religiously taking just, what, four or five of the products.
[03:06:39.432 --> 03:06:39.952]  It's amazing.
[03:06:40.253 --> 03:06:42.613]  Infowarslife.com products are incredible.
[03:06:42.913 --> 03:06:45.613]  Go read the five-star reviews for yourself.
[03:06:45.813 --> 03:06:48.374]  And to be clear, I'm exercising the same amount.
[03:06:49.054 --> 03:06:53.015]  It's the holidays, so I'm eating pumpkin pie, pecan pie.
[03:06:53.035 --> 03:06:54.395]  I ate a candy bar last night.
[03:06:55.828 --> 03:06:58.970]  I mean, quite frankly, I eat more junk during the holidays like everybody else.
[03:06:59.410 --> 03:07:00.670]  So I'm eating worse.
[03:07:01.291 --> 03:07:08.674]  But because I've got these trace elements, or whatever it's doing in DNA Force and X2 and Supermail, I have lost 5 pounds.
[03:07:08.815 --> 03:07:09.335]  It's incredible.
[03:07:10.375 --> 03:07:12.296]  I thought I might lose 10 to 15 in a month.
[03:07:12.536 --> 03:07:13.797]  If this continues, it'll be 20.
[03:07:13.917 --> 03:07:16.318]  But generally, it's more dramatic up front.
[03:07:16.919 --> 03:07:17.799]  This is an experiment.
[03:07:17.919 --> 03:07:18.660]  Everybody's watching.
[03:07:18.900 --> 03:07:19.740]  We'll see what happens.
[03:07:20.180 --> 03:07:21.061]  This is Part 2.
[03:07:25.165 --> 03:07:25.786]  Well, here we are.
[03:07:25.826 --> 03:07:26.927]  Another week has passed.
[03:07:27.507 --> 03:07:39.600]  If memory serves, I lost 5 pounds the first week, 3 pounds the next, and only 1 pound this week because it's the holidays, there's fudge, there's candy, it's everywhere, and I've been picking out eggnog, you name it.
[03:07:39.640 --> 03:07:41.582]  This is the worst time of year, but usually you're gaining weight.
[03:07:42.062 --> 03:07:42.983]  I've lost a pound.
[03:07:43.484 --> 03:07:44.545]  So we're now up to 9 pounds.
[03:07:45.990 --> 03:07:50.173]  And I've only got a week and a half left or so until we see what happens in this experiment.
[03:07:50.193 --> 03:07:51.814]  But I'm pretty happy with 9 pounds.
[03:07:51.854 --> 03:07:53.915]  But I want to lose 5 or 6 more.
[03:07:54.756 --> 03:07:59.439]  But as I said, I'm working out less, I'm eating more, I'm taking the supplements, I'm losing weight.
[03:07:59.979 --> 03:08:02.461]  Whatever is doing to me metabolically is amazing.
[03:08:02.561 --> 03:08:04.142]  Let's see what happens next week.
[03:08:21.906 --> 03:08:26.549]  Live from the Infowars.com studios, it's Alex Jones.
[03:08:54.229 --> 03:08:54.849]  Good part right here.
[03:08:56.650 --> 03:08:57.290]  Get it took.
[03:09:00.050 --> 03:09:00.870]  Broken bones.
[03:09:04.591 --> 03:09:05.331]  I'm here to tell ya.
[03:09:08.852 --> 03:09:11.673]  No, I mean, I like this song because Dave Mustaine comes and does it.
[03:09:11.693 --> 03:09:14.493]  We play it and drive around the car, but seriously, I'm not name-dropping.
[03:09:14.513 --> 03:09:16.254]  That's a true story.
[03:09:16.714 --> 03:09:17.454]  Don't talk, woman!
[03:09:17.834 --> 03:09:18.414]  I'm talking!
[03:09:19.834 --> 03:09:20.514]  That's a joke!
[03:09:20.615 --> 03:09:22.035]  See, the media will probably take that out and play it.
[03:09:22.055 --> 03:09:22.675]  Sorry, Leanne, go ahead.
[03:09:23.345 --> 03:09:28.569]  I'm just saying we need to get some b-roll of you raging in the car playing these songs because people need to... this is really you.
[03:09:28.609 --> 03:09:30.351]  You really are a 16 year old.
[03:09:30.591 --> 03:09:31.492]  I really am obnoxious.
[03:09:31.512 --> 03:09:31.812]  I'm a male.
[03:09:32.092 --> 03:09:32.953]  That loves his mommy.
[03:09:33.454 --> 03:09:34.735]  But let's get back to this.
[03:09:35.876 --> 03:09:41.700]  All the stuff we've gone through to get InfoWars to this point, it was horrible, it was terrible, a lot of it, but it's really sweet now.
[03:09:42.561 --> 03:09:45.123]  And I love the fact that Vice is doing a big hit piece on us.
[03:09:45.163 --> 03:09:45.944]  And I just love it.
[03:09:46.244 --> 03:09:50.287]  They're all blowing themselves up, discrediting themselves, calling us Russian agents.
[03:09:50.748 --> 03:09:53.230]  And all we're here doing is trying to make America great again.
[03:09:53.950 --> 03:10:01.056]  No, it's amazing how you are somehow able to take all of the attacks that they've been firing at you.
[03:10:01.076 --> 03:10:01.856]  Well, you're doing it too.
[03:10:01.876 --> 03:10:03.197]  You absorb them in.
[03:10:03.217 --> 03:10:03.798]  You're doing it too.
[03:10:03.818 --> 03:10:06.200]  The whole operation just becomes so much more powerful.
[03:10:06.680 --> 03:10:07.761]  It's incredible to watch.
[03:10:07.881 --> 03:10:09.602]  Well, that's because they're in the wrong, Leigh-Anne.
[03:10:09.622 --> 03:10:09.742]  Right.
[03:10:09.822 --> 03:10:11.803]  Everybody had this Bengali mind control.
[03:10:11.823 --> 03:10:15.925]  When they call you a name or something, you're supposed to quit and get depressed and go get in the ditch and die.
[03:10:16.145 --> 03:10:19.766]  When a bunch of murdering, lying scum make stuff up about us, good!
[03:10:20.067 --> 03:10:23.828]  The only problem is they now have run out of everything they've got, calling us racist.
[03:10:23.888 --> 03:10:25.089]  Now it's nuclear war.
[03:10:25.609 --> 03:10:27.330]  And he's going to ride shotgun on this in this segment.
[03:10:27.350 --> 03:10:28.130]  We're going to punch out.
[03:10:28.410 --> 03:10:29.770]  I want to take a few final calls.
[03:10:30.230 --> 03:10:31.791]  Mr. Rappaport is here.
[03:10:32.291 --> 03:10:33.412]  You should read his bio.
[03:10:33.432 --> 03:10:34.432]  It's up on his news site.
[03:10:34.452 --> 03:10:35.672]  It's been around for a long time.
[03:10:35.972 --> 03:10:37.473]  NoMoreFakeNews.com.
[03:10:37.793 --> 03:10:43.535]  John Rappaport, investigative journalist, worked for the biggest TV networks, newspapers, you name it.
[03:10:44.522 --> 03:10:46.063]  How long have you had NoMoreFakeNews.com?
[03:10:46.083 --> 03:10:48.423]  Because notice, they claim fake news is their term.
[03:10:48.463 --> 03:10:52.245]  I know you've been calling them fake news for at least 15 years I've been interviewing you, John.
[03:10:53.325 --> 03:10:54.065]  15 years, Alex.
[03:10:54.345 --> 03:10:54.065]  2001.
[03:10:54.385 --> 03:10:56.686]  That's when it started.
[03:10:57.567 --> 03:10:59.307]  And it just seemed like the right thing to do.
[03:10:59.967 --> 03:11:01.688]  No more fake news.
[03:11:01.828 --> 03:11:11.391]  Because I was working as a reporter for 19 years already, and my basic target had turned into mainstream news.
[03:11:11.972 --> 03:11:12.732]  They were the fakers.
[03:11:13.416 --> 03:11:17.480]  Yeah, and you kind of had an inside lane there to see it from the show.
[03:11:17.640 --> 03:11:21.845]  So they're trying to claim that they may copyright it or trademark it and try to stop us.
[03:11:21.885 --> 03:11:22.786]  Seriously, that's in the news.
[03:11:23.086 --> 03:11:32.115]  You can actually show up and say, you could probably get the copyright now or the trademark, bro, and say, no, I decide who the fake news is, not the Snopes lady and her obese cat.
[03:11:32.256 --> 03:11:33.176]  You can start Nopes.
[03:11:34.065 --> 03:11:43.115]  Alright, well we'll sell it for maybe $20 billion and we'll spread the money around and then we'll just, you know, deep six them completely.
[03:11:43.235 --> 03:11:46.899]  I don't mean to jump in here on your hour and I appreciate you doing this, Mr. Rappaport.
[03:11:46.919 --> 03:11:50.163]  We've got a few callers I wanted to get to first and then we're going to punch out of here.
[03:11:51.204 --> 03:11:53.685]  I wanted to banter with you, and ladies, jump in at any time here.
[03:11:55.145 --> 03:11:59.786]  What do you make of them expelling entire facilities of Russians, not just a few diplomats?
[03:11:59.806 --> 03:12:00.586]  That's been done before.
[03:12:00.926 --> 03:12:02.546]  What do you make of the open war talk?
[03:12:03.127 --> 03:12:08.708]  Whether somebody's for Israel or against it, clearly they're triggering a new Innafada to get a war going in the Middle East.
[03:12:09.648 --> 03:12:13.909]  Is this to keep Trump from getting in or to give him such a crisis that it drives down the economy?
[03:12:13.949 --> 03:12:16.549]  They're mad that we have Trump euphoria?
[03:12:16.829 --> 03:12:19.410]  What does your really tuned-in brain think?
[03:12:20.834 --> 03:12:24.338]  To create the biggest possible mess for Trump when he gets in.
[03:12:25.099 --> 03:12:29.063]  So that he has to, you know, this is a time-worn strategy, Alex.
[03:12:30.084 --> 03:12:33.047]  New president comes in, a new Congress, whatever.
[03:12:34.268 --> 03:12:41.616]  And the people who hate that are going to throw as much crap in the way of it as they possibly can.
[03:12:41.636 --> 03:12:42.297]  So it's scorched earth.
[03:12:43.086 --> 03:12:50.149]  Yeah, wind him up in so many crises that he can't think straight, can't put any policy into effect.
[03:12:50.649 --> 03:12:54.171]  He's got to deal with horrendous circumstances.
[03:12:54.191 --> 03:12:55.571]  That's the way it looks to me.
[03:12:55.591 --> 03:12:59.953]  And let's remember, while he's busy, it was $50 billion, then $60 billion, then $70 billion.
[03:13:00.313 --> 03:13:04.515]  It's over $100 billion of new jobs pledged next year by major companies.
[03:13:04.915 --> 03:13:21.041]  It's causing a huge domino cascade snowball effect, exuberance is exploding, a trillion plus in the stock market, people understand America's open for business, and the enemies that have hijacked the country that are foreign globalists are telling us that we're the Russian agents, John.
[03:13:21.681 --> 03:13:27.924]  Right, and that this is really bad because more employment is a very bad thing.
[03:13:29.019 --> 03:13:30.560]  As far as they're concerned.
[03:13:31.040 --> 03:13:36.263]  It's a really horrendous, terrible thing because it means things are succeeding.
[03:13:36.763 --> 03:13:37.884]  Jobs are showing up.
[03:13:37.944 --> 03:13:40.425]  People are going back to work that couldn't work before.
[03:13:40.905 --> 03:13:44.307]  This is total anti-globalism when stuff like this happens.
[03:13:44.327 --> 03:13:45.008]  And it's even worse.
[03:13:45.048 --> 03:13:53.712]  This guy likes having these rich, powerful daughters and sons and super sexy, smart wife and oh my gosh and he really is multinational and he really is successful.
[03:13:54.413 --> 03:13:54.953]  They don't like it.
[03:13:55.529 --> 03:13:55.769]  No.
[03:13:56.589 --> 03:13:57.530]  They want failure.
[03:13:58.210 --> 03:14:02.532]  You know, because failure means they can be failures, which they already are.
[03:14:02.552 --> 03:14:04.933]  They haven't done anything productive in their whole life.
[03:14:04.953 --> 03:14:05.233]  That's right.
[03:14:05.253 --> 03:14:06.953]  George Soros, perfect example of projection.
[03:14:07.253 --> 03:14:11.695]  He says that Trump is a dictator and is going to be like Hitler, close quote.
[03:14:11.715 --> 03:14:12.795]  Right, right.
[03:14:13.376 --> 03:14:14.156]  Can you comment on that?
[03:14:15.016 --> 03:14:16.617]  Yeah, he's saying
[03:14:18.152 --> 03:14:19.113]  I'm just that way.
[03:14:19.133 --> 03:14:23.735]  I'm like Hitler, so therefore I look out there and that's what I see.
[03:14:23.755 --> 03:14:27.116]  I mean, it's the most ridiculous thing I've read in a long time.
[03:14:27.817 --> 03:14:36.861]  But this guy who's like deep-sixing economies and sinking currencies and starting revolutions and so forth... Very Hitlerian!
[03:14:37.441 --> 03:14:39.002]  A true friend of democracy?
[03:14:39.042 --> 03:14:39.583]  Are you kidding?
[03:14:40.063 --> 03:14:42.465]  I mean, the guy, he's just a worm.
[03:14:42.565 --> 03:14:44.347]  A total lying... Exactly!
[03:14:44.447 --> 03:14:49.671]  Trump builds things, and then meanwhile Hitler was into taking things over and blowing things up.
[03:14:49.931 --> 03:14:51.512]  That's exactly what Soros does!
[03:14:51.552 --> 03:14:54.835]  If I had to pick anybody in the world that's Hitlerian, it's Soros!
[03:14:55.415 --> 03:14:55.635]  Right.
[03:14:56.876 --> 03:14:57.837]  This is what's happening.
[03:14:58.177 --> 03:15:02.341]  I mean, the psychology of the hard political left is
[03:15:03.342 --> 03:15:05.364]  We're losers, we're failures.
[03:15:05.904 --> 03:15:07.726]  We know that but we'll never admit it.
[03:15:08.246 --> 03:15:17.874]  So the only way we can stand living in the world is to pull everybody else down into our heap where everybody's a loser and then the government takes care of all of us.
[03:15:18.374 --> 03:15:20.896]  And that's the only system that we will tolerate.
[03:15:21.357 --> 03:15:26.941]  That's why they're, you know, hating so much at the moment because they fear
[03:15:27.802 --> 03:15:30.984]  That success is coming, and that means, so, they gotta get a job.
[03:15:31.044 --> 03:15:32.305]  In fact, he has a quote in here.
[03:15:32.385 --> 03:15:35.687]  He says, he says, we must stop the exuberance.
[03:15:37.208 --> 03:15:41.070]  Stop the exuberance.
[03:15:42.551 --> 03:15:43.992]  Stop the exuberance.
[03:15:44.572 --> 03:15:45.993]  The exuberant populism.
[03:15:46.013 --> 03:15:48.915]  There will be no more exuberance.
[03:15:49.615 --> 03:15:51.557]  There will only be depression.
[03:15:51.977 --> 03:15:54.298]  Oh, that's cute.
[03:15:54.699 --> 03:15:56.039]  Ashley, you wanna jump in here?
[03:15:56.079 --> 03:15:56.380]  Margaret?
[03:15:57.539 --> 03:16:00.441]  Yeah, I think John is absolutely right.
[03:16:00.501 --> 03:16:03.183]  I mean, they definitely want to stop the exuberance.
[03:16:03.203 --> 03:16:09.466]  They want to end, you know, our basically rally here to change our country.
[03:16:09.526 --> 03:16:11.728]  We really want to make America great again.
[03:16:11.868 --> 03:16:15.630]  And they're going to do whatever it takes to try to stop that rally.
[03:16:15.710 --> 03:16:22.534]  So, you know, however they can bring down Trump, they're going to do that, you know, within the next 21 days, within the next year, his first year.
[03:16:22.895 --> 03:16:26.257]  So they can just, you know, try to say, hey, look what Trump has done.
[03:16:27.857 --> 03:16:30.398]  You could have the best New England Patriots football team.
[03:16:30.438 --> 03:16:33.379]  If they were all demoralized and thought they were losers, they would lose.
[03:16:34.179 --> 03:16:38.000]  We have an incredible system still left, but we've got to believe in it.
