[00:00:00.769 --> 00:00:04.033]  31 days, folks.
[02:58:22.948 --> 02:58:24.589]  Rolls so crazy.
[02:58:24.589 --> 02:58:24.989]  Stay with us.
[02:58:24.989 --> 02:58:28.151]  Your call starts Friday, October 7, 2016.
[02:58:28.151 --> 02:58:33.013]  Only 31 days from the historic election.
[02:58:33.013 --> 02:58:35.315]  You're listening to Alex Jones.
[02:58:40.908 --> 02:58:44.914]  This is GCN, the Genesis Communications Radio Network.
[02:58:48.596 --> 02:58:50.898]  Electrify your day with Secret 12.
[02:58:50.898 --> 02:58:52.459]  It's like lightning in a bottle.
[02:58:52.459 --> 02:58:56.362]  We all have days in which we just can't seem to perform at the level we'd like to.
[02:58:56.362 --> 02:59:04.309]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[02:59:04.309 --> 02:59:09.272]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[02:59:09.272 --> 02:59:14.737]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[02:59:15.077 --> 02:59:22.860]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[02:59:22.860 --> 02:59:27.581]  It pairs two forms of vitamin B12 into one explosive formula.
[02:59:27.581 --> 02:59:36.384]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[02:59:36.584 --> 02:59:40.146]  Electrify your mind and body and take your health to the next level.
[02:59:40.146 --> 02:59:44.048]  Experience the power of Secret 12 at InfoWarsLife.com.
[02:59:44.048 --> 02:59:50.291]  That's InfoWarsLife.com.
[02:59:50.291 --> 02:59:52.873]  You're listening to the Alex Jones Show.
[03:00:09.634 --> 03:00:11.615]  Waging war on corruption.
[03:00:11.615 --> 03:00:12.435]  It's Alex Jones.
[03:00:27.423 --> 03:00:29.585]  He's got to be quiet so I don't get calls.
[03:00:29.585 --> 03:00:31.606]  I mean, I had him on because he was so interesting and I liked him.
[03:00:31.606 --> 03:00:32.807]  I knew a lot of stuff he said was true.
[03:00:32.807 --> 03:00:36.350]  20 years ago, he was one of the first guests out on the radio 21 years ago.
[03:00:36.350 --> 03:00:36.970]  He was a nice guy.
[03:00:36.970 --> 03:00:38.892]  He'd come on, you know, routinely.
[03:00:38.892 --> 03:00:42.054]  Four or five times he goes, look, kid, you keep questioning everything I'm saying.
[03:00:42.054 --> 03:00:42.815]  Just read my book.
[03:00:42.815 --> 03:00:44.456]  I can come on, but not every week.
[03:00:44.456 --> 03:00:45.697]  I'll see you later.
[03:00:45.697 --> 03:00:47.959]  And he was talking about chemtrailing, geoengineering, all this stuff.
[03:00:47.959 --> 03:00:49.340]  And I thought, this is crazy.
[03:00:49.340 --> 03:00:52.142]  And he gets up to this stuff today, I think, over the top, just because I haven't seen it myself.
[03:00:53.896 --> 03:01:03.137]  I'm just sitting here thinking about all the things he talked about so long ago, and how the elite believe there's another dimension, and how they want to create a whole other dimension and force us into a matrix.
[03:01:04.045 --> 03:01:17.790]  And then a few years later, documents came out saying that, and now all the big billionaires, I mean, they're just all over the place, saying, oh, this is a false dimension, an evil god is controlling us, we're going to build a new dimension and break out of it, and top scientists are working around the clock.
[03:01:17.790 --> 03:01:25.833]  This is exactly what you said 20 years ago, they want to break into a dimension and escape with Stargates, and I'm like, Steve, don't talk about that on my show!
[03:01:25.833 --> 03:01:28.114]  Now they're on the news every night!
[03:01:28.114 --> 03:01:29.495]  Where did you get all this stuff?
[03:01:31.084 --> 03:01:33.265]  Bible and from, I believe, the inspiration.
[03:01:33.265 --> 03:01:34.206]  Look, here's the thing.
[03:01:34.206 --> 03:01:47.033]  You know, as a Bible-believing Christian, all you have to do is read the book of Revelation, the book of Daniel, Isaiah, Ezekiel, from the prophets to understand what would be in there.
[03:01:47.033 --> 03:01:51.896]  But I made it a habit, Alex, to pray and seek God.
[03:01:51.896 --> 03:01:52.837]  And look, here's the thing.
[03:01:53.297 --> 03:01:55.218]  We're watching the foundations of this country.
[03:01:55.218 --> 03:01:56.398]  They're destroyed.
[03:01:56.398 --> 03:01:58.079]  What it says is, what can the righteous do?
[03:01:58.079 --> 03:02:04.062]  And that's what your frustration, my frustration, and all of our frustration is, is what can we do?
[03:02:04.062 --> 03:02:06.723]  When the wicked rule, the righteous mourn.
[03:02:06.723 --> 03:02:08.263]  That's the spirit of heaviness.
[03:02:08.263 --> 03:02:09.884]  George Norrie asked me that.
[03:02:09.884 --> 03:02:11.405]  He said, man, there's this feeling.
[03:02:11.405 --> 03:02:15.947]  You may have listened to it if you didn't, but I was on the other night and I said, look, there's a spirit of heaviness.
[03:02:15.947 --> 03:02:16.787]  No, I feel it every day.
[03:02:16.787 --> 03:02:18.488]  It is incredibly heavy to know this.
[03:02:18.989 --> 03:02:19.852]  Yeah, yeah.
[03:02:19.852 --> 03:02:23.506]  And then you don't want to admit it to yourself, but you know you've got to be honest about it.
[03:02:24.471 --> 03:02:27.532]  Right, and there's too much dishonesty.
[03:02:27.532 --> 03:02:29.553]  Listen, let's make it easy.
[03:02:29.553 --> 03:02:36.015]  The Bible declares that pretty much a third and a third of the population is going to be destroyed.
[03:02:36.015 --> 03:02:38.555]  You do the math, it's about half the population.
[03:02:38.555 --> 03:02:40.216]  We talk about the Georgia Guidestones.
[03:02:40.216 --> 03:02:42.637]  We can quote Prince Philip Cousteau.
[03:02:42.637 --> 03:02:46.658]  We can quote all of the old guys that are dead now, what they want to do.
[03:02:46.658 --> 03:02:48.158]  Soros' plan, everything.
[03:02:48.158 --> 03:02:49.359]  Ask yourself this.
[03:02:49.359 --> 03:02:51.259]  Who protects George Soros?
[03:02:51.259 --> 03:02:52.140]  Here's what I'm praying.
[03:02:52.140 --> 03:02:53.460]  I think this could make a difference.
[03:02:53.940 --> 03:03:04.249]  I'm praying that the war that's gone on in Russia, whether they're going to release everything they know about Hillary and Obama, at least they would have presented the truth.
[03:03:04.249 --> 03:03:09.493]  And I think the world, once Russia were to do that, and by the way, Alex, they've openly talked about that.
[03:03:09.493 --> 03:03:10.273]  Remember?
[03:03:10.273 --> 03:03:14.096]  Will Russia release all of the, you know, formerly KGB files?
[03:03:14.096 --> 03:03:16.899]  That's right, because a whole bunch of foreign governments have all of Hillary's emails.
[03:03:16.899 --> 03:03:17.379]  They have them.
[03:03:17.379 --> 03:03:19.361]  Why haven't they released them?
[03:03:19.361 --> 03:03:23.324]  Well, they won't release them yet because... Trump has even come out and said, Russia, please release them.
[03:03:24.133 --> 03:03:25.875]  Right, and well here's the deal.
[03:03:25.875 --> 03:03:35.124]  There will come a point, that may be a signal marker too, it behooves the Russians to cover the traitors that have sold us out to them.
[03:03:35.124 --> 03:03:42.091]  But when the Russians find out that the traitors have sold them out to the New World Order, and Putin's got a long memory.
[03:03:42.091 --> 03:03:43.713]  Now look, I'm not a Russophile.
[03:03:44.253 --> 03:03:45.875]  No, no, the Russians have a lot of corruption.
[03:03:45.875 --> 03:03:47.077]  They've infiltrated our government.
[03:03:47.077 --> 03:03:47.718]  Hillary's involved.
[03:03:47.718 --> 03:03:48.338]  Exactly.
[03:03:48.338 --> 03:03:49.400]  That's why they're so freaked out.
[03:03:49.400 --> 03:03:53.064]  Hillary, we've given you hundreds of millions of dollars, that we know of, probably billions.
[03:03:53.064 --> 03:03:55.287]  You sold your country out to us, partially.
[03:03:55.287 --> 03:03:56.789]  Why are you starting a war with us?
[03:03:56.789 --> 03:03:58.070]  That's why they're so freaked out.
[03:03:58.070 --> 03:03:59.052]  Because she's a mad dog.
[03:04:00.089 --> 03:04:02.971]  I think the answer is the House divided can't stand.
[03:04:02.971 --> 03:04:08.033]  Listen, it's a matter of double cross, quadruple cross, and octacross, okay?
[03:04:08.033 --> 03:04:12.296]  In other words, everybody is going to fight for their power.
[03:04:12.296 --> 03:04:17.799]  Everyone's so Machiavelli that they lose the narrative and then just are actually mental midgets.
[03:04:17.799 --> 03:04:19.680]  Because they don't just have honor and do the right thing.
[03:04:20.475 --> 03:04:26.977]  But look it, you can go on the front page of Matt Drudge's website, DrudgeReport, and look at how many weird people are coming.
[03:04:26.977 --> 03:04:28.698]  The demons are loose.
[03:04:28.698 --> 03:04:30.599]  That's why Tom Horne and I write about Stargate.
[03:04:30.599 --> 03:04:35.240]  That's why, and Alex, you're selling the DVD, The Unholy Sea.
[03:04:35.240 --> 03:04:36.601]  People have got to get that.
[03:04:36.601 --> 03:04:37.561]  It's like a roadmap.
[03:04:37.561 --> 03:04:41.383]  You just went through a litany of stuff I've been right about, you know?
[03:04:41.383 --> 03:04:45.144]  And I think it's important that people get that DVD from InfoWars Store.
[03:04:45.724 --> 03:04:46.546]  Sure, well here's the deal.
[03:04:46.546 --> 03:04:50.411]  Even if you're not right about everything, or I'm not right about everything, the elite believe what you're saying.
[03:04:50.411 --> 03:04:52.754]  They're just on the other side.
[03:04:52.754 --> 03:04:54.437]  We're living in a science fiction movie.
[03:04:54.437 --> 03:04:56.620]  Tim, you're straight ahead, so is Steven and others.
[03:04:56.620 --> 03:04:57.041]  Stay with us.
[03:04:58.376 --> 03:04:59.697]  Drug Raid!
[03:04:59.697 --> 03:05:08.120]  81-year-old Margaret Holcomb was minding her own business in her humble home with her son, when all of the sudden, she was part of a full-blown drug raid!
[03:05:08.120 --> 03:05:13.242]  This wasn't a wrongful raid on an incorrect address, as we've seen in the past.
[03:05:13.242 --> 03:05:15.463]  No, no, they caught a fish with this one.
[03:05:15.723 --> 03:05:17.585]  Literally one fish.
[03:05:17.585 --> 03:05:22.091]  After all, Margaret had one marijuana plant growing in her backyard garden.
[03:05:22.091 --> 03:05:23.333]  Get the choppers!
[03:05:23.333 --> 03:05:24.815]  Get the National Guard!
[03:05:24.815 --> 03:05:27.378]  Take this woman down!
[03:05:27.378 --> 03:05:33.546]  The joint raid between the National Guard and the Massachusetts State Police, which also included a military helicopter,
[03:05:33.866 --> 03:05:38.670]  was successful and they were able to take down the one marijuana plant.
[03:05:38.670 --> 03:05:40.452]  A job well done boys.
[03:05:40.452 --> 03:05:46.277]  Now Margaret will have to find a nice legal pharmaceutical to ease her arthritis and glaucoma.
[03:05:46.277 --> 03:05:48.499]  Now does the war on drugs make sense to you?
[03:05:48.499 --> 03:05:51.382]  This is Owen Schroer from InfoWars.com.
[03:05:51.382 --> 03:05:53.924]  Be sure to download our new app, InfoWars Live.
[03:05:58.232 --> 03:05:58.873]  Uh, yeah.
[03:05:58.873 --> 03:06:04.696]  First of all, I want to say Bigfoot 12, X2, Supermail, Brain Force, Prostagart, Silver Bullet.
[03:06:04.696 --> 03:06:05.657]  I use them all.
[03:06:05.657 --> 03:06:06.637]  They're phenomenal.
[03:06:06.637 --> 03:06:07.398]  They work.
[03:06:07.398 --> 03:06:08.218]  Buy them, folks.
[03:06:08.218 --> 03:06:08.718]  Thank you, brother.
[03:06:08.718 --> 03:06:10.640]  I really thank you guys for putting those out there.
[03:06:10.640 --> 03:06:16.863]  I am a relatively short-time listener and I'm quite a supporter of your fine, fine products.
[03:06:16.863 --> 03:06:18.845]  Welcome to the InfoWar.
[03:06:18.845 --> 03:06:24.248]  It's so easy to get these incredible nutraceuticals that support your health and the InfoWar at the same time.
[03:06:24.708 --> 03:06:25.448]  I'm a nine-year listener.
[03:06:25.448 --> 03:06:29.169]  I buy all the nutraceuticals, Casco FX, uh, nascent iodine.
[03:06:29.169 --> 03:06:29.329]  Right!
[03:06:29.329 --> 03:06:30.090]  Let me ask you a question.
[03:06:30.090 --> 03:06:31.130]  Have they worked for you?
[03:06:31.130 --> 03:06:33.991]  They're the most unbelievable products I've ever had in my life.
[03:06:33.991 --> 03:06:35.331]  What products are you taking?
[03:06:35.331 --> 03:06:41.353]  Everything from, uh, Super Male to, uh, Brain Force to Winter Sun, uh, X2.
[03:06:41.353 --> 03:06:43.353]  Even got a little, uh, DNA Force.
[03:06:43.353 --> 03:06:46.854]  So, and I just re-upped everything and I just went to Autofilm.
[03:06:46.994 --> 03:06:52.037]  Visit Infowarslife.com to read the information and research and to see the reviews for yourself.
[03:06:52.037 --> 03:06:57.921]  That's Infowarslife.com or call 888-253-3139.
[03:06:57.921 --> 03:07:06.186]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the Info War.
[03:07:06.186 --> 03:07:07.407]  A 360 win.
[03:07:07.407 --> 03:07:13.431]  Number one, when you choose auto ship before checkout, we give you 10% off on your order at Infowarshore.com.
[03:07:13.951 --> 03:07:21.894]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[03:07:21.894 --> 03:07:26.556]  Number three, we're giving you free shipping on all orders above $50.
[03:07:26.556 --> 03:07:33.058]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[03:07:33.058 --> 03:07:34.199]  Just go to InfoWareStore.com.
[03:07:34.699 --> 03:07:36.680]  Select your favorite product or products.
[03:07:36.680 --> 03:07:40.842]  Click on AutoShip and choose how often you want us to send you another order.
[03:07:40.842 --> 03:07:43.484]  As you know, I coined the term 360Win.
[03:07:43.484 --> 03:07:48.066]  And with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[03:07:48.066 --> 03:07:49.027]  10% off on AutoShip.
[03:07:49.027 --> 03:07:51.468]  Win, win, win at InfoWarsLife.com.
[03:07:51.468 --> 03:07:53.449]  Free shipping on orders above $50.
[03:07:53.449 --> 03:07:57.311]  And all out-of-stock items are never out-of-stock when you sign up for AutoShip.
[03:08:02.428 --> 03:08:06.171]  It's Friday, October 7th, 2016.
[03:08:06.171 --> 03:08:11.094]  We are now only 31 days from the historic election.
[03:08:11.094 --> 03:08:13.356]  This is the Alex Jones Show.
[03:08:16.403 --> 03:08:22.567]  Trump and the future versus Hillary and the establishment this Sunday 4 to 10.
[03:08:22.567 --> 03:08:24.468]  So do the math, that's six hours.
[03:08:24.468 --> 03:08:31.973]  We're going to be on air at least for three, four hours before the debate, during the debate, and post-debate coverage of myself and the rest of the team.
[03:08:31.973 --> 03:08:36.156]  So not just the Sunday show 4 to 6, but now 4 to 10 p.m.
[03:08:36.156 --> 03:08:36.977]  coming up this Sunday.
[03:08:36.977 --> 03:08:42.100]  Briefly before I go back to Steve Quill on a few final calls, here are four or five of the winners.
[03:08:42.100 --> 03:08:43.041]  Terrence O'Hagan, $2,000.
[03:08:45.779 --> 03:08:46.840]  Let me sign that.
[03:08:46.840 --> 03:08:48.761]  That's going to be put in the mail.
[03:08:48.761 --> 03:08:52.604]  Joseph Balkovic, I've pronounced that right, $5,000.
[03:08:52.604 --> 03:08:58.388]  This is for the confronting the Clintons and getting the word out that they're sexual predators.
[03:08:58.388 --> 03:08:59.909]  Bill is.
[03:08:59.909 --> 03:09:03.592]  Micah Femia, have I pronounced that right?
[03:09:03.592 --> 03:09:06.274]  Congratulations.
[03:09:06.274 --> 03:09:06.954]  Richard Garrett, $2,000.
[03:09:08.680 --> 03:09:10.742]  Congratulations, Peter Miller, 2,000.
[03:09:10.742 --> 03:09:17.126]  So a lot of folks either got the image up or didn't get it out on national TV, but a lot of you did.
[03:09:17.126 --> 03:09:23.951]  So we've got three 2,000 winners and one 5,000 winner.
[03:09:23.951 --> 03:09:26.373]  I may have to redo this, because I think a couple of these were going to be 5,000.
[03:09:26.373 --> 03:09:27.354]  I must have misspoke to them.
[03:09:27.354 --> 03:09:28.614]  I think I have to redo these.
[03:09:28.614 --> 03:09:29.335]  I think some people are getting 5,000.
[03:09:29.335 --> 03:09:31.757]  I think I had three of them that were 5,000, two that were 2,000, but whatever.
[03:09:35.390 --> 03:09:35.550]  Hey Alex!
[03:10:00.922 --> 03:10:08.164]  Hey, I'd just like to go ahead and first of all thank all the InfoWars listeners and your staff for doing a bang-up job.
[03:10:08.164 --> 03:10:10.245]  They're always on top of things.
[03:10:10.245 --> 03:10:18.647]  I'd like to go ahead and say about Donald Trump, he needs to get out there on Sunday at this debate and he needs to go for the jugular, Alex.
[03:10:18.647 --> 03:10:21.008]  He really needs to knock this thing out of the park.
[03:10:21.008 --> 03:10:25.889]  He needs to put Hillary on her heels and, you know, end this once and for all.
[03:10:28.117 --> 03:10:29.118]  No, I agree with that.
[03:10:29.118 --> 03:10:30.338]  I agree with that, Tim.
[03:10:30.338 --> 03:10:35.001]  I mean, what's your gut level analysis of Trump, Steve?
[03:10:35.001 --> 03:10:45.268]  Well, I think he's been raised up, literally, to be the prosecuting attorney to show people the level of debauchery, treason, evil, wickedness, go on and on and on.
[03:10:45.268 --> 03:10:48.090]  And then if we judge wrong, we go under judgment.
[03:10:48.090 --> 03:10:51.472]  Yeah, and the simple fact is, Alex, is that, look,
[03:10:52.447 --> 03:10:55.128]  America has lived in the delusion.
[03:10:55.128 --> 03:10:59.970]  That's why, you know, whatever, 50% of whatever can vote for Hillary, etc.
[03:10:59.970 --> 03:11:10.134]  The point is, going beyond mind control, the same people that hate Donald Trump are the same people you and I have been speaking about for 25 and 21 years on the air.
[03:11:10.134 --> 03:11:14.336]  A man is known more by his enemies than by his friends.
[03:11:14.336 --> 03:11:15.577]  Just look at George Soros.
[03:11:15.577 --> 03:11:17.717]  The communist Chinese Soros.
[03:11:17.717 --> 03:11:19.898]  The evil Wahhabist.
[03:11:19.898 --> 03:11:21.159]  I mean, Trump's wonderful.
[03:11:22.253 --> 03:11:38.002]  I gotta tell you something, again, now that feminists are taking on his daughter, who's beautiful and brilliant, they're talking about how she basically loves being a mother in the most important job in the world.
[03:11:38.002 --> 03:11:39.623]  I mean, look, here's the thing.
[03:11:39.623 --> 03:11:46.848]  The commies, the communists, the pinkos... By the way, while she runs a business that she personally made over $300 million in and kept over $100 million...
[03:11:49.109 --> 03:11:49.750]  Here's the thing.
[03:11:49.750 --> 03:11:53.152]  Let me tell you, a woman isn't obsessed with her kids, there's something wrong with her.
[03:11:53.152 --> 03:11:56.895]  Yeah, and also the thing is, look at the rest of the world.
[03:11:56.895 --> 03:12:04.141]  The Muslims, the Mullahs are saying that our women's wombs will be our conquering armor.
[03:12:04.141 --> 03:12:06.883]  Look at, I'm conquering, excuse me, army.
[03:12:06.883 --> 03:12:10.325]  And look at what's happening to American sperm cow.
[03:12:10.325 --> 03:12:12.647]  Look at what's happening to the military.
[03:12:12.647 --> 03:12:14.308]  There was that picture you probably saw.
[03:12:14.308 --> 03:12:16.290]  We're under chemical attack, them wearing red shoes.
[03:12:17.170 --> 03:12:17.891]  Yep.
[03:12:17.891 --> 03:12:22.534]  And the poor transgenders, you know, here's the deal.
[03:12:22.534 --> 03:12:26.817]  Even the lesbian gay community should be furious at what happens with ISIS.
[03:12:26.817 --> 03:12:28.399]  Man, they're throwing them off rooftops.
[03:12:28.399 --> 03:12:29.760]  But that's okay, because it's liberal.
[03:12:29.760 --> 03:12:30.760]  It's part of the Loving Agenda.
[03:12:30.760 --> 03:12:32.202]  Tim, great points.
[03:12:32.202 --> 03:12:34.343]  Let's go ahead and talk to Steve in Florida.
[03:12:34.343 --> 03:12:37.846]  You're on the air with Steve Quayle.
[03:12:37.846 --> 03:12:39.707]  Yeah, hey, good afternoon.
[03:12:39.707 --> 03:12:43.190]  You know, you guys have been talking about Trump and Hillary.
[03:12:43.977 --> 03:12:48.499]  And Alex, you said something in the first hour in reference to Bill Clinton.
[03:12:48.499 --> 03:12:50.200]  You said, you pig.
[03:12:50.200 --> 03:12:53.542]  And then Steve said Trump needs to go for the throne.
[03:12:53.542 --> 03:12:56.663]  And this last caller said he needs to go for the jugular.
[03:12:56.663 --> 03:13:04.707]  I want to give you what I believe is the perfect strategy for Trump in this coming debate.
[03:13:04.707 --> 03:13:05.748]  And it's two words.
[03:13:05.748 --> 03:13:07.229]  And this will resonate with you.
[03:13:07.229 --> 03:13:08.609]  Hog hunting.
[03:13:08.609 --> 03:13:09.650]  And here's what I'm getting at.
[03:13:10.145 --> 03:13:21.010]  A friend of mine years ago, I've never been hog hunting, but he told me the way he does it, and I've lived in Texas, is he has three dogs that he has trained to go after that hog.
[03:13:21.010 --> 03:13:26.352]  And by the way, Bill is the swine, but Hillary is the razorback, okay?
[03:13:26.352 --> 03:13:32.775]  But here's the thing, he said he has three dogs to distract that hog, and then he comes around from behind with the
[03:13:33.268 --> 03:13:33.868]  I think so.
[03:13:55.666 --> 03:14:02.372]  China is the most cutthroat nation other than the Saudis and the Islam as a whole when it comes to women.
[03:14:02.372 --> 03:14:11.901]  With their one child per family policy, how they drug and they torture and they kill women, over 400 million dead because of that policy.
[03:14:11.901 --> 03:14:19.428]  And then the blade is Hillary the enabler of her sexual psychopath husband Bill, right in the throat.
[03:14:19.428 --> 03:14:20.729]  That will seal it for Trump.
[03:14:21.559 --> 03:14:26.363]  I agree, and he's got people in there advising him to play nice, who are probably operatives.
[03:14:26.363 --> 03:14:28.364]  They're operatives, Alex.
[03:14:28.364 --> 03:14:29.825]  They're being paid to do that.
[03:14:29.825 --> 03:14:31.466]  I agree with the caller.
[03:14:31.466 --> 03:14:32.767]  It's absolutely imperative.
[03:14:32.767 --> 03:14:45.396]  Remember this, the way the liberals always work is to over- just run you with obscure stuff, stuff that keeps the- Factoids, little b- Exactly.
[03:14:45.396 --> 03:14:46.077]  You got it.
[03:14:46.077 --> 03:14:47.518]  You know, basically they want to put
[03:14:49.259 --> 03:14:51.520]  Hey, you know why they want to have me on national TV?
[03:14:51.520 --> 03:14:54.561]  Because I don't follow their script, I totally ignore them and take over.
[03:14:54.561 --> 03:15:08.347]  Oh yeah, I had a call, and I've watched you, and I have certain Fox people call me, and they say, we'd love to put you on, but our leadership and our management won't allow it.
[03:15:08.347 --> 03:15:11.208]  Of course not, that's the same reason they won't allow Michael Savage on.
[03:15:11.208 --> 03:15:13.729]  Michael Savage, you've had him on, kudos for that.
[03:15:13.729 --> 03:15:16.090]  He's a brilliant, brilliant man.
[03:15:16.870 --> 03:15:20.491]  Trump better put him into his... They threatened to take him completely off the air.
[03:15:20.491 --> 03:15:21.192]  He didn't shut up.
[03:15:21.192 --> 03:15:22.412]  So that's all been going on.
[03:15:22.412 --> 03:15:23.112]  Very serious time.
[03:15:23.112 --> 03:15:25.133]  Great point, Steve.
[03:15:25.133 --> 03:15:27.694]  Both Steve in Florida and Steve out West.
[03:15:27.694 --> 03:15:28.935]  Steve Quayle.
[03:15:28.935 --> 03:15:30.055]  We're almost out of time here.
[03:15:30.055 --> 03:15:31.256]  August in Arizona.
[03:15:31.256 --> 03:15:34.017]  Go ahead.
[03:15:34.017 --> 03:15:34.377]  Yes, Alex.
[03:15:34.377 --> 03:15:34.977]  Can you hear me?
[03:15:34.977 --> 03:15:35.677]  Yes, I can, August.
[03:15:35.677 --> 03:15:37.218]  Thank you.
[03:15:37.218 --> 03:15:39.819]  I just wanted to say you guys are amazing.
[03:15:39.819 --> 03:15:41.920]  I love hearing you talk about the Lord.
[03:15:41.920 --> 03:15:43.040]  I love hearing about His space.
[03:15:44.060 --> 03:15:50.290]  Um, I have some dots that I wanted to connect as quickly as possible for you, and I'll just go ahead and start.
[03:15:50.290 --> 03:15:56.158]  Uh, I'm kind of, I can't believe that you've, uh, I've never heard you talk about Kathy O'Brien.
[03:15:56.158 --> 03:15:59.303]  Um, now Kathy O'Brien is married to Mark Phillips.
[03:16:00.149 --> 03:16:16.161]  Um, if you go on YouTube and you type in Kathy O'Brien with a C, ex-Illuminati mind control victim, and you go to... I mean, I have interviewed her a few times more than 15 years ago, and my only issue is, how do you prove it?
[03:16:16.161 --> 03:16:26.149]  There's not photos, there's not... I mean, I know the elite, I mean, no one cares about the Lolita Express and Hunter's Little Kids admittedly, or the Catholic Church or Sandusky when it's proven
[03:16:26.869 --> 03:16:33.393]  So kind of everybody just interviewed her thousands of times over and over again, you know, and she talks about being a mind control slave for sex.
[03:16:33.393 --> 03:16:36.155]  Well, that's been declassified that the CIA did that.
[03:16:36.155 --> 03:16:41.698]  So I'm just like, OK, you know, it's kind of like, why don't I cover the fact that opium production skyrocketed when the U.S.
[03:16:41.698 --> 03:16:42.619]  took over Afghanistan?
[03:16:42.619 --> 03:16:44.060]  It's admitted.
[03:16:44.060 --> 03:16:46.361]  I just don't know about her particular case.
[03:16:46.361 --> 03:16:47.342]  I mean, I know that goes on.
[03:16:51.115 --> 03:16:59.347]  You know, if you go to the YouTube video and you go to 1 hour 9 minutes 10 seconds, you can hear her talk about how she didn't
[03:17:01.081 --> 03:17:10.106]  She would like to take advantage of her and Bill didn't want to and that actually Bill was more of a homosexual back in the 70s and that she testifies to seeing him do that.
[03:17:10.106 --> 03:17:13.909]  But besides that, I wanted to... Yeah, but here's the deal, bro, bro, bro, here's the deal.
[03:17:13.909 --> 03:17:15.850]  I'm not saying she's full of prunes.
[03:17:15.850 --> 03:17:20.512]  There are schizophrenics online that claim they're married to me and that I raped them, okay?
[03:17:20.512 --> 03:17:22.594]  I mean, there are people that claim I'm a seven-foot lizard.
[03:17:23.274 --> 03:17:32.340]  So all I'm saying is no one ever wants to cover the admitted CIA program and real people or Dr. Ewing Cameron and thousands of kids that were kidnapped.
[03:17:32.340 --> 03:17:35.402]  That's on the Discovery Channel or History Channel.
[03:17:35.402 --> 03:17:39.685]  They always just go to this person or that person and then this big list of things.
[03:17:39.685 --> 03:17:43.508]  And so I have to document things, but I appreciate your call.
[03:17:43.508 --> 03:17:45.329]  You want to get into Kathy O'Brien here, Steve Quill?
[03:17:46.252 --> 03:18:02.523]  I'll just say this, I did that whole thing too about 15 years ago, and mind control is real, sexual predators are real, you look at who Bill Clinton hung out with, Epstein, you look at all this stuff, but here, that's not, can I tell you something?
[03:18:02.523 --> 03:18:05.965]  It's not that it's old news, but we're talking right now
[03:18:06.365 --> 03:18:10.127]  And this isn't a rebuke, it's just a re-statement of facts.
[03:18:10.127 --> 03:18:19.331]  We're talking about World War III fulfilling the globalist determined plan to take the population of the world down to 500 million.
[03:18:19.331 --> 03:18:31.876]  And by the way, that sounds crazy, but our top generals and their top generals are saying we're on the verge of World War III, the worst ever, no-fly zones, threatening each other, Congress saying attack the Russians, and then the average American just has no idea this is going on.
[03:18:32.864 --> 03:18:36.566]  Yeah, and I'm getting emails to that, well you guys are just trying to blah, blah, blah.
[03:18:36.566 --> 03:18:53.518]  Alex, when someone has spent the years you've spent, I've spent, and others have spent, you know, the bottom line is that you do 9, 10, 12,000 hours, however many you've done, way more than I have, but when you spend, in my case, you know, almost half my life at this, and the idea
[03:18:55.999 --> 03:18:57.280]  Sure, I know, but it's not bad.
[03:18:57.280 --> 03:18:59.142]  I mean, they're on the call, they bring up an issue.
[03:18:59.142 --> 03:19:01.603]  I think it's fine he did, but I mean, here's an example.
[03:19:18.556 --> 03:19:21.137]  Bill Clinton has settled sexual assault cases.
[03:19:21.137 --> 03:19:26.898]  I've interviewed three women that say he raped them, including one that had a witness that came in two minutes after with her bloody in the hotel room.
[03:19:26.898 --> 03:19:32.020]  And, you know, I've got people out all over the country saying Bill Clinton's a rapist with my name on it.
[03:19:32.020 --> 03:19:35.641]  So I get the fact that I had Kathy O'Brien on because I can't prove it one way or the other.
[03:19:35.641 --> 03:19:37.601]  We're going to have some really big people on next week.
[03:19:37.601 --> 03:19:38.121]  Get ready for that.
[03:19:38.121 --> 03:19:39.002]  I'm just going to stop right there.
[03:19:39.002 --> 03:19:40.462]  But Bill Clinton is a rapist.
[03:19:40.462 --> 03:19:42.843]  Trump supporter crashes Tim Kaine rally.
[03:19:42.843 --> 03:19:45.523]  So, you know, we're doing as much as we can.
[03:19:45.523 --> 03:19:46.104]  Absolutely.
[03:19:46.104 --> 03:19:47.264]  I just cannot go off.
[03:19:48.703 --> 03:19:53.629]  I've got to go off him settling a rape case, an assault case.
[03:19:53.629 --> 03:19:58.035]  Then I can come out and say, you know, he settles rape cases and accuse him of being a rapist.
