[00:00:00.009 --> 00:00:00.225]  Thank you.
[03:10:05.235 --> 03:10:07.777]  I think it shows the corruption of the Supreme Court.
[03:10:08.943 --> 03:10:13.106]  She was criticized in the Washington Post, the Wall Street Journal, many others talked about what she had to say.
[03:10:13.146 --> 03:10:14.807]  Eventually she walked back those comments.
[03:10:14.847 --> 03:10:18.629]  But you know, quite frankly, and I'll make the case, I think she violated the Hatch Act as well.
[03:10:19.329 --> 03:10:21.551]  Not that anything will ever happen to her either.
[03:10:22.311 --> 03:10:26.894]  And I want to talk to one of the people on hold here, Garson in Missouri.
[03:10:26.914 --> 03:10:32.557]  Hang on there, I know you're a retired law professor, and I want to get your comments on this, since you're a law professor.
[03:10:32.577 --> 03:10:35.659]  I mean, it certainly looks to me like what she did was violate the Hatch Act.
[03:10:36.279 --> 03:10:39.842]  We're going to talk a little bit about the tempest about plagiarism.
[03:10:39.862 --> 03:10:42.864]  You know, there was an interesting comment from Donald Trump.
[03:10:42.884 --> 03:10:49.589]  He said the media has spent more time analyzing Melania than the FBI did investigating Hillary Clinton.
[03:10:50.490 --> 03:10:52.211]  And that's true, to some degree.
[03:10:53.432 --> 03:10:54.153]  You know what, though?
[03:10:54.473 --> 03:10:56.734]  There's no criminal penalty for plagiarism.
[03:10:57.535 --> 03:11:07.159]  Like there is for violating, knowingly violating, planning and setting up an infrastructure to violate security law regulations that we have in our government.
[03:11:08.060 --> 03:11:14.763]  And real quickly, before we get to the Hatch Act, I want to talk to you about the economic collapse we see happening in Venezuela.
[03:11:15.891 --> 03:11:18.553]  And what's going to be happening in this country as well?
[03:11:18.593 --> 03:11:27.519]  You know, we see the elites in Financial Times, they're talking about being concerned about the populist rage that's coming on.
[03:11:27.539 --> 03:11:36.785]  Of course, at the Bildberg meeting, they were concerned about the precariat, the precarious position of the proletariat, you know, those of us on the bottom.
[03:11:37.305 --> 03:11:38.526]  The elites are taking notice.
[03:11:38.566 --> 03:11:39.787]  They think they have to do something.
[03:11:39.807 --> 03:11:47.733]  They're concerned about the rise of Brexit, of Donald Trump, and of other issues that show that we've woken up to what they're doing to us.
[03:11:48.494 --> 03:11:52.016]  And of course they're admitting that their policies are destroying our way of life.
[03:11:52.657 --> 03:11:56.620]  But then they keep pushing back against anything that would change any of their policies.
[03:11:56.980 --> 03:12:00.963]  Here's a good example of what's going to happen to us if we keep going down this road.
[03:12:01.932 --> 03:12:03.674]  Of socialism, of globalism.
[03:12:03.714 --> 03:12:04.555]  Look at Venezuela.
[03:12:04.635 --> 03:12:10.383]  They've got inflation that is now set to top 1,600 percent next year.
[03:12:10.423 --> 03:12:11.424]  This is from Market Watch.
[03:12:12.325 --> 03:12:16.190]  They said inflation has been 480 percent this year.
[03:12:16.811 --> 03:12:18.332]  Next year they expect it to be 1,640 percent.
[03:12:20.632 --> 03:12:20.872]  All right.
[03:12:21.473 --> 03:12:22.753]  Can you get your head around those numbers?
[03:12:22.773 --> 03:12:23.974]  Does that really mean anything to you?
[03:12:23.994 --> 03:12:29.017]  You know, we talk about billions of dollars and tens of trillions of dollars in debt.
[03:12:29.737 --> 03:12:32.459]  And it gets so large, it's just a statistic.
[03:12:32.619 --> 03:12:34.440]  You really can't grasp it.
[03:12:34.540 --> 03:12:37.662]  Let's talk about what that means for a gallon of milk.
[03:12:38.442 --> 03:12:43.625]  If a gallon of milk was $3 last year with 480% inflation, that would mean this year it would be $14.40.
[03:12:46.442 --> 03:12:47.322]  Getting pretty expensive.
[03:12:47.742 --> 03:12:56.306]  With 1640% inflation next year, that same $3 a gallon milk from last year, next year would cost $236.
[03:12:56.626 --> 03:12:56.306]  $236.
[03:12:56.646 --> 03:12:58.166]  That's Venezuela.
[03:12:58.446 --> 03:13:05.929]  You know, Margaret Thatcher said, the problem with socialism, you eventually run out of other people's money.
[03:13:05.969 --> 03:13:10.411]  Well, you eventually run out of all the fiat currency that you print as well.
[03:13:11.601 --> 03:13:13.403]  You just can't print it fast enough.
[03:13:14.184 --> 03:13:16.207]  And you can't earn it fast enough either.
[03:13:16.988 --> 03:13:20.672]  Today we had a CNN article that was up on Drudge Report.
[03:13:20.712 --> 03:13:24.657]  Hungry Venezuelans cry at the sight of food.
[03:13:25.318 --> 03:13:29.903]  We mentioned this earlier this week, how you had over 100,000 Venezuelans cross the border
[03:13:30.464 --> 03:13:30.864]  We're good to go.
[03:13:51.354 --> 03:14:00.077]  Careful Venezuelans had gone weeks without basic food items like milk, flour, toilet paper, so forth.
[03:14:00.217 --> 03:14:00.497]  Okay?
[03:14:00.637 --> 03:14:01.658]  This is where this is headed.
[03:14:02.158 --> 03:14:03.258]  Where are we, however?
[03:14:04.399 --> 03:14:08.240]  The Financial Times is talking about the global elite need to heed the warning of populist rage.
[03:14:09.082 --> 03:14:12.544]  They say aspirants to power, such as Donald Trump in the U.S.
[03:14:12.604 --> 03:14:17.547]  and Marine Le Pen in France, offer clear, simple, and what they say, wrong solutions.
[03:14:18.207 --> 03:14:18.928]  What would be wrong?
[03:14:19.488 --> 03:14:21.830]  Well, it's nationalism, nativism, protectionism.
[03:14:22.730 --> 03:14:26.913]  I think that's a mischaracterization of some of what is being put out there, protectionism.
[03:14:26.953 --> 03:14:30.315]  But yeah, we should protect our own businesses first.
[03:14:30.395 --> 03:14:31.896]  We should put America first.
[03:14:31.936 --> 03:14:33.096]  You want to call that protectionism?
[03:14:33.577 --> 03:14:33.977]  Fine.
[03:14:34.795 --> 03:14:37.579]  It wasn't protectionism that started the Depression.
[03:14:38.380 --> 03:14:40.302]  It was the Federal Reserve.
[03:14:40.683 --> 03:14:41.444]  You don't believe me?
[03:14:41.704 --> 03:14:42.826]  Ask Ben Bernanke.
[03:14:43.286 --> 03:14:45.149]  He was the one who said, we did it.
[03:14:45.710 --> 03:14:47.011]  Sorry, we won't do it again.
[03:14:47.412 --> 03:14:49.154]  Except to follow the same policies.
[03:14:49.935 --> 03:14:53.496]  They say the remedies they offer are bogus, but the illnesses are real.
[03:14:53.556 --> 03:14:59.558]  If governing elites continue to fail to offer convincing cures, they might soon be swept away.
[03:14:59.598 --> 03:15:00.138]  Let's hope so.
[03:15:00.579 --> 03:15:03.660]  Now, let's get this camera here on the top here.
[03:15:03.680 --> 03:15:04.260]  Let's look at this.
[03:15:04.680 --> 03:15:05.320]  This graph here.
[03:15:05.440 --> 03:15:06.000]  The big hit.
[03:15:06.621 --> 03:15:07.841]  Look at this bar chart here.
[03:15:08.561 --> 03:15:10.202]  The percent of households by country.
[03:15:10.953 --> 03:15:16.497]  With flat or falling real market incomes from 2005 to 2012, okay?
[03:15:16.877 --> 03:15:17.198]  Italy.
[03:15:17.558 --> 03:15:24.123]  Nearly 95% of the households in Italy have flat or falling real income.
[03:15:25.083 --> 03:15:27.085]  Second is the United States.
[03:15:27.885 --> 03:15:29.086]  Second is the United States.
[03:15:29.566 --> 03:15:31.648]  Obama tells us that we're better off in every way.
[03:15:32.208 --> 03:15:32.569]  Really?
[03:15:33.189 --> 03:15:33.449]  Really?
[03:15:33.729 --> 03:15:34.490]  Let me tell you something.
[03:15:35.150 --> 03:15:36.652]  China is better off than we are.
[03:15:37.412 --> 03:15:39.254]  Far better, far more stable than we are.
[03:15:39.875 --> 03:15:47.964]  Because the people, even though their income level, even though their wealth level is far below that of the United States, they see it increasing rapidly.
[03:15:48.044 --> 03:15:50.707]  I saw that when I was there, adopting my daughter.
[03:15:52.415 --> 03:15:59.900]  Where the problems start is when people see their income levels flattening and falling, as we do here in America.
[03:16:00.560 --> 03:16:03.041]  That's about 82% they're saying here in America.
[03:16:03.502 --> 03:16:13.648]  Now, the UK and the Netherlands, an average of 25 countries, is about 70% of people in these western countries see their income levels flat or falling.
[03:16:13.668 --> 03:16:15.549]  But here in the United States, we're higher than that.
[03:16:15.949 --> 03:16:16.390]  We're 82%.
[03:16:16.670 --> 03:16:20.172]  Yet Obama tells us everything is just fine.
[03:16:20.885 --> 03:16:28.496]  And they go on to say, citizenship of their nations is the most valuable asset owned by most people in wealthy countries.
[03:16:28.656 --> 03:16:29.197]  Think about that.
[03:16:29.217 --> 03:16:32.322]  Do you ever think about citizenship being your asset?
[03:16:33.704 --> 03:16:33.924]  It is.
[03:16:34.955 --> 03:16:35.235]  It is.
[03:16:35.375 --> 03:16:36.756]  It is your most valuable asset.
[03:16:37.236 --> 03:16:39.977]  They resent sharing this with outsiders.
[03:16:40.677 --> 03:16:41.317]  I certainly do.
[03:16:41.557 --> 03:16:48.660]  I don't see that everyone else in the world has a right to become an American, and that we have to justify denying them that right.
[03:16:48.700 --> 03:16:53.482]  That's an inversion of reality that has been sold to us by the Democrats.
[03:16:54.182 --> 03:16:59.384]  And I would say that as they're bringing in, as we see virtually every day, another terrorist act,
[03:17:00.387 --> 03:17:01.888]  They go in and they bomb these countries.
[03:17:01.928 --> 03:17:07.193]  I've got articles here about another 50 people who have been killed this last week.
[03:17:07.213 --> 03:17:11.176]  You've got 21 civilians killed in an ISIS stronghold in Syria.
[03:17:11.196 --> 03:17:11.796]  That's just one.
[03:17:12.597 --> 03:17:13.037]  One town.
[03:17:13.518 --> 03:17:14.639]  France 24 is talking about.
[03:17:14.919 --> 03:17:19.543]  U.S.-led bombings in Syria killed 77 civilians, including many children, okay?
[03:17:19.943 --> 03:17:22.605]  This was on Monday and Tuesday throughout Syria.
[03:17:23.426 --> 03:17:25.988]  So we're going in and we're killing, we started this war.
[03:17:27.165 --> 03:17:31.168]  We created this civil war to overthrow a political leader that we don't like.
[03:17:31.869 --> 03:17:38.734]  We are arming and training ISIS, which is far worse than the civilian dictator that they had.
[03:17:39.715 --> 03:17:43.658]  But regardless, the people that are there see the collateral damage.
[03:17:44.158 --> 03:17:46.500]  They see the bombs falling on civilians.
[03:17:47.793 --> 03:17:49.917]  What do you think they're going to think of America?
[03:17:50.578 --> 03:17:53.002]  Do they really care who started this?
[03:17:53.383 --> 03:17:54.285]  Who's right or wrong?
[03:17:54.746 --> 03:17:57.330]  When they see their families being killed from the sky?
[03:17:58.472 --> 03:17:59.154]  And then what do we do?
[03:17:59.864 --> 03:18:02.206]  We have Obama bringing them to America.
[03:18:02.486 --> 03:18:07.189]  They start civil wars in other countries, and now they're starting a civil war in this country.
[03:18:07.949 --> 03:18:18.316]  Bringing the people who we have been killing, bringing the people who have a righteous chip on their shoulder, for the war that we brought to their country, they're going to bring that war here.
[03:18:18.676 --> 03:18:21.919]  They're going to grab a garbage truck, as you just heard Alex Jones talking about.
[03:18:22.259 --> 03:18:24.220]  Or they're going to rent an 18-wheeler.
[03:18:24.920 --> 03:18:28.603]  Or they're going to grab an axe or a knife, and they're going to kill whoever is closest to them.
[03:18:29.597 --> 03:18:30.878]  Those are the people we're bringing here.
[03:18:31.098 --> 03:18:40.763]  Those are the people John Kerry is bragging to Muslims on the last day of Ramadan, that we're going to get 10,000 people in here from Syria, right there, where this war is the hottest.
[03:18:41.024 --> 03:18:44.626]  We're going to bring 10,000 people in by September the 30th.
[03:18:44.706 --> 03:18:49.048]  It's going to be six times, he said, the number of people we brought in last year.
[03:18:50.389 --> 03:18:51.089]  Have they vetted them?
[03:18:51.149 --> 03:18:51.910]  Can they vet them?
[03:18:52.390 --> 03:18:52.590]  No.
[03:18:53.151 --> 03:18:53.831]  Of course they can't.
[03:18:54.892 --> 03:19:03.379]  People should not be coming into this country unless they can demonstrate to us that they are not a risk to our security.
[03:19:04.420 --> 03:19:05.221]  But there's no control.
[03:19:05.261 --> 03:19:07.843]  As a matter of fact, they do everything they can to bring these people in.
[03:19:08.583 --> 03:19:16.050]  Now I'm going to begin with this, and I didn't lose a collar there, so I want to go through this Hatch Act circumstance.
[03:19:16.090 --> 03:19:17.451]  This is on Monday this broke.
[03:19:18.091 --> 03:19:19.532]  Remember the Castro brothers?
[03:19:20.173 --> 03:19:20.553]  We had
[03:19:22.034 --> 03:19:26.636]  One of them go with Obama to Vietnam to push the Trans-Pacific Partnership.
[03:19:26.676 --> 03:19:27.656]  He's a congressman.
[03:19:28.356 --> 03:19:35.159]  The other twin brother is the head of Housing and Urban Development, Julian Castro.
[03:19:35.199 --> 03:19:37.940]  He was touted as a possible running mate for Hillary Clinton.
[03:19:38.818 --> 03:19:43.739]  And there's a lot of talk now this week about the veep stakes on the Democrat side.
[03:19:44.560 --> 03:19:50.761]  On Monday, he was found guilty by the internal investigation.
[03:19:51.481 --> 03:19:56.002]  This was reported by the Washington Post and many other outlets, although you haven't heard much about it.
[03:19:56.403 --> 03:20:02.424]  They managed to release this information as the Republican convention was starting, so you wouldn't notice it.
[03:20:02.884 --> 03:20:05.065]  But we're going to shine a spotlight on it when we come back.
[03:20:05.125 --> 03:20:06.045]  Stay with us, we'll be right back.
[03:20:10.357 --> 03:20:13.722]  I cannot help asking those who have caused this situation.
[03:20:13.742 --> 03:20:16.546]  Do you realize now what you've done?
[03:20:33.286 --> 03:20:38.891]  Speaking nearly a month ago, President Vladimir Putin at the International Economic Forum in St.
[03:20:38.931 --> 03:20:53.003]  Petersburg, Russia, warned the group of international journalists there, repeatedly, that Europe, the United States, and Russia were drifting towards full-scale war.
[03:20:54.344 --> 03:20:56.907]  We know year by year what's going to happen, and they know we know.
[03:20:59.172 --> 03:21:04.315]  It's only you that they tell these fables and you buy it and spread it to the citizens of your countries.
[03:21:05.395 --> 03:21:08.497]  Your people do not feel a sense of the impending danger.
[03:21:08.777 --> 03:21:09.918]  This is what worries me.
[03:21:10.538 --> 03:21:14.640]  How do you not understand that the world is being pulled in an irreversible direction?
[03:21:14.840 --> 03:21:15.861]  That is the problem.
[03:21:16.081 --> 03:21:18.042]  But they pretend like nothing's going on.
[03:21:19.082 --> 03:21:21.023]  I don't even know how to get through to you people anymore.
[03:21:21.043 --> 03:21:28.187]  And the big news is, a month later, almost a month later, after we first reported on it,
[03:21:29.008 --> 03:21:36.792]  In mid-June, there has been almost no Western coverage of it at all.
[03:21:37.792 --> 03:21:40.294]  And that's exactly what Putin was getting at.
[03:21:41.234 --> 03:21:57.102]  Whether you love Putin or hate Putin, if the leader of Russia, with thousands of intercontinental ballistic missiles and cruise missiles, is telling the West, I don't know how to get through to you, your media is controlled, you're being manipulated,
[03:21:57.972 --> 03:22:00.113]  NATO is putting missiles on our borders.
[03:22:00.293 --> 03:22:01.954]  We're having to move missiles in.
[03:22:02.434 --> 03:22:04.194]  You've overthrown Ukraine.
[03:22:04.655 --> 03:22:06.155]  You're on an offensive.
[03:22:06.695 --> 03:22:09.437]  You're funding and protecting radical Islam.
[03:22:09.797 --> 03:22:11.357]  Do you know what you've done?
[03:22:11.377 --> 03:22:13.218]  Do you know what you've done?
[03:22:13.278 --> 03:22:16.199]  As he said at the UN, destabilizing the Middle East.
[03:22:16.719 --> 03:22:17.880]  Why are you doing this?
[03:22:18.800 --> 03:22:22.762]  Where are the sound minds across the political spectrum
[03:22:24.251 --> 03:22:25.932]  Who should be stopping this?
[03:22:26.552 --> 03:22:30.495]  Russia has three overseas military bases.
[03:22:31.215 --> 03:22:31.995]  You have hundreds.
[03:22:33.416 --> 03:22:36.298]  You have your spies inside our country trying to overthrow it.
[03:22:36.638 --> 03:22:38.759]  You have your CIA people trying to get into our embassies.
[03:22:39.279 --> 03:22:40.900]  You are at war with us!
[03:22:41.481 --> 03:22:46.063]  And the average American, the average European, the average Brit is not aware of this.
[03:22:47.984 --> 03:22:51.246]  Another threat that President Obama mentioned was ISIS.
[03:22:55.106 --> 03:22:56.887]  Well, who on earth armed them?
[03:22:57.527 --> 03:23:02.610]  Who helped to arm the Syrians that were fighting against Assad?
[03:23:03.990 --> 03:23:08.113]  Who created the necessary political climate that facilitated the situation?
[03:23:09.053 --> 03:23:11.775]  Who pushed for the delivery of arms to the area?
[03:23:12.375 --> 03:23:17.378]  But the issue of a major world leader saying that we're moving to the brink of war
[03:23:19.344 --> 03:23:20.805]  And it's not in our news.
[03:23:21.146 --> 03:23:22.107]  That's the big story.
[03:23:22.927 --> 03:23:26.050]  It shows how incredibly controlled things are.
[03:23:26.270 --> 03:23:39.222]  Please spread this video far and wide and hopefully it will spur a debate that can cause some type of chain reaction that reverses our course or at least changes our course from assured Armageddon.
[03:23:39.742 --> 03:23:43.125]  But they will pay attention when we the people force the issue.
[03:23:43.766 --> 03:23:45.487]  And we are forcing the issue on this
[03:23:46.528 --> 03:23:51.270]  As well as many other issues going on here in the United States and around the world.
[03:23:51.851 --> 03:23:54.172]  I'm Alex Jones, signing off for MFullWars.com.
[03:23:54.572 --> 03:23:57.714]  If you're watching or listening to this transmission, you are the hope.
[03:23:59.114 --> 03:23:59.955]  You are the resistance.
[03:24:15.715 --> 03:24:16.936]  Welcome back to the Alex Jones Show.
[03:24:16.976 --> 03:24:17.576]  I'm David Knight.
[03:24:17.596 --> 03:24:22.740]  We're going to talk about the Hatch Act conviction, without penalty of course.
[03:24:22.800 --> 03:24:31.286]  I think it's something we should pay attention to in the light of Dinesh D'Souza just being on with Alex Jones, somebody who went to jail.
[03:24:31.306 --> 03:24:32.267]  That was unprecedented.
[03:24:32.307 --> 03:24:33.588]  Nobody has ever gone to jail.
[03:24:34.286 --> 03:24:38.308]  For having donated more money to somebody than was legally allowed.
[03:24:38.348 --> 03:24:40.208]  It wasn't that amount, large amount of money.
[03:24:40.248 --> 03:24:42.730]  I think the limit is $2,500.
[03:24:42.790 --> 03:24:52.534]  He gave $25,000 to a college friend who was running for office, was not buying influence unlike the Clintons, and yet they sent him to jail.
[03:24:52.574 --> 03:24:55.635]  Always in the past, it was just a fine if you violated the law.
[03:24:56.375 --> 03:24:57.437]  But they sent him to jail.
[03:24:57.477 --> 03:24:59.299]  He truly is a political prisoner.
[03:24:59.700 --> 03:25:05.468]  I want to give you a couple of examples of how Hillary does it, and how Hillary gets away with it.
[03:25:06.009 --> 03:25:12.477]  Before we do, real quickly, I just want to remind you that our special 25% off DNA Force is going to be ending tonight.
[03:25:13.418 --> 03:25:15.839]  We are running out of stock.
[03:25:15.879 --> 03:25:18.140]  We need to set some aside for AutoShip.
[03:25:18.601 --> 03:25:20.181]  And so that will be ending tonight.
[03:25:20.221 --> 03:25:23.943]  And of course, DNA Force is one of our most expensive products.
[03:25:23.963 --> 03:25:28.385]  One of the reasons for it is because of the key ingredient, Bio-PQQ.
[03:25:29.405 --> 03:25:32.647]  That compound costs us about $30,000 per batch.
[03:25:32.887 --> 03:25:34.809]  It's expensive to do a batch.
[03:25:34.929 --> 03:25:36.029]  It is difficult to do it.
[03:25:36.470 --> 03:25:42.313]  Once we run out of stock, we're out for several months, so we have to set some aside for those of you who are on auto-ship.
[03:25:43.094 --> 03:25:50.538]  But right now is a great time to stock up on it while it is 25% off because it is such an expensive product to do.
[03:25:50.598 --> 03:25:51.739]  It's got a lot of ingredients in it.
[03:25:51.799 --> 03:25:57.463]  It's got things like digestive enzymes, CoQ10, Resveratrol, other things, but
[03:25:58.402 --> 03:26:04.164]  The key ingredient, and you can see this is backed by 175 clinical studies, is the BioPQQ.
[03:26:04.624 --> 03:26:12.527]  So look that up, do your own research, take a look at the reviews that are on the site, and take advantage of this sale before it ends.
[03:26:12.647 --> 03:26:17.829]  Also, don't forget, we still have Hillary for Prison t-shirts at InfoWarsStore.com.
[03:26:18.089 --> 03:26:24.731]  A great time to stock up on Hillary for Prison t-shirts with all of these conventions coming up, especially the one next week.
[03:26:25.271 --> 03:26:31.978]  Will she be going to prison, or will she be going to the Presidency of the Big House or the White House?
[03:26:32.018 --> 03:26:35.882]  That's what's going to be decided in just a couple of months, and that begins this next week.
[03:26:36.643 --> 03:26:37.824]  Now, let's talk about Hillary.
[03:26:38.625 --> 03:26:47.274]  There was an article on Heat Street, and remember, as we're talking about Dinesh D'Souza, now trying to buy influence, being sent to jail for campaign contribution,
[03:26:48.593 --> 03:26:50.798]  Remember how the Clintons played us.
[03:26:50.838 --> 03:26:57.132]  Remember 20 years ago, the scandals with the Democrat National Committee and the Clintons with the Chinese people, Charlie Tree and others?
[03:26:57.893 --> 03:26:59.754]  Eventually, they got these guys to confess.
[03:26:59.934 --> 03:27:03.515]  They gave them immunity so that they would talk freely about what had happened.
[03:27:03.735 --> 03:27:06.876]  That is always typically used to get convictions of the higher-up criminals.
[03:27:06.936 --> 03:27:07.997]  In this case, no.
[03:27:08.197 --> 03:27:10.337]  Because the higher-up criminals were the Clintons.
[03:27:11.058 --> 03:27:12.898]  So they just said, oh, that's what you did?
[03:27:12.958 --> 03:27:13.679]  Okay, thanks a lot.
[03:27:13.699 --> 03:27:14.679]  That's very interesting to know.
[03:27:15.139 --> 03:27:16.420]  They were buying influence with you.
[03:27:17.000 --> 03:27:19.721]  You have immunity because we gave that to you to testify.
[03:27:19.761 --> 03:27:22.162]  But we're not going to use that testimony to get anybody else.
[03:27:22.182 --> 03:27:23.082]  We just gave you immunity.
[03:27:23.542 --> 03:27:28.726]  Now look at this, how the Clintons and the rest of Washington are going to get rich from the coup in Turkey.
[03:27:29.267 --> 03:27:32.850]  Now of course we've got the two political power centers, we've got Erdogan and Gulen.
[03:27:32.890 --> 03:27:35.172]  Erdogan is the president, they tried the military coup.
[03:27:35.632 --> 03:27:39.155]  Did he do a false flag military coup as his opponents claim?
[03:27:39.975 --> 03:27:45.060]  Or was it something that was done by the people who are followers of Fethullah Gulen?
[03:27:45.879 --> 03:27:48.141]  Of whom there are many in that country.
[03:27:49.322 --> 03:27:50.142]  He is in exile.
[03:27:50.162 --> 03:27:54.286]  Fethullah Gulen is a Turkish Imam who is in exile in America.
[03:27:54.306 --> 03:28:01.571]  And of course we talked to Mark Hall who did a documentary about his influence on education in this country.
[03:28:02.172 --> 03:28:06.175]  We have charter schools that allow taxpayer money to be given to private groups.
[03:28:06.255 --> 03:28:07.196]  Now that's a problem.
[03:28:08.035 --> 03:28:09.296]  For crony capitalism.
[03:28:09.376 --> 03:28:11.838]  If you don't understand how that works, you need to see the documentary.
[03:28:11.858 --> 03:28:13.239]  But they looked at the very worst case.
[03:28:13.840 --> 03:28:28.411]  What if we had some group come here and try to influence our children to try to get them to embrace the culture, the politics of a foreign country or a different religion?
[03:28:28.511 --> 03:28:35.737]  Okay, now they can't overtly do it with religion or they lose the money, but he has a thousand schools worldwide, Fatala Gulen does,
[03:28:36.656 --> 03:28:39.958]  Everywhere else, they're run as overt madrasas.
[03:28:40.298 --> 03:28:42.560]  Here, they teach people the Turkish language.
[03:28:42.580 --> 03:28:44.701]  You need to know that, don't you, if you're going to school in America?
[03:28:45.001 --> 03:28:52.085]  You should learn how to speak Turkish, not Spanish or some other foreign language, right?
[03:28:52.185 --> 03:28:59.110]  Turkish is what you need to know, and they send people, including a lot of local and federal officials, on junkets to Turkey.
[03:28:59.910 --> 03:29:00.830]  It's a very large network.
[03:29:00.850 --> 03:29:10.794]  They get a half a billion dollars in taxpayer money for these school networks, and they've been investigated for corruption, for bid rigging by the FBI, by many others as well.
[03:29:10.834 --> 03:29:14.355]  Now, they've been accused by the Turkish government of being involved in that coup.
[03:29:15.140 --> 03:29:15.600]  We don't know.
[03:29:16.081 --> 03:29:16.381]  Okay?
[03:29:16.421 --> 03:29:17.202]  Could be either one of them.
[03:29:17.262 --> 03:29:18.723]  Both of them have ties to our government.
[03:29:19.083 --> 03:29:22.626]  Both of them, both Erdogan and Gulen, have ties to the CIA.
[03:29:23.106 --> 03:29:29.872]  Both of them are capable of this type of action, of trying to start a military coup, or even of doing a false flag military coup.
[03:29:29.912 --> 03:29:31.253]  Neither of them are good guys.
[03:29:31.753 --> 03:29:32.934]  But how is this going to work out?
[03:29:33.715 --> 03:29:38.399]  We've got the Podesta Group, which is connected to the Clintons, okay?
[03:29:38.579 --> 03:29:42.362]  Registered in May to start lobbying for the Alliance for Shared Values.
[03:29:43.447 --> 03:29:50.210]  And as they point out in Heat Street, that comically named organization supports Fatala Gulen, the Pennsylvania-based imam.
[03:29:50.871 --> 03:29:52.492]  And they have made a lot of money.
[03:29:52.532 --> 03:29:53.732]  That's the way the Clintons make money.
[03:29:53.992 --> 03:29:56.173]  They don't go to jail like Dinesh D'Souza.
[03:29:56.193 --> 03:29:56.554]  Stay with us.
[03:29:56.574 --> 03:29:57.214]  We'll be right back.
[03:29:58.515 --> 03:29:59.415]  We're on the march.
[03:29:59.895 --> 03:30:01.516]  The empire's on the run.
[03:30:02.437 --> 03:30:05.098]  Alex Jones and the GCN Radio Network.
[03:30:09.568 --> 03:30:10.570]  Brain Force is here.
[03:30:11.111 --> 03:30:13.394]  Ladies and gentlemen, I've been on this the last few months.
[03:30:13.655 --> 03:30:21.467]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[03:30:22.253 --> 03:30:25.395]  One of the worst things with most energy products is it's not sustainable.
[03:30:25.696 --> 03:30:25.836]  Right?
[03:30:25.856 --> 03:30:28.198]  You're gonna crash and gonna feel really bad afterwards.
[03:30:28.558 --> 03:30:32.081]  This has a bunch of different antioxidants and compounds and polyphenols.
[03:30:32.121 --> 03:30:35.243]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[03:30:35.763 --> 03:30:40.567]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[03:30:41.088 --> 03:30:42.929]  For example, the L-theanine inside of it.
[03:30:43.269 --> 03:30:47.693]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[03:30:47.853 --> 03:30:49.874]  This just increases the compounds you already have.
[03:30:50.495 --> 03:30:51.956]  This is what you're actually designed to run on.
[03:30:52.096 --> 03:30:52.356]  Exactly.
[03:30:52.376 --> 03:30:56.159]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[03:30:56.659 --> 03:31:03.944]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[03:31:04.204 --> 03:31:04.664]  Or call 888-253-3139.
[03:31:09.304 --> 03:31:18.389]  If you can't see the irony in having a gun ban enforced by men with guns, well then you fail to understand why the Second Amendment was written in the first place.
[03:31:18.429 --> 03:31:21.271]  Throughout history, only slaves are disarmed.
[03:31:21.391 --> 03:31:25.133]  A well-regulated militia being necessary to the security of a free state.
[03:31:25.273 --> 03:31:26.373]  The right of the people.
[03:31:26.473 --> 03:31:27.613]  The right of the people.
[03:31:27.673 --> 03:31:28.594]  The right of the people.
[03:31:28.674 --> 03:31:31.114]  To keep and bear arms shall not be infringed.
[03:31:31.154 --> 03:31:40.056]  For all of you actors out there who go to your red carpet events, surrounded by full battle rattle SWAT teams, while you accept your awards for your latest violent movie.
[03:31:40.396 --> 03:31:51.677]  For all you politicians who spend your 9 to 5 days scheming up ways to take away my second amendment rights, meanwhile you have first responders on site there to protect you, I say this, come and take it.
[03:31:51.878 --> 03:31:54.258]  I have a strict gun control policy.
[03:31:54.818 --> 03:31:57.420]  If there's a gun around, I want to control it.
[03:31:58.060 --> 03:31:58.741]  Clint Eastwood.
[03:31:58.961 --> 03:31:59.501]  Go ahead.
[03:32:00.522 --> 03:32:01.442]  Make my day.
[03:32:01.602 --> 03:32:06.986]  Dads demand guns because it's me that's got to get up and go check out that noise at 2 a.m.
[03:32:07.206 --> 03:32:08.427]  Infowars.com.
[03:32:09.287 --> 03:32:10.828]  Hillary for prison shirts are $19.95.
[03:32:10.868 --> 03:32:12.809]  We've been selling them as low as $5.
[03:32:12.930 --> 03:32:14.390]  I want to get tens of thousands of them out there.
[03:32:14.410 --> 03:32:16.332]  There's like 80,000 of them now out there or something.
[03:32:17.227 --> 03:32:18.208]  They're all over the country.
[03:32:18.228 --> 03:32:19.469]  It's one of the top memes in the nation.
[03:32:19.709 --> 03:32:23.712]  But at $19.95, we can take all the proceeds and pay for aircraft in the skies.
[03:32:24.012 --> 03:32:25.393]  You've seen that be national news.
[03:32:25.634 --> 03:32:27.015]  You've seen that be the top meme in the country.
