[00:00:08.004 --> 00:00:08.665]  Well here we are.
[02:47:33.823 --> 02:47:38.065]  According to Paulson in his memoirs, he painted an apocalyptic vision of what was coming down the pike.
[02:47:38.105 --> 02:47:41.467]  He said, look, the stock market could lose half of its valuation.
[02:47:41.968 --> 02:47:44.369]  We could have a massive failure of banks, etc.
[02:47:44.949 --> 02:47:46.670]  That was on September 18th.
[02:47:47.291 --> 02:47:52.994]  The morning of September 19th, Spencer Bacchus knew what was coming and he went to the stock market.
[02:47:53.034 --> 02:47:53.935]  He took out $50,000 worth
[02:47:55.956 --> 02:47:56.617]  Of course!
[02:48:12.831 --> 02:48:14.012]  He made a fortune out of this.
[02:48:14.353 --> 02:48:21.460]  This is the guy that Donald Trump's administration, and I'm not necessarily blaming it on Trump, but the buck does stop with him.
[02:48:21.740 --> 02:48:23.662]  Maybe Gary Cohen putting this guy forward.
[02:48:23.682 --> 02:48:24.062]  I don't know.
[02:48:24.342 --> 02:48:24.903]  Jared Kushner.
[02:48:25.443 --> 02:48:26.164]  This crook.
[02:48:27.005 --> 02:48:27.485]  This crook.
[02:48:28.266 --> 02:48:28.986]  He should have stepped down.
[02:48:29.027 --> 02:48:29.847]  He should have been in jail.
[02:48:29.867 --> 02:48:35.650]  But of course, remember, Nancy Pelosi and all that lot said, oh no, insider trading, that's legal for Congress to do.
[02:48:36.331 --> 02:48:39.713]  As long as people are looking, they passed the Stock Act, said we're going to stop it.
[02:48:40.053 --> 02:48:42.034]  You noticed that we're doing insider trading.
[02:48:42.314 --> 02:48:44.035]  You got pretty upset about it, so we're going to stop it.
[02:48:44.776 --> 02:48:46.977]  A few months later, when nobody was looking, they undid it.
[02:48:47.397 --> 02:48:53.381]  And now one of the worst examples of this is being appointed to this crony capitalist export-import bank.
[02:48:54.001 --> 02:48:54.762]  What's going on here?
[02:48:55.839 --> 02:48:56.220]  I don't know.
[02:48:56.581 --> 02:48:57.002]  Stay with us.
[02:48:57.263 --> 02:48:58.988]  Owen Shorter is going to be hosting the fourth hour.
[02:48:59.008 --> 02:48:59.549]  He'll be right back.
[02:49:01.554 --> 02:49:07.898]  According to the mainstream media, President Donald Trump was mean to kids on Easter Sunday.
[02:49:08.098 --> 02:49:22.465]  That's right, dozens of news outlets ran with a misleading video that was spread by Politico yesterday, claiming that President Trump signed a Kids Make America Great Again hat and then threw it away from the kid into the crowd.
[02:49:22.726 --> 02:49:29.009]  The video quickly went viral, racking up nearly 10,000 retweets and getting picked up by other news outlets.
[02:49:29.409 --> 02:49:38.015]  The Washington Post reported Trump, using a thick sharpie, put his signature on the bill of the cap, then looked up and lobbed it into the crowd.
[02:49:38.375 --> 02:49:41.437]  Nowhere near the hand that had given it to him.
[02:49:41.997 --> 02:49:44.919]  BuzzFeed even claimed that the poor kid never got his hat back.
[02:49:45.219 --> 02:49:46.820]  I'm gonna lay it out short and sweet.
[02:49:46.920 --> 02:49:51.243]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[02:49:51.423 --> 02:49:52.524]  I was a total fitness nut.
[02:50:15.047 --> 02:50:15.508]  20 years ago.
[02:50:15.528 --> 02:50:18.651]  About 15 years ago, I just stopped working out.
[02:50:18.751 --> 02:50:19.893]  I gained close to 100 pounds.
[02:50:20.574 --> 02:50:23.156]  I have lost 50, 60 pounds of fat.
[02:50:24.118 --> 02:50:24.478]  Or more.
[02:50:24.558 --> 02:50:26.520]  I've gained 20 pounds of muscle.
[02:50:26.981 --> 02:50:28.462]  I'm stronger than I was when I was 22.
[02:50:28.563 --> 02:50:31.466]  When I could bench press close to 400 pounds and squat 600.
[02:50:31.506 --> 02:50:32.127]  It's actually scary.
[02:50:34.669 --> 02:50:44.759]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[02:50:45.740 --> 02:50:58.571]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support InfoWars in our fight to promote human liberty and freedom.
[02:51:01.619 --> 02:51:05.821]  Men, give your body the support it needs with InfoWars Life Prostagard.
[02:51:06.361 --> 02:51:10.223]  It's time to start assisting the body in regulating proper prostate balance.
[02:51:10.784 --> 02:51:21.389]  InfoWars Life has set out to bring you formulations that are not only the highest quality out there, but formulas that you can use on a daily basis to give your body the natural herbs and extracts that our experts recommend.
[02:51:22.009 --> 02:51:29.752]  The Prostagard formula does just that, with its mixture of plant-based nutrients and antioxidants that help give your body total support.
[02:51:29.973 --> 02:51:38.976]  It's a hand-selected blend of saw palmetto, lycopene, plant sterols, zinc, vitamin D3, selenium, and copper.
[02:51:39.337 --> 02:51:49.601]  Prostagard is something that the men on the InfoWars crew take every day, and from our research, it's something that men should really be adding to their daily regimen in order to keep their body going at optimal levels.
[02:51:50.081 --> 02:51:53.204]  Now's the time to start naturally supporting your body.
[02:51:53.524 --> 02:51:57.748]  Get Prostagard on your side today, exclusively at Infowarslife.com.
[02:51:58.148 --> 02:51:59.289]  That's Infowarslife.com.
[02:52:08.641 --> 02:52:10.865]  Broadcasting live from the U.N.
[02:52:10.925 --> 02:52:13.450]  stronghold, Austin, Texas.
[02:52:13.530 --> 02:52:16.495]  You're listening to The Alex Jones Show.
[02:52:16.976 --> 02:52:19.781]  And now, your host, Owen Troyer.
[02:52:22.276 --> 02:52:24.178]  Welcome back to the Alex Jones Show fourth hour.
[02:52:24.999 --> 02:52:37.450]  We've got some news to cover and you know right now where I'm sitting it feels like more people are nervous about World War III than ever before even when Barack Obama was in office.
[02:52:37.510 --> 02:52:44.857]  Now you can throw blame around and say who's guilty of what or this that or the other thing but it doesn't really matter does it if we go to World War III.
[02:52:44.937 --> 02:52:47.860]  No, I don't think that's good for anyone.
[02:52:49.068 --> 02:53:04.697]  And I'd like to know what you out there think about this, because part of me wants to start to be more critical of President Trump, and then another part of me says that's what the mainstream media wants, that's what the Democrats want, that's what the globalists want.
[02:53:05.277 --> 02:53:11.280]  And we know that they're all three working in collusion to try to bring down President Trump and try to stop our movement.
[02:53:12.381 --> 02:53:25.392]  It's a real, it's a real, it's some real thin ice that we're on right now as far as whether we should be supporting Trump gung-ho or whether we need to be looking at Trump and saying it's not looking good the directions he's going in.
[02:53:25.532 --> 02:53:27.514]  Or is there a line there between both?
[02:53:28.411 --> 02:53:30.153]  Uh, that I guess would be the most real thing.
[02:53:30.314 --> 02:53:32.436]  So I want to hear what you out there think.
[02:53:32.456 --> 02:53:32.617]  1-800-259-9231.
[02:53:32.637 --> 02:53:32.697]  1-800-259-9231.
[02:53:32.737 --> 02:53:34.719]  Is this the most you've ever been worried about World War III?
[02:53:44.311 --> 02:53:46.872]  Do you think it's a distraction from something else entirely?
[02:53:46.952 --> 02:53:49.153]  Are we missing the boat on something else entirely?
[02:53:49.854 --> 02:53:56.656]  We know how they love to do that, to try to distract us, but some of the developments today, I'm sure you've heard, the U.S.
[02:53:56.676 --> 02:54:01.438]  has deployed two more aircraft carriers towards the Korean Peninsula, and then
[02:54:02.799 --> 02:54:05.362]  At the same time, the same story was breaking.
[02:54:05.382 --> 02:54:05.422]  U.S.
[02:54:05.923 --> 02:54:09.166]  military considers shooting down North Korea missile tests.
[02:54:09.707 --> 02:54:12.991]  Okay, so you've got more aircraft carriers moving in that direction.
[02:54:13.031 --> 02:54:14.953]  You've got stories breaking about how the U.S.
[02:54:15.393 --> 02:54:17.836]  is considering shooting down North Korea missiles.
[02:54:18.157 --> 02:54:20.800]  North Korea is saying they're going to test missiles every week now.
[02:54:22.435 --> 02:54:26.477]  The US is drawing a line with North Korea, it appears, and they're not joking around.
[02:54:26.537 --> 02:54:33.220]  So, I mean, these are serious developments, and all signs point to something serious about to happen.
[02:54:33.260 --> 02:54:39.703]  I mean, they don't just send all these naval vessels and do all this saber-rattling if they don't plan on doing anything at all.
[02:54:41.104 --> 02:54:42.705]  And maybe China has balked.
[02:54:43.621 --> 02:54:47.463]  That's what a lot of people are saying, that China has kind of balked and they've blinked first.
[02:54:48.463 --> 02:54:49.984]  But North Korea has not.
[02:54:50.924 --> 02:54:59.748]  And I would assume, now I don't know if Donald Trump talks to anybody from Kim Jong-un's center of power.
[02:55:01.223 --> 02:55:08.547]  I would imagine that somebody from China is talking to those people, and that's why they had to turn that coal shipment around.
[02:55:09.128 --> 02:55:16.812]  But these are serious developments, and Trump has obviously pivoted on his China-rigging-their-currency rhetoric.
[02:55:17.272 --> 02:55:24.817]  Perhaps that was part of his quote-unquote 5D, 6DDD chess that he plays in order to win in Korea.
[02:55:24.857 --> 02:55:26.098]  But even with North Korea.
[02:55:27.768 --> 02:55:29.549]  My grandfather fought in the Korean War?
[02:55:29.849 --> 02:55:39.093]  I personally think that Trump is going for victory in North Korea to win major popularity points and just cruise towards victory in 2020.
[02:55:40.874 --> 02:55:43.436]  But I'd like to know what people out there think.
[02:55:43.496 --> 02:55:50.901]  Now, Roger Stone will be joining us at 2.30, 2.33 to be exact, in the show today.
[02:55:51.141 --> 02:55:55.425]  I'm sure he's got some breaking developments because he's actually going to be in studio with me.
[02:55:55.785 --> 02:55:57.866]  So we'll be hearing from Roger Stone shortly.
[02:55:58.487 --> 02:56:01.489]  But I'd like to hear from people out in the audience today.
[02:56:01.649 --> 02:56:04.051]  What do you think right now about World War III?
[02:56:04.151 --> 02:56:05.832]  What do you think right now about Trump?
[02:56:08.328 --> 02:56:15.912]  Do we continue to support him no matter what because the media, the Democrats and the globalists working in collusion want us divided more than anything?
[02:56:16.493 --> 02:56:23.957]  Or do we have to call it as we see it and in some instances support Trump and if we see an instance which we don't want to support Trump, call him out on it.
[02:56:24.077 --> 02:56:24.377]  I don't know.
[02:56:24.437 --> 02:56:27.119]  It's a very difficult path that we walk down right now.
[02:56:27.199 --> 02:56:29.480]  So let's go to some of our audience.
[02:56:29.500 --> 02:56:34.863]  Let's start with Uncle Sam in Louisiana who wants to talk about Trump's turnaround.
[02:56:35.343 --> 02:56:36.364]  Go ahead, Uncle Sam.
[02:56:38.191 --> 02:56:41.094]  Yes, good day.
[02:56:41.154 --> 02:56:43.377]  I do street interviews in the streets of New Orleans.
[02:56:44.178 --> 02:56:45.820]  Dress up in an Uncle Sam outfit.
[02:56:45.941 --> 02:56:48.824]  And for the past week, I've been asking people about Syria.
[02:56:49.345 --> 02:56:50.947]  You know, I think I've actually seen you before.
[02:56:51.067 --> 02:56:51.968]  Sorry for interrupting.
[02:56:51.988 --> 02:56:52.229]  Go ahead.
[02:56:53.320 --> 02:56:54.361]  No, I've been on the show.
[02:56:54.381 --> 02:56:57.002]  Kit Daniels did a profile.
[02:56:57.042 --> 02:56:57.823]  Okay, okay.
[02:56:58.083 --> 02:56:58.323]  Yeah.
[02:56:58.403 --> 02:57:04.307]  And you guys have actually been from some of the interviews, because I've talked to colonels and cardinals out there in the streets.
[02:57:05.028 --> 02:57:10.271]  And some of the things I've heard recently, I just spoke to a man who followed around.
[02:57:10.451 --> 02:57:14.193]  He was the first communique for President Clinton.
[02:57:14.473 --> 02:57:16.615]  He heard every conversation for three years.
[02:57:17.075 --> 02:57:18.996]  The things he told me, I can't really.
[02:57:19.597 --> 02:57:21.438]  So let's get into what you think about Trump, though.
[02:57:22.721 --> 02:57:22.881]  Hmm.
[02:57:22.901 --> 02:57:23.001]  Yeah.
[02:57:40.563 --> 02:57:47.846]  I mean, we're looking at this, he's obviously, I mean, he was serious, just got me twisted big.
[02:57:48.366 --> 02:57:51.768]  You know it, I know it, all the information, the people listening know it.
[02:57:52.188 --> 02:57:58.010]  But you know, just to add something to that, it's like he's sleeping with the enemy while they're both stabbing each other in the back constantly.
[02:57:58.030 --> 02:58:01.552]  And this is the weirdest thing, I mean, I don't know, go ahead.
[02:58:03.325 --> 02:58:10.516]  Yeah, but I mean, the people that I've been speaking to on the streets, they're puzzled.
[02:58:11.077 --> 02:58:13.240]  I mean, no one can put a real finger on this.
[02:58:13.540 --> 02:58:15.343]  It's so fluid.
[02:58:15.443 --> 02:58:18.548]  It's like all the pieces are falling apart in every different direction.
[02:58:18.588 --> 02:58:18.949]  You can't
[02:58:19.409 --> 02:58:20.890]  You can't keep track of any of it.
[02:58:20.970 --> 02:58:21.470]  And you know what?
[02:58:21.550 --> 02:58:31.356]  I think that the biggest problem that we all have, and I'm speaking for myself, I suppose, but it just feels like right now, you know, my biggest thing was drain the swamp, right?
[02:58:31.416 --> 02:58:32.156]  Drain the swamp.
[02:58:32.216 --> 02:58:33.377]  Get in there like a wrecking ball.
[02:58:33.657 --> 02:58:36.939]  And he's been great for domestic policy, but drain the swamp?
[02:58:37.579 --> 02:58:37.899]  Hmm.
[02:58:39.140 --> 02:58:40.521]  I'm not sure if I'm buying that.
[02:58:42.702 --> 02:58:45.303]  Yeah, I mean, you want to get a wrecking ball?
[02:58:45.323 --> 02:58:46.244]  We got a bowling ball.
[02:58:47.219 --> 02:58:49.021]  Yeah, I think that that's another good analogy.
[02:58:49.081 --> 02:58:50.682]  Alright, Uncle Sam, thank you so much for the call.
[02:58:50.722 --> 02:58:54.865]  Let's move on to Russell, who is in Texas, also wants to talk Trump.
[02:58:54.906 --> 02:58:55.586]  Go ahead, Russell.
[02:58:56.807 --> 02:58:59.189]  Hey, it's a real honor to speak with you.
[02:58:59.209 --> 02:59:01.811]  I listen to you all day every day, so thank you there.
[02:59:03.213 --> 02:59:09.578]  I just wanted to say that Trump, when he was running, now he's a good man, got a good heart,
[02:59:10.373 --> 02:59:12.755]  You know, he's not a politician.
[02:59:12.815 --> 02:59:13.656]  He didn't get into it.
[02:59:13.696 --> 02:59:14.437]  Oh, he is now.
[02:59:14.457 --> 02:59:15.277]  He wanted money.
[02:59:15.938 --> 02:59:18.420]  Well, he is now, but that wasn't his motivation.
[02:59:18.480 --> 02:59:19.721]  He just loves our country.
[02:59:20.322 --> 02:59:28.048]  So with that being said, once he got in, he now sees the dynamics like the world stage, how the powers work together.
[02:59:28.068 --> 02:59:31.071]  You know, he can't just do things on his own.
[02:59:31.171 --> 02:59:35.355]  I understand with the world government, but he has to play the game as it is.
[02:59:35.976 --> 02:59:43.481]  Now, he has a good heart and he's going to do what's best for us, but some avenues have to be gone through a certain way.
[02:59:43.841 --> 02:59:50.286]  See, I hear what you're saying, and I hear this a lot, and there's certainly some potentiality in what you're talking about.
[02:59:50.366 --> 02:59:53.047]  It's just, I have a problem.
[02:59:53.067 --> 03:00:01.293]  I don't want to be like the Obama supporters that just looked like the biggest dumbasses for eight years, I guess, is how I'm putting it.
[03:00:02.617 --> 03:00:09.944]  I don't want to be the person that just continues to fall hook, line, and sinker for whatever Trump says because I believe in some overarching agenda that I think we agree on.
[03:00:11.345 --> 03:00:12.867]  I'm just not seeing that right now.
[03:00:13.387 --> 03:00:15.349]  That's just how I feel, and a lot of people feel the same way.
[03:00:15.609 --> 03:00:20.814]  Other people think this is divide, that people are trying to divide us right now, and I don't know.
[03:00:20.874 --> 03:00:22.556]  There's a lot of things that Trump's doing that's good.
[03:00:22.576 --> 03:00:25.619]  There's a lot of things that Trump and his administration that have done that are not good.
[03:00:27.594 --> 03:00:32.278]  He sees the way that conservatives and libertarians think.
[03:00:32.459 --> 03:00:35.721]  They think on a whole other level than liberals do.
[03:00:36.202 --> 03:00:41.026]  The liberals are watching TV, getting their news, believing headlines and topics.
[03:00:41.567 --> 03:00:47.292]  We actually listen to the facts, listen to the sources, and Trump's no different than that.
[03:00:47.352 --> 03:00:50.235]  So all I'm saying is, yes, he's a regular person.
[03:00:50.275 --> 03:00:51.416]  He can make mistakes.
[03:00:52.006 --> 03:00:55.409]  But he doesn't have an agenda to sell us out.
[03:00:55.469 --> 03:01:01.933]  He took a lot of trouble and heat and turned his life upside down.
[03:01:02.274 --> 03:01:04.855]  I will say this, I will say this.
[03:01:07.017 --> 03:01:14.783]  If the United States ends up in more Middle Eastern intervention because of an oil pipeline, that to me is selling the American people out.
[03:01:15.603 --> 03:01:16.184]  Absolutely.
[03:01:18.234 --> 03:01:18.975]  110%.
[03:01:18.254 --> 03:01:18.975]  Because you know why?
[03:01:19.315 --> 03:01:20.556]  Because you know what happens then?
[03:01:21.057 --> 03:01:30.406]  We then go into the Middle East, we intervene in the Middle East, we bomb the Middle East into oblivion, and then those people end up hating us, and then you have ISIS, with the help of our own government and proxy wars as well.
[03:01:30.686 --> 03:01:35.251]  So it's a very vicious circle that we were hoping Trump would put a stop to.
[03:01:35.291 --> 03:01:38.253]  We would hope Trump would get in there and stop those gears up.
[03:01:39.074 --> 03:01:56.460]  And whether it be because he's getting bad intel, whether it be because he has no choice, maybe he's blackmailed, I don't know, but the gears just keep on rolling and he was the candidate that said he didn't want to get into World War III, now here we are basically playing World War Chicken with North Korea and China and the Middle East.
[03:01:58.015 --> 03:02:00.596]  You said that earlier, that he might not have a choice.
[03:02:00.676 --> 03:02:08.599]  I mean, if you were to be in the White House yourself, common sense is going to rule most of what you do, not corruption because you're paid off.
[03:02:09.079 --> 03:02:17.623]  But he's having to face off real threats, and he might have information saying, look, these guys are just going to pop a shot off at us or whatever.
[03:02:18.283 --> 03:02:20.285]  You know, he's got to defend us.
[03:02:20.325 --> 03:02:21.686]  He's got to do what he's got to do.
[03:02:21.786 --> 03:02:23.067]  I hope it doesn't happen.
[03:02:23.107 --> 03:02:27.090]  And I'm sure if he has a say in it, it ain't going to happen.
[03:02:27.210 --> 03:02:34.696]  I would not think that it's because he just wants to be tough or... But we have to ask, thank you for the call, Russell.
[03:02:34.716 --> 03:02:36.897]  We have to ask, what is the big deal with North Korea now?
[03:02:36.957 --> 03:02:38.799]  Why all the saber-rattling with North Korea?
[03:02:38.959 --> 03:02:40.140]  What is driving this?
[03:02:40.560 --> 03:02:42.682]  Is it Trump going for victory in North Korea?
[03:02:43.442 --> 03:02:51.825]  Or is it the globalists stirring up this distraction or stirring up Trump to force intervention, to force World War III to divide Trump's base?
[03:02:52.565 --> 03:02:53.545]  I don't know what's going on.
[03:02:53.585 --> 03:02:55.026]  Again, you just have to ask why.
[03:02:55.106 --> 03:02:55.526]  I don't know.
[03:02:55.726 --> 03:02:57.207]  I'm not going to find this out.
[03:02:57.227 --> 03:02:58.047]  They're not going to tell us.
[03:02:58.467 --> 03:03:02.048]  Let's go to Fred in Wisconsin who wants to talk about World War III.
[03:03:02.068 --> 03:03:02.668]  Go ahead, Fred.
[03:03:03.008 --> 03:03:04.189]  You've got 60 seconds.
[03:03:04.229 --> 03:03:04.649]  Make it quick.
[03:03:05.939 --> 03:03:15.529]  Hey, I think the problem here is that South Korea is trying to install the THAAD system, which is a major radar, which is going to piss off both Russia and China.
[03:03:16.089 --> 03:03:22.116]  And now, back in May of 2014, we had the Donald Cook attacked with an EMP weapon, which completely disabled it.
[03:03:22.776 --> 03:03:24.658]  27 soldiers, you know, resigned.
[03:03:25.119 --> 03:03:25.819]  I think the major
[03:03:27.434 --> 03:03:33.999]  I'll put it to you this way.
[03:03:34.039 --> 03:03:34.979]  I'll put it to you this way.
[03:03:35.079 --> 03:03:35.880]  I'll put it to you this way.
[03:03:35.960 --> 03:03:42.265]  I think that Russia is the biggest story or the biggest story because I don't think Russia is going to take the United States BS anymore.
[03:03:42.665 --> 03:03:47.749]  I think Russia will finally stand up to United States government forcing oil wars on the rest of the world.
[03:03:47.809 --> 03:03:49.230]  That's, I don't know, that could be the case.
[03:03:49.450 --> 03:03:51.552]  We'll be right back on the other side, Alex Jones, fourth hour.
[03:04:01.269 --> 03:04:01.409]  What?
[03:04:01.870 --> 03:04:10.900]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[03:04:10.980 --> 03:04:19.069]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:04:19.369 --> 03:04:24.052]  We have now managed to secure these sought-after beans in a highly customized blend.
[03:04:24.252 --> 03:04:30.937]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[03:04:31.037 --> 03:04:38.122]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[03:04:38.202 --> 03:04:45.086]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[03:04:45.246 --> 03:04:49.189]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[03:04:49.229 --> 03:04:49.589]  I think so.
[03:05:06.667 --> 03:05:13.130]  Russia unveiled a Satan-2 missile that could wipe out France or Texas with the type of megaton weapons it carries.
[03:05:13.450 --> 03:05:14.431]  Multiple ones, by the way.
[03:05:14.451 --> 03:05:16.852]  And of course, there's a lot more advanced stuff than that.
[03:05:16.872 --> 03:05:25.336]  They've been in the Air Force by the 90s, developed anti-matter bombs that would destroy, if they theoretically tested them, they would destroy most of the solar system.
[03:05:26.236 --> 03:05:27.097]  What's the point of that?
[03:05:27.677 --> 03:05:28.017]  I don't know.
[03:05:28.618 --> 03:05:32.060]  But we're reaching that Atlantis moment, whether Atlantis existed or not.
[03:05:32.600 --> 03:05:37.143]  In the fable of Atlantis, the legend, they get some super technology that blows the whole island up.
[03:05:37.804 --> 03:05:40.706]  And Plato, who lived only, you know, a few thousand years after, he said no.
[03:05:41.006 --> 03:05:42.367]  He had the animals, the books about it.
[03:05:42.587 --> 03:05:42.987]  It happened.
[03:05:43.007 --> 03:05:46.029]  But whether that was real or not, folks, we're now at the Atlantis moment.
[03:05:46.329 --> 03:05:48.471]  Michael Snyder, you know, I don't know if you have kids.
[03:05:48.511 --> 03:05:50.532]  I have children, especially my little daughters.
[03:05:50.652 --> 03:05:54.455]  And I see this news, and I see how sweet they are, and it really makes me angry.
[03:05:56.204 --> 03:05:58.027]  Yeah, I don't want war either, Alex.
[03:05:58.107 --> 03:06:00.571]  And that's why I'm so alarmed by what's happened this week.
[03:06:00.591 --> 03:06:04.276]  We already talked about how North Korea could potentially spark a war with China.
[03:06:04.316 --> 03:06:07.541]  Well, the situation with Syria, if it was just Syria, wouldn't be that big of a deal.
[03:06:07.722 --> 03:06:10.386]  And Trump could do whatever he wanted if it was just Syria.
[03:06:10.726 --> 03:06:11.808]  But the Russians are there.
[03:06:12.208 --> 03:06:16.832]  And the Russians are mixed in among the Syrian forces and they're at the Syrian air bases in particular.
[03:06:17.172 --> 03:06:26.378]  So Trump, with his words and the members of his administration in recent days, they've kind of committed themselves to taking some sort of action in response to this false flag chemical attack.
[03:06:26.659 --> 03:06:28.020]  But they've kind of committed themselves.
[03:06:28.060 --> 03:06:36.526]  But if they do anything and the bombs start dropping and the Russians, their people are being killed, their force is under threat, are the Russians just going to sit there and do nothing?
[03:06:36.846 --> 03:06:37.967]  Or are they going to respond?
[03:06:38.347 --> 03:06:39.908]  I believe the Russians would start responding.
[03:06:39.928 --> 03:06:40.969]  They would start shooting back.
[03:06:41.129 --> 03:06:43.630]  And so what happens if, okay, U.S.
[03:06:43.670 --> 03:06:48.952]  warplanes go in, they start bombing, and then Russian missiles, the S-300 starts taking U.S.
[03:06:49.032 --> 03:06:53.214]  airplanes out, we start seeing F-16s fall out of the sky on CNN.
[03:06:53.494 --> 03:06:58.516]  What's that going to do to the anti-Russian hysteria in Washington that's already at Cold War heights?
[03:06:58.876 --> 03:07:00.236]  I mean, it's just going to be insane.
[03:07:00.537 --> 03:07:07.439]  But you have this situation, and of course we've got Iran in Syria, we've got Hezbollah in Syria, and there's nothing to be gained in there.
[03:07:07.519 --> 03:07:09.360]  You know, there's so much that could go wrong.
[03:07:09.580 --> 03:07:11.141]  We don't want a conflict with Iran.
[03:07:11.161 --> 03:07:13.283]  We don't even want a conflict with Hezbollah.
[03:07:13.303 --> 03:07:14.504]  They're pretty serious.
[03:07:14.825 --> 03:07:16.166]  But especially with Russia.
[03:07:16.286 --> 03:07:18.768]  Our relationship with Russia is already quite tenuous.
[03:07:19.328 --> 03:07:27.876]  And if we go in and dead bodies of Russian service members start showing up on Russian television, you know, the Russians are going to totally turn against Trump.
[03:07:29.677 --> 03:07:31.218]  Yeah, Russia doesn't back down.
[03:07:31.278 --> 03:07:32.919]  Russia is not intimidated by anyone.
[03:07:33.279 --> 03:07:35.200]  The Russians, historically, are fighters.
[03:07:35.220 --> 03:07:38.522]  And so, you know, we had hoped that with Trump coming in, we could have a better relationship with Russia.
[03:07:38.542 --> 03:07:41.364]  But this thing with Syria could actually make it far, far worse.
[03:08:04.676 --> 03:08:24.627]  Boy, I hope that song isn't about what I was talking about.
[03:08:24.647 --> 03:08:28.169]  I hope you guys didn't play that on purpose, because that's how you feel about Trump.
[03:08:28.529 --> 03:08:29.750]  I just got handed this story.
[03:08:30.765 --> 03:08:36.990]  From foxnews.com, North Korean commandos ready to kidnap Americans says defector.
[03:08:37.490 --> 03:08:43.735]  It goes on and says that Kim Jong-un has admitted to kidnapping Japanese people on and on about how bad Kim Jong-un is.
[03:08:44.456 --> 03:08:48.359]  So I guess I'm supposed to buy this then and agree to World War III then.
[03:08:48.579 --> 03:08:50.521]  I guess that that's how that's going to work.
[03:08:50.781 --> 03:08:51.722]  That seems to be the trend.
[03:08:53.803 --> 03:09:04.367]  Look folks, Kim Jong-un is obviously a crazy dictator, and if we're going to virtue signal and play police of the world, you would think that North Korea would have been the main focal point.
[03:09:04.387 --> 03:09:11.449]  Well, you know, there's no really political leverage to be gained there, there's no economic leverage, there's no oil, so we've just kind of remained disinterested.
[03:09:11.869 --> 03:09:15.911]  Now Trump is all of a sudden in office, and now all of a sudden we want to do something about North Korea.
[03:09:16.191 --> 03:09:22.233]  Of course, the North Korea, South Korea, and the United States being involved in those wars never really ended, did it?
[03:09:22.853 --> 03:09:24.514]  So what is really driving this?
[03:09:24.594 --> 03:09:27.434]  What is truly driving this?
[03:09:27.454 --> 03:09:34.176]  I mean, I guess the United States essentially trying to bully Kim Jong-un out of power?
[03:09:34.196 --> 03:09:40.458]  I guess that's what they're trying to do, and then maybe make a deal with China so that they can get them to cooperate?
[03:09:41.199 --> 03:09:41.539]  I don't know.
[03:09:41.659 --> 03:09:42.859]  I don't want World War III.
[03:09:43.659 --> 03:09:48.981]  I certainly don't want Kim Jong-un remaining a dictator in Korea anymore, in North Korea anymore, but
[03:09:49.955 --> 03:09:50.776]  Yeah, so there's the story.
[03:09:50.836 --> 03:09:55.098]  North Korea has been kidnapping people for literally decades for various reasons.
[03:09:55.719 --> 03:09:58.400]  Okay, yeah, and what about our government that does the same crap?
[03:10:00.221 --> 03:10:00.662]  I'm sorry.
[03:10:01.482 --> 03:10:08.507]  It's just, it's just, it's just so hard to sit here and cover all this when I know my government's been one of the most corrupt governments in the world for my entire life!
[03:10:08.787 --> 03:10:12.009]  And just because Trump gets in doesn't mean I'm supposed to forget about it!
[03:10:13.837 --> 03:10:15.862]  Please actually drain the swamp, Trump!
[03:10:16.263 --> 03:10:20.654]  Excuse me, let's go to Berger in California, who wants to talk about World War III.
[03:10:20.915 --> 03:10:22.117]  Trump said he didn't want to get us there.
[03:10:22.138 --> 03:10:23.240]  Go ahead, Berger.
[03:10:24.272 --> 03:10:25.652]  All right, Troyer, this is it, man.
[03:10:25.673 --> 03:10:28.694]  Y'all doing a good job at InfoWars, but this is the whole plan, man.
[03:10:29.054 --> 03:10:37.116]  We have been invaded by the British Empire, and what they are doing is they want the military stretched so thin, and they want to die in this war.
[03:10:37.176 --> 03:10:38.177]  This is what's going to happen.
[03:10:38.377 --> 03:10:42.298]  You got three aircraft carriers over there in the sea right now.
[03:10:42.858 --> 03:10:44.919]  If that happens, it's going to be devastating.
[03:10:45.179 --> 03:10:48.960]  We got troops trapped over there in the Middle East, okay?
[03:10:49.000 --> 03:10:49.621]  This is what it is.
[03:10:49.701 --> 03:10:50.721]  It's a white man war.
[03:10:51.321 --> 03:10:52.201]  This is what happened.
[03:10:52.682 --> 03:10:55.203]  It's the invasion of the British Empire, plain and simple.
