[00:00:05.799 --> 00:00:06.539]  What's his name?
[03:06:43.838 --> 03:06:45.179]  Deben in Florida, you're on the air.
[03:07:09.028 --> 03:07:09.408]  Great!
[03:07:09.488 --> 03:07:10.469]  Hey, thank you so much.
[03:07:10.609 --> 03:07:14.992]  Listen, I have bought your products and I gotta say they're amazing.
[03:07:15.152 --> 03:07:16.713]  Anyone who's on the fence, buy it.
[03:07:16.833 --> 03:07:24.257]  Because I've got Caveman, Superman Vitality, Secret Swell, Platinum Interfusion, I've got the Body Armor.
[03:07:24.277 --> 03:07:25.238]  Wow, thank you.
[03:07:25.278 --> 03:07:27.539]  You're the type of listener that makes it all possible.
[03:07:27.559 --> 03:07:29.220]  Which Nutraceuticals do you like best?
[03:07:29.460 --> 03:07:32.782]  I really like the Vitamin Mineral Fusion, to be honest.
[03:07:32.942 --> 03:07:33.302]  That's amazing.
[03:07:33.322 --> 03:07:33.982]  That's really incredible.
[03:07:34.202 --> 03:07:37.244]  I drank it in the morning and I swear to you, I felt incredible.
[03:07:37.264 --> 03:07:38.525]  Like, I haven't felt sleep.
[03:07:38.625 --> 03:07:40.205]  My morning was fantastic.
[03:07:40.285 --> 03:07:41.406]  And I love the guys.
[03:07:41.426 --> 03:07:42.947]  I love the Info Wars crew.
[03:07:43.687 --> 03:07:50.390]  And I just want to, yeah, I want to take this opportunity to tell anybody out there who's on the fence, just buy it.
[03:07:50.550 --> 03:07:51.351]  You will love it.
[03:07:51.591 --> 03:07:53.392]  I'm telling you, I've never bought a bad product.
[03:07:53.692 --> 03:07:58.074]  What you find in our news is the same thing you find in our products at InfoWarsLife.com.
[03:07:58.134 --> 03:07:58.874]  It's a win-win.
[03:07:59.014 --> 03:08:00.055]  InfoWarsLife.com.
[03:08:11.840 --> 03:08:15.722]  If you are receiving this transmission, you are the resistance.
[03:08:16.663 --> 03:08:21.625]  From the front lines of the information war, it's Alex Jones.
[03:08:24.858 --> 03:08:26.880]  Alright, this is how much I'm working.
[03:08:26.920 --> 03:08:28.362]  I'm not bragging, it's just true.
[03:08:29.503 --> 03:08:45.419]  I went 30 minutes into David Knight's time, and then I called in a famous Special Forces operator who had already told me about this stuff like a year ago, who's been involved in a bunch of operations, and I can't get into names, just to confirm a lot of the other stuff we're working on.
[03:08:46.892 --> 03:08:49.414]  And then he's sitting there in my office, and then he made the joke, though.
[03:08:49.434 --> 03:08:51.396]  I'm not going to tell you everything, Alex, because you can't help it.
[03:08:51.416 --> 03:08:53.938]  You're going to blabber no matter what, even though you say you're not giving up sources.
[03:08:54.638 --> 03:09:01.243]  The point is, there's a whole war against these pedophiles going on, and just the giant trafficking, and the 3,000 plus arrests, and all of it.
[03:09:01.784 --> 03:09:06.047]  So I'm going to give Craig Sawyer the floor in the next 12 minutes.
[03:09:07.488 --> 03:09:10.570]  And then I'm going to have David Knight come in here for another six, seven minutes and ask his questions.
[03:09:10.590 --> 03:09:11.190]  I'm going to be gone.
[03:09:11.210 --> 03:09:13.371]  I've got to go literally walk in here on this other meeting.
[03:09:14.351 --> 03:09:14.952]  But I know this.
[03:09:14.972 --> 03:09:16.412]  The president wants to go after these people.
[03:09:16.472 --> 03:09:16.993]  It's happening.
[03:09:17.553 --> 03:09:18.553]  It's really scaring them.
[03:09:18.573 --> 03:09:20.514]  We've got our reporters out in the field in California.
[03:09:21.455 --> 03:09:31.199]  But Craig Sawyer, a former Navy SEAL, contractor, federal officer, you name it, Discovery History Channel show, you name it, he has been aware of this.
[03:09:31.239 --> 03:09:32.380]  His sources are aware of this.
[03:09:33.320 --> 03:09:37.986]  But instead of just rescuing the people or getting the cops with 3,000 busts, there needs to be coverage.
[03:09:38.446 --> 03:09:39.928]  The missing link is coverage.
[03:09:40.008 --> 03:09:43.252]  And then I get my other source sitting in the room next door, a great guy.
[03:09:43.272 --> 03:09:46.075]  He's like, yeah, but Alex, then that tells them how we're getting them.
[03:09:46.215 --> 03:09:49.819]  I know, but we need to then expose it to bring it all down.
[03:09:49.900 --> 03:09:51.441]  So I'm not saying I have all the answers.
[03:09:52.222 --> 03:09:55.803]  What is the alchemy that brings those two together?
[03:09:56.084 --> 03:09:59.465]  The InfoWar proving document, just like we did with Susan Rice.
[03:09:59.925 --> 03:10:04.927]  That just happened through our great work of Patriots and other things we're working on.
[03:10:06.485 --> 03:10:09.547]  Because if a tree falls in the forest and no one hears it, it doesn't make a sound.
[03:10:09.647 --> 03:10:12.169]  I'm not saying anybody's wrong or right here.
[03:10:12.710 --> 03:10:14.051]  We're all moving in the right direction.
[03:10:14.831 --> 03:10:18.113]  I never give up sources, but at the same time, we've got to tell them we're coming for them.
[03:10:18.314 --> 03:10:20.855]  They already know we're coming for them, and that's why Craig Sawyer joins us.
[03:10:21.316 --> 03:10:25.139]  He got big hits from his intel sources, obviously, and agencies across the board.
[03:10:25.899 --> 03:10:29.180]  We've got people self-identifying, panicking, so this is a big day.
[03:10:29.720 --> 03:10:33.282]  Craig, wow, just the last five, six days, all hell's breaking loose.
[03:10:33.582 --> 03:10:35.402]  They're really scared of you and others in your team.
[03:10:35.422 --> 03:10:37.003]  Let's tell folks what's been unfolding.
[03:10:38.463 --> 03:10:47.406]  Well, I gotta admit, I'm flattered that such big groups are that concerned about little old me and my team.
[03:10:47.907 --> 03:10:51.868]  And all we're about is exposing that which has been so successfully
[03:10:53.308 --> 03:10:54.449]  Suppressed for so long.
[03:10:54.749 --> 03:11:13.057]  So yeah, a high-level source of mine said that the internet chatter right now is since I launched the the organization to help expose this pedophilia ring going on nationwide, globally actually, but we're focused here in the United States.
[03:11:13.917 --> 03:11:20.320]  There's two specific groups already out there freaking out, panicking, worried about me and what I bring, which is exposure.
[03:11:21.541 --> 03:11:23.743]  And looking to discredit us.
[03:11:23.763 --> 03:11:28.807]  So they got three initial things that they want to come at us for.
[03:11:28.847 --> 03:11:30.589]  And it's not a surprise.
[03:11:30.629 --> 03:11:33.171]  We knew that this would be par for the course.
[03:11:33.211 --> 03:11:38.255]  We anticipated and expected this as standard, to be honest with you, in the political realm.
[03:11:40.196 --> 03:11:43.079]  But the first thing they want to do is discredit our
[03:11:44.225 --> 03:11:48.728]  Our crowdfunding or our funding, whichever method we do.
[03:11:49.289 --> 03:11:51.650]  And then they want to bring legal attacks, whatever that may be.
[03:11:51.691 --> 03:11:57.535]  And then they want to smear me, bring false, slanderous attacks against me.
[03:11:57.575 --> 03:11:59.116]  So I say, hey, bring it, man.
[03:11:59.276 --> 03:12:00.957]  That's what we signed up for.
[03:12:00.997 --> 03:12:01.618]  This is coming.
[03:12:01.978 --> 03:12:02.798]  We're not going to shut up.
[03:12:02.838 --> 03:12:05.220]  We're not the kind of guys that get scared and go away, man.
[03:12:06.201 --> 03:12:09.944]  I surrounded myself by guys that I've known for a long time that are anything but scared.
[03:12:10.004 --> 03:12:10.984]  So we're ready.
[03:12:11.084 --> 03:12:11.585]  Come what may.
[03:12:12.185 --> 03:12:17.426]  And all we want to do again is expose the harm to children that has been kept quiet.
[03:12:18.006 --> 03:12:18.626]  Let me say this.
[03:12:18.706 --> 03:12:28.888]  We've got a fellow here that has been involved in the rescues and things that are going on today who is going to go in public because he thinks that will give him tactics and stuff.
[03:12:28.908 --> 03:12:29.949]  I think they already know what we're coming for.
[03:12:29.969 --> 03:12:35.110]  But I'm going to have that discussion in about 10 minutes and I'm going to turn it over to you for another 10 minutes or so with David Knight.
[03:12:37.071 --> 03:12:49.567]  I heard from my friend who's here today, he heard Glenn Beck, and I checked with my source, Glenn Beck came out and said, his number one goal would be to stop pedophilia and sex slavery in America, and he's going to lead it with some group called the Underground Railroad.
[03:12:49.587 --> 03:12:50.829]  Well, I'm not going to bash that group.
[03:12:51.329 --> 03:12:52.991]  I asked my source, is that a good group?
[03:12:53.032 --> 03:12:54.473]  He goes, no, it's a total diversion.
[03:12:55.034 --> 03:12:57.355]  Now, I'm not bashing anybody that's worked with it or hasn't worked with it.
[03:12:57.375 --> 03:12:59.715]  The point is, I work with the real people that are actually involved.
[03:12:59.735 --> 03:13:05.737]  3,000 arrests, they're fining the kids, they're fining all the sex slavery, and then nothing is ever in the news after it.
[03:13:06.297 --> 03:13:11.358]  So, regardless, the point is, Glenn Beck himself represents himself as a patriot.
[03:13:11.398 --> 03:13:14.939]  He always comes in to take over anything we're doing so he can then discredit it later.
[03:13:15.099 --> 03:13:16.819]  And I'm not going to bash Glenn on every front.
[03:13:17.119 --> 03:13:18.900]  Maybe he's decided to stop being a bad guy.
[03:13:19.160 --> 03:13:20.400]  Maybe Underground Railroad's great.
[03:13:20.800 --> 03:13:26.921]  All I can tell you is the people I'm working with, and Craig Sawyer and others, most of them unnamed, are 100% on target.
[03:13:26.941 --> 03:13:31.462]  And I just asked my other source, because I thought I'd call him in, because I heard about this from, again, a year ago, six months ago.
[03:13:31.782 --> 03:13:33.043]  He was going on missions all over the world.
[03:13:33.483 --> 03:13:34.623]  I said, is Craig Sawyer good?
[03:13:34.643 --> 03:13:35.743]  He goes, oh, absolutely, of course.
[03:13:36.163 --> 03:13:41.144]  So the point is, we're just vetting all of this because, you know, the fact is, the enemy's got infiltrators in here.
[03:13:42.765 --> 03:13:48.386]  Yeah, that's one of their tactics, you know, the classic honeypot technique and other
[03:13:49.068 --> 03:13:49.228]  I think?
[03:14:07.069 --> 03:14:08.411]  That's a real threat to what they're doing.
[03:14:08.431 --> 03:14:09.692]  So what can they do?
[03:14:10.133 --> 03:14:16.980]  All they can do is run around, you know, throwing smoke and trying to divert and distract and hide.
[03:14:17.401 --> 03:14:18.983]  But this time it's not going to go away.
[03:14:19.183 --> 03:14:20.144]  There's no place to hide.
[03:14:20.184 --> 03:14:21.005]  We're going to bring this.
[03:14:21.065 --> 03:14:27.172]  We've got a president that'll back us, a DOJ that'll back us, that's not all about pedophilia for once.
[03:14:27.952 --> 03:14:33.074]  And it looks like we've got everything that we need, minus the funding.
[03:14:33.094 --> 03:14:37.016]  The funding's coming, and we appreciate everybody that's rallying behind us.
[03:14:38.396 --> 03:14:45.419]  But our thing, and we're not competing with any of the other groups out there for how many bus or territory or anything like that.
[03:14:45.779 --> 03:14:48.620]  What my organization is about is exposure.
[03:14:49.360 --> 03:14:52.301]  And we can coordinate with and even assist the other units.
[03:14:52.501 --> 03:14:53.121]  No, I totally agree.
[03:14:53.181 --> 03:14:54.362]  So what we're about is telling the tale.
[03:14:54.702 --> 03:14:57.765]  In fact, I didn't bring up this other group, England-Beck, because I don't know them.
[03:14:57.785 --> 03:14:59.406]  I just know Beck's a bad actor.
[03:14:59.746 --> 03:15:04.030]  And then the other group I mentioned to somebody, and they go, oh my God, absolutely, just a total diversion.
[03:15:04.050 --> 03:15:06.352]  I'm not saying they're bad, they just are all talk.
[03:15:07.513 --> 03:15:09.515]  But then I asked my other sources, I said, well, is he a Craig Riggins?
[03:15:09.535 --> 03:15:10.175]  Oh, absolutely.
[03:15:10.936 --> 03:15:13.898]  All I'm getting is, we just, it's not about who donates money where.
[03:15:14.238 --> 03:15:15.118]  I'm not making any money off this.
[03:15:15.158 --> 03:15:16.639]  I'm giving my money, you're giving your money, Craig.
[03:15:16.659 --> 03:15:19.801]  It's all about funding this operation to do the final missing link.
[03:15:19.861 --> 03:15:20.321]  Exactly.
[03:15:20.742 --> 03:15:26.985]  You have the law enforcement, military ready to cover it, ready to show you the findings when it's not getting covered by media, when the bust happened.
[03:15:27.365 --> 03:15:31.388]  We're about bringing real sunshine to this, proving how widespread it is.
[03:15:31.708 --> 03:15:36.390]  And I know you can't get into sources and methods and things, but I mean, let's talk about this type of stuff we're witnessing.
[03:15:36.771 --> 03:15:38.131]  I mean, you wouldn't get into it Sunday.
[03:15:38.151 --> 03:15:39.092]  Can you tell people a little bit?
[03:15:41.764 --> 03:15:56.191]  Well, again, we don't want to let them know too much about what we're doing, what's going on, but we're watching and we've got access to federal and local law enforcement to observe and participate in what's going on and, again, tell it to the American public.
[03:15:56.251 --> 03:16:08.617]  And the reason we are striking such fear into the hearts of the two groups specifically that are panicking right now at the launch of Veterans for Child Rescue.
[03:16:08.637 --> 03:16:09.398]  Can we say that name?
[03:16:11.465 --> 03:16:13.406]  Well, one is the Muslim Brotherhood.
[03:16:14.906 --> 03:16:17.487]  Now, they self-identify.
[03:16:17.987 --> 03:16:22.448]  I never mentioned the Muslim Brotherhood as we're going after them because we're not going after them.
[03:16:22.488 --> 03:16:25.389]  We're going after those who harm children.
[03:16:26.129 --> 03:16:30.770]  And we know that there are people that do that that are in just about every group.
[03:16:31.310 --> 03:16:36.476]  And then the other is the head of one of our major political parties.
[03:16:37.077 --> 03:16:37.777]  So do the math.
[03:16:37.857 --> 03:16:40.781]  Which political party has no moral standards?
[03:16:41.021 --> 03:16:46.627]  Which political party booed the name of God out of their convention campaign and so forth?
[03:16:46.647 --> 03:16:48.549]  So it's not hard to figure out.
[03:16:49.287 --> 03:16:52.049]  And I'm not out to start a war with any political party.
[03:16:52.109 --> 03:16:53.470]  But they declared war on us.
[03:16:53.490 --> 03:16:54.550]  I don't care where they are.
[03:16:54.590 --> 03:16:56.191]  We're going to expose them no matter who they are.
[03:16:56.371 --> 03:16:59.593]  People are asking me, Saul, are you just going to go after the low-level guys?
[03:16:59.713 --> 03:17:00.814]  And absolutely not, man.
[03:17:00.834 --> 03:17:02.635]  We're going to go after the biggest fish there are.
[03:17:02.975 --> 03:17:04.056]  That's the whole idea.
[03:17:04.756 --> 03:17:05.657]  Otherwise, why bother?
[03:17:05.957 --> 03:17:06.877]  It's not worth my time.
[03:17:09.299 --> 03:17:11.700]  Look, if we can save one child, it's worth all of us.
[03:17:11.720 --> 03:17:13.281]  Yeah, but we need to cut the head off a snake.
[03:17:13.961 --> 03:17:14.922]  We need to cut the head off a snake.
[03:17:16.243 --> 03:17:16.523]  Yes, sir.
[03:17:16.863 --> 03:17:18.123]  Yep.
[03:17:18.604 --> 03:17:26.706]  And I think part of it, too, is just inspiring the American people to realize, hey, look, we, the American patriot, are still the overwhelming majority.
[03:17:26.766 --> 03:17:32.927]  We, the basically moral decent Judeo-Christian American, are still the overwhelming majority.
[03:17:32.947 --> 03:17:36.408]  We hold the power, and we hold the will, and we hold the numbers.
[03:17:36.608 --> 03:17:39.069]  So let us no longer sit back and be quiet.
[03:17:39.589 --> 03:17:44.333]  And just allow this to happen to the youth, what I call the soul of our nation.
[03:17:44.933 --> 03:17:46.915]  They're doing this on a widespread basis.
[03:17:46.955 --> 03:17:48.776]  They're attacking our children.
[03:17:49.076 --> 03:17:53.179]  They're shattering the little kids' lives, and it's horrible.
[03:17:53.460 --> 03:17:55.501]  And so I ask people to make a decision.
[03:17:55.521 --> 03:18:03.347]  Either you are for harming children, toddlers and infants, and torturing them to death, or you are against that.
[03:18:04.148 --> 03:18:06.369]  It's easy to decide which side of this you're on.
[03:18:06.749 --> 03:18:10.291]  So no longer can you sit back and go, I don't know, this is just a sexual deviancy.
[03:18:10.331 --> 03:18:11.191]  Some people prefer this.
[03:18:11.511 --> 03:18:13.372]  The child does not prefer this.
[03:18:13.432 --> 03:18:14.633]  The child cannot get away.
[03:18:14.973 --> 03:18:19.655]  The child cannot say, I decline and I want to go outside because I don't like being tortured.
[03:18:19.695 --> 03:18:22.056]  I'm in pain and I don't want to die tonight.
[03:18:22.096 --> 03:18:25.038]  I don't want to be raped anymore because I'm two years old.
[03:18:26.599 --> 03:18:29.380]  A child doesn't have the power to speak for themselves.
[03:18:29.420 --> 03:18:31.721]  So we, the people, have to speak for them.
[03:18:32.121 --> 03:18:35.302]  So that's why my organization needs the backing of the American public.
[03:18:35.322 --> 03:18:35.882]  Well, I've given $10,000.
[03:18:35.942 --> 03:18:37.263]  I'm going to write a check.
[03:18:37.963 --> 03:18:38.243]  I've given $10,000.
[03:18:38.343 --> 03:18:39.344]  I'll give a check for $90,000.
[03:18:39.604 --> 03:18:41.985]  Tomorrow I'm going to send that off with a memo.
[03:18:42.305 --> 03:18:43.005]  For the film.
[03:18:43.325 --> 03:18:44.125]  For the releases.
[03:18:44.145 --> 03:18:45.906]  A film we put on the internet for free for everybody.
[03:18:46.306 --> 03:18:49.389]  I'm going to have you come back and host six more minutes by yourself.
[03:18:49.409 --> 03:18:51.932]  David Donnell traffic cop that he's gonna come back and finish up hosting the Craig.
[03:18:51.972 --> 03:18:52.332]  Great job.
[03:18:52.352 --> 03:18:53.493]  Give out the website.
[03:19:08.368 --> 03:19:15.491]  I'm not rolling in money, but everything I've got is for the Children because I've got three Children about to have a fourth child and.
[03:19:25.194 --> 03:19:25.955]  It's all about life.
[03:19:26.375 --> 03:19:29.897]  It's all about committing, and I know how real this is, and I know the President is concerned.
[03:19:29.917 --> 03:19:33.780]  It's almost 70,000 there, 50 on the other, and I'm going to give another 90.
[03:19:33.860 --> 03:19:36.902]  Everybody should donate at gunfund.me.
[03:19:37.262 --> 03:19:40.325]  All right, Craig Sawyer, you come back with David Knight and host another segment.
[03:19:40.725 --> 03:19:42.726]  I'm going to punch out and go work on this in the back room.
[03:19:42.766 --> 03:19:44.287]  It's just a total war here.
[03:19:44.748 --> 03:19:46.229]  So, listeners, thanks for all your support.
[03:19:46.269 --> 03:19:48.610]  Pray for us, because the enemy is pissed.
[03:19:48.710 --> 03:19:49.531]  We'll be right back.
[03:19:49.531 --> 03:19:49.972]  This is an InfoWar.
[03:20:03.294 --> 03:20:13.861]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[03:20:14.161 --> 03:20:18.064]  There's something that is changing thousands of people's lives, and you could be one of them.
[03:20:18.324 --> 03:20:20.125]  It's called Heart and Body Extract.
[03:20:20.465 --> 03:20:25.909]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[03:20:26.069 --> 03:20:35.834]  What happens with the formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[03:20:36.074 --> 03:20:42.298]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[03:20:42.538 --> 03:20:45.839]  It can also work on balancing the circulation for diabetics.
[03:20:45.859 --> 03:20:47.680]  So the body is an amazing thing.
[03:20:47.920 --> 03:20:50.862]  It simply needs some help so it has the tools to heal itself.
[03:20:51.042 --> 03:20:53.164]  Heart and Body Extract gets results.
[03:20:53.524 --> 03:20:59.148]  To order your two-month supply, call now, toll-free at 866-295-5305.
[03:20:59.248 --> 03:21:01.970]  Order online at HBExtract.com.
[03:21:02.450 --> 03:21:03.431]  Hi, Auntie Christine!
[03:21:03.731 --> 03:21:05.392]  Thanks for the Easter basket you sent me!
[03:21:05.672 --> 03:21:08.254]  It has all my favorite candies and a stuffed bunny rabbit!
[03:21:08.674 --> 03:21:10.275]  The basket even has my name on it!
[03:21:10.536 --> 03:21:12.477]  It's the best Easter basket ever!
[03:21:14.218 --> 03:21:18.262]  Surprise the little ones in your life with personalized Easter baskets from Personal Creations.
[03:21:18.462 --> 03:21:23.267]  Plush animal Easter baskets so soft and cute, your little ones will want to cuddle up with them all year long.
[03:21:23.627 --> 03:21:29.233]  And they're filled to the brim with free candy, a chocolate bunny, jelly beans, peeps, and a free stuffed bunny.
[03:21:29.473 --> 03:21:30.994]  All for just $19.99.
[03:21:31.175 --> 03:21:33.797]  Plus, you can personalize it with any name for free.
[03:21:37.479 --> 03:21:40.863]  Each basket is filled with Easter favorites and professionally personalized.
[03:21:41.043 --> 03:21:42.024]  All for just $19.99.
[03:21:42.805 --> 03:21:45.948]  And your one-of-a-kind basket is guaranteed to arrive before Easter.
[03:21:46.128 --> 03:21:47.249]  So there's still time to order.
[03:21:47.429 --> 03:21:50.672]  The only way to get this special Easter deal is to go to PersonalCreations.com.
[03:21:50.812 --> 03:21:53.875]  Click the orange star in the upper right corner and enter secret code 3333.
[03:21:54.236 --> 03:21:55.997]  That's PersonalCreations.com.
[03:21:56.198 --> 03:21:57.739]  Click the star and enter secret code 3333.
[03:21:57.779 --> 03:21:58.280]  PersonalCreations.com. 3333.
[03:22:01.863 --> 03:22:03.764]  They say you can't take on the man and win.
[03:22:04.265 --> 03:22:08.787]  That one small company doesn't stand a chance against the corporate behemoths with all their money and lawyers.
[03:22:09.308 --> 03:22:10.689]  But they don't know Harry's.
[03:22:11.329 --> 03:22:12.089]  How's Harry's done it?
[03:22:12.650 --> 03:22:12.950]  Simple.
[03:22:13.410 --> 03:22:15.772]  By owning the factory and selling directly to you.
[03:22:16.352 --> 03:22:18.713]  Harry's sells their incredible razor blades online.
[03:22:19.074 --> 03:22:20.795]  They ship directly from their site to you.
[03:22:21.175 --> 03:22:22.356]  And do it for a lot less.
[03:22:22.896 --> 03:22:27.417]  And while those other guys rake in huge profits, Harry's passes the savings directly back to you.
[03:22:27.977 --> 03:22:28.478]  The result?
[03:22:28.858 --> 03:22:31.598]  A quality shave and more money in your pocket.
[03:22:32.119 --> 03:22:32.659]  Don't believe it?
[03:22:32.999 --> 03:22:34.679]  Try Harry's for yourself, for free.
[03:22:34.959 --> 03:22:36.840]  Just pay $3 in shipping when you sign up.
[03:22:37.220 --> 03:22:41.721]  Your set comes with a razor, shave gel, travel cover, and a post-shave balm.
[03:22:42.061 --> 03:22:44.142]  That's an almost $20 value, free.
[03:22:44.562 --> 03:22:46.142]  There's no catch and no commitment.
[03:22:46.463 --> 03:22:47.803]  You can cancel anytime.
[03:22:48.303 --> 03:22:50.384]  And quality is always guaranteed.
[03:22:50.704 --> 03:22:55.527]  So go to harrys.com now and enter code 5000 at checkout.
[03:22:55.767 --> 03:22:57.288]  That's harrys.com, code 5000.
[03:22:57.328 --> 03:22:57.908]  Again, 5000.
[03:23:01.448 --> 03:23:03.769]  Are you happy washing your hands with harsh chemicals?
[03:23:04.029 --> 03:23:05.870]  Are you happy doing laundry with detergents?
[03:23:06.170 --> 03:23:07.891]  Are you happy paying high prices?
[03:23:08.151 --> 03:23:09.891]  Find your happiness with Pure Soap.
[03:23:10.212 --> 03:23:14.693]  These all natural, earth friendly, pure soaps are the very best you've ever used.
[03:23:15.073 --> 03:23:15.714]  Buy in bulk.
[03:23:15.954 --> 03:23:18.615]  Get a 12, 36 or 48 month supply.
[03:23:18.875 --> 03:23:21.316]  Or get items individually and still save big.
[03:23:21.576 --> 03:23:24.578]  You're getting soap products twice as good as what you're using now.
[03:23:24.858 --> 03:23:26.819]  Earth friendly and natural soaps.
[03:23:27.119 --> 03:23:28.579]  Your family deserves the best.
[03:23:28.900 --> 03:23:31.321]  Happiness is 5starsoap.com.
[03:23:31.561 --> 03:23:33.962]  Why not put your money up the drain for a change?
[03:23:34.342 --> 03:23:40.525]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[03:23:40.685 --> 03:23:47.669]  Cal Bend Soap Company can save you thousands of dollars and give you good old fashioned real soaps that are triple concentrated.
[03:23:47.889 --> 03:23:50.030]  Soaps made from vegetable and coconut oils.
[03:23:50.350 --> 03:23:53.815]  See their full selection of soaps at five star soap .com.
[03:23:54.015 --> 03:23:57.059]  That's F I V E star soap .com or call 1 800 3 4 0 7 0 9 1 for
[03:24:13.087 --> 03:24:14.528]  Welcome back to the Alex Jones Show.
[03:24:14.588 --> 03:24:17.230]  I'm David Knight and we still have on the line Craig Sawyer.
[03:24:17.350 --> 03:24:18.991]  In this last five minutes, we're going to go to Craig.
[03:24:19.031 --> 03:24:19.852]  I want to give him time.
[03:24:19.872 --> 03:24:20.933]  We're not going to do a plug or anything.
[03:24:20.973 --> 03:24:24.075]  I just want Craig to break this down, where this is going.
[03:24:24.135 --> 03:24:29.719]  As you heard in the last segment, he pointed out that there is now organized opposition to him coming from the Muslim Brotherhood.
[03:24:30.559 --> 03:24:32.701]  A political party, leaders in a political party.
[03:24:33.081 --> 03:24:37.525]  So I want to just let Craig break this down as to what the state of this is.
[03:24:37.786 --> 03:24:40.148]  And I didn't hear the beginning of the interview.
[03:24:40.308 --> 03:24:45.352]  Craig, I don't know if you have an address yet that's out public that people can donate to.
[03:24:45.452 --> 03:24:49.015]  I know I've had a lot of people contact me on Twitter wanting that information.
[03:24:49.075 --> 03:24:52.058]  So if you've got that, it's a good time to give that out.
[03:24:52.078 --> 03:24:52.478]  There we go.
[03:24:52.498 --> 03:24:53.079]  I see it up there now.
[03:24:53.746 --> 03:24:54.527]  We do.
[03:24:54.607 --> 03:24:57.209]  It's on our website.
[03:24:57.749 --> 03:25:05.815]  This is the funding page, but on our website, vets4childrescue.org, there's all the new mailing information.
[03:25:05.935 --> 03:25:10.918]  So if somebody wants to do that, rather than go through the online, they're welcome to that now.
[03:25:11.359 --> 03:25:11.859]  Great.
[03:25:11.899 --> 03:25:14.921]  And that's very important because, as we saw, first we had GoFundMe.
[03:25:15.341 --> 03:25:18.684]  So they didn't want to, basically, were non-responsive to everything.
[03:25:18.724 --> 03:25:20.045]  You got on with you caring.
[03:25:20.625 --> 03:25:26.190]  And then as you came on with Alex Jones last week, within an hour or two they completely shut you down.
[03:25:26.691 --> 03:25:31.375]  But let's talk about what you want to talk about, where this goes from here, what you're seeing right now.
[03:25:31.395 --> 03:25:31.736]  Go ahead.
[03:25:32.574 --> 03:25:48.148]  Yeah, well, it's interesting with our counterintel and other assets out there picking up on the chatter from high-level sources on the internet, seeing who's self-identifying as scumbags who harm children.
[03:25:48.168 --> 03:25:53.613]  We're after saving the children from predators, from those who rape and murder them.
[03:25:54.133 --> 03:26:03.637]  And it's interesting to see two groups specifically respond to that and assume it's all about them and even formulating their attacks against our org.
[03:26:03.657 --> 03:26:08.960]  So I'm like, man, if I'm a threat to the bad guys, I'm very honored and I'm very proud of that.
[03:26:09.040 --> 03:26:10.981]  I'm ready to tie into it right now.
[03:26:11.061 --> 03:26:14.623]  So as soon as you start talking about child abuse, I say, you're talking about me?
[03:26:14.803 --> 03:26:15.503]  You're talking about me?
[03:26:15.723 --> 03:26:17.204]  I mean, that's kind of self-identifying, isn't it?
[03:26:17.264 --> 03:26:17.904]  It's so telling.
[03:26:17.964 --> 03:26:22.446]  I'm like, OK, well, thanks for revealing your position on that.
[03:26:23.106 --> 03:26:26.668]  Thanks for telling the American public where you stand on children.
[03:26:26.828 --> 03:26:28.129]  You hate the children.
[03:26:28.149 --> 03:26:29.229]  You want to attack the children.
[03:26:29.269 --> 03:26:29.949]  OK, noted.
[03:26:30.790 --> 03:26:34.731]  Now, as far as the operations, what we're looking to do with the
[03:26:36.696 --> 03:26:37.737]  The exposure piece.
[03:26:37.877 --> 03:26:47.128]  I want all law enforcement out there to know that we are not out to expose your specific techniques or our specific techniques.
[03:26:47.388 --> 03:26:48.509]  We are going to tell the story.
[03:26:48.549 --> 03:26:52.414]  We're going to show a little bit about what goes on because what we need to do is bring the public in on it.
[03:26:52.814 --> 03:26:56.895]  People need to kind of see what's happening that they're not seeing on the mainstream media.
[03:26:56.915 --> 03:27:02.097]  We need to show them a little bit more of the truth of what's going on day-to-day, night-to-night out there.
[03:27:02.117 --> 03:27:07.138]  But we are not looking to compromise any operational security or undermine any operations.
[03:27:07.158 --> 03:27:13.180]  Look, I'm a federal criminal investigator myself and a counter-terrorist operator from the highest level.
[03:27:13.220 --> 03:27:14.480]  So I understand OPSEC.
[03:27:15.301 --> 03:27:16.001]  We're your ally.
[03:27:16.141 --> 03:27:20.002]  So in case, and I haven't gotten any of that, but in case anybody ever
[03:27:21.134 --> 03:27:23.034]  Uh, add any concerns.
[03:27:23.254 --> 03:27:25.375]  Hey, we're we're for the good guys.
[03:27:25.675 --> 03:27:26.095]  Very important.
[03:27:26.115 --> 03:27:30.096]  Yeah, you're not going to compromise any ongoing investigations or tactics.
[03:27:30.436 --> 03:27:31.876]  Yeah, that's that's our background.
