[00:00:12.250 --> 00:00:13.451]  Wow, Friday.
[03:25:20.644 --> 03:25:22.024]  And he freaked out.
[03:25:22.044 --> 03:25:23.705]  It looked like he was like a ghost hit him.
[03:25:24.125 --> 03:25:31.067]  And I said, yeah, if you think you're just going to kill me and have me disappear, know that these 10 people, it's a dead man switch.
[03:25:31.227 --> 03:25:33.928]  I go, these 10 people are going to be held accountable for it.
[03:25:34.268 --> 03:25:38.749]  And you just make sure that they know if that's how you want to play and something happens to me.
[03:25:39.229 --> 03:25:40.290]  There are a lot of people
[03:25:41.090 --> 03:25:44.731]  Who, that list will be made public, and then what happens after you murder me?
[03:25:44.751 --> 03:25:46.332]  I won't have any sympathy for you.
[03:25:46.352 --> 03:25:51.193]  Let's get a little bit more into this, because these people always think when they threaten you, it doesn't scare you, it freaks them out.
[03:25:51.793 --> 03:25:54.754]  And I'm not bragging, but the next person threatens me, I'm punching them right in the throat.
[03:25:55.554 --> 03:26:00.536]  I mean, you're not a wimpy guy yourself, you're a big guy, so like, I mean, describe what this was like.
[03:26:01.417 --> 03:26:11.567]  Okay, so he was very, he had that kind of sunken in creepy face that we, you know, that we all know of a little bit too polished, a little bit too smooth, sunken in.
[03:26:12.188 --> 03:26:15.912]  He was skinny and lanky with these long kind of features.
[03:26:15.932 --> 03:26:17.113]  Psychopathic traits.
[03:26:17.773 --> 03:26:18.294]  Yeah, yeah.
[03:26:18.314 --> 03:26:22.078]  The typical, like you can look at that and he had a sociopathic thing and he came up and he's
[03:26:23.277 --> 03:26:24.097]  Michael Cernovich.
[03:26:24.517 --> 03:26:30.479]  And you get chills down your neck when these people talk to you because you can feel their energy or vibe.
[03:26:30.499 --> 03:26:31.759]  Their commitment to evil.
[03:26:32.259 --> 03:26:33.379]  Yeah, I really was like, ugh.
[03:26:33.539 --> 03:26:34.440]  I was like, what is this?
[03:26:34.480 --> 03:26:38.000]  And he goes, so you've been very busy looking at things, haven't you?
[03:26:38.020 --> 03:26:40.381]  And I go, what are you talking about, man?
[03:26:40.401 --> 03:26:44.742]  He goes, you know that you're a little bit closer to some of these things than you should be.
[03:26:45.122 --> 03:26:46.462]  Some of these stories are on you.
[03:26:46.502 --> 03:26:49.663]  We've let you go farther than you probably should be allowed to go.
[03:26:51.055 --> 03:26:52.916]  And I go, okay, so what are you saying?
[03:26:52.976 --> 03:26:54.818]  Cause I'm a big put it on the table kind of guy.
[03:26:54.838 --> 03:26:55.558]  I'm like, what are you saying?
[03:26:55.578 --> 03:27:01.142]  He's like, well, there are a lot of people very disturbed by the things that you're looking into and that creepy little vibe.
[03:27:01.882 --> 03:27:05.325]  So then I just, I had a pen on me and I said, you know, hold on a second.
[03:27:05.385 --> 03:27:06.405]  I said, hold on a second.
[03:27:06.465 --> 03:27:06.725]  Woo.
[03:27:07.226 --> 03:27:11.008]  And he stood there and you know, they're very still and cold again.
[03:27:11.048 --> 03:27:12.029]  They don't even feel human.
[03:27:12.089 --> 03:27:13.550]  So I had a little, yeah.
[03:27:13.570 --> 03:27:20.595]  So I took a pen out and I had a little scratch piece of paper and I wrote down, you accidentally did this with the pen just in his throat.
[03:27:21.355 --> 03:27:23.376]  No, because I knew that they were going to murder me.
[03:27:23.396 --> 03:27:23.716]  No, I'm joking.
[03:27:23.736 --> 03:27:24.176]  I'm joking.
[03:27:24.216 --> 03:27:24.436]  Go ahead.
[03:27:24.456 --> 03:27:25.737]  We would never want that.
[03:27:26.157 --> 03:27:35.281]  So what I did is I wrote 10 names on and I said, these are the 10 people I want you to know that if I am murdered, these 10 people will be held responsible.
[03:27:35.881 --> 03:27:40.123]  And suddenly, he looked at me and then he did not like that.
[03:27:40.563 --> 03:27:42.344]  He gave me a look and scurried away.
[03:27:43.144 --> 03:27:49.107]  Because I don't know if he thought he was just going to scare me, but the names of the people that were on that list,
[03:27:50.387 --> 03:27:51.348]  I got his attention.
[03:27:52.308 --> 03:27:54.049]  You're going to take over here, but let me add one more thing.
[03:27:54.069 --> 03:27:56.390]  We were talking about how we fund ourselves.
[03:27:56.950 --> 03:27:58.371]  Evil shampoo, evil toothpaste.
[03:27:58.431 --> 03:28:00.691]  Toothpaste is now overall the best seller of nutraceuticals.
[03:28:00.772 --> 03:28:06.494]  It's the super male profit wise, but the brain force overall sells, but we have very little profit on that.
[03:28:07.302 --> 03:28:16.489]  Big article in Atlantic Monthly, which is the elite publication calling for overthrowing Trump, testosterone wars, basically saying I'm a criminal, I need to be shut down, I'm a horrible person.
[03:28:16.609 --> 03:28:22.093]  I'm selling a product that's sold under another label, you know, at Whole Foods and on Amazon.
[03:28:22.434 --> 03:28:24.475]  Bezos can sell all this stuff, but I can't.
[03:28:24.836 --> 03:28:26.537]  What hypocritical, pathetic worms.
[03:28:26.897 --> 03:28:30.480]  But they are so upset, they don't understand I could fund myself with any mechanism.
[03:28:30.760 --> 03:28:33.782]  I could flip a switch and raise $500 million right now.
[03:28:34.703 --> 03:28:35.764]  They just don't get it, do they?
[03:28:36.598 --> 03:28:47.705]  Well, that's another thing that I find endlessly amusing is you can walk down Whole Foods, Amazon sells supplements, Whole Foods sells it, Trader Joe's sells it, pharmaceuticals... Because they work!
[03:28:48.426 --> 03:28:48.646]  Right.
[03:28:48.946 --> 03:28:54.450]  But the point is, where's the expose on Whole Foods selling supplements, selling the same things you sell?
[03:28:54.750 --> 03:28:56.071]  Selling the Emrix Essential.
[03:28:56.371 --> 03:28:58.653]  You can buy citrus-based products
[03:28:59.313 --> 03:29:03.136]  You can buy my entire Emmerich's Essentials line at Whole Foods.
[03:29:03.156 --> 03:29:04.097]  It's one of their top sellers.
[03:29:04.137 --> 03:29:04.817]  Private label by us.
[03:29:05.078 --> 03:29:07.419]  So why is my sunscreen evil?
[03:29:07.659 --> 03:29:09.681]  Or why is my vitamins evil, but theirs is good?
[03:29:10.962 --> 03:29:13.103]  And the thing is, the left knows supplements work.
[03:29:13.344 --> 03:29:14.865]  It's one of the few things they're smart about.
[03:29:15.933 --> 03:29:18.576]  Well, they just want to do anything to attack you.
[03:29:18.596 --> 03:29:21.439]  It's just you get used to it at this point.
[03:29:21.759 --> 03:29:26.945]  If you sold people bottled water, they would say, well, bottled water is a scam.
[03:29:27.045 --> 03:29:27.786]  You're like, well, wait a minute.
[03:29:27.826 --> 03:29:28.947]  Everybody sells bottled water.
[03:29:29.187 --> 03:29:37.797]  If you sold silverware or plates or computers or iPhones or whatever, then they would immediately say, oh, that's a scam and that doesn't really work.
[03:29:38.097 --> 03:29:38.797]  We're on the march.
[03:29:38.837 --> 03:29:39.697]  The empire's on the run.
[03:29:39.757 --> 03:29:40.818]  Alex Jones and the GCN Radio Network.
[03:30:03.305 --> 03:30:09.627]  To celebrate this July 4th, I want to ask everybody to redouble their efforts, to spread the word, and to take action against tyranny.
[03:30:10.127 --> 03:30:14.909]  We have store-wide free shipping at InfoWarsStore.com through July 4th.
[03:30:15.449 --> 03:30:20.551]  Deep Earth, Pure Iodine, X2, now back in stock, 30% off.
[03:30:20.931 --> 03:30:26.353]  Z-Shield, our newest product, out of the gates, 30% off, because it's so amazing and I want you to try it.
[03:30:26.573 --> 03:30:32.395]  So for myself, the InfoWars crew, and my family, I want to wish you all a wonderful 4th of July, and I want to thank you all for your support.
[03:30:36.195 --> 03:30:43.540]  Basically what we're bringing to the InfoWars team is a new line of volume.
[03:30:44.261 --> 03:30:45.862]  It's nanotube technology.
[03:30:46.462 --> 03:30:48.023]  It's created here in Texas.
[03:30:48.624 --> 03:30:55.749]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[03:30:56.049 --> 03:30:59.011]  Go check out all their different products at InfoWarsTore.com.
[03:30:59.091 --> 03:30:59.811]  It's amazing!
[03:31:03.953 --> 03:31:07.155]  This July 4th, we're having some of the biggest sales ever.
[03:31:07.455 --> 03:31:14.040]  Our incredible Nootropic Brain Force Plus, 30% off, and now with 20% more in each bottle.
[03:31:14.340 --> 03:31:16.882]  Super Mel Vitality, sold out for months.
[03:31:16.982 --> 03:31:21.845]  Concentrated Herbs that have absolutely changed my life and so many others, 30% off as well.
[03:31:22.185 --> 03:31:24.106]  So again, I want to thank you all for your support.
[03:31:24.607 --> 03:31:25.908]  I want to thank you for your prayers.
[03:31:26.328 --> 03:31:32.672]  You have changed the world, and I want to encourage you to continue to change the world and to accelerate your resistance.
[03:31:36.337 --> 03:31:39.339]  We accept the truth and buck the system and the group collective.
[03:31:40.359 --> 03:31:44.141]  Do that, and you'll earn your way to the next level.
[03:31:45.482 --> 03:31:46.583]  This is the Info War.
[03:32:03.592 --> 03:32:11.195]  He's more critical than ever to recommit to financially support the broadcast and to get great products back in exchange, a 360 win.
[03:32:11.435 --> 03:32:13.416]  Emrix Essentials Outdoor Special.
[03:32:13.676 --> 03:32:26.160]  We're talking our non-nano zinc high-powered sunscreen along with Emrix Essentials bug spray that's totally organic and natural and works way better than chemical brands I've personally used.
[03:32:26.461 --> 03:32:32.843]  Help fund this organization that you know has been successful fighting tyranny on every front.
[03:32:33.393 --> 03:32:35.294]  Talk show host is Alex Jones.
[03:32:35.514 --> 03:32:37.215]  He's a conspiracy theorist.
[03:32:37.295 --> 03:32:40.016]  Radio talk show host Alex Jones.
[03:32:40.216 --> 03:32:41.037]  Alex Jones.
[03:32:41.117 --> 03:32:43.878]  Jones is the wildly popular conspiracy theorist.
[03:32:43.938 --> 03:32:47.140]  Radio talk show host and conspiracy theorist Alex Jones.
[03:32:47.160 --> 03:32:48.481]  Deeply, I think, racist.
[03:32:48.581 --> 03:32:50.422]  I just got called racist by MSNBC.
[03:32:50.542 --> 03:32:52.343]  I don't want that man to have a gun.
[03:32:52.363 --> 03:32:56.445]  1776 will commence again if you try to take our firearms!
[03:32:56.465 --> 03:32:57.625]  The Alex Jones Show.
[03:32:57.685 --> 03:33:02.608]  Watch the free stream live at infowars.com forward slash show.
[03:33:08.522 --> 03:33:10.823]  News, analysis, reports.
[03:33:11.163 --> 03:33:13.004]  It's the Alex Jones Show.
[03:33:13.404 --> 03:33:19.646]  And now, your host, Mike Cernovich.
[03:33:19.666 --> 03:33:20.366]  And we're back.
[03:33:20.426 --> 03:33:21.066]  Welcome back.
[03:33:21.166 --> 03:33:22.327]  Mike Cernovich here.
[03:33:22.347 --> 03:33:24.567]  Apologize for the hair.
[03:33:24.587 --> 03:33:26.128]  It got rained on in D.C.
[03:33:26.208 --> 03:33:30.209]  I wasn't expecting the weather, so we gotta get this hair fixed up.
[03:33:30.909 --> 03:33:35.291]  But that aside, we have some cool things planned just so you know if you're in the Washington, D.C.
[03:33:35.411 --> 03:33:35.651]  area.
[03:33:36.371 --> 03:33:39.415]  Tonight we're hosting a, we call them a MAGA meetup.
[03:33:39.455 --> 03:33:42.718]  These are very important events to connect with other like-minded patriots.
[03:33:43.139 --> 03:33:44.741]  We always have a great turnout.
[03:33:44.781 --> 03:33:47.964]  There's a picture on my Twitter of the kind of people who show up.
[03:33:48.325 --> 03:33:49.446]  It's always a great time.
[03:33:49.967 --> 03:33:52.389]  That is tonight, Friday at 7 p.m.
[03:33:52.489 --> 03:33:53.471]  Eastern Standard Time.
[03:33:53.951 --> 03:33:54.952]  In Washington, D.C.
[03:33:54.972 --> 03:33:55.792]  at the Trump Hotel.
[03:33:56.152 --> 03:33:56.932]  Just come on out.
[03:33:56.952 --> 03:33:58.033]  We're all in the bar area.
[03:33:58.053 --> 03:33:59.194]  We just hang out.
[03:33:59.214 --> 03:34:02.055]  There's always, you know, 50 or 100 of us connecting.
[03:34:02.495 --> 03:34:04.276]  So, yeah, there's a picture from the last time.
[03:34:04.316 --> 03:34:05.497]  We always have a good time.
[03:34:05.777 --> 03:34:10.499]  Community is important because the fake news media wants you to feel isolated.
[03:34:10.559 --> 03:34:12.120]  And that's not even everybody who shows up.
[03:34:12.140 --> 03:34:15.341]  There's always way more people there, but not everybody wants to be in a picture.
[03:34:15.661 --> 03:34:19.623]  So the fake news media wants you to feel like you're isolated and alone.
[03:34:19.663 --> 03:34:20.504]  And we're everywhere.
[03:34:20.704 --> 03:34:23.085]  And that's, again, why I talk about being recognized in public.
[03:34:23.525 --> 03:34:29.871]  It isn't a brag or even that I care, it's just every time I'm recognized in public, that's a patriot right there.
[03:34:29.911 --> 03:34:37.058]  Every time somebody says, hey, Cernovich, I know right away, wow, there's another, even in D.C., the swamp, we're in the swamp right now.
[03:34:37.539 --> 03:34:40.582]  Patriots everywhere you go tonight, there'll be patriots everywhere.
[03:34:40.602 --> 03:34:43.264]  And then Sunday at noon,
[03:34:44.284 --> 03:34:48.706]  We're hosting a rally, a rally against political violence in front of the White House.
[03:34:49.186 --> 03:34:52.948]  I have heard that actually InfoWars may be live streaming the entire event.
[03:34:53.388 --> 03:34:58.251]  I don't have final confirmation on that, but we were, you know, I'll have periscopes and YouTube Live and everything.
[03:34:58.551 --> 03:35:01.632]  And that is this coming Sunday at noon.
[03:35:01.752 --> 03:35:03.933]  It is a rally against political violence.
[03:35:04.453 --> 03:35:05.754]  Jack Pasova could be there.
[03:35:06.194 --> 03:35:07.735]  Roger Stone is going to be there.
[03:35:08.055 --> 03:35:13.438]  Laura Loomer, who you saw from Shakespeare in the Park, Cassandra Fairbanks, Lucien Wintrips, Mike Flynn Jr.
[03:35:14.418 --> 03:35:16.540]  Ali, Anna Kate, Mike Cernovich.
[03:35:16.640 --> 03:35:18.202]  It's going to be a big event.
[03:35:18.222 --> 03:35:19.643]  We're going to have a lot of people.
[03:35:20.204 --> 03:35:21.445]  It is going to be a lot of fun.
[03:35:21.826 --> 03:35:26.911]  And that is this Sunday, June 25th at noon in front of the White House.
[03:35:26.971 --> 03:35:35.159]  And you can find that information on the Facebook page or, you know, follow at twitter.com forward slash C-E-R-N-O-V-I-C-H all over there.
[03:35:35.419 --> 03:35:37.802]  Now, the reason the reason we hold these events
[03:35:40.051 --> 03:35:48.173]  You feel alone because everywhere you're bombarded with violence, Hollywood, fake news, they make it seem like we're some kind of French movement.
[03:35:48.513 --> 03:35:50.473]  They make it seem like there are only a few people.
[03:35:51.074 --> 03:35:56.795]  We're actually, I'm more mainstream than people in the mainstream, Alex is more mainstream than I am.
[03:35:57.175 --> 03:36:01.656]  There are patriots everywhere, so our job is to connect all of you.
[03:36:02.036 --> 03:36:06.357]  And there's also a hashtag, M-A-G-A-M-E-E-T-U-P-S.
[03:36:07.307 --> 03:36:07.907]  MAGA Meetups.
[03:36:08.368 --> 03:36:10.389]  Not UPS like the store, it's more like UPS.
[03:36:11.089 --> 03:36:28.640]  So MAGA Meetups is a hashtag, so if you want to start a local event, or you want to meet like-minded patriots in whatever city, you can just go on Twitter and type in hashtag MAGA Meetups, or you can follow the Twitter account at M-A-G-A M-E-E-T-U-P-S.
[03:36:29.720 --> 03:36:31.822]  So the important thing is we have to unite
[03:36:32.822 --> 03:36:33.723]  As patriots.
[03:36:34.103 --> 03:36:36.624]  And we also, we have to network with each other too.
[03:36:36.965 --> 03:36:40.206]  We all know, everybody here, here's the official MAGA meetups page.
[03:36:40.226 --> 03:36:51.253]  You can follow M-A-G-A-M-E-E-T-U-P-S on Twitter because, you know, everybody listening to this knows that feeling that what if people find out I'm a patriot?
[03:36:51.333 --> 03:36:53.954]  If my job finds out I'm a patriot, I'm going to be fired.
[03:36:54.415 --> 03:36:56.956]  If people find out I'm a patriot, maybe they're going to be violent.
[03:36:57.016 --> 03:36:58.217]  Who knows what is going to happen?
[03:36:58.857 --> 03:37:06.106]  It's so important that we connect with other like-minded people in the real world.
[03:37:06.386 --> 03:37:07.587]  That's very, very important.
[03:37:07.607 --> 03:37:15.116]  And by the way, Alex has been very generous in helping sponsor these events, and that's why the InfoWarsStore.com is so crucial.
[03:37:15.216 --> 03:37:18.680]  A lot of people are like, oh, you know, if I go to the store, what does it even matter?
[03:37:19.421 --> 03:37:22.062]  This is the kind of thing to get the coverage.
[03:37:22.543 --> 03:37:24.724]  This is what pays for events.
[03:37:24.744 --> 03:37:27.305]  This is what gets people out to Washington D.C.
[03:37:27.705 --> 03:37:31.667]  to do a live stream of these rallies that not everybody can attend to.
[03:37:31.707 --> 03:37:44.913]  So even when you can't make it out of the house and you can't make it to one of our events, by supporting the broadcast at Infowarsstore.com and buying the toothpaste and taking the nootropics and all the great testosterone products,
[03:37:45.313 --> 03:37:49.374]  You're actually bringing more people together because we are the resistance.
[03:37:50.276 --> 03:38:13.241]  Speaking of the resistance, we now are going to have Katie McEwan, who she was actually recently fired from Breitbart over a tweet, which based on what Breitbart writes in the articles that they write, a lot of people would think, wait a minute, why was she fired for tweeting out essentially what Breitbart talks about all the time, which is the link between radical Islam and terrorism.
[03:38:13.301 --> 03:38:15.501]  So if Katie's on the line, how you doing?
[03:38:16.281 --> 03:38:16.841]  How you doing, Mike?
[03:38:17.922 --> 03:38:18.362]  Doing great.
[03:38:18.382 --> 03:38:19.642]  Thank you for being able to make it today.
[03:38:20.407 --> 03:38:21.592]  Yeah, well thank you for having me on.
[03:38:22.575 --> 03:38:25.767]  So for those of you who don't know, maybe briefly introduce yourself.
[03:38:27.112 --> 03:38:28.193]  My name is Katie McHugh.
[03:38:28.313 --> 03:38:30.235]  I worked for Breitbart for about three years.
[03:38:30.255 --> 03:38:36.620]  I was a homepage editor, a radio producer, a reporter, copy editor, you know, sort of a jack-of-all-trades.
[03:38:37.061 --> 03:38:41.364]  And I worked very closely with Steve Bannon, and that was an incredible experience.
[03:38:42.065 --> 03:38:52.214]  However, the company has certainly changed since he left because he was, his personality was the driving force behind, you know, the nationalist populist movement and Breitbart News itself.
[03:38:53.607 --> 03:38:56.388]  And you helped him with his XM radio show, right?
[03:38:57.129 --> 03:39:03.692]  Yes, he picked me out of everyone in the company, and I said it was a great honor.
[03:39:03.812 --> 03:39:07.954]  So it was so great to work for a boss who was, you know, total pedal to the metal.
[03:39:08.835 --> 03:39:11.836]  Everything he did was for the audience, for the callers, for our readers.
[03:39:12.777 --> 03:39:15.298]  And at the same time, we were totally ideologically aligned.
[03:39:16.499 --> 03:39:18.240]  So what is that like a little bit?
[03:39:18.280 --> 03:39:20.661]  What is it like working with somebody like Steve Bannon?
[03:39:22.125 --> 03:39:22.966]  Steve is always on.
[03:39:23.006 --> 03:39:24.727]  I think he sleeps about two hours a night.
[03:39:25.067 --> 03:39:29.771]  So, you know, him and Trump both have that kind of extremely high energy kind of lifestyle.
[03:39:30.111 --> 03:39:32.153]  You know, Trump himself sleeps about four hours a night.
[03:39:32.913 --> 03:39:36.136]  Steve would get up at 2 a.m., work on show prep for four hours.
[03:39:36.636 --> 03:39:39.138]  I would get up at 5 a.m., immediately mail him the show clock.
[03:39:39.578 --> 03:39:41.100]  Then he would do three hours of radio.
[03:39:41.700 --> 03:39:44.362]  And we'd book, you know, sometimes nine guests, sometimes 10.
[03:39:44.402 --> 03:39:47.945]  Well, at the same time, he's taking all these calls from people across the country.
[03:39:48.485 --> 03:39:50.146]  And then he would get on our 9 a.m.
[03:39:50.206 --> 03:39:53.409]  editorial call and then circle back with radio at 9, 9 30 in the morning.
[03:39:53.909 --> 03:39:55.971]  And so that's all before 10 a.m.
[03:39:56.731 --> 03:39:58.352]  And some people haven't even woken up by then.
[03:39:58.532 --> 03:40:11.882]  So, and Steve, Steve is just absolutely brilliant, has so much vision, and he keeps his promises too, because you can see in the White House, he still has that whiteboard up left of everything he wants to accomplish in Trump's first term.
[03:40:12.262 --> 03:40:14.304]  And he keeps track of all these things and checks them off.
[03:40:14.764 --> 03:40:18.926]  So he has your back, he'll never betray you, and he was just a fabulous boss.
[03:40:19.926 --> 03:40:23.308]  So I'm glad that you mentioned that because it is fake news.
[03:40:23.828 --> 03:40:31.912]  The fake news narrative of Steve Bannon is he's some, like, schlubby guy who just lays around and hides out and doesn't really work.
[03:40:31.972 --> 03:40:34.313]  So you're saying that that's completely fake news?
[03:40:34.960 --> 03:40:36.201]  That is absolutely fake news.
[03:40:36.261 --> 03:40:38.363]  Steve is the hardest working man I've ever met in my life.
[03:40:39.463 --> 03:40:48.370]  And, you know, just because he's not in front of the camera all the time, you know, doing press briefings, doesn't mean that he's just sitting around on his butt, you know, not helping to make America great again.
[03:40:48.390 --> 03:40:49.271]  That's totally false.
[03:40:49.371 --> 03:40:50.212]  Totally fake news.
[03:40:51.598 --> 03:40:58.805]  Yeah, I'm so glad you say that because a lot of people don't appreciate, too, how much work and preparation and everything goes in.
[03:40:58.825 --> 03:41:03.330]  You know, somebody like Alex Jones or somebody like Steve Bannon, you don't just show up and talk.
[03:41:03.650 --> 03:41:10.918]  You have to be addicted and it has to be kind of like your life passion or life purpose or you're going to burn out.
[03:41:10.958 --> 03:41:13.801]  And Steve definitely has always had that vision, hasn't he?
[03:41:14.656 --> 03:41:15.236]  Yes, he has.
[03:41:15.336 --> 03:41:17.398]  And you know, the company was his life.
[03:41:17.778 --> 03:41:31.766]  And even just producing the radio show with him, you know, you have to be, you're up at five, you're working on the show, you're following up with callers who call into the show with news tips, you're thinking of the next guest for the next day while tracking the news cycle, trying to plan the flow for the show.
[03:41:32.706 --> 03:41:34.167]  So yeah, you have to be on all the time.
[03:41:34.587 --> 03:41:41.191]  And I just find all these descriptions in the fake news media, Steve is like some slovenly person, just despicable.
[03:41:41.211 --> 03:41:42.092]  They're very offensive.
[03:41:43.032 --> 03:41:44.933]  He's also an avid reader, isn't he?
[03:41:45.733 --> 03:41:47.234]  Yes, he is always reading.
[03:41:47.334 --> 03:41:49.475]  And like Trump, his, you know, his mind is plastic.
[03:41:49.515 --> 03:41:52.476]  He never stops learning and he's always digesting new books.
[03:41:53.136 --> 03:41:57.117]  And when I was producing the show with him, we were getting constant inflow of new books.
[03:41:57.338 --> 03:42:01.159]  And, you know, so my reading expanded voraciously while working for him.
[03:42:01.659 --> 03:42:08.902]  So it's amazing because while he's doing all this work, he still takes like an hour or so every day to read something new, learn something new.
[03:42:09.383 --> 03:42:13.517]  And I think that's a great model for all of us, you know, all of us patriots.
[03:42:13.557 --> 03:42:15.544]  That's something that, you know, that's a habit we should have.
[03:42:16.536 --> 03:42:28.382]  Yeah, and that's one story that has actually really bothered me, is that Steve Bannon is one of the few actual public intellectuals that we have, and conservative media never gave him his credit.
[03:42:28.422 --> 03:42:32.344]  They would talk about William F. Buckley or, you know, Rich Lowry's not an intellectual.
[03:42:32.384 --> 03:42:33.705]  He's not an interesting person.
[03:42:34.005 --> 03:42:44.831]  Nobody at National Review is doing anything interesting, but there was never a media narrative about Steve Bannon giving him the credit he deserves as probably one of the most
[03:42:45.213 --> 03:42:47.090]  Great right-wing intellectuals of our time.
[03:42:48.211 --> 03:42:49.171]  Oh, I totally agree.
[03:42:49.191 --> 03:42:54.594]  And I think, you know, they're making the same mistake as Trump by trying to call him, like, uncapped and lazy.
[03:42:54.974 --> 03:42:56.935]  You know, because Steve is, you know, Steve's a genius.
[03:42:57.935 --> 03:42:59.336]  And he is, he's a predator.
[03:42:59.996 --> 03:43:03.478]  And so I think they're just drastically underestimating him and that's going to hurt them.
[03:43:03.858 --> 03:43:10.081]  I also think it's interesting, too, that I think Steve is the only person who's gotten in trouble and bad press for his reading list.
[03:43:10.541 --> 03:43:14.503]  I've never seen the press go after someone for reading books that they didn't like.
[03:43:14.763 --> 03:43:17.744]  So, you know, they want to even censor that and make sure that, you know,
[03:43:18.226 --> 03:43:21.524]  Patriots like us can't connect and can't even just share book ideas.
[03:43:22.677 --> 03:43:41.043]  Yeah, it was interesting that the media was triggered that he was reading a book called The Best and the Brightest, which is an ironically titled book because the people that we consider the best and the brightest during the Vietnam era, all the Harvard kids, Yale kids, Ivy Leaguers, they were actually the people who led us to this catastrophic failure in Vietnam.
[03:43:41.083 --> 03:43:45.925]  And we sort of have the same thing going on with the neocons and the Harvard kids.
[03:43:45.985 --> 03:43:47.886]  Oh, we'll go to Iraq, we'll go to Afghanistan.
[03:43:48.186 --> 03:43:51.407]  The people that we view as the best and the brightest, the so-called elite,
[03:43:52.300 --> 03:44:01.965]  They aren't elite at all, so the media was really triggered that he was reading a book, because they view themselves as the best and the brightest, even though they're not unique or interesting at all.
[03:44:01.985 --> 03:44:03.746]  I mean, you work in DC media.
[03:44:03.886 --> 03:44:07.708]  Is it true that they all kind of think alike and they're kind of boring to hang out with?
[03:44:08.528 --> 03:44:08.929]  Yeah, they are.
[03:44:08.949 --> 03:44:13.814]  And you can see this play out on Twitter, too, where all the little blue checks are retweeting each other, making snarky comments.
[03:44:13.854 --> 03:44:15.215]  You know, it's all just a game to them.
[03:44:15.936 --> 03:44:19.039]  Steve is a very serious person, which is why, you know, he's reading it.
[03:44:19.059 --> 03:44:24.985]  And I think that offends the media because they realize that they're being shown up by someone who works much harder than them, is much smarter than them.
[03:44:26.424 --> 03:44:31.026]  That's why they hate Alex, too, is they want to dismiss him as, you know, whatever.
[03:44:31.086 --> 03:44:32.786]  But he's always on.
[03:44:33.166 --> 03:44:34.587]  You know, he never stops thinking.
[03:44:34.667 --> 03:44:40.769]  So we need, you know, we need more positive attention to the virtues of these kind of public figures.
[03:44:40.829 --> 03:44:43.670]  And again, that's a story that is incumbent upon us to tell.
[03:44:43.750 --> 03:44:46.471]  So you had mentioned Steve had a killer instinct.
[03:44:46.891 --> 03:44:47.932]  Now, here's what I've heard.
[03:44:48.132 --> 03:44:51.513]  And I'm going to I'm going to qualify this for all the drama mongers at home.
[03:44:52.313 --> 03:44:53.895]  I want Breitbart to succeed.
[03:44:54.435 --> 03:44:56.517]  I am happy Breitbart exists.
[03:44:56.677 --> 03:45:01.061]  I have linked to Breitbart and sent probably at least a million clicks to their site.
[03:45:01.621 --> 03:45:04.184]  I am not hating on or shading Breitbart.
[03:45:04.384 --> 03:45:06.826]  However, as a journalist, I will tell you what I have heard.
[03:45:07.687 --> 03:45:12.291]  I have heard that once Bannon left, Breitbart is now being run by lawyers.
[03:45:13.550 --> 03:45:14.330]  Yes, that's true.
[03:45:14.931 --> 03:45:17.612]  And I want Breitbart to succeed as well.
[03:45:17.652 --> 03:45:20.474]  I want to go back to Andrew's vision, and I want to have Steve's energy.
[03:45:20.594 --> 03:45:21.975]  I really wish them all the best.
[03:45:22.475 --> 03:45:29.960]  However, I think that they're nervous about the intense media scrutiny on them, since Steve, of course, went to go work for Trump and his White House chief strategist.
[03:45:30.560 --> 03:45:34.182]  So they stopped following up on critical narratives that got big play under Steve.
[03:45:34.322 --> 03:45:35.403]  For example, that horrible
[03:45:35.883 --> 03:45:36.783]  We're good to go.
[03:45:55.470 --> 03:46:00.497]  Why are they giving cheap labor to different factories while little girls are getting raped?
[03:46:01.018 --> 03:46:01.819]  Do we vote for this?
[03:46:01.919 --> 03:46:02.640]  Do we ask for this?
[03:46:02.780 --> 03:46:04.422]  Why don't communities have any control over that?
[03:46:04.863 --> 03:46:09.169]  It's just surprising to me that Breitbart is shying away from that kind of critical discussion.
[03:46:10.310 --> 03:46:11.271]  Why do you think that is?
[03:46:12.543 --> 03:46:20.867]  I think because, well, in the case of the Chobani yogurt factory, which is located near Twin Falls, the person running it is of Turkish descent.
[03:46:20.907 --> 03:46:21.868]  I think he's a citizen.
[03:46:22.028 --> 03:46:23.028]  He was naturalized.
[03:46:23.448 --> 03:46:27.150]  And he likes hiring a lot of these refugees on the cheap to keep producing his yogurt.
[03:46:27.530 --> 03:46:29.571]  However, a lot of these people are very litigious.
[03:46:29.812 --> 03:46:34.854]  And I just think Breitbart has, you know, a lot to worry about right now with their advertisers, things like that.
[03:46:34.874 --> 03:46:38.576]  And they don't want an expensive lawsuit, you know, to come crashing down on their heads.
[03:46:39.778 --> 03:46:52.322]  I've also heard too, and this is the way I interpreted Breitbart is run by lawyers, is as a lawyer myself and working with lawyers, if you want to be told why you can't do something, then ask a lawyer for advice.
