[00:00:09.617 --> 00:00:10.558]  Another time.
[03:22:24.763 --> 03:22:31.628]  I mean, that's not only improbable, impossible, and highly unlikely, it's absurd.
[03:22:32.389 --> 03:22:35.511]  And by the way, there's no evidence that any such meeting ever happened.
[03:22:35.571 --> 03:22:37.773]  And how do we know the Democrats didn't send the email?
[03:22:38.073 --> 03:22:39.194]  It's not even a response.
[03:22:39.274 --> 03:22:39.835]  It's an email.
[03:22:40.035 --> 03:22:45.279]  They could send me an email saying I'm Captain Kangaroo and say, oh, look, Alex is talking to Captain Kangaroo.
[03:22:46.830 --> 03:22:50.514]  Yeah, but you see, again, the media's all over it today.
[03:22:50.534 --> 03:22:52.956]  The way they were over the Donald Trump Jr.
[03:22:54.037 --> 03:22:55.879]  meeting, as if it was something.
[03:22:56.379 --> 03:22:57.600]  They're running out of straws.
[03:22:57.860 --> 03:23:03.446]  They switched, therefore, from Russia, because that failed, to race.
[03:23:03.626 --> 03:23:09.171]  The race card and race baiting is kind of a surefire issue for the left.
[03:23:09.987 --> 03:23:14.048]  Going so far as to say anybody who voted for Donald Trump is a white supremacist.
[03:23:14.808 --> 03:23:17.749]  That's the most ridiculous thing I literally have ever heard.
[03:23:18.289 --> 03:23:18.749]  Absurd.
[03:23:19.269 --> 03:23:20.129]  Absolutely absurd.
[03:23:20.169 --> 03:23:23.330]  But clearly, I think Russia in all of it is a smokescreen for race war.
[03:23:23.350 --> 03:23:24.670]  They're going with this narrative.
[03:23:24.930 --> 03:23:26.190]  They're activating their cells.
[03:23:26.610 --> 03:23:27.411]  It's confirmed.
[03:23:28.191 --> 03:23:29.211]  Where do you think this is going?
[03:23:30.151 --> 03:23:34.052]  Well, when you have CNN and other news outlets
[03:23:34.909 --> 03:23:59.885]  Excusing the violence of the left saying because of the oppressive history of slavery That it's perfectly all right for some cops were bad all cops deserve to be killed exactly They're now calling for violence on CNN Roger It's extraordinary then the other thing I find interesting is it CNN actually has a promo to keep playing that says as the Trump presidency implodes
[03:24:00.777 --> 03:24:01.777]  Who said it's imploding?
[03:24:02.298 --> 03:24:06.379]  He's not going anywhere other than continuing to do the job.
[03:24:06.999 --> 03:24:13.002]  Does CNN not know that their bosses are trying to entice loose cannon people to attack them?
[03:24:13.262 --> 03:24:14.002]  Don't attack folks.
[03:24:14.042 --> 03:24:14.642]  Let them move.
[03:24:14.682 --> 03:24:15.703]  Let them attack us first.
[03:24:16.183 --> 03:24:16.783]  Let them do it.
[03:24:16.883 --> 03:24:19.664]  I mean, we're winning intellectually, but they're the ones getting ready for violence.
[03:24:20.064 --> 03:24:23.946]  Doesn't the CNN employees realize they're being sucked into a civil war?
[03:24:25.100 --> 03:24:45.505]  Well, I think that they have sped up their timetable at CNN to call for anarchy because the handwriting's on the wall, and they know that Jeff Zucker will shortly be out, and that they will have new management that may not look as favorably on their revolutionary credo as the current management at CNN.
[03:24:45.565 --> 03:24:49.486]  That's why I think they have gone, you know, zero to 60 overnight.
[03:24:50.925 --> 03:24:54.626]  Yeah, they're trying to, it's like cockroaches, when you poison them, they all start having sex.
[03:24:54.646 --> 03:25:01.148]  I always heard this, and one time I sprayed a bunch of roaches I found behind the refrigerator, and they all started having sex immediately when I sprayed them.
[03:25:01.168 --> 03:25:05.449]  It's like they know they're all done for, they're losing, so now they're trying to move the revolution forward.
[03:25:06.569 --> 03:25:07.970]  That makes perfect sense to me.
[03:25:08.770 --> 03:25:15.752]  I mean, the tone and the hysteria at CNN has now reached epic proportions, watching
[03:25:16.847 --> 03:25:19.788]  Anderson Cooper's show the other night with Ed Martin.
[03:25:19.848 --> 03:25:20.969]  Oh, it's just unreal.
[03:25:21.049 --> 03:25:22.590]  It's total foaming at the mouth.
[03:25:22.730 --> 03:25:23.730]  Five-on-one!
[03:25:24.090 --> 03:25:25.291]  I've never seen anything like it.
[03:25:25.371 --> 03:25:28.592]  By the way, I thought Martin handled himself pretty well under those circumstances.
[03:25:29.052 --> 03:25:31.053]  And I've seen him here on InfoWars many times.
[03:25:31.113 --> 03:25:33.294]  He's a solid, patriotic fellow.
[03:25:34.035 --> 03:25:36.536]  Takes a lot of guts to go on five-on-one.
[03:25:37.496 --> 03:25:39.457]  Yeah, the guys wanted me to play that clip yesterday.
[03:25:39.477 --> 03:25:40.437]  It's very, very powerful.
[03:25:40.697 --> 03:25:45.459]  They all gang on, and CNN says, quote, all Trump supporters are white supremacists.
[03:25:45.779 --> 03:25:47.139]  That is so dangerous.
[03:25:47.179 --> 03:25:48.220]  That is so wild.
[03:25:48.500 --> 03:25:54.122]  There's nowhere for them to go next when they've already had Phil Mudd saying, kill the president, we're going to kill him.
[03:25:54.442 --> 03:25:57.083]  He's a former deputy director of the CIA and FBI.
[03:25:57.503 --> 03:26:02.084]  I mean, why SWAT teams didn't take him for a kayaking trip the next morning?
[03:26:02.364 --> 03:26:03.325]  I mean, this is insane.
[03:26:04.005 --> 03:26:10.427]  Yeah, well, again, Jeff Sessions has the power to move against the Obama NSA clique.
[03:26:10.587 --> 03:26:20.291]  Those are the people orchestrating this revolution, this insurgency, specifically John Brennan, Admiral Rogers, James Clapper.
[03:26:20.411 --> 03:26:21.131]  How do you like this?
[03:26:21.551 --> 03:26:22.532]  This fellow Clapper,
[03:26:23.312 --> 03:26:32.457]  Who got caught lying twice in front of the Congress about the government's metadata program, only to be proven to be a liar by Edward Snowden.
[03:26:33.017 --> 03:26:35.639]  He's now running around saying Donald Trump is unfit?
[03:26:36.279 --> 03:26:37.000]  No, dude!
[03:26:37.320 --> 03:26:38.640]  You're the one who's unfit!
[03:26:39.081 --> 03:26:41.442]  You're the one who belongs in a federal penitentiary!
[03:26:41.762 --> 03:26:43.003]  What are you talking about?
[03:26:43.203 --> 03:26:46.345]  And, Mr. Clapper, what's with the shaved head thing?
[03:26:46.745 --> 03:26:48.286]  Why do you guys all have shaved heads?
[03:26:48.846 --> 03:26:50.747]  Is this some kind of secret club or what?
[03:26:51.630 --> 03:26:52.831]  Well, let's expand on this.
[03:26:55.072 --> 03:26:55.732]  They're desperate.
[03:26:56.533 --> 03:26:57.133]  They're pathetic.
[03:26:57.994 --> 03:27:05.958]  But their constituents, everybody I know on their Uber bills, on power bills, on bank statements, there's like, there's KKK everywhere.
[03:27:06.259 --> 03:27:07.099]  Report Nazis.
[03:27:07.159 --> 03:27:08.200]  Attack them if you see them.
[03:27:08.560 --> 03:27:10.021]  The corporations are like,
[03:27:11.224 --> 03:27:12.164]  Oh, this is a revolution.
[03:27:12.484 --> 03:27:21.247]  All I'm telling you is they are now firing on all fronts, but it may just be a giant toddler event because none of them are willing to pull triggers like the Bolshevik Revolution.
[03:27:21.267 --> 03:27:25.368]  I mean, does this thing just fizzle or a few poor cops get shot in the back of the head or what happens?
[03:27:25.948 --> 03:27:27.269]  Well, I think we shall see.
[03:27:27.289 --> 03:27:32.010]  Their problem, of course, is that they are seeing ghosts where none exist.
[03:27:32.730 --> 03:27:35.591]  I've been active on the American right for 40 years.
[03:27:36.532 --> 03:27:37.732]  I've never met any Klansmen.
[03:27:38.539 --> 03:27:40.480]  I've never actually seen any white supremacists.
[03:27:41.541 --> 03:27:43.102]  I don't know any neo-Nazis.
[03:27:43.282 --> 03:27:44.662]  I think this is a handful of nuts.
[03:27:45.383 --> 03:27:46.203]  A handful of kooks.
[03:27:47.104 --> 03:27:48.184]  The idea that they're everywhere.
[03:27:48.244 --> 03:27:49.085]  No, they're nowhere.
[03:27:49.465 --> 03:27:55.348]  Now, what there are, however, is crazy left-wing radicals from Antifa and Black Lives Matter.
[03:27:55.368 --> 03:27:56.289]  There are plenty of them.
[03:27:56.949 --> 03:27:58.690]  They're so gutless, they have to wear masks.
[03:27:58.970 --> 03:28:00.311]  They won't even show their faces.
[03:28:01.512 --> 03:28:05.274]  That's because most of them, we've learned, their group got leaked.
[03:28:05.674 --> 03:28:06.955]  They're almost all school teachers.
[03:28:08.652 --> 03:28:19.957]  Well, what I find interesting is the fact that they don't recognize the American right's long adherence to the Second Amendment and the vast number of patriots who own firearms and know how to use them.
[03:28:20.697 --> 03:28:24.499]  This is why they've been trying to get guns away from patriots for so long.
[03:28:25.700 --> 03:28:28.001]  Again, I don't advocate violence.
[03:28:28.401 --> 03:28:29.401]  I renounce violence.
[03:28:30.002 --> 03:28:31.522]  I'm not condoning violence.
[03:28:31.802 --> 03:28:32.843]  I'm against violence.
[03:28:33.741 --> 03:28:35.082]  They like to twist your words.
[03:28:35.683 --> 03:28:43.348]  When you foresee what's happening, or what will happen, as I did on TMZ, well then it was, Stone calls for civil war.
[03:28:43.408 --> 03:28:44.909]  No, I call for nothing of a kind.
[03:28:45.289 --> 03:28:46.530]  Stone calls for violence.
[03:28:46.610 --> 03:28:47.891]  No, I never said that at all.
[03:28:47.951 --> 03:28:49.312]  Go listen to the whole interview.
[03:28:49.913 --> 03:29:01.241]  But they twist your words in an attempt to... All I'm doing is warning these people, you want to come kill me and kill the president and piss all over George Washington, you're going to get a fight, dumbass!
[03:29:02.683 --> 03:29:10.011]  George Washington freed his slaves, and he also made financial arrangements so they would all have an opportunity.
[03:29:10.972 --> 03:29:13.894]  He was a great man, father of our country.
[03:29:13.955 --> 03:29:17.258]  Now they want to tear down his portrait, tear down his statues?
[03:29:17.578 --> 03:29:18.119]  Ridiculous.
[03:29:19.373 --> 03:29:26.775]  He was born into all that, and then reportedly most of his wealth went to putting people into education and giving them money when he ended it.
[03:29:27.055 --> 03:29:29.016]  But it doesn't matter that the West ended slavery.
[03:29:29.336 --> 03:29:30.176]  They project the lie.
[03:29:30.196 --> 03:29:34.998]  I want to come back to Doug Hagman and get his take on this incredible breakdown of Roger Stone and also look at other attacks.
[03:29:35.038 --> 03:29:39.759]  It was Roger Stone predicted the whole Alzheimer's thing, the whole early onset dementia.
[03:29:39.819 --> 03:29:40.499]  Now that's there.
[03:29:41.060 --> 03:29:47.962]  And also we had Posobiec and others breaking that they've banned info wars at the White House in a desperate attempt to get the president away.
[03:29:48.002 --> 03:29:48.962]  That was confirmed yesterday.
[03:29:49.463 --> 03:29:49.945]  Stay with us.
[03:29:50.065 --> 03:29:50.968]  We're on the march.
[03:29:51.469 --> 03:29:53.054]  The Empire's on the run.
[03:29:53.074 --> 03:29:56.704]  Alex Jones and the GCN Radio Network.
[03:30:01.454 --> 03:30:10.137]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[03:30:10.197 --> 03:30:10.657]  That's right.
[03:30:10.738 --> 03:30:15.739]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[03:30:16.000 --> 03:30:22.422]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[03:30:22.662 --> 03:30:29.964]  And let me tell you something, it is perfect for freeze-drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[03:30:30.264 --> 03:30:30.444]  Woo!
[03:30:30.504 --> 03:30:31.425]  That's what I'm talking about.
[03:30:31.545 --> 03:30:40.147]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[03:30:40.287 --> 03:30:48.230]  Harvest-Rite freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[03:30:49.870 --> 03:30:53.171]  Now that's what I call the miracle of food preservation.
[03:30:53.311 --> 03:30:57.272]  Harvest Right is truly the world's best, most affordable freeze dryer.
[03:30:57.412 --> 03:30:58.333]  So what are you waiting for?
[03:30:58.493 --> 03:31:01.154]  Check it out right now at InfoWarsStore.com.
[03:31:01.654 --> 03:31:05.155]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[03:31:05.635 --> 03:31:11.680]  Nothing triggers safe space snowflakes more than this slogan and my face.
[03:31:12.081 --> 03:31:14.863]  It is the new t-shirt from Infowarsstore.com.
[03:31:15.263 --> 03:31:18.266]  Conservatism is the new counterculture.
[03:31:18.466 --> 03:31:21.909]  You've seen how much this triggers the safe space snowflakes.
[03:31:22.249 --> 03:31:22.730]  The left
[03:31:23.050 --> 03:31:23.991]  ...controls culture.
[03:31:24.031 --> 03:31:24.992]  They control arts.
[03:31:25.072 --> 03:31:26.293]  They control entertainment.
[03:31:26.593 --> 03:31:33.680]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[03:31:33.740 --> 03:31:36.142]  We are striking back in the culture war.
[03:31:36.622 --> 03:31:40.486]  This triggers snowflakes like nothing you've ever seen in your life.
[03:31:40.546 --> 03:31:42.608]  You've seen how much they absolutely hate
[03:31:43.228 --> 03:31:48.615]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[03:31:48.855 --> 03:31:55.143]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[03:31:55.203 --> 03:31:56.905]  It will make me incredibly happy.
[03:31:57.066 --> 03:31:58.247]  It's available right now.
[03:31:58.567 --> 03:32:00.730]  Get yours at infowarsstore.com.
[03:32:02.324 --> 03:32:06.388]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[03:32:07.028 --> 03:32:17.438]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[03:32:18.338 --> 03:32:22.703]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[03:32:23.163 --> 03:32:31.111]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[03:32:31.551 --> 03:32:38.918]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[03:32:39.279 --> 03:32:41.241]  Wake up refreshed and take on the day.
[03:32:41.701 --> 03:32:49.190]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[03:32:49.650 --> 03:32:53.014]  Get the sleep you deserve and experience the power of knockout.
[03:32:53.334 --> 03:32:57.359]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[03:32:57.699 --> 03:32:59.141]  That's InfoWarsLife.com
[03:33:18.880 --> 03:33:20.661]  You're listening to the Alex Jones Show.
[03:33:20.681 --> 03:33:22.862]  We're into the fourth hour with Roger Stone.
[03:33:23.663 --> 03:33:26.044]  And of course, Doug Hagman of Hagman & Hagman.
[03:33:27.464 --> 03:33:28.545]  I'm not going to belabor this.
[03:33:29.926 --> 03:33:32.587]  With Hurricane Harvey about to bash into Texas.
[03:33:33.588 --> 03:33:35.489]  Similar hurricanes have killed hundreds of people.
[03:33:35.629 --> 03:33:37.530]  And this one, they say, has got even more water in it.
[03:33:37.750 --> 03:33:38.910]  Up to 40 inches of rain.
[03:33:39.791 --> 03:33:42.292]  And Austin, where I live, will have power outages.
[03:33:42.332 --> 03:33:43.633]  Probably have some serious issues.
[03:33:43.693 --> 03:33:45.834]  So, we'll have live feeds here from Austin.
[03:33:46.234 --> 03:33:47.175]  It was Owen Schroer.
[03:33:47.955 --> 03:33:48.495]  We're good to go.
[03:34:05.180 --> 03:34:05.941]  We're good to go.
[03:34:22.264 --> 03:34:23.605]  Poor Gwyneth Paltrow.
[03:34:24.486 --> 03:34:31.612]  I saw months ago and they put her on all the big comedy shows, TV shows saying, look, the left wing has their kooks that sell supplements and so does Alex Jones.
[03:34:31.632 --> 03:34:38.658]  They didn't say Jeff Bezos does and he owns Amazon, he owns Whole Foods and Alex private labels a lot of the stuff that's sold at Whole Foods.
[03:34:39.078 --> 03:34:43.622]  No, it was like Alex Jones is evil selling melatonin for sleep and vitamin C for health.
[03:34:43.642 --> 03:34:46.484]  Alex Jones is evil and says vitamin B12 is good for her.
[03:34:46.504 --> 03:34:48.866]  He's a complete lying scumbag, racist KKK member.
[03:34:49.287 --> 03:34:50.328]  I mean, literally, that's what they said.
[03:34:51.369 --> 03:34:59.603]  And I said, look, they're going to have some watchdog group file complaints and ask district attorneys or others or state attorney generals to indict Gwyneth Paltrow.
[03:35:00.144 --> 03:35:02.207]  And I said this months ago, I said they're going to indict her.
[03:35:03.846 --> 03:35:06.868]  First, and then go, see, we weren't picking on right-wingers.
[03:35:07.468 --> 03:35:08.769]  We indicted one of the Paltrow.
[03:35:09.129 --> 03:35:10.910]  Now, I didn't just know about this.
[03:35:10.970 --> 03:35:22.256]  Before they picked Paltrow, people were at meetings in D.C., New York, and other areas with the lawyers, where they had this whole strategy, and they said, well, they're going to burn some leftists for the supplements, and then Alex Jones.
[03:35:22.276 --> 03:35:23.857]  So, I knew when I saw it.
[03:35:23.957 --> 03:35:26.478]  So, do it!
[03:35:27.481 --> 03:35:32.706]  It will blow up in your face bigger than Dallas, and that is some confidence game here.
[03:35:32.846 --> 03:35:34.287]  I mean, you're dead threats.
[03:35:34.307 --> 03:35:36.229]  What you've done to my family, you know what you've done.
[03:35:36.269 --> 03:35:37.189]  You know I'm not backing off.
[03:35:38.190 --> 03:35:40.072]  Go ahead, do what you're going to do.
[03:35:40.092 --> 03:35:44.015]  I kind of metaphysically, though, need to just tell you, it's probably not going to go too well.
[03:35:44.336 --> 03:35:53.383]  As long as our supporters pray for us, spread the articles and the videos organically, knowing that can't be blocked by the censors, and as long as they buy the products.
[03:35:54.344 --> 03:36:04.214]  We have super male vitality, that's just known concentrated herbs and compounds that healthily have been associated, and I certainly have experienced it, better stamina, libido, you name it.
[03:36:10.199 --> 03:36:15.344]  And it is just absolutely essential that everybody support the transmission.
[03:36:15.745 --> 03:36:17.066]  So super male vitality is 57% off.
[03:36:19.953 --> 03:36:20.973]  57% off.
[03:36:21.353 --> 03:36:22.594]  Never done a special that big.
[03:36:22.894 --> 03:36:23.814]  Can't do Super Female.
[03:36:23.854 --> 03:36:24.614]  It's about to sell out.
[03:36:24.854 --> 03:36:27.575]  We have the great BioTruth Selenium that's from mustard seed.
[03:36:27.635 --> 03:36:28.575]  Without selenium, you die.
[03:36:28.595 --> 03:36:30.276]  Doesn't mean my selenium.
[03:36:30.296 --> 03:36:31.196]  Selenium's like oxygen.
[03:36:31.596 --> 03:36:33.157]  I can say, you gotta have oxygen to live.
[03:36:33.177 --> 03:36:34.457]  It's not a conspiracy theory.
[03:36:34.757 --> 03:36:38.458]  Survival Shield X2, highest quality, purest iodine we can develop and bring to you.
[03:36:38.498 --> 03:36:39.998]  Those are 45% off.
[03:36:40.499 --> 03:36:41.819]  That is an amazing deal as well.
[03:36:42.259 --> 03:36:45.460]  Infowarslife.com, Infowarsstore.com, or 888-253-3139.
[03:36:45.621 --> 03:36:50.543]  And I don't say get water filters for floods or earthquakes or whatever.
[03:36:51.023 --> 03:36:55.385]  I filter my water because it's filled with hundreds of chemicals from tap water or the average well water.
[03:36:55.865 --> 03:36:58.646]  I filter it through Pro-Pure and Alexa Pure because they're high quality.
[03:36:59.006 --> 03:37:02.568]  Those are available at the lowest prices you'll find at Infowarsstore.com.
[03:37:02.788 --> 03:37:06.170]  And when you get products you need and then fund us, it's symbiotic.
[03:37:06.610 --> 03:37:08.731]  Infowarsstore.com or 888-253-3139.
[03:37:11.952 --> 03:37:15.336]  Doug Hagman's our guest, riding shotgun with Roger Stone of StoneColdTruth.com.
[03:37:15.656 --> 03:37:17.258]  Roger now officially works with M4's.
[03:37:17.298 --> 03:37:19.620]  In one week, his new show, 3 p.m.
[03:37:19.980 --> 03:37:23.684]  Central Every Day, kicks off with Mike Cernovich, Owen Schroer, and others.
[03:37:23.985 --> 03:37:28.650]  I'm trying to get Owen on at the very end, even though he's like an hour and a half away from the coast, and I understand that.
[03:37:29.070 --> 03:37:30.471]  I want him on his way down to the coast.
[03:37:31.372 --> 03:37:38.776]  We'll get him driving while they do that on a live Skype feed, or as soon as they get to a small enough town to be able to get a feed.
[03:37:38.796 --> 03:37:40.056]  A bunch of small towns on the way down.
[03:37:40.397 --> 03:37:43.238]  I hope they took 37, because I can't direct stuff up here when I was on air.
[03:37:43.558 --> 03:37:44.098]  That's the road.
[03:37:44.118 --> 03:37:48.180]  I hope they're not going, like, over to 45, then down they'll be there tomorrow.
[03:37:48.901 --> 03:37:51.442]  But we'll see exactly what was done around here strategy-wise.
[03:37:51.662 --> 03:37:52.342]  I'm not bitching.
[03:37:52.743 --> 03:37:55.424]  We just seeded our pants around here in this fight.
[03:37:57.745 --> 03:38:01.787]  Going back to Doug Hagman about other points on this front, and then to Roger Stone.
[03:38:01.807 --> 03:38:02.188]  Doug Hagman.
[03:38:04.129 --> 03:38:04.889]  Alex, thanks.
[03:38:04.949 --> 03:38:19.818]  And you know, I was enjoying the conversation between you and Mr. Stone, and I thought, as I was listening to that, I recalled Mr. Stone talking about Donald Trump's execution by Robert Mueller, and of course, how Donald Trump is being isolated.
[03:38:20.318 --> 03:38:25.721]  And I think everything that I spoke about with respect to the various fascist groups
[03:38:26.241 --> 03:38:28.622]  That are at the street level and above.
[03:38:29.802 --> 03:38:31.603]  Kind of remember what Van Jones said.
[03:38:32.624 --> 03:38:33.784]  Top-down, bottom-up.
[03:38:34.684 --> 03:38:35.785]  Bottom-up, top-down, whatever.
[03:38:36.225 --> 03:38:38.166]  And I think that's what we're seeing take place right now.
[03:38:38.206 --> 03:38:40.487]  So this Spencer movement as you refer to it.
[03:38:40.967 --> 03:38:49.310]  But with respect to the top-down, which Mr. Stone had mentioned about the execution by Mueller, I think that it's important for people to realize
[03:38:49.870 --> 03:39:10.317]  That Mueller, number one, is not qualified, of course, to be in that independent counsel position based on, I think it's 18 CFR 45.2 or one of those, the fact that he's got political and personal relationships with the principal, so he can't be a prosecutor and a witness at the same time.
[03:39:11.017 --> 03:39:13.160]  But, of course, exceptions are made.
[03:39:13.260 --> 03:39:15.904]  And the grand jury with respect to... Let me ask you this.
[03:39:15.984 --> 03:39:17.526]  It's a swamp grand jury.
[03:39:17.946 --> 03:39:18.988]  That has no credibility.
[03:39:19.028 --> 03:39:23.013]  You've got 99.8% of the donations going to Democrats.
[03:39:23.413 --> 03:39:25.215]  You've got them ignoring all the stuff the Democrats did.
[03:39:25.236 --> 03:39:27.058]  You've got almost all their people being Democrats.
[03:39:28.840 --> 03:39:30.402]  Comey caught lying to Congress.
[03:39:31.063 --> 03:39:33.146]  Notice they're kind of backing off the Russian narrative.
[03:39:33.166 --> 03:39:34.548]  What's your intel on that right now?
[03:39:34.969 --> 03:39:42.079]  I mean it seems like they're kind of realizing even their fraud claims Trump uses outside accounting firms and it's super clean.
[03:39:42.480 --> 03:39:43.742]  It seems like that's hitting a dead end.
[03:39:44.798 --> 03:39:56.506]  Well, and that's interesting how that Russian narrative is seemingly dissolving, and I think what they're trying to do is breathe new life into that Russian narrative by attempting to flip Paul Manafort.
[03:39:56.606 --> 03:40:00.048]  Look, I don't have a good sense on that.
[03:40:00.328 --> 03:40:01.429]  However, I don't believe
[03:40:02.629 --> 03:40:03.449]  That's going to happen.
[03:40:04.170 --> 03:40:09.011]  I think that perhaps new life will be breathed into the Russian narrative.
[03:40:09.391 --> 03:40:11.432]  Or at least that's what they want to have happen.
[03:40:11.772 --> 03:40:13.492]  So let me bring him up and jump in any time.
[03:40:13.812 --> 03:40:16.013]  Roger used to be business partners with Paul Manafort.
[03:40:16.373 --> 03:40:17.153]  Great patriot.
[03:40:17.213 --> 03:40:18.654]  Worked with groups against Russia.
[03:40:19.414 --> 03:40:20.534]  All these claims are asinine.
[03:40:20.875 --> 03:40:24.956]  But they are trying to flip Manafort on SWAT team raids on stuff you already gave him.
[03:40:24.976 --> 03:40:25.616]  Where is that going?
[03:40:27.448 --> 03:40:29.090]  I think it's going precisely nowhere.
[03:40:29.570 --> 03:40:31.692]  I spoke to Paul roughly a week ago.
[03:40:31.712 --> 03:40:35.175]  He's very angry and continues to be defiant.
[03:40:36.416 --> 03:40:40.099]  The truth of it is, they want him to bear false witness against the President.
[03:40:40.619 --> 03:40:46.364]  They want him to say, yes, I was colluding with the Russians, and yes, Donald Trump knew everything.
[03:40:47.104 --> 03:40:49.026]  So they want him to become Judas Iscariot?
[03:40:49.514 --> 03:40:52.236]  They want him to become John Dean, and he's not going to do it.
[03:40:52.336 --> 03:40:53.697]  He's not going to lie.
[03:40:54.998 --> 03:40:58.541]  Therefore, they're trying to dredge up any pressure point on him they can find.
[03:40:59.302 --> 03:41:08.329]  The irony of this Nazi-like, Gestapo raid on his home, where they kick in the door, then they kick in the door to the bedroom where he's sleeping with his wife.
[03:41:09.571 --> 03:41:10.252]  And we're all the same.
[03:41:33.297 --> 03:41:34.097]  Shooting range here.
[03:41:34.157 --> 03:41:40.398]  It's just like, because we're not just loyal to Trump, we're loyal to America and we don't stand with the pedophile armies of Hillary Clinton.
[03:41:41.479 --> 03:41:44.439]  Well, not only that, but Alex, I saw something extraordinary today.
[03:41:44.459 --> 03:41:46.640]  I just hung up with a Politico reporter.
[03:41:47.680 --> 03:42:02.063]  Gary Cohn, the president's chief economic advisor, former alum of Goldman Sachs, liberal Democrat, recommended for his job by Jared Kushner, the president's son-in-law.
[03:42:02.842 --> 03:42:03.702]  I know, I saw that.
[03:42:03.722 --> 03:42:04.082]  What the hell?
[03:42:04.102 --> 03:42:04.562]  Well, no kidding!
[03:42:04.582 --> 03:42:08.223]  If I hear one of my employees... Hold on, Roger.
[03:42:08.243 --> 03:42:10.604]  If I hear one of my employees talking trash, they're fired!
[03:42:10.624 --> 03:42:11.424]  That's what... You don't do that!
[03:42:31.946 --> 03:42:33.948]  Well, it's unprofessional as well as disloyal.
[03:42:34.288 --> 03:42:37.690]  If you've got a problem, then you come internally.
[03:42:38.091 --> 03:42:39.312]  Plus, that's like a leak.
[03:42:39.372 --> 03:42:41.814]  That's a form of a leak.
[03:42:42.274 --> 03:42:43.535]  That's the form of a leak, though.
[03:42:43.815 --> 03:42:49.880]  They want to shut the patriots off to Trump and support him so they can run around and he doesn't know they're undermining him.
[03:42:49.920 --> 03:42:50.900]  What a little piece of crap.
[03:42:50.921 --> 03:42:51.301]  What do we do?
[03:42:52.381 --> 03:42:54.662]  This guy should be fired so fast his head would spin.
[03:42:55.343 --> 03:43:01.066]  I mean, it's extraordinary to me that he's trying to feather his own nest here.
[03:43:01.986 --> 03:43:13.012]  He's joined the chorus of anti-Trump rhetoric when he's a White House insider, but he's been bestowed one of the greatest honors you could have in public services to serve on the White House staff.
[03:43:13.692 --> 03:43:18.915]  But I guess the lesson of this story is, when you go to bed with dogs, you wake up with fleas.
[03:43:20.166 --> 03:43:25.430]  Why would anybody in the Trump White House want to employ a liberal Democrat?
[03:43:26.812 --> 03:43:31.636]  They call him Carbon Tax Gary, because that's what he did at Goldman.
[03:43:31.996 --> 03:43:35.118]  Why would you ever bring him in to the White House to begin with?
[03:43:35.138 --> 03:43:36.580]  Because he's obviously against Trump.
[03:43:36.620 --> 03:43:41.043]  Trump killed that multi-hundred trillion dollar deal they plan to the next few decades.
[03:43:41.344 --> 03:43:45.467]  Gary Cohn, Trump's advisor, said to have drafted a resignation letter after Charlottesville.
[03:43:45.707 --> 03:43:47.068]  Well then let them leave!
[03:43:47.148 --> 03:43:48.670]  Good God, Trump's not a racist!
[03:43:49.150 --> 03:43:52.091]  I mean, just let this little leftist turdbag leave!
[03:43:52.191 --> 03:43:53.691]  God, we're sick of these parasites!
[03:43:54.291 --> 03:43:56.252]  Stay there, Roger Stone, stay there.
[03:43:57.032 --> 03:44:02.633]  Obviously, Mr. Doug Hagman, let's go now via Skype, driving down halfway to the Texas coast.
[03:44:03.073 --> 03:44:06.454]  Owen Schroyer, to cover the big lines of cars is what I want.
[03:44:06.494 --> 03:44:08.235]  The evacuation zone, once you get there.
[03:44:08.675 --> 03:44:10.435]  I want to get the stores that are all empty.
[03:44:10.455 --> 03:44:14.156]  I obviously want to get the storm surge, but it's about civilization on the edge.
[03:44:14.736 --> 03:44:23.661]  And how even a storm like this puts us into crisis and how they're going to try to demonize the president for his response that's already been very, very well planned, focused, and robust.
[03:44:23.721 --> 03:44:24.301]  Owen Schroer.
[03:44:25.902 --> 03:44:28.463]  Well, we're almost to San Antonio right now.
