[00:00:08.900 --> 00:00:10.584]  Thursday, 27th.
[03:00:24.215 --> 03:00:25.496]  Welcome back to the Alex Jones Show.
[03:00:25.556 --> 03:00:26.196]  I'm David Knight.
[03:00:26.236 --> 03:00:29.157]  Coming up in the next segment, we'll have Owen Schroeder with a fourth hour.
[03:00:29.177 --> 03:00:33.619]  I want to talk about sanctuary cities because there's been a lot of developments on that this last week.
[03:00:34.199 --> 03:00:49.145]  First, we had the Trump administration say, you know, we're going to take action against the cities that will not cooperate and legally inform immigration about people who they have arrested or come in contact with that are in violation of the law.
[03:00:49.705 --> 03:00:51.626]  They will not pass that information along.
[03:00:51.666 --> 03:00:52.767]  And then you had a judge
[03:00:53.467 --> 03:00:55.107]  And the 9th Circuit, where else?
[03:00:56.108 --> 03:00:57.428]  Who said, no, you can't do that.
[03:00:58.008 --> 03:01:11.411]  And so, on Tuesday, Attorney General Jeff Sessions met with mayors of 15 large cities, including many that were so-called sanctuary jurisdictions, and he told them that we have a law here.
[03:01:12.011 --> 03:01:21.013]  And he pointed out, he said, this is a quote, this is on Breitbart, he says, the Department of Justice will fulfill our responsibility to uphold and enforce our nation's immigration laws, including, and he quotes the law,
[03:01:21.973 --> 03:01:23.074]  8 U.S.C.
[03:01:23.094 --> 03:01:23.074]  1373.
[03:01:23.434 --> 03:01:32.737]  He said, under the Obama administration, the Department of Justice required certain guarantees to certify compliance with federal law.
[03:01:32.817 --> 03:01:37.759]  And that would include obeying 8 U.S.C.
[03:01:37.779 --> 03:01:40.280]  1373 as a condition for receiving grant funding.
[03:01:40.300 --> 03:01:41.020]  So you see what he's saying?
[03:01:41.280 --> 03:01:46.582]  He said the Obama administration required that you comply with certain federal laws.
[03:01:47.342 --> 03:01:54.449]  One of those laws that you had to comply with in order to get grant funding was 8 U.S.C.
[03:01:54.649 --> 03:01:54.449]  1373.
[03:01:54.689 --> 03:01:55.330]  What does that mean?
[03:01:55.750 --> 03:02:05.740]  Well, that law prohibits local jurisdictions from preventing the Immigration and Naturalization Service from getting immigration status information on people that they detain.
[03:02:06.801 --> 03:02:11.926]  So, in other words, what he's saying is, is that, no, you're not, I don't care what the judge says.
[03:02:11.986 --> 03:02:16.070]  The judge is in direct violation and contradiction of the law.
[03:02:16.610 --> 03:02:18.953]  The law said in the Obama administration they did it.
[03:02:19.053 --> 03:02:23.557]  You have to comply with these certain rules or we will not give you grant funding.
[03:02:23.797 --> 03:02:26.159]  Today, the Texas House okayed
[03:02:27.280 --> 03:02:30.701]  Withholding state funds from sanctuary cities.
[03:02:30.741 --> 03:02:33.102]  And of course, that would be places like Austin, where we are.
[03:02:33.142 --> 03:02:43.406]  We had our newly elected sheriff earlier this year say, I'm not going to give any information to INS about anybody that we have detained, except for three crimes.
[03:02:44.445 --> 03:02:47.367]  It was murder and something else, a couple other things.
[03:02:47.607 --> 03:02:56.634]  And then, after a little while, somebody said, wait a minute, we just had this illegal alien arrested and he's got multiple sexual assault offenses that he's alleged to have committed and so forth.
[03:02:56.874 --> 03:02:59.316]  You're not going to let INS know about that?
[03:03:00.077 --> 03:03:02.198]  All right, well, not three, but we'll go with four.
[03:03:02.218 --> 03:03:13.447]  So she starts adding these things ad hoc as it becomes quite clear that her political slant is putting the public at risk.
[03:03:14.514 --> 03:03:18.517]  It's kind of like the Monty Python skit, you know, the Spanish Inquisition.
[03:03:18.537 --> 03:03:21.520]  We have three things that we will tell them about.
[03:03:21.600 --> 03:03:22.681]  Oh, well, make that four.
[03:03:22.721 --> 03:03:24.763]  You know, nobody expects the Hispanic Inquisition.
[03:03:25.443 --> 03:03:37.614]  But now what they're saying is we're not only going to, here in Texas, we're not going only to withhold funding from county and local governments if they refuse to tell INS about people that they have detained.
[03:03:38.254 --> 03:03:55.581]  But they're also saying if you're going to be that kind of sheriff or police chief, if we refuse to turn over information about people who are not only here criminally trespassing in our country, foreign citizens who are criminally trespassing, that's the first crime they committed.
[03:03:56.181 --> 03:04:02.703]  The next thing they usually do is usually they have fraudulent identity papers or they steal somebody's ID papers.
[03:04:03.263 --> 03:04:16.946]  So usually these people that are coming here in violation of our immigration laws are already two-time losers and then when they do other things like drunk driving that she doesn't want to turn them over for or sexual assault that she initially did not want to turn them over for
[03:04:17.767 --> 03:04:22.713]  You're not going to give this information to INS to see if they're also violating other laws?
[03:04:23.373 --> 03:04:27.599]  Then we're going to put you in jail because you are a part of the problem.
[03:04:28.720 --> 03:04:32.305]  So you have to understand that you just cannot
[03:04:33.246 --> 03:04:34.287]  I think so.
[03:05:03.947 --> 03:05:12.937]  Trump just signed an executive order to pull the federal government out of K-12 education, following through on a campaign promise to return school control to state and local officials.
[03:05:13.358 --> 03:05:22.849]  Titled Education Federalism Executive Order, it directs Education Secretary Betsy DeVos to launch a 300-day review of Obama-era regulations and guidance for school districts.
[03:05:23.169 --> 03:05:27.932]  And gives her the power to modify or repeal measures she deems an overreach by the federal government.
[03:05:28.112 --> 03:05:32.375]  It was amazing to hear liberals scream and cry as Betsy DeVos was being confirmed.
[03:05:32.615 --> 03:05:36.998]  And all I was saying the entire time was, good, we need to get rid of the Department of Education.
[03:05:37.259 --> 03:05:40.581]  You wonder why your local schools don't have money to pay teachers or for upkeep?
[03:05:40.721 --> 03:05:43.483]  It's because that money is being held by the federal government.
[03:05:43.803 --> 03:05:44.544]  Don't believe me?
[03:05:44.844 --> 03:05:48.006]  Just read the book, The Deliberate Dumbing Down of America by Charlotte Isserby.
[03:05:48.266 --> 03:05:56.962]  She was a whistleblower from the Department of Education in the 1980s, and her tome describes how the federal education system was designed to create automatons.
[03:05:57.282 --> 03:06:00.528]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[03:06:03.340 --> 03:06:07.203]  I want to tell you about some of the products at infowarsstore.com.
[03:06:07.223 --> 03:06:09.065]  We are under constant attack.
[03:06:09.565 --> 03:06:11.787]  You know it by now from the mainstream media.
[03:06:11.987 --> 03:06:14.869]  They're trying to attack us on every level.
[03:06:14.909 --> 03:06:29.241]  Now with the YouTube scandal, they're demonetizing our channels, which again takes a huge chunk out of our income, which is why we always appreciate and rely on you getting the products because that's how we stay afloat.
[03:06:29.921 --> 03:06:31.561]  They can't get to us that way.
[03:06:31.921 --> 03:06:34.742]  They can't pressure you to not buy the products.
[03:06:34.782 --> 03:06:35.762]  They don't have that power.
[03:06:36.222 --> 03:06:38.763]  And that's why you're the key to this entire operation.
[03:06:39.103 --> 03:06:41.504]  We have Super Blue Fluoride Free Toothpaste.
[03:06:41.964 --> 03:06:44.804]  Bubblegum flavor just arrived at Infowarsstore.com.
[03:06:44.824 --> 03:06:46.465]  This is by listener request.
[03:06:46.705 --> 03:06:51.946]  Bubblegum flavored Super Blue toothpaste now available at Infowarsstore.com in limited supply.
[03:06:51.966 --> 03:06:52.526]  Again,
[03:06:53.286 --> 03:06:59.029]  If you're not using fluoride-free toothpaste by now, then you're absolutely insane.
[03:06:59.429 --> 03:07:03.752]  Harvard studies, it reduces IQ, it causes bone cancer.
[03:07:04.332 --> 03:07:08.174]  It's not great, let's just put it that way, and I've been using it for about, what, 15 years now?
[03:07:10.215 --> 03:07:12.937]  So, you're gonna buy it anyway, why not buy it from Oz?
[03:07:12.957 --> 03:07:31.370]  It's in limited supply, but it is available at InfoWarsStore.com, with the new bubblegum flavor, super blue fluoride-free toothpaste, and it supports this network which is under constant demonization and attack, because we don't take big fat checks from George Soros.
[03:07:31.690 --> 03:07:34.511]  We don't get put on extremist lists even though they want us to.
[03:07:34.551 --> 03:07:36.592]  That's how they're taking away the YouTube money.
[03:07:36.932 --> 03:07:38.932]  That's why we need your support more than ever.
[03:07:39.393 --> 03:07:50.936]  Because we're not funded by giant corporations who are now pulling the plug on YouTube as they move into a TV thing, a Netflix model, to drown out independent voices.
[03:07:50.976 --> 03:07:54.798]  So support us by getting the products at Infowarsstore.com.
[03:08:11.483 --> 03:08:18.107]  Live from the Infowars.com studios, you're listening to The Alex Jones Show.
[03:08:18.587 --> 03:08:21.989]  And now, your host, Owen Schroer.
[03:08:23.269 --> 03:08:28.132]  Is that James Brown or is that Maxine Waters' wig?
[03:08:29.473 --> 03:08:32.694]  It's tough for me to disseminate between the two.
[03:08:32.934 --> 03:08:35.035]  Welcome back to The Alex Jones Show, fourth hour.
[03:08:35.156 --> 03:08:38.037]  Owen Schroer now relieving David Knight.
[03:08:39.118 --> 03:08:39.358]  You know,
[03:08:40.498 --> 03:08:41.479]  It's been really tough.
[03:08:42.399 --> 03:08:49.104]  All the politics, all the divide and conquer, all the different sides of all the different issues, a lot of people butting heads.
[03:08:49.144 --> 03:08:53.468]  We had the stories of families at Christmas and Thanksgiving fighting over politics.
[03:08:55.083 --> 03:08:56.064]  What brings us together?
[03:08:56.164 --> 03:08:57.845]  What is something that unites us?
[03:08:57.965 --> 03:09:02.587]  Well, it's tough to find that stuff anymore, at least outside of the bread and circus.
[03:09:03.128 --> 03:09:06.429]  Perhaps I guess this is part of it, but an interesting commercial.
[03:09:07.090 --> 03:09:12.153]  I guess this one goes against what the Pepsi commercial was trying to do.
[03:09:12.273 --> 03:09:12.593]  I don't know.
[03:09:12.633 --> 03:09:13.794]  I still don't understand the whole...
[03:09:14.875 --> 03:09:17.496]  Notion of that Pepsi commercial that was a total failure.
[03:09:18.297 --> 03:09:21.598]  But now Heineken has just put out a commercial that is kind of the opposite.
[03:09:21.618 --> 03:09:27.981]  Now this is interesting and I've always said this about myself because personally I am somebody that hates politics, okay?
[03:09:28.362 --> 03:09:29.982]  I can't stand politics.
[03:09:30.483 --> 03:09:36.746]  That's why I grew up loving sports and got started cutting my teeth in media in the sports industry.
[03:09:37.489 --> 03:09:46.076]  But once you realize the real world issues and how much the future matters and that, you know, politics actually does matter, you can't help but gravitate towards it.
[03:09:47.281 --> 03:09:52.103]  But now this ad reminds me, though, and I think it can remind all of us where we come from.
[03:09:52.183 --> 03:10:01.528]  So basically, Heineken does this social experiment where they take two people, and I think they do it with maybe four different groups.
[03:10:01.688 --> 03:10:10.733]  They take two people of totally different backgrounds, totally different political beliefs, and they have them, before they meet the other person, do a short video sit-down.
[03:10:11.213 --> 03:10:14.155]  And so then they get together and they do this little exercise and they meet each other.
[03:10:14.195 --> 03:10:16.536]  They have to build what turns out to be a bar.
[03:10:17.930 --> 03:10:25.574]  And so then after they build the bar, they have to watch the video of the other person and what they said and their views were.
[03:10:25.594 --> 03:10:31.577]  And of course the other person sees it and their jaw drops are like, whoa, that's exactly the opposite of what I think.
[03:10:31.717 --> 03:10:34.439]  I even insulted those beliefs in my short video.
[03:10:35.299 --> 03:10:39.382]  And then they put a bar on the bar and they say you have two options.
[03:10:39.782 --> 03:10:45.485]  You can either leave or you can enjoy a drink with the other person at the bar and discuss your differences.
[03:10:46.556 --> 03:11:01.327]  And it just all came together for me in that moment because no matter what, even though we got Trump in and it was a great victory for our movement, and even though there's divide along the Trump base now, it really doesn't even matter.
[03:11:02.248 --> 03:11:06.191]  Because at the end of the day, all humans should be able to break bread together.
[03:11:06.391 --> 03:11:15.818]  All humans should be able to sit down at the table and just converse and get along and not want to fight and not want to steal and not want to rob and be greedy.
[03:11:18.134 --> 03:11:26.626]  With nothing but political division in our world, in our culture, in our society, this was a very refreshing ad from Heineken.
[03:11:26.646 --> 03:11:28.088]  I'm not sitting here trying to plug Heineken.
[03:11:28.108 --> 03:11:31.653]  It was just, it was a refreshing thing to see because you just don't see it.
[03:11:31.693 --> 03:11:34.917]  You don't see people trying to bring together
[03:11:36.072 --> 03:11:39.594]  People from different backgrounds bring it together and you say, oh, but the, oh, the open borders!
[03:11:39.774 --> 03:11:40.314]  No, no, no, no, no.
[03:11:40.334 --> 03:11:41.735]  That's a political agenda.
[03:11:41.775 --> 03:11:42.775]  Let's be very clear.
[03:11:43.195 --> 03:11:43.475]  Okay?
[03:11:43.495 --> 03:11:45.956]  That's not the Democrats, actually, bleeding-heart liberals.
[03:11:46.357 --> 03:11:48.037]  It's always a political agenda.
[03:11:48.438 --> 03:11:48.758]  Alright?
[03:11:49.218 --> 03:11:51.339]  Just like, uh, taxing carbon.
[03:11:51.359 --> 03:11:55.281]  Yeah, they did have ways to make billions of dollars off that, ended up being, didn't it?
[03:11:56.101 --> 03:12:03.488]  So I just wanted to point that commercial out and just, you know, because a lot of people obviously don't like me for my political views.
[03:12:03.548 --> 03:12:06.051]  You can see the videos on the streets when I'm trying to talk to these people.
[03:12:06.471 --> 03:12:08.133]  And I always end up leaving the same way.
[03:12:08.173 --> 03:12:15.160]  It's like, you know, if I was just to sit down at the bar with that person and just sit down and have a conversation and not have to
[03:12:16.474 --> 03:12:32.137]  Introduce each other with our divisions and what separates us before we got to know each other then maybe we could all truly get along so as We're all fighting all the time now as the political vortex continues to just suck us all into it
[03:12:33.038 --> 03:12:54.308]  As the divide and conquer tactics get even stronger with the mainstream media and the fake news and the lying, as the polarization of our society continues, let's all just remember that we're all flesh and blood, we're all bone, and no matter what you believe, we were all put here by the same creator.
[03:12:55.643 --> 03:13:01.289]  And we just don't get enough of that message anymore in our society and in our culture.
[03:13:01.329 --> 03:13:02.190]  And it's too bad.
[03:13:02.791 --> 03:13:03.712]  It really is too bad.
[03:13:03.732 --> 03:13:10.980]  And I guess at the end of the day, it just comes with everybody believing that we have to force our political agenda down the other one's throats.
[03:13:11.901 --> 03:13:16.787]  Of course, I think that at the top starts with a totally corrupt government.
[03:13:17.779 --> 03:13:23.163]  That has to make all sorts of moves all day long on how to protect their corruption.
[03:13:23.183 --> 03:13:42.776]  You know, that's why every time I see some story about some Obama administration, former Obama administration, or former Obama advisor, who's out of the game, not even involved anymore, nothing to do with politics, off the record, off the books, everything, but they keep doing these things, they keep spinning these wheels, and you're like, why are they even involved?
[03:13:42.796 --> 03:13:43.496]  What are they even doing?
[03:13:43.536 --> 03:13:44.417]  Go away, you're out!
[03:13:44.837 --> 03:13:47.299]  Because they're trying to cover up their corruption, folks.
[03:13:48.139 --> 03:13:49.821]  That you can never leave the game.
[03:13:50.121 --> 03:14:00.329]  When you get into this swamp, it is so deep and you are so involved that you have to cover and watch your back all day long.
[03:14:01.230 --> 03:14:05.373]  That's how corrupt this government has become, folks.
[03:14:05.394 --> 03:14:15.101]  And we, the people, who want nothing of this corruption, have nothing to do with this corruption, are being divided and conquered by the very people
[03:14:16.052 --> 03:14:17.533]  Who are indeed the most corrupt.
[03:14:19.675 --> 03:14:21.076]  So I just wanted to point that out.
[03:14:21.137 --> 03:14:23.539]  And you know, here's one of the big dividers.
[03:14:26.212 --> 03:14:28.234]  It's about sex and gender.
[03:14:28.294 --> 03:14:33.517]  Now, everybody's heard about the Bill Nye, the science, the fake science guy now.
[03:14:34.478 --> 03:14:39.822]  But here's a point that I'm not really hearing people talk about, and I want to kind of paint an overall picture before I make this point.
[03:14:40.302 --> 03:14:42.804]  First, let's start with a story from the Washington Post a few days ago.
[03:14:42.864 --> 03:14:44.465]  Mark Dice just did a video on this today.
[03:14:45.046 --> 03:14:50.390]  Don't laugh, I have a serious reason for raising my cats gender neutral.
[03:14:51.294 --> 03:14:54.497]  Yeah, the serious reason would be you have serious mental disorders.
[03:14:54.997 --> 03:15:00.202]  But she's telling a story about her cats and how she doesn't want to offend them with certain pronouns.
[03:15:01.644 --> 03:15:04.726]  And she talks about part of the story, how she goes to the vet.
[03:15:05.603 --> 03:15:09.924]  And it's such a complicated process going to the vet because she doesn't know what to tell the vet.
[03:15:10.484 --> 03:15:11.184]  Is it a guy?
[03:15:11.244 --> 03:15:11.764]  Is it a girl?
[03:15:11.824 --> 03:15:12.304]  Is it this?
[03:15:12.344 --> 03:15:22.427]  She doesn't want to have any microaggressions with the vet and it's just a very confusing, very concocted experience, very difficult at the vet to get her cats taken care of.
[03:15:23.007 --> 03:15:29.208]  And I'm just sitting here thinking, don't you see how this will infiltrate your daily life?
[03:15:30.768 --> 03:15:31.369]  Don't you see?
[03:15:31.469 --> 03:15:36.433]  It's the same paradigm if a transsexual person goes to the hospital probably.
[03:15:37.334 --> 03:15:38.415]  Or you go to the hospital with...
[03:15:40.819 --> 03:15:45.281]  Say your son or daughter, but you're so politically correct, the doctor says, is this a male or a female?
[03:15:45.761 --> 03:15:47.782]  Oh, I don't want to say male or female.
[03:15:47.822 --> 03:15:48.922]  It's just a person now.
[03:15:49.402 --> 03:15:51.703]  You know, it's my five-year-old.
[03:15:52.523 --> 03:15:53.484]  Hasn't decided yet.
[03:15:53.504 --> 03:15:55.064]  It might be male, it might be female.
[03:15:55.084 --> 03:15:56.625]  It might be pansexual.
[03:15:56.705 --> 03:15:57.885]  I don't want to put anything on him.
[03:15:58.546 --> 03:15:58.886]  Or her.
[03:15:59.426 --> 03:16:00.246]  So, I don't know.
[03:16:00.326 --> 03:16:01.947]  Just, you know, doc, I just don't know anymore.
[03:16:02.995 --> 03:16:08.420]  It's gonna get very convoluted, and eventually the doctors are just gonna say, okay, we're not dealing with you.
[03:16:09.001 --> 03:16:13.965]  Figure out if that's a male or a female, okay, and then we'll deal with this.
[03:16:14.326 --> 03:16:15.307]  And I was actually thinking about this.
[03:16:15.347 --> 03:16:17.028]  They say cisgender privilege.
[03:16:17.729 --> 03:16:18.490]  Cisgender privilege.
[03:16:18.510 --> 03:16:19.170]  Think about this though.
[03:16:21.632 --> 03:16:22.874]  Everybody is cisgender.
[03:16:24.022 --> 03:16:28.503]  Everybody is born with either a penis or a vagina.
[03:16:28.583 --> 03:16:36.686]  I guess there's, what, less than 1% of people that actually have some birth defect where they don't have a functioning one system of reproductive organs.
[03:16:37.446 --> 03:16:38.226]  Okay, but guess what?
[03:16:38.366 --> 03:16:39.466]  Everybody's a cisgender.
[03:16:39.806 --> 03:16:44.748]  If you choose not to be, that's your choice and that's actually your privilege living in America.
[03:16:44.788 --> 03:16:45.488]  So how do you like that?
[03:16:45.808 --> 03:16:49.409]  But this person can't get their cats taken care of because they're so confused over their genders.
[03:16:49.749 --> 03:16:51.390]  Imagine what'll happen at a real hospital.
[03:16:51.750 --> 03:16:53.290]  Then you have this science march.
[03:16:53.870 --> 03:16:54.811]  So get this, though.
[03:16:56.031 --> 03:17:01.593]  All of these people that get up and they're giving their speeches, I don't know the exact numbers.
[03:17:02.113 --> 03:17:09.815]  Most of them got up there and talked about how they were gay, talked about how they were transsexual, talked about how genders are not binary.
[03:17:11.075 --> 03:17:12.656]  Nobody talked about science.
[03:17:13.806 --> 03:17:17.607]  Nobody talked about any discoveries they made, any of their own accomplishments.
[03:17:18.167 --> 03:17:19.488]  No, it was just like, look at me!
[03:17:19.508 --> 03:17:21.708]  I'm a homosexual!
[03:17:22.008 --> 03:17:22.468]  Look at me!
[03:17:22.568 --> 03:17:24.189]  I used to be a woman, now I'm a man!
[03:17:24.749 --> 03:17:25.269]  Look at us!
[03:17:25.329 --> 03:17:26.389]  We deserve to be heard!
[03:17:26.430 --> 03:17:27.330]  We're in the field now!
[03:17:27.370 --> 03:17:28.270]  We're scientists!
[03:17:28.730 --> 03:17:29.410]  Yay!
[03:17:29.430 --> 03:17:31.411]  Uh, what did you accomplish?
[03:17:32.691 --> 03:17:34.352]  Well, I became a man and I was a woman.
[03:17:35.272 --> 03:17:36.592]  No, in the field of science.
[03:17:37.853 --> 03:17:39.133]  Well, actually, I guess I mean tech.
[03:17:39.213 --> 03:17:42.354]  I mean, maybe these people are up there because they're a science project.
[03:17:43.575 --> 03:17:50.418]  I mean, I guess at one point, you know, changing your sex, having a sex operation was actually a science project.
[03:17:50.798 --> 03:17:53.499]  So yes, I guess maybe that's their accomplishment.
[03:17:54.220 --> 03:17:58.602]  They were a science project that I guess was successful.
[03:17:58.622 --> 03:18:01.183]  They now are a different sex, thanks to a surgery.
[03:18:02.023 --> 03:18:08.006]  And so now they're a science project that gets to give a speech at the March for Science that doesn't actually cover any science.
[03:18:08.326 --> 03:18:10.507]  So that brings me to Bill Nye.
[03:18:11.522 --> 03:18:20.029]  And I was just thinking about this the other day, because I already covered this, and I didn't even want to talk about it, but the crew was like, no, you gotta watch this video, you gotta respond to it, everybody is, so okay, so I watched it.
[03:18:21.730 --> 03:18:24.592]  And honestly, the first time, it's like, it's almost like a good movie.
[03:18:25.373 --> 03:18:30.217]  Where, you know, the first time you see a good movie, first maybe two times even, you don't really get it.
[03:18:30.317 --> 03:18:33.139]  There's still a lot of things you don't understand, it just doesn't make sense to you.
[03:18:34.701 --> 03:18:37.602]  But it was so, it was so grasping, you just had to watch it again.
[03:18:37.983 --> 03:18:40.324]  That's how it was for me with this, this weird video.
[03:18:40.384 --> 03:18:42.585]  So, so I didn't understand this video.
[03:18:42.605 --> 03:18:44.546]  I'm watching it and I'm just like, what did I just watch?
[03:18:44.786 --> 03:18:45.847]  This doesn't make any sense.
[03:18:46.147 --> 03:18:47.567]  They didn't talk about anything really.
[03:18:47.888 --> 03:18:53.750]  Some woman just gets on stage and has some 80s rock outfit on and starts humping saying, oh, oh, oh, my sex junk.
[03:18:54.391 --> 03:18:56.152]  Okay, so, but here's my point.
[03:18:57.072 --> 03:18:58.774]  I remember growing up with Bill Nye.
[03:18:59.314 --> 03:19:00.676]  I remember Bill Nye the Science Guy.
[03:19:00.776 --> 03:19:04.039]  I remember having Bill Nye the Science Guy videos played in my class.
[03:19:04.379 --> 03:19:06.441]  Folks, it was actual science.
[03:19:06.842 --> 03:19:08.543]  He actually talked about biology.
[03:19:08.764 --> 03:19:10.305]  He actually talked about science.
[03:19:10.686 --> 03:19:12.567]  He actually talked about real stuff.
[03:19:13.610 --> 03:19:17.072]  Now, look at what your kids are learning in science class, folks.
[03:19:17.813 --> 03:19:26.279]  They're having opinion, sexual-based opinion, shoved down your throats, and they're calling it science.
[03:19:26.579 --> 03:19:28.180]  Because here's what's important to these people.
[03:19:28.961 --> 03:19:29.941]  It's not science.
[03:19:30.622 --> 03:19:32.143]  It's a political agenda.
[03:19:33.140 --> 03:19:38.903]  See, if it was about science, they wouldn't get up on the stage at the Science March and tell you they were gay.
[03:19:39.583 --> 03:19:45.506]  They wouldn't get up at the Science March and tell you that their accomplishment was how they were a transgender and now they're in the field.
[03:19:46.367 --> 03:19:49.908]  No, they would talk to you about science.
[03:19:50.969 --> 03:19:52.550]  This is the fourth hour of the Alex Jones Show.
[03:19:52.910 --> 03:19:54.111]  We'll be right back on the other side.
[03:19:54.151 --> 03:19:54.691]  Don't go anywhere.
[03:20:02.748 --> 03:20:04.509]  You provided, Alex, with the caveman?
[03:20:04.529 --> 03:20:06.590]  Well, so we've been formulating this stuff for a while.
[03:20:06.630 --> 03:20:10.051]  We've been getting these different flavors, and you know, oh, I don't know about this one.
[03:20:10.491 --> 03:20:13.492]  You know, and so I've been taking that stuff, and I'm an old man.
[03:20:13.512 --> 03:20:14.093]  I'm 42.
[03:20:14.133 --> 03:20:17.014]  I work out five times a week, if not more.
[03:20:17.194 --> 03:20:18.655]  I hear you're okay in jujitsu.
[03:20:20.596 --> 03:20:21.717]  No, I'm not.
[03:20:21.777 --> 03:20:22.417]  I'm terrible.
[03:20:22.457 --> 03:20:23.018]  I'm terrible.
[03:20:23.118 --> 03:20:30.264]  But, the point is, is that I have a lot of aches and shoulders and, you know, this weird joint stuff that I've had issues with for years.
[03:20:30.865 --> 03:20:38.091]  And this bone broth, the Caveman Bone Broth, along with our joint formula, has just worked magic for me.
[03:20:38.111 --> 03:20:41.594]  And that's just, you know, that's just from my personal experience.
[03:20:42.975 --> 03:20:48.220]  I think they're great products and I think if anybody else has those issues that you should definitely, you owe it to yourself to check it out.
[03:20:48.260 --> 03:20:51.343]  If I'm wrong, then hey man, write me a mean letter.
[03:20:51.743 --> 03:20:53.045]  But let me tell you, they work for me.
[03:20:53.425 --> 03:20:54.606]  Yeah, they work for me too.
[03:20:54.686 --> 03:20:55.827]  Actually, we were talking about this earlier.
[03:20:55.847 --> 03:21:03.034]  Dude and I play basketball and I'm just now, like for the first time in my life, I'm 27 now, after I play basketball my knees are barking.
[03:21:03.614 --> 03:21:05.555]  Yeah.
[03:21:05.575 --> 03:21:11.198]  But the bone broth and the joint formula, like you just said, you combine those two, I felt the difference immediately.
[03:21:11.258 --> 03:21:12.979]  I felt it immediately.
[03:21:13.199 --> 03:21:15.220]  Yeah, and it actually tastes good.
[03:21:15.300 --> 03:21:18.381]  Like, I'm really picky and I will drink it.
[03:21:18.401 --> 03:21:19.542]  It tastes good to me.
[03:21:19.642 --> 03:21:23.584]  I love chocolate, so I really like the flavor of the Caveman.
[03:21:23.624 --> 03:21:25.665]  So, I mean, if the bone broth
[03:21:28.366 --> 03:21:29.447]  Bone broth.
[03:21:29.507 --> 03:21:34.652]  If the bone broth is really that gross, I mean, I would never have known because it tastes really good.
[03:21:34.672 --> 03:21:38.415]  And my favorite is the Super Female Vitality.
[03:21:38.455 --> 03:21:46.221]  So ladies, get yourself some Super Female Vitality if you haven't already because it seriously, it just gets me going.
[03:21:46.281 --> 03:21:50.985]  I mean, I'll take a whole bunch of that stuff before I go out and do my... Maybe get it for your wife then too, or girlfriend.
[03:21:51.025 --> 03:21:51.426]  Right?
[03:21:52.166 --> 03:21:58.174]  I go and take a bunch of it before I go do Man on the Street, and I just start running, zipping around, running right into the action.
[03:21:58.534 --> 03:21:59.755]  No fear, nothing, so...
[03:22:00.435 --> 03:22:07.778]  Well, that's a big primary part about, you know, fighting the globalists is making sure that we stay healthy and stay clear-eyed and stay honest and stay humble.
[03:22:08.338 --> 03:22:10.139]  I hope that we do that here at InfoWars.
[03:22:10.859 --> 03:22:21.403]  We got a lot going on and we're in the middle of the fight, so we really appreciate it when anybody supports us, either by purchasing our products or you can even go on to our store and donate.
[03:22:21.463 --> 03:22:22.703]  We're doing this by the skin of our teeth.
[03:22:22.743 --> 03:22:28.846]  I know it looks like we're in a billion-dollar studio, but Alex has never taken one cent of
[03:22:30.106 --> 03:22:32.367]  Uh, I borrowed money at all whatsoever.
[03:22:32.407 --> 03:22:34.608]  This is all money that's come from you, the listeners.
[03:22:34.628 --> 03:22:42.712]  So you've literally built this place, uh, you know, built this place with your compassion and built this place with the, the support that you've, you've sent us.
[03:22:42.732 --> 03:22:44.733]  So from the bottom of my heart, I appreciate it.
[03:22:44.753 --> 03:22:46.073]  Cause I know we wouldn't be able to do this.
[03:22:46.093 --> 03:22:48.954]  We wouldn't have a voice, um, if it wasn't for you.
[03:22:49.054 --> 03:22:54.597]  So once again, we got to thank the listeners for their, uh, for their steadfastness in supporting us and, uh,
[03:22:55.137 --> 03:23:01.998]  Even when we make mistakes, and even when we're not right, and even when we might go a little bit crazy, you guys stick with us, and I appreciate that.
[03:23:02.839 --> 03:23:11.860]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[03:23:11.920 --> 03:23:20.022]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[03:23:20.342 --> 03:23:25.045]  We have now managed to secure the sought-after beans in a highly customized blend.
[03:23:25.225 --> 03:23:31.930]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[03:23:32.010 --> 03:23:39.095]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[03:23:39.195 --> 03:23:40.896]  Hands down, this is my favorite coffee.
[03:23:41.076 --> 03:23:46.041]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[03:23:46.201 --> 03:23:50.545]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[03:23:50.685 --> 03:23:53.948]  Available in original or with our immune support infusion blend.
[03:23:54.088 --> 03:24:00.214]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[03:24:00.394 --> 03:24:02.556]  Available at Infowarslife.com.
