[00:00:00.009 --> 00:00:00.790]  Total fact.
[04:28:22.623 --> 04:28:30.686]  I love how they blame you when you were the first one to try to take the heat off of Muslims for 9-11 and put the mirror right at the American government for false flags.
[04:28:32.427 --> 04:28:35.688]  Exactly, but the media then misrepresented what I said.
[04:28:36.448 --> 04:28:38.029]  Criminal elements of our government
[04:28:38.809 --> 04:28:52.274]  Like Mr. Brennan, who is an admitted Wahhabist, have sold out to the Saudis, and the Saudis and Prince Bandar and all the rest of them were heavily involved, and then their enemy, when we had 9-11, Iraq, got attacked.
[04:28:52.854 --> 04:28:53.555]  That was wrong.
[04:28:53.675 --> 04:28:54.515]  We blamed Iraq.
[04:28:54.895 --> 04:28:55.515]  It was wrong.
[04:28:55.855 --> 04:28:56.536]  It's a fraud.
[04:28:56.836 --> 04:28:57.636]  That's the history.
[04:28:57.856 --> 04:28:58.496]  That's a fact.
[04:28:58.557 --> 04:28:59.457]  It's come out in Congress.
[04:28:59.697 --> 04:29:04.439]  And I've had Walter Jones on probably 15 times, one of the best members of Congress, from North Carolina.
[04:29:05.319 --> 04:29:07.402]  Who has seen the secret 28 pages.
[04:29:08.203 --> 04:29:10.106]  Senator Graham, seen 28 pages.
[04:29:10.206 --> 04:29:11.628]  We've interviewed him once on camera.
[04:29:12.469 --> 04:29:13.931]  That he was an RNC or something.
[04:29:14.712 --> 04:29:20.940]  And the Transportation Secretary Panetta, all of them have come out and said there was a stand down.
[04:29:21.721 --> 04:29:23.482]  Ordered because the Saudis were involved.
[04:29:23.943 --> 04:29:32.048]  The government then had a NORAD takeover drill, putting all these inputs onto the screens of NORAD and the FAA, where they thought it was a hijacking drill.
[04:29:32.528 --> 04:29:38.552]  They ordered the F-16s to fly at intercept at stallout speed, like 250 miles an hour.
[04:29:39.192 --> 04:29:40.533]  I've interviewed all the people involved.
[04:29:40.893 --> 04:29:44.335]  I had Colonel Don DeGranpre, who was a CIA weapons shipper.
[04:29:45.736 --> 04:29:48.839]  On, and he had been at the Pentagon and met with the generals.
[04:29:48.879 --> 04:29:51.581]  He even gave me the names of the pilots that refused orders.
[04:29:52.622 --> 04:29:58.366]  The general higher-up refused orders in the Air Force and ordered two AIM-9s, Sidewinder missiles, into Flight 93.
[04:29:58.786 --> 04:30:03.070]  There was no let's roll and stewardesses at 30-something thousand feet on regular cell phones.
[04:30:03.490 --> 04:30:04.411]  All that sounds great.
[04:30:04.431 --> 04:30:04.951]  It was made up.
[04:30:05.571 --> 04:30:08.954]  The Air Force did the right thing because that thing was going right at the Capitol and they blew it up.
[04:30:09.494 --> 04:30:10.275]  But I'm digressing.
[04:30:10.295 --> 04:30:11.136]  I want to get Kumi on.
[04:30:12.492 --> 04:30:15.212]  You sit there and say, oh, the government!
[04:30:15.873 --> 04:30:17.393]  In fact, I would get confronted on CNN.
[04:30:17.433 --> 04:30:19.333]  Are you saying the firefighters and the police were part of it?
[04:30:19.373 --> 04:30:20.233]  No, they were the heroes.
[04:30:22.034 --> 04:30:23.594]  But clearly there were bombs in the buildings.
[04:30:23.674 --> 04:30:25.434]  Clearly Deep State was working with the Muslims.
[04:30:25.674 --> 04:30:29.975]  And now you see Europe opening its borders to the Muslims, 5 million of them, 80% military age men.
[04:30:30.355 --> 04:30:31.355]  You see them working with it.
[04:30:31.375 --> 04:30:40.017]  I mean, I remember the FBI was in the news at the time saying, in late 2001, right after the tax thing, it's like Al-Qaeda has moles in the FBI and CIA.
[04:30:40.057 --> 04:30:41.297]  They know what we're going to do before we do it.
[04:30:41.917 --> 04:30:50.186]  That's because the top people were working with Saudi Arabia coordinating, and I saw it on Larry King Live, a week or two after 9-11, Prince Bandar.
[04:30:50.387 --> 04:30:51.228]  That was Bandar Bush.
[04:30:51.528 --> 04:30:52.589]  He's like best friends with the Bush family.
[04:30:52.609 --> 04:30:53.190]  He's up at any time.
[04:30:53.650 --> 04:30:54.031]  He's brought 9-11.
[04:30:54.071 --> 04:30:55.232]  Owen Troyer.
[04:30:56.286 --> 04:31:00.269]  And Bandar Bush was on CNN on Larry King Live.
[04:31:00.289 --> 04:31:03.852]  Larry King Live says, oh, the murderer, piece of garbage, you know, coward.
[04:31:04.452 --> 04:31:04.972]  Some of it lied.
[04:31:04.992 --> 04:31:06.874]  And he goes, oh, watch yourself.
[04:31:06.934 --> 04:31:08.575]  Somebody's got to go find the archives of this and do it.
[04:31:08.815 --> 04:31:10.216]  Watch yourself, Larry King.
[04:31:10.236 --> 04:31:12.338]  He is a hero in my country.
[04:31:12.398 --> 04:31:13.979]  And King goes, oh, I'm sorry.
[04:31:13.999 --> 04:31:16.041]  And he goes, yes, now you'll understand.
[04:31:16.421 --> 04:31:17.582]  Because they're heroes.
[04:31:17.642 --> 04:31:18.763]  They look good over there.
[04:31:19.883 --> 04:31:21.605]  Then their enemy, Saudi Arabia,
[04:31:22.774 --> 04:31:26.175]  It gets Saudi Arabia's enemy, Iraq gets hit.
[04:31:27.475 --> 04:31:29.716]  You cannot make up the magnitude of this.
[04:31:29.776 --> 04:31:37.938]  And so here I am, exposing it day one, and they're attacking me saying the government did it, no criminal elements did it, and then they claim that I'm saying radical Islam doesn't exist.
[04:31:37.978 --> 04:31:43.840]  No, this whole broadcast is about defense of the West, because a Turkish-slash-Islamic Kurd
[04:31:44.620 --> 04:31:56.824]  Who's on the Federal Reserve Board of New York that runs the whole Federal Reserve, and who gets billions from a school lunch program with a monopoly through his yogurt company, who works with the UN and Peter Sutherland and George Soros to bring in the illegals.
[04:31:57.484 --> 04:31:59.105]  Or excuse me, we don't know he was bringing illegals.
[04:31:59.285 --> 04:32:03.767]  Let's bring in unvetted people, I'm not saying he brings in illegals, into the country.
[04:32:05.247 --> 04:32:07.028]  And then he says, oh, it's the State Department does it.
[04:32:07.048 --> 04:32:08.968]  But he lobbies through the UN and the State Department.
[04:32:09.128 --> 04:32:10.189]  The UN certifies it.
[04:32:11.138 --> 04:32:17.904]  Just makes it up, says it's good, the State Department then brings him in, and then he's suing me saying, I say that Muslims being brought in are bringing TB.
[04:32:18.305 --> 04:32:25.131]  I've had five law firms look at it, two of them we've engaged, they say it's the biggest joke lawsuit they've ever seen, probably done for publicity stuff.
[04:32:25.832 --> 04:32:27.894]  Electrify your day with Secret 12.
[04:32:28.154 --> 04:32:29.475]  It's like lightning in a bottle.
[04:32:29.715 --> 04:32:33.179]  We all have days in which we just can't seem to perform at the level we'd like to.
[04:32:33.599 --> 04:32:41.345]  InfoWars Life Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[04:32:41.545 --> 04:32:46.349]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[04:32:46.509 --> 04:32:51.994]  The reality is it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[04:32:52.334 --> 04:32:59.860]  Secret 12 by InfoWars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[04:33:00.100 --> 04:33:04.543]  It pairs two forms of vitamin B12 into one explosive formula.
[04:33:04.823 --> 04:33:10.567]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[04:33:10.687 --> 04:33:13.669]  But it also assists with many other functions of the body.
[04:33:13.849 --> 04:33:17.131]  Electrify your mind and body and take your health to the next level.
[04:33:17.411 --> 04:33:21.073]  Experience the power of Secret 12 at InfoWarsLife.com.
[04:33:21.294 --> 04:33:22.915]  That's InfoWarsLife.com.
[04:33:25.410 --> 04:33:26.851]  Vitamin Mineral Fusion.
[04:33:26.871 --> 04:33:29.412]  Visit InfoWarsLife.com to secure your canister.
[04:33:29.592 --> 04:33:36.895]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[04:33:37.095 --> 04:33:47.380]  Vitamin Mineral Fusion Drink Mix at InfoWarsLife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[04:33:47.740 --> 04:33:55.261]  In the history of InfoWars Live, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[04:33:55.581 --> 04:34:05.523]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[04:34:05.783 --> 04:34:07.744]  And this part is most important.
[04:34:07.844 --> 04:34:14.265]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[04:34:14.625 --> 04:34:15.786]  That means it's clean.
[04:34:16.066 --> 04:34:17.107]  That means it's pure.
[04:34:17.207 --> 04:34:19.968]  And rest secured, you're fighting the tip of the spear in the InfoWars.
[04:34:20.108 --> 04:34:22.870]  That's InfoWarsLife.com and Vitamin Mineral Fusion.
[04:34:22.910 --> 04:34:24.571]  Take action now before we sell out.
[04:34:25.452 --> 04:34:29.834]  We have the new product at InfoWarsLife.com, BioTrue Selenium.
[04:34:29.934 --> 04:34:40.861]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[04:34:41.021 --> 04:34:45.943]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[04:34:46.063 --> 04:34:48.564]  It helps balance the thyroid gland.
[04:34:48.644 --> 04:34:50.124]  It helps detoxify.
[04:34:50.344 --> 04:34:53.186]  Selenium is another one of those absolute must-haves.
[04:34:53.226 --> 04:34:57.987]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[04:34:58.007 --> 04:35:02.129]  As a matter of fact, there's 25 genes in the body that are directly
[04:35:02.569 --> 04:35:09.573]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[04:35:09.693 --> 04:35:11.114]  I'm taking it now, every day.
[04:35:11.314 --> 04:35:12.055]  This is so key.
[04:35:12.295 --> 04:35:16.598]  BioTrue Selenium is the product, the best selenium that we could bring you.
[04:35:16.638 --> 04:35:18.719]  We believe it's the best out there at a very, very low price.
[04:35:18.839 --> 04:35:22.301]  Exclusively available at Infowarslife.com or by calling toll-free 888-253-3139.
[04:35:25.666 --> 04:35:31.829]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[04:35:32.229 --> 04:35:35.091]  Dr. Grip, it took years for you to develop DNA Force for us.
[04:35:35.431 --> 04:35:40.633]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[04:35:41.054 --> 04:35:47.037]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[04:35:47.177 --> 04:35:50.298]  Telomeres are the little cups on the end of our chromosomes.
[04:35:50.458 --> 04:35:51.919]  And when it runs out, you start dying.
[04:35:52.119 --> 04:35:56.262]  We chose the PQQ because it has over 175 different clinical trials.
[04:35:56.442 --> 04:35:59.305]  It's one of the most effective substances in the world.
[04:35:59.385 --> 04:36:00.966]  It works like an antioxidant.
[04:36:01.046 --> 04:36:04.249]  It works to repair nerve growth factor.
[04:36:04.529 --> 04:36:06.851]  So this is a formula to deliver the maximum amount.
[04:36:07.131 --> 04:36:08.092]  It's in powder form.
[04:36:08.192 --> 04:36:10.894]  We have so many five-star reviews.
[04:36:11.074 --> 04:36:11.654]  I take this.
[04:36:11.775 --> 04:36:13.476]  This is the product that I take.
[04:36:13.596 --> 04:36:15.558]  Infowarslife.com and the profit we make.
[04:36:16.358 --> 04:36:18.039]  We fight the Globals, we fight the New World Order.
[04:36:18.339 --> 04:36:24.243]  Secure your DNA force today at InfoWarsLive.com or call toll free 888-253-3139.
[04:36:24.443 --> 04:36:32.788]  There's another way of thinking than this liberal, progressive crap that we see on a daily basis.
[04:36:37.882 --> 04:36:43.366]  Let's go ahead and go to Anthony Comey, and I apologize, we got him on about 10 minutes late, and he's here, and we got about 20 minutes, and Roger Stone's joining us.
[04:36:43.386 --> 04:36:50.691]  Tell us about your network, how folks listen, and the fact that you had number one show in the country, syndicated in the cities you were in, kicked off the year.
[04:36:50.891 --> 04:36:54.734]  Not because of cussing, but because big corporations didn't like it and control the FCC.
[04:36:54.994 --> 04:36:59.217]  Then kicked off XM, because you call people killing cops animals, and they are animals.
[04:36:59.537 --> 04:37:04.421]  So the fact is, you've been successful over and over again, and now you've been relegated to the internet, which is great.
[04:37:05.001 --> 04:37:05.301]  Oh my god.
[04:37:05.321 --> 04:37:05.742]  No, please, Alex.
[04:37:05.762 --> 04:37:06.262]  First of all,
[04:37:27.122 --> 04:37:29.024]  Boy, are they coming after you.
[04:37:29.564 --> 04:37:30.305]  I've seen this.
[04:37:30.785 --> 04:37:41.855]  It's happening all over with people that are making a difference and getting to the people and actually giving them something that they can latch on and say, yes, I want to fight.
[04:37:42.235 --> 04:37:43.596]  I want to listen to this guy.
[04:37:43.736 --> 04:37:47.920]  I want to hear an opposing viewpoint from the mainstream media.
[04:37:48.400 --> 04:37:54.367]  And you have been on the forefront of this for so long, and man, they are coming after you.
[04:37:54.687 --> 04:38:10.425]  If anybody thinks this is a coincidence, that all of a sudden a bunch of people that are stirring other people up, that are getting them to think, that are getting them to see that there's another way of thinking than this liberal, progressive crap that we see on a daily basis,
[04:38:10.865 --> 04:38:13.687]  They are taking us out of the mix.
[04:38:13.707 --> 04:38:18.110]  They're trying to quiet us because we're dangerous to them.
[04:38:18.370 --> 04:38:28.537]  We are totally against their plan of keeping everybody under wraps, under their feet, their boots on our necks.
[04:38:28.577 --> 04:38:33.320]  And you are a prime example right now of them trying to discredit you.
[04:38:33.400 --> 04:38:35.141]  It's been that way for so long.
[04:38:35.541 --> 04:38:35.821]  Me?
[04:38:36.162 --> 04:38:39.986]  I've been thrown off of every single type of mainstream media there is.
[04:38:40.326 --> 04:38:43.089]  I've had to literally start my network.
[04:38:43.149 --> 04:38:47.353]  Even though you always get top ratings and are always number one, it's because you are effective.
[04:38:47.373 --> 04:38:50.596]  Your voice and your information carries gravitas.
[04:38:50.736 --> 04:38:51.797]  That's why you're shut down.
[04:38:52.662 --> 04:38:53.463]  That's what it is.
[04:38:53.543 --> 04:38:56.627]  They don't want us to have too much juice.
[04:38:57.108 --> 04:38:58.269]  Too much power.
[04:38:58.650 --> 04:39:03.436]  And the second you start really influencing people, if you're making jokes, maybe it's one thing.
[04:39:03.456 --> 04:39:07.241]  No, the second you start acting like a man trying to have a country for your children, then you're off the air.
[04:39:08.044 --> 04:39:08.925]  Oh, absolutely.
[04:39:09.285 --> 04:39:11.027]  That's a thing of the past.
[04:39:11.767 --> 04:39:12.608]  I'm disgusted.
[04:39:12.648 --> 04:39:21.556]  I watched some amazing documentaries on World War I and II, and Korea, Vietnam, and you just see men acting like men.
[04:39:21.956 --> 04:39:23.857]  And that now is a bad word?
[04:39:24.198 --> 04:39:26.980]  You're not allowed to be a man in this country anymore.
[04:39:27.000 --> 04:39:30.803]  Colleges are saying don't have paintings or murals of muscular men on the sports team.
[04:39:30.863 --> 04:39:32.485]  It's hurtful to those that aren't muscular.
[04:39:36.356 --> 04:39:38.798]  Is every story now worthy of The Onion?
[04:39:39.199 --> 04:39:44.603]  I used to read The Onion, a great parody site, and think, oh, that's hilarious because it's so ridiculous.
[04:39:44.883 --> 04:39:53.110]  Now mainstream media is absolutely outdoing The Onion for the most ridiculous things you'll ever, ever read.
[04:39:53.970 --> 04:40:11.460]  Let me ask you this, because you don't want to get into it, and we don't like to bitch about what's happening to us, but I mean, talk about the persecution you've gone through getting kicked off your hit show that was on for a decade, you know, had in many cases more viewers and listeners than Stern, and then you get kicked off because you stand up against Black Lives Matter going around killing cops.
[04:40:12.213 --> 04:40:19.463]  Yeah, all you have to say is exactly what leaders in the black community have said for years and years and years.
[04:40:19.663 --> 04:40:21.005]  There's a problem with violence.
[04:40:21.305 --> 04:40:25.891]  There's a problem with out-of-wedlock children.
[04:40:26.512 --> 04:40:28.255]  And you just bring that up.
[04:40:28.575 --> 04:40:31.158]  But I'm not the right person to bring that up.
[04:40:31.238 --> 04:40:40.907]  So when I did, I was called, you know, racist and you're relegated to trying to fight against what labels people are giving you.
[04:40:41.748 --> 04:40:42.169]  No more.
[04:40:42.749 --> 04:40:45.192]  You don't even get to argue that point anymore.
[04:40:45.492 --> 04:40:53.883]  You're now arguing that, oh no, I'm not a racist, I'm not the, and they take you out of the mix for what you originally were trying to discuss.
[04:40:53.963 --> 04:40:58.849]  And I should add, compoundmedia.com, you're so polite when you plug it, compoundmedia.com.
[04:40:58.869 --> 04:41:00.591]  By the way, the purpose is a survival mechanism.
[04:41:00.631 --> 04:41:01.532]  They're huge, they're great.
[04:41:01.993 --> 04:41:04.035]  I want people to be bigger than we are.
[04:41:04.676 --> 04:41:05.857]  And in some cases, a lot of folks are.
[04:41:06.197 --> 04:41:08.398]  Some of their shows have more views than we do.
[04:41:08.758 --> 04:41:11.240]  That is a really good feeling, because I don't like being the only target here.
[04:41:11.380 --> 04:41:13.961]  It seems like that's kind of what's happening, but they kind of pick somebody.
[04:41:13.981 --> 04:41:15.662]  But let's shift gears and jump in any time.
[04:41:15.682 --> 04:41:17.783]  I know you host the last two hours, but Owen, jump in.
[04:41:17.823 --> 04:41:19.244]  I didn't just have you in here to sit there.
[04:41:19.264 --> 04:41:22.185]  I know you're an awesome, awesome reporter, so please jump in.
[04:41:22.966 --> 04:41:24.507]  But talking about this,
[04:41:25.527 --> 04:41:26.488]  Take Stephen Colbert.
[04:41:26.528 --> 04:41:29.709]  He attacked me, that I know of, nine times the last two weeks.
[04:41:30.230 --> 04:41:32.411]  Lied about me, but oh, it's comedy, so it's okay.
[04:41:32.651 --> 04:41:37.994]  Said I was a racist, said I didn't know what my kids' names were, said I didn't know what, you know, two teachers were out of, like, 16 teachers.
[04:41:38.594 --> 04:41:44.157]  You know, after I had lunch, when I'm sitting there on the stand or whatever, and I'm like, literally, I had a bunch of chili, and I can't remember every teacher, sorry.
[04:41:45.057 --> 04:41:45.958]  Nobody can, okay?
[04:41:45.978 --> 04:41:49.099]  But the point is, I'm too busy actually working to be able to teach.
[04:41:49.119 --> 04:41:51.821]  I go to all the conferences, the kids get straight A's.
[04:41:52.061 --> 04:41:52.701]  Isn't that enough?
[04:41:52.761 --> 04:41:54.122]  You know, they're good kids, but...
[04:41:54.963 --> 04:42:04.525]  Here he comes and he says this statement we'll play it in a few minutes, which he says that basically he's a holster for Vladimir Putin's Vienna sausage.
[04:42:05.245 --> 04:42:07.465]  And it's somewhat of a family show, but big deal.
[04:42:07.485 --> 04:42:11.026]  That's what was said, saying that he's a minion of Russia and he's bad.
[04:42:11.386 --> 04:42:12.826]  He's totally pushing Russia around.
[04:42:12.866 --> 04:42:13.886]  He's pushing China around.
[04:42:13.926 --> 04:42:15.147]  He's pushing North Korea around.
[04:42:15.627 --> 04:42:16.487]  This is pure bull.
[04:42:16.987 --> 04:42:17.447]  It was U.S.
[04:42:17.487 --> 04:42:19.988]  intelligence leaked the stuff, you know, like Hillary's saying it's the Russians.
[04:42:20.428 --> 04:42:22.008]  And so WikiLeaks and all this is happening.
[04:42:22.568 --> 04:42:24.249]  Look, then they're saying, oh, it's homophobic.
[04:42:24.269 --> 04:42:28.213]  They're now even, Anthony, eating their own, when clearly it's not homophobic.
[04:42:28.293 --> 04:42:31.675]  It's saying he's a butt kisser of Putin, which he isn't.
[04:42:31.695 --> 04:42:41.243]  If you call somebody a you-know-what sucker, like I call Congressman Schiff, I said he's a globalist you-know-what sucker, just like when De Niro says it in a movie about somebody.
[04:42:41.383 --> 04:42:43.865]  It means that they're groveling.
[04:42:44.145 --> 04:42:45.747]  It means they're servicing somebody.
[04:42:45.787 --> 04:42:47.248]  It isn't attacking gay people.
[04:42:47.688 --> 04:42:48.930]  We could do that if we wanted to.
[04:42:48.990 --> 04:42:49.551]  It's free speech.
[04:42:49.611 --> 04:42:52.935]  But even Colbert, they're saying, may lose his job over this.
[04:42:53.155 --> 04:42:54.297]  This is dangerous.
[04:42:54.897 --> 04:43:00.104]  Alex, what you're actually saying here is that the left knows what context is.
[04:43:00.605 --> 04:43:01.666]  Oh my God!
[04:43:01.966 --> 04:43:04.510]  They have no clue about context comedy.
[04:43:05.190 --> 04:43:05.950]  Sarcasm.
[04:43:06.310 --> 04:43:16.533]  Everything that's said by anybody is taken at face value and should be dissected like that and the discipline should be doled out accordingly.
[04:43:16.893 --> 04:43:19.554]  It's amazing and I do love watching them eat their own.
[04:43:19.974 --> 04:43:26.896]  I am a First Amendment advocate like no one has seen and I don't want anybody fired for anything they say.
[04:43:27.236 --> 04:43:35.242]  But if you're delusional enough to think that a network talk show host could get away with saying anything like that about Obama without
[04:43:44.770 --> 04:43:47.372]  Public execution, you're out of your mind.
[04:43:47.692 --> 04:43:49.093]  That's the problem I have.
[04:43:49.213 --> 04:43:52.556]  I don't have a problem with Colbert saying whatever he wants about anybody.
[04:43:52.856 --> 04:44:02.644]  I have a problem with the double standard that people like myself and my friends and associates are crucified for making a joke about a minority group or what have you.
[04:44:03.044 --> 04:44:05.246]  And then when it comes around to someone like Colbert,
[04:44:05.546 --> 04:44:06.366]  He gets free reign!
[04:44:06.386 --> 04:44:06.927]  Well, exactly.
[04:44:07.027 --> 04:44:11.849]  I'm from Texas, and I like to make fun of rednecks, and I'm not bashing, but I mean, I've got some family.
[04:44:11.869 --> 04:44:14.230]  They're nice people, but they're literally like the Beverly Hillbillies.
[04:44:14.571 --> 04:44:21.014]  I may sound like there's some other people, but, you know, I'm kind of like Beverly Hillbilly Light, and it's kind of fun, but then I want to make fun of Asian people.
[04:44:21.054 --> 04:44:22.134]  My sister's Asian-adopted.
[04:44:22.174 --> 04:44:22.655]  I love Asians.
[04:44:22.735 --> 04:44:23.575]  It's funny, though.
[04:44:23.835 --> 04:44:25.536]  You know, the North Korean stuff's sad, but it's funny.
[04:44:25.556 --> 04:44:28.798]  You know, Kim Jong-un, and people say, oh, you're being anti-Asian.
[04:44:28.858 --> 04:44:30.539]  No, it's funny stuff is funny.
[04:44:30.559 --> 04:44:31.619]  I mean, look at Japanese.
[04:44:31.639 --> 04:44:32.540]  They make fun of themselves.
[04:44:33.413 --> 04:44:33.794]  Sure!
[04:44:34.194 --> 04:44:34.695]  Absolutely!
[04:44:34.755 --> 04:44:34.935]  What?
[04:44:34.975 --> 04:44:38.880]  That used to be something that was taken in context of comedy.
[04:44:39.141 --> 04:44:41.424]  You could absolutely do stereotypical jokes.
[04:44:41.484 --> 04:44:43.166]  Remember Belushi doing the samurai?
[04:44:43.707 --> 04:44:44.408]  Absolutely!
[04:44:44.488 --> 04:44:47.732]  No one thought that was... Sorry.
[04:44:48.373 --> 04:44:49.194]  I can't do that anymore.
[04:44:49.354 --> 04:44:50.154]  That'd be too offensive.
[04:44:50.174 --> 04:44:54.617]  No one thought it was hateful or that you were inciting violence against these people.
[04:44:54.817 --> 04:44:55.837]  They're insane!
[04:44:56.058 --> 04:44:59.760]  The left is mentally ill when it comes to things like this.
[04:44:59.920 --> 04:45:02.381]  You know, and you talk about Stephen Colbert's show.
[04:45:02.502 --> 04:45:10.907]  I remember I watched Stephen Colbert like six, seven, eight years ago, and he would actually make fun of Obama regularly, but he would do it in a tasteful manner.
[04:45:10.927 --> 04:45:11.387]  He did it
[04:45:11.847 --> 04:45:15.869]  Where it was creative, it was funny, it was what you would expect with any president.
[04:45:15.889 --> 04:45:18.731]  Of course, make fun of Trump, of course he's the president, of course he's gonna get made fun of.
[04:45:18.971 --> 04:45:20.032]  But make it tasteful!
[04:45:20.432 --> 04:45:23.714]  Don't make some, you know, crude penis joke that's not funny!
[04:45:24.154 --> 04:45:25.655]  That's the key, it's not funny!
[04:45:25.995 --> 04:45:27.696]  When did Stephen Colbert quit being funny?
[04:45:28.016 --> 04:45:32.078]  It's when all the people... I don't even know if it's the left... When did he become Tuck Buckford?
[04:45:32.459 --> 04:45:33.239]  Tuck Buckford?
[04:45:33.259 --> 04:45:36.101]  Let me put this, let me put this yogurt in my hair.
[04:45:36.781 --> 04:45:47.566]  If they would just stick to comedy, if they would try to be funny instead of trying to make a political message every night, then Stephen Colbert would be... This is what happens when you take steroids and peyote!
[04:45:47.686 --> 04:45:48.446]  This is what happens!
[04:45:49.046 --> 04:45:52.548]  Stephen Colbert has won, I'm pretty sure that he's won multiple Grammys.
[04:45:52.608 --> 04:46:00.011]  I think that his writers have run Grammys because he had a funny show when he was on Comedy Central, and then he got too political, he wanted to make a...
[04:46:04.361 --> 04:46:08.005]  Let me ask this question of Anthony Comey at compoundmedia.com.
[04:46:08.405 --> 04:46:12.950]  Look, I don't like to sit up here and beg the audience to support us, but here's the deal.
[04:46:12.990 --> 04:46:14.332]  Yeah, we'll play Blue Sheet in a minute with audio.
[04:46:16.494 --> 04:46:17.415]  You could never do that today.
[04:46:17.435 --> 04:46:23.202]  In fact, I think I'm going to go back and recreate some skits and then watch the media attack me, because we've got to exercise, kind of like open carry.
[04:46:24.750 --> 04:46:29.553]  Alex Jones here with a very important news update to anybody out there that wants to be prepared.
[04:46:30.213 --> 04:46:31.794]  But it goes beyond being prepared.
[04:46:32.194 --> 04:46:37.177]  Our bodies absolutely must have the good halogen iodine or we will die.
[04:46:37.537 --> 04:46:43.001]  And you look at all of the thyroid problems and all the people that don't have energy and that have all sorts of hormone problems.
[04:46:43.381 --> 04:46:49.965]  And from my research and a lot of just mainline research, it leads back to iodine over and over and over again.
[04:46:50.625 --> 04:46:51.766]  It's as important as vitamin C.
[04:46:52.606 --> 04:46:54.567]  If you don't get iodine, you die.
[04:46:54.887 --> 04:46:57.829]  But most people are just efficient, so they're low energy, they're sick.
[04:46:58.269 --> 04:47:01.891]  You gotta have iodine in your body so that your body can produce the hormones you need.
[04:47:02.091 --> 04:47:04.652]  It is the base to so many things.
[04:47:04.692 --> 04:47:17.039]  And since I got into iodine four years ago, we've helped change the entire paradigm by developing and bringing to the public deep earth crystals from 7,000 to 12,000 feet of the purest iodine available.
[04:47:17.259 --> 04:47:22.363]  Other iodine comes from the ocean or from other byproducts of chemical facilities, and it's tainted.
[04:47:22.483 --> 04:47:24.004]  It's bound.
[04:47:24.125 --> 04:47:25.105]  It's not absorbable.
[04:47:25.526 --> 04:47:30.089]  I tried it, and I had incredible effects, even with dirty iodine, because the body needs it.
[04:47:30.310 --> 04:47:35.233]  When you don't have iodine, it absorbs the chlorine, the fluoride, and all these other bad halogens.
[04:47:35.714 --> 04:47:40.598]  Do yourself and your family a favor and check out the importance of iodine for yourself.
[04:47:40.698 --> 04:47:41.859]  I think you're going to be blown away.
[04:47:41.999 --> 04:47:44.601]  And whatever you do, support the broadcast and get a bottle.
[04:47:44.701 --> 04:47:45.401]  Thanks for having me.
[04:48:07.571 --> 04:48:10.193]  You've got to have vitamin C. You've got to have iodine to live.
[04:48:10.213 --> 04:48:11.253]  You've got to have water to live.
[04:48:11.594 --> 04:48:12.314]  Iodine is key.
[04:48:12.334 --> 04:48:12.954]  You must have it.
[04:48:13.295 --> 04:48:20.859]  But consult your physician first before you get powerful survival shield niacin iodine, X2, at Infowarslife.com or call toll free.
[04:48:20.879 --> 04:48:23.201]  We can answer your questions.
[04:48:23.221 --> 04:48:24.282]  888-253-3139.
[04:48:28.664 --> 04:48:30.726]  Let's bring on Baked Alaska.
[04:48:32.066 --> 04:48:34.088]  And I've got a couple things that I want to talk to you about.
[04:48:35.069 --> 04:48:39.694]  And I'll tell you what, I'll give you, I can't decide, so I'm going to let you decide where we get started.
[04:48:40.115 --> 04:48:51.288]  We can either go right into meme story time, or we can talk about the breaking news that you've been on top of with BuzzFeed Ben and Macy on BuzzFeed.
[04:48:51.328 --> 04:48:52.149]  Where do you want to start?
[04:48:53.430 --> 04:48:53.870]  Hmm.
[04:48:54.231 --> 04:48:55.091]  Well, wow.
[04:48:55.592 --> 04:48:56.793]  Thanks for having me on, Owen.
[04:48:56.833 --> 04:48:57.934]  This is amazing.
[04:48:57.954 --> 04:49:01.056]  Yeah, there's so much to talk about.
[04:49:01.256 --> 04:49:03.018]  I mean, I say let's start out.
