[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[03:12:32.841 --> 03:12:37.242]  And one thing I really like about Revolver.News is we're helping to do that on the right.
[03:12:37.242 --> 03:12:47.704]  We're helping to provide the necessary software updates, as it were, on the right to understand this new political era that we're in, in which the national security state is very much at war.
[03:12:47.844 --> 03:12:49.244]  Do you think Trump finally gets it?
[03:12:49.244 --> 03:12:52.465]  Because in hindsight, he said, my God, these generals lied to my face.
[03:12:52.465 --> 03:12:54.046]  They were leftist scum the whole time.
[03:12:54.046 --> 03:13:00.187]  I mean, I think for Trump, this was quite the educational process because he was naive about how bad a shape America was in.
[03:13:00.187 --> 03:13:01.648]  And I'm not saying that's a bad thing.
[03:13:01.648 --> 03:13:09.370]  I mean, Trump really tried hard, but I think they're really scared of him if he got back in now with an even bigger landslide, because he would definitely not make a lot of the same mistakes.
[03:13:10.834 --> 03:13:12.936]  Well, I certainly hope that's true.
[03:13:12.936 --> 03:13:17.861]  And I await with an open mind to see evidence of it.
[03:13:17.861 --> 03:13:18.902]  There's a lot of mistakes.
[03:13:18.902 --> 03:13:28.552]  And again, it's like Trump thought, I guess, with some sort of, you know, we can sympathize with his thinking a little bit, he thought these generals were General Patton.
[03:13:28.592 --> 03:13:29.353]  The Pentagon killed Patton!
[03:13:29.353 --> 03:13:30.393]  The Pentagon killed him!
[03:13:46.801 --> 03:13:50.284]  And the CIA is certainly not full of James Bond.
[03:13:50.284 --> 03:13:52.806]  So like, their info war has been very good.
[03:13:52.806 --> 03:13:58.410]  They've been very effective in the PR arena, but that's just not what these institutions are.
[03:13:58.410 --> 03:14:01.873]  And they're able to keep roping conservatives in.
[03:14:01.873 --> 03:14:04.475]  And the next big thing is all they have to do is talk about
[03:14:04.955 --> 03:14:05.596]  Well, that's right.
[03:14:28.711 --> 03:14:36.253]  Well, Dr. Beatty, congratulations on... I mean, it's not about credit, but credit is due, as people know who is most effective with the truth.
[03:14:36.253 --> 03:14:43.155]  You have brought this front and center to be a big issue in America, and that cripples their attempts at provocateuring and false flags.
[03:14:43.155 --> 03:14:50.077]  It cripples their attempts to start this fight and lays the American people as the new enemy, and instead take the initiative back.
[03:14:50.077 --> 03:14:51.758]  It's really blown up in their face right now.
[03:14:52.538 --> 03:14:53.278]  Thank you, thank you.
[03:15:14.119 --> 03:15:18.764]  All right, Roger Stone is waiting in the wings and is about to take over with big breaking news.
[03:15:18.764 --> 03:15:21.867]  And nobody knows about him trying to set you up like Roger.
[03:15:21.867 --> 03:15:23.068]  In fact, I've got all the articles here.
[03:15:23.068 --> 03:15:24.770]  They're trying to set he and I up right now.
[03:15:24.770 --> 03:15:31.557]  He's been subpoenaed by this kangaroo thing in Congress, supposedly quarterbacking the attack on the Capitol, which he wasn't even at.
[03:15:32.377 --> 03:15:33.719]  So we'll talk to Roger about that.
[03:15:33.719 --> 03:15:39.484]  But first, 2022 elections and a bunch of electoral news that he wants to cover when we come back.
[03:15:39.484 --> 03:15:45.150]  Infowars.com, one of the final outposts in the fight for the Republic and human liberty.
[03:15:45.150 --> 03:15:48.213]  Yeah, a big awakening is happening, but is it happening fast enough?
[03:15:48.213 --> 03:15:49.114]  That's why.
[03:15:49.114 --> 03:15:50.255]  Don't sit on your laurels.
[03:15:50.255 --> 03:15:51.396]  Spread the word today.
[03:15:51.396 --> 03:15:52.177]  It's an InfoWar.
[03:15:54.761 --> 03:16:06.071]  What if you could climb to the top of the food chain with Alpha Power by Infowars Life for those who want to increase testosterone and energy levels.
[03:16:06.071 --> 03:16:14.118]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1 to 2 percent per year.
[03:16:14.118 --> 03:16:20.444]  This drop can show signs such as fatigue, low energy, low sex drive and muscle loss.
[03:16:21.264 --> 03:16:27.108]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[03:16:27.108 --> 03:16:45.381]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including Uricoma longifolia, originally from Malaysia, Makaroo from Peru, Horny Goatweed from China, and Tribulus from India.
[03:16:46.201 --> 03:16:57.445]  The COVID-19 face diaper is a symbol of subservience, a symbol of slavery, a symbol of the chains that the medical tyranny combine controlled by the global private corporations has put in place.
[03:17:11.069 --> 03:17:16.311]  It is the symbol of the permanent emergency from which we will never emerge.
[03:17:16.311 --> 03:17:24.555]  It is the symbol that we are diseased and evil and bad and must cover our diseased criminal faces from the light of the sun.
[03:17:24.555 --> 03:17:32.758]  It is the symbol of our complete and total absolute surrender to evil.
[03:17:32.758 --> 03:17:33.539]  Ladies and gentlemen,
[03:17:34.522 --> 03:17:37.323]  We are crossing the Rubicon now.
[03:17:37.323 --> 03:17:40.583]  The entire future destiny of humanity is upon us.
[03:17:40.583 --> 03:17:46.925]  Klaus Schwab and the UN admit they're coming out with implantable microchips as part of the World ID and carbon taxes.
[03:17:46.925 --> 03:17:49.186]  Things only get worse from here if we submit.
[03:17:49.186 --> 03:17:52.546]  They only get better if we resist and say no.
[03:17:52.546 --> 03:17:54.747]  Noncompliance, noncompliance, noncompliance.
[03:17:55.367 --> 03:18:04.310]  The engineers at BioPros are very excited to announce a major expansion of new products into the retail consumer market.
[03:18:04.310 --> 03:18:09.612]  Since their rollout of their first product almost a year ago, they've come out with four new products.
[03:18:09.612 --> 03:18:10.893]  BioDrain Pro.
[03:18:11.713 --> 03:18:16.977]  BioRVPro, BioMarinePro, and BioPortaPro.
[03:18:16.977 --> 03:18:30.266]  For decades, oil companies and other major chemical corporations have been using patented, naturally occurring, specially bred bacteria to eat oil spills and other toxic waste disasters.
[03:18:30.666 --> 03:18:34.448]  That's how powerful these naturally occurring microbes are.
[03:18:34.448 --> 03:18:39.851]  The BioPro system is light years better than traditional enzymes that only work once.
[03:18:39.851 --> 03:18:43.953]  These bacteria begin to breed and live in your septic tank.
[03:18:43.953 --> 03:18:49.296]  And now it's available for the general public's use for the first time on the retail market.
[03:18:49.296 --> 03:18:52.058]  Exclusively available at TheBioPros.com
[03:18:56.513 --> 03:19:03.635]  I have the greatest sense of loss, deep in my heart, deep in my soul, I've ever had in my 47 years on this planet.
[03:19:03.635 --> 03:19:06.136]  I've had a lot of loss, like everybody else has.
[03:19:06.136 --> 03:19:20.120]  And it's because it's a loss of ancestral freedom that so many people fought and died and bled and sweat for.
[03:19:20.120 --> 03:19:21.901]  And now we're just throwing it all away.
[03:19:23.669 --> 03:19:32.315]  And I see the general public in a medically-induced, scientifically-induced, behavioral, psychologically-controlled trance.
[03:19:32.315 --> 03:19:36.919]  And I know we're being fed into this globalist meat grinder, and it's so incredibly sad.
[03:19:36.919 --> 03:19:46.666]  But this is the process of birth, and then growth, and then falling apart, and then degenerating and collapsing, and then coming back to life again.
[03:19:47.662 --> 03:19:58.105]  It's just the globalists are actively trying to steer and control this process of decadence and collapse to actually end the species as we know it.
[03:19:58.105 --> 03:20:00.706]  You're listening to the Alex Jones Show!
[03:20:17.697 --> 03:20:19.341]  We're about a year out.
[03:20:25.657 --> 03:20:29.920]  A little more than 12 months from the incredibly important 2022 elections.
[03:20:29.920 --> 03:20:30.721]  We know there was a coup.
[03:20:30.721 --> 03:20:31.602]  We know there was fraud.
[03:20:31.602 --> 03:20:32.943]  It's overwhelming.
[03:20:32.943 --> 03:20:38.527]  And now we know they've declared even people protesting at school board meetings as terrorists.
[03:20:38.527 --> 03:20:46.594]  And the National Education Association operative that put that postulate forward has now been brought and put on the National Education Board by
[03:20:48.678 --> 03:20:54.104]  Obama, and that's who runs the White House, is Obama in his third term here.
[03:20:54.104 --> 03:20:56.486]  He thought Roosevelt was the only president to serve three terms.
[03:20:56.486 --> 03:20:57.707]  Think again.
[03:20:57.707 --> 03:21:07.418]  Here we are and Roger Stone, the guy that got Trump to run for office, the guy that has been one of the number one enemies, if not the number one enemy, of the left.
[03:21:08.302 --> 03:21:09.442]  Alex, it's great to be here.
[03:21:09.442 --> 03:21:10.843]  I feel like I'm back home.
[03:21:37.052 --> 03:21:45.739]  First of all, I guess I'd like to observe the fact that my good friend Sean Hannity is not completely correct when he says journalism in America is dead.
[03:21:45.739 --> 03:21:51.444]  There's one guy who's actually practicing legitimate journalism and that's my friend Darren Beatty at The Revolver.
[03:21:52.194 --> 03:21:57.938]  Uh, and he has been a fountain of truth when it comes to the entire January 6th fiasco.
[03:21:57.938 --> 03:22:01.981]  Uh, he is a bold, fearless reporter who prints the truth.
[03:22:01.981 --> 03:22:05.163]  So if you're not following Revolver, you need to.
[03:22:05.163 --> 03:22:11.888]  They really understand exactly what happened on January 6th and their reporting has been without parallel.
[03:22:12.555 --> 03:22:22.046]  Also have to salute my friend Tucker Carlson who's had the cojones to put Darren Beatty on the air and let him expose the truth, not to mention InfoWars.
[03:22:22.046 --> 03:22:26.692]  So Alex, the most important thing I want to talk today, the thing I'm really outraged about,
[03:22:27.506 --> 03:22:31.569]  Is a statement by a gentleman named Wesley Wilcox.
[03:22:31.569 --> 03:22:38.714]  Now, Wesley Wilcox is not just the supervisor of the Marion County Board of Elections here in Florida.
[03:22:38.714 --> 03:22:44.638]  He's also the chairman of the State Association of Supervisors of Election.
[03:22:44.638 --> 03:22:52.784]  And he has put forward an incredible memo in which he tells everybody to shut up and pipe down about the question of election integrity.
[03:22:53.639 --> 03:23:01.564]  Nominally a Republican, Wesley Wilcox, actually says free speech is a threat to democracy.
[03:23:01.564 --> 03:23:05.387]  No, Mr. Wilcox, I think you have this exactly backwards.
[03:23:05.387 --> 03:23:16.134]  Free speech is what preserves democracy and he's already gone so far as to say nobody's going to audit my elections and people need to stop talking about election integrity.
[03:23:16.946 --> 03:23:18.627]  I think this is a setup.
[03:23:18.627 --> 03:23:27.569]  You see, Marion County is partially in the district in which my friend Laura Loomer is running for Congress.
[03:23:27.569 --> 03:23:29.990]  So what is it Mr. Wilcox has in mind?
[03:23:29.990 --> 03:23:35.912]  Let me point out that the last time Laura Loomer ran for Congress, it a hopelessly blue district.
[03:23:36.534 --> 03:23:43.237]  She won on election day, she won in early voting, and she was only swamped in the mail-in votes.
[03:23:43.237 --> 03:23:46.378]  No Republican has ever won in that district on election day.
[03:23:46.378 --> 03:23:49.559]  That's right, they're scared of her, and this guy's a microcosm.
[03:23:49.559 --> 03:23:54.621]  They're all over the country, Republicans and Democrats, but also Republicans saying, don't question elections.
[03:23:54.621 --> 03:23:56.002]  That's something we have a right to do.
[03:23:56.002 --> 03:23:57.822]  That's something Democrats have always done.
[03:23:57.822 --> 03:23:59.063]  So again, this is outrageous.
[03:24:00.225 --> 03:24:03.087]  No, it really is, and I think it is a setup.
[03:24:03.087 --> 03:24:16.098]  Now, I think we can tell whether Mr. Wilcox is up to dirty business, because they have upcoming municipal elections in Marion County, and I'm going to be monitoring those very, very closely.
[03:24:16.098 --> 03:24:27.467]  You know, people may not be aware of it, but there's a terrific group here in Florida, Defend Florida, that is working day and night to audit the last elections and turn up overwhelming evidence of fraud.
[03:24:28.327 --> 03:24:30.868]  If you're not following... So I think he protests so much.
[03:24:30.868 --> 03:24:32.469]  I mean, let's not look at elections.
[03:24:32.469 --> 03:24:35.630]  I'm not going to allow audits when that's by law you do that.
[03:24:35.630 --> 03:24:37.771]  I mean, that's very suspicious.
[03:24:37.771 --> 03:24:40.652]  We have one million phantom voters in this state.
[03:24:40.652 --> 03:24:44.353]  One million people who are on the voting rolls who don't really exist.
[03:24:45.354 --> 03:24:52.802]  It's really incredible and you can already see that you have Governor Ron DeSantis up in 2022.
[03:24:52.802 --> 03:24:55.365]  He is the number one enemy of the deep state.
[03:24:55.365 --> 03:24:56.806]  He's led on masks.
[03:24:56.806 --> 03:24:58.708]  He has led on censorship.
[03:24:58.708 --> 03:25:00.410]  He has led on election integrity.
[03:25:00.410 --> 03:25:01.851]  They want to discredit him.
[03:25:01.851 --> 03:25:03.173]  They want to use him as an example.
[03:25:04.262 --> 03:25:04.802]  Absolutely.
[03:25:04.802 --> 03:25:08.344]  They want to show what happens to governors who stand up to the deep state.
[03:25:08.344 --> 03:25:13.887]  Soros and his pals will drop $1 billion into Florida to try to take out Ron DeSantis.
[03:25:13.887 --> 03:25:17.389]  Now, look, his election integrity package is not perfect.
[03:25:17.389 --> 03:25:21.391]  His internet censorship package is not perfect.
[03:25:21.391 --> 03:25:24.953]  But when it comes to COVID... We better all get behind him 110%.
[03:25:24.953 --> 03:25:27.254]  It's like Senator Cruz isn't perfect.
[03:25:27.254 --> 03:25:28.475]  Would you rather a Beto O'Rourke?
[03:25:29.522 --> 03:25:30.903]  Yeah, exactly, exactly.
[03:25:30.903 --> 03:25:45.250]  So look, I'm 100% for Ron DeSantis, but let me stress, Defend Florida, which is a totally grassroots group here in Florida, is doing the hard work with volunteers in every county, and they're uncovering extraordinary results.
[03:25:45.250 --> 03:25:51.133]  There are one million people on the Florida rolls today who literally do not exist.
[03:25:51.493 --> 03:25:56.259]  By the way, that's the good thing that's coming out of you and Mike Lindell and all the listeners.
[03:25:56.259 --> 03:25:58.181]  Fighting hard is all over the country.
[03:25:58.181 --> 03:26:03.708]  We're finding the real evidence so we can hopefully ferret it out and stop it before the midterms.
[03:26:03.708 --> 03:26:05.330]  How do we save this country?
[03:26:05.330 --> 03:26:07.934]  How do we get more election integrity so they can't pull this scam?
[03:26:08.857 --> 03:26:11.518]  Well, first of all, let's let Mr. Wilcox know we're watching.
[03:26:11.518 --> 03:26:20.382]  You can call his office at 352-620-3290 and respectfully, don't yell, don't call anonymously and hang up.
[03:26:20.382 --> 03:26:21.862]  We don't do crap like that.
[03:26:21.862 --> 03:26:26.204]  Tell him your name and express your disappointment that he thinks these are his elections.
[03:26:26.204 --> 03:26:27.885]  These are not his elections.
[03:26:27.885 --> 03:26:29.866]  He says, no one's touching my vote.
[03:26:29.866 --> 03:26:33.287]  Tell everybody the county, tell everybody his name, and then give out his number again.
[03:26:34.700 --> 03:26:36.802]  Yes, his name is Wesley Wilcox.
[03:26:36.802 --> 03:26:45.309]  He's the supervisor of the Marion County Board of Elections, but more importantly, he's the chairman of the Statewide Association of Supervisors of Elections.
[03:26:45.309 --> 03:26:47.010]  His number is 352-620-3290.
[03:26:47.010 --> 03:26:54.376]  Now, we don't like anonymous calls, we don't like yelling, we don't like insults.
[03:26:54.376 --> 03:26:56.017]  Don't call him and tell him he's a piece of crap.
[03:26:56.537 --> 03:26:58.739]  Call him and tell him you objected his public statements.
[03:26:58.739 --> 03:27:00.621]  These are not his elections.
[03:27:00.621 --> 03:27:05.726]  These are our elections, and free speech does not damage democracy.
[03:27:05.726 --> 03:27:07.948]  Free speech is what preserves democracy.
[03:27:07.948 --> 03:27:14.575]  This guy is nominally a Republican, but Alex, I think he's getting his talking points from the Democratic National Committee.
[03:27:14.575 --> 03:27:20.781]  Well sure, we know just like the governor of Georgia, there are these Republicans that know there's fraud, but if they play nice, they get left in power.
[03:27:22.043 --> 03:27:26.026]  Look, what I see here is an effort to defraud Laura Loomer in her next election.
[03:27:26.026 --> 03:27:31.369]  They are definitely afraid of this woman because she's got guts and because she's coming and they know it.
[03:27:31.369 --> 03:27:37.773]  She's going to knock off a rhino in the primaries coming up and part of her district is in this county.
[03:27:37.773 --> 03:27:39.394]  So he's trying to prepare us for the fact
[03:27:39.714 --> 03:27:47.326]  If there's going to be shenanigans just like there was in Palm Beach County where I believe she was cheated out of a congressional seat in the last election.
[03:27:47.326 --> 03:27:53.735]  So I'm going to be watching these elections coming up in the municipal elections to see if he's monkeying with the results.
[03:27:53.735 --> 03:27:55.218]  And let me tell you, Mr. Wilcox,
[03:27:55.758 --> 03:28:04.603]  I have got a platoon of lawyers ready to bring you to court, and the citizens of Marion County won't stand for shenanigans in the upcoming elections.
[03:28:04.603 --> 03:28:05.544]  Not for a second.
[03:28:05.544 --> 03:28:08.685]  And you brought lawyers in and decided some big elections before, Roger.
[03:28:08.685 --> 03:28:10.606]  Another reason the Democrats hate you.
[03:28:10.606 --> 03:28:15.289]  I know you made comeuppance for it, but you didn't know that George W. would be just as bad as Al Gore, but you helped.
[03:28:15.669 --> 03:28:17.590]  You know, with that whole election.
[03:28:17.590 --> 03:28:19.331]  And so you're not playing games.
[03:28:19.331 --> 03:28:22.553]  And speaking of the devil, we're gonna come back and talk about elections.
[03:28:22.553 --> 03:28:28.877]  Do you think Trump is going to be able to run and defeat that little devil Joe Biden we've got in there?
[03:28:28.877 --> 03:28:32.660]  But can Joe Biden even hang on and stay in there much longer?
[03:28:32.660 --> 03:28:37.803]  We'll get Roger Stone's take on all of this on the other side.
[03:28:37.803 --> 03:28:41.085]  And Roger, what's the best website for people to find everything in Stone land?
[03:28:42.176 --> 03:28:43.919]  Stonecoldtruth.com.
[03:28:43.919 --> 03:28:45.622]  Stonecoldtruth.com.
[03:28:45.622 --> 03:28:49.708]  Tonight at 9 o'clock I'll be on Lyndell TV to talk more about this.
[03:28:49.708 --> 03:28:52.933]  People need to know what's going on in Florida because it's a... Absolutely.
[03:28:52.933 --> 03:28:53.614]  Stay there.
[03:28:53.614 --> 03:28:54.396]  Florida's the battleground.
[03:28:57.137 --> 03:29:01.162]  I want to explain something that is absolutely key to understanding our world.
[03:29:01.162 --> 03:29:04.085]  It's very, very simple, but the most people don't know.
[03:29:04.085 --> 03:29:18.039]  The privately owned central banks of the world are artificially creating thousands of trillions of dollars in other major currencies and using them to buy up infrastructure, intellectual property,
[03:29:19.120 --> 03:29:34.388]  Energy, they're using it to buy people, to buy influence, and in the past they created thousands of trillions so that they could leverage that, manipulate markets, but they never allowed that money to get into the general circulation or it would cause massive inflation.
[03:29:34.388 --> 03:29:40.191]  Now they've gone ahead and weaponized it and are flooding every sector of the world economy, buying up everything.
[03:29:40.811 --> 03:29:50.046]  Not to have the companies operate, but to actually shut them down and force a collapse of civilization, making the companies they do fund be the only things left standing.
[03:29:50.046 --> 03:29:51.348]  This is the Great Reset.
[03:29:51.348 --> 03:29:52.930]  This is what's happening now.
[03:29:52.930 --> 03:29:53.631]  Warn everyone.
[03:29:53.631 --> 03:29:54.613]  It's the only way to stop it.
[03:29:55.558 --> 03:30:04.508]  The engineers at BioPros are very excited to announce a major expansion of new products into the retail consumer market.
[03:30:04.508 --> 03:30:09.815]  Since the rollout of their first product almost a year ago, they've come out with four new products.
[03:30:09.815 --> 03:30:11.096]  BioDrain Pro.
[03:30:11.917 --> 03:30:17.163]  BioRV Pro, BioMarine Pro, and BioPortaPro.
[03:30:17.163 --> 03:30:30.459]  For decades, oil companies and other major chemical corporations have been using patented, naturally occurring, specially bred bacteria to eat oil spills and other toxic waste disasters.
[03:30:30.839 --> 03:30:34.642]  That's how powerful these naturally occurring microbes are.
[03:30:34.642 --> 03:30:40.046]  The BioPro system is light years better than traditional enzymes that only work once.
[03:30:40.046 --> 03:30:44.150]  These bacteria begin to breed and live in your septic tank.
[03:30:44.150 --> 03:30:49.494]  And now it's available for the general public's use for the first time on the retail market.
[03:30:49.494 --> 03:30:52.256]  Exclusively available at TheBioPros.com
[03:30:55.347 --> 03:30:58.890]  UN-run contact tracers aren't coming, they're here.
[03:30:58.890 --> 03:31:13.621]  All over the world, from Australia to the United States, from Canada to Germany, these tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[03:31:13.621 --> 03:31:21.848]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[03:31:22.188 --> 03:31:24.009]  This is nothing less than martial law.
[03:31:24.009 --> 03:31:31.811]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[03:31:31.811 --> 03:31:35.152]  government military grade, at InfoWarsTore.com.
[03:31:35.152 --> 03:31:40.934]  We have the entire line of Silent Pocket ready to ship to you when you visit InfoWarsTore.com.
[03:31:40.934 --> 03:31:48.056]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[03:31:48.056 --> 03:31:48.796]  It's all there.
[03:31:49.236 --> 03:32:08.742]  If you're listening to this message on the weekend of Friday, October 22, 2021, this is your last chance to get some of our best-selling, amazing products at InfoWarsTore.com before they sell out.
[03:32:08.742 --> 03:32:13.443]  Like DNA Force Plus, that is the ultimate formula out there.
[03:32:13.863 --> 03:32:15.124]  We're good to go.
[03:32:31.795 --> 03:32:32.015]  Thank you.
[03:32:58.894 --> 03:33:14.697]  You're listening to The Alex Jones Show!
[03:33:14.697 --> 03:33:21.139]  Live from the InfoWars.com studios, you're listening to The Alex Jones Show!
[03:33:25.732 --> 03:33:28.593]  Roger Stone has got the answers for us.
[03:33:28.593 --> 03:33:32.034]  Is Trump really planning to run in 2022?
[03:33:32.034 --> 03:33:36.996]  Because, you know, the election is in 2024, but how is he going to be involved, engaged in the midterms?
[03:33:36.996 --> 03:33:42.058]  Because that's obviously already getting him ready to run in 2023 to make his announcement or even earlier.
[03:33:42.058 --> 03:33:46.500]  And what do we do to make sure that we can get Trump to run?
[03:33:46.500 --> 03:33:49.861]  And what does Roger Stone think is going to end up happening
[03:33:50.561 --> 03:34:06.929]  With Joe Biden, who we knew was an individual over his expiration date, but the deterioration is so accelerated now that when Roger and I first three years ago, you know, said that the presumptive candidate had had another stroke and had cognitive problems, we were censored and attacked.
[03:34:06.929 --> 03:34:09.450]  But even by the campaign, it was completely evident.
[03:34:09.450 --> 03:34:13.392]  Now it's begun even a bad comedy.
[03:34:13.392 --> 03:34:16.754]  So those those issues are obviously intertwined, Roger.
[03:34:18.266 --> 03:34:19.588]  Yeah, Alex, you're absolutely right.
[03:34:19.588 --> 03:34:22.273]  Look, there's been a kind of an evolution in my thinking here.
[03:34:22.273 --> 03:34:26.320]  I'm a veteran of 11 national presidential campaigns.
[03:34:26.320 --> 03:34:29.345]  And previously, I did not think the president
[03:34:29.978 --> 03:34:31.679]  Would run or that he should run.
[03:34:31.679 --> 03:34:33.781]  I've completely changed my view.
[03:34:33.781 --> 03:34:37.644]  I now recognize that he is without any question our strongest candidate.
[03:34:37.644 --> 03:34:42.028]  He's the only one who can keep the entire America First movement united.
[03:34:42.028 --> 03:34:46.691]  The left fears him even more than they fear Alex Jones or Roger Stone.
[03:34:46.691 --> 03:34:49.874]  They're not big fans of ours in case you didn't know that.
[03:34:49.874 --> 03:34:52.536]  By the way, this shirt, this t-shirt triggers the left
[03:34:53.155 --> 03:34:56.696]  More than anything other than a Roger Stone do nothing wrong t-shirt.
[03:34:56.696 --> 03:34:59.417]  I wear this to the supermarket, people go out of their minds.
[03:34:59.417 --> 03:35:00.418]  Out of their minds.
[03:35:00.418 --> 03:35:01.438]  It just triggers the left.
[03:35:01.438 --> 03:35:05.800]  So if you don't have an InfoWars t-shirt, go to the web store and get one now.
[03:35:05.800 --> 03:35:08.021]  By the way, that's one of our best sellers forever.
[03:35:08.021 --> 03:35:09.181]  It's been on about six years.
[03:35:09.181 --> 03:35:11.402]  It's bright red on navy blue.
[03:35:11.402 --> 03:35:14.843]  InfoWars.com and InfoWars.com on the shoulder and the back.
[03:35:14.843 --> 03:35:18.645]  And yeah, I think that's called the InfoWars in your face shirt.
[03:35:18.645 --> 03:35:21.566]  But definitely that will drive them crazy, Roger.
[03:35:22.540 --> 03:35:41.266]  Well, and if you want to get your Roger Stone did nothing wrong t-shirt, go to rogerstonestore.com, rogerstonestore.com, and you can get it there, or go to stonecoldtruth.com in the store there, but you need to have one of these because if the country goes to hell, you can sell it to the Smithsonian for a couple million bucks.
[03:35:42.566 --> 03:35:45.547]  Well, I mean, you know, we may get shut down, you may get shut down.
[03:35:45.547 --> 03:35:51.668]  I mean, we've been in this fight so long, you longer than I, that we've kind of gotten friends with our destruction.
[03:35:51.668 --> 03:35:52.929]  We've kind of become acquainted with it.
[03:35:52.929 --> 03:35:55.770]  But man, I mean, this is an authoritarian nightmare.
[03:35:55.770 --> 03:36:01.091]  You were talking during the break, though, about the election fraud and not knowing if Trump would run because of that.
[03:36:02.170 --> 03:36:08.454]  Yeah, I think this is a legitimate question that the former president, current president, has to face.
[03:36:08.454 --> 03:36:17.600]  Which is, how do we guarantee that he could run a letter-perfect campaign, raise all the money he needs, outwork, outfox, out-campaign them, as he did in 2016,
[03:36:19.415 --> 03:36:30.004]  Have an incredible comeback as he did in 2022, 2020, pardon me, and then get cheated out of it because we do not have a free, fair, honest election.
[03:36:30.004 --> 03:36:32.566]  And Florida is ground zero.
[03:36:32.566 --> 03:36:36.470]  We cannot get to 270 electoral votes without Florida.
[03:36:36.810 --> 03:36:39.353]  That's why I love what Defend Florida is doing.
[03:36:39.353 --> 03:36:44.439]  This is a great group, grassroots group, is going into each county and auditing to find fraud.
[03:36:44.439 --> 03:36:47.884]  There are one million phantom voters in the state.
[03:36:47.884 --> 03:36:50.046]  One million people who don't exist.
[03:36:50.046 --> 03:36:51.408]  This is really simple.
[03:36:51.408 --> 03:36:53.771]  The State Board of Election, pardon me, the State Board of Health,
[03:36:54.191 --> 03:36:58.054]  When somebody dies, they should be automatically removed from the rolls.
[03:36:58.054 --> 03:37:00.135]  They should not be left on the rolls.
[03:37:00.135 --> 03:37:02.297]  No, that's not fraud.
[03:37:02.297 --> 03:37:04.478]  That's not Jim Crow.
[03:37:04.478 --> 03:37:06.360]  There's nothing racist about that.
[03:37:06.360 --> 03:37:08.001]  It's logical.
[03:37:08.001 --> 03:37:10.202]  But the left doesn't respect logic.
[03:37:10.202 --> 03:37:12.004]  They don't respect the Constitution.
[03:37:12.004 --> 03:37:13.665]  And they don't respect the law.
[03:37:13.665 --> 03:37:16.487]  So, the President's got to face a legitimate question.
[03:37:17.208 --> 03:37:18.249]  What will be the measure?
[03:37:18.249 --> 03:37:19.830]  Here, it's pretty simple.
[03:37:19.830 --> 03:37:23.071]  2020 will tell the story on 2024.
[03:37:23.071 --> 03:37:34.438]  If we don't have an honest election, if the Democrats overwhelmingly sweep the House and the Senate with gas prices going up higher than Hunter Biden, going up faster than
[03:37:35.399 --> 03:37:50.380]  The scale when Brian Stelter steps on it, which is what's happening when we're being humiliated around the globe, when we're being told we're heading to another shutdown to destroy our economy, suddenly we have food shortages.
[03:37:50.740 --> 03:37:53.943]  We didn't have any food shortages when Donald Trump was president.
[03:37:53.943 --> 03:37:56.285]  Suddenly we have supply chain problems.
[03:37:56.285 --> 03:37:57.046]  Guess what?
[03:37:57.046 --> 03:38:00.810]  We didn't have any supply chain problems when Donald Trump was president.
[03:38:00.810 --> 03:38:05.234]  We had the most robust, productive economy in American history.
[03:38:05.234 --> 03:38:08.437]  And they are dismantling it as quickly as they possibly can.
[03:38:08.997 --> 03:38:10.538]  So I think he has to run.
[03:38:10.538 --> 03:38:11.658]  I think he must run.
[03:38:11.658 --> 03:38:17.741]  I think he's the only person with the cojones to take these people on frontally and beat them.
[03:38:17.741 --> 03:38:22.844]  But what if he beats them again, but we can't get an honest count?
[03:38:22.844 --> 03:38:24.404]  2022 will tell us the story for 2024.
[03:38:27.577 --> 03:38:33.000]  Roger, around somewhere, oh, there it is, one of my friends, Richard Reeves, saw that in Austin, Texas.
[03:38:33.000 --> 03:38:36.621]  Somebody stuck, I did that, bumper sticker on the gas pump.
[03:38:36.621 --> 03:38:40.903]  So InfoWars is printing a bunch of those right now to put free in all of our orders.
[03:38:40.903 --> 03:38:43.004]  That's really smart, but at the same time, it's scary.
[03:38:43.004 --> 03:38:43.545]  It's up to...
[03:38:44.585 --> 03:38:52.193]  Five dollars plus a gallon for unleaded in California, it's up to four bucks in Texas.
[03:38:52.193 --> 03:39:01.543]  So again, with him having the lowest approval rating in modern history since World War II, since they started doing approval ratings, and even those are
[03:39:02.851 --> 03:39:03.732]  Mainly Democratic voters.
[03:39:03.732 --> 03:39:05.332]  They polls was probably higher.
[03:39:05.332 --> 03:39:06.153]  Where does this go?
[03:39:06.153 --> 03:39:07.413]  What happens the Democratic Party?
