[00:00:00.069 --> 00:00:00.870]  But who knows?
[01:09:27.185 --> 01:09:32.068]  So make no mistake, servitization is just a new name for economic slavery.
[01:09:32.628 --> 01:09:35.170]  It's socialism on a global scale.
[01:09:35.890 --> 01:09:36.411]  Haha!
[01:09:36.511 --> 01:09:37.111]  Out of the park!
[01:09:37.171 --> 01:09:38.072]  Posted Info Wars!
[01:09:38.732 --> 01:09:40.313]  A modern day warrior!
[01:09:41.774 --> 01:09:42.234]  It's the year 2021!
[01:09:45.262 --> 01:09:50.103]  Suppressed technologies the globalists have stolen from humanity are in the year 2050 conservatively.
[01:09:52.984 --> 01:09:54.024]  The future is here.
[01:09:55.424 --> 01:09:57.105]  But it is not evenly distributed.
[01:09:59.685 --> 01:10:02.486]  Many a futurist has said that correctly and they are right.
[01:10:03.786 --> 01:10:04.867]  We're now in the future.
[01:10:05.587 --> 01:10:06.907]  We're now back to the future.
[01:10:07.627 --> 01:10:08.987]  Seems like we've been here before.
[01:10:10.008 --> 01:10:10.988]  Un-ancient species.
[01:10:12.349 --> 01:10:13.750]  You're tested on this planet.
[01:10:14.470 --> 01:10:15.871]  You know that yourselves, don't you?
[01:10:18.533 --> 01:10:19.714]  It's all gonna come out soon.
[01:10:21.975 --> 01:10:27.979]  And the enemy wants to suppress your mind and your soul so you don't tune into the right frequency.
[01:10:29.080 --> 01:10:31.801]  So you tune into their frequency and fall.
[01:10:33.442 --> 01:10:37.405]  The world, my friends, the world is only a test.
[01:10:42.089 --> 01:10:49.059]  The universe is just a launch point itself.
[01:10:50.221 --> 01:10:52.003]  This planet is just a zygote.
[01:10:55.448 --> 01:10:57.070]  Alright, so let's go back to...
[01:10:58.743 --> 01:11:01.024]  Australian TV, and it's not just Sky News over there.
[01:11:01.064 --> 01:11:01.804]  They're Fox News.
[01:11:01.944 --> 01:11:03.144]  It's all over the place.
[01:11:03.264 --> 01:11:04.945]  It's hotter than a flamethrower.
[01:11:05.485 --> 01:11:06.906]  The people over there are living under it.
[01:11:06.986 --> 01:11:07.406]  They get it.
[01:11:07.446 --> 01:11:08.406]  They're pissed off about it.
[01:11:08.466 --> 01:11:12.107]  But again, even Canadian TV, UK TV, German TV.
[01:11:12.847 --> 01:11:21.270]  Because the Great Reset is a corporate takeover that exempts China and 160 plus other third world countries where globalist corporations are invested.
[01:11:21.550 --> 01:11:26.472]  But then it tells us in the first world, we've got to go bankrupt and die because of carbon dioxide.
[01:11:26.512 --> 01:11:27.292]  It's all a fraud.
[01:11:28.012 --> 01:11:36.813]  That COVID is nothing but the drill, the excuse to put this in place and they say, Klaus Schwab, COVID is not an existential threat.
[01:11:36.873 --> 01:11:39.354]  It is only a pretext to do what must be done.
[01:11:39.394 --> 01:11:43.815]  I'm more of a Russian accent than a German accent, but I mean, that's what he says.
[01:11:43.875 --> 01:11:45.875]  I've played the video probably 15 times.
[01:11:47.975 --> 01:11:50.156]  Bill Gates, you'll no longer eat meat.
[01:11:50.256 --> 01:11:53.996]  You're going to eat celebrity cloned meat, but you'll be able to eat celebrities.
[01:11:54.096 --> 01:11:55.857]  We're like, that was in the news last week, LA Times.
[01:11:56.417 --> 01:11:57.057]  No, Bill Gates.
[01:11:58.351 --> 01:11:59.933]  I don't want to eat celebrities' meat!
[01:11:59.973 --> 01:12:02.937]  By the way, if you're a new listener, I'm not joking about that statement.
[01:12:03.978 --> 01:12:04.879]  You're like, that doesn't make sense.
[01:12:05.940 --> 01:12:17.755]  Why is Bill Gates and Klaus Schwab on every TV channel saying, you're going to drink sewage water, you're going to eat weird cloned meat, synthetic meat, that's written by a 3D printer,
[01:12:19.224 --> 01:12:20.505]  And you're going to eat bugs.
[01:12:21.205 --> 01:12:22.046]  I mean, I played the clip.
[01:12:22.066 --> 01:12:22.707]  People didn't believe me.
[01:12:22.727 --> 01:12:23.307]  I'm swallowing.
[01:12:23.607 --> 01:12:28.691]  I'm going to drink sewage and have bugs and eat, eat waterweeds, is the quote.
[01:12:31.872 --> 01:12:35.814]  And if you are an industry close to people, you're industry gone.
[01:12:35.914 --> 01:12:38.195]  People not be next to each other ever again.
[01:12:38.235 --> 01:12:39.135]  We all dirty.
[01:12:39.155 --> 01:12:41.816]  And it's all based on not even a real bioweapon.
[01:12:42.336 --> 01:12:44.897]  Then I go, oh, they're getting us ready for a real one they're gonna release.
[01:12:45.197 --> 01:12:46.218]  This is all just a drill.
[01:12:46.258 --> 01:12:51.200]  The Milgates came out on Colbert and said two months later, this is just a simulation for a drill.
[01:12:51.440 --> 01:12:53.361]  The real one's coming from terrorists.
[01:12:55.822 --> 01:12:56.782]  Yeah, I got their number.
[01:12:58.305 --> 01:12:59.847]  I saw the comments on Twitter.
[01:13:00.407 --> 01:13:01.548]  It got millions of views.
[01:13:01.608 --> 01:13:02.950]  Somebody found the video.
[01:13:02.990 --> 01:13:06.173]  I'm going to air it at the end of the show.
[01:13:06.273 --> 01:13:07.615]  In 2010 I'm reading Operation Lockstep.
[01:13:08.629 --> 01:13:13.414]  And it's talking about locking everybody down permanently, no human contact anymore, worldwide martial law, the end of humans.
[01:13:14.274 --> 01:13:17.217]  And then the comments are like, he must be an insider, how does he know this?
[01:13:17.958 --> 01:13:21.821]  It's on the screen, the article from InfoWars.com 11 years ago!
[01:13:22.082 --> 01:13:23.803]  It's a damn Rockefeller document!
[01:13:24.444 --> 01:13:25.485]  I didn't come up with it.
[01:13:26.125 --> 01:13:27.146]  I'm not a prophet.
[01:13:27.687 --> 01:13:29.549]  I don't have a crystal ball, do you understand?
[01:13:31.288 --> 01:13:42.771]  But I do know who runs things, I do know who the globalists are, and I know that they're in charge because I see them calling the shots, and I see when they slap their fingers, I see governments jump and say, how high?
[01:13:47.012 --> 01:13:49.433]  Now there's a video, only 284,000 views.
[01:13:51.773 --> 01:13:52.453]  Been up for a week.
[01:13:53.854 --> 01:13:54.554]  Or four days.
[01:13:55.894 --> 01:13:57.835]  And again, this is making people freak out.
[01:13:57.855 --> 01:13:58.895]  They're like, how does he know this?
[01:13:59.755 --> 01:14:03.717]  Because the criminals wrote an owner's manual.
[01:14:05.678 --> 01:14:06.779]  It's in the video.
[01:14:07.259 --> 01:14:09.480]  But instead on Twitter, it's like, this guy's dangerous.
[01:14:09.861 --> 01:14:11.201]  I don't know how he knows all this.
[01:14:11.462 --> 01:14:14.343]  Even on InfoWars, I saw comments like, this guy's an insider.
[01:14:14.383 --> 01:14:15.544]  He, he, he.
[01:14:18.305 --> 01:14:19.766]  I show you where they said it.
[01:14:19.806 --> 01:14:20.987]  See, it's not me doing it.
[01:14:21.267 --> 01:14:22.308]  Don't kill the messenger.
[01:14:22.888 --> 01:14:23.709]  This is a plan.
[01:14:24.089 --> 01:14:26.130]  Don't get mad at Cory Bernardi.
[01:14:26.470 --> 01:14:27.771]  He's just telling you what they're doing too.
[01:14:29.502 --> 01:14:30.582]  He's not psychic either.
[01:14:30.602 --> 01:14:32.883]  I mean, all humans are a little psychic, but you know what I mean.
[01:14:33.123 --> 01:14:35.483]  He didn't dream this up out of some black hole.
[01:14:36.063 --> 01:14:40.504]  Like Harris Scherer said 20 years ago in a British documentary, he said, Alex Jones is incredible.
[01:14:40.544 --> 01:14:42.985]  The stuff he comes up with, like, he's the best science fiction writer ever.
[01:14:43.325 --> 01:14:44.325]  Hey, Scherer!
[01:14:44.565 --> 01:14:46.666]  I didn't come up with a damn bit of it, brother!
[01:14:47.086 --> 01:14:49.046]  The crazy globalists are the ones!
[01:14:50.067 --> 01:14:50.947]  And I go back to that.
[01:14:51.247 --> 01:14:53.187]  This is not Alex Jones's opinion.
[01:14:54.788 --> 01:14:55.768]  This is not a game.
[01:14:56.872 --> 01:14:57.833]  This is the real world.
[01:14:57.873 --> 01:14:58.814]  This is the facts.
[01:14:59.134 --> 01:15:00.295]  They're coming to kill you.
[01:15:00.575 --> 01:15:02.877]  First they're going to cut your resources off to get control of you.
[01:15:03.117 --> 01:15:04.178]  Take all your speech away.
[01:15:04.478 --> 01:15:07.421]  Then slowly murder your ass because they say they're saving the earth.
[01:15:07.441 --> 01:15:23.314]  So let's play just the end of Cory Bernardi from Sky TV where he lays it out and then I'm going to play you a video posted on Thursday by the Davos Group that runs the UN, runs everything with Bill Gates and Klaus Schwab saying, it is so wonderful.
[01:15:24.121 --> 01:15:25.542]  The cities are so quiet.
[01:15:25.682 --> 01:15:27.583]  Everyone is so happy now that lockdown.
[01:15:27.903 --> 01:15:30.085]  We need a new lockdown for the environment.
[01:15:30.325 --> 01:15:31.386]  The birds are so happy.
[01:15:31.646 --> 01:15:33.527]  Tens of millions already starved to death extra.
[01:15:34.868 --> 01:15:35.808]  You just go bankrupt.
[01:15:36.048 --> 01:15:38.210]  People starve to death in Africa and Latin America and Asia.
[01:15:39.030 --> 01:15:42.733]  And so they had to pull the video because they're like, lockdowns are so beautiful.
[01:15:43.013 --> 01:15:44.794]  To watch you die is so good.
[01:15:47.095 --> 01:15:47.996]  Need to reset.
[01:15:49.144 --> 01:15:53.626]  And they admit COVID's the excuse of that, so when you walk around with your mask, you're playing into the whole lie.
[01:15:53.766 --> 01:15:57.067]  Here, finish up with Corey Bernardi.
[01:15:57.128 --> 01:15:57.448]  Here it is.
[01:15:58.508 --> 01:16:03.350]  Under the WEF vision, the Davos attendees will own what you'll be renting.
[01:16:04.391 --> 01:16:07.832]  And trust me on this, it's not going to be a philanthropic enterprise.
[01:16:08.272 --> 01:16:16.276]  They'll all be looking to make more money than they currently do, and actually to take more control of your life under the guise of equality.
[01:16:17.523 --> 01:16:33.509]  By reducing you to a mere user rather than an owner, the world does actually become more equal, because it will concentrate power, authority and money in the hands of a tiny few, while the rest of us become mere economic vassals for these oligarchs.
[01:16:34.449 --> 01:16:39.331]  So make no mistake, servitisation is just a new name for economic slavery.
[01:16:39.911 --> 01:16:42.432]  It's socialism on a global scale.
[01:16:43.131 --> 01:16:43.672]  Well, that's right.
[01:16:43.772 --> 01:16:53.841]  Servitization is a word cooked up 25 years ago by the UN and Klaus Schwab, when he was heading up the UN Biological Diversity Sustainability Board.
[01:16:54.041 --> 01:16:54.442]  Look it up!
[01:16:55.683 --> 01:16:57.084]  And everything with him is a sick joke.
[01:16:57.144 --> 01:17:00.247]  Oh, we don't want global government, we want global governance.
[01:17:00.327 --> 01:17:01.268]  Governance means government.
[01:17:01.708 --> 01:17:04.251]  Oh, we don't want serfdom, we want servitization.
[01:17:05.509 --> 01:17:06.669]  Oh, we're gonna serve you!
[01:17:07.370 --> 01:17:08.770]  These ruthless monsters!
[01:17:08.910 --> 01:17:09.930]  God, they're incredible!
[01:17:10.431 --> 01:17:14.052]  Oh yeah, Bill Gates, who says he wants to exterminate you, really wants you to live a nice life.
[01:17:14.372 --> 01:17:23.775]  But, people just, especially women, on average get all liberal, the university tells them, you're the elite, you're taking over, don't need men, don't need children, because they're just setting you up to be destroyed.
[01:17:24.727 --> 01:17:25.427]  I'm not against women.
[01:17:25.767 --> 01:17:37.392]  Men are out watching football, acting tough, and they're acting like bigger idiots, but women are like, we're saving Earth with Klaus Schwab, and we're ending the family, and oh, we're giving little boys sterilant chemicals, oh-ho, because they start war.
[01:17:40.314 --> 01:17:45.576]  And it's all literally Klaus Schwab, whose grandfather ran the Nazi nuke program.
[01:17:47.085 --> 01:17:47.926]  I can't make this up.
[01:17:48.386 --> 01:17:52.069]  Juncker, the heads up that you use, the most powerful Nazi lord ever.
[01:17:52.610 --> 01:17:54.551]  He has the entire Nazi fortune.
[01:17:54.871 --> 01:17:55.912]  He owns Luxembourg.
[01:17:56.173 --> 01:17:56.533]  Look it up.
[01:17:57.073 --> 01:17:58.434]  But you're like, oh, I love him.
[01:17:58.494 --> 01:17:58.955]  I love him.
[01:17:59.195 --> 01:18:00.496]  And they're not Nazis.
[01:18:00.536 --> 01:18:01.837]  They created the Nazis.
[01:18:02.097 --> 01:18:06.721]  The Nazis were like... Just a fever dream they had.
[01:18:06.761 --> 01:18:07.822]  Just a little side test.
[01:18:08.002 --> 01:18:10.885]  Here, let's go out to break with this Davos video that they just pulled.
[01:18:10.925 --> 01:18:11.185]  Here it is.
[01:18:17.324 --> 01:18:17.624]  Earth!
[01:18:18.465 --> 01:18:20.426]  Seismic noise has been the lowest in decades.
[01:18:20.926 --> 01:18:23.467]  Scientists saw a wave of Kauai around the world in 2020.
[01:18:24.708 --> 01:18:26.289]  Ambient noise in some cities fell 50%.
[01:18:27.249 --> 01:18:27.430]  Oh!
[01:18:28.310 --> 01:18:30.111]  And fewer people used airports and transport.
[01:18:31.872 --> 01:18:32.752]  And factories closed.
[01:18:33.253 --> 01:18:33.993]  Oh, it's so good!
[01:18:35.214 --> 01:18:39.216]  The Kauai-enabled scientists record small earthquakes they can usually miss when people starve to death.
[01:18:40.096 --> 01:18:46.340]  And improve their understanding of seismic activity so they can predict larger earthquakes in the future.
[01:18:47.622 --> 01:18:49.643]  There was also record falls in air pollution.
[01:18:51.464 --> 01:18:53.605]  Clearing skies for Asian America.
[01:18:55.046 --> 01:18:57.287]  By the end of 2020, it'll return to pre-pandemic levels.
[01:18:58.067 --> 01:19:00.709]  It's time for a new lockdown, lower carbon emissions.
[01:19:02.530 --> 01:19:03.830]  Oh, it's so loving.
[01:19:04.611 --> 01:19:05.411]  It's so liberal.
[01:19:06.212 --> 01:19:06.872]  It's so good.
[01:19:06.892 --> 01:19:08.473]  Please just roll over and starve to death.
[01:19:08.913 --> 01:19:10.294]  Please, Bill Gates needs your property.
[01:19:11.454 --> 01:19:12.555]  Final segment straight ahead.
[01:19:15.299 --> 01:19:19.381]  All right, it's the final segment of the Sunday edition of the Alex Jones Show.
[01:19:19.841 --> 01:19:21.802]  Been on air 27 years for 15 years.
[01:19:22.522 --> 01:19:23.663]  Man, time flies fast.
[01:19:23.723 --> 01:19:25.624]  I've been doing the Sunday Show and love coming in here.
[01:19:26.344 --> 01:19:31.167]  When everybody else is watching the football game or whatever, I'd rather be here fighting the Bubblers, because I know how real this is.
[01:19:31.207 --> 01:19:32.667]  I'm personally threatened by it.
[01:19:33.688 --> 01:19:36.669]  You know, growing up, people start fights with me and they start kicking my ass.
[01:19:36.709 --> 01:19:40.031]  But once they started kicking my ass, I always won, no matter how big they were.
[01:19:40.771 --> 01:19:41.872]  Once I was getting my ass whooped.
[01:19:42.907 --> 01:19:44.568]  I'd snap and win.
[01:19:45.249 --> 01:19:45.969]  It's the same thing now.
[01:19:46.029 --> 01:19:46.710]  I'm under attack.
[01:19:46.730 --> 01:19:47.550]  I can't back down.
[01:19:47.590 --> 01:19:48.150]  I can't get in.
[01:19:48.190 --> 01:19:49.171]  I'm getting beat up here.
[01:19:49.551 --> 01:19:50.332]  I'm getting torn apart.
[01:19:50.452 --> 01:19:50.972]  So are you.
[01:19:52.073 --> 01:19:54.695]  And the war is political, and it's spiritual, and it's economic.
[01:19:54.835 --> 01:19:56.816]  And you've got to reach out to God for help.
[01:19:56.916 --> 01:19:58.517]  You've got to take action with that information.
[01:19:59.698 --> 01:20:06.022]  All right, I said I was going to air this report, but if Owen wants to air it when he does, Sunday Live coming up here in about 10 minutes, he's welcome to.
[01:20:06.402 --> 01:20:07.283]  It's on Bandot Video.
[01:20:07.303 --> 01:20:08.363]  It's a very powerful report.
[01:20:08.423 --> 01:20:11.786]  I'll definitely air it on my four-hour show tomorrow that kicks off at 11 a.m.
[01:20:11.826 --> 01:20:12.106]  Central.
[01:20:13.404 --> 01:20:15.925]  But it's globalist weather wars to crush humanity.
[01:20:16.105 --> 01:20:25.890]  And it's the admissions by the UN, admissions by Kennedy, admissions by former CIA Director John Brennan, that there are weather weapons and they've kept them secret and it's ongoing.
[01:20:25.930 --> 01:20:28.511]  It's a very important little seven and a half minute report.
[01:20:29.792 --> 01:20:35.555]  But I got behind and the crew reminded me that I have not gotten to these important reports.
[01:20:36.075 --> 01:20:41.818]  And this is about the good news that is taking place, the good news that is happening.
[01:20:42.836 --> 01:20:45.238]  I did end up watching quite a bit of CPAC.
[01:20:45.699 --> 01:20:47.040]  As the left said, it should be banned.
[01:20:47.060 --> 01:20:48.261]  They tried to shut down the hotel.
[01:20:48.321 --> 01:20:48.882]  They threatened it.
[01:20:49.803 --> 01:20:51.905]  They boycotted because they're a bunch of authoritarian scum.
[01:20:54.267 --> 01:20:56.289]  And they're pissed off that our ideas are popular and theirs aren't.
[01:20:56.930 --> 01:20:57.931]  And I could have gone to CPAC.
[01:20:57.951 --> 01:20:58.772]  I went last year.
[01:20:58.832 --> 01:21:00.353]  It was a huge, huge deal.
[01:21:00.373 --> 01:21:04.337]  But it became a distraction for the president and others.
[01:21:04.377 --> 01:21:06.179]  So I didn't go this year deliberately.
[01:21:07.298 --> 01:21:08.559]  But, uh, Roger Stone did.
[01:21:08.599 --> 01:21:10.040]  That was quite the circus.
[01:21:10.060 --> 01:21:12.481]  He's joining us tomorrow to talk about the aftermath of it.
[01:21:12.501 --> 01:21:14.562]  But, uh, glad he went.
[01:21:15.303 --> 01:21:16.604]  This is Fauci is wrong.
[01:21:16.664 --> 01:21:26.430]  Governor Nome, Kristi Nome, a great president, not because she's a woman, but because she's a smart lady, struck out at Fauci as a fraud.
[01:21:26.490 --> 01:21:30.292]  And by the way, she gets into how he said you'll have 10,000 beds a day.
[01:21:30.312 --> 01:21:30.972]  It was 600.
[01:21:31.052 --> 01:21:32.093]  Most of them had something else.
[01:21:32.113 --> 01:21:35.195]  It was actually their regular number for flu and pneumonia that winter.
[01:21:36.331 --> 01:21:37.932]  And he said 10,000 a day, it was 600.
[01:21:40.294 --> 01:21:42.996]  And somebody just goes, oh, it's incredible they questioned Fauci.
[01:21:44.037 --> 01:21:48.401]  CNN, I saw this morning, was like, I can't believe that she questioned him.
[01:21:48.481 --> 01:21:49.402]  He is incredible.
[01:21:49.702 --> 01:21:50.783]  Let's go to this medical doctor.
[01:21:50.803 --> 01:21:52.504]  He goes, I can't believe you questioned him.
[01:21:53.025 --> 01:21:55.066]  He said you'd have four to five percent dying of it.
[01:21:55.426 --> 01:21:57.108]  He said that the hospitals would be full.
[01:21:57.368 --> 01:21:59.430]  He also said, you know, don't wear a mask early on.
[01:22:00.731 --> 01:22:03.152]  He's a big pharma front man, ladies and gentlemen.
[01:22:03.192 --> 01:22:06.492]  And now he says, oh, we opened up too soon last year.
[01:22:06.613 --> 01:22:08.653]  Stay locked down so we can reopen next year.
[01:22:09.113 --> 01:22:13.454]  Notice it's year after year of this monster controlling our lives.
[01:22:13.974 --> 01:22:18.856]  So here is the governor, South Dakota, Kristi Noem.
[01:22:19.016 --> 01:22:19.836]  Well, I'd love to see a
[01:22:22.981 --> 01:22:26.644]  I'd love to see a Trump gnome candidacy for president, but I don't know if Trump's going to be too old.
[01:22:26.925 --> 01:22:27.966]  Still looks great, we'll see.
[01:22:29.007 --> 01:22:31.489]  It doesn't matter, we're going to move mountains here regardless.
[01:22:31.509 --> 01:22:33.210]  We're going to expose these monsters and stop complying.
[01:22:33.811 --> 01:22:43.179]  Let's go ahead, before it gets totally habituated and becomes a custom, we never take the mask off, which CNN says is the plan of Fauci, that once they can make you do it a year, they say most people do it forever.
[01:22:43.880 --> 01:22:47.601]  So that takes leaders like DeSantis saying it's a fraud and saying no.
[01:22:48.121 --> 01:22:54.702]  By the way, I have statistics here I'm going to show you in a moment that states that did not wear masks and did not lock down had less death per capita than other states.
[01:22:54.742 --> 01:22:57.563]  But again, here is Fauci's wrong a lot.
[01:22:57.803 --> 01:22:59.563]  It's another way of saying he's full of you-know-what.
[01:22:59.623 --> 01:22:59.983]  Here it is.
[01:23:00.904 --> 01:23:07.145]  Now Dr. Fauci, he told me that on my worst day, I'd have 10,000 patients in the hospital.
[01:23:07.865 --> 01:23:09.926]  On our worst day, we had a little over 600.
[01:23:10.006 --> 01:23:10.066]  Now,
[01:23:13.888 --> 01:23:14.809]  Fauci full of crap.
[01:23:17.470 --> 01:23:21.812]  I don't know if you agree with me, but Dr. Fauci is wrong a lot.
[01:23:22.453 --> 01:23:24.714]  Well, the facts are he's wrong constantly.
[01:23:25.755 --> 01:23:26.915]  Yeah!
[01:23:26.955 --> 01:23:27.856]  Biggest thing I heard yet!
[01:23:27.876 --> 01:23:28.496]  Alright, that's good.
[01:23:29.056 --> 01:23:29.797]  Let's go to the next clip.
[01:23:31.559 --> 01:23:35.302]  Um, this is a, uh, I saw this on CNN too, so I tuned in and found the actual clip.
[01:23:35.582 --> 01:23:42.048]  They were like, oh my gosh, they told them all wear their mask and they didn't and they booed and almost no one was wearing the stupid mask.
[01:23:42.248 --> 01:23:43.229]  They tried to enforce it.
[01:23:43.609 --> 01:23:44.830]  Oh, this is private property, do it.
[01:23:45.171 --> 01:23:46.672]  No, it's all a giant fraud.
[01:23:46.712 --> 01:23:50.715]  It's saying, I'm not wearing your little burka, your little face diaper scumbags.
[01:23:51.316 --> 01:23:56.520]  So here it is, CPAC host booed for asking attendees to wear their muzzles.
[01:23:57.861 --> 01:23:59.743]  We conservatives believe in the rule of law.
[01:24:00.455 --> 01:24:03.937]  Because we know that when the law is enforced, our rights are protected.
[01:24:04.577 --> 01:24:05.778]  Our rights aren't protected, the law is a fraud.
[01:24:05.798 --> 01:24:10.160]  That's why we're making such a big effort at this CPAC to talk about the Bill of Rights.
[01:24:10.781 --> 01:24:17.624]  But I also want to mention one thing, and I know this might sound like a little bit of a downer, but we also believe in property rights, and this is a private hotel.
[01:24:18.065 --> 01:24:22.287]  And we believe in the rule of law, so we need to comply with the laws of this county that we're in.
[01:24:23.027 --> 01:24:23.628]  There is no law!
[01:24:23.648 --> 01:24:25.929]  A private hotel, just like your house, gets to set its own rules.
[01:24:25.949 --> 01:24:26.429]  It's a statement!
[01:24:26.850 --> 01:24:29.151]  Carl, our CPAC director,
[01:24:30.489 --> 01:24:43.280]  Well, as Stan mentioned, we are in a private facility, um, and we do want to be respectful of the, um, ordinances that they have as their private property, so please... Well, this woman looks like she's had a lot of vaccines.
[01:24:43.300 --> 01:24:46.122]  ...when you're in the ballroom, when you're seated... Oh, she has your soul sucked.
[01:24:46.162 --> 01:24:47.523]  ...you should still be wearing a mask.
[01:24:48.284 --> 01:24:51.306]  So, if everybody can go ahead, work on that.
[01:24:52.127 --> 01:24:52.988]  Work on that.
[01:24:53.068 --> 01:24:54.629]  I know, I know, it's... Work on that.
[01:24:54.649 --> 01:24:55.590]  It's not the most fun.
[01:24:56.931 --> 01:24:58.672]  Biden doesn't wear his mask at Lincoln Memorial.
[01:24:58.712 --> 01:24:59.293]  Work on that.
[01:25:02.390 --> 01:25:07.436]  You have the right to put your own rules in your own house, and we're... Shut up, shut him down.
[01:25:08.157 --> 01:25:08.518]  Thank you.
[01:25:08.838 --> 01:25:10.420]  Alright, let's go ahead and go to these articles.
[01:25:11.141 --> 01:25:13.584]  New COVID-19 cases have stopped declining.
[01:25:14.065 --> 01:25:17.569]  Don't repeat the mistakes of 2020 and start the new surge, Fauci says.
[01:25:18.430 --> 01:25:20.613]  Institute a new lockdown and wear two masks.
[01:25:22.250 --> 01:25:23.272]  Oh, you want to take one mask off?
[01:25:23.312 --> 01:25:23.733]  Wear two!
[01:25:24.013 --> 01:25:24.694]  Want to take two off?
[01:25:24.735 --> 01:25:25.235]  Wear three!
[01:25:25.937 --> 01:25:26.838]  Fauci's wrong a lot.
[01:25:26.858 --> 01:25:27.620]  We just showed you that.
[01:25:27.960 --> 01:25:30.765]  The folly of lockdowns exposed in one simple graph.
[01:25:31.126 --> 01:25:32.348]  Big article out of Red State.
[01:25:32.669 --> 01:25:34.091]  Here's the CDC's own graphs.
[01:25:34.191 --> 01:25:35.053]  Overhead shot, please.
[01:25:35.868 --> 01:25:36.389]  And look at that.
[01:25:36.849 --> 01:25:41.493]  Red states are the ones that didn't do lockdowns and didn't do the forced mask mandates.
[01:25:42.014 --> 01:25:45.457]  And if you average them together, they are the lowest total by over 60%.
[01:25:45.998 --> 01:25:55.086]  And of course, you got New York, I don't know where they did this, the worst levels, where they tell black folks stay indoors when black folks need three times the sunlight white folks need on average.
[01:25:55.106 --> 01:25:55.446]  That's fat.
[01:25:56.257 --> 01:25:57.197]  Don't get vitamin D3?
[01:25:57.538 --> 01:26:00.679]  Any virus will kill you whether you're white, Hispanic, Asian, black.
[01:26:00.979 --> 01:26:07.182]  But if you don't get sun and you're an African American, you will die of any virus.
[01:26:11.444 --> 01:26:18.147]  New Zealand Prime Minister plunges Auckland into second lockdown in a month after new case was found.
[01:26:18.188 --> 01:26:19.188]  A single case!
[01:26:19.608 --> 01:26:21.549]  And now you're all back under lockdown again.
[01:26:21.629 --> 01:26:22.910]  Total martial law.
[01:26:23.985 --> 01:26:28.807]  World Economic Forum shouted down on Twitter for suggesting COVID-19 lockdowns improve cities all over the world.
[01:26:28.827 --> 01:26:29.307]  That's a quote.
[01:26:29.747 --> 01:26:30.827]  Improve cities.
[01:26:31.227 --> 01:26:32.948]  Yes, going bankrupt, everything falling apart.
[01:26:32.988 --> 01:26:33.948]  It's so improved.
[01:26:33.968 --> 01:26:44.331]  All right, let's end this with my prediction 11 years ago, the lockdowns, and then Owen Schroyer's coming up with Sunday Live.
[01:26:44.371 --> 01:26:45.072]  Please spread the word.
[01:26:45.132 --> 01:26:45.732]  God bless you all.
[01:26:46.260 --> 01:26:47.941]  The Alex Jones Show.
[01:26:48.101 --> 01:26:50.142]  There is a war on, for your mind.
[01:26:50.422 --> 01:26:53.544]  I mean, I'm not even worthy to be bringing you information this powerful.
[01:26:54.164 --> 01:26:57.626]  And I hope that you pay attention to what we cover here, minute by minute.
[01:26:59.026 --> 01:27:01.808]  Because I've had chills since last night.
[01:27:03.288 --> 01:27:06.050]  This just confirms everything else we've already researched.
[01:27:08.331 --> 01:27:19.234]  A Rockefeller study envisions future dictatorship controlled by elite, millions being killed, mandatory quarantines, checkpoints, the end of the family, everything that's in the other documents.
[01:27:19.294 --> 01:27:25.336]  But this dovetails with all the other Rockefeller Foundation documents about the GMO food to sterilize you and force vaccines.
[01:27:26.056 --> 01:27:31.941]  The hell we're already living in that's just going to continue to intensify until we take our governments back from these eugenics madmen.
[01:27:32.101 --> 01:27:34.663]  But that story is up on PrisonPlanet.com.
[01:27:34.863 --> 01:27:38.125]  The question is, will you have the courage to really do the research yourself?
[01:27:38.205 --> 01:27:41.368]  Because I don't want you to just sit here and hear me make these claims.
[01:27:42.128 --> 01:27:53.618]  These people are so arrogant that they write policy papers, so many of them, that they're producing these policy papers and reports and white papers so fast that you could never read them all.
[01:27:54.018 --> 01:27:56.980]  It is an open conspiracy against you and your family.
[01:27:57.401 --> 01:28:01.904]  I pray to God, I pray to my Heavenly Father Jesus Christ every night to give me the strength
[01:28:02.705 --> 01:28:05.406]  You're not going to be able to go to the ballgames anymore.
[01:28:05.426 --> 01:28:08.767]  You're not going to be able to just go out and get drunk with your friends.
[01:28:09.328 --> 01:28:10.208]  You're not going to be able to just
[01:28:32.039 --> 01:28:34.059]  You know, go out and enjoy yourself all the time.
[01:28:35.260 --> 01:28:58.425]  The only chance we've got of beating this scientific dictatorship, this creeping death that takes its time to incrementally enslave you, mentally, psychologically, physically, spiritually, the only way to defeat it is for the rank and file of this planet to realize that you have a choice to make on what your destiny is going to be.
[01:29:00.069 --> 01:29:05.150]  Once you face this information, once you've consciously admitted it to yourself, it will take over your life.
[01:29:05.550 --> 01:29:06.911]  It should take over your life.
[01:29:07.671 --> 01:29:08.451]  I mean, what else?
[01:29:09.091 --> 01:29:09.972]  What else could it do?
[01:29:12.352 --> 01:29:22.635]  We've got to get past the artificial stigma that the controlled corporate media has been putting out for decades, ahead of their open... of unveiling of planetary dictatorship.
[01:29:24.400 --> 01:29:27.742]  They all talk about how we need a police state to carry this out.
