[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[02:50:43.965 --> 02:50:47.788]  And they go, don't worry though, permanent's not permanent.
[02:50:48.888 --> 02:50:50.489]  We might take it away someday.
[02:50:50.489 --> 02:50:52.250]  Just get used to it being permanent.
[02:50:52.250 --> 02:50:53.712]  It might go away someday.
[02:50:53.712 --> 02:50:55.793]  We might let you out of this dungeon one day.
[02:50:55.793 --> 02:50:58.315]  It rubs the lotion on the skin.
[02:50:58.315 --> 02:50:59.276]  Or it gets the hose.
[02:50:59.276 --> 02:51:06.321]  I don't know about you, but I'm not gonna sit down in this pit while they piss on me.
[02:51:07.844 --> 02:51:34.385]  I'm going to be smart about it, I'm not going to go shoot them, I'm not going to blow stuff up, but I'm going to attack them with truth, and I'm going to support independent operations that are fighting them, and I'm going to warn everybody, and I'm going to take control legally and lawfully of local governments, and then they're still going to come with the military that they have purged, so the military that have signed on, and they're still going to have their narratives, they're still going to stage terror attacks to blame us on it, they're still going to try to put me in prison before the midterms because they don't want us on air to fight them politically.
[02:51:35.981 --> 02:51:37.142]  But that's okay, folks.
[02:51:37.142 --> 02:51:39.983]  That's what life's all about, is signing up for the truth.
[02:51:39.983 --> 02:51:42.645]  And saying, well, I'm here, I'm gonna do this.
[02:51:42.645 --> 02:51:45.106]  I'm not gonna just say I'm against their pedophilia.
[02:51:45.106 --> 02:51:47.407]  I'm not gonna just say I'm against their devil worship.
[02:51:47.407 --> 02:51:50.909]  I'm not just gonna say I'm against their new world order.
[02:51:50.909 --> 02:51:54.912]  I'm gonna go ahead and just decide to stand.
[02:51:54.912 --> 02:52:01.976]  And then you realize, if I would have bowed down to them, they'd have gotten me even quicker.
[02:52:01.976 --> 02:52:04.217]  I mean, these guys aren't giving anybody any quarter.
[02:52:05.657 --> 02:52:13.826]  If you don't know what that means, it's a medieval term in chivalry where they'd start a battle and they'd say, are you going to give quarter or are we going to give quarter?
[02:52:13.826 --> 02:52:22.955]  And that means if you start getting routed and killed and defeated, if quarter is asked for, then you don't murder the injured troops.
[02:52:22.955 --> 02:52:24.257]  You let them, you let them escape.
[02:52:26.718 --> 02:52:31.560]  But if quarter's not given, none quarter given, none taken, it means a fight to the death.
[02:52:31.560 --> 02:52:34.461]  And they're not giving us quarter.
[02:52:34.461 --> 02:52:36.161]  You understand that, right?
[02:52:36.161 --> 02:52:38.322]  Like, you think I want a death battle with these people?
[02:52:38.322 --> 02:52:44.124]  You think I want to take on the most satanic, devil-worshipping, child rapist, murderers?
[02:52:44.124 --> 02:52:45.345]  You think I like that?
[02:52:45.345 --> 02:52:45.465]  No.
[02:52:47.213 --> 02:52:55.016]  I like walking around the woods with a gun, and I like barbecuing beef, and I like hiking around and listening to rock and roll music and having fun.
[02:52:55.016 --> 02:52:55.656]  But you know what?
[02:52:55.656 --> 02:52:59.218]  I don't get to do that because these people are coming after children!
[02:52:59.218 --> 02:53:02.379]  And if I don't stand up against them, it's on me!
[02:53:02.379 --> 02:53:04.620]  And I'm not going to sit here and have it on me!
[02:53:04.620 --> 02:53:06.020]  Uh-uh!
[02:53:06.020 --> 02:53:08.141]  I'm not committing these crimes with these people.
[02:53:08.141 --> 02:53:09.922]  I'm not an accessory to what they've done.
[02:53:12.059 --> 02:53:13.920]  So every moment I'm thinking about how to beat him.
[02:53:13.920 --> 02:53:16.762]  Every moment I'm thinking about how I don't play their game.
[02:53:16.762 --> 02:53:23.186]  And I can see all what they're going to do, ladies and gentlemen, and you can too.
[02:53:23.186 --> 02:53:26.228]  So here is a good person versus a bad person.
[02:53:26.228 --> 02:53:29.410]  Here's a member of parliament in Europe, the European Union from Germany.
[02:53:31.220 --> 02:53:49.047]  Christina Anderson, a real woman, a real human, standing up her own words she's saying, not some giggling hunchback demon of, oh it's so fun, oh it never ends, I mean there's always new shots coming, oh, like a demon, oh, oh it's so liberal, oh I'm so nice.
[02:53:49.047 --> 02:53:49.547]  No!
[02:53:49.547 --> 02:53:51.008]  You're a freaking demon!
[02:53:51.008 --> 02:53:53.629]  You're a devil!
[02:53:53.629 --> 02:53:57.930]  You're a tentacle of Fauci and Bill Gates!
[02:53:57.930 --> 02:53:59.071]  And you're reviled!
[02:54:01.872 --> 02:54:05.069]  So here's a human, then we'll show you a devil after that.
[02:54:05.069 --> 02:54:05.290]  Go ahead.
[02:54:06.820 --> 02:54:11.203]  This message goes out to the people in Australia.
[02:54:11.203 --> 02:54:12.924]  My name is Christine Anderson.
[02:54:12.924 --> 02:54:18.187]  I'm a member of European Parliament and I'm answering your SOS call.
[02:54:18.187 --> 02:54:33.457]  I will do whatever I can to make it known to the world that your once free and liberal democracy has been transformed into a totalitarian regime which tramples on human rights, civil liberties and the rule of law.
[02:54:34.458 --> 02:54:42.765]  I'm imploring all of you around the world who still think your governments are looking out for your best interest.
[02:54:42.765 --> 02:54:50.791]  At no point in history have the people forcing others into compliance been the good guys.
[02:54:50.791 --> 02:54:56.716]  The welfare of humanity has always been the alibi of tyrants.
[02:54:56.716 --> 02:55:01.440]  Do you not realize that this vaccine does not protect you from COVID?
[02:55:02.532 --> 02:55:07.156]  It does, however, protect you from governmental oppression.
[02:55:07.156 --> 02:55:09.277]  For now, that is.
[02:55:09.277 --> 02:55:16.162]  But don't think for even a second that this is not going to change tomorrow.
[02:55:16.162 --> 02:55:26.270]  I'm a German, and we once asked our grandparents how they could have just stood by in silence, allowing a horrific totalitarian regime to come about.
[02:55:27.532 --> 02:55:29.232]  Anyone could have known.
[02:55:29.232 --> 02:55:33.053]  All I had to do was open their eyes and take a look.
[02:55:33.053 --> 02:55:36.374]  The vast majority chose not to.
[02:55:36.374 --> 02:55:41.675]  So, what will you tell your grandchildren?
[02:55:41.675 --> 02:55:44.156]  Will you tell them you didn't know?
[02:55:44.156 --> 02:55:47.537]  Will you tell them you were just following orders?
[02:55:48.857 --> 02:55:50.999]  You need to understand.
[02:55:50.999 --> 02:55:54.701]  It isn't about breaking the fourth wave.
[02:55:54.701 --> 02:55:58.124]  It is all about breaking people.
[02:55:59.753 --> 02:56:03.514]  Australia does not need a no COVID strategy.
[02:56:03.514 --> 02:56:08.315]  What Australia needs is a no oppression strategy.
[02:56:08.315 --> 02:56:13.137]  So I stand in support with your fight for freedom and democracy.
[02:56:13.137 --> 02:56:21.479]  We need to stop our governments from transforming our free and democratic societies into totalitarian regimes.
[02:56:21.479 --> 02:56:23.680]  We need to do it now.
[02:56:23.680 --> 02:56:28.001]  We need to stand up now.
[02:56:28.001 --> 02:56:28.301]  Beautiful.
[02:56:29.411 --> 02:56:31.572]  We'll come back in a moment and show you a true demon.
[02:56:31.572 --> 02:56:35.195]  Giggling and laughing and snickering.
[02:56:35.195 --> 02:56:36.696]  Just get used to it.
[02:56:36.696 --> 02:56:42.440]  We're going to keep putting things into you over and over and over again.
[02:56:42.440 --> 02:56:47.283]  And then we've got Drill Salente taking over.
[02:56:50.799 --> 02:56:58.821]  You know, I can't get so freaked out by the end of days, or what appears to be the beginning of the end of days, to not continue to try to stay on air.
[02:56:58.821 --> 02:57:05.482]  So, please share the articles, please share the videos, and please buy products at infoatwarrestore.com.
[02:57:05.482 --> 02:57:07.082]  But we are under deep attack.
[02:57:07.082 --> 02:57:08.543]  We're all under deep attack.
[02:57:08.543 --> 02:57:17.705]  But obviously, you need to get a t-shirt, you need to get a book, you need to get a film, you need to get storable foods, you need to get shortwave radios, you need to get high-quality supplements.
[02:57:17.705 --> 02:57:19.085]  Cyber Week ends tonight.
[02:57:19.605 --> 02:57:31.654]  Free shipping, store-wide, double Patriot points, 40% off Vitaminal Fusion, DNA Force, 50% off Prostagard, all the apparel at cost.
[02:57:31.654 --> 02:57:33.275]  Thank you for keeping us in the fight.
[02:57:33.275 --> 02:57:37.438]  It's all up to God right now, but it's how God works that you decide whether you support us or not.
[02:57:37.438 --> 02:57:41.280]  It's just been an honor to be with all of you and be in this fight, including the crew.
[02:57:41.280 --> 02:57:43.362]  It's been really good knowing all of you.
[02:57:43.362 --> 02:57:43.842]  Be right back.
[02:57:48.146 --> 02:57:51.307]  I have a question to ask you.
[02:57:51.307 --> 02:58:09.854]  Why would you spend your money this Christmas season to buy gifts for friends and family and loved ones with the establishment, with the big corporations that are dedicated to waging war on all of our freedoms and suppressing us and forcing medical tyranny on us?
[02:58:09.854 --> 02:58:11.075]  I've never backed down to tyranny.
[02:58:11.795 --> 02:58:14.197]  We've had incredible success fighting them.
[02:58:14.197 --> 02:58:15.658]  Thanks for your support.
[02:58:15.658 --> 02:58:24.083]  But now as 2021 comes to a close, I want to encourage you now more than ever to support the truth.
[02:58:24.083 --> 02:58:26.324]  And you do that at infowarestore.com.
[02:58:27.717 --> 02:58:29.178]  Storewide free shipping.
[02:58:29.178 --> 02:58:31.260]  Double pay trade points running right now.
[02:58:31.260 --> 02:58:36.765]  Huge deals on Vitamin Mineral Fusion and DNA Force Plus and Lung Cleanse and Turbo Force.
[02:58:36.765 --> 02:58:41.169]  And these are really amazing high quality products that also fund the Info War.
[02:58:41.169 --> 02:58:44.012]  The only way you fail is not taking action.
[02:58:47.307 --> 02:58:52.149]  I've been fighting as hard as I can for almost 28 years against the globalists.
[02:58:52.149 --> 02:58:54.210]  I wanted to stop their agenda.
[02:58:54.210 --> 02:58:59.693]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[02:58:59.693 --> 02:59:00.793]  But we failed.
[02:59:00.793 --> 02:59:02.454]  Yes, a lot of people are awake.
[02:59:02.454 --> 02:59:03.955]  Yes, we're not getting caught flat-footed.
[02:59:04.315 --> 02:59:10.319]  But they are going ahead with their full operational deindustrialization Great Reset.
[02:59:10.319 --> 02:59:19.245]  And that's why it's more important than ever that all viewers and all listeners tell everybody they know about the show, because people are ready to wake up and ready to hear the truth.
[02:59:19.245 --> 02:59:22.547]  So we've got to information warfare the enemy and try to stop their agenda.
[02:59:22.547 --> 02:59:24.788]  We've also got to get personally prepared.
[02:59:24.788 --> 02:59:27.350]  And one of the number one things to do is high quality, storable food.
[02:59:27.350 --> 02:59:30.172]  We've got the best food ready to ship at very affordable prices.
[02:59:30.592 --> 02:59:32.853]  If you are receiving this transmission, you are the resistance.
[03:00:04.973 --> 03:00:14.417]  Almost heaven, West Virginia Blue Ridge Mountains, Shenandoah River
[03:00:21.854 --> 03:00:33.618]  So there's the voice of an angel.
[03:00:33.618 --> 03:00:39.280]  You just heard an angel earlier from the... ...thalasseer from the devil.
[03:00:39.280 --> 03:00:43.242]  The dictator, the prime minister of New Zealand.
[03:00:43.242 --> 03:00:44.782]  The globalist agent.
[03:00:44.782 --> 03:00:47.023]  Smiling and snickering and laughing.
[03:00:48.268 --> 03:01:13.475]  about oh the vaccines are permanent sorry you never get out of this like like a demon just smiling and enjoying you can just see her leaning over us chained up in a stretcher she's just we're like chained up in a tortured she's like oh yeah it's I mean thank God people actually are conscious because of your conscious looking at this this is saying the most satanic thing you can imagine let me just be serious here
[03:01:15.959 --> 03:01:18.241]  I can tell you that woman's a blood drinker.
[03:01:18.241 --> 03:01:22.243]  I can tell you what you're about to see is a devil worshipper of the highest order.
[03:01:22.243 --> 03:01:22.904]  Go ahead and play her.
[03:01:22.904 --> 03:01:23.364]  Here she is.
[03:01:23.364 --> 03:01:35.472]  There's been a huge focus on making sure that we are reaching everyone wherever they are in the country and ensuring that we're overcoming those barriers.
[03:01:35.472 --> 03:01:38.935]  You see her baring her teeth at you?
[03:01:38.935 --> 03:01:43.398]  But conscious of reaching them wherever they are.
[03:01:46.301 --> 03:01:52.426]  But it's a woman, so we're trained to think a woman's loving and gives us milk and takes care of us because women are amazing creatures.
[03:01:52.426 --> 03:01:55.349]  Women produce like 1% of violent crime.
[03:01:55.349 --> 03:01:57.130]  That's why they recruit women that are that 1%.
[03:01:57.130 --> 03:02:01.634]  She's like, we'll find you wherever you are!
[03:02:01.634 --> 03:02:03.036]  Wherever you are!
[03:02:03.036 --> 03:02:04.977]  This is forever!
[03:02:04.977 --> 03:02:10.762]  No, you're going to your own dimension forever, you monster!
[03:02:10.762 --> 03:02:12.524]  Damn you to hell in the name of Jesus Christ.
[03:02:14.901 --> 03:02:17.143]  So when you know who these people are, it's so hard to watch.
[03:02:17.143 --> 03:02:21.887]  Like, every person's like, oh, it's some weird, you know, anorexic lady giving me orders.
[03:02:21.887 --> 03:02:23.688]  No, she's a frickin' demon.
[03:02:23.688 --> 03:02:28.712]  Look how she's looking at you, like, all like this, look.
[03:02:28.712 --> 03:02:33.256]  Wherever you are, wherever you are, we will get you!
[03:02:33.256 --> 03:02:35.578]  Your mother sucks cocks in hell!
[03:02:35.578 --> 03:02:36.619]  That's what she is, man.
[03:02:36.619 --> 03:02:37.520]  Linda Blair.
[03:02:37.520 --> 03:02:38.360]  Roll her, roll her.
[03:02:38.360 --> 03:02:38.761]  Here she is.
[03:02:40.621 --> 03:02:48.832]  You know, I don't think I'll ever be satisfied so long as there's someone who's choose, you know, who, who is eligible and hasn't been.
[03:02:48.832 --> 03:02:49.953]  And that's where I started over.
[03:02:49.953 --> 03:02:51.395]  It's not going to be over guys.
[03:02:51.395 --> 03:02:51.996]  I want it from the start.
[03:02:51.996 --> 03:02:54.860]  I want them to hear that wherever you are.
[03:02:59.624 --> 03:03:16.437]  There's been a huge focus on making sure that we are reaching everyone wherever they are in the country and ensuring that we're overcoming those barriers.
[03:03:16.437 --> 03:03:21.081]  But in my mind, so long as there's people who are eligible who haven't been vaccinated, we've got work to do.
[03:03:21.161 --> 03:03:27.086]  You know, I don't think I'll ever be satisfied so long as there's someone who's choose, you know, who, who is eligible and hasn't been.
[03:03:27.086 --> 03:03:28.147]  And that's why I've said this.
[03:03:28.147 --> 03:03:30.629]  There's not going to be an end point to this vaccination program.
[03:03:30.629 --> 03:03:34.232]  Uh, once we've obviously rolling up.
[03:03:34.232 --> 03:03:35.654]  Back it up 10 seconds.
[03:03:35.654 --> 03:03:37.736]  There's not going to be an end point.
[03:03:37.736 --> 03:03:38.977]  Well, that's been the name of my new podcast.
[03:03:39.417 --> 03:03:41.299]  There's not going to be an endpoint.
[03:03:41.299 --> 03:03:43.601]  We always told you there wouldn't be an endpoint.
[03:03:43.601 --> 03:03:46.623]  They've announced it in the United States this week.
[03:03:46.623 --> 03:03:50.527]  They've announced it in Europe, the United Kingdom, Airstrip One.
[03:03:50.527 --> 03:03:52.088]  They've announced it in Canada here.
[03:03:52.088 --> 03:04:02.457]  There's not going to be an endpoint in your power grab.
[03:04:02.457 --> 03:04:03.318]  Finish up with the witch.
[03:04:06.023 --> 03:04:10.286]  So long as there's someone who's choose, you know, who is eligible and hasn't been.
[03:04:10.286 --> 03:04:22.415]  And that's why I've said this, there's not going to be an end point to this vaccination program once we've, obviously, we're rolling... No, there's going to be an end point just like 1945, sweetheart.
[03:04:22.415 --> 03:04:24.256]  There'll always an end point to people like you.
[03:04:24.256 --> 03:04:27.279]  You just, you can, you can set your watch and warrant
[03:04:28.206 --> 03:04:36.150]  And your bottom dollar by the fact that if it's the last thing I do, you miserable maggot, is we're going to beat you, you murderer.
[03:04:36.150 --> 03:04:38.091]  God, you will burn in hell.
[03:04:38.091 --> 03:04:44.915]  All right, ladies and gentlemen, the great Gerald Cilente takes over in T-minus 60 seconds.
[03:04:44.915 --> 03:04:47.116]  Did you share FreeWorldNews.tv?
[03:04:47.116 --> 03:04:48.577]  Did you share InfoWars.com?
[03:04:48.577 --> 03:04:50.277]  Did you share me in that video?
[03:04:50.277 --> 03:04:51.718]  If you didn't, that's fine.
[03:04:51.718 --> 03:04:52.579]  Just join Satan.
[03:04:52.579 --> 03:04:53.039]  We'll be right back.
[03:04:58.999 --> 03:05:02.415]  What are champions made of?
[03:05:02.415 --> 03:05:03.561]  Here's a man who can show you.
[03:05:10.129 --> 03:05:11.890]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[03:05:11.890 --> 03:05:13.670]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[03:05:13.670 --> 03:05:15.071]  AAA-253-3139 is the InfoWars store hotline!
[03:05:15.071 --> 03:05:16.191]  AAA-253-3139 is the InfoWars store... FAKE!
[03:05:16.191 --> 03:05:17.912]  AAA-253-3139 is the InfoWars store hotline!
[03:05:17.912 --> 03:05:19.052]  AAA-253-3139 is the InfoWars store...
[03:05:36.338 --> 03:05:39.782]  InfoWarsStore.com is simply the best.
[03:05:39.782 --> 03:05:42.244]  InfoWarsStore.com beats out all the rest.
[03:05:42.244 --> 03:05:43.946]  888-253-3139, 888-253-3139, 888-253-3139 is the InfoWarsStore hotline.
[03:05:43.946 --> 03:05:44.206]  888-253-3139, 888-253-3139, 888-253-3139.
[03:05:44.206 --> 03:05:44.907]  That's InfoWarsStore.com.
[03:06:08.883 --> 03:06:10.805]  The answer to 1984 is 1776.
[03:06:10.805 --> 03:06:22.434]  You're listening to The Alex Jones Show with Gerald Cilente.
[03:06:22.434 --> 03:06:25.076]  Hey, great being on The Alex Jones Show.
[03:06:25.076 --> 03:06:27.258]  Thank you so much for having me.
[03:06:27.258 --> 03:06:36.646]  I appreciate everything that Alex Jones and the team do, and everybody listening, do all you can to support InfoWars.
[03:06:37.329 --> 03:06:40.470]  We're in the fight for our lives.
[03:06:40.470 --> 03:06:48.331]  Alex just played that tape of that moron playing the premier of Netherland, of New Zealand.
[03:06:48.331 --> 03:06:54.192]  I was brought down, by the way, to New Zealand back in, I think, about 2006.
[03:06:54.192 --> 03:06:57.413]  They brought me there for about almost three weeks.
[03:06:57.413 --> 03:07:04.254]  And the government brought me there to discuss how they could increase their exports.
[03:07:05.795 --> 03:07:09.937]  And it was very profitable for both myself and them.
[03:07:09.937 --> 03:07:11.117]  So I was there.
[03:07:11.117 --> 03:07:14.338]  I was right at the top, you know, in the government.
[03:07:14.338 --> 03:07:19.320]  And the vibe is that it's a flat vibe in the joint.
[03:07:19.320 --> 03:07:20.980]  You know, it's a nice place to visit.
[03:07:20.980 --> 03:07:22.281]  Very nice people.
[03:07:22.281 --> 03:07:24.562]  But it's flat and dead.
[03:07:24.562 --> 03:07:26.442]  And you can see why.
[03:07:26.442 --> 03:07:29.804]  And that's far from there is Australia.
[03:07:29.804 --> 03:07:33.185]  The same kind of maniacal leadership.
[03:07:33.185 --> 03:07:33.865]  And it's global.
[03:07:34.707 --> 03:07:35.048]  Yeah.
[03:07:51.738 --> 03:08:12.817]  Mayer that's going out, an arrogant little piece of nothing, an arrogant zero piece of garbage who never worked a day in his life, been sucking off the public tit his entire life, like so many of the politicians and bureau craps out there today.
[03:08:13.815 --> 03:08:20.138]  New York City imposes vaccine mandate for all private sector employees.
[03:08:20.138 --> 03:08:26.520]  Look at that arrogant piece of scum crap I would call to his face.
[03:08:26.520 --> 03:08:31.203]  And Junior, you want to enforce a vaccine mandate on me?
[03:08:31.203 --> 03:08:34.424]  Come over here and try it man to man.
[03:08:35.413 --> 03:08:36.673]  But you know why you never do it?
[03:08:36.673 --> 03:08:38.414]  Because you're not a man.
[03:08:38.414 --> 03:08:40.715]  You're Warren Wilhelm Jr.
[03:08:40.715 --> 03:08:42.435]  And Heil Warren!
[03:08:42.435 --> 03:08:43.836]  Heil Wilhelm!
[03:08:43.836 --> 03:08:47.477]  Now in New York, you must be vaccinated.
[03:08:47.477 --> 03:08:48.978]  That's right.
[03:08:48.978 --> 03:08:49.838]  That's right.
[03:08:49.838 --> 03:08:57.140]  Telling employees, private employees, this low-life piece of scum that they have to get vaccinated.
[03:08:57.140 --> 03:08:59.061]  Where are the people fighting back?
[03:08:59.893 --> 03:09:13.943]  Why aren't the streets filled with the people saying, who is this piece of scum to tell me that my constitutional rights can be abridged by a little moron nothing?
[03:09:13.943 --> 03:09:17.966]  And it's happening around the world.
[03:09:17.966 --> 03:09:20.848]  The mandate will go into effect on December 27th.
[03:09:20.848 --> 03:09:24.411]  Hey.
[03:09:24.411 --> 03:09:26.933]  Hey, fat boy.
[03:09:29.571 --> 03:09:32.113]  How come not December 28th?
[03:09:32.113 --> 03:09:35.355]  Why, I say it should be December 26th.
[03:09:35.355 --> 03:09:37.477]  No, no, Salenti!
[03:09:37.477 --> 03:09:39.178]  I'm in charge!
[03:09:39.178 --> 03:09:41.440]  I'm Warren Williams, Jr.!
[03:09:41.440 --> 03:09:42.781]  Hi, Warren!
[03:09:42.781 --> 03:09:44.462]  Hi, Warren!
[03:09:44.462 --> 03:09:47.004]  We will make it the 27th!
[03:09:47.004 --> 03:09:48.665]  You're making up the date.
[03:09:48.665 --> 03:09:52.148]  Yeah, we're making up the date like we make up all the other crap.
[03:09:52.148 --> 03:09:53.969]  You gotta be three feet apart.
[03:09:53.969 --> 03:09:55.070]  No, no, no, no!
[03:09:55.070 --> 03:09:56.751]  You gotta be six feet apart.
[03:09:56.751 --> 03:09:58.753]  No, you gotta put a piece of plexiglass around.
[03:09:59.534 --> 03:10:05.757]  No, you gotta wear one of these masks so you could shove up your you-know-what that are totally useless.
[03:10:05.757 --> 03:10:08.698]  Yeah, these masks.
[03:10:08.698 --> 03:10:15.281]  Toxins found in disposable plastic face masks may harm humans and the environment.
[03:10:15.281 --> 03:10:19.842]  What kind of conspiracy theory said this?
[03:10:19.842 --> 03:10:26.225]  Since the pandemic, the demand for disposable plastic face masks, DPFs, has soared.
[03:10:26.225 --> 03:10:28.506]  In 2020, production facilities, mainly in China,
[03:10:29.028 --> 03:10:36.393]  Produced over 52 billion masks, some 450 million per day.
[03:10:36.393 --> 03:10:45.039]  Although they are single-use items, estimates show it could take up to 450 years for these face masks to degrade.
[03:10:45.039 --> 03:10:53.444]  Making matters worse, a recent study finds these masks may be spreading harmful toxins into the environment.
[03:10:53.444 --> 03:10:57.727]  And this is researchers at Swansea University.
[03:11:00.151 --> 03:11:05.893]  Found significant amounts of toxins, lead, copper, and antimony.
[03:11:05.893 --> 03:11:09.695]  Causing, coming out of several masks after exposure to water.
[03:11:09.695 --> 03:11:12.035]  So now, think about it.
[03:11:12.035 --> 03:11:14.796]  You're breathing this crap in.
[03:11:14.796 --> 03:11:16.197]  That's great for you.
[03:11:16.197 --> 03:11:18.778]  Anyway, going back to Warren Williams Jr.
[03:11:18.778 --> 03:11:21.819]  Hi Warren!
[03:11:21.819 --> 03:11:25.140]  The city will also require, you ready for this?
[03:11:25.140 --> 03:11:27.081]  Proof of vaccination for children
[03:11:27.754 --> 03:11:33.896]  Five to 11 years old, for indoor dining, entertainment, and fitness establishment.
[03:11:33.896 --> 03:11:38.777]  The mayor said, the mayor, the mayor.
[03:11:38.777 --> 03:11:41.558]  This, that's profanity.
[03:11:41.558 --> 03:11:44.719]  These people are pieces of scum.
[03:11:44.719 --> 03:11:45.439]  The mayor.
[03:11:45.439 --> 03:11:46.880]  Hey, I'm the mayor.
[03:11:46.880 --> 03:11:48.900]  I'll tell you what to do.
[03:11:48.900 --> 03:11:49.921]  I'm the mayor.
[03:11:49.921 --> 03:11:53.202]  Hey, you're a public servant.
[03:11:53.202 --> 03:11:56.563]  You ever hear that word before?
[03:11:56.563 --> 03:11:57.083]  Willow?
[03:12:00.012 --> 03:12:01.052]  Ready?
[03:12:01.052 --> 03:12:12.956]  New York State has identified eight cases of the moronic crumb variant as of the weekend.
[03:12:12.956 --> 03:12:14.837]  Seven in New York City.
[03:12:14.837 --> 03:12:16.317]  Cases.
[03:12:16.317 --> 03:12:18.798]  Cases.
[03:12:18.798 --> 03:12:29.341]  Read your Trends Journal, and you probably heard it on InfoWars, according to the African Health Ministry, where they first detected the virus.
[03:12:32.475 --> 03:12:36.538]  It's unclear whether the Omicron causes more severe dangers, blah blah blah.
[03:12:36.538 --> 03:12:43.944]  According to the World Health Organization, the people who have tested positive for the Moronicron in the U.S.
[03:12:43.944 --> 03:12:48.187]  so far have shown mild to moderate symptoms.
[03:12:48.187 --> 03:12:51.409]  And that's what they've been saying since it first came out.
[03:12:51.409 --> 03:12:52.690]  Cases!
[03:12:52.690 --> 03:12:53.731]  Cases!
[03:12:53.731 --> 03:13:00.656]  Oh, you got 19.5 million people and you're telling me you got 8 cases?
[03:13:00.656 --> 03:13:00.977]  Look at this!
[03:13:02.668 --> 03:13:10.713]  These are the people that are running and ruining our lives like the clown that Alex was showing from New Zealand.
[03:13:10.713 --> 03:13:17.698]  And you got that little Danny Andrews over there in Australia.
[03:13:17.698 --> 03:13:18.519]  Yeah.
[03:13:18.519 --> 03:13:21.120]  Provide immunity, huh?
[03:13:21.120 --> 03:13:23.562]  No, they don't.
[03:13:23.562 --> 03:13:25.423]  They provide nothing.
[03:13:25.423 --> 03:13:26.064]  Read the box.
[03:13:26.064 --> 03:13:27.004]  I got the box right here.
[03:13:27.004 --> 03:13:27.925]  Let me get the box.
[03:13:27.925 --> 03:13:29.766]  Here's the box.
[03:13:29.766 --> 03:13:30.286]  Here it is.
[03:13:30.286 --> 03:13:31.487]  Here's the box.
[03:13:31.487 --> 03:13:32.408]  The box of crap.
[03:13:33.248 --> 03:13:38.591]  A box of stupidity!
[03:13:38.591 --> 03:13:46.155]  These masks do not eliminate exposure to the risk of any disease or infection.
[03:13:46.155 --> 03:13:47.496]  And look at this, look at this jerk!
[03:13:47.496 --> 03:13:51.298]  Look at the imbeciles that people are taking orders from!
[03:13:51.298 --> 03:13:57.101]  Could you imagine this guy coming to Alex, me, any of his staff over there and telling him what to do?
[03:13:57.101 --> 03:13:59.222]  Get the hell out of here, you piece of garbage!
[03:14:00.026 --> 03:14:01.086]  Oh, no, no!
[03:14:01.086 --> 03:14:03.227]  They're little Danny Andrews!
[03:14:03.227 --> 03:14:05.488]  I'm a little nobody!
[03:14:05.488 --> 03:14:09.570]  And that's what we have, nobodies telling us everything that we should do.
[03:14:09.570 --> 03:14:14.052]  Again, New York City, now I'm going back to this because of the markets.
[03:14:14.052 --> 03:14:17.833]  The Dow is up now, when I went to, before I came on here, about 650 points.
[03:14:17.833 --> 03:14:17.993]  650 points.
[03:14:33.106 --> 03:14:44.812]  How could the Dow go up when they're locking down much of the world?
[03:14:44.812 --> 03:14:52.276]  How can they do it?
[03:14:52.276 --> 03:14:55.818]  Business is going down the toilet.
[03:14:55.818 --> 03:14:59.260]  Look at the hospitality sector.
[03:14:59.260 --> 03:15:01.641]  Take a look at the office occupancy rate.
[03:15:02.645 --> 03:15:11.850]  In New York City, in San Francisco, there's about 28%.
[03:15:11.850 --> 03:15:19.855]  How could the markets be going up like this when they're locking down places around the world?
[03:15:19.855 --> 03:15:26.879]  No vaccine, no freedom.
[03:15:26.879 --> 03:15:27.479]  Airlines,
[03:15:29.946 --> 03:15:34.789]  Nearly 100 establishments are temporarily shut down due to pandemic and are now out of business.
[03:15:34.789 --> 03:15:35.149]  All right?
[03:15:35.149 --> 03:15:38.551]  There you got it.
[03:15:38.551 --> 03:15:40.792]  It's a criminal game.
[03:15:40.792 --> 03:15:43.374]  We're going to tell you what's going to happen next.
[03:15:43.374 --> 03:15:45.055]  So make sure you stay tuned.
[03:15:45.055 --> 03:15:48.297]  And remember, put your money where your heart and mind is.
[03:15:48.297 --> 03:15:49.918]  Support InfoWars.
[03:15:49.918 --> 03:15:52.039]  Buy those great products.
[03:15:52.039 --> 03:15:53.260]  You need them now more than ever.
[03:15:56.294 --> 03:16:03.200]  There is very little contemporary study in the world of the planet's ruling class.
[03:16:03.200 --> 03:16:12.347]  Not in Communist China, not in Mexico, not in the United States, not anywhere is there a real study of the planet's ruling class.
[03:16:12.347 --> 03:16:14.309]  And that's done by design.
[03:16:14.309 --> 03:16:19.473]  The large central banks that basically control the planet will penalize and target any academics
[03:16:20.387 --> 03:16:29.203]  That look into, say, the Anglo-American establishment that founded the Bilderberg Group, the Trilateral Commission of the United Nations, the whole project of the Rothschilds and the Rockefellers.
