[00:00:00.370 --> 00:00:01.552]  It's on InfoWars.com.
[02:20:54.927 --> 02:20:57.148]  He doesn't have any elected position power.
[02:20:57.708 --> 02:21:03.469]  But yet, he can say, that was a long time ago when I changed, but that's inherently false, and he's lying.
[02:21:03.509 --> 02:21:10.331]  Because just in January of this year, he tried to lure a young Christian conservative girl into his hotel room in D.C.
[02:21:11.528 --> 02:21:17.271]  In March of this year, he tried to lure a young Christian conservative girl into his hotel room in Atlanta.
[02:21:18.591 --> 02:21:19.592]  Vernon Jones hasn't changed.
[02:21:19.632 --> 02:21:21.413]  He's nothing more than a liar.
[02:21:22.253 --> 02:21:24.194]  He is a liberal Democrat plant.
[02:21:24.854 --> 02:21:26.255]  And he resembles a communist.
[02:21:27.516 --> 02:21:29.317]  And nobody denies that there was a threesome.
[02:21:30.317 --> 02:21:33.138]  So what's conservative about having threesomes with random girls?
[02:21:33.178 --> 02:21:36.000]  What exactly is Vernon Jones looking to conserve?
[02:21:37.420 --> 02:21:38.381]  He didn't have a change of heart.
[02:21:39.528 --> 02:21:41.849]  And now he's doing what every liberal Democrat does.
[02:21:41.889 --> 02:21:43.669]  He's calling me a racist today.
[02:21:44.130 --> 02:21:48.691]  A racist because I wanted to know the answers to the questions that are very important to Georgians.
[02:21:48.711 --> 02:21:50.352]  So we're going to talk about this.
[02:21:50.772 --> 02:21:53.093]  What is the conversation and how do we fix this?
[02:21:54.533 --> 02:21:57.014]  How do we get real America First conservatives in here?
[02:21:58.054 --> 02:22:00.395]  We have solutions coming up after the break with Loren Witski.
[02:22:00.415 --> 02:22:00.795]  Stick around.
[02:22:02.376 --> 02:22:04.016]  Alright, welcome back to the Alex Jones Show.
[02:22:04.076 --> 02:22:05.897]  My name is Stu Peters, StuPeters.TV.
[02:22:06.912 --> 02:22:10.474]  So we're talking about Vernon Jones, but we're talking about a much bigger problem here.
[02:22:11.675 --> 02:22:14.857]  We're talking about who the GOP wants to push towards us.
[02:22:14.917 --> 02:22:20.740]  And we have a serious problem, not only with election integrity, but the integrity of the people that we are trying to elect.
[02:22:22.501 --> 02:22:36.450]  When somebody presents themselves as a conservative America first mega Republican, but yet at the time is sending, just as recently as March, very forward comments to two young conservative women at conservative events, trying to get them back to his hotel room.
[02:22:38.658 --> 02:22:42.899]  The only thing that's being conserved here is the Georgia State GOP, and I don't mean that in a good way.
[02:22:42.919 --> 02:22:47.561]  It's like Vernon Jones is this shiny ornament that they're using to distract people.
[02:22:47.601 --> 02:22:51.122]  Hey, check out this black ex-Democrat who's becoming an America First MAGA guy.
[02:22:51.422 --> 02:22:52.302]  But it's a big scam.
[02:22:52.322 --> 02:22:52.782]  He hasn't.
[02:22:52.822 --> 02:22:54.303]  He's still a liberal Democrat.
[02:22:54.323 --> 02:22:57.484]  Here to talk with us about this is Lauren Witzke.
[02:22:57.524 --> 02:22:59.785]  Lauren Witzke knows all about this kind of stuff.
[02:23:00.385 --> 02:23:05.026]  She garnered more votes in Delaware than any Republican in history in that state.
[02:23:05.787 --> 02:23:06.747]  Thank you so much for being here.
[02:23:08.015 --> 02:23:22.459]  Vernon Jones has mastered the art of projection, accusing others of everything that he's guilty of, being un-American, being racist, being unethical, being corrupt, and that's the attack that he is presenting on me today because he refused to answer the questions.
[02:23:23.079 --> 02:23:31.882]  So instead, he's just attacking me, saying that I'm a racist, but yet still hasn't answered the questions about being a sex predator and about being an anti-white racist parasite.
[02:23:33.826 --> 02:23:38.027]  Right, I thought I saw his message where he called you a liberal bigot.
[02:23:38.847 --> 02:23:48.389]  I didn't know that, because if you look at the records and his history, it does show that the only liberal bigot in the room is Vernon Jones.
[02:23:48.709 --> 02:23:51.709]  You know, right now we're looking at a serious issue that's rising up.
[02:23:51.729 --> 02:23:58.151]  We're looking at anti-white racism across the country, and it is not something that we are going to tolerate in the America First movement.
[02:23:58.171 --> 02:24:09.409]   So, Recently, as early as today, de Blasio ripped funding for this special needs program because it benefited white children the most.
[02:24:09.949 --> 02:24:25.300]  We're also seeing that school shooter in Texas being released the day after with open arms in a party after he had just shot up a school the day before, released from jail, while Kyle Rittenhouse was forced to pay $2 million in bond and was held for a long time.
[02:24:25.320 --> 02:24:27.521]  And he's still battling that even today.
[02:24:28.141 --> 02:24:30.423]  So white privilege is certainly a myth.
[02:24:31.143 --> 02:24:44.467]  But however, when you have the court documents and the evidence that prove that not only was Vernon Jones racist towards the white males in his company, when he had the opportunity, when he had seized the power, we see what he is going to do with it.
[02:24:44.547 --> 02:24:52.970]  Now, he can try and spin words to placate the establishment GOP and try to draw those white Christian votes out of Georgia.
[02:24:53.050 --> 02:24:55.511]  However, we know exactly what he is going to do.
[02:24:55.871 --> 02:25:11.318]  So it's either we call it out now or we're going to end up fighting it in 2023 when he is doing nothing for the parents to fight critical race theory, when he is firing the white people from his, you know, gubernatorial administration.
[02:25:11.358 --> 02:25:18.000]  You know, this is what we have a history and people cannot say we didn't know because Stu Peters warned you.
[02:25:18.140 --> 02:25:19.261]  We brought the receipts.
[02:25:19.361 --> 02:25:20.681]  He had the court documents.
[02:25:20.761 --> 02:25:21.802]  We saw everything.
[02:25:22.222 --> 02:25:28.785]  And the fact that, you know, he didn't even say, he didn't even respond with, you know, I did do that and I screwed up.
[02:25:29.145 --> 02:25:30.885]  I found Jesus, changed my life.
[02:25:31.286 --> 02:25:32.046]  No, he didn't.
[02:25:32.206 --> 02:25:34.027]  He went on to blame his victims.
[02:25:34.587 --> 02:25:35.747]  That is what the Democrats do.
[02:25:35.787 --> 02:25:37.068]  They blame the victims.
[02:25:37.128 --> 02:25:42.570]  So as a lifelong Democrat, Vernon Jones certainly has mastered the art of projection.
[02:25:43.410 --> 02:25:48.492]  So, you know, we as American citizens and conservatives have to fight back against this.
[02:25:48.552 --> 02:25:53.634]  I know the whole room, like, everything everybody was saying is we can't attack Vernon Jones because he's the best we got.
[02:25:54.054 --> 02:25:54.274]  No!
[02:25:54.634 --> 02:25:56.115]  We don't have to accept this.
[02:25:56.535 --> 02:26:03.918]  Just because the GOP is propping him up, giving him all the corporate donors, do you want these corporate donors choosing our elected officials for us?
[02:26:04.278 --> 02:26:07.180]  They're trying to say that alternatives like Candace Taylor never had a chance.
[02:26:07.220 --> 02:26:07.661]  You know what?
[02:26:08.001 --> 02:26:09.182]  They said that about me too.
[02:26:09.582 --> 02:26:12.365]  They said I would never win a primary in a statewide election.
[02:26:12.385 --> 02:26:16.228]  But my butt got out there, I knocked on doors, and people voted for me.
[02:26:16.468 --> 02:26:17.228]  That is a myth.
[02:26:17.509 --> 02:26:21.332]  Do not let the establishment... Go ahead.
[02:26:21.352 --> 02:26:26.776]  Leading up to the 2016 election, how many people said that Donald Trump would never get elected?
[02:26:27.537 --> 02:26:29.118]  The entire mainstream... Exactly.
[02:26:30.225 --> 02:26:40.234]  Everybody in conservative politics, the entire establishment, said Donald Trump, mark my words, Donald Trump will never be President of the United States, so don't give me this crap about Candace Taylor not being able to win.
[02:26:40.734 --> 02:26:44.457]  So the discussion that I want to do here is not about Vernon Jones, because we know what he is.
[02:26:45.058 --> 02:26:49.241]  He's a liberal Democrat, he's a liar, he's an anti-white racist, and a sexual predator.
[02:26:49.842 --> 02:26:57.148]  So that we know, and he's going to come up with all kinds of excuses today, but he's never going to actually address the questions of the allegations, because he doesn't want people to know that.
[02:26:57.208 --> 02:26:58.509]  He's covering up because he's a snake.
[02:26:59.119 --> 02:27:31.726]   So moving beyond that, the conversation needs to be, so if the GOP is giving us candidates like him, like Kemp, like Stacey Abrams, but then you have an actual America First patriot who loves God, who loves this constitutional republic, who embraces the structure of the nuclear family, who represents everything that real conservative Christians want, Then why is Candace Taylor not able to be viewed as somebody who can realistically win a gubernatorial race in a state like Georgia?
[02:27:33.527 --> 02:27:34.668]  Oh, it's a complete farce.
[02:27:34.748 --> 02:27:35.929]  It's meant to demoralize you.
[02:27:35.969 --> 02:27:41.393]  It's meant to be like, oh, she doesn't have a chance because she doesn't have all the establishment backing.
[02:27:41.413 --> 02:27:42.514]  You know what, Candace Taylor?
[02:27:42.594 --> 02:27:44.315]  All she has to do is win a primary.
[02:27:44.615 --> 02:27:50.719]  Get out there and knock on doors, girls, with your team, and let's fight for Candace Taylor.
[02:27:50.839 --> 02:27:56.163]  I'm throwing all my support behind her because I believe in America first grassroots.
[02:27:56.243 --> 02:28:02.287]   I'm not going to let the corporate establishment, the anti-white system, Pick my candidates for me.
[02:28:02.347 --> 02:28:03.487]  Georgia is red.
[02:28:03.907 --> 02:28:09.729]  It is a strong Christian state with powerful grassroots workers, and they are ready to come out.
[02:28:09.809 --> 02:28:10.429]  So you know what?
[02:28:10.649 --> 02:28:16.231]  I am throwing my support behind Candace Taylor, and don't let them demoralize you into thinking that she can't win.
[02:28:16.551 --> 02:28:19.452]  She will win if you show up and vote for her.
[02:28:19.752 --> 02:28:21.433]  That is how it is with any candidates.
[02:28:22.344 --> 02:28:35.433]  Something here too that I was noticing is when you look at establishment, when you look at the media industrial complex, and that includes alternative media, so-called conservative alternative media, Candace Taylor has been blackballed.
[02:28:36.293 --> 02:28:39.115]  She's not allowed on those platforms.
[02:28:39.335 --> 02:28:41.977]  They won't allow her, but yet they embrace Vernon Jones.
[02:28:41.997 --> 02:28:42.617]  They bring him there.
[02:28:42.897 --> 02:28:48.304]   So that should show you the machine That Candace Taylor is up against.
[02:28:48.884 --> 02:28:50.666]  And we need to return this country.
[02:28:50.686 --> 02:28:52.167]  The reason why we need to fix 2020.
[02:28:53.028 --> 02:28:54.209]  And that needs to be done now.
[02:28:54.929 --> 02:28:56.611]  Not this jive talk.
[02:28:56.971 --> 02:29:01.234]  Not these lies about how we're going to fix it in 2022 after we're getting elected.
[02:29:01.274 --> 02:29:02.135]  So what are you suggesting?
[02:29:02.195 --> 02:29:07.119]  That we have to use the internet connected machines and cheat again for me to get in and then I'm going to fix what got me there?
[02:29:07.219 --> 02:29:07.599]  BS.
[02:29:08.060 --> 02:29:08.640]  Another lie.
[02:29:09.241 --> 02:29:21.184]   So we need to fix 2020 right now so that when the overwhelming number of Georgians Realize Candace Taylor is the real America First candidate and they want to go vote that their votes count and Candace Taylor can win.
[02:29:21.204 --> 02:29:21.946]  I got about a minute left.
[02:29:21.966 --> 02:29:22.467]  Your final words.
[02:29:23.709 --> 02:29:24.730]  Yeah, absolutely.
[02:29:25.271 --> 02:29:30.736]  And get out and vote for your candidates, especially the America First candidates on the ground.
[02:29:30.796 --> 02:29:32.538]  Get out and support them.
[02:29:32.658 --> 02:29:38.403]  Don't let the establishment choose them for you, especially in the state of Georgia.
[02:29:38.463 --> 02:29:39.244]  You have a say.
[02:29:39.304 --> 02:29:42.988]  And in the state of Georgia, it's very interesting that they have a majority Republican in the legislature.
[02:29:43.008 --> 02:29:43.288]  They could fix 2020.
[02:29:46.451 --> 02:29:47.672]  They're just choosing not to.
[02:29:48.012 --> 02:29:53.234]  And like I said, you either address this issue now or you're going to be fighting it in 2023.
[02:29:53.975 --> 02:30:03.019]  I don't believe somebody like an America First, grassroots candidate like Candace Taylor, I think you can get her to publicly commit to ban critical race theory.
[02:30:03.119 --> 02:30:08.162]  We as Republicans need to harness our political power to our benefit when it matters the most.
[02:30:08.482 --> 02:30:11.445]  You know, not this libertarian thing like, oh, we need to do it this way, this way.
[02:30:11.465 --> 02:30:13.727]  The Democrats do the exact same thing to us.
[02:30:14.108 --> 02:30:18.632]  The first thing they did when they were in power was 52 executive orders to destroy our lives.
[02:30:18.913 --> 02:30:23.878]  When we get power back, we need to be willing to do the same thing to fight these Bolsheviks.
[02:30:24.358 --> 02:30:32.085]   These Bolshevik tactics like gaslighting, CRT, He's labeling parents domestic terrorists no more.
[02:30:32.125 --> 02:30:33.186]  I'm up for a heartbreak.
[02:30:33.246 --> 02:30:35.148]  Lauren Whiskey, super sharp gal.
[02:30:35.188 --> 02:30:36.409]  Thank you so much for being here with us.
[02:30:36.449 --> 02:30:37.549]  Dr. Gene Ruby is up next.
[02:30:37.570 --> 02:30:38.891]  Stick around for more of the Alex Jones Show.
[02:30:40.031 --> 02:30:47.938]  And you know, just to finalize that, what I was talking about, I'm not going to apologize for muting Vernon Jones.
[02:30:48.078 --> 02:30:54.703]  And sometimes we do have technical difficulties and the mute button was never unpressed, although I thought it was.
[02:30:54.723 --> 02:30:56.945]  I'm not going to apologize for that.
[02:30:57.449 --> 02:30:59.750]  I'm not going to apologize for asking real questions.
[02:30:59.790 --> 02:31:03.092]  We're going to bring accountability back to politics in America.
[02:31:03.632 --> 02:31:12.396]  We're going to shine a big, bright light into the crevices of darkness where these corrupt communists have been able to hide for a very long time.
[02:31:12.436 --> 02:31:16.657]  It's my opinion that we have not had a fair election since probably Ronald Reagan.
[02:31:16.677 --> 02:31:23.721]  I'm going to switch gears just a little bit here, and I'm not going to apologize either for calling him a jive talker, because that's exactly what Vernon Jones is.
[02:31:23.761 --> 02:31:24.541]  He's a jive talker.
[02:31:25.620 --> 02:31:27.120]  Switching gears a little bit here.
[02:31:27.661 --> 02:31:30.961]  The incessant push to get a shot in every arm.
[02:31:32.022 --> 02:31:33.982]  I mean, we talk about this ad nauseum.
[02:31:34.022 --> 02:31:37.783]  You hear Alex Jones talking about it, obviously.
[02:31:37.983 --> 02:31:40.584]  You hear Owen Schroer in the war room talking about it, which is up next.
[02:31:41.684 --> 02:31:42.944]  We talk about it all the time.
[02:31:43.004 --> 02:31:44.585]  It's ruining people's lives.
[02:31:45.765 --> 02:31:54.527]  And everybody that's awake to this understands that this is not about immunity, because if this was really about immunity, then why wouldn't antibodies count?
[02:31:55.771 --> 02:32:04.012]  Which have been proven to be more robust than these shots that are being falsely referred to as vaccines that have been proven to be dangerous and in many cases deadly.
[02:32:04.032 --> 02:32:05.393]  We're watching the numbers be hidden.
[02:32:06.153 --> 02:32:07.973]  Whistleblowers coming forward from hospitals.
[02:32:08.733 --> 02:32:10.053]  The government's own documents.
[02:32:10.654 --> 02:32:19.735]  The Department of Defense, the DOD, saying that they acknowledge that over 60% of those hospitalized with COVID-19 are quote, fully vaccinated.
[02:32:21.015 --> 02:32:26.232]   That 70% over 65 that are hospitalized Are fully vaccinated.
[02:32:27.512 --> 02:32:33.736]  And so now, as you start to look around, people are responding to this vaccine resistance.
[02:32:34.776 --> 02:32:46.763]  The government, the Biden regime, the Reich, the White House occupant, the dementia patient, understands that the people who have decided against this thing are more than likely not going to change their mind.
[02:32:46.963 --> 02:32:48.204]  I am not going to change my mind.
[02:32:50.265 --> 02:32:52.246]  And so now they have to figure out a way to combat that.
[02:32:52.952 --> 02:32:55.593]  Big Pharma's gotta figure out a way to combat that.
[02:32:56.514 --> 02:33:02.077]  And people that are bought and paid for by Big Pharma, like Lindsey Graham, have to find a way to combat that.
[02:33:03.817 --> 02:33:16.804]  The media has to find a way to combat that, which is why now everywhere you look, everywhere, including many alternative media outlets, are now talking about this Merck, and this new drug that's about to get an FDA emergency use nod.
[02:33:18.185 --> 02:33:18.665]  It's a pill!
[02:33:20.211 --> 02:33:40.143]  And a lot of people are mistakenly thinking that this is some super ivermectin, and they're probably thinking that because Pfizer is coming out with Pfizer-mectin, while making the real ivermectin, originally manufactured by Merck, unavailable for you, despite the fact that there is a lot of trend that shows ivermectin works as a COVID killer.
[02:33:41.844 --> 02:33:45.787]  So now, they're rolling out this Merck pill that you can take.
[02:33:46.351 --> 02:33:56.461]  But as we've learned, with the rollout of these poisonous shots, deceptively called vaccines, there's always something dangerous lurking underneath with the pharmaceutical mass genocide cabal.
[02:33:56.501 --> 02:33:57.822]  Dr. Jane Ruby is here with us.
[02:33:58.563 --> 02:34:02.166]  She knows all about this Merck supposed wonder drug.
[02:34:03.167 --> 02:34:04.008]  What is this thing?
[02:34:04.288 --> 02:34:05.870]  And should people be wary?
[02:34:05.890 --> 02:34:06.431]  I mean, I am.
[02:34:06.531 --> 02:34:08.553]  Obviously, it's being introduced by Big Pharma.
[02:34:09.133 --> 02:34:10.054]  But maybe I'm wrong.
[02:34:10.535 --> 02:34:10.895]  What is it?
[02:34:12.446 --> 02:34:18.530]  Well, Stu, let me update you and everyone else on what these companies are up to.
[02:34:19.611 --> 02:34:23.573]  Before I get to the Merck circus, let me just share with you, you mentioned Pfizer.
[02:34:23.994 --> 02:34:32.680]  You know, Pfizer has a protease inhibitor, just some enzyme crap that they try to use in HIV.
[02:34:33.360 --> 02:34:40.485]  There's a number for it, and it's supposedly stopping the virus from cutting open your cell and stealing your DNA so it can replicate yourself.
[02:34:40.745 --> 02:34:42.286]  But let me just tell you what they're up to in general.
[02:34:42.766 --> 02:34:58.595]  They're up to, they want you to use the vaccine, quote, they want you to use their pill, the protease inhibitor, and they're also working on an IV version and they've actually had the audacity to say that you will need to take all three of these simultaneously for an indefinite period of time.
[02:34:58.675 --> 02:35:04.439]  Okay, if people don't figure out that this isn't really enough, okay, I don't know what will.
[02:35:04.719 --> 02:35:06.520]  So let me share with you what's going on with Merck.
[02:35:07.060 --> 02:35:09.702]  Yes.
[02:35:10.003 --> 02:35:12.004]  How do you not laugh out loud?
[02:35:12.325 --> 02:35:13.826]  This is a lifetime subscription.
[02:35:13.866 --> 02:35:14.767]  It's a new religion.
[02:35:14.827 --> 02:35:16.268]  Everybody has to get a shot every week.
[02:35:16.288 --> 02:35:18.049]  You have to pray to Saint Fauci every Sunday.
[02:35:18.069 --> 02:35:20.792]  I mean, this is absolutely ridiculous.
[02:35:20.832 --> 02:35:25.676]  In New York, the new governor, instead of wearing a cross around her neck, is now wearing a vaccinated script.
[02:35:26.116 --> 02:35:43.824]   around her neck as she says that she needs people to go and be her apostles for shots in arms and go out and prophesize how the world is going to end unless they take these vaccines in the meanwhile they're killing people and now they want you to take this plus that plus this plus that when I don't know.
[02:35:43.924 --> 02:35:52.111]  I mean, listen, every expert that I have talked to on this thing has explicitly said that pandemics have a lifespan of approximately 18 months.
[02:35:52.531 --> 02:35:59.237]  And had we done absolutely nothing, no matter how many people COVID-19 would have legitimately killed, we would be past it by now.
[02:35:59.277 --> 02:36:03.660]  We would be looking back and saying, I mean, wow, I can't believe that thing wiped out half of the planet.
[02:36:03.721 --> 02:36:04.521]  Thank God it's gone.
[02:36:04.801 --> 02:36:15.549]   If we had not responded at all, COVID-19 would be dead, done, and over with, but these shots are making it linger, and now these pills are going to be weakening people's immune systems, are they not?
[02:36:16.729 --> 02:36:22.873]  I want to prepare people, like you said, so you inform them they're empowered and they can make the right choices.
[02:36:23.273 --> 02:36:30.338]  Look, what Merck has done is it's put together a pill that it's basically a genetic manipulation.
[02:36:30.358 --> 02:36:31.699]  There's no question about it.
[02:36:32.379 --> 02:36:33.460]  There's no control.
[02:36:33.520 --> 02:36:40.180]   What this thing does is it gets in, and it kind of interrupts, it switches around DNA behavior
[02:36:40.180 --> 02:36:42.661]  so that the virus can't replicate itself.
[02:36:42.661 --> 02:36:46.219]  And it's a joke because viruses don't have their own DNA.
[02:36:46.219 --> 02:36:49.780]  They use the host cell DNA to replicate themselves.
[02:36:49.780 --> 02:36:58.820]   So if you take this medication, the mechanism of action is to get into the DNA and to stop it from replicating
[02:36:58.820 --> 02:37:00.980]  or to change the code.
[02:37:01.172 --> 02:37:05.354]  So it's been proven in mammalian studies, in animals, we're mammals.
[02:37:06.415 --> 02:37:10.297]  It's been proven in studies that it does interfere with the DNA.
[02:37:10.617 --> 02:37:14.540]  This is essentially, Stu, a cancer-causing treatment.
[02:37:14.580 --> 02:37:21.044]  So not only are you not going to prevent COVID, but you're going to give yourself, essentially, cancer.
[02:37:21.284 --> 02:37:23.005]  And let me just share a couple other things about it.
[02:37:23.845 --> 02:37:32.407]  It's a perfect setup for carcinogenic and teratogenic, which is birth defects, to happen, okay?
[02:37:33.007 --> 02:37:38.067]  And in 2020, there was a scientist named Rick Bright who worked for the Trump administration.
[02:37:38.108 --> 02:37:47.229]  He became a whistleblower because he wanted to raise the red flag and he said, do not advance this drug, Molnupiravir, okay?
[02:37:47.609 --> 02:37:48.569]  This new Merck drug.
[02:37:48.829 --> 02:37:52.650]  Do not advance this into fast track because this thing is not safe.
[02:37:53.210 --> 02:37:57.116]  It is interfering with the normal replication of your body cells.
[02:37:57.356 --> 02:37:58.858]  You know, your body renews itself.
[02:37:59.258 --> 02:38:01.041]  It needs its own DNA to do that.
[02:38:01.501 --> 02:38:05.446]  This medication, essentially, will interfere with that process.
[02:38:05.547 --> 02:38:08.731]  And in the animal studies, there were loads of cancers.
[02:38:09.560 --> 02:38:12.404]  So this Rick Bright actually got fired.
[02:38:12.945 --> 02:38:17.270]  He was ignored by the Trump administration and the drug went on.
[02:38:17.330 --> 02:38:18.772]  I want people to understand something.
[02:38:19.172 --> 02:38:27.263]  The federal government with your tax dollars has promised Merck that if they get their emergency use authorization, which by the way they're about to apply for any minute.
[02:38:28.263 --> 02:38:32.845]  The government has promised to buy 1.2 billion dollars worth of this drug.
[02:38:32.885 --> 02:38:36.306]  You don't think they're going to try to mandate Molnupiravir?
[02:38:36.326 --> 02:38:37.807]  I mean, come on, give me a break.
[02:38:38.067 --> 02:38:43.489]  And they had some independent advisory board in the FDA, I've never even heard of that, okay?
[02:38:43.809 --> 02:38:53.672]  I'd love to know who's on that board, that recommended to the FDA that they should indeed grant Merck this EUA for Molnupiravir.
[02:38:53.712 --> 02:38:55.593]  I mean, this is a dangerous medication.
[02:38:56.608 --> 02:38:59.602]  It's like Yogi Berra said, you know, it's déjà vu all over again.
[02:38:59.662 --> 02:39:00.185]  Here we go!
[02:39:01.226 --> 02:39:05.769]  They're playing on fear once again because fear paralyzes people.
[02:39:05.809 --> 02:39:29.166]  We have a virus with a nearly 100% survival rate that people are tripping over themselves, running, physically fighting to get to the front of a line to inject themselves with something that provides them with no immunity, that has extreme amounts of adverse events including myocarditis and heart issues in young people.
[02:39:33.220 --> 02:39:37.662]  Because of the fear, they're able to raise the prices, as was just shown on the screen here.
[02:39:37.722 --> 02:39:41.963]  This thing is going to be sold for exponentially more than what it cost to manufacture.
[02:39:42.383 --> 02:39:49.126]  And now, if you want to get your hands on Ivermectin, you're not able to do that because the pharmacists are pulling it off the shelves.
[02:39:49.486 --> 02:39:53.688]  Pharmacies are no longer stocking their pharmacies with Ivermectin.
[02:39:54.128 --> 02:39:58.189]  Pharmacists are telling doctors, I need a reason why you're prescribing this now.
[02:39:58.289 --> 02:40:15.394]   Second-guessing doctors for patients who have a valid prescription for ivermectin no matter what it is and now instead they're rolling out a pill to combat the fear of this coronavirus that now gives you cancer and soon there's going to be an injection for cancer as well.
[02:40:15.594 --> 02:40:19.655]  More with Dr. Jane Ruby in just a couple of minutes as we return on the Alex Jones Show.
[02:40:19.675 --> 02:40:20.456]  My name is Stu Peters.
[02:40:21.216 --> 02:40:22.356]  Owen Schroer coming up next.
[02:40:22.416 --> 02:40:25.017]  He's promised a powerful guest in studio.
[02:40:25.057 --> 02:40:33.950]   He'll be in the Alex Jones Show studio for the War Room that's coming up here Shortly, some stats before we get back here to Dr. Gene Ruby that I was looking at here.
[02:40:35.071 --> 02:40:43.117]  You should keep this in mind when we're talking about, you know, immunity and antibodies not counting, but you know, you've got to take this vaccine.
[02:40:43.237 --> 02:40:47.099]  And if you don't take this vaccine, your life is going to be made a living hell, right?
[02:40:47.420 --> 02:40:54.087]   Well, how come that doesn't apply to 6,000 White House staff And Congress, which I'm sure that this has been talked about, the hypocrisy here.
[02:40:54.127 --> 02:41:00.190]  Two million illegal immigrants at the southern border are not being forced to take this jab upon entry and they're being given ivermectin.
[02:41:00.431 --> 02:41:01.831]  That's really weird because I can't get it.
[02:41:02.392 --> 02:41:07.254]  Eight million Chinese students in the United States, they're immune from these mandates.
[02:41:07.374 --> 02:41:09.775]  Eight million Chinese students in the United States.
[02:41:10.295 --> 02:41:15.078]  Meanwhile, American and Canadian students are told that they have to get the jab before they're allowed to return to campus and complete their degree.
[02:41:16.169 --> 02:41:17.290]  500,000 homeless people?
[02:41:17.671 --> 02:41:18.772]  Nope, no jab for you.
[02:41:19.953 --> 02:41:24.737]  In Canada, two-thirds of the federal government is not mandated, which is about 200,000 employees.
[02:41:26.799 --> 02:41:31.543]  Does anyone have an explanation for any of that other than they know something that we don't?
[02:41:32.323 --> 02:41:35.166]  Dr. Jane Ruby has been with us and she joins us again now.
[02:41:35.246 --> 02:41:38.541]   We're talking about this Let me see if I can pronounce this right.
[02:41:38.601 --> 02:41:46.408]  Molnupiravir, which is a pill that you have to take or that you can take in lieu of the vaccine or along with these shots.
[02:41:47.569 --> 02:41:47.849]  I don't know.
[02:41:47.889 --> 02:41:49.771]  We're going to be taking all kinds of drugs.
[02:41:49.811 --> 02:41:53.634]  The government will soon be in my bathroom stuffing everything I need in my medicine cabinet.
[02:41:53.914 --> 02:41:54.514]  I'm certain of it.
[02:41:55.475 --> 02:42:00.860]  I want to get into some myocarditis stuff, but you have something more on this Merc you were telling me during the break.
[02:42:00.900 --> 02:42:01.120]  Go ahead.
[02:42:04.226 --> 02:42:05.407]  I don't understand.
[02:42:05.608 --> 02:42:07.630]  Viruses do not have their own DNA.
[02:42:07.950 --> 02:42:12.976]  They infect you and they suck out, they use your DNA to replicate themselves.
[02:42:13.537 --> 02:42:16.581]  Molnupiravir forces copy errors.
[02:42:16.641 --> 02:42:18.242]  That's the mechanism of action.
[02:42:18.743 --> 02:42:23.168]  It forces copy errors in the virus's attempt to multiply itself.
[02:42:23.469 --> 02:42:24.470]  What could go wrong, right?
[02:42:25.274 --> 02:42:30.698]  By the way, all of these studies are predicated on the PCR test, which the CDC has recalled.
[02:42:31.499 --> 02:42:32.360]  It's disgusting.
[02:42:32.640 --> 02:42:35.182]  The company has essentially publicly lied.
[02:42:35.222 --> 02:42:37.124]  And let me read a few of the quotes by the company.
[02:42:38.104 --> 02:42:42.468]  This does not interfere with the virus's genetic code.
[02:42:43.152 --> 02:42:43.393]  Lie.
[02:42:43.413 --> 02:42:46.738]  It does not do this with humans, in human cells.
[02:42:47.118 --> 02:42:47.439]  False.
[02:42:47.899 --> 02:42:50.383]  There's no long-term data, by the way, on cancer.
[02:42:50.764 --> 02:42:55.931]  And they also said there's no evidence of future, of potential rather, for cancer causing.
[02:42:56.212 --> 02:42:58.716]  This drug is not capable of inducing genetic changes.
[02:42:59.540 --> 02:43:01.401]  Stu, that's the mechanism of action.
[02:43:01.481 --> 02:43:03.883]  They can't deny their own mechanism of action.
[02:43:04.263 --> 02:43:08.926]  And let me read to you just a couple of titles of studies that are already out on this warning.
[02:43:09.386 --> 02:43:15.330]  Some of them read like, this drug inhibits SARS-CoV-2 in vitro.
[02:43:15.370 --> 02:43:16.650]  In vitro means under a glass.
[02:43:16.690 --> 02:43:22.394]  That means they never tested it in a living, dynamic human being, but is mutagenic, meaning cancer-causing.
[02:43:22.573 --> 02:43:24.573]  in mammalian cells.
[02:43:24.573 --> 02:43:27.573]  Malnu Prereview may cause cancer.
[02:43:27.573 --> 02:43:29.573]  I mean, you just read down the list.
[02:43:29.573 --> 02:43:33.573]  So I'm telling everybody, this is not a panacea.
[02:43:33.573 --> 02:43:34.573]  This is not a magic pill.
[02:43:34.573 --> 02:43:37.573]  Oh, we can get rid of, you know, vaccines.
[02:43:37.573 --> 02:43:41.573]   No, no, you're going to be, like Stu said, you're going to be forced into cocktails
[02:43:41.573 --> 02:43:43.573]  and cocktails and cocktails.
[02:43:43.573 --> 02:43:44.573]  So anyway, okay.
[02:43:44.573 --> 02:43:52.573]   People who have signed up for these injections have signed up for a lifetime subscription
[02:43:52.573 --> 02:43:59.573]   to shots and to treatments, to, you know, all of these things that are not vaccines
[02:43:59.573 --> 02:44:03.573]   because they are now immunocompromised as a result of the shot and the genetic change.
