[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[03:15:33.631 --> 03:15:35.352]  It could be an end of our civilization.
[03:15:35.352 --> 03:15:37.692]  So in that sense, it can also be another end of things.
[03:15:38.272 --> 03:15:53.707]  And we see these patterns in biblical history where there's a repetition of the tyrant who comes to power, who wants to be worshipped, who tries to track and trace all the economic exchanges, and that will be a repeating pattern as we'll see as the beast system emerges.
[03:15:53.707 --> 03:15:54.308]  Don't go anywhere.
[03:15:56.883 --> 03:16:06.372]  RainForce Plus is back in stock, and it's 50% off with free shipping and double Patriot points right now at InfoWarsTore.com.
[03:16:06.372 --> 03:16:16.401]  RainForce Plus, after eight months, is finally back in stock, and we're giving you 50% off plus free shipping and double Patriot points on the best-selling new trophy at InfoWarsTore.com.
[03:16:16.401 --> 03:16:23.227]  RainForce Plus is one of our highest-rated and best-selling InfoWars Live formulas ever, and the InfoWars crew uses it every day, and so do I.
[03:16:23.667 --> 03:16:33.156]  The formula is loaded with natural compounds like Urimate, L-Theanine, Alpha-GPC, and many others that are known to support cognitive health and give you that extra boost.
[03:16:33.156 --> 03:16:39.823]  Whether you're stocking up or trying it for the first time, now is the time to head to InfoWareStore.com and take advantage of these great savings.
[03:16:40.123 --> 03:16:42.084]  Your purchase of BrainForce Plus is a 360 win.
[03:16:42.084 --> 03:16:47.607]  You'll get a super high quality nootropic and you'll help launch InfoWars to the next level.
[03:16:47.607 --> 03:16:55.411]  Visit InfoWarsStore.com and get our best-selling BrainForce Plus at 50% off before we run out of stock to avoid missing out on these massive savings.
[03:16:55.411 --> 03:16:55.931]  BrainForce!
[03:16:56.431 --> 03:17:00.614]  I never compromise the quality of ingredients we put in InfoWars Live products.
[03:17:00.614 --> 03:17:04.197]  And that's why for more than two years we've been sold out of Ultimate Bone Broth.
[03:17:04.197 --> 03:17:06.799]  And we could never get the ingredients again.
[03:17:06.799 --> 03:17:07.739]  Until now.
[03:17:07.739 --> 03:17:13.824]  And we have reformulated and not just used the same ingredients, we've boosted it and made them even stronger.
[03:17:13.824 --> 03:17:17.606]  So out of all the bone broths out there, I'm telling you, this is next level.
[03:17:17.606 --> 03:17:18.847]  Listen to what it's got in it.
[03:17:18.847 --> 03:17:23.631]  Cutting edge chicken bone broth protein isolate powder for better flavor and dissolvability.
[03:17:24.011 --> 03:17:24.111]  It's
[03:17:40.606 --> 03:17:40.926]  I think so.
[03:17:56.263 --> 03:18:01.330]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[03:18:01.330 --> 03:18:08.479]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points, and up to 60% off on our best selling items.
[03:18:08.479 --> 03:18:10.202]  We have Winter Sun at 50% off.
[03:18:10.202 --> 03:18:11.904]  So good for your body, so good for your immune system.
[03:18:11.904 --> 03:18:12.365]  50% off.
[03:18:12.365 --> 03:18:12.805]  We have Ultra 12.
[03:18:14.207 --> 03:18:16.948]  At 60% off, that is the lowest we've ever gone.
[03:18:16.948 --> 03:18:22.049]  It is so good for your libido, your stamina, your immune system, your whole body, taking it out of the tongue.
[03:18:22.049 --> 03:18:22.229]  60% off.
[03:18:22.229 --> 03:18:27.170]  We've got a bunch of products sold out for a long time, like Brain Force Plus back in stock, 50% off.
[03:18:27.170 --> 03:18:31.431]  And we have Ultimate Bone Broth back in stock at InfoWarsTore.com.
[03:18:31.431 --> 03:18:33.252]  It's now Bone Broth Plus.
[03:18:33.252 --> 03:18:39.113]  So it's Ultimate Bone Broth Plus, 20% off, and it's even stronger than the last formula we had.
[03:18:39.113 --> 03:18:42.974]  It is amazing for your whole body, amazing for your joints, amazing for inflammation.
[03:18:43.554 --> 03:18:48.035]  And it funds the InfoWar, which is so important in the fight against the New World Order.
[03:18:48.035 --> 03:18:50.976]  So thank you all for your support with supply chain breakdowns.
[03:18:50.976 --> 03:18:56.137]  I recommend you get your Christmas shopping done now and have it done and support the InfoWar at infowarestore.com.
[03:18:56.137 --> 03:19:01.198]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[03:19:01.198 --> 03:19:08.179]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points, and up to 60% off on our best selling items.
[03:19:08.359 --> 03:19:10.061]  We have Winter Sun at 50% off.
[03:19:10.061 --> 03:19:10.881]  So good for your body.
[03:19:10.881 --> 03:19:11.782]  So good for your immune system.
[03:19:11.782 --> 03:19:12.683]  50% off.
[03:19:12.683 --> 03:19:15.205]  We have Ultra 12 at 60% off.
[03:19:15.205 --> 03:19:16.827]  That is the lowest we've ever gone.
[03:19:16.827 --> 03:19:21.591]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[03:19:21.591 --> 03:19:22.131]  60% off.
[03:19:22.131 --> 03:19:25.915]  We've got a bunch of products sold out for a long time like Brain Force Plus back in stock.
[03:19:26.355 --> 03:19:31.299]  50% off and we have Ultimate Bone Broth back in stock at InfoWarStore.com.
[03:19:31.299 --> 03:19:33.140]  It's now Bone Broth Plus.
[03:19:33.140 --> 03:19:39.004]  So it's Ultimate Bone Broth Plus, 20% off and it's even stronger than the last formula we had.
[03:19:39.004 --> 03:19:47.930]  It is amazing for your whole body, amazing for your joints, amazing for inflammation, and it funds the InfoWar, which is so important in the fight against the New World Order.
[03:19:47.930 --> 03:19:50.872]  So thank you all for your support with Supply Chain Breakdowns.
[03:19:50.872 --> 03:19:53.073]  I recommend you get your Christmas shopping done now.
[03:19:53.073 --> 03:19:55.795]  Have it done and support the InfoWar at InfoWarStore.com.
[03:19:58.836 --> 03:20:11.941]  You're listening to The Alex Jones Show.
[03:20:11.941 --> 03:20:17.823]  Welcome back to The Alex Jones Show.
[03:20:17.823 --> 03:20:20.144]  We were talking about the beast system.
[03:20:20.144 --> 03:20:21.745]  I'm Jay Dyer of Jay's Analysis.
[03:20:22.708 --> 03:20:34.183]  I was going through the general patterns and principles that seem to repeat in history that Jesus in the Olivet Discourse told us would be the case, the signs that we would see before the end.
[03:20:35.547 --> 03:20:50.255]  And I mentioned Babel last week, and if you think about Babel, if you go back to Genesis 10, what you have there is a situation where the world was attempting to unite under a single leader, under a single head, and to build a tower to heaven.
[03:20:50.255 --> 03:20:53.617]  I don't think that they thought they would literally, like, build into heaven.
[03:20:53.617 --> 03:21:04.923]  They saw it as a way to unite everyone, and a lot of scholars and historians think that that was a ziggurat that was basically there to do human sacrifice.
[03:21:05.598 --> 03:21:07.820]  And I think that's very plausible.
[03:21:07.820 --> 03:21:15.828]  And that's exactly where I wanted to go, is that this pattern of creating the world religion is no different than what they're unveiling now.
[03:21:15.828 --> 03:21:24.436]  The same spirit, the same impetus towards creating a global control system of a fake world religion is literally being unveiled now.
[03:21:24.436 --> 03:21:28.260]  In fact, Pope Francis has just announced his support through his
[03:21:29.545 --> 03:21:39.749]  ...discussion that he had a couple years ago with the Grand Imam of erecting an Abrahamic faith center that combines all three of the so-called Abrahamic faiths, Judaism, Christianity, Islam.
[03:21:40.586 --> 03:21:45.907]  And other people are talking about Chrislam and sort of the merging of these religions into a new manifestation.
[03:21:45.907 --> 03:22:01.270]  And we've even seen this mentioned in some of Francis's encyclicals, like Fratelli Tutti that he recently put out, where he included prayers for non-Christians, for other world religions, to kind of pray together and kind of bring everybody into this global religion.
[03:22:01.270 --> 03:22:07.451]  And it's not accidental that Francis, of course, is fully on board with the rest of the World Economic Forum's plans.
[03:22:08.571 --> 03:22:34.200]  Gates's plans, etc., Klaus Schwab's plans, are all on the same page with this notion of inclusive capitalism and including everybody in this global scandemic, this global plan to depopulate ultimately, which is ironic because we're supposed to think of the Pope as this champion of pro-life and all this kind of stuff, but yet he's promoting all the institutions and entities that are fundamentally anti-human and anti-life.
[03:22:35.057 --> 03:22:44.239]  Now, this idea of a world religion, of a world government under the Tower of Babel, is pictured in later texts and scripture as the beast.
[03:22:44.239 --> 03:22:45.720]  So, why is it a beast?
[03:22:45.720 --> 03:22:55.962]  Well, we think of a beast as a thing that just sort of, a force of nature that just ravages and is predatory and destructive, and doesn't have any rhyme or reason other than just simply to destroy.
[03:22:56.684 --> 03:23:00.466]  Jesus talks about Satan, right, being the angel who comes to steal, kill, and destroy.
[03:23:00.466 --> 03:23:02.446]  That's his whole ethos.
[03:23:02.446 --> 03:23:16.272]  And so, we know that Satan, of course, is behind the world government in a spiritual sense, at the spiritual level, re-manifested, attempting to reincarnate that Babel ethos in every one of these successive world empires.
[03:23:16.272 --> 03:23:23.495]  In the Old Testament, we have Egypt, we have Babylon, we have the Medo-Persians, the Greeks, and then the Roman Empire.
[03:23:24.464 --> 03:23:42.360]  I'm not going to go into a bunch of Bible verses and debating, but basically the idea here is that we're going to keep seeing that pattern of this beast empire that demands the full submission of the human race to worship the leader, to worship the system, to worship the state.
[03:23:43.228 --> 03:23:51.240]  And so statism is another manifestation of this, and that's why the leaders of these world empires, they all have the same ethos, the same pattern.
[03:23:51.240 --> 03:23:53.964]  You must worship the Emperor as God.
[03:23:53.964 --> 03:23:54.866]  He is the Son of God.
[03:23:55.572 --> 03:23:59.374]  And if you have any other view, we'll probably put you to death, right?
[03:23:59.374 --> 03:24:14.822]  And so, when it comes to the time of Christ, right, we get the challenge to the Roman Empire by Christ being the Son of God, and then, of course, for the first 300 years, the Roman Emperors, Caesar, Nero, these people persecute Christianity pretty severely.
[03:24:15.442 --> 03:24:17.483]  Leading to millions of martyrs.
[03:24:17.483 --> 03:24:24.085]  I believe that's a pattern for what will be the case whenever the final end in times comes, where we'll have a persecution of the church.
[03:24:24.085 --> 03:24:26.446]  This is mentioned in Revelation 13.
[03:24:26.446 --> 03:24:40.032]  So, the beast, the system will go after Christianity, it'll go after traditional morals, it'll go after whatever is seen to be standing in the way of the human race worshipping this system, worshipping this beast.
[03:24:40.032 --> 03:24:43.173]  And so, for the beast to get this kind of worship,
[03:24:43.709 --> 03:24:47.613]  He will have to have a system in place where basically everyone opts in.
[03:24:47.613 --> 03:24:57.003]  Everybody has to be a part of this system to be tracked and traced so that they can't have food, they can't have commerce, they can't have shelter without opting into this system.
[03:24:57.003 --> 03:25:00.787]  And as we know in scripture, eventually it leads to the worship of the beast himself.
[03:25:01.505 --> 03:25:04.507]  Antichrist proclaims himself to be God, right?
[03:25:04.507 --> 03:25:13.054]  So a lot of ancient Christian interpreters thought that this meant that there would be a kind of an aping, a mimicking of what happened with Christ, right?
[03:25:13.054 --> 03:25:22.701]  That the Antichrist would kind of mimic that and say he would be a kind of Christ figure with a lot of peace, a lot of tolerance, a lot of perhaps even helpful solutions.
[03:25:23.301 --> 03:25:27.623]  And then, at a certain point, he kind of then demands, I don't know, actually it's me.
[03:25:27.623 --> 03:25:29.263]  I'm the real deity here.
[03:25:29.263 --> 03:25:30.303]  Worship me.
[03:25:30.303 --> 03:25:35.605]  Again, just echoing everything that we saw in, for example, the Old Testament and the Book of Daniel, right?
[03:25:35.605 --> 03:25:39.426]  Where Nebuchadnezzar builds a giant idol and you must worship the idol of me.
[03:25:39.426 --> 03:25:41.527]  And if you don't, you know, I'll throw you in the fiery furnace.
[03:25:41.527 --> 03:25:42.087]  This kind of thing.
[03:25:42.087 --> 03:25:44.308]  So, it's a repeating pattern that happens.
[03:25:45.513 --> 03:25:50.998]  And one thing that he has to do is, again, go after things that are holy and sacred to try to destroy them.
[03:25:50.998 --> 03:25:56.683]  So he has to go after the church, he has to go after family, he has to go after our very biology.
[03:25:56.683 --> 03:26:07.932]  And that's part of what I think is going on with the motivations of transhumanism, to actually change who we are, ultimately is an attempt to wipe out the image of God in man.
[03:26:07.932 --> 03:26:13.477]  It's a way to rewrite humanity into some other thing, probably something more akin to the demonic.
[03:26:14.122 --> 03:26:24.490]  Making them more like a giant Borg hive mind, where we don't have our individual identity, where we don't have our individual personhood, which makes us who we are, so that we can freely make choices.
[03:26:24.490 --> 03:26:29.534]  No, you have to be integrated into this system where you are a node in the giant web.
[03:26:29.534 --> 03:26:34.177]  You're a part of the matrix, basically, where you don't have free will.
[03:26:34.177 --> 03:26:38.420]  I think ultimately that's where that system is trying to take us.
[03:26:38.420 --> 03:26:40.302]  Again, I don't know if this is the end of the world.
[03:26:40.302 --> 03:26:41.403]  I'm not saying that.
[03:26:41.403 --> 03:26:43.244]  Just looking at the various patterns and
[03:26:43.926 --> 03:26:50.529]  General ideas that are presented as the signs that precede the end.
[03:26:50.529 --> 03:26:57.672]  In the Matthew 24 discourse, Jesus goes on to talk about things like wars, rumors of world's global warfare, basically.
[03:26:57.672 --> 03:27:00.673]  I think probably some kind of a world war.
[03:27:00.673 --> 03:27:03.435]  And Jesus says, don't worry, this must happen.
[03:27:03.435 --> 03:27:05.456]  It's still not the end end.
[03:27:05.456 --> 03:27:09.677]  So, nation will rise against nation, kingdom against kingdom, famines, earthquakes.
[03:27:09.677 --> 03:27:13.219]  And then in other places, of course, scripture talks about plagues and darkness.
[03:27:14.310 --> 03:27:21.537]  And these are relevant because, if you remember in the book of Exodus, these are the plagues, the curses on Egypt.
[03:27:21.537 --> 03:27:37.053]  And it's for that because man, I think, kind of relates to God in a covenantal way, and the nations, the people that don't have a relationship with God, they will fall under the sway and the delusion, the strong delusion of Antichrist.
[03:27:37.788 --> 03:27:49.917]  So, in 2 Thessalonians 2, when Paul talks about that falling away, that apostasy of the church, this gives way to the world religion, and then the people are susceptible to the demonic power and sway of Antichrist.
[03:27:49.917 --> 03:27:55.921]  And that could include anything from staged false miracles, false alien invasions, who knows?
[03:27:55.921 --> 03:27:58.403]  It could be any of those things, all those things, right?
[03:27:58.403 --> 03:28:06.589]  Then that gives way to the delusion where people buy into, and they opt into thinking, they believe that Antichrist is actually going to solve a lot of these world problems.
[03:28:07.761 --> 03:28:10.924]  And we can also speak of an Antichrist-style system, this beast system.
[03:28:10.924 --> 03:28:14.868]  It doesn't have to necessarily, at this point in history, be one figure.
[03:28:14.868 --> 03:28:16.950]  I think there will eventually be a figure.
[03:28:16.950 --> 03:28:26.520]  But the system, the beast system itself, is an Antichrist system, where it's getting you to opt into trusting in the technology, putting your faith in transhumanism, ultimately.
[03:28:27.040 --> 03:28:28.522]  To solve all of our ills.
[03:28:28.522 --> 03:28:47.664]  We'll get a universal basic income, and everybody will get a free paycheck, credits every month, and you're going to get free food, and it'll be doled out to you by the state, and everybody will opt into this thinking, oh finally, then we can put an end to the wars, and we can put an end to all the suffering, and all of these promises will be rolled out, but they're all ultimately deceptions.
[03:28:48.226 --> 03:28:56.473]  They're all ultimately satanic, luciferian deceptions to get you to surrender your free will, to surrender the image of God that you have.
[03:28:56.473 --> 03:29:02.679]  After being unavailable for more than two years, Ultimate Bone Broth is back in InfoWars life.
[03:29:02.679 --> 03:29:08.824]  Ultimate Bone Broth is now Ultimate Bone Broth Plus because we've made it even stronger and reformulated it.
[03:29:08.824 --> 03:29:09.205]  And listen,
[03:29:09.725 --> 03:29:15.190]  It's not just concentrated chicken broth in there that's so good for your joints, your bones, and your whole body.
[03:29:15.190 --> 03:29:31.443]  It's got really strong, high-end turmeric root, chaga mushroom, bee pollen, goji berry, alfalfa herb powder, and a bunch of other stuff in it, like real organic cocoa, bean powder with natural chocolate flavor, and a touch of sea salt, and just on and on and on.
[03:29:31.443 --> 03:29:33.385]  Magnesium, potassium's added.
[03:29:33.925 --> 03:29:38.430]  This is so good for inflammation, for your immune system, for your whole body.
[03:29:38.430 --> 03:29:41.313]  Grandma always gave you chicken soup when you were sick, remember?
[03:29:41.313 --> 03:29:47.739]  That's a tiny amount of the same stuff that's in there that is now in here in a very large amount.
[03:29:47.739 --> 03:29:55.807]  So again, get the power of Grandma's chicken soup with the power of turmeric and everything else with the new and improved bone broth at InfoWarsTore.com.
[03:29:56.408 --> 03:30:01.451]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[03:30:01.451 --> 03:30:08.596]  That means you've only got 10 days as of taping this to get store-wide free shipping, double Patriot points, and up to 60% off on our best-selling items.
[03:30:08.596 --> 03:30:10.317]  We have Winter Sun at 50% off.
[03:30:10.317 --> 03:30:12.759]  So good for your body, so good for your immune system.
[03:30:12.759 --> 03:30:12.939]  50% off.
[03:30:12.939 --> 03:30:15.461]  We have Ultra 12 at 60% off.
[03:30:15.461 --> 03:30:17.082]  That is the lowest we've ever gone.
[03:30:17.082 --> 03:30:22.185]  It is so good for your libido, your stamina, your immune system, your whole body, taking it out of the tongue.
[03:30:22.185 --> 03:30:22.365]  60% off.
[03:30:22.365 --> 03:30:26.168]  We've got a bunch of products sold out for a long time, like Brain Force Plus back in stock.
[03:30:26.908 --> 03:30:31.550]  50% off, and we have Ultimate Bone Broth back in stock at InfoWarStore.com.
[03:30:31.550 --> 03:30:33.370]  It's now Bone Broth Plus.
[03:30:33.370 --> 03:30:39.252]  So it's Ultimate Bone Broth Plus, 20% off, and it's even stronger than the last formula we had.
[03:30:39.252 --> 03:30:48.155]  It is amazing for your whole body, amazing for your joints, amazing for inflammation, and it funds the InfoWar, which is so important in the fight against the New World Order.
[03:30:48.155 --> 03:30:49.855]  So thank you all for your support.
[03:30:49.855 --> 03:30:56.037]  With supply chain breakdowns, I recommend you get your Christmas shopping done now, and have it done, and support the InfoWar at InfoWarStore.com.
[03:30:56.277 --> 03:31:01.321]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[03:31:01.321 --> 03:31:06.145]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points.
[03:31:06.145 --> 03:31:08.487]  That was 60% off on our bestselling items.
[03:31:08.487 --> 03:31:10.188]  We have Winter Sun at 50% off.
[03:31:10.188 --> 03:31:11.029]  So good for your body.
[03:31:11.029 --> 03:31:11.910]  So good for your immune system.
[03:31:11.910 --> 03:31:12.810]  50% off.
[03:31:12.810 --> 03:31:15.352]  We have Ultra 12 at 60% off.
[03:31:15.352 --> 03:31:16.974]  That is the lowest we've ever gone.
[03:31:16.974 --> 03:31:21.717]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[03:31:21.717 --> 03:31:22.258]  60% off.
[03:31:22.258 --> 03:31:26.041]  We've got a bunch of products sold out for a long time, like Brain Force Plus back in stock.
[03:31:26.481 --> 03:31:31.425]  50% off and we have Ultimate Bone Broth back in stock at InfoWarStore.com.
[03:31:31.425 --> 03:31:33.266]  It's now Bone Broth Plus.
[03:31:33.266 --> 03:31:39.130]  So it's Ultimate Bone Broth Plus, 20% off and it's even stronger than the last formula we had.
[03:31:39.130 --> 03:31:48.036]  It is amazing for your whole body, amazing for your joints, amazing for inflammation, and it funds the InfoWar, which is so important in the fight against the New World Order.
[03:31:48.036 --> 03:31:50.998]  So thank you all for your support with Supply Chain Breakdowns.
[03:31:50.998 --> 03:31:55.921]  I recommend you get your Christmas shopping done now and have it done and support the InfoWar at InfoWarStore.com.
[03:31:56.221 --> 03:32:00.004]  It comes at the end of October every year and only runs for two weeks.
[03:32:00.004 --> 03:32:04.789]  It's what I call the Black Friday comes early super blowout sale.
[03:32:04.789 --> 03:32:10.534]  With storewide free shipping, double Patriot points, and up to 60% off on our best-selling products.
[03:32:10.534 --> 03:32:15.418]  Brain Force Plus, sold out for almost eight months, back in stock, 50% off.
[03:32:15.418 --> 03:32:16.839]  Ultimate Bone Broth Plus!
[03:32:17.580 --> 03:32:22.422]  It's even better than last formula with chaga mushrooms and turmeric and just everything.
[03:32:22.422 --> 03:32:24.683]  It's so good, it's now available again.
[03:32:24.683 --> 03:32:26.424]  20% off.
[03:32:26.424 --> 03:32:28.285]  Ultra 12, 60% off.
[03:32:28.285 --> 03:32:30.086]  Alpha Power, 40% off.
[03:32:30.086 --> 03:32:31.526]  Knockout, 50% off.
[03:32:31.526 --> 03:32:32.927]  Living Defense, 50% off.
[03:32:32.927 --> 03:32:34.688]  Pure Turmeric Extract Bodies, 40% off.
[03:32:34.688 --> 03:32:38.790]  Activated Charcoal Toothpaste and Mouthwash, 50% off.
[03:32:38.790 --> 03:32:40.090]  And it goes on and on and on.
[03:32:40.090 --> 03:32:40.871]  Storable Foods,
[03:32:41.912 --> 03:32:43.894]  10% off last time of the year that deal's happening.
[03:32:43.894 --> 03:32:47.718]  It's all available now at InfoWarsStore.com.
[03:32:47.718 --> 03:32:50.561]  The Black Friday sale comes early.
[03:32:50.561 --> 03:32:54.405]  It's going right now for the next two weeks and it supports the InfoWar.
[03:32:54.405 --> 03:32:58.870]  Take action now and get prepared.
[03:32:58.870 --> 03:33:01.533]  You're listening to the Alex Jones Show.
[03:33:14.042 --> 03:33:15.283]  Welcome back to the Alex Jones Show!
[03:33:15.283 --> 03:33:24.388]  I'm your guest today, Jay Dyer of Jays Analysis, and we were covering the overall general patterns and signs that would precede the end according to the Olivet Discourse.
[03:33:24.388 --> 03:33:33.974]  And I was talking about the plagues that we see in the Book of Exodus that relate to the curses on Egypt for being such a tyrannical evil empire.
[03:33:33.974 --> 03:33:42.479]  And of course, Egypt is a type of the final empire, that final world system of Antichrist that will eventually manifest.
[03:33:43.314 --> 03:33:50.200]  And we see the curses that are put upon Egypt eventually in the Book of the Apocalypse and in Jesus' discourse.
[03:33:50.200 --> 03:33:54.103]  They come upon the whole world because the world is a kind of Egypt system.
[03:33:54.103 --> 03:34:00.027]  The world becomes a kind of pagan, tyrannical, evil system whenever that end is.
[03:34:00.027 --> 03:34:08.014]  After these, you know, tumults and wars and then we see this famines, earthquakes, plagues, pestilence.
[03:34:08.534 --> 03:34:13.019]  These are, again, along with the days of darkness, kind of signs of the end.
[03:34:13.019 --> 03:34:16.283]  And so Jesus says that the moon won't give its light, the sun won't give its light.
[03:34:16.283 --> 03:34:22.329]  So we'll start to see strange stellar phenomena that Christ mentions as some of these signs.
[03:34:22.329 --> 03:34:29.677]  And he says that, again, this is in concert with the persecution of those who stand up for what's right, who oppose the system.
[03:34:30.357 --> 03:34:38.239]  Some will even be martyred and put to death if you affirm, you know, the teachings of Christ over against this system that will be put into place.
[03:34:38.239 --> 03:34:40.339]  Jesus says that wickedness will abound.
[03:34:40.339 --> 03:34:41.540]  Lawlessness will be everywhere.
[03:34:41.540 --> 03:34:44.860]  Well, it will be a time of lawlessness such that the world has never seen.
[03:34:44.860 --> 03:34:49.341]  And the love of many will grow cold, he says.
[03:34:49.341 --> 03:34:51.902]  But he says that he that perseveres to the end will be saved.
[03:34:52.492 --> 03:34:56.275]  It says the gospel, of course, at this time will be very successful.
[03:34:56.275 --> 03:35:06.062]  It'll be preached throughout the world, and obviously if these kinds of things are happening, a lot more people are going to be willing to believe and start thinking, hey, maybe things are getting, you know, crazy.
[03:35:06.062 --> 03:35:07.563]  Maybe this is the end.
[03:35:07.563 --> 03:35:09.565]  Maybe actually there's some truth in the Bible.
[03:35:09.565 --> 03:35:11.866]  Maybe Jesus wasn't a fraud or whatever.
[03:35:11.866 --> 03:35:15.249]  He was actually telling the truth that these will be the things to look for.
[03:35:16.355 --> 03:35:20.538]  He talks about, of course, events in the Middle East kind of being a big deal.
[03:35:20.538 --> 03:35:22.120]  I'm not going to speculate on what that be.
[03:35:22.120 --> 03:35:31.867]  There might be a third temple, this kind of stuff that's built, and a lot of the early church thought that if that happened, that would be kind of another one of the signs that could precede the end.
[03:35:31.867 --> 03:35:40.494]  He again mentions distress, and he says that it'll be like nothing else the world has ever seen, especially in terms of the natural disasters.
[03:35:41.198 --> 03:35:45.920]  And he says it'll be so bad that people will be freaking out and their hearts will give out.
[03:35:45.920 --> 03:35:56.424]  They'll die from fear, basically, due to the pestilences, the plagues, the darkness, the mass death that will come as a result of these end-time judgments.
[03:35:56.424 --> 03:35:58.865]  And if you read the Apocalypse, they're poured out, right?
[03:35:58.865 --> 03:36:00.166]  Bold judgment, sealed judgment.
[03:36:00.166 --> 03:36:08.309]  They're actually poured out as a chastisement, as a curse upon the nations for their global wickedness.
[03:36:09.202 --> 03:36:19.652]  And he again mentions in Matthew 24 that if these days weren't cut short, then basically this would lead to the end of humanity.
[03:36:19.652 --> 03:36:32.183]  Now, I mean, we've had a lot of tyrannical dictators in the past, but one thing that's an interesting sign that I thought about was that I don't know that we've ever had an elite in the history of the world that was just hell-bent on wiping out humanity.
[03:36:33.576 --> 03:36:34.637]  And now we are.
[03:36:34.637 --> 03:36:43.004]  We have an elite that literally wants to kill the human race and replace it with synthetic biology transhumanism, right?
[03:36:43.004 --> 03:36:51.090]  So this is the first time in history that I'm aware of that we've ever had an elite that literally has the agenda to replace, get rid of the human race as it is.
[03:36:51.090 --> 03:36:52.932]  Obviously that's a satanic agenda.
[03:36:52.932 --> 03:36:54.914]  Obviously that's a Luciferian agenda.
[03:36:54.914 --> 03:37:00.178]  And that fits perfectly with what Jesus is saying, that there will be, at this time,
[03:37:01.016 --> 03:37:07.017]  The potentiality for the whole human race to die and be destroyed if these days weren't cut short.
[03:37:07.017 --> 03:37:10.138]  So that's again another thing that I think is worth looking at.
[03:37:10.138 --> 03:37:11.578]  Sign to be aware of.
[03:37:11.578 --> 03:37:16.639]  And he again emphasizes that will be basically just false messiahs, false prophets everywhere.
[03:37:16.639 --> 03:37:22.941]  And they will even do signs to deceive, whether that means demonic signs or whether it means just deception or
[03:37:23.761 --> 03:37:25.082]  Project Blue Beam.
[03:37:25.082 --> 03:37:29.463]  I don't know, but there was going to be all these false signs that are going to dupe a lot of people.
[03:37:29.463 --> 03:37:32.364]  And of course, if we know that it's coming, we won't be duped.
[03:37:32.364 --> 03:37:34.485]  We'll be aware of it.
[03:37:34.485 --> 03:37:40.407]  And then what he says, they'll say to you, oh, Jesus is back and he's over there, you know, at this cult compound.
[03:37:40.407 --> 03:37:41.427]  Go check him out.
[03:37:41.427 --> 03:37:42.948]  Jesus here, dude.
[03:37:42.948 --> 03:37:48.270]  You know, it's just some weird hippie guy who thinks he's Jesus or he's deluded or he's possessed or the Antichrist.
[03:37:48.270 --> 03:37:49.450]  I am the true Messiah, right?
[03:37:50.010 --> 03:37:59.875]  All of these things are obvious deceptions, and so Jesus makes it very clear that His return will be in the same manner that He ascended, right?
[03:37:59.875 --> 03:38:03.177]  It's not going to be a bunch of people thinking that it's Jesus.
[03:38:03.177 --> 03:38:08.600]  Everyone in the world will know because it will be like the lightning from one end of the sky to the other, right?
[03:38:10.369 --> 03:38:20.416]  And then he goes on to talk about the stellar phenomenon, the days of darkness that will occur again going back to Egypt, when Egypt of course was cursed for their tyranny.
[03:38:20.416 --> 03:38:22.878]  You had the days of darkness, right?
[03:38:22.878 --> 03:38:26.100]  Which was one of the signs that Egypt was under God's chastisement.
[03:38:26.784 --> 03:38:32.047]  This time the whole world will see these signs of eclipses or something like that.
[03:38:32.047 --> 03:38:33.487]  So those are, again, things to look for.
[03:38:33.487 --> 03:38:37.509]  And then he mentions that the Second Coming will be very evident.
[03:38:37.509 --> 03:38:38.770]  The whole world will know about it.
[03:38:38.770 --> 03:38:43.512]  It's not something that's going to be done in secret or in a hidden way.
[03:38:43.512 --> 03:38:55.158]  So again, we've seen in the last, especially 50, 60 years, just the explosion of cults, the explosion of sects, groups, weirdos, mind control cults, alien cults, sex cults.
[03:38:55.842 --> 03:38:57.362]  Satanic cults especially.
[03:38:57.362 --> 03:39:03.384]  I don't know that we've ever seen in the history of the world the explosion of the outright satanic cults.
[03:39:03.384 --> 03:39:10.125]  I mean, satanic cults are now just out in the open under, you know, freedom of speech, government protection now.
[03:39:10.125 --> 03:39:14.266]  They're claiming that, you know, abortion is one of their rights, one of the rituals they have a right to do.
[03:39:14.266 --> 03:39:19.268]  So, I mean, we've entered into a phase where it's the satanic is no longer secret.
[03:39:19.268 --> 03:39:20.708]  It's actually just totally out in the open.
[03:39:22.469 --> 03:39:29.272]  And so Jesus then talks about the Day of Judgment and one person being taken and others left in the field.
[03:39:29.272 --> 03:39:33.594]  And then he says it'll be like the days of Noah where it'll come suddenly, right?
