[00:00:00.190 --> 00:00:00.613]  World War 3!
[02:11:19.758 --> 02:11:33.485]  I have seen thousands of articles over the year out of the Netherlands, the UK, Germany, it's the same in Africa, it's the same in Latin America, it's the same everywhere, where judges are caught running child kidnapping rings.
[02:11:34.186 --> 02:11:45.152]  And I'm not saying even a small percentage of judges are into it, but a large percentage of pedophiles become judges, they become truancy officers, they become people that want to be able to do this with the power they have over children.
[02:11:46.835 --> 02:11:47.936]  And here it is again.
[02:11:48.056 --> 02:11:59.262]  So when you see John Oliver and Trevor Noah and the media saying none of this exists, you see Twitter banning anybody criticizing convicted pedophiles, remember, that's who they are.
[02:12:00.102 --> 02:12:02.444]  They're either into it or they're being protected by it.
[02:12:02.904 --> 02:12:08.927]  Remember Eric Siramella's lawyer on his Twitter said, I like to represent pedophiles.
[02:12:09.407 --> 02:12:10.928]  I like to get them security clearances.
[02:12:11.288 --> 02:12:12.189]  Who the hell puts that out?
[02:12:14.858 --> 02:12:21.222]  They take our weakness as a green light to attack, and it's time we stop being scared of these monsters.
[02:12:22.142 --> 02:12:26.324]  You know, if we didn't have any power to resist them, they wouldn't be trying to censor us.
[02:12:26.344 --> 02:12:26.965]  They were all powerful.
[02:12:26.985 --> 02:12:27.765]  They're not all powerful.
[02:12:28.366 --> 02:12:32.688]  I got one more article I'm going to hit on Joe Biden, then hand the baton to Matt Bracken.
[02:12:32.708 --> 02:12:33.208]  Stay with us.
[02:12:34.409 --> 02:12:41.133]  The globalists and their minions, their pomps and their pimps, like to brag and hide things in plain view.
[02:12:42.998 --> 02:12:54.652]  And if you go back to the Senate report that's just four years old, they confirmed bipartisanly that tens of thousands of children smuggled across the border were placed, out of the hundreds of thousands, with child sex traffickers.
[02:12:54.712 --> 02:12:55.853]  That's the Senate report.
[02:12:56.114 --> 02:12:57.315]  We'll show you that headline in a moment.
[02:12:58.456 --> 02:13:00.339]  So that's why when Psaki comes out,
[02:13:01.408 --> 02:13:02.148]  There's the headline.
[02:13:02.829 --> 02:13:07.171]  And makes a joke about it yesterday and says, any children that can get here, get here.
[02:13:07.492 --> 02:13:11.114]  Well, that means people grab children and kidnap them and use them to go across.
[02:13:11.514 --> 02:13:17.517]  In some cases, they found a little three-year-old girl that had been used over 20 times, malnourished, ribs poking out.
[02:13:18.418 --> 02:13:19.919]  And they finally just dumped her in a field.
[02:13:19.999 --> 02:13:22.761]  Oh, by the way, she'd been raped innumerable times.
[02:13:23.601 --> 02:13:26.163]  But it's okay if you're a trendy redhead chick.
[02:13:26.203 --> 02:13:27.383]  It's like, I'm a redhead chick.
[02:13:27.623 --> 02:13:29.625]  I'm a woman, so it's okay if we run death camps.
[02:13:30.546 --> 02:13:34.148]  Tim Cook's gay, it's okay if he runs death camps in China with the Uyghurs.
[02:13:35.689 --> 02:13:37.509]  It's like when they ask, well the economy's collapsing.
[02:13:37.750 --> 02:13:39.731]  Well, we appointed a woman to the head of small business.
[02:13:40.011 --> 02:13:41.391]  Oh, my gosh, that's great!
[02:13:42.072 --> 02:13:44.033]  These people are soulless.
[02:13:44.053 --> 02:13:45.513]  They're like mummies.
[02:13:45.814 --> 02:13:47.134]  They're like ventriloquist dolls.
[02:13:47.174 --> 02:13:48.755]  But who's pulling the strings?
[02:13:50.036 --> 02:13:51.836]  Come on, how you doing on there?
[02:13:51.896 --> 02:13:52.797]  Oh, yeah, okay.
[02:13:52.917 --> 02:13:53.797]  Who's actually talking?
[02:13:54.458 --> 02:13:55.218]  We need to figure that out.
[02:13:55.258 --> 02:13:56.659]  It's got a name called evil.
[02:13:58.001 --> 02:14:03.108]  So flashback, Biden told illegal immigrants to immediately surge the border if he's elected.
[02:14:03.148 --> 02:14:06.472]  And then they did it wearing Biden shirts organized by the UN.
[02:14:06.932 --> 02:14:10.917]  And then Texas has got tens of thousands, border centers 4,000 here, 3,000 here, 2,000 there.
[02:14:10.937 --> 02:14:11.999]  And then Psaki blames Trump.
[02:14:16.394 --> 02:14:21.878]  That CBS reports there's 13,000 children in cages locked up right now that Trump never did.
[02:14:22.118 --> 02:14:23.579]  But now, see, it's still Trump's fault.
[02:14:23.879 --> 02:14:25.300]  This is so sick.
[02:14:25.640 --> 02:14:32.305]  Here's Biden telling illegal immigrants to immediately surge to the border with the kidnapped children, which they use as a get-out-of-jail-free card.
[02:14:32.805 --> 02:14:37.026]  What I would do as president is several more things, because things have changed.
[02:14:37.447 --> 02:14:42.088]  I would in fact make sure that there is- we immediately surge to the border.
[02:14:42.468 --> 02:14:44.109]  All those people are seeking asylum.
[02:14:44.369 --> 02:14:45.349]  They deserve to be heard.
[02:14:45.369 --> 02:14:46.229]  That's who we are.
[02:14:46.550 --> 02:14:50.451]  We're a nation that says if you want to flee, and you're fleeing oppression, you should come.
[02:14:50.831 --> 02:14:51.551]  I would change the-
[02:14:56.158 --> 02:14:59.921]  You need to surge to the border with your kidnapped child.
[02:15:00.162 --> 02:15:01.063]  We want blood.
[02:15:01.723 --> 02:15:05.326]  And then it happens, and they go, oh, you need to stop what you're doing, though.
[02:15:05.687 --> 02:15:08.790]  They're bringing them in, putting them on welfare, and then the government milks the money off.
[02:15:09.090 --> 02:15:12.953]  The Democrats are like an ant that milks an aphid, suck the money off them.
[02:15:12.973 --> 02:15:14.375]  Look, they're all wearing their Biden shirts.
[02:15:16.138 --> 02:15:17.539]  The organized takedown of the country.
[02:15:17.859 --> 02:15:18.360]  So there you go.
[02:15:18.400 --> 02:15:19.101]  It's all Trump's fault.
[02:15:19.381 --> 02:15:19.861]  Here's another one.
[02:15:19.881 --> 02:15:26.847]  Here is Smug Jen Psaki announces any 10-year-old in the world who makes it across the border will be allowed to stay.
[02:15:27.227 --> 02:15:28.669]  As long as someone brings you, though.
[02:15:28.689 --> 02:15:31.931]  She doesn't point out that a lot of them are kidnapped children.
[02:15:32.172 --> 02:15:34.374]  So here's, look at her smart little smug face.
[02:15:34.434 --> 02:15:35.595]  God is going to curse her to hell.
[02:15:36.465 --> 02:15:37.846]  God, look at that monstrous woman.
[02:15:37.966 --> 02:15:39.848]  That's the female Brian Stelter.
[02:15:40.248 --> 02:15:44.332]  Here's what she had to say, inviting giant child smuggling openly.
[02:15:44.372 --> 02:15:44.732]  Here it is.
[02:15:45.353 --> 02:15:47.195]  To make the system more efficient and effective.
[02:15:47.215 --> 02:15:51.578]  Is there a limit or a cap to the number of unaccompanied minors that are going to be allowed into the U.S.?
[02:15:52.379 --> 02:15:53.460]  A limit or a cap?
[02:15:53.480 --> 02:15:56.823]  So should we send some kids who are 10 back at a certain point?
[02:15:56.843 --> 02:15:57.664]  Is that what you're asking me?
[02:15:58.084 --> 02:15:59.905]  I'm not setting the policy here.
[02:15:59.985 --> 02:16:02.686]  I'm just asking you what the Biden administration's policy is.
[02:16:02.766 --> 02:16:06.928]  Is there a limit to the number of children that will be allowed in?
[02:16:06.968 --> 02:16:10.369]  I mean, the numbers we're hearing now, 565 on average every day.
[02:16:10.830 --> 02:16:13.791]  I'm just curious what the end game is here.
[02:16:13.831 --> 02:16:15.452]  How many ultimately would be allowed in?
[02:16:15.652 --> 02:16:21.174]  Well, I think where we are is we're focused on some of the very specific numbers.
[02:16:21.414 --> 02:16:25.456]  So when we came into office, there existed about
[02:16:26.737 --> 02:16:33.562]  13,000 permanent beds in HHS, OR, permanent and influx shelter system facilities during the last administration.
[02:16:33.902 --> 02:16:37.766]  Thousands of these beds, approximately half, were taken offline due to COVID.
[02:16:38.166 --> 02:16:42.990]  Staffing was also reduced to put it on par with the new reduced capacity.
[02:16:43.550 --> 02:16:45.912]  This was sufficient for the prior administration.
[02:16:45.932 --> 02:16:46.773]  This is how we got here.
[02:16:47.153 --> 02:16:47.833]  That's enough, shut her up!
[02:17:14.884 --> 02:17:15.864]  So here's the deal.
[02:17:15.884 --> 02:17:17.725]  Oh, she's wearing, it was yesterday, her St.
[02:17:17.805 --> 02:17:19.625]  Paddy's outfit, so it's okay.
[02:17:20.946 --> 02:17:23.666]  So again, oh, it's COVID while we're doing this.
[02:17:23.706 --> 02:17:24.727]  No, he invited him up.
[02:17:24.787 --> 02:17:25.387]  He brought him up.
[02:17:25.727 --> 02:17:26.447]  That's what they did.
[02:17:27.027 --> 02:17:27.988]  Absolutely insane.
[02:17:28.648 --> 02:17:29.388]  Totally illegal.
[02:17:29.848 --> 02:17:30.588]  Totally criminal.
[02:17:32.189 --> 02:17:36.070]  And the reporters are demanding to know why they have zero access to the border.
[02:17:36.872 --> 02:17:38.033]  And the answer again is COVID.
[02:17:38.833 --> 02:17:39.593]  Always COVID.
[02:17:40.134 --> 02:17:41.754]  COVID's the reason the dollar's gonna go under.
[02:17:41.794 --> 02:17:43.095]  COVID's the reason the border's gone.
[02:17:43.355 --> 02:17:44.656]  COVID's the reason you're gonna go bankrupt.
[02:17:44.896 --> 02:17:46.576]  COVID's the reason you took that shot and you died.
[02:17:47.437 --> 02:17:58.082]  Matt Bracken of EnemiesForeignDomestic.com, author, researcher, Navy SEAL, smart guy, is here to take over today to talk about the future, the plans, they're trying to purge the military, they're trying to trigger a civil war.
[02:17:58.142 --> 02:17:58.902]  How do we stop it?
[02:17:59.242 --> 02:17:59.843]  What do we do?
[02:17:59.923 --> 02:18:00.763]  What's coming up next?
[02:18:01.163 --> 02:18:02.324]  Matt Bracken takes over for the next...
[02:18:03.851 --> 02:18:08.293]  47 minutes or so, and then Owen Schroer today is going to take calls again.
[02:18:08.313 --> 02:18:14.676]  We took the numbers of folks that were left on hold, medical workers, doctors, and others to give your reports on the COVID vaccine.
[02:18:15.156 --> 02:18:16.537]  Unanimous calls of death.
[02:18:17.625 --> 02:18:18.646]  We're good to go.
[02:18:49.175 --> 02:18:55.380]  Well, I'll tell you what, I'm just going to stay right at the border for the moment, and it's part of the theme of my entire show today.
[02:18:55.400 --> 02:19:11.415]  You know, I'm going to be showing some of the Benny Thomas Project Veritas Facebook video, where he talks about when these transformed humans, these AI humans, are just going to look down at us like ants.
[02:19:11.855 --> 02:19:16.379]  And he says, when I go to a picnic, I don't worry about how many ants I step on, right?
[02:19:17.122 --> 02:19:25.326]  And when these transformed humans become fully singularized, transformed, they're going to look at us like ants.
[02:19:25.346 --> 02:19:27.548]  Well, I think they already do look at us like ants.
[02:19:28.428 --> 02:19:35.752]  They just look at the globe and they say, let's move millions from Guatemala or anywhere to America.
[02:19:36.512 --> 02:19:44.917]  And the hell with Americans, they're just the red ants, the black ants, the yellow ants, you know, the soldier ants.
[02:19:45.475 --> 02:19:47.016]  We just moving ants around.
[02:19:47.516 --> 02:19:57.620]  And you know, if you're moving ants around, you don't really give a damn if sometimes you step on a bunch of them, or sometimes the fire ant poison kills the wrong kind of ant.
[02:19:57.640 --> 02:19:59.140]  That's right, it's called playing God.
[02:19:59.681 --> 02:20:00.401]  They're playing God.
[02:20:02.001 --> 02:20:11.025]  Benny Thomas talks about when this AI happens, when its chips are planted in everybody's brain, or excuse me, the elite's brains.
[02:20:11.605 --> 02:20:13.386]  But I think at the Bill Gates level,
[02:20:14.125 --> 02:20:15.866]  They already consider themselves there.
[02:20:16.186 --> 02:20:22.571]  Bill Gates doesn't need a chip in his brain because he is surrounded by screens and supercomputers, right?
[02:20:22.851 --> 02:20:24.212]  He has all that information.
[02:20:24.632 --> 02:20:43.384]  Benny Thomas later in that video talks about when these super elite transformed singularity humans have the chips, they are going to be like a new species because they will have not only the ability to have like the entire Library of Congress in their head, instant access, everything,
[02:20:43.868 --> 02:20:48.091]  But they'll be able to crunch all that information, like a Superman, like a God.
[02:20:48.511 --> 02:20:52.594]  Well, I think that Bill Gates already considers himself in that status.
[02:20:53.855 --> 02:20:55.996]  And we are just ants to these people.
[02:20:56.416 --> 02:21:04.422]  And they may even go to bed at night thinking, well, we're really doing a lot of good, because we're helping more ants than we're destroying.
[02:21:05.282 --> 02:21:09.385]  And it's all for the betterment of humanity that we're, you know,
[02:21:09.833 --> 02:21:15.039]  Taking a rake and just raking the ants from here and smashing the ants over there.
[02:21:15.479 --> 02:21:20.605]  But we, singularized, transformed humans, we know what's best.
[02:21:21.086 --> 02:21:21.907]  We are God.
[02:21:22.587 --> 02:21:23.889]  They are essential.
[02:21:24.029 --> 02:21:24.950]  They are ascended.
[02:21:25.030 --> 02:21:25.511]  We are not.
[02:21:26.724 --> 02:21:28.146]  And they are already there.
[02:21:28.786 --> 02:21:34.652]  And I think that Benny Thomas, anybody that hasn't seen that Project Veritas, watch it ten times.
[02:21:35.393 --> 02:21:39.277]  This is a guy who listens to the inner circle.
[02:21:39.557 --> 02:21:47.886]  This is like getting one of Hitler's cabinet, one of his war staff, to say what is really Hitler is thinking about.
[02:21:48.760 --> 02:21:55.042]  And so what Benny Thomas says in that Project Veritas video should be ingrained in your brain.
[02:21:55.082 --> 02:21:56.922]  This is how they comprehend us.
[02:21:57.022 --> 02:21:58.143]  We are ants.
[02:21:58.923 --> 02:22:02.084]  They are the superhumans and we are the ants.
[02:22:02.604 --> 02:22:06.165]  And we've got to accept that and prepare for what's coming.
[02:22:09.306 --> 02:22:09.706]  Anyway.
[02:22:10.246 --> 02:22:11.847]  And this is going to be the theme of the day.
[02:22:12.087 --> 02:22:13.347]  And I'm very calm.
[02:22:14.261 --> 02:22:15.462]  I'll be back in a couple minutes.
[02:22:40.638 --> 02:22:45.843]  We would not spend one minute thinking about the ants that we stepped on, on the grass, right?
[02:22:47.225 --> 02:22:49.247]  For AI, we will become like those ants.
[02:22:49.707 --> 02:22:52.590]  It's not like the AI will try to kill us, they just won't care.
[02:22:52.771 --> 02:22:57.475]  Because it'll be so superior that it'll be like, these people don't matter.
[02:22:57.495 --> 02:23:02.340]  So, I might be killing hundreds of ants when I walk in the park, I don't know, and I don't care.
[02:23:08.973 --> 02:23:16.015]  All I can say is, all I can say is, wow, you know, Benny Thomas says like global leader for Facebook.
[02:23:16.055 --> 02:23:18.036]  So he's, he's a, he's a big shot.
[02:23:18.096 --> 02:23:21.297]  He's, he's somebody that's in the room at the table.
[02:23:22.097 --> 02:23:26.358]  You know, they, they say, um, Bannon is a saying, if you're not in the room, you're not in the deal.
[02:23:26.899 --> 02:23:27.259]  Okay.
[02:23:28.219 --> 02:23:29.720]  Benny Thomas is in the room.
[02:23:29.740 --> 02:23:32.800]  He's in the room at the, at the high level.
[02:23:33.801 --> 02:23:37.442]  And we are, we are so, we are so far beyond.
[02:23:38.266 --> 02:23:41.968]  A constitutional republic where we vote for our leaders and it makes a damn?
[02:23:42.688 --> 02:23:44.069]  We are so far beyond that.
[02:23:45.129 --> 02:23:46.970]  People should watch that entire video.
[02:23:47.010 --> 02:23:55.094]  Not only does does Betty Thomas talk about, you know, ordinary humans being seen as ants, which I believe they already believe.
[02:23:55.774 --> 02:23:57.615]  Betty Thomas is sort of confessing.
[02:23:57.655 --> 02:23:58.876]  He's saying in the future,
[02:24:00.137 --> 02:24:13.784]  But at the Jack Dorsey, at the level of Google, Alphabet, YouTube, Twitter, they are already there.
[02:24:14.105 --> 02:24:18.107]  In their own minds, in their own perceptions, they are already the superhumans.
[02:24:19.150 --> 02:24:26.635]  You know, Benny Thomas in that video, he's kind of, I guess he's trying to play, he's probably trying to get laid, frankly, okay?
[02:24:26.675 --> 02:24:41.066]  This is why they often send in, like, younger, aspiring intern-type female reporters, you know, that are trying to get a job while buttering some guy up, and the guy's thinking, if I say the right stuff, I'll wind up in my hotel with her.
[02:24:41.626 --> 02:24:44.168]  I mean, let's be frank, this is what's going on.
[02:24:44.824 --> 02:24:48.067]  And little does he know, she's actually a freedom fighter.
[02:24:48.607 --> 02:24:52.611]  She is a freedom fighter like anybody you've ever seen in history.
[02:24:53.371 --> 02:24:57.455]  And he's saying that Facebook has to be broken up.
[02:24:57.515 --> 02:25:01.778]  That no king in history ever ruled 2 billion people.
[02:25:02.919 --> 02:25:03.259]  Alright?
[02:25:03.560 --> 02:25:06.262]  And that Mark Zuckerberg already is that king.
[02:25:07.270 --> 02:25:33.466]  So yes, Mark Zuckerberg, who put something like $450 to $500 million into defeating Trump in the last election cycle by funneling money to just Democrat precincts and districts to get out the vote, paying for the drop boxes, paying overtime for all of these Democrat precinct officials, only in Democrat areas.
[02:25:34.520 --> 02:25:36.640]  He already considers himself a god.
[02:25:36.741 --> 02:25:41.582]  He considers himself way above obeying any local national law.
[02:25:41.922 --> 02:25:43.542]  To mark Zuckerberg a U.S.
[02:25:43.602 --> 02:25:49.223]  law or a Belgian law or a Uganda law, that's just a little hassle.
[02:25:49.243 --> 02:25:56.105]  That's like avoiding a speed trap in some podunk town in Kansas or West Virginia.
[02:25:56.738 --> 02:26:02.021]  To Mark Zuckerberg, these are literally the ants at the picnic, these laws.
[02:26:02.641 --> 02:26:04.723]  These are things that you just have to work around.
[02:26:05.143 --> 02:26:11.386]  He already is, I think, in his own perception, that AI transformed superhuman.
[02:26:12.027 --> 02:26:24.894]  So at this point, the United States, we have a government, but really, our politicians, from Biden to McConnell to all of them, with the exception of some freedom fighters,
[02:26:25.441 --> 02:26:33.065]  You know, the Matt Gaetz's and the DeSantis's, they're trying, but they're such a tiny percentage, they really can't move the needle.
[02:26:33.905 --> 02:26:52.794]  The CCP, the Chinese Communist Party, has so infiltrated our country, buying off universities, buying off corporations through deals where, you know, if you don't, if we can't send our people to your corporation in America, where they'll essentially be spies, then you're not going to do business in China.
[02:26:53.334 --> 02:26:54.475]  Between big tech
[02:26:55.131 --> 02:27:12.554]  If you make a conglomerate out of Google Alphabet, Facebook, and Twitter, if you make that into a conglomerate, they have the other great power pole, along with Chairman Xi in Beijing.
[02:27:13.014 --> 02:27:16.515]  Those are the two real power players in the world.
[02:27:16.675 --> 02:27:22.176]  When we're looking at an American politician today, we're like a Brit in, say, the 1950s
[02:27:23.891 --> 02:27:27.393]  Coasting on past memories of the glories of Great Britain.
[02:27:28.233 --> 02:27:35.057]  But in reality, the Navy of World War II has been scrapped, it's a welfare state, and it's broke.
[02:27:35.757 --> 02:27:37.518]  That's the United States right now.
[02:27:38.139 --> 02:27:49.365]  So, the Brits in the 1950s thought, we're still a world power, we still have a Navy, you know, are we going to vote for Attlee or are we going to vote for Churchill or whoever, you know, but it didn't matter.
[02:27:50.165 --> 02:27:51.706]  The UK was done.
[02:27:52.341 --> 02:28:01.903]  The power had moved on to the United States of America in a battle with global communism at the time, the Soviet Union and the beginning of communist China.
[02:28:02.603 --> 02:28:08.444]  Now the power has moved on from the United States, totally moved on.
[02:28:08.924 --> 02:28:14.905]  Now the power is balanced between communist China and these tech giants.
[02:28:15.685 --> 02:28:20.526]  Our military at this point has, and it's obvious, it's become a joke.
[02:28:21.249 --> 02:28:22.150]  It's become a joke.
[02:28:22.210 --> 02:28:28.254]  It's been taken over, it's been infiltrated, and it's become just a woke shadow of itself.
[02:28:28.974 --> 02:28:31.036]  Yes, we still have aircraft carriers.
[02:28:31.676 --> 02:28:38.100]  However, the aircraft carriers of today are the equivalent of a battleship in 1940.
[02:28:38.701 --> 02:28:43.104]  Very impressive if you don't understand the next stage of warfare.
[02:28:43.704 --> 02:28:47.787]  Not impressive if you understand that dive bombers can take them out.
[02:28:48.484 --> 02:29:01.132]  So our aircraft carriers, which are very impressive, and when they sail through the South China Sea, it looks powerful, but today China can take them out if they're anywhere near China.
[02:29:02.033 --> 02:29:10.358]  Our aircraft carriers can't get close enough to Taiwan to defend Taiwan without them being destroyed by Chinese missiles.
[02:29:11.081 --> 02:29:28.932]  And I'll talk about this some more, but when you think about the missile wars of, say, 30 years ago, Desert Storm, when those Scud-2s were fired, they were like a World War II V-2 rocket, plus or minus a mile, wherever they land, who knows, inertial guidance.
[02:29:29.572 --> 02:29:35.055]  Have you seen how the Falcon X boosters land on a barge in the middle of the ocean?
[02:29:36.316 --> 02:29:39.778]  Controlling things coming in from space has evolved
[02:29:40.222 --> 02:29:43.004]  To a fine point.
[02:29:43.265 --> 02:29:55.495]  Any warships, including our aircraft carriers, that are anywhere near China are as obsolete as the battleships going into World War II.
[02:29:56.035 --> 02:29:57.416]  It's just passé.
[02:29:57.857 --> 02:30:00.719]  And we haven't learned this yet, like the Brits in the 1950s.
[02:30:02.079 --> 02:30:07.141]  We're still coasting on memories of our past glory and military power.
[02:30:07.661 --> 02:30:09.261]  And that day is sunsetting.
[02:30:09.802 --> 02:30:14.363]  And America is in for some very rude awakenings in the near future.
[02:30:14.763 --> 02:30:18.084]  Military, economic, social, and in other areas.
[02:30:18.665 --> 02:30:31.669]  And I'm going to continue talking on the other side about the vaccine and what it means in terms of the superhumans transforming the world and just treating us like ants.
[02:30:32.250 --> 02:30:37.032]  That's exactly what's going on with COVID and the so-called COVID vaccines.
[02:30:37.112 --> 02:30:39.493]  And we're going to explore this more on the other side.
[02:30:40.173 --> 02:30:46.835]  You know, a lot of people, a lot of people would like to get my books, but they don't want to participate with Amazon.
[02:30:46.875 --> 02:30:47.815]  And I understand that.
[02:30:49.056 --> 02:30:53.077]  You can also get my books using PayPal or my PO address.
[02:30:54.218 --> 02:30:59.019]  Anyway, we're in a hard, we're in a very hard spot now.
[02:31:00.040 --> 02:31:01.100]  We are, we are seeing,
[02:31:02.040 --> 02:31:05.302]  All of our paradigms smashed.
[02:31:06.864 --> 02:31:11.227]  Michael Yan, who I consider really brilliant, he's just an unusual guy.
[02:31:11.267 --> 02:31:13.268]  He's a former Green Beret officer.
[02:31:13.348 --> 02:31:20.013]  Now he has spent decades traveling to the hell holes of the world to understand revolutions and civil wars.
[02:31:21.254 --> 02:31:27.479]  And he's been doing this on a shoestring budget, just putting out his own Michael Yan dispatches.
[02:31:28.314 --> 02:31:43.021]  And something he wrote a couple weeks ago that has really stuck with me is, if you keep being surprised, if your paradigm doesn't explain what you're observing, then your paradigm is wrong and you need to scrap it.
[02:31:43.481 --> 02:31:51.165]  And you need to come up with a new paradigm and keep working on it until it fits what you're observing.
[02:31:52.085 --> 02:31:59.569]  Because people tend to cling, like those 1950s Brits, clinging to the glories of a bygone Great Britain.
[02:32:00.410 --> 02:32:07.194]  It didn't serve them because they were becoming a second and then a third tier minor European power.
[02:32:07.914 --> 02:32:11.056]  Now they have about a quarter of the Navy of Spain.
[02:32:11.076 --> 02:32:16.119]  The Brits can barely send a destroyer to the Med these days.
[02:32:16.139 --> 02:32:18.600]  I mean, it's absolutely pathetic.
[02:32:19.284 --> 02:32:23.786]  But it would have helped the Brits if they had understood where they were going long ago.
[02:32:23.826 --> 02:32:28.668]  They wouldn't have channeled themselves into socialism and becoming a welfare state.
[02:32:29.228 --> 02:32:34.411]  You can't have a universal benefits welfare state and also be a great power.
[02:32:34.891 --> 02:32:36.091]  They didn't understand it.
[02:32:36.652 --> 02:32:38.772]  And by the time they woke up, it was too late.
[02:32:38.832 --> 02:32:46.896]  They'd imported millions of people that have no love of England, no love of Britain, and really are just there for the welfare.
[02:32:47.978 --> 02:32:49.820]  And this is the path that we're going down.
[02:32:50.400 --> 02:32:59.768]  So Michael Yan is right now, apparently he's got a sponsor, because I watched Steve Bannon's War Room.
[02:32:59.808 --> 02:33:01.649]  It's a terrific show in the morning.
[02:33:02.570 --> 02:33:07.534]  And he's satellite videoing in, which is very difficult and expensive.
[02:33:08.217 --> 02:33:14.260]  From the border, currently the border of Panama, actually the bottom of the Pan-American Highway.
[02:33:15.020 --> 02:33:18.822]  The Pan-American Highway does not run all the way across Panama.
[02:33:19.362 --> 02:33:23.264]  The bottom 30 miles of Panama is called the Darien Gap.
[02:33:23.864 --> 02:33:28.406]  And it's unbelievable in the 21st century, there's no road through it.
[02:33:28.526 --> 02:33:32.528]  It belongs to pirates and criminals and cartels and gangsters.
[02:33:33.058 --> 02:33:33.959]  It's just crazy.
[02:33:34.019 --> 02:33:37.461]  People have to either pay their way through it or take a boat around it.
[02:33:37.962 --> 02:33:41.464]  But the Pan American Highway starts on the north end of the Darien Gap.
[02:33:42.465 --> 02:33:50.071]  Under Trump, the people were staying in Central America.
[02:33:51.092 --> 02:33:53.393]  They knew that they couldn't get into the United States.
[02:33:53.453 --> 02:33:59.818]  If you're going to come all the way to the border of the USA and be stuck in a Mexican holding camp, people stopped coming.
[02:33:59.838 --> 02:34:00.599]  It wasn't worth it.
[02:34:01.517 --> 02:34:02.918]  Obviously, we know what's happened.
[02:34:02.998 --> 02:34:06.239]  Biden, last year during the debates, he said, come one, come all.
[02:34:06.299 --> 02:34:08.940]  Everybody gets, you know, health care, education.
[02:34:09.420 --> 02:34:11.160]  That started ringing the dinner bell.
[02:34:12.041 --> 02:34:14.562]  And when he was elected, people started packing.
[02:34:15.502 --> 02:34:27.366]  Now, Michael Yan reports that in Panama, the government of Panama under Trump had been holding people that were coming from all over the world and making their way to Panama.
[02:34:27.406 --> 02:34:29.607]  We're talking about from China, from Africa.
[02:34:30.890 --> 02:34:36.511]  And with deals made with Trump, they were holding them and sending them back to their home countries.
[02:34:37.231 --> 02:34:41.712]  Well, they're now overrun because of Biden's ringing the dinner bell.
[02:34:42.593 --> 02:34:58.816]  So now the government of Panama is taking old surplus American school buses that they have plenty of down there, and they are running the immigrants, the migrants, up the length of Panama as fast as they can to the border of Guatemala.
[02:34:59.858 --> 02:35:01.778]  Full speed, no waiting.
[02:35:02.358 --> 02:35:06.999]  And that's happening in each country now, all the way up to the Mexican border.
[02:35:07.659 --> 02:35:12.220]  Don't think for a minute that these people are walking thousands of miles to get there.
[02:35:12.920 --> 02:35:14.981]  They're taking buses, they're getting paid.
[02:35:15.161 --> 02:35:18.761]  If they can't pay cash, they're being raped or extorted in other ways.
[02:35:19.461 --> 02:35:28.583]  They keep track of these people so that they can follow them once they're in the USA, because a lot of these people are virtually criminal indentured servants.
[02:35:29.093 --> 02:35:36.549]  When they reach the United States, like for example, the sex workers that were killed in Georgia the other day.
[02:35:37.248 --> 02:35:42.112]  Nobody's really giving much of a damn about them, but how did they get into the United States?
[02:35:42.653 --> 02:35:43.874]  And what was their deal?
[02:35:44.294 --> 02:36:01.729]  The fact is, a lot of these massage parlor Asian girls are sex slaves that are brought in with a wink and a nod, often flying in or sometimes at the border, but they owe their thong gangs years of prostitution to pay for their ticket.
[02:36:02.481 --> 02:36:06.162]  This is what the Biden administration is cooperating with now.
[02:36:06.642 --> 02:36:14.324]  They're now in bed with the cartels and the Chinese tongs, you know, with the worst gangsters in humanity.
[02:36:14.745 --> 02:36:18.486]  They're in bed and encouraging this mass flood.
[02:36:18.926 --> 02:36:22.567]  And we have only seen the priming of the pump.
[02:36:23.127 --> 02:36:26.788]  What we're seeing in the last couple weeks is literally
[02:36:27.489 --> 02:36:32.311]  The drips through the dam before the dam breaks open.
[02:36:32.951 --> 02:36:36.493]  Because all around the world, the word has gone out.
[02:36:37.013 --> 02:36:39.534]  America is wide open.
[02:36:39.894 --> 02:36:43.356]  And if you get to America, they will not kick you out.
[02:36:43.816 --> 02:36:51.239]  You will get free health care, free education, free housing or subsidized housing, and a chance for a job.
[02:36:51.899 --> 02:36:53.760]  You'll be straight on the welfare rolls.
[02:36:54.780 --> 02:36:56.381]  And if the Democrats
[02:36:57.506 --> 02:37:11.513]  Pass HR1, which is the legalized corrupt voting act, which takes the worst aspects of the 2020 election and makes them law.
[02:37:12.074 --> 02:37:20.018]  If this passes 50 to 50 with Kamala Harris deciding, that's officially the end of the United States.
[02:37:20.098 --> 02:37:21.518]  We're not a free country anymore.
[02:37:22.059 --> 02:37:24.260]  At that point, we're just the U.S.S.A.
[02:37:25.040 --> 02:37:29.221]  Because not one election in the future will matter worth one damn.
[02:37:30.181 --> 02:37:34.442]  And I don't know if we can stop them because they're talking about H.R.
[02:37:34.742 --> 02:37:48.645]  1 being a civil rights matter and should the filibuster, meaning needing 60 votes to move a bill to a final vote, if they get rid of the filibuster for H.R.
[02:37:48.905 --> 02:37:52.226]  1 by calling it a civil rights law, that's it.
