[00:00:10.320 --> 00:00:11.840]  Attention!
[02:58:58.148 --> 02:58:59.669]  Answer the question.
[02:58:59.669 --> 02:59:00.669]  No, stand down.
[02:59:01.709 --> 02:59:12.652]  We told the police to stand down in Kenosha, Seattle, Portland, Chicago, Boston, New York, Los Angeles, and San Francisco.
[02:59:12.652 --> 02:59:13.972]  And you know what?
[02:59:13.972 --> 02:59:17.813]  These Trump supporters are going to go to your house.
[02:59:17.813 --> 02:59:19.633]  They're going to go to Pelosi's house.
[02:59:19.633 --> 02:59:21.534]  They'll destroy her vineyards.
[02:59:21.534 --> 02:59:25.295]  And I will be right there to support them.
[02:59:25.295 --> 02:59:26.855]  Don't you say it's enough?
[02:59:26.855 --> 02:59:28.416]  No, no, shut up!
[02:59:28.416 --> 02:59:28.756]  Shut up!
[02:59:31.269 --> 02:59:33.150]  Shut the f**k up!
[02:59:33.150 --> 02:59:34.070]  Shut the f**k up!
[02:59:34.070 --> 02:59:35.370]  This is a racist!
[02:59:35.370 --> 02:59:36.931]  He's an anti-Semite!
[02:59:36.931 --> 02:59:42.993]  He said if you criticize Obama, you're a racist, but he criticized him against the Iranian deal!
[02:59:42.993 --> 02:59:46.814]  Not only are you a racist, Schumer, you're a hypocrite!
[02:59:46.814 --> 02:59:48.134]  Take your hands off me!
[02:59:48.134 --> 02:59:49.455]  Six feet!
[02:59:49.455 --> 02:59:50.555]  Six feet!
[02:59:50.555 --> 02:59:51.475]  This don't!
[02:59:51.475 --> 02:59:52.276]  No!
[02:59:52.276 --> 02:59:52.936]  Six feet!
[02:59:53.616 --> 02:59:55.297]  I love how she uses her own BS against him.
[02:59:55.297 --> 03:00:01.319]  So what's happening, Laura Loomer, is everywhere, including a lot of liberals I know who are old-fashioned liberals, they're pissed.
[03:00:01.319 --> 03:00:02.439]  They get tyranny.
[03:00:02.439 --> 03:00:10.402]  They're like, you tell people to burn down neighborhoods, but people actually go march and throw a little bit of a fit, and you kill a woman, and then you act like you were in Pearl Harbor?
[03:00:10.402 --> 03:00:11.623]  I mean, Schumer is crazy.
[03:00:13.140 --> 03:00:16.122]  I just have to say, I love that lady.
[03:00:16.122 --> 03:00:17.763]  It's just great.
[03:00:17.763 --> 03:00:21.066]  I love watching politicians get confronted in public.
[03:00:21.066 --> 03:00:25.109]  Man, I mean, she really gave it to them, but that's the whole thing about their hypocrisy, right?
[03:00:25.109 --> 03:00:30.032]  They say, oh yeah, you can't protest, but if you're a Black Lives Matter, you can protest.
[03:00:30.032 --> 03:00:32.574]  Oh, get away, you're going to give me COVID, and then who's that?
[03:00:32.574 --> 03:00:36.657]  We can't protest, but Black Lives Matter can burn down community housing.
[03:00:38.223 --> 03:00:41.686]  But, you know, bravo to this woman and we need more people to speak out this way.
[03:00:41.686 --> 03:00:42.447]  And she's right.
[03:00:42.447 --> 03:00:42.927]  She's right.
[03:00:42.927 --> 03:00:45.029]  Everything that she said was was on point.
[03:00:45.029 --> 03:00:53.277]  And, you know, if you recall, Pelosi's house has already been visited because, you know, two years ago I put illegal aliens on her lawn.
[03:00:53.277 --> 03:00:54.198]  So she's right, though.
[03:00:54.198 --> 03:00:55.138]  People are going to start.
[03:00:55.959 --> 03:00:59.542]  You know, confronting politicians and rightfully so.
[03:00:59.542 --> 03:01:00.903]  And that's what the left does, right?
[03:01:00.903 --> 03:01:03.245]  They encourage people to confront.
[03:01:03.245 --> 03:01:04.467]  That's what Maxine Waters said.
[03:01:04.467 --> 03:01:09.871]  She said, oh, if you see someone in the Trump administration, make sure you make them feel really uncomfortable.
[03:01:09.871 --> 03:01:11.393]  And that's what the left is doing.
[03:01:11.393 --> 03:01:19.800]  I saw today that they just appointed AOC to this made up new committee they made in Congress called the Committee on Combating Misinformation.
[03:01:20.760 --> 03:01:26.964]  And AOC's already on Twitter advocating for Parler to be shut down, for Telegram to be shut down, and what are they going to do?
[03:01:26.964 --> 03:01:28.505]  Just deem every single conservative?
[03:01:28.505 --> 03:01:35.709]  Well that was my next question is, you talk about organized crime racketeering, their government wants things shut down, then corporations do it.
[03:01:36.329 --> 03:01:37.451]  Where is Congress?
[03:01:37.451 --> 03:01:38.472]  Where are the states?
[03:01:38.472 --> 03:01:40.916]  This is like an avalanche of tyranny.
[03:01:40.916 --> 03:01:45.242]  But here's Mitt Romney getting confronted again in an airport.
[03:01:45.242 --> 03:01:47.685]  And he got confronted on the plane by other people.
[03:01:47.685 --> 03:01:51.170]  So the good news is, we're not violent, but we're confronting these traitors.
[03:01:51.170 --> 03:01:52.652]  Here it is.
[03:01:52.652 --> 03:01:53.213]  How you doing?
[03:01:55.703 --> 03:01:56.343]  Put your mask down.
[03:01:56.343 --> 03:01:57.223]  I love it.
[03:01:57.223 --> 03:01:58.124]  Don't tell me what to do.
[03:01:58.124 --> 03:01:58.524]  Pause.
[03:01:58.524 --> 03:02:00.564]  Oh look, put your mask on.
[03:02:00.564 --> 03:02:02.864]  Because we did the numbers.
[03:02:02.864 --> 03:02:04.985]  61,000 more people died in 2020 than the year before.
[03:02:04.985 --> 03:02:06.265]  And normally it's an even bigger increase.
[03:02:06.265 --> 03:02:08.426]  It's a population increase and baby boomers.
[03:02:08.426 --> 03:02:09.426]  It's all about their control.
[03:02:09.426 --> 03:02:10.226]  Put your mask on.
[03:02:10.226 --> 03:02:10.666]  No.
[03:02:10.666 --> 03:02:11.346]  F.U.
[03:02:11.346 --> 03:02:13.066]  Mitt Romney, you globalist.
[03:02:13.066 --> 03:02:17.647]  Let's start it over.
[03:02:17.647 --> 03:02:18.127]  How you doing?
[03:02:18.127 --> 03:02:21.048]  Put your mask down.
[03:02:22.133 --> 03:02:23.094]  Don't tell me what to do.
[03:02:23.094 --> 03:02:25.596]  Please put your mask on, it's required by law.
[03:02:25.596 --> 03:02:26.757]  I'm standing six feet away.
[03:02:26.757 --> 03:02:27.978]  I'm sorry.
[03:02:27.978 --> 03:02:29.559]  Okay, I'll tell you what, because you know what?
[03:02:29.559 --> 03:02:31.641]  I'm going to go ahead and do it because I want to have a chat with you.
[03:02:31.641 --> 03:02:33.182]  Why aren't you supporting President Trump?
[03:02:33.182 --> 03:02:37.386]  I do support the things President Trump does, I think I agree with.
[03:02:37.386 --> 03:02:38.747]  You're not supporting him.
[03:02:38.747 --> 03:02:43.050]  I'm sorry, I do agree with many of the things he's done and all that, but it's foreign and I support those things.
[03:02:43.050 --> 03:02:46.914]  Are you going to support him in the fraudulent votes, sis?
[03:02:46.914 --> 03:02:47.954]  No, I'm not.
[03:02:47.954 --> 03:02:48.295]  Why not?
[03:02:50.096 --> 03:02:52.158]  I'm sorry, can you say that again?
[03:02:52.158 --> 03:02:55.160]  Well, you haven't supported him and you didn't even support him in the election.
[03:02:55.160 --> 03:02:55.220]  Why?
[03:03:14.099 --> 03:03:18.963]  You were voted in as a conservative to represent the conservative constituents.
[03:03:18.963 --> 03:03:19.463]  Period.
[03:03:19.463 --> 03:03:22.205]  Actually, that's not how the Constitution works.
[03:03:22.205 --> 03:03:22.565]  It is.
[03:03:22.565 --> 03:03:24.627]  You're voted in to represent us.
[03:03:24.627 --> 03:03:25.127]  You work for us.
[03:03:25.127 --> 03:03:25.748]  Holden Borders.
[03:03:25.748 --> 03:03:26.408]  New World Order.
[03:03:26.408 --> 03:03:27.049]  Constitution.
[03:03:29.588 --> 03:03:30.208]  Exactly.
[03:03:30.208 --> 03:03:31.249]  And I am from Utah.
[03:03:31.249 --> 03:03:32.910]  Trump supported his election, by the way.
[03:03:32.910 --> 03:03:33.611]  I voted, I know.
[03:03:33.611 --> 03:03:35.071]  There's a lot of people that didn't vote for you.
[03:03:35.071 --> 03:03:36.492]  Look at that parasite.
[03:03:36.492 --> 03:03:37.793]  We'll make sure of that one.
[03:03:37.793 --> 03:03:40.855]  You'll burn it, Al.
[03:03:40.855 --> 03:03:41.355]  You admit it.
[03:03:41.355 --> 03:03:41.876]  You know it.
[03:03:41.876 --> 03:03:43.256]  You know it's coming.
[03:03:43.256 --> 03:03:49.781]  They didn't want you in there anyway, so to be honest with you, I wouldn't be surprised if you weren't even voted in legally.
[03:03:49.781 --> 03:03:50.661]  Trump is a juggernaut.
[03:03:50.661 --> 03:03:52.762]  Your legacy is nothing.
[03:03:52.762 --> 03:03:54.403]  You're a joke.
[03:03:54.403 --> 03:03:55.044]  Absolute joke.
[03:03:55.939 --> 03:03:57.181]  It's disgusting, Shane.
[03:03:57.181 --> 03:04:01.186]  Alright, let's show Lindsey Lightfoot Graham.
[03:04:01.186 --> 03:04:03.188]  Let's go to PillowBotter here real quick.
[03:04:03.188 --> 03:04:04.490]  Here's Lindsey Graham getting confronted.
[03:04:05.796 --> 03:04:06.957]  You traitor!
[03:04:06.957 --> 03:04:08.098]  You traitor!
[03:04:08.098 --> 03:04:09.278]  You traitor!
[03:04:09.278 --> 03:04:11.160]  You're a traitor!
[03:04:11.160 --> 03:04:14.222]  Lindsey Graham, you are a traitor to the country!
[03:04:14.222 --> 03:04:15.983]  You know it was me, do you?
[03:04:15.983 --> 03:04:21.967]  See, I have a bunch of security at these rallies because everybody's kissing me and grabbing me and taking my hand, which I love, and I gotta get to places.
[03:04:21.967 --> 03:04:24.970]  He has the courage because everybody hates him.
[03:04:24.970 --> 03:04:27.471]  I'm not trying to brag, but I'm like Elvis Presley.
[03:04:27.471 --> 03:04:30.654]  They love me and I love them too, but he has the courage because they all hate him.
[03:04:30.654 --> 03:04:31.114]  Let's continue.
[03:04:32.930 --> 03:04:41.936]  All right, this goes on and on.
[03:04:41.936 --> 03:04:43.617]  Laura, we love you.
[03:04:43.617 --> 03:04:46.759]  I'm talking about trying to get you to do reporting for InfoWars.
[03:04:46.759 --> 03:04:48.260]  But great job running for Congress.
[03:04:48.260 --> 03:04:52.823]  Great job getting way more points than anybody else that ever got running against those people.
[03:04:52.823 --> 03:04:54.504]  And we love you and we appreciate you.
[03:04:54.504 --> 03:04:56.606]  And again, people are like, oh, poor Laura Loomer.
[03:04:56.606 --> 03:04:56.766]  Yeah.
[03:04:57.608 --> 03:05:02.671]  You've been picked out, and now it's going to be everybody, so we need to really do something.
[03:05:02.671 --> 03:05:10.535]  You know, people say, people say, poor Laura Loomer, but when I see videos like that, I know that yes, I may be banned, but my story is inspiring others.
[03:05:10.535 --> 03:05:15.218]  And that's called getting loomered, what you just saw on the screen right there.
[03:05:15.218 --> 03:05:17.439]  And nobody was doing that prior to me.
[03:05:17.439 --> 03:05:19.541]  And so I- Isn't that the answer?
[03:05:19.541 --> 03:05:23.503]  That we all nicely confront them everywhere, peacefully?
[03:05:24.349 --> 03:05:32.175]  Yep, I have emboldened people to start fighting back peacefully and holding their elected officials accountable, and that is something nobody was doing prior to me.
[03:05:32.175 --> 03:05:53.912]  And so, you're right, and I'm not going to stop fighting, I'm not going to give up, and hopefully our troubles and our experience as the canary in the coal mine will empower others and hopefully awaken people, because what is the irony that President Trump's administration didn't do anything to address tech censorship and now he's about to be more banned than you and I combined?
[03:05:54.252 --> 03:05:56.473]  By the way, he admits that was a failure.
[03:05:56.473 --> 03:05:57.273]  He admits it now.
[03:05:57.273 --> 03:05:58.153]  I mean, he knows that now.
[03:05:58.153 --> 03:05:58.993]  Yeah.
[03:05:58.993 --> 03:06:10.077]  I mean, I tried to tell him he voted for me, and that's the irony of it, is that I would have been his congressional representative in Congress, and he literally voted for the most banned woman in the world, and I tried to warn them, but hopefully it's not too late.
[03:06:10.077 --> 03:06:13.838]  Hopefully, you know, solutions can be found, but... Well, that's right.
[03:06:13.838 --> 03:06:18.580]  We've got these globalists on top of us right now, but we're gonna fight back politically, and I pray to God.
[03:06:18.580 --> 03:06:19.760]  Alright, Laura Limber, thank you so much.
[03:06:20.663 --> 03:06:21.724]  Yeah, thank you.
[03:06:21.724 --> 03:06:22.624]  Amazing, amazing.
[03:06:22.624 --> 03:06:25.526]  So now Homeland Security pulls her out when she flies back to the U.S.
[03:06:25.526 --> 03:06:27.448]  and asks her about her political views.
[03:06:27.448 --> 03:06:28.489]  John Rappaport's coming up.
[03:06:28.489 --> 03:06:30.350]  I'm going to introduce him straight ahead.
[03:06:30.350 --> 03:06:32.251]  He's got a lot of news to cover.
[03:06:32.251 --> 03:06:35.073]  The medical tyranny is way past already being here.
[03:06:39.531 --> 03:06:41.751]  TheResistance.video.
[03:06:41.751 --> 03:06:44.172]  TheResistance.video.
[03:06:44.172 --> 03:06:46.392]  TheResistance.video.
[03:06:46.392 --> 03:06:48.553]  TheResistance.video.
[03:06:48.553 --> 03:06:50.733]  TheResistance.video.
[03:06:50.733 --> 03:06:53.573]  TheResistance.video.
[03:06:53.573 --> 03:06:55.554]  Infowars.com.
[03:06:55.554 --> 03:06:57.514]  Newswars.com.
[03:06:57.514 --> 03:06:59.054]  Ban.video.
[03:06:59.054 --> 03:07:02.555]  And hundreds of other URLs we've launched have been banned.
[03:07:02.555 --> 03:07:07.556]  That's why every month we launch a new URL before they ban it.
[03:07:08.516 --> 03:07:09.216]  We're good.
[03:07:39.042 --> 03:07:40.723]  Mountain Patriot in Colorado.
[03:07:40.723 --> 03:07:42.125]  Thank you for holding.
[03:07:42.125 --> 03:07:43.626]  How you doing, Alex?
[03:07:43.626 --> 03:07:45.047]  Man, I'm just working as hard as I can.
[03:07:45.047 --> 03:07:46.288]  We're in such a critical time, brother.
[03:07:46.288 --> 03:07:47.008]  How are you?
[03:07:47.008 --> 03:07:47.809]  I love you, man.
[03:07:47.809 --> 03:07:50.111]  I want to make a quick plug.
[03:07:50.111 --> 03:07:52.013]  That DNA Force, I love it.
[03:07:52.013 --> 03:08:08.506]  I've been using it quite a while, and I just went and looked at the ingredients again the other day, and I see that it contains quercetin, which, according to some published studies that Dr. Merkula has cited, is an ionophore similar to hydroxychloroquine.
[03:08:09.105 --> 03:08:14.529]  And it helps channel that zinc into the cells, so people might want to take a look at that.
[03:08:14.529 --> 03:08:28.038]  All I know is with DNA Force, we went out and looked at these high-end products that they sell through doctor clinics that aren't prescription, but the doctor sells like 300 bucks a bottle, because there's a lot of expensive products and it's really only cost them like 50 bucks.
[03:08:28.038 --> 03:08:32.741]  And so we basically cloned two different top brands together, and that's what produced this.
[03:08:32.741 --> 03:08:34.182]  So thanks for the plug.
[03:08:41.923 --> 03:08:51.289]  You're listening to the Alex Jones Show!
[03:08:51.289 --> 03:08:54.191]  You found it!
[03:08:54.191 --> 03:08:58.594]  The tip of the speaker!
[03:08:58.594 --> 03:09:00.855]  I'm your host, Alex Jones.
[03:09:00.855 --> 03:09:09.801]  And, investigative journalist, John Rapaport is about to take over from nomorefakenews.com.
[03:09:12.278 --> 03:09:15.899]  President Trump, I know he's not as powerful as Q, but he's close.
[03:09:15.899 --> 03:09:18.420]  He's like Canada.
[03:09:18.420 --> 03:09:20.501]  Like a little baby under it.
[03:09:20.501 --> 03:09:29.704]  He says, don't be violent, stand down, don't come to the Capitol, don't go to these events, because the feds are leading militias.
[03:09:29.704 --> 03:09:32.025]  And again, those feds go, he don't like militias!
[03:09:32.025 --> 03:09:35.106]  Didn't say that.
[03:09:35.106 --> 03:09:37.567]  They're leading militias into violence because
[03:09:40.011 --> 03:09:43.732]  Joe Biden doesn't have a leg to stand on.
[03:09:43.732 --> 03:09:45.613]  He has nothing.
[03:09:45.613 --> 03:09:48.394]  So the President's statement's up on Infowars.com.
[03:09:48.394 --> 03:09:49.275]  I suggest you read it.
[03:09:49.275 --> 03:09:51.416]  Trump knows we've won politically.
[03:09:51.416 --> 03:09:53.596]  People know the stolen election happened.
[03:09:53.596 --> 03:09:55.597]  People know Biden's about to hammer him.
[03:09:55.597 --> 03:10:02.880]  If they can change the subject to mass shootings or bombings, which you're not going to do, I know you're not going to do it, they're going to blame it on you.
[03:10:02.880 --> 03:10:06.582]  This is like guaranteed false flags next week.
[03:10:06.582 --> 03:10:07.162]  I bet you
[03:10:08.638 --> 03:10:16.606]  All the tea in India, that in seven days, there's been some mass shootings, some bombings, buildings invaded and crap, and it's going to be led by the feds.
[03:10:16.606 --> 03:10:18.748]  I was there, we walked right into it.
[03:10:18.748 --> 03:10:24.073]  I didn't know the Capitol Police themselves would stand down.
[03:10:24.073 --> 03:10:27.496]  And change the subject of our great victory there to peacefully protest.
[03:10:28.863 --> 03:10:31.365]  So the globalists are making their move because they're desperate.
[03:10:31.365 --> 03:10:38.290]  So I'm going to tell you right now, ladies and gentlemen, we need your financial support at importwarshaw.com because we've got great products.
[03:10:38.290 --> 03:10:45.776]  Food prices go up on Saturday to 2021 prices, but preparewithalex.com has $850 off of your supply.
[03:10:45.776 --> 03:10:48.578]  Other big discounts, other food packages, water filters, air filters.
[03:10:48.578 --> 03:10:50.920]  It ends in just a couple of days at preparewithalex.com.
[03:10:50.920 --> 03:10:53.041]  We've extended it just a few days, but that's it.
[03:10:53.041 --> 03:10:55.263]  And it's gone, I promise you, by Saturday.
[03:10:55.263 --> 03:10:56.124]  Preparewithalex.com.
[03:10:58.399 --> 03:11:00.180]  It's all about them getting you dependent on them.
[03:11:00.180 --> 03:11:03.343]  You want to have that backup plan and your purchase funds operational.
[03:11:03.343 --> 03:11:04.824]  A win-win.
[03:11:04.824 --> 03:11:06.365]  Separately, get the supplements.
[03:11:06.365 --> 03:11:07.245]  X2 back in stock.
[03:11:07.245 --> 03:11:08.186]  It was sold out for months.
[03:11:08.186 --> 03:11:09.087]  High quality.
[03:11:09.087 --> 03:11:10.888]  Deep Breath Crystallide on the very best out there.
[03:11:10.888 --> 03:11:12.009]  50% off.
[03:11:12.009 --> 03:11:13.930]  Pollen Block selling out.
[03:11:13.930 --> 03:11:15.191]  Winter Sun selling out.
[03:11:15.191 --> 03:11:16.292]  Still discounted.
[03:11:16.292 --> 03:11:17.332]  Living Defense selling out.
[03:11:17.332 --> 03:11:18.013]  Still discounted.
[03:11:19.759 --> 03:11:21.641]  Alpha Power selling out, still discounting.
[03:11:21.641 --> 03:11:27.745]  But we're going to go up in price next week because, you know, it'll take months to get more of it in, so we'll put it back to full price because it's a limited amount.
[03:11:27.745 --> 03:11:30.427]  So I want to thank you all for your support.
[03:11:30.427 --> 03:11:36.131]  Owen Schroer takes over in T-minus 37 minutes with The War Room.
[03:11:37.179 --> 03:11:38.219]  And so much more.
[03:11:38.219 --> 03:11:40.040]  Breaking news at Bandot Video.
[03:11:40.040 --> 03:11:42.940]  The only way the dog hunts is you share the articles and the videos.
[03:11:42.940 --> 03:11:44.361]  You're doing a great job.
[03:11:44.361 --> 03:11:46.401]  But man, we've got the answers at InfoWars.
[03:11:46.401 --> 03:11:47.161]  We've got the guests.
[03:11:47.161 --> 03:11:48.022]  We've got the intel.
[03:11:48.022 --> 03:11:49.022]  We've got it all.
[03:11:49.022 --> 03:11:49.922]  Thanks to your support.
[03:11:49.922 --> 03:11:51.522]  Thanks to God's graces.
[03:11:51.522 --> 03:11:52.563]  But we need to be heard.
[03:11:52.563 --> 03:11:54.583]  And only you can amplify us.
[03:11:54.583 --> 03:11:58.344]  Just like when I had that bullhorn trying to talk to 300,000 people or whatever at the Capitol.
[03:11:58.344 --> 03:12:00.164]  And I'm like, don't go in!
[03:12:00.164 --> 03:12:01.445]  Turn back!
[03:12:01.445 --> 03:12:02.225]  It's a Kent State.
[03:12:02.225 --> 03:12:03.845]  It's a setup!
[03:12:03.845 --> 03:12:06.586]  Well, 100 yards out, they turned and left with me.
[03:12:09.471 --> 03:12:10.471]  I went to Capitol Police.
[03:12:10.471 --> 03:12:11.692]  We released the body cam footage.
[03:12:11.692 --> 03:12:13.212]  I had off-duty D.C.
[03:12:13.212 --> 03:12:14.993]  police with us.
[03:12:14.993 --> 03:12:18.894]  Before a woman got killed, it was first start, and I said, please let me get on the PA system.
[03:12:18.894 --> 03:12:22.595]  I know you got a PA system, which they're now using to declare curfews and martial law.
[03:12:22.595 --> 03:12:25.276]  I said, I know you got a PA system.
[03:12:25.276 --> 03:12:26.576]  I don't know why you guys stood down.
[03:12:26.576 --> 03:12:28.136]  You gotta get me on the PA system.
[03:12:28.136 --> 03:12:29.457]  I'm Alex Jones.
[03:12:29.457 --> 03:12:30.297]  Leave the Capitol.
[03:12:31.871 --> 03:12:35.113]  They wouldn't let me, folks, because the top ordered it.
[03:12:35.113 --> 03:12:39.757]  And the cop that got the order, he's dead now, so we don't know who really did that, but you can see what happened here.
[03:12:39.757 --> 03:12:42.859]  So pray for us, pray for America, pray for President Trump.
[03:12:42.859 --> 03:12:47.902]  Incredible seven days before he leaves, and I'm telling you, Biden wants to change the subject with false flag terror.
[03:12:47.902 --> 03:12:51.584]  That's my view, that's my gut, so pray for peace and do not be part of this.
[03:12:51.584 --> 03:13:00.651]  If you go to the capitals, have your cameras out, call yourself press, you know, wear a red cross on you, say you're in the press, have a big shirt that says press or observer.
[03:13:01.611 --> 03:13:04.872]  And just be safe because this is The Globalist making their move.
[03:13:04.872 --> 03:13:06.013]  John Rappaport taking over.
[03:13:06.013 --> 03:13:15.557]  Here as always for our weekly chat.
[03:13:15.557 --> 03:13:22.839]  So I want to amplify what's been on the table here.
[03:13:22.839 --> 03:13:27.541]  Typical intelligence agency operation.
[03:13:27.541 --> 03:13:29.362]  You equate one thing with another.
[03:13:31.144 --> 03:13:47.917]  Now, as many of you know, since the fake pandemic broke out, I've been writing articles and talking about this incessantly, taking it apart piece by piece on so many different levels.
[03:13:47.917 --> 03:13:52.741]  Medical cartel at work.
[03:13:52.741 --> 03:13:55.804]  COVID lockdowns, COVID restrictions.
[03:13:56.477 --> 03:14:05.982]  COVID imprisonments, COVID stay in your homes, can't go out, all over the world.
[03:14:05.982 --> 03:14:17.809]  Imprisonment, shutdowns of businesses, destroyed businesses, bankruptcies, untold numbers of destroyed lives.
[03:14:17.809 --> 03:14:20.150]  That's the operation.
[03:14:20.150 --> 03:14:21.111]  But now you see,
[03:14:22.014 --> 03:14:30.680]  With the Capitol break-in and all of the aftershocks promoted by media and government.
[03:14:30.680 --> 03:14:38.765]  Oh, there's danger everywhere and all of these Trump supporters are getting ready to do horrible violence and so on and so on and so forth.
[03:14:38.765 --> 03:14:49.192]  The big equal sign is now protests against COVID lockdowns equals Capitol break-in.
[03:14:49.781 --> 03:14:51.002]  It's all the same thing.
[03:14:51.002 --> 03:14:52.342]  See, it's all the same people.
[03:14:52.342 --> 03:14:54.323]  It's all the same insanity.
[03:14:54.323 --> 03:14:56.284]  It's all anti-vaxxers.
[03:14:56.284 --> 03:14:59.005]  It's all anti-government insurrectionists.
[03:14:59.005 --> 03:15:03.027]  It's all... This is how they do it.
[03:15:03.027 --> 03:15:10.270]  This is a typical type covert op intelligence agency operation.
[03:15:10.270 --> 03:15:15.232]  Equating one thing with another in the people's minds.
[03:15:15.232 --> 03:15:16.752]  As mind control.
[03:15:16.752 --> 03:15:17.973]  As PSYOP.
[03:15:17.973 --> 03:15:18.073]  As...
[03:15:18.942 --> 03:15:47.547]  planned operation so that if, let's say, a hundred bereft business owners whose lives and businesses have been destroyed by the COVID lockdowns were to gather together in a protest today or tomorrow near a governor's office, the press would characterize it as
[03:15:48.593 --> 03:16:04.806]  A dangerous, copycat, potentially explosive, violent, capital-type break-in, D.C., January 6th, equals, equals, equals, equals, equals.
[03:16:04.806 --> 03:16:10.551]  That's intelligence agency mind control par excellence.
[03:16:10.551 --> 03:16:12.092]  That's what they do.
[03:16:12.092 --> 03:16:14.514]  That's how these ops are planned.
[03:16:14.514 --> 03:16:16.035]  That's the way they're carried out.
[03:16:17.117 --> 03:16:31.127]  Somewhere in the world the CIA gets the idea we have to maintain a dictator in power because he makes deals with mega corporations to loot and plunder his country and that's what we want.
[03:16:31.127 --> 03:16:38.972]  So let's take a look at the rebel force that is trying to unseat this dictator to have free elections.
[03:16:38.972 --> 03:16:42.314]  How can we characterize that rebel force?
[03:16:42.314 --> 03:16:45.016]  Oh, we'll say that they're actually
[03:16:45.632 --> 03:16:51.837]  Part of a cult that is killing children in the countryside.
[03:16:51.837 --> 03:16:59.443]  And we'll promote this idea, the equal sign, you see, in the press, on the radio, etc, etc, etc.
[03:16:59.443 --> 03:17:11.952]  And turn the people of that country against the rebel force that simply wants to have free elections and make them into demons and devils and thereby keep the dictator in power.
[03:17:11.952 --> 03:17:15.335]  It's just a typical intelligence agency operation.
[03:17:15.805 --> 03:17:27.403]  And that's what's going on now as a way of squashing the COVID protests against imprisonment.
[03:17:27.403 --> 03:17:28.044]  Stay tuned.
[03:17:28.044 --> 03:17:30.548]  There's a lot more right after the break.
[03:17:36.621 --> 03:17:50.640]  The pope came out yesterday and announced a global government corporate alliance to redistribute wealth and create a planetary universal income, which of course the United Nations and global corporations will control through the apps on your phone and finally a chip under your skin.
[03:17:50.640 --> 03:17:51.481]  It's all now
[03:17:51.601 --> 03:17:56.505]  Completely official part of the UN Great Reset of the Davos Group.
[03:17:56.505 --> 03:18:03.672]  And Klaus Schwab, all officially written about in hundreds of books by Schwab and Rockefeller Foundation, all the rest of them.
[03:18:03.672 --> 03:18:05.333]  Agenda 21, Agenda 2030, it's here.
[03:18:05.333 --> 03:18:10.718]  And only gets worse, like being fed into a wood chipper or a meat grinder, until you reject it all.
[03:18:12.529 --> 03:18:18.852]  And the rejection starts with realizing it's a spiritual battle, good versus evil, and stopping abortion.
[03:18:18.852 --> 03:18:21.033]  We must start valuing human life again.
[03:18:21.033 --> 03:18:27.917]  We must start saying that we are not expendable, that we are not disposable, that we are essential.
[03:18:27.917 --> 03:18:30.678]  Until we do that, we are all slaves.
[03:18:30.678 --> 03:18:34.080]  We must stand up and declare our basic God-given human rights now.
[03:18:36.773 --> 03:18:39.454]  Now is the time to get prepared.
[03:18:39.454 --> 03:18:41.915]  You gotta pray to God and get your soul ready.
[03:18:41.915 --> 03:18:44.416]  You gotta be prepared to physically defend yourself and your family.
[03:18:44.416 --> 03:18:50.658]  And you've also got to get things that allow you and your family to not be dependent on the system.
[03:18:50.658 --> 03:18:52.658]  That's why they want to bankrupt the economy.
[03:18:52.658 --> 03:18:56.079]  It's why they want to destroy the infrastructure of this nation.
[03:18:56.079 --> 03:19:00.661]  Because they want all of us on our knees so they can dictate our surrender to them.
[03:19:01.201 --> 03:19:05.263]  InfoWars is a critical organization in the fight against the globalists.
[03:19:05.263 --> 03:19:09.465]  And if you gave us straight up donations, that would be great because our work is important.
[03:19:09.465 --> 03:19:10.545]  We appreciate it.
[03:19:10.545 --> 03:19:16.908]  But we bring you great products so that you get high quality products at the same time as supporting the InfoWars 360 win.
[03:19:18.169 --> 03:19:32.194]  Well, we've only got a few days left to get 2020 prices before the prices go up on high quality storable food with huge discounts as big as $850 discount on a year's supply of food at InfoWarsStore.com.
[03:19:32.194 --> 03:19:36.535]  So take advantage of these sales right now at InfoWarsStore.com while you still can.
[03:19:36.535 --> 03:19:41.077]  Introducing InfoWars Life Pure Turmeric Extract.
[03:19:41.077 --> 03:19:43.617]  This is taken under the tongue.
[03:19:43.617 --> 03:19:44.738]  It is pure turmeric.
[03:19:45.797 --> 03:19:55.009]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[03:19:55.009 --> 03:20:00.856]  This is absorbed under the tongue, into the bloodstream, and then the remaining also is then absorbed by the stomach.
[03:20:00.856 --> 03:20:02.999]  So it's more of an intense delivery system.
[03:20:03.459 --> 03:20:06.680]  The two formulas are different, but both are concentrates.
[03:20:06.680 --> 03:20:08.520]  And our first product got rave reviews.
[03:20:08.520 --> 03:20:10.640]  We've now been testing this out for several months.
[03:20:10.640 --> 03:20:12.821]  Some of our staff like it more than bodies.
[03:20:12.821 --> 03:20:14.181]  Some like bodies better.
[03:20:14.181 --> 03:20:18.322]  For me, they're both amazing for their anti-inflammatory action and so much more.
[03:20:18.322 --> 03:20:19.502]  And they fund the InfoWare.
