[00:00:00.289 --> 00:00:01.812]  I don't think so.
[03:12:56.429 --> 03:12:56.850]  54% mortality.
[03:12:58.661 --> 03:13:02.705]  We know that this was chosen as the drug of choice.
[03:13:02.705 --> 03:13:08.009]  And so the drug of choice, of course, being one that was experimental.
[03:13:08.009 --> 03:13:14.655]  Did you know they didn't even give it an EAU until really solidly until October of 2020?
[03:13:14.655 --> 03:13:17.698]  They were just continuing to use it.
[03:13:17.698 --> 03:13:24.564]  Fauci even admits that they were just kind of hoping it would work and they were going to go ahead and manufacture it.
[03:13:25.467 --> 03:13:27.809]  Hmm, do you think he's in the pocket of Gilead?
[03:13:27.809 --> 03:13:30.391]  The ones that produced Remdesivir?
[03:13:30.391 --> 03:13:32.553]  And do they have a crystal ball?
[03:13:32.553 --> 03:13:37.537]  Back when we shut the nation down, there were 15 deaths, okay?
[03:13:37.537 --> 03:13:48.426]  And in February, he was already talking about, we need a vaccine, we are starting this trial, we're doing this trial, and here's the video.
[03:13:50.651 --> 03:13:56.114]  You've been, I think, quoted in the New England Journal of Medicine a few days ago as, well, it's probably less than 1%.
[03:13:56.114 --> 03:13:57.175]  No.
[03:13:57.175 --> 03:13:57.655]  Is that?
[03:13:57.655 --> 03:13:59.216]  Where do you think it's going to end up?
[03:13:59.216 --> 03:14:01.937]  Because we don't know the denominator.
[03:14:01.937 --> 03:14:03.779]  You said it, sir.
[03:14:03.779 --> 03:14:12.783]  If you look at the cases that have come to the attention of the medical authorities in China and you just do the math, the math is about 2%.
[03:14:12.783 --> 03:14:15.505]  If you look at... Wow.
[03:14:16.761 --> 03:14:19.982]  Well, there's Fauci for you.
[03:14:19.982 --> 03:14:25.043]  So what happened was they went ahead and they said Remdesivir.
[03:14:25.043 --> 03:14:27.584]  We think Remdesivir is going to be the drug of choice.
[03:14:27.584 --> 03:14:31.605]  Now ask yourself this, why did they ever need a vaccine then?
[03:14:31.605 --> 03:14:36.726]  Right out of the gate, he was talking about a vaccine clear in January.
[03:14:36.726 --> 03:14:38.487]  Okay, we have to have a vaccine.
[03:14:38.487 --> 03:14:41.307]  But if it's a mystery, why would you have to have a vaccine yet?
[03:14:41.307 --> 03:14:43.668]  You don't even know what you're dealing with, supposedly, right?
[03:14:44.545 --> 03:14:52.808]  So they come up with remdesivir and they start a trial February 21st, but then they only had about a thousand people in this study.
[03:14:52.808 --> 03:14:54.709]  And he called it high powered in front of Trump.
[03:14:54.709 --> 03:14:55.949]  It was high powered study.
[03:14:55.949 --> 03:14:59.350]  Do you want to know what the situation was though?
[03:14:59.350 --> 03:15:10.774]  The most people that even had COVID over just over 600 in China at the time and worldwide, they were just stumbling onto their very first cases.
[03:15:10.774 --> 03:15:13.435]  How did they even find that many people to study it on?
[03:15:14.400 --> 03:15:16.661]  Hmm, interesting, right?
[03:15:16.661 --> 03:15:25.606]  And the United States, we only had 153 supposed cases at the time, and they actually admitted later that it was a fraudulent test.
[03:15:25.606 --> 03:15:28.347]  As far as that goes, there's no COVID in this test, but we'll get to that.
[03:15:29.016 --> 03:15:31.117]  This is very interesting, this crystal ball.
[03:15:31.117 --> 03:15:32.017]  So I'm going to come back.
[03:15:32.017 --> 03:15:36.019]  I want to talk about this with you because there are some things that go along with this.
[03:15:36.019 --> 03:15:41.240]  This is all pieces of damning information people ask me for all the time in email.
[03:15:41.240 --> 03:15:49.283]  This is laid out in one hour for you so that you can understand a little bit more context of what's going on and by their own admission what's happening.
[03:15:49.283 --> 03:15:52.825]  I'm Kate Dally, your guest host, katedallyshow.com.
[03:15:52.825 --> 03:15:53.545]  I'll be right back.
[03:15:57.631 --> 03:16:03.974]  What if you could cut your heating bills this winter with your existing wood burning fireplace and not spend thousands doing it?
[03:16:03.974 --> 03:16:06.955]  You can with Great Wall of Fire Fireplace Grates.
[03:16:06.955 --> 03:16:07.395]  Our U.S.
[03:16:07.395 --> 03:16:15.538]  patented, made in America, wall of fire grates increase fireplace efficiency, eliminate fireplace smoke problems, and come with a 30 day money back guarantee.
[03:16:15.538 --> 03:16:19.780]  See our grates in action and get free shipping from wall of fire dot com or call 800-274-7364.
[03:16:19.780 --> 03:16:21.141]  Fireplace heat without fireplace smoke.
[03:16:21.141 --> 03:16:22.381]  Wall of fire dot com.
[03:16:27.967 --> 03:16:28.767]  Hey, everybody.
[03:16:28.767 --> 03:16:32.008]  Confused about staying healthy in a crazy COVID culture?
[03:16:32.008 --> 03:16:32.768]  Me too.
[03:16:32.768 --> 03:16:39.869]  But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[03:16:39.869 --> 03:16:44.270]  It's that immune system health can literally be the difference between life and death.
[03:16:44.270 --> 03:16:46.170]  You probably already believe that.
[03:16:46.170 --> 03:16:47.170]  I certainly do.
[03:16:47.170 --> 03:16:48.110]  So here's the thing.
[03:16:48.110 --> 03:16:56.432]  I wanted to get past the craziness and find out which plant-based substances actually have studies that demonstrate some efficacy in immune support.
[03:16:57.012 --> 03:17:02.436]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com.
[03:17:02.436 --> 03:17:03.797]  No cures or treatments there.
[03:17:03.797 --> 03:17:13.003]  Instead, little known but shocking immune system research and a breakthrough immune support product based on that research called Immune 10X.
[03:17:13.003 --> 03:17:13.923]  And the best part?
[03:17:13.923 --> 03:17:20.648]  You can go to the Stronger Defense website right now and claim your own supply of Immune 10X without paying anything today.
[03:17:20.648 --> 03:17:21.488]  Crazy, right?
[03:17:21.488 --> 03:17:25.471]  Learn more about this unusual limited time offer at StrongerDefense.com.
[03:17:25.471 --> 03:17:26.652]  That's StrongerDefense.com.
[03:17:27.873 --> 03:17:29.094]  Hi, I'm Dan Pilla.
[03:17:29.094 --> 03:17:33.018]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:17:33.018 --> 03:17:34.559]  I sued the IRS and won.
[03:17:34.559 --> 03:17:37.522]  I beat the IRS then, and I've been beating them ever since.
[03:17:37.522 --> 03:17:42.707]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:17:43.067 --> 03:17:44.268]  I can help you too.
[03:17:44.268 --> 03:17:47.191]  If you owe taxes you can't pay, don't wait another day.
[03:17:47.191 --> 03:17:49.412]  There's no such thing as a hopeless tax case.
[03:17:49.412 --> 03:17:53.856]  Call 800-34-NO-TAX or go to my website, DanPilla.com.
[03:17:53.856 --> 03:17:55.558]  That's DanPilla.com.
[03:17:55.558 --> 03:17:56.158]  DanPilla.com.
[03:17:58.337 --> 03:18:00.978]  UN-run contact tracers aren't coming.
[03:18:00.978 --> 03:18:01.879]  They're here.
[03:18:01.879 --> 03:18:16.627]  All over the world, from Australia to the United States, from Canada to Germany, these tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[03:18:16.627 --> 03:18:24.831]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[03:18:25.171 --> 03:18:26.992]  This is nothing less than martial law.
[03:18:26.992 --> 03:18:34.795]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[03:18:34.795 --> 03:18:38.156]  government military grade, at InfoWarsStore.com.
[03:18:38.156 --> 03:18:43.939]  We have the entire line of Silent Pocket ready to ship to you when you visit InfoWarsStore.com.
[03:18:43.939 --> 03:18:51.062]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[03:18:51.062 --> 03:18:51.782]  It's all there.
[03:18:52.522 --> 03:18:53.363]  We're good to go.
[03:19:15.552 --> 03:19:20.795]  BioRV Pro, BioMarine Pro, and BioPortaPro.
[03:19:20.795 --> 03:19:34.483]  For decades, oil companies and other major chemical corporations have been using patented, naturally occurring, specially bred bacteria to eat oil spills and other toxic waste disasters.
[03:19:34.483 --> 03:19:38.286]  That's how powerful these naturally occurring microbes are.
[03:19:38.286 --> 03:19:43.329]  The BioPro system is light years better than traditional enzymes that only work once.
[03:19:43.669 --> 03:19:47.773]  These bacteria begin to breed and live in your septic tank.
[03:19:47.773 --> 03:19:53.118]  And now it's available for the general public's use for the first time on the retail market.
[03:19:53.118 --> 03:20:00.945]  Exclusively available at thebiopros.com.
[03:20:00.945 --> 03:20:03.608]  You're listening to the Alex Jones Show.
[03:20:17.239 --> 03:20:18.922]  I am Kay Daly, your guest host today.
[03:20:18.922 --> 03:20:25.491]  Big thank you to Alex and I'll tell you what, we have some damning information and I cannot wait to give this to you.
[03:20:25.491 --> 03:20:26.953]  So let's continue on, shall we?
[03:20:28.297 --> 03:20:42.300]  I was talking about the fact that they have a crystal ball and this remdesivir fraud from the very beginning that the drug they had picked, the vaccine that was already in production to come up with the billions, we'll get to that, of doses, right?
[03:20:42.300 --> 03:20:47.261]  And so this is a clip of Tony Fauci in the White House with Trump early on.
[03:20:47.261 --> 03:20:48.401]  This was January 28, 2020.
[03:20:48.401 --> 03:20:48.801]  Here you go.
[03:21:00.353 --> 03:21:07.260]  We have already started at the NIH and with many of our collaborators on the developing of a vaccine.
[03:21:07.260 --> 03:21:09.482]  Right now that's being prepared.
[03:21:09.482 --> 03:21:16.409]  I anticipate with some cautious optimism that we will be in a phase one trial within the next three months.
[03:21:17.685 --> 03:21:24.490]  An emerging infectious disease that has now reached outbreak proportions and likely pandemic proportions.
[03:21:24.490 --> 03:21:37.880]  If you look at, you know, by multiple definitions of what a pandemic is, the fact is this is multiple sustained transmissions of a highly infectious agent in multiple regions of the globe.
[03:21:40.381 --> 03:21:41.061]  How did they know?
[03:21:41.061 --> 03:21:42.702]  Interesting, right?
[03:21:42.702 --> 03:21:45.203]  It was like he was all prepped and ready.
[03:21:45.203 --> 03:21:51.305]  So those clips came from March and also in the White House on January 28th.
[03:21:51.305 --> 03:21:54.146]  He was already presenting this and talking about it.
[03:21:54.146 --> 03:21:58.248]  I mean, it's kind of amazing to me how he already knew.
[03:21:58.248 --> 03:22:02.449]  Knew the drug, knew exactly what we're supposed to do, except the drug wasn't good enough?
[03:22:02.449 --> 03:22:03.249]  Why not?
[03:22:03.249 --> 03:22:04.630]  Why did we need a vaccine, right?
[03:22:06.046 --> 03:22:18.334]  Also, Fauci stating that the mortality trended forward and data needed to be further analyzed to push Remdesivir on the unknowing public, really.
[03:22:18.334 --> 03:22:21.556]  And this started February 21st.
[03:22:21.556 --> 03:22:24.337]  How did they know which drug?
[03:22:24.337 --> 03:22:27.920]  Well, they picked it and it had failed the Ebola study because of too many deaths.
[03:22:28.911 --> 03:22:43.862]  Well, we had 30, let's see here, let's go, yeah, we had 35 cases in the country early, early on when he was already saying that we had to have a vaccine, which is kind of crazy.
[03:22:43.862 --> 03:22:51.108]  So let's go to the Savannah Guthrie clip of the Today Show when she was interviewing Fauci.
[03:22:52.056 --> 03:22:57.120]  The company that makes the drug has described a very complex process.
[03:22:57.120 --> 03:22:58.101]  This is not easy.
[03:22:58.101 --> 03:22:58.761]  It's not a pill.
[03:22:58.761 --> 03:22:59.902]  It's intravenous.
[03:22:59.902 --> 03:23:02.965]  It takes months and months to manufacture.
[03:23:02.965 --> 03:23:08.169]  Are you confident that enough can be out there soon enough to make a difference here?
[03:23:10.526 --> 03:23:17.868]  Well, what I'm hearing, Savannah, is that the company is really committed to get it out as much as they can, as quickly as they can.
[03:23:17.868 --> 03:23:21.269]  So I would hope that that actually winds up being the case.
[03:23:21.269 --> 03:23:24.129]  I'm pretty confident that that will be the case.
[03:23:24.129 --> 03:23:34.212]  Into the next phase, we're going to, safely and carefully, but as quickly as we possibly can, try and get an answer as to whether it works and is safe.
[03:23:34.212 --> 03:23:34.772]  And if so,
[03:23:35.612 --> 03:23:39.475]  We're going to start ramping up production with the companies involved.
[03:23:39.475 --> 03:23:40.596]  And you do that at risk.
[03:23:40.596 --> 03:23:45.661]  In other words, you don't wait until you get an answer before you start manufacturing.
[03:23:45.661 --> 03:23:52.927]  You, at risk, proactively start making it, assuming it's going to work.
[03:23:52.927 --> 03:23:53.808]  Assume he did?
[03:23:53.808 --> 03:23:54.329]  Wow!
[03:23:54.329 --> 03:23:56.771]  That was some good assumption, huh?
[03:23:57.890 --> 03:24:06.037]  Well, it's almost weird to go back, isn't it, and really look at what they were saying, because this was such an experiment.
[03:24:06.037 --> 03:24:12.123]  The experiment wasn't going that well anyway, but they said it was safe and effective, and then no one questioned it.
[03:24:12.123 --> 03:24:14.485]  Amazing, isn't it?
[03:24:14.485 --> 03:24:17.107]  All right, and so let's go to this.
[03:24:17.107 --> 03:24:24.314]  Then Brian Ardis revealed exactly about remdesivir, what people needed to know about this drug.
[03:24:26.158 --> 03:24:28.959]  It's been approved since, but it wasn't before the pandemic.
[03:24:28.959 --> 03:24:37.143]  We're going to use this non-FDA approved drug called Remdesivir because it was shown to be safe and efficacious against the Ebola virus in 2018 and 2019.
[03:24:37.143 --> 03:24:41.185]  Has anybody actually looked at this study?
[03:24:41.185 --> 03:24:43.887]  Because I clicked the link on NIH.gov's website.
[03:24:43.887 --> 03:24:45.007]  All of you should do it.
[03:24:45.007 --> 03:24:46.448]  This is the study.
[03:24:46.448 --> 03:24:48.869]  Ebola virus inside of Africa.
[03:24:48.869 --> 03:24:52.691]  They took four regions, gave them all Remdesivir and three other experimental drugs.
[03:24:53.869 --> 03:24:58.373]  Anthony Fauci said it was proven to be safe and effective against the Ebola virus.
[03:24:58.373 --> 03:25:03.677]  So now in this novel virus of the coronavirus, we're going to use it there also.
[03:25:03.677 --> 03:25:07.020]  We're going to mandate this one drug you can't use any other ones.
[03:25:07.020 --> 03:25:10.202]  Like hydroxychloroquine and chloroquine back in May 2020.
[03:25:10.202 --> 03:25:11.683]  Go to the next slide please.
[03:25:11.683 --> 03:25:15.666]  So what did the actual study find?
[03:25:15.666 --> 03:25:20.030]  They actually found, you can see here, you see mortality up there?
[03:25:20.030 --> 03:25:21.131]  Definition inside the study.
[03:25:22.304 --> 03:25:32.967]  They found that remdesivir, in six months, the safety board pulled remdesivir from the study, a one-year study, because it killed more people than any of the other three drugs.
[03:25:32.967 --> 03:25:36.909]  Including ZMAP, which was put in by the FDA and the NIH.
[03:25:36.909 --> 03:25:45.271]  So, six months into the study, they pulled remdesivir, they pulled ZMAP, which was supplied by our government, to Africa, because it killed more people.
[03:25:45.271 --> 03:25:47.172]  How many people did it kill?
[03:25:47.172 --> 03:25:50.593]  Remdesivir killed 54% of all people in the study that got the drug.
[03:25:53.709 --> 03:25:59.335]  Do you know what they're treating all of your loved ones with and those you care about in this country now?
[03:25:59.335 --> 03:25:59.955]  Next slide please.
[03:25:59.955 --> 03:26:01.336]  Yep.
[03:26:01.336 --> 03:26:01.857]  Look up here.
[03:26:01.857 --> 03:26:02.377]  I'm not lying.
[03:26:02.377 --> 03:26:03.058]  This is from the study.
[03:26:03.058 --> 03:26:05.340]  Look at the second column from the right.
[03:26:05.340 --> 03:26:06.301]  Remdesivir.
[03:26:06.301 --> 03:26:06.882]  Look below there.
[03:26:06.882 --> 03:26:08.163]  54%.
[03:26:08.163 --> 03:26:10.365]  You see that?
[03:26:10.365 --> 03:26:11.166]  Mortality rate.
[03:26:11.166 --> 03:26:12.227]  It's true.
[03:26:12.227 --> 03:26:13.008]  Alright, next slide please.
[03:26:14.485 --> 03:26:22.427]  He then quoted a second study in May 2020, Anthony Fauci did, that supported the use of remdesivir in the treatment of coronavirus.
[03:26:22.427 --> 03:26:24.667]  The Ebola study, by the way, was a lie.
[03:26:24.667 --> 03:26:27.048]  No one clicked the link to look at it.
[03:26:27.048 --> 03:26:28.488]  I did.
[03:26:28.488 --> 03:26:30.849]  This is the other study he mentioned.
[03:26:30.849 --> 03:26:34.369]  This was actually done by Gilead Sciences, who makes remdesivir.
[03:26:34.369 --> 03:26:35.850]  In early March 2020, they took 53 patients.
[03:26:38.188 --> 03:26:43.913]  From Japan, Canada, and America who had COVID-19 and they put him on the drug for 10 days.
[03:26:43.913 --> 03:26:45.234]  What's the drug?
[03:26:45.234 --> 03:26:46.435]  Remdesivir.
[03:26:46.435 --> 03:26:49.758]  This is the maker of Remdesivir's own trial study.
[03:26:49.758 --> 03:26:50.699]  Next slide, please.
[03:26:50.699 --> 03:26:51.680]  What did they find?
[03:26:51.680 --> 03:26:54.362]  Check this out.
[03:26:54.362 --> 03:26:57.866]  23% in 10 days had serious adverse events.
[03:26:57.866 --> 03:27:02.610]  The most common serious adverse events were multiple organ dysfunction, syndrome,
[03:27:03.323 --> 03:27:10.126]  Which is defined as the number one cause of death in all ICUs, by the way.
[03:27:10.126 --> 03:27:16.868]  Second, septic shock, acute kidney failure, and hypotension.
[03:27:16.868 --> 03:27:18.649]  Look at the next part.
[03:27:18.649 --> 03:27:25.912]  8% had to be discontinued because remdesivir treatment, it worsened or prevented, sorry, pre-existing
[03:27:26.792 --> 03:27:26.912]  Wow.
[03:27:43.044 --> 03:27:44.204]  All right.
[03:27:44.204 --> 03:27:45.225]  It's huge, isn't it?
[03:27:45.225 --> 03:27:47.085]  It's a huge piece of evidence.
[03:27:47.085 --> 03:27:52.026]  And I also wanted to give you this, too, before we go to a break.
[03:27:52.026 --> 03:27:54.147]  Sarah Gilbert wrote a book.
[03:27:54.147 --> 03:27:55.227]  Yes, Sarah Gilbert.
[03:27:55.227 --> 03:28:04.089]  Back in January, January 1st, she said, you know, she said, I read an article about four people in China with a strange pneumonia and within two weeks,
[03:28:04.529 --> 03:28:09.312]  She and her team designed a vaccine against a pathogen that no one had ever seen before.
[03:28:09.312 --> 03:28:14.036]  Less than 12 months later, vaccination was rolled out across the world to save millions.
[03:28:14.036 --> 03:28:15.196]  Oh, Sarah Gilbert.
[03:28:15.196 --> 03:28:20.480]  They actually made a Barbie of her, and it's a, you know, she's very unattractive, but her Barbie's cute.
[03:28:20.480 --> 03:28:25.343]  Anyway, she was the one that worked for Bill Gates in Oxford, so there you go.
[03:28:25.343 --> 03:28:31.747]  She was the one that, in the article, said, oh, hey, I heard there was a little pneumonia, and guess what we have ready to go?
[03:28:31.747 --> 03:28:33.709]  We have a cure, and it's ready!
[03:28:34.469 --> 03:28:36.431]  Oh my gosh!
[03:28:36.431 --> 03:28:41.857]  Yeah, I don't even know what the illness is, but I've got a cure within a couple of weeks.
[03:28:41.857 --> 03:28:46.622]  So they started working on the vaccine so they could have as many doses as they needed by the time it rolled out.
[03:28:46.622 --> 03:28:49.124]  I'll be right back with more.
[03:28:49.124 --> 03:28:52.708]  Kate Daly from The Kate Daly Show, katedalyshow.com.
[03:28:52.708 --> 03:28:53.549]  I'll be right back.
[03:28:53.549 --> 03:28:55.431]  We have so much, so much to give you.
[03:28:58.018 --> 03:29:07.064]  You know, listeners call into the show and they thank me, and it makes me feel pathetic, because I sit there and I beg you for support, constantly.
[03:29:07.064 --> 03:29:11.867]  For prayer, for financial support, and for word of mouth, and we're all in this together.
[03:29:11.867 --> 03:29:17.211]  And it gets old having to come to you and say, hey, I got great products, please buy them or we won't be here on air.
[03:29:17.211 --> 03:29:17.911]  But it's true.
[03:29:17.911 --> 03:29:21.314]  We're the only media organization in the United States that promotes liberty at this level.
[03:29:22.054 --> 03:29:24.535]  That is not beholden to big corporate sponsors.
[03:29:24.535 --> 03:29:26.595]  And they've harassed and almost shut down everybody else.
[03:29:26.595 --> 03:29:28.376]  They've crippled all the other groups.
[03:29:28.376 --> 03:29:29.236]  And we're still here.
[03:29:29.236 --> 03:29:33.657]  And as this whole new world order comes out in the open, our credibility is going up.
[03:29:33.657 --> 03:29:35.298]  That's why we've got to be taken off air.
[03:29:35.298 --> 03:29:37.418]  That's why America has got to be taken down.
[03:29:37.418 --> 03:29:39.159]  You can't have all these other nations enslaved.
[03:29:39.739 --> 03:29:41.821]  And America's still quasi-free.
[03:29:41.821 --> 03:29:42.921]  You can't have InfoWars.
[03:29:42.921 --> 03:29:46.584]  It's been proven right, being on air, with all the craziness that's about to unfold.
[03:29:46.584 --> 03:29:49.046]  Because if you think stuff's bad now, just get ready.
[03:29:49.046 --> 03:29:51.748]  So thank you all, and get into InfoWarsStore.com.
[03:29:51.748 --> 03:29:55.190]  Get some great 2020 election shirts, supplements, and so much more.
[03:29:55.190 --> 03:29:56.952]  They're wonderful products, and they support the InfoWars.
[03:29:56.952 --> 03:29:57.212]  Thank you.
[03:29:58.393 --> 03:30:08.536]  You'd have to be hiding under a rock not to know that vitamin D, vitamin C, zinc, and other essential vitamins and minerals are essential to our bodies, to our immune systems.
[03:30:08.536 --> 03:30:11.697]  If we don't have them long-term, we die.
[03:30:11.697 --> 03:30:19.599]  But what a lot of people don't know is even if you have those compounds, the levels that are recommended, if you don't have deep, restful, clean sleep,
[03:30:20.560 --> 03:30:23.141]  Your body will fall apart even faster.
[03:30:23.141 --> 03:30:28.744]  And with so many chemicals in the food and water and so much agitation in the culture and life, it's hard to settle down.
[03:30:28.744 --> 03:30:29.424]  It's hard to relax.
[03:30:29.424 --> 03:30:31.045]  Well, let me tell you something right now.
[03:30:31.045 --> 03:30:34.846]  Down and Out is an incredibly strong natural compound.
[03:30:34.846 --> 03:30:38.848]  It's got over eight compounds in it that will give you deep, pure, clean sleep.
[03:30:38.848 --> 03:30:40.309]  And it's such a game changer.
[03:30:40.309 --> 03:30:44.331]  So with all the vitamins and minerals, the last big ingredient is Down and Out.
[03:30:44.331 --> 03:30:46.752]  Available again at m4wrestore.com for
[03:30:47.853 --> 03:30:48.574]  50% off.
[03:30:48.574 --> 03:30:49.014]  And you know what?
[03:30:49.014 --> 03:30:58.948]  I'm going to keep it at 50% off until it sells out, even though we've already sold out a half of it in just the last month, and we probably aren't going to have more for about five months.
[03:30:58.948 --> 03:31:04.296]  It was almost 15 years ago that I released my seminal film, M Gang Blueprint for Global Enslavement.
[03:31:05.111 --> 03:31:17.296]  In that documentary, I predicted the globalists would establish world government by releasing a virus, demanding that there be worldwide lockdowns, and then triggering a collapse of our industrial society.
[03:31:17.296 --> 03:31:18.977]  And now they've done it.
[03:31:18.977 --> 03:31:20.077]  How did I know they would do it?
[03:31:20.077 --> 03:31:25.780]  Because they wrote books and white papers, and many of their own reports and internal meetings were leaked.
[03:31:26.772 --> 03:31:36.779]  You see, then I was tracking the Bilderberg Group, whose head at the time was Klaus Schwab, and our sources inside were confirming to us that they were indeed planning to launch this Great Reset.
[03:31:36.779 --> 03:31:37.860]  Well, we're now living in it.
[03:31:37.860 --> 03:31:43.824]  The purposeful collapse of the third world and the first world, not attached to the tyrannical corporate world government.
[03:31:44.284 --> 03:31:55.926]  The total censorship, no due process, destruction of the family, and then incrementally more and more deadly injections of poison masquerading as vaccines to poison us and depopulate us.
[03:31:55.926 --> 03:31:57.447]  This is what Infowars is fighting.
[03:31:57.447 --> 03:32:00.647]  We're fighting for the future.
[03:32:00.647 --> 03:32:04.648]  I want to explain something that is absolutely key to understanding our world.
[03:32:04.648 --> 03:32:07.568]  It's very, very simple, but that most people don't know.
[03:32:07.568 --> 03:32:10.109]  The privately owned central banks of the world
[03:32:11.158 --> 03:32:23.803]  They're artificially creating thousands of trillions of dollars in other major currencies and using them to buy up infrastructure, intellectual property, energy.
[03:32:23.803 --> 03:32:26.764]  They're using it to buy people, to buy influence.
[03:32:26.764 --> 03:32:33.487]  And in the past, they created thousands of trillions so that they could leverage that, manipulate markets, but they never allowed that money
[03:32:34.167 --> 03:32:34.707]  We're good to go.
[03:33:02.000 --> 03:33:15.188]  You're listening to the Alex Jones Show.
[03:33:15.188 --> 03:33:16.528]  I'm Kate Daly, your guest host.
[03:33:16.528 --> 03:33:17.569]  So glad to be with you.
[03:33:17.569 --> 03:33:19.990]  It's an important hour because these are the clips.
[03:33:19.990 --> 03:33:25.954]  This is the information that people always email me about, ask me about, and it's all in one show for you today.
[03:33:25.954 --> 03:33:27.855]  Really happy to do this.
[03:33:27.855 --> 03:33:30.056]  So the PrEP Act was changed.
[03:33:30.396 --> 03:33:31.137]  This is important.
[03:33:31.137 --> 03:33:32.057]  This is number four.
[03:33:32.057 --> 03:33:38.842]  To include no liability for the hospitals if they followed the NIH protocol exactly.
[03:33:38.842 --> 03:33:43.725]  There was a COVID watchdog group and they picked up on this that this had been changed last year.
[03:33:43.725 --> 03:33:45.907]  The PrEP Act from 2005-2004.
[03:33:45.907 --> 03:33:48.529]  I've talked about this a little bit on the show before.
[03:33:49.332 --> 03:34:05.204]  It was amended so that private hospitals and entities were covered in their actions taken with COVID-19 patients and relieved of all liability as long as they were prescribing covered countermeasures that included Remdesivir, the NIH-approved medication.
[03:34:06.172 --> 03:34:10.216]  And it doesn't matter how horrific it is or how high the death toll, they will stick to that.
[03:34:10.216 --> 03:34:13.319]  And this is why you cannot get effective treatments in the hospital.
[03:34:13.319 --> 03:34:17.623]  You can't get hydroxychloroquine, you can't get ivermectin, you can't get anything.
[03:34:17.623 --> 03:34:27.192]  So, Section 7 was amended in the PREP Act, liability protection, and it was to cover persons for recommended activities related to the countermeasures.
[03:34:27.632 --> 03:34:39.566]  And so this is all written out in this document, but also at the bottom, the attachment of liability or tort waiver is important because it was only going to cover FDA approved therapeutics.
[03:34:40.682 --> 03:34:50.144]  That were likely to explain a shift amid this medical community to stop patients treatment due to coverage restrictions on their malpractice insurance.
[03:34:50.144 --> 03:34:50.684]  See?
[03:34:50.684 --> 03:34:54.365]  The malpractice insurance didn't go as far as they wanted it to.
[03:34:54.365 --> 03:35:01.547]  So, of course, they had to go in and amend the PrEP Act and give it a liability waiver.
[03:35:01.547 --> 03:35:03.887]  This is why you can't get anything in a hospital.
[03:35:03.887 --> 03:35:05.468]  This is exactly why.
[03:35:05.468 --> 03:35:06.068]  Number five.
[03:35:06.932 --> 03:35:09.393]  Pfizer admitted shedding.
[03:35:09.393 --> 03:35:10.713]  It admitted shedding.
[03:35:10.713 --> 03:35:12.674]  And let me tell you how they did this.
[03:35:12.674 --> 03:35:13.694]  This was a document.
[03:35:13.694 --> 03:35:15.995]  This was their own study, actually.
[03:35:15.995 --> 03:35:23.777]  And they put this out there about how they were going to, all their concerns and how they were going to do their own study for Pfizer.
[03:35:23.777 --> 03:35:27.778]  They were concerned about these two words, occupational exposure.
[03:35:27.778 --> 03:35:28.458]  Well, what is that?
[03:35:29.082 --> 03:35:33.224]  It's a, to the recently vaccinated test subjects, right?
[03:35:33.224 --> 03:35:38.067]  This is under Section 8.3.5.3 Occupational Exposure.
[03:35:38.067 --> 03:35:49.433]  Pfizer warned that caretakers and close contacts of the recently vaccinated could be exposed to spike proteins that are translated and synthesized in the cells of the vaccinated.
[03:35:50.217 --> 03:36:04.401]  And during the clinical trials, Pfizer instructed researchers to monitor for severe adverse effects and events in the vaccinated and in the unvaccinated people who were exposed to the vaccinated.
[03:36:04.401 --> 03:36:06.002]  What does it mean?
[03:36:06.002 --> 03:36:09.182]  The MRNA vaccines do not shed live viruses.
[03:36:09.182 --> 03:36:13.504]  So what exactly is being transmitted from the vaccinated to the unvaccinated?
[03:36:13.504 --> 03:36:14.624]  Well, under this section,
[03:36:15.750 --> 03:36:24.973]  It basically says that you can have this exchange through inhalation or skin contact.
[03:36:24.973 --> 03:36:29.075]  It's kind of broad.
[03:36:29.075 --> 03:36:29.435]  They knew.
[03:36:30.356 --> 03:36:35.238]  They knew that the vaccinated would be affecting the unvaccinated.
[03:36:35.238 --> 03:36:39.579]  And what's kind of sick about it is that that was all there was to it.
[03:36:39.579 --> 03:36:41.499]  The media would never talk about this.
[03:36:41.499 --> 03:36:46.241]  People were wondering why they were getting some strange things happening to them as soon as somebody got vaccinated.
[03:36:46.241 --> 03:36:50.002]  Around them, miscarriages, all kinds of things.
[03:36:50.002 --> 03:36:50.362]  They knew.
[03:36:50.362 --> 03:36:52.423]  It was in their own section.
[03:36:52.423 --> 03:36:52.963]  They admitted it.
