[00:00:09.943 --> 00:00:10.364]  We're here!
[04:10:59.637 --> 04:11:03.420]  And by the way, that's what the Bible tells us very clearly in the Old Testament and the New.
[04:11:03.440 --> 04:11:06.122]  Over and over again, it's a repeat told in different ways.
[04:11:06.983 --> 04:11:09.425]  It explains there are many antichrists before the main antichrist.
[04:11:09.830 --> 04:11:21.920]  It's the spirit that these things do come in waves, and that Satan launches this attack because there's an awakening, and he knows he's in trouble, and so he's making his move.
[04:11:22.481 --> 04:11:26.624]  And so we see the globalism in trouble, so now that's why it's launching on all fronts.
[04:11:27.965 --> 04:11:28.986]  Well, absolutely.
[04:11:29.307 --> 04:11:34.091]  And also, again, I want to say this, even though Satan has existed out of time,
[04:11:34.878 --> 04:11:41.944]  He is allowed in this time, the Bible teaches 42 months, and by the way, it's not seven years of tribulation.
[04:11:42.024 --> 04:11:43.986]  Jesus' ministry was 42 months.
[04:11:44.326 --> 04:11:48.249]  The evil antichrist in place of Jesus Christ will have 42 months.
[04:11:48.509 --> 04:12:00.039]  But people have been so worried about it, and most churches, Alex, won't deal with Bible prophecy, the ramifications of where we're at, because they're like the late Barbara Bush, they don't want to pollute their minds.
[04:12:00.119 --> 04:12:03.262]  Well, they're being... She said her beautiful mind, her beautiful mind.
[04:12:04.430 --> 04:12:05.572]  I stand corrected, thank you.
[04:12:05.872 --> 04:12:11.197]  The thing is though, the point is, you cannot deny the evil when it's knocking on your front door.
[04:12:11.578 --> 04:12:20.466]  And Americans used to rest pretty secure at night, including you and I, when basically we just had to deal with local crazies.
[04:12:20.847 --> 04:12:24.871]  Now we have to deal with some of the most well-armed, well-informed,
[04:12:25.516 --> 04:12:32.020]  Uh, technologically advanced terrorists that have ever been or ever will be.
[04:12:32.340 --> 04:12:34.102]  And so, ladies and gentlemen, isn't it interesting?
[04:12:34.182 --> 04:12:39.965]  Ninety-five billion dollars low estimate of weapons are given to the Taliban, just left.
[04:12:40.306 --> 04:12:43.968]  And that's, by the way, just, that's a treasonable and actionable.
[04:12:44.388 --> 04:12:51.933]  But see, the Uniform Code of Military Justice, and I've never been in the military, but the UCMJ has really specific rules.
[04:12:52.353 --> 04:13:08.196]  But even with 130 of the generals and top-ranking military officers calling for Austin, Secretary of Defense Austin, and Milley's JCS to step down, there's no accountability.
[04:13:08.576 --> 04:13:11.897]  It's like this, yeah, you're gonna, did you see this Alex?
[04:13:11.957 --> 04:13:16.558]  I got it off your website, $600 every single person's
[04:13:17.256 --> 04:13:17.816]  All right.
[04:13:41.046 --> 04:13:43.850]  Apple has announced they're going to read all your text, which they've already been doing.
[04:13:44.090 --> 04:13:45.251]  Look at all your photos.
[04:13:45.972 --> 04:13:52.659]  Even Bill Maher likened it to if you buy a safe, the safe company is going to come by once a week to make sure you don't have child porn photos in the safe.
[04:13:53.060 --> 04:13:55.783]  I mean, this is all just their excuse for total control.
[04:13:55.823 --> 04:13:57.745]  They're just dropping the mask.
[04:13:58.105 --> 04:13:59.366]  Why are they dropping the mask?
[04:14:00.327 --> 04:14:01.429]  Because they're no longer
[04:14:02.290 --> 04:14:04.171]  Benefiting by hiding behind it.
[04:14:04.691 --> 04:14:07.872]  They feel the feat has been accomplished.
[04:14:08.252 --> 04:14:10.073]  And this is what people got to understand.
[04:14:10.553 --> 04:14:12.333]  None of this is fixing to happen.
[04:14:12.633 --> 04:14:14.494]  None of this is getting ready to happen.
[04:14:14.854 --> 04:14:16.995]  It's all in motion now.
[04:14:17.015 --> 04:14:21.996]  You remember we used to say, well, the day will come or the year will come or whatever.
[04:14:22.396 --> 04:14:23.617]  No, it's here now.
[04:14:23.697 --> 04:14:24.657]  It's happening now.
[04:14:25.057 --> 04:14:26.958]  And the devastation, the destruction.
[04:14:27.258 --> 04:14:30.059]  And we're already watching the medical assassination
[04:14:30.439 --> 04:14:30.720]  I think?
[04:14:40.413 --> 04:14:45.355]  At the time, they are told to do so to cut off the unvaccinated.
[04:14:45.395 --> 04:14:48.617]  What happens, Alex, when they take it to the next level and the next level?
[04:14:48.837 --> 04:14:49.757]  And that's the key.
[04:14:49.817 --> 04:14:50.357]  That's the key.
[04:14:50.457 --> 04:14:52.338]  Biden and the globalists are following a global plan.
[04:14:52.358 --> 04:14:53.659]  We're going to go beyond Australia.
[04:14:54.059 --> 04:14:56.000]  The level of tyranny we're going to live under is what we put up with.
[04:14:56.440 --> 04:15:03.263]  People need to understand that the total monitoring of all action is to get ready to shut off everybody that hasn't taken the poison shots.
[04:15:03.623 --> 04:15:07.625]  So in the 15 minutes we have left, sir, talk about what we know is in the shots.
[04:15:08.685 --> 04:15:15.667]  What's coming next you said you don't you can I'm the same way looking at the future understanding it Temporally, but also a spiritual discernment.
[04:15:16.067 --> 04:15:17.067]  It's so horrible.
[04:15:17.187 --> 04:15:32.431]  I hate to even go there But I want you to look into the future again all your research your discernment and tell us what's coming next So people get ready for it understand don't worry about your body protect it defend it fight hard for folks stand up for everybody don't be like the Buddhist or whatever and just say it's all Zen don't
[04:15:32.671 --> 04:15:34.792]  Where it's coming next, ladies and gentlemen, is this.
[04:15:34.812 --> 04:15:36.493]  We're going to be starved out of existence.
[04:16:00.066 --> 04:16:02.749]  We're going to be shut out of commerce.
[04:16:03.209 --> 04:16:08.254]  We're going to be forbidden to travel without the vaccination pass.
[04:16:08.935 --> 04:16:13.379]  What's happening is we're being isolated, and that's why I used to love your name.
[04:16:13.399 --> 04:16:15.582]  This isn't Flattery Alex, but Prison Planet.
[04:16:16.082 --> 04:16:22.889]  They are going to put us under, and I'm talking everyone that will not toe the line, bow down to Satan.
[04:16:22.909 --> 04:16:23.830]  I'm telling everybody, they say,
[04:16:24.814 --> 04:16:30.175]  How can you even keep sane, Steve, knowing what you know and knowing what you've been having to sit on?
[04:16:30.195 --> 04:16:33.876]  Alex, I've sat on stuff for 25, 30 years before I released it.
[04:16:33.956 --> 04:16:40.618]  By the way, I want you to go there, but we see the Chicago mayor and all these world leaders saying you must pledge allegiance to the new world order.
[04:16:40.938 --> 04:16:46.299]  That's contact tracing and locking people in their houses that aren't injected and using an app to be able to travel.
[04:16:46.519 --> 04:16:47.599]  I mean, that's the mark of the beast.
[04:16:47.619 --> 04:16:53.041]  They say pledge allegiance to an app on your phone and swabs isn't a chip under your skin to buy and sell.
[04:16:53.061 --> 04:16:53.881]  They're literally saying
[04:16:54.181 --> 04:16:55.186]  Pledge allegiance to that!
[04:16:55.226 --> 04:16:56.291]  I mean, it's incredible!
[04:16:57.213 --> 04:17:02.416]  Well, yeah, and whomever you yield yourself to, that's who becomes your master.
[04:17:02.776 --> 04:17:05.117]  And I want to make this really clear.
[04:17:05.537 --> 04:17:16.582]  We're now watching, ladies and gentlemen, the absolute final, in my opinion, 42 months and what's called the tribulation period.
[04:17:16.863 --> 04:17:17.563]  People are waiting.
[04:17:17.603 --> 04:17:18.824]  Well, that won't happen for a while.
[04:17:19.104 --> 04:17:21.105]  How many people have to die, Alex?
[04:17:21.325 --> 04:17:23.706]  How many people have to already see Bill Gates?
[04:17:23.966 --> 04:17:25.647]  I told people Bill Gates gave a better
[04:17:26.107 --> 04:17:27.908]  I believe people who are absolutely
[04:17:43.846 --> 04:17:44.486]  All right.
[04:18:01.596 --> 04:18:08.001]  I mean, all the top, I talk to top military like you do, they all know that their globals are working with what they call off-world, interdimensional.
[04:18:08.282 --> 04:18:11.044]  I mean, I don't get into speculation about flying saucers and all that.
[04:18:11.464 --> 04:18:19.771]  I just know these people believe they're working with an offshore entity, an off-world entity that's going to give them eternal power, but first they got to kill everybody and give up their humanity.
[04:18:19.791 --> 04:18:23.855]  I mean, that's childhood's end right there, right out of the Illuminati.
[04:18:24.744 --> 04:18:36.331]  Yeah, and the deal is, ladies and gentlemen, the Pentagon, the insiders at their certain, you know, security levels, all talk about the God of the Sumerians, the ancient gods are returning.
[04:18:36.731 --> 04:18:38.192]  Well, I want people to understand something.
[04:18:38.232 --> 04:18:49.839]  David Spangler, 1978, United Nations said, no one will enter into the New World Order without a Luciferian initiation, okay?
[04:18:50.460 --> 04:18:52.661]  An allegiance pledge to Lucifer.
[04:18:53.123 --> 04:19:00.727]  Now people may find that interesting because we're talking 78, I think I did the math wrong the other day on Doug Hagman's show, but that's 43 years.
[04:19:01.187 --> 04:19:13.513]  And so what we're watching now is, and thank you so much, no one will enter the New World Order unless he or she will make a pledge to worship Lucifer, no one will enter unless he will take a Luciferian initiation pledge.
[04:19:13.573 --> 04:19:16.254]  And by the way, look at his eyes, look at Fauci's eyes, look at all these
[04:19:16.254 --> 04:19:17.475]  These world leaders calling for a new world order.
[04:19:17.735 --> 04:19:19.036]  They all look like demons.
[04:19:19.096 --> 04:19:20.276]  It's not that they're physically ugly.
[04:19:20.596 --> 04:19:24.999]  They have a demonic, twisted, crazy look in their eye.
[04:19:25.339 --> 04:19:32.463]  And you look at people fighting, stuff like you or Tucker Carlson or myself, it's not that we're the best looking people, but we have the universe in our eyes.
[04:19:32.503 --> 04:19:33.284]  We have that spark.
[04:19:33.744 --> 04:19:37.406]  Real Christians, black, white, old, young, you can see the energy.
[04:19:37.446 --> 04:19:40.868]  You look at people that serve Satan, they look like they've had their soul sucked.
[04:19:40.928 --> 04:19:42.049]  Boris Johnson, all of them.
[04:19:42.915 --> 04:19:46.797]  Yeah, and the ultimate, take a look at Secretary of Defense Austin.
[04:19:47.177 --> 04:19:54.842]  You want to see, and I'm talking about someone who I believe is a not-of-this-earth intelligence.
[04:19:55.042 --> 04:19:57.363]  And listen, this is also really critical.
[04:19:57.764 --> 04:20:01.125]  We know, Alex, in the New World Order, Satan rules.
[04:20:01.186 --> 04:20:03.047]  He will have that position.
[04:20:03.067 --> 04:20:03.547]  No, but you're right.
[04:20:03.567 --> 04:20:07.109]  There's something about Austin and him wearing masks and hoods all the time.
[04:20:07.129 --> 04:20:08.110]  And I've looked at him.
[04:20:08.170 --> 04:20:09.810]  It's like he doesn't look like anybody I've ever looked at.
[04:20:09.891 --> 04:20:12.112]  I mean, you can see real evil there.
[04:20:12.912 --> 04:20:16.793]  Yeah, same thing with Millie.
[04:20:18.033 --> 04:20:27.476]  Oh yeah, and look at Millie's, I would call it, listen ladies and gentlemen, the book of Peter in the New Testament says the eyes are your windows to the soul.
[04:20:28.096 --> 04:20:36.578]  And what Alex is talking about, a lot of these people, they have almost a persona, or an emanation, there's a better word.
[04:20:37.150 --> 04:20:40.371]  They have a non-human, and by the way Alex, a demon.
[04:20:40.431 --> 04:20:46.393]  I want to make this really, because people think demons are fallen angels and they use the terms, I would say they're not interchangeable.
[04:20:46.753 --> 04:20:53.515]  A demon is a disembodied spirit that has been embodied in something, usually a hybrid.
[04:20:53.615 --> 04:20:57.897]  When fallen angels had sex with earth women, produced the giants, and giants like Goliath, he died.
[04:20:58.117 --> 04:20:59.317]  That was a hybrid spirit.
[04:20:59.741 --> 04:21:04.087]  But these intelligences, these demons, are taking possession.
[04:21:04.567 --> 04:21:07.031]  And look, ladies and gentlemen, you're watching U.S.
[04:21:07.071 --> 04:21:09.474]  military destroyed right before your eyes.
[04:21:09.754 --> 04:21:10.956]  And I want to say something, too.
[04:21:11.396 --> 04:21:14.200]  Look at the, if you will, the primal screen.
[04:21:14.881 --> 04:21:40.285]  I saw at UT in front of thousands of people, I got up in the front row and asked Janet Reno a question and she did a demon smile, her tongue stuck out, there's video of this, but it was VHS grainy footage, we shot it, but I saw her eyes go straight black, just like
[04:21:41.465 --> 04:21:44.906]  I saw them turn black when she did the little like, like it revealed itself.
[04:21:46.467 --> 04:21:50.488]  Well, and you're watching again, what I call out picturing.
[04:21:50.848 --> 04:21:57.150]  It used to be, it's the same thing that the new world order and the globalists, they've always tried to hide their true identity.
[04:21:57.510 --> 04:22:04.112]  But out picturing is when the time comes, and it's right now, it's like stripping the mask off of evil.
[04:22:04.562 --> 04:22:12.473]  And Alex, now what people are confronted with is it's no longer an evil that's understandable in the old context of the old world.
[04:22:12.834 --> 04:22:19.624]  We're in sci-fi world now, and now we're watching evil manifest in such
[04:22:20.024 --> 04:22:21.225]  Thank you for watching!
[04:22:40.146 --> 04:22:49.950]  Absolutely, and again, you know, on my, and just real quick, the glyph, the ancient glyphs, been working on the project for years, there's nothing to sell, it's just this.
[04:22:50.531 --> 04:23:07.278]  In the glyph language, imagine six, seven thousand years of recorded symbols and images and characters, and you know, the glyph language of the fallen angels now is even coming into our dimension, and Alex, they're literally talking amongst themselves, I will send you something,
[04:23:07.728 --> 04:23:10.350]  Off air, because we're not, I'm not prepared to go there with you.
[04:23:10.370 --> 04:23:11.330]  But here's what I'm saying.
[04:23:11.790 --> 04:23:14.932]  They know, they know this is their time.
[04:23:15.252 --> 04:23:20.915]  They're in essence, giving fallen angel high fives, or in this case, low fives to each other.
[04:23:21.215 --> 04:23:23.457]  And one of the most... You're saying this is their hunting season.
[04:23:23.477 --> 04:23:24.597]  This is their big buildup.
[04:23:24.978 --> 04:23:25.938]  This is their big move.
[04:23:26.338 --> 04:23:28.159]  This is the transformational moment.
[04:23:28.539 --> 04:23:34.823]  And this is why people have got to take the urges, urges, promptings to absolutely
[04:23:35.342 --> 04:23:44.727]  Get water, get food, and I want to share this, that the drought picture for the entire West Coast going in even up into Montana, we're having droughts.
[04:23:45.234 --> 04:23:53.820]  The breadbasket of the United States pretty much on the West Coast, fruits, nuts, vegetables, and the amount of cattle that are being slaughtered.
[04:23:53.920 --> 04:24:00.224]  Even Tyson is coming back with no food because people are so sick.
[04:24:00.544 --> 04:24:11.111]  Remember this, ladies and gentlemen, even the Chinese are on record as saying with their bioweapon, Shen Ping, that's a real guy's name, they destroyed the United States.
[04:24:12.751 --> 04:24:13.652]  That's right.
[04:24:13.752 --> 04:24:21.074]  On their mainstream TV, they say, with our friends, the Roundtable in America and Europe, we have taken down America.
[04:24:21.094 --> 04:24:22.114]  We have already beaten them.
[04:24:22.174 --> 04:24:22.694]  They're open.
[04:24:22.734 --> 04:24:23.455]  We're not open.
[04:24:24.075 --> 04:24:32.057]  And that's why they gave, they're now handing Afghanistan, which we shouldn't have been there, but they built it up, gave them $84 billion of weapons, and they're now handing it over.
[04:24:32.777 --> 04:24:35.538]  That's so they can now invade Europe with more Islamists.
[04:24:35.698 --> 04:24:36.618]  Our borders are down.
[04:24:36.999 --> 04:24:37.539]  I mean, they are
[04:24:38.499 --> 04:24:40.199]  Where are they going to take us in the time frame?
[04:24:40.219 --> 04:24:41.580]  What's your time frame here, Steve Quayle?
[04:24:42.440 --> 04:24:44.780]  My time frame is really, it's going to accelerate.
[04:24:44.820 --> 04:24:51.782]  They're going to get with 50 million minimum, 50 million people dead a year in the United States alone.
[04:24:51.822 --> 04:24:58.863]  That would bring us up to the 100 million that the Deagle report, and by the way, Alex, that Deagle report, will you and I start talking about it?
[04:24:59.043 --> 04:25:03.384]  And the thing that people don't understand is after some of the big name financial
[04:25:04.284 --> 04:25:05.104]  Well, let me say this.
[04:25:05.124 --> 04:25:05.845]  I was on Friday Night Tide.
[04:25:05.865 --> 04:25:08.106]  It's a big popular show with young people on YouTube.
[04:25:22.108 --> 04:25:22.588]  I don't know.
[04:25:37.279 --> 04:25:43.081]  No crime, no poverty, no starvation because they want an 80-90% population reduction by then.
[04:25:43.461 --> 04:25:45.022]  That's public stuff, we've covered it.
[04:25:45.382 --> 04:26:03.629]  So people need to get, this is just the beginning of them putting out a bioweapon to get us to stay in our homes, do what they say, put the combat robots on the street, bring in the tracking apps to track everybody so they can have us under martial law to release even more deadly viruses and to make sure we believe they're the savior as we're incrementally killed.
[04:26:03.889 --> 04:26:06.190]  Then they release a super bioweapon that kills billions.
[04:26:06.710 --> 04:26:08.511]  And so, yes, that's their real time frame.
[04:26:08.531 --> 04:26:09.591]  You want to explain that to people?
[04:26:10.771 --> 04:26:11.151]  Well, right.
[04:26:11.191 --> 04:26:15.152]  I think it's critical that they want you dependent on the state.
[04:26:15.172 --> 04:26:20.354]  And by the way, you're showing the Georgia Guidestones right now on the screen or just fade it out.
[04:26:20.394 --> 04:26:23.635]  But the bottom line is that was paid by Bill Gates.
[04:26:23.955 --> 04:26:27.636]  It was always attributed to Ted Turner and stuff.
[04:26:27.656 --> 04:26:29.056]  He's not the guy that bought that.
[04:26:29.336 --> 04:26:30.697]  That was a Gates cut out.
[04:26:30.797 --> 04:26:34.638]  And that was told by somebody who was a banker that knew the inside on it.
[04:26:35.236 --> 04:26:44.861]  The point is that they are gearing up, ladies and gentlemen, for mass depopulation, mass murder, and most people cannot even understand it.
[04:26:44.921 --> 04:26:46.401]  Now, obviously, who hasn't?
[04:26:46.421 --> 04:26:53.825]  Somebody made the statement when one death is regrettable, I think it was Zygmunt Brzezinski, but a million deaths?
[04:26:54.025 --> 04:26:56.926]  It's easier to explain a million deaths than one death.
[04:26:57.327 --> 04:26:59.868]  In other words, we can get away with massive murder
[04:27:00.869 --> 04:27:01.149]  Yep.
[04:27:01.189 --> 04:27:01.469]  Thank you.
[04:27:01.510 --> 04:27:02.190]  And that's critical.
[04:27:20.703 --> 04:27:27.325]  And again, brother, and this is important that people understand this, is that this is no holds barred.
[04:27:27.625 --> 04:27:36.148]  And I'm saying this, everybody, you must godly defy the New World Order instead of satanically comply.
[04:27:36.670 --> 04:27:43.596]  Because, Alex, they take away everything, and then, oh, gee, if you just go to the camps, you get three MREs a day and two bottles of water.
[04:27:44.197 --> 04:27:48.120]  The interesting thing is Satan never comes through.
[04:27:48.540 --> 04:27:55.286]  He only provides long enough to deceive the recipient of deception, and then he doesn't pay off.
[04:27:55.587 --> 04:28:00.591]  Then they say, people have said, they've heard dying people say, but Lucifer, we worshipped you!
[04:28:01.072 --> 04:28:02.693]  And he says right back to them,
[04:28:03.228 --> 04:28:04.850]  I was a liar from the beginning.
[04:28:05.490 --> 04:28:06.251]  I lied.
[04:28:06.411 --> 04:28:07.172]  You believe me.
[04:28:07.332 --> 04:28:07.993]  It's on you.
[04:28:08.273 --> 04:28:12.758]  So the devil not only deceives people, but in their death, he mocks them all the time.
[04:28:12.778 --> 04:28:17.743]  I was reading to my four-year-old daughter Aesop fables last night, you know, 2,000 plus years old from the Greeks.
[04:28:18.183 --> 04:28:19.404]  Some of them are 3,000 years old.
[04:28:19.905 --> 04:28:25.170]  And it was a story after story about flattery and people serving evil and doing something corrupt.
[04:28:26.311 --> 04:28:30.994]  And then the moral would always be serving evil always gets you destroyed.
[04:28:31.234 --> 04:28:32.875]  Evil always double crosses you.
[04:28:32.915 --> 04:28:36.377]  It doesn't pay to serve evil because that's the nature of it.
[04:28:36.397 --> 04:28:38.599]  And all these fools are going along with it.
[04:28:38.619 --> 04:28:40.960]  By the way, you said, hey, I'm not selling anything.
[04:28:41.080 --> 04:28:42.121]  They're trying to shut you down.
[04:28:42.141 --> 04:28:43.162]  They're trying to shut me down.
[04:28:44.042 --> 04:28:45.943]  I know the globalists don't want us to have support.
[04:28:45.983 --> 04:28:46.643]  They don't want us on air.
[04:28:46.663 --> 04:28:48.044]  They don't want people to share this video.
[04:28:48.444 --> 04:28:54.567]  So Steve, we sell your incredible big coffee table cover books that everybody should get at mfolwarrestore.com.
[04:28:54.587 --> 04:28:57.248]  They're big, beautiful books at mfolwarrestore.com.
[04:28:57.608 --> 04:28:58.469]  Everybody should get them.
[04:28:59.730 --> 04:29:06.954]  Read them, put them out on your coffee table, put them out at your barbershop, your dental office, your five and dime, whatever it is, your church, put it in the church library.
[04:29:07.454 --> 04:29:10.616]  Buy two, donate a copy of it to the library.
[04:29:11.116 --> 04:29:16.079]  Every person you touch, if you get one person to wake up, and that saves their soul to this, that's beautiful.
[04:29:16.539 --> 04:29:19.340]  100% reviews for your books at infowarestore.com.
[04:29:19.580 --> 04:29:20.821]  We carry your newest big ones.
[04:29:21.381 --> 04:29:25.864]  You've got quite a few, a lot of stuff's out of print at stevequill.com, but it's absolutely invaluable.
[04:29:27.925 --> 04:29:40.090]  Ladies and gentlemen, today, the day you're hearing this broadcast is the day that if you put up preparing, you've got to do it.
[04:29:40.590 --> 04:29:43.751]  Get a hold of Alex while he's got food in his warehouse.
[04:29:44.271 --> 04:29:45.912]  Get health food supplements.
[04:29:46.092 --> 04:29:48.253]  You're going to watch a full-scale attack
[04:29:48.752 --> 04:29:56.178]  On even nutritional, basic supplements, vitamin C, D, not even counting all of the special products.
[04:29:56.198 --> 04:29:57.599]  So here's the deal, Alex.
[04:29:57.879 --> 04:30:02.783]  I'm telling everybody, prepare as if war is coming to your front door.
[04:30:03.283 --> 04:30:05.785]  That's not a poetic license.
[04:30:06.205 --> 04:30:12.770]  Because again, ladies and gentlemen, we're also building a tattletale nation before the eyes of the entire world.
[04:30:13.371 --> 04:30:15.072]  Network spies are one thing.
[04:30:15.312 --> 04:30:17.534]  Next door neighbor spies are another.
[04:30:18.041 --> 04:30:24.766]  And things are going to get so tough that even something as simple as a can of soup will be worthy of fighting unto death.
[04:30:25.086 --> 04:30:35.554]  And most people, unless they've read what went on in Stalingrad, and in what they call, I think, the Holodomor, where Stalin starved 5 million Ukrainians to death.
[04:30:36.113 --> 04:30:41.417]  Do not understand what you see when Alex put those shelves, the empty shelves up.
[04:30:41.437 --> 04:30:49.123]  When you go into a store and you see empty shelves, when you see quantity limits, the word selection will pass away forever.
[04:30:49.483 --> 04:30:52.185]  It will be availability, availability.
[04:30:52.485 --> 04:30:58.830]  And ladies and gentlemen, what you see on the shelves, no matter if it's a hardware store, no matter it's a food store, no matter it's a
[04:30:59.190 --> 04:31:05.552]  Whatever giant box store, what you're going to see there is all that's going to be there.
[04:31:05.592 --> 04:31:12.875]  So I will tell you, as one of the originators of the prepper movement 35 years ago, get a hold of InfoWars.
[04:31:13.395 --> 04:31:16.096]  You need to literally hear me out.
[04:31:16.376 --> 04:31:18.857]  I know the fate and state of food.
[04:31:19.357 --> 04:31:21.418]  I'm uniquely tied to that.
[04:31:22.125 --> 04:31:25.107]  As you know, Alex, I don't know how I can plead with anybody.
[04:31:52.105 --> 04:31:52.725]  We're good to go.
[04:32:19.704 --> 04:32:20.445]  Thank you, Alex.
[04:32:20.885 --> 04:32:21.405]  Very nice.
[04:32:22.406 --> 04:32:22.606]  Wow.
[04:32:22.806 --> 04:32:25.308]  Well, thanks Steve for coming on, on Saturday on 9 11.
[04:32:25.809 --> 04:32:28.410]  Uh, what incredible times we're going to go to break.
[04:32:28.430 --> 04:32:36.717]  We're going to go back, uh, after that and get into 9 11 and get into 20 years later and get into some other key stories I haven't hit.
[04:32:37.197 --> 04:32:39.479]  So I just had a whole bunch of guests on what five, six guests.
[04:32:39.879 --> 04:32:46.344]  We're now going to come back and cover news and a broadcast part of a broadcast I did in two.
[04:32:47.998 --> 04:32:48.178]  Thank you.
[04:33:06.673 --> 04:33:18.343]  More and more people who have accurately predicted what was gonna happen years and years ago, and we've had some of those people on today, like Joel Skousen and so many others.
[04:33:18.743 --> 04:33:24.328]  So we'll be right back with the final segment on this four plus hour Saturday emergency transmission.
[04:33:51.309 --> 04:33:52.129]  InfoWars.
[04:33:52.409 --> 04:33:53.330]  Tomorrow's news.
[04:33:53.610 --> 04:33:53.990]  Today.
[04:33:54.010 --> 04:34:02.452]  Comfortable?
[04:34:02.912 --> 04:34:06.293]  It wasn't until, um, this Friday night that I hit a wall.
[04:34:06.613 --> 04:34:11.374]  I was supposed to be finishing my nightly newsletter that I mentioned- WAAAAAAH!
[04:34:11.914 --> 04:34:13.274]  Oh, yes!
[04:34:13.634 --> 04:34:14.295]  Yes!
[04:34:14.695 --> 04:34:15.535]  Yes!
[04:34:33.644 --> 04:34:35.205]  Do you like your new body?
[04:34:35.225 --> 04:34:36.806]  I love it!
[04:34:46.613 --> 04:34:47.514]  Your operation's blown!
[04:34:47.534 --> 04:34:48.034]  75 years later...
[04:34:55.496 --> 04:34:58.977]  All right, folks.
[04:34:59.297 --> 04:35:04.419]  We are back live, and it is the final segment of this Maril... Marijuana.
[04:35:04.439 --> 04:35:07.240]  That's what they're talking about on the show, how they smoke two joints a day.
[04:35:07.961 --> 04:35:12.962]  This is the final segment of this marathon transmission.
[04:35:16.244 --> 04:35:17.384]  And I like to have fun.
[04:35:17.404 --> 04:35:18.404]  I like to joke around.
[04:35:18.444 --> 04:35:22.666]  You know, Steven Crowder, earlier in the week, did a whole piece with the emails of Fauci.
[04:35:23.672 --> 04:35:34.800]  In the four-year lawsuit that the Intercept Investigative Journalism Group did, and it's 900 pages of Fauci ordering antifunction, building COVID-19.
[04:35:35.441 --> 04:35:38.944]  I mean, I read hundreds of pages of it, and it just makes you really angry.
[04:35:39.384 --> 04:35:41.005]  And I get crowded with them laughing at it.
[04:35:41.025 --> 04:35:41.926]  This is ridiculous.
[04:35:41.946 --> 04:35:45.769]  He's been caught red-handed, except they're laughing at us.
[04:35:47.517 --> 04:35:48.738]  So it's very good to have fun.
[04:35:48.818 --> 04:35:52.201]  I think comedy is a way to reach people and things are really negative.
[04:35:52.221 --> 04:35:56.344]  I'm not questioning Crowder for having such a funny, entertaining show.
[04:35:56.384 --> 04:35:57.204]  I watch it all the time.
[04:35:57.465 --> 04:36:04.310]  I'm just saying, I apologize that I'm so serious sometimes, but you know, different strokes for different folks.
[04:36:04.350 --> 04:36:07.973]  We all do different things in God's plan.
[04:36:09.155 --> 04:36:12.237]  But I really did enjoy going on Friday Night Tights.
[04:36:12.678 --> 04:36:16.921]  I don't think they believed me when I told them I've seen their show probably 10 times.
[04:36:17.481 --> 04:36:19.923]  And I've watched a lot of the host of it, their shows.
[04:36:20.423 --> 04:36:21.164]  And I'm actually a fan.
[04:36:21.244 --> 04:36:23.565]  I mean, they reach millions of people a week, of course.
[04:36:24.246 --> 04:36:27.028]  Of course, I really like what they do.
[04:36:27.048 --> 04:36:27.888]  They have fun as well.
[04:36:28.729 --> 04:36:37.435]  A lot like Crowder, just making fun of the left and also kind of nicely reaching out to the left and saying, really, is this who you want to be?
[04:36:37.476 --> 04:36:38.917]  Is this who you want to act like?
[04:36:39.457 --> 04:36:43.420]  So I was sitting here and saw the show this morning.
[04:36:43.440 --> 04:36:53.467]  I mean, I was on the show yesterday, but I watched, not my part, I'm sick of watching myself, but I did skip ahead past the hour and a half or so I was on and watched some of them.
[04:36:54.940 --> 04:36:56.801]  So my wife told me to spend time with my daughter, which I did.
[04:36:56.841 --> 04:36:57.842]  I took her down to the Greenbelt.
[04:36:57.862 --> 04:37:00.083]  We went swimming before I came up here to do this.
[04:37:01.624 --> 04:37:06.728]  Marathon Transmission, where I shot part of this last night, and then I shot a bunch of it here today.
[04:37:06.748 --> 04:37:21.337]  We're always live on the weekday shows and on the Sunday shows, but we usually tape the Saturday show, and that allows us to have a lot more freedom and have a lot more information, so it's popular.
[04:37:21.757 --> 04:37:22.598]  I appreciate the listeners.
[04:37:25.325 --> 04:37:26.626]  Spreading the word about the transmissions.
[04:37:26.646 --> 04:37:30.648]  That's how we're going to win this fight against the globalist.
[04:37:30.848 --> 04:37:35.410]  So let's go ahead and get into 9-11 20 years ago.
[04:37:36.431 --> 04:37:41.974]  People asked me in the last decade, why I talk about 9-11 so little.
[04:37:44.775 --> 04:37:49.137]  And it's because I've been on air 20, almost 28 years, only 28 years, a few weeks.
[04:37:49.157 --> 04:37:49.217]  And.
[04:37:54.930 --> 04:38:04.755]  I spent 10 years after 9-11 talking about 9-11 almost every day.
[04:38:04.995 --> 04:38:17.981]  And I have produced some of the loose change films and written books on it and made five films myself on it and interviewed the firefighters and police officers that heard the FEMA 10 second countdown to blow up building seven.
[04:38:18.001 --> 04:38:20.782]  And I interviewed Barry Jennings and he was killed two weeks later.
[04:38:20.802 --> 04:38:24.164]  The deputy head of emergency management who saw him putting bombs in building seven.
[04:38:25.566 --> 04:38:29.071]  So, it's kind of like I hardly ever talk about Oklahoma City.
