[00:00:12.645 --> 00:00:15.666]  Jesse Peters is right.
[01:16:48.425 --> 01:16:55.452]  In fact, back in 1994, two scientists won a Nobel Prize for an idea of spraying different particles out of jet engines to control the weather.
[01:16:55.452 --> 01:16:57.214]  So yes, man-made climate change is real.
[01:16:59.051 --> 01:17:01.833]  Ultimate Bone Broth is back and better than ever.
[01:17:01.833 --> 01:17:06.476]  And 20% off, plus free shipping and double Patriot points for our new sale.
[01:17:06.476 --> 01:17:10.779]  After years of being off the shelves, we're bringing back one of the biggest fan favorite formulas ever.
[01:17:10.779 --> 01:17:13.601]  And it's now been reformulated and is even stronger.
[01:17:13.601 --> 01:17:15.462]  It's Ultimate Bone Broth Plus.
[01:17:16.142 --> 01:17:25.168]  It's got concentrated high-quality chicken broth protein, turmeric root that's so amazing, chaga mushroom, bee pollen, goji berry, alfalfa herb powder.
[01:17:25.168 --> 01:17:28.791]  Then it's got added magnesium and potassium for electrolytes.
[01:17:28.791 --> 01:17:35.335]  It's got real organic cocoa bean powder with natural chocolate flavor and a touch of sea salt.
[01:17:35.335 --> 01:17:37.276]  It even tastes better than the last formula.
[01:17:37.276 --> 01:17:39.758]  And what it does for your body is simply amazing.
[01:17:39.758 --> 01:17:44.661]  Again, it has that cutting-edge chicken broth protein isolate powder.
[01:17:44.941 --> 01:17:48.045]  Rarely in life you come upon something that is an absolute 360 win.
[01:18:04.924 --> 01:18:05.265]  I think so.
[01:18:19.841 --> 01:18:20.221]  Thank you.
[01:18:37.551 --> 01:18:38.612]  History is happening now.
[01:19:02.276 --> 01:19:19.961]  As we close out the year 2021 and accelerate into the critical year of 2022, it is so important to really meditate on the fact and let it sink in that we are in the middle of a globalist world government takeover whose endgame is forced depopulation.
[01:19:19.961 --> 01:19:27.183]  The death, the disease, the horror being caused by these GMO gene therapy shots is just the beginning.
[01:19:28.393 --> 01:19:33.194]  They are now accelerating a program that will collapse civilization.
[01:19:33.194 --> 01:19:35.775]  There's not much time left to turn this around.
[01:19:35.775 --> 01:19:44.858]  The globals are now getting a big cyber attack ready that they're going to launch, and again, blame on terrorists, and use as a pretext to further collapse civilization.
[01:19:44.858 --> 01:19:49.239]  Only being aware of this and only rallying against it now can back them off.
[01:19:49.239 --> 01:19:56.642]  Please, ladies and gentlemen, continue to spread the word about InfoWars.com and NewsWars.com and the live show, because you are the modern Paul Reveres.
[01:19:56.642 --> 01:19:57.922]  Without you, we're going to lose.
[01:19:59.938 --> 01:20:04.541]  Leading a frontal assault on the lies of the New World Order.
[01:20:04.541 --> 01:20:12.186]  It's Alex Jones.
[01:20:12.186 --> 01:20:20.912]  Alright, Dr. Lee Merritt is our guest here and I really appreciate you coming on the Alex Jones Show on this Tuesday, December 14th broadcast.
[01:20:29.733 --> 01:20:36.232]  And it reminded me of why I think she's one of the most articulate, best people we've got out there fighting this tyranny is, she goes to the big picture.
[01:20:36.883 --> 01:20:57.477]  And I wanted to get in the nuts and bolts of where we are and what's coming next and Omicron and the rest of it, but you talked about Tavistock Institute, for those that don't know, MI6 connected behavioral psychology outfit, and the fact that they admit they hired militaries around the world with the Tavistock Institute to engage in fear-mongering and even use terms like brainwashing.
[01:20:57.477 --> 01:20:58.477]  This isn't our opinion.
[01:20:58.477 --> 01:21:01.319]  This is MKUltra stuff on the mass scale.
[01:21:01.319 --> 01:21:02.880]  And so you're a medical doctor.
[01:21:02.880 --> 01:21:04.882]  Speaking about that, what is the big picture?
[01:21:05.602 --> 01:21:18.048]  And is it the way to beat this, not to argue every point of their lies and every new variant, but to argue the fact of they're using this for their global government takeover, the Build Back Better Great Reset?
[01:21:20.397 --> 01:21:21.157]  I think so.
[01:21:21.157 --> 01:21:23.318]  You can get down in the weeds and get lost.
[01:21:23.318 --> 01:21:38.821]  And I think the point here is, I mean, just look, just looking at these variants, the guy without being prejudiced and confused by an inadequate medical or scientific education that we were all given, you just look at this and you say, is this really crazy?
[01:21:38.821 --> 01:21:40.481]  I mean, come on, can they make up?
[01:21:40.481 --> 01:21:42.822]  This sounds like a made up story.
[01:21:42.822 --> 01:21:48.063]  We've got all these countries that are highly vaccinated, that are having the highest rate of outbreak.
[01:21:48.519 --> 01:22:00.608]  On the other hand, the lowest countries, like they come out with a news story saying, South Africa, surprisingly low number of cases, even though they only have 6% of people vaccinated or something like that.
[01:22:00.608 --> 01:22:12.056]  I mean, the average guy would make the conclusion that if more vaccination means more disease, then maybe we should stop vaccinating, that the vaccine may be causing the disease.
[01:22:12.056 --> 01:22:14.839]  But no, we have to come out with variants.
[01:22:14.839 --> 01:22:16.500]  I mean, it's just too...
[01:22:17.523 --> 01:22:19.605]  It's just too obvious.
[01:22:19.605 --> 01:22:21.226]  You can't make this stuff up.
[01:22:21.226 --> 01:22:22.628]  They've thought this out.
[01:22:22.628 --> 01:22:24.389]  I will tell you the other thing I looked at.
[01:22:24.389 --> 01:22:28.553]  I looked at the 1918 history of the pandemic back then.
[01:22:28.553 --> 01:22:32.216]  And you know, there were really four things that happened then.
[01:22:32.216 --> 01:22:33.557]  And most people don't realize this.
[01:22:33.557 --> 01:22:40.063]  I was never taught this in medical school, that they could not prove transmission of influenza.
[01:22:40.063 --> 01:22:42.906]  You know, we've had all this stuff come out now that just
[01:22:43.878 --> 01:22:47.262]  Makes it you realize that there's I'm not saying there's nothing there.
[01:22:47.262 --> 01:22:56.233]  There's something that's killing people But there is a huge psychological operation this this that's driving a kind of overlay over that
[01:22:56.960 --> 01:23:01.601]  And even when you look at what's killing people, we don't know a lot about it.
[01:23:01.601 --> 01:23:01.861]  Why?
[01:23:01.861 --> 01:23:03.981]  We've been told not to do autopsies.
[01:23:03.981 --> 01:23:06.022]  There are very few autopsies out there.
[01:23:06.022 --> 01:23:13.103]  I pulled all the autopsies I could find since last year, and there were 74 from around the world of COVID deaths.
[01:23:13.103 --> 01:23:17.904]  And you know, they're telling us we have a horrible virus that's giving us this viral pneumonia and we're dying, right?
[01:23:17.904 --> 01:23:21.905]  Guess what the one diagnosis is I didn't find in any of those autopsies?
[01:23:22.580 --> 01:23:24.021]  Viral pneumonia.
[01:23:24.021 --> 01:23:25.761]  You would think it would be there.
[01:23:25.761 --> 01:23:26.261]  No.
[01:23:26.261 --> 01:23:30.783]  But the one thing that is there is microvascular clotting in everyone.
[01:23:30.783 --> 01:23:32.644]  So something is happening.
[01:23:32.644 --> 01:23:35.345]  We've been prohibited from scientifically evaluating it.
[01:23:35.345 --> 01:23:38.166]  We've been prohibited from treating it correctly.
[01:23:38.166 --> 01:23:39.126]  We've been censored.
[01:23:39.946 --> 01:23:47.028]  I mean, does that sound like a nation or a medical system that really wants to help us figure this out and treat people?
[01:23:47.028 --> 01:23:53.010]  Oh, I should have meant they're killing people with protocols that they don't change in the ICU.
[01:23:53.010 --> 01:23:53.390]  That's right.
[01:23:53.390 --> 01:23:56.051]  They know sending sick people to nursing homes kills.
[01:23:56.051 --> 01:24:00.512]  They know putting people on intubators and not giving them any type of treatment kills them.
[01:24:00.512 --> 01:24:03.253]  And they still are doing it now as we prepare to enter year three.
[01:24:04.597 --> 01:24:05.477]  Right.
[01:24:05.477 --> 01:24:09.099]  And listen to what Michael Yadin just said about the midazolam.
[01:24:09.099 --> 01:24:17.362]  In his mind, the midazolam, and I can't check all the things he has, you know, he's... But it's on record, it makes sure he can't breathe.
[01:24:17.362 --> 01:24:18.563]  It's an assisted suicide drug.
[01:24:20.097 --> 01:24:30.827]  Right, the midazolam, and his point was they stockpiled it before 2020 and then they strategically released it and started using it at a time to boost the death numbers.
[01:24:30.827 --> 01:24:34.911]  That's right, this is a giant, so what you're getting at is it's what Klaus Schwab and Bill Gates want, depopulation.
[01:24:35.351 --> 01:24:36.313]  And this is their rollout.
[01:24:36.313 --> 01:24:48.110]  The murder of Western medicine, the murder of logic, the murder of free speech, getting all their minions in place, purging the military and police and hospitals of people that will ask questions before they roll out something far deadlier.
[01:24:48.110 --> 01:24:51.455]  If I war game it, that's the main scenario I see, doctor.
[01:24:52.583 --> 01:24:58.170]  It's fear that's driving people to do things they would not do in a normal situation.
[01:24:58.170 --> 01:25:03.516]  I mean, look, most people would have researched this vaccine that was experimental.
[01:25:03.516 --> 01:25:06.639]  When the word experimental came out, it should have been a red flag.
[01:25:06.639 --> 01:25:10.123]  Oh, maybe I should wait and not be the first person on the block to get this.
[01:25:10.123 --> 01:25:11.145]  But that isn't what happened.
[01:25:11.565 --> 01:25:29.960]  People that I respect that are smart, intelligent people that would have looked at Carfax before buying a used car, ran out and got a vaccine that's never been with a new technology, never really made it through animal testing, completely unknown elements in the vaccine.
[01:25:29.960 --> 01:25:35.105]  Even your doctors don't know what's in it because they don't have to tell us under emergency use authorization.
[01:25:35.105 --> 01:25:37.166]  And they went out and got this.
[01:25:37.166 --> 01:25:40.369]  And here's the point that I've been making to people about this vaccine.
[01:25:41.109 --> 01:25:41.349]  It's
[01:25:51.056 --> 01:25:53.898]  They've agreed this doesn't decrease transmission.
[01:25:53.898 --> 01:25:57.720]  It just may, in the EUA, it may decrease symptoms a bit.
[01:25:57.720 --> 01:25:59.240]  Well, that's a therapeutic agent.
[01:25:59.240 --> 01:26:07.285]  That's not able to be mandated in any real, I mean, that would be like mandating a blood pressure medicine rather than another one.
[01:26:07.285 --> 01:26:08.265]  You can't do that.
[01:26:08.265 --> 01:26:11.247]  And so they've mislabeled things.
[01:26:11.247 --> 01:26:12.908]  They've lied to us about these things.
[01:26:13.468 --> 01:26:22.834]  And at the end of time, people went out and they were so afraid by all the confusion and the isolation, everything happening, that they took this vaccine without really knowing much about it.
[01:26:22.834 --> 01:26:28.057]  And now we have numbers coming out that, as some of us predicted, are not good numbers.
[01:26:28.277 --> 01:26:29.378]  Well, that's what I was about to say.
[01:26:29.378 --> 01:26:31.961]  We're having massive more numbers of deaths.
[01:26:31.961 --> 01:26:33.383]  The hospitals this year are actually full.
[01:26:33.383 --> 01:26:34.624]  They weren't last year.
[01:26:34.624 --> 01:26:40.951]  And they admitted, the German and British News, I don't even hide it, that you're twice as likely to be in the hospital or die if you've had the shot.
[01:26:40.951 --> 01:26:43.794]  And their answer is more shots, even though they don't protect you.
[01:26:43.794 --> 01:26:44.695]  I mean, this is crazy.
[01:26:45.805 --> 01:26:46.846]  Right.
[01:26:46.846 --> 01:26:53.492]  It's, again, you know, if people weren't afraid, I think they would look at this more realistically.
[01:26:53.492 --> 01:26:55.214]  But they're being afraid.
[01:26:55.214 --> 01:27:03.181]  And part of it is, of course, the nonstop propaganda on television that doesn't tell you, and the mainstream media, that doesn't tell you the truth about this.
[01:27:03.181 --> 01:27:04.822]  So is it this really an IQ test?
[01:27:04.822 --> 01:27:07.164]  The globalist clan, they want to get rid of dumb people.
[01:27:07.164 --> 01:27:09.126]  I don't agree with doing that.
[01:27:09.126 --> 01:27:12.089]  But this really is Darwin Awards here.
[01:27:13.692 --> 01:27:16.096]  Well, some of the smartest people I know ran out and got this.
[01:27:16.096 --> 01:27:19.201]  I mean, it's hard to believe, but they sure understand they go under Stockholm Syndrome.
[01:27:19.201 --> 01:27:21.083]  Plus, the children don't deserve this.
[01:27:21.083 --> 01:27:21.945]  The children don't deserve it.
[01:27:22.938 --> 01:27:27.319]  Yeah, and that's the point about the Tavistock Institute and Mass Mind Control.
[01:27:27.319 --> 01:27:28.839]  This is a scientific study.
[01:27:28.839 --> 01:27:29.900]  They know how to do this.
[01:27:29.900 --> 01:27:35.041]  They know how to push our buttons and make normal people not be acting normally.
[01:27:35.041 --> 01:27:39.022]  I really think that's a major component here.
[01:27:39.022 --> 01:27:45.203]  The other thing I always worry about is that as we're looking one direction, what are they doing the other direction?
[01:27:45.203 --> 01:27:46.423]  That's the other thing.
[01:27:46.423 --> 01:27:49.464]  And that's the reason I wanted to get you on in a longer segment that's coming up.
[01:27:49.464 --> 01:27:50.164]  Start now, Doctor.
[01:27:51.694 --> 01:27:52.314]  Exactly.
[01:27:52.314 --> 01:27:54.135]  You're a smart lady, big picture.
[01:27:54.135 --> 01:27:57.476]  What are you expecting them to pull next?
[01:27:57.476 --> 01:27:59.136]  Well, I think they're already pulling it.
[01:27:59.136 --> 01:28:05.038]  I'm starting to see people that are younger people that are getting sick with something.
[01:28:05.038 --> 01:28:05.978]  Okay.
[01:28:05.978 --> 01:28:16.561]  And, but if you look at the, at what we know about, for example, electromagnetic frequency toxicity, it's indistinguishable from COVID, from what they call COVID.
[01:28:17.748 --> 01:28:21.395]  The idea is we don't have an isolate of the virus.
[01:28:21.395 --> 01:28:22.778]  We're being told there's a virus.
[01:28:22.778 --> 01:28:24.141]  We're being told it's airborne.
[01:28:24.141 --> 01:28:26.145]  We're being told a lot of things that are not proven.
[01:28:27.179 --> 01:28:36.886]  But we do know something about electromagnetic frequency and the history behind the pandemic of 1918, various flu pandemics in the past.
[01:28:36.886 --> 01:28:37.206]  That's right.
[01:28:37.206 --> 01:28:42.190]  We know when new type of radiations are released, it's that at first our bodies aren't used to it.
[01:28:42.190 --> 01:28:43.250]  Plagues are connected to that.
[01:28:43.250 --> 01:28:47.413]  And now you're talking about major studies when we come back that just broke this week.
[01:28:47.413 --> 01:28:49.575]  Major studies by prestigious groups confirming
[01:28:50.116 --> 01:28:54.826]  That 5G radiation is causing symptoms identical to COVID-19.
[01:28:54.826 --> 01:28:56.530]  This is not a conspiracy theory.
[01:28:56.530 --> 01:28:57.152]  This is proven.
[01:28:57.152 --> 01:28:57.532]  Stay with us.
[01:29:00.302 --> 01:29:04.664]  Cobra Commander here with an important message to humanity.
[01:29:04.664 --> 01:29:13.007]  I have decided that all of you will take a special injection so that you will be safe.
[01:29:13.007 --> 01:29:16.548]  But the injection is not ready yet.
[01:29:16.548 --> 01:29:25.132]  And so, I need all of you to stay indoors for the next 15 days to flatten the curve.
[01:29:25.912 --> 01:29:32.598]  I also need you to wear masks, and I also need you to only shop at megacorporations.
[01:29:32.598 --> 01:29:44.269]  That way we can consolidate control and bankrupt the world economy, leaving companies that only I own profitable.
[01:29:44.269 --> 01:29:46.231]  You will then be my slaves.
[01:29:47.782 --> 01:29:51.650]  And then you'll get that special shot of venom from Cobra.
[01:29:51.650 --> 01:29:57.721]  It will remove your immune system, so you'll be dependent on me for the rest of your miserable lives.
[01:30:00.854 --> 01:30:02.514]  This is a great sponsor.
[01:30:02.514 --> 01:30:07.995]  We have one of the best deals you're going to find out there on a high-quality, high-rated satellite phone.
[01:30:07.995 --> 01:30:12.676]  You can't be tracked, you can't be traced, and it'll work anywhere in the world where you can see the sky.
[01:30:12.676 --> 01:30:16.957]  You can also buy cheap antennas and things for in your car or in your house that also are on the site.
[01:30:16.957 --> 01:30:18.837]  Infowarsphone.com.
[01:30:18.837 --> 01:30:20.337]  That's just a site that takes you to these folks.
[01:30:20.337 --> 01:30:23.218]  They supply the board for everybody with their systems as well.
[01:30:23.218 --> 01:30:30.579]  They're amazing folks, and you get a free phone, a $650 value, absolutely free, at Infowarsphone.com.
[01:30:31.399 --> 01:30:33.580]  Smartphones are always tracking everything you do.
[01:30:33.580 --> 01:30:34.060]  These aren't.
[01:30:34.060 --> 01:30:36.020]  And the calls are free when folks call you.
[01:30:36.020 --> 01:30:40.801]  You just pay $99.95 a month for your minutes, 150 minutes.
[01:30:40.801 --> 01:30:43.142]  So the calls you were free, works like a regular cell phone.
[01:30:43.142 --> 01:30:44.442]  You're not being tracked or traced.
[01:30:44.442 --> 01:30:45.742]  And I keep one in my car.
[01:30:45.742 --> 01:30:47.443]  I've given them to my parents as gifts.
[01:30:47.443 --> 01:30:49.983]  Way out in the middle of nowhere where regular phones don't work, they work.
[01:30:49.983 --> 01:30:52.124]  Infowarsphone.com or 941-955-1020, 941-955-1020 and ask the Alex Jones Special.
[01:30:58.843 --> 01:31:02.567]  Everything I do is about victory for humanity.
[01:31:02.567 --> 01:31:08.432]  Everything I promote is about standing up against the New World Order by empowering humanity.
[01:31:08.432 --> 01:31:10.635]  Well, that's why ResetWars.com is so important.
[01:31:10.635 --> 01:31:23.247]  Not only is it a game-changing course of critical information to unlock your mind from the Matrix, but it's something that gets around Klaus Schwab's attempt to shut down American infrastructure
[01:31:23.987 --> 01:31:41.335]  I've been on there 28 years, and all of our work has been amazing, thanks to God and God's divine empowerment and blessing.
[01:31:41.335 --> 01:31:47.258]  But I've got to tell you, out of everything I've done, Reset Wars is the most important, and it is now available.
[01:31:47.258 --> 01:31:49.259]  Now, the month of December 2021 is here at ResetWars.com.
[01:31:51.960 --> 01:31:56.066]  Start your journey to the next level today at ResetWars.com.
[01:31:56.066 --> 01:31:58.890]  The globalists fear this information.
[01:31:58.890 --> 01:32:02.616]  Everything I do is about victory for humanity.
[01:32:02.616 --> 01:32:08.124]  Everything I promote is about standing up against the new world order by empowering humanity.
[01:32:08.464 --> 01:32:10.645]  Well, that's why ResetWars.com is so important.
[01:32:10.645 --> 01:32:25.911]  Not only is it a game-changing course of critical information to unlock your mind from the matrix, but it's something that gets around Klaus Schwab's attempt to shut down American infrastructure and American jobs.
[01:32:25.911 --> 01:32:28.132]  It is the true digital economy.
[01:32:28.132 --> 01:32:33.294]  It's the spiritual economy of the mind and transcendental control.
[01:32:33.294 --> 01:32:33.854]  I've been on there 28 years.
[01:32:35.000 --> 01:32:41.344]  And all of our work has been amazing, thanks to God and God's divine empowerment and blessing.
[01:32:41.344 --> 01:32:47.268]  But I got to tell you, out of everything I've done, Reset Wars is the most important, and it is now available.
[01:32:47.268 --> 01:32:51.991]  Now the month of December 2021 is here at ResetWars.com.
[01:32:51.991 --> 01:32:56.113]  Start your journey to the next level today at ResetWars.com.
[01:32:56.113 --> 01:32:58.395]  The globalists fear this information.
[01:33:00.430 --> 01:33:06.371]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:33:20.483 --> 01:33:21.683]  Themedicalrebel.com.
[01:33:21.683 --> 01:33:27.685]  See her great writings and amazing interviews and videos there and support her.
[01:33:27.685 --> 01:33:28.846]  Themedicalrebel.com.
[01:33:28.846 --> 01:33:33.767]  Dr. Lee Merritt is our guest and I wanted to hit here
[01:33:44.284 --> 01:33:56.697]  The fact that I produced this film, part two is out, it's a five-part series, very highly produced, Robert F. Kennedy Jr., you name it, everybody's in it, and it is Covent Land to Mask, even more powerful than part one, part one's very powerful.
[01:33:56.697 --> 01:34:00.961]  It's available right now, ready to ship it out to you in time for Christmas or before Christmas.
[01:34:00.961 --> 01:34:07.408]  You may be totally awake, but your friends and family aren't, get it, donate it to the library, give it to the local college, show it to your grandchildren, whatever you do, get it.
[01:34:07.928 --> 01:34:17.456]  COVIDLAND at INFOWARESTORE.COM and you get a free copy of two films I made about Skull and Bones and Bohemian Grove and The Secret Societies that just predate intelligence agencies.
[01:34:17.456 --> 01:34:18.457]  It's the same thing.
[01:34:18.457 --> 01:34:23.361]  Dark Secrets Inside Bohemian Grove and The Order of Death all on one DVD.
[01:34:23.361 --> 01:34:32.689]  So get both of those films free with your purchase of COVIDLAND at INFOWARESTORE.COM and they're storewide free shipping right now and double pay for your points.
[01:34:32.689 --> 01:34:34.791]  Going back to Dr. Lee Merritt, got interrupted
[01:34:35.678 --> 01:34:53.108]  By the break and you were getting into the Tavistock Institute and the mind control and then there's a Gregg Reese report that I'll put on screen that has the different medical studies that came out years ago about 5G before COVID came out and then currently in the new ones that it indeed pushes oxygen out of the blood and causes other effects.
[01:34:53.108 --> 01:34:57.550]  Scientific study concludes that 5G exacerbated COVID.
[01:34:57.550 --> 01:34:59.692]  That just broke and you were going there doctor.
[01:34:59.692 --> 01:35:00.272]  Please continue.
[01:35:02.034 --> 01:35:04.096]  Well, yeah, we know how this works.
[01:35:04.096 --> 01:35:09.080]  I mean, it's not that we haven't looked at the science.
[01:35:09.080 --> 01:35:21.069]  What happens is, when you're in an electromagnetic field, your metabolism depends on your being able to have an electron transport chain in your mitochondria.
[01:35:21.069 --> 01:35:22.050]  The mitochondria are the little
[01:35:22.751 --> 01:35:28.496]  Parts of your cells, they're like your furnaces, they would produce power from food.
[01:35:28.496 --> 01:35:37.084]  And when you disrupt that electron chain ever so slightly, you disrupt your ability to optimally metabolize food.
[01:35:37.084 --> 01:35:42.949]  And that's essentially what happens if you're toxic from radiofrequency radiation, non-ionizing radiation.
[01:35:43.635 --> 01:35:53.859]  Now, it's interesting that when you go back to, and I have, my family is filled with electrical engineers and they all think I'm a little nuts because they're working in the macro environment.
[01:35:53.859 --> 01:36:03.602]  But it's true that we're dealing with micro currents and nano, you know, very, very small currents that are going through that are causing this.
[01:36:03.602 --> 01:36:06.263]  It's not, it doesn't take a lot.
[01:36:06.263 --> 01:36:08.544]  In 1918, it's very interesting.
[01:36:08.544 --> 01:36:11.825]  I mentioned earlier, they never proved transmission of the
[01:36:12.797 --> 01:36:13.717]  A flu.
[01:36:13.717 --> 01:36:26.841]  They tried, I mean, they did even things like taking, and I apologize the term snot, but that's not a technical medical term, but you know what it is, the goobers from your nose and your lungs, and they put it into healthy people, they couldn't get them sick.
[01:36:26.841 --> 01:36:37.985]  They also literally spun that stuff down, tried to purify it, essentially make it so if there were a small particle in there, it'd be concentrated, and injected it into volunteers, and they didn't get the flu.
[01:36:37.985 --> 01:36:39.966]  Horses came down with this, but they couldn't be
[01:36:41.696 --> 01:36:43.697]  They couldn't transmit it from horse to horse.
[01:36:43.697 --> 01:36:44.637]  So what was going on?
[01:36:44.637 --> 01:36:47.658]  Well, it's interesting that we call it the Spanish Flu.
[01:36:47.658 --> 01:36:48.378]  Why do we do that?
[01:36:48.378 --> 01:36:50.079]  Because it didn't start in Spain.
[01:36:50.079 --> 01:36:52.039]  It started in Fort Riley, Kansas.
[01:36:52.039 --> 01:36:53.580]  And what was happening there?
[01:36:53.580 --> 01:37:01.622]  Well, we were training a group of Army guys to go overseas, and among those were telegraphers, the people that are learning to do Morse code.
[01:37:01.622 --> 01:37:04.643]  And it was the first time that humans were really around
[01:37:06.431 --> 01:37:09.514]  Interrupted electrical signals, alternating currents.
[01:37:09.514 --> 01:37:14.618]  And what happened is, even before that, we called it telegrapher's disease.
[01:37:14.618 --> 01:37:18.441]  Telegram operators, as soon as the lines went up, started getting sick.
[01:37:18.441 --> 01:37:22.004]  Not necessarily dying, but they were getting sick around the world.
[01:37:22.004 --> 01:37:24.927]  And so in 1918, four things came together.
[01:37:24.927 --> 01:37:28.469]  We had the telegraphers being trained in Fort Riley, Kansas.
[01:37:28.469 --> 01:37:33.554]  It's the first time that we gave our military a battery of vaccines before they went overseas.
[01:37:34.870 --> 01:37:47.257]  We had a drug that was being given inappropriately, it was called aspirin, and Bayer and aspirin had lost their patent and were convincing doctors through the AMA to use it whenever there was a fever.
[01:37:47.257 --> 01:37:57.062]  We have a lot of these memory books from 1918 that show doctors just pushing handfuls of aspirin into these young recruits that were sick with the so-called flu.
[01:37:59.381 --> 01:38:11.287]  Ultimately, we sent out a pathologist, William Welch, from the Armed Forces Institute of Pathology, who did autopsies on these people in 1918, and what he found was bloody lungs, that they were bleeding into their lungs.
[01:38:11.287 --> 01:38:15.569]  Again, inflammation and aspirin overdose explains some of this.
[01:38:15.569 --> 01:38:21.312]  A lot of people died, but it's interesting who it was and then when it went overseas, think what we also did.
[01:38:21.312 --> 01:38:28.016]  We also vaccinated our overseas people and we took over the telegram
[01:38:28.556 --> 01:38:42.054]  And Dr. Merrick, let me just back up what you're saying, because I've been studying this long before this even happened, and I know you have, and this is mainline medical research.
[01:38:42.054 --> 01:38:45.198]  What you're saying isn't like something Kooks came up with, and here's the difference.
[01:38:45.578 --> 01:39:00.591]  They argue, well the sun is this giant electromagnetic microwave, but it comes up gradually, it goes down gradually, and it's based on when we go to bed, when we get up, we've got to have it in our skin to live, and yeah, it gives us cancer actually in the end.
[01:39:00.591 --> 01:39:02.633]  So we need it to live, but it also kills us.
[01:39:02.633 --> 01:39:03.734]  It's what makes the plants grow.
[01:39:03.734 --> 01:39:07.017]  We're in a high level of electromagnetic radiation.
[01:39:07.017 --> 01:39:11.321]  But what I've read from the studies is, they've done this with ants, with birds, and with plants.
[01:39:11.781 --> 01:39:12.242]  We're good to go.
[01:39:27.279 --> 01:39:27.379]  It's
[01:39:45.689 --> 01:39:48.131]  Billions of changes an hour.
[01:39:48.131 --> 01:39:49.792]  All these different fields.
[01:39:49.792 --> 01:39:52.514]  All of this then causing issues inside the cells.
[01:39:52.514 --> 01:39:57.057]  Then you add a new pathogen to that and it can cause all sorts of strange mutations.
[01:39:57.057 --> 01:39:58.398]  That's my layperson's read.
[01:39:58.398 --> 01:39:58.998]  Is that accurate?
[01:39:59.964 --> 01:40:03.407]  I think that's pretty close.
[01:40:03.407 --> 01:40:06.669]  The Canon's Law of the Body we learned in medical school.
[01:40:06.669 --> 01:40:09.472]  It says the body responds to rate of change.
[01:40:09.472 --> 01:40:14.235]  So if something is gentle and it starts slowly, you can adapt to it to some degree.
[01:40:14.235 --> 01:40:15.216]  But you're right.
[01:40:15.216 --> 01:40:17.578]  When it keeps flicking on and off, it's hard.
[01:40:17.578 --> 01:40:19.920]  And that's what happened when you bring up the sun.
[01:40:19.920 --> 01:40:25.284]  You know, most people don't realize that before the telegram lines were laid, we didn't have seasonal influenza.
[01:40:25.948 --> 01:40:29.471]  Influenza was something that had a worldwide outburst.
[01:40:29.471 --> 01:40:31.953]  Influenza comes from the word to influence.
[01:40:31.953 --> 01:40:36.616]  Nobody knew what it was from, but they knew that periodically, back into the 1500s and 1700s,
[01:40:39.801 --> 01:40:40.161]  Boom!
[01:40:40.161 --> 01:40:45.422]  There'd be an outbreak all around the world, and then it would be absent for decades.
[01:40:45.422 --> 01:40:46.703]  And then it would happen again.
[01:40:46.703 --> 01:40:52.824]  And it turned out a very smart astronomer, I think from Winnipeg, looked back at this and said, it correlates with sunspot activity.
[01:40:52.824 --> 01:40:53.604]  So do wars!
[01:40:53.604 --> 01:40:54.364]  So do wars!
[01:40:54.364 --> 01:41:00.226]  I mean, like even Bain Capital, Goldman Sachs, they're all obsessed with sunspots in their own literature.
[01:41:00.226 --> 01:41:01.026]  They know this is real.
[01:41:02.150 --> 01:41:07.858]  Yeah, so there's a lot of things happening here, and so I don't believe it's all psychological operation.
[01:41:07.858 --> 01:41:14.687]  I personally think, even the mainstream media has come to the belief that the spike protein was manipulated.
[01:41:14.687 --> 01:41:19.154]  It's genetic material taken from nature, taken into labs, manipulated to harm people.
[01:41:19.594 --> 01:41:21.356]  So, by definition, that's a bioweapon.
[01:41:21.356 --> 01:41:30.423]  Now, keep in mind, if that's a bioweapon, when your body produces the same spike protein, having been given this RNA or DNA vaccine, it's also a bioweapon.
[01:41:30.423 --> 01:41:32.004]  I totally agree, Dr. Merritt.
[01:41:32.004 --> 01:41:33.885]  So, what do you think they're really doing?
[01:41:33.885 --> 01:41:36.888]  Because, obviously, multiple injections was always pre-planned.
[01:41:36.888 --> 01:41:38.989]  They admit it, so now they say it's permanent.
[01:41:38.989 --> 01:41:41.712]  You were on the show years ago saying that was going to come.
[01:41:41.712 --> 01:41:42.953]  This is clearly a plan now.
[01:41:42.953 --> 01:41:43.613]  We now know that.
[01:41:43.613 --> 01:41:45.555]  Where's the plan go?
[01:41:45.555 --> 01:41:48.517]  I think it goes, I think the 5G is part of the endgame.
[01:41:49.518 --> 01:41:50.259]  I really do.
[01:41:50.259 --> 01:41:54.222]  I think that they're distracting us with all the, everything else.
[01:41:54.222 --> 01:41:59.666]  And quite frankly, I feel confident that we are going to master the disease process.
[01:41:59.666 --> 01:42:09.833]  Right now, we could be saving a lot more people if we, if people would put things in their homes like nebulizers, pulse oximeters, stock up on ivermectin that they won't let us do, stock up on these things.
[01:42:09.833 --> 01:42:13.716]  We could probably solve 90% of this or more.
[01:42:13.716 --> 01:42:16.458]  We always are going to have disease among humans.
[01:42:16.458 --> 01:42:18.019]  They're trying to stop us fixing the problem.
