[00:00:00.000 --> 00:00:13.220]   *fart* *outro*
[03:03:58.879 --> 03:04:01.080]  And that's already happened with the whole lockdowns.
[03:04:01.100 --> 03:04:04.922]  That's a forced system to jump us off the tracks we were on, onto the metaverse system.
[03:04:05.662 --> 03:04:06.282]  That's their play.
[03:04:07.103 --> 03:04:09.444]  Total false reality, total false reality immersion.
[03:04:10.356 --> 03:04:12.177]  A true matrix system being built.
[03:04:12.657 --> 03:04:14.018]  We're now being inserted into the matrix.
[03:04:14.038 --> 03:04:14.799]  Starts with radio.
[03:04:15.339 --> 03:04:17.100]  Then TV becomes the center of the household.
[03:04:17.540 --> 03:04:18.621]  People have dinner around it now.
[03:04:18.641 --> 03:04:22.363]  Instead of talking to grandma and grandpa and your neighbors and reading books, you now watch the TV.
[03:04:22.383 --> 03:04:24.184]  Then it's desktop computers.
[03:04:24.204 --> 03:04:25.205]  Then it's handheld computers.
[03:04:25.585 --> 03:04:27.366]  Then it's VR goggles and Google glasses.
[03:04:27.866 --> 03:04:34.550]  And then it's them forcing you into that system to use it to work or be able to even do basic business because that's what all the major companies are going to demand.
[03:04:35.430 --> 03:04:40.814]  And then if you don't behave and operate the way they want, you're basically even blocked out of that system and starved to death.
[03:04:40.834 --> 03:04:44.296]  It's just like if you don't take the poison shots, you're blocked out of the system.
[03:04:45.417 --> 03:04:46.518]  It's the same thing over and over again.
[03:04:46.658 --> 03:04:48.960]  All of it is used to control you, not to empower you.
[03:04:49.360 --> 03:04:50.401]  It's evil from the beginning.
[03:04:50.260 --> 03:04:52.260]  It's a snare.
[03:04:52.260 --> 03:05:00.260]  [Music]
[03:05:00.260 --> 03:05:06.260]   Today, anyone who is awake can clearly see why Alex Jones was deplatformed.
[03:05:06.835 --> 03:05:12.517]  InfoWars was right above the target, and the globalists were a year out from launching their attack.
[03:05:13.097 --> 03:05:18.278]  Three years later, and InfoWars is still thriving, thanks to the support of our audience.
[03:05:18.778 --> 03:05:24.360]  But we are now facing the fiercest battle yet, and we need you to help save InfoWars.
[03:05:25.060 --> 03:05:31.867]  The enemies entrenched within our government are breaking the justice system more than ever in their attack against Alex Jones.
[03:05:32.467 --> 03:05:36.291]  No crime, no evidence, no jury, no trial?
[03:05:36.771 --> 03:05:37.532]  We don't think so.
[03:05:37.993 --> 03:05:42.017]  They want to kill the messenger in a kangaroo trial with their new U.S.S.A.
[03:05:42.577 --> 03:05:43.478]  But we won't let them.
[03:05:44.119 --> 03:05:46.161]  Alex Jones will have his day in court.
[03:05:46.781 --> 03:05:53.965]  With your support, go to SaveInfoWars.com now and give your donation to save the First Amendment.
[03:05:54.825 --> 03:06:01.825]  Save InfoWars.com and God bless America.
[03:06:01.825 --> 03:06:09.825]  [Music]
[03:06:09.825 --> 03:06:12.895]   InfoWars.com Tomorrow's news today.
[03:06:12.895 --> 03:06:22.895]  [Music]
[03:06:22.895 --> 03:06:24.895]  Welcome back to the Alex Jones Show.
[03:06:24.348 --> 03:06:26.089]  I am your host, Alex Jones.
[03:06:26.850 --> 03:06:27.950]  No, I'm Jake Ducey.
[03:06:27.970 --> 03:06:30.212]  Thought we'd start off today with a little bit of humor.
[03:06:31.012 --> 03:06:31.833]  My name is Jake Ducey.
[03:06:31.853 --> 03:06:32.954]  It's a pleasure to meet you all.
[03:06:33.274 --> 03:06:42.920]  And I'm on here today, very excited because I just finished my sixth walkthrough of Alex's brand new online course, which is called Reset Wars.
[03:06:43.040 --> 03:06:52.587]  I had the opportunity to watch it being filmed, and I wanted to start off today with one of the quotes that Alex talks about here in this course, which is, first, they come for your mind.
[03:06:54.068 --> 03:06:56.449]  Then they come for your soul.
[03:06:57.069 --> 03:06:59.351]  And today that's what we're going to be talking about.
[03:07:00.451 --> 03:07:04.214]  Alex, Owen, two of the greatest in the whole business covering the news.
[03:07:04.614 --> 03:07:07.395]  So I can't do nearly anywhere good as a job.
[03:07:07.435 --> 03:07:10.277]  So I thought we would just talk about what's going on in Alex's course.
[03:07:10.737 --> 03:07:12.738]  First, they come for your mind.
[03:07:13.319 --> 03:07:14.439]  Then they come for your soul.
[03:07:14.940 --> 03:07:18.622]  And this is what the metaverse, this is what Mark Zuckerberg, this is what they don't want you to know.
[03:07:19.182 --> 03:07:29.129]  And Alex finally put together an 11-step really incredible course that breaks down exactly how to break out of the control system that they've set up.
[03:07:29.429 --> 03:07:33.312]  That's at ResetWars.com coming very soon.
[03:07:33.372 --> 03:07:41.498]  So open up another tab, open up another browser, go to ResetWars.com and join on the waiting list right now.
[03:07:41.818 --> 03:07:53.106]  And the reason that they don't want you to know about Reset Wars, the reason that they don't want you to know about what Alex is discussing in this course is because they are in the process of coming for your soul.
[03:07:53.407 --> 03:07:56.028]  Because we exist on three planes, right?
[03:07:56.129 --> 03:08:01.873]  We exist on the physical plane, we exist on the mental-emotional plane, and we exist on the spiritual plane.
[03:08:02.433 --> 03:08:08.577]  Everything that's happening right now is designed to trap you into your five physical senses.
[03:08:08.918 --> 03:08:30.767]   Because as soon as they trap you and I into our five physical senses, into anger, into fear, into doubt, into worry, with suicide people driving down the streets, the next big thing on the news happening, it's all designed to trap us in what Alex talks about in his course called the Emotional Control grid.
[03:08:31.167 --> 03:08:32.568]  I'm sorry, technical difficulty.
[03:08:32.608 --> 03:08:33.428]  I thought I was off there.
[03:08:33.688 --> 03:08:35.228]  The emotional control grid.
[03:08:35.588 --> 03:08:37.889]  And this is a term that Alex talks about in the course here.
[03:08:37.929 --> 03:08:44.610]  And he says that the mental and emotional planes are where the control grid originates.
[03:08:44.971 --> 03:08:45.951]  That's the matrix.
[03:08:46.251 --> 03:08:49.732]  That's what traps us into believing we are just our five senses.
[03:08:50.032 --> 03:08:51.732]  And that's how the whole metaverse works, right?
[03:08:52.052 --> 03:08:56.033]  Mark Zuckerberg wants to duct tape the virtual reality metaverse to your head.
[03:08:56.293 --> 03:09:03.098]   He wants to suck you into it, and he wants us to just sit there and go, Oh, give me some crooked protein powder paste!
[03:09:03.819 --> 03:09:07.142]  And he wants to keep us trapped in our five senses forever.
[03:09:07.803 --> 03:09:11.768]  Because all throughout history, that's how tyrants win.
[03:09:12.248 --> 03:09:13.469]  To keep us uninspired.
[03:09:14.050 --> 03:09:19.208]   But like it says in the Bible, we are in this world But not of this world.
[03:09:19.949 --> 03:09:22.130]  And there's a beautiful quote that I wanted to read to you.
[03:09:22.470 --> 03:09:28.275]  I've been really honored to watch Alex put this course together because I think this quote sums it up quite well.
[03:09:28.695 --> 03:09:33.679]  It's a quote by Howard Thurman and he says, don't ask yourself what the world needs.
[03:09:34.920 --> 03:09:39.543]  Ask yourself what makes you come alive and then go do it.
[03:09:40.044 --> 03:09:42.946]  Because what the world needs is people who have come alive.
[03:09:43.507 --> 03:09:56.218]  Everything that's happening right now is designed to make us not alive, to trap us into our five physical senses, to cut us off from our higher spiritual and mental faculties, and it's about coming alive.
[03:09:56.598 --> 03:10:01.302]  Because right now, there's so much crap happening in the world, and it's going to get crazier.
[03:10:02.343 --> 03:10:04.865]  And it's very easy to go, oh, we're screwed.
[03:10:05.926 --> 03:10:06.446]  They're winning.
[03:10:10.575 --> 03:10:14.417]  The part of the quote here is, do things that will make you come alive.
[03:10:15.118 --> 03:10:20.901]  And Alex talks in the course about inspiration, being inspired, being connected to spirit.
[03:10:21.842 --> 03:10:25.444]  So when we're looking out at everything that's happening, that is, what makes you come alive?
[03:10:25.464 --> 03:10:26.445]  Because you might be a doctor.
[03:10:26.705 --> 03:10:29.847]  So maybe the future for you is to create your own private practice.
[03:10:30.107 --> 03:10:30.927]  You might be a teacher.
[03:10:30.947 --> 03:10:39.973]  And instead of saying, oh, the education system's screwed, it might be for you to be inspired in spirit and create an all-new education system, an all-new school.
[03:10:41.869 --> 03:10:43.810]  But they don't want us asking that question.
[03:10:45.071 --> 03:10:46.352]  How can I be inspired?
[03:10:47.453 --> 03:10:48.794]  What does God want from you?
[03:10:49.575 --> 03:10:50.656]  What does God want from me?
[03:10:51.556 --> 03:10:52.457]  They don't want us to do that.
[03:10:52.477 --> 03:10:56.841]  They don't want us to turn the volume down on what's happening in the world right now.
[03:10:57.521 --> 03:11:01.884]  They want the volume at full blast trap you into the emotional control grid.
[03:11:01.904 --> 03:11:03.526]  Because remember, everything is energy.
[03:11:03.906 --> 03:11:08.750]  This iPhone right here is just a mass of energy moving at a very high speed of vibration so it appears to be real.
[03:11:09.827 --> 03:11:11.869]  Touch the chair that you're sitting on right now.
[03:11:11.969 --> 03:11:15.291]  Touch the computer or the phone that you're watching this on right now.
[03:11:15.591 --> 03:11:19.695]  It's a bunch of energy moving at a very high speed of vibration.
[03:11:19.975 --> 03:11:21.076]  Everything is energy.
[03:11:21.396 --> 03:11:28.281]  And the goal is to trap us into the emotional control grid so we're uninspired.
[03:11:29.222 --> 03:11:36.147]  So just like the metaverse, metaverse meaning dead verse, it's to trap us dead within our lower five senses.
[03:11:37.408 --> 03:11:38.069]  Coming alive.
[03:11:41.530 --> 03:11:50.877]  By the way, all of this is happening right now while they're rolling out high-grade electromagnetic weapons, non-lethal weapons.
[03:11:51.998 --> 03:11:53.459]  Here's some powerful stuff here.
[03:11:56.682 --> 03:11:59.264]  Directly from the Pentagon.
[03:12:00.505 --> 03:12:02.326]  Declassified document from U.S.
[03:12:02.426 --> 03:12:02.626]  Army.
[03:12:03.681 --> 03:12:08.443]  One specific data processor, however, has received far less attention in U.S.
[03:12:08.463 --> 03:12:08.824]  thinking.
[03:12:09.384 --> 03:12:12.365]  It's the security of the data processor known as the mind.
[03:12:12.826 --> 03:12:18.388]  This is what they don't want us to know, that the real data processor isn't the metaverse, it isn't your computer, it's the mind.
[03:12:20.029 --> 03:12:26.953]  So he said, the data processor known as the mind, which unfortunately has no innate firewall.
[03:12:28.273 --> 03:12:28.433]  Right?
[03:12:28.473 --> 03:12:31.355]  In China, they have their internet protected because they have a firewall.
[03:12:32.455 --> 03:12:35.097]  And their firewall doesn't allow the cyber attacks.
[03:12:36.258 --> 03:12:38.280]  But in the United States, we don't have a firewall.
[03:12:40.561 --> 03:12:57.375]  And what Alex was able to do is deconstruct the exact mind control techniques that they are using to wage war against us and trap us into our five senses so that we can deprogram our minds.
[03:12:58.362 --> 03:13:02.406]  And this isn't just terminology that sounds like interesting psychology.
[03:13:02.946 --> 03:13:09.953]  I was perusing through some MKUltra documents after I got to watch Alex run Reset Wars and record it live.
[03:13:10.573 --> 03:13:14.817]  Here's an exact quote from one of the doctors that ran the MKUltra experiments.
[03:13:16.078 --> 03:13:18.220]  She said, She is sleeping well.
[03:13:18.481 --> 03:13:23.806]  She is disoriented as to the time only and is probably in her second stage of de-patterning.
[03:13:24.955 --> 03:13:27.236]  Deep patterning is the key word in MKUltra.
[03:13:27.316 --> 03:13:30.917]  MKUltra, as we know, the most famous declassified document.
[03:13:31.177 --> 03:13:34.018]  And people say, wow, this is horrible stuff.
[03:13:34.358 --> 03:13:49.202]  They would put people on all these drugs, put them to sleep for sometimes weeks on end, and fill them, inundate them with subliminal control systems, electromagnetic weapons, in order to affect their brain chemicals and totally rewire them.
[03:13:49.683 --> 03:13:59.533]   And I was mind blown After watching Alex's course, ResetWars.com, that's ResetWars.com, it is the greatest thing he's ever put together.
[03:14:00.414 --> 03:14:03.355]  And I came across the word de-patterning.
[03:14:04.836 --> 03:14:10.538]  And we're looking around at the world and we're going, well, you know, if you're like me, you watch InfoWars and you're wondering, well, what's the solution?
[03:14:10.578 --> 03:14:11.338]  What do we do here?
[03:14:12.519 --> 03:14:14.740]  And the answer is we have to de-pattern ourselves.
[03:14:16.021 --> 03:14:20.307]  They used the word de-patterning when they erased somebody's mind entirely in MKUltra.
[03:14:20.727 --> 03:14:26.895]  To the point at which some people that were actual patients in MKUltra forgot how to swallow.
[03:14:29.879 --> 03:14:30.540]  De-patterning.
[03:14:32.588 --> 03:14:39.532]  And when we de-pattern ourselves from our five senses and we ask ourselves this big question, all of us do, instead of saying, are we screwed?
[03:14:39.572 --> 03:14:40.092]  Are we screwed?
[03:14:40.132 --> 03:14:41.713]  We say, what does God want for me?
[03:14:42.094 --> 03:14:44.375]  That's the question Mark Zuckerberg doesn't want us to ask.
[03:14:44.835 --> 03:14:45.896]  What does God want for me?
[03:14:46.316 --> 03:14:47.357]  What's my purpose here?
[03:14:48.297 --> 03:14:51.019]  And when we do that, we tap into our higher mental faculties.
[03:14:51.299 --> 03:14:55.802]  We tap into all the areas that they're trying to keep us stuck into the emotional control grid.
[03:14:56.222 --> 03:15:01.005]  And we get to that big statement in the Bible that I'm in this world, but not of it.
[03:15:01.834 --> 03:15:07.477]  There's a quote by Iris Murdoch, and he says, we live in a fantasy world, a world of illusion.
[03:15:08.337 --> 03:15:11.699]  And the great task in life is to find reality.
[03:15:12.259 --> 03:15:19.763]  And I would argue that the great weapon that we have during this time of the reset is to find reality.
[03:15:21.504 --> 03:15:22.224]  And what is real?
[03:15:24.065 --> 03:15:33.628]   Well, if everything's energy and consciousness is creating reality, and energy can never be created or destroyed, Then who are you?
[03:15:37.851 --> 03:15:43.155]  And when we ask these big questions, we get back to a simple thing, and that's de-patterning.
[03:15:44.155 --> 03:15:44.876]  De-patterning.
[03:15:44.956 --> 03:15:50.920]  So in a minute, we're going to break down some of these big ideas from these many military documents.
[03:15:51.040 --> 03:15:52.640]  I want to thank Alex for having me on today.
[03:15:52.640 --> 03:15:56.959]   And I want to encourage everyone as we head to the break, pull out your phone, pull out your computer,
[03:15:56.959 --> 03:15:59.600]  go to resetwars.com right now and sign up.
[03:15:59.600 --> 03:16:09.599]  [MUSIC]
[03:16:09.599 --> 03:16:15.680]   We've got the big Black Friday sale is finally here and score wide free shipping double pay for your points until
[03:16:15.680 --> 03:16:16.840]  the end of the month.
[03:16:16.840 --> 03:16:20.540]   And month.
[03:16:18.756 --> 03:16:21.037]  And two of our best-selling products are back in stock.
[03:16:21.137 --> 03:16:22.557]  Vitamin Mineral Fusion.
[03:16:23.519 --> 03:16:30.324]  It has all the vitamins, all the minerals, a bunch of key cofactors and amino acids for your immunity, for your entire body, for everything.
[03:16:30.344 --> 03:16:32.786]  It is a liquid multivitamin mineral and people love it.
[03:16:32.986 --> 03:16:34.547]  It's been sold out for months and months and months.
[03:16:34.607 --> 03:16:37.449]  We've got a limited supply in because we won't cut the quality of the product.
[03:16:37.469 --> 03:16:38.950]  We can only get so much of the ingredients.
[03:16:38.970 --> 03:16:40.691]  So, it's going to sell out very, very quickly.
[03:16:40.711 --> 03:16:43.934]  But despite that, it's 40% off and in full war store.com.
[03:16:43.974 --> 03:16:47.156]  Then we have Prostagard with saw palmetto and so much more.
[03:16:47.516 --> 03:16:49.798]  Sold out for almost nine months.
[03:16:50.258 --> 03:16:51.019]  It's back in stock.
[03:16:51.559 --> 03:16:54.402]  Because the supply chain breakdowns could not get it in.
[03:16:54.562 --> 03:16:57.825]  So good for not just your prostate, but all your glands, your whole body.
[03:16:57.865 --> 03:16:58.986]  It's great for women as well.
[03:16:59.006 --> 03:17:03.230]  It's just that Salt Palmetto's documented to massively cut cancer risk in the prostate.
[03:17:03.250 --> 03:17:03.951]  Look it up yourself.
[03:17:04.011 --> 03:17:06.434]  Imagine what else it does for the rest of your body.
[03:17:06.594 --> 03:17:09.997]  Infowarstore.com and TurboForce.
[03:17:10.017 --> 03:17:13.861]  10 hours on average of clean, good energy without the big comedown.
[03:17:14.301 --> 03:17:14.561]  It's 40% off.
[03:17:16.343 --> 03:17:17.404]  And then fullwarrestore.com.
[03:17:17.464 --> 03:17:22.009]  And then, we have what we believe, there may be some stronger, the highest level curcuminoid.
[03:17:22.029 --> 03:17:25.694]  We went to the top manufacturer of turmeric stuff.
[03:17:25.754 --> 03:17:27.796]  We private labeled an even stronger one.
[03:17:27.816 --> 03:17:29.498]  Theirs was a 75 curcuminoid.
[03:17:29.778 --> 03:17:30.819]  We said, what's the highest you can do?
[03:17:30.859 --> 03:17:31.540]  They said, if you pay more, 95%.
[03:17:32.901 --> 03:17:34.222]  We had it tested in separate firms.
[03:17:35.042 --> 03:17:36.143]  95% curcuminoid.
[03:17:36.183 --> 03:17:37.563]  That's the active ingredient in it.
[03:17:37.843 --> 03:17:40.124]  That's why it works so much better than other turmeric formulas.
[03:17:40.284 --> 03:17:44.426]  InfowarStore.com or 888-253-3139.
[03:17:44.686 --> 03:17:46.487]  And Ultimate Bone Broth, new and improved.
[03:17:46.967 --> 03:17:49.328]  Also so good for your immune system and whole body and joints.
[03:17:49.627 --> 03:17:53.066]   And for people that want to be active, it's back in stock as well.
[03:17:53.066 --> 03:18:00.587]  [MUSIC]
[03:18:00.587 --> 03:18:05.107]  I am a worldly person, meaning I like going to ball games.
[03:18:05.201 --> 03:18:06.363]  I like going to concerts.
[03:18:06.543 --> 03:18:07.764]  I like going to play golf.
[03:18:07.904 --> 03:18:09.065]  I like going out to dinner.
[03:18:09.726 --> 03:18:11.267]  I like the metropolitan life.
[03:18:11.287 --> 03:18:13.369]  I like everything that comes with this.
[03:18:13.670 --> 03:18:21.898]  But see, I have the survival instinct that is to get the hell out of Democrat-run cities, get the hell out of major metropolitan areas.
[03:18:22.458 --> 03:18:25.639]  Because unless we change course soon, it's all crashing down.
[03:18:25.979 --> 03:18:27.740]  Is it time to just move out to the woods?
[03:18:27.800 --> 03:18:29.800]  Just time to go get a piece of property in the woods?
[03:18:29.900 --> 03:18:30.820]  Just get off grid?
[03:18:30.840 --> 03:18:32.281]  Just get the emergency food supplies?
[03:18:32.301 --> 03:18:33.221]  Just live off the land?
[03:18:33.421 --> 03:18:34.782]  That's the survival instinct.
[03:18:34.802 --> 03:18:39.183]  But see, the worldly part of me, that's still probably the majority part of me, says, no, no, no, no, no.
[03:18:39.683 --> 03:18:40.463]  Stay in the city.
[03:18:40.603 --> 03:18:45.325]  The survival instinct says, get the hell out of anywhere that would ever notion that you need to get a vaccine or a mask.
[03:18:45.625 --> 03:18:51.748]   That's the internal struggle that, my guess is, a lot of you in the audience Are facing as well.
[03:18:52.068 --> 03:18:56.534]  But you can at least have some comfort if you have the emergency food supplies.
[03:18:56.835 --> 03:18:58.517]  And so we have the best ones at Infowarsstore.com.
[03:19:00.913 --> 03:19:18.545]  For a fraction of the cost of your cable bill or your phone bill, you could get so many of the incredibly powerful products at Infowarsstore.com that will enrich your life, that will make your body so much more healthy, that will really boost and supercharge your immune system.
[03:19:19.106 --> 03:19:20.607]  But that's only part of it.
[03:19:21.207 --> 03:19:28.055]   You're also then funding an organization of maniacs that will not back down in the face of intimidation
[03:19:28.055 --> 03:19:30.135]  and attacks, that will not be slaves.
[03:19:30.135 --> 03:19:34.135]   People that think just like you and are willing to, quite frankly, die for freedom.
[03:19:34.135 --> 03:19:36.695]  I want to stay in the fight against the new rule of order.
[03:19:36.695 --> 03:19:39.775]   So it's very simple. Everybody needs coffee. We got some of the best coffee you're going
[03:19:39.775 --> 03:19:41.015]  to find anywhere at a great deal.
[03:19:41.015 --> 03:19:44.774]  Everybody loves turmeric, knows how anti-inflammatory it is.
[03:19:44.983 --> 03:19:49.067]  We've got liquid and powder, 95% humanoid in the body's powder.
[03:19:49.447 --> 03:19:50.508]  Nobody's got something like that.
[03:19:50.988 --> 03:19:52.149]  And it goes on and on.
[03:19:52.229 --> 03:19:54.131]  So, do your shopping at InfoWars.
[03:19:54.552 --> 03:20:00.357]  Do your shopping at InfoWarsTour.com and fund the Second American Revolution, 1776 worldwide.
[03:20:01.957 --> 03:20:07.796]   Leading a frontal assault on the lies of the New World Order. It's Alex Jones
[03:20:07.796 --> 03:20:29.037]  So why is the world getting crazier?
[03:20:29.037 --> 03:20:30.397]  [MUSIC]
[03:20:30.296 --> 03:20:45.601]  And I started to think after I was sitting in on Alex filming the Online Course Reset Wars, what if the world's getting crazier and all of this is happening because, one, it's the only way we can wake up?
[03:20:46.762 --> 03:20:55.894]   And two, what if instead of MKUltra just being this silent, Isolated, horrific, government experiment.
[03:20:56.374 --> 03:20:58.315]  What if you and I are MKUltra patients?
[03:20:59.975 --> 03:21:02.336]  MKUltra was all about erasing people's minds.
[03:21:02.476 --> 03:21:05.177]  Literally erasing their identity and building a new one.
[03:21:05.738 --> 03:21:16.222]  In the most extreme examples, they were seeing if they could get people to, you know, go totally under a new identity, assume that identity, and commit assassinations.
[03:21:16.802 --> 03:21:22.637]   All types of amazing things, but You know, people say, oh my goodness, these are horrible, horrific things.
[03:21:23.557 --> 03:21:28.161]  But what if they're using the same thing on us and you and I are MKUltra patients and we don't know it yet?
[03:21:29.742 --> 03:21:33.185]  And here's a quote from the declassified documents on MKUltra.
[03:21:33.205 --> 03:21:49.038]  It says, at its core, MKUltra, particularly the LSD experiments, were about mastering the art of erasing the subconscious of a victim and replacing this with a new way of thinking.
[03:21:50.970 --> 03:21:55.073]  So I started thinking to myself, how could I be an MKUltra patient?
[03:21:56.414 --> 03:22:01.777]  Well, the first is if I'm under the hypnosis to believe that we're screwed.
[03:22:03.178 --> 03:22:06.000]  Second is to believe that I'm just a body in and of itself.
[03:22:08.441 --> 03:22:12.904]  And I started peeling back the layers, little bit more, little bit more, little bit more.
[03:22:13.425 --> 03:22:20.522]   And what if the whole goal, the whole way, That we win this game was to wake up to our higher spiritual faculties.
[03:22:21.163 --> 03:22:23.129]  An MKUltra in society!
[03:22:24.466 --> 03:22:32.089]  There's that quote from Into the Wild, and in Into the Wild, there's that line when they're all sitting at the bar, and he's like, Society, man!
[03:22:32.149 --> 03:22:32.990]  Society!
[03:22:33.890 --> 03:22:48.196]  Well, what if society is just a massive MKUltra experiment, and now we're going into the phase of the quickening, and we're going into the phase of the high gear of the awakening, and the high gear of the awakening is that things are going to get really, really, really crazy.
[03:22:50.233 --> 03:23:00.197]  But when things get really, really, really crazy, what they want you and I to do is to get depressed, and is to get hopeless, and is to say, oh, we're screwed.
[03:23:00.817 --> 03:23:06.339]  Because that's what traps us back into Alex's term, the emotional control grid.
[03:23:07.480 --> 03:23:10.021]  So I started thinking, how have I been MK-altered?
[03:23:11.138 --> 03:23:13.720]  And I started to think, well, there's two forms of consciousness.
[03:23:14.160 --> 03:23:17.223]  One is a reactionary consciousness, and one is a creation consciousness.
[03:23:17.483 --> 03:23:19.525]  And reactionary consciousness is what they want.
[03:23:19.785 --> 03:23:24.008]  They want us to act like animals, where our thinking is controlled by our environment.
[03:23:25.269 --> 03:23:41.866]   And I started thinking, well, if I'm an MKUltra patient, and MKUltra is about mastering the art, as it says here, of erasing the subconscious, I started to think, well, How does the whole slave system work?
[03:23:41.926 --> 03:23:43.047]  Well, one is finance.
[03:23:43.687 --> 03:23:45.887]  Well, most people don't believe they could ever make any money.
[03:23:46.947 --> 03:23:49.688]  And then the second is happiness.
[03:23:50.468 --> 03:23:54.069]  Most people don't believe they can be happy at all because all these bad things are happening in the world.
[03:23:55.749 --> 03:24:05.091]  And you just go round and round and round, and you find out that we're basically all a part of this massive MKUltra experiment.
[03:24:06.711 --> 03:24:07.712]  And like, that's the whole thing.
[03:24:07.752 --> 03:24:11.272]  That's what the red pill is about, de-patterning.
[03:24:11.272 --> 03:24:15.211]  So the question is, who am I?
[03:24:15.211 --> 03:24:21.671]   And they wanna bombard us with so much happening right now that we don't ask the question, who am I?
[03:24:21.671 --> 03:24:27.970]   They don't want us to realize that there's even an emotional control grid
[03:24:27.970 --> 03:24:30.152]  that's taking place in front of our faces.
[03:24:30.152 --> 03:24:36.652]   And in the course, Reset Wars, Alex talks all about some important concepts.
[03:24:36.711 --> 03:24:41.613]  And those concepts are about quantum physics, the subatomic particles, the observer effect.
[03:24:42.294 --> 03:24:52.538]  How subatomic particles sometimes are here as particles, and sometimes they're waves, they're non-physical, they're in another dimension, based off of the consciousness observing these things.
[03:24:54.459 --> 03:24:56.600]  And he calls it predictive programming in the course.
[03:24:57.820 --> 03:25:06.273]   And predictive programming is They want us to stay in a reactive state of consciousness, where we create our own enslavement.
[03:25:08.034 --> 03:25:20.080]  Where we're so worried about the financial system crash, where we're so convinced that they've controlled every single government and every single medical system, and they've convinced us through the algorithms that we're all alone.
[03:25:21.089 --> 03:25:33.332]  That we use the power, the image of God in which we're made, these higher spiritual faculties that are flowing through us at every single second, and we use it to continue to create our own enslavement.
[03:25:35.312 --> 03:25:36.112]  And stay trapped.
[03:25:37.913 --> 03:25:43.054]  There's a mental plane, there's a physical plane, and there's a spiritual plane.
[03:25:47.315 --> 03:25:55.600]   And what Alex breaks down Is how to move out of the mental plane into the spiritual plane.
[03:25:58.205 --> 03:25:59.106]  That's the big idea.
[03:26:00.669 --> 03:26:04.456]  And when we realize that we tap into the spiritual plane, we realize that they're not winning.
[03:26:07.361 --> 03:26:09.543]  Mark Zuckerberg and Klaus Schwab are losers.
[03:26:09.963 --> 03:26:25.434]  They're people that are so identified with their physical self that they have no higher spiritual faculties whatsoever, so they're remaking a virtual reality, and they're trying to invent the highest degrees of tech possible in order to simulate themselves as God.
[03:26:26.434 --> 03:26:27.495]  That's what the whole thing's about.
[03:26:27.935 --> 03:26:28.636]  They're losers.
[03:26:28.776 --> 03:26:31.058]  They're so disconnected from spirit.
[03:26:31.889 --> 03:26:37.911]  They're so disconnected from themselves that they've invented these ways to try to play God.
[03:26:41.332 --> 03:26:42.793]  And it's actually really good news.
[03:26:45.614 --> 03:26:50.716]  Because the biggest weakness is that we realize that we're all here for a higher purpose.
[03:26:54.417 --> 03:26:57.218]  Is that we all ask ourselves, why did God put me here?
[03:27:01.539 --> 03:27:04.980]  If energy is never created or destroyed, is there anything for me to really be afraid of?
[03:27:05.980 --> 03:27:07.380]  I don't need to be afraid of Klaus Schwab!
[03:27:07.400 --> 03:27:08.881]  I don't need to be afraid of Mark Zuckerberg!
[03:27:09.121 --> 03:27:10.121]  I don't need to be afraid!
[03:27:14.962 --> 03:27:19.003]  And the whole emotional control grid is about keeping us afraid.
[03:27:22.724 --> 03:27:40.824]   So that's ResetWars.com ResetWars.com You know, a lot of times, you know, us watching this show, we're really aware, right?
[03:27:40.924 --> 03:27:43.986]  If you're an InfoWars fan, we're pretty aware of what's happening in the world.
[03:27:45.747 --> 03:27:52.070]  And I started to think, well, how does the MKUltra system still have me?
[03:27:55.717 --> 03:28:02.002]  I know what's happening, I can list, here's what's happening in the news, here's what's happening in the news, here's what's happening in the news, here's what's happening in the news.
[03:28:03.243 --> 03:28:05.765]  But they want to keep us trapped in our emotions there.
[03:28:06.505 --> 03:28:08.847]  So I started thinking, how does MKUltra control me?
[03:28:13.150 --> 03:28:15.312]  And I invite you to ask yourself that question.
[03:28:17.694 --> 03:28:22.718]  It's an exact process that, in the Reset Wars course, that Alex takes you through.
[03:28:25.011 --> 03:28:29.214]  How does MKUltra, as a societal experiment, control me and my life?
[03:28:30.936 --> 03:28:40.263]  If everything is energy and consciousness creates reality and everything from the subatomic level is controlled by consciousness, then there are no limitations to which we do not self-impose.
[03:28:41.303 --> 03:28:48.562]   So, what they don't want us to do is ask ourselves, Can I grow my business bigger than I ever had?
[03:28:48.602 --> 03:28:49.942]  Can I get healthier than I ever have?
[03:28:49.982 --> 03:28:51.662]  Can I be more inspired than I ever have?
[03:28:51.963 --> 03:28:55.684]  Can I break through financially to a level I've never done before?
[03:28:56.504 --> 03:28:59.905]  And that's ResetWars.com to give you the playbook to do it.
[03:29:00.865 --> 03:29:05.066]  You're watching the American Journal with Arison Smith.
[03:29:05.506 --> 03:29:07.247]  The Alex Jones Show.
[03:29:07.527 --> 03:29:10.888]  This is The War Room with Owen Troyer.
[03:29:11.268 --> 03:29:14.889]  InfoWars, the most banned network in the world.
[03:29:17.498 --> 03:29:20.881]  You know, I hear you, Alex, talking about InfoWarsStore.com, right?
[03:29:21.282 --> 03:29:27.268]  It is so important that people buy from your store and from other, you know, small businesses.
[03:29:27.828 --> 03:29:28.909]  That is so critical.
