[00:00:15.418 --> 00:00:16.179]  Info Wars.
[01:07:41.421 --> 01:07:42.362]  So important for your immune system.
[01:07:42.402 --> 01:07:43.163]  It's getting in a few days.
[01:07:43.423 --> 01:07:44.964]  We're about to sell out of it again.
[01:07:44.984 --> 01:07:46.045]  Vitamin Mineral Fusion.
[01:08:00.752 --> 01:08:12.195]  Alright, I'm gonna cover what's happening in Canada with our SWAT team raiding churches now with hundreds of riot police coming up here in just a moment.
[01:08:13.971 --> 01:08:24.449]  But I wanted to air this very important report for all of you that really illustrates exactly
[01:08:25.458 --> 01:08:26.279]  What we're facing.
[01:08:26.339 --> 01:08:27.560]  This is from 1995.
[01:08:28.260 --> 01:08:37.748]  It got reposted at Band.Video as the Jeff Davis Show, which is a local access show that did a great job, but technically, this was not from the Jeff Davis Show.
[01:08:37.768 --> 01:08:41.991]  I remember when he aired this, he'd be airing this all the time, starting back in like 1995.
[01:08:42.391 --> 01:08:43.072]  Where'd he get it?
[01:08:43.112 --> 01:08:43.872]  He didn't know.
[01:08:44.633 --> 01:08:47.896]  So the providence of this video is not known.
[01:08:49.306 --> 01:09:01.567]  And so I'm simply asking everybody that watches this, millions of people tonight, to email us at showtipsatinfowars.com so I can find this church or group that made this about the Mark of the Beast and get them on.
[01:09:04.089 --> 01:09:11.052]  26, 27, 28, 29 years later, and find out, you know, how they were so prescient about what's going on.
[01:09:11.072 --> 01:09:13.693]  Because a lot of this dovetails with what's happening today.
[01:09:13.713 --> 01:09:18.875]  If you want to see this full video on your radio listener, it's posted at band.video.
[01:09:19.015 --> 01:09:22.096]  It's titled, 1997 Mark of the Beast.
[01:09:22.676 --> 01:09:23.076]  Here it is.
[01:09:28.418 --> 01:09:32.480]  And now, the XYZ Evening News with Donald Quick.
[01:09:36.986 --> 01:09:37.427]  Good evening.
[01:09:37.827 --> 01:09:40.251]  I'm Donald Quick with the XYZ Evening News.
[01:09:41.292 --> 01:09:46.079]  Tonight, we have a special report on the new economic system that went into effect just last week.
[01:09:46.901 --> 01:09:51.888]  Our special news correspondent, Shirley McMedia, brings you this report from a local supermarket.
[01:09:53.203 --> 01:09:53.844]  Thanks, Don.
[01:09:54.644 --> 01:09:58.785]  Behind me, you'll see what looks like a normal line of customers paying for their groceries.
[01:09:59.265 --> 01:10:03.267]  But if you look very closely, you'll see that they're paying without money.
[01:10:04.167 --> 01:10:07.588]  All the customers have to do is place their hand over the laser scanner.
[01:10:08.108 --> 01:10:15.471]  It reads their personal identification number, then subtracts the amount of money they're paying for their groceries from the credit they have in their bank account.
[01:10:16.380 --> 01:10:21.682]  We've come down here to get the enthusiastic reactions of some of the first people to receive their credit mark.
[01:10:22.563 --> 01:10:25.644]  Ma'am, what do you think of the new cashless credit system?
[01:10:25.984 --> 01:10:26.905]  Oh, goodness!
[01:10:27.005 --> 01:10:27.845]  It's wonderful!
[01:10:28.165 --> 01:10:31.907]  I don't have to fiddle around in my purse anymore looking for change or write checks.
[01:10:32.347 --> 01:10:33.727]  It makes life so simple.
[01:10:35.028 --> 01:10:35.608]  Oh, the mark?
[01:10:35.928 --> 01:10:37.269]  I mean, it's just totally cool.
[01:10:37.309 --> 01:10:39.970]  It's like my own personal number on my body.
[01:10:40.290 --> 01:10:41.091]  Nobody can take it.
[01:10:41.171 --> 01:10:42.031]  I can't even lose it.
[01:10:42.111 --> 01:10:42.951]  Nobody can steal it.
[01:10:42.971 --> 01:10:44.012]  It's totally awesome.
[01:10:44.582 --> 01:10:45.923]  Yeah, I'm glad I got the mark.
[01:10:46.043 --> 01:10:48.924]  I feel a lot safer now, and I'm glad they made it mandatory.
[01:10:48.964 --> 01:10:59.309]  I think it'll make it easier for the law enforcement agencies to keep track on the criminals, and I think society will be a lot safer.
[01:11:00.870 --> 01:11:07.453]  And speaking of criminals, the government has issued a law making it illegal to buy or sell without the new credit mark.
[01:11:08.153 --> 01:11:12.896]  It is a criminal offense to refuse to get your own personal identification number.
[01:11:13.396 --> 01:11:16.658]  Shirley McMedia, XYZ News, at your local supermarket.
[01:11:17.038 --> 01:11:17.759]  Back to you, Don.
[01:11:17.799 --> 01:11:18.299]  Thanks, Shirley.
[01:11:19.380 --> 01:11:23.022]  You may be wondering, why would anyone want to refuse to get a credit mark anyway?
[01:11:24.382 --> 01:11:29.926]  Here's an interview with a religious fanatic who was picked up just this afternoon for failing to have a credit mark.
[01:11:30.446 --> 01:11:36.049]  In fact, he was picked up in front of a credit registration center for passing out pamphlets claiming
[01:11:37.926 --> 01:11:50.196]  Why did you refuse to take the Mark?
[01:11:50.256 --> 01:11:54.920]  Because the Bible warns all true Christians not to take the Mark or to worship the world dictator which is known as the Antichrist in the Bible.
[01:11:54.940 --> 01:11:56.841]  So do you believe this is worth going to prison or even dying for?
[01:11:56.861 --> 01:11:57.662]  Of course I do!
[01:11:58.042 --> 01:12:00.825]  You know, I was arrested for warning other people about taking the Mark before it's too late.
[01:12:01.345 --> 01:12:04.928]  You know, the Antichrist is going to be destroyed and Jesus is coming back soon and also it says
[01:12:06.454 --> 01:12:12.463]  Now with me on the show tonight is Pastor Demkoff, the pastor of one of the largest and most respected churches in our city.
[01:12:13.425 --> 01:12:14.026]  Pastor Demkoff,
[01:12:14.787 --> 01:12:20.188]  Does the Bible really say that it's wrong to respect, honor, and worship our great world leader?
[01:12:20.908 --> 01:12:21.228]  Oh, no.
[01:12:21.568 --> 01:12:22.049]  No, no, no.
[01:12:22.789 --> 01:12:26.809]  I personally have received the mark myself, and I've advised my congregation to do the same.
[01:12:27.370 --> 01:12:32.051]  It's mostly just these, like, religious fanatics who freak out about these type of things.
[01:12:32.331 --> 01:12:43.453]  But if you would read the Bible, it clearly states in Romans 13, chapter 13, verses 1 through 7, that Christians should submit to the higher powers, as well as 1 Peter
[01:12:44.113 --> 01:12:45.054]  Thank you very much, Pastor.
[01:12:45.094 --> 01:12:46.074]  Now on to our next news feature.
[01:12:46.114 --> 01:12:47.675]  How about the economic outlook?
[01:13:13.729 --> 01:13:21.643]  The city has been rocked by a series of unprecedented natural disasters that have left relief and law enforcement agencies struggling to maintain law and order.
[01:13:22.617 --> 01:13:39.088]  Tornadoes have been ravaging the Midwest and California was struck by the third Alright ladies and gentlemen, so we want to find out who put this piece out the full pieces at band on video and there it goes so that's that's like 26 27 28 years old at least Let's go to Elizabeth in Florida.
[01:13:39.108 --> 01:13:41.010]  Thanks for holding plenty of time for all the callers.
[01:13:41.430 --> 01:13:45.172]  I'm gonna host into Sunday live next hour go ahead Elizabeth.
[01:13:45.193 --> 01:13:45.593]  You're on the air
[01:13:46.769 --> 01:13:47.450]  Hi, Alex.
[01:13:47.510 --> 01:13:57.098]  First of all, I'm not sure if you know who I am or not, but I want you to know that I like you and respect you very much without any filters or go-betweens or anything else.
[01:13:57.258 --> 01:13:59.120]  But that being said... Well, I appreciate you.
[01:13:59.160 --> 01:13:59.540]  Go ahead.
[01:14:00.601 --> 01:14:04.345]  I did some research and I want to give this to you.
[01:14:05.566 --> 01:14:10.090]  Basically, I know she was talking about the Nuremberg Code in that clip that you played.
[01:14:10.928 --> 01:14:19.835]  And the Nuremberg Code, we have opted in sort of by proxy, but it's never been codified as part of our law in the United States.
[01:14:20.875 --> 01:14:27.100]  Through the Hippocratic Oath, they said, well, doctors should respect all life.
[01:14:27.120 --> 01:14:32.123]  Well, the Hippocratic Oath has been changed six times since then, and it doesn't really say that at all.
[01:14:32.143 --> 01:14:32.624]  Well, that's right.
[01:14:32.664 --> 01:14:35.326]  About 20 years ago, they began to get rid of it at most medical schools.
[01:14:36.411 --> 01:14:37.051]  Exactly.
[01:14:37.411 --> 01:14:44.754]  So, you know, some people say, well, okay, we're part of UNESCO, but we didn't opt into the world court.
[01:14:45.055 --> 01:14:47.335]  So that's pretty useless as a remedy.
[01:14:49.096 --> 01:14:57.339]  And also, I don't know if this fits in anywhere, but Obama signed that executive order approving behavioral experiments on the American public.
[01:14:59.720 --> 01:15:05.403]  The American people have been subject to so much experimentation over
[01:15:06.621 --> 01:15:12.883]  The course of, you know, at least the last century or more, that something really has to give here.
[01:15:12.903 --> 01:15:26.007]  And when I get up this morning and I read the New York Times, and I see them still touting these vaccines after your sparse, amazing broadcast, amazing, outstanding, award winning.
[01:15:26.807 --> 01:15:30.829]  I mean, I think you should win something for that.
[01:15:31.329 --> 01:15:31.949]  It was so
[01:15:33.042 --> 01:15:36.964]  Well, we're going to do a whole part two on that because it's all parallel.
[01:15:37.024 --> 01:15:37.564]  It's incredible.
[01:15:38.024 --> 01:15:39.325]  I mean, let's raise this.
[01:15:40.666 --> 01:15:45.488]  Obama, nine, ten years ago, the headline, legalizes domestic propaganda.
[01:15:45.508 --> 01:15:46.248]  That was real.
[01:15:46.649 --> 01:15:47.949]  Everything else was beta test.
[01:15:48.009 --> 01:15:51.371]  Then they went real, weaponized, race war, culture war.
[01:15:51.911 --> 01:15:54.052]  CIA, at that point, legalized it.
[01:15:54.432 --> 01:15:58.194]  Trump never figured it out, never was able to reverse it because he was so compartmentalized.
[01:15:58.214 --> 01:15:59.114]  That's why they were so scared.
[01:15:59.134 --> 01:16:00.235]  He almost ended it.
[01:16:01.348 --> 01:16:02.750]  He did get us out of UNESCO.
[01:16:03.671 --> 01:16:06.034]  The UN was in control of our border policy.
[01:16:06.074 --> 01:16:07.156]  They're back in control again.
[01:16:07.556 --> 01:16:12.083]  Isn't it incredible though to be in Beta New World Order and now be in Operational New World Order?
[01:16:13.510 --> 01:16:19.935]  It is scary as hell, and I don't think people realize the risk that we are under at this very moment.
[01:16:20.175 --> 01:16:27.580]  Oh ma'am, every instinct I've got is just to find the middle of nowhere place in the desert where nobody wants to go and just dig in.
[01:16:27.880 --> 01:16:29.602]  I mean, this is moving so fast.
[01:16:29.922 --> 01:16:32.203]  The lockdowns we just saw are just the prelude.
[01:16:32.424 --> 01:16:37.047]  Can you imagine what it's going to be like in two years when tens of millions are dying from these vaccines?
[01:16:38.448 --> 01:16:42.491]  We're going to be the people curating these individuals
[01:16:42.984 --> 01:16:45.306]  We're going to be the people taking care of everyone.
[01:16:45.786 --> 01:16:52.270]  Exactly, and then they're going to say though that, oh, the new virus got them because we didn't take the shot.
[01:16:52.511 --> 01:16:53.992]  And logic won't matter at that point.
[01:16:54.752 --> 01:16:58.114]  No, it's the shot that caused the whole thing.
[01:16:58.234 --> 01:17:01.657]  It's the shot that's going to kill people, not the fake virus.
[01:17:02.725 --> 01:17:03.785]  Powerfully said, Elizabeth.
[01:17:03.845 --> 01:17:04.745]  And don't worry, callers.
[01:17:05.486 --> 01:17:06.506]  Owen's going to pop in.
[01:17:06.546 --> 01:17:08.026]  He's going to the border tomorrow.
[01:17:08.406 --> 01:17:09.586]  So he's getting ready for that.
[01:17:09.966 --> 01:17:11.207]  He'll pop in at the start of the next hour.
[01:17:11.227 --> 01:17:12.207]  I'll continue on with your calls.
[01:17:12.247 --> 01:17:14.727]  And then I think Patrick Alley was nice enough to host some of the shows.
[01:17:14.747 --> 01:17:15.408]  That's a special guest.
[01:17:15.428 --> 01:17:17.188]  So I don't want to totally cancel him.
[01:17:17.208 --> 01:17:18.088]  I didn't know he was coming up.
[01:17:19.288 --> 01:17:21.009]  I thought I'd guest host with Owen.
[01:17:21.029 --> 01:17:22.749]  Then I learned he's getting ready to go to the border.
[01:17:23.069 --> 01:17:24.209]  So there's just a lot happening here.
[01:17:24.449 --> 01:17:26.270]  We'll be right back with more of your calls in a few minutes.
[01:17:26.290 --> 01:17:26.850]  Thank you, Elizabeth.
[01:17:33.092 --> 01:17:37.314]  That looks like thousands of people.
[01:17:58.868 --> 01:17:59.608]  Thousands of people.
[01:17:59.648 --> 01:18:01.249]  The story is on Infowars.com.
[01:18:02.149 --> 01:18:04.050]  From NationalFile.com.
[01:18:04.090 --> 01:18:05.350]  It's on Infowars.com.
[01:18:05.390 --> 01:18:05.831]  Video.
[01:18:06.551 --> 01:18:09.132]  200 armed riot police break up Christian church service.
[01:18:09.152 --> 01:18:14.734]  Looks like thousands of people who saw this big church in Canada shut down.
[01:18:14.754 --> 01:18:16.454]  A mile away is a Walmart.
[01:18:16.554 --> 01:18:18.675]  Two miles away is another big store.
[01:18:18.995 --> 01:18:20.036]  They can do whatever they want.
[01:18:20.056 --> 01:18:21.456]  They can have full parking lots, whatever.
[01:18:21.896 --> 01:18:25.898]  But the police, literally like something out of a nightmare science fiction movie,
[01:18:26.818 --> 01:18:32.122]  Show up and start attacking them because you're not allowed to gather, period.
[01:18:33.043 --> 01:18:35.264]  These are just shameful people, my God.
[01:18:35.965 --> 01:18:37.786]  This is like Poland under the Soviets.
[01:18:37.826 --> 01:18:39.428]  It's like Russia under the Soviets.
[01:18:40.488 --> 01:18:41.689]  This is like North Korea.
[01:18:41.969 --> 01:18:43.711]  Go ahead and roll this video with audio.
[01:18:43.971 --> 01:18:44.691]  Start it over, please.
[01:18:48.594 --> 01:18:49.675]  Now the shock troops are coming.
[01:18:50.416 --> 01:18:51.917]  Wow, this is real.
[01:18:53.078 --> 01:18:55.259]  So 200 cops against thousands of Christians.
[01:18:58.086 --> 01:18:58.707]  Monsters.
[01:18:58.947 --> 01:19:00.028]  God, they're monsters.
[01:19:00.889 --> 01:19:04.673]  They have gas masks, so they're getting ready for, uh... All in their COVID cult.
[01:19:04.733 --> 01:19:05.934]  Well, about half the cops are women.
[01:19:05.954 --> 01:19:08.837]  Communists and Nazis need to be protected from Turkey!
[01:19:08.877 --> 01:19:10.119]  You're on the wrong side!
[01:19:13.234 --> 01:19:16.958]  So we're at close to 200 cops now.
[01:19:17.018 --> 01:19:20.120]  Gas masks, visors and stuff.
[01:19:20.721 --> 01:19:23.023]  Gas masks for gas.
[01:19:23.043 --> 01:19:23.923]  200 cops.
[01:19:23.963 --> 01:19:26.706]  This is the new Waco.
[01:19:26.986 --> 01:19:30.168]  This happened just hours ago for one church.
[01:19:30.229 --> 01:19:31.530]  I would have led the show with this.
[01:19:31.930 --> 01:19:34.512]  Tiananmen Square, you know, now happening in Canada.
[01:19:35.012 --> 01:19:36.534]  And they can't get all the churches.
[01:19:37.990 --> 01:19:39.371]  So they're doing this as an example.
[01:19:39.431 --> 01:19:40.152]  Wow, video.
[01:19:40.312 --> 01:19:43.675]  200 armed police, riot police break up Christian church service.
[01:19:43.715 --> 01:19:44.976]  They begin assaulting them.
[01:19:45.657 --> 01:19:46.277]  Scroll down.
[01:19:46.297 --> 01:19:47.919]  Oh, there's more videos getting posted.
[01:19:47.939 --> 01:19:50.921]  They started pushing people out of the area.
[01:19:51.542 --> 01:19:53.203]  Thousands of Christians showed up.
[01:19:53.283 --> 01:19:54.084]  Beautiful job.
[01:19:54.945 --> 01:19:57.627]  We just got to keep fighting peacefully for the truth.
[01:19:58.228 --> 01:20:02.652]  And we have all the footage out of the UK of them coming in and breaking up churches.
[01:20:04.329 --> 01:20:06.931]  This is the true face of the Marxist globalist evil.
[01:20:07.531 --> 01:20:11.054]  Oh, but don't worry, Little Nass... In fact, let's cover this now, then I'll go to your calls.
[01:20:11.374 --> 01:20:12.855]  I'm doing the whole next hour to go to your calls.
[01:20:13.235 --> 01:20:14.656]  But I'll go to some of them here in a minute.
[01:20:14.676 --> 01:20:26.444]  But Little Nass, who mainly does children's programs and does Sesame Street programs with Elmo, that's had its own connection to pedophilia and on police investigations with underage sex.
[01:20:27.825 --> 01:20:32.649]  He rides a stripper pole, he has sex with the devil, then kills the devil, becomes Satan.
[01:20:34.531 --> 01:21:03.170]  Well, now they have put out on a popular video game, and he's endorsed this, called Animal Crossing, where the children can play the part of the devil on the children video game and have sex with Satan and then Little Nas character, that's a new skin, a new character, you can now become the devil and then have anal sex with the devil,
[01:21:04.872 --> 01:21:10.273]  And you go into a satanic temple, you have sex with Satan, and then you become Satan.
[01:21:11.734 --> 01:21:33.759]  So, people are like, oh, well, you know, he's a children's music guy, but now he does shows for Sesame Street, but now, you know, he's an adult, he wants to have sex with Satan, you know, free speech, but the ADL doesn't want to talk girls and have free speech, and now they have sex, and he kills the devil and becomes the devil.
[01:21:35.091 --> 01:21:37.617]  So, all of that gets free speech.
[01:21:43.230 --> 01:21:44.011]  And it goes on and on.
[01:21:45.566 --> 01:21:51.388]  Elmo Puppeteer Kevin Clash Resides As Second Man Files Lawsuit Over New Underage Sex Allegations.
[01:21:51.408 --> 01:21:53.948]  Well, that's Elmo, but maybe that guy's innocent.
[01:21:54.248 --> 01:22:09.732]  Let's just go back to the video for TV viewers of the video game on average for 10-year-old girls, is what it's basically listed as, is a girls' video game, and little boys' video game, where you're not a little girl anymore, wearing one of the little George Soros pink hats.
[01:22:10.692 --> 01:22:12.413]  You now turn into the devil,
[01:22:14.090 --> 01:22:17.591]  And you go have sex with Satan, and then you become Satan.
[01:22:17.611 --> 01:22:22.353]  You're impregnated by Satan, and then you become Satan.
[01:22:24.494 --> 01:22:29.356]  And this is their revolution, just getting you used to it, and now forced inoculations, all of it.
[01:22:30.997 --> 01:22:33.918]  They are just putting it all in your face.
[01:22:36.059 --> 01:22:36.379]  Wow.
[01:22:37.319 --> 01:22:40.680]  Again, you're listening to the Alex Jones Show every Sunday night, 4 to 6 p.m.
[01:22:40.720 --> 01:22:41.481]  I'll be hosting the
[01:22:43.049 --> 01:22:44.870]  First hour, at least, of Sunday Live.
[01:22:45.150 --> 01:22:51.414]  So I forgot, Owen is dispatching back down to the border with crew tonight or tomorrow morning, so I'll be hosting.
[01:22:51.915 --> 01:23:01.981]  And Patrick Howley was asked to do some of it, so he'll be doing the fourth hour with two special guests on the whole trial going on in Minneapolis, Minnesota, and more.
[01:23:02.001 --> 01:23:02.741]  So that's coming up.
[01:23:03.402 --> 01:23:04.923]  Please don't forget, without you, we won't be here.
[01:23:04.943 --> 01:23:11.187]  We're about to end a big sale that is 40% off Vitamin Mineral Fusion, all the vitamins,
[01:23:12.594 --> 01:23:16.097]  All the minerals and the key amino acids that you need for your immune system.
[01:23:16.177 --> 01:23:19.881]  Adults, children, old people, young people, black, white, everybody needs it.
[01:23:20.361 --> 01:23:24.825]  Especially folks with dark skin that aren't getting enough sun year-round.
[01:23:25.726 --> 01:23:28.589]  You don't produce D3 unless you ingest it.
[01:23:29.289 --> 01:23:31.812]  And so it's 40% off at Infowarsstore.com.
[01:23:32.824 --> 01:23:35.606]  You can also call 888-253-3139.
[01:23:35.906 --> 01:23:45.975]  You can get it with our Winter Sun Highest Quality Organic Vitamin D3 with Vitamin K, key to your immune system, key to your cells, mitochondria, and warding off things.
[01:23:46.775 --> 01:23:52.020]  That is 50% off together, 100% review on that combo.
[01:23:52.240 --> 01:23:58.164]  That's also a combo, you know, 50% off Ultra 12, our Vitamin B12 with Vitamin Refusion as well.
[01:23:58.785 --> 01:23:59.325]  That's all.
[01:24:00.276 --> 01:24:01.837]  Alright, we've got a bunch of callers holding.
[01:24:01.857 --> 01:24:03.758]  Let's go to Kevin in Los Angeles.
[01:24:03.778 --> 01:24:04.418]  Thanks for holding.
[01:24:04.438 --> 01:24:04.599]  Go ahead.
[01:24:04.619 --> 01:24:06.620]  Yeah, a little bit of audio problem there.
[01:24:06.640 --> 01:24:07.400]  Go ahead and try again.
[01:24:07.420 --> 01:24:07.901]  Go ahead, sir.
[01:24:28.231 --> 01:24:32.214]  Okay, it's a pleasure and an honor to be able to speak to you.
[01:24:32.234 --> 01:24:33.735]  Nice to talk to you, brother.
[01:24:33.755 --> 01:24:34.095]  Go ahead.
[01:24:35.015 --> 01:24:37.477]  I wanted to comment on Max Keiser.
[01:24:38.477 --> 01:24:40.599]  First, let me preface with this.
[01:24:40.699 --> 01:24:46.903]  Max Keiser is a really decent man and I respect him.
[01:24:47.243 --> 01:24:50.665]  And he got me involved in cryptocurrency in 2012-2013.
[01:24:50.765 --> 01:24:52.086]  I bought Bitcoin.
[01:24:53.187 --> 01:24:54.227]  And I invested about $5,000.
[01:24:57.153 --> 01:25:01.696]  We're into Bitcoin alone because that's all there was.
[01:25:02.397 --> 01:25:07.081]  But he's a well-known, what we call in the industry, a Bitcoin maxi.
[01:25:07.861 --> 01:25:09.542]  And he's all about Bitcoin.
[01:25:09.923 --> 01:25:10.923]  Nothing else matters.
[01:25:12.244 --> 01:25:16.107]  And I think that's the wrong attitude, especially knowing what I know.
[01:25:17.468 --> 01:25:20.390]  He talks about CBDC, Central Bank Digital Currencies.
[01:25:21.411 --> 01:25:24.894]  I speak about them too, but I also know that the central banks are
[01:25:25.748 --> 01:25:42.867]  Building on a private network that was given to them by a company called Ripple, and they have an XRP token that they're going to utilize, and the World Economic Forum, Klaus Schwab, they're all signed on.
[01:25:44.329 --> 01:25:44.689]  The ECB
[01:25:45.980 --> 01:25:48.781]  The IMF, the World Bank.
[01:25:48.801 --> 01:25:51.822]  Let me ask you this way, because that's the problem.
[01:25:51.862 --> 01:25:54.943]  I never got into Bitcoin, all the fighting about it, all the endless this, that.
[01:25:55.463 --> 01:25:56.704]  Is there an article about this?
[01:25:56.724 --> 01:25:59.065]  Is there someplace I can go read your synopsis?
[01:26:01.205 --> 01:26:11.829]  Well, I haven't wrote anything about it, but I do have a Pinterest blog, I guess, a blog that I post a lot of content on.
[01:26:12.249 --> 01:26:13.590]  Okay, so you have written about it.
[01:26:13.630 --> 01:26:14.490]  So tell us about that.
[01:26:15.816 --> 01:26:16.837]  Well, it's a blog.
[01:26:17.117 --> 01:26:23.181]  I'm talking about collapsing borders, world government, new world order, all that stuff.
[01:26:23.342 --> 01:26:24.743]  Cryptocurrencies are great, whatever.
[01:26:25.423 --> 01:26:27.685]  I'm just saying, talk to me like I'm five years old.
[01:26:28.185 --> 01:26:29.266]  I mean, what's the bottom line?
[01:26:29.286 --> 01:26:30.427]  You're saying you don't like Bitcoin.
[01:26:31.868 --> 01:26:33.469]  No, it's not that I don't like Bitcoin.
[01:26:33.509 --> 01:26:34.550]  I still own Bitcoin.
[01:26:34.997 --> 01:26:36.737]  But I have a lot of other coins.
[01:26:37.178 --> 01:26:41.579]  So you don't like Max Keiser being Bitcoin-centric?
[01:26:41.859 --> 01:26:43.359]  I hear you and I appreciate your call, Kevin.
[01:26:44.139 --> 01:26:44.660]  I really do.
[01:26:44.740 --> 01:26:48.541]  I'm just not smart enough about that to be able to have some discussion with you.
[01:26:49.181 --> 01:26:53.462]  It's like some aficionado of 57 Chevys and they're telling me about the type of
[01:26:54.338 --> 01:26:57.240]  Heads it's got, I don't know about it.
[01:26:57.820 --> 01:27:01.822]  I know about the combustion engine, I just don't know about the 57 Chevy.
[01:27:01.902 --> 01:27:02.642]  You know what I mean?
[01:27:03.583 --> 01:27:04.784]  Okay, listen.
[01:27:05.984 --> 01:27:08.345]  I'm going to start the next hour.
[01:27:09.506 --> 01:27:10.727]  And we call it Sunday Live.
[01:27:11.667 --> 01:27:12.868]  And we did this during the election.
[01:27:14.429 --> 01:27:15.409]  I may give the crew a break.
[01:27:15.770 --> 01:27:17.431]  I may cancel Sunday Live soon.
[01:27:17.451 --> 01:27:18.853]  I'm not going to cancel this Sunday show.
[01:27:19.393 --> 01:27:23.577]  I've been doing the Alex Jones Show for 15, 16 years from 4 to 6 p.m.
[01:27:24.118 --> 01:27:26.880]  But it cannot be fair to my crew, though, making them come up here on Sunday to do more.
[01:27:27.301 --> 01:27:30.784]  We may not even do it in a couple of weeks because we've got so much to do in the field, so much happening.
[01:27:30.984 --> 01:27:33.887]  It's like a specialty show we did 6 to 8 p.m.
[01:27:33.967 --> 01:27:35.608]  But tonight, it'll still be live.
[01:27:36.437 --> 01:27:38.238]  And so Sunday Live is coming up.
[01:27:38.578 --> 01:27:40.059]  Some stations carry it, some don't.
[01:27:40.420 --> 01:27:45.002]  But if they're not, go to band.video or infowars.com forward slash show right now.
[01:27:45.863 --> 01:27:48.505]  Or just keep watching the main network feed at infowars.com.
[01:27:48.605 --> 01:27:53.368]  And I'm going to come back and get up there on Owen, go to the boardroom bar, and then I'm going to just run through your calls.
[01:27:54.228 --> 01:27:54.748]  This is not
[01:28:09.633 --> 01:28:10.354]  It's metaphysical.
[01:28:10.394 --> 01:28:11.836]  This is not speculative.
[01:28:12.236 --> 01:28:13.918]  It's not like sixth sense.
[01:28:14.479 --> 01:28:14.979]  Is it real?
[01:28:15.040 --> 01:28:15.720]  Can you prove it?
[01:28:16.361 --> 01:28:17.903]  It's simple chemistry.
[01:28:18.243 --> 01:28:25.232]  If you don't have all the essential vitamins and all the essential minerals, you will get malnutrition.
[01:28:25.512 --> 01:28:26.734]  You will get health problems.
[01:28:26.754 --> 01:28:27.515]  You will die.
[01:28:27.715 --> 01:28:28.836]  That's what starvation is.
[01:28:29.537 --> 01:28:32.259]  If you ate cotton candy for three months straight, you would die.
[01:28:32.640 --> 01:28:39.885]  No matter how much water you get, no matter how much sunscreen you get, if you ate cotton candy that has almost nothing in it of nutritional value, you would die.
[01:28:40.245 --> 01:28:40.506]  Okay?
[01:28:40.926 --> 01:28:43.188]  So when I get up here to talk about this, I'm not on some high horse.
[01:28:43.308 --> 01:28:44.329]  I eat tons of red meat.
[01:28:44.409 --> 01:28:45.570]  I eat ice cream.
[01:28:45.590 --> 01:28:46.450]  I stay up late.
[01:28:46.470 --> 01:28:47.531]  I drink alcohol.
[01:28:48.332 --> 01:28:49.112]  I work too much.
[01:28:49.312 --> 01:28:50.894]  But when I take
[01:28:51.474 --> 01:28:57.399]  The products at Inflorestore.com are X2 or X3, the good halogen, the good deep earth crystal iodine.
[01:28:57.419 --> 01:29:03.284]  When I take Vitaminal Fusion, when I take Winter Sun, even in the summer, it's amazing!
[01:29:03.724 --> 01:29:05.165]  Just think about feeling down or exhausted.
[01:29:05.185 --> 01:29:14.313]  We'll go lay out in the sun, you know, with an area of a pool for a couple of hours, and feel energized because your body produces nitrous oxide and vitamin E3 in the sun.
[01:29:14.893 --> 01:29:17.235]  But a lot of people, when I'm trying to be in the sun, they're not in the sun enough,
[01:29:17.655 --> 01:29:18.496]  That's my winter sun.
[01:29:18.516 --> 01:29:19.417]  It's so amazing.
[01:29:19.457 --> 01:29:20.417]  It's back in stock.
[01:29:20.878 --> 01:29:22.039]  High quality, organic.
[01:29:22.539 --> 01:29:24.380]  Vitamin D3 and vitamin K for your immune system.
[01:29:24.400 --> 01:29:24.801]  40% off.
[01:29:24.821 --> 01:29:31.506]  And the Vitamin Mineral Fusion has the D3, the Zinc, and every other essential vitamin and mineral.
[01:29:31.606 --> 01:29:33.527]  Vitamin C, amino acid, you name it.
[01:29:34.288 --> 01:29:34.869]  All in one.
[01:29:35.649 --> 01:29:37.070]  It's 40% off by itself.
[01:29:37.590 --> 01:29:39.451]  Winter Sun is 40% off by itself.
[01:29:39.851 --> 01:29:43.813]  Combined, they're 50% off, even though Biomineral Fusion is about to sell out.
[01:29:43.853 --> 01:29:46.014]  We did get a big shipment of Winter Sun back in.
[01:29:46.334 --> 01:29:47.795]  We also have Lung Cleanse back in stock.
[01:29:48.095 --> 01:29:56.859]  So they're all 40% off by themselves, 50% off together at InfoWarsTore.com, and that funds the InfoWar, which you know is having a great effect.
[01:29:57.160 --> 01:29:59.060]  So, take advantage of this today and fund the InfoWar.
[01:29:59.481 --> 01:30:00.281]  Thank you for your support.
[01:30:00.641 --> 01:30:04.123]  InfoWarsTore.com, Biomineral Fusion, Winter Sun, and Lung Cleanse back in stock.
[01:30:08.647 --> 01:30:11.691]  We will defend ourselves!
[01:30:24.229 --> 01:30:32.795]  Funding organizations like this, because it's not cheap to have security down there and the armored vehicle with the bullhorns to get the attention and bullhorn the facilities.
[01:30:32.875 --> 01:30:35.277]  It's not cheap to do all of this and we need your support.
[01:30:35.337 --> 01:30:37.178]  So listen, I've spent everything we got right now.
[01:30:37.199 --> 01:30:39.100]  I want to remind listeners to boost your immune system.
