[00:00:04.091 --> 00:00:15.416]  I'm watching the midterms.
[03:07:00.900 --> 03:07:05.104]  But I was too confused, because it was just like...
[03:07:06.092 --> 03:07:07.854]  He was very sterile.
[03:07:07.854 --> 03:07:09.035]  Yeah, yes.
[03:07:09.035 --> 03:07:17.184]  But at the same time, if you know the stuff behind it, because the book's really good, the one they made in the 80s, you know, was well done, but it had weird stuff that wasn't part of the book.
[03:07:17.184 --> 03:07:18.906]  But this is all a metaphor for the real world.
[03:07:20.158 --> 03:07:22.499]  When I watch films, I don't like dialogue.
[03:07:22.499 --> 03:07:24.741]  I like landscapes and I like scenes.
[03:07:24.741 --> 03:07:25.221]  Me too.
[03:07:25.221 --> 03:07:27.882]  And that's what I loved most about it.
[03:07:27.882 --> 03:07:31.684]  If I want dialogue, I'm going to read a book, right?
[03:07:31.684 --> 03:07:34.886]  If I want to watch a film, I want an immersive experience.
[03:07:34.886 --> 03:07:42.109]  And the way they would do the psychedelic graphics with the red colored sand breathing over, I felt it was an immersive experience.
[03:07:42.109 --> 03:07:46.812]  The scene where they're sacrificing people and putting blood on the little soldiers,
[03:07:47.532 --> 03:07:53.674]  There's all these little cinema, uh, cinema, the cinematography was so good.
[03:07:53.674 --> 03:07:59.075]  The chanting was so wild, the desert scenes, and that's what I loved best about it.
[03:07:59.075 --> 03:08:00.715]  I wish I'd have seen it in the theater.
[03:08:00.715 --> 03:08:02.076]  Oh, you gotta see it in the theater.
[03:08:02.076 --> 03:08:03.816]  Yeah, I gotta see it, like, I wanna see it in the theater.
[03:08:03.816 --> 03:08:04.816]  It's okay, it's okay.
[03:08:04.816 --> 03:08:07.877]  I mean, it is a little cathedral-like.
[03:08:07.877 --> 03:08:10.037]  I felt like I'm in a different universe.
[03:08:10.037 --> 03:08:11.818]  In the theater I was in, people were falling asleep.
[03:08:12.938 --> 03:08:13.778]  Interesting.
[03:08:13.778 --> 03:08:15.539]  There were very few people in the theater.
[03:08:15.539 --> 03:08:17.920]  The ones that were there were like slumped over.
[03:08:17.920 --> 03:08:22.782]  I was just sitting there and just thinking to myself like, I just feel like nothing is happening.
[03:08:22.782 --> 03:08:25.683]  You're so analytical, Poole, is the issue.
[03:08:25.683 --> 03:08:28.704]  The archetypes were very spiritual and very powerful.
[03:08:29.329 --> 03:08:29.810]  Perhaps.
[03:08:29.810 --> 03:08:32.212]  Yeah, yeah, yeah.
[03:08:32.212 --> 03:08:37.878]  I've got to watch in the theater, and I want to do it on just a little bit of mushrooms.
[03:08:37.878 --> 03:08:38.999]  Just enough.
[03:08:38.999 --> 03:08:39.679]  I agree.
[03:08:39.679 --> 03:08:41.802]  Because you wanted to take ayahuasca.
[03:08:41.802 --> 03:08:43.263]  We should take mushrooms and go see it.
[03:08:43.263 --> 03:08:43.804]  Yeah, we should.
[03:08:43.804 --> 03:08:44.684]  No, let's do it today.
[03:08:44.684 --> 03:08:45.746]  We eat a cap and a stem.
[03:08:46.346 --> 03:08:49.709]  And what you do is just sit there and let the whole... Call Joe Rogan.
[03:08:49.709 --> 03:08:52.832]  Let the whole... Let the whole world... You think mushrooms are simple?
[03:08:52.832 --> 03:08:55.354]  No, I don't... See, I don't do anything.
[03:08:55.354 --> 03:08:56.055]  I'm just joking.
[03:08:56.055 --> 03:08:58.597]  It's a family show, as if I would ever do... No, no.
[03:08:58.597 --> 03:09:00.018]  I mean, I do think it's interesting.
[03:09:00.018 --> 03:09:02.921]  I'm very, like, uh... Don't drink, don't smoke.
[03:09:02.921 --> 03:09:04.202]  Have you ever taken hallucinogens?
[03:09:04.202 --> 03:09:04.342]  Nope.
[03:09:05.600 --> 03:09:07.961]  It's a family show, it's good you did that.
[03:09:07.961 --> 03:09:12.283]  I drink very, very, very rarely, like once a year, twice a year maybe.
[03:09:12.283 --> 03:09:18.205]  Once you do it for, I don't like the term hallucinogen or psychedelic, I call it plant medicine.
[03:09:18.205 --> 03:09:26.689]  Once you do it and you go inward, the way to do it is you put on an eye mask, you take just enough to tip you over, but not so much that you're fully gone.
[03:09:27.609 --> 03:09:39.775]  And then you'll be surprised at what kind of trauma you find, toxic experiences, emotions start to flow up, and then your spiritual channels become more open, and you learn about yourself, you cry.
[03:09:39.775 --> 03:09:40.956]  It's a beautiful experience.
[03:09:40.956 --> 03:09:42.596]  I can't recommend it enough.
[03:09:42.596 --> 03:09:47.199]  If people are going to do it, the problem is a lot of people like take acid or something, you know, in their apartment.
[03:09:50.040 --> 03:09:51.380]  Watching MTV or television.
[03:09:51.380 --> 03:09:51.821]  You don't want that.
[03:09:51.821 --> 03:09:52.761]  It's nature.
[03:09:52.761 --> 03:09:53.721]  It opens you up to God.
[03:09:53.721 --> 03:09:55.062]  And I'm not saying take it, folks.
[03:09:55.062 --> 03:10:00.363]  That's why it has a bad reputation is people go, oh yeah, you know, I dropped acid at a Phish concert.
[03:10:00.363 --> 03:10:02.664]  Well, that's not what I'm talking about here.
[03:10:02.664 --> 03:10:06.445]  You're talking about using medicine, which is a completely different thing.
[03:10:06.445 --> 03:10:14.868]  Well, you read Ezekiel and you read, like, John on the Isle of Patmos and they say the angel came and gave me this and I took it and it was sweet in my mouth and bitter in my stomach and then they...
[03:10:15.888 --> 03:10:17.893]  I mean, it's obvious what's going on here.
[03:10:17.893 --> 03:10:21.622]  Right, yeah, you're blasting off, and then as you do blast off a little bit...
[03:10:22.202 --> 03:10:35.211]  Yeah, I definitely want to get you down to Costa Rica or Peru or to a sanctioned Native American church just due to the, because I only do it in places where it's, um, you know, fully sanctioned because it's a family show and everything.
[03:10:35.211 --> 03:10:41.875]  But I think you would be really surprised, especially now that you've given up alcohol and you've been through so much, it would open up.
[03:10:41.875 --> 03:10:48.740]  But again, that's why I think there's a stigma attached to these compounds because people act like they're fun.
[03:10:48.740 --> 03:10:51.842]  If you do plant medicine right, it could be the worst night of your life.
[03:10:52.482 --> 03:10:56.964]  Because you're going to go to hell, in a way, the hell of your own mind.
[03:10:56.964 --> 03:11:00.326]  You're going to confront the parts of you that you're hiding from.
[03:11:00.326 --> 03:11:03.207]  Some people go, oh yeah, I did some mushrooms and went to a concert.
[03:11:03.207 --> 03:11:10.730]  Well, that's all cute and everything, but did you go look in yourself, in the darkness within you, and confront that shadow?
[03:11:10.730 --> 03:11:12.411]  That's... That's the problem.
[03:11:12.411 --> 03:11:14.552]  You confront the shadow when it takes you over is the problem.
[03:11:15.285 --> 03:11:17.707]  Well, it already took you over because it's already there.
[03:11:17.707 --> 03:11:18.487]  No, no, I agree.
[03:11:18.487 --> 03:11:19.147]  I'm just saying.
[03:11:19.147 --> 03:11:19.928]  You'll be tempted.
[03:11:19.928 --> 03:11:20.628]  Yeah, you'll be tempted.
[03:11:20.628 --> 03:11:29.174]  You'll go on a full... Well, let me say, you better, if you're ever doing any of this, folks, consult your physician, and you definitely need to not be around very nice people, not any type of manipulative people.
[03:11:29.174 --> 03:11:30.635]  Have you seen Fantastic Fungi yet?
[03:11:30.635 --> 03:11:32.576]  It's a good movie on the trends of this kind of stuff.
[03:11:32.576 --> 03:11:37.059]  Well, explain the science, because they admit, Prozac and stuff, you know, on average, makes you kill yourself.
[03:11:37.059 --> 03:11:37.779]  Those are bad drugs.
[03:11:37.779 --> 03:11:39.821]  But mushrooms with PTSD, everything, it's magic.
[03:11:40.578 --> 03:11:45.022]  They've, I mean, I was just at a gala for a veterans charity, because everything I advise is legal, by the way.
[03:11:45.022 --> 03:11:46.444]  I don't carry mushrooms in my pocket.
[03:11:46.444 --> 03:11:47.305]  You're a lawyer.
[03:11:47.305 --> 03:11:54.351]  Yeah, so everything that, and I'm a target of these forces, so I'm super conscientious on how I conduct myself.
[03:11:54.351 --> 03:11:58.696]  And I was just at a charity gala for a veterans group that I helped raise over $100,000 for earlier this year.
[03:12:01.218 --> 03:12:28.253]  And what they're doing is you're taking guys, veterans especially, who have been completely broken through war, through trauma, a lot of them have unresolved childhood trauma, and they're using MDMAs, the one they're studying now big time, but they're also using the psilocybin, they're also using ayahuasca, they're having these transformative experiences because what we're finding with a lot of veterans that I've met, and I don't want to breach anything anyone's told me, is the, we'll just say that the hardest men in the world
[03:12:29.184 --> 03:12:31.487]  Probably were molested as kids.
[03:12:31.487 --> 03:12:35.231]  And what we're learning is that that's why you became hard.
[03:12:35.231 --> 03:12:44.120]  So you're a kid, you get abused, you block out that abuse, and then you tell yourself, I'm going to become so strong that that can never happen to me.
[03:12:44.881 --> 03:12:50.847]  The strongest people you see in the world have often suffered the most, but that trauma still remains within them.
[03:12:50.847 --> 03:12:55.452]  I wasn't molested, but I got beat up a bunch, but really bad.
[03:12:55.452 --> 03:12:56.673]  I actually liked that.
[03:12:56.673 --> 03:13:04.221]  I mean, I went through a process and I became more loving afterwards, but I actually liked being hardened and that made me who I am.
[03:13:04.381 --> 03:13:06.722]  The fact that I don't fear people.
[03:13:06.722 --> 03:13:07.502]  I like pain.
[03:13:07.502 --> 03:13:11.403]  I was never a masochist, but now I can deal with it because I've already been hurt really bad.
[03:13:11.403 --> 03:13:13.124]  I actually embrace that.
[03:13:13.124 --> 03:13:13.944]  I transcend it.
[03:13:13.944 --> 03:13:22.166]  I don't want to be in the office of this big powerful killer because I want to be strong, but I'm saying it's an attribute that's there that gives me understanding.
[03:13:22.166 --> 03:13:25.687]  But then at that point in your life, you become strong.
[03:13:25.687 --> 03:13:29.088]  The unresolved trauma is still there and it manifests itself in various ways.
[03:13:29.088 --> 03:13:32.209]  And then now I'm going to try to stop the globalists from hurting more people.
[03:13:32.669 --> 03:13:43.276]  Or you want to go inward and find the true powers in your heart, and the true power is that realizing that you have that speed and you have that fortitude, but you don't have to live in strength.
[03:13:43.276 --> 03:13:47.398]  You can live in a state of love, you can live in a state of your heart, but you have to go deep within.
[03:13:47.398 --> 03:13:52.461]  So these medicines, they take you within, and you can't run.
[03:13:52.461 --> 03:13:59.966]  I remember I was on one experience, and I would open my eyes to try to get away from what I was seeing inside, and the voice was like, you can't escape.
[03:14:00.566 --> 03:14:02.268]  You can't run from yourself anymore.
[03:14:02.268 --> 03:14:03.489]  And here's what I'm going to show you.
[03:14:03.489 --> 03:14:04.690]  And then you're like, Oh, my God.
[03:14:04.690 --> 03:14:09.735]  And there's all these things that you're encountering, that negative karma that you put in the world, the trauma.
[03:14:09.735 --> 03:14:15.019]  For me, it's just the universe just opens up and just love.
[03:14:15.019 --> 03:14:16.321]  But you have unresolved trauma.
[03:14:17.962 --> 03:14:23.227]  What the medicines do is they take you inside the parts of yourself that make... I thought this was dumb, by the way.
[03:14:23.227 --> 03:14:30.333]  So just, on record, when people say things, oh yeah... I just thought in my own mind, you're just weak.
[03:14:30.333 --> 03:14:35.117]  Because the way that I live my life is you're either weak or you're strong.
[03:14:35.117 --> 03:14:36.619]  And if you're weak... Yeah, you wrote books about that.
[03:14:36.619 --> 03:14:41.443]  Yeah, if you're weak, you're pathetic, and I don't like you, and I don't want you to be around you because there's a stench.
[03:14:41.443 --> 03:14:43.525]  And then I realized, well, that was my own insecurity.
[03:14:44.125 --> 03:14:45.826]  Right, because in my own mind I said, okay, I'll become strong.
[03:14:45.826 --> 03:14:48.047]  There's also the inverse where they make you a victim.
[03:14:48.047 --> 03:14:51.129]  You're not saying become a victim, you're saying transcend the victimhood.
[03:14:51.129 --> 03:15:01.875]  Well, you become strong and then you turn inward to find out what drove you through there, and then you become connected to your heart, and that connects you to soul and to God, and then you can become even stronger.
[03:15:01.875 --> 03:15:03.116]  By being connected to the infinite.
[03:15:03.635 --> 03:15:07.337]  Right, and you open up parts of yourself that you didn't know you had.
[03:15:07.337 --> 03:15:11.299]  And that's what the medicines do, is they work on your heart rather than on your mind.
[03:15:11.299 --> 03:15:13.741]  Because neither of you need any work on your minds, right?
[03:15:13.741 --> 03:15:16.522]  Nobody would say, oh, these people aren't intelligent people.
[03:15:16.522 --> 03:15:21.305]  But then the question is, are you living only in mind or are you living in heart also?
[03:15:21.305 --> 03:15:28.249]  Because if you only live in heart, you're just so... Well, I know hallucinogens, and Joe will say this, made Joe Rogan a more awake, you know, person.
[03:15:29.318 --> 03:15:30.819]  What if you could cut your heating?
[03:15:57.085 --> 03:16:04.554]  It's only been in the last 60 years that we've had satellites that can decently measure what's happening in the atmosphere.
[03:16:04.554 --> 03:16:11.662]  But if you look at all the different studies and reports about NASA and other governments and other agencies, they all disagree on what's really happening with the climate.
[03:16:12.442 --> 03:16:17.984]  The only constant, the only great truth is change is the only constant.
[03:16:17.984 --> 03:16:20.745]  So yes, climate change is totally real.
[03:16:20.745 --> 03:16:27.627]  But notice first they called it global freezing back in the 70s and 80s and then it's gonna be global warming and that didn't really happen the way they wanted it to.
[03:16:27.627 --> 03:16:29.667]  Okay, now it's just climate change.
[03:16:29.667 --> 03:16:31.668]  But did you know that man-made climate change
[03:16:32.488 --> 03:16:39.055]  ...is a real thing when it comes to the United Nations and the Department of Energy and Bill Gates and the UN.
[03:16:39.055 --> 03:16:42.139]  They have weather control treaties from 1979.
[03:16:42.139 --> 03:16:45.522]  Bill Gates has been manipulating the weather for a very long time.
[03:16:45.522 --> 03:16:52.810]  In fact, back in 1994, two scientists won a Nobel Prize for an idea of spraying different particles out of jet engines to control the weather.
[03:16:52.810 --> 03:16:54.592]  So yes, man-made climate change is real.
[03:16:56.098 --> 03:16:58.960]  It's time to protect your privacy.
[03:16:58.960 --> 03:17:12.951]  It's time to come to grips with the fact that even though you don't have anything to hide, criminals, hackers, corporations, big tech, government are stealing all of your data and creating a map and a database of where you go and what you do.
[03:17:12.951 --> 03:17:17.394]  So in the future, under their globalist takeover, they can shut you down.
[03:17:17.394 --> 03:17:25.781]  Protecting your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos, protecting everything that's on your phone is paramount.
[03:17:26.241 --> 03:17:28.984]  That's why everybody should visit InfoWarsTore.com.
[03:17:28.984 --> 03:17:37.692]  We're carrying a huge new line of very compliant, made-in-America products that have 100% reviews and are simply incredible.
[03:17:37.692 --> 03:17:38.713]  It's a 360 win.
[03:17:38.713 --> 03:17:44.659]  Protect your privacy and shop at InfoWars to support the overall InfoWars against the Globalists.
[03:17:44.659 --> 03:17:46.440]  A true 360 win.
[03:17:46.440 --> 03:17:49.443]  Get your Faraday cages at InfoWarsTore.com.
[03:17:49.443 --> 03:17:50.544]  Check out the new line.
[03:17:50.544 --> 03:17:51.085]  It's amazing.
[03:17:55.743 --> 03:18:09.653]  The average person on the face of this incredible planet is still unaware that there's a war between free individuals and nation-states on one side, and the globalists on the other, who are literally trying to create a post-human world.
[03:18:09.653 --> 03:18:17.418]  For the United States of Brazil, and of course triggered by the Brexit in the UK, nations were pulling out of the private, corporate, and fascist world government.
[03:18:17.418 --> 03:18:23.542]  That's why they launched their Great Reset, and their program after collapsing us, of Build Back Better.
[03:18:24.643 --> 03:18:30.547]  This is nothing more than a top-down, vertical consolidation of the world economy.
[03:18:30.547 --> 03:18:41.493]  Because they couldn't take our guns, because we wouldn't bow, because the left, which is the ideology of this world government system, couldn't win, they released a biological weapon on us.
[03:18:41.493 --> 03:18:45.035]  Now we know, two years ago, we learned about it about 20 months ago.
[03:18:45.815 --> 03:18:46.416]  It's that simple.
[03:18:46.416 --> 03:18:49.499]  They can't beat us because of our free speech and our guns.
[03:18:49.499 --> 03:18:53.703]  So the Global Corporate Combine released COVID-19 and you know the rest is history.
[03:18:53.703 --> 03:18:57.447]  Expose this paradigm and we win.
[03:18:57.447 --> 03:19:00.851]  What are champions made of?
[03:19:00.851 --> 03:19:01.992]  Here's a man who can show you.
[03:19:08.559 --> 03:19:10.079]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline.
[03:19:10.079 --> 03:19:12.000]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline.
[03:19:12.000 --> 03:19:13.300]  AAA-253-3139 is the InfoWars store hotline.
[03:19:13.300 --> 03:19:14.580]  AAA-253-3139 is the InfoWars store... Wait!
[03:19:14.580 --> 03:19:15.781]  AAA-253-3139 is the InfoWars store hotline.
[03:19:15.781 --> 03:19:17.141]  AAA-253-3139 is the InfoWars store...
[03:19:34.765 --> 03:19:38.206]  InfoWarsStore.com is simply the best.
[03:19:38.206 --> 03:19:41.247]  InfoWarsStore.com beats out all the rest.
[03:19:41.247 --> 03:19:42.847]  888-253-3139, 888-253-3139, 888-253-3139 is the InfoWarsStore hotline.
[03:19:42.847 --> 03:19:43.208]  888-253-3139, 888-253-3139, 888-253-3139.
[03:19:43.208 --> 03:19:44.048]  That's InfoWarsStore.com.
[03:19:44.048 --> 03:19:45.428]  You're listening to the Alex Jones Show.
[03:20:18.141 --> 03:20:20.922]  We've got Tim Kool and Mike Cernovich in studio with us.
[03:20:20.922 --> 03:20:25.024]  I'm Alex Jones and we're talking about what the globalists of the CIA are obsessed with.
[03:20:25.024 --> 03:20:27.725]  You know, literally an MKUltra kidnapping thousands of children.
[03:20:27.725 --> 03:20:28.985]  This is declassified.
[03:20:28.985 --> 03:20:32.547]  Keeping them for years hooked up to audio and visual sensory things.
[03:20:32.547 --> 03:20:35.068]  Putting them inside boxes with TV screens all around them.
[03:20:35.068 --> 03:20:41.210]  Pumping them full of all sorts of hallucinogens to destroy their underlying human programming and put artificial programming in.
[03:20:41.670 --> 03:20:44.793]  So, talking about this is something the enemy is obsessed with.
[03:20:44.793 --> 03:20:45.493]  I'm not pushing it.
[03:20:45.493 --> 03:20:46.334]  I'm not promoting it.
[03:20:46.334 --> 03:20:59.805]  I'm simply saying it's a whole world going on and Big Pharma is now moving in to try to take over this revolution and then, I guess, genetically engineer the ayahuasca and other things to deploy the molecules they want.
[03:20:59.805 --> 03:21:01.186]  They fear these molecules.
[03:21:01.186 --> 03:21:03.428]  You were saying something about that, Mike Cernovich.
[03:21:04.008 --> 03:21:08.490]  Well, they want to create the technology and take you away from the plants, which is different.
[03:21:08.490 --> 03:21:13.193]  So, one reason that plant medicine, and I don't call them hallucinogens and I don't call them psychedelics.
[03:21:13.193 --> 03:21:16.474]  It's like going to a real VR world without the VR.
[03:21:16.474 --> 03:21:27.080]  Yeah, so the reason these plant medicines get a bad reputation is people go, oh yeah, when I was 18 I dropped acid, went to a concert, had a bad experience.
[03:21:27.080 --> 03:21:29.281]  I know a guy who lost his mind and had psychosis.
[03:21:29.841 --> 03:21:32.764]  And the answer is that if you're under 25, you shouldn't even think about it.
[03:21:32.764 --> 03:21:34.425]  That's why they want to do it to their young.
[03:21:34.425 --> 03:21:39.630]  If your brain's not fully developed or you have a history of psychosis, don't even think about this kind of stuff.
[03:21:39.630 --> 03:21:46.497]  That's where the bad reputation comes from, but... That's why only the shaman in the old days, in every culture, the high priest would do this, because they were ready.
[03:21:46.857 --> 03:22:02.891]  They would, you would take people, and there's a shamanic practice, a counseling session to it, limited numbers of people, and you take people who have lived a full life, and then they want to start developing a little bit more spiritual awareness in a way that you can't obtain it otherwise.
[03:22:02.891 --> 03:22:03.912]  I want to see past the veil.
[03:22:04.272 --> 03:22:32.518]  You want to go and you want to go into yourself because when I initially was heard about plant medicines and other things I was very judgmental of it because the the perception is oh hey I'm wearing tie-dye clothes woo woo woo I've never done nothing in life I'm a loser I do drugs and yeah man I know the real world and you people on this world are like losers because they were using it as escapism right that was my perception of it and then what I found out was
[03:22:33.118 --> 03:22:46.047]  That a lot of people who are not that are very good people, especially a lot of veterans, have found spiritual healing and emotional healing through these products, but they don't want to talk about it because it'll be dismissed.
[03:22:46.047 --> 03:22:50.410]  So for me, for example, I can say, oh, yeah, I you know, here's what I do.
[03:22:50.410 --> 03:22:51.030]  What are you going to do?
[03:22:51.030 --> 03:22:52.851]  I'll write another hate article on me.
[03:22:52.851 --> 03:22:57.494]  Oh, no, there's going to be another thing calling me a fringe lunatic, whatever.
[03:22:57.494 --> 03:22:58.055]  I don't care.
[03:22:58.055 --> 03:22:59.856]  So I have the freedom.
[03:22:59.856 --> 03:23:02.758]  In fact, that's what I was told one time during one of these experiences.
[03:23:04.298 --> 03:23:09.700]  I mean, God, a guide, there's a lot going on there.
[03:23:09.700 --> 03:23:15.601]  But it says, aren't you so blessed that you can talk about whatever you want to talk about?
[03:23:15.601 --> 03:23:17.442]  And they can't shame you.
[03:23:17.442 --> 03:23:19.542]  They can't do anything to you.
[03:23:19.542 --> 03:23:24.684]  So a lot of people that you would never have expected to have undergone therapeutic treatment with plant medicines.
[03:23:25.595 --> 03:23:27.376]  I have never done any kind of hard drug.
[03:23:27.376 --> 03:23:32.779]  Throughout my whole life, I've had a lot of people tell me, oh, I'd greatly benefit from this, that, or otherwise, but one of the biggest challenges
[03:23:47.446 --> 03:24:00.791]  Is that it's hard to have someone who I feel is like less put together trying to advise me on how to do better when, you know, throughout my... I'm younger and I'm starting a business or something and then some guy's sleeping on a couch and he's like, yo, you gotta do this.
[03:24:00.791 --> 03:24:03.432]  So I've always been... That's what Mike was saying, kind of that thing.
[03:24:03.912 --> 03:24:04.513]  But I'll tell you this.
[03:24:04.513 --> 03:24:05.933]  I've seen the documentaries.
[03:24:05.933 --> 03:24:15.479]  I'm very, very interested in what DMT is all about and extended state DMT experiments and the group experiments.
[03:24:15.479 --> 03:24:18.882]  And I would say, in my experience, having met and talked to a lot of people,
[03:24:19.602 --> 03:24:26.870]  It feels to me, and I'll be very careful, that most people would greatly benefit from experiencing mushrooms, in particular psilocybin.
[03:24:26.870 --> 03:24:36.040]  And there's also big stores, I think in Silicon Valley, they've been micro-dosing LSD as they work, because it helps them formulate new ideas and be creative and solve problems.
[03:24:37.185 --> 03:24:48.912]  Yeah, there's a lot of people with microdose psilocybin, too, because it takes you off your equilibrium just enough that you see things differently, but not so much that you're incoherent or buzzed or whatever.
[03:24:48.912 --> 03:24:54.476]  So people will take a small amount, and then you go, oh, I didn't realize that this microphone actually looked this way.
[03:24:54.476 --> 03:25:00.039]  You'll notice little details because you have to, because you're thrown off your game just a little bit.
[03:25:00.039 --> 03:25:04.742]  Let me tell you a story, and this is something you guys can all do when you're driving down the highway with your friends.
[03:25:05.763 --> 03:25:10.266]  I'm driving down the road on a road trip and I see a cell phone tower.
[03:25:10.266 --> 03:25:19.933]  Now that's within my perspective because I was very actively, we were doing a software company for mobile apps and I needed to understand cell technology and data.
[03:25:19.933 --> 03:25:23.996]  So we're driving down the highway and I see a cell tower and I thought to myself, you know, I never noticed those before.
[03:25:23.996 --> 03:25:24.897]  I never pay attention.
[03:25:24.897 --> 03:25:27.178]  I never, it's never in my field of vision.
[03:25:27.178 --> 03:25:27.919]  So I said to my friend,
[03:25:28.379 --> 03:25:29.920]  What do you see right there on the horizon?
[03:25:29.920 --> 03:25:34.042]  There was an open field, and one big cell tower coming up, and they said, I don't see anything.
[03:25:34.042 --> 03:25:36.444]  I said, right there, it's right there, it's huge, it's sticking right out of the ground.
[03:25:36.444 --> 03:25:38.645]  And they said, I don't know what you're talking about.
[03:25:38.645 --> 03:25:43.948]  They couldn't see the cell phone tower, because it wasn't within their mind, their perception.
[03:25:43.948 --> 03:25:47.030]  They just dial it out, and we're trying to get everybody to actually see everything.
[03:25:47.030 --> 03:25:50.452]  Well, did you guys know the story, the old urban legend of the shaman in Christopher Columbus?
[03:25:51.272 --> 03:25:52.113]  They couldn't see the ship?
[03:26:08.086 --> 03:26:09.807]  There's something there.
[03:26:09.807 --> 03:26:11.488]  And then he started telling everybody, look right there!
[03:26:11.488 --> 03:26:15.650]  Just like, you know, when I tell my friends about a cell tower they've never experienced before.
[03:26:15.650 --> 03:26:18.671]  You know, when you look at, particularly in California, they disguise them.
[03:26:18.671 --> 03:26:19.672]  But they're very obvious.
[03:26:19.672 --> 03:26:22.433]  It's just a brown metal pole with green antennas.
[03:26:22.433 --> 03:26:24.854]  And people, they really do this.
[03:26:24.854 --> 03:26:26.635]  And the same thing is true with the oil.
[03:26:26.635 --> 03:26:31.678]  The oil they do in L.A., they have big random towers in like an urban area because they're pumping oil there.
[03:26:32.518 --> 03:26:51.296]  You tell people who don't know this, they just can't understand, until you very slowly break it down, outline it and say... Here's an example, there's a secret nuclear reactor under Austin, and I learned about it, and it's actually admitted in the literature it's there, but you tell Austin, I tell you, you know there's actually two nuclear reactors in Austin, they just go, no there's not, because they just can't, they just can't even...
[03:26:51.756 --> 03:26:58.542]  Or just to make it very banal, if you get a blue jeep, you're going to drive, oh there's jeeps everywhere.
[03:26:58.542 --> 03:26:59.303]  That's right.
[03:26:59.303 --> 03:27:01.405]  They were always there, but you weren't focused on it.
[03:27:01.405 --> 03:27:14.978]  So what people do to micro doses, all you're going to do is you're going to notice something that was always there, but because your mind and the way we filter reality was filtered in a very specific way, you go, oh wow, I didn't realize that, or the light shines a little bit different.
[03:27:15.538 --> 03:27:17.680]  Well, I put these two ideas together.
[03:27:17.680 --> 03:27:19.821]  Verbal fluency can happen, too.
[03:27:19.821 --> 03:27:23.624]  That's why they take those small amounts, which are beneficial.
[03:27:23.624 --> 03:27:24.385]  You know what I think?
[03:27:24.385 --> 03:27:28.428]  A lot of people mention as you get older, time feels shorter, the years get shorter.
[03:27:28.428 --> 03:27:33.932]  It's obviously not that time is slowing down, but your brain is ignoring the routine.
[03:27:33.932 --> 03:27:36.594]  When you're a little kid, every experience is a new experience.
[03:27:36.594 --> 03:27:37.834]  Every meal is a new meal.
[03:27:37.834 --> 03:27:39.576]  Every spice is a new flavor.
[03:27:39.576 --> 03:27:43.519]  But by the time you're in your late 20s or in your 30s, how many steaks have you had in your life?
[03:27:44.099 --> 03:27:50.445]  So you wake up in the morning, you get your coffee, you go to work, and your brain says, this is not important, and just glosses over it.
[03:27:50.445 --> 03:27:54.589]  It's not developing the same kind of relationship as it was when you were a kid.
[03:27:54.589 --> 03:27:55.950]  So here's what happens.
[03:27:55.950 --> 03:28:01.495]  If you're ten years old, in one day, you have a thousand experiences.
[03:28:01.495 --> 03:28:05.799]  Your brain is very excitedly looking at each and every experience going, look at this, look at this, look at this!
[03:28:06.539 --> 03:28:07.620]  Now you're 35.
[03:28:07.620 --> 03:28:08.080]  I'm 35.
[03:28:08.080 --> 03:28:14.486]  In one day I have a thousand experiences and my brain goes, done it, done it, done it, done it, oh that's new, done it, done it.
[03:28:14.486 --> 03:28:17.528]  And so at the end of the day I have a stack of only ten things to remember.
[03:28:17.528 --> 03:28:21.932]  So it feels like time flew because my brain ignores so much of the routine.
[03:28:21.932 --> 03:28:27.877]  When you do things like micro-dosing, your brain starts looking back at everything and it brings you back to that space.
[03:28:28.217 --> 03:28:30.818]  Well there's a reason Tim Pool's exploding and getting so famous.
[03:28:30.818 --> 03:28:33.760]  He's super eloquent and smart and so's this guy.
[03:28:33.760 --> 03:28:35.781]  And I'm in hog heaven.
[03:28:35.781 --> 03:28:38.782]  That was really enlightening right there and so was what you said.
[03:28:38.782 --> 03:28:39.423]  Oh my gosh.
[03:28:39.423 --> 03:28:40.864]  We're going to come right back after this break.
[03:28:40.864 --> 03:28:41.924]  I'm Alex Jones.
[03:28:41.924 --> 03:28:42.945]  InfoWars.com.
[03:28:42.945 --> 03:28:43.805]  Mike Cernovich is here.
[03:28:43.805 --> 03:28:47.227]  And of course we have TimCast.com and we have the name of your film?
[03:28:47.227 --> 03:28:48.688]  HoaxTheMovie.com.
[03:28:48.688 --> 03:28:49.748]  HoaxTheMovie.com.
[03:28:49.748 --> 03:28:52.229]  Let's go back to where you were right there.
[03:28:52.229 --> 03:28:53.050]  That is powerful.
[03:28:54.380 --> 03:29:04.026]  You know, listeners call... The CEO of Pfizer just came out and said that people talking bad about the vaccines are working for, quote, dark forces.
[03:29:04.026 --> 03:29:11.550]  That the FBI and CIA have been advising him on who these evil grips are.
[03:29:11.550 --> 03:29:16.393]  They know that all over the world their poison shot is being banned by major governments.
[03:29:16.393 --> 03:29:18.674]  And Moderna's in trouble as well.
