[00:00:13.951 --> 00:00:15.532]  I'm watching the midterms.
[03:04:35.441 --> 03:04:36.622]  I mean, you understand?
[03:04:36.622 --> 03:04:38.083]  I'm like, yeah, it could be our last days here.
[03:04:38.083 --> 03:04:40.905]  Yeah, all of us together.
[03:04:40.905 --> 03:04:42.647]  That's why all my enemies think they're destroying me.
[03:04:42.647 --> 03:04:43.327]  They have no idea.
[03:04:43.327 --> 03:04:46.350]  They're going to be destroyed by their master, not me.
[03:04:46.350 --> 03:04:47.411]  All right.
[03:04:47.411 --> 03:04:48.331]  God bless you all.
[03:04:48.331 --> 03:04:50.053]  We'll be right back with Owen Schroeder.
[03:04:55.549 --> 03:04:56.530]  Alex Jones here to make
[03:05:12.568 --> 03:05:13.289]  Yeah, it worked pretty good.
[03:05:13.289 --> 03:05:19.334]  And then shortly thereafter, you came out with XT, with a deep root source, and I got really excited about that, so I took it.
[03:05:19.334 --> 03:05:26.040]  And man, in two weeks, I went from brain fog to literally my brain was enlightened.
[03:05:26.040 --> 03:05:27.101]  I could think again.
[03:05:27.101 --> 03:05:28.943]  I could connect with people again.
[03:05:28.943 --> 03:05:35.309]  And over the course of the next couple of years, I got my health back and I religiously take basically all of your supplements.
[03:05:35.309 --> 03:05:37.651]  They're all absolutely amazing supplements.
[03:05:38.692 --> 03:05:40.133]  Beautifully said, brother.
[03:05:40.133 --> 03:05:42.195]  I thank you so much for your call, and Godspeed.
[03:06:00.177 --> 03:06:02.798]  Waging war on corruption.
[03:06:02.798 --> 03:06:08.380]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:06:08.380 --> 03:06:13.943]  And now, your host, Owen Troyer.
[03:06:13.943 --> 03:06:17.444]  Alright, here's how it's going to go.
[03:06:17.444 --> 03:06:24.127]  I'm gonna take phone calls for this entire fourth hour of the Alex Jones Show.
[03:06:24.127 --> 03:06:26.388]  Then we're going to close the lines.
[03:06:27.819 --> 03:06:41.108]  And we're going to start the War Room, where I will get into all of this news that I have in front of me on my desk, and then reopen the phone lines for more callers.
[03:06:41.108 --> 03:06:48.613]  But we are going to take calls here on the fourth hour of the Alex Jones Show, and we'll hit the reset button on the War Room right after that.
[03:06:48.613 --> 03:06:54.017]  So, right now we have Summer, who is calling in from Colorado.
[03:06:54.017 --> 03:06:55.838]  Summer, you're on the Alex Jones Show, go ahead.
[03:06:56.820 --> 03:06:57.560]  Hi, Owen.
[03:06:57.560 --> 03:07:00.803]  First, I want to say George Washington slaying the dragon.
[03:07:00.803 --> 03:07:06.506]  That image is absolutely brilliant, and I would love to have a founding member long-sleeved shirt for my husband.
[03:07:06.506 --> 03:07:16.192]  And second, I need to talk about two massive dangers to children from the mask and from a dangerous vaccine component.
[03:07:16.192 --> 03:07:20.415]  First of all, masks increase the danger of children will become habitual mouth breathers.
[03:07:21.161 --> 03:07:41.036]  Mouth breathing is extremely dangerous because not only is nose breathing the only way your body produces nitric oxide, a natural anti-inflammatory, it's an antiviral and antibacterial that's required for cognition and your body's first initial defense against viruses and bacteria.
[03:07:41.036 --> 03:07:47.241]  But also, if you don't have the proper palate formation from nose breathing by keeping your mouth closed,
[03:07:48.855 --> 03:07:55.501]  Mouth breathing with your mouth hanging open can cause permanent malformation of the cranial facial structure.
[03:07:55.501 --> 03:07:56.923]  This is so dangerous for kids.
[03:07:56.923 --> 03:08:01.327]  It's offsetting their chin, jaw, skull, and will misalign their brain.
[03:08:01.327 --> 03:08:11.196]  Well, you know, that's one point that I didn't, you know, you bring up so many good points there, and I want you to continue, but you know, that's one thing you said there at the end that I didn't hear many other people talk about either was
[03:08:11.977 --> 03:08:30.510]  It definitely, whenever I was forced to put on the mask, even if it was like just for ceremony and you keep it under your chin, whatever the case, I could feel that it was just, I could feel that it was messing with my chin, messing with my jaw, messing with the natural, you know, movement of my jaw when I'm talking, when I'm breathing.
[03:08:30.510 --> 03:08:32.972]  I mean, these are the things we don't think about and it's just...
[03:08:34.040 --> 03:08:47.666]  It's beyond ridiculous that we're wearing the mask to begin with, but when you think about how it's a negative health thing, wearing the mask, and all the different ones you brought up, and so many more, and we still force ourselves and our kids to do this.
[03:08:47.666 --> 03:08:56.789]  Yeah, and the children that are going to suffer from facial deformities because of wearing the mask, and then have this habitual mouth breathing for potentially the rest of their life.
[03:08:56.789 --> 03:09:00.791]  This is known from dentists and orthodontists that mouth breathing
[03:09:04.025 --> 03:09:10.425]  Make you need orthodontics, need teeth help and realignment.
[03:09:11.924 --> 03:09:14.786]  No, nasal breathing's the way we're supposed to breathe.
[03:09:14.786 --> 03:09:27.236]  And not only that, but I also want to remind your listeners of an MIT article that was posted on September 14, 2017, titled, One Vaccine Injection Could Carry Many Doses.
[03:09:27.236 --> 03:09:32.460]  Well, this technology was actually funded by the Bill and Melinda Gates Foundation.
[03:09:32.460 --> 03:09:33.721]  And in their article, they say,
[03:09:34.481 --> 03:09:51.605]  MIT engineers have invented a 3D fabrication method that can generate a drug-carrying microstructure that could allow multiple doses of a drug or vaccine to be delivered over an extended period of time with just one injection.
[03:09:51.605 --> 03:09:58.206]  So that's like a birth control technology where they put the things in the girl's arms?
[03:09:58.206 --> 03:10:01.187]  No, it was meant to be for vaccines.
[03:10:02.128 --> 03:10:08.391]  But I'm saying it's like, oh, you get this, and oh, I've got my birth control for a year, or whatever the length of time is.
[03:10:08.391 --> 03:10:09.811]  Yeah, delay release.
[03:10:09.811 --> 03:10:13.633]  And it's supposed to be delay release at a specific time, just like that.
[03:10:13.633 --> 03:10:15.914]  Oh, how convenient!
[03:10:15.914 --> 03:10:18.395]  Oh, it's technology!
[03:10:18.395 --> 03:10:25.678]  Yes, from MIT, funded by Bill and Melinda Gates, and it's supposed to have these little cups that can be put into different structures.
[03:10:26.565 --> 03:10:28.427]  And the whole article goes into it.
[03:10:28.427 --> 03:10:33.531]  I'd love for it to be right on the air at some time because it is crazy what they have done.
[03:10:33.531 --> 03:10:44.461]  Well, and just to kind of get into, you get into this and it kind of puts it in a different lane to me too, is technology has advanced so quickly in really the 20th and 21st century that
[03:10:46.923 --> 03:10:55.750]  Humans haven't really developed an awareness in response, at least a quick enough awareness, in response to the rapid development of new technologies.
[03:10:55.750 --> 03:11:03.857]  Well, we're starting to kind of develop that awareness, so we can look back now and see how the internet has hurt us or how cell phones have hurt us.
[03:11:03.857 --> 03:11:07.180]  I think we're learning more about that every day, but it's kind of here and it's
[03:11:07.640 --> 03:11:25.930]  It's now part of the fabric of our society and we can't really roll it back and we kind of just accept it as a necessary evil, but we have this awareness now of new technology to where we can start to say, okay, there might be benefits here, it is a new technology, it is an advancement, but what are going to be the negative things?
[03:11:25.930 --> 03:11:27.911]  Do we really want to roll it out now?
[03:11:27.911 --> 03:11:32.013]  So now we kind of have this awareness and so we need to think about these future technologies.
[03:11:32.013 --> 03:11:35.395]  Hey look, if they can put something on the brain that makes a blind man see,
[03:11:36.115 --> 03:11:37.676]  Then I'm all for it.
[03:11:37.676 --> 03:11:47.925]  I mean, I'm all for advancing, but there's going to be things that we need to be careful of, like the microchipping, the nanotechnology, the smart blood, all this stuff we need to be very careful with.
[03:11:47.925 --> 03:11:48.766]  Definitely.
[03:11:48.766 --> 03:11:53.810]  Yeah, we definitely need to also be looking through other patents and technology to make sure that we're
[03:11:54.534 --> 03:12:14.370]  Being careful about what their next move is because this having a delay release it could already be in all of the vaccines given out or maybe in some batches because this is as soon as they had this and some of the other like glowing technology that could make people glow that's another MIT.
[03:12:14.370 --> 03:12:15.991]  Oh yeah they have that with pets now too.
[03:12:17.052 --> 03:12:18.053]  Yeah.
[03:12:18.053 --> 03:12:22.557]  And you know, here's the thing, whenever somebody lies to you... Why would they buy it and not use it?
[03:12:22.557 --> 03:12:32.765]  And whenever somebody lies to you too, like Bill Gates and Melinda Gates, I think they were both on an interview one time and they said, oh, we don't know anything about microchips or implantable microchips.
[03:12:32.765 --> 03:12:34.246]  And of course, they knew all about it.
[03:12:34.246 --> 03:12:36.128]  Microsoft had already proposed patents.
[03:12:36.128 --> 03:12:38.350]  It was already in mainstream news reports.
[03:12:38.350 --> 03:12:39.331]  Summer, thank you so much.
[03:12:39.331 --> 03:12:39.911]  Excellent call.
[03:12:41.812 --> 03:12:43.193]  So yeah, exactly.
[03:12:43.193 --> 03:12:54.979]  They wouldn't get technology if they don't plan on using it, and then they wouldn't be lying about it on nationally televised interviews if they didn't have some sorted agenda.
[03:12:54.979 --> 03:12:58.100]  Alright, let's now go to Trent in Nevada.
[03:12:58.100 --> 03:12:59.641]  Trent, you're on the Alex Jones Show.
[03:12:59.641 --> 03:13:00.942]  Go ahead.
[03:13:00.942 --> 03:13:02.863]  What's going on, Owen?
[03:13:02.863 --> 03:13:03.083]  Hello.
[03:13:03.083 --> 03:13:05.544]  I just want to see... I just want to... Can you hear me?
[03:13:05.544 --> 03:13:06.745]  Oh, yes.
[03:13:06.745 --> 03:13:07.565]  Right on.
[03:13:08.602 --> 03:13:15.147]  I got a couple of family members that got the shots and they're just like in complete, absolute denial about it.
[03:13:15.147 --> 03:13:19.791]  And like, the technology is just like over people's heads.
[03:13:19.791 --> 03:13:29.518]  I just come across this Harvard article that says, team builds first living robots that can reproduce.
[03:13:29.518 --> 03:13:32.120]  And it's like a micro robot.
[03:13:32.120 --> 03:13:33.641]  It's like a tiny nanobot, right?
[03:13:33.641 --> 03:13:34.982]  And it has like that spiral shape.
[03:13:36.671 --> 03:13:41.514]  Um, yes, yes, it does have a spiral in it.
[03:13:41.514 --> 03:13:45.716]  But it's, it's just, it's absolutely insane what is going on.
[03:13:45.716 --> 03:13:52.720]  But also, I just wanted my stepdad has been diagnosed with Alzheimer's like 10 years ago.
[03:13:52.720 --> 03:13:57.062]  But it sent me on a absolute journey.
[03:13:57.062 --> 03:13:58.063]  And anyways,
[03:13:59.401 --> 03:14:09.068]  Mercury poisoning has identical lesions in the brain, identical loss of motor skills, just identical symptoms.
[03:14:09.068 --> 03:14:18.816]  And there is articles out there that confirm that the ADA and the government know this, but they can't
[03:14:19.727 --> 03:14:38.017]  They can't agree with it because then it would leave dentists liable for lawsuit, insurance companies would have to pay out, and then it would completely bankrupt the whole system, and the education system would have to be completely, you know, retaught.
[03:14:38.017 --> 03:14:38.998]  And it goes along with...
[03:14:41.058 --> 03:14:47.861]  Like every other neurological disease as well, like the first case of MS was diagnosed in Paris in 1832.
[03:14:47.861 --> 03:15:00.709]  Well, mercury is one of the most well-studied elements on the periodic table, and they knew that we've known for a long time how bad it is for humans, and I remember that they used to do reports
[03:15:02.910 --> 03:15:03.871]  Infowars used to cover it.
[03:15:03.871 --> 03:15:05.632]  This is long before I worked here.
[03:15:05.632 --> 03:15:10.176]  And you'd have ABC News reports and others saying, Mercury is good for you!
[03:15:10.176 --> 03:15:12.598]  Because people found out it was an adjuvant in the vaccines.
[03:15:12.598 --> 03:15:14.439]  And it's just, again, Mercury very well studied.
[03:15:14.439 --> 03:15:15.360]  Horrible for humans.
[03:15:15.360 --> 03:15:18.162]  And they say, Mercury is good for you!
[03:15:18.162 --> 03:15:19.603]  Oh!
[03:15:19.603 --> 03:15:22.506]  It's, it's, you know, ivermectin is for horses only!
[03:15:22.506 --> 03:15:23.627]  It's just, it's the mainstream news.
[03:15:23.627 --> 03:15:25.548]  They're lying to us, no matter what, no matter when.
[03:15:25.548 --> 03:15:26.949]  Yeah, yeah.
[03:15:26.949 --> 03:15:30.472]  And they even have a 60 Minutes episode called Smoking Teeth.
[03:15:31.354 --> 03:15:39.018]  And it just seems like you can show this stuff to people and it just seems like they're just, like you guys say, they're in a trance.
[03:15:39.018 --> 03:15:51.545]  I think there's more to it than a trance because I think it's more of a spiritual thing because you can show these people what's going on and they just write back to mainstream media even though they've been caught lying over and over and over.
[03:15:52.563 --> 03:15:54.704]  Right back into the trance, right back asleep.
[03:15:54.704 --> 03:16:01.489]  What if you could... It was almost 15 years ago that I released my seminal film, In Game, Blueprint for Global Enslavement.
[03:16:01.489 --> 03:16:14.457]  And in that documentary, I predicted the globalists would establish world government by releasing a virus, demanding that there be worldwide lockdowns, and then triggering a collapse of our industrial society.
[03:16:14.457 --> 03:16:15.178]  And now they've done it.
[03:16:16.198 --> 03:16:17.238]  How did I know they would do it?
[03:16:17.238 --> 03:16:23.940]  Because they wrote books and white papers, and many of their own reports and internal meetings were leaked.
[03:16:23.940 --> 03:16:33.942]  You see, then I was tracking the Bilderberg Group, whose head at the time was Klaus Schwab, and our sources inside were confirming to us that they were indeed planning to launch this Great Reset.
[03:16:33.942 --> 03:16:35.222]  Well, we're now living in it.
[03:16:35.222 --> 03:16:40.983]  The purposeful collapse of the third world and the first world, not its ashes, the tyrannical corporate world government,
[03:16:41.563 --> 03:16:53.116]  Total censorship, no due process, destruction of the family, and then incrementally more and more deadly injections of poison mass creating these vaccines to poison us and depopulate us.
[03:16:53.116 --> 03:16:54.638]  This is what InfoWars is fighting.
[03:16:54.638 --> 03:16:55.859]  We're fighting for the future.
[03:16:55.859 --> 03:16:56.540]  In late August.
[03:16:56.900 --> 03:17:12.111]  Infowars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[03:17:12.111 --> 03:17:15.753]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[03:17:15.753 --> 03:17:22.458]  It's a checkbox that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[03:17:23.078 --> 03:17:27.159]  But now more than ever, you need to get your storable food orders in now.
[03:17:27.159 --> 03:17:29.900]  We're ready to ship to you within 24 hours of your order.
[03:17:29.900 --> 03:17:30.721]  It's high quality.
[03:17:30.721 --> 03:17:33.922]  It's very, very low cost at infowarestore.com.
[03:17:33.922 --> 03:17:41.285]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[03:17:41.285 --> 03:17:45.206]  So lock in your storable food now at a lower price and fund the info war.
[03:17:45.526 --> 03:17:46.367]  What are champions made of?
[03:17:46.367 --> 03:17:47.949]  Here's a man who can show you.
[03:18:08.593 --> 03:18:10.173]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[03:18:10.173 --> 03:18:12.074]  AAA-253-3139, AAA-253-3139, AAA-253-3139 is the InfoWars store hotline!
[03:18:12.074 --> 03:18:13.394]  AAA-253-3139 is the InfoWars store hotline!
[03:18:13.394 --> 03:18:14.614]  AAA-253-3139 is the InfoWars store- Wait!
[03:18:14.614 --> 03:18:15.835]  AAA-253-3139 is the InfoWars store hotline!
[03:18:15.835 --> 03:18:17.195]  AAA-253-3139 is the InfoWars store-
[03:18:34.799 --> 03:18:38.241]  InfoWarsStore.com is simply the best.
[03:18:38.241 --> 03:18:41.283]  InfoWarsStore.com beats out all the rest.
[03:18:41.283 --> 03:18:43.124]  888-253-3139, 888-253-3139, 888-253-3139 is the InfoWarsStore hotline.
[03:18:43.124 --> 03:18:43.344]  888-253-3139, 888-253-3139, 888-253-3139.
[03:18:43.344 --> 03:18:44.325]  That's InfoWarsStore.com.
[03:18:44.325 --> 03:18:45.685]  Alright, ladies and gentlemen.
[03:18:57.864 --> 03:18:59.265]  Keep us on air.
[03:18:59.265 --> 03:19:01.806]  We'll continue to bring you the banned guests.
[03:19:01.806 --> 03:19:05.667]  We'll continue to bring the information that no one else will touch.
[03:19:05.667 --> 03:19:06.448]  Keep us on air.
[03:19:06.448 --> 03:19:07.728]  Go to InfoWarsStore.com.
[03:19:07.728 --> 03:19:21.274]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc and the Whole Food Multivitamins, or if you buy the Combo Pack with all three at InfoWarsStore.com.
[03:19:21.274 --> 03:19:23.735]  And you know, I'm telling you, the Vitamin D Gummies,
[03:19:24.773 --> 03:19:26.535]  This is a great thing for your kids.
[03:19:26.535 --> 03:19:27.216]  They're going to love it.
[03:19:27.216 --> 03:19:28.937]  They're going to love the taste of the gummies.
[03:19:28.937 --> 03:19:30.339]  It's healthy.
[03:19:30.339 --> 03:19:31.841]  So that's just a great thing for kids.
[03:19:31.841 --> 03:19:33.422]  I mean, we could just do marketing campaigns.
[03:19:33.422 --> 03:19:35.605]  I think for kids, that'd be great.
[03:19:35.605 --> 03:19:36.506]  Calcium, good for them.
[03:19:36.506 --> 03:19:36.986]  The vitamin D.
[03:19:38.280 --> 03:19:41.302]  So, that's at InfoWarsStore.com.
[03:19:41.302 --> 03:19:43.943]  And again, it's your support there that keeps us on the air.
[03:19:43.943 --> 03:19:52.168]  So, the supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfoWarsStore.com.
[03:19:52.168 --> 03:19:53.789]  Your support there keeps us on the air.
[03:19:53.789 --> 03:19:56.611]  We cannot thank you enough.
[03:19:56.611 --> 03:20:02.515]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[03:20:16.667 --> 03:20:19.810]  All right, we're taking phone calls here on the fourth hour of the Alex Jones Show.
[03:20:19.810 --> 03:20:20.711]  Owen Troyer sitting in.
[03:20:20.711 --> 03:20:28.458]  Then we're going to be covering all the latest breaking news on The War Room starting at 3 p.m.
[03:20:28.458 --> 03:20:31.100]  Central.
[03:20:31.100 --> 03:20:39.267]  And then stay tuned at Band.Video for a lot of upcoming things that will be uploaded this weekend, including
[03:20:40.599 --> 03:20:45.001]  Myself at the Reawaken America Tour tomorrow in Dallas.
[03:20:45.001 --> 03:20:46.681]  There's gonna be a lot of great people there as well.
[03:20:46.681 --> 03:20:47.802]  We're gonna have a booth.
[03:20:47.802 --> 03:20:51.663]  There'll be a little meet-and-greet.
[03:20:51.663 --> 03:20:56.345]  And we're just working every day here.
[03:20:56.345 --> 03:20:57.245]  So big ups to the crew.
[03:20:58.894 --> 03:21:04.958]  And big ups to you in the audience for supporting us for all these years, keeping us on air, in the fight.
[03:21:04.958 --> 03:21:06.379]  And let's go to the great audience now.
[03:21:06.379 --> 03:21:07.980]  Let's go to Jazzy.
[03:21:07.980 --> 03:21:09.000]  Jazzy has called in.
[03:21:09.000 --> 03:21:10.861]  She's in the United States of America.
[03:21:10.861 --> 03:21:11.882]  Jazzy, thank you for calling.
[03:21:11.882 --> 03:21:13.083]  Go ahead.
[03:21:13.083 --> 03:21:13.923]  Hi, Owen.
[03:21:13.923 --> 03:21:18.846]  Hey, I just want to say that it's my first time calling in.
[03:21:18.846 --> 03:21:21.468]  I'm a little nervous.
[03:21:21.468 --> 03:21:26.671]  And I want to just say, the lady who was just talking about wearing a mask,
[03:21:28.700 --> 03:21:36.065]  I worked in a doctor's office and had to wear a mask 10 hours a day.
[03:21:36.065 --> 03:21:44.292]  And I ended up getting three staph infections on my chin.
[03:21:44.292 --> 03:21:48.675]  And it got to the point where I had enough of it.
[03:21:48.675 --> 03:21:52.618]  And then they had to mandate the vaccine.
[03:21:52.618 --> 03:21:57.422]  And I just, I just had to quit and leave there.
[03:21:59.012 --> 03:22:09.536]  And so after I left there, it's been a year now, my chin has finally gone back to normal.
[03:22:09.536 --> 03:22:19.120]  But when I had the staph infection on my chin, it looked like I had a great big golf ball on my chin because it was so infected.
[03:22:20.489 --> 03:22:24.932]  Well, were they telling you to wear the same mask for 10 hours?
[03:22:24.932 --> 03:22:30.576]  Or did they allow you, like, you know, to wear 20 masks so you could not have that problem?
[03:22:30.576 --> 03:22:36.240]  Yeah, well, um, it was, yes, I could switch it out, like,
[03:22:36.972 --> 03:22:45.153]  Every hour if I wanted to, but I still, and I did, but I still got the infection.
[03:22:45.153 --> 03:22:52.795]  Because don't surgeons, I mean isn't it kind of like protocol, like surgeons have to replace their mask like every 30 minutes or something because these issues are well known.
[03:22:52.795 --> 03:22:55.235]  Exactly, yes, right.
[03:22:55.235 --> 03:23:05.797]  And I also just wanted to say that I like it when you bring out Bozo the Clown, Bozo Biden the Clown, I'm the one that sent that in.
[03:23:06.718 --> 03:23:07.679]  Well look, we got it.
[03:23:07.679 --> 03:23:11.040]  Why doesn't somebody go on?
[03:23:11.040 --> 03:23:12.401]  We've got it in the studio right here.
[03:23:12.401 --> 03:23:14.782]  I'm in the War Room studio right now.
[03:23:14.782 --> 03:23:16.383]  But we have Bozo the Clown.
[03:23:16.383 --> 03:23:17.444]  Somebody come in here.
[03:23:17.444 --> 03:23:20.705]  Somebody bring Bozo on the stage for me.
[03:23:20.705 --> 03:23:22.466]  Let's give Bozo a chance.
[03:23:22.466 --> 03:23:23.347]  Bozo Biden.
[03:23:23.347 --> 03:23:24.908]  That's great.
[03:23:24.908 --> 03:23:26.448]  That's great.
[03:23:26.448 --> 03:23:27.129]  Wait a second.
[03:23:27.129 --> 03:23:27.809]  We love it.
[03:23:27.809 --> 03:23:28.569]  Where is it?
[03:23:28.569 --> 03:23:29.030]  Is it gone?
[03:23:29.909 --> 03:23:32.110]  Because Bozo, oh my gosh!
[03:23:32.110 --> 03:23:32.450]  Oh no!
[03:23:32.450 --> 03:23:35.151]  Bozo's gone missing!
[03:23:35.151 --> 03:23:38.233]  You need to find Bozo!
[03:23:38.233 --> 03:23:42.154]  The crew, I'm not even kidding, the crew is scrambling around back there now.
[03:23:42.154 --> 03:23:45.156]  Bozo has gone missing.
[03:23:45.156 --> 03:23:49.378]  I, hey, I also want to just say that... Wait, oh, here we go, we got him!
[03:23:49.378 --> 03:23:50.718]  Oh, oh, oh!
[03:23:50.718 --> 03:23:52.019]  There he is!
[03:23:52.019 --> 03:23:52.799]  Oh great!
[03:23:52.799 --> 03:23:55.200]  He should co-host with you today!
[03:23:55.200 --> 03:23:58.922]  Alright, we're gonna have Bozo Biden in the...
[03:23:59.781 --> 03:24:01.102]  We can co-host.
[03:24:01.102 --> 03:24:02.422]  Yes, yes.
[03:24:02.422 --> 03:24:02.702]  All right.
[03:24:02.702 --> 03:24:04.843]  There you go.
[03:24:04.843 --> 03:24:05.963]  There he is.
[03:24:05.963 --> 03:24:07.264]  That's great.
[03:24:07.264 --> 03:24:08.244]  Wonderful.
[03:24:08.244 --> 03:24:15.387]  Well, hey, I also want to say that I pray for everyone every day at InfoWars.
[03:24:15.387 --> 03:24:25.191]  And Mike Adams and just all the patriots that are in jail right now need everybody's prayers that they get out soon.
[03:24:25.191 --> 03:24:27.712]  And I love all your products.
[03:24:29.104 --> 03:24:33.346]  Everybody needs to get online and order these products.
[03:24:33.346 --> 03:24:41.729]  And I'd like to make a suggestion to help, like a donation, maybe round up your order.
[03:24:41.729 --> 03:24:50.252]  Maybe have a feature where when someone places an order, you can round up those cents and those cents would add up.
[03:24:50.970 --> 03:24:52.831]  Yeah, you know, that's an interesting proposal.
[03:24:52.831 --> 03:24:54.331]  I've never heard of that before.
[03:24:54.331 --> 03:24:55.252]  We do have a donation page.
[03:24:55.252 --> 03:25:03.115]  We also have SaveInfoWars.com, but thank you so much, Jazzy, and thank you for having Bozo here in studio with us.
[03:25:03.115 --> 03:25:03.695]  Wonderful.
[03:25:03.695 --> 03:25:04.935]  God bless you.
[03:25:04.935 --> 03:25:06.776]  All right, let's go to Nick.
[03:25:06.776 --> 03:25:08.757]  Nick has called in from across the pond.
[03:25:08.757 --> 03:25:09.937]  He's over in England.
[03:25:09.937 --> 03:25:10.738]  Jolly old England.
[03:25:10.738 --> 03:25:11.258]  Nick, go ahead.
[03:25:12.520 --> 03:25:12.920]  Hey, Owen.
[03:25:12.920 --> 03:25:13.681]  Great to talk to you.
[03:25:13.681 --> 03:25:14.581]  First time caller.
[03:25:14.581 --> 03:25:16.803]  I've lived in England for five years.
[03:25:16.803 --> 03:25:18.084]  My wife's English.
[03:25:18.084 --> 03:25:23.468]  But eight weeks ago, I had to go back to Tennessee to get my mom into an assisted living center.
[03:25:23.468 --> 03:25:27.270]  She had a non-COVID issue and had to go to the hospital.
[03:25:27.270 --> 03:25:28.711]  And I followed the ambulance.
[03:25:28.711 --> 03:25:29.532]  I told the EMT.
[03:25:29.532 --> 03:25:32.214]  I said, no shots and no ventilator.
[03:25:32.214 --> 03:25:33.415]  I went into the waiting room.
[03:25:33.415 --> 03:25:35.196]  I waited two hours.
[03:25:35.196 --> 03:25:36.837]  I was reasonable every 45 minutes.
[03:25:36.837 --> 03:25:37.918]  I said, any updates?
[03:25:37.918 --> 03:25:39.379]  Can I go back in the back and see my mom?
[03:25:40.346 --> 03:25:43.628]  After two hours, they came out and told me that my mom had COVID.
[03:25:43.628 --> 03:25:46.209]  I was not going to be able to see my mom, and they suggested that I leave.
[03:25:46.209 --> 03:25:47.650]  I told them, no, I'm not leaving.
[03:25:47.650 --> 03:25:49.591]  I said, she goes, well, you can't see your mom.
[03:25:49.591 --> 03:25:51.492]  I said, well, I don't want to see my mom.
[03:25:51.492 --> 03:25:53.133]  I want to see the doctor.
[03:25:53.133 --> 03:25:58.416]  So long story short, after five hours, they came over and told me, we're releasing your mom.
[03:25:58.416 --> 03:26:00.737]  I said, how can you do that when you said she had COVID?
[03:26:00.737 --> 03:26:02.137]  She goes, I don't know.
[03:26:02.137 --> 03:26:04.018]  And so the nurse can't come out.
[03:26:04.018 --> 03:26:04.819]  That's reassuring.
[03:26:05.734 --> 03:26:12.277]  I know, when a nurse comes out in a wheelchair, I asked her, I said, well, how do you know that she has COVID?
[03:26:12.277 --> 03:26:14.377]  Did you run an antigen or a PCR test?
[03:26:14.377 --> 03:26:16.118]  She said, I ran a PCR test.
[03:26:16.118 --> 03:26:16.918]  I said, really?
[03:26:16.918 --> 03:26:20.320]  I said, tell me what the cycle count, what was the amplification on it?
[03:26:20.320 --> 03:26:22.341]  Was it 28 or 40?
[03:26:22.341 --> 03:26:23.821]  She goes, that's above my pay grade.
[03:26:23.821 --> 03:26:25.802]  She goes, I have no idea, that's all lab.
[03:26:25.802 --> 03:26:33.065]  I said, you know, that's really a shame that you don't know, because Dr. Kerry Mullison-Benedict unfortunately died just before COVID came out.
[03:26:33.645 --> 03:26:41.294]  And he said, he said, once you put that application anywhere near 40, you're going to get a 97% false positive.
[03:26:41.294 --> 03:26:44.237]  She said, sir, I have no idea about any of that.
[03:26:44.237 --> 03:26:44.778]  That's a shame.
[03:26:44.778 --> 03:26:46.359]  They dumped her out on the side.
[03:26:46.359 --> 03:26:49.663]  I'm trying to get her into the assisted living center the next day.
[03:26:49.663 --> 03:26:51.585]  So, but she had COVID.
[03:26:51.585 --> 03:26:52.306]  She was contagious.
[03:26:52.306 --> 03:26:54.168]  They put her out on the curb two hours.
[03:26:54.935 --> 03:26:59.896]  So I went immediately from there to one of these urgent care that does a PCR test.
[03:26:59.896 --> 03:27:05.278]  And net net is after an hour of doing that PCR test, they gave her a clean bill of health.
[03:27:05.278 --> 03:27:05.918]  It was fine.
[03:27:05.918 --> 03:27:08.118]  I emailed that to the assisted living center.
[03:27:08.118 --> 03:27:10.659]  They said, she said, let me email that to the director of nursing.
[03:27:10.659 --> 03:27:12.079]  This is at seven o'clock at night.
[03:27:12.079 --> 03:27:14.320]  They said, bring her in tomorrow.
[03:27:14.320 --> 03:27:14.360]  11.
[03:27:14.360 --> 03:27:16.480]  We'll do the medical assessment and got her in.
[03:27:16.480 --> 03:27:18.281]  She never had any COVID anything.
[03:27:18.281 --> 03:27:22.262]  I hope that this just helps anybody, but I think you're the greatest.
[03:27:22.262 --> 03:27:23.902]  I think InfoWars is the greatest.
[03:27:24.460 --> 03:27:25.561]  And together we will win.
[03:27:25.561 --> 03:27:27.382]  I just thank you for your time, Owen.
[03:27:27.382 --> 03:27:28.383]  Thank you, Nick.
[03:27:28.383 --> 03:27:31.466]  Nick, you kind of sound like a cowboy for somebody over there in England.
[03:27:31.466 --> 03:27:33.747]  I don't think you're from there.
[03:27:33.747 --> 03:27:35.369]  No, I'm from Tennessee.
[03:27:35.369 --> 03:27:36.469]  Actually from Memphis.
[03:27:36.469 --> 03:27:37.690]  Sounds about right.
