[00:00:00.050 --> 00:00:00.660]  Jones Show.
[03:22:31.787 --> 03:22:37.671]  Antibiotics can damage good microflora and often leave behind bacteria which can cause problems later on.
[03:22:38.091 --> 03:22:41.333]  If you're sick of being sick, try Supernatural Silver.
[03:22:41.493 --> 03:22:49.859]  Supernatural Silver, the number one choice of thousands for a safe and effective way to protect against the many diseases and illnesses that we are facing today.
[03:22:50.239 --> 03:22:57.043]  Go to SupernaturalSilver.com, read our customer reviews, and see the life-changing results that people are having.
[03:22:57.404 --> 03:22:58.945]  That's SupernaturalSilver.com.
[03:22:59.685 --> 03:23:05.149]  SupernaturalSilver.com Use the promo code PROTECTED for 20% off your entire order.
[03:23:05.650 --> 03:23:06.791]  And like us on Facebook.
[03:23:07.211 --> 03:23:08.412]  SupernaturalSilver.
[03:23:09.318 --> 03:23:12.281]  Don't complain about your cable bill going up and up and up.
[03:23:12.421 --> 03:23:13.462]  Do something about it.
[03:23:13.623 --> 03:23:15.685]  Grab a pencil and jot down this special number.
[03:23:15.705 --> 03:23:18.227]  1-855-905-MY-TV.
[03:23:18.488 --> 03:23:22.032]  The more cable TV rates go up, the better digital satellite TV looks.
[03:23:22.452 --> 03:23:28.038]  Say goodbye to the cable guy and get more of your favorite channels in 100% digital quality for less money.
[03:23:28.158 --> 03:23:28.639]  Call 1-855-905-MY-TV.
[03:23:31.101 --> 03:23:34.844]  Sign up for packages starting as low as $19.99, and there's no equipment to buy.
[03:23:34.924 --> 03:23:39.787]  You get free HDTV upgrade, a free DVR upgrade, and free professional installation.
[03:23:39.987 --> 03:23:42.329]  You control what you watch, when you watch it.
[03:23:42.609 --> 03:23:47.232]  Record your favorite shows, pause and rewind live TV, even skip the commercials.
[03:23:47.572 --> 03:23:48.873]  Watch local channels, too.
[03:23:49.093 --> 03:23:51.534]  At just $19.99, what are you waiting for?
[03:23:51.735 --> 03:23:53.576]  Pull out your major credit or debit card.
[03:23:53.656 --> 03:23:57.678]  Call 1-855-905-MY-TV.
[03:23:57.698 --> 03:23:58.498]  1-855-905-MY-TV.
[03:23:58.999 --> 03:24:00.660]  Say goodbye to the cable guy.
[03:24:00.860 --> 03:24:02.401]  Cut costs and get more.
[03:24:02.421 --> 03:24:02.941]  1-855-905-MY-TV.
[03:24:02.961 --> 03:24:03.241]  1-855-905-MY-TV.
[03:24:24.779 --> 03:24:25.379]  We are live.
[03:24:25.439 --> 03:24:28.681]  It's a short segment here on the 4th Hour Overdrive Hour.
[03:24:28.741 --> 03:24:29.781]  I'm your host Rob Dew.
[03:24:30.141 --> 03:24:33.623]  Got Darren McBreen, Leanne McAdoo also sitting in.
[03:24:33.643 --> 03:24:36.024]  Next segment I'll be joined by Anthony Gucciardi.
[03:24:36.044 --> 03:24:43.146]  We're going to be going over some health news and also taking a look at Walmart and what what looks to be the fall of Walmart is happening now.
[03:24:43.487 --> 03:24:46.848]  What does that mean for the rest of the country and society in general?
[03:24:46.908 --> 03:24:48.809]  Have we outgrown the Walmart model?
[03:24:49.429 --> 03:24:53.931]  But first before we get to that, we had a guest yesterday, Tim Kennedy, who's a UFC fighter.
[03:24:54.731 --> 03:24:59.997]  And he was talking about, you know, this ISIS threat that the FBI told him about, which was against him.
[03:25:00.658 --> 03:25:08.366]  And earlier today, Alex did a video showing how Obama said, hey, anybody who says the economy is doing bad is peddling fiction.
[03:25:08.927 --> 03:25:10.589]  And then we get this news about the Walmart.
[03:25:10.609 --> 03:25:10.769]  Right.
[03:25:12.083 --> 03:25:20.652]  And yesterday you did this, this is your opening on the nightly news, your opening stories talking about how Obama said, oh ISIS is contained, and then you kind of detailed all those.
[03:25:20.672 --> 03:25:22.554]  Why don't you go into a little bit of what you talked about last night?
[03:25:22.895 --> 03:25:32.385]  Well, just, you know, the State of the Union, the State of the Onion, I would call it, is he just came out and told everyone what he wants us to be like, what he wants reality to be.
[03:25:32.625 --> 03:25:33.426]  Not what reality
[03:26:02.585 --> 03:26:02.865]  Yes, exactly.
[03:26:20.691 --> 03:26:22.111]  Nothing to see, nothing to see.
[03:26:22.291 --> 03:26:22.751]  There you go.
[03:26:23.052 --> 03:26:24.132]  And so let's go to this clip now.
[03:26:24.152 --> 03:26:27.252]  This is from yesterday's, I guess it was the fourth hour.
[03:26:27.272 --> 03:26:30.233]  He kind of finished up the show with Alex and then I jumped in.
[03:26:30.753 --> 03:26:35.354]  But this is Tim Kennedy, UFC fighter, talking about the threat that the FBI told him.
[03:26:36.174 --> 03:26:36.674]  Here it is.
[03:26:37.315 --> 03:26:43.556]  I said years ago, this ISIS spinoff of Al Qaeda is big, a lot bigger than Al Qaeda was, because I'm on the ground.
[03:26:44.216 --> 03:26:44.957]  I get the threats.
[03:26:45.117 --> 03:26:48.601]  I see them at Ferguson and in New York and I see the signs.
[03:26:48.641 --> 03:26:49.442]  I see the stickers.
[03:26:49.942 --> 03:26:53.867]  It's trendy with the left and it's in Texas.
[03:26:53.927 --> 03:26:56.770]  We go out to these Islamic training centers and get death threats.
[03:26:56.810 --> 03:26:57.491]  We get hacked.
[03:26:58.452 --> 03:27:00.414]  They put Joe Biggs, former Staff Sergeant, U.S.
[03:27:00.494 --> 03:27:03.718]  Army, decorated combat vet, they put him in ISIS videos.
[03:27:04.758 --> 03:27:06.819]  When he went down to the border to show them on the Texas border.
[03:27:06.859 --> 03:27:08.299]  So this is what they do.
[03:27:08.719 --> 03:27:12.781]  But Tim Kennedy, just like Bin Laden's a high-value target or was, he's a high-value target.
[03:27:12.821 --> 03:27:14.421]  Now, Tim, I just set the stage.
[03:27:14.441 --> 03:27:16.202]  Is that accurate what I said?
[03:27:16.222 --> 03:27:17.002]  Correct me if I'm wrong.
[03:27:17.322 --> 03:27:18.082]  You're the expert.
[03:27:18.122 --> 03:27:24.924]  And please break down in as much detail as you can about the personal Federal Bureau of Investigation visit and warning you got.
[03:27:24.944 --> 03:27:26.545]  It's great to have you here on the InfoWar.
[03:27:27.133 --> 03:27:29.960]  I've been a fan for a long time, so just appreciate you having me.
[03:27:32.627 --> 03:27:36.195]  From what they said, the FBI, the credible threat came from...
[03:27:38.235 --> 03:27:43.959]  Every day, I get five to ten people saying, hey, I hate you, you're gonna die, I wanna kill you, everything that you stand for, I hate.
[03:27:44.719 --> 03:27:53.645]  What makes this significant is, this one was geotagged, and they had content that they couldn't have gotten from anywhere else besides first person.
[03:27:54.046 --> 03:27:57.488]  So they had pictures of a guy's head that they had cut off, and they said, this is gonna be you.
[03:27:58.228 --> 03:28:04.993]  The geotagged picture was close enough that the FBI says, hey, this is significant, and that's why we're talking to you right now.
[03:28:06.414 --> 03:28:07.495]  The problem was that
[03:28:08.375 --> 03:28:09.496]  I've been doing this for 13 years.
[03:28:09.516 --> 03:28:16.462]  I don't know if I'm desensitized to it, or I just don't care, and I have zero respect for the cowards that they are.
[03:28:17.723 --> 03:28:19.944]  And the FBI is like, you're not normal.
[03:28:20.004 --> 03:28:21.566]  You should be a little bit freaked out by this.
[03:28:21.586 --> 03:28:23.047]  I was like, I don't know, let them come.
[03:28:23.087 --> 03:28:27.030]  I've been traveling all over the world to find these guys, and now they're gonna come to Texas?
[03:28:27.070 --> 03:28:29.852]  Last time they gave it a whirl was in Garland, and that didn't go so well for them.
[03:28:30.393 --> 03:28:33.495]  So come to Central Texas and see how this is gonna work.
[03:28:34.716 --> 03:28:36.958]  The only thing they got going for them is they're brutal.
[03:28:37.418 --> 03:28:38.919]  They're evil and they have no respect for human life.
[03:28:39.179 --> 03:28:41.861]  They're uneducated, they're weak, they're stupid.
[03:28:42.642 --> 03:28:44.163]  But they have no respect for anything.
[03:28:44.283 --> 03:28:47.085]  And we now have two versions of this.
[03:28:47.125 --> 03:28:50.747]  We have the short clip up on our YouTube channel if you guys want to pull up the computer here.
[03:28:51.068 --> 03:28:56.852]  FBI says ISIS threatened Texas and also former Green Beret UFC fighter details ISIS threat in Texas.
[03:28:56.872 --> 03:29:03.897]  That's the longer interview Tim Kennedy did with Alex and we have the shorter one which just details talking about the threat.
[03:29:04.577 --> 03:29:09.280]  And, you know, I don't think they said it in that clip, but it was geotagged from Houston, Texas.
[03:29:09.580 --> 03:29:10.300]  Oh, wow.
[03:29:10.400 --> 03:29:11.821]  That's where it originated from.
[03:29:12.502 --> 03:29:13.722]  So that's pretty close.
[03:29:13.842 --> 03:29:23.308]  Right, which is where they have picked up the other guy there in Houston who was working on attacking some malls there in Houston using prepaid phones to detonate these explosive devices.
[03:29:24.076 --> 03:29:28.701]  I wonder if they're buying the phones somewhere else and then shipping them over so there's no connection.
[03:29:29.883 --> 03:29:31.465]  Are they coming across the border?
[03:29:31.485 --> 03:29:40.435]  We've talked to Texas Border Patrol volunteers and they've found Muslim prayer rugs, Iranian cash on the Texas side of the border.
[03:29:41.076 --> 03:29:42.017]  Translation dictionaries?
[03:29:42.457 --> 03:29:43.018]  Yep, that's right.
[03:29:44.059 --> 03:29:44.819]  It's here, people.
[03:29:44.899 --> 03:29:52.361]  You better get prepared for it and keep your eyes open because ISIS is here in America and we definitely need to do something about it.
[03:29:52.381 --> 03:29:53.321]  It's a creation by our government.
[03:29:53.601 --> 03:29:54.301]  We'll be back with more.
[03:29:54.341 --> 03:29:55.962]  It's Rob Doo for the 4th Hour of Overdrive.
[03:29:56.002 --> 03:29:58.302]  Thanks to Darren and Leanne for sitting in.
[03:29:59.622 --> 03:30:00.503]  We're on the march.
[03:30:01.003 --> 03:30:02.623]  The Empire's on the run.
[03:30:03.543 --> 03:30:06.224]  Alex Jones and the GCN Radio Network.
[03:30:10.279 --> 03:30:14.022]  Despite all the statist rhetoric that gun control works, here's five reasons why it won't.
[03:30:14.282 --> 03:30:21.628]  Number one, California has many of the most restrictive gun laws in the country, yet those laws did absolutely nothing to stop the San Bernardino shooting.
[03:30:21.788 --> 03:30:28.693]  Number two, Paris, France also has some of the most restrictive gun laws in the world, but those laws also did nothing to stop the November 13th ISIS attacks.
[03:30:29.013 --> 03:30:35.098]  Number three, it's estimated that someone in Chicago is shot every 2.8 hours despite the city's strict gun laws.
[03:30:35.619 --> 03:30:43.105]  Number four, Mexico also has restrictive gun laws just like Chicago, yet over 160,000 people have been murdered in the country's drug war since 2007.
[03:30:44.286 --> 03:30:57.230]  The only people who are actually stopping the Mexican cartels are private citizens who are openly defying Mexico's gun laws to form self-defense militias.
[03:30:57.470 --> 03:31:06.253]  In fact, Obama approved the rearming of the so-called moderate rebels on October 1st, the same day he called for gun control in response to the community college shooting up in Oregon.
[03:31:06.413 --> 03:31:08.273]  You can find out more at InfoWars.com.
[03:31:08.293 --> 03:31:09.534]  This is Kit Daniels reporting.
[03:31:10.174 --> 03:31:15.778]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[03:31:16.099 --> 03:31:16.579]  It works.
[03:31:16.839 --> 03:31:20.942]  Go to InfoWarsLife.com today and read the testimonials for yourself.
[03:31:21.123 --> 03:31:26.567]  There are thousands of them with an average voting score at an unprecedented 4.8.
[03:31:28.368 --> 03:31:40.145]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[03:31:40.345 --> 03:31:45.392]  Super Mill Vitality from InfoWarsLife.com has sold out multiple times in the last three months.
[03:31:45.512 --> 03:31:52.875]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of Super Mel Vitality in the product's history.
[03:31:53.115 --> 03:31:55.696]  Our new Ultra Strength Formula is even stronger.
[03:31:55.876 --> 03:32:00.197]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[03:32:00.398 --> 03:32:03.119]  Now it's time to get your body in balance and fight back.
[03:32:03.359 --> 03:32:09.381]  I'm Alex Jones for Super Mel Vitality and InfoWarsLife.com, and I salute you, our supporters!
[03:32:09.781 --> 03:32:10.702]  Hey, how you doing, Alex?
[03:32:10.742 --> 03:32:11.163]  Good, brother.
[03:32:11.303 --> 03:32:13.045]  Just recently started using your products.
[03:32:13.065 --> 03:32:14.827]  Everything you said about them is correct.
[03:32:14.987 --> 03:32:19.011]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[03:32:19.031 --> 03:32:19.752]  Well, thank you, brother.
[03:32:19.772 --> 03:32:23.856]  It's because it also funds our operation, but doing that, I know I've got to have the highest quality.
[03:32:24.056 --> 03:32:31.905]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:32:32.105 --> 03:32:35.329]  We did the super male and the super female vitality.
[03:32:35.469 --> 03:32:36.971]  Big changes, a lot of energy.
[03:32:36.991 --> 03:32:39.874]  We've gotten off of the cheap energy drinks, energy shots.
[03:32:39.894 --> 03:32:41.396]  Saved a ton of money there.
[03:32:41.696 --> 03:32:47.022]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated
[03:32:47.022 --> 03:32:49.343]  Concentrated or maximum potency.
[03:32:49.523 --> 03:33:01.489]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while But then burn you out in my experience where a stuff that gets your glands naturally going goes right to the source So it's pretty exciting and I love it.
[03:33:01.529 --> 03:33:08.472]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[03:33:17.668 --> 03:33:21.170]  Resistance to tyrants is obedience to God.
[03:33:21.751 --> 03:33:23.472]  It's Alex Jones.
[03:33:23.652 --> 03:33:33.179]  You know, there was a time when America, as it was coming up,
[03:33:45.111 --> 03:33:46.331]  You know, there's always been hardships.
[03:33:46.991 --> 03:33:50.252]  But there was a time when people honored, they had honor, they had integrity.
[03:33:50.272 --> 03:34:03.514]  And there's always going to be bad people out there, but, you know, it really is time for good men and women to stand up and stop being part of the silent majority and really taking action in whatever your issue is.
[03:34:03.735 --> 03:34:04.975]  You can't cover them all.
[03:34:05.455 --> 03:34:07.955]  Find your issue and make a stand.
[03:34:08.275 --> 03:34:08.855]  Say something.
[03:34:09.136 --> 03:34:09.796]  Educate people.
[03:34:12.918 --> 03:34:14.259]  Today, I want to do a quick plug here.
[03:34:14.499 --> 03:34:20.522]  Ending today is your last chance to get 30-40% off InfoWars Select storable food.
[03:34:21.182 --> 03:34:23.023]  So 30-40% off the retail price.
[03:34:23.683 --> 03:34:27.785]  They have 25-year shelf life, packaged here in the USA, made in the USA.
[03:34:28.866 --> 03:34:30.266]  And food prices are going up.
[03:34:31.127 --> 03:34:36.529]  So, I've noticed that I can't find a decent beer for under $9 a six-pack.
[03:34:39.522 --> 03:34:40.883]  So get it today.
[03:34:41.023 --> 03:34:45.607]  I have lots of storable food and I keep it for those times you never know when you're gonna need it.
[03:34:45.988 --> 03:34:53.374]  There could be a tornado or a hurricane that hits your area so your house isn't touched and but there's no electricity.
[03:34:53.855 --> 03:34:56.837]  So you want easy to make meals and just add water.
[03:34:57.198 --> 03:34:58.399]  You have a portable stove.
[03:34:58.439 --> 03:34:59.460]  You can cook this stuff up.
[03:34:59.500 --> 03:35:02.482]  Keep your family fed and also protect your property.
[03:35:03.323 --> 03:35:05.185]  Because the government's not going to protect your property.
[03:35:05.245 --> 03:35:10.670]  My parents were in Hurricane Rita and our house had three trees fall on it.
[03:35:11.170 --> 03:35:13.212]  Half of the house was livable, half of it wasn't.
[03:35:13.893 --> 03:35:14.733]  No air conditioning.
[03:35:14.753 --> 03:35:15.314]  It was really hot.
[03:35:15.334 --> 03:35:16.615]  It was like the end of September.
[03:35:16.635 --> 03:35:17.536]  It was the year...
[03:35:18.957 --> 03:35:20.758]  The other hurricane hit New Orleans.
[03:35:20.818 --> 03:35:21.298]  I forget the name.
[03:35:21.378 --> 03:35:22.818]  It was Katrina.
[03:35:22.918 --> 03:35:23.679]  Yeah, that's it.
[03:35:24.559 --> 03:35:25.339]  So then Rita hit.
[03:35:25.599 --> 03:35:27.180]  And what did we survive on?
[03:35:27.220 --> 03:35:29.280]  We had MREs that we were able to eat.
[03:35:29.360 --> 03:35:31.541]  We also had some other food that we were preparing.
[03:35:31.561 --> 03:35:32.961]  But we ate MREs twice a day.
[03:35:33.682 --> 03:35:35.382]  And they were great and they worked.
[03:35:35.782 --> 03:35:40.304]  But it's not nearly as good as what you're going to get from the InfoWars Select storable food.
[03:35:40.344 --> 03:35:43.164]  So go to InfoWarsStore.com.
[03:35:43.544 --> 03:35:44.665]  Check out what we have there.
[03:35:45.405 --> 03:35:46.886]  Lots of different variations.
[03:35:47.126 --> 03:35:51.528]  I think there's a one month all the way up to, you know, a year supply that you can get.
[03:35:51.969 --> 03:35:52.929]  So check that out.
[03:35:53.369 --> 03:35:55.691]  40% off the retail price.
[03:35:56.071 --> 03:35:59.373]  Now, sitting next to me in studio is Anthony Gucciardi.
[03:36:00.806 --> 03:36:04.829]  And at first, we're going to talk about health issues.
[03:36:04.909 --> 03:36:06.050]  And I guess this is a health issue.
[03:36:06.110 --> 03:36:14.775]  This is the health of the economy, health of the world, the mental health, the spiritual health of people, and how things are changing.
[03:36:14.935 --> 03:36:19.498]  And a big bellwether is what happened with Walmart, the big announcement today.
[03:36:19.518 --> 03:36:26.503]  Well, you know, I think I heard from an advertisement on television that you can buy the American Dream at Walmart for 50% off.
[03:36:28.370 --> 03:36:33.813]  Okay, Walmart is the embodiment of what America has become.
[03:36:34.294 --> 03:36:37.516]  And I think, I really, really believe the age of Walmart is over.
[03:36:37.996 --> 03:36:45.841]  And I believe Walmart closing its 269 stores today, which I understand is only 1% really of their annual income.
[03:36:46.221 --> 03:36:48.603]  I get that it's not that they're over, I get that.
[03:36:48.963 --> 03:36:51.645]  But it's the beginning of the end for them, I believe.
[03:36:52.185 --> 03:36:54.507]  And I believe it's a micro symbolism
[03:36:55.367 --> 03:36:57.929]  of what's happening in this country and really the world.
[03:36:58.709 --> 03:37:13.539]  Because if you look at Walmart, if you look at the decaying, slave-good, slinging reality that is Walmart, what it is is the embodiment of everything that we need to stand against in this country that has taken it over.
[03:37:13.759 --> 03:37:14.760]  It is the parasite.
[03:37:15.441 --> 03:37:21.505]  It is the company that pushes as hard as it can to save you money, right?
[03:37:22.205 --> 03:37:24.047]  By paying Chinese slave laborers.
[03:37:24.087 --> 03:37:29.813]  And I have some stories here from international news agencies about the slave labor.
[03:37:29.953 --> 03:37:31.735]  From IHS Child Slave Labor News.
[03:37:31.775 --> 03:37:33.436]  I want to give you an example of what they're really doing.
[03:37:34.758 --> 03:37:38.121]  But today really marks a change in my view.
[03:37:38.502 --> 03:37:40.283]  The age of Walmart is over.
[03:37:41.229 --> 03:37:43.832]  Because we've already decided we're not going to support them anymore.
[03:37:43.952 --> 03:37:45.714]  But it's not just the store, I want to make that clear.
[03:37:46.375 --> 03:37:53.202]  It's the politicians, it's the establishment system, it's the whole, whole shebang that is done.
[03:37:53.682 --> 03:37:54.944]  The done, the fakeness.
[03:37:55.725 --> 03:37:57.166]  Watching the debates last night, you know...
[03:37:58.047 --> 03:38:04.910]  I gotta tell you, one thing that really makes me mad, I don't even care sometimes about what they're saying as much as they're saying it's so fake.
[03:38:05.390 --> 03:38:08.732]  So, so scripted, you know, Jeb Bush is just a joke.
[03:38:09.072 --> 03:38:15.495]  But some of the things that Ted Cruz says, right, he goes up there, he doesn't, he doesn't speak like, like we're speaking right now from the heart or anything like that.
[03:38:15.775 --> 03:38:16.735]  It sounds so canned.
[03:38:17.016 --> 03:38:19.377]  Well, you know, I believe in an America.
[03:38:19.597 --> 03:38:20.917]  People are tired of that crap.
[03:38:20.957 --> 03:38:21.758]  They want reality.
[03:38:22.498 --> 03:38:29.530]  We're tired of buying into our own slavery because the establishment sells us slavery just like Walmart sells us slavery.
[03:38:29.730 --> 03:38:32.434]  Because when we spend money at Walmart and we support child slavery...
[03:38:33.749 --> 03:38:36.411]  We buy into the system, we support our own slavery.
[03:39:04.169 --> 03:39:04.990]  And it is.
[03:39:06.090 --> 03:39:08.871]  In the debates last night, who was the winner of the debate?
[03:39:08.991 --> 03:39:09.651]  Rand Paul.
[03:39:09.791 --> 03:39:10.832]  And he didn't even show up.
[03:39:11.192 --> 03:39:13.073]  And he got the most attention out of anybody.
[03:39:13.313 --> 03:39:24.557]  He's probably going to go up in the polls as a result of not showing up to the debate and able to get his ideas out there without listening to John Kasich, Dronon, or Rubio, or any of these other guys.
[03:39:24.597 --> 03:39:27.078]  Just Dronon about the same issues over and over again.
[03:39:27.358 --> 03:39:31.000]  He was able to take each question they were asked and give an impassioned, long-form answer.
[03:39:31.460 --> 03:39:34.063]  We're just sold over and over again like you just said.
[03:39:34.464 --> 03:39:37.707]  We're sold the cheap prices at Walmart is our salvation.
[03:39:37.727 --> 03:39:38.789]  It's the American dream.
[03:39:39.409 --> 03:39:45.957]  We're sold that these politicians standing up there like plastic figurines reading a teleprompter that they've rehearsed, you know, hours and hours for this.
[03:39:46.277 --> 03:39:47.258]  That's our salvation.
[03:39:47.739 --> 03:39:48.500]  That's BS.
[03:39:48.780 --> 03:39:50.842]  That's complete BS and we're tired of it completely.
[03:39:51.383 --> 03:39:53.785]  Look at this article from Huffington Post, for example.
[03:39:54.145 --> 03:39:57.047]  Corporations working hard to keep Chinese slave labor.
[03:39:57.427 --> 03:40:05.612]  And if you actually look at the IHS Child Slave Labor News website, it specifically says, it's messed up, Walmart and child slave labor.
[03:40:05.732 --> 03:40:06.673]  Is the cost worth it?
[03:40:07.313 --> 03:40:13.598]  In 2003 it was recorded that there were 246 million child laborers in the world and the number is increasing.
[03:40:13.818 --> 03:40:17.961]  Many companies use cheap child slave labor in third world countries in order to make a large profit.
[03:40:18.362 --> 03:40:21.925]  Young children are forced to work in sweatshops and produce shoes, clothing, toys and other products.
[03:40:22.305 --> 03:40:26.168]  Walmart is a huge contributor to this issue because they encourage the cheap labor in order to save money.
[03:40:26.668 --> 03:40:29.350]  It's the largest employer in the United States with over 1 million workers.
[03:40:29.771 --> 03:40:32.173]  It's the largest food retailer and the third largest pharmacy.
[03:40:32.853 --> 03:40:35.495]  The factories in China that Walmart uses are horrible.
[03:40:35.575 --> 03:40:42.261]  The average pay in these special economic zones is 3 cents an hour and even the best workers will receive at most 10 cents an hour.
[03:40:42.662 --> 03:40:45.364]  There are some workers who make a profit of 36 cents a month.
[03:40:45.824 --> 03:40:46.245]  A month!
[03:40:47.006 --> 03:40:47.766]  Not normally.
[03:40:48.267 --> 03:40:50.068]  People cannot survive on this.
[03:40:50.328 --> 03:40:53.531]  Walmart workers are like slaves that suffer unjust treatment.
[03:40:54.072 --> 03:40:58.275]  At the factory in China, thousands of women work 98-hour weeks but profit less than $22 a week.
[03:40:58.295 --> 03:40:58.355]  God!
[03:41:00.217 --> 03:41:01.358]  Okay, let's put that in perspective.
[03:41:01.378 --> 03:41:03.379]  And that's what you're supporting when you go to Walmart.
[03:41:03.479 --> 03:41:04.719]  Yeah, and let's be clear though too.
[03:41:06.440 --> 03:41:08.261]  I buy things that are made in China.
[03:41:09.842 --> 03:41:11.022]  You buy things that are made in China.
[03:41:11.202 --> 03:41:11.783]  You can't avoid it.
[03:41:11.923 --> 03:41:14.184]  Pretty much everyone watching buys things that are made in China.
[03:41:15.324 --> 03:41:16.105]  Is that a bad decision?
[03:41:16.125 --> 03:41:16.385]  Yes.
[03:41:16.905 --> 03:41:17.645]  Are we terrible people?
[03:41:17.706 --> 03:41:17.906]  No.
[03:41:18.406 --> 03:41:19.466]  But you know what is terrible?
[03:41:19.907 --> 03:41:24.129]  The number one producer of all of this, according to this,
[03:41:25.168 --> 03:41:26.269]  He's still doing it, right?
[03:41:26.309 --> 03:41:27.130]  And promoting it.
[03:41:27.590 --> 03:41:39.780]  Because, as this one article I have so intelligently says, somewhere in here, it says something along the lines of, people care more about cheap Asian food than Chinese slaves.
[03:41:40.580 --> 03:41:40.761]  Right?
[03:41:40.901 --> 03:41:44.444]  So they go to Walmart, unfortunately, because this is the American dream, right?
[03:41:44.724 --> 03:41:50.829]  We go to Walmart, we can get some stir-fry for 99 cents, instead of going somewhere else and paying a dollar and 30 cents.
[03:41:51.289 --> 03:41:51.990]  Well, that's a victory.
[03:41:52.030 --> 03:41:52.870]  That's the American dream.
[03:41:53.451 --> 03:41:54.151]  But in reality,
[03:41:54.972 --> 03:41:58.814]  What's happening is Walmart and the people behind this are the ones really doing it.
[03:41:58.834 --> 03:42:00.274]  Because we're not, we don't know that.
[03:42:00.554 --> 03:42:04.596]  We're not looking at the 99 cent stir fry and thinking I'm killing children, you know?
[03:42:04.676 --> 03:42:14.560]  It's the people that have to make the decisions, the big executives that have to say, well we're going to save a million dollars if we pay the kids 20 cents a week, as opposed to actually pay them good wages, right?
[03:42:14.780 --> 03:42:17.081]  Have suicide, well we just put the suicide nets in there.
[03:42:17.541 --> 03:42:18.682]  Or Apple, right?
[03:42:19.002 --> 03:42:21.503]  So my message though is a victory.
[03:42:21.583 --> 03:42:23.964]  It's not trying to be just depressing talking about this.
[03:42:24.744 --> 03:42:29.568]  I mean, the majority of Americans see Congress as an out-of-touch, corrupt organization, according to Gallup.
[03:42:29.688 --> 03:42:33.652]  48% say their own representatives are out-of-touch.
[03:42:33.672 --> 03:42:35.013]  32% say their own member is corrupt.
[03:42:36.154 --> 03:42:38.596]  CBS says, why don't Americans trust the government?
[03:42:38.916 --> 03:42:40.357]  Come on, guys, why don't you trust the government?
[03:42:41.518 --> 03:42:42.859]  Want to cut government waste?
[03:42:43.080 --> 03:42:45.742]  Find the $8.5 trillion the Pentagon can't account for.
[03:42:45.762 --> 03:42:49.925]  The fakeness, in my view, of Walmart,
[03:42:50.851 --> 03:42:51.991]  system that we all live under?
[03:42:52.011 --> 03:42:53.512]  Because again, the establishment is like Walmart.
[03:42:53.532 --> 03:42:54.452]  It's embodied in our government.
[03:42:54.472 --> 03:42:55.152]  It's collapsing.
[03:42:55.232 --> 03:42:55.432]  Yeah.
[03:42:56.112 --> 03:42:57.333]  Because we're not going to buy it anymore.
[03:42:57.373 --> 03:42:59.213]  We're not buying into our own slavery.
[03:42:59.793 --> 03:43:01.634]  So I think the veil is going away.
[03:43:02.034 --> 03:43:11.036]  And I will say also, those stores closing is a sign that Walmart is on the verge, in the beginning, of a total collapse, in my view, because people aren't buying this.
[03:43:11.276 --> 03:43:14.437]  And if you look at the executives' responses of Walmart, well, it's not a big deal.
[03:43:14.457 --> 03:43:14.897]  It's not a big deal.
[03:43:14.917 --> 03:43:15.958]  They just keep saying it over and over again.
[03:43:16.118 --> 03:43:16.698]  It's not a big deal.
[03:43:16.718 --> 03:43:17.298]  It's not a big deal.
[03:43:17.938 --> 03:43:21.620]  The economy's doing great, you're peddling fiction if you say anything otherwise.
[03:43:21.640 --> 03:43:22.481]  That's what Obama said.
[03:43:22.501 --> 03:43:29.745]  But, if you look at the numbers, people do want to support local businesses, they don't want to buy the slave goods anymore, and they're not going to stand for it.
[03:43:30.406 --> 03:43:34.648]  So, I declare the age of Walmart is over, and I declare we are having a victory.
[03:43:35.089 --> 03:43:38.751]  Even with all this messed up stuff going on, the reality is we're not buying it anymore.
[03:43:39.091 --> 03:43:42.493]  I saw a meme going around that said, you know, we declared a war on drugs, we have more drugs.
[03:43:42.533 --> 03:43:45.415]  We declared a war on poverty, we have more poverty.
[03:43:46.015 --> 03:43:48.816]  I wish the government would declare a war on farmer's markets.
[03:43:49.497 --> 03:43:52.779]  So we'd have more farmer's markets so we'd know what to do with.
[03:43:54.199 --> 03:43:58.242]  Guys, if you can pull up the computer again, Paul Joseph Watson did it, put out a video a couple days ago.
[03:43:59.002 --> 03:44:00.542]  Why capitalism is great.
[03:44:00.942 --> 03:44:06.724]  And it's got this girl with the pink hair and she's flipping off the camera using her iPhone.
[03:44:07.444 --> 03:44:09.724]  Resist cap, hashtag resist capitalism.
[03:44:10.024 --> 03:44:11.805]  I mean, that's what you're dealing with.
