[00:00:14.232 --> 00:00:15.373]  You have the power.
[01:09:08.664 --> 01:09:10.725]  The globalists want to go to that because they think they can win that.
[01:09:11.465 --> 01:09:13.666]  They definitely can't win a velvet revolution of ideas.
[01:09:14.126 --> 01:09:24.311]  Most revolutions are actually intellectual, business, corporate, intellectual developments, societal, technological.
[01:09:26.698 --> 01:09:27.759]  They don't call those revolutions.
[01:09:27.799 --> 01:09:33.904]  They always want to bill revolution as, you know, killing people, because those are the hardest to win.
[01:09:34.284 --> 01:09:35.665]  Almost all of those are lost.
[01:09:36.006 --> 01:09:45.614]  Almost all of those create something worse than what you had before historically, except for ours, because ours was 90% intellectual, 10% physical.
[01:09:45.694 --> 01:09:46.635]  And the founders said that.
[01:09:47.135 --> 01:09:51.018]  We had 3% of the country fighting, maybe 2% supporting.
[01:09:52.369 --> 01:09:53.910]  By the end of the war, it was 30-40%.
[01:09:53.930 --> 01:09:55.512]  The British knew it was shifting against them.
[01:09:55.812 --> 01:09:57.253]  After six years, they had to back off.
[01:09:58.554 --> 01:10:02.398]  But ours was a velvet revolution backed up by a gun.
[01:10:05.080 --> 01:10:05.981]  And it may go to that.
[01:10:08.443 --> 01:10:11.125]  And God knows I'll be one of the first targets they're going to try to take out.
[01:10:11.465 --> 01:10:17.050]  Not because I'm going to be leading some physical operation, but because I'm an intellectual leader.
[01:10:19.592 --> 01:10:20.193]  A born leader.
[01:10:21.397 --> 01:10:29.383]  And not because I'm even the sharpest knife in the drawer or my elevator doesn't go all the way up to Valhalla, but I'll tell you this, I'm not out to screw people.
[01:10:29.903 --> 01:10:30.704]  I got good will.
[01:10:31.565 --> 01:10:33.446]  I believe in humanity and I have vision.
[01:10:34.026 --> 01:10:41.012]  A purpose-driven life of wanting others to succeed and wanting to believe in others because I'm self-confident.
[01:10:42.273 --> 01:10:47.617]  And the minute I start trying to think of bringing other people down, I feel weak and pathetic and not like a leader.
[01:10:47.637 --> 01:10:50.078]  And that's what a leader is.
[01:10:51.320 --> 01:10:56.442]  Is somebody who's first at the scene, ready to take action, not afraid of criticism.
[01:10:57.183 --> 01:11:00.724]  To quote Mark Twain, in the beginning, a patriot's a scarce man, hated, feared, scorned.
[01:11:01.124 --> 01:11:04.566]  But in time, when his cause succeeds, it's him adjoining, because then it costs nothing to be a patriot.
[01:11:07.807 --> 01:11:15.491]  And I remember being three years old at the daycare Christmas, um,
[01:11:18.285 --> 01:11:19.165]  Whatever you call it, play.
[01:11:19.966 --> 01:11:21.826]  And they had like 20 kids there.
[01:11:21.846 --> 01:11:22.746]  Nice little daycare.
[01:11:22.786 --> 01:11:24.087]  My mom worked at Dallas Morning News.
[01:11:24.387 --> 01:11:26.228]  My dad was finishing medical school.
[01:11:26.248 --> 01:11:28.288]  He finished the next year.
[01:11:28.308 --> 01:11:31.429]  It was a nice little daycare and they had the thing and none of the kids would come out.
[01:11:31.909 --> 01:11:33.090]  None of them would do the play.
[01:11:34.330 --> 01:11:38.391]  I'd been given a little roll of the moo the cow that brought milk to the baby Jesus.
[01:11:39.952 --> 01:11:43.193]  And I remember watching all the kids not come out, all of them being scared.
[01:11:44.394 --> 01:11:53.419]  All of them not willing to speak, all of them crying, and like a hundred adults out there wanting to watch the kids on the little stage they had.
[01:11:53.439 --> 01:11:57.862]  I remember saying, well, I can't let everybody be bummed out and everybody be losers.
[01:11:58.302 --> 01:12:00.483]  I remember thinking, I can't let everybody be scared.
[01:12:00.523 --> 01:12:01.263]  Why are they scared?
[01:12:01.303 --> 01:12:02.504]  It's fun to go out and do this.
[01:12:02.864 --> 01:12:04.545]  I've got to make everybody happy out there.
[01:12:04.905 --> 01:12:06.787]  I've got to go out and deliver these words.
[01:12:06.827 --> 01:12:08.948]  And I ran out and said, I moo the cow.
[01:12:09.048 --> 01:12:10.929]  I bring milk for the baby Jesus.
[01:12:11.553 --> 01:12:12.795]  Everybody had a standing ovation.
[01:12:12.855 --> 01:12:13.816]  Everybody made a joke about it.
[01:12:13.836 --> 01:12:14.377]  The thing ended.
[01:12:14.818 --> 01:12:15.959]  Not one child took the stage.
[01:12:16.620 --> 01:12:18.683]  From ages 3 years old to like 7.
[01:12:22.864 --> 01:12:24.684]  And that's that's why I'm here fighting the globalists.
[01:12:24.704 --> 01:12:36.708]  I mean, I'm not going to just sit here and be overrun with propaganda where the UN openly runs open borders and brings in all the people with diseases to collapse the country and admits it's the plan and then tells us it isn't happening.
[01:12:36.748 --> 01:12:37.668]  We have video of it.
[01:12:37.888 --> 01:12:38.448]  Well, guess what?
[01:12:38.528 --> 01:12:39.948]  Years later, it's all over the news.
[01:12:40.228 --> 01:12:42.149]  Years later, it's admitted that's going on.
[01:12:43.513 --> 01:12:46.734]  And I'm not up here saying, oh, look, I'm this great leader, kiss my butt.
[01:12:46.814 --> 01:12:52.277]  I'm saying you just got to care about other people and not want to be run over and do your own research and you'll be a leader as well.
[01:12:53.117 --> 01:12:59.420]  The problem is so many real leaders don't ever get involved in leadership because they're so humble.
[01:12:59.940 --> 01:13:06.143]  Well, listen, humble, being humble is great, but being a slave is something you don't want to be.
[01:13:06.203 --> 01:13:09.325]  So stand up, speak up, get involved today in my humble view.
[01:13:10.085 --> 01:13:12.286]  We need leaders to stand up and take action.
[01:13:14.434 --> 01:13:18.676]  Speaking of leaders, Nigel Farage, 20-something years ago, founded the UKIP party.
[01:13:19.416 --> 01:13:22.637]  Had no coverage, no support, but kept pointing out the EU's unelected.
[01:13:22.997 --> 01:13:24.898]  We're going into it without being able to vote.
[01:13:24.998 --> 01:13:29.880]  Then they were brought into it without a vote, 15-something years ago, by Tony Blair.
[01:13:30.180 --> 01:13:32.181]  Then they pointed out almost all their laws were made by it.
[01:13:32.201 --> 01:13:35.962]  Now it's banning free speech, and how it's unelected, and how it's evil.
[01:13:36.603 --> 01:13:38.083]  And finally people said, man, you're right.
[01:13:38.443 --> 01:13:42.285]  And all of a sudden, it's the fastest growing party in Europe and the UK.
[01:13:43.462 --> 01:13:47.305]  And it's Patriot, and he comes on this show, and he's aware of the New World Order.
[01:13:48.767 --> 01:13:51.869]  That shows how, in the beginning, a Patriot's a scarce man.
[01:13:52.350 --> 01:14:00.237]  Hated, feared, and scorned, but in time, when his cause succeeds, the timid join him, because then it costs nothing to be a Patriot.
[01:14:01.758 --> 01:14:06.022]  I don't want to just be some braying sheep that agrees with the crowd and sells my family out.
[01:14:06.302 --> 01:14:09.225]  If I know something's true, if I know something's run by bad people,
[01:14:10.714 --> 01:14:12.436]  I'm not a hero because I challenge it.
[01:14:12.476 --> 01:14:14.838]  Man, I'm self-preservation here.
[01:14:15.939 --> 01:14:18.121]  I'm somebody who's not going to get pushed around or run over.
[01:14:18.141 --> 01:14:20.423]  And I'm willing to die.
[01:14:21.183 --> 01:14:23.165]  Not because I'm a hero, but because I'm alive.
[01:14:23.826 --> 01:14:25.407]  My progeny's going to go on.
[01:14:25.947 --> 01:14:29.891]  Humanity's going to be successful if we succeed, because I'm like my ancestors.
[01:14:30.672 --> 01:14:33.854]  I'm not going to lay down without a fight.
[01:14:35.175 --> 01:14:36.316]  And that's called civilization.
[01:14:37.557 --> 01:14:37.937]  Goodwill.
[01:14:39.079 --> 01:14:40.240]  Being informed, being involved.
[01:14:40.420 --> 01:14:43.584]  Let's just play a short clip of this, I'll come back and play the rest, and then we'll go to your phone calls.
[01:14:43.905 --> 01:14:46.528]  Here's somebody who came from nowhere to now be the true leader of Europe.
[01:14:48.029 --> 01:14:49.071]  The sun has risen.
[01:14:50.123 --> 01:14:52.463]  On an independent, united kingdom.
[01:14:53.084 --> 01:14:53.764]  And just look at it.
[01:14:54.024 --> 01:14:55.144]  Even the weather's improved.
[01:14:56.464 --> 01:14:57.885]  It's been a hell of a long journey this.
[01:14:58.065 --> 01:15:01.545]  I first got involved in Eurosceptic politics 25 years ago.
[01:15:02.365 --> 01:15:08.867]  And the first election I contested, I managed to beat the late, great Screaming Lord Such by 164 votes.
[01:15:09.307 --> 01:15:10.207]  So I didn't come last.
[01:15:10.687 --> 01:15:15.228]  And now, there are 17 million people that voted for Brexit.
[01:15:16.048 --> 01:15:19.330]  It's a victory for ordinary people, decent people.
[01:15:19.470 --> 01:15:25.953]  It's a victory against the big merchant banks, against the big businesses, and against big politics.
[01:15:25.993 --> 01:15:35.137]  And I'm proud of everybody that had the courage, in the face of all the threats, everything they were told, they had the guts to stand up and do the right thing.
[01:15:37.136 --> 01:15:48.982]  The election was won, in my view, in the Midlands and the North and I think it was the old Labour vote that came to us and we, particularly as a party, campaigned as hard as we could in those areas.
[01:15:49.363 --> 01:15:59.108]  There is still a massive disconnect between Westminster, SW1 and real communities and the one image I will remember
[01:15:59.808 --> 01:16:02.671]  Throughout the rest of my life was a woman in Bolton grabbing my hands.
[01:16:02.711 --> 01:16:03.732]  Let's back this up.
[01:16:03.752 --> 01:16:04.953]  We're on a break.
[01:16:05.033 --> 01:16:06.335]  This is historic.
[01:16:06.355 --> 01:16:06.875]  Stay with us.
[01:16:07.076 --> 01:16:08.597]  He's now, admittedly, the new leader of Europe.
[01:16:10.099 --> 01:16:11.100]  Brain Force is here.
[01:16:11.640 --> 01:16:13.922]  Ladies and gentlemen, I've been on this the last few months.
[01:16:14.183 --> 01:16:22.010]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[01:16:22.785 --> 01:16:25.947]  One of the worst things with most energy products is it's not sustainable.
[01:16:26.227 --> 01:16:26.347]  Right?
[01:16:26.367 --> 01:16:28.708]  You're gonna crash and you're gonna feel really bad afterwards.
[01:16:29.089 --> 01:16:32.571]  This has a bunch of different antioxidants and compounds and polyphenols.
[01:16:32.651 --> 01:16:35.772]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[01:16:36.273 --> 01:16:41.496]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[01:16:41.616 --> 01:16:43.457]  For example, the L-theanine inside of it.
[01:16:43.797 --> 01:16:48.220]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[01:16:48.380 --> 01:16:50.401]  This just increases the compounds you already have.
[01:16:51.021 --> 01:16:52.482]  This is what you're actually designed to run on.
[01:16:52.622 --> 01:16:52.862]  Exactly.
[01:16:52.902 --> 01:16:56.727]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[01:16:57.188 --> 01:17:04.457]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[01:17:04.737 --> 01:17:05.177]  Or call 888-253-3139.
[01:17:10.259 --> 01:17:15.746]  This is the answer for your children to totally absorb the multivitamins, the minerals, the amino acids, everything at once.
[01:17:16.247 --> 01:17:24.157]  Unveil the Vitamin Mineral Fusion Advanced Multi-Vitamin Formula 30 Servings Fruit Punch Flavor Dietary Supplement.
[01:17:24.477 --> 01:17:25.538]  It is simply amazing.
[01:17:25.598 --> 01:17:26.540]  Infowarslife.com
[01:17:26.920 --> 01:17:31.344]  There's a million different products like this out there, but they're, you know, they're good in different ways.
[01:17:31.864 --> 01:17:44.954]  But this takes all of the vitamins, all the essential amino acids, all the essential compounds and minerals that you need, puts it into something that's great tasting as opposed to like clumpy gross stuff.
[01:17:45.315 --> 01:17:46.536]  And you can put it in your drink every morning.
[01:17:46.576 --> 01:17:47.757]  I put it in my protein shake.
[01:17:48.377 --> 01:17:53.862]  It is the platinum standard, in my view, of multivitamins in terms of an advanced multi-drink vitamin.
[01:17:53.882 --> 01:17:56.905]  The cleanest, the purest, new stuff had to be invented.
[01:17:56.945 --> 01:17:59.187]  That's why it took this long to even bring us something that's good.
[01:17:59.788 --> 01:18:05.933]  Some companies are gonna take a small amount of vitamins and make it, you know, so there's so much filler, it looks like there's a lot.
[01:18:06.154 --> 01:18:08.516]  This is ultra-concentrated, we're not playing games here.
[01:18:08.876 --> 01:18:10.738]  Okay, this- Well, that's my philosophy, that's your philosophy.
[01:18:10.758 --> 01:18:13.080]  Yeah, this- I wanna- but again, there's some great stuff out there.
[01:18:13.280 --> 01:18:13.460]  Yeah.
[01:18:13.661 --> 01:18:15.163]  And there's other, you know... No, of course.
[01:18:15.283 --> 01:18:17.607]  There's other powders I promote at Infowars.com.
[01:18:17.627 --> 01:18:18.067]  They're excellent.
[01:18:18.428 --> 01:18:19.650]  I mean, there's some good stuff out there.
[01:18:19.810 --> 01:18:22.494]  This is just the very best we can bring you.
[01:18:22.514 --> 01:18:24.557]  And when you buy it, you support Infowars.
[01:18:24.817 --> 01:18:25.859]  You support the reporters.
[01:18:26.099 --> 01:18:26.860]  You support yourself.
[01:18:28.069 --> 01:18:36.174]  Tell folks about some of these other things that are in this, and why this is just this total, complete package for your body.
[01:18:36.214 --> 01:18:47.700]  Because, again, we didn't put the synthetic amino acids, we didn't put the synthetic vitamins, we put the plant-based, high-quality, clean, natural ingredients into this.
[01:18:48.181 --> 01:18:48.781]  Yeah, exactly.
[01:18:48.841 --> 01:18:51.963]  So you've got your standard vitamins, vitamin C, vitamin E, the list goes on.
[01:18:51.983 --> 01:18:53.324]  A huge amount of vitamin C, by the way.
[01:18:53.344 --> 01:18:54.264]  Tell folks about that.
[01:18:54.304 --> 01:18:56.786]  A thousand plus percent of your daily value, which is what you need.
[01:18:57.626 --> 01:19:00.308]  Because the, you know, FDA guidelines, we all know about those.
[01:19:00.888 --> 01:19:07.252]  Zinc, magnesium, selenium, L-glutamine, each one of these you could go on for about 10 minutes about the benefits of these things.
[01:19:07.673 --> 01:19:10.875]  Alpha lipoic acid, folic acid, calcium, and list goes on.
[01:19:11.135 --> 01:19:12.416]  34 other ones you can check out.
[01:19:12.616 --> 01:19:14.457]  Go to infowarslife.com, the label's up there.
[01:19:14.977 --> 01:19:19.560]  You've got the entire ingredients list that you can neurotically examine for yourself.
[01:19:20.641 --> 01:19:25.084]  By the way, look on the other side, too, because we're showing people the minerals and things.
[01:19:25.124 --> 01:19:26.965]  Let's look at the vitamins right there, old Scott, in there.
[01:19:26.985 --> 01:19:27.865]  I mean, it's amazing.
[01:19:28.025 --> 01:19:31.587]  Again, if you're radio listeners, InfoWars.com forward slash show.
[01:19:31.948 --> 01:19:35.009]  Vitamin A has 4,333% from beta carotene and what's that other source?
[01:19:35.690 --> 01:19:38.431]  I just know that's all the best sources.
[01:19:40.143 --> 01:19:40.563]  Retinol.
[01:19:40.583 --> 01:19:45.044]  So you've also got your vitamin D at a thousand IU, which is a large dose actually.
[01:19:45.384 --> 01:19:45.784]  And you know what?
[01:19:45.864 --> 01:19:48.024]  Some people could say, well isn't this competing with the other products?
[01:19:48.244 --> 01:19:48.845]  Well yeah, you know what?
[01:19:48.865 --> 01:19:55.886]  We could be like some people and just take all the stuff that we sell also at Infowarslife.com and not put any of it, but then it wouldn't be a balanced formula and we're not going to do that.
[01:19:56.206 --> 01:20:00.367]  And it might actually hurt us in the long run to put all the best stuff in here, but that's just the way we got to do it.
[01:20:00.407 --> 01:20:01.747]  Because we can't start thinking like that.
[01:20:02.247 --> 01:20:03.067]  So get them today!
[01:20:03.167 --> 01:20:05.208]  Infowarslife.com or call toll free 888-253-3139.
[01:20:13.928 --> 01:20:16.536]  You're listening to The Alex Jones Show.
[01:20:21.246 --> 01:20:23.448]  Waging war on corruption.
[01:20:23.508 --> 01:20:24.709]  It's Alex Jones.
[01:20:25.429 --> 01:20:35.477]  I see on my TV screen here, my monitor, the callers coming in, there's like 11 of them on hold.
[01:20:46.551 --> 01:20:50.514]  And it's Scottish John says Brexit issue disturbing news.
[01:20:50.534 --> 01:20:55.277]  I don't know what he's going to say, but I'm guessing he's going to get into the pitfalls of it.
[01:20:55.297 --> 01:20:58.739]  How globalists are planning to use it to create a new scam.
[01:21:00.260 --> 01:21:05.823]  How Scotland says they want to block the England's attempt to pull out.
[01:21:06.624 --> 01:21:07.704]  We're going to cover all that.
[01:21:07.724 --> 01:21:08.585]  We're going to take your calls.
[01:21:09.205 --> 01:21:10.786]  And yes, there's going to be pitfalls.
[01:21:10.866 --> 01:21:11.607]  Nothing's perfect.
[01:21:11.647 --> 01:21:13.488]  But unelected EU.
[01:21:15.285 --> 01:21:24.212]  Taking over the UK without there ever being a vote, and now trying to ban people's free speech and becoming openly dictatorial, it's blowing up in their face.
[01:21:24.292 --> 01:21:30.537]  And from Spain to the Netherlands, they now have prominent leaders saying it's time for us to exit.
[01:21:30.937 --> 01:21:39.484]  And they have the leader of the Czech Republic, and the leader of Romania, and the leader of Hungary, and the second most powerful party in Germany calling it a tyranny.
[01:21:41.417 --> 01:21:47.200]  We couldn't even get people 20 years ago to admit they were setting up an EU when it was already set up.
[01:21:50.622 --> 01:21:51.862]  They would say there isn't an EU.
[01:21:51.882 --> 01:21:54.844]  It doesn't start until 2000 when it was already under treaty going.
[01:21:55.304 --> 01:21:59.867]  I mean, that's the games we played fighting these globalists.
[01:22:00.007 --> 01:22:00.967]  But it's not a game.
[01:22:01.067 --> 01:22:02.048]  But they act like it is.
[01:22:02.088 --> 01:22:07.991]  It just goes back and forth, these games they make you play, of trying to get the public to even know something exists.
[01:22:09.841 --> 01:22:14.709]  And they called UKIP racist and all sorts of names that tried every dirty trick in the book!
[01:22:15.629 --> 01:22:18.450]  And all UKIP says is we can't have totally open borders and give everybody free stuff.
[01:22:18.991 --> 01:22:20.371]  This is the globalist program.
[01:22:20.391 --> 01:22:26.174]  So let's finish up a little bit of Nigel Farage, the leader of UKIP, fastest growing party in the UK, fastest growing in Europe.
[01:22:26.674 --> 01:22:28.675]  It's UKIP, UK Independence Party.
[01:22:29.335 --> 01:22:30.396]  Get out of the EU.
[01:22:30.436 --> 01:22:33.217]  They have a ceremonial EU parliament.
[01:22:33.577 --> 01:22:39.080]  He got elected to that and gets up every week and points out that they have no power and the bureaucracy runs everything.
[01:22:39.300 --> 01:22:40.160]  And who set that up?
[01:22:40.220 --> 01:22:41.021]  A bunch of billionaires.
[01:22:41.781 --> 01:22:43.222]  The EU is a giant scam.
[01:22:43.282 --> 01:22:45.983]  People say, well why was George Soros involved in the EU?
[01:22:48.104 --> 01:22:52.807]  And wanting an EU bailout in Ukraine and backing it but now he's making money off of it.
[01:22:52.827 --> 01:22:54.748]  Because these guys play both sides.
[01:22:55.529 --> 01:22:59.751]  But just because they're playing both sides doesn't mean we're losers by battling
[01:23:01.513 --> 01:23:05.734]  The EU's tyranny, and then they just jump over and try to control the opposition.
[01:23:05.934 --> 01:23:08.235]  That's how this works, and we fight them at that level.
[01:23:08.835 --> 01:23:10.676]  We're fighting unelected government.
[01:23:11.116 --> 01:23:13.256]  We're fighting global centralization.
[01:23:13.496 --> 01:23:17.438]  We're fighting taxation boxes in your smart meter in your car.
[01:23:17.678 --> 01:23:21.659]  We're informing people to the scams that aren't free market.
[01:23:22.611 --> 01:23:28.257]  We want to have a system based on justice, and voting with your dollars, and a free, open society, and a renaissance.
[01:23:28.618 --> 01:23:37.627]  Not one based on UN bureaucrats above the law, tax-exempt, with diplomatic immunity, owning and running global corporations that are exempt from carbon taxes.
[01:23:38.608 --> 01:23:44.234]  You know that a whole bunch of UN officials, like Pachari and others, are exempt from carbon taxes.
[01:23:45.117 --> 01:23:46.638]  So of course they're factories.
[01:23:46.698 --> 01:23:54.364]  They own factories and power plants next to them and everybody goes to build their factory there because they're above the law.
[01:23:54.745 --> 01:23:55.505]  You can't compete.
[01:23:55.525 --> 01:23:56.306]  That's what Donald Trump says.
[01:23:56.326 --> 01:23:59.728]  He goes, yeah, I print my shirts in China and Mexico.
[01:23:59.969 --> 01:24:01.210]  You can't afford to do it here.
[01:24:03.031 --> 01:24:04.372]  I want to change the deal or I can do it here.
[01:24:04.772 --> 01:24:06.614]  We get shirts made in America.
[01:24:08.243 --> 01:24:11.966]  A normal t-shirt printed in America costs us $14 to $15 a piece.
[01:24:12.226 --> 01:24:14.667]  We sell it for $25, and after everything, make like $5.
[01:24:15.908 --> 01:24:18.550]  I can get it printed in Mexico for $3, $4.
[01:24:19.090 --> 01:24:23.953]  And I can then sell it for $5 and make a dollar.
[01:24:24.033 --> 01:24:24.974]  Oh my gosh, I'm so evil.
[01:24:26.795 --> 01:24:31.558]  I mean, how am I supposed to... So we print... Most of our shirts are made in America.
[01:24:31.739 --> 01:24:32.999]  They're actually woven in America.
[01:24:33.039 --> 01:24:33.940]  The cotton's from America.
[01:24:34.120 --> 01:24:35.081]  They're printed in America.
[01:24:36.553 --> 01:24:41.315]  I make special deals with people trying to drive the price down to maybe nine bucks in the U.S.
[01:24:42.556 --> 01:24:43.576]  Cotton's in the U.S.
[01:24:43.717 --> 01:24:44.517]  Ink's in the U.S.
[01:24:44.577 --> 01:24:45.577]  It's printed in the U.S.
[01:24:45.818 --> 01:24:47.278]  The trucks ship it in the U.S.
[01:24:47.698 --> 01:24:50.640]  It's $9.95 and I sell it for $5.
[01:24:51.080 --> 01:24:52.221]  Try that one on for size.
[01:24:53.481 --> 01:24:56.483]  But see, I've got other products where we make enough of a profit to do stuff like that.
[01:24:57.123 --> 01:24:57.923]  I'm just in a war.
[01:24:58.023 --> 01:25:00.265]  I wish I had a billion t-shirts saying Hillary for president.
[01:25:00.285 --> 01:25:00.865]  I'd give them away.
[01:25:02.065 --> 01:25:02.786]  What am I supposed to do?
[01:25:02.826 --> 01:25:03.426]  I'm all in.
[01:25:03.706 --> 01:25:04.927]  I'm firing everything I got.
[01:25:06.465 --> 01:25:07.905]  I'm set to not take any money in 2016.
[01:25:08.005 --> 01:25:10.226]  I don't even care.
[01:25:10.586 --> 01:25:13.987]  I'm just like, hire more people, more cameras, more crews, battle, battle, battle, battle!
[01:25:14.247 --> 01:25:17.068]  I am all in like the Alamo swinging my musket here.
[01:25:17.268 --> 01:25:22.089]  And all I'm saying is, if you have that attitude, there is nothing these globalists can do to stop us.
[01:25:22.309 --> 01:25:22.929]  That's all I'm saying.
[01:25:22.989 --> 01:25:23.469]  I'm all in.
[01:25:23.689 --> 01:25:23.910]  I'm all in.
[01:25:23.930 --> 01:25:24.950]  Because I have no birthright.
[01:25:25.170 --> 01:25:25.850]  I have no future.
[01:25:26.010 --> 01:25:27.691]  My kids have no future if we don't beat these people.
[01:25:28.811 --> 01:25:29.291]  I'm desperate.
[01:25:30.495 --> 01:25:36.661]  And what do one of the most famous, I forget his name, guys look up The Way of the Samurai is Desperate.
[01:25:36.681 --> 01:25:37.702]  I'm going to go to your calls, I'm sorry.
[01:25:38.623 --> 01:25:39.884]  The Way of the Samurai is Desperate.
[01:25:40.965 --> 01:25:45.950]  It's one of the most famous samurais and he said, The Way of the Samurai is Desperateness, not even 10 men.
[01:25:49.557 --> 01:25:52.800]  A hundred men can stop such a man, and in my life, I've actually found that.
[01:25:53.100 --> 01:25:57.123]  Most people are scared, they're timid, they're acting like they're tough, they're acting like they're bullying you.
[01:25:57.444 --> 01:26:03.829]  Now, when you take the gloves off and some thugs attack, and you actually start pounding the living hell out of them, they get down on the ground and start crying for mommy real fast.
[01:26:03.849 --> 01:26:06.451]  I don't care how big they are, because they're always the aggressor.
[01:26:07.372 --> 01:26:10.434]  The aggressor is a punk trying to get something for free.
[01:26:10.735 --> 01:26:11.835]  They don't have the spirit to win.
[01:26:11.855 --> 01:26:15.418]  I don't care that we have a hundred pounds more than me, and they're the state wrestling champion.
[01:26:15.619 --> 01:26:18.341]  They start the fight, they get the tracheotomy.
[01:26:19.977 --> 01:26:24.858]  And I'm just telling you right now, ladies and gentlemen, it's time to realize this spirit of weakness must be broken!
[01:26:25.239 --> 01:26:26.239]  And it is being broken!
[01:26:28.019 --> 01:26:29.180]  I can tell you, we've turned the tide.
[01:26:29.260 --> 01:26:30.940]  We are going to win the war long-term.
[01:26:31.020 --> 01:26:32.801]  God already promised that, but you can see it.
[01:26:33.841 --> 01:26:35.081]  The empire's going to strike back.
[01:26:35.402 --> 01:26:36.242]  They don't know they've won.
[01:26:37.902 --> 01:26:39.123]  They don't know they've lost the battle.
[01:26:39.163 --> 01:26:40.183]  They don't understand that we've won.
[01:26:41.493 --> 01:26:42.494]  They're like Hitler and his bunker.
[01:26:42.834 --> 01:26:43.815]  So let's go ahead and finish up.
[01:26:43.855 --> 01:26:45.056]  Go to break with Nigel Farage.
[01:26:45.356 --> 01:26:51.121]  I promise I'm coming out of the gates with Trish and Donya and Brian and Trevor.
[01:26:51.141 --> 01:26:52.121]  Those are all first-time callers.
[01:26:52.182 --> 01:26:52.642]  And Steve.
[01:26:52.882 --> 01:26:54.643]  Then Scott, Sean and other folks.
[01:26:54.904 --> 01:26:57.406]  I said the first five callers will be first-time callers.
[01:26:57.446 --> 01:27:00.048]  And Andrew, Chris and so many others.
[01:27:00.468 --> 01:27:02.089]  Al and folks that are holding.
[01:27:02.972 --> 01:27:14.609]  I'm Alex Jones, your host, but this is the leader of the UKIP party from nowhere 25 years ago, running for office 20 years ago, and now the leader of Europe, the leader of opposition.
[01:27:14.649 --> 01:27:18.275]  He's a libertarian, he's a nationalist, he's a listener of the show, he's a patriot.
[01:27:19.670 --> 01:27:23.794]  Just like 1776, they're having their Declaration of Independence in the UK.
[01:27:24.335 --> 01:27:27.458]  You gotta hit bottom first before you come back up to the top, and they're now doing it.
[01:27:27.778 --> 01:27:31.202]  The UK's hit bottom, it's now coming back up to the top, and it's a beautiful thing.
[01:27:31.222 --> 01:27:33.164]  We'll go out to break with more of the UKIP leader.
[01:27:33.644 --> 01:27:36.967]  Westminster, SW1 and real communities.
[01:27:37.027 --> 01:27:54.139]  And the one image I will remember throughout the rest of my life was a woman in Bolton grabbing my hands with tears in her eyes saying, why doesn't David Cameron, why doesn't the government come and see what they've done to my community, what they've done to the prospects for my kids.
[01:27:54.600 --> 01:27:56.341]  People here don't understand.
[01:27:56.381 --> 01:27:57.082]  They're too wealthy.
[01:27:57.682 --> 01:28:10.289]  They don't get what open door mass immigration as a result of EU membership has done to people's wages, to people's availability of getting GP appointments or their kids into local schools.
[01:28:10.690 --> 01:28:13.891]  This was the issue ultimately that won this election.
[01:28:15.112 --> 01:28:16.912]  I'm thrilled that we've done this.
[01:28:17.893 --> 01:28:23.734]  I believe the other big effect of this election is not what's happened in Britain, but what will happen in the rest of Europe.
[01:28:24.214 --> 01:28:28.355]  I mean, in the rest of the EU, Eurosceptic parties never talked about leaving the EU.
[01:28:28.415 --> 01:28:29.055]  Now they are.
[01:28:29.595 --> 01:28:34.316]  An opinion poll of the Netherlands said that a majority there now want to leave.
[01:28:34.356 --> 01:28:37.797]  So we may well be close, perhaps, to an exit.
[01:28:38.717 --> 01:28:39.317]  That's right.
[01:28:39.357 --> 01:28:41.018]  The EU is collapsing.
[01:28:41.058 --> 01:28:42.198]  The EU is collapsing.
[01:28:42.238 --> 01:28:43.779]  We need Trump-Farage 2016.
[01:28:43.899 --> 01:28:46.259]  It's a global movement.
[01:28:46.439 --> 01:28:47.460]  It's 1776 worldwide.
[01:28:47.820 --> 01:28:48.540]  I coined the term.
[01:28:48.560 --> 01:28:52.221]  It's now been adopted by UKIP, Lord Monckton and others, and is now happening.
[01:28:53.081 --> 01:28:56.862]  Not global government, but global awakening of liberty.
[01:28:57.182 --> 01:28:57.962]  1776 worldwide.
[01:28:58.623 --> 01:28:59.603]  It's unstoppable.
[01:29:09.485 --> 01:29:22.170]  This message is not just addressed to my fellow Americans, but addressed to people across the world of every race, color, and creed who believe in free speech, enshrined here in our republic as the First Amendment.
[01:29:22.851 --> 01:29:26.252]  It's the First Amendment to the Bill of Rights because it is the most important.
[01:29:26.272 --> 01:29:31.014]  The right to speak, the right to publish, the right to assemble, the right to petition, the right to...
[01:29:31.294 --> 01:29:35.235]  Practice your own religion and not having a state-run or authorized system.
[01:29:35.395 --> 01:29:44.659]  We have seen Facebook, Google, Twitter, and other media platforms increasingly censor even mainline libertarian and conservative ideas.
