[00:00:00.169 --> 00:00:01.050]  and get free shipping.
[03:22:12.331 --> 03:22:19.398]  Men are builders, men are planners, men are creators as well, but men are defenders, and that means they're killers.
[03:22:20.279 --> 03:22:23.542]  And now, forget men and women, while we're all busy fighting with each other,
[03:22:25.472 --> 03:22:35.803]  The computer is here, the robot is here, and the elite controlling it is here, and that computer, that robot, will follow the orders to a T. It will not say no when they say kill civilians.
[03:22:36.323 --> 03:22:38.205]  It will cover up and say somebody else did it.
[03:22:38.445 --> 03:22:39.767]  It will lie with impunity.
[03:22:41.629 --> 03:22:42.429]  Autonomously.
[03:22:43.531 --> 03:22:44.732]  Carrying out its evil mission.
[03:22:45.693 --> 03:22:46.634]  That's what this is about.
[03:22:49.656 --> 03:22:51.899]  And you notice Kelly engaging a huge rebellion there.
[03:22:52.340 --> 03:22:57.387]  That's a big deal to have a commanding general of South Com said it's a horrible idea, we shouldn't do it, but I'm in order to do it.
[03:22:58.208 --> 03:22:59.410]  He's not supposed to even say that.
[03:22:59.750 --> 03:23:00.812]  That is unprecedented.
[03:23:01.032 --> 03:23:04.157]  And the other general coming out and saying, we created ISIS, it's horrible.
[03:23:05.711 --> 03:23:13.974]  This is the last vestiges of human decision-making that you see why they want computers, you see why they want robots, you see why they want dumbed-down humans following the orders.
[03:23:14.274 --> 03:23:15.754]  David Knight, you're hosting the rest of the show.
[03:23:15.774 --> 03:23:17.195]  Thank you for doing a great job.
[03:23:17.495 --> 03:23:20.436]  You've heard my last 3 hours and 20 minutes of transmission.
[03:23:21.276 --> 03:23:22.437]  What's your take on what I just said?
[03:23:22.457 --> 03:23:23.517]  Then tell us what's coming up today.
[03:23:24.138 --> 03:23:25.099]  Well, thank you, Alex.
[03:23:25.499 --> 03:23:31.225]  My take on that is, it reminds me of a story by Kurt Vonnegut called Harrison Bergeron.
[03:23:31.245 --> 03:23:33.708]  I actually made a short video out of that.
[03:23:34.228 --> 03:23:36.991]  And in that, the whole idea was making everybody equal.
[03:23:37.051 --> 03:23:40.234]  That they pursued equality of results above all else.
[03:23:41.115 --> 03:23:48.958]  Visual images of someone who is a very good ballerina and then they load her down with weights so she can't dance.
[03:23:49.558 --> 03:23:54.620]  Or somebody who's a tennis player and they load him down with weights or they tie his arm up or whatever.
[03:23:54.900 --> 03:23:56.861]  It's absolutely absurd on that level.
[03:23:56.901 --> 03:23:59.281]  The other thing that reminds me of Alex... And they're getting rid of A-plus grades?
[03:23:59.301 --> 03:24:00.322]  They're getting rid of trophies?
[03:24:00.342 --> 03:24:00.522]  Yeah.
[03:24:00.922 --> 03:24:09.689]  Yeah, the other thing that reminds me of is, as I hear all this, I'm reminded of those Virginia Slim commercials when they still used to have cigarette ads on television.
[03:24:09.709 --> 03:24:11.010]  Say, you've come a long way, baby.
[03:24:11.650 --> 03:24:13.371]  Here's your cancer stick, okay?
[03:24:13.772 --> 03:24:14.292]  Yeah, exactly.
[03:24:14.552 --> 03:24:15.573]  You've come a long way.
[03:24:16.474 --> 03:24:19.556]  Sixty years after they brainwashed women to smoke, saying, show your men.
[03:24:19.576 --> 03:24:21.037]  Yeah, exactly.
[03:24:21.077 --> 03:24:22.258]  You've come a long way, sweetheart.
[03:24:22.438 --> 03:24:23.859]  Yeah, and so that's what they're doing right now.
[03:24:24.420 --> 03:24:25.401]  Of course, I think
[03:24:26.161 --> 03:24:44.962]  Another aspect of this, Alex, besides, you know, pitting gender against gender and that sort of thing and getting people to come in and join the military as kind of a sucker play like they do with the cigarettes with Virginia Slim, I think the other aspect of that is that they want to get them involved in a killing mentality because they're going to be
[03:24:45.422 --> 03:24:46.763]  Using remote control machines.
[03:24:46.783 --> 03:24:52.646]  It's like I've got this article here from talking about how ISIS is showing off a driverless car bomb.
[03:24:52.686 --> 03:24:53.187]  Great point.
[03:24:53.307 --> 03:24:58.670]  Get the women into running the remote vehicles to think they're part of the killing and get them into that whole culture as well.
[03:24:58.930 --> 03:24:59.290]  Exactly.
[03:24:59.310 --> 03:25:02.592]  Notice every new movie shows the woman as the warrior princess beating the men.
[03:25:02.852 --> 03:25:06.214]  They're being totally primed to publicly support the robot kill system.
[03:25:06.414 --> 03:25:09.056]  Yeah, that's what we said, that was our take on Star Wars at the beginning.
[03:25:09.096 --> 03:25:10.397]  I said, yeah, I really enjoyed the film.
[03:25:10.458 --> 03:25:12.699]  It worked as an action film and everything.
[03:25:12.719 --> 03:25:20.927]  But understand that like every other movie you're seeing coming out of Hollywood, they're programming you to see women as warriors, not as nurturers, okay?
[03:25:20.947 --> 03:25:24.630]  To go against their nature, to change their nature, just as they wish to change the nature of men.
[03:25:24.650 --> 03:25:27.392]  So they show the man in that as being very weak.
[03:25:28.273 --> 03:25:29.474]  So that's the whole point.
[03:25:29.514 --> 03:25:32.196]  That's the control programming that is part of this.
[03:25:32.236 --> 03:25:33.878]  And then mammals see and look.
[03:25:35.358 --> 03:25:40.320]  And humans sit there and watch it and really believe men are these despicable, dumb, moron creatures.
[03:25:40.380 --> 03:25:41.300]  Yes, yes, yes.
[03:25:41.341 --> 03:25:42.361]  They show it over and over again.
[03:25:42.421 --> 03:25:43.501]  I mean, look at this.
[03:25:43.561 --> 03:25:46.522]  Every commercial I see, the dad is a raving loon.
[03:25:46.542 --> 03:25:47.023]  Yeah.
[03:25:47.063 --> 03:25:47.763]  Totally stupid.
[03:25:47.983 --> 03:25:48.183]  Yeah.
[03:25:48.643 --> 03:25:49.643]  Look at the new Star Wars.
[03:25:49.703 --> 03:25:54.605]  I mean, the guy who is her counterpart, her romantic involvement there, is a black guy.
[03:25:54.625 --> 03:25:55.646]  They make him a janitor.
[03:25:55.706 --> 03:25:56.766]  He's very empathetic.
[03:25:57.046 --> 03:26:00.948]  Okay, but he really doesn't, you know, he's not an action figure.
[03:26:00.988 --> 03:26:02.209]  He's not a take charge guy.
[03:26:02.269 --> 03:26:05.190]  He's kind of, you know, where they would have put the female lead.
[03:26:05.210 --> 03:26:06.911]  What did the Pentagon say with Jade Helm?
[03:26:06.931 --> 03:26:14.395]  They said, we are worried about empowered individuals, not terrorists, but anyone empowered, not following the directives because they're following orders of the globalists.
[03:26:14.615 --> 03:26:15.976]  They want us to follow the orders.
[03:26:16.216 --> 03:26:18.977]  They've been given orders to brainwash us and make us follow orders.
[03:26:19.297 --> 03:26:22.159]  No, we're giving you orders under the Constitution, Bill of Rights.
[03:26:22.839 --> 03:26:31.686]  Common sense, self-preservation, that you are deactivated right now, military, and you are going to defend the Republic and break the enemy programming.
[03:26:31.726 --> 03:26:33.528]  You're strong enough to do it, for heaven's sakes.
[03:26:34.609 --> 03:26:35.289]  Sorry, go ahead.
[03:26:35.830 --> 03:26:43.836]  Well, actually, Alex, you know, one of the other things that I was going to talk about briefly, I mentioned it last night in the nightly news, the fact that they're talking about looking at the insider threat.
[03:26:43.916 --> 03:26:46.559]  The Pentagon is announcing that it's going to be monitoring
[03:26:47.359 --> 03:26:48.060]  Uh, completely.
[03:26:48.400 --> 03:26:51.502]  All military, civilian and contract personnel.
[03:26:51.542 --> 03:26:54.345]  And that means... Which they've always been doing, the main NSA thing.
[03:26:54.505 --> 03:26:55.385]  But now they're announcing it.
[03:26:55.626 --> 03:26:55.766]  Yeah.
[03:26:55.946 --> 03:26:56.146]  Yeah.
[03:26:56.206 --> 03:26:56.867]  Now they're announcing it.
[03:26:56.887 --> 03:27:00.449]  They're announcing it as part of a intimidation aspect.
[03:27:00.890 --> 03:27:03.211]  We've got another story also about Palantir.
[03:27:03.231 --> 03:27:05.513]  Remember I did that report on it back in December 2013.
[03:27:05.553 --> 03:27:07.215]  Palantir is a data mining company.
[03:27:09.056 --> 03:27:09.536]  Yes, exactly.
[03:27:09.616 --> 03:27:13.418]  And then again at the same time, another article I've got here I'll talk about in depth.
[03:27:35.450 --> 03:27:42.395]  We've got the chair of the House Homeland Security Committee, Mike McCaul, right here out of Texas.
[03:27:42.435 --> 03:27:46.638]  He's written a new book, Alex, and it's called Failures of Imagination.
[03:27:46.658 --> 03:27:56.246]  And so what he does is he talks about how terrorists could unleash an attack at Disney World, or the Academy Awards, or Mall of America, just so he can get everybody
[03:27:56.886 --> 03:27:57.747]  So afraid.
[03:27:57.907 --> 03:28:00.349]  And it really is a form of terrorism itself.
[03:28:00.389 --> 03:28:02.310]  I mean, these are, to put that stuff out there.
[03:28:02.330 --> 03:28:02.630]  That's right.
[03:28:02.670 --> 03:28:07.154]  Hyping the terror is the terror, and then bringing it in and not pointing out that issue is the terror.
[03:28:07.174 --> 03:28:07.894]  Great job, David.
[03:28:07.934 --> 03:28:09.456]  I'm gonna throw it back to you now.
[03:28:10.156 --> 03:28:13.839]  I just want to remind folks, you have the new shower filter in, the best we've gotten yet.
[03:28:14.159 --> 03:28:17.981]  That basically cuts everything out or reduces it like 99% depending on the compound.
[03:28:18.281 --> 03:28:23.143]  Over 200 chemicals, fluoride, glyphosates, the drugs in the water, so much other crud.
[03:28:23.483 --> 03:28:24.223]  It's $69.
[03:28:24.804 --> 03:28:26.064]  Comparable systems are $100.
[03:28:26.784 --> 03:28:28.345]  ProPure, brand new system.
[03:28:28.365 --> 03:28:30.806]  Tested for the last two years in development.
[03:28:30.886 --> 03:28:32.587]  No reviews yet because it's so new.
[03:28:32.987 --> 03:28:35.568]  Check it out and your purchase funds this show.
[03:28:35.628 --> 03:28:37.069]  It works for at least nine months.
[03:28:37.429 --> 03:28:40.710]  It has fast flow and it's got four filters in it.
[03:28:41.050 --> 03:28:42.291]  It is simply amazing.
[03:28:42.631 --> 03:28:44.493]  We're good to go.
[03:29:01.974 --> 03:29:05.316]  Half off that when you get a bottle of Survival Shield Nacinine on X2.
[03:29:05.656 --> 03:29:06.897]  Brain Force is amazing.
[03:29:06.937 --> 03:29:07.578]  Take it every day.
[03:29:08.018 --> 03:29:08.718]  Oxy Powder.
[03:29:09.119 --> 03:29:14.842]  We've got the New Year's Special and a bunch of other deals at InfoWarsLife.com or 888-253-3139.
[03:29:18.905 --> 03:29:21.327]  And we also just have the Hillary for Prison shirts.
[03:29:21.367 --> 03:29:22.328]  We're not making any more.
[03:29:22.628 --> 03:29:23.789]  There are some sizes left.
[03:29:24.170 --> 03:29:25.891]  Infowarsstore.com.
[03:29:26.251 --> 03:29:27.713]  Get that word out as well.
[03:29:28.253 --> 03:29:30.435]  David Knight, thank you so much for the great job you're doing.
[03:29:30.455 --> 03:29:31.896]  I'm going to go ahead and hand the baton to you.
[03:29:32.257 --> 03:29:32.717]  God bless.
[03:29:33.278 --> 03:29:33.778]  Thank you, Alex.
[03:29:33.838 --> 03:29:42.946]  And when we come back, as Alex had mentioned earlier, we're going to be talking about how car insurers are trying to twist drivers' arms into putting monitoring devices in your car.
[03:29:42.966 --> 03:29:43.867]  It's not going to stop there.
[03:29:44.287 --> 03:29:52.595]  This is a surveillance that is going to be used to push you out of private car ownership, to take away your freedom of travel, to monitor your every movement.
[03:29:52.635 --> 03:29:53.636]  Stay with us, we'll be right back.
[03:29:59.842 --> 03:30:02.845]  We're on the march, the empire's on the run.
[03:30:03.766 --> 03:30:06.449]  Alex Jones and the GCN Radio Network.
[03:30:11.920 --> 03:30:16.604]  The first Republican debate of 2016 is this Thursday, January 14th.
[03:30:16.904 --> 03:30:22.930]  And join the InfoWars Nightly News and Prison Planet TV once again for Political Science Theater 3K.
[03:30:23.350 --> 03:30:26.272]  The stage will be getting smaller with only six candidates making the cut.
[03:30:26.613 --> 03:30:29.615]  Maybe seven if they let John Kasich slip in through the back door.
[03:30:29.916 --> 03:30:31.077]  Coverage starts at 7 p.m.
[03:30:31.097 --> 03:30:34.500]  Central on the InfoWars Nightly News and then the debate kicks off at 8 p.m.
[03:30:34.520 --> 03:30:34.820]  Central.
[03:30:35.140 --> 03:30:38.341]  Join us for analysis that cuts through the lies in real time.
[03:30:38.702 --> 03:30:40.382]  When's the next Democratic debate, you ask?
[03:30:40.402 --> 03:30:43.904]  Well, it's on a Sunday during the NFL playoffs, because that's when most people want to watch it.
[03:30:44.144 --> 03:30:49.066]  It does not appear that Rand Paul is going to make the cut in this primetime debate, but John Kasich is?
[03:30:49.586 --> 03:30:50.727]  What is this world coming to?
[03:30:51.087 --> 03:30:57.811]  Just a little side note here, the majority of Americans polled think that Hillary Clinton should continue to run if she is indicted under this new email scandal.
[03:30:58.252 --> 03:30:59.853]  Join us this Thursday, 7 p.m.
[03:30:59.893 --> 03:31:02.874]  Central, for Political Science Theater 3K.
[03:31:03.255 --> 03:31:05.636]  Rob Dew reporting for InfoWars.com and PrisonPlanet.tv.
[03:31:10.339 --> 03:31:13.542]  When cells become toxic, they die early and aging sets in.
[03:31:13.862 --> 03:31:21.868]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[03:31:22.088 --> 03:31:27.113]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[03:31:27.533 --> 03:31:29.795]  You want the best that's out there at the lowest price anywhere?
[03:31:30.055 --> 03:31:31.836]  We now have the synergistic solution.
[03:31:32.157 --> 03:31:36.340]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[03:31:40.245 --> 03:31:41.166]  BrainForce is here.
[03:31:41.366 --> 03:31:43.467]  Ladies and gentlemen, I've been on this the last few months.
[03:31:43.567 --> 03:31:48.310]  You've probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[03:31:48.550 --> 03:31:50.211]  There's always hidden additives in your food.
[03:31:50.251 --> 03:31:51.772]  Even organic food has hidden additives.
[03:31:51.853 --> 03:31:55.055]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[03:31:55.335 --> 03:31:57.116]  Ultimately, we've all been dumbed down to some degree.
[03:31:57.316 --> 03:31:58.197]  It doesn't have stimulants.
[03:31:58.217 --> 03:31:59.217]  It doesn't have garbage in it.
[03:31:59.417 --> 03:32:01.279]  It has natural things that do it clean.
[03:32:01.419 --> 03:32:07.022]  You will find BrainForce and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:32:09.904 --> 03:32:15.971]  Again, ladies and gentlemen, you can get six months free at PrisonPlanet.TV, but only for one more week.
[03:32:16.131 --> 03:32:26.162]  We've never offered six months free before, but I really want to get more people to join and to be able to watch The Nightly News, live reports, the special reports, all my films, e-books, and so much more.
[03:32:26.743 --> 03:32:30.267]  One person can share their membership with 20 people.
[03:32:30.387 --> 03:32:35.071]  We have to have our own platform that is harder for them to censor, harder for the system to shut down.
[03:32:35.211 --> 03:32:36.893]  PrisonPlanet.tv.
[03:32:36.973 --> 03:32:42.598]  We put out the daily radio show free with a video and audio feeds at InfoWars.com forward slash show.
[03:32:42.818 --> 03:32:50.084]  But it is the members that are paying it forward and helping so many other people see the truth.
[03:32:50.264 --> 03:32:56.930]  And it's PrisonPlanet.tv that finances so much of the cameras, the equipment, the crew, the reporters.
[03:32:57.290 --> 03:33:02.895]  You get exclusive HD, higher quality, get it first, and then you can download it, share it with friends and family.
[03:33:03.135 --> 03:33:07.338]  It's a win-win, and then you're helping finance to put it out for free to everybody.
[03:33:07.479 --> 03:33:09.460]  PrisonPlanet.tv.
[03:33:13.704 --> 03:33:15.165]  We are on the march.
[03:33:15.545 --> 03:33:17.967]  The Empire is on the run.
[03:33:18.708 --> 03:33:22.391]  Alex Jones and the GCN Radio Network.
[03:33:26.127 --> 03:33:27.508]  Welcome back to the Alex Jones Show.
[03:33:27.528 --> 03:33:29.690]  I'm David Knight, your host for the rest of this fourth hour.
[03:33:29.710 --> 03:33:36.216]  And as I was saying before we went to break, I want to talk about what's really going to be going on with driverless cars.
[03:33:36.276 --> 03:33:38.298]  And of course, they're not driverless cars.
[03:33:38.919 --> 03:33:40.600]  Truth is, they're robot cars.
[03:33:40.660 --> 03:33:42.482]  They're being driven by humans.
[03:33:42.622 --> 03:33:45.485]  It's just humans who are operating through software that they wrote.
[03:33:45.725 --> 03:33:46.526]  You see a problem there?
[03:33:47.046 --> 03:33:47.306]  I do.
[03:33:47.667 --> 03:33:51.229]  They're also going to be controlled and monitored by the government.
[03:33:51.309 --> 03:33:52.890]  I see a big problem with that as well.
[03:33:53.491 --> 03:33:54.752]  Let me tell you how this is going to roll out.
[03:33:54.772 --> 03:33:56.313]  And we've been saying this for a very long time.
[03:33:56.353 --> 03:33:59.955]  We've been talking about this for, well, at least since I've been here.
[03:34:00.216 --> 03:34:03.278]  And Alex was talking about that before I got here.
[03:34:03.298 --> 03:34:05.700]  And we've been talking about exactly how this is going to roll out.
[03:34:06.400 --> 03:34:09.643]  You're going to be pushed out of your car with insurance rates.
[03:34:10.164 --> 03:34:11.345]  That's the way they're going to come after you.
[03:34:11.385 --> 03:34:12.846]  And that's what this article is about.
[03:34:12.886 --> 03:34:16.470]  And of course, this has been the dream of the government for a very long time.
[03:34:16.510 --> 03:34:23.357]  They want to control everything about your life, make you dependent on them, your housing, your food, especially your transportation.
[03:34:23.837 --> 03:34:36.429]  Look at all of these ridiculous projects that come up, all these monorail systems and subway systems and American cities where you don't have the population density that comes anywhere close to being able to need that or to support that.
[03:34:36.969 --> 03:34:39.892]  But of course they want to concentrate people into the cities.
[03:34:39.952 --> 03:34:41.494]  That's what's going on with the BLM.
[03:34:42.014 --> 03:34:45.255]  They're cutting edge of pushing people off of the land.
[03:34:45.295 --> 03:34:48.036]  They're making it so that people can't make a living off the land.
[03:34:48.076 --> 03:35:00.680]  They're making it so that when they don't allow people to do any lumbering, taking off standing dead wood in the forest, or removing trees that have fallen, then what they do is they make it possible for millions of acres to burn.
[03:35:01.420 --> 03:35:03.941]  Just in Oregon, there were millions of acres that burned.
[03:35:04.501 --> 03:35:09.922]  The same year, they came after that family for saying, well, you burned 139 acres.
[03:35:10.102 --> 03:35:13.183]  They had 3.4 million acres that burned in Oregon that year.
[03:35:13.943 --> 03:35:16.924]  And a lot of that was due to mismanagement by the BLM.
[03:35:16.944 --> 03:35:21.405]  But of course, the BLM lights its own backfires to try to control wildfires.
[03:35:21.585 --> 03:35:23.225]  And they do damage to private property.
[03:35:23.265 --> 03:35:24.405]  Nobody ever does anything to them.
[03:35:24.425 --> 03:35:30.387]  We also have a story from Hillary Clinton saying, we need to arrest these protesters in Oregon
[03:35:31.327 --> 03:35:38.549]  Yeah, you know, I think we need to take the line that Rand Paul said when you got all these people calling for the arrest and imprisonment of Ed Snowden.
[03:35:38.569 --> 03:35:50.212]  He says, well, maybe he broke some laws, but we can imprison Ed Snowden when we imprison the people like Michael Hayden and Clapper, James Clapper, who lied to us, who broke the law as well.
[03:35:50.292 --> 03:35:52.112]  They broke a much more serious law.
[03:35:52.172 --> 03:35:53.973]  He was trying to expose what they were doing.
[03:35:54.453 --> 03:35:55.633]  And so, of course, Rand Paul says, yeah,
[03:35:56.073 --> 03:35:56.594]  Okay, fine.
[03:35:56.854 --> 03:35:59.017]  Lock up Snowden, but lock those guys up too.
[03:35:59.057 --> 03:36:03.443]  Well, okay, you want to go after these guys who engage in civil disobedience like Occupy Wall Street?
[03:36:03.463 --> 03:36:05.205]  You never called for them to be in prison, did you?
[03:36:05.886 --> 03:36:06.146]  Hillary.
[03:36:07.048 --> 03:36:07.888]  Well, then fine.
[03:36:07.928 --> 03:36:09.249]  Let's look at your crimes.
[03:36:09.289 --> 03:36:13.090]  Let's send you to jail for the things that you've gotten away with.
[03:36:13.110 --> 03:36:14.271]  But let's get back to the cars.
[03:36:14.631 --> 03:36:15.612]  I want to talk about that first.
[03:36:16.512 --> 03:36:17.872]  This is a Wall Street Journal article now.
[03:36:17.912 --> 03:36:19.733]  The mainstream media is talking about this quite a bit.
[03:36:19.753 --> 03:36:21.734]  And, of course, this is the financial angle.
[03:36:21.754 --> 03:36:25.916]  They say, car insurers find tracking devices are a tough sell.
[03:36:26.756 --> 03:36:27.296]  Oh, really?
[03:36:27.776 --> 03:36:28.036]  Really?
[03:36:28.116 --> 03:36:28.937]  I mean, really?
[03:36:28.997 --> 03:36:37.219]  You don't want the car company, the insurance company, sitting there monitoring your every move and adjusting your insurance rates accordingly?
[03:36:37.860 --> 03:36:39.620]  As many people say, it just creeps me out.
[03:36:39.660 --> 03:36:50.664]  They say, in a lab at Progressive Corporation's suburban headquarters, you've got technicians looking at a colleague driving from his home into the city, and they've got a dot on a computer screen that's moving along with a map
[03:36:51.224 --> 03:36:55.728]  Overlaid with speed limits, and whenever he goes over the speed limit, the little dot turns red.
[03:36:55.748 --> 03:36:56.349]  Okay?
[03:36:56.369 --> 03:37:04.397]  And then they will eventually have something that's going to record that, report that to the insurance company, report that to the police, so they can fine you accordingly.
[03:37:04.917 --> 03:37:05.358]  Guess what?
[03:37:05.418 --> 03:37:08.481]  You're not going to be driving a car very long under those circumstances.
[03:37:08.521 --> 03:37:15.848]  And already, the Federal Department of Transportation has mandated what they call V-to-V, vehicle-to-vehicle communication, or
[03:37:16.408 --> 03:37:22.071]  Like they like to put it, when they came to South by Southwest, they said, talking cars, because that sounds so cool.
[03:37:22.091 --> 03:37:25.192]  You know, it sounds like something out of Pixar's cars, but no, it's not.
[03:37:25.933 --> 03:37:28.374]  They're going to be talking, and they're going to be talking about you.
[03:37:28.394 --> 03:37:33.576]  They're going to say, he drives too fast, he brakes too quickly, he corners too hard.
[03:37:33.596 --> 03:37:34.316]  Okay?
[03:37:34.477 --> 03:37:37.638]  All this nanny government, literally, in your car.
[03:37:38.338 --> 03:37:41.400]  Maybe we should use a third amendment to shut this down, huh?
[03:37:41.860 --> 03:37:44.362]  Yeah, I don't want the government as my co-pilot.
[03:37:45.002 --> 03:37:47.484]  Or the Godverment, as I guess that's what they're like.
[03:37:48.004 --> 03:37:59.993]  Using devices installed in the customers' cars, Progressive and other auto insurers are tracking things like how far their customers drive, how often they slam on the brakes, and as one person says, they say, well, you have to hide.
[03:38:00.053 --> 03:38:04.756]  But I don't want big business or Big Brother being involved in my personal life.
[03:38:04.856 --> 03:38:05.857]  It creeps me out.
[03:38:06.756 --> 03:38:08.357]  A person after my own heart.
[03:38:09.077 --> 03:38:17.620]  They say this involves Progressive, Allstate, State Farm, Mutual, Automobile insurance companies are all promoting plug-in devices and or smartphone apps.
[03:38:17.640 --> 03:38:18.621]  They've got an app for that.
[03:38:18.661 --> 03:38:20.782]  You don't even have to stick the hardware in there.
[03:38:20.802 --> 03:38:23.363]  They can just put the app on your smartphone.
[03:38:23.883 --> 03:38:29.125]  As well as cutting deals to piggyback on automakers and car computers.
[03:38:29.225 --> 03:38:29.725]  There you go.
[03:38:29.785 --> 03:38:30.506]  Cutting deals with them.
[03:38:30.706 --> 03:38:34.687]  And who do you think is cutting deals with the insurance companies and the car companies to put all this stuff in?
[03:38:35.228 --> 03:38:35.768]  It's the government.
[03:38:36.658 --> 03:38:37.260]  It's the government.
[03:38:37.341 --> 03:38:42.819]  They want to play nice with the government because that has some benefits for them, of course.
[03:38:43.865 --> 03:38:46.007]  There's one thing they can do, they can throw you under the bus.
[03:38:46.027 --> 03:39:02.198]  And of course, the solution that they want to tell us is that we're going to have driverless taxis like Uber or Lyft that you won't need to own a car because all the cars will be owned by one corporation that works hand-in-glove with the government.
[03:39:02.418 --> 03:39:03.719]  That's called fascism, folks.
[03:39:04.060 --> 03:39:05.280]  It's called crony capitalism.
[03:39:05.340 --> 03:39:06.281]  It's called corruption.
[03:39:06.301 --> 03:39:07.782]  It's called the loss of freedom.
[03:39:09.003 --> 03:39:10.744]  I grew up in the 20th century.
[03:39:10.824 --> 03:39:11.845]  I am a man of the 20th century.
[03:39:13.166 --> 03:39:17.531]  And in the 20th century, we looked at cars as a very expression of our freedom.
[03:39:18.052 --> 03:39:22.637]  Go where you wanted to go, when you wanted to go, and in the style that you wanted to go.
[03:39:22.758 --> 03:39:27.844]  I mean, you could get something like a Pinto, or you could get a muscle car, you could get a luxury car, whatever.
[03:39:27.884 --> 03:39:28.745]  You had that freedom.
[03:39:29.065 --> 03:39:34.046]  To spend what you wanted to spend on the car, go in the manner that you wanted to go, whenever you wanted to go.
[03:39:34.086 --> 03:39:37.027]  That was a major selling point of Chevrolet.
[03:39:37.047 --> 03:39:37.387]  Remember?
[03:39:37.587 --> 03:39:39.348]  See the USA in a Chevrolet?
[03:39:40.588 --> 03:39:41.528]  They were selling freedom.
[03:39:42.069 --> 03:39:44.229]  Now what they're selling is control.
[03:39:44.509 --> 03:39:51.171]  Now what they're selling is the fact that you can just disengage and put yourself in the matrix of Facebook.
[03:39:51.191 --> 03:39:57.693]  You can sit there and tweet and do postings on Facebook and just disconnect from the real world.
[03:39:58.453 --> 03:40:01.495]  Just be chauffeured along in your little car.
[03:40:01.855 --> 03:40:16.864]  They say early company surveys, though, of people's interest in these usage-based insurance plans reveal that only about 40% of the people had a viewpoint, that 40% of the people had a viewpoint that was some variation on, no way in hell.
[03:40:17.645 --> 03:40:20.206]  And I'm surprised that it is that small.
[03:40:20.586 --> 03:40:24.569]  That's what really concerns me, is that only 40% of the people see a problem with this.
[03:40:25.109 --> 03:40:26.550]  They went through and they looked at some of the data.
[03:40:26.570 --> 03:40:34.517]  They found that drivers who slam on brakes more than eight times every 500 miles are 73% more likely to get into an accident in a given year.
[03:40:34.577 --> 03:40:36.418]  Oh, you mean like the Google car?
[03:40:37.438 --> 03:40:44.202]  That has accident rates that are four to five times what the average car owner has is slamming on brakes all the time.
[03:40:44.222 --> 03:40:49.106]  Of course, if you slam on the brakes and somebody hits you from behind, you're not charged with the accident.
[03:40:49.126 --> 03:40:50.807]  The Google car is not charged with the accident.
[03:40:50.847 --> 03:40:51.767]  But isn't it interesting?
[03:40:52.648 --> 03:40:56.490]  I wonder if the Google car could get insurance on this basis.
[03:40:57.171 --> 03:41:02.995]  And then they talk about how even if the companies want to be nice and they don't want to get into this big brother
[03:41:04.051 --> 03:41:04.692]  A scenario.
[03:41:05.252 --> 03:41:08.476]  They're saying they're going to have an adverse selection.
[03:41:08.496 --> 03:41:15.603]  In other words, they say companies that don't offer a usage based program could be impacted by an adverse selection.
[03:41:15.643 --> 03:41:18.125]  In other words, they could be stuck with bad drivers.
[03:41:18.145 --> 03:41:24.271]  They're assuming that if you don't want to be monitored 24-7 by the government, you're a bad driver.
[03:41:25.077 --> 03:41:25.377]  No.
[03:41:25.397 --> 03:41:30.441]  I am not a terrorist because I don't want the government listening and recording my every movement.
[03:41:30.902 --> 03:41:37.467]  And I'm not a bad driver because I don't want the insurance company looking for every possible excuse to raise my insurance rates.
[03:41:37.787 --> 03:41:41.890]  And if you sign on to this thing, you are selling out your future.
[03:41:42.290 --> 03:41:43.571]  This is not the future I want.
[03:41:43.591 --> 03:41:45.613]  It's not the future I want for me.
[03:41:45.733 --> 03:41:47.894]  It's not the future I want for my children or grandchildren.
[03:41:48.715 --> 03:41:54.299]  And if you sign on to this, just understand, you are just signing away your freedom to move about.
[03:41:55.020 --> 03:41:59.703]  But of course, ISIS has now got a driverless car bomb.
[03:41:59.763 --> 03:42:11.051]  And understand that DARPA's very first challenge, remember a year or two ago, they had the robot that they said that they were setting up, so it would save people from a Fukushima type of accident.
[03:42:12.250 --> 03:42:15.231]  DARPA is about creating weapons, okay?
[03:42:15.871 --> 03:42:18.192]  They're the Defense Advanced Research Project.
[03:42:18.813 --> 03:42:20.233]  They're about creating weapons.
[03:42:20.333 --> 03:42:27.496]  Their very first machine they made, or their very first competition I should say, was in 2003.
[03:42:28.096 --> 03:42:33.699]  They challenged inventors to make a machine that could by itself navigate a 300 mile stretch between LA and Vegas.
[03:42:34.759 --> 03:42:36.820]  So, this is their first challenge.
[03:42:36.860 --> 03:42:38.660]  They've done many challenges since then.
[03:42:38.701 --> 03:42:41.882]  But they envision this as something that's going to be used by the military.
[03:42:41.922 --> 03:42:44.543]  From the very beginning, they envisioned it as a weapon.
