[00:00:12.829 --> 00:00:15.790]  Wednesday, April 20th, 2016.
[03:20:31.122 --> 03:20:37.705]  If you have been paying attention, you may have noticed the frequency of earthquakes being reported in 2016 has been unyielding.
[03:20:40.026 --> 03:20:44.048]  Recently, a magnitude 6.5 earthquake hit Vanuatu.
[03:20:44.369 --> 03:20:48.011]  A magnitude 5.9 earthquake hit the southern Philippines.
[03:20:48.371 --> 03:20:51.593]  A magnitude 6.9 earthquake rocked Myanmar.
[03:20:51.813 --> 03:20:57.296]  And on April 10th, a 6.6 magnitude quake hit Kabul with aftershocks in India.
[03:20:57.456 --> 03:21:01.778]  On April 8th, there was a magnitude 4.2 earthquake in Nepal.
[03:21:02.078 --> 03:21:07.622]  Nepal was also hit earlier with a large 5.5 magnitude quake on February 22nd.
[03:21:08.582 --> 03:21:15.590]  And in the beginning of 2016, on January 20th, there was a 6.1 magnitude earthquake in China, and 16 days prior, 11 people had died when a 6.7 magnitude earthquake hit Manipur in India.
[03:21:23.499 --> 03:21:30.843]  Michael Snyder of End of the American Dream writes, Why is the crust of the Earth shaking so violently all of a sudden?
[03:21:31.223 --> 03:21:46.231]  Seismologist Ilham of the University of Colorado has made headlines all over the world by warning that current conditions might trigger at least four earthquakes greater than 8.0 in magnitude if his projections are accurate.
[03:21:46.531 --> 03:21:54.854]  Our planet could be on the precipice of a wave of natural disasters unlike anything that any of us have ever experienced before.
[03:21:55.074 --> 03:21:59.395]  Basically, what we saw in Japan earlier today is tiny.
[03:21:59.535 --> 03:22:04.257]  Compared to the destruction, Bilham has been desperately trying to compel governments
[03:22:04.657 --> 03:22:06.578]  All over the globe to be aware of.
[03:22:06.839 --> 03:22:11.862]  But Bilham has been turned away from at least one country that refused to hear the truth.
[03:22:12.182 --> 03:22:17.826]  In 2012, Indian officials deported Bilham when his plane arrived in New Delhi.
[03:22:17.846 --> 03:22:17.906]  Why?
[03:22:18.447 --> 03:22:25.832]  Bilham had raised concerns about the dangerous seismic activity in the Jaipur region where a nuclear plant was being planned.
[03:22:26.292 --> 03:22:31.755]  Meanwhile, authorities are quietly racing to monitor the many volcanoes blowing their tops.
[03:22:32.156 --> 03:22:37.479]  Currently, there are 38 active volcanoes as the Earth moves through its volcano season.
[03:22:37.639 --> 03:22:41.741]  The World Net Daily writes, there is a 5% to a 10% chance in the next 80 years, scientists say.
[03:22:44.523 --> 03:22:53.751]  One of these eruptions will kill millions of people and poison the atmosphere beyond the imagination of anything man's activity could do in a thousand years.
[03:22:54.152 --> 03:22:58.996]  And no one is yet making any plans to deal with the calamitous possibilities.
[03:23:00.257 --> 03:23:02.779]  But earthquakes are earthquakes and I don't know.
[03:23:03.280 --> 03:23:05.041]  Hopefully we just won't ever have to worry about it.
[03:23:05.421 --> 03:23:08.124]  How does that make you feel living here and running a business here?
[03:23:09.398 --> 03:23:11.241]  Um, it just feels kind of awkward.
[03:23:11.941 --> 03:23:13.303]  I didn't know about that fall.
[03:23:14.485 --> 03:23:23.215]  We've had earthquakes here in the last two or three months that weren't as big as this, but I'm just happy that I have a building that I know that can withstand it.
[03:23:25.191 --> 03:23:32.854]  Relatively unknown fault line that was here and you can see where the road has just separated into.
[03:23:32.874 --> 03:23:36.475]  It was pushed up against each other directly in this area.
[03:23:36.555 --> 03:23:40.817]  Sidewalks are about three feet high in some places.
[03:23:42.190 --> 03:23:53.813]  True to California fashion, some of the children have seen this as their opportunity to have their own makeshift bike ramps and skate ramps, trying to make the best of this situation.
[03:23:54.073 --> 03:24:03.074]  All eyes should be on the ring of fire as the trenches activate the tectonic plates at exponential levels and earthquake news events multiply.
[03:24:03.435 --> 03:24:05.275]  John Bowne for InfoWars.com.
[03:24:07.175 --> 03:24:08.636]  Oh my God, we're having an earthquake.
[03:24:08.676 --> 03:24:09.116]  Wait a minute.
[03:24:09.156 --> 03:24:09.556]  Hold on.
[03:24:09.596 --> 03:24:09.836]  Hold on.
[03:24:16.034 --> 03:24:20.817]  Welcome back to the Alex Jones Show.
[03:24:20.897 --> 03:24:24.138]  I'm David Knight, your host for this fourth hour, April 20th, 2016.
[03:24:24.298 --> 03:24:26.119]  I want to get back to election news.
[03:24:26.139 --> 03:24:32.322]  We're going to talk about how as Cruz is fading, it's Hillary or bust for the New World Order.
[03:24:32.403 --> 03:24:38.226]  There's a lot of articles coming out pointing to the GOP establishment coalescing behind Hillary Clinton.
[03:24:38.266 --> 03:24:39.406]  Why would they do that?
[03:24:39.426 --> 03:24:40.487]  Well, there's a couple of reasons.
[03:24:40.507 --> 03:24:41.227]  We'll talk about that.
[03:24:41.807 --> 03:24:44.669]  Also, the revenge of the central bankers.
[03:24:45.956 --> 03:24:49.077]  They're changing the face on the $20 bill.
[03:24:49.097 --> 03:24:50.717]  We're going to talk about why they would do that.
[03:24:50.757 --> 03:24:55.579]  And actually, we're going to go back and talk a little bit about Andrew Jackson's election.
[03:24:56.139 --> 03:25:00.020]  The one that he lost, actually, because it has some interesting parallels to today.
[03:25:00.040 --> 03:25:03.381]  I stopped at the Hermitage just outside of Nashville.
[03:25:03.401 --> 03:25:05.162]  That was Andrew Jackson's home.
[03:25:05.962 --> 03:25:10.624]  So that I could do a report when I was heading back from Washington, D.C., and we talked about that election a little bit.
[03:25:10.664 --> 03:25:16.688]  But there's another point that I want to make about that election as I recap that, and it refers to delegates.
[03:25:17.108 --> 03:25:18.608]  What really are delegates?
[03:25:18.749 --> 03:25:23.671]  Before we do, I want to remind our listeners that we have Brain Force now, and this is coming to a close.
[03:25:23.691 --> 03:25:24.912]  This is the final day.
[03:25:25.672 --> 03:25:28.575]  That we're going to have the additional 25% off the sale price.
[03:25:28.615 --> 03:25:34.621]  That's 45% off the retail price for Brain Force at Infowarslife.com.
[03:25:35.302 --> 03:25:38.165]  And if you don't know about Brain Force, we've told you many times.
[03:25:38.225 --> 03:25:41.308]  Rob's talked about how it has helped him.
[03:25:41.348 --> 03:25:42.770]  I've talked about how it's my favorite.
[03:25:42.810 --> 03:25:43.270]  I think so.
[03:26:10.319 --> 03:26:15.482]  Same powerful ingredients, but with a new ingredient, but the same price.
[03:26:15.983 --> 03:26:19.845]  Ingredients in DNA Force include a patented form of the antioxidant CoQ10.
[03:26:20.285 --> 03:26:26.970]  It also has BioPQQ, just one ingredient, that costs about $30,000 per batch.
[03:26:27.030 --> 03:26:31.853]  There's 175 clinical studies that show it is extremely hard to secure.
[03:26:31.873 --> 03:26:34.755]  These clinical studies show its effectiveness.
[03:26:34.775 --> 03:26:37.236]  We also have digestive enzymes, immune boosting,
[03:26:38.357 --> 03:26:41.738]  Supplements in there, pomegranate extract, plant-based resveratrol.
[03:26:42.178 --> 03:26:47.841]  Again, we have all new DNA Force Plus is now back in stock at Infowarslife.com.
[03:26:47.881 --> 03:26:50.261]  New ingredient, same price.
[03:26:50.642 --> 03:26:52.742]  Okay, now let's go back to what happened last night.
[03:26:52.762 --> 03:26:54.563]  There was a great headline on Politico.
[03:26:54.583 --> 03:26:57.184]  It says, Cruz's New York value?
[03:26:58.164 --> 03:26:59.005]  Zero delegates.
[03:26:59.325 --> 03:27:04.507]  Because, of course, he had that famous blunder at one of the debates where he talked about, yeah, I don't have
[03:27:05.424 --> 03:27:06.826]  Donald Trump's New York values.
[03:27:06.866 --> 03:27:09.389]  Well, New York doesn't value Ted Cruz.
[03:27:09.849 --> 03:27:11.671]  Look, he's not a national candidate.
[03:27:11.851 --> 03:27:15.556]  He can't even win with Southern Evangelicals, which was going to be his base.
[03:27:16.317 --> 03:27:19.821]  And he doesn't really have a chance of winning.
[03:27:20.061 --> 03:27:21.483]  If we took a look at the math now.
[03:27:23.070 --> 03:27:26.312]  The 1237 delegates that are needed, there's 734 remaining.
[03:27:26.412 --> 03:27:30.774]  Now, what does this do in terms of percentage needed as we stand right now?
[03:27:31.734 --> 03:27:39.158]  And there's still like another three delegates that need to be allocated out of New York, but Cruz is not going to get any, I don't think, because he finished like 15%.
[03:27:39.398 --> 03:27:40.999]  There's probably a threshold.
[03:27:41.619 --> 03:27:43.801]  That you have to be above in order to get any delegates.
[03:27:43.821 --> 03:27:45.142]  That's what we've seen in other states.
[03:27:45.182 --> 03:27:47.564]  So it doesn't look like Cruz is going to pick up any.
[03:27:48.465 --> 03:27:49.766]  Trump may pick up a couple.
[03:27:49.806 --> 03:27:50.927]  Kasich may pick up one.
[03:27:50.967 --> 03:27:51.387]  Who knows?
[03:27:51.467 --> 03:27:57.893]  But basically, where it stands right now, of the remaining primaries, Trump needs to get 53% of the delegates.
[03:27:57.933 --> 03:27:59.034]  Cruz needs to get 92% of the delegates.
[03:27:59.054 --> 03:28:00.335]  92% of the delegates.
[03:28:00.355 --> 03:28:02.056]  You think he can bat 920?
[03:28:02.096 --> 03:28:02.837]  I don't think so.
[03:28:10.393 --> 03:28:13.494]  Now, Kasich needs to get an impossible 149.
[03:28:13.974 --> 03:28:20.976]  It just keeps getting more and more absurd for John Kasich as that window moves along.
[03:28:21.076 --> 03:28:25.398]  So, Trump needs to get 53% to get to the magic number and then they're in.
[03:28:25.438 --> 03:28:32.180]  Now we've got the Washington Post saying an internal campaign memo projects that Trump will win 1,400 delegates at the GOP convention.
[03:28:33.325 --> 03:28:38.010]  They say the projections come in a memo that was distributed to Trump surrogates late last night.
[03:28:38.230 --> 03:28:39.872]  The Washington Post got the memo.
[03:28:39.912 --> 03:28:41.033]  Here's some of the things it says.
[03:28:41.393 --> 03:28:47.860]  Our projections call for us to accumulate over 1,400 delegates and thus a first ballot nomination win in Cleveland.
[03:28:49.101 --> 03:28:50.342]  Now that's going to be necessary.
[03:28:50.402 --> 03:28:52.004]  Why is that going to be necessary?
[03:28:53.206 --> 03:29:03.614]  Well, we'll talk about what delegates are in just a moment in terms of the election of John Q. Adams.
[03:29:03.994 --> 03:29:10.399]  John Quincy Adams, the son of John Adams, who beat Andrew Jackson the first time he ran.
[03:29:10.679 --> 03:29:15.103]  The way that he did that was it went into the House of Representatives.
[03:29:16.297 --> 03:29:20.479]  Now, there weren't really any political parties in that election, but they had four candidates.
[03:29:21.059 --> 03:29:25.742]  They had Andrew Jackson, who had the vast plurality, but not 50% plus one.
[03:29:26.522 --> 03:29:28.783]  Then you had John Quincy Adams, who was in second place.
[03:29:28.923 --> 03:29:33.505]  I forget who was in third place, but you had Henry Clay, who was the Speaker of the House, kind of like Paul Ryan.
[03:29:34.646 --> 03:29:35.666]  He was in fourth place.
[03:29:36.407 --> 03:29:38.448]  We'll tell you what happened when we come back.
[03:29:39.505 --> 03:29:40.286]  I guess you can figure.
[03:29:40.426 --> 03:29:43.688]  Henry Clay threw all of his stuff to Andrew Jackson.
[03:29:44.229 --> 03:29:47.271]  But where do these delegates in the Electoral College come from?
[03:29:47.731 --> 03:29:52.215]  Why do the GOP and the Democrats call them delegates and mirror that?
[03:29:52.835 --> 03:29:55.657]  And that will expose the lies of Ted Cruz.
[03:29:55.677 --> 03:29:56.058]  Stay with us.
[03:29:56.098 --> 03:29:56.758]  We'll be right back.
[03:29:59.841 --> 03:30:00.721]  We're on the march.
[03:30:01.242 --> 03:30:02.823]  The empire's on the run.
[03:30:03.764 --> 03:30:06.466]  Alex Jones and the GCN Radio Network.
[03:30:10.524 --> 03:30:12.026]  My name is Alex Jones.
[03:30:12.446 --> 03:30:18.391]  Most of you know me from my syndicated radio program and my documentary films, as well as InfoWars Nightly News.
[03:30:18.612 --> 03:30:32.785]  When I got on air 20 years ago, I had discovered the Globalist program, their plan to take over the world, and my focus went from running 6 miles every other day, swimming 2-3 miles a couple times a week, and lifting weights
[03:30:33.365 --> 03:30:35.287]  They're focusing on fighting the globalists.
[03:30:35.687 --> 03:30:43.493]  I've gone from 279 pounds all the way down to 235 pounds and the weight's going off even faster.
[03:30:43.713 --> 03:30:50.818]  And it wasn't just that my weight loss accelerated, my muscle mass increased, my stamina, my energy levels exploded.
[03:30:51.139 --> 03:30:56.863]  Super Male has the key concentrated natural compounds that my body needed to go to the next level.
[03:30:56.983 --> 03:31:03.168]  Today is the day to take the InfoWarsLife.com challenge and to secure your bottle of Super Male or Super Female Vitality.
[03:31:03.408 --> 03:31:09.672]  Check them out today at Infowarslife.com or give our crew a call at 888-253-3139.
[03:31:10.172 --> 03:31:11.553]  Clean, pure drinking water.
[03:31:11.834 --> 03:31:13.114]  You can't survive without it.
[03:31:13.315 --> 03:31:14.215]  But where do you get it?
[03:31:14.515 --> 03:31:20.279]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:31:20.499 --> 03:31:26.223]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:31:26.403 --> 03:31:43.284]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:31:43.664 --> 03:31:45.787]  Filter capacity up to 5,000 gallons.
[03:31:46.147 --> 03:31:47.348]  Stainless steel construction.
[03:31:47.629 --> 03:31:48.409]  Easy assembly.
[03:31:48.670 --> 03:31:49.290]  Low maintenance.
[03:31:49.591 --> 03:31:51.393]  Replacement filters are simple to install.
[03:31:51.673 --> 03:31:58.801]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:31:58.961 --> 03:32:03.266]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:32:04.127 --> 03:32:08.449]  Go to Infowarsstore.com or call 888-253-3139.
[03:32:09.110 --> 03:32:13.052]  The globalist social engineers are not just targeting us with propaganda.
[03:32:13.232 --> 03:32:15.493]  They are manipulating our genetics.
[03:32:15.653 --> 03:32:24.038]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[03:32:24.298 --> 03:32:27.640]  The key is to be aware of this attack and to fight back against it.
[03:32:27.780 --> 03:32:38.266]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[03:32:38.446 --> 03:32:45.731]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[03:32:45.931 --> 03:32:47.792]  I've always believed in nutrition and herbs.
[03:32:48.152 --> 03:32:55.800]  Supermail Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[03:32:56.101 --> 03:33:02.267]  Supermail Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[03:33:02.587 --> 03:33:09.515]  Visit InfoWarsLife.com today to secure your Supermail Vitality and other powerful products from InfoWars Life.
[03:33:25.234 --> 03:33:27.277]  Waging war on corruption.
[03:33:27.858 --> 03:33:32.805]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[03:33:36.829 --> 03:33:38.170]  Welcome back to the Alex Jones Show.
[03:33:38.210 --> 03:33:38.770]  I'm David Knight.
[03:33:38.790 --> 03:33:41.771]  In this segment, we're going to talk about Andrew Jackson.
[03:33:42.231 --> 03:33:43.972]  I know he's at the top of your list of people.
[03:33:44.112 --> 03:33:48.094]  Actually, he's in the news now because they're going to remove him from the currency.
[03:33:48.254 --> 03:33:53.216]  There's this big kerfuffle about whose picture is going to be on which bills.
[03:33:53.296 --> 03:33:55.277]  First they were going to take off Alexander Hamilton.
[03:33:55.317 --> 03:33:59.299]  Now they're going to take off Andrew Jackson and they're going to put on Harriet Tubman.
[03:33:59.599 --> 03:34:00.840]  We'll talk about that in a moment.
[03:34:01.440 --> 03:34:06.481]  Quite frankly, I don't really care what figurehead they put on the dollar bills.
[03:34:06.621 --> 03:34:09.282]  I want to get the Federal Reserve out of our money.
[03:34:09.902 --> 03:34:10.162]  Okay?
[03:34:10.543 --> 03:34:12.403]  And then you can put whoever you want to.
[03:34:12.663 --> 03:34:17.684]  I mean, you can put Caitlyn Jenner on it if it's genuine currency and I don't care.
[03:34:17.704 --> 03:34:18.325]  Okay?
[03:34:18.665 --> 03:34:21.285]  But let's talk about the election aspect of Andrew Jackson.
[03:34:21.305 --> 03:34:22.846]  We've got a great article there showing right there.
[03:34:23.426 --> 03:34:28.669]  A great article that's up on Infowars.com that gives a history of what we're going to talk about here in just a moment.
[03:34:28.729 --> 03:34:32.891]  Jackson narrowly succeeded in staving off banker domination of the U.S.
[03:34:33.211 --> 03:34:35.512]  during his day, and that lasted for many decades.
[03:34:35.672 --> 03:34:48.818]  We're going to talk a little bit about that history because when you look at the people that the Federal Reserve chose to put on the currency, it tells an interesting story about our political narrative, the narrative that the elites like to promote.
[03:34:49.718 --> 03:34:50.979]  Let's talk about his election first.
[03:34:51.039 --> 03:34:52.860]  As I just pointed out in the last segment,
[03:34:54.261 --> 03:35:04.834]  When it went into the House of Representatives, and it did go into the House of Representatives, you have four candidates who are running, nobody had a clear majority, so they go into the House of Representatives with their electoral college delegates.
[03:35:06.107 --> 03:35:06.607]  Delegates.
[03:35:07.247 --> 03:35:08.488]  What were these people there for?
[03:35:08.608 --> 03:35:11.128]  Well, you had Andrew Jackson, who was a little bit less than 50%.
[03:35:12.149 --> 03:35:13.649]  John Quincy Adams in second place.
[03:35:13.769 --> 03:35:16.530]  Henry Clay, the Speaker of the House, in fourth place.
[03:35:16.690 --> 03:35:19.291]  Clay gave his delegates to John Quincy Adams.
[03:35:19.311 --> 03:35:23.232]  That put him over the 50% point and made him President.
[03:35:23.532 --> 03:35:27.253]  And Andrew Jackson lost, even though he had a lot more of the popular vote.
[03:35:27.593 --> 03:35:30.254]  Now, who did these delegates belong to when they went to Electoral College?
[03:35:31.414 --> 03:35:34.055]  Andrew Jackson's delegates were loyal to him.
[03:35:35.049 --> 03:35:38.577]  And John Quincy Adams were loyal to him, and Henry Clay's were loyal to him.
[03:35:38.597 --> 03:35:40.441]  That's why he could give them to John Quincy Adams.
[03:35:41.002 --> 03:35:41.263]  Okay?
[03:35:41.884 --> 03:35:44.269]  That was your brokered convention, the way that it worked there.
[03:35:45.734 --> 03:36:07.591]  When you look at the Electoral College today, and we won't get into a lot of detail as to what its real purpose was, but just to say this, back in the day when I worked for the Libertarian Party in North Carolina, I was on the slate of Electoral College delegates, so that if the Libertarian Party candidate had won in North Carolina, I would have gone to the Electoral College, and I would have cast my vote
[03:36:08.331 --> 03:36:14.057]  For the Libertarian candidate in that election there, okay, in the Electoral College.
[03:36:14.637 --> 03:36:20.783]  Now, the Republicans had to produce their slate of delegates, and the Democrats had their slate of delegates.
[03:36:20.803 --> 03:36:26.389]  So, if North Carolina, I don't remember what the number is, 12, 15 is the number of congressional districts, or maybe it's 12.
[03:36:28.106 --> 03:36:40.798]  If they had 12 Electoral College delegates, then there would be a slate of 12 Republicans, a slate of 12 Democrats, a slate of 12 Libertarians, and then whoever won that election would send their delegates to the Electoral College.
[03:36:41.359 --> 03:36:45.823]  Why doesn't it work that way with the GOP and the Democrats?
[03:36:46.704 --> 03:36:51.168]  You see, what Ted Cruz is doing right now is you're voting
[03:36:52.059 --> 03:36:52.639]  Four people.
[03:36:52.659 --> 03:36:54.160]  They call them Trump Delegates.
[03:36:54.560 --> 03:36:56.582]  Who do Trump's Delegates belong to?
[03:36:56.662 --> 03:36:59.423]  Why doesn't Donald Trump get to pick his Delegates?
[03:36:59.463 --> 03:37:04.006]  Why is it that he'd go into a place like South Carolina where he won every single Delegate?
[03:37:04.106 --> 03:37:06.127]  Every single Delegate in South Carolina.
[03:37:06.907 --> 03:37:07.928]  And I don't remember what they had.
[03:37:07.968 --> 03:37:08.648]  What was it?
[03:37:08.668 --> 03:37:09.409]  50-something, I think.
[03:37:10.009 --> 03:37:11.410]  So they got 50 Delegates, let's say.
[03:37:13.038 --> 03:37:21.450]  Why don't they come to the Trump people and say, Donald Trump campaign, who are your delegates that you want to send to the GOP convention?
[03:37:21.511 --> 03:37:23.153]  People that are going to be loyal to you.
[03:37:23.193 --> 03:37:24.916]  And he would send them a list of 50 names.
[03:37:26.035 --> 03:37:27.196]  Doesn't work that way, does it?
[03:37:27.316 --> 03:37:36.463]  Instead, what they do is they go to the local party, and the local party comes up with a list of delegates who are loyal to a different candidate than the voters voted for.
[03:37:36.684 --> 03:37:38.385]  They called them Donald Trump's delegates.
[03:37:38.745 --> 03:37:40.467]  It doesn't work like the Electoral College.
[03:37:40.487 --> 03:37:42.428]  You think it works like the Electoral College.
[03:37:42.808 --> 03:37:48.333]  You think that you're going to vote for somebody, these delegates are going to be awarded to that party's candidate or that particular candidate.
[03:37:48.373 --> 03:37:51.756]  They even call them that candidate's delegates, but then they send somebody else.
[03:37:52.216 --> 03:37:54.017]  That's the fundamental lie
[03:37:54.938 --> 03:37:57.039]  That Ted Cruz cannot escape.
[03:37:58.040 --> 03:38:02.923]  The fact that he is substituting this, the fact the Republican Party is substituting this, don't call them delegates.
[03:38:03.863 --> 03:38:09.266]  Come up with a different name because you're trying to hoodwink people by comparing it to the Electoral College.
[03:38:10.027 --> 03:38:10.747]  They're not delegates.
[03:38:10.787 --> 03:38:24.115]  This is not politics where you go in and try to convince these people in a second secret election that they worked very hard to try to conceal from the public is even happening, that they try to make sure that the wrong people don't go to, as we had
[03:38:24.855 --> 03:38:35.024]  The interviews that Rob Dew and Crew did with people in Colorado, they said, yeah, I was told by the GOP establishment they wanted to make sure that the wrong people didn't show up at this election process.
[03:38:35.064 --> 03:38:36.325]  So they kind of kept it secret.
[03:38:36.846 --> 03:38:41.610]  Make sure the right people voted in this little tiny non-election.
[03:38:42.391 --> 03:38:43.312]  That's the fraud.
[03:38:43.952 --> 03:38:45.173]  That's what you can't escape.
[03:38:46.174 --> 03:38:48.977]  Now the interesting thing is, is that as Ted Cruz is fading,
[03:38:50.037 --> 03:38:53.000]  It really is Hillary or bust for the New World Order.
[03:38:53.580 --> 03:38:55.722]  We have a story up on Infowars.com by Kurt Nemo.
[03:38:55.742 --> 03:39:02.388]  Top neocon Bill Kristol respects the Cruz campaign for its brazen theft of delegates and its backroom politics.
[03:39:02.408 --> 03:39:03.068]  Isn't that great?
[03:39:03.088 --> 03:39:03.969]  Isn't that great?
[03:39:04.249 --> 03:39:06.411]  You know, if you're a lawyer, you just love it.
[03:39:06.451 --> 03:39:07.752]  You know, winning is everything.
[03:39:07.792 --> 03:39:09.113]  It doesn't matter how you do it.
[03:39:09.574 --> 03:39:13.757]  You got what laws you got to break, whether it's ethical, whether it's legal, whatever.
[03:39:13.817 --> 03:39:16.059]  I mean, just do what you can, man, as long as you don't get caught, right?
[03:39:16.900 --> 03:39:29.375]  That's the ethics of these lawyers, people like Bill Kristol, who is the editor, as Kurt Nemo points out, of the Neocon readout, you know, the Castle, the weekly standard.
[03:39:29.495 --> 03:39:31.337]  And that is spelled, by the way, W-E-A-K.
[03:39:32.739 --> 03:39:33.740]  Okay, weekly standard.
[03:39:33.760 --> 03:39:34.862]  That's the correct spelling of that.
[03:39:34.982 --> 03:39:37.324]  It's usually misspelled when you see it.
[03:39:37.585 --> 03:39:39.987]  They even misspell it themselves on their own website.
[03:39:40.107 --> 03:39:49.158]  They spell it like the week, you know, W-E-E-K, but no, it actually is W-E-A-K, because it is very weekly standard neocon fair that they're putting out there.
[03:39:49.758 --> 03:39:51.420]  And I say, crystal circulated memo.
[03:39:52.478 --> 03:39:54.920]  He's one of the founders of the Never Trump movement.
[03:39:55.421 --> 03:40:05.650]  He urged the party to back establishment-vetted candidates like former presidential loser Rick Perry, or Tom Coburn, the former Oklahoma senator.
[03:40:05.670 --> 03:40:08.032]  We'll tell you more about Tom Coburn here in just a moment.
[03:40:08.092 --> 03:40:11.475]  He's in some other news about a constitutional convention in Oklahoma.
[03:40:12.116 --> 03:40:20.818]  But anyway, it goes on to say in the article, Crystal's neocon comrades believe that a Clinton presidency would be preferable to a Trump one.
[03:40:21.339 --> 03:40:29.121]  People like Max Boot, Robert Kagan, Eliot Cohen, and as Kurt Nemo points out, the Prince of Darkness himself, Richard Perle,
[03:40:29.881 --> 03:40:40.228]  All believe a Clinton presidency will continue the neocon foreign policy agenda resulting in the longest war in American history, Afghanistan, and the invasion of Iraq that cost over a million Iraqi lives.
[03:40:40.988 --> 03:40:46.952]  And Kagan wrote for the Washington Post, Robert Kagan said, the only choice will be to vote for Hillary.
[03:40:47.878 --> 03:40:50.340]  The party cannot be saved, but the country still can be.
[03:40:50.400 --> 03:40:51.201]  No, no, no.
[03:40:51.281 --> 03:40:52.682]  It's not the country he's trying to save.
[03:40:53.482 --> 03:40:58.546]  Really, this is what Robert Kagan and the neocon globalists are saying.
[03:40:58.906 --> 03:41:13.597]  People like all these CFR people, all these neocons, and it was in December the National Review was saying, boy, we're really offended that Ted Cruz is calling Max Boot and Robert Kagan and Elliott Cohen and Richard Perle, he's calling all these people
[03:41:14.418 --> 03:41:15.239]  Neocons!
[03:41:15.299 --> 03:41:16.581]  That's a pejorative term.
[03:41:16.601 --> 03:41:19.705]  That's a dog whistle to his conservative libertarian base.
[03:41:20.426 --> 03:41:22.128]  You're accusing us of being warmongers.
[03:41:22.208 --> 03:41:25.553]  It's like, yeah, yeah, if it fits, wear it, but...
[03:41:26.789 --> 03:41:30.530]  He now has these people as his close foreign policy advisors.
[03:41:30.810 --> 03:41:31.791]  The mask has come off.
[03:41:32.291 --> 03:41:40.214]  Ted Cruz is no longer going around using the dog whistle to get his conservative base fooled and falling in line behind him.
[03:41:40.314 --> 03:41:44.035]  Instead, what he is doing is he's using these people as his advisors.
[03:41:44.055 --> 03:41:52.118]  And when they say the party cannot be saved, but the country still can be, no, what they're saying is the party can't be saved, but the new world order agenda still can be.
[03:41:52.298 --> 03:41:53.338]  That's what's really important to them.
[03:41:53.358 --> 03:41:55.319]  When you look at how many times they've tried to push through
[03:41:55.959 --> 03:42:03.642]  This Keystone Pipeline and its imminent domain grab, land grab, for this foreign Canadian corporation.
[03:42:04.542 --> 03:42:06.863]  They have run this thing through like 11 times.
[03:42:07.423 --> 03:42:20.847]  After the Republicans were elected again and had their majority, the first thing they did was to send up the Keystone Pipeline bill again to Barack Obama, knowing that he would not sign it.
[03:42:21.107 --> 03:42:21.468]  Okay?
[03:42:21.528 --> 03:42:22.248]  What do you call it?
[03:42:23.140 --> 03:42:27.023]  When you keep doing the same thing over and over again and expecting a different result?
[03:42:27.703 --> 03:42:29.244]  Well, some people call it insanity.
[03:42:29.264 --> 03:42:31.486]  I call it obedience.
[03:42:32.426 --> 03:42:38.710]  See, they want to be obedient to their corporate masters, and they continue to do this to continue to show just how obedient they are.
[03:42:38.730 --> 03:42:42.573]  And of course, Hillary Clinton's State Department supported that Keystone Pipeline.
[03:42:42.973 --> 03:42:47.036]  So that's why you look at this on all these different issues, they fall in line.
[03:42:47.076 --> 03:42:52.480]  Let me play for you Rafael Cruz, father of Rafael Cruz Jr.
[03:42:53.641 --> 03:42:55.165]  Also known as the TED.
[03:42:55.926 --> 03:43:00.918]  Let me tell you what Rafael Cruz, let's play this, what he said about Hillary Clinton and Donald Trump.
[03:43:02.927 --> 03:43:05.948]  These are people that like your son, like Ted Cruz.
[03:43:06.048 --> 03:43:07.109]  They like what he stands for.
[03:43:07.589 --> 03:43:11.391]  In fact, many of them said, hey, I would be a supporter of Ted Cruz, except for the following.
[03:43:12.051 --> 03:43:26.257]  I think, and what they're saying is, if I can paraphrase, they believe that Donald Trump, in a little bit because of not just his policies, but just the way he rolls, has got a better shot of taking on the Clinton apparatus than your son.
[03:43:26.317 --> 03:43:28.858]  What would you say to those people today as they go to the polls in New York?
[03:43:29.198 --> 03:43:30.379]  What would you tell them to think about?
[03:43:31.551 --> 03:43:32.912]  It's very simple, Steve.
[03:43:33.112 --> 03:43:34.852]  All they have to do is look at the polls.
[03:43:35.232 --> 03:43:45.196]  Poll after poll after poll after poll shows that if Donald Trump is a Republican nominee, he loses to Hillary Clinton by double digits.
[03:43:45.596 --> 03:43:48.557]  Donald Trump cannot beat Hillary Clinton.
