[00:00:23.038 --> 00:00:29.301]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:19:37.427 --> 01:19:41.648]  There are still very effective, low-tech, low-cost things you can do to prepare.
[01:19:41.908 --> 01:19:49.371]  In fact, even realizing that there's a need to prepare and doing anything to act on that realization increases your chances of survival.
[01:19:49.691 --> 01:19:55.773]  Things that you do to prepare for an Armageddon scenario will help you to weather storms, to absorb an economic shock,
[01:19:55.973 --> 01:19:57.734]  You're listening to the Alex Jones Show!
[01:20:27.862 --> 01:20:38.746]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[01:20:42.967 --> 01:20:49.949]  You're listening to the Alex Jones Show.
[01:20:50.589 --> 01:20:55.431]  I want to give you two examples of victory and then we're going right back to Joel Skousen.
[01:21:00.401 --> 01:21:05.564]  And I give this example all the time because it's one of many, but it's one that everybody knows about and you can confirm for yourself.
[01:21:05.604 --> 01:21:10.287]  It's like tens of thousands of secret tests, hundreds of them, you know, lethal, thousands killed.
[01:21:10.768 --> 01:21:16.632]  Everybody knows about Tuskegee and the government, you know, helping inject and spread syphilis for 40-something years in black people.
[01:21:17.472 --> 01:21:17.992]  Super evil.
[01:21:18.293 --> 01:21:19.313]  It's a eugenics experiment.
[01:21:23.276 --> 01:21:26.078]  So I use that example as something evil because folks know about it.
[01:21:26.766 --> 01:21:27.666]  That's the tip of the iceberg.
[01:21:28.367 --> 01:21:29.467]  What about 30 years ago?
[01:21:29.827 --> 01:21:31.348]  You couldn't find organic food anywhere.
[01:21:32.228 --> 01:21:35.830]  But as people created the market, now it's displacing the toxic food and taking over.
[01:21:37.570 --> 01:21:38.231]  You took action.
[01:21:40.752 --> 01:21:48.475]  And that's why they want to get rid of the free market, is because they know with our choices, we can circumvent all their propaganda if we just wake up to the trance.
[01:21:50.636 --> 01:21:56.338]  Wake up to the fact that we're not being sold these ideas for our best interest.
[01:21:59.966 --> 01:22:03.528]  And it's the same thing with what we see with Internet censorship.
[01:22:04.269 --> 01:22:07.871]  If we get upset about it and say it's wrong, they're not going to get away with it.
[01:22:08.992 --> 01:22:16.838]  Just like with the Second Amendment, people know the facts, they know the statistics, they know the history, they don't believe a word out of the system, they know there's a formula to get our guns.
[01:22:18.299 --> 01:22:20.100]  So it's one of the few places we're having a victory.
[01:22:21.421 --> 01:22:24.963]  Just like statistically we're winning the abortion fight, because the facts are on our side.
[01:22:26.444 --> 01:22:28.325]  And because we know the enemy is lying.
[01:22:30.919 --> 01:22:31.779]  We don't compromise.
[01:22:33.780 --> 01:22:35.380]  Well, it's the same thing on politics.
[01:22:38.281 --> 01:22:41.782]  They tell us compromise all day long, but they're not compromising with us.
[01:22:43.403 --> 01:22:45.704]  Because they have a will to dominate and control.
[01:22:46.104 --> 01:22:47.144]  They want dumb slaves.
[01:22:47.924 --> 01:22:48.745]  They don't want free will.
[01:22:50.805 --> 01:22:55.347]  The whole popular culture sells the idea that the devil's gonna give you all this freedom.
[01:22:55.987 --> 01:22:59.168]  The devil turns you into a slave, whether you believe the devil or not, that archetype.
[01:23:01.212 --> 01:23:07.859]  And so if we're no compromise with Agenda 21 and everything they're doing, it's game over when we realize it's bad.
[01:23:08.740 --> 01:23:09.681]  It doesn't help us.
[01:23:09.761 --> 01:23:10.202]  It's evil.
[01:23:11.063 --> 01:23:12.604]  Now, going back to Joel Skousen, our guest.
[01:23:13.922 --> 01:23:22.229]  Joel, you were finishing up with the... I mean, like you said, I meant to say that when I came on today, I was driving here and I thought, this is Chinese-style censorship.
[01:23:22.649 --> 01:23:23.430]  It's begun.
[01:23:24.090 --> 01:23:24.851]  They're doing it.
[01:23:25.391 --> 01:23:29.835]  We get censored, sometimes suspended for three days, saying, do this again, you'll be banned.
[01:23:29.915 --> 01:23:31.976]  We put it out and no one even thinks it's a big deal.
[01:23:32.317 --> 01:23:36.880]  Screenshots of Facebook saying, we're going to ban you if you expose Benghazi.
[01:23:37.341 --> 01:23:40.203]  It's not pornography, it's not racist stuff, it's nothing.
[01:23:42.142 --> 01:23:45.344]  Again, Europe arresting Germans that criticize open borders.
[01:23:45.944 --> 01:23:53.127]  France, you know, indicting Marie Le Pen for saying Islam is a greater threat, or is a greater threat as the Nazis to our sovereignty.
[01:23:53.167 --> 01:23:53.668]  Well, it's true!
[01:23:54.668 --> 01:24:00.371]  So you see that this group is allied with anything evil, even though it undermines their own temporal power.
[01:24:00.911 --> 01:24:02.892]  The Pope coming out, calling for world government.
[01:24:04.493 --> 01:24:05.754]  Bad-mouthing Christianity.
[01:24:06.624 --> 01:24:14.432]  In a major Catholic newspaper, saying we don't want Christian roots, Islam, we need to interbreed, and Jesus was like ISIS, sending out his flocks.
[01:24:15.012 --> 01:24:16.293]  I mean, this is blasphemy!
[01:24:17.414 --> 01:24:19.356]  And what is the technique?
[01:24:19.416 --> 01:24:21.098]  I mean, you're an expert at this, I really respect you.
[01:24:21.138 --> 01:24:22.519]  What are they trying to do here?
[01:24:24.943 --> 01:24:26.964]  Well, first there's the technique of suppression.
[01:24:27.445 --> 01:24:40.794]  For example, news aggregators like Yahoo or like Facebook or Google will purposely filter the news so that you don't ever get, for example, any news stories about people using concealed weapons to protect themselves and their families.
[01:24:41.115 --> 01:24:41.775]  You just never get it.
[01:24:41.795 --> 01:24:44.117]  There are thousands of those that happen each month.
[01:24:45.134 --> 01:24:46.234]  And we never hear those stories.
[01:24:46.294 --> 01:24:47.935]  That's direct suppression.
[01:24:48.415 --> 01:25:06.841]  Google, for example, will promote every single anti or every so-called success of a new medical protocol drug and they will denigrate any news about this anti-vaccine or that's pro-health or herbal remedies.
[01:25:06.901 --> 01:25:08.142]  They will denigrate all of that.
[01:25:08.262 --> 01:25:09.062]  And I've tracked it.
[01:25:09.222 --> 01:25:11.343]  It's just incredibly pernicious.
[01:25:12.003 --> 01:25:17.985]  And so for Glenn Beck to come away and say, oh, these are just honest people because he looked at me in the eye, talking about Mark Zuckerberg.
[01:25:18.823 --> 01:25:39.836]  And when you look at Breitbart's cataloging the ten areas in which Facebook deliberately manipulated the news and their staff, including, about the news, you find that the engagement percentages, and that means in Facebook, when you have likes and things and you post things and they get your news feeds or your RSS... They just block it!
[01:25:40.536 --> 01:25:41.337]  They just block it.
[01:25:41.377 --> 01:25:43.578]  They've had the anti-immigration group
[01:25:44.939 --> 01:25:50.963]  Had a 93% drop in engagement, even though they went up about 13% in numbers of likes.
[01:25:51.043 --> 01:25:51.683]  Absolutely!
[01:25:51.723 --> 01:25:52.264]  Look, look, look!
[01:25:52.344 --> 01:25:54.985]  He meets with the Communist Chinese to organize it.
[01:25:55.045 --> 01:25:55.706]  He admits it.
[01:25:55.726 --> 01:25:58.367]  He tells Merkel on stage, I'm going to censor Germans.
[01:25:59.028 --> 01:26:03.050]  They're hiring former Stasi to run the Roundup gangs of the police.
[01:26:03.130 --> 01:26:08.734]  You cannot make up the naked, tyrannical takeover that Drudge was warned of last year.
[01:26:09.174 --> 01:26:10.875]  I mean, Drudge was almost shaking when he was here.
[01:26:11.255 --> 01:26:13.902]  I mean, they've said, shut up or we're gonna come after you and basically arrest you.
[01:26:13.922 --> 01:26:16.248]  I don't think people understand the level we've reached here.
[01:26:16.529 --> 01:26:17.511]  They are so close, Joel.
[01:26:18.697 --> 01:26:19.438]  They are indeed.
[01:26:19.758 --> 01:26:33.211]  And, you know, this isn't something that, you know, we had a few whistleblowers out of Facebook that have testified that they've been manipulating things, including the big thing about the staff crossing out Black Lives Matter and putting in All Lives Matter.
[01:26:33.571 --> 01:26:35.013]  And now Zuckerberg got after them.
[01:26:35.033 --> 01:26:38.516]  They kept erasing it and they kept putting it back up on the board and he threatened them.
[01:26:39.057 --> 01:26:41.139]  I mean, you can't say All Lives Matter.
[01:26:42.287 --> 01:26:43.467]  Which is just ridiculous, man.
[01:26:43.507 --> 01:26:44.387]  Why not leave that up?
[01:26:44.568 --> 01:26:46.068]  I mean, it includes black lives.
[01:26:46.548 --> 01:26:54.930]  But clearly there's a leftist liberal agenda behind that, and for Glenn Beck to walk that away and say, this is nothing, I trust him, he looked me in the eye, that's so superficial.
[01:26:55.310 --> 01:26:59.591]  He was looking for- Oh, Zuckerberg's a quote, good liberal, not a progressive.
[01:27:00.071 --> 01:27:03.112]  These are good people that have put Obama in and now want Hillary in.
[01:27:03.572 --> 01:27:04.492]  It's ridiculous!
[01:27:04.712 --> 01:27:07.753]  How does he think he won't get in trouble for that?
[01:27:07.813 --> 01:27:09.493]  It's so brazen.
[01:27:10.592 --> 01:27:15.475]  Well, in fact, they do buy time, you know, by giving in to the establishment.
[01:27:15.935 --> 01:27:19.938]  But, you know, they're called by Lenin and the establishment useful idiots.
[01:27:20.618 --> 01:27:26.441]  These people will be the first ones sacrificed, the first ones to go, because they are not building respect.
[01:27:26.802 --> 01:27:29.443]  There's no two-way street back and forth for flattery.
[01:27:29.703 --> 01:27:30.884]  The same thing with Donald Trump.
[01:27:30.904 --> 01:27:33.926]  They'll take his flattery, but they're working to knife him in the back.
[01:27:34.426 --> 01:27:38.967]  Because they don't trust him, the fact that he could change his mind, and he isn't a controlled candidate.
[01:27:39.108 --> 01:27:42.048]  So they tried to destroy him, and now that they couldn't, now they're cozying up.
[01:27:42.609 --> 01:27:43.669]  Now they're co-opting him.
[01:27:43.809 --> 01:27:45.990]  And that's what the meeting of Kissinger was all about.
[01:27:46.190 --> 01:27:49.211]  The ten or so meetings, telephone meetings.
[01:27:49.451 --> 01:27:51.492]  I've had them try to get me to meet with Kissinger.
[01:27:51.572 --> 01:27:53.952]  I have a witness, John Harmon, heard it all with Rothkopf.
[01:27:54.152 --> 01:27:57.273]  The head of the Kissinger group at the time said, come up here, meet with us, work with us.
[01:27:57.333 --> 01:27:58.214]  I mean, it's just sick.
[01:27:58.434 --> 01:28:02.115]  Am I supposed to just, basically, you know, just grovel to these people?
[01:28:03.683 --> 01:28:18.195]  You know the thing that I don't know, I was listening to James Corbett talking about the, and he's a good guy, he really does work against the establishment and the globalist conspiracy, but you know he was giving a litany of the problems with Henry Kissinger and the awards that they give him, and he missed the big one.
[01:28:18.755 --> 01:28:20.636]  The big one, which is a proof of conspiracy.
[01:28:20.676 --> 01:28:25.518]  That's the 2009 Munich Security Conference where they gave an international award to Henry Kissinger.
[01:28:25.899 --> 01:28:41.766]  Then the next day, Obama's National Security Advisor, former Commandant of the Marine Corps, James Jones, gets up and says, you know, we take our daily marching orders at the NSA from Henry Kissinger and his associates pass down through Brent Scowcroft or Sandy Berger.
[01:28:42.046 --> 01:28:43.027]  That's a legitimate
[01:28:44.042 --> 01:28:49.245]  Uh, an illegitimate exposure to the fact you have someone not involved in government giving daily orders.
[01:28:49.265 --> 01:28:50.166]  He didn't say... Absolutely.
[01:28:50.206 --> 01:28:51.087]  Well, stay there, Joel.
[01:28:51.107 --> 01:28:51.967]  I want to ask you to come back.
[01:28:52.087 --> 01:28:55.389]  We've reached the moment where they admit we're all governments here, corporate above the law.
[01:28:56.510 --> 01:28:58.251]  Do we get more credibility now that we were right?
[01:28:58.371 --> 01:28:59.632]  Or, I mean, what's the next phase?
[01:28:59.652 --> 01:29:00.613]  What do you expect to come next?
[01:29:01.413 --> 01:29:06.696]  I want to get into the open borders in Europe, what's happening here, the economy, what's happening in the White House, and so much more with Joel Skousen.
[01:29:06.977 --> 01:29:07.357]  Stay with us.
[01:29:09.520 --> 01:29:12.861]  There is an attack on the human institution of family.
[01:29:13.582 --> 01:29:17.203]  And if you want to take down the nuclear family, you attack males.
[01:29:18.064 --> 01:29:21.885]  Males are the defender of the human tribe.
[01:29:22.446 --> 01:29:27.168]  When men fall, the rest of humanity can be completely enslaved.
[01:29:27.948 --> 01:29:31.630]  The attack on the family is in movies, sitcoms, dramas.
[01:29:31.910 --> 01:29:33.430]  This isn't to empower women.
[01:29:33.931 --> 01:29:35.431]  This is to wreck civilization.
[01:29:35.691 --> 01:29:41.374]  For too long, we have been allowing the globalist controllers to launch a full-scale chemical war on our masculinity.
[01:29:41.594 --> 01:29:42.674]  You've seen the headlines.
[01:29:42.694 --> 01:29:48.296]  The estrogen mimickers and the gender-bending compounds and the food and water supply are changing the way our bodies work.
[01:29:48.436 --> 01:29:52.218]  And men are the number one target of this program.
[01:29:52.458 --> 01:29:58.641]  With the estrogen mimickers in the plastics, in the printer paper, and in thousands of other items, it's on record.
[01:29:58.941 --> 01:30:05.345]  Our testosterone level, many times by the time we hit 40, is 80% lower than it should be or more.
[01:30:05.545 --> 01:30:13.089]  Our sperm counts, depending on which western country you look at, are 80 to almost 96% reduced.
[01:30:13.649 --> 01:30:16.751]  Fertility is plummeting through the floor.
[01:30:17.351 --> 01:30:20.953]  Now, it's impossible, even if you're a health nut, to avoid all of this.
[01:30:21.733 --> 01:30:28.276]  But for myself personally, what I've experienced with the products at Infowarslife.com has been simply amazing.
[01:30:29.156 --> 01:30:32.457]  Supermail Vitality has changed my life in the last three years.
[01:30:32.757 --> 01:30:38.960]  That's why we wanted to develop something that works in conjunction with Supermail to take it to the next level.
[01:30:39.420 --> 01:30:40.921]  It's only been out for about six months.
[01:30:41.761 --> 01:30:49.167]  It sold out so quickly in its first run and now it is back after months of not being available.
[01:30:49.788 --> 01:30:50.588]  Anthroplex.
[01:30:51.349 --> 01:31:02.658]  The reason we sell out when other big vitamin and mineral and nutraceutical makers don't is because we only source the purest, cleanest, high quality
[01:31:03.218 --> 01:31:14.124]  Organic products and it's really hard when you've got a formulation that's got a bunch of really great ingredients in it to get them and to always have them be perfectly clean and to be able to pass some of the highest standards in the world.
[01:31:14.424 --> 01:31:25.270]  When you go to InfoWarsLife.com you can see that for yourself and find out why Anthroplex taken by itself or in conjunction with Super Male Vitality is such a game changer.
[01:31:25.590 --> 01:31:26.831]  This is the next level.
[01:31:27.791 --> 01:31:31.756]  And I'm so proud that we were able to bring a product like this to you.
[01:31:32.437 --> 01:31:35.040]  This is how men were supposed to feel.
[01:31:35.360 --> 01:31:39.765]  Quite frankly, I remember what it felt like to be 18 or 19 or 20.
[01:31:40.306 --> 01:31:44.871]  To be crazed, to be aggressive, to feel just exhilaration.
[01:31:45.752 --> 01:31:55.156]  And it's the super metal vitality and the AnthroPlex with exercise and a better diet that have taken me back to where I was and quite frankly beyond.
[01:31:55.576 --> 01:31:56.256]  It's amazing.
[01:31:56.436 --> 01:32:00.278]  And AnthroPlex is now back in stock at Infowarslife.com.
[01:32:00.618 --> 01:32:06.140]  Men, do yourself a favor and get a bottle of AnthroPlex today and see what I'm talking about.
[01:32:06.641 --> 01:32:14.384]  All of our products at Infowarslife.com are recognized as safe and they are made in FDA certified labs.
[01:32:14.884 --> 01:32:20.850]  The media tries to demonize supplements because, quite frankly, Mother Nature's got a lot to offer that Big Pharma doesn't.
[01:32:21.471 --> 01:32:26.036]  But there are some bad companies out there and there are some substances that Mother Nature produces that aren't good for you.
[01:32:26.737 --> 01:32:35.126]  That's why everything we put in these products is recognized as safe and produced at the highest level, highest quality FDA certified labs.
[01:32:35.586 --> 01:32:43.769]  Talk to your physician or healthcare provider before you take AnthroPlex or any of the products at InfoWarsLife.com like X2.
[01:32:44.269 --> 01:32:46.350]  Because this stuff's real.
[01:32:46.730 --> 01:32:50.032]  Just one of the ingredients in AnthroPlex is horny goat weed.
[01:32:50.292 --> 01:32:56.054]  In Chinese traditional medicine, it is recognized as one of the most powerful male stimulants.
[01:32:56.534 --> 01:32:59.276]  Not just of libido, but overall vitality.
[01:32:59.657 --> 01:33:06.082]  We put together a classic formula, souped up with the highest quality at a very low price.
[01:33:06.563 --> 01:33:09.045]  Available at Infowarslife.com today.
[01:33:13.208 --> 01:33:15.811]  You're listening to the Alex Jones Show.
[01:33:26.562 --> 01:33:31.687]  Waging war on corruption.
[01:33:32.628 --> 01:33:34.790]  Waging war on corruption.
[01:33:35.251 --> 01:33:36.672]  It's Alex Jones.
[01:33:40.811 --> 01:33:45.594]  Briefly, we are running a special that ends tonight.
[01:33:45.935 --> 01:33:48.056]  But if you get the promo code tonight, you can use it tomorrow.
[01:33:49.197 --> 01:33:55.261]  If you sign up for the free newsletter, key articles, key videos, it's great with the censorship, it's increasing that we have emails.
[01:33:55.301 --> 01:33:59.284]  I never really promoted this until I was told by all the tech experts, hey, you need to go back to low-tech tech.
[01:33:59.884 --> 01:34:05.308]  Because stuff's getting bad, even when they shut down the web with Internet Kill Switch, which they now admit they have.
[01:34:05.848 --> 01:34:08.510]  We were talking about that 10 years ago, but now it's called Obama's Kill Switch.
[01:34:09.111 --> 01:34:10.692]  We'll still be able to reach people via email.
[01:34:11.806 --> 01:34:14.107]  To a certain extent, over these networks.
[01:34:14.747 --> 01:34:20.948]  So, everybody that's an info warrior, either create an email or whatever, InfoWars.com forward slash newsletter.
[01:34:20.988 --> 01:34:28.230]  It's great to go sign up for some of the free news alerts at the publication of Joel Skousen, WorldAffairsBrief.com.
[01:34:28.690 --> 01:34:33.091]  I mean, they want to shut this down, so the answer is resist it.
[01:34:35.332 --> 01:34:37.172]  Spread the videos, spread the articles.
[01:34:37.252 --> 01:34:41.233]  They can block us in algorithms and not let people share it, but you can get around that.
[01:34:43.679 --> 01:34:52.663]  And as HUMET increases, as human intelligence understands this, we can beat the algorithms every time if we don't respond to the algorithm, but if we organically take action.
[01:34:52.923 --> 01:34:55.624]  See, they don't want it to be top news or breaking news now.
[01:34:55.704 --> 01:34:56.684]  It's trends!
[01:34:57.905 --> 01:35:01.106]  You know, how to teach your 7-year-old to give oral sex.
[01:35:02.147 --> 01:35:03.887]  How to teach your 10-year-old that they're a trainee.
[01:35:04.768 --> 01:35:05.988]  Jacking with kids, folks.
[01:35:06.408 --> 01:35:12.151]  This is mainlining of pedophilia, which is what these Satanists want, is to get in there and destroy the youth before they develop.
[01:35:13.171 --> 01:35:14.211]  Turn them into slaves early!
[01:35:14.931 --> 01:35:16.052]  This is psychological warfare!
[01:35:17.812 --> 01:35:28.815]  So, every day we send out a special 10, 20, 30% off one of the great items, whether it's non-GMO heirloom seeds at m4wrestore.com, whether it be some nutraceutical like X2, it's 20% off right now for everybody.
[01:35:30.395 --> 01:35:36.657]  But, we're doing a special we've never before done, that is on the Hillary for Prison shirt that's so viral, and a Come and Take It shirt.
[01:35:38.607 --> 01:35:39.527]  Fifty percent off.
[01:35:39.727 --> 01:35:41.548]  Infowars.com forward slash newsletter.
[01:35:41.568 --> 01:35:42.228]  Put your email in.
[01:35:42.588 --> 01:35:45.188]  We will send you the promo code one more time tonight.
[01:35:45.509 --> 01:35:46.349]  Been doing it since Friday.
[01:35:47.429 --> 01:35:50.070]  And you will get the shirt for half off.
[01:35:50.890 --> 01:35:52.870]  The shirt costs us like six and a half dollars to print up.
[01:35:52.890 --> 01:35:54.511]  Then after shipping and everything else, what we do.
[01:35:55.491 --> 01:35:56.731]  We're really not making any money on this.
[01:35:56.791 --> 01:35:57.471]  It's not about money.
[01:35:57.511 --> 01:35:58.291]  I'm not ashamed to make money.
[01:35:58.331 --> 01:36:00.352]  I need to have money to be strong and in their face.
[01:36:01.289 --> 01:36:04.310]  But the point is, is that it's a win-win.
[01:36:04.370 --> 01:36:09.332]  We get to be in contact with you, we get to get around the censorship, and send you a promo code for 50% off.
[01:36:09.352 --> 01:36:14.093]  And you'll get all the other promo codes that are coming through on a daily basis, but this is one of the biggest ever, or the biggest ever on t-shirts.
[01:36:14.113 --> 01:36:14.554]  50% off.
[01:36:16.308 --> 01:36:23.233]  And the good news is these are being produced and printed here in America, so we sold out of this on Friday, but the factory on the East Coast is making them.
[01:36:23.253 --> 01:36:25.434]  They're gonna be here in a week, so it's basically not back-ordered.
[01:36:25.815 --> 01:36:30.418]  Infowarsstore.com, and you'll get the promo code in your email at checkout.
[01:36:30.458 --> 01:36:31.178]  You get 50% off.
[01:36:31.198 --> 01:36:32.479]  A lot of other specials as well.
[01:36:32.499 --> 01:36:34.160]  All right, Joel Scalza, getting back to you.
[01:36:34.180 --> 01:36:36.142]  I want to cover the waterfront now in the time we have left.
[01:36:38.223 --> 01:36:43.225]  First off, let me ask you, what is on your radar screen that I haven't brought up that I want to get into?
[01:36:43.945 --> 01:36:45.085]  Why they're flooding Europe?
[01:36:45.685 --> 01:36:46.826]  Why they're so arrogant?
[01:36:47.366 --> 01:36:48.426]  Where all this is going?
[01:36:48.526 --> 01:36:50.247]  What is the real alliance with Islam?
[01:36:50.687 --> 01:36:51.687]  Is it a triple cross?
[01:36:51.747 --> 01:36:52.587]  Where is it going?
[01:36:55.185 --> 01:36:58.668]  What I want to talk about, Alex, is something very, very disturbing that happened.
[01:36:58.728 --> 01:37:00.470]  I reported on it in the World Affairs Brief.
[01:37:01.051 --> 01:37:03.633]  And that is, it's getting very active.
[01:37:03.653 --> 01:37:07.076]  You know, they sense this revolution against the establishment that's happening.
[01:37:07.116 --> 01:37:11.841]  And what that revolution really is, as I said, is against the deceptive establishment.
[01:37:12.161 --> 01:37:15.184]  The deception of, we are conservatives, we are Republicans.
[01:37:15.204 --> 01:37:19.208]  It's a loss of confidence in the system and the realization it's a synthetic false paradigm.
[01:37:19.841 --> 01:37:20.721]  That's exactly right.
[01:37:20.781 --> 01:37:27.783]  Now, what they're moving on to next is to shut down dissent, but they're not moving to FEMA camps or prison camps.
[01:37:28.104 --> 01:37:35.966]  That doesn't happen, can't happen until war comes when you can justify that kind of draconian... What electronic gulags that Drudge talks about where you're just controlled.
[01:37:36.872 --> 01:37:42.273]  Well, what they're trying to do, I think, is use... And what happened in Washington, D.C.
[01:37:42.333 --> 01:37:52.496]  at a giant store is that a security guard, a woman security guard, physically removed a male who would not leave a female bathroom and got arrested by D.C.
[01:37:52.536 --> 01:37:52.916]  police.
[01:37:53.436 --> 01:38:00.778]  Now, what a chilling message this sends to law enforcement, that if you, you cannot even question a man
[01:38:01.538 --> 01:38:15.283]  Mentally ill men can come in and loiter and obsess, there's a whole subculture of this, and no one has any power to do anything because we're giving sexual perversion a god-like special status.
[01:38:15.863 --> 01:38:16.304]  That's right.
[01:38:16.344 --> 01:38:22.746]  We've given anti-discrimination status to perversion, and I think transgenderism is more or less a perversion.
[01:38:23.506 --> 01:38:28.872]  And the important thing here is, remember, we are the vast majority who doesn't buy into transgenders.
[01:38:29.592 --> 01:38:39.242]  By an even optimistic estimate, there are 0.002% of the population and yet the media is putting out such a campaign and this
[01:38:39.982 --> 01:38:49.666]  Uh, police arresting a security guard for upholding and doing her duty sends a chilling effect so that nobody dares speak out against this.
[01:38:49.686 --> 01:38:55.969]  And then you add to this hate speech thing, um, you know, where, and that goes into the Muslim immigration thing.
[01:38:55.989 --> 01:39:05.033]  You know, they're basically trying to have a war on Western culture and a war on Western conservative voting values by flooding Europe and the United States with illegal aliens.
[01:39:06.224 --> 01:39:16.353]  And Muslims, and of course the message is you are intolerant, you are racist, and you are hateful if you don't accept all... So they're attempting to break our back by tripling down.
[01:39:16.493 --> 01:39:17.574]  I think it's going to backfire.
[01:39:18.014 --> 01:39:26.302]  I agree with you that we're five, six years off from their big war, but the best laid plans of mice and men often go astray.
[01:39:27.002 --> 01:39:31.967]  Because of liberty rising, I think it accelerates their timetable into an explosive paradigm.
[01:39:33.055 --> 01:39:42.103]  I think you have to remember, Alex, though, that they have to build a philosophy among the common people of fear that you don't stand up for these extreme agendas.
[01:39:42.123 --> 01:39:42.944]  You don't stand up.
[01:39:43.144 --> 01:39:47.407]  They're going to label everything that we believe in, including constitutionalism, as extreme.
[01:39:47.427 --> 01:39:51.090]  There's a huge Washington Post article out saying the threat to liberty is a constitutionalist.
[01:39:51.331 --> 01:39:52.332]  We've got to arrest them all.
[01:39:53.012 --> 01:40:10.484]  And what happens, though, is when war comes, and when you're in a globalist conflict, and our leaders come out of their bunkers and say, look, there's these constitutional conspiracists in our world that aren't supporting our troops to think that we are involved and that we were responsible for bringing this war upon you.
[01:40:10.744 --> 01:40:13.946]  We need to lock these people up, just like we had to lock up the Japanese.
[01:40:14.466 --> 01:40:19.170]  And if you provide the sufficient psychological environment for the American people to be embarrassed,
[01:40:19.890 --> 01:40:25.336]  Don't dare stand out and don't dare say what you think about transgenders and there's hardly a single person.
[01:40:25.356 --> 01:40:27.458]  Look at Governor McGrory of North Carolina.
[01:40:27.478 --> 01:40:27.778]  Sure, sure.
[01:40:27.818 --> 01:40:35.566]  They picked the most radical, wild thing and now they're going to put boys and girls showers in the sixth grade just to see what we won't put up with.
[01:40:35.766 --> 01:40:37.328]  It's a total assault.
[01:40:38.875 --> 01:40:45.343]  When Governor McGrory in North Carolina refused and went along with this transgender, I'm sympathetic to the guy.
[01:40:45.383 --> 01:40:48.026]  Instead of saying what transgenders, where's the evidence?
[01:40:48.466 --> 01:40:53.212]  How do you scientifically show whether... Well, it's about going into schools and telling kids you're transgender.
[01:40:53.232 --> 01:40:55.935]  It's about sexual contact with the state and your children.
[01:40:58.396 --> 01:41:04.865]  So as I say, I'm not very optimistic about where this is going, Alex, and you know, that's why I wrote the book Strategic Relocation.
[01:41:04.905 --> 01:41:12.235]  I think while we fight this battle, and this is the time to fight it when there's this mass wave of resistance building, but I'll tell you,
[01:41:13.496 --> 01:41:16.299]  They look like they're co-opting Donald Trump.
[01:41:16.319 --> 01:41:22.184]  And if we aren't able to get a major change in 2016, we're going to lose the Supreme Court.
[01:41:22.384 --> 01:41:24.185]  We could have maybe three to four justices.
[01:41:24.205 --> 01:41:24.826]  No, I agree.
[01:41:24.926 --> 01:41:26.687]  And they are ready to start persecuting us.
[01:41:27.128 --> 01:41:29.530]  So people need to prepare for a takedown.
[01:41:29.970 --> 01:41:35.573]  They need to prepare for war, they need to prepare for losing, as well as we prepare to fight.
[01:41:35.593 --> 01:41:42.857]  I mean, both are important because if you fight right up to the end and you have made no preparations to flee the cities... No, I totally agree, sir.
[01:41:42.897 --> 01:41:43.837]  You're absolutely on target.
[01:41:43.857 --> 01:41:45.758]  I'm not just saying this to any of you guys.
[01:41:45.998 --> 01:41:50.221]  You are, I think, the most knowledgeable person out there on full spectrum, you know, what the enemy's doing.
[01:41:50.241 --> 01:41:50.581]  You're right.
[01:41:51.181 --> 01:41:53.943]  Everything they do is about making us dependent, servile, and stupid.
[01:41:54.223 --> 01:41:59.806]  We've got to get in shape, we've got to get focused on God, we've got to get prepared, we've got to meet people we trust, and we've got to get ready.
[01:42:00.186 --> 01:42:03.428]  Because the enemy wants us dependent, that's their number one weapon.
[01:42:05.329 --> 01:42:08.131]  This spirit of evil, though, Joel, I mean, let's talk about this spirit.
[01:42:08.171 --> 01:42:10.792]  I mean, the more I study it, these people really are out to get us.
[01:42:10.812 --> 01:42:11.733]  I mean, they are so horrible.
[01:42:12.053 --> 01:42:13.874]  How do they get their minions to follow this?
[01:42:14.114 --> 01:42:14.975]  I just don't understand it.
[01:42:15.779 --> 01:42:17.901]  Well, you know, they do use predictable people.
[01:42:18.101 --> 01:42:25.806]  I mean, Facebook doesn't hire conspirators who knowingly operate under the... A few of the people, the programmers, have to be in on it that we're conspiring to do that.
[01:42:26.127 --> 01:42:27.007]  Same way the search...
[01:42:28.621 --> 01:42:31.282]  But you see, they use predictable, stupid idiots.
[01:42:31.643 --> 01:42:37.506]  People like Glenn Beck, who could be talked in to denying conspiracy, even though he gets close to it.
[01:42:37.526 --> 01:42:40.287]  He got close to it at Fox, pursuing George Soros.
[01:42:40.327 --> 01:42:41.468]  He got close to globalism.
[01:42:41.828 --> 01:42:44.690]  And he got close to it on his show again, and they keep shutting him down.
[01:42:44.990 --> 01:42:53.114]  But he will never repent and realize that unless you talk about the conspiracy, it doesn't matter whether you're Glenn Beck or Fox News, you do nothing.
[01:42:53.274 --> 01:43:02.127]  But Joel, as you said, the conspiracy is now, we're going to break here in just a moment, the conspiracy is now completely out in the open.
[01:43:02.147 --> 01:43:03.489]  I want to ask you that in the final segment.
