[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[03:13:14.909 --> 03:13:16.449]  Slaves are never safer.
[03:13:16.969 --> 03:13:18.690]  Slaves never get richer.
[03:13:18.990 --> 03:13:20.110]  When are we going to learn that?
[03:13:20.390 --> 03:13:25.151]  When are we going to learn that to the degree that we give up our liberty, we become slaves?
[03:13:25.491 --> 03:13:32.452]  They continue to offer us this Faustian bargain, and we never realize that the devil's got a trick up his sleeve.
[03:13:32.512 --> 03:13:38.053]  No matter how many times they skunk us, they keep doing it to us, over and over again.
[03:13:38.553 --> 03:13:40.134]  And this is just another example of that.
[03:13:40.655 --> 03:13:42.456]  Putting this out there saying, well, it's great.
[03:13:42.516 --> 03:13:43.317]  It's for your dogs.
[03:13:43.357 --> 03:13:45.739]  It's for your special needs children.
[03:13:45.819 --> 03:13:49.282]  It's for your elderly people that we need to keep track of.
[03:13:49.362 --> 03:13:49.562]  No.
[03:13:50.303 --> 03:13:50.463]  No.
[03:13:51.443 --> 03:13:52.845]  There's an agenda behind this, folks.
[03:13:52.925 --> 03:13:54.746]  We've pointed that out many, many times.
[03:13:55.507 --> 03:13:55.767]  All right.
[03:13:55.847 --> 03:14:00.971]  Now, I've got a lot of disjointed news here that I just want to cover a little bit at a time.
[03:14:01.051 --> 03:14:04.074]  One of these things here is kind of, I think it's very interesting.
[03:14:05.208 --> 03:14:19.552]  As we look at the people that are being brought into this country by Obama, and I mentioned this briefly yesterday, how we've had situations in Vermont, and they reported that, hey look, 35% of the people coming into Vermont have tuberculosis.
[03:14:20.793 --> 03:14:27.755]  Many people in America don't really get concerned about that, because they've forgotten what tuberculosis is, because it only affects about 5% of the people here.
[03:14:29.076 --> 03:14:30.757]  But globally, the average is about 35%.
[03:14:31.237 --> 03:14:44.146]  And of the places where Obama is bringing people in without vetting them, without doing any health tests on them, in many of the Asian and African countries, it is up to 80% of the people who have tuberculosis.
[03:14:44.646 --> 03:14:45.687]  Remember they called it consumption?
[03:14:46.147 --> 03:14:51.711]  Maybe you want to go back and look at some of the old westerns where they got Doc Holliday and he's spitting up blood and dying.
[03:14:52.131 --> 03:14:53.052]  Because it will kill you.
[03:14:53.835 --> 03:14:56.216]  And you say, well, we got treatments for that in the first world.
[03:14:56.336 --> 03:15:02.278]  Well, yes, but there are also drug-resistant strains of tuberculosis as well.
[03:15:02.318 --> 03:15:03.578]  Do you want to bring that in here as well?
[03:15:04.539 --> 03:15:08.400]  This is a deliberate move by Obama in so many different ways.
[03:15:09.020 --> 03:15:11.841]  It seems like he is hell-bent on destroying this country.
[03:15:12.401 --> 03:15:16.462]  Destroying our way of life, destroying our health, and yet they keep offering us safety.
[03:15:16.502 --> 03:15:17.163]  Just take the chip.
[03:15:17.303 --> 03:15:17.883]  You'll be fine.
[03:15:18.683 --> 03:15:29.753]  But we're bringing in all these people who hate America, who want what you have, and in many cases who are coming in untested for disease, untested for being criminals, untested for being terrorists.
[03:15:30.474 --> 03:15:39.042]  And now we just saw this last weekend as it broke, we had workers in two Minnesota hospitals that were diagnosed with active TB.
[03:15:39.082 --> 03:15:40.864]  These are two workers, both
[03:15:41.344 --> 03:15:41.585]  We're good.
[03:15:55.339 --> 03:16:12.697]  Last year, a local newspaper reported three employees of another clinic owned by this same company within 10 miles of these two hospitals where the two workers were just diagnosed with active tuberculosis received awards from Anoka County, the fourth most populous county in the Minneapolis-St.
[03:16:12.737 --> 03:16:15.781]  Paul area, for their volunteer work medically screening
[03:16:16.441 --> 03:16:17.062]  Refugees.
[03:16:17.342 --> 03:16:17.522]  Yeah.
[03:16:17.702 --> 03:16:17.963]  Okay.
[03:16:18.343 --> 03:16:18.603]  Okay.
[03:16:18.843 --> 03:16:19.464]  So there you go.
[03:16:19.844 --> 03:16:23.468]  They tell you one thing, and they do another, and that's a report from Breitbart.
[03:16:23.868 --> 03:16:25.529]  But I want to focus on something else.
[03:16:26.711 --> 03:16:36.519]  And that is, what if our government, as they bring in these refugees that don't screen them, we know that they are bringing in diseases to be used as weapons, as bioweapons.
[03:16:37.340 --> 03:16:38.962]  They call them select agents.
[03:16:40.092 --> 03:16:45.576]  And they try to give them what they call, in Pentagon talk, gain of function.
[03:16:46.036 --> 03:16:50.779]  That means that they make them more deadly, and that means that they make them more easily transmittable.
[03:16:51.680 --> 03:16:58.765]  And these are the kinds of research that are being performed by the Center for Disease Control, the CDC, and other biolab companies.
[03:16:59.265 --> 03:17:03.107]  Now there's a reporter at USA Today, Allison Young, and she's done a lot of work
[03:17:04.168 --> 03:17:13.299]  Following this, this is her beat, and she does a lot of work talking about the biolab failures of the CDC, and she just had one that broke at the end of the week.
[03:17:13.779 --> 03:17:20.727]  And I want to read you a little bit of this scenario, just to get you the idea of how dangerous this is.
[03:17:22.469 --> 03:17:29.053]  The title is newly disclosed CDC bio lab failures are quote like a screenplay for a disaster movie.
[03:17:29.073 --> 03:17:31.674]  And listen to this, it does read like a disaster movie.
[03:17:32.134 --> 03:17:47.843]  Encased in space suit like gear, needed to protect them from the world's deadliest viruses, four scientists at the CDC stepped into their labs decontamination chamber where a shower of chemicals was supposed to kill anything on them and make it safe for them to exit into an adjacent changing room.
[03:17:47.883 --> 03:17:49.424]  But the shower wouldn't start.
[03:17:50.005 --> 03:17:59.121]  And warning lights appeared as a cascading series of safety systems began to fail inside one of the world's most advanced biosafety level 4 labs.
[03:17:59.141 --> 03:18:00.223]  That's the highest level, folks.
[03:18:01.501 --> 03:18:03.622]  She goes on to say that in the next sentence.
[03:18:03.782 --> 03:18:10.865]  Reserved for work with deadly Ebola and smallpox viruses and other pathogens that lack vaccines or reliable treatments.
[03:18:11.365 --> 03:18:17.587]  The gasket seal around the exit door in the changing room deflated to the point that the scientists could see light coming in.
[03:18:18.148 --> 03:18:25.070]  See, there's a positive pressure, so they have no air escaping from this thing, but the gasket seal just broke down.
[03:18:25.110 --> 03:18:28.772]  So they could see light coming in through this seal that is supposed to be airtight.
[03:18:29.372 --> 03:18:34.355]  As they held the door shut and they started an emergency chemical deluge, things got even worse.
[03:18:34.795 --> 03:18:42.379]  The shower's door back into the infectious disease lab forcefully burst open again and again and they couldn't even hold it shut.
[03:18:42.459 --> 03:18:53.866]  Meanwhile, air pressure alarms were blinking and monitors displayed as the lab as read according to records of the February 2009 incident recently obtained by USA Today under a FOIA request.
[03:18:54.386 --> 03:18:58.212]  The CDC took three and a half years to fulfill the request.
[03:18:58.292 --> 03:18:58.593]  Why?
[03:18:58.913 --> 03:19:00.736]  Because they don't want you to know...
[03:19:02.082 --> 03:19:05.023]  What a cuck this whole thing is.
[03:19:05.523 --> 03:19:12.125]  They bring these things in, deadly diseases that don't even exist in our country, they're bringing them in as weapons.
[03:19:12.745 --> 03:19:16.586]  They're creating these weapons and they can't and won't control these things.
[03:19:16.846 --> 03:19:18.267]  You need to be very concerned about this.
[03:19:18.327 --> 03:19:19.927]  What do we do to stop this?
[03:19:19.967 --> 03:19:20.868]  How do we get control of this?
[03:19:21.128 --> 03:19:23.148]  This is the CDC's own lab.
[03:19:23.729 --> 03:19:27.750]  And of course the same reporter reported on what happened in the Primate Center.
[03:19:28.897 --> 03:19:44.373]  About a year and a half ago, the National Primate Center, where they brought in a disease that's not endemic to the United States, a very deadly disease, they brought it in to make it more deadly, more easy to catch, and somehow it got out of a bio-level safety lab level number three.
[03:19:44.933 --> 03:19:49.096]  It got into the primates who were not even contained in a contained area.
[03:19:49.416 --> 03:19:52.338]  What you have to be concerned about is it getting into the soil and water.
[03:19:52.738 --> 03:19:55.821]  And then as they investigated it, they found workers who came down with it.
[03:19:55.841 --> 03:20:00.464]  But they said, don't worry, I'm sure those workers already had it before they started the investigation.
[03:20:00.844 --> 03:20:02.345]  That's the way they lied to us.
[03:20:02.385 --> 03:20:04.727]  You have to understand how dangerous this is.
[03:20:04.787 --> 03:20:08.409]  They are playing not only with fire, they're playing with a pandemic.
[03:20:08.549 --> 03:20:08.829]  Stay with us.
[03:20:08.849 --> 03:20:09.410]  We'll be right back.
[03:20:10.987 --> 03:20:23.674]  This message is not just addressed to my fellow Americans, but addressed to people across the world of every race, color, and creed who believe in free speech, enshrined here in our republic as the First Amendment.
[03:20:24.354 --> 03:20:27.756]  It's the First Amendment to the Bill of Rights because it is the most important.
[03:20:27.776 --> 03:20:32.539]  The right to speak, the right to publish, the right to assemble, the right to petition, the right to
[03:20:32.799 --> 03:20:36.700]  Practice your own religion and not having a state-run or authorized system.
[03:20:36.900 --> 03:20:46.182]  We have seen Facebook, Google, Twitter and other media platforms increasingly censor even mainline libertarian and conservative ideas.
[03:20:46.462 --> 03:20:58.004]  Ladies and gentlemen, Facebook, if it's able to successfully get away with censoring a wide spectrum of ideas that the establishment doesn't agree with, not just conservatives, will set a mega-massive precedent.
[03:20:58.504 --> 03:20:59.985]  Facebook's over a third of the internet.
[03:21:00.065 --> 03:21:00.706]  Did you think about that?
[03:21:01.206 --> 03:21:02.668]  Of the traffic and people visiting things.
[03:21:03.068 --> 03:21:03.668]  And then it's over.
[03:21:03.989 --> 03:21:08.292]  You think it's bad that Communist China, with a billion, three hundred million people, is censoring?
[03:21:09.133 --> 03:21:16.379]  Zuckerberg, who calls his users dumb effers, has been meeting with the Chinese censorship leadership, openly trying to tweak it.
[03:21:16.499 --> 03:21:21.423]  He met with Merkel, and openly, in a hot mic, said, don't worry, I'm gonna start suppressing and censoring people.
[03:21:21.583 --> 03:21:26.027]  They report when someone criticizes open borders to the German government, and they come and arrest you.
[03:21:26.207 --> 03:21:27.008]  This is a global
[03:21:27.668 --> 03:21:27.828]  That's
[03:21:44.889 --> 03:21:47.651]  First of all, this is the ultimate threat to humanity.
[03:21:48.051 --> 03:21:50.212]  This is worse than what we saw in the Soviet Union.
[03:21:50.632 --> 03:21:54.414]  This is right out of Nazi Germany or right out of Maoist China.
[03:21:54.834 --> 03:21:56.155]  So we're fighting for free speech.
[03:21:56.495 --> 03:22:06.581]  When you spread the word about Infowars.com, our videos, our stories, our reports, and when you post it on different platforms, that circumvents their AI systems that are trying to restrict the flow of information.
[03:22:06.701 --> 03:22:08.602]  We stand together or we hang separate.
[03:22:08.842 --> 03:22:13.685]  Another thing we're doing is not just battling to stop the censorship, we're also building other platforms.
[03:22:14.125 --> 03:22:21.930]  Getting on as many third party systems as there are out there and spreading the word of basic free market liberty and human empowerment and the new renaissance.
[03:22:22.430 --> 03:22:25.692]  But also, the experts I've talked to said, Alex, you missed the boat.
[03:22:25.732 --> 03:22:29.214]  You've been a pioneer in many ways, but you haven't promoted email.
[03:22:29.314 --> 03:22:31.395]  And I said, yeah, I don't ever really market on email.
[03:22:31.495 --> 03:22:33.316]  I just, I just, it's low tech.
[03:22:33.496 --> 03:22:34.297]  And they're like, no, no, no.
[03:22:34.337 --> 03:22:35.818]  That's what's going to be hard to censor.
[03:22:35.878 --> 03:22:42.502]  Even if the internet kill switch comes into place, there are systems and there are developments that make it very hard still.
[03:22:43.482 --> 03:22:49.006]  To stop email and to stop that information being sent over networks, you name it.
[03:22:49.066 --> 03:22:50.487]  So it's essential.
[03:22:51.443 --> 03:23:02.693]  That everybody go to InfoWars.com forward slash newsletter to get exclusive articles, videos, promo codes, sometimes the shopping cart like we had a few weeks ago with Hillary for prison, 50% off.
[03:23:03.013 --> 03:23:07.837]  I mean, there are some big discounts we send to incentivize people and pleasure some of those hardcore patriots.
[03:23:08.157 --> 03:23:12.501]  You can send the email and the newsletter on with exclusive videos and articles many days.
[03:23:13.142 --> 03:23:14.103]  So that's another great reason.
[03:23:14.123 --> 03:23:17.746]  But overall, it's so that we have direct contact
[03:23:18.266 --> 03:23:32.231]  With fellow patriots out there around the world, and if they try to start shutting our websites down and other things, which they've tried to do, and kick us off Facebook, Twitter, YouTube, you name it, we'll be able to send you direct videos that you can then send on to others.
[03:23:32.251 --> 03:23:40.814]  We've all got to start thinking about the censorship and actively fighting it, getting more active and not taking independent, liberty-based media for granted, which I know you don't do.
[03:23:42.034 --> 03:23:52.181]  But really having a sense of urgency and getting the info out more while building new avenues on cutting-edge tech and cutting-edge platforms, but also old tech like email.
[03:23:52.422 --> 03:23:59.827]  So please join hundreds of thousands of others that have been signing up every few months at InfoWars.com forward slash newsletter.
[03:24:00.187 --> 03:24:09.294]  And you can also spread the word about our free feeds and more podcasts, Android apps, iPhone apps, it's all free at InfoWars.com forward slash show.
[03:24:18.081 --> 03:24:19.383]  Welcome back to the Alex Jones Show.
[03:24:19.424 --> 03:24:28.540]  I'm David Knight, and we were just talking in the last segment about the latest revelation, because we've had revelations before about breakdowns in biosafety labs.
[03:24:29.335 --> 03:24:34.018]  Of course, we've had the government shipping live anthrax virus through the regular mail.
[03:24:34.719 --> 03:24:37.380]  We've had the National Primate Center.
[03:24:37.440 --> 03:24:41.043]  We've had deadly bacteria get out and escape into the wild there.
[03:24:41.083 --> 03:24:43.104]  They don't know, still don't know how that happened.
[03:24:43.584 --> 03:24:51.589]  I just read you this report, they said, and it does play like the screenplay of a disaster movie, because this is a disaster waiting to happen.
[03:24:51.609 --> 03:24:53.551]  And this is just the incompetence level here.
[03:24:54.051 --> 03:24:59.834]  This isn't even talking about the sinister stuff that they do, like the Tuskegee experiments that we all know about.
[03:25:00.634 --> 03:25:03.795]  But the very fact that they're doing this is sinister.
[03:25:04.235 --> 03:25:16.681]  The very fact that we have, with Operation Paperclip, that we brought in these Nazi and Japanese scientists who had been doing horrific human experimentation and brought them in for our own weapons program.
[03:25:17.461 --> 03:25:25.687]  To give these deadly non-native diseases again a function, to make them more deadly, to make them more easily transmittable.
[03:25:26.228 --> 03:25:30.291]  So, that's one of the things that's facing us, and of course the breakouts of this.
[03:25:30.351 --> 03:25:31.832]  How do we contain government?
[03:25:32.112 --> 03:25:34.034]  It's a perfect metaphor for government, isn't it?
[03:25:34.474 --> 03:25:37.996]  Especially the government, the national security state, the Pentagon.
[03:25:38.939 --> 03:25:43.682]  How they create these weapons that are hanging over our heads like the sword of Damocles.
[03:25:44.323 --> 03:25:46.084]  And yet there's other problems as well.
[03:25:46.284 --> 03:25:51.728]  At the same time they're doing this and telling us that they have to have a national security state to watch everything that everybody does.
[03:25:52.389 --> 03:25:56.912]  We see that the federal government lost all of its personnel records to hackers.
[03:25:57.352 --> 03:25:58.033]  And now this.
[03:25:58.613 --> 03:26:00.655]  Coming out of, interestingly enough, Australia.
[03:26:01.075 --> 03:26:07.101]  I had a guy send this to me on Twitter because you know our press doesn't cover this kind of news but Australia did.
[03:26:07.141 --> 03:26:10.364]  The US Federal Reserve was breached more than 50 times recently.
[03:26:10.384 --> 03:26:11.765]  The US Federal Reserve.
[03:26:12.847 --> 03:26:21.790]  Detected more than 50 breaches to its network and systems between 2011 and 2015 with several incidents described internally as espionage.
[03:26:22.170 --> 03:26:25.472]  They say the Fed's computer systems play a critical role in global banking.
[03:26:25.492 --> 03:26:32.554]  Of course, they hold confidential information on discussions about monetary policy that drives financial markets.
[03:26:32.594 --> 03:26:42.058]  Of course, we're having that kind of discussion today as Janet Yellen is dropping hints about whether she's going to raise interest rates or not, doing it at the same time people are talking about Brexit.
[03:26:42.578 --> 03:26:50.721]  And we've got the Prime Minister of the UK trying to scare people about financial Armageddon if they leave the EU.
[03:26:50.881 --> 03:26:52.862]  And we're going to cover that in the next segment here.
[03:26:52.882 --> 03:27:01.425]  But with this, they say the cyber security reports obtained by Reuters, again through a FOIA act, were heavily redacted by the Fed officials.
[03:27:01.465 --> 03:27:10.628]  They say the records represent only a slice of all cyber attacks on the Fed because they include only cases involving the Washington-based Board of Governors.
[03:27:11.388 --> 03:27:17.813]  They did not have access to reports of cyber security teams at the central bank's 12 privately owned regional branches.
[03:27:18.193 --> 03:27:24.337]  Disclosure breaches of the Fed comes at a time when cyber security at central banks worldwide is under scrutiny and under attack.
[03:27:24.998 --> 03:27:31.322]  After hackers stole 81 million dollars from a bank Bangladesh account at the New York Fed.
[03:27:31.683 --> 03:27:32.903]  At the New York Fed.
[03:27:33.184 --> 03:27:34.985]  They went into the New York Fed.
[03:27:35.685 --> 03:27:38.788]  This is bigger than Bonnie and Clyde.
[03:27:38.828 --> 03:27:40.390]  This is bigger than Jesse James.
[03:27:40.450 --> 03:27:42.852]  This is bigger than the Italian job.
[03:27:42.872 --> 03:27:47.336]  You know where they had those little minis and they went in and robbed the bank and they had little cars so they could get through the traffic jams.
[03:27:47.376 --> 03:27:53.161]  Now, they didn't do any of that physical stuff because of the digital cash.
[03:27:54.264 --> 03:28:00.130]  Hackers can go in and steal 81 million dollars, and they can do it at the New York Fed.
[03:28:00.791 --> 03:28:03.253]  Just hack into their account and take it right out of there.
[03:28:03.273 --> 03:28:08.799]  They say cyber thieves have targeted large financial institutions around the world, including America's largest bank, J.P.
[03:28:08.819 --> 03:28:14.825]  Morgan, as well as smaller players like Ecuador's Banco del Ostro and Vietnam's Tien Phong Bank.
[03:28:15.546 --> 03:28:20.295]  They also go on to say security analysts said foreign governments could stand to gain from internal Fed information.
[03:28:20.335 --> 03:28:20.716]  You think?
[03:28:20.976 --> 03:28:21.317]  You think?
[03:28:21.617 --> 03:28:22.639]  You think they could use that?
[03:28:22.839 --> 03:28:24.823]  You think China and Russia, as I say, for instance?
[03:28:25.583 --> 03:28:36.186]  Major players in the $13.8 trillion federal debt market, where Fed policy plays a big role in setting interest rates.
[03:28:36.226 --> 03:28:49.611]  So, if you are a criminal individual, or if you are a foreign government that wants to mess with our money supply, then you go to the people who are counterfeiting it, the Federal Reserve, and they're talking about whether they're going to pump or dump
[03:28:50.475 --> 03:28:58.416]  Whether they're going to do quantitative easing, are they going to raise or lower interest rates, having that advanced knowledge can get you a lot of money.
[03:28:59.375 --> 03:29:02.857]  And it makes them a big target, and they're not doing a very good job of protecting it.
[03:29:02.877 --> 03:29:15.362]  But of course, if you're a congressman or a congresswoman, then you can act on inside information that you have when you're going to pass bills to help a particular company or to shut down a particular industry.
[03:29:15.382 --> 03:29:18.163]  You can sell it short if you're going to shut down the coal industry.
[03:29:18.363 --> 03:29:22.305]  You can make a lot of money selling short coal stocks or oil stocks.
[03:29:22.805 --> 03:29:29.412]  Or, if you're going to give a massive subsidy to a solar power company, it might be kind of convenient to have that information.
[03:29:29.432 --> 03:29:37.900]  And remember, that came out at one point in time, and everybody was appalled that Congress just looked the other way and said, no, that's okay, we can do insider training.
[03:29:38.280 --> 03:29:41.463]  We'll lock up Martha Stewart for it, but we will do it ourselves.
[03:29:42.324 --> 03:29:50.268]  So they passed a little bill, they left it in there for about six months, and when nobody was looking, they eviscerated that bill, they got rid of it, they're still doing insider trading.
[03:29:50.308 --> 03:29:53.510]  So why wouldn't cyber criminals do insider trading at the Federal Reserve?
[03:29:53.530 --> 03:29:54.531]  Stay with us, we'll be right back.
[03:29:59.393 --> 03:30:02.395]  We're on the march, the empire's on the run.
[03:30:03.335 --> 03:30:06.017]  Alex Jones and the GCN Radio Network.
[03:30:10.808 --> 03:30:12.190]  Clean, pure drinking water.
[03:30:12.470 --> 03:30:13.752]  You can't survive without it.
[03:30:13.953 --> 03:30:14.854]  But where do you get it?
[03:30:15.154 --> 03:30:20.922]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[03:30:21.143 --> 03:30:26.871]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[03:30:27.051 --> 03:30:43.915]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[03:30:44.315 --> 03:30:46.415]  Filter capacity up to 5,000 gallons.
[03:30:46.796 --> 03:30:47.996]  Stainless steel construction.
[03:30:48.256 --> 03:30:49.036]  Easy assembly.
[03:30:49.296 --> 03:30:49.916]  Low maintenance.
[03:30:50.216 --> 03:30:52.037]  Replacement filters are simple to install.
[03:30:52.297 --> 03:30:59.418]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[03:30:59.578 --> 03:31:03.879]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[03:31:03.899 --> 03:31:04.959]  Go to InfowarsStore.com or call 888-253-3139.
[03:31:04.999 --> 03:31:07.240]  A clean, toxic-free body is the foundation of true health.
[03:31:13.721 --> 03:31:23.330]  Introducing Deep Cleanze by Infowarslife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[03:31:23.610 --> 03:31:28.815]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[03:31:28.915 --> 03:31:37.744]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[03:31:38.024 --> 03:31:46.609]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[03:31:46.849 --> 03:31:53.774]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[03:31:53.914 --> 03:31:59.257]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price.
[03:31:59.477 --> 03:32:05.001]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[03:32:05.161 --> 03:32:07.102]  That's Infowarslife.com or call 888-253-3139.
[03:32:11.365 --> 03:32:17.690]  I got so busy fighting the Globals for 15 years, I turned into a giant fat slob when I was an exercise fanatic before.
[03:32:18.090 --> 03:32:21.192]  Now, in the last five years, I set out to try to get back in shape.
[03:32:21.613 --> 03:32:33.462]  And to help turbocharge that, I talked to top scientists and nutraceutical developers and said, I want something that blocks these estrogen mimickers, something that helps me get back to what a real male was like instead of this Globals bombardment.
[03:32:34.042 --> 03:32:36.823]  We developed Super Male and Super Female Vitality.
[03:32:37.003 --> 03:32:37.843]  They're best sellers.
[03:32:38.063 --> 03:32:39.403]  They're loved across the industry.
[03:32:39.563 --> 03:32:40.184]  They're amazing.
[03:32:40.444 --> 03:32:44.825]  You owe it to yourself to get a bottle of Super Male Vitality today at InfoWarsTore.com.
[03:32:45.205 --> 03:32:48.266]  Folks, it's so amazing what Mother Nature gave us.
[03:32:48.546 --> 03:32:51.767]  You're crazy if you don't at least try a bottle of this, because you can't lose.
[03:32:51.987 --> 03:33:00.469]  You're fighting the Info War and the fight for freedom worldwide, while at the same time getting a game-changing supplement at InfoWarsTore.com.
[03:33:00.609 --> 03:33:02.830]  Super Metal Vitality is now back in stock.
[03:33:03.071 --> 03:33:04.592]  It's been sold out for several months.
[03:33:04.812 --> 03:33:07.774]  That's available at MFOWarStore.com or by calling toll-free, 888-253-3139.
[03:33:07.834 --> 03:33:13.638]  They took my saddle in Houston.
[03:33:14.598 --> 03:33:19.722]  Broke my leg in Santa Fe.
[03:33:19.782 --> 03:33:25.806]  Lost my wife and a girlfriend somewhere along the way.
[03:33:25.826 --> 03:33:28.908]  In defense of human liberty, Alex Jones.
[03:33:30.580 --> 03:33:35.085]  Welcome back to the Alex Jones Show.
[03:33:35.125 --> 03:33:38.510]  I'm David Knight, your host on this 6-6-16.
[03:33:39.251 --> 03:33:48.483]  As we pointed out, we've had a couple of reports we did at the top of the hour with Alex Jones about the significance of what is happening in the world, what is being pushed in terms of
[03:33:49.083 --> 03:33:52.687]  We're going to have more on that tonight on the Infowars Nightly News.
[03:33:52.707 --> 03:33:55.870]  Tonight we're also going to talk about the billionaire's ultimate bug-out bag.
[03:34:07.961 --> 03:34:09.943]  And that would be a rocket ship, folks.
[03:34:10.063 --> 03:34:17.510]  You know, you talk about these billionaires building these elaborate places with panic rooms.
[03:34:17.630 --> 03:34:19.332]  George Clooney's got one in the UK.
[03:34:19.632 --> 03:34:27.140]  Other people setting up these elaborate and expensive compounds to protect themselves from some kind of a societal breakdown.
[03:34:27.180 --> 03:34:27.360]  Look.
[03:34:28.120 --> 03:34:36.589]  The ultimate bug-out bag is a rocket to get off of the place once their disruptive technologies get so disruptive that they start destroying the Earth.
[03:34:36.970 --> 03:34:40.974]  And we've had multiple science fiction scenarios, but of course we've had scientists that we've interviewed.
[03:34:41.014 --> 03:34:43.196]  I've interviewed Hugo deGarris who wrote The Artelect War.
[03:34:43.837 --> 03:34:44.498]  They talked about
[03:34:45.353 --> 03:34:52.417]  As people become, as the general public becomes aware of the danger of some of these technologies that are so dangerous.
[03:34:52.457 --> 03:34:58.200]  And we're not talking now about things like the gain-of-function bioweapon programs.
[03:34:58.240 --> 03:34:59.461]  That's one of them as well.
[03:34:59.501 --> 03:35:02.602]  But also the autonomous killing robots that are being done by the Pentagon.
[03:35:03.143 --> 03:35:05.024]  Even just artificial intelligence.
[03:35:05.304 --> 03:35:07.645]  Hugo de Garris is an artificial intelligence scientist.
[03:35:08.206 --> 03:35:10.026]  He talked about his concern
[03:35:11.087 --> 03:35:16.553]  That what he was creating, and his fellow scientists were creating, was going to get out of control.
[03:35:17.053 --> 03:35:18.415]  And that it would squash us.
[03:35:18.455 --> 03:35:21.297]  The same sorts of things that Elon Musk has openly talked about.
[03:35:21.317 --> 03:35:22.999]  And of course, that's his bug out bag.
[03:35:23.019 --> 03:35:24.160]  Trying to get to Mars.
[03:35:24.781 --> 03:35:25.922]  Setting up his space program.
[03:35:25.962 --> 03:35:27.143]  Tonight we're going to talk about...
[03:35:28.154 --> 03:35:30.455]  All these different billionaires and their different programs.
[03:35:30.495 --> 03:35:34.996]  I think the key guy that we need to look at is Jeff Bezos of Amazon.com.
[03:35:35.036 --> 03:35:37.197]  We're going to tell you what he's got going.
[03:35:37.237 --> 03:35:42.099]  I think he's the guy that's got the most interesting approach to all of this.
[03:35:43.246 --> 03:35:47.250]  And certainly I think he has the most advanced technology behind all this.
[03:35:47.270 --> 03:35:55.378]  We're going to talk about the other aspect of space exploration, and that is kind of a super Agenda 21, if you will.
[03:35:56.059 --> 03:36:07.650]  And of course, Agenda 21, the UN agenda for the 21st century, which says, let's lock all the people up in little tiny concentrated cities, and let's keep the rest of the world for the elites.
[03:36:07.990 --> 03:36:11.774]  Okay, that's now been changed and updated into something that's a little bit more specific.
[03:36:11.834 --> 03:36:13.035]  Not just the 21st century.
[03:36:13.075 --> 03:36:15.697]  No, they've got the 2030 UN Agenda.
[03:36:16.558 --> 03:36:19.360]  The 2030 UN Agenda for Sustainable Development.
[03:36:20.041 --> 03:36:25.286]  So we're going to talk about that and how, I believe, this space exploration plays into all that.
[03:36:25.306 --> 03:36:27.648]  That's also going to be on tonight's nightly news.
[03:36:28.409 --> 03:36:32.853]  Before we get back to the news, I just want to remind you that today is the last day for two specials.
[03:36:32.893 --> 03:36:33.934]  If you want to breathe easy,
[03:36:34.594 --> 03:36:36.176]  We've got a couple of things here for you.
[03:36:36.256 --> 03:36:39.500]  Lung Cleanze, 20% off at Infowarslife.com.
[03:36:39.520 --> 03:36:41.542]  Today is the final day of that sale.
[03:36:42.142 --> 03:36:44.645]  And of course Lung Cleanze is an easy to use spray bottle.
[03:36:45.026 --> 03:36:45.606]  It tastes great.
[03:36:45.826 --> 03:36:46.447]  It really works.
[03:36:46.507 --> 03:36:48.890]  It helps to cleanse your lungs.
[03:36:49.070 --> 03:36:53.074]  I use that to get my lungs cleansed when I get on the air.
[03:36:54.015 --> 03:36:59.239]  And BrainForce are two of my favorite supplements that we have at InfoWarsLife.com.
[03:36:59.280 --> 03:37:02.482]  And of course, we've got 20% off of Lung Cleanse ending today.
[03:37:02.622 --> 03:37:06.405]  Also, the final day for our introduction of Alexa Pure Breeze.
[03:37:06.986 --> 03:37:11.329]  Now, this is an energy efficient ion cluster air purification system.
[03:37:12.030 --> 03:37:14.832]  We've just started doing this, so this is our introductory special.
[03:37:15.493 --> 03:37:16.774]  25% off.
